date,JPM,JPM_EPS,PE Ratio
1980-07-09,5.94,,
1980-07-10,6.0,,
1980-07-11,6.02,,
1980-07-14,6.22,,
1980-07-15,6.15,,
1980-07-16,6.24,,
1980-07-17,6.28,,
1980-07-18,6.33,,
1980-07-21,6.65,,
1980-07-22,6.41,,
1980-07-23,6.24,,
1980-07-24,6.28,,
1980-07-25,6.2,,
1980-07-28,6.15,,
1980-07-29,6.19,,
1980-07-30,6.2,,
1980-07-31,6.2,,
1980-08-01,6.15,,
1980-08-04,6.09,,
1980-08-05,6.02,,
1980-08-06,6.06,,
1980-08-07,6.15,,
1980-08-08,6.11,,
1980-08-11,6.07,,
1980-08-12,6.09,,
1980-08-13,6.06,,
1980-08-14,6.07,,
1980-08-15,6.22,,
1980-08-18,6.15,,
1980-08-19,6.13,,
1980-08-20,6.11,,
1980-08-21,6.13,,
1980-08-22,6.15,,
1980-08-25,6.15,,
1980-08-26,6.22,,
1980-08-27,6.09,,
1980-08-28,6.04,,
1980-08-29,6.07,,
1980-09-02,6.17,,
1980-09-03,6.39,,
1980-09-04,6.31,,
1980-09-05,6.28,,
1980-09-08,6.31,,
1980-09-09,6.17,,
1980-09-10,6.22,,
1980-09-11,6.33,,
1980-09-12,6.31,,
1980-09-15,6.35,,
1980-09-16,6.31,,
1980-09-17,6.33,,
1980-09-18,6.35,,
1980-09-19,6.33,,
1980-09-22,6.31,,
1980-09-23,6.33,,
1980-09-24,6.3,,
1980-09-25,6.2,,
1980-09-26,5.91,,
1980-09-29,5.81,,
1980-09-30,5.87,,
1980-10-01,5.81,,
1980-10-02,5.91,,
1980-10-03,6.02,,
1980-10-06,6.07,,
1980-10-07,6.11,,
1980-10-08,6.11,,
1980-10-09,6.13,,
1980-10-10,6.13,,
1980-10-13,6.19,,
1980-10-14,6.19,,
1980-10-15,6.07,,
1980-10-16,6.09,,
1980-10-17,6.11,,
1980-10-20,6.09,,
1980-10-21,6.09,,
1980-10-22,6.07,,
1980-10-23,6.04,,
1980-10-24,6.04,,
1980-10-27,6.07,,
1980-10-28,6.09,,
1980-10-29,6.09,,
1980-10-30,6.09,,
1980-10-31,6.09,,
1980-11-03,6.07,,
1980-11-05,6.07,,
1980-11-06,5.89,,
1980-11-07,5.89,,
1980-11-10,5.93,,
1980-11-11,6.0,,
1980-11-12,6.09,,
1980-11-13,6.22,,
1980-11-14,6.24,,
1980-11-17,6.07,,
1980-11-18,6.07,,
1980-11-19,5.93,,
1980-11-20,5.91,,
1980-11-21,5.81,,
1980-11-24,5.85,,
1980-11-25,5.87,,
1980-11-26,5.83,,
1980-11-28,5.83,,
1980-12-01,5.78,,
1980-12-02,5.8,,
1980-12-03,5.76,,
1980-12-04,5.81,,
1980-12-05,5.76,,
1980-12-08,5.78,,
1980-12-09,5.72,,
1980-12-10,5.74,,
1980-12-11,5.76,,
1980-12-12,5.72,,
1980-12-15,5.76,,
1980-12-16,5.81,,
1980-12-17,6.0,,
1980-12-18,6.17,,
1980-12-19,6.19,,
1980-12-22,6.28,,
1980-12-23,6.17,,
1980-12-24,6.2,,
1980-12-26,6.19,,
1980-12-29,6.19,,
1980-12-30,6.19,,
1980-12-31,6.31,,
1981-01-02,6.35,,
1981-01-05,6.72,,
1981-01-06,6.63,,
1981-01-07,6.44,,
1981-01-08,6.52,,
1981-01-09,6.74,,
1981-01-12,6.93,,
1981-01-13,6.96,,
1981-01-14,7.02,,
1981-01-15,7.15,,
1981-01-16,7.17,,
1981-01-19,7.04,,
1981-01-20,7.0,,
1981-01-21,6.91,,
1981-01-22,6.91,,
1981-01-23,6.93,,
1981-01-26,6.81,,
1981-01-27,6.91,,
1981-01-28,6.85,,
1981-01-29,6.81,,
1981-01-30,6.8,,
1981-02-02,6.74,,
1981-02-03,7.04,,
1981-02-04,6.98,,
1981-02-05,7.11,,
1981-02-06,6.93,,
1981-02-09,7.0,,
1981-02-10,7.19,,
1981-02-11,7.19,,
1981-02-12,7.31,,
1981-02-13,7.24,,
1981-02-17,7.24,,
1981-02-18,7.22,,
1981-02-19,7.19,,
1981-02-20,7.26,,
1981-02-23,7.33,,
1981-02-24,7.33,,
1981-02-25,7.46,,
1981-02-26,7.52,,
1981-02-27,7.48,,
1981-03-02,7.44,,
1981-03-03,7.41,,
1981-03-04,7.46,,
1981-03-05,7.46,,
1981-03-06,7.44,,
1981-03-09,7.39,,
1981-03-10,7.52,,
1981-03-11,7.5,,
1981-03-12,7.52,,
1981-03-13,7.63,,
1981-03-16,7.74,,
1981-03-17,7.81,,
1981-03-18,7.96,,
1981-03-19,7.98,,
1981-03-20,7.93,,
1981-03-23,7.81,,
1981-03-24,7.83,,
1981-03-25,7.85,,
1981-03-26,7.81,,
1981-03-27,7.72,,
1981-03-30,7.81,,
1981-03-31,7.87,,
1981-04-01,8.0,,
1981-04-02,7.89,,
1981-04-03,7.85,,
1981-04-06,7.81,,
1981-04-07,7.85,,
1981-04-08,7.87,,
1981-04-09,7.96,,
1981-04-10,8.0,,
1981-04-13,7.93,,
1981-04-14,7.96,,
1981-04-15,8.02,,
1981-04-16,8.11,,
1981-04-20,8.15,,
1981-04-21,8.17,,
1981-04-22,8.15,,
1981-04-23,8.17,,
1981-04-24,8.3,,
1981-04-27,8.26,,
1981-04-28,8.37,,
1981-04-29,8.22,,
1981-04-30,8.07,,
1981-05-01,7.96,,
1981-05-04,7.91,,
1981-05-05,7.81,,
1981-05-06,7.67,,
1981-05-07,7.7,,
1981-05-08,7.8,,
1981-05-11,7.78,,
1981-05-12,7.67,,
1981-05-13,7.76,,
1981-05-14,7.81,,
1981-05-15,7.78,,
1981-05-18,7.91,,
1981-05-19,8.22,,
1981-05-20,8.15,,
1981-05-21,8.13,,
1981-05-22,8.41,,
1981-05-26,8.44,,
1981-05-27,8.41,,
1981-05-28,8.46,,
1981-05-29,8.52,,
1981-06-01,8.59,,
1981-06-02,8.61,,
1981-06-03,8.48,,
1981-06-04,8.41,,
1981-06-05,8.46,,
1981-06-08,8.46,,
1981-06-09,8.31,,
1981-06-10,8.5,,
1981-06-11,8.89,,
1981-06-12,9.0,,
1981-06-15,9.07,,
1981-06-16,9.11,,
1981-06-17,9.04,,
1981-06-18,8.81,,
1981-06-19,8.78,,
1981-06-22,8.63,,
1981-06-23,8.65,,
1981-06-24,8.7,,
1981-06-25,8.63,,
1981-06-26,8.52,,
1981-06-29,8.57,,
1981-06-30,8.56,,
1981-07-01,8.56,,
1981-07-02,8.5,,
1981-07-06,8.19,,
1981-07-07,8.02,,
1981-07-08,8.15,,
1981-07-09,8.37,,
1981-07-10,8.28,,
1981-07-13,8.09,,
1981-07-14,7.91,,
1981-07-15,8.07,,
1981-07-16,7.98,,
1981-07-17,8.0,,
1981-07-20,7.81,,
1981-07-21,7.74,,
1981-07-22,7.74,,
1981-07-23,7.76,,
1981-07-24,7.89,,
1981-07-27,8.0,,
1981-07-28,7.89,,
1981-07-29,7.93,,
1981-07-30,7.89,,
1981-07-31,7.93,,
1981-08-03,7.78,,
1981-08-04,7.54,,
1981-08-05,7.7,,
1981-08-06,7.78,,
1981-08-07,7.83,,
1981-08-10,7.85,,
1981-08-11,8.04,,
1981-08-12,8.15,,
1981-08-13,8.19,,
1981-08-14,8.26,,
1981-08-17,8.02,,
1981-08-18,7.89,,
1981-08-19,7.83,,
1981-08-20,7.93,,
1981-08-21,7.89,,
1981-08-24,7.7,,
1981-08-25,7.56,,
1981-08-26,7.57,,
1981-08-27,7.59,,
1981-08-28,7.7,,
1981-08-31,7.65,,
1981-09-01,7.59,,
1981-09-02,7.59,,
1981-09-03,7.26,,
1981-09-04,7.2,,
1981-09-08,7.09,,
1981-09-09,6.96,,
1981-09-10,7.19,,
1981-09-11,7.48,,
1981-09-14,7.41,,
1981-09-15,7.37,,
1981-09-16,7.39,,
1981-09-17,7.26,,
1981-09-18,7.41,,
1981-09-21,7.63,,
1981-09-22,7.48,,
1981-09-23,7.48,,
1981-09-24,7.39,,
1981-09-25,7.39,,
1981-09-28,7.28,,
1981-09-29,7.31,,
1981-09-30,7.31,,
1981-10-01,7.48,,
1981-10-02,7.67,,
1981-10-05,7.74,,
1981-10-06,7.72,,
1981-10-07,7.85,,
1981-10-08,8.11,,
1981-10-09,8.26,,
1981-10-12,8.24,,
1981-10-13,8.35,,
1981-10-14,8.22,,
1981-10-15,8.19,,
1981-10-16,8.11,,
1981-10-19,8.07,,
1981-10-20,8.04,,
1981-10-21,7.94,,
1981-10-22,7.89,,
1981-10-23,7.93,,
1981-10-26,8.0,,
1981-10-27,8.07,,
1981-10-28,8.15,,
1981-10-29,8.15,,
1981-10-30,8.28,,
1981-11-02,8.31,,
1981-11-03,8.31,,
1981-11-04,8.28,,
1981-11-05,8.39,,
1981-11-06,8.52,,
1981-11-09,8.59,,
1981-11-10,8.72,,
1981-11-11,8.72,,
1981-11-12,8.54,,
1981-11-13,8.3,,
1981-11-16,8.17,,
1981-11-17,8.07,,
1981-11-18,8.02,,
1981-11-19,7.96,,
1981-11-20,8.07,,
1981-11-23,8.07,,
1981-11-24,8.15,,
1981-11-25,8.33,,
1981-11-27,8.28,,
1981-11-30,8.24,,
1981-12-01,8.2,,
1981-12-02,8.0,,
1981-12-03,8.0,,
1981-12-04,8.15,,
1981-12-07,8.06,,
1981-12-08,8.0,,
1981-12-09,8.0,,
1981-12-10,7.98,,
1981-12-11,7.96,,
1981-12-14,7.83,,
1981-12-15,7.87,,
1981-12-16,7.78,,
1981-12-17,7.85,,
1981-12-18,7.94,,
1981-12-21,7.91,,
1981-12-22,7.89,,
1981-12-23,7.89,,
1981-12-24,7.91,,
1981-12-28,7.96,,
1981-12-29,7.96,,
1981-12-30,7.96,,
1981-12-31,8.07,,
1982-01-04,8.04,,
1982-01-05,7.94,,
1982-01-06,7.78,,
1982-01-07,7.65,,
1982-01-08,7.69,,
1982-01-11,7.48,,
1982-01-12,7.37,,
1982-01-13,7.19,,
1982-01-14,7.15,,
1982-01-15,7.3,,
1982-01-18,7.37,,
1982-01-19,7.28,,
1982-01-20,7.26,,
1982-01-21,7.22,,
1982-01-22,7.09,,
1982-01-25,7.04,,
1982-01-26,6.96,,
1982-01-27,7.02,,
1982-01-28,7.26,,
1982-01-29,7.43,,
1982-02-01,7.26,,
1982-02-02,7.26,,
1982-02-03,7.2,,
1982-02-04,7.26,,
1982-02-05,7.61,,
1982-02-08,7.43,,
1982-02-09,7.43,,
1982-02-10,7.61,,
1982-02-11,7.85,,
1982-02-12,7.87,,
1982-02-16,7.72,,
1982-02-17,7.7,,
1982-02-18,7.78,,
1982-02-19,7.89,,
1982-02-22,7.94,,
1982-02-23,8.0,,
1982-02-24,8.09,,
1982-02-25,8.24,,
1982-02-26,8.19,,
1982-03-01,8.26,,
1982-03-02,8.3,,
1982-03-03,8.22,,
1982-03-04,8.11,,
1982-03-05,8.13,,
1982-03-08,8.26,,
1982-03-09,8.0,,
1982-03-10,7.96,,
1982-03-11,7.91,,
1982-03-12,7.7,,
1982-03-15,7.65,,
1982-03-16,7.59,,
1982-03-17,7.56,,
1982-03-18,7.5,,
1982-03-19,7.56,,
1982-03-22,7.56,,
1982-03-23,7.63,,
1982-03-24,7.56,,
1982-03-25,7.52,,
1982-03-26,7.54,,
1982-03-29,7.39,,
1982-03-30,7.39,,
1982-03-31,7.48,,
1982-04-01,7.48,,
1982-04-02,7.78,,
1982-04-05,7.7,,
1982-04-06,7.78,,
1982-04-07,7.83,,
1982-04-08,8.0,,
1982-04-12,8.0,,
1982-04-13,7.98,,
1982-04-14,7.83,,
1982-04-15,7.85,,
1982-04-16,7.75,,
1982-04-19,7.81,,
1982-04-20,7.78,,
1982-04-21,7.92,,
1982-04-22,8.06,,
1982-04-23,8.0,,
1982-04-26,8.0,,
1982-04-27,7.97,,
1982-04-28,7.89,,
1982-04-29,7.69,,
1982-04-30,7.64,,
1982-05-03,7.67,,
1982-05-04,7.56,,
1982-05-05,7.56,,
1982-05-06,7.56,,
1982-05-07,7.53,,
1982-05-10,7.53,,
1982-05-11,7.39,,
1982-05-12,7.31,,
1982-05-13,7.22,,
1982-05-14,7.22,,
1982-05-17,7.22,,
1982-05-18,7.0,,
1982-05-19,6.92,,
1982-05-20,7.08,,
1982-05-21,7.11,,
1982-05-24,7.19,,
1982-05-25,7.36,,
1982-05-26,7.28,,
1982-05-27,7.14,,
1982-05-28,7.11,,
1982-06-01,6.78,,
1982-06-02,7.0,,
1982-06-03,7.03,,
1982-06-04,6.83,,
1982-06-07,6.83,,
1982-06-08,7.06,,
1982-06-09,7.03,,
1982-06-10,6.94,,
1982-06-11,7.28,,
1982-06-14,7.11,,
1982-06-15,7.19,,
1982-06-16,7.14,,
1982-06-17,7.17,,
1982-06-18,7.11,,
1982-06-21,6.94,,
1982-06-22,7.0,,
1982-06-23,6.94,,
1982-06-24,6.78,,
1982-06-25,6.67,,
1982-06-28,6.64,,
1982-06-29,6.64,,
1982-06-30,6.83,,
1982-07-01,6.61,,
1982-07-02,6.67,,
1982-07-06,6.42,,
1982-07-07,6.17,,
1982-07-08,6.17,,
1982-07-09,6.28,,
1982-07-12,6.14,,
1982-07-13,6.17,,
1982-07-14,6.11,,
1982-07-15,6.28,,
1982-07-16,6.22,,
1982-07-19,6.17,,
1982-07-20,6.22,,
1982-07-21,6.22,,
1982-07-22,6.17,,
1982-07-23,6.14,,
1982-07-26,6.11,,
1982-07-27,6.17,,
1982-07-28,6.19,,
1982-07-29,6.14,,
1982-07-30,6.17,,
1982-08-02,6.33,,
1982-08-03,6.25,,
1982-08-04,6.22,,
1982-08-05,6.28,,
1982-08-06,6.25,,
1982-08-09,6.56,,
1982-08-10,6.36,,
1982-08-11,6.61,,
1982-08-12,6.39,,
1982-08-13,6.44,,
1982-08-16,6.53,,
1982-08-17,6.83,,
1982-08-18,6.78,,
1982-08-19,6.78,,
1982-08-20,7.11,,
1982-08-23,7.25,,
1982-08-24,7.17,,
1982-08-25,7.22,,
1982-08-26,7.19,,
1982-08-27,7.06,,
1982-08-30,7.0,,
1982-08-31,7.06,,
1982-09-01,6.83,,
1982-09-02,6.89,,
1982-09-03,6.83,,
1982-09-07,6.67,,
1982-09-08,6.89,,
1982-09-09,6.83,,
1982-09-10,6.67,,
1982-09-13,6.69,,
1982-09-14,7.14,,
1982-09-15,7.44,,
1982-09-16,7.67,,
1982-09-17,7.58,,
1982-09-20,7.47,,
1982-09-21,7.78,,
1982-09-22,7.72,,
1982-09-23,7.72,,
1982-09-24,7.61,,
1982-09-27,7.67,,
1982-09-28,7.89,,
1982-09-29,7.94,,
1982-09-30,8.03,,
1982-10-01,7.94,,
1982-10-04,7.94,,
1982-10-05,8.22,,
1982-10-06,8.42,,
1982-10-07,8.72,,
1982-10-08,8.72,,
1982-10-11,9.11,,
1982-10-12,9.0,,
1982-10-13,8.75,,
1982-10-14,8.47,,
1982-10-15,8.72,,
1982-10-18,8.78,,
1982-10-19,8.78,,
1982-10-20,9.25,,
1982-10-21,9.25,,
1982-10-22,9.33,,
1982-10-25,9.0,,
1982-10-26,8.92,,
1982-10-27,9.39,,
1982-10-28,9.11,,
1982-10-29,9.08,,
1982-11-01,9.31,,
1982-11-02,9.42,,
1982-11-03,9.67,,
1982-11-04,9.83,,
1982-11-05,9.81,,
1982-11-08,9.83,,
1982-11-09,9.83,,
1982-11-10,10.0,,
1982-11-11,10.11,,
1982-11-12,10.28,,
1982-11-15,10.47,,
1982-11-16,10.06,,
1982-11-17,10.06,,
1982-11-18,10.06,,
1982-11-19,10.0,,
1982-11-22,9.78,,
1982-11-23,9.67,,
1982-11-24,9.58,,
1982-11-26,9.44,,
1982-11-29,9.44,,
1982-11-30,9.36,,
1982-12-01,9.61,,
1982-12-02,9.67,,
1982-12-03,9.67,,
1982-12-06,9.86,,
1982-12-07,9.78,,
1982-12-08,9.56,,
1982-12-09,9.39,,
1982-12-10,9.17,,
1982-12-13,9.19,,
1982-12-14,9.06,,
1982-12-15,8.86,,
1982-12-16,8.89,,
1982-12-17,9.17,,
1982-12-20,9.22,,
1982-12-21,9.06,,
1982-12-22,9.06,,
1982-12-23,9.19,,
1982-12-27,9.19,,
1982-12-28,9.28,,
1982-12-29,9.33,,
1982-12-30,9.33,,
1982-12-31,9.0,,
1983-01-03,8.86,,
1983-01-04,8.94,,
1983-01-05,8.75,,
1983-01-06,9.11,,
1983-01-07,8.92,,
1983-01-10,9.11,,
1983-01-11,9.17,,
1983-01-12,9.19,,
1983-01-13,9.42,,
1983-01-14,9.36,,
1983-01-17,9.22,,
1983-01-18,9.25,,
1983-01-19,9.06,,
1983-01-20,9.33,,
1983-01-21,9.31,,
1983-01-24,9.14,,
1983-01-25,9.25,,
1983-01-26,9.11,,
1983-01-27,9.42,,
1983-01-28,9.25,,
1983-01-31,9.67,,
1983-02-01,9.78,,
1983-02-02,10.08,,
1983-02-03,10.08,,
1983-02-04,10.06,,
1983-02-07,10.08,,
1983-02-08,9.94,,
1983-02-09,9.78,,
1983-02-10,9.61,,
1983-02-11,9.78,,
1983-02-14,9.81,,
1983-02-15,10.08,,
1983-02-16,10.0,,
1983-02-17,9.92,,
1983-02-18,9.94,,
1983-02-22,9.58,,
1983-02-23,9.53,,
1983-02-24,9.83,,
1983-02-25,9.81,,
1983-02-28,9.92,,
1983-03-01,9.97,,
1983-03-02,10.03,,
1983-03-03,10.28,,
1983-03-04,10.94,,
1983-03-07,11.06,,
1983-03-08,10.75,,
1983-03-09,10.78,,
1983-03-10,10.58,,
1983-03-11,10.47,,
1983-03-14,10.56,,
1983-03-15,10.56,,
1983-03-16,10.67,,
1983-03-17,10.64,,
1983-03-18,10.42,,
1983-03-21,10.5,,
1983-03-22,10.5,,
1983-03-23,10.53,,
1983-03-24,10.61,,
1983-03-25,10.72,,
1983-03-28,10.67,,
1983-03-29,10.58,,
1983-03-30,10.67,,
1983-03-31,10.69,,
1983-04-04,10.94,,
1983-04-05,10.92,,
1983-04-06,10.72,,
1983-04-07,10.92,,
1983-04-08,11.11,,
1983-04-11,11.5,,
1983-04-12,12.06,,
1983-04-13,12.25,,
1983-04-14,12.33,,
1983-04-15,12.22,,
1983-04-18,12.03,,
1983-04-19,12.03,,
1983-04-20,12.17,,
1983-04-21,12.19,,
1983-04-22,12.31,,
1983-04-25,12.06,,
1983-04-26,11.94,,
1983-04-27,12.17,,
1983-04-28,12.08,,
1983-04-29,12.22,,
1983-05-02,12.06,,
1983-05-03,11.94,,
1983-05-04,12.0,,
1983-05-05,11.92,,
1983-05-06,12.06,,
1983-05-09,11.78,,
1983-05-10,11.58,,
1983-05-11,11.81,,
1983-05-12,11.78,,
1983-05-13,11.83,,
1983-05-16,11.67,,
1983-05-17,11.58,,
1983-05-18,11.67,,
1983-05-19,11.61,,
1983-05-20,11.36,,
1983-05-23,11.78,,
1983-05-24,11.72,,
1983-05-25,11.81,,
1983-05-26,11.72,,
1983-05-27,11.67,,
1983-05-31,11.67,,
1983-06-01,11.61,,
1983-06-02,11.75,,
1983-06-03,11.83,,
1983-06-06,11.75,,
1983-06-07,11.53,,
1983-06-08,11.42,,
1983-06-09,11.33,,
1983-06-10,11.31,,
1983-06-13,11.5,,
1983-06-14,11.47,,
1983-06-15,11.33,,
1983-06-16,11.22,,
1983-06-17,11.11,,
1983-06-20,11.11,,
1983-06-21,11.11,,
1983-06-22,10.78,,
1983-06-23,10.78,,
1983-06-24,10.69,,
1983-06-27,10.61,,
1983-06-28,10.19,,
1983-06-29,10.58,,
1983-06-30,10.56,,
1983-07-01,10.44,,
1983-07-05,10.31,,
1983-07-06,10.44,,
1983-07-07,10.33,,
1983-07-08,10.42,,
1983-07-11,10.47,,
1983-07-12,10.56,,
1983-07-13,10.33,,
1983-07-14,10.53,,
1983-07-15,10.56,,
1983-07-18,10.67,,
1983-07-19,11.22,,
1983-07-20,11.36,,
1983-07-21,11.28,,
1983-07-22,11.11,,
1983-07-25,11.17,,
1983-07-26,11.31,,
1983-07-27,11.19,,
1983-07-28,10.89,,
1983-07-29,10.58,,
1983-08-01,10.83,,
1983-08-02,10.69,,
1983-08-03,10.83,,
1983-08-04,10.83,,
1983-08-05,10.81,,
1983-08-08,10.83,,
1983-08-09,10.89,,
1983-08-10,10.81,,
1983-08-11,11.0,,
1983-08-12,11.06,,
1983-08-15,11.14,,
1983-08-16,11.17,,
1983-08-17,11.08,,
1983-08-18,11.14,,
1983-08-19,11.08,,
1983-08-22,10.94,,
1983-08-23,10.81,,
1983-08-24,10.69,,
1983-08-25,10.61,,
1983-08-26,10.72,,
1983-08-29,10.64,,
1983-08-30,10.56,,
1983-08-31,10.47,,
1983-09-01,10.22,,
1983-09-02,10.22,,
1983-09-06,10.44,,
1983-09-07,10.61,,
1983-09-08,10.39,,
1983-09-09,10.0,,
1983-09-12,9.94,,
1983-09-13,9.94,,
1983-09-14,9.89,,
1983-09-15,9.72,,
1983-09-16,10.03,,
1983-09-19,9.92,,
1983-09-20,10.11,,
1983-09-21,10.0,,
1983-09-22,9.97,,
1983-09-23,9.94,,
1983-09-26,9.69,,
1983-09-27,9.39,,
1983-09-28,9.28,,
1983-09-29,9.36,,
1983-09-30,9.19,,
1983-10-03,9.33,,
1983-10-04,9.28,,
1983-10-05,9.31,,
1983-10-06,9.53,,
1983-10-07,9.64,,
1983-10-10,9.72,,
1983-10-11,9.67,,
1983-10-12,9.39,,
1983-10-13,9.58,,
1983-10-14,9.58,,
1983-10-17,9.53,,
1983-10-18,9.44,,
1983-10-19,9.22,,
1983-10-20,9.28,,
1983-10-21,8.78,,
1983-10-24,8.92,,
1983-10-25,9.06,,
1983-10-26,9.06,,
1983-10-27,9.0,,
1983-10-28,8.97,,
1983-10-31,9.03,,
1983-11-01,9.03,,
1983-11-02,9.5,,
1983-11-03,9.42,,
1983-11-04,9.31,,
1983-11-07,9.19,,
1983-11-08,9.03,,
1983-11-09,9.17,,
1983-11-10,9.44,,
1983-11-11,9.83,,
1983-11-14,10.03,,
1983-11-15,9.78,,
1983-11-16,9.83,,
1983-11-17,10.0,,
1983-11-18,10.03,,
1983-11-21,9.94,,
1983-11-22,10.33,,
1983-11-23,10.28,,
1983-11-25,10.33,,
1983-11-28,10.42,,
1983-11-29,10.42,,
1983-11-30,10.42,,
1983-12-01,10.44,,
1983-12-02,10.36,,
1983-12-05,10.25,,
1983-12-06,10.17,,
1983-12-07,10.31,,
1983-12-08,10.36,,
1983-12-09,10.0,,
1983-12-12,9.86,,
1983-12-13,10.11,,
1983-12-14,10.08,,
1983-12-15,9.89,,
1983-12-16,9.97,,
1983-12-19,10.06,,
1983-12-20,10.14,,
1983-12-21,9.97,,
1983-12-22,9.67,,
1983-12-23,9.69,,
1983-12-27,9.78,,
1983-12-28,9.83,,
1983-12-29,9.94,,
1983-12-30,9.78,,
1984-01-03,9.78,,
1984-01-04,10.19,,
1984-01-05,10.53,,
1984-01-06,10.42,,
1984-01-09,10.44,,
1984-01-10,10.64,,
1984-01-11,10.86,,
1984-01-12,10.97,,
1984-01-13,11.03,,
1984-01-16,10.92,,
1984-01-17,10.72,,
1984-01-18,10.97,,
1984-01-19,10.97,,
1984-01-20,10.89,,
1984-01-23,11.03,,
1984-01-24,11.17,,
1984-01-25,11.28,,
1984-01-26,11.17,,
1984-01-27,11.11,,
1984-01-30,11.06,,
1984-01-31,11.22,,
1984-02-01,11.06,,
1984-02-02,10.97,,
1984-02-03,11.06,,
1984-02-06,10.81,,
1984-02-07,10.67,,
1984-02-08,10.72,,
1984-02-09,10.67,,
1984-02-10,10.81,,
1984-02-13,10.78,,
1984-02-14,11.0,,
1984-02-15,11.17,,
1984-02-16,11.33,,
1984-02-17,11.14,,
1984-02-21,11.03,,
1984-02-22,10.72,,
1984-02-23,10.61,,
1984-02-24,10.67,,
1984-02-27,10.81,,
1984-02-28,10.67,,
1984-02-29,10.72,,
1984-03-01,10.61,,
1984-03-02,10.89,,
1984-03-05,10.72,,
1984-03-06,10.61,,
1984-03-07,10.44,,
1984-03-08,10.61,,
1984-03-09,10.33,,
1984-03-12,10.06,,
1984-03-13,10.25,,
1984-03-14,10.11,,
1984-03-15,10.22,,
1984-03-16,10.53,,
1984-03-19,10.36,,
1984-03-20,10.56,,
1984-03-21,10.67,,
1984-03-22,10.56,,
1984-03-23,10.47,,
1984-03-26,10.47,,
1984-03-27,10.44,,
1984-03-28,10.44,,
1984-03-29,10.33,,
1984-03-30,10.08,,
1984-04-02,10.08,,
1984-04-03,9.89,,
1984-04-04,9.83,,
1984-04-05,9.64,,
1984-04-06,9.53,,
1984-04-09,9.47,,
1984-04-10,9.5,,
1984-04-11,9.58,,
1984-04-12,9.97,,
1984-04-13,9.97,,
1984-04-16,9.88,,
1984-04-17,10.0,,
1984-04-18,9.96,,
1984-04-19,10.0,,
1984-04-23,10.0,,
1984-04-24,10.13,,
1984-04-25,10.33,,
1984-04-26,10.42,,
1984-04-27,10.5,,
1984-04-30,10.54,,
1984-05-01,10.71,,
1984-05-02,10.96,,
1984-05-03,10.96,,
1984-05-04,10.75,,
1984-05-07,10.75,,
1984-05-08,10.88,,
1984-05-09,10.42,,
1984-05-10,10.42,,
1984-05-11,9.92,,
1984-05-14,9.79,,
1984-05-15,10.0,,
1984-05-16,9.96,,
1984-05-17,9.83,,
1984-05-18,9.96,,
1984-05-21,9.79,,
1984-05-22,9.42,,
1984-05-23,9.13,,
1984-05-24,9.21,,
1984-05-25,9.17,,
1984-05-29,8.83,,
1984-05-30,8.38,,
1984-05-31,8.04,,
1984-06-01,8.0,,
1984-06-04,8.46,,
1984-06-05,8.38,,
1984-06-06,8.54,,
1984-06-07,8.54,,
1984-06-08,8.67,,
1984-06-11,8.25,,
1984-06-12,8.17,,
