date,AXP,AXP_EPS,PE Ratio
2009-09-14,33.92,0.41,82.73170731707317
2009-09-15,34.65,0.41,84.51219512195122
2009-09-16,35.84,0.41,87.41463414634147
2009-09-17,35.0,0.41,85.3658536585366
2009-09-18,34.77,0.41,84.8048780487805
2009-09-21,33.76,0.41,82.34146341463415
2009-09-22,33.97,0.41,82.85365853658537
2009-09-23,33.6,0.41,81.95121951219512
2009-09-24,33.85,0.41,82.5609756097561
2009-09-25,33.07,0.41,80.65853658536587
2009-09-28,34.41,0.41,83.92682926829268
2009-09-29,33.99,0.41,82.90243902439025
2009-09-30,33.9,0.41,82.6829268292683
2009-10-01,32.46,0.41,79.17073170731707
2009-10-02,32.49,0.41,79.2439024390244
2009-10-05,33.22,0.41,81.02439024390245
2009-10-06,33.52,0.41,81.75609756097562
2009-10-07,33.99,0.41,82.90243902439025
2009-10-08,34.98,0.41,85.3170731707317
2009-10-09,34.94,0.41,85.21951219512195
2009-10-12,35.08,0.41,85.5609756097561
2009-10-13,34.84,0.41,84.97560975609757
2009-10-14,35.09,0.41,85.58536585365854
2009-10-15,35.54,0.41,86.6829268292683
2009-10-16,34.95,0.41,85.2439024390244
2009-10-19,35.74,0.41,87.17073170731709
2009-10-20,35.42,0.41,86.39024390243904
2009-10-21,35.1,0.41,85.60975609756099
2009-10-22,36.44,0.41,88.8780487804878
2009-10-23,34.58,0.41,84.34146341463415
2009-10-26,34.88,0.41,85.07317073170732
2009-10-27,35.95,0.41,87.68292682926831
2009-10-28,34.67,0.41,84.56097560975611
2009-10-29,36.44,0.41,88.8780487804878
2009-10-30,34.84,0.95,36.67368421052632
2009-11-02,35.68,0.95,37.55789473684211
2009-11-03,36.04,0.95,37.93684210526316
2009-11-04,35.96,0.95,37.852631578947374
2009-11-05,37.74,0.95,39.72631578947369
2009-11-06,37.21,0.95,39.16842105263158
2009-11-09,39.05,0.95,41.10526315789473
2009-11-10,39.68,0.95,41.76842105263158
2009-11-11,40.05,0.95,42.1578947368421
2009-11-12,39.5,0.95,41.578947368421055
2009-11-13,40.35,0.95,42.47368421052632
2009-11-16,41.44,0.95,43.62105263157895
2009-11-17,41.36,0.95,43.53684210526316
2009-11-18,41.57,0.95,43.757894736842104
2009-11-19,41.14,0.95,43.30526315789474
2009-11-20,40.93,0.95,43.08421052631579
2009-11-23,41.63,0.95,43.82105263157895
2009-11-24,41.44,0.95,43.62105263157895
2009-11-25,41.72,0.95,43.915789473684214
2009-11-27,40.84,0.95,42.98947368421053
2009-11-30,41.83,0.95,44.03157894736842
2009-12-01,41.3,0.95,43.473684210526315
2009-12-02,41.04,0.95,43.2
2009-12-03,38.87,0.95,40.91578947368421
2009-12-04,39.3,0.95,41.368421052631575
2009-12-07,39.41,0.95,41.484210526315785
2009-12-08,39.13,0.95,41.18947368421053
2009-12-09,39.88,0.95,41.97894736842106
2009-12-10,40.23,0.95,42.34736842105263
2009-12-11,40.73,0.95,42.873684210526314
2009-12-14,41.28,0.95,43.45263157894737
2009-12-15,40.96,0.95,43.11578947368422
2009-12-16,41.27,0.95,43.4421052631579
2009-12-17,40.45,0.95,42.578947368421055
2009-12-18,40.51,0.95,42.642105263157895
2009-12-21,41.02,0.95,43.178947368421056
2009-12-22,41.42,0.95,43.6
2009-12-23,41.21,0.95,43.37894736842105
2009-12-24,41.68,0.95,43.87368421052632
2009-12-28,41.05,0.95,43.21052631578947
2009-12-29,40.88,0.95,43.03157894736842
2009-12-30,40.8,0.95,42.94736842105263
2009-12-31,40.52,0.95,42.65263157894737
2010-01-04,40.92,0.95,43.07368421052632
2010-01-05,40.83,0.95,42.97894736842105
2010-01-06,41.49,0.95,43.67368421052632
2010-01-07,41.98,0.95,44.189473684210526
2010-01-08,41.95,0.95,44.15789473684211
2010-01-11,41.47,0.95,43.65263157894737
2010-01-12,42.02,0.95,44.231578947368426
2010-01-13,42.15,0.95,44.36842105263158
2010-01-14,42.68,0.95,44.92631578947368
2010-01-15,42.39,0.95,44.62105263157895
2010-01-19,42.96,0.95,45.22105263157895
2010-01-20,42.98,0.95,45.242105263157896
2010-01-21,42.16,0.95,44.37894736842105
2010-01-22,38.59,0.95,40.621052631578955
2010-01-25,37.79,0.95,39.77894736842105
2010-01-26,38.1,0.95,40.10526315789474
2010-01-27,38.67,0.95,40.70526315789474
2010-01-28,37.43,0.95,39.4
2010-01-29,37.66,0.95,39.642105263157895
2010-02-01,38.21,0.95,40.22105263157895
2010-02-02,39.02,0.95,41.073684210526324
2010-02-03,38.33,0.95,40.34736842105263
2010-02-04,37.53,0.95,39.50526315789474
2010-02-05,37.85,0.95,39.8421052631579
2010-02-08,36.79,0.95,38.72631578947369
2010-02-09,37.54,0.95,39.51578947368421
2010-02-10,37.75,0.95,39.73684210526316
2010-02-11,38.29,0.95,40.305263157894736
2010-02-12,38.42,0.95,40.4421052631579
2010-02-16,39.62,0.95,41.705263157894734
2010-02-17,39.05,0.95,41.10526315789473
2010-02-18,39.15,0.95,41.21052631578947
2010-02-19,39.06,0.95,41.11578947368422
2010-02-22,38.93,0.95,40.97894736842105
2010-02-23,37.93,0.95,39.92631578947368
2010-02-24,38.41,0.95,40.43157894736842
2010-02-25,38.04,0.95,40.04210526315789
2010-02-26,38.19,0.0,inf
2010-03-01,38.13,0.0,inf
2010-03-02,38.39,0.0,inf
2010-03-03,38.28,0.0,inf
2010-03-04,38.89,0.0,inf
2010-03-05,40.2,0.0,inf
2010-03-08,39.71,0.0,inf
2010-03-09,39.7,0.0,inf
2010-03-10,39.72,0.0,inf
2010-03-11,40.11,0.0,inf
2010-03-12,40.76,0.0,inf
2010-03-15,40.7,0.0,inf
2010-03-16,40.92,0.0,inf
2010-03-17,41.01,0.0,inf
2010-03-18,41.0,0.0,inf
2010-03-19,40.33,0.0,inf
2010-03-22,41.08,0.0,inf
2010-03-23,41.24,0.0,inf
2010-03-24,41.01,0.0,inf
2010-03-25,41.42,0.0,inf
2010-03-26,41.12,0.0,inf
2010-03-29,41.48,0.0,inf
2010-03-30,41.29,0.0,inf
2010-03-31,41.26,0.0,inf
2010-04-01,41.7,0.0,inf
2010-04-05,42.67,0.0,inf
2010-04-06,43.12,0.0,inf
2010-04-07,42.37,0.0,inf
2010-04-08,43.69,0.0,inf
2010-04-09,43.88,0.0,inf
2010-04-12,44.54,0.0,inf
2010-04-13,44.99,0.0,inf
2010-04-14,46.46,0.0,inf
2010-04-15,46.67,0.0,inf
2010-04-16,45.1,0.0,inf
2010-04-19,45.76,0.0,inf
2010-04-20,46.2,0.0,inf
2010-04-21,45.99,0.0,inf
2010-04-22,46.77,0.0,inf
2010-04-23,48.05,0.0,inf
2010-04-26,47.14,0.0,inf
2010-04-27,45.79,0.0,inf
2010-04-28,46.08,0.0,inf
2010-04-29,47.6,0.0,inf
2010-04-30,46.12,0.0,inf
2010-05-03,47.2,0.0,inf
2010-05-04,45.86,0.0,inf
2010-05-05,44.43,0.74,60.04054054054054
2010-05-06,42.5,0.74,57.432432432432435
2010-05-07,40.6,0.74,54.86486486486487
2010-05-10,43.09,0.74,58.22972972972973
2010-05-11,43.33,0.74,58.55405405405405
2010-05-12,44.1,0.74,59.5945945945946
2010-05-13,42.81,0.74,57.851351351351354
2010-05-14,40.64,0.74,54.91891891891892
2010-05-17,41.22,0.74,55.7027027027027
2010-05-18,39.84,0.74,53.837837837837846
2010-05-19,40.17,0.74,54.28378378378379
2010-05-20,38.62,0.74,52.189189189189186
2010-05-21,39.82,0.74,53.810810810810814
2010-05-24,39.04,0.74,52.75675675675676
2010-05-25,39.0,0.74,52.7027027027027
2010-05-26,38.17,0.74,51.58108108108108
2010-05-27,40.33,0.74,54.5
2010-05-28,39.87,0.74,53.87837837837838
2010-06-01,39.19,0.74,52.95945945945946
2010-06-02,40.97,0.74,55.36486486486486
2010-06-03,40.54,0.74,54.78378378378378
2010-06-04,38.41,0.74,51.9054054054054
2010-06-07,37.71,0.74,50.95945945945946
2010-06-08,38.43,0.74,51.932432432432435
2010-06-09,38.11,0.74,51.5
2010-06-10,40.03,0.74,54.0945945945946
2010-06-11,40.13,0.74,54.22972972972973
2010-06-14,39.89,0.74,53.9054054054054
2010-06-15,41.59,0.74,56.20270270270271
2010-06-16,42.34,0.74,57.216216216216225
2010-06-17,42.06,0.74,56.83783783783784
2010-06-18,42.03,0.74,56.7972972972973
2010-06-21,42.6,0.74,57.56756756756757
2010-06-22,41.94,0.74,56.67567567567567
2010-06-23,42.17,0.74,56.98648648648649
2010-06-24,41.06,0.74,55.48648648648649
2010-06-25,42.67,0.74,57.66216216216217
2010-06-28,42.11,0.74,56.9054054054054
2010-06-29,40.09,0.74,54.175675675675684
2010-06-30,39.7,0.74,53.64864864864865
2010-07-01,39.48,0.74,53.35135135135135
2010-07-02,39.42,0.74,53.270270270270274
2010-07-06,39.21,0.74,52.98648648648649
2010-07-07,41.15,0.74,55.608108108108105
2010-07-08,42.12,0.74,56.91891891891892
2010-07-09,42.58,0.74,57.54054054054054
2010-07-12,42.83,0.74,57.87837837837838
2010-07-13,44.17,0.74,59.68918918918919
2010-07-14,43.7,0.74,59.054054054054056
2010-07-15,43.43,0.74,58.68918918918919
2010-07-16,41.38,0.74,55.918918918918926
2010-07-19,41.58,0.74,56.189189189189186
2010-07-20,42.06,0.74,56.83783783783784
2010-07-21,41.15,0.74,55.608108108108105
2010-07-22,43.19,0.74,58.36486486486486
2010-07-23,44.79,0.74,60.527027027027025
2010-07-26,45.43,0.74,61.391891891891895
2010-07-27,44.55,0.74,60.2027027027027
2010-07-28,44.58,0.74,60.24324324324324
2010-07-29,44.56,0.74,60.21621621621622
2010-07-30,44.64,0.74,60.32432432432432
2010-08-02,44.99,0.74,60.7972972972973
2010-08-03,44.6,0.74,60.270270270270274
2010-08-04,44.11,0.74,59.608108108108105
2010-08-05,43.22,0.84,51.452380952380956
2010-08-06,43.5,0.84,51.785714285714285
2010-08-09,43.75,0.84,52.083333333333336
2010-08-10,44.09,0.84,52.48809523809524
2010-08-11,42.96,0.84,51.142857142857146
2010-08-12,42.15,0.84,50.17857142857143
2010-08-13,41.73,0.84,49.67857142857142
2010-08-16,41.54,0.84,49.452380952380956
2010-08-17,41.74,0.84,49.6904761904762
2010-08-18,41.69,0.84,49.63095238095238
2010-08-19,40.96,0.84,48.761904761904766
2010-08-20,40.76,0.84,48.523809523809526
2010-08-23,40.2,0.84,47.85714285714286
2010-08-24,39.57,0.84,47.10714285714286
2010-08-25,39.8,0.84,47.38095238095238
2010-08-26,39.73,0.84,47.297619047619044
2010-08-27,40.91,0.84,48.70238095238095
2010-08-30,39.89,0.84,47.48809523809524
2010-08-31,39.87,0.84,47.464285714285715
2010-09-01,41.07,0.84,48.892857142857146
2010-09-02,40.88,0.84,48.66666666666667
2010-09-03,41.8,0.84,49.76190476190476
2010-09-07,40.09,0.84,47.72619047619048
2010-09-08,40.07,0.84,47.702380952380956
2010-09-09,40.69,0.84,48.44047619047619
2010-09-10,40.19,0.84,47.845238095238095
2010-09-13,41.22,0.84,49.07142857142857
2010-09-14,40.38,0.84,48.07142857142858
2010-09-15,40.85,0.84,48.63095238095239
2010-09-16,40.96,0.84,48.761904761904766
2010-09-17,41.37,0.84,49.25
2010-09-20,43.12,0.84,51.333333333333336
2010-09-21,42.78,0.84,50.92857142857143
2010-09-22,42.79,0.84,50.94047619047619
2010-09-23,42.36,0.84,50.42857142857143
2010-09-24,43.13,0.84,51.3452380952381
2010-09-27,43.44,0.84,51.714285714285715
2010-09-28,43.69,0.84,52.01190476190476
2010-09-29,43.01,0.84,51.20238095238095
2010-09-30,42.03,0.84,50.03571428571429
2010-10-01,41.78,0.84,49.73809523809524
2010-10-04,39.05,0.84,46.488095238095234
2010-10-05,38.28,0.84,45.57142857142858
2010-10-06,38.02,0.84,45.261904761904766
2010-10-07,37.82,0.84,45.023809523809526
2010-10-08,37.99,0.84,45.22619047619048
2010-10-11,37.94,0.84,45.166666666666664
2010-10-12,38.54,0.84,45.88095238095238
2010-10-13,39.26,0.84,46.73809523809524
2010-10-14,39.44,0.84,46.95238095238095
2010-10-15,39.09,0.84,46.53571428571429
2010-10-18,39.55,0.84,47.08333333333333
2010-10-19,39.31,0.84,46.79761904761905
2010-10-20,39.73,0.84,47.297619047619044
2010-10-21,40.27,0.84,47.9404761904762
2010-10-22,39.03,0.84,46.464285714285715
2010-10-25,39.3,0.84,46.785714285714285
2010-10-26,40.1,0.84,47.73809523809524
2010-10-27,40.68,0.84,48.42857142857143
2010-10-28,41.22,0.84,49.07142857142857
2010-10-29,41.46,0.84,49.35714285714286
2010-11-01,41.56,0.84,49.47619047619048
2010-11-02,42.39,0.84,50.464285714285715
2010-11-03,42.07,0.91,46.230769230769226
2010-11-04,43.73,0.91,48.05494505494505
2010-11-05,44.07,0.91,48.42857142857143
2010-11-08,43.9,0.91,48.24175824175824
2010-11-09,43.36,0.91,47.64835164835165
2010-11-10,43.56,0.91,47.86813186813187
2010-11-11,43.35,0.91,47.637362637362635
2010-11-12,42.7,0.91,46.92307692307693
2010-11-15,42.7,0.91,46.92307692307693
2010-11-16,41.93,0.91,46.07692307692307
2010-11-17,41.41,0.91,45.505494505494504
2010-11-18,42.25,0.91,46.42857142857142
2010-11-19,42.75,0.91,46.97802197802198
2010-11-22,42.22,0.91,46.395604395604394
2010-11-23,41.95,0.91,46.0989010989011
2010-11-24,43.0,0.91,47.25274725274725
2010-11-26,42.27,0.91,46.45054945054945
2010-11-29,43.33,0.91,47.61538461538461
2010-11-30,43.22,0.91,47.49450549450549
2010-12-01,44.3,0.91,48.68131868131868
2010-12-02,44.98,0.91,49.42857142857142
2010-12-03,44.88,0.91,49.31868131868132
2010-12-06,45.0,0.91,49.450549450549445
2010-12-07,44.78,0.91,49.20879120879121
2010-12-08,45.63,0.91,50.142857142857146
2010-12-09,45.81,0.91,50.34065934065934
2010-12-10,46.26,0.91,50.83516483516483
2010-12-13,46.37,0.91,50.95604395604395
2010-12-14,46.2,0.91,50.769230769230774
2010-12-15,46.12,0.91,50.68131868131868
2010-12-16,44.57,0.91,48.97802197802198
2010-12-17,44.01,0.91,48.36263736263736
2010-12-20,42.5,0.91,46.7032967032967
2010-12-21,43.23,0.91,47.505494505494504
2010-12-22,42.81,0.91,47.043956043956044
2010-12-23,42.77,0.91,47.0
2010-12-27,43.05,0.91,47.3076923076923
2010-12-28,42.79,0.91,47.02197802197802
2010-12-29,42.86,0.91,47.098901098901095
2010-12-30,42.51,0.91,46.71428571428571
2010-12-31,42.92,0.91,47.16483516483517
2011-01-03,43.4,0.91,47.692307692307686
2011-01-04,43.95,0.91,48.2967032967033
2011-01-05,45.04,0.91,49.49450549450549
2011-01-06,44.73,0.91,49.153846153846146
2011-01-07,44.36,0.91,48.747252747252745
2011-01-10,44.46,0.91,48.857142857142854
2011-01-11,45.04,0.91,49.49450549450549
2011-01-12,45.0,0.91,49.450549450549445
2011-01-13,45.06,0.91,49.51648351648352
2011-01-14,46.25,0.91,50.824175824175825
2011-01-18,46.37,0.91,50.95604395604395
2011-01-19,45.24,0.91,49.714285714285715
2011-01-20,45.27,0.91,49.74725274725275
2011-01-21,46.0,0.91,50.54945054945055
2011-01-24,45.79,0.91,50.318681318681314
2011-01-25,44.8,0.91,49.230769230769226
2011-01-26,44.46,0.91,48.857142857142854
2011-01-27,44.54,0.91,48.94505494505494
2011-01-28,43.86,0.91,48.1978021978022
2011-01-31,43.38,0.91,47.67032967032967
2011-02-01,43.6,0.91,47.91208791208791
2011-02-02,43.72,0.91,48.043956043956044
2011-02-03,43.53,0.91,47.83516483516483
2011-02-04,43.82,0.91,48.15384615384615
2011-02-07,44.82,0.91,49.25274725274725
2011-02-08,45.88,0.91,50.417582417582416
2011-02-09,45.72,0.91,50.24175824175824
2011-02-10,46.57,0.91,51.175824175824175
2011-02-11,46.75,0.91,51.37362637362637
2011-02-14,46.52,0.91,51.120879120879124
2011-02-15,46.19,0.91,50.75824175824175
2011-02-16,46.86,0.91,51.49450549450549
2011-02-17,45.78,0.91,50.30769230769231
2011-02-18,45.53,0.91,50.03296703296703
2011-02-22,44.29,0.91,48.670329670329664
2011-02-23,43.44,0.91,47.73626373626373
2011-02-24,43.56,0.91,47.86813186813187
2011-02-25,43.53,0.91,47.83516483516483
2011-02-28,43.57,0.88,49.51136363636363
2011-03-01,43.15,0.88,49.03409090909091
2011-03-02,43.02,0.88,48.88636363636364
2011-03-03,44.3,0.88,50.340909090909086
2011-03-04,43.72,0.88,49.68181818181818
2011-03-07,43.71,0.88,49.67045454545455
2011-03-08,45.24,0.88,51.409090909090914
2011-03-09,45.05,0.88,51.19318181818181
2011-03-10,44.02,0.88,50.02272727272727
2011-03-11,44.28,0.88,50.31818181818182
2011-03-14,43.91,0.88,49.897727272727266
2011-03-15,43.64,0.88,49.59090909090909
2011-03-16,42.36,0.88,48.13636363636363
2011-03-17,43.42,0.88,49.34090909090909
2011-03-18,44.17,0.88,50.19318181818182
2011-03-21,44.32,0.88,50.36363636363637
2011-03-22,44.75,0.88,50.85227272727273
2011-03-23,45.02,0.88,51.159090909090914
2011-03-24,45.59,0.88,51.80681818181819
2011-03-25,45.59,0.88,51.80681818181819
2011-03-28,45.72,0.88,51.95454545454545
2011-03-29,45.65,0.88,51.875
2011-03-30,45.91,0.88,52.17045454545454
2011-03-31,45.2,0.88,51.36363636363637
2011-04-01,45.36,0.88,51.54545454545455
2011-04-04,45.42,0.88,51.61363636363637
2011-04-05,45.42,0.88,51.61363636363637
2011-04-06,46.28,0.88,52.59090909090909
2011-04-07,46.16,0.88,52.45454545454545
2011-04-08,46.28,0.88,52.59090909090909
2011-04-11,46.38,0.88,52.70454545454546
2011-04-12,46.02,0.88,52.29545454545455
2011-04-13,46.1,0.88,52.38636363636364
2011-04-14,45.88,0.88,52.13636363636364
2011-04-15,46.25,0.88,52.55681818181818
2011-04-18,46.06,0.88,52.34090909090909
2011-04-19,46.64,0.88,53.0
2011-04-20,47.0,0.88,53.40909090909091
2011-04-21,47.11,0.88,53.53409090909091
2011-04-25,47.05,0.88,53.465909090909086
2011-04-26,47.1,0.88,53.52272727272727
2011-04-27,47.62,0.88,54.11363636363636
2011-04-28,48.52,0.88,55.13636363636364
2011-04-29,49.08,0.88,55.77272727272727
2011-05-02,49.65,0.88,56.42045454545455
2011-05-03,49.9,0.88,56.70454545454545
2011-05-04,49.7,-3.37,-14.747774480712167
2011-05-05,49.52,-3.37,-14.694362017804155
2011-05-06,50.2,-3.37,-14.896142433234422
2011-05-09,50.19,-3.37,-14.893175074183976
2011-05-10,50.17,-3.37,-14.887240356083087
2011-05-11,49.83,-3.37,-14.786350148367951
2011-05-12,49.54,-3.37,-14.700296735905043
2011-05-13,49.49,-3.37,-14.68545994065282
2011-05-16,50.07,-3.37,-14.857566765578635
2011-05-17,50.76,-3.37,-15.062314540059345
2011-05-18,51.06,-3.37,-15.1513353115727
2011-05-19,51.82,-3.37,-15.376854599406528
2011-05-20,51.19,-3.37,-15.189910979228486
2011-05-23,51.12,-3.37,-15.16913946587537
2011-05-24,50.56,-3.37,-15.002967359050444
2011-05-25,50.41,-3.37,-14.958456973293767
2011-05-26,50.68,-3.37,-15.038575667655786
2011-05-27,51.13,-3.37,-15.172106824925816
2011-05-31,51.6,-3.37,-15.311572700296736
2011-06-01,49.91,-3.37,-14.810089020771512
2011-06-02,50.09,-3.37,-14.863501483679526
2011-06-03,49.28,-3.37,-14.623145400593472
2011-06-06,48.78,-3.37,-14.474777448071217
2011-06-07,48.89,-3.37,-14.507418397626113
2011-06-08,48.1,-3.37,-14.27299703264095
2011-06-09,48.33,-3.37,-14.341246290801186
2011-06-10,47.74,-3.37,-14.166172106824925
2011-06-13,48.24,-3.37,-14.31454005934718
2011-06-14,48.15,-3.37,-14.287833827893174
2011-06-15,47.28,-3.37,-14.029673590504451
2011-06-16,48.41,-3.37,-14.364985163204746
2011-06-17,48.5,-3.37,-14.391691394658753
2011-06-20,48.88,-3.37,-14.504451038575668
2011-06-21,49.55,-3.37,-14.703264094955488
2011-06-22,49.85,-3.37,-14.792284866468842
2011-06-23,49.21,-3.37,-14.602373887240356
2011-06-24,48.34,-3.37,-14.344213649851632
2011-06-27,49.54,-3.37,-14.700296735905043
2011-06-28,49.82,-3.37,-14.783382789317507
2011-06-29,50.92,-3.37,-15.109792284866469
2011-06-30,51.7,-3.37,-15.341246290801188
2011-07-01,52.34,-3.37,-15.531157270029674
2011-07-05,52.33,-3.37,-15.528189910979227
2011-07-06,52.76,-3.37,-15.655786350148366
2011-07-07,53.59,-3.37,-15.902077151335313
2011-07-08,53.07,-3.37,-15.747774480712165
2011-07-11,52.27,-3.37,-15.510385756676559
2011-07-12,52.4,-3.37,-15.548961424332344
2011-07-13,51.95,-3.37,-15.415430267062314
2011-07-14,51.38,-3.37,-15.246290801186944
2011-07-15,51.81,-3.37,-15.373887240356083
2011-07-18,51.33,-3.37,-15.231454005934717
2011-07-19,51.81,-3.37,-15.373887240356083
2011-07-20,52.09,-3.37,-15.456973293768547
2011-07-21,52.58,-3.37,-15.602373887240356
2011-07-22,52.24,-3.37,-15.501483679525222
2011-07-25,51.81,-3.37,-15.373887240356083
2011-07-26,51.57,-3.37,-15.302670623145401
2011-07-27,50.48,-3.37,-14.979228486646884
2011-07-28,50.55,-3.37,-14.999999999999998
2011-07-29,50.04,-3.37,-14.848664688427299
2011-08-01,50.02,-3.37,-14.84272997032641
2011-08-02,48.52,-3.37,-14.397626112759644
2011-08-03,48.86,2.08,23.490384615384613
2011-08-04,46.84,2.08,22.51923076923077
2011-08-05,47.21,2.08,22.697115384615383
2011-08-08,43.04,2.08,20.69230769230769
2011-08-09,46.1,2.08,22.16346153846154
2011-08-10,42.8,2.08,20.576923076923073
2011-08-11,45.07,2.08,21.66826923076923
2011-08-12,44.89,2.08,21.58173076923077
2011-08-15,45.82,2.08,22.028846153846153
2011-08-16,44.89,2.08,21.58173076923077
2011-08-17,45.86,2.08,22.048076923076923
2011-08-18,44.28,2.08,21.288461538461537
2011-08-19,44.47,2.08,21.37980769230769
2011-08-22,44.6,2.08,21.442307692307693
2011-08-23,46.42,2.08,22.317307692307693
2011-08-24,48.08,2.08,23.115384615384613
2011-08-25,48.09,2.08,23.12019230769231
2011-08-26,48.48,2.08,23.307692307692307
2011-08-29,48.55,2.08,23.341346153846153
2011-08-30,48.66,2.08,23.394230769230766
2011-08-31,49.71,2.08,23.89903846153846
2011-09-01,49.5,2.08,23.798076923076923
2011-09-02,48.51,2.08,23.322115384615383
2011-09-06,48.06,2.08,23.10576923076923
2011-09-07,49.98,2.08,24.02884615384615
2011-09-08,49.53,2.08,23.8125
2011-09-09,47.28,2.08,22.73076923076923
2011-09-12,47.46,2.08,22.817307692307693
2011-09-13,47.9,2.08,23.028846153846153
2011-09-14,48.99,2.08,23.552884615384617
2011-09-15,49.36,2.08,23.73076923076923
2011-09-16,50.12,2.08,24.096153846153843
2011-09-19,48.68,2.08,23.403846153846153
2011-09-20,49.27,2.08,23.6875
2011-09-21,48.23,2.08,23.187499999999996
2011-09-22,46.63,2.08,22.41826923076923
2011-09-23,46.45,2.08,22.33173076923077
2011-09-26,47.56,2.08,22.865384615384617
2011-09-27,47.08,2.08,22.634615384615383
2011-09-28,46.47,2.08,22.341346153846153
2011-09-29,46.72,2.08,22.46153846153846
2011-09-30,44.9,2.08,21.58653846153846
2011-10-03,43.48,2.08,20.903846153846153
2011-10-04,43.43,2.08,20.87980769230769
2011-10-05,43.41,2.08,20.870192307692307
2011-10-06,44.43,2.08,21.360576923076923
2011-10-07,43.43,2.08,20.87980769230769
2011-10-10,45.45,2.08,21.85096153846154
2011-10-11,45.76,2.08,22.0
2011-10-12,47.03,2.08,22.610576923076923
2011-10-13,46.33,2.08,22.27403846153846
2011-10-14,46.1,2.08,22.16346153846154
2011-10-17,45.12,2.08,21.69230769230769
2011-10-18,46.68,2.08,22.44230769230769
2011-10-19,46.13,2.08,22.177884615384617
2011-10-20,46.19,2.08,22.206730769230766
2011-10-21,48.46,2.08,23.298076923076923
2011-10-24,49.92,2.08,24.0
2011-10-25,49.42,2.08,23.759615384615383
2011-10-26,50.45,2.08,24.254807692307693
2011-10-27,52.06,2.08,25.028846153846153
2011-10-28,52.1,2.08,25.048076923076923
2011-10-31,50.62,2.08,24.33653846153846
2011-11-01,48.99,2.08,23.552884615384617
2011-11-02,50.32,-2.08,-24.19230769230769
2011-11-03,51.68,-2.08,-24.846153846153847
2011-11-04,51.18,-2.08,-24.60576923076923
2011-11-07,51.25,-2.08,-24.639423076923077
2011-11-08,51.34,-2.08,-24.68269230769231
2011-11-09,49.21,-2.08,-23.658653846153847
2011-11-10,49.09,-2.08,-23.60096153846154
2011-11-11,50.37,-2.08,-24.216346153846153
2011-11-14,49.45,-2.08,-23.774038461538463
2011-11-15,49.95,-2.08,-24.014423076923077
2011-11-16,48.12,-2.08,-23.134615384615383
2011-11-17,46.7,-2.08,-22.451923076923077
2011-11-18,46.88,-2.08,-22.53846153846154
2011-11-21,46.06,-2.08,-22.14423076923077
2011-11-22,46.0,-2.08,-22.115384615384613
2011-11-23,45.1,-2.08,-21.682692307692307
2011-11-25,45.0,-2.08,-21.634615384615383
2011-11-28,46.01,-2.08,-22.120192307692307
2011-11-29,45.55,-2.08,-21.89903846153846
2011-11-30,48.04,-2.08,-23.096153846153847
2011-12-01,47.79,-2.08,-22.975961538461537
2011-12-02,48.23,-2.08,-23.187499999999996
2011-12-05,48.78,-2.08,-23.451923076923077
2011-12-06,48.56,-2.08,-23.346153846153847
2011-12-07,49.16,-2.08,-23.634615384615383
2011-12-08,47.81,-2.08,-22.985576923076923
2011-12-09,48.8,-2.08,-23.46153846153846
2011-12-12,47.89,-2.08,-23.02403846153846
2011-12-13,47.39,-2.08,-22.783653846153847
2011-12-14,47.08,-2.08,-22.634615384615383
2011-12-15,46.42,-2.08,-22.317307692307693
2011-12-16,46.88,-2.08,-22.53846153846154
2011-12-19,46.04,-2.08,-22.134615384615383
2011-12-20,47.92,-2.08,-23.03846153846154
2011-12-21,47.49,-2.08,-22.83173076923077
2011-12-22,47.63,-2.08,-22.899038461538463
2011-12-23,47.95,-2.08,-23.052884615384617
2011-12-27,47.66,-2.08,-22.913461538461537
2011-12-28,46.97,-2.08,-22.581730769230766
2011-12-29,47.52,-2.08,-22.846153846153847
2011-12-30,47.17,-2.08,-22.677884615384617
2012-01-03,48.39,-2.08,-23.264423076923077
2012-01-04,48.24,-2.08,-23.192307692307693
2012-01-05,48.8,-2.08,-23.46153846153846
2012-01-06,48.27,-2.08,-23.20673076923077
2012-01-09,48.39,-2.08,-23.264423076923077
2012-01-10,48.67,-2.08,-23.39903846153846
2012-01-11,48.95,-2.08,-23.533653846153847
2012-01-12,49.65,-2.08,-23.870192307692307
2012-01-13,49.76,-2.08,-23.92307692307692
2012-01-17,50.22,-2.08,-24.144230769230766
2012-01-18,50.56,-2.08,-24.307692307692307
2012-01-19,50.95,-2.08,-24.495192307692307
2012-01-20,50.04,-2.08,-24.057692307692307
2012-01-23,49.44,-2.08,-23.769230769230766
2012-01-24,49.23,-2.08,-23.66826923076923
2012-01-25,50.17,-2.08,-24.120192307692307
2012-01-26,49.98,-2.08,-24.02884615384615
2012-01-27,49.85,-2.08,-23.966346153846153
2012-01-30,49.12,-2.08,-23.615384615384613
2012-01-31,50.14,-2.08,-24.10576923076923
2012-02-01,50.62,-2.08,-24.33653846153846
2012-02-02,51.16,-2.08,-24.596153846153843
2012-02-03,52.25,-2.08,-25.120192307692307
2012-02-06,51.81,-2.08,-24.908653846153847
2012-02-07,52.13,-2.08,-25.0625
2012-02-08,51.64,-2.08,-24.826923076923077
2012-02-09,52.31,-2.08,-25.149038461538463
