date,GL,GL_EPS,PE Ratio
1980-12-04,3.02,0.15,20.133333333333333
1980-12-05,2.83,0.15,18.866666666666667
1980-12-08,2.78,0.15,18.53333333333333
1980-12-09,2.81,0.15,18.733333333333334
1980-12-10,2.81,0.15,18.733333333333334
1980-12-11,2.81,0.15,18.733333333333334
1980-12-12,2.81,0.15,18.733333333333334
1980-12-15,2.81,0.15,18.733333333333334
1980-12-16,2.81,0.15,18.733333333333334
1980-12-17,2.78,0.15,18.53333333333333
1980-12-18,2.78,0.15,18.53333333333333
1980-12-19,2.78,0.15,18.53333333333333
1980-12-22,2.85,0.15,19.0
1980-12-23,2.83,0.15,18.866666666666667
1980-12-24,2.81,0.15,18.733333333333334
1980-12-26,2.83,0.15,18.866666666666667
1980-12-29,2.83,0.15,18.866666666666667
1980-12-30,2.89,0.15,19.26666666666667
1980-12-31,3.04,0.15,20.26666666666667
1981-01-02,3.3,0.15,22.0
1981-01-05,3.37,0.15,22.46666666666667
1981-01-06,3.35,0.15,22.333333333333336
1981-01-07,3.24,0.15,21.6
1981-01-08,3.2,0.15,21.333333333333336
1981-01-09,3.17,0.15,21.133333333333333
1981-01-12,3.19,0.15,21.266666666666666
1981-01-13,3.07,0.15,20.466666666666665
1981-01-14,3.11,0.15,20.733333333333334
1981-01-15,3.11,0.15,20.733333333333334
1981-01-16,3.19,0.15,21.266666666666666
1981-01-19,3.19,0.15,21.266666666666666
1981-01-20,3.15,0.15,21.0
1981-01-21,3.19,0.15,21.266666666666666
1981-01-22,3.19,0.15,21.266666666666666
1981-01-23,3.19,0.15,21.266666666666666
1981-01-26,3.07,0.15,20.466666666666665
1981-01-27,3.07,0.15,20.466666666666665
1981-01-28,3.04,0.15,20.26666666666667
1981-01-29,3.09,0.15,20.6
1981-01-30,3.0,0.15,20.0
1981-02-02,2.96,0.15,19.733333333333334
1981-02-03,3.02,0.15,20.133333333333333
1981-02-04,3.07,0.15,20.466666666666665
1981-02-05,3.06,0.15,20.400000000000002
1981-02-06,3.09,0.15,20.6
1981-02-09,3.09,0.15,20.6
1981-02-10,3.06,0.15,20.400000000000002
1981-02-11,3.0,0.15,20.0
1981-02-12,3.04,0.15,20.26666666666667
1981-02-13,3.11,0.15,20.733333333333334
1981-02-17,3.07,0.15,20.466666666666665
1981-02-18,3.0,0.15,20.0
1981-02-19,3.02,0.15,20.133333333333333
1981-02-20,3.06,0.15,20.400000000000002
1981-02-23,3.02,0.15,20.133333333333333
1981-02-24,3.02,0.15,20.133333333333333
1981-02-25,3.07,0.15,20.466666666666665
1981-02-26,3.09,0.15,20.6
1981-02-27,3.07,0.15,20.466666666666665
1981-03-02,3.06,0.15,20.400000000000002
1981-03-03,3.26,0.15,21.733333333333334
1981-03-04,3.52,0.15,23.46666666666667
1981-03-05,3.43,0.15,22.866666666666667
1981-03-06,3.35,0.15,22.333333333333336
1981-03-09,3.37,0.15,22.46666666666667
1981-03-10,3.3,0.15,22.0
1981-03-11,3.39,0.15,22.6
1981-03-12,3.46,0.15,23.066666666666666
1981-03-13,3.43,0.15,22.866666666666667
1981-03-16,3.59,0.15,23.933333333333334
1981-03-17,3.59,0.15,23.933333333333334
1981-03-18,3.56,0.15,23.733333333333334
1981-03-19,3.56,0.15,23.733333333333334
1981-03-20,3.67,0.15,24.46666666666667
1981-03-23,3.72,0.15,24.8
1981-03-24,3.7,0.15,24.666666666666668
1981-03-25,3.74,0.15,24.933333333333337
1981-03-26,3.72,0.15,24.8
1981-03-27,3.65,0.15,24.333333333333332
1981-03-30,3.67,0.15,24.46666666666667
1981-03-31,3.65,0.15,24.333333333333332
1981-04-01,3.69,0.15,24.6
1981-04-02,3.69,0.15,24.6
1981-04-03,3.63,0.15,24.2
1981-04-06,3.57,0.15,23.8
1981-04-07,3.48,0.15,23.2
1981-04-08,3.56,0.15,23.733333333333334
1981-04-09,3.43,0.15,22.866666666666667
1981-04-10,3.43,0.15,22.866666666666667
1981-04-13,3.41,0.15,22.733333333333334
1981-04-14,3.56,0.15,23.733333333333334
1981-04-15,3.44,0.15,22.933333333333334
1981-04-16,3.46,0.15,23.066666666666666
1981-04-20,3.46,0.15,23.066666666666666
1981-04-21,3.56,0.15,23.733333333333334
1981-04-22,3.57,0.15,23.8
1981-04-23,3.56,0.15,23.733333333333334
1981-04-24,3.54,0.15,23.6
1981-04-27,3.54,0.15,23.6
1981-04-28,3.41,0.15,22.733333333333334
1981-04-29,3.37,0.15,22.46666666666667
1981-04-30,3.37,0.15,22.46666666666667
1981-05-01,3.37,0.15,22.46666666666667
1981-05-04,3.31,0.15,22.066666666666666
1981-05-05,3.39,0.15,22.6
1981-05-06,3.44,0.15,22.933333333333334
1981-05-07,3.48,0.15,23.2
1981-05-08,3.57,0.15,23.8
1981-05-11,3.52,0.15,23.46666666666667
1981-05-12,3.57,0.15,23.8
1981-05-13,3.59,0.15,23.933333333333334
1981-05-14,3.56,0.15,23.733333333333334
1981-05-15,3.56,0.15,23.733333333333334
1981-05-18,3.57,0.15,23.8
1981-05-19,3.56,0.15,23.733333333333334
1981-05-20,3.7,0.15,24.666666666666668
1981-05-21,3.61,0.15,24.066666666666666
1981-05-22,3.63,0.15,24.2
1981-05-26,3.74,0.15,24.933333333333337
1981-05-27,3.78,0.15,25.2
1981-05-28,3.74,0.15,24.933333333333337
1981-05-29,3.74,0.15,24.933333333333337
1981-06-01,3.85,0.15,25.666666666666668
1981-06-02,3.85,0.15,25.666666666666668
1981-06-03,3.85,0.15,25.666666666666668
1981-06-04,3.85,0.15,25.666666666666668
1981-06-05,3.87,0.15,25.8
1981-06-08,3.85,0.15,25.666666666666668
1981-06-09,3.85,0.15,25.666666666666668
1981-06-10,3.87,0.15,25.8
1981-06-11,3.91,0.15,26.06666666666667
1981-06-12,3.91,0.15,26.06666666666667
1981-06-15,3.98,0.15,26.533333333333335
1981-06-16,3.91,0.15,26.06666666666667
1981-06-17,4.0,0.15,26.666666666666668
1981-06-18,3.93,0.15,26.200000000000003
1981-06-19,4.0,0.15,26.666666666666668
1981-06-22,3.96,0.15,26.400000000000002
1981-06-23,4.06,0.15,27.066666666666666
1981-06-24,4.11,0.15,27.400000000000002
1981-06-25,4.09,0.15,27.266666666666666
1981-06-26,4.13,0.15,27.533333333333335
1981-06-29,3.98,0.15,26.533333333333335
1981-06-30,3.96,0.15,26.400000000000002
1981-07-01,3.91,0.15,26.06666666666667
1981-07-02,3.89,0.15,25.933333333333334
1981-07-06,3.85,0.15,25.666666666666668
1981-07-07,3.89,0.15,25.933333333333334
1981-07-08,3.89,0.15,25.933333333333334
1981-07-09,3.81,0.15,25.400000000000002
1981-07-10,3.81,0.15,25.400000000000002
1981-07-13,3.85,0.15,25.666666666666668
1981-07-14,3.85,0.15,25.666666666666668
1981-07-15,3.85,0.15,25.666666666666668
1981-07-16,3.81,0.15,25.400000000000002
1981-07-17,3.81,0.15,25.400000000000002
1981-07-20,3.85,0.15,25.666666666666668
1981-07-21,3.8,0.15,25.333333333333332
1981-07-22,3.81,0.15,25.400000000000002
1981-07-23,3.76,0.15,25.066666666666666
1981-07-24,3.74,0.15,24.933333333333337
1981-07-27,3.74,0.15,24.933333333333337
1981-07-28,3.76,0.15,25.066666666666666
1981-07-29,3.76,0.15,25.066666666666666
1981-07-30,3.85,0.15,25.666666666666668
1981-07-31,3.81,0.15,25.400000000000002
1981-08-03,3.81,0.15,25.400000000000002
1981-08-04,3.78,0.15,25.2
1981-08-05,3.74,0.15,24.933333333333337
1981-08-06,3.65,0.15,24.333333333333332
1981-08-07,3.59,0.15,23.933333333333334
1981-08-10,3.59,0.15,23.933333333333334
1981-08-11,3.63,0.15,24.2
1981-08-12,3.67,0.15,24.46666666666667
1981-08-13,3.67,0.15,24.46666666666667
1981-08-14,3.7,0.15,24.666666666666668
1981-08-17,3.7,0.15,24.666666666666668
1981-08-18,3.7,0.15,24.666666666666668
1981-08-19,3.69,0.15,24.6
1981-08-20,3.69,0.15,24.6
1981-08-21,3.69,0.15,24.6
1981-08-24,3.67,0.15,24.46666666666667
1981-08-25,3.63,0.15,24.2
1981-08-26,3.65,0.15,24.333333333333332
1981-08-27,3.65,0.15,24.333333333333332
1981-08-28,3.69,0.15,24.6
1981-08-31,3.67,0.15,24.46666666666667
1981-09-01,3.7,0.15,24.666666666666668
1981-09-02,3.74,0.15,24.933333333333337
1981-09-03,3.76,0.15,25.066666666666666
1981-09-04,3.72,0.15,24.8
1981-09-08,3.69,0.15,24.6
1981-09-09,3.7,0.15,24.666666666666668
1981-09-10,3.69,0.15,24.6
1981-09-11,3.7,0.15,24.666666666666668
1981-09-14,3.76,0.15,25.066666666666666
1981-09-15,3.78,0.15,25.2
1981-09-16,3.8,0.15,25.333333333333332
1981-09-17,3.81,0.15,25.400000000000002
1981-09-18,3.87,0.15,25.8
1981-09-21,3.85,0.15,25.666666666666668
1981-09-22,3.87,0.15,25.8
1981-09-23,3.87,0.15,25.8
1981-09-24,3.87,0.15,25.8
1981-09-25,3.85,0.15,25.666666666666668
1981-09-28,3.85,0.15,25.666666666666668
1981-09-29,3.87,0.15,25.8
1981-09-30,3.87,0.15,25.8
1981-10-01,3.87,0.15,25.8
1981-10-02,3.93,0.15,26.200000000000003
1981-10-05,3.93,0.15,26.200000000000003
1981-10-06,3.94,0.15,26.266666666666666
1981-10-07,3.96,0.15,26.400000000000002
1981-10-08,3.94,0.15,26.266666666666666
1981-10-09,3.98,0.15,26.533333333333335
1981-10-12,3.96,0.15,26.400000000000002
1981-10-13,3.96,0.15,26.400000000000002
1981-10-14,3.96,0.15,26.400000000000002
1981-10-15,4.0,0.15,26.666666666666668
1981-10-16,4.0,0.15,26.666666666666668
1981-10-19,4.02,0.15,26.799999999999997
1981-10-20,4.0,0.15,26.666666666666668
1981-10-21,4.0,0.15,26.666666666666668
1981-10-22,4.0,0.15,26.666666666666668
1981-10-23,4.04,0.15,26.933333333333334
1981-10-26,4.06,0.15,27.066666666666666
1981-10-27,4.07,0.15,27.133333333333336
1981-10-28,4.07,0.15,27.133333333333336
1981-10-29,4.04,0.15,26.933333333333334
1981-10-30,4.02,0.15,26.799999999999997
1981-11-02,4.07,0.15,27.133333333333336
1981-11-03,4.07,0.15,27.133333333333336
1981-11-04,4.06,0.15,27.066666666666666
1981-11-05,4.04,0.15,26.933333333333334
1981-11-06,4.06,0.15,27.066666666666666
1981-11-09,4.0,0.15,26.666666666666668
1981-11-10,4.0,0.15,26.666666666666668
1981-11-11,4.0,0.15,26.666666666666668
1981-11-12,3.98,0.15,26.533333333333335
1981-11-13,3.98,0.15,26.533333333333335
1981-11-16,4.0,0.15,26.666666666666668
1981-11-17,4.0,0.15,26.666666666666668
1981-11-18,3.91,0.15,26.06666666666667
1981-11-19,3.89,0.15,25.933333333333334
1981-11-20,3.96,0.15,26.400000000000002
1981-11-23,3.93,0.15,26.200000000000003
1981-11-24,4.04,0.15,26.933333333333334
1981-11-25,4.0,0.15,26.666666666666668
1981-11-27,4.0,0.15,26.666666666666668
1981-11-30,4.04,0.15,26.933333333333334
1981-12-01,4.0,0.15,26.666666666666668
1981-12-02,4.06,0.15,27.066666666666666
1981-12-03,4.02,0.15,26.799999999999997
1981-12-04,4.02,0.15,26.799999999999997
1981-12-07,4.0,0.15,26.666666666666668
1981-12-08,4.0,0.15,26.666666666666668
1981-12-09,4.0,0.15,26.666666666666668
1981-12-10,4.06,0.15,27.066666666666666
1981-12-11,4.02,0.15,26.799999999999997
1981-12-14,4.0,0.15,26.666666666666668
1981-12-15,3.96,0.15,26.400000000000002
1981-12-16,3.96,0.15,26.400000000000002
1981-12-17,3.94,0.15,26.266666666666666
1981-12-18,3.94,0.15,26.266666666666666
1981-12-21,3.94,0.15,26.266666666666666
1981-12-22,3.93,0.15,26.200000000000003
1981-12-23,3.91,0.15,26.06666666666667
1981-12-24,3.93,0.15,26.200000000000003
1981-12-28,3.93,0.15,26.200000000000003
1981-12-29,3.96,0.15,26.400000000000002
1981-12-30,3.89,0.15,25.933333333333334
1981-12-31,3.89,0.15,25.933333333333334
1982-01-04,3.93,0.15,26.200000000000003
1982-01-05,3.91,0.15,26.06666666666667
1982-01-06,3.85,0.15,25.666666666666668
1982-01-07,3.83,0.15,25.533333333333335
1982-01-08,3.74,0.15,24.933333333333337
1982-01-11,3.5,0.15,23.333333333333336
1982-01-12,3.5,0.15,23.333333333333336
1982-01-13,3.52,0.15,23.46666666666667
1982-01-14,3.56,0.15,23.733333333333334
1982-01-15,3.56,0.15,23.733333333333334
1982-01-18,3.56,0.15,23.733333333333334
1982-01-19,3.54,0.15,23.6
1982-01-20,3.52,0.15,23.46666666666667
1982-01-21,3.56,0.15,23.733333333333334
1982-01-22,3.7,0.15,24.666666666666668
1982-01-25,3.63,0.15,24.2
1982-01-26,3.56,0.15,23.733333333333334
1982-01-27,3.57,0.15,23.8
1982-01-28,3.56,0.15,23.733333333333334
1982-01-29,3.63,0.15,24.2
1982-02-01,3.63,0.15,24.2
1982-02-02,3.57,0.15,23.8
1982-02-03,3.56,0.15,23.733333333333334
1982-02-04,3.56,0.15,23.733333333333334
1982-02-05,3.56,0.15,23.733333333333334
1982-02-08,3.63,0.15,24.2
1982-02-09,3.67,0.15,24.46666666666667
1982-02-10,3.69,0.15,24.6
1982-02-11,3.65,0.15,24.333333333333332
1982-02-12,3.65,0.15,24.333333333333332
1982-02-16,3.65,0.15,24.333333333333332
1982-02-17,3.63,0.15,24.2
1982-02-18,3.67,0.15,24.46666666666667
1982-02-19,3.63,0.15,24.2
1982-02-22,3.59,0.15,23.933333333333334
1982-02-23,3.59,0.15,23.933333333333334
1982-02-24,3.48,0.15,23.2
1982-02-25,3.48,0.15,23.2
1982-02-26,3.46,0.15,23.066666666666666
1982-03-01,3.48,0.15,23.2
1982-03-02,3.48,0.15,23.2
1982-03-03,3.48,0.15,23.2
1982-03-04,3.43,0.15,22.866666666666667
1982-03-05,3.41,0.15,22.733333333333334
1982-03-08,3.41,0.15,22.733333333333334
1982-03-09,3.35,0.15,22.333333333333336
1982-03-10,3.39,0.15,22.6
1982-03-11,3.35,0.15,22.333333333333336
1982-03-12,3.37,0.15,22.46666666666667
1982-03-15,3.35,0.15,22.333333333333336
1982-03-16,3.35,0.15,22.333333333333336
1982-03-17,3.31,0.15,22.066666666666666
1982-03-18,3.3,0.15,22.0
1982-03-19,3.24,0.15,21.6
1982-03-22,3.26,0.15,21.733333333333334
1982-03-23,3.41,0.15,22.733333333333334
1982-03-24,3.54,0.15,23.6
1982-03-25,3.54,0.15,23.6
1982-03-26,3.52,0.15,23.46666666666667
1982-03-29,3.52,0.15,23.46666666666667
1982-03-30,3.54,0.15,23.6
1982-03-31,3.56,0.15,23.733333333333334
1982-04-01,3.59,0.15,23.933333333333334
1982-04-02,3.52,0.15,23.46666666666667
1982-04-05,3.56,0.15,23.733333333333334
1982-04-06,3.74,0.15,24.933333333333337
1982-04-07,3.85,0.15,25.666666666666668
1982-04-08,3.85,0.15,25.666666666666668
1982-04-12,3.89,0.15,25.933333333333334
1982-04-13,3.89,0.15,25.933333333333334
1982-04-14,3.85,0.15,25.666666666666668
1982-04-15,3.78,0.15,25.2
1982-04-16,3.76,0.15,25.066666666666666
1982-04-19,3.74,0.15,24.933333333333337
1982-04-20,3.74,0.15,24.933333333333337
1982-04-21,3.7,0.15,24.666666666666668
1982-04-22,3.7,0.15,24.666666666666668
1982-04-23,3.72,0.15,24.8
1982-04-26,3.7,0.15,24.666666666666668
1982-04-27,3.7,0.15,24.666666666666668
1982-04-28,3.85,0.15,25.666666666666668
1982-04-29,3.83,0.15,25.533333333333335
1982-04-30,3.81,0.15,25.400000000000002
1982-05-03,3.83,0.15,25.533333333333335
1982-05-04,3.76,0.15,25.066666666666666
1982-05-05,3.72,0.15,24.8
1982-05-06,3.72,0.15,24.8
1982-05-07,3.7,0.15,24.666666666666668
1982-05-10,3.7,0.15,24.666666666666668
1982-05-11,3.7,0.15,24.666666666666668
1982-05-12,3.76,0.15,25.066666666666666
1982-05-13,3.78,0.15,25.2
1982-05-14,3.83,0.15,25.533333333333335
1982-05-17,3.85,0.15,25.666666666666668
1982-05-18,3.81,0.15,25.400000000000002
1982-05-19,3.81,0.15,25.400000000000002
1982-05-20,3.8,0.15,25.333333333333332
1982-05-21,3.72,0.15,24.8
1982-05-24,3.69,0.15,24.6
1982-05-25,3.7,0.15,24.666666666666668
1982-05-26,3.69,0.15,24.6
1982-05-27,3.67,0.15,24.46666666666667
1982-05-28,3.7,0.15,24.666666666666668
1982-06-01,3.74,0.15,24.933333333333337
1982-06-02,3.72,0.15,24.8
1982-06-03,3.72,0.15,24.8
1982-06-04,3.7,0.15,24.666666666666668
1982-06-07,3.69,0.15,24.6
1982-06-08,3.65,0.15,24.333333333333332
1982-06-09,3.61,0.15,24.066666666666666
1982-06-10,3.56,0.15,23.733333333333334
1982-06-11,3.54,0.15,23.6
1982-06-14,3.46,0.15,23.066666666666666
1982-06-15,3.46,0.15,23.066666666666666
1982-06-16,3.37,0.15,22.46666666666667
1982-06-17,3.37,0.15,22.46666666666667
1982-06-18,3.33,0.15,22.200000000000003
1982-06-21,3.33,0.15,22.200000000000003
1982-06-22,3.33,0.15,22.200000000000003
1982-06-23,3.37,0.15,22.46666666666667
1982-06-24,3.37,0.15,22.46666666666667
1982-06-25,3.35,0.15,22.333333333333336
1982-06-28,3.39,0.15,22.6
1982-06-29,3.33,0.15,22.200000000000003
1982-06-30,3.37,0.15,22.46666666666667
1982-07-01,3.41,0.15,22.733333333333334
1982-07-02,3.37,0.15,22.46666666666667
1982-07-06,3.43,0.15,22.866666666666667
1982-07-07,3.44,0.15,22.933333333333334
1982-07-08,3.44,0.15,22.933333333333334
1982-07-09,3.44,0.15,22.933333333333334
1982-07-12,3.46,0.15,23.066666666666666
1982-07-13,3.48,0.15,23.2
1982-07-14,3.48,0.15,23.2
1982-07-15,3.46,0.15,23.066666666666666
1982-07-16,3.48,0.15,23.2
1982-07-19,3.54,0.15,23.6
1982-07-20,3.54,0.15,23.6
1982-07-21,3.54,0.15,23.6
1982-07-22,3.56,0.15,23.733333333333334
1982-07-23,3.61,0.15,24.066666666666666
1982-07-26,3.63,0.15,24.2
1982-07-27,3.63,0.15,24.2
1982-07-28,3.57,0.15,23.8
1982-07-29,3.56,0.15,23.733333333333334
1982-07-30,3.52,0.15,23.46666666666667
1982-08-02,3.56,0.15,23.733333333333334
1982-08-03,3.5,0.15,23.333333333333336
1982-08-04,3.5,0.15,23.333333333333336
1982-08-05,3.5,0.15,23.333333333333336
1982-08-06,3.48,0.15,23.2
1982-08-09,3.44,0.15,22.933333333333334
1982-08-10,3.33,0.15,22.200000000000003
1982-08-11,3.3,0.15,22.0
1982-08-12,3.3,0.15,22.0
1982-08-13,3.28,0.15,21.866666666666667
1982-08-16,3.3,0.15,22.0
1982-08-17,3.31,0.15,22.066666666666666
1982-08-18,3.31,0.15,22.066666666666666
1982-08-19,3.35,0.15,22.333333333333336
1982-08-20,3.39,0.15,22.6
1982-08-23,3.43,0.15,22.866666666666667
1982-08-24,3.48,0.15,23.2
1982-08-25,3.52,0.15,23.46666666666667
1982-08-26,3.5,0.15,23.333333333333336
1982-08-27,3.5,0.15,23.333333333333336
1982-08-30,3.44,0.15,22.933333333333334
1982-08-31,3.46,0.15,23.066666666666666
1982-09-01,3.33,0.15,22.200000000000003
1982-09-02,3.35,0.15,22.333333333333336
1982-09-03,3.59,0.15,23.933333333333334
1982-09-07,3.57,0.15,23.8
1982-09-08,3.57,0.15,23.8
1982-09-09,3.65,0.15,24.333333333333332
1982-09-10,3.69,0.15,24.6
1982-09-13,3.7,0.15,24.666666666666668
1982-09-14,3.7,0.15,24.666666666666668
1982-09-15,3.74,0.15,24.933333333333337
1982-09-16,3.74,0.15,24.933333333333337
1982-09-17,3.67,0.15,24.46666666666667
1982-09-20,3.61,0.15,24.066666666666666
1982-09-21,3.63,0.15,24.2
1982-09-22,3.74,0.15,24.933333333333337
1982-09-23,3.69,0.15,24.6
1982-09-24,3.7,0.15,24.666666666666668
1982-09-27,3.67,0.15,24.46666666666667
1982-09-28,3.65,0.15,24.333333333333332
1982-09-29,3.59,0.15,23.933333333333334
1982-09-30,3.7,0.15,24.666666666666668
1982-10-01,3.67,0.15,24.46666666666667
1982-10-04,3.63,0.15,24.2
1982-10-05,3.69,0.15,24.6
1982-10-06,3.69,0.15,24.6
1982-10-07,3.85,0.15,25.666666666666668
1982-10-08,4.0,0.15,26.666666666666668
1982-10-11,4.3,0.15,28.666666666666668
1982-10-12,4.2,0.15,28.000000000000004
1982-10-13,4.44,0.15,29.600000000000005
1982-10-14,4.33,0.15,28.866666666666667
1982-10-15,4.2,0.15,28.000000000000004
1982-10-18,4.17,0.15,27.8
1982-10-19,4.17,0.15,27.8
1982-10-20,4.19,0.15,27.933333333333337
1982-10-21,4.28,0.15,28.533333333333335
1982-10-22,4.24,0.15,28.26666666666667
1982-10-25,4.19,0.15,27.933333333333337
1982-10-26,4.19,0.15,27.933333333333337
1982-10-27,4.19,0.15,27.933333333333337
1982-10-28,4.22,0.15,28.133333333333333
1982-10-29,4.09,0.15,27.266666666666666
1982-11-01,4.0,0.15,26.666666666666668
1982-11-02,4.07,0.15,27.133333333333336
1982-11-03,4.19,0.15,27.933333333333337
1982-11-04,4.15,0.15,27.66666666666667
1982-11-05,4.15,0.15,27.66666666666667
1982-11-08,4.04,0.15,26.933333333333334
1982-11-09,4.37,0.15,29.133333333333336
1982-11-10,4.41,0.15,29.400000000000002
1982-11-11,4.3,0.15,28.666666666666668
1982-11-12,4.33,0.15,28.866666666666667
1982-11-15,4.37,0.15,29.133333333333336
1982-11-16,4.22,0.15,28.133333333333333
1982-11-17,4.28,0.15,28.533333333333335
1982-11-18,4.26,0.15,28.4
1982-11-19,4.24,0.15,28.26666666666667
1982-11-22,4.3,0.15,28.666666666666668
1982-11-23,4.26,0.15,28.4
1982-11-24,4.24,0.15,28.26666666666667
1982-11-26,4.19,0.15,27.933333333333337
1982-11-29,4.28,0.15,28.533333333333335
1982-11-30,4.28,0.15,28.533333333333335
1982-12-01,4.28,0.15,28.533333333333335
1982-12-02,4.3,0.15,28.666666666666668
1982-12-03,4.28,0.15,28.533333333333335
1982-12-06,4.31,0.15,28.73333333333333
1982-12-07,4.2,0.15,28.000000000000004
1982-12-08,4.24,0.15,28.26666666666667
1982-12-09,4.28,0.15,28.533333333333335
1982-12-10,4.28,0.15,28.533333333333335
1982-12-13,4.24,0.15,28.26666666666667
1982-12-14,4.22,0.15,28.133333333333333
1982-12-15,4.19,0.15,27.933333333333337
1982-12-16,4.15,0.15,27.66666666666667
1982-12-17,4.07,0.15,27.133333333333336
1982-12-20,4.0,0.15,26.666666666666668
1982-12-21,4.02,0.15,26.799999999999997
1982-12-22,4.0,0.15,26.666666666666668
1982-12-23,4.0,0.15,26.666666666666668
1982-12-27,3.98,0.15,26.533333333333335
1982-12-28,3.98,0.15,26.533333333333335
1982-12-29,3.93,0.15,26.200000000000003
1982-12-30,3.87,0.15,25.8
1982-12-31,3.87,0.15,25.8
1983-01-03,3.85,0.15,25.666666666666668
1983-01-04,3.91,0.15,26.06666666666667
1983-01-05,3.98,0.15,26.533333333333335
1983-01-06,4.06,0.15,27.066666666666666
1983-01-07,4.15,0.15,27.66666666666667
1983-01-10,4.28,0.15,28.533333333333335
1983-01-11,4.28,0.15,28.533333333333335
1983-01-12,4.28,0.15,28.533333333333335
1983-01-13,4.24,0.15,28.26666666666667
1983-01-14,4.24,0.15,28.26666666666667
1983-01-17,4.26,0.15,28.4
1983-01-18,4.28,0.15,28.533333333333335
1983-01-19,4.26,0.15,28.4
1983-01-20,4.26,0.15,28.4
1983-01-21,4.19,0.15,27.933333333333337
1983-01-24,4.0,0.15,26.666666666666668
1983-01-25,3.96,0.15,26.400000000000002
1983-01-26,3.93,0.15,26.200000000000003
1983-01-27,3.93,0.15,26.200000000000003
1983-01-28,3.85,0.15,25.666666666666668
1983-01-31,3.87,0.15,25.8
1983-02-01,3.91,0.15,26.06666666666667
1983-02-02,3.89,0.15,25.933333333333334
1983-02-03,3.85,0.15,25.666666666666668
1983-02-04,3.78,0.15,25.2
1983-02-07,3.98,0.15,26.533333333333335
1983-02-08,3.98,0.15,26.533333333333335
1983-02-09,4.0,0.15,26.666666666666668
1983-02-10,4.0,0.15,26.666666666666668
1983-02-11,3.98,0.15,26.533333333333335
1983-02-14,3.94,0.15,26.266666666666666
1983-02-15,4.0,0.15,26.666666666666668
1983-02-16,4.0,0.15,26.666666666666668
1983-02-17,4.04,0.15,26.933333333333334
1983-02-18,4.07,0.15,27.133333333333336
1983-02-22,4.07,0.15,27.133333333333336
1983-02-23,4.28,0.15,28.533333333333335
1983-02-24,4.31,0.15,28.73333333333333
1983-02-25,4.26,0.15,28.4
1983-02-28,4.26,0.15,28.4
1983-03-01,4.26,0.15,28.4
1983-03-02,4.2,0.15,28.000000000000004
1983-03-03,4.26,0.15,28.4
1983-03-04,4.37,0.15,29.133333333333336
1983-03-07,4.31,0.15,28.73333333333333
1983-03-08,4.19,0.15,27.933333333333337
1983-03-09,4.22,0.15,28.133333333333333
1983-03-10,4.19,0.15,27.933333333333337
1983-03-11,4.19,0.15,27.933333333333337
1983-03-14,4.13,0.15,27.533333333333335
1983-03-15,4.15,0.15,27.66666666666667
1983-03-16,4.3,0.15,28.666666666666668
1983-03-17,4.22,0.15,28.133333333333333
1983-03-18,4.19,0.15,27.933333333333337
1983-03-21,4.2,0.15,28.000000000000004
1983-03-22,4.28,0.15,28.533333333333335
1983-03-23,4.37,0.15,29.133333333333336
1983-03-24,4.61,0.15,30.733333333333338
1983-03-25,4.59,0.15,30.6
1983-03-28,4.63,0.15,30.866666666666667
