date,FFIV,FFIV_EPS,PE Ratio
1999-12-17,57.5,-0.07,-821.4285714285713
1999-12-20,54.88,-0.07,-784.0
1999-12-21,55.0,-0.07,-785.7142857142857
1999-12-22,52.5,-0.07,-749.9999999999999
1999-12-23,53.88,-0.07,-769.7142857142857
1999-12-27,60.5,-0.07,-864.2857142857142
1999-12-28,56.06,-0.07,-800.8571428571428
1999-12-29,55.25,-0.07,-789.2857142857142
1999-12-30,54.38,-0.07,-776.8571428571428
1999-12-31,57.0,-0.07,-814.2857142857142
2000-01-03,59.75,-0.07,-853.5714285714284
2000-01-04,58.97,-0.07,-842.4285714285713
2000-01-05,55.41,-0.07,-791.5714285714284
2000-01-06,51.06,-0.07,-729.4285714285714
2000-01-07,49.31,-0.07,-704.4285714285714
2000-01-10,51.03,-0.07,-729.0
2000-01-11,50.25,-0.07,-717.8571428571428
2000-01-12,47.38,-0.07,-676.8571428571428
2000-01-13,46.47,-0.07,-663.8571428571428
2000-01-14,49.0,-0.07,-699.9999999999999
2000-01-18,56.44,-0.07,-806.2857142857142
2000-01-19,55.28,-0.07,-789.7142857142857
2000-01-20,59.73,-0.07,-853.2857142857141
2000-01-21,64.91,-0.07,-927.2857142857141
2000-01-24,65.0,-0.07,-928.5714285714284
2000-01-25,66.75,-0.07,-953.5714285714284
2000-01-26,57.25,-0.07,-817.8571428571428
2000-01-27,53.75,-0.07,-767.8571428571428
2000-01-28,49.25,-0.07,-703.5714285714286
2000-01-31,47.0,-0.07,-671.4285714285713
2000-02-01,48.13,-0.07,-687.5714285714286
2000-02-02,50.75,-0.07,-724.9999999999999
2000-02-03,48.22,-0.07,-688.8571428571428
2000-02-04,47.13,-0.07,-673.2857142857142
2000-02-07,48.0,-0.07,-685.7142857142857
2000-02-08,47.75,-0.07,-682.1428571428571
2000-02-09,46.06,0.09,511.7777777777778
2000-02-10,44.75,0.09,497.22222222222223
2000-02-11,49.19,0.09,546.5555555555555
2000-02-14,51.0,0.09,566.6666666666667
2000-02-15,49.97,0.09,555.2222222222223
2000-02-16,48.06,0.09,534.0
2000-02-17,51.75,0.09,575.0
2000-02-18,48.5,0.09,538.8888888888889
2000-02-22,47.0,0.09,522.2222222222223
2000-02-23,46.28,0.09,514.2222222222223
2000-02-24,46.28,0.09,514.2222222222223
2000-02-25,47.59,0.09,528.7777777777778
2000-02-28,46.75,0.09,519.4444444444445
2000-02-29,45.0,0.09,500.0
2000-03-01,45.94,0.09,510.44444444444446
2000-03-02,45.13,0.09,501.4444444444445
2000-03-03,48.34,0.09,537.1111111111112
2000-03-06,53.75,0.09,597.2222222222223
2000-03-07,53.63,0.09,595.8888888888889
2000-03-08,49.5,0.09,550.0
2000-03-09,54.5,0.09,605.5555555555555
2000-03-10,57.88,0.09,643.1111111111112
2000-03-13,54.84,0.09,609.3333333333334
2000-03-14,50.0,0.09,555.5555555555555
2000-03-15,46.38,0.09,515.3333333333334
2000-03-16,46.53,0.09,517.0
2000-03-17,47.63,0.09,529.2222222222223
2000-03-20,45.03,0.09,500.33333333333337
2000-03-21,44.38,0.09,493.11111111111114
2000-03-22,44.94,0.09,499.3333333333333
2000-03-23,43.72,0.09,485.77777777777777
2000-03-24,41.66,0.09,462.88888888888886
2000-03-27,43.34,0.09,481.5555555555556
2000-03-28,42.0,0.09,466.6666666666667
2000-03-29,38.75,0.09,430.5555555555556
2000-03-30,35.53,0.09,394.7777777777778
2000-03-31,33.88,0.09,376.4444444444445
2000-04-03,29.19,0.09,324.33333333333337
2000-04-04,33.5,0.09,372.22222222222223
2000-04-05,32.06,0.09,356.2222222222223
2000-04-06,34.47,0.09,383.0
2000-04-07,36.56,0.09,406.2222222222223
2000-04-10,33.13,0.09,368.11111111111114
2000-04-11,32.5,0.09,361.11111111111114
2000-04-12,28.31,0.09,314.55555555555554
2000-04-13,28.22,0.09,313.55555555555554
2000-04-14,22.13,0.09,245.88888888888889
2000-04-17,24.41,0.09,271.22222222222223
2000-04-18,28.38,0.09,315.3333333333333
2000-04-19,27.5,0.09,305.55555555555554
2000-04-20,26.38,0.09,293.1111111111111
2000-04-24,26.06,0.09,289.55555555555554
2000-04-25,29.35,0.09,326.11111111111114
2000-04-26,22.06,0.09,245.11111111111111
2000-04-27,22.5,0.09,250.0
2000-04-28,23.34,0.09,259.3333333333333
2000-05-01,21.75,0.09,241.66666666666669
2000-05-02,20.69,0.09,229.8888888888889
2000-05-03,20.34,0.09,226.0
2000-05-04,19.69,0.09,218.7777777777778
2000-05-05,16.97,0.09,188.55555555555554
2000-05-08,16.88,0.09,187.55555555555554
2000-05-09,15.88,0.09,176.44444444444446
2000-05-10,14.63,0.09,162.55555555555557
2000-05-11,14.91,0.09,165.66666666666669
2000-05-12,15.94,0.09,177.11111111111111
2000-05-15,16.53,0.09,183.66666666666669
2000-05-16,19.0,0.09,211.11111111111111
2000-05-17,20.31,0.09,225.66666666666666
2000-05-18,18.25,0.09,202.77777777777777
2000-05-19,17.19,0.09,191.00000000000003
2000-05-22,17.0,0.09,188.88888888888889
2000-05-23,16.09,0.09,178.77777777777777
2000-05-24,16.47,0.09,183.0
2000-05-25,15.63,0.09,173.66666666666669
2000-05-26,15.5,0.09,172.22222222222223
2000-05-30,17.03,0.09,189.22222222222223
2000-05-31,16.13,0.09,179.22222222222223
2000-06-01,18.38,0.09,204.22222222222223
2000-06-02,20.25,0.09,225.0
2000-06-05,22.0,0.09,244.44444444444446
2000-06-06,21.03,0.09,233.66666666666669
2000-06-07,21.25,0.09,236.11111111111111
2000-06-08,23.72,0.09,263.55555555555554
2000-06-09,24.38,0.09,270.8888888888889
2000-06-12,22.13,0.09,245.88888888888889
2000-06-13,23.31,0.09,259.0
2000-06-14,22.53,0.09,250.33333333333334
2000-06-15,21.23,0.09,235.8888888888889
2000-06-16,21.41,0.09,237.88888888888889
2000-06-19,20.91,0.09,232.33333333333334
2000-06-20,22.0,0.09,244.44444444444446
2000-06-21,23.34,0.09,259.3333333333333
2000-06-22,25.0,0.09,277.77777777777777
2000-06-23,24.0,0.09,266.6666666666667
2000-06-26,24.25,0.09,269.44444444444446
2000-06-27,24.97,0.09,277.44444444444446
2000-06-28,25.0,0.09,277.77777777777777
2000-06-29,26.59,0.09,295.44444444444446
2000-06-30,27.28,0.09,303.11111111111114
2000-07-03,26.44,0.09,293.7777777777778
2000-07-05,24.06,0.09,267.3333333333333
2000-07-06,23.69,0.09,263.22222222222223
2000-07-07,22.0,0.09,244.44444444444446
2000-07-10,22.06,0.09,245.11111111111111
2000-07-11,22.75,0.09,252.7777777777778
2000-07-12,22.84,0.09,253.77777777777777
2000-07-13,27.56,0.09,306.22222222222223
2000-07-14,26.0,0.09,288.8888888888889
2000-07-17,26.75,0.09,297.22222222222223
2000-07-18,26.69,0.09,296.5555555555556
2000-07-19,24.56,0.09,272.88888888888886
2000-07-20,24.5,0.09,272.22222222222223
2000-07-21,23.41,0.09,260.11111111111114
2000-07-24,21.28,0.09,236.44444444444446
2000-07-25,21.41,0.09,237.88888888888889
2000-07-26,23.88,0.09,265.3333333333333
2000-07-27,22.47,0.09,249.66666666666666
2000-07-28,22.0,0.09,244.44444444444446
2000-07-31,22.59,0.09,251.0
2000-08-01,23.25,0.09,258.33333333333337
2000-08-02,21.84,0.09,242.66666666666669
2000-08-03,22.44,0.09,249.33333333333334
2000-08-04,22.81,0.09,253.44444444444443
2000-08-07,22.88,0.09,254.22222222222223
2000-08-08,22.42,0.09,249.11111111111114
2000-08-09,22.75,0.09,252.7777777777778
2000-08-10,22.75,0.08,284.375
2000-08-11,22.94,0.08,286.75
2000-08-14,23.34,0.08,291.75
2000-08-15,23.13,0.08,289.125
2000-08-16,24.19,0.08,302.375
2000-08-17,25.19,0.08,314.875
2000-08-18,25.38,0.08,317.25
2000-08-21,26.88,0.08,336.0
2000-08-22,25.75,0.08,321.875
2000-08-23,25.0,0.08,312.5
2000-08-24,24.5,0.08,306.25
2000-08-25,24.56,0.08,307.0
2000-08-28,26.22,0.08,327.75
2000-08-29,25.59,0.08,319.875
2000-08-30,26.38,0.08,329.75
2000-08-31,29.0,0.08,362.5
2000-09-01,29.16,0.08,364.5
2000-09-05,30.5,0.08,381.25
2000-09-06,27.25,0.08,340.625
2000-09-07,26.31,0.08,328.875
2000-09-08,24.38,0.08,304.75
2000-09-11,23.28,0.08,291.0
2000-09-12,23.38,0.08,292.25
2000-09-13,22.0,0.08,275.0
2000-09-14,20.56,0.08,257.0
2000-09-15,20.88,0.08,261.0
2000-09-18,19.75,0.08,246.875
2000-09-19,19.91,0.08,248.875
2000-09-20,21.47,0.08,268.375
2000-09-21,21.0,0.08,262.5
2000-09-22,19.63,0.08,245.37499999999997
2000-09-25,19.46,0.08,243.25
2000-09-26,17.88,0.08,223.49999999999997
2000-09-27,17.16,0.08,214.5
2000-09-28,17.91,0.08,223.875
2000-09-29,17.0,0.08,212.5
2000-10-02,15.13,0.08,189.125
2000-10-03,13.97,0.08,174.625
2000-10-04,16.59,0.08,207.375
2000-10-05,15.94,0.08,199.25
2000-10-06,15.28,0.08,191.0
2000-10-09,16.0,0.08,200.0
2000-10-10,15.63,0.08,195.375
2000-10-11,15.41,0.08,192.625
2000-10-12,13.41,0.08,167.625
2000-10-13,14.78,0.08,184.75
2000-10-16,15.09,0.08,188.625
2000-10-17,13.75,0.08,171.875
2000-10-18,12.38,0.08,154.75
2000-10-19,14.84,0.08,185.5
2000-10-20,15.13,0.08,189.125
2000-10-23,16.5,0.08,206.25
2000-10-24,15.41,0.08,192.625
2000-10-25,13.5,0.08,168.75
2000-10-26,14.31,0.08,178.875
2000-10-27,14.38,0.08,179.75
2000-10-30,13.63,0.08,170.375
2000-10-31,15.5,0.08,193.75
2000-11-01,16.47,0.08,205.87499999999997
2000-11-02,19.63,0.08,245.37499999999997
2000-11-03,19.31,0.08,241.37499999999997
2000-11-06,18.0,0.08,225.0
2000-11-07,17.85,0.08,223.125
2000-11-08,18.25,0.08,228.125
2000-11-09,17.41,0.08,217.625
2000-11-10,17.0,0.08,212.5
2000-11-13,17.0,0.08,212.5
2000-11-14,18.63,0.08,232.87499999999997
2000-11-15,18.28,0.08,228.5
2000-11-16,17.47,0.08,218.37499999999997
2000-11-17,16.06,0.08,200.74999999999997
2000-11-20,14.13,0.08,176.625
2000-11-21,13.75,0.08,171.875
2000-11-22,12.63,0.08,157.875
2000-11-24,14.56,0.08,182.0
2000-11-27,13.53,0.08,169.125
2000-11-28,12.78,0.08,159.75
2000-11-29,13.63,0.08,170.375
2000-11-30,12.44,0.08,155.5
2000-12-01,12.59,0.08,157.375
2000-12-04,12.19,0.08,152.375
2000-12-05,14.47,0.08,180.875
2000-12-06,13.38,0.08,167.25
2000-12-07,12.44,0.08,155.5
2000-12-08,14.0,0.08,175.0
2000-12-11,13.41,0.08,167.625
2000-12-12,13.28,0.08,166.0
2000-12-13,12.66,0.08,158.25
2000-12-14,11.72,0.08,146.5
2000-12-15,10.94,0.08,136.75
2000-12-18,9.19,0.08,114.87499999999999
2000-12-19,7.5,0.08,93.75
2000-12-20,6.03,0.08,75.375
2000-12-21,6.75,0.08,84.375
2000-12-22,7.25,0.08,90.625
2000-12-26,7.31,0.08,91.375
2000-12-27,6.88,0.08,86.0
2000-12-28,5.56,0.08,69.5
2000-12-29,4.75,0.08,59.375
2001-01-02,5.13,0.08,64.125
2001-01-03,6.5,0.08,81.25
2001-01-04,7.38,0.08,92.25
2001-01-05,5.84,0.08,73.0
2001-01-08,5.41,0.08,67.625
2001-01-09,5.63,0.08,70.375
2001-01-10,5.53,0.08,69.125
2001-01-11,5.97,0.08,74.625
2001-01-12,6.0,0.08,75.0
2001-01-16,6.03,0.08,75.375
2001-01-17,6.44,0.08,80.5
2001-01-18,6.5,0.08,81.25
2001-01-19,6.06,0.08,75.75
2001-01-22,6.13,0.08,76.625
2001-01-23,6.28,0.08,78.5
2001-01-24,6.78,0.08,84.75
2001-01-25,8.34,0.08,104.25
2001-01-26,7.75,0.08,96.875
2001-01-29,7.78,0.08,97.25
2001-01-30,7.81,0.08,97.625
2001-01-31,8.5,0.08,106.25
2001-02-01,7.81,0.08,97.625
2001-02-02,7.03,0.08,87.875
2001-02-05,6.81,0.08,85.125
2001-02-06,6.94,0.08,86.75
2001-02-07,6.53,0.08,81.625
2001-02-08,6.41,0.08,80.125
2001-02-09,6.22,-0.19,-32.73684210526316
2001-02-12,6.0,-0.19,-31.57894736842105
2001-02-13,5.56,-0.19,-29.26315789473684
2001-02-14,5.44,-0.19,-28.63157894736842
2001-02-15,5.66,-0.19,-29.789473684210527
2001-02-16,5.22,-0.19,-27.473684210526315
2001-02-20,4.81,-0.19,-25.31578947368421
2001-02-21,4.44,-0.19,-23.368421052631582
2001-02-22,4.09,-0.19,-21.526315789473685
2001-02-23,4.13,-0.19,-21.736842105263158
2001-02-26,4.19,-0.19,-22.05263157894737
2001-02-27,3.89,-0.19,-20.473684210526315
2001-02-28,3.48,-0.19,-18.31578947368421
2001-03-01,3.88,-0.19,-20.421052631578945
2001-03-02,3.81,-0.19,-20.05263157894737
2001-03-05,3.41,-0.19,-17.947368421052634
2001-03-06,3.86,-0.19,-20.31578947368421
2001-03-07,3.78,-0.19,-19.89473684210526
2001-03-08,3.52,-0.19,-18.526315789473685
2001-03-09,3.25,-0.19,-17.105263157894736
2001-03-12,2.84,-0.19,-14.94736842105263
2001-03-13,3.0,-0.19,-15.789473684210526
2001-03-14,2.94,-0.19,-15.473684210526315
2001-03-15,2.78,-0.19,-14.63157894736842
2001-03-16,2.52,-0.19,-13.263157894736842
2001-03-19,3.25,-0.19,-17.105263157894736
2001-03-20,3.38,-0.19,-17.789473684210524
2001-03-21,3.24,-0.19,-17.05263157894737
2001-03-22,3.36,-0.19,-17.684210526315788
2001-03-23,3.72,-0.19,-19.578947368421055
2001-03-26,3.28,-0.19,-17.263157894736842
2001-03-27,3.2,-0.19,-16.842105263157894
2001-03-28,2.91,-0.19,-15.31578947368421
2001-03-29,2.75,-0.19,-14.473684210526315
2001-03-30,2.67,-0.19,-14.052631578947368
2001-04-02,2.67,-0.19,-14.052631578947368
2001-04-03,2.25,-0.19,-11.842105263157894
2001-04-04,1.88,-0.19,-9.894736842105262
2001-04-05,2.17,-0.19,-11.421052631578947
2001-04-06,2.28,-0.19,-11.999999999999998
2001-04-09,2.29,-0.19,-12.052631578947368
2001-04-10,2.27,-0.19,-11.947368421052632
2001-04-11,2.49,-0.19,-13.105263157894738
2001-04-12,2.65,-0.19,-13.94736842105263
2001-04-16,2.88,-0.19,-15.157894736842104
2001-04-17,2.75,-0.19,-14.473684210526315
2001-04-18,3.06,-0.19,-16.105263157894736
2001-04-19,4.28,-0.19,-22.526315789473685
2001-04-20,4.05,-0.19,-21.31578947368421
2001-04-23,3.58,-0.19,-18.842105263157894
2001-04-24,3.6,-0.19,-18.94736842105263
2001-04-25,3.5,-0.19,-18.42105263157895
2001-04-26,3.6,-0.19,-18.94736842105263
2001-04-27,3.5,-0.19,-18.42105263157895
2001-04-30,3.75,-0.19,-19.736842105263158
2001-05-01,3.78,-0.19,-19.89473684210526
2001-05-02,4.58,-0.19,-24.105263157894736
2001-05-03,5.47,-0.19,-28.789473684210524
2001-05-04,5.95,-0.19,-31.315789473684212
2001-05-07,5.97,-0.19,-31.421052631578945
2001-05-08,5.55,-0.19,-29.210526315789473
2001-05-09,6.0,-0.19,-31.57894736842105
2001-05-10,6.03,-0.2,-30.15
2001-05-11,5.73,-0.2,-28.650000000000002
2001-05-14,5.13,-0.2,-25.65
2001-05-15,5.31,-0.2,-26.549999999999997
2001-05-16,5.71,-0.2,-28.549999999999997
2001-05-17,5.62,-0.2,-28.099999999999998
2001-05-18,5.58,-0.2,-27.9
2001-05-21,6.08,-0.2,-30.4
2001-05-22,6.96,-0.2,-34.8
2001-05-23,6.65,-0.2,-33.25
2001-05-24,6.71,-0.2,-33.55
2001-05-25,6.66,-0.2,-33.3
2001-05-29,6.36,-0.2,-31.8
2001-05-30,5.2,-0.2,-26.0
2001-05-31,5.62,-0.2,-28.099999999999998
2001-06-01,5.66,-0.2,-28.3
2001-06-04,5.28,-0.2,-26.4
2001-06-05,5.77,-0.2,-28.849999999999998
2001-06-06,5.85,-0.2,-29.249999999999996
2001-06-07,5.75,-0.2,-28.75
2001-06-08,5.4,-0.2,-27.0
2001-06-11,5.9,-0.2,-29.5
2001-06-12,7.03,-0.2,-35.15
2001-06-13,7.04,-0.2,-35.199999999999996
2001-06-14,7.1,-0.2,-35.49999999999999
2001-06-15,7.51,-0.2,-37.55
2001-06-18,7.56,-0.2,-37.8
2001-06-19,6.78,-0.2,-33.9
2001-06-20,7.55,-0.2,-37.75
2001-06-21,7.54,-0.2,-37.699999999999996
2001-06-22,7.03,-0.2,-35.15
2001-06-25,7.75,-0.2,-38.75
2001-06-26,8.52,-0.2,-42.599999999999994
2001-06-27,8.85,-0.2,-44.24999999999999
2001-06-28,9.15,-0.2,-45.75
2001-06-29,8.79,-0.2,-43.949999999999996
2001-07-02,8.88,-0.2,-44.4
2001-07-03,8.97,-0.2,-44.85
2001-07-05,8.77,-0.2,-43.849999999999994
2001-07-06,8.45,-0.2,-42.24999999999999
2001-07-09,8.65,-0.2,-43.25
2001-07-10,8.47,-0.2,-42.35
2001-07-11,7.51,-0.2,-37.55
2001-07-12,8.05,-0.2,-40.25
2001-07-13,8.13,-0.2,-40.65
2001-07-16,7.66,-0.2,-38.3
2001-07-17,7.64,-0.2,-38.199999999999996
2001-07-18,7.28,-0.2,-36.4
2001-07-19,7.4,-0.2,-37.0
2001-07-20,7.15,-0.2,-35.75
2001-07-23,7.36,-0.2,-36.8
2001-07-24,6.91,-0.2,-34.55
2001-07-25,6.55,-0.2,-32.75
2001-07-26,7.66,-0.2,-38.3
2001-07-27,7.75,-0.2,-38.75
2001-07-30,7.38,-0.2,-36.9
2001-07-31,7.31,-0.2,-36.55
2001-08-01,7.15,-0.2,-35.75
2001-08-02,6.91,-0.2,-34.55
2001-08-03,7.14,-0.2,-35.699999999999996
2001-08-06,6.93,-0.2,-34.65
2001-08-07,6.95,-0.2,-34.75
2001-08-08,6.53,-0.2,-32.65
2001-08-09,6.26,-0.2,-31.299999999999997
2001-08-10,5.95,-0.2,-29.75
2001-08-13,6.37,-0.04,-159.25
2001-08-14,6.1,-0.04,-152.5
2001-08-15,6.75,-0.04,-168.75
2001-08-16,6.57,-0.04,-164.25
2001-08-17,7.3,-0.04,-182.5
2001-08-20,7.23,-0.04,-180.75
2001-08-21,7.33,-0.04,-183.25
2001-08-22,7.75,-0.04,-193.75
2001-08-23,7.89,-0.04,-197.25
2001-08-24,8.38,-0.04,-209.50000000000003
2001-08-27,8.61,-0.04,-215.24999999999997
2001-08-28,7.7,-0.04,-192.5
2001-08-29,7.41,-0.04,-185.25
2001-08-30,7.5,-0.04,-187.5
2001-08-31,7.91,-0.04,-197.75
2001-09-04,7.06,-0.04,-176.5
2001-09-05,6.68,-0.04,-167.0
2001-09-06,6.5,-0.04,-162.5
2001-09-07,7.25,-0.04,-181.25
2001-09-10,6.97,-0.04,-174.25
2001-09-17,6.75,-0.04,-168.75
2001-09-18,6.45,-0.04,-161.25
2001-09-19,6.19,-0.04,-154.75
2001-09-20,5.72,-0.04,-143.0
2001-09-21,5.68,-0.04,-142.0
2001-09-24,6.5,-0.04,-162.5
2001-09-25,6.05,-0.04,-151.25
2001-09-26,5.2,-0.04,-130.0
2001-09-27,4.46,-0.04,-111.5
2001-09-28,4.64,-0.04,-115.99999999999999
2001-10-01,3.63,-0.04,-90.75
2001-10-02,4.27,-0.04,-106.74999999999999
2001-10-03,4.65,-0.04,-116.25
2001-10-04,5.5,-0.04,-137.5
2001-10-05,5.3,-0.04,-132.5
2001-10-08,5.44,-0.04,-136.0
2001-10-09,6.08,-0.04,-152.0
2001-10-10,6.41,-0.04,-160.25
2001-10-11,7.38,-0.04,-184.5
2001-10-12,7.9,-0.04,-197.5
2001-10-15,7.93,-0.04,-198.25
2001-10-16,8.01,-0.04,-200.25
2001-10-17,7.36,-0.04,-184.0
2001-10-18,7.37,-0.04,-184.25
2001-10-19,7.72,-0.04,-193.0
2001-10-22,7.7,-0.04,-192.5
2001-10-23,7.52,-0.04,-187.99999999999997
2001-10-24,7.56,-0.04,-189.0
2001-10-25,7.95,-0.04,-198.75
2001-10-26,8.28,-0.04,-206.99999999999997
2001-10-29,7.6,-0.04,-190.0
2001-10-30,7.38,-0.04,-184.5
2001-10-31,7.55,-0.04,-188.75
2001-11-01,8.38,-0.04,-209.50000000000003
2001-11-02,8.46,-0.04,-211.50000000000003
2001-11-05,8.99,-0.04,-224.75
2001-11-06,9.96,-0.04,-249.00000000000003
2001-11-07,10.63,-0.04,-265.75
2001-11-08,9.34,-0.04,-233.5
2001-11-09,9.6,-0.04,-240.0
2001-11-12,10.21,-0.04,-255.25000000000003
2001-11-13,11.01,-0.04,-275.25
2001-11-14,11.57,-0.04,-289.25
2001-11-15,10.64,-0.04,-266.0
2001-11-16,10.76,-0.04,-269.0
2001-11-19,11.69,-0.04,-292.25
2001-11-20,11.29,-0.04,-282.25
2001-11-21,11.01,-0.04,-275.25
2001-11-23,11.36,-0.04,-284.0
2001-11-26,11.78,-0.04,-294.5
