date,FCX,FCX_EPS,PE Ratio
1997-01-10,14.75,0.12,122.91666666666667
1997-01-13,14.81,0.12,123.41666666666667
1997-01-14,15.31,0.12,127.58333333333334
1997-01-15,15.38,0.12,128.16666666666669
1997-01-16,15.38,0.12,128.16666666666669
1997-01-17,15.81,0.12,131.75
1997-01-20,15.81,0.12,131.75
1997-01-21,15.69,0.12,130.75
1997-01-22,15.06,0.12,125.50000000000001
1997-01-23,15.06,0.12,125.50000000000001
1997-01-24,14.81,0.12,123.41666666666667
1997-01-27,14.44,0.12,120.33333333333333
1997-01-28,14.25,0.12,118.75
1997-01-29,14.56,0.12,121.33333333333334
1997-01-30,14.69,0.12,122.41666666666667
1997-01-31,14.38,0.12,119.83333333333334
1997-02-03,14.44,0.12,120.33333333333333
1997-02-04,14.13,0.12,117.75000000000001
1997-02-05,14.19,0.12,118.25
1997-02-06,14.0,0.12,116.66666666666667
1997-02-07,14.06,0.12,117.16666666666667
1997-02-10,13.88,0.12,115.66666666666667
1997-02-11,13.88,0.12,115.66666666666667
1997-02-12,14.44,0.12,120.33333333333333
1997-02-13,14.63,0.12,121.91666666666667
1997-02-14,15.75,0.12,131.25
1997-02-18,17.06,0.12,142.16666666666666
1997-02-19,16.69,0.12,139.08333333333334
1997-02-20,17.0,0.12,141.66666666666669
1997-02-21,16.69,0.12,139.08333333333334
1997-02-24,16.88,0.12,140.66666666666666
1997-02-25,16.63,0.12,138.58333333333334
1997-02-26,16.38,0.12,136.5
1997-02-27,16.81,0.12,140.08333333333331
1997-02-28,17.0,0.12,141.66666666666669
1997-03-03,16.94,0.12,141.16666666666669
1997-03-04,16.75,0.12,139.58333333333334
1997-03-05,16.5,0.12,137.5
1997-03-06,16.81,0.12,140.08333333333331
1997-03-07,16.56,0.12,138.0
1997-03-10,16.63,0.12,138.58333333333334
1997-03-11,16.56,0.12,138.0
1997-03-12,16.38,0.12,136.5
1997-03-13,16.06,0.12,133.83333333333331
1997-03-14,15.88,0.12,132.33333333333334
1997-03-17,15.75,0.12,131.25
1997-03-18,15.94,0.12,132.83333333333334
1997-03-19,15.75,0.12,131.25
1997-03-20,15.69,0.12,130.75
1997-03-21,15.31,0.12,127.58333333333334
1997-03-24,15.94,0.12,132.83333333333334
1997-03-25,15.94,0.12,132.83333333333334
1997-03-26,15.94,0.12,132.83333333333334
1997-03-27,15.06,0.12,125.50000000000001
1997-03-31,15.19,0.12,126.58333333333333
1997-04-01,15.0,0.12,125.0
1997-04-02,14.81,0.12,123.41666666666667
1997-04-03,14.25,0.12,118.75
1997-04-04,14.19,0.12,118.25
1997-04-07,13.56,0.12,113.00000000000001
1997-04-08,13.81,0.12,115.08333333333334
1997-04-09,13.75,0.12,114.58333333333334
1997-04-10,13.94,0.12,116.16666666666667
1997-04-11,13.44,0.12,112.0
1997-04-14,13.44,0.12,112.0
1997-04-15,13.81,0.12,115.08333333333334
1997-04-16,14.25,0.12,118.75
1997-04-17,14.63,0.12,121.91666666666667
1997-04-18,15.06,0.12,125.50000000000001
1997-04-21,14.88,0.12,124.00000000000001
1997-04-22,14.69,0.12,122.41666666666667
1997-04-23,14.56,0.12,121.33333333333334
1997-04-24,14.44,0.12,120.33333333333333
1997-04-25,14.38,0.12,119.83333333333334
1997-04-28,14.56,0.12,121.33333333333334
1997-04-29,14.56,0.12,121.33333333333334
1997-04-30,14.56,0.12,121.33333333333334
1997-05-01,14.94,0.12,124.5
1997-05-02,14.69,0.12,122.41666666666667
1997-05-05,15.38,0.12,128.16666666666669
1997-05-06,15.5,0.12,129.16666666666669
1997-05-07,15.38,0.12,128.16666666666669
1997-05-08,15.5,0.12,129.16666666666669
1997-05-09,15.44,0.12,128.66666666666666
1997-05-12,15.63,0.12,130.25
1997-05-13,15.44,0.12,128.66666666666666
1997-05-14,15.13,0.12,126.08333333333334
1997-05-15,15.56,0.12,129.66666666666669
1997-05-16,15.19,0.12,126.58333333333333
1997-05-19,15.25,0.12,127.08333333333334
1997-05-20,15.25,0.12,127.08333333333334
1997-05-21,15.13,0.12,126.08333333333334
1997-05-22,15.06,0.12,125.50000000000001
1997-05-23,15.25,0.12,127.08333333333334
1997-05-27,15.31,0.12,127.58333333333334
1997-05-28,15.0,0.12,125.0
1997-05-29,14.81,0.12,123.41666666666667
1997-05-30,14.56,0.12,121.33333333333334
1997-06-02,14.44,0.12,120.33333333333333
1997-06-03,14.13,0.12,117.75000000000001
1997-06-04,14.19,0.12,118.25
1997-06-05,14.13,0.12,117.75000000000001
1997-06-06,14.44,0.12,120.33333333333333
1997-06-09,14.38,0.12,119.83333333333334
1997-06-10,14.25,0.12,118.75
1997-06-11,14.25,0.12,118.75
1997-06-12,14.31,0.12,119.25000000000001
1997-06-13,14.25,0.12,118.75
1997-06-16,14.31,0.12,119.25000000000001
1997-06-17,14.38,0.12,119.83333333333334
1997-06-18,14.38,0.12,119.83333333333334
1997-06-19,14.81,0.12,123.41666666666667
1997-06-20,14.69,0.12,122.41666666666667
1997-06-23,14.38,0.12,119.83333333333334
1997-06-24,14.75,0.12,122.91666666666667
1997-06-25,14.5,0.12,120.83333333333334
1997-06-26,14.5,0.12,120.83333333333334
1997-06-27,14.41,0.12,120.08333333333334
1997-06-30,15.56,0.12,129.66666666666669
1997-07-01,14.72,0.12,122.66666666666667
1997-07-02,14.75,0.12,122.91666666666667
1997-07-03,14.69,0.12,122.41666666666667
1997-07-07,14.13,0.12,117.75000000000001
1997-07-08,14.16,0.12,118.0
1997-07-09,13.88,0.12,115.66666666666667
1997-07-10,13.94,0.12,116.16666666666667
1997-07-11,13.84,0.12,115.33333333333334
1997-07-14,13.94,0.12,116.16666666666667
1997-07-15,13.91,0.12,115.91666666666667
1997-07-16,13.81,0.12,115.08333333333334
1997-07-17,13.78,0.12,114.83333333333333
1997-07-18,13.81,0.12,115.08333333333334
1997-07-21,13.81,0.12,115.08333333333334
1997-07-22,13.94,0.12,116.16666666666667
1997-07-23,13.78,0.12,114.83333333333333
1997-07-24,13.78,0.12,114.83333333333333
1997-07-25,13.75,0.12,114.58333333333334
1997-07-28,13.88,0.12,115.66666666666667
1997-07-29,14.03,0.12,116.91666666666667
1997-07-30,14.5,0.12,120.83333333333334
1997-07-31,14.63,0.12,121.91666666666667
1997-08-01,14.69,0.12,122.41666666666667
1997-08-04,14.69,0.12,122.41666666666667
1997-08-05,14.63,0.12,121.91666666666667
1997-08-06,14.72,0.17,86.58823529411764
1997-08-07,14.84,0.17,87.29411764705881
1997-08-08,14.97,0.17,88.05882352941177
1997-08-11,15.06,0.17,88.58823529411764
1997-08-12,14.81,0.17,87.11764705882352
1997-08-13,14.94,0.17,87.88235294117646
1997-08-14,14.84,0.17,87.29411764705881
1997-08-15,14.75,0.17,86.76470588235294
1997-08-18,14.69,0.17,86.41176470588235
1997-08-19,14.59,0.17,85.8235294117647
1997-08-20,14.59,0.17,85.8235294117647
1997-08-21,14.41,0.17,84.76470588235294
1997-08-22,14.5,0.17,85.29411764705881
1997-08-25,14.47,0.17,85.11764705882352
1997-08-26,14.44,0.17,84.94117647058823
1997-08-27,14.19,0.17,83.4705882352941
1997-08-28,14.06,0.17,82.70588235294117
1997-08-29,14.0,0.17,82.35294117647058
1997-09-02,14.0,0.17,82.35294117647058
1997-09-03,14.0,0.17,82.35294117647058
1997-09-04,14.03,0.17,82.52941176470587
1997-09-05,14.0,0.17,82.35294117647058
1997-09-08,14.06,0.17,82.70588235294117
1997-09-09,13.94,0.17,81.99999999999999
1997-09-10,14.0,0.17,82.35294117647058
1997-09-11,13.88,0.17,81.6470588235294
1997-09-12,13.88,0.17,81.6470588235294
1997-09-15,13.88,0.17,81.6470588235294
1997-09-16,13.75,0.17,80.88235294117646
1997-09-17,13.72,0.17,80.70588235294117
1997-09-18,13.75,0.17,80.88235294117646
1997-09-19,13.69,0.17,80.52941176470587
1997-09-22,13.81,0.17,81.23529411764706
1997-09-23,13.97,0.17,82.17647058823529
1997-09-24,13.78,0.17,81.05882352941175
1997-09-25,14.31,0.17,84.17647058823529
1997-09-26,14.0,0.17,82.35294117647058
1997-09-29,14.06,0.17,82.70588235294117
1997-09-30,14.41,0.17,84.76470588235294
1997-10-01,14.63,0.17,86.05882352941177
1997-10-02,14.91,0.17,87.70588235294117
1997-10-03,14.78,0.17,86.94117647058823
1997-10-06,14.72,0.17,86.58823529411764
1997-10-07,14.63,0.17,86.05882352941177
1997-10-08,14.41,0.17,84.76470588235294
1997-10-09,14.19,0.17,83.4705882352941
1997-10-10,14.19,0.17,83.4705882352941
1997-10-13,14.22,0.17,83.6470588235294
1997-10-14,14.13,0.17,83.11764705882352
1997-10-15,14.06,0.17,82.70588235294117
1997-10-16,14.03,0.17,82.52941176470587
1997-10-17,14.0,0.17,82.35294117647058
1997-10-20,14.09,0.17,82.88235294117646
1997-10-21,14.13,0.17,83.11764705882352
1997-10-22,14.0,0.17,82.35294117647058
1997-10-23,13.94,0.17,81.99999999999999
1997-10-24,13.78,0.17,81.05882352941175
1997-10-27,12.88,0.17,75.76470588235294
1997-10-28,12.59,0.17,74.05882352941175
1997-10-29,12.31,0.17,72.41176470588235
1997-10-30,12.03,0.17,70.76470588235293
1997-10-31,11.97,0.17,70.41176470588235
1997-11-03,12.38,0.17,72.82352941176471
1997-11-04,12.41,0.17,73.0
1997-11-05,12.28,0.17,72.23529411764704
1997-11-06,12.25,0.17,72.05882352941175
1997-11-07,12.0,0.17,70.58823529411764
1997-11-10,11.88,0.17,69.88235294117646
1997-11-11,11.91,0.17,70.05882352941175
1997-11-12,11.69,0.17,68.76470588235293
1997-11-13,11.5,0.17,67.6470588235294
1997-11-14,11.41,0.17,67.11764705882352
1997-11-17,11.5,0.17,67.6470588235294
1997-11-18,11.25,0.17,66.17647058823529
1997-11-19,11.28,0.17,66.35294117647058
1997-11-20,11.28,0.17,66.35294117647058
1997-11-21,11.25,0.17,66.17647058823529
1997-11-24,11.16,0.17,65.6470588235294
1997-11-25,11.09,0.17,65.23529411764706
1997-11-26,10.56,0.17,62.11764705882353
1997-11-28,10.47,0.17,61.588235294117645
1997-12-01,10.19,0.17,59.941176470588225
1997-12-02,10.34,0.17,60.8235294117647
1997-12-03,10.09,0.17,59.35294117647058
1997-12-04,9.94,0.17,58.47058823529411
1997-12-05,10.0,0.17,58.8235294117647
1997-12-08,10.06,0.17,59.17647058823529
1997-12-09,9.81,0.17,57.705882352941174
1997-12-10,8.38,0.17,49.294117647058826
1997-12-11,8.0,0.17,47.05882352941176
1997-12-12,7.97,0.17,46.882352941176464
1997-12-15,7.75,0.17,45.588235294117645
1997-12-16,7.72,0.17,45.41176470588235
1997-12-17,7.66,0.17,45.05882352941176
1997-12-18,7.56,0.17,44.47058823529411
1997-12-19,7.53,0.17,44.29411764705882
1997-12-22,7.56,0.17,44.47058823529411
1997-12-23,7.56,0.17,44.47058823529411
1997-12-24,7.66,0.17,45.05882352941176
1997-12-26,7.63,0.17,44.882352941176464
1997-12-29,7.72,0.17,45.41176470588235
1997-12-30,7.81,0.17,45.94117647058823
1997-12-31,7.88,0.17,46.35294117647059
