date,WYNN,WYNN_EPS,PE Ratio
2003-01-28,14.26,-5.97,-2.388609715242881
2003-01-29,14.03,-5.97,-2.3500837520938025
2003-01-30,13.77,-5.97,-2.306532663316583
2003-01-31,13.75,-5.97,-2.3031825795644894
2003-02-03,13.64,-5.97,-2.284757118927973
2003-02-04,13.58,-5.97,-2.274706867671692
2003-02-05,13.55,-5.97,-2.2696817420435513
2003-02-06,14.4,-5.97,-2.412060301507538
2003-02-07,13.95,-5.97,-2.336683417085427
2003-02-10,13.71,-5.97,-2.2964824120603016
2003-02-11,14.31,-5.97,-2.3969849246231156
2003-02-12,13.94,-5.97,-2.33500837520938
2003-02-13,13.98,-5.97,-2.341708542713568
2003-02-14,14.33,-5.97,-2.4003350083752095
2003-02-18,14.45,-5.97,-2.420435510887772
2003-02-19,14.29,-5.97,-2.3936348408710217
2003-02-20,14.06,-5.97,-2.355108877721943
2003-02-21,14.06,-5.97,-2.355108877721943
2003-02-24,14.0,-5.97,-2.345058626465662
2003-02-25,14.18,-5.97,-2.375209380234506
2003-02-26,13.95,-5.97,-2.336683417085427
2003-02-27,13.95,-5.97,-2.336683417085427
2003-02-28,14.22,-5.97,-2.381909547738694
2003-03-03,14.08,-5.97,-2.358458961474037
2003-03-04,14.05,-5.97,-2.3534338358458964
2003-03-05,13.92,-5.97,-2.3316582914572863
2003-03-06,14.0,-5.97,-2.345058626465662
2003-03-07,14.16,-5.97,-2.371859296482412
2003-03-10,14.16,-5.97,-2.371859296482412
2003-03-11,14.08,-5.97,-2.358458961474037
2003-03-12,13.83,-5.97,-2.3165829145728645
2003-03-13,14.07,-5.97,-2.3567839195979903
2003-03-14,14.05,-5.97,-2.3534338358458964
2003-03-17,14.12,-5.97,-2.3651591289782243
2003-03-18,14.14,-5.97,-2.3685092127303187
2003-03-19,14.12,-5.97,-2.3651591289782243
2003-03-20,14.2,-5.97,-2.3785594639865995
2003-03-21,14.57,-5.97,-2.4405360134003353
2003-03-24,14.31,-5.97,-2.3969849246231156
2003-03-25,15.4,-5.97,-2.579564489112228
2003-03-26,15.0,-5.97,-2.512562814070352
2003-03-27,14.63,-5.97,-2.4505862646566166
2003-03-28,15.04,0.0,inf
2003-03-31,15.4,0.0,inf
2003-04-01,14.91,0.0,inf
2003-04-02,15.01,0.0,inf
2003-04-03,14.85,0.0,inf
2003-04-04,15.34,0.0,inf
2003-04-07,15.87,0.0,inf
2003-04-08,16.25,0.0,inf
2003-04-09,16.530001,0.0,inf
2003-04-10,16.120001,0.0,inf
2003-04-11,16.219999,0.0,inf
2003-04-14,16.15,0.0,inf
2003-04-15,16.299999,0.0,inf
2003-04-16,16.110001,0.0,inf
2003-04-17,16.01,0.0,inf
2003-04-21,15.62,0.0,inf
2003-04-22,15.52,0.0,inf
2003-04-23,16.92,0.0,inf
2003-04-24,16.6,0.0,inf
2003-04-25,17.02,0.0,inf
2003-04-28,17.370001,0.0,inf
2003-04-29,17.24,0.0,inf
2003-04-30,17.0,0.0,inf
2003-05-01,17.16,0.0,inf
2003-05-02,17.15,0.0,inf
2003-05-05,17.25,0.0,inf
2003-05-06,17.57,0.0,inf
2003-05-07,17.540001,0.0,inf
2003-05-08,17.209999,0.0,inf
2003-05-09,16.9,0.0,inf
2003-05-12,17.299999,0.0,inf
2003-05-13,17.4,0.0,inf
2003-05-14,17.9,0.0,inf
2003-05-15,17.959999,0.0,inf
2003-05-16,19.01,0.0,inf
2003-05-19,18.950001,0.0,inf
2003-05-20,19.0,0.0,inf
2003-05-21,18.82,0.0,inf
2003-05-22,18.98,0.0,inf
2003-05-23,18.639999,0.0,inf
2003-05-27,18.57,0.0,inf
2003-05-28,18.530001,0.0,inf
2003-05-29,18.65,0.0,inf
2003-05-30,18.83,0.0,inf
2003-06-02,18.950001,0.0,inf
2003-06-03,18.51,0.0,inf
2003-06-04,18.25,0.0,inf
2003-06-05,18.33,0.0,inf
2003-06-06,18.6,0.0,inf
2003-06-09,18.27,0.0,inf
2003-06-10,18.0,0.0,inf
2003-06-11,18.0,0.0,inf
2003-06-12,17.959999,0.0,inf
2003-06-13,17.92,0.0,inf
2003-06-16,17.99,0.0,inf
2003-06-17,17.92,0.0,inf
2003-06-18,17.99,0.0,inf
2003-06-19,18.0,0.0,inf
2003-06-20,18.0,0.0,inf
2003-06-23,17.48,0.0,inf
2003-06-24,17.48,0.0,inf
2003-06-25,17.26,0.0,inf
2003-06-26,17.42,0.0,inf
2003-06-27,17.75,0.0,inf
2003-06-30,17.74,0.0,inf
2003-07-01,17.57,0.0,inf
2003-07-02,17.700001,0.0,inf
2003-07-03,17.379999,0.0,inf
2003-07-07,17.51,0.0,inf
2003-07-08,17.9,0.0,inf
2003-07-09,17.82,0.0,inf
2003-07-10,17.700001,0.0,inf
2003-07-11,17.49,0.0,inf
2003-07-14,17.290001,0.0,inf
2003-07-15,17.549999,0.0,inf
2003-07-16,16.870001,0.0,inf
2003-07-17,16.889999,0.0,inf
2003-07-18,16.66,0.0,inf
2003-07-21,16.709999,0.0,inf
2003-07-22,16.549999,0.0,inf
2003-07-23,16.26,0.0,inf
2003-07-24,16.35,0.0,inf
2003-07-25,16.4,0.0,inf
2003-07-28,16.5,0.0,inf
2003-07-29,16.950001,0.0,inf
2003-07-30,16.98,0.0,inf
2003-07-31,17.049999,0.0,inf
2003-08-01,16.719999,0.0,inf
2003-08-04,16.799999,0.0,inf
2003-08-05,16.23,0.0,inf
2003-08-06,16.389999,0.0,inf
2003-08-07,16.030001,0.0,inf
2003-08-08,15.5,0.0,inf
2003-08-11,15.63,0.0,inf
2003-08-12,15.57,0.0,inf
2003-08-13,15.29,0.0,inf
2003-08-14,15.31,0.0,inf
2003-08-15,15.6,0.0,inf
2003-08-18,15.49,0.0,inf
2003-08-19,15.58,0.0,inf
2003-08-20,15.6,0.0,inf
2003-08-21,15.51,0.0,inf
2003-08-22,16.66,0.0,inf
2003-08-25,16.370001,0.0,inf
2003-08-26,16.35,0.0,inf
2003-08-27,16.040001,0.0,inf
2003-08-28,16.16,0.0,inf
2003-08-29,16.65,0.0,inf
2003-09-02,16.65,0.0,inf
2003-09-03,16.5,0.0,inf
2003-09-04,16.290001,0.0,inf
2003-09-05,16.32,0.0,inf
2003-09-08,16.959999,0.0,inf
2003-09-09,16.67,0.0,inf
2003-09-10,16.639999,0.0,inf
2003-09-11,16.66,0.0,inf
2003-09-12,16.969999,0.0,inf
2003-09-15,17.139999,0.0,inf
2003-09-16,17.35,0.0,inf
2003-09-17,17.940001,0.0,inf
2003-09-18,17.76,0.0,inf
2003-09-19,17.93,0.0,inf
2003-09-22,17.66,0.0,inf
2003-09-23,18.4,0.0,inf
2003-09-24,18.309999,0.0,inf
2003-09-25,18.309999,0.0,inf
2003-09-26,18.08,0.0,inf
2003-09-29,18.280001,0.0,inf
2003-09-30,18.18,0.0,inf
2003-10-01,18.6,0.0,inf
2003-10-02,18.950001,0.0,inf
2003-10-03,19.0,0.0,inf
2003-10-06,19.1,0.0,inf
2003-10-07,19.040001,0.0,inf
2003-10-08,18.799999,0.0,inf
2003-10-09,18.91,0.0,inf
2003-10-10,18.85,0.0,inf
2003-10-13,19.01,0.0,inf
2003-10-14,19.25,0.0,inf
2003-10-15,19.49,0.0,inf
2003-10-16,19.879999,0.0,inf
2003-10-17,20.049999,0.0,inf
2003-10-20,20.0,0.0,inf
2003-10-21,19.85,0.0,inf
2003-10-22,19.889999,0.0,inf
2003-10-23,19.77,0.0,inf
2003-10-24,20.209999,0.0,inf
2003-10-27,20.65,0.0,inf
2003-10-28,21.459999,0.0,inf
2003-10-29,22.49,0.0,inf
2003-10-30,21.1,0.0,inf
2003-10-31,20.16,0.0,inf
2003-11-03,19.75,0.0,inf
2003-11-04,19.99,0.0,inf
2003-11-05,19.85,0.0,inf
2003-11-06,19.91,0.0,inf
2003-11-07,20.0,0.0,inf
2003-11-10,19.959999,0.0,inf
2003-11-11,20.01,0.0,inf
2003-11-12,19.950001,0.0,inf
2003-11-13,19.99,0.0,inf
2003-11-14,20.0,0.0,inf
2003-11-17,19.940001,0.0,inf
2003-11-18,20.15,0.0,inf
2003-11-19,20.18,0.0,inf
2003-11-20,21.5,0.0,inf
2003-11-21,21.5,0.0,inf
2003-11-24,21.57,0.0,inf
2003-11-25,23.5,0.0,inf
2003-11-26,24.309999,0.0,inf
2003-11-28,24.889999,0.0,inf
2003-12-01,24.690001,0.0,inf
2003-12-02,24.77,0.0,inf
2003-12-03,26.0,0.0,inf
2003-12-04,25.85,0.0,inf
2003-12-05,25.610001,0.0,inf
2003-12-08,25.530001,0.0,inf
2003-12-09,25.870001,0.0,inf
2003-12-10,26.15,0.0,inf
2003-12-11,26.26,0.0,inf
2003-12-12,27.610001,0.0,inf
2003-12-15,27.120001,0.0,inf
2003-12-16,26.719999,0.0,inf
2003-12-17,26.59,0.0,inf
2003-12-18,26.870001,0.0,inf
2003-12-19,27.23,0.0,inf
2003-12-22,26.950001,0.0,inf
2003-12-23,26.959999,0.0,inf
2003-12-24,26.709999,0.0,inf
2003-12-26,27.51,0.0,inf
2003-12-29,27.85,0.0,inf
2003-12-30,28.18,0.0,inf
2003-12-31,28.01,0.0,inf
2004-01-02,28.360001,0.0,inf
2004-01-05,28.700001,0.0,inf
2004-01-06,28.27,0.0,inf
2004-01-07,28.52,0.0,inf
2004-01-08,28.389999,0.0,inf
2004-01-09,27.92,0.0,inf
2004-01-12,28.1,0.0,inf
2004-01-13,27.59,0.0,inf
2004-01-14,28.629999,0.0,inf
2004-01-15,28.1,0.0,inf
2004-01-16,28.34,0.0,inf
2004-01-20,28.620001,0.0,inf
2004-01-21,28.24,0.0,inf
2004-01-22,27.9,0.0,inf
2004-01-23,27.799999,0.0,inf
2004-01-26,30.120001,0.0,inf
2004-01-27,29.950001,0.0,inf
2004-01-28,29.25,0.0,inf
2004-01-29,29.35,0.0,inf
2004-01-30,29.530001,0.0,inf
2004-02-02,29.98,0.0,inf
2004-02-03,30.450001,0.0,inf
2004-02-04,31.030001,0.0,inf
2004-02-05,31.530001,0.0,inf
2004-02-06,32.799999,0.0,inf
2004-02-09,35.259998,0.0,inf
2004-02-10,34.369999,0.0,inf
2004-02-11,34.400002,0.0,inf
2004-02-12,34.650002,0.0,inf
2004-02-13,35.93,0.0,inf
2004-02-17,36.279999,0.0,inf
2004-02-18,35.880001,0.0,inf
2004-02-19,35.669998,0.0,inf
2004-02-20,34.18,0.0,inf
2004-02-23,33.439999,0.0,inf
2004-02-24,33.110001,0.0,inf
2004-02-25,33.349998,0.0,inf
2004-02-26,34.91,0.0,inf
2004-02-27,36.34,0.0,inf
2004-03-01,37.580002,0.0,inf
2004-03-02,37.52,0.0,inf
2004-03-03,37.91,0.0,inf
2004-03-04,38.5,0.0,inf
2004-03-05,39.16,0.0,inf
2004-03-08,38.959999,0.0,inf
2004-03-09,39.139999,0.0,inf
2004-03-10,39.16,0.0,inf
2004-03-11,35.849998,0.0,inf
2004-03-12,36.099998,0.0,inf
2004-03-15,34.939999,0.0,inf
2004-03-16,35.18,0.0,inf
2004-03-17,36.529999,0.0,inf
2004-03-18,36.029999,0.0,inf
2004-03-19,35.41,0.0,inf
2004-03-22,34.470001,0.0,inf
2004-03-23,33.970001,0.0,inf
2004-03-24,36.0,0.0,inf
2004-03-25,35.950001,0.0,inf
2004-03-26,35.880001,0.0,inf
2004-03-29,35.450001,0.0,inf
2004-03-30,34.990002,0.0,inf
2004-03-31,35.0,0.0,inf
2004-04-01,34.599998,0.0,inf
2004-04-02,35.009998,0.0,inf
2004-04-05,36.84,0.0,inf
2004-04-06,37.450001,0.0,inf
2004-04-07,37.09,0.0,inf
2004-04-08,36.84,0.0,inf
2004-04-12,37.169998,0.0,inf
2004-04-13,36.709999,0.0,inf
2004-04-14,36.619999,0.0,inf
2004-04-15,35.349998,0.0,inf
2004-04-16,36.419998,0.0,inf
2004-04-19,36.959999,0.0,inf
2004-04-20,37.080002,0.0,inf
2004-04-21,37.25,0.0,inf
2004-04-22,39.0,0.0,inf
2004-04-23,39.220001,0.0,inf
2004-04-26,39.889999,0.0,inf
2004-04-27,39.849998,0.0,inf
2004-04-28,38.970001,0.0,inf
2004-04-29,39.849998,0.0,inf
2004-04-30,39.93,0.0,inf
2004-05-03,41.59,0.0,inf
2004-05-04,40.0,0.0,inf
2004-05-05,40.75,0.0,inf
2004-05-06,40.27,0.0,inf
2004-05-07,38.25,0.0,inf
2004-05-10,36.82,0.0,inf
2004-05-11,37.84,0.0,inf
2004-05-12,38.32,0.0,inf
2004-05-13,38.150002,0.0,inf
2004-05-14,37.869999,0.0,inf
2004-05-17,37.240002,0.0,inf
2004-05-18,38.84,0.0,inf
2004-05-19,39.580002,0.0,inf
2004-05-20,40.380001,0.0,inf
2004-05-21,40.32,0.0,inf
2004-05-24,40.43,0.0,inf
2004-05-25,40.5,0.0,inf
2004-05-26,39.0,0.0,inf
2004-05-27,38.470001,0.0,inf
2004-05-28,38.66,0.0,inf
2004-06-01,39.959999,0.0,inf
2004-06-02,40.07,0.0,inf
2004-06-03,39.900002,0.0,inf
2004-06-04,40.599998,0.0,inf
2004-06-07,43.16,0.0,inf
2004-06-08,43.150002,0.0,inf
2004-06-09,43.02,0.0,inf
2004-06-10,41.57,0.0,inf
2004-06-14,40.259998,0.0,inf
2004-06-15,39.91,0.0,inf
2004-06-16,39.07,0.0,inf
2004-06-17,38.5,0.0,inf
2004-06-18,38.310001,0.0,inf
2004-06-21,37.470001,0.0,inf
2004-06-22,37.189999,0.0,inf
2004-06-23,37.799999,0.0,inf
2004-06-24,37.68,0.0,inf
2004-06-25,38.41,0.0,inf
2004-06-28,38.450001,0.0,inf
2004-06-29,39.130001,0.0,inf
2004-06-30,38.630001,0.0,inf
2004-07-01,38.389999,0.0,inf
2004-07-02,37.810001,0.0,inf
2004-07-06,37.790001,0.0,inf
2004-07-07,37.68,0.0,inf
2004-07-08,36.610001,0.0,inf
2004-07-09,36.189999,0.0,inf
2004-07-12,36.299999,0.0,inf
2004-07-13,36.41,0.0,inf
2004-07-14,35.900002,0.0,inf
2004-07-15,36.07,0.0,inf
2004-07-16,35.599998,0.0,inf
2004-07-19,35.18,0.0,inf
2004-07-20,34.740002,0.0,inf
2004-07-21,36.09,0.0,inf
2004-07-22,35.66,0.0,inf
2004-07-23,36.18,0.0,inf
2004-07-26,36.259998,0.0,inf
2004-07-27,35.810001,0.0,inf
2004-07-28,34.990002,0.0,inf
2004-07-29,35.290001,0.0,inf
2004-07-30,35.779999,0.0,inf
2004-08-02,36.779999,0.0,inf
2004-08-03,36.049999,0.0,inf
2004-08-04,35.369999,0.0,inf
2004-08-05,35.18,0.0,inf
2004-08-06,34.73,0.0,inf
2004-08-09,34.799999,0.0,inf
2004-08-10,36.040001,0.0,inf
2004-08-11,36.450001,0.0,inf
2004-08-12,35.84,0.0,inf
2004-08-13,35.099998,0.0,inf
2004-08-16,34.93,0.0,inf
2004-08-17,35.279999,0.0,inf
2004-08-18,35.09,0.0,inf
2004-08-19,35.580002,0.0,inf
2004-08-20,35.720001,0.0,inf
2004-08-23,36.5,0.0,inf
2004-08-24,36.98,0.0,inf
2004-08-25,37.509998,0.0,inf
2004-08-26,38.310001,0.0,inf
2004-08-27,38.810001,0.0,inf
2004-08-30,38.709999,0.0,inf
2004-08-31,38.599998,0.0,inf
2004-09-01,38.759998,0.0,inf
2004-09-02,39.540001,0.0,inf
2004-09-03,39.18,0.0,inf
2004-09-07,39.939999,0.0,inf
2004-09-08,39.619999,0.0,inf
2004-09-09,40.259998,0.0,inf
2004-09-10,40.599998,0.0,inf
2004-09-13,42.060001,0.0,inf
2004-09-14,41.5,0.0,inf
2004-09-15,41.290001,0.0,inf
2004-09-16,41.18,0.0,inf
2004-09-17,41.459999,0.0,inf
2004-09-20,41.84,0.0,inf
2004-09-21,42.880001,0.0,inf
2004-09-22,42.740002,0.0,inf
2004-09-23,45.509998,0.0,inf
2004-09-24,47.790001,0.0,inf
2004-09-27,50.080002,0.0,inf
2004-09-28,52.060001,0.0,inf
2004-09-29,50.939999,0.0,inf
2004-09-30,51.689999,0.0,inf
2004-10-01,50.98,0.0,inf
2004-10-04,53.290001,0.0,inf
2004-10-05,53.5,0.0,inf
2004-10-06,53.709999,0.0,inf
2004-10-07,52.84,0.0,inf
2004-10-08,52.959999,0.0,inf
2004-10-11,53.330002,0.0,inf
2004-10-12,52.759998,0.0,inf
2004-10-13,52.400002,0.0,inf
2004-10-14,52.299999,0.0,inf
2004-10-15,52.23,0.0,inf
2004-10-18,54.18,0.0,inf
2004-10-19,54.43,0.0,inf
2004-10-20,52.549999,0.0,inf
2004-10-21,53.689999,0.0,inf
2004-10-22,52.950001,0.0,inf
2004-10-25,53.950001,0.0,inf
2004-10-26,55.200001,0.0,inf
2004-10-27,57.59,0.0,inf
2004-10-28,57.279999,0.0,inf
2004-10-29,58.150002,0.0,inf
2004-11-01,58.09,0.0,inf
2004-11-02,59.439999,0.0,inf
2004-11-03,61.220001,0.0,inf
2004-11-04,62.25,0.0,inf
2004-11-05,63.009998,0.0,inf
2004-11-08,64.190002,0.0,inf
2004-11-09,60.93,0.0,inf
2004-11-10,62.32,0.0,inf
2004-11-11,60.400002,0.0,inf
2004-11-12,59.610001,0.0,inf
2004-11-15,60.43,0.0,inf
2004-11-16,60.099998,0.0,inf
2004-11-17,60.740002,0.0,inf
2004-11-18,60.869999,0.0,inf
2004-11-19,58.400002,0.0,inf
2004-11-22,57.52,0.0,inf
2004-11-23,58.459999,0.0,inf
2004-11-24,58.900002,0.0,inf
2004-11-26,59.16,0.0,inf
2004-11-29,59.189999,0.0,inf
2004-11-30,58.09,0.0,inf
2004-12-01,59.59,0.0,inf
2004-12-02,58.0,0.0,inf
2004-12-03,60.369999,0.0,inf
2004-12-06,61.509998,0.0,inf
2004-12-07,61.93,0.0,inf
2004-12-08,61.639999,0.0,inf
2004-12-09,61.400002,0.0,inf
2004-12-10,64.099998,0.0,inf
2004-12-13,65.580002,0.0,inf
2004-12-14,66.550003,0.0,inf
2004-12-15,66.629997,0.0,inf
2004-12-16,69.790001,0.0,inf
2004-12-17,70.379997,0.0,inf
2004-12-20,68.639999,0.0,inf
2004-12-21,66.849998,0.0,inf
2004-12-22,67.82,0.0,inf
2004-12-23,67.43,0.0,inf
2004-12-27,66.839996,0.0,inf
2004-12-28,68.410004,0.0,inf
2004-12-29,67.389999,0.0,inf
2004-12-30,67.279999,0.0,inf
2004-12-31,66.919998,0.0,inf
2005-01-03,65.550003,0.0,inf
2005-01-04,65.410004,0.0,inf
2005-01-05,66.150002,0.0,inf
2005-01-06,68.830002,0.0,inf
2005-01-07,66.540001,0.0,inf
2005-01-10,66.800003,0.0,inf
2005-01-11,66.720001,0.0,inf
2005-01-12,65.629997,0.0,inf
2005-01-13,65.260002,0.0,inf
2005-01-14,65.440002,0.0,inf
2005-01-18,67.989998,0.0,inf
2005-01-19,68.040001,0.0,inf
2005-01-20,64.900002,0.0,inf
2005-01-21,62.650002,0.0,inf
2005-01-24,61.799999,0.0,inf
2005-01-25,61.43,0.0,inf
2005-01-26,62.349998,0.0,inf
2005-01-27,61.41,0.0,inf
2005-01-28,62.869999,0.0,inf
2005-01-31,65.559998,0.0,inf
2005-02-01,67.260002,0.0,inf
2005-02-02,68.0,0.0,inf
2005-02-03,67.400002,0.0,inf
2005-02-04,69.5,0.0,inf
2005-02-07,71.300003,0.0,inf
2005-02-08,70.709999,0.0,inf
2005-02-09,69.25,0.0,inf
2005-02-10,69.68,0.0,inf
2005-02-11,70.589996,0.0,inf
2005-02-14,71.389999,0.0,inf
2005-02-15,74.449997,0.0,inf
2005-02-16,73.900002,0.0,inf
2005-02-17,73.230003,0.0,inf
2005-02-18,72.739998,0.0,inf
2005-02-22,70.169998,0.0,inf
2005-02-23,70.389999,0.0,inf
2005-02-24,71.900002,0.0,inf
2005-02-25,72.059998,0.0,inf
2005-02-28,71.57,0.0,inf
2005-03-01,71.959999,0.0,inf
2005-03-02,72.949997,0.0,inf
2005-03-03,72.349998,0.0,inf
2005-03-04,71.650002,0.0,inf
2005-03-07,74.25,0.0,inf
2005-03-08,72.290001,0.0,inf
2005-03-09,70.019997,0.0,inf
2005-03-10,69.830002,0.0,inf
2005-03-11,70.589996,0.0,inf
2005-03-14,71.779999,0.0,inf
2005-03-15,72.860001,0.0,inf
2005-03-16,71.889999,0.0,inf
2005-03-17,73.019997,0.0,inf
2005-03-18,71.93,0.0,inf
2005-03-21,71.599998,0.0,inf
2005-03-22,69.900002,0.0,inf
2005-03-23,69.139999,0.0,inf
2005-03-24,70.489998,0.0,inf
2005-03-28,71.25,0.0,inf
2005-03-29,68.040001,0.0,inf
2005-03-30,69.239998,0.0,inf
2005-03-31,67.739998,0.0,inf
2005-04-01,66.040001,0.0,inf
2005-04-04,63.669998,0.0,inf
2005-04-05,63.650002,0.0,inf
2005-04-06,64.050003,0.0,inf
2005-04-07,64.989998,0.0,inf
2005-04-08,63.130001,0.0,inf
2005-04-11,62.540001,0.0,inf
2005-04-12,64.489998,0.0,inf
2005-04-13,64.769997,0.0,inf
2005-04-14,62.16,0.0,inf
2005-04-15,59.82,0.0,inf
2005-04-18,59.110001,0.0,inf
2005-04-19,59.25,0.0,inf
2005-04-20,55.32,0.0,inf
2005-04-21,55.650002,0.0,inf
2005-04-22,53.009998,0.0,inf
2005-04-25,54.860001,0.0,inf
2005-04-26,56.349998,0.0,inf
2005-04-27,54.689999,0.0,inf
2005-04-28,53.5,0.0,inf
2005-04-29,52.939999,0.0,inf
2005-05-02,50.619999,0.0,inf
2005-05-03,47.299999,0.0,inf
2005-05-04,49.580002,0.0,inf
2005-05-05,49.169998,0.0,inf
2005-05-06,48.419998,0.0,inf
2005-05-09,47.610001,0.0,inf
2005-05-10,46.830002,0.0,inf
2005-05-11,46.169998,0.0,inf
2005-05-12,44.619999,0.0,inf
2005-05-13,43.82,0.0,inf
2005-05-16,44.57,0.0,inf
2005-05-17,45.330002,0.0,inf
2005-05-18,46.939999,0.0,inf
2005-05-19,47.950001,0.0,inf
2005-05-20,47.220001,0.0,inf
2005-05-23,46.189999,0.0,inf
2005-05-24,44.919998,0.0,inf
2005-05-25,44.0,0.0,inf
2005-05-26,44.900002,0.0,inf
2005-05-27,45.290001,0.0,inf
2005-05-31,46.849998,0.0,inf
2005-06-01,49.950001,0.0,inf
2005-06-02,53.400002,0.0,inf
2005-06-03,55.02,0.0,inf
2005-06-06,52.57,0.0,inf
2005-06-07,53.0,0.0,inf
2005-06-08,52.709999,0.0,inf
2005-06-09,52.889999,0.0,inf
2005-06-10,52.470001,0.0,inf
2005-06-13,52.240002,0.0,inf
2005-06-14,54.490002,0.0,inf
2005-06-15,53.75,0.0,inf
2005-06-16,54.360001,0.0,inf
2005-06-17,53.16,0.0,inf
2005-06-20,52.599998,0.0,inf
2005-06-21,52.25,0.0,inf
2005-06-22,52.900002,0.0,inf
2005-06-23,50.299999,0.0,inf
2005-06-24,49.509998,0.0,inf
2005-06-27,48.34,0.0,inf
2005-06-28,49.009998,0.0,inf
2005-06-29,49.490002,0.0,inf
2005-06-30,47.27,0.0,inf
2005-07-01,48.060001,0.0,inf
2005-07-05,49.23,0.0,inf
2005-07-06,49.529999,0.0,inf
2005-07-07,49.119999,0.0,inf
2005-07-08,51.59,0.0,inf
2005-07-11,53.200001,0.0,inf
2005-07-12,54.5,0.0,inf
2005-07-13,54.75,0.0,inf
2005-07-14,54.189999,0.0,inf
2005-07-15,55.099998,0.0,inf
2005-07-18,54.990002,0.0,inf
2005-07-19,55.16,0.0,inf
2005-07-20,56.200001,0.0,inf
2005-07-21,56.57,0.0,inf
2005-07-22,56.709999,0.0,inf
2005-07-25,56.919998,0.0,inf
2005-07-26,56.400002,0.0,inf
2005-07-27,56.279999,0.0,inf
2005-07-28,57.560001,0.0,inf
2005-07-29,56.299999,0.0,inf
2005-08-01,56.669998,0.0,inf
2005-08-02,54.32,0.0,inf
2005-08-03,52.240002,-0.7417458117637468,-70.4284421583481
2005-08-04,52.189999,-0.7417458117637468,-70.36102957683167
2005-08-05,51.880001,-0.7417458117637468,-69.943099343747
2005-08-08,52.09,-0.7417458117637468,-70.22621385099397
2005-08-09,52.860001,-0.7417458117637468,-71.26430666902966
2005-08-10,53.549999,-0.7417458117637468,-72.19454178334638
2005-08-11,53.599998,-0.7417458117637468,-72.26194897217987
2005-08-12,52.939999,-0.7417458117637468,-71.37215763189494
