date,BWA,BWA_EPS,PE Ratio
2010-05-25,17.8,0.65,27.384615384615383
2010-05-26,17.96,0.65,27.630769230769232
2010-05-27,19.03,0.65,29.276923076923076
2010-05-28,18.63,0.65,28.66153846153846
2010-06-01,18.22,0.65,28.030769230769227
2010-06-02,19.48,0.65,29.96923076923077
2010-06-03,19.99,0.65,30.75384615384615
2010-06-04,18.8,0.65,28.923076923076923
2010-06-07,18.34,0.65,28.215384615384615
2010-06-08,18.26,0.65,28.092307692307692
2010-06-09,18.18,0.65,27.96923076923077
2010-06-10,18.9,0.65,29.076923076923073
2010-06-11,18.91,0.65,29.092307692307692
2010-06-14,19.37,0.65,29.8
2010-06-15,20.62,0.65,31.723076923076924
2010-06-16,20.48,0.65,31.507692307692306
2010-06-17,20.55,0.65,31.615384615384617
2010-06-18,20.66,0.65,31.784615384615385
2010-06-21,20.91,0.65,32.169230769230765
2010-06-22,20.12,0.65,30.953846153846154
2010-06-23,20.25,0.65,31.153846153846153
2010-06-24,19.83,0.65,30.507692307692302
2010-06-25,19.65,0.65,30.230769230769226
2010-06-28,19.83,0.65,30.507692307692302
2010-06-29,18.75,0.65,28.846153846153847
2010-06-30,18.67,0.65,28.723076923076924
2010-07-01,19.06,0.65,29.32307692307692
2010-07-02,18.74,0.65,28.830769230769228
2010-07-06,18.04,0.65,27.75384615384615
2010-07-07,19.16,0.65,29.476923076923075
2010-07-08,19.45,0.65,29.92307692307692
2010-07-09,19.97,0.65,30.72307692307692
2010-07-12,19.93,0.65,30.66153846153846
2010-07-13,21.01,0.65,32.323076923076925
2010-07-14,21.34,0.65,32.83076923076923
2010-07-15,21.29,0.65,32.753846153846155
2010-07-16,20.22,0.65,31.107692307692304
2010-07-19,20.49,0.65,31.52307692307692
2010-07-20,21.12,0.65,32.49230769230769
2010-07-21,20.23,0.65,31.123076923076923
2010-07-22,21.09,0.65,32.44615384615385
2010-07-23,21.49,0.65,33.06153846153846
2010-07-26,21.89,0.65,33.676923076923075
2010-07-27,21.19,0.65,32.6
2010-07-28,21.06,0.65,32.4
2010-07-29,21.24,0.65,32.676923076923075
2010-07-30,21.93,1.37,16.00729927007299
2010-08-02,23.03,1.37,16.81021897810219
2010-08-03,22.92,1.37,16.72992700729927
2010-08-04,23.14,1.37,16.89051094890511
2010-08-05,23.47,1.37,17.131386861313867
2010-08-06,23.5,1.37,17.153284671532845
2010-08-09,23.75,1.37,17.33576642335766
2010-08-10,23.03,1.37,16.81021897810219
2010-08-11,22.9,1.37,16.71532846715328
2010-08-12,22.75,1.37,16.605839416058394
2010-08-13,22.66,1.37,16.54014598540146
2010-08-16,22.8,1.37,16.642335766423358
2010-08-17,23.33,1.37,17.02919708029197
2010-08-18,23.54,1.37,17.182481751824817
2010-08-19,22.63,1.37,16.518248175182478
2010-08-20,22.75,1.37,16.605839416058394
2010-08-23,22.43,1.37,16.372262773722625
2010-08-24,21.78,1.37,15.897810218978101
2010-08-25,21.8,1.37,15.912408759124087
2010-08-26,21.61,1.37,15.773722627737225
2010-08-27,22.05,1.37,16.094890510948904
2010-08-30,21.63,1.37,15.78832116788321
2010-08-31,21.83,1.37,15.934306569343063
2010-09-01,22.87,1.37,16.693430656934307
2010-09-02,23.37,1.37,17.05839416058394
2010-09-03,24.21,1.37,17.671532846715326
2010-09-07,23.81,1.37,17.37956204379562
2010-09-08,23.3,1.37,17.00729927007299
2010-09-09,23.09,1.37,16.854014598540143
2010-09-10,23.19,1.37,16.927007299270073
2010-09-13,23.84,1.37,17.401459854014597
2010-09-14,23.7,1.37,17.299270072992698
2010-09-15,23.84,1.37,17.401459854014597
2010-09-16,23.83,1.37,17.394160583941602
2010-09-17,23.83,1.37,17.394160583941602
2010-09-20,24.19,1.37,17.656934306569344
2010-09-21,24.33,1.37,17.75912408759124
2010-09-22,24.41,1.37,17.81751824817518
2010-09-23,23.86,1.37,17.416058394160583
2010-09-24,24.84,1.37,18.131386861313867
2010-09-27,25.18,1.37,18.37956204379562
2010-09-28,25.86,1.37,18.875912408759124
2010-09-29,25.83,1.37,18.854014598540143
2010-09-30,26.31,1.37,19.204379562043794
2010-10-01,26.09,1.37,19.043795620437955
2010-10-04,26.04,1.37,19.00729927007299
2010-10-05,26.64,1.37,19.445255474452555
2010-10-06,26.09,1.37,19.043795620437955
2010-10-07,25.77,1.37,18.81021897810219
2010-10-08,26.41,1.37,19.27737226277372
2010-10-11,26.26,1.37,19.16788321167883
2010-10-12,26.56,1.37,19.38686131386861
2010-10-13,27.04,1.37,19.73722627737226
2010-10-14,26.88,1.37,19.620437956204377
2010-10-15,27.09,1.37,19.773722627737225
2010-10-18,27.07,1.37,19.75912408759124
2010-10-19,26.68,1.37,19.474452554744524
2010-10-20,27.14,1.37,19.81021897810219
2010-10-21,27.06,1.37,19.751824817518244
2010-10-22,27.03,1.37,19.72992700729927
2010-10-25,27.14,1.37,19.81021897810219
2010-10-26,26.91,1.37,19.642335766423358
2010-10-27,27.6,2.31,11.948051948051948
2010-10-28,27.92,2.31,12.086580086580087
2010-10-29,28.06,2.31,12.147186147186146
2010-11-01,28.02,2.31,12.12987012987013
2010-11-02,28.14,2.31,12.181818181818182
2010-11-03,28.36,2.31,12.277056277056277
2010-11-04,29.26,2.31,12.666666666666668
2010-11-05,29.63,2.31,12.826839826839826
2010-11-08,29.56,2.31,12.796536796536795
2010-11-09,28.86,2.31,12.493506493506493
2010-11-10,29.33,2.31,12.696969696969695
2010-11-11,29.42,2.31,12.735930735930737
2010-11-12,28.82,2.31,12.476190476190476
2010-11-15,28.88,2.31,12.5021645021645
2010-11-16,28.25,2.31,12.229437229437229
2010-11-17,29.09,2.31,12.593073593073592
2010-11-18,29.73,2.31,12.87012987012987
2010-11-19,29.94,2.31,12.96103896103896
2010-11-22,30.38,2.31,13.15151515151515
2010-11-23,29.96,2.31,12.96969696969697
2010-11-24,30.46,2.31,13.186147186147187
2010-11-26,30.31,2.31,13.121212121212121
2010-11-29,29.97,2.31,12.974025974025974
2010-11-30,30.17,2.31,13.06060606060606
2010-12-01,31.63,2.31,13.692640692640692
2010-12-02,32.63,2.31,14.125541125541126
2010-12-03,33.22,2.31,14.38095238095238
2010-12-06,33.13,2.31,14.341991341991342
2010-12-07,32.87,2.31,14.229437229437227
2010-12-08,33.5,2.31,14.502164502164502
2010-12-09,33.58,2.31,14.536796536796535
2010-12-10,33.45,2.31,14.480519480519481
2010-12-13,33.42,2.31,14.467532467532468
2010-12-14,33.72,2.31,14.597402597402597
2010-12-15,34.08,2.31,14.753246753246753
2010-12-16,35.38,2.31,15.316017316017318
2010-12-17,35.53,2.31,15.380952380952381
2010-12-20,35.95,2.31,15.562770562770563
2010-12-21,36.28,2.31,15.705627705627705
2010-12-22,36.14,2.31,15.645021645021645
2010-12-23,36.57,2.31,15.831168831168831
2010-12-27,36.1,2.31,15.627705627705629
2010-12-28,35.69,2.31,15.450216450216448
2010-12-29,36.24,2.31,15.688311688311689
2010-12-30,36.44,2.31,15.774891774891774
2010-12-31,36.18,2.31,15.662337662337661
2011-01-03,36.68,2.31,15.878787878787879
2011-01-04,36.26,2.31,15.696969696969695
2011-01-05,36.59,2.31,15.839826839826841
2011-01-06,36.24,2.31,15.688311688311689
2011-01-07,34.99,2.31,15.147186147186147
2011-01-10,35.56,2.31,15.393939393939394
2011-01-11,35.25,2.31,15.25974025974026
2011-01-12,35.05,2.31,15.173160173160172
2011-01-13,34.44,2.31,14.909090909090908
2011-01-14,35.21,2.31,15.242424242424242
2011-01-18,35.72,2.31,15.463203463203463
2011-01-19,34.9,2.31,15.108225108225108
2011-01-20,34.42,2.31,14.9004329004329
2011-01-21,34.0,2.31,14.718614718614718
2011-01-24,34.49,2.31,14.930735930735931
2011-01-25,34.06,2.31,14.744588744588745
2011-01-26,35.21,2.31,15.242424242424242
2011-01-27,35.28,2.31,15.272727272727273
2011-01-28,33.81,2.31,14.636363636363637
2011-01-31,33.7,2.31,14.58874458874459
2011-02-01,33.64,2.31,14.562770562770563
2011-02-02,32.87,2.31,14.229437229437227
2011-02-03,32.86,2.31,14.225108225108224
2011-02-04,33.51,2.31,14.506493506493506
2011-02-07,35.24,2.31,15.255411255411255
2011-02-08,35.95,2.31,15.562770562770563
2011-02-09,36.02,2.31,15.593073593073594
2011-02-10,36.88,3.31,11.141993957703928
2011-02-11,38.67,3.31,11.682779456193353
2011-02-14,40.01,3.31,12.087613293051358
2011-02-15,39.74,3.31,12.006042296072508
2011-02-16,40.15,3.31,12.129909365558913
2011-02-17,40.01,3.31,12.087613293051358
2011-02-18,40.12,3.31,12.120845921450151
2011-02-22,38.88,3.31,11.746223564954683
2011-02-23,37.99,3.31,11.477341389728098
2011-02-24,37.68,3.31,11.38368580060423
2011-02-25,38.47,3.31,11.622356495468278
2011-02-28,38.81,3.31,11.725075528700907
2011-03-01,37.92,3.31,11.45619335347432
2011-03-02,37.96,3.31,11.468277945619336
2011-03-03,38.81,3.31,11.725075528700907
2011-03-04,38.88,3.31,11.746223564954683
2011-03-07,37.81,3.31,11.42296072507553
2011-03-08,38.42,3.31,11.607250755287009
2011-03-09,38.66,3.31,11.679758308157098
2011-03-10,38.23,3.31,11.549848942598187
2011-03-11,37.33,3.31,11.277945619335346
2011-03-14,37.31,3.31,11.27190332326284
2011-03-15,36.88,3.31,11.141993957703928
2011-03-16,36.4,3.31,10.996978851963746
2011-03-17,36.83,3.31,11.126888217522659
2011-03-18,37.22,3.31,11.244712990936556
2011-03-21,38.11,3.31,11.513595166163142
2011-03-22,36.61,3.31,11.060422960725075
2011-03-23,37.21,3.31,11.241691842900302
2011-03-24,37.86,3.31,11.438066465256798
2011-03-25,38.64,3.31,11.673716012084592
2011-03-28,38.17,3.31,11.531722054380666
2011-03-29,39.0,3.31,11.782477341389727
2011-03-30,39.31,3.31,11.876132930513595
2011-03-31,39.85,3.31,12.0392749244713
2011-04-01,40.51,3.31,12.238670694864048
2011-04-04,40.83,3.31,12.335347432024168
2011-04-05,39.86,3.31,12.042296072507552
2011-04-06,38.88,3.31,11.746223564954683
2011-04-07,37.99,3.31,11.477341389728098
2011-04-08,37.69,3.31,11.386706948640482
2011-04-11,37.15,3.31,11.223564954682779
2011-04-12,36.03,3.31,10.885196374622357
2011-04-13,36.13,3.31,10.915407854984895
2011-04-14,35.69,3.31,10.782477341389727
2011-04-15,35.99,3.31,10.873111782477341
2011-04-18,35.45,3.31,10.709969788519638
2011-04-19,35.83,3.31,10.82477341389728
2011-04-20,37.35,3.31,11.283987915407856
2011-04-21,38.47,3.31,11.622356495468278
2011-04-25,38.08,3.31,11.50453172205438
2011-04-26,38.81,3.31,11.725075528700907
2011-04-27,39.28,3.31,11.867069486404834
2011-04-28,38.29,1.13,33.88495575221239
2011-04-29,38.62,1.13,34.176991150442475
2011-05-02,38.36,1.13,33.94690265486726
2011-05-03,37.42,1.13,33.115044247787615
2011-05-04,37.17,1.13,32.89380530973452
2011-05-05,37.22,1.13,32.93805309734513
2011-05-06,38.13,1.13,33.74336283185841
2011-05-09,38.53,1.13,34.097345132743364
2011-05-10,38.85,1.13,34.38053097345133
2011-05-11,38.56,1.13,34.12389380530974
2011-05-12,38.04,1.13,33.663716814159294
2011-05-13,36.91,1.13,32.663716814159294
2011-05-16,36.59,1.13,32.380530973451336
2011-05-17,35.29,1.13,31.230088495575224
2011-05-18,35.44,1.13,31.36283185840708
2011-05-19,35.54,1.13,31.45132743362832
2011-05-20,35.31,1.13,31.247787610619476
2011-05-23,34.07,1.13,30.15044247787611
2011-05-24,33.15,1.13,29.33628318584071
2011-05-25,35.02,1.13,30.99115044247788
2011-05-26,35.03,1.13,31.000000000000004
2011-05-27,35.95,1.13,31.814159292035402
2011-05-31,36.26,1.13,32.08849557522124
2011-06-01,34.74,1.13,30.743362831858413
2011-06-02,34.71,1.13,30.71681415929204
2011-06-03,34.46,1.13,30.49557522123894
2011-06-06,34.2,1.13,30.265486725663724
2011-06-07,33.97,1.13,30.06194690265487
2011-06-08,33.67,1.13,29.796460176991154
2011-06-09,34.66,1.13,30.672566371681416
2011-06-10,33.97,1.13,30.06194690265487
2011-06-13,33.69,1.13,29.8141592920354
2011-06-14,35.42,1.13,31.345132743362836
2011-06-15,34.82,1.13,30.814159292035402
2011-06-16,34.7,1.13,30.707964601769916
2011-06-17,35.76,1.13,31.646017699115045
2011-06-20,36.59,1.13,32.380530973451336
2011-06-21,37.78,1.13,33.43362831858408
2011-06-22,37.61,1.13,33.283185840707965
2011-06-23,38.21,1.13,33.814159292035406
2011-06-24,39.08,1.13,34.58407079646018
2011-06-27,39.27,1.13,34.75221238938054
2011-06-28,39.5,1.13,34.955752212389385
2011-06-29,40.03,1.13,35.42477876106195
2011-06-30,40.4,1.13,35.75221238938053
2011-07-01,40.37,1.13,35.72566371681416
2011-07-05,40.33,1.13,35.690265486725664
2011-07-06,40.2,1.13,35.575221238938056
2011-07-07,40.49,1.13,35.83185840707965
2011-07-08,40.1,1.13,35.48672566371682
2011-07-11,39.48,1.13,34.93805309734513
2011-07-12,39.47,1.13,34.929203539823014
2011-07-13,39.21,1.13,34.69911504424779
2011-07-14,38.58,1.13,34.141592920353986
2011-07-15,38.24,1.13,33.840707964601776
2011-07-18,37.56,1.13,33.23893805309735
2011-07-19,38.06,1.13,33.681415929203546
2011-07-20,38.03,1.13,33.654867256637175
2011-07-21,38.19,1.13,33.796460176991154
2011-07-22,38.08,1.13,33.69911504424779
2011-07-25,37.81,1.13,33.46017699115045
2011-07-26,37.1,1.13,32.83185840707965
2011-07-27,35.83,1.13,31.707964601769913
2011-07-28,39.75,1.48,26.85810810810811
2011-07-29,39.81,1.48,26.89864864864865
2011-08-01,39.91,1.48,26.966216216216214
2011-08-02,37.98,1.48,25.66216216216216
2011-08-03,38.06,1.48,25.716216216216218
2011-08-04,35.17,1.48,23.763513513513516
2011-08-05,34.24,1.48,23.135135135135137
2011-08-08,31.28,1.48,21.135135135135137
2011-08-09,33.37,1.48,22.547297297297295
2011-08-10,32.01,1.48,21.62837837837838
2011-08-11,33.8,1.48,22.837837837837835
2011-08-12,34.85,1.48,23.5472972972973
2011-08-15,35.66,1.48,24.094594594594593
2011-08-16,35.29,1.48,23.844594594594593
2011-08-17,34.49,1.48,23.304054054054056
2011-08-18,33.02,1.48,22.310810810810814
2011-08-19,31.72,1.48,21.43243243243243
2011-08-22,31.62,1.48,21.364864864864867
2011-08-23,33.22,1.48,22.445945945945944
2011-08-24,34.2,1.48,23.10810810810811
2011-08-25,33.61,1.48,22.70945945945946
2011-08-26,34.22,1.48,23.12162162162162
2011-08-29,35.39,1.48,23.91216216216216
2011-08-30,35.25,1.48,23.81756756756757
2011-08-31,35.7,1.48,24.121621621621625
2011-09-01,35.72,1.48,24.135135135135133
2011-09-02,34.04,1.48,23.0
2011-09-06,33.75,1.48,22.804054054054053
2011-09-07,34.94,1.48,23.608108108108105
2011-09-08,33.97,1.48,22.9527027027027
2011-09-09,32.91,1.48,22.236486486486484
2011-09-12,33.05,1.48,22.33108108108108
2011-09-13,33.17,1.48,22.412162162162165
2011-09-14,33.88,1.48,22.891891891891895
2011-09-15,34.76,1.48,23.486486486486484
2011-09-16,34.71,1.48,23.452702702702705
2011-09-19,34.63,1.48,23.39864864864865
2011-09-20,34.5,1.48,23.31081081081081
2011-09-21,31.67,1.48,21.39864864864865
2011-09-22,30.07,1.48,20.31756756756757
2011-09-23,29.95,1.48,20.236486486486488
2011-09-26,29.58,1.48,19.986486486486484
2011-09-27,31.04,1.48,20.972972972972972
2011-09-28,29.98,1.48,20.256756756756758
2011-09-29,30.77,1.48,20.79054054054054
2011-09-30,30.26,1.48,20.445945945945947
2011-10-03,28.07,1.48,18.966216216216218
2011-10-04,30.07,1.48,20.31756756756757
2011-10-05,30.55,1.48,20.64189189189189
2011-10-06,32.08,1.48,21.675675675675674
2011-10-07,32.2,1.48,21.756756756756758
2011-10-10,34.31,1.48,23.182432432432435
2011-10-11,34.76,1.48,23.486486486486484
2011-10-12,34.42,1.48,23.256756756756758
2011-10-13,34.79,1.48,23.506756756756758
2011-10-14,35.43,1.48,23.93918918918919
2011-10-17,34.58,1.48,23.364864864864863
2011-10-18,35.56,1.48,24.027027027027028
2011-10-19,34.78,1.48,23.5
2011-10-20,34.71,1.48,23.452702702702705
2011-10-21,36.12,1.48,24.405405405405403
2011-10-24,37.24,1.48,25.162162162162165
2011-10-25,36.46,1.48,24.635135135135137
2011-10-26,36.26,1.48,24.5
2011-10-27,38.34,1.48,25.905405405405407
2011-10-28,38.17,1.3,29.361538461538462
2011-10-31,38.24,1.3,29.415384615384617
2011-11-01,36.92,1.3,28.4
2011-11-02,37.2,1.3,28.615384615384617
2011-11-03,37.76,1.3,29.046153846153842
2011-11-04,37.88,1.3,29.138461538461538
2011-11-07,37.29,1.3,28.684615384615384
2011-11-08,35.52,1.3,27.323076923076925
2011-11-09,33.01,1.3,25.39230769230769
2011-11-10,33.91,1.3,26.084615384615383
2011-11-11,33.98,1.3,26.138461538461534
2011-11-14,33.67,1.3,25.900000000000002
2011-11-15,33.72,1.3,25.938461538461535
2011-11-16,32.81,1.3,25.23846153846154
2011-11-17,32.29,1.3,24.838461538461537
2011-11-18,31.93,1.3,24.56153846153846
2011-11-21,31.27,1.3,24.053846153846152
2011-11-22,31.56,1.3,24.276923076923076
2011-11-23,31.0,1.3,23.846153846153847
2011-11-25,30.6,1.3,23.53846153846154
2011-11-28,31.57,1.3,24.284615384615385
2011-11-29,31.09,1.3,23.915384615384614
2011-11-30,32.96,1.3,25.353846153846153
2011-12-01,33.54,1.3,25.799999999999997
2011-12-02,33.56,1.3,25.815384615384616
2011-12-05,34.88,1.3,26.83076923076923
2011-12-06,35.06,1.3,26.96923076923077
2011-12-07,34.96,1.3,26.892307692307693
2011-12-08,34.13,1.3,26.253846153846155
2011-12-09,34.58,1.3,26.599999999999998
2011-12-12,34.04,1.3,26.184615384615384
2011-12-13,31.99,1.3,24.607692307692307
2011-12-14,30.95,1.3,23.807692307692307
2011-12-15,31.47,1.3,24.207692307692305
2011-12-16,31.17,1.3,23.97692307692308
2011-12-19,31.06,1.3,23.89230769230769
2011-12-20,31.67,1.3,24.361538461538462
2011-12-21,32.11,1.3,24.7
2011-12-22,32.35,1.3,24.884615384615383
2011-12-23,32.79,1.3,25.22307692307692
2011-12-27,32.15,1.3,24.73076923076923
2011-12-28,31.83,1.3,24.48461538461538
2011-12-29,31.93,1.3,24.56153846153846
2011-12-30,31.87,1.3,24.515384615384615
2012-01-03,32.72,1.3,25.16923076923077
2012-01-04,33.01,1.3,25.39230769230769
2012-01-05,33.05,1.3,25.42307692307692
2012-01-06,32.56,1.3,25.046153846153846
2012-01-09,32.18,1.3,24.75384615384615
2012-01-10,36.13,1.3,27.792307692307695
2012-01-11,36.26,1.3,27.89230769230769
2012-01-12,36.99,1.3,28.453846153846154
2012-01-13,36.85,1.3,28.346153846153847
2012-01-17,36.78,1.3,28.29230769230769
2012-01-18,37.43,1.3,28.79230769230769
2012-01-19,37.65,1.3,28.96153846153846
2012-01-20,37.44,1.3,28.799999999999997
2012-01-23,37.58,1.3,28.907692307692304
2012-01-24,37.99,1.3,29.223076923076924
2012-01-25,38.26,1.3,29.43076923076923
2012-01-26,37.69,1.3,28.99230769230769
2012-01-27,37.36,1.3,28.738461538461536
2012-01-30,37.63,1.3,28.946153846153848
2012-01-31,37.31,1.3,28.7
2012-02-01,37.73,1.3,29.02307692307692
2012-02-02,37.94,1.3,29.18461538461538
2012-02-03,39.76,1.3,30.584615384615383
2012-02-06,39.63,1.3,30.484615384615385
2012-02-07,39.09,1.3,30.06923076923077
2012-02-08,38.5,1.3,29.615384615384613
2012-02-09,38.72,1.3,29.784615384615382
2012-02-10,38.53,1.3,29.638461538461538
2012-02-13,39.42,1.3,30.323076923076922
2012-02-14,39.71,5.04,7.878968253968254
2012-02-15,40.29,5.04,7.994047619047619
2012-02-16,40.96,5.04,8.126984126984127
2012-02-17,40.61,5.04,8.057539682539682
2012-02-21,40.15,5.04,7.966269841269841
2012-02-22,40.11,5.04,7.958333333333333
2012-02-23,40.38,5.04,8.011904761904763
2012-02-24,41.22,5.04,8.178571428571429
2012-02-27,41.32,5.04,8.198412698412698
2012-02-28,41.63,5.04,8.259920634920636
2012-02-29,41.42,5.04,8.218253968253968
2012-03-01,42.1,5.04,8.353174603174603
2012-03-02,42.71,5.04,8.47420634920635
2012-03-05,41.46,5.04,8.226190476190476
2012-03-06,39.78,5.04,7.892857142857143
2012-03-07,39.88,5.04,7.912698412698413
2012-03-08,41.17,5.04,8.168650793650794
2012-03-09,41.92,5.04,8.317460317460318
2012-03-12,41.51,5.04,8.23611111111111
2012-03-13,42.74,5.04,8.480158730158731
2012-03-14,43.33,5.04,8.597222222222221
2012-03-15,43.53,5.04,8.636904761904763
2012-03-16,42.87,5.04,8.50595238095238
2012-03-19,42.44,5.04,8.420634920634921
2012-03-20,41.72,5.04,8.277777777777777
2012-03-21,42.23,5.04,8.378968253968253
2012-03-22,41.67,5.04,8.267857142857142
2012-03-23,41.92,5.04,8.317460317460318
2012-03-26,42.65,5.04,8.462301587301587
2012-03-27,42.99,5.04,8.529761904761905
2012-03-28,41.99,5.04,8.331349206349207
2012-03-29,41.99,5.04,8.331349206349207
2012-03-30,42.17,5.04,8.367063492063492
2012-04-02,42.73,5.04,8.478174603174603
2012-04-03,42.54,5.04,8.44047619047619
2012-04-04,42.07,5.04,8.347222222222221
2012-04-05,42.17,5.04,8.367063492063492
2012-04-09,40.9,5.04,8.115079365079366
2012-04-10,39.79,5.04,7.89484126984127
2012-04-11,40.71,5.04,8.077380952380953
2012-04-12,41.84,5.04,8.301587301587302
2012-04-13,40.9,5.04,8.115079365079366
2012-04-16,41.3,5.04,8.194444444444445
2012-04-17,41.79,5.04,8.291666666666666
2012-04-18,41.92,5.04,8.317460317460318
2012-04-19,40.72,5.04,8.079365079365079
2012-04-20,40.29,5.04,7.994047619047619
2012-04-23,40.03,5.04,7.942460317460317
2012-04-24,39.79,5.04,7.89484126984127
2012-04-25,41.26,5.04,8.186507936507937
2012-04-26,39.99,-3.91,-10.227621483375959
2012-04-27,39.86,-3.91,-10.194373401534527
2012-04-30,39.52,-3.91,-10.107416879795396
2012-05-01,40.13,-3.91,-10.263427109974424
2012-05-02,40.88,-3.91,-10.455242966751918
2012-05-03,39.86,-3.91,-10.194373401534527
2012-05-04,38.99,-3.91,-9.971867007672634
2012-05-07,39.42,-3.91,-10.081841432225064
2012-05-08,38.87,-3.91,-9.941176470588234
2012-05-09,38.63,-3.91,-9.879795396419437
2012-05-10,38.65,-3.91,-9.884910485933503
2012-05-11,38.79,-3.91,-9.920716112531968
2012-05-14,38.16,-3.91,-9.759590792838873
2012-05-15,37.56,-3.91,-9.60613810741688
2012-05-16,37.61,-3.91,-9.618925831202045
2012-05-17,36.85,-3.91,-9.42455242966752
2012-05-18,36.65,-3.91,-9.373401534526854
2012-05-21,38.15,-3.91,-9.757033248081841
2012-05-22,38.21,-3.91,-9.772378516624041
2012-05-23,38.47,-3.91,-9.838874680306905
2012-05-24,37.89,-3.91,-9.690537084398978
2012-05-25,37.17,-3.91,-9.506393861892583
2012-05-29,38.15,-3.91,-9.757033248081841
2012-05-30,36.37,-3.91,-9.301790281329922
2012-05-31,35.88,-3.91,-9.176470588235295
2012-06-01,33.29,-3.91,-8.514066496163682
2012-06-04,32.39,-3.91,-8.28388746803069
2012-06-05,32.92,-3.91,-8.419437340153452
2012-06-06,33.69,-3.91,-8.616368286445011
2012-06-07,33.63,-3.91,-8.601023017902813
2012-06-08,34.06,-3.91,-8.710997442455243
2012-06-11,32.83,-3.91,-8.396419437340153
2012-06-12,33.01,-3.91,-8.442455242966751
2012-06-13,32.28,-3.91,-8.255754475703325
2012-06-14,31.58,-3.91,-8.076726342710996
2012-06-15,32.6,-3.91,-8.337595907928389
2012-06-18,32.97,-3.91,-8.432225063938619
2012-06-19,34.29,-3.91,-8.769820971867007
2012-06-20,33.97,-3.91,-8.687979539641944
2012-06-21,32.72,-3.91,-8.368286445012787
2012-06-22,32.75,-3.91,-8.375959079283888
2012-06-25,32.05,-3.91,-8.196930946291559
2012-06-26,32.06,-3.91,-8.199488491048594
2012-06-27,32.1,-3.91,-8.209718670076727
2012-06-28,32.26,-3.91,-8.250639386189258
2012-06-29,32.79,-3.91,-8.38618925831202
2012-07-02,32.62,-3.91,-8.342710997442454
2012-07-03,33.13,-3.91,-8.473145780051151
2012-07-05,33.58,-3.91,-8.588235294117647
2012-07-06,32.63,-3.91,-8.34526854219949
2012-07-09,32.13,-3.91,-8.217391304347826
2012-07-10,31.8,-3.91,-8.132992327365729
2012-07-11,31.71,-3.91,-8.10997442455243
2012-07-12,31.59,-3.91,-8.07928388746803
2012-07-13,32.35,-3.91,-8.273657289002557
2012-07-16,31.77,-3.91,-8.125319693094628
2012-07-17,31.99,-3.91,-8.18158567774936
2012-07-18,32.25,-3.91,-8.248081841432224
2012-07-19,32.65,-3.91,-8.350383631713555
2012-07-20,32.0,-3.91,-8.184143222506394
2012-07-23,31.39,-3.91,-8.028132992327366
2012-07-24,30.27,-3.91,-7.741687979539641
2012-07-25,31.07,-3.91,-7.946291560102302
2012-07-26,31.5,2.53,12.450592885375496
2012-07-27,33.66,2.53,13.304347826086957
2012-07-30,33.58,2.53,13.272727272727273
2012-07-31,33.55,2.53,13.26086956521739
2012-08-01,32.97,2.53,13.031620553359684
2012-08-02,31.87,2.53,12.596837944664033
2012-08-03,32.97,2.53,13.031620553359684
2012-08-06,33.9,2.53,13.399209486166008
2012-08-07,35.02,2.53,13.841897233201584
2012-08-08,34.67,2.53,13.703557312252967
2012-08-09,34.99,2.53,13.830039525691701
2012-08-10,35.66,2.53,14.09486166007905
2012-08-13,35.9,2.53,14.189723320158103
2012-08-14,35.2,2.53,13.913043478260871
2012-08-15,35.37,2.53,13.980237154150197
2012-08-16,35.68,2.53,14.102766798418973
2012-08-17,35.63,2.53,14.083003952569172
2012-08-20,35.22,2.53,13.920948616600791
2012-08-21,34.94,2.53,13.810276679841897
2012-08-22,34.91,2.53,13.798418972332016
2012-08-23,34.52,2.53,13.64426877470356
2012-08-24,34.22,2.53,13.525691699604744
2012-08-27,34.31,2.53,13.561264822134389
2012-08-28,34.13,2.53,13.490118577075101
2012-08-29,34.56,2.53,13.6600790513834
2012-08-30,33.81,2.53,13.363636363636365
2012-08-31,34.39,2.53,13.592885375494072
2012-09-04,33.65,2.53,13.300395256916996
2012-09-05,33.47,2.53,13.229249011857709
2012-09-06,34.83,2.53,13.766798418972332
2012-09-07,36.19,2.53,14.304347826086957
2012-09-10,35.81,2.53,14.15415019762846
2012-09-11,36.68,2.53,14.498023715415021
2012-09-12,36.99,2.53,14.620553359683797
2012-09-13,37.98,2.53,15.011857707509881
2012-09-14,39.04,2.53,15.430830039525693
2012-09-17,38.02,2.53,15.027667984189726
2012-09-18,37.82,2.53,14.948616600790515
2012-09-19,38.04,2.53,15.035573122529645
2012-09-20,37.06,2.53,14.64822134387352
2012-09-21,36.15,2.53,14.288537549407115
2012-09-24,36.24,2.53,14.324110671936761
2012-09-25,34.93,2.53,13.806324110671937
2012-09-26,34.49,2.53,13.632411067193678
2012-09-27,34.69,2.53,13.711462450592885
2012-09-28,34.56,2.53,13.6600790513834
2012-10-01,35.57,2.53,14.059288537549408
2012-10-02,35.83,2.53,14.16205533596838
2012-10-03,35.47,2.53,14.019762845849803
2012-10-04,36.58,2.53,14.458498023715416
2012-10-05,36.85,2.53,14.56521739130435
2012-10-08,36.29,2.53,14.343873517786562
2012-10-09,34.72,2.53,13.723320158102768
2012-10-10,33.4,2.53,13.201581027667984
2012-10-11,33.43,2.53,13.213438735177867
