date,DVA,DVA_EPS,PE Ratio
1996-04-29,7.6,0.02,380.0
1996-04-30,7.65,0.02,382.5
1996-05-01,7.7,0.02,385.0
1996-05-02,7.28,0.02,364.0
1996-05-03,7.1,0.02,355.0
1996-05-06,7.5,0.02,375.0
1996-05-07,7.8,0.02,390.0
1996-05-08,7.88,0.02,394.0
1996-05-09,7.98,0.02,399.0
1996-05-10,8.65,0.02,432.5
1996-05-13,9.03,0.02,451.49999999999994
1996-05-14,8.78,0.02,438.99999999999994
1996-05-15,8.65,0.02,432.5
1996-05-16,8.45,0.02,422.49999999999994
1996-05-17,8.23,0.02,411.5
1996-05-20,8.25,0.02,412.5
1996-05-21,8.18,0.02,409.0
1996-05-22,8.03,0.02,401.49999999999994
1996-05-23,7.93,0.02,396.5
1996-05-24,8.2,0.02,409.99999999999994
1996-05-28,8.05,0.02,402.5
1996-05-29,7.93,0.02,396.5
1996-05-30,8.23,0.02,411.5
1996-05-31,8.25,0.02,412.5
1996-06-03,8.28,0.02,413.99999999999994
1996-06-04,8.18,0.02,409.0
1996-06-05,7.98,0.02,399.0
1996-06-06,8.08,0.02,404.0
1996-06-07,7.9,0.02,395.0
1996-06-10,7.73,0.02,386.5
1996-06-11,7.7,0.02,385.0
1996-06-12,7.73,0.02,386.5
1996-06-13,7.7,0.02,385.0
1996-06-14,7.78,0.02,389.0
1996-06-17,7.75,0.02,387.5
1996-06-18,7.78,0.02,389.0
1996-06-19,7.78,0.02,389.0
1996-06-20,7.75,0.02,387.5
1996-06-21,7.73,0.02,386.5
1996-06-24,7.58,0.02,379.0
1996-06-25,7.75,0.02,387.5
1996-06-26,7.68,0.02,384.0
1996-06-27,7.85,0.02,392.5
1996-06-28,8.45,0.02,422.49999999999994
1996-07-01,8.45,0.02,422.49999999999994
1996-07-02,8.38,0.02,419.00000000000006
1996-07-03,8.2,0.02,409.99999999999994
1996-07-05,8.18,0.02,409.0
1996-07-08,7.8,0.02,390.0
1996-07-09,7.88,0.02,394.0
1996-07-10,7.83,0.02,391.5
1996-07-11,7.15,0.02,357.5
1996-07-12,7.05,0.02,352.5
1996-07-15,6.73,0.02,336.5
1996-07-16,6.5,0.02,325.0
1996-07-17,6.78,0.02,339.0
1996-07-18,6.83,0.02,341.5
1996-07-19,7.1,0.02,355.0
1996-07-22,6.95,0.02,347.5
1996-07-23,6.83,0.02,341.5
1996-07-24,6.73,0.02,336.5
1996-07-25,6.9,0.02,345.0
1996-07-26,7.03,0.02,351.5
1996-07-29,7.1,0.02,355.0
1996-07-30,7.13,0.02,356.5
1996-07-31,7.15,0.02,357.5
1996-08-01,6.95,0.02,347.5
1996-08-02,7.03,0.02,351.5
1996-08-05,7.33,0.02,366.5
1996-08-06,7.43,0.02,371.5
1996-08-07,7.6,0.02,380.0
1996-08-08,7.45,0.02,372.5
1996-08-09,7.6,0.02,380.0
1996-08-12,7.68,0.02,384.0
1996-08-13,7.6,0.02,380.0
1996-08-14,7.6,0.02,380.0
1996-08-15,7.58,0.02,379.0
1996-08-16,7.55,0.02,377.5
1996-08-19,7.48,0.02,374.0
1996-08-20,7.28,0.02,364.0
1996-08-21,7.45,0.02,372.5
1996-08-22,7.5,0.02,375.0
1996-08-23,7.58,0.02,379.0
1996-08-26,7.73,0.02,386.5
1996-08-27,7.88,0.02,394.0
1996-08-28,7.98,0.02,399.0
1996-08-29,8.1,0.02,405.0
1996-08-30,8.23,0.02,411.5
1996-09-03,8.1,0.02,405.0
1996-09-04,8.05,0.02,402.5
1996-09-05,7.95,0.02,397.5
1996-09-06,7.98,0.02,399.0
1996-09-09,7.9,0.02,395.0
1996-09-10,7.78,0.02,389.0
1996-09-11,7.63,0.02,381.5
1996-09-12,7.5,0.02,375.0
1996-09-13,7.55,0.02,377.5
1996-09-16,7.83,0.02,391.5
1996-09-17,7.7,0.02,385.0
1996-09-18,7.7,0.02,385.0
1996-09-19,7.88,0.02,394.0
1996-09-20,7.85,0.02,392.5
1996-09-23,7.8,0.02,390.0
1996-09-24,7.78,0.02,389.0
1996-09-25,7.78,0.02,389.0
1996-09-26,7.78,0.02,389.0
1996-09-27,7.8,0.02,390.0
1996-09-30,8.0,0.02,400.0
1996-10-01,7.8,0.02,390.0
1996-10-02,8.13,0.02,406.50000000000006
1996-10-03,8.15,0.02,407.5
1996-10-04,8.6,0.02,430.0
1996-10-07,8.88,0.02,444.00000000000006
1996-10-08,9.0,0.02,450.0
1996-10-09,8.9,0.02,445.0
1996-10-10,8.95,0.02,447.49999999999994
1996-10-11,9.05,0.02,452.5
1996-10-14,9.23,0.02,461.5
1996-10-15,8.85,0.02,442.5
1996-10-16,8.58,0.02,429.0
1996-10-17,8.23,0.02,411.5
1996-10-18,8.35,0.02,417.5
1996-10-21,8.63,0.02,431.50000000000006
1996-10-22,8.7,0.02,434.99999999999994
1996-10-23,8.65,0.02,432.5
1996-10-24,8.58,0.02,429.0
1996-10-25,8.45,0.02,422.49999999999994
1996-10-28,8.38,0.02,419.00000000000006
1996-10-29,8.33,0.02,416.5
1996-10-30,7.93,0.02,396.5
1996-10-31,7.8,0.02,390.0
1996-11-01,7.8,0.02,390.0
1996-11-04,7.8,0.02,390.0
1996-11-05,7.8,0.02,390.0
1996-11-06,7.8,0.02,390.0
1996-11-07,7.8,0.02,390.0
1996-11-08,7.8,0.02,390.0
1996-11-11,7.25,0.02,362.5
1996-11-12,7.38,0.02,369.0
1996-11-13,7.4,0.02,370.0
1996-11-14,7.25,0.02,362.5
1996-11-15,7.0,0.02,350.0
1996-11-18,6.73,0.02,336.5
1996-11-19,7.25,0.02,362.5
1996-11-20,7.25,0.02,362.5
1996-11-21,6.95,0.02,347.5
1996-11-22,6.9,0.02,345.0
1996-11-25,6.85,0.02,342.5
1996-11-26,6.8,0.02,340.0
1996-11-27,6.85,0.02,342.5
1996-11-29,6.85,0.02,342.5
1996-12-02,6.88,0.02,344.0
1996-12-03,6.8,0.02,340.0
1996-12-04,6.85,0.02,342.5
1996-12-05,6.73,0.02,336.5
1996-12-06,6.8,0.02,340.0
1996-12-09,7.0,0.02,350.0
1996-12-10,6.95,0.02,347.5
1996-12-11,6.8,0.02,340.0
1996-12-12,6.6,0.02,330.0
1996-12-13,6.45,0.02,322.5
1996-12-16,6.45,0.02,322.5
1996-12-17,6.53,0.02,326.5
1996-12-18,6.6,0.02,330.0
1996-12-19,6.68,0.02,334.0
1996-12-20,6.95,0.02,347.5
1996-12-23,6.95,0.02,347.5
1996-12-24,6.95,0.02,347.5
1996-12-26,6.93,0.02,346.5
1996-12-27,6.8,0.02,340.0
1996-12-30,6.93,0.02,346.5
1996-12-31,7.25,0.02,362.5
1997-01-02,7.18,0.02,359.0
1997-01-03,7.1,0.02,355.0
1997-01-06,6.98,0.02,349.0
1997-01-07,6.95,0.02,347.5
1997-01-08,6.83,0.02,341.5
1997-01-09,6.48,0.02,324.0
1997-01-10,6.4,0.02,320.0
1997-01-13,6.55,0.02,327.5
1997-01-14,6.45,0.02,322.5
1997-01-15,6.63,0.02,331.5
1997-01-16,6.8,0.02,340.0
1997-01-17,6.8,0.02,340.0
1997-01-20,6.83,0.02,341.5
1997-01-21,6.85,0.02,342.5
1997-01-22,6.88,0.02,344.0
1997-01-23,6.73,0.02,336.5
1997-01-24,6.7,0.02,335.0
1997-01-27,6.65,0.02,332.5
1997-01-28,6.75,0.02,337.5
1997-01-29,7.0,0.02,350.0
1997-01-30,7.1,0.02,355.0
1997-01-31,7.33,0.02,366.5
1997-02-03,7.23,0.02,361.5
1997-02-04,6.98,0.02,349.0
1997-02-05,7.03,0.02,351.5
1997-02-06,7.05,0.02,352.5
1997-02-07,7.08,0.02,354.0
1997-02-10,7.08,0.02,354.0
1997-02-11,6.95,0.02,347.5
1997-02-12,6.95,0.02,347.5
1997-02-13,7.18,0.02,359.0
1997-02-14,7.2,0.02,360.0
1997-02-18,7.3,0.02,365.0
1997-02-19,7.25,0.02,362.5
1997-02-20,7.28,0.02,364.0
1997-02-21,7.3,0.02,365.0
1997-02-24,7.2,0.02,360.0
1997-02-25,7.28,0.02,364.0
1997-02-26,6.93,0.02,346.5
1997-02-27,6.93,0.02,346.5
1997-02-28,6.98,0.02,349.0
1997-03-03,6.98,0.02,349.0
1997-03-04,6.75,0.02,337.5
1997-03-05,6.8,0.02,340.0
1997-03-06,6.73,0.02,336.5
1997-03-07,6.73,0.02,336.5
1997-03-10,6.8,0.02,340.0
1997-03-11,6.75,0.02,337.5
1997-03-12,6.68,0.02,334.0
1997-03-13,6.58,0.02,329.0
1997-03-14,6.28,0.02,314.0
1997-03-17,6.15,0.02,307.5
1997-03-18,6.25,0.02,312.5
1997-03-19,6.38,0.02,319.0
1997-03-20,6.38,0.02,319.0
1997-03-21,6.35,0.02,317.5
1997-03-24,6.25,0.02,312.5
1997-03-25,6.13,0.02,306.5
1997-03-26,6.33,0.02,316.5
1997-03-27,6.25,0.02,312.5
1997-03-31,6.08,0.02,304.0
1997-04-01,6.15,0.02,307.5
1997-04-02,5.73,0.02,286.5
1997-04-03,5.63,0.02,281.5
1997-04-04,5.83,0.02,291.5
1997-04-07,5.98,0.02,299.0
1997-04-08,5.9,0.02,295.0
1997-04-09,5.93,0.02,296.5
1997-04-10,5.88,0.02,294.0
1997-04-11,5.78,0.02,289.0
1997-04-14,5.8,0.02,290.0
1997-04-15,6.0,0.02,300.0
1997-04-16,5.98,0.02,299.0
1997-04-17,5.93,0.02,296.5
1997-04-18,5.95,0.02,297.5
1997-04-21,6.08,0.02,304.0
1997-04-22,6.08,0.02,304.0
1997-04-23,6.13,0.02,306.5
1997-04-24,6.25,0.02,312.5
1997-04-25,6.43,0.02,321.5
1997-04-28,6.43,0.02,321.5
1997-04-29,6.53,0.02,326.5
1997-04-30,6.43,0.02,321.5
1997-05-01,6.55,0.02,327.5
1997-05-02,6.8,0.02,340.0
1997-05-05,7.28,0.02,364.0
1997-05-06,7.1,0.02,355.0
1997-05-07,7.0,0.02,350.0
1997-05-08,7.33,0.02,366.5
1997-05-09,7.2,0.02,360.0
1997-05-12,7.15,0.02,357.5
1997-05-13,7.25,0.02,362.5
1997-05-14,7.25,0.02,362.5
1997-05-15,6.9,0.02,345.0
1997-05-16,6.85,0.02,342.5
1997-05-19,6.8,0.02,340.0
1997-05-20,6.63,0.02,331.5
1997-05-21,6.83,0.02,341.5
1997-05-22,6.8,0.02,340.0
1997-05-23,7.0,0.02,350.0
1997-05-27,6.9,0.02,345.0
1997-05-28,6.95,0.02,347.5
1997-05-29,6.95,0.02,347.5
1997-05-30,7.2,0.02,360.0
1997-06-02,7.33,0.02,366.5
1997-06-03,7.6,0.02,380.0
1997-06-04,7.95,0.02,397.5
1997-06-05,7.93,0.02,396.5
1997-06-06,7.95,0.02,397.5
1997-06-09,7.88,0.02,394.0
1997-06-10,7.63,0.02,381.5
1997-06-11,7.9,0.02,395.0
1997-06-12,7.8,0.02,390.0
1997-06-13,7.8,0.02,390.0
1997-06-16,7.78,0.02,389.0
1997-06-17,7.43,0.02,371.5
1997-06-18,7.55,0.02,377.5
1997-06-19,7.5,0.02,375.0
1997-06-20,7.58,0.02,379.0
1997-06-23,7.68,0.02,384.0
1997-06-24,7.65,0.02,382.5
1997-06-25,7.73,0.02,386.5
1997-06-26,7.78,0.02,389.0
1997-06-27,7.73,0.02,386.5
1997-06-30,8.04,0.02,401.99999999999994
1997-07-01,8.23,0.02,411.5
1997-07-02,8.33,0.02,416.5
1997-07-03,8.5,0.02,425.0
1997-07-07,8.53,0.02,426.49999999999994
1997-07-08,8.51,0.02,425.5
1997-07-09,8.45,0.02,422.49999999999994
1997-07-10,8.39,0.02,419.5
1997-07-11,8.53,0.02,426.49999999999994
1997-07-14,8.48,0.02,424.0
1997-07-15,8.54,0.02,426.99999999999994
1997-07-16,8.44,0.02,421.99999999999994
1997-07-17,8.43,0.02,421.5
1997-07-18,8.48,0.02,424.0
1997-07-21,8.23,0.02,411.5
1997-07-22,8.01,0.02,400.5
1997-07-23,8.05,0.02,402.5
1997-07-24,7.73,0.02,386.5
1997-07-25,7.6,0.02,380.0
1997-07-28,7.5,0.02,375.0
1997-07-29,7.28,0.02,364.0
1997-07-30,7.7,0.02,385.0
1997-07-31,8.25,0.02,412.5
1997-08-01,8.54,0.02,426.99999999999994
1997-08-04,8.86,0.02,442.99999999999994
1997-08-05,9.04,0.02,451.99999999999994
1997-08-06,9.26,0.02,463.0
1997-08-07,9.4,0.02,470.0
1997-08-08,9.06,0.02,453.0
1997-08-11,9.0,0.02,450.0
1997-08-12,8.49,0.02,424.5
1997-08-13,8.69,0.02,434.49999999999994
1997-08-14,8.79,0.02,439.49999999999994
1997-08-15,8.66,0.02,433.0
1997-08-18,8.56,0.02,428.0
1997-08-19,8.55,0.02,427.5
1997-08-20,8.68,0.02,434.0
1997-08-21,8.55,0.02,427.5
1997-08-22,8.48,0.02,424.0
1997-08-25,8.74,0.02,437.0
1997-08-26,8.73,0.02,436.5
1997-08-27,9.36,0.02,467.99999999999994
1997-08-28,9.39,0.02,469.5
1997-08-29,9.15,0.02,457.5
1997-09-02,9.18,0.02,459.0
1997-09-03,9.3,0.02,465.0
1997-09-04,9.45,0.02,472.49999999999994
1997-09-05,9.45,0.02,472.49999999999994
1997-09-08,9.49,0.02,474.5
1997-09-09,9.5,0.02,475.0
1997-09-10,9.4,0.02,470.0
1997-09-11,9.3,0.02,465.0
1997-09-12,9.5,0.02,475.0
1997-09-15,9.4,0.02,470.0
1997-09-16,9.65,0.02,482.5
1997-09-17,9.43,0.02,471.5
1997-09-18,9.48,0.02,474.0
1997-09-19,9.63,0.02,481.50000000000006
1997-09-22,10.03,0.02,501.49999999999994
1997-09-23,9.91,0.02,495.5
1997-09-24,9.73,0.02,486.5
1997-09-25,9.78,0.02,488.99999999999994
1997-09-26,9.79,0.02,489.49999999999994
1997-09-29,9.79,0.02,489.49999999999994
1997-09-30,10.0,0.02,500.0
1997-10-01,10.2,0.02,509.99999999999994
1997-10-02,10.14,0.02,507.0
1997-10-03,9.6,0.02,480.0
1997-10-06,9.69,0.02,484.49999999999994
1997-10-07,9.91,0.02,495.5
1997-10-08,9.94,0.02,496.99999999999994
1997-10-09,9.83,0.02,491.5
1997-10-10,9.78,0.02,488.99999999999994
1997-10-13,10.0,0.02,500.0
1997-10-14,10.26,0.02,513.0
1997-10-15,10.46,0.02,523.0
1997-10-16,10.23,0.02,511.5
1997-10-17,10.24,0.02,512.0
1997-10-20,10.39,0.02,519.5
1997-10-21,10.81,0.02,540.5
1997-10-22,10.77,0.02,538.5
1997-10-23,10.44,0.02,522.0
1997-10-24,10.63,0.02,531.5
1997-10-27,9.67,0.02,483.5
1997-10-28,9.73,0.02,486.5
1997-10-29,10.52,0.02,526.0
1997-10-30,9.92,0.02,496.0
1997-10-31,10.27,0.02,513.5
1997-11-03,11.15,0.02,557.5
1997-11-04,10.83,0.02,541.5
1997-11-05,10.73,0.02,536.5
1997-11-06,10.75,0.02,537.5
1997-11-07,10.08,0.02,504.0
1997-11-10,10.21,0.02,510.50000000000006
1997-11-11,10.42,0.02,521.0
1997-11-12,9.6,0.02,480.0
1997-11-13,9.88,0.02,494.00000000000006
1997-11-14,10.38,0.02,519.0
1997-11-17,10.42,0.02,521.0
1997-11-18,10.38,0.02,519.0
1997-11-19,9.27,0.02,463.49999999999994
1997-11-20,9.38,0.02,469.00000000000006
1997-11-21,9.5,0.02,475.0
1997-11-24,9.08,0.02,454.0
1997-11-25,8.35,0.02,417.5
1997-11-26,8.54,0.02,426.99999999999994
1997-11-28,8.63,0.02,431.50000000000006
1997-12-01,8.46,0.02,423.00000000000006
1997-12-02,8.4,0.02,420.0
1997-12-03,8.44,0.02,421.99999999999994
1997-12-04,8.54,0.02,426.99999999999994
1997-12-05,9.21,0.02,460.50000000000006
1997-12-08,9.06,0.02,453.0
1997-12-09,9.29,0.02,464.49999999999994
1997-12-10,9.21,0.02,460.50000000000006
1997-12-11,9.13,0.02,456.50000000000006
1997-12-12,9.27,0.02,463.49999999999994
1997-12-15,9.25,0.02,462.5
1997-12-16,9.31,0.02,465.5
1997-12-17,9.31,0.02,465.5
1997-12-18,9.25,0.02,462.5
1997-12-19,9.19,0.02,459.49999999999994
1997-12-22,9.04,0.02,451.99999999999994
1997-12-23,9.08,0.02,454.0
1997-12-24,9.1,0.02,455.0
1997-12-26,9.19,0.02,459.49999999999994
1997-12-29,9.17,0.02,458.5
1997-12-30,9.23,0.02,461.5
1997-12-31,9.17,0.02,458.5
1998-01-02,9.04,0.02,451.99999999999994
1998-01-05,9.0,0.02,450.0
1998-01-06,8.92,0.02,446.0
1998-01-07,8.69,0.02,434.49999999999994
1998-01-08,8.42,0.02,421.0
1998-01-09,8.17,0.02,408.5
1998-01-12,7.92,0.02,396.0
1998-01-13,8.13,0.02,406.50000000000006
1998-01-14,8.29,0.02,414.49999999999994
1998-01-15,8.29,0.02,414.49999999999994
1998-01-16,8.31,0.02,415.5
1998-01-20,8.33,0.02,416.5
1998-01-21,8.31,0.02,415.5
1998-01-22,8.29,0.02,414.49999999999994
1998-01-23,8.27,0.02,413.49999999999994
1998-01-26,8.0,0.02,400.0
1998-01-27,7.75,0.02,387.5
1998-01-28,7.63,0.02,381.5
1998-01-29,8.1,0.02,405.0
1998-01-30,8.13,0.02,406.50000000000006
1998-02-02,8.67,0.02,433.5
1998-02-03,9.58,0.02,479.0
1998-02-04,9.92,0.02,496.0
1998-02-05,9.69,0.02,484.49999999999994
1998-02-06,9.71,0.02,485.50000000000006
1998-02-09,9.71,0.02,485.50000000000006
1998-02-10,9.65,0.02,482.5
1998-02-11,9.67,0.02,483.5
1998-02-12,9.67,0.02,483.5
1998-02-13,9.94,0.02,496.99999999999994
1998-02-17,9.81,0.02,490.5
1998-02-18,9.92,0.02,496.0
1998-02-19,9.88,0.02,494.00000000000006
1998-02-20,10.33,0.02,516.5
1998-02-23,10.38,0.02,519.0
1998-02-24,10.25,0.02,512.5
1998-02-25,10.19,0.02,509.49999999999994
1998-02-26,10.38,0.02,519.0
1998-02-27,10.73,0.02,536.5
1998-03-02,11.21,0.02,560.5
1998-03-03,11.54,0.02,577.0
1998-03-04,10.9,0.02,545.0
1998-03-05,10.77,0.02,538.5
1998-03-06,10.77,0.02,538.5
1998-03-09,10.96,0.02,548.0
1998-03-10,11.0,0.02,550.0
1998-03-11,11.02,0.02,551.0
1998-03-12,11.71,0.02,585.5
1998-03-13,11.83,0.02,591.5
1998-03-16,11.9,0.02,595.0
1998-03-17,11.52,0.02,576.0
1998-03-18,11.13,0.02,556.5
1998-03-19,11.33,0.02,566.5
1998-03-20,11.13,0.02,556.5
1998-03-23,11.08,0.02,554.0
1998-03-24,11.38,0.02,569.0
1998-03-25,11.13,0.02,556.5
1998-03-26,11.02,0.02,551.0
1998-03-27,10.83,0.02,541.5
1998-03-30,10.73,0.02,536.5
1998-03-31,11.1,0.02,555.0
1998-04-01,10.81,0.02,540.5
1998-04-02,11.13,0.02,556.5
1998-04-03,11.04,0.02,552.0
1998-04-06,10.67,0.02,533.5
1998-04-07,10.5,0.02,525.0
1998-04-08,10.38,0.02,519.0
1998-04-09,10.63,0.02,531.5
1998-04-13,10.79,0.02,539.5
1998-04-14,10.71,0.02,535.5
1998-04-15,10.73,0.02,536.5
1998-04-16,10.77,0.02,538.5
1998-04-17,10.77,0.02,538.5
1998-04-20,10.52,0.02,526.0
1998-04-21,10.63,0.02,531.5
1998-04-22,10.35,0.02,517.5
1998-04-23,10.35,0.02,517.5
1998-04-24,10.17,0.02,508.5
1998-04-27,10.21,0.02,510.50000000000006
1998-04-28,10.1,0.02,505.0
1998-04-29,10.27,0.02,513.5
1998-04-30,11.04,0.02,552.0
1998-05-01,10.9,0.02,545.0
1998-05-04,11.02,0.02,551.0
1998-05-05,11.0,0.02,550.0
1998-05-06,10.85,0.02,542.5
1998-05-07,10.81,0.02,540.5
1998-05-08,10.63,0.02,531.5
1998-05-11,10.27,0.02,513.5
1998-05-12,10.1,0.02,505.0
1998-05-13,10.52,0.02,526.0
1998-05-14,10.54,0.02,527.0
1998-05-15,10.33,0.02,516.5
1998-05-18,10.21,0.02,510.50000000000006
1998-05-19,10.29,0.02,514.5
1998-05-20,10.19,0.02,509.49999999999994
1998-05-21,10.58,0.02,529.0
1998-05-22,10.69,0.02,534.5
1998-05-26,10.54,0.02,527.0
1998-05-27,10.4,0.02,520.0
1998-05-28,10.23,0.02,511.5
1998-05-29,10.23,0.02,511.5
1998-06-01,10.21,0.02,510.50000000000006
1998-06-02,10.21,0.02,510.50000000000006
1998-06-03,10.44,0.02,522.0
1998-06-04,10.44,0.02,522.0
1998-06-05,10.63,0.02,531.5
1998-06-08,10.92,0.02,546.0
1998-06-09,11.0,0.02,550.0
1998-06-10,10.96,0.02,548.0
1998-06-11,10.67,0.02,533.5
1998-06-12,11.02,0.02,551.0
1998-06-15,11.0,0.02,550.0
1998-06-16,11.02,0.02,551.0
1998-06-17,11.15,0.02,557.5
1998-06-18,10.96,0.02,548.0
1998-06-19,10.96,0.02,548.0
1998-06-22,11.17,0.02,558.5
1998-06-23,11.65,0.02,582.5
1998-06-24,12.04,0.02,602.0
1998-06-25,11.79,0.02,589.5
1998-06-26,11.79,0.02,589.5
1998-06-29,11.79,0.02,589.5
1998-06-30,11.5,0.02,575.0
1998-07-01,11.17,0.02,558.5
1998-07-02,11.35,0.02,567.5
1998-07-06,11.67,0.02,583.5
1998-07-07,11.25,0.02,562.5
1998-07-08,11.15,0.02,557.5
1998-07-09,11.17,0.02,558.5
1998-07-10,10.98,0.02,549.0
1998-07-13,10.6,0.02,530.0
1998-07-14,10.96,0.02,548.0
1998-07-15,11.04,0.02,552.0
1998-07-16,11.15,0.02,557.5
1998-07-17,11.0,0.02,550.0
1998-07-20,11.27,0.02,563.5
1998-07-21,11.15,0.02,557.5
1998-07-22,11.02,0.02,551.0
1998-07-23,10.65,0.02,532.5
1998-07-24,10.46,0.02,523.0
1998-07-27,10.38,0.02,519.0
1998-07-28,10.5,0.02,525.0
1998-07-29,10.77,0.02,538.5
1998-07-30,10.54,0.02,527.0
1998-07-31,10.15,0.02,507.5
1998-08-03,9.88,0.02,494.00000000000006
1998-08-04,8.29,0.02,414.49999999999994
1998-08-05,8.5,0.02,425.0
1998-08-06,8.23,0.02,411.5
1998-08-07,8.83,0.02,441.5
1998-08-10,8.58,0.02,429.0
1998-08-11,8.44,0.02,421.99999999999994
1998-08-12,8.83,0.02,441.5
1998-08-13,8.6,0.02,430.0
1998-08-14,8.69,0.02,434.49999999999994
1998-08-17,8.65,0.02,432.5
1998-08-18,8.65,0.02,432.5
1998-08-19,8.33,0.02,416.5
1998-08-20,8.0,0.02,400.0
1998-08-21,7.9,0.02,395.0
1998-08-24,7.42,0.02,371.0
1998-08-25,7.1,0.02,355.0
1998-08-26,6.75,0.02,337.5
1998-08-27,6.4,0.02,320.0
1998-08-28,6.5,0.02,325.0
1998-08-31,6.33,0.02,316.5
