date,MDLZ,MDLZ_EPS,PE Ratio
2001-12-14,32.8,,
2001-12-17,33.28,,
2001-12-18,33.8,,
2001-12-19,33.98,,
2001-12-20,34.05,,
2001-12-21,34.98,,
2001-12-24,34.68,,
2001-12-26,34.05,,
2001-12-27,33.66,,
2001-12-28,33.8,,
2001-12-31,34.03,,
2002-01-02,34.75,,
2002-01-03,34.08,,
2002-01-04,33.01,,
2002-01-07,33.15,,
2002-01-08,33.49,,
2002-01-09,33.6,,
2002-01-10,33.7,,
2002-01-11,33.94,,
2002-01-14,33.99,,
2002-01-15,34.32,,
2002-01-16,34.21,,
2002-01-17,34.6,,
2002-01-18,34.59,,
2002-01-22,34.65,,
2002-01-23,34.4,,
2002-01-24,33.72,,
2002-01-25,34.0,,
2002-01-28,33.72,,
2002-01-29,34.04,,
2002-01-30,35.5,,
2002-01-31,37.06,,
2002-02-01,36.85,,
2002-02-04,37.5,,
2002-02-05,37.1,,
2002-02-06,37.32,,
2002-02-07,37.25,,
2002-02-08,37.23,,
2002-02-11,36.7,,
2002-02-12,37.5,,
2002-02-13,37.76,,
2002-02-14,37.8,,
2002-02-15,38.15,,
2002-02-19,38.36,,
2002-02-20,38.0,,
2002-02-21,38.09,,
2002-02-22,38.55,,
2002-02-25,39.28,,
2002-02-26,39.12,,
2002-02-27,38.82,,
2002-02-28,39.1,,
2002-03-01,38.98,,
2002-03-04,36.45,,
2002-03-05,37.56,,
2002-03-06,37.85,,
2002-03-07,38.02,,
2002-03-08,38.01,,
2002-03-11,37.51,,
2002-03-12,37.31,,
2002-03-13,37.55,,
2002-03-14,37.15,,
2002-03-15,37.65,,
2002-03-18,37.55,,
2002-03-19,37.8,,
2002-03-20,38.74,,
2002-03-21,39.25,,
2002-03-22,39.24,,
2002-03-25,38.9,,
2002-03-26,39.6,,
2002-03-27,39.35,,
2002-03-28,38.65,,
2002-04-01,38.96,,
2002-04-02,39.66,,
2002-04-03,39.85,,
2002-04-04,40.35,,
2002-04-05,41.1,,
2002-04-08,40.0,,
2002-04-09,39.05,,
2002-04-10,39.52,,
2002-04-11,40.0,,
2002-04-12,39.6,,
2002-04-15,40.45,,
2002-04-16,39.91,,
2002-04-17,38.74,,
2002-04-18,38.85,,
2002-04-19,40.04,,
2002-04-22,39.03,,
2002-04-23,40.11,,
2002-04-24,40.01,,
2002-04-25,40.3,,
2002-04-26,40.4,,
2002-04-29,40.35,,
2002-04-30,41.04,,
2002-05-01,41.25,,
2002-05-02,41.95,,
2002-05-03,40.35,,
2002-05-06,40.63,,
2002-05-07,39.91,,
2002-05-08,39.24,,
2002-05-09,39.78,,
2002-05-10,39.72,,
2002-05-13,40.6,,
2002-05-14,41.08,,
2002-05-15,41.21,,
2002-05-16,41.11,,
2002-05-17,41.09,,
2002-05-20,40.92,,
2002-05-21,40.57,,
2002-05-22,41.5,,
2002-05-23,41.58,,
2002-05-24,41.7,,
2002-05-28,41.71,,
2002-05-29,42.25,,
2002-05-30,42.53,,
2002-05-31,43.01,,
2002-06-03,41.55,,
2002-06-04,41.57,,
2002-06-05,41.7,,
2002-06-06,41.68,,
2002-06-07,41.81,,
2002-06-10,42.1,,
2002-06-11,43.58,,
2002-06-12,43.8,,
2002-06-13,43.45,,
2002-06-14,42.95,,
2002-06-17,43.45,,
2002-06-18,43.84,,
2002-06-19,42.38,,
2002-06-20,42.27,,
2002-06-21,41.93,,
2002-06-24,41.32,,
2002-06-25,40.62,,
2002-06-26,39.49,,
2002-06-27,39.48,,
2002-06-28,40.95,,
2002-07-01,41.13,,
2002-07-02,40.64,,
2002-07-03,39.55,,
2002-07-05,40.26,,
2002-07-08,39.94,,
2002-07-09,38.69,,
2002-07-10,37.82,,
2002-07-11,36.98,,
2002-07-12,35.99,,
2002-07-15,36.16,,
2002-07-16,36.0,,
2002-07-17,37.94,,
2002-07-18,35.13,,
2002-07-19,34.81,,
2002-07-22,35.47,,
2002-07-23,35.1,,
2002-07-24,37.2,,
2002-07-25,36.96,,
2002-07-26,37.03,,
2002-07-29,37.19,,
2002-07-30,36.96,,
2002-07-31,37.0,,
2002-08-01,37.6,,
2002-08-02,37.2,,
2002-08-05,37.85,,
2002-08-06,37.55,,
2002-08-07,38.03,,
2002-08-08,38.48,,
2002-08-09,38.92,,
2002-08-12,38.6,,
2002-08-13,38.33,,
2002-08-14,38.7,,
2002-08-15,39.5,,
2002-08-16,39.53,,
2002-08-19,40.12,,
2002-08-20,40.16,,
2002-08-21,39.26,,
2002-08-22,39.69,,
2002-08-23,39.29,,
2002-08-26,38.73,,
2002-08-27,38.81,,
2002-08-28,39.0,,
2002-08-29,39.66,,
2002-08-30,39.77,,
2002-09-03,38.6,,
2002-09-04,38.58,,
2002-09-05,39.26,,
2002-09-06,38.39,,
2002-09-09,38.88,,
2002-09-10,39.14,,
2002-09-11,39.5,,
2002-09-12,39.29,,
2002-09-13,39.49,,
2002-09-16,40.01,,
2002-09-17,38.74,,
2002-09-18,39.48,,
2002-09-19,39.01,,
2002-09-20,38.8,,
2002-09-23,39.24,,
2002-09-24,37.45,,
2002-09-25,37.13,,
2002-09-26,37.67,,
2002-09-27,36.5,,
2002-09-30,36.46,,
2002-10-01,36.8,,
2002-10-02,36.92,,
2002-10-03,36.76,,
2002-10-04,36.96,,
2002-10-07,36.73,,
2002-10-08,37.17,,
2002-10-09,37.11,,
2002-10-10,36.52,,
2002-10-11,37.5,,
2002-10-14,38.65,,
2002-10-15,39.18,,
2002-10-16,37.9,,
2002-10-17,38.63,,
2002-10-18,39.55,,
2002-10-21,40.4,,
2002-10-22,41.05,,
2002-10-23,39.19,,
2002-10-24,39.21,,
2002-10-25,38.48,,
2002-10-28,37.9,,
2002-10-29,37.96,,
2002-10-30,38.82,,
2002-10-31,39.5,,
2002-11-01,39.59,,
2002-11-04,38.97,,
2002-11-05,39.19,,
2002-11-06,39.15,,
2002-11-07,39.76,,
2002-11-08,39.6,,
2002-11-11,39.74,,
2002-11-12,37.5,,
2002-11-13,38.29,,
2002-11-14,38.34,,
2002-11-15,38.43,,
2002-11-18,38.15,,
2002-11-19,38.0,,
2002-11-20,37.4,,
2002-11-21,37.36,,
2002-11-22,37.1,,
2002-11-25,37.84,,
2002-11-26,37.96,,
2002-11-27,37.95,,
2002-11-29,37.56,,
2002-12-02,37.83,,
2002-12-03,37.72,,
2002-12-04,38.51,,
2002-12-05,38.01,,
2002-12-06,38.63,,
2002-12-09,39.2,,
2002-12-10,39.1,,
2002-12-11,38.96,,
2002-12-12,39.41,,
2002-12-13,39.61,,
2002-12-16,39.49,,
2002-12-17,39.52,,
2002-12-18,39.35,,
2002-12-19,38.95,,
2002-12-20,39.0,,
2002-12-23,39.07,,
2002-12-24,39.26,,
2002-12-26,39.19,,
2002-12-27,39.0,,
2002-12-30,38.95,,
2002-12-31,38.93,,
2003-01-02,39.2,,
2003-01-03,38.87,,
2003-01-06,38.52,,
2003-01-07,38.66,,
2003-01-08,38.6,,
2003-01-09,38.99,,
2003-01-10,38.69,,
2003-01-13,38.9,,
2003-01-14,38.39,,
2003-01-15,37.48,,
2003-01-16,38.14,,
2003-01-17,38.0,,
2003-01-21,37.8,,
2003-01-22,38.1,,
2003-01-23,37.02,,
2003-01-24,36.35,,
2003-01-27,36.8,,
2003-01-28,36.11,,
2003-01-29,31.2,,
2003-01-30,29.98,,
2003-01-31,31.85,,
2003-02-03,31.8,,
2003-02-04,31.65,,
2003-02-05,31.77,,
2003-02-06,31.26,,
2003-02-07,31.55,,
2003-02-10,31.57,,
2003-02-11,31.17,,
2003-02-12,31.42,,
2003-02-13,31.35,,
2003-02-14,31.35,,
2003-02-18,31.53,,
2003-02-19,31.48,,
2003-02-20,30.0,,
2003-02-21,30.11,,
2003-02-24,29.93,,
2003-02-25,30.15,,
2003-02-26,29.73,,
2003-02-27,29.72,,
2003-02-28,29.61,,
2003-03-03,29.3,,
2003-03-04,28.5,,
2003-03-05,27.86,,
2003-03-06,27.46,,
2003-03-07,27.3,,
2003-03-10,26.99,,
2003-03-11,27.7,,
2003-03-12,27.8,,
2003-03-13,28.5,,
2003-03-14,28.7,,
2003-03-17,29.7,,
2003-03-18,28.93,,
2003-03-19,29.99,,
2003-03-20,29.5,,
2003-03-21,30.8,,
2003-03-24,30.05,,
2003-03-25,29.76,,
2003-03-26,29.41,,
2003-03-27,29.14,,
2003-03-28,28.6,,
2003-03-31,28.2,,
2003-04-01,28.18,,
2003-04-02,28.76,,
2003-04-03,29.46,,
2003-04-04,28.5,,
2003-04-07,28.75,,
2003-04-08,29.26,,
2003-04-09,29.3,,
2003-04-10,28.14,,
2003-04-11,28.37,,
2003-04-14,29.06,,
2003-04-15,28.85,,
2003-04-16,29.1,,
2003-04-17,29.75,,
2003-04-21,30.04,,
2003-04-22,30.64,,
2003-04-23,30.71,,
2003-04-24,30.86,,
2003-04-25,30.15,,
2003-04-28,30.31,,
2003-04-29,30.95,,
2003-04-30,30.9,,
2003-05-01,31.06,,
2003-05-02,31.11,,
2003-05-05,31.28,,
2003-05-06,31.23,,
2003-05-07,31.24,,
2003-05-08,31.12,,
2003-05-09,31.3,,
2003-05-12,31.18,,
2003-05-13,31.25,,
2003-05-14,31.09,,
2003-05-15,30.8,,
2003-05-16,30.9,,
2003-05-19,30.71,,
2003-05-20,31.28,,
2003-05-21,32.08,,
2003-05-22,32.91,,
2003-05-23,32.95,,
2003-05-27,32.46,,
2003-05-28,32.38,,
2003-05-29,32.46,,
2003-05-30,32.4,,
2003-06-02,32.5,,
2003-06-03,32.84,,
2003-06-04,33.09,,
2003-06-05,33.19,,
2003-06-06,33.42,,
2003-06-09,33.03,,
2003-06-10,33.32,,
2003-06-11,33.55,,
2003-06-12,33.74,,
2003-06-13,33.48,,
2003-06-16,33.61,,
2003-06-17,33.47,,
2003-06-18,33.83,,
2003-06-19,33.06,,
2003-06-20,32.91,,
2003-06-23,32.6,,
2003-06-24,32.99,,
2003-06-25,32.58,,
2003-06-26,32.57,,
2003-06-27,32.58,,
2003-06-30,32.55,,
2003-07-01,32.3,,
2003-07-02,32.53,,
2003-07-03,32.08,,
2003-07-07,32.48,,
2003-07-08,32.48,,
2003-07-09,31.32,,
2003-07-10,31.25,,
2003-07-11,31.24,,
2003-07-14,31.25,,
2003-07-15,30.78,,
2003-07-16,30.8,,
2003-07-17,28.81,,
2003-07-18,28.79,,
2003-07-21,28.71,,
2003-07-22,28.98,,
2003-07-23,28.69,,
2003-07-24,28.52,,
2003-07-25,28.55,,
2003-07-28,28.55,,
2003-07-29,28.23,,
2003-07-30,27.76,,
2003-07-31,27.81,,
2003-08-01,27.95,,
2003-08-04,28.22,,
2003-08-05,27.86,,
2003-08-06,28.14,,
2003-08-07,28.14,,
2003-08-08,28.08,,
2003-08-11,28.45,,
2003-08-12,28.73,,
2003-08-13,28.52,1.04,27.423076923076923
2003-08-14,28.76,1.04,27.653846153846153
2003-08-15,28.82,1.04,27.71153846153846
2003-08-18,28.48,1.04,27.384615384615383
2003-08-19,28.5,1.04,27.403846153846153
2003-08-20,28.33,1.04,27.240384615384613
2003-08-21,28.52,1.04,27.423076923076923
2003-08-22,28.7,1.04,27.596153846153843
2003-08-25,29.32,1.04,28.19230769230769
2003-08-26,29.07,1.04,27.951923076923077
2003-08-27,29.17,1.04,28.048076923076923
2003-08-28,29.48,1.04,28.346153846153847
2003-08-29,29.7,1.04,28.557692307692307
2003-09-02,30.15,1.04,28.990384615384613
2003-09-03,29.85,1.04,28.701923076923077
2003-09-04,29.37,1.04,28.240384615384617
2003-09-05,29.26,1.04,28.134615384615387
2003-09-08,29.57,1.04,28.432692307692307
2003-09-09,29.49,1.04,28.35576923076923
2003-09-10,29.64,1.04,28.5
2003-09-11,29.68,1.04,28.538461538461537
2003-09-12,29.77,1.04,28.625
2003-09-15,29.63,1.04,28.490384615384613
2003-09-16,29.48,1.04,28.346153846153847
2003-09-17,29.92,1.04,28.76923076923077
2003-09-18,29.67,1.04,28.528846153846153
2003-09-19,29.35,1.04,28.221153846153847
2003-09-22,29.2,1.04,28.076923076923077
2003-09-23,29.4,1.04,28.269230769230766
2003-09-24,29.61,1.04,28.471153846153843
2003-09-25,29.37,1.04,28.240384615384617
2003-09-26,29.01,1.04,27.89423076923077
2003-09-29,29.68,1.04,28.538461538461537
2003-09-30,29.5,1.04,28.365384615384613
2003-10-01,29.95,1.04,28.79807692307692
2003-10-02,29.93,1.04,28.778846153846153
2003-10-03,29.92,1.04,28.76923076923077
2003-10-06,30.0,1.04,28.846153846153847
2003-10-07,30.0,1.04,28.846153846153847
2003-10-08,29.67,1.04,28.528846153846153
2003-10-09,29.65,1.04,28.509615384615383
2003-10-10,29.47,1.04,28.33653846153846
2003-10-13,29.51,1.04,28.375
2003-10-14,29.35,1.04,28.221153846153847
2003-10-15,29.49,1.04,28.35576923076923
2003-10-16,29.38,1.04,28.249999999999996
2003-10-17,29.15,1.04,28.02884615384615
2003-10-20,29.2,1.04,28.076923076923077
2003-10-21,28.95,1.04,27.83653846153846
2003-10-22,29.0,1.04,27.884615384615383
2003-10-23,29.19,1.04,28.067307692307693
2003-10-24,29.05,1.04,27.932692307692307
2003-10-27,28.95,1.04,27.83653846153846
2003-10-28,29.3,1.04,28.173076923076923
2003-10-29,29.32,1.04,28.19230769230769
2003-10-30,29.19,1.04,28.067307692307693
2003-10-31,29.1,1.04,27.98076923076923
2003-11-03,29.23,1.04,28.10576923076923
2003-11-04,29.15,1.04,28.02884615384615
2003-11-05,28.99,1.04,27.874999999999996
2003-11-06,29.35,1.04,28.221153846153847
2003-11-07,29.8,1.04,28.653846153846153
2003-11-10,29.72,1.04,28.576923076923073
2003-11-11,29.36,1.04,28.23076923076923
2003-11-12,30.33,1.04,29.163461538461537
2003-11-13,30.27,1.51,20.04635761589404
2003-11-14,30.52,1.51,20.211920529801326
2003-11-17,31.2,1.51,20.662251655629138
2003-11-18,31.0,1.51,20.52980132450331
2003-11-19,30.68,1.51,20.317880794701985
2003-11-20,30.72,1.51,20.344370860927153
2003-11-21,30.95,1.51,20.496688741721854
2003-11-24,31.35,1.51,20.76158940397351
2003-11-25,31.61,1.51,20.933774834437084
2003-11-26,31.79,1.51,21.05298013245033
2003-11-28,31.67,1.51,20.973509933774835
2003-12-01,31.81,1.51,21.066225165562912
2003-12-02,32.22,1.51,21.33774834437086
2003-12-03,32.3,1.51,21.39072847682119
2003-12-04,31.55,1.51,20.894039735099337
2003-12-05,31.51,1.51,20.867549668874172
2003-12-08,31.71,1.51,21.0
2003-12-09,31.4,1.51,20.794701986754966
2003-12-10,31.37,1.51,20.774834437086092
2003-12-11,31.36,1.51,20.7682119205298
2003-12-12,31.7,1.51,20.99337748344371
2003-12-15,31.83,1.51,21.079470198675494
2003-12-16,31.59,1.51,20.920529801324502
2003-12-17,31.49,1.51,20.85430463576159
2003-12-18,31.49,1.51,20.85430463576159
2003-12-19,31.37,1.51,20.774834437086092
2003-12-22,31.75,1.51,21.026490066225165
2003-12-23,31.59,1.51,20.920529801324502
2003-12-24,31.44,1.51,20.821192052980134
2003-12-26,31.48,1.51,20.8476821192053
2003-12-29,31.72,1.51,21.00662251655629
2003-12-30,32.25,1.51,21.357615894039736
2003-12-31,32.22,1.51,21.33774834437086
2004-01-02,32.08,1.51,21.24503311258278
2004-01-05,32.16,1.51,21.29801324503311
2004-01-06,32.49,1.51,21.516556291390728
2004-01-07,32.28,1.51,21.37748344370861
2004-01-08,32.3,1.51,21.39072847682119
2004-01-09,32.1,1.51,21.258278145695364
2004-01-12,32.03,1.51,21.211920529801326
2004-01-13,31.3,1.51,20.728476821192054
2004-01-14,31.57,1.51,20.90728476821192
2004-01-15,31.34,1.51,20.75496688741722
2004-01-16,31.62,1.51,20.94039735099338
2004-01-20,31.83,1.51,21.079470198675494
2004-01-21,31.81,1.51,21.066225165562912
2004-01-22,31.96,1.51,21.165562913907284
2004-01-23,31.18,1.51,20.649006622516556
2004-01-26,32.48,1.51,21.509933774834433
2004-01-27,32.13,1.51,21.27814569536424
2004-01-28,32.06,1.51,21.2317880794702
2004-01-29,32.14,1.51,21.28476821192053
2004-01-30,32.21,1.51,21.33112582781457
2004-02-02,32.55,1.51,21.556291390728475
2004-02-03,33.15,1.51,21.953642384105958
2004-02-04,33.48,1.51,22.172185430463575
2004-02-05,33.7,1.51,22.31788079470199
2004-02-06,33.19,1.51,21.980132450331123
2004-02-09,33.1,1.51,21.920529801324506
2004-02-10,33.02,1.51,21.867549668874172
2004-02-11,33.18,1.51,21.973509933774835
2004-02-12,33.1,1.51,21.920529801324506
2004-02-13,32.94,1.51,21.81456953642384
2004-02-17,33.69,1.51,22.311258278145694
2004-02-18,33.62,1.51,22.264900662251655
2004-02-19,33.24,1.51,22.013245033112582
2004-02-20,33.2,1.51,21.986754966887418
2004-02-23,33.21,1.51,21.99337748344371
2004-02-24,33.25,1.51,22.019867549668874
2004-02-25,33.14,1.51,21.94701986754967
2004-02-26,33.26,1.51,22.026490066225165
2004-02-27,33.79,1.51,22.37748344370861
2004-03-01,34.22,1.51,22.662251655629138
2004-03-02,34.0,1.51,22.516556291390728
2004-03-03,33.64,1.51,22.278145695364238
2004-03-04,33.52,1.51,22.198675496688743
2004-03-05,34.12,1.51,22.596026490066222
2004-03-08,34.21,1.51,22.655629139072847
2004-03-09,34.5,1.51,22.8476821192053
2004-03-10,34.15,1.51,22.6158940397351
2004-03-11,32.98,1.51,21.841059602649004
2004-03-12,32.8,1.51,21.72185430463576
2004-03-15,32.52,1.51,21.536423841059605
2004-03-16,32.4,1.51,21.456953642384104
2004-03-17,32.88,1.51,21.774834437086096
2004-03-18,32.73,1.51,21.67549668874172
2004-03-19,32.47,1.51,21.503311258278146
2004-03-22,32.11,1.51,21.264900662251655
2004-03-23,32.16,1.51,21.29801324503311
2004-03-24,31.62,1.51,20.94039735099338
2004-03-25,31.5,1.51,20.86092715231788
2004-03-26,31.42,1.51,20.80794701986755
2004-03-29,31.86,1.51,21.09933774834437
2004-03-30,31.71,1.51,21.0
2004-03-31,32.01,1.51,21.19867549668874
2004-04-01,31.95,1.51,21.158940397350992
2004-04-02,31.86,1.51,21.09933774834437
2004-04-05,32.2,1.51,21.32450331125828
2004-04-06,31.8,1.51,21.059602649006624
2004-04-07,31.5,1.51,20.86092715231788
2004-04-08,31.45,1.51,20.82781456953642
2004-04-12,31.08,1.51,20.58278145695364
2004-04-13,30.84,1.51,20.423841059602648
2004-04-14,30.99,1.51,20.52317880794702
2004-04-15,31.29,1.51,20.721854304635762
2004-04-16,31.36,1.51,20.7682119205298
2004-04-19,31.39,1.51,20.788079470198674
2004-04-20,31.27,1.51,20.70860927152318
2004-04-21,32.1,1.51,21.258278145695364
2004-04-22,32.95,1.51,21.821192052980134
2004-04-23,33.09,1.51,21.913907284768214
2004-04-26,32.78,1.51,21.70860927152318
2004-04-27,33.06,1.51,21.89403973509934
2004-04-28,32.9,1.51,21.788079470198674
2004-04-29,32.91,1.51,21.794701986754966
2004-04-30,32.91,1.51,21.794701986754966
2004-05-03,33.08,1.51,21.90728476821192
2004-05-04,32.86,1.51,21.76158940397351
2004-05-05,32.63,1.51,21.60927152317881
2004-05-06,32.55,1.51,21.556291390728475
2004-05-07,32.08,1.51,21.24503311258278
2004-05-10,31.6,0.33,95.75757575757575
2004-05-11,31.59,0.33,95.72727272727272
2004-05-12,31.17,0.33,94.45454545454545
2004-05-13,30.6,0.33,92.72727272727273
2004-05-14,30.98,0.33,93.87878787878788
2004-05-17,30.91,0.33,93.66666666666666
2004-05-18,30.61,0.33,92.75757575757575
2004-05-19,30.48,0.33,92.36363636363636
2004-05-20,29.95,0.33,90.75757575757575
2004-05-21,29.92,0.33,90.66666666666667
2004-05-24,29.95,0.33,90.75757575757575
2004-05-25,29.88,0.33,90.54545454545453
2004-05-26,30.01,0.33,90.93939393939394
2004-05-27,30.03,0.33,91.0
2004-05-28,29.86,0.33,90.48484848484848
2004-06-01,29.9,0.33,90.6060606060606
2004-06-02,30.05,0.33,91.06060606060606
2004-06-03,30.69,0.33,93.0
2004-06-04,30.27,0.33,91.72727272727272
2004-06-07,30.64,0.33,92.84848484848484
2004-06-08,30.56,0.33,92.6060606060606
2004-06-09,30.51,0.33,92.45454545454545
2004-06-10,30.98,0.33,93.87878787878788
2004-06-14,30.72,0.33,93.09090909090908
2004-06-15,30.74,0.33,93.15151515151514
2004-06-16,30.78,0.33,93.27272727272727
2004-06-17,30.86,0.33,93.51515151515152
2004-06-18,31.2,0.33,94.54545454545453
2004-06-21,30.85,0.33,93.48484848484848
2004-06-22,30.94,0.33,93.75757575757575
2004-06-23,30.78,0.33,93.27272727272727
2004-06-24,30.75,0.33,93.18181818181817
2004-06-25,30.66,0.33,92.9090909090909
2004-06-28,31.0,0.33,93.93939393939394
2004-06-29,31.2,0.33,94.54545454545453
2004-06-30,31.68,0.33,96.0
2004-07-01,31.18,0.33,94.48484848484848
2004-07-02,31.02,0.33,94.0
2004-07-06,31.55,0.33,95.60606060606061
2004-07-07,31.32,0.33,94.9090909090909
2004-07-08,31.57,0.33,95.66666666666666
2004-07-09,31.36,0.33,95.03030303030303
2004-07-12,31.36,0.33,95.03030303030303
2004-07-13,31.08,0.33,94.18181818181817
2004-07-14,31.26,0.33,94.72727272727273
2004-07-15,30.61,0.33,92.75757575757575
2004-07-16,30.3,0.33,91.81818181818181
2004-07-19,31.13,0.33,94.33333333333333
2004-07-20,31.8,0.33,96.36363636363636
2004-07-21,31.49,0.33,95.42424242424242
2004-07-22,31.14,0.33,94.36363636363636
2004-07-23,30.51,0.33,92.45454545454545
2004-07-26,30.52,0.33,92.48484848484848
2004-07-27,30.6,0.33,92.72727272727273
2004-07-28,30.34,0.33,91.93939393939394
2004-07-29,30.52,0.33,92.48484848484848
2004-07-30,30.55,0.33,92.57575757575758
2004-08-02,30.24,0.33,91.63636363636363
2004-08-03,30.15,0.33,91.36363636363636
2004-08-04,30.05,0.33,91.06060606060606
2004-08-05,29.84,0.33,90.42424242424242
2004-08-06,29.68,0.73,40.657534246575345
2004-08-09,29.65,0.73,40.61643835616438
2004-08-10,29.56,0.73,40.49315068493151
2004-08-11,29.73,0.73,40.726027397260275
2004-08-12,29.76,0.73,40.76712328767124
2004-08-13,29.86,0.73,40.9041095890411
2004-08-16,30.43,0.73,41.68493150684932
2004-08-17,30.48,0.73,41.75342465753425
2004-08-18,30.68,0.73,42.02739726027397
2004-08-19,30.83,0.73,42.23287671232877
2004-08-20,31.39,0.73,43.0
2004-08-23,31.25,0.73,42.80821917808219
2004-08-24,31.29,0.73,42.863013698630134
2004-08-25,31.36,0.73,42.95890410958904
2004-08-26,31.55,0.73,43.21917808219178
2004-08-27,31.46,0.73,43.09589041095891
2004-08-30,31.19,0.73,42.726027397260275
2004-08-31,31.28,0.73,42.849315068493155
2004-09-01,31.3,0.73,42.87671232876713
2004-09-02,31.51,0.73,43.16438356164384
2004-09-03,31.5,0.73,43.15068493150685
2004-09-07,31.8,0.73,43.561643835616444
2004-09-08,31.45,0.73,43.082191780821915
2004-09-09,31.58,0.73,43.26027397260274
2004-09-10,31.39,0.73,43.0
2004-09-13,31.8,0.73,43.561643835616444
2004-09-14,31.82,0.73,43.589041095890416
2004-09-15,31.93,0.73,43.73972602739726
2004-09-16,32.09,0.73,43.95890410958905
2004-09-17,32.52,0.73,44.54794520547946
2004-09-20,32.4,0.73,44.38356164383561
2004-09-21,32.0,0.73,43.83561643835616
2004-09-22,31.4,0.73,43.013698630136986
2004-09-23,31.39,0.73,43.0
2004-09-24,31.46,0.73,43.09589041095891
2004-09-27,31.6,0.73,43.28767123287672
2004-09-28,31.95,0.73,43.76712328767123
2004-09-29,31.9,0.73,43.6986301369863
2004-09-30,31.72,0.73,43.45205479452055
2004-10-01,31.69,0.73,43.41095890410959
2004-10-04,31.7,0.73,43.42465753424658
2004-10-05,31.4,0.73,43.013698630136986
2004-10-06,31.97,0.73,43.794520547945204
2004-10-07,31.58,0.73,43.26027397260274
2004-10-08,31.31,0.73,42.890410958904106
2004-10-11,31.21,0.73,42.75342465753425
2004-10-12,31.17,0.73,42.6986301369863
2004-10-13,31.32,0.73,42.9041095890411
2004-10-14,31.57,0.73,43.24657534246575
2004-10-15,32.14,0.73,44.02739726027397
2004-10-18,32.33,0.73,44.28767123287671
2004-10-19,32.44,0.73,44.438356164383556
2004-10-20,32.91,0.73,45.082191780821915
2004-10-21,32.74,0.73,44.849315068493155
2004-10-22,32.55,0.73,44.58904109589041
