date,IR,IR_EPS,PE Ratio
2014-10-28,62.0,0.04,1550.0
2014-10-29,61.48,0.04,1537.0
2014-10-30,61.73,0.04,1543.25
2014-10-31,62.62,0.04,1565.5
2014-11-03,61.81,0.04,1545.25
2014-11-04,61.34,0.04,1533.5
2014-11-05,62.2,0.04,1555.0
2014-11-06,63.16,0.04,1578.9999999999998
2014-11-07,63.51,0.04,1587.75
2014-11-10,63.42,0.04,1585.5
2014-11-11,63.05,0.04,1576.25
2014-11-12,63.0,0.04,1575.0
2014-11-13,62.53,0.04,1563.25
2014-11-14,62.59,0.04,1564.75
2014-11-17,62.52,0.04,1563.0
2014-11-18,62.76,0.04,1569.0
2014-11-19,62.7,0.04,1567.5
2014-11-20,63.02,0.04,1575.5
2014-11-21,63.47,0.04,1586.75
2014-11-24,63.77,0.04,1594.25
2014-11-25,63.84,0.04,1596.0
2014-11-26,63.49,0.04,1587.25
2014-11-28,63.06,0.04,1576.5
2014-12-01,62.12,0.04,1553.0
2014-12-02,63.06,0.04,1576.5
2014-12-03,63.81,0.04,1595.25
2014-12-04,63.28,0.04,1582.0
2014-12-05,63.6,0.04,1590.0
2014-12-08,62.57,0.04,1564.25
2014-12-09,62.96,0.04,1574.0
2014-12-10,62.29,0.04,1557.25
2014-12-11,63.1,0.04,1577.5
2014-12-12,62.07,0.04,1551.75
2014-12-15,61.58,0.04,1539.5
2014-12-16,60.78,0.04,1519.5
2014-12-17,61.98,0.04,1549.5
2014-12-18,63.52,0.04,1588.0
2014-12-19,63.99,0.04,1599.75
2014-12-22,64.19,0.04,1604.75
2014-12-23,64.47,0.04,1611.75
2014-12-24,64.49,0.04,1612.2499999999998
2014-12-26,64.59,0.04,1614.75
2014-12-29,64.59,0.04,1614.75
2014-12-30,64.25,0.04,1606.25
2014-12-31,63.39,0.04,1584.75
2015-01-02,63.26,0.04,1581.5
2015-01-05,62.16,0.04,1553.9999999999998
2015-01-06,60.86,0.04,1521.5
2015-01-07,61.19,0.04,1529.75
2015-01-08,62.43,0.04,1560.75
2015-01-09,61.75,0.04,1543.75
2015-01-12,62.2,0.04,1555.0
2015-01-13,61.89,0.04,1547.25
2015-01-14,61.43,0.04,1535.75
2015-01-15,61.55,0.04,1538.75
2015-01-16,61.62,0.04,1540.5
2015-01-20,62.37,0.04,1559.25
2015-01-21,63.12,0.04,1578.0
2015-01-22,64.74,0.04,1618.4999999999998
2015-01-23,64.66,0.04,1616.4999999999998
2015-01-26,65.33,0.04,1633.25
2015-01-27,64.76,0.04,1619.0
2015-01-28,63.85,0.04,1596.25
2015-01-29,64.66,0.04,1616.4999999999998
2015-01-30,66.4,0.04,1660.0
2015-02-02,66.16,0.04,1653.9999999999998
2015-02-03,67.45,0.04,1686.25
2015-02-04,66.81,0.04,1670.25
2015-02-05,66.84,0.04,1671.0
2015-02-06,66.59,0.04,1664.75
2015-02-09,66.4,0.04,1660.0
2015-02-10,66.99,0.04,1674.7499999999998
2015-02-11,66.66,0.04,1666.4999999999998
2015-02-12,67.63,0.04,1690.7499999999998
2015-02-13,67.69,0.04,1692.25
2015-02-17,67.76,0.04,1694.0
2015-02-18,67.91,0.04,1697.7499999999998
2015-02-19,67.97,0.04,1699.25
2015-02-20,68.81,0.04,1720.25
2015-02-23,68.64,0.04,1716.0
2015-02-24,68.75,0.04,1718.75
2015-02-25,68.22,0.04,1705.5
2015-02-26,67.94,0.04,1698.5
2015-02-27,67.19,0.04,1679.75
2015-03-02,67.78,0.04,1694.5
2015-03-03,67.45,0.04,1686.25
2015-03-04,67.0,0.04,1675.0
2015-03-05,67.68,0.04,1692.0000000000002
2015-03-06,66.86,0.04,1671.5
2015-03-09,67.66,0.04,1691.4999999999998
2015-03-10,66.23,0.04,1655.75
2015-03-11,66.2,0.04,1655.0
2015-03-12,67.39,0.04,1684.75
2015-03-13,67.22,0.04,1680.5
2015-03-16,68.6,0.04,1714.9999999999998
2015-03-17,67.78,0.04,1694.5
2015-03-18,68.54,0.04,1713.5000000000002
2015-03-19,67.87,0.04,1696.75
2015-03-20,68.21,0.04,1705.2499999999998
2015-03-23,67.56,0.04,1689.0
2015-03-24,67.95,0.04,1698.75
2015-03-25,66.77,0.04,1669.2499999999998
2015-03-26,67.47,0.04,1686.75
2015-03-27,67.77,0.04,1694.2499999999998
2015-03-30,68.45,0.04,1711.25
2015-03-31,68.08,0.04,1702.0
2015-04-01,67.05,0.04,1676.25
2015-04-02,67.53,0.04,1688.25
2015-04-06,67.85,0.04,1696.2499999999998
2015-04-07,67.35,0.04,1683.7499999999998
2015-04-08,67.51,0.04,1687.75
2015-04-09,67.87,0.04,1696.75
2015-04-10,68.59,0.04,1714.75
2015-04-13,68.7,0.04,1717.5
2015-04-14,68.58,0.04,1714.5
2015-04-15,69.19,0.04,1729.75
2015-04-16,68.8,0.04,1720.0
2015-04-17,67.34,0.04,1683.5
2015-04-20,67.68,0.04,1692.0000000000002
2015-04-21,67.2,0.04,1680.0
2015-04-22,67.49,0.04,1687.2499999999998
2015-04-23,69.06,0.04,1726.5
2015-04-24,68.63,0.04,1715.7499999999998
2015-04-27,68.63,0.04,1715.7499999999998
2015-04-28,69.19,0.04,1729.75
2015-04-29,67.65,0.04,1691.25
2015-04-30,65.84,0.04,1646.0
2015-05-01,66.85,0.04,1671.2499999999998
2015-05-04,66.89,0.04,1672.25
2015-05-05,65.83,0.04,1645.75
2015-05-06,66.82,0.04,1670.4999999999998
2015-05-07,67.14,0.04,1678.5
2015-05-08,67.44,0.04,1686.0
2015-05-11,67.17,0.04,1679.25
2015-05-12,67.52,0.04,1687.9999999999998
2015-05-13,68.12,0.04,1703.0
2015-05-14,70.18,0.04,1754.5000000000002
2015-05-15,70.91,0.04,1772.7499999999998
2015-05-18,70.5,0.04,1762.5
2015-05-19,69.74,0.04,1743.4999999999998
2015-05-20,69.34,0.04,1733.5
2015-05-21,69.52,0.04,1737.9999999999998
2015-05-22,69.27,0.04,1731.7499999999998
2015-05-26,68.59,0.04,1714.75
2015-05-27,69.52,0.04,1737.9999999999998
2015-05-28,69.44,0.04,1736.0
2015-05-29,68.78,0.04,1719.5
2015-06-01,68.99,0.04,1724.7499999999998
2015-06-02,69.24,0.04,1730.9999999999998
2015-06-03,69.09,0.04,1727.25
2015-06-04,69.05,0.04,1726.25
2015-06-05,69.11,0.04,1727.75
2015-06-08,68.59,0.04,1714.75
2015-06-09,68.61,0.04,1715.25
2015-06-10,69.19,0.04,1729.75
2015-06-11,69.65,0.04,1741.25
2015-06-12,69.86,0.04,1746.5
2015-06-15,69.04,0.04,1726.0000000000002
2015-06-16,69.06,0.04,1726.5
2015-06-17,68.98,0.04,1724.5
2015-06-18,69.43,0.04,1735.7500000000002
2015-06-19,68.99,0.04,1724.7499999999998
2015-06-22,69.27,0.04,1731.7499999999998
2015-06-23,68.87,0.04,1721.75
2015-06-24,68.57,0.04,1714.2499999999998
2015-06-25,68.17,0.04,1704.25
2015-06-26,68.43,0.04,1710.7500000000002
2015-06-29,67.58,0.04,1689.5
2015-06-30,67.42,0.04,1685.5
2015-07-01,67.6,0.04,1689.9999999999998
2015-07-02,67.51,0.04,1687.75
2015-07-06,67.03,0.04,1675.75
2015-07-07,67.3,0.04,1682.5
2015-07-08,66.18,0.04,1654.5000000000002
2015-07-09,66.1,0.04,1652.4999999999998
2015-07-10,66.41,0.04,1660.2499999999998
2015-07-13,67.23,0.04,1680.75
2015-07-14,67.45,0.04,1686.25
2015-07-15,67.37,0.04,1684.25
2015-07-16,67.68,0.04,1692.0000000000002
2015-07-17,67.63,0.04,1690.7499999999998
2015-07-20,68.76,0.04,1719.0
2015-07-21,67.99,0.04,1699.7499999999998
2015-07-22,68.2,0.04,1705.0
2015-07-23,66.97,0.04,1674.25
2015-07-24,66.0,0.04,1650.0
2015-07-27,65.0,0.04,1625.0
2015-07-28,60.7,0.04,1517.5
2015-07-29,61.5,0.04,1537.5
2015-07-30,61.11,0.04,1527.75
2015-07-31,61.4,0.04,1535.0
2015-08-03,60.53,0.04,1513.25
2015-08-04,59.38,0.04,1484.5
2015-08-05,59.96,0.04,1499.0
2015-08-06,60.01,0.04,1500.25
2015-08-07,60.25,0.04,1506.25
2015-08-10,61.6,0.04,1540.0
2015-08-11,61.06,0.04,1526.5
2015-08-12,61.64,0.04,1541.0
2015-08-13,61.38,0.04,1534.5
2015-08-14,61.55,0.04,1538.75
2015-08-17,62.12,0.04,1553.0
2015-08-18,62.14,0.04,1553.5
2015-08-19,60.92,0.04,1523.0
2015-08-20,59.59,0.04,1489.75
2015-08-21,57.78,0.04,1444.5
2015-08-24,55.56,0.04,1389.0
2015-08-25,54.31,0.04,1357.75
2015-08-26,55.37,0.04,1384.25
2015-08-27,55.94,0.04,1398.5
2015-08-28,55.73,0.04,1393.25
2015-08-31,55.29,0.04,1382.25
2015-09-01,53.58,0.04,1339.5
2015-09-02,54.23,0.04,1355.75
2015-09-03,53.67,0.04,1341.75
2015-09-04,52.84,0.04,1321.0
2015-09-08,53.89,0.04,1347.25
2015-09-09,54.26,0.04,1356.5
2015-09-10,54.29,0.04,1357.25
2015-09-11,55.0,0.04,1375.0
2015-09-14,54.96,0.04,1374.0
2015-09-15,56.48,0.04,1412.0
2015-09-16,57.1,0.04,1427.5
2015-09-17,56.12,0.04,1403.0
2015-09-18,54.95,0.04,1373.75
2015-09-21,54.81,0.04,1370.25
2015-09-22,53.93,0.04,1348.25
2015-09-23,53.14,0.04,1328.5
2015-09-24,52.66,0.04,1316.5
2015-09-25,52.52,0.04,1313.0
2015-09-28,50.97,0.04,1274.25
2015-09-29,50.61,0.04,1265.25
2015-09-30,50.77,0.04,1269.25
2015-10-01,50.69,0.04,1267.25
2015-10-02,51.39,0.04,1284.75
2015-10-05,52.81,0.04,1320.25
2015-10-06,53.32,0.04,1333.0
2015-10-07,53.75,0.04,1343.75
2015-10-08,54.86,0.04,1371.5
2015-10-09,54.85,0.04,1371.25
2015-10-12,54.58,0.04,1364.5
2015-10-13,53.83,0.04,1345.75
2015-10-14,53.48,0.04,1337.0
2015-10-15,54.25,0.04,1356.25
2015-10-16,53.6,0.04,1340.0
2015-10-19,53.35,0.04,1333.75
2015-10-20,54.33,0.04,1358.25
2015-10-21,54.32,0.04,1358.0
2015-10-22,55.67,0.04,1391.75
2015-10-23,56.58,0.04,1414.5
2015-10-26,56.81,0.04,1420.25
2015-10-27,57.39,0.04,1434.75
2015-10-28,58.66,0.04,1466.4999999999998
2015-10-29,58.98,0.04,1474.5
2015-10-30,59.26,0.04,1481.5
2015-11-02,60.21,0.04,1505.25
2015-11-03,59.81,0.04,1495.25
2015-11-04,59.54,0.04,1488.5
2015-11-05,59.91,0.04,1497.7499999999998
2015-11-06,60.05,0.04,1501.25
2015-11-09,59.15,0.04,1478.75
2015-11-10,58.87,0.04,1471.75
2015-11-11,58.84,0.04,1471.0
2015-11-12,57.06,0.04,1426.5
2015-11-13,56.86,0.04,1421.5
2015-11-16,57.7,0.04,1442.5
2015-11-17,57.25,0.04,1431.25
2015-11-18,58.03,0.04,1450.75
2015-11-19,58.67,0.04,1466.75
2015-11-20,58.7,0.04,1467.5
2015-11-23,58.41,0.04,1460.2499999999998
2015-11-24,58.5,0.04,1462.5
2015-11-25,58.51,0.04,1462.75
2015-11-27,58.53,0.04,1463.25
2015-11-30,58.67,0.04,1466.75
2015-12-01,58.98,0.04,1474.5
2015-12-02,58.04,0.04,1451.0
2015-12-03,57.64,0.04,1441.0
2015-12-04,58.43,0.04,1460.75
2015-12-07,57.25,0.04,1431.25
2015-12-08,55.36,0.04,1384.0
2015-12-09,54.95,0.04,1373.75
2015-12-10,54.89,0.04,1372.25
2015-12-11,54.56,0.04,1364.0
2015-12-14,54.16,0.04,1354.0
2015-12-15,53.5,0.04,1337.5
2015-12-16,54.36,0.04,1359.0
2015-12-17,53.42,0.04,1335.5
2015-12-18,52.62,0.04,1315.5
2015-12-21,53.14,0.04,1328.5
2015-12-22,54.23,0.04,1355.75
2015-12-23,55.64,0.04,1391.0
2015-12-24,55.63,0.04,1390.75
2015-12-28,55.51,0.04,1387.75
2015-12-29,56.23,0.04,1405.75
2015-12-30,55.83,0.04,1395.75
2015-12-31,55.29,0.04,1382.25
2016-01-04,55.14,0.04,1378.5
2016-01-05,54.55,0.04,1363.75
2016-01-06,53.39,0.04,1334.75
2016-01-07,51.8,0.04,1295.0
2016-01-08,51.31,0.04,1282.75
2016-01-11,51.48,0.04,1287.0
2016-01-12,52.32,0.04,1308.0
2016-01-13,51.39,0.04,1284.75
2016-01-14,52.06,0.04,1301.5
2016-01-15,51.74,0.04,1293.5
2016-01-19,50.58,0.04,1264.5
2016-01-20,48.92,0.04,1223.0
2016-01-21,48.83,0.04,1220.75
2016-01-22,50.46,0.04,1261.5
2016-01-25,48.82,0.04,1220.5
2016-01-26,50.59,0.04,1264.75
2016-01-27,50.02,0.04,1250.5
2016-01-28,49.95,0.04,1248.75
2016-01-29,51.47,0.04,1286.75
2016-02-01,50.91,0.04,1272.75
2016-02-02,48.8,0.04,1220.0
2016-02-03,49.95,0.04,1248.75
2016-02-04,51.3,0.04,1282.5
2016-02-05,51.34,0.04,1283.5
2016-02-08,49.46,0.04,1236.5
2016-02-09,50.15,0.04,1253.75
2016-02-10,49.55,0.04,1238.75
2016-02-11,48.99,0.04,1224.75
2016-02-12,51.32,0.04,1283.0
2016-02-16,51.74,0.04,1293.5
2016-02-17,52.45,0.04,1311.25
2016-02-18,52.1,0.04,1302.5
2016-02-19,52.02,0.04,1300.5
2016-02-22,53.7,0.04,1342.5
2016-02-23,53.42,0.04,1335.5
2016-02-24,55.45,0.04,1386.25
2016-02-25,56.49,0.04,1412.25
2016-02-26,56.55,0.04,1413.75
2016-02-29,55.56,0.04,1389.0
2016-03-01,57.1,0.04,1427.5
2016-03-02,57.23,0.04,1430.75
2016-03-03,57.57,0.04,1439.25
2016-03-04,57.43,0.04,1435.75
2016-03-07,58.31,0.04,1457.75
2016-03-08,57.2,0.04,1430.0
2016-03-09,57.31,0.04,1432.75
2016-03-10,57.41,0.04,1435.2499999999998
2016-03-11,58.79,0.04,1469.75
2016-03-14,59.1,0.04,1477.5
2016-03-15,58.64,0.04,1466.0
2016-03-16,59.22,0.04,1480.5
2016-03-17,61.0,0.04,1525.0
2016-03-18,61.69,0.04,1542.25
2016-03-21,61.95,0.04,1548.75
2016-03-22,61.57,0.04,1539.25
2016-03-23,61.41,0.04,1535.2499999999998
2016-03-24,61.28,0.04,1532.0
2016-03-28,61.28,0.04,1532.0
2016-03-29,62.07,0.04,1551.75
2016-03-30,62.07,0.04,1551.75
2016-03-31,62.01,0.04,1550.25
2016-04-01,62.08,0.04,1552.0
2016-04-04,61.43,0.04,1535.75
2016-04-05,60.15,0.04,1503.75
2016-04-06,59.88,0.04,1497.0
2016-04-07,59.6,0.04,1490.0
2016-04-08,60.35,0.04,1508.75
2016-04-11,60.65,0.04,1516.25
2016-04-12,61.45,0.04,1536.25
2016-04-13,63.33,0.04,1583.25
2016-04-14,63.68,0.04,1592.0
2016-04-15,63.77,0.04,1594.25
2016-04-18,63.9,0.04,1597.5
2016-04-19,63.88,0.04,1597.0
2016-04-20,63.62,0.04,1590.5
2016-04-21,63.53,0.04,1588.25
2016-04-22,64.44,0.04,1611.0
2016-04-25,64.03,0.04,1600.75
2016-04-26,65.39,0.04,1634.75
2016-04-27,66.06,0.04,1651.5
2016-04-28,65.33,0.04,1633.25
2016-04-29,65.54,0.04,1638.5000000000002
2016-05-02,66.14,0.04,1653.5
2016-05-03,66.0,0.04,1650.0
2016-05-04,64.85,0.04,1621.2499999999998
2016-05-05,64.85,0.04,1621.2499999999998
2016-05-06,65.53,0.04,1638.25
2016-05-09,65.25,0.04,1631.25
2016-05-10,66.34,0.04,1658.5
2016-05-11,65.94,0.04,1648.5
2016-05-12,65.92,0.04,1648.0
2016-05-13,65.59,0.04,1639.75
2016-05-16,66.33,0.04,1658.25
2016-05-17,65.63,0.04,1640.7499999999998
2016-05-18,65.2,0.04,1630.0
2016-05-19,64.01,0.04,1600.25
2016-05-20,64.2,0.04,1605.0
2016-05-23,64.58,0.04,1614.5
2016-05-24,65.55,0.04,1638.75
2016-05-25,66.29,0.04,1657.2500000000002
2016-05-26,66.28,0.04,1657.0
2016-05-27,66.48,0.04,1662.0
2016-05-31,66.81,0.04,1670.25
2016-06-01,66.5,0.04,1662.5
2016-06-02,66.57,0.04,1664.2499999999998
2016-06-03,65.8,0.04,1645.0
2016-06-06,65.9,0.04,1647.5
2016-06-07,65.84,0.04,1646.0
2016-06-08,65.84,0.04,1646.0
2016-06-09,65.69,0.04,1642.25
2016-06-10,64.49,0.04,1612.2499999999998
2016-06-13,63.55,0.04,1588.75
2016-06-14,63.66,0.04,1591.4999999999998
2016-06-15,64.32,0.04,1607.9999999999998
2016-06-16,64.55,0.04,1613.75
2016-06-17,65.14,0.04,1628.5
2016-06-20,65.97,0.04,1649.25
2016-06-21,65.4,0.04,1635.0
2016-06-22,65.36,0.04,1634.0
2016-06-23,66.29,0.04,1657.2500000000002
2016-06-24,62.87,0.04,1571.75
2016-06-27,59.18,0.04,1479.5
2016-06-28,60.31,0.04,1507.75
2016-06-29,61.84,0.04,1546.0
2016-06-30,63.68,0.04,1592.0
2016-07-01,64.01,0.04,1600.25
2016-07-05,63.08,0.04,1577.0
2016-07-06,64.06,0.04,1601.5
2016-07-07,64.52,0.04,1612.9999999999998
2016-07-08,65.74,0.04,1643.4999999999998
2016-07-11,65.88,0.04,1646.9999999999998
2016-07-12,66.94,0.04,1673.5
2016-07-13,67.52,0.04,1687.9999999999998
2016-07-14,68.01,0.04,1700.25
2016-07-15,67.94,0.04,1698.5
2016-07-18,67.13,0.04,1678.2499999999998
2016-07-19,67.11,0.04,1677.75
2016-07-20,67.53,0.04,1688.25
2016-07-21,67.01,0.04,1675.25
2016-07-22,67.72,0.04,1693.0
2016-07-25,67.86,0.04,1696.5
2016-07-26,68.17,0.04,1704.25
2016-07-27,65.62,0.04,1640.5
2016-07-28,66.46,0.04,1661.4999999999998
2016-07-29,66.26,0.04,1656.5
2016-08-01,66.37,0.04,1659.25
2016-08-02,66.31,0.04,1657.75
2016-08-03,67.34,0.04,1683.5
2016-08-04,67.79,0.04,1694.7500000000002
2016-08-05,68.35,0.04,1708.7499999999998
2016-08-08,67.77,0.04,1694.2499999999998
2016-08-09,68.16,0.04,1703.9999999999998
2016-08-10,67.82,0.04,1695.4999999999998
2016-08-11,68.34,0.04,1708.5
2016-08-12,68.0,0.04,1700.0
2016-08-15,68.3,0.04,1707.5
2016-08-16,67.39,0.04,1684.75
2016-08-17,67.26,0.04,1681.5
2016-08-18,67.27,0.04,1681.7499999999998
2016-08-19,67.44,0.04,1686.0
2016-08-22,67.21,0.04,1680.2499999999998
2016-08-23,67.89,0.04,1697.25
2016-08-24,67.55,0.04,1688.75
2016-08-25,67.79,0.04,1694.7500000000002
2016-08-26,67.64,0.04,1691.0
2016-08-29,68.64,0.04,1716.0
2016-08-30,68.21,0.04,1705.2499999999998
2016-08-31,67.99,0.04,1699.7499999999998
2016-09-01,68.16,0.04,1703.9999999999998
2016-09-02,68.53,0.04,1713.25
2016-09-06,66.83,0.04,1670.75
2016-09-07,67.1,0.04,1677.4999999999998
2016-09-08,67.41,0.04,1685.2499999999998
2016-09-09,63.1,0.04,1577.5
2016-09-12,65.31,0.04,1632.75
2016-09-13,63.78,0.04,1594.5
2016-09-14,63.73,0.04,1593.25
2016-09-15,63.83,0.04,1595.75
2016-09-16,63.31,0.04,1582.75
2016-09-19,64.02,0.04,1600.4999999999998
2016-09-20,64.06,0.04,1601.5
2016-09-21,65.52,0.04,1637.9999999999998
2016-09-22,66.05,0.04,1651.25
2016-09-23,64.65,0.04,1616.25
2016-09-26,65.39,0.04,1634.75
2016-09-27,66.69,0.04,1667.25
2016-09-28,67.49,0.04,1687.2499999999998
2016-09-29,67.1,0.04,1677.4999999999998
2016-09-30,67.94,0.04,1698.5
2016-10-03,67.74,0.04,1693.4999999999998
2016-10-04,66.99,0.04,1674.7499999999998
2016-10-05,67.56,0.04,1689.0
2016-10-06,68.78,0.04,1719.5
2016-10-07,67.45,0.04,1686.25
2016-10-10,67.22,0.04,1680.5
2016-10-11,64.78,0.04,1619.5
2016-10-12,65.92,0.04,1648.0
2016-10-13,65.39,0.04,1634.75
2016-10-14,65.79,0.04,1644.7500000000002
2016-10-17,65.27,0.04,1631.7499999999998
2016-10-18,64.96,0.04,1623.9999999999998
2016-10-19,65.43,0.04,1635.7500000000002
2016-10-20,65.81,0.04,1645.25
2016-10-21,65.76,0.04,1644.0
2016-10-24,65.79,0.04,1644.7500000000002
2016-10-25,64.6,0.04,1614.9999999999998
2016-10-26,66.33,0.04,1658.25
2016-10-27,67.04,0.04,1676.0000000000002
2016-10-28,66.95,0.04,1673.75
2016-10-31,67.29,0.04,1682.2500000000002
2016-11-01,67.32,0.04,1682.9999999999998
2016-11-02,67.29,0.04,1682.2500000000002
2016-11-03,66.99,0.04,1674.7499999999998
2016-11-04,68.75,0.04,1718.75
2016-11-07,70.72,0.04,1768.0
2016-11-08,71.87,0.04,1796.75
2016-11-09,74.26,0.04,1856.5
2016-11-10,75.72,0.04,1893.0
2016-11-11,75.83,0.04,1895.75
2016-11-14,75.07,0.04,1876.7499999999998
2016-11-15,75.92,0.04,1898.0
2016-11-16,75.23,0.04,1880.75
2016-11-17,74.68,0.04,1867.0000000000002
2016-11-18,74.46,0.04,1861.4999999999998
2016-11-21,75.11,0.04,1877.75
2016-11-22,75.62,0.04,1890.5
2016-11-23,75.58,0.04,1889.5
2016-11-25,76.12,0.04,1903.0
2016-11-28,74.73,0.04,1868.25
2016-11-29,75.06,0.04,1876.5
2016-11-30,74.54,0.04,1863.5000000000002
2016-12-01,74.59,0.04,1864.75
2016-12-02,74.5,0.04,1862.5
2016-12-05,74.89,0.04,1872.25
2016-12-06,75.91,0.04,1897.7499999999998
2016-12-07,78.0,0.04,1950.0
2016-12-08,78.75,0.04,1968.75
2016-12-09,78.45,0.04,1961.25
2016-12-12,77.75,0.04,1943.75
2016-12-13,77.84,0.04,1946.0
2016-12-14,77.68,0.04,1942.0000000000002
2016-12-15,77.23,0.04,1930.75
2016-12-16,77.14,0.04,1928.5
2016-12-19,76.96,0.04,1923.9999999999998
2016-12-20,77.29,0.04,1932.2500000000002
2016-12-21,76.73,0.04,1918.25
2016-12-22,76.41,0.04,1910.2499999999998
2016-12-23,76.86,0.04,1921.5
2016-12-27,77.02,0.04,1925.4999999999998
2016-12-28,75.91,0.04,1897.7499999999998
2016-12-29,75.57,0.04,1889.2499999999998
2016-12-30,75.04,0.04,1876.0000000000002
2017-01-03,75.93,0.04,1898.2500000000002
2017-01-04,76.12,0.04,1903.0
2017-01-05,75.23,0.04,1880.75
2017-01-06,75.06,0.04,1876.5
2017-01-09,74.9,0.04,1872.5
2017-01-10,76.01,0.04,1900.25
2017-01-11,77.16,0.04,1928.9999999999998
2017-01-12,76.64,0.04,1916.0
2017-01-13,77.27,0.04,1931.7499999999998
2017-01-17,76.59,0.04,1914.75
2017-01-18,77.14,0.04,1928.5
2017-01-19,78.25,0.04,1956.25
2017-01-20,78.64,0.04,1966.0
2017-01-23,78.42,0.04,1960.5
2017-01-24,79.59,0.04,1989.75
2017-01-25,80.4,0.04,2010.0
2017-01-26,80.17,0.04,2004.25
2017-01-27,80.0,0.04,2000.0
2017-01-30,79.55,0.04,1988.75
2017-01-31,79.35,0.04,1983.7499999999998
2017-02-01,78.0,0.04,1950.0
2017-02-02,78.0,0.04,1950.0
2017-02-03,79.02,0.04,1975.4999999999998
2017-02-06,79.91,0.04,1997.7499999999998
2017-02-07,79.85,0.04,1996.2499999999998
2017-02-08,80.08,0.04,2002.0
2017-02-09,80.82,0.04,2020.4999999999998
2017-02-10,81.19,0.04,2029.75
2017-02-13,81.98,0.04,2049.5
2017-02-14,81.67,0.04,2041.75
2017-02-15,81.62,0.04,2040.5
2017-02-16,81.1,0.04,2027.4999999999998
2017-02-17,80.99,0.04,2024.7499999999998
2017-02-21,81.51,0.04,2037.75
2017-02-22,81.5,0.04,2037.5
2017-02-23,81.24,0.04,2030.9999999999998
2017-02-24,81.32,0.04,2032.9999999999998
2017-02-27,81.04,0.04,2026.0000000000002
2017-02-28,79.36,0.04,1984.0
2017-03-01,81.0,0.04,2025.0
2017-03-02,80.02,0.04,2000.4999999999998
2017-03-03,79.96,0.04,1998.9999999999998
2017-03-06,79.34,0.04,1983.5
2017-03-07,79.59,0.04,1989.75
2017-03-08,79.17,0.04,1979.25
2017-03-09,78.6,0.04,1964.9999999999998
2017-03-10,79.49,0.04,1987.2499999999998
2017-03-13,79.66,0.04,1991.4999999999998
2017-03-14,79.01,0.04,1975.25
2017-03-15,80.81,0.04,2020.25
2017-03-16,80.55,0.04,2013.75
2017-03-17,80.99,0.04,2024.7499999999998
2017-03-20,81.26,0.04,2031.5
2017-03-21,79.36,0.04,1984.0
2017-03-22,79.62,0.04,1990.5
2017-03-23,79.81,0.04,1995.25
2017-03-24,79.18,0.04,1979.5000000000002
2017-03-27,78.56,0.04,1964.0
2017-03-28,79.69,0.04,1992.25
2017-03-29,79.82,0.04,1995.4999999999998
2017-03-30,80.9,0.04,2022.5
2017-03-31,81.32,0.04,2032.9999999999998
2017-04-03,81.22,0.04,2030.5
2017-04-04,81.48,0.04,2037.0
2017-04-05,81.87,0.04,2046.75
2017-04-06,82.67,0.04,2066.75
2017-04-07,82.62,0.04,2065.5
2017-04-10,83.25,0.04,2081.25
2017-04-11,83.65,0.04,2091.25
2017-04-12,82.29,0.04,2057.25
2017-04-13,81.86,0.04,2046.5
2017-04-17,82.24,0.04,2056.0
2017-04-18,81.93,0.04,2048.25
2017-04-19,81.85,0.04,2046.2499999999998
2017-04-20,82.75,0.04,2068.75
2017-04-21,83.03,0.04,2075.75
2017-04-24,84.19,0.04,2104.75
2017-04-25,85.66,0.04,2141.5
2017-04-26,88.68,0.04,2217.0
2017-04-27,89.25,0.04,2231.25
2017-04-28,88.75,0.04,2218.75
2017-05-01,88.78,0.04,2219.5
2017-05-02,89.3,0.04,2232.5
2017-05-03,89.1,0.04,2227.5
2017-05-04,89.82,0.04,2245.5
2017-05-05,90.01,0.04,2250.25
2017-05-08,89.4,0.04,2235.0
2017-05-09,89.36,0.04,2234.0
2017-05-10,88.52,0.04,2213.0
2017-05-11,88.43,0.04,2210.75
2017-05-12,21.1,0.04,527.5
2017-05-15,22.02,0.04,550.5
2017-05-16,22.1,0.04,552.5
2017-05-17,22.1,0.04,552.5
2017-05-18,22.5,0.04,562.5
2017-05-19,22.72,0.04,568.0
2017-05-22,22.89,0.04,572.25
2017-05-23,23.45,0.04,586.25
2017-05-24,23.35,0.04,583.75
2017-05-25,22.51,0.04,562.75
2017-05-26,23.03,0.04,575.75
2017-05-30,22.95,0.04,573.75
2017-05-31,22.93,0.04,573.25
2017-06-01,22.93,0.04,573.25
2017-06-02,22.65,0.04,566.25
2017-06-05,22.63,0.04,565.75
2017-06-06,22.29,0.04,557.25
2017-06-07,21.76,0.04,544.0
2017-06-08,21.65,0.04,541.25
2017-06-09,22.49,0.04,562.25
2017-06-12,23.03,0.04,575.75
2017-06-13,23.49,0.04,587.25
2017-06-14,23.25,0.04,581.25
2017-06-15,22.99,0.04,574.75
2017-06-16,23.92,0.04,598.0
2017-06-19,23.92,0.04,598.0
2017-06-20,22.62,0.04,565.5
2017-06-21,20.72,0.04,518.0
2017-06-22,21.06,0.04,526.5
2017-06-23,20.47,0.04,511.74999999999994
2017-06-26,20.5,0.04,512.5
2017-06-27,21.29,0.04,532.25
2017-06-28,21.27,0.04,531.75
2017-06-29,21.43,0.04,535.75
