date,DISCA,DISCA_EPS,PE Ratio
2007-12-17,12.91,,
2007-12-18,13.07,,
2007-12-19,12.87,,
2007-12-20,13.02,,
2007-12-21,13.18,,
2007-12-24,13.12,,
2007-12-26,13.14,,
2007-12-27,12.83,,
2007-12-28,12.81,,
2007-12-31,12.85,,
2008-01-02,12.67,,
2008-01-03,12.87,,
2008-01-04,12.49,,
2008-01-07,12.5,,
2008-01-08,12.36,,
2008-01-09,12.28,,
2008-01-10,12.26,,
2008-01-11,12.27,,
2008-01-14,12.62,,
2008-01-15,12.41,,
2008-01-16,12.78,,
2008-01-17,12.53,,
2008-01-18,11.94,,
2008-01-22,11.71,,
2008-01-23,11.9,,
2008-01-24,12.25,,
2008-01-25,12.16,,
2008-01-28,12.45,,
2008-01-29,12.24,,
2008-01-30,11.95,,
2008-01-31,11.87,,
2008-02-01,11.94,,
2008-02-04,11.94,,
2008-02-05,11.29,,
2008-02-06,11.37,,
2008-02-07,11.51,,
2008-02-08,11.28,,
2008-02-11,11.1,,
2008-02-12,11.15,,
2008-02-13,11.65,,
2008-02-14,11.54,,
2008-02-15,11.62,,
2008-02-19,11.65,,
2008-02-20,11.56,,
2008-02-21,11.18,,
2008-02-22,11.73,,
2008-02-25,11.93,,
2008-02-26,11.9,,
2008-02-27,12.03,,
2008-02-28,11.9,,
2008-02-29,11.53,,
2008-03-03,11.75,,
2008-03-04,11.33,,
2008-03-05,11.32,,
2008-03-06,10.92,,
2008-03-07,10.63,,
2008-03-10,10.21,,
2008-03-11,10.76,,
2008-03-12,10.75,,
2008-03-13,10.83,,
2008-03-14,10.56,,
2008-03-17,10.33,,
2008-03-18,10.55,,
2008-03-19,10.47,,
2008-03-20,10.56,,
2008-03-24,10.94,,
2008-03-25,11.17,,
2008-03-26,10.89,,
2008-03-27,10.71,,
2008-03-28,10.29,,
2008-03-31,10.84,,
2008-04-01,11.12,,
2008-04-02,11.01,,
2008-04-03,10.94,,
2008-04-04,11.1,,
2008-04-07,11.39,,
2008-04-08,11.24,,
2008-04-09,11.24,,
2008-04-10,11.34,,
2008-04-11,11.08,,
2008-04-14,11.02,,
2008-04-15,11.0,,
2008-04-16,11.09,,
2008-04-17,11.19,,
2008-04-18,11.64,,
2008-04-21,11.55,,
2008-04-22,11.36,,
2008-04-23,11.39,,
2008-04-24,11.62,,
2008-04-25,11.35,,
2008-04-28,11.36,,
2008-04-29,11.73,,
2008-04-30,11.83,,
2008-05-01,12.45,,
2008-05-02,12.44,,
2008-05-05,11.99,,
2008-05-06,12.2,,
2008-05-07,11.96,,
2008-05-08,13.16,,
2008-05-09,13.56,,
2008-05-12,13.13,,
2008-05-13,13.32,,
2008-05-14,13.25,,
2008-05-15,13.54,,
2008-05-16,13.29,,
2008-05-19,13.19,,
2008-05-20,13.03,,
2008-05-21,13.13,,
2008-05-22,13.29,,
2008-05-23,12.98,,
2008-05-27,13.21,,
2008-05-28,13.18,,
2008-05-29,13.03,,
2008-05-30,13.38,,
2008-06-02,13.27,,
2008-06-03,13.26,,
2008-06-04,13.51,,
2008-06-05,13.48,,
2008-06-06,13.11,,
2008-06-09,13.18,,
2008-06-10,12.74,,
2008-06-11,12.59,,
2008-06-12,12.76,,
2008-06-13,12.94,,
2008-06-16,13.16,,
2008-06-17,13.39,,
2008-06-18,13.01,,
2008-06-19,12.95,,
2008-06-20,12.51,,
2008-06-23,12.1,,
2008-06-24,11.97,,
2008-06-25,12.21,,
2008-06-26,11.6,,
2008-06-27,11.43,,
2008-06-30,11.22,,
2008-07-01,10.92,,
2008-07-02,10.72,,
2008-07-03,10.68,,
2008-07-07,10.42,,
2008-07-08,10.49,,
2008-07-09,10.49,,
2008-07-10,10.59,,
2008-07-11,10.55,,
2008-07-14,10.81,,
2008-07-15,10.82,,
2008-07-16,10.96,,
2008-07-17,10.84,,
2008-07-18,10.87,,
2008-07-21,10.85,,
2008-07-22,10.87,,
2008-07-23,11.09,,
2008-07-24,10.69,,
2008-07-25,10.81,,
2008-07-28,10.43,,
2008-07-29,10.77,,
2008-07-30,10.34,,
2008-07-31,10.16,,
2008-08-01,9.73,,
2008-08-04,9.45,,
2008-08-05,9.59,,
2008-08-06,9.6,,
2008-08-07,9.24,,
2008-08-08,9.39,,
2008-08-11,9.97,,
2008-08-12,9.93,,
2008-08-13,10.09,,
2008-08-14,10.38,,
2008-08-15,10.5,,
2008-08-18,10.05,,
2008-08-19,10.09,,
2008-08-20,10.09,,
2008-08-21,9.97,,
2008-08-22,10.27,,
2008-08-25,9.91,,
2008-08-26,9.96,,
2008-08-27,9.95,,
2008-08-28,10.37,,
2008-08-29,10.34,,
2008-09-02,10.18,,
2008-09-03,10.3,,
2008-09-04,9.93,,
2008-09-05,9.97,,
2008-09-08,10.07,,
2008-09-09,9.76,,
2008-09-10,9.54,,
2008-09-11,9.71,,
2008-09-12,9.93,,
2008-09-15,9.53,,
2008-09-16,9.9,,
2008-09-17,9.35,,
2008-09-18,7.06,,
2008-09-19,8.83,,
2008-09-22,8.56,,
2008-09-23,8.55,,
2008-09-24,8.48,,
2008-09-25,8.3,,
2008-09-26,8.28,,
2008-09-29,7.46,,
2008-09-30,7.28,,
2008-10-01,7.42,,
2008-10-02,7.15,,
2008-10-03,6.68,,
2008-10-06,6.5,,
2008-10-07,6.16,,
2008-10-08,5.97,,
2008-10-09,5.89,,
2008-10-10,5.68,,
2008-10-13,6.67,,
2008-10-14,7.0,,
2008-10-15,6.28,,
2008-10-16,6.39,,
2008-10-17,6.58,,
2008-10-20,6.95,,
2008-10-21,6.8,,
2008-10-22,6.44,,
2008-10-23,6.15,,
2008-10-24,5.25,,
2008-10-27,5.32,,
2008-10-28,5.75,,
2008-10-29,6.31,,
2008-10-30,6.71,,
2008-10-31,6.97,,
2008-11-03,6.9,,
2008-11-04,7.18,,
2008-11-05,7.02,,
2008-11-06,6.18,,
2008-11-07,7.2,,
2008-11-10,7.19,,
2008-11-11,6.95,,
2008-11-12,6.14,,
2008-11-13,6.92,,
2008-11-14,7.11,,
2008-11-17,6.85,,
2008-11-18,6.38,,
2008-11-19,6.31,,
2008-11-20,6.09,,
2008-11-21,6.57,,
2008-11-24,6.96,,
2008-11-25,6.78,,
2008-11-26,7.23,,
2008-11-28,7.66,,
2008-12-01,6.77,,
2008-12-02,7.0,,
2008-12-03,7.08,,
2008-12-04,6.55,,
2008-12-05,7.05,,
2008-12-08,7.64,,
2008-12-09,7.16,,
2008-12-10,7.03,,
2008-12-11,6.62,,
2008-12-12,6.68,,
2008-12-15,6.62,,
2008-12-16,6.71,,
2008-12-17,6.88,,
2008-12-18,7.1,,
2008-12-19,7.18,,
2008-12-22,6.98,,
2008-12-23,6.96,,
2008-12-24,7.0,,
2008-12-26,7.0,,
2008-12-29,6.93,,
2008-12-30,7.07,,
2008-12-31,7.24,,
2009-01-02,7.49,,
2009-01-05,7.56,,
2009-01-06,7.66,,
2009-01-07,7.44,,
2009-01-08,7.71,,
2009-01-09,7.54,,
2009-01-12,7.46,,
2009-01-13,7.66,,
2009-01-14,7.54,,
2009-01-15,7.52,,
2009-01-16,7.54,,
2009-01-20,6.99,,
2009-01-21,7.35,,
2009-01-22,7.47,,
2009-01-23,7.51,,
2009-01-26,7.45,,
2009-01-27,7.6,,
2009-01-28,7.64,,
2009-01-29,7.36,,
2009-01-30,7.41,,
2009-02-02,7.43,,
2009-02-03,7.48,,
2009-02-04,7.03,,
2009-02-05,6.91,,
2009-02-06,7.12,,
2009-02-09,7.18,,
2009-02-10,6.98,,
2009-02-11,7.05,,
2009-02-12,7.12,,
2009-02-13,7.14,,
2009-02-17,6.89,,
2009-02-18,6.68,,
2009-02-19,6.7,,
2009-02-20,6.48,,
2009-02-23,6.49,,
2009-02-24,6.78,,
2009-02-25,7.63,,
2009-02-26,7.54,0.85,8.870588235294118
2009-02-27,7.93,0.85,9.329411764705883
2009-03-02,7.8,0.85,9.176470588235293
2009-03-03,8.0,0.85,9.411764705882353
2009-03-04,7.89,0.85,9.28235294117647
2009-03-05,7.77,0.85,9.141176470588235
2009-03-06,7.73,0.85,9.094117647058825
2009-03-09,7.4,0.85,8.705882352941178
2009-03-10,7.84,0.85,9.223529411764705
2009-03-11,7.89,0.85,9.28235294117647
2009-03-12,8.46,0.85,9.95294117647059
2009-03-13,8.65,0.85,10.176470588235295
2009-03-16,8.51,0.85,10.011764705882353
2009-03-17,8.57,0.85,10.082352941176472
2009-03-18,8.77,0.85,10.31764705882353
2009-03-19,8.31,0.85,9.776470588235295
2009-03-20,8.11,0.85,9.541176470588235
2009-03-23,8.48,0.85,9.976470588235294
2009-03-24,8.28,0.85,9.741176470588234
2009-03-25,8.3,0.85,9.764705882352942
2009-03-26,8.44,0.85,9.929411764705883
2009-03-27,8.24,0.85,9.694117647058825
2009-03-30,8.17,0.85,9.611764705882353
2009-03-31,8.19,0.85,9.635294117647058
2009-04-01,8.72,0.85,10.258823529411766
2009-04-02,9.1,0.85,10.705882352941176
2009-04-03,9.21,0.85,10.83529411764706
2009-04-06,9.12,0.85,10.729411764705882
2009-04-07,8.56,0.85,10.07058823529412
2009-04-08,8.78,0.85,10.329411764705881
2009-04-09,9.17,0.85,10.788235294117648
2009-04-13,9.02,0.85,10.611764705882353
2009-04-14,8.67,0.85,10.200000000000001
2009-04-15,8.66,0.85,10.188235294117648
2009-04-16,9.09,0.85,10.694117647058823
2009-04-17,9.33,0.85,10.976470588235294
2009-04-20,9.03,0.85,10.623529411764705
2009-04-21,9.35,0.85,11.0
2009-04-22,9.45,0.85,11.117647058823529
2009-04-23,9.11,0.85,10.717647058823529
2009-04-24,9.31,0.85,10.952941176470588
2009-04-27,9.38,0.85,11.03529411764706
2009-04-28,9.32,0.85,10.964705882352941
2009-04-29,9.85,0.85,11.588235294117647
2009-04-30,9.7,0.85,11.411764705882353
2009-05-01,9.51,0.85,11.188235294117646
2009-05-04,10.33,0.28,36.89285714285714
2009-05-05,10.86,0.28,38.78571428571428
2009-05-06,10.73,0.28,38.32142857142857
2009-05-07,10.27,0.28,36.67857142857142
2009-05-08,10.36,0.28,36.99999999999999
2009-05-11,10.35,0.28,36.96428571428571
2009-05-12,9.99,0.28,35.67857142857142
2009-05-13,9.8,0.28,35.0
2009-05-14,9.86,0.28,35.21428571428571
2009-05-15,9.86,0.28,35.21428571428571
2009-05-18,10.25,0.28,36.607142857142854
2009-05-19,10.52,0.28,37.57142857142857
2009-05-20,11.15,0.28,39.82142857142857
2009-05-21,10.95,0.28,39.107142857142854
2009-05-22,11.15,0.28,39.82142857142857
2009-05-26,11.37,0.28,40.60714285714285
2009-05-27,11.18,0.28,39.92857142857142
2009-05-28,11.25,0.28,40.17857142857142
2009-05-29,11.47,0.28,40.964285714285715
2009-06-01,11.45,0.28,40.89285714285714
2009-06-02,11.46,0.28,40.92857142857143
2009-06-03,11.5,0.28,41.07142857142857
2009-06-04,11.38,0.28,40.64285714285714
2009-06-05,11.76,0.28,41.99999999999999
2009-06-08,11.88,0.28,42.42857142857143
2009-06-09,12.03,0.28,42.96428571428571
2009-06-10,11.75,0.28,41.96428571428571
2009-06-11,11.58,0.28,41.357142857142854
2009-06-12,11.3,0.28,40.357142857142854
2009-06-15,11.1,0.28,39.64285714285714
2009-06-16,10.73,0.28,38.32142857142857
2009-06-17,10.8,0.28,38.57142857142857
2009-06-18,10.82,0.28,38.64285714285714
2009-06-19,10.68,0.28,38.14285714285714
2009-06-22,10.37,0.28,37.03571428571428
2009-06-23,10.27,0.28,36.67857142857142
2009-06-24,10.53,0.28,37.607142857142854
2009-06-25,10.75,0.28,38.39285714285714
2009-06-26,11.11,0.28,39.67857142857142
2009-06-29,11.34,0.28,40.49999999999999
2009-06-30,11.5,0.28,41.07142857142857
2009-07-01,11.75,0.28,41.96428571428571
2009-07-02,11.28,0.28,40.28571428571428
