date,HST,HST_EPS,PE Ratio
1981-05-13,6.52,0.48,13.583333333333332
1981-05-14,6.59,0.48,13.729166666666666
1981-05-15,6.61,0.48,13.770833333333334
1981-05-18,6.72,0.48,14.0
1981-05-19,6.63,0.48,13.8125
1981-05-20,6.63,0.48,13.8125
1981-05-21,6.67,0.48,13.895833333333334
1981-05-22,6.69,0.48,13.937500000000002
1981-05-26,6.69,0.48,13.937500000000002
1981-05-27,6.78,0.48,14.125000000000002
1981-05-28,6.98,0.48,14.541666666666668
1981-05-29,7.04,0.48,14.666666666666668
1981-06-01,7.09,0.48,14.770833333333334
1981-06-02,7.07,0.48,14.729166666666668
1981-06-03,6.89,0.48,14.354166666666666
1981-06-04,7.02,0.48,14.625
1981-06-05,7.0,0.48,14.583333333333334
1981-06-08,7.07,0.48,14.729166666666668
1981-06-09,7.31,0.48,15.229166666666666
1981-06-10,7.28,0.48,15.166666666666668
1981-06-11,7.37,0.48,15.354166666666668
1981-06-12,7.92,0.48,16.5
1981-06-15,7.7,0.48,16.041666666666668
1981-06-16,7.65,0.48,15.937500000000002
1981-06-17,7.54,0.48,15.708333333333334
1981-06-18,7.44,0.48,15.500000000000002
1981-06-19,7.28,0.48,15.166666666666668
1981-06-22,7.2,0.48,15.000000000000002
1981-06-23,7.04,0.48,14.666666666666668
1981-06-24,7.04,0.48,14.666666666666668
1981-06-25,7.46,0.48,15.541666666666668
1981-06-26,7.57,0.48,15.770833333333334
1981-06-29,7.37,0.48,15.354166666666668
1981-06-30,7.37,0.48,15.354166666666668
1981-07-01,7.39,0.48,15.395833333333334
1981-07-02,7.31,0.48,15.229166666666666
1981-07-06,7.24,0.48,15.083333333333334
1981-07-07,7.24,0.48,15.083333333333334
1981-07-08,7.31,0.48,15.229166666666666
1981-07-09,7.31,0.48,15.229166666666666
1981-07-10,7.37,0.48,15.354166666666668
1981-07-13,7.37,0.48,15.354166666666668
1981-07-14,7.37,0.48,15.354166666666668
1981-07-15,7.31,0.48,15.229166666666666
1981-07-16,7.24,0.48,15.083333333333334
1981-07-17,7.17,0.48,14.9375
1981-07-20,6.91,0.48,14.395833333333334
1981-07-21,6.85,0.48,14.270833333333334
1981-07-22,6.83,0.48,14.229166666666668
1981-07-23,6.76,0.48,14.083333333333334
1981-07-24,6.69,0.48,13.937500000000002
1981-07-27,6.52,0.48,13.583333333333332
1981-07-28,6.45,0.48,13.4375
1981-07-29,6.54,0.48,13.625
1981-07-30,6.63,0.48,13.8125
1981-07-31,6.69,0.48,13.937500000000002
1981-08-03,6.59,0.48,13.729166666666666
1981-08-04,6.65,0.48,13.854166666666668
1981-08-05,6.65,0.48,13.854166666666668
1981-08-06,6.76,0.48,14.083333333333334
1981-08-07,6.76,0.48,14.083333333333334
1981-08-10,6.85,0.48,14.270833333333334
1981-08-11,6.8,0.48,14.166666666666666
1981-08-12,6.63,0.48,13.8125
1981-08-13,6.54,0.48,13.625
1981-08-14,6.59,0.48,13.729166666666666
1981-08-17,6.45,0.48,13.4375
1981-08-18,6.43,0.48,13.395833333333334
1981-08-19,6.43,0.48,13.395833333333334
1981-08-20,6.48,0.48,13.500000000000002
1981-08-21,6.45,0.48,13.4375
1981-08-24,6.45,0.48,13.4375
1981-08-25,6.43,0.48,13.395833333333334
1981-08-26,6.41,0.48,13.354166666666668
1981-08-27,6.35,0.48,13.229166666666666
1981-08-28,6.37,0.48,13.270833333333334
1981-08-31,6.21,0.48,12.9375
1981-09-01,6.15,0.48,12.812500000000002
1981-09-02,6.06,0.48,12.625
1981-09-03,5.84,0.48,12.166666666666666
1981-09-04,5.93,0.48,12.354166666666666
1981-09-08,5.89,0.48,12.270833333333334
1981-09-09,5.89,0.48,12.270833333333334
1981-09-10,5.91,0.48,12.3125
1981-09-11,5.91,0.48,12.3125
1981-09-14,5.93,0.48,12.354166666666666
1981-09-15,5.93,0.48,12.354166666666666
1981-09-16,5.84,0.48,12.166666666666666
1981-09-17,5.84,0.48,12.166666666666666
1981-09-18,5.78,0.48,12.041666666666668
1981-09-21,5.76,0.48,12.0
1981-09-22,5.8,0.48,12.083333333333334
1981-09-23,5.78,0.48,12.041666666666668
1981-09-24,5.82,0.48,12.125000000000002
1981-09-25,5.67,0.48,11.8125
1981-09-28,5.89,0.48,12.270833333333334
1981-09-29,5.89,0.48,12.270833333333334
1981-09-30,5.78,0.48,12.041666666666668
1981-10-01,5.58,0.48,11.625
1981-10-02,5.71,0.48,11.895833333333334
1981-10-05,5.93,0.48,12.354166666666666
1981-10-06,5.89,0.48,12.270833333333334
1981-10-07,5.89,0.48,12.270833333333334
1981-10-08,6.0,0.48,12.5
1981-10-09,5.95,0.48,12.395833333333334
1981-10-12,5.97,0.48,12.4375
1981-10-13,5.97,0.48,12.4375
1981-10-14,5.93,0.48,12.354166666666666
1981-10-15,5.97,0.48,12.4375
1981-10-16,5.93,0.48,12.354166666666666
1981-10-19,5.97,0.48,12.4375
1981-10-20,5.97,0.48,12.4375
1981-10-21,6.04,0.48,12.583333333333334
1981-10-22,6.02,0.48,12.541666666666666
1981-10-23,5.97,0.48,12.4375
1981-10-26,5.93,0.48,12.354166666666666
1981-10-27,6.0,0.48,12.5
1981-10-28,6.0,0.48,12.5
1981-10-29,6.02,0.48,12.541666666666666
1981-10-30,5.93,0.48,12.354166666666666
1981-11-02,5.89,0.48,12.270833333333334
1981-11-03,5.95,0.48,12.395833333333334
1981-11-04,6.13,0.48,12.770833333333334
1981-11-05,6.24,0.48,13.000000000000002
1981-11-06,6.15,0.48,12.812500000000002
1981-11-09,6.17,0.48,12.854166666666668
1981-11-10,6.15,0.48,12.812500000000002
1981-11-11,6.06,0.48,12.625
1981-11-12,6.08,0.48,12.666666666666668
1981-11-13,5.93,0.48,12.354166666666666
1981-11-16,5.84,0.48,12.166666666666666
1981-11-17,5.87,0.48,12.229166666666668
1981-11-18,5.84,0.48,12.166666666666666
1981-11-19,5.67,0.48,11.8125
1981-11-20,5.87,0.48,12.229166666666668
1981-11-23,5.74,0.48,11.958333333333334
1981-11-24,5.91,0.48,12.3125
1981-11-25,5.95,0.48,12.395833333333334
1981-11-27,6.0,0.48,12.5
1981-11-30,6.11,0.48,12.729166666666668
1981-12-01,6.08,0.48,12.666666666666668
1981-12-02,6.02,0.48,12.541666666666666
1981-12-03,6.11,0.48,12.729166666666668
1981-12-04,6.19,0.48,12.895833333333334
1981-12-07,6.32,0.48,13.166666666666668
1981-12-08,6.37,0.48,13.270833333333334
1981-12-09,6.59,0.48,13.729166666666666
1981-12-10,6.67,0.48,13.895833333333334
1981-12-11,6.65,0.48,13.854166666666668
1981-12-14,6.69,0.48,13.937500000000002
1981-12-15,6.67,0.48,13.895833333333334
1981-12-16,6.54,0.48,13.625
1981-12-17,6.65,0.48,13.854166666666668
1981-12-18,6.65,0.48,13.854166666666668
1981-12-21,6.61,0.48,13.770833333333334
1981-12-22,6.56,0.48,13.666666666666666
1981-12-23,6.54,0.48,13.625
1981-12-24,6.48,0.48,13.500000000000002
1981-12-28,6.39,0.48,13.3125
1981-12-29,6.28,0.48,13.083333333333334
1981-12-30,6.19,0.48,12.895833333333334
1981-12-31,6.26,0.48,13.041666666666666
1982-01-04,6.24,0.48,13.000000000000002
1982-01-05,6.08,0.48,12.666666666666668
1982-01-06,6.04,0.48,12.583333333333334
1982-01-07,6.11,0.48,12.729166666666668
1982-01-08,6.08,0.48,12.666666666666668
1982-01-11,6.02,0.48,12.541666666666666
1982-01-12,5.97,0.48,12.4375
1982-01-13,5.84,0.48,12.166666666666666
1982-01-14,5.89,0.48,12.270833333333334
1982-01-15,6.0,0.48,12.5
1982-01-18,5.95,0.48,12.395833333333334
1982-01-19,5.95,0.48,12.395833333333334
1982-01-20,5.95,0.48,12.395833333333334
1982-01-21,5.91,0.48,12.3125
1982-01-22,5.87,0.48,12.229166666666668
1982-01-25,5.84,0.48,12.166666666666666
1982-01-26,5.93,0.48,12.354166666666666
1982-01-27,6.0,0.48,12.5
1982-01-28,6.17,0.48,12.854166666666668
1982-01-29,6.37,0.48,13.270833333333334
1982-02-01,6.48,0.48,13.500000000000002
1982-02-02,6.56,0.48,13.666666666666666
1982-02-03,6.63,0.48,13.8125
1982-02-04,6.59,0.48,13.729166666666666
1982-02-05,6.63,0.48,13.8125
1982-02-08,6.54,0.48,13.625
1982-02-09,6.28,0.48,13.083333333333334
1982-02-10,6.32,0.48,13.166666666666668
1982-02-11,6.41,0.48,13.354166666666668
1982-02-12,6.52,0.48,13.583333333333332
1982-02-16,6.43,0.48,13.395833333333334
1982-02-17,6.41,0.48,13.354166666666668
1982-02-18,6.59,0.48,13.729166666666666
1982-02-19,6.61,0.48,13.770833333333334
1982-02-22,6.56,0.48,13.666666666666666
1982-02-23,6.56,0.48,13.666666666666666
1982-02-24,6.61,0.48,13.770833333333334
1982-02-25,6.65,0.48,13.854166666666668
1982-02-26,6.67,0.48,13.895833333333334
1982-03-01,6.67,0.48,13.895833333333334
1982-03-02,6.63,0.48,13.8125
1982-03-03,6.59,0.48,13.729166666666666
1982-03-04,6.59,0.48,13.729166666666666
1982-03-05,6.5,0.48,13.541666666666668
1982-03-08,6.43,0.48,13.395833333333334
1982-03-09,6.41,0.48,13.354166666666668
1982-03-10,6.45,0.48,13.4375
1982-03-11,6.32,0.48,13.166666666666668
1982-03-12,5.93,0.48,12.354166666666666
1982-03-15,5.87,0.48,12.229166666666668
1982-03-16,5.93,0.48,12.354166666666666
1982-03-17,5.91,0.48,12.3125
1982-03-18,6.11,0.48,12.729166666666668
1982-03-19,6.15,0.48,12.812500000000002
1982-03-22,6.19,0.48,12.895833333333334
1982-03-23,6.37,0.48,13.270833333333334
1982-03-24,6.45,0.48,13.4375
1982-03-25,6.41,0.48,13.354166666666668
1982-03-26,6.28,0.48,13.083333333333334
1982-03-29,6.28,0.48,13.083333333333334
1982-03-30,6.37,0.48,13.270833333333334
1982-03-31,6.43,0.48,13.395833333333334
1982-04-01,6.59,0.48,13.729166666666666
1982-04-02,6.63,0.48,13.8125
1982-04-05,6.59,0.48,13.729166666666666
1982-04-06,6.69,0.48,13.937500000000002
1982-04-07,6.8,0.48,14.166666666666666
1982-04-08,6.8,0.48,14.166666666666666
1982-04-12,6.87,0.48,14.3125
1982-04-13,6.93,0.48,14.4375
1982-04-14,6.91,0.48,14.395833333333334
1982-04-15,6.72,0.48,14.0
1982-04-16,6.74,0.48,14.041666666666668
1982-04-19,6.91,0.48,14.395833333333334
1982-04-20,6.72,0.48,14.0
1982-04-21,6.67,0.48,13.895833333333334
1982-04-22,6.61,0.48,13.770833333333334
1982-04-23,6.65,0.48,13.854166666666668
1982-04-26,6.74,0.48,14.041666666666668
1982-04-27,6.72,0.48,14.0
1982-04-28,6.59,0.48,13.729166666666666
1982-04-29,6.56,0.48,13.666666666666666
1982-04-30,6.56,0.48,13.666666666666666
1982-05-03,6.63,0.48,13.8125
1982-05-04,6.69,0.48,13.937500000000002
1982-05-05,6.72,0.48,14.0
1982-05-06,6.76,0.48,14.083333333333334
1982-05-07,6.89,0.48,14.354166666666666
1982-05-10,6.8,0.48,14.166666666666666
1982-05-11,6.89,0.48,14.354166666666666
1982-05-12,6.93,0.48,14.4375
1982-05-13,6.96,0.48,14.5
1982-05-14,7.0,0.48,14.583333333333334
1982-05-17,6.96,0.48,14.5
1982-05-18,6.83,0.48,14.229166666666668
1982-05-19,6.76,0.48,14.083333333333334
1982-05-20,6.67,0.48,13.895833333333334
1982-05-21,6.72,0.48,14.0
1982-05-24,6.83,0.48,14.229166666666668
1982-05-25,6.8,0.48,14.166666666666666
1982-05-26,6.76,0.48,14.083333333333334
1982-05-27,6.61,0.48,13.770833333333334
1982-05-28,6.59,0.48,13.729166666666666
1982-06-01,6.45,0.48,13.4375
1982-06-02,6.5,0.48,13.541666666666668
1982-06-03,6.5,0.48,13.541666666666668
1982-06-04,6.37,0.48,13.270833333333334
1982-06-07,6.28,0.48,13.083333333333334
1982-06-08,6.32,0.48,13.166666666666668
1982-06-09,6.3,0.48,13.125
1982-06-10,6.28,0.48,13.083333333333334
1982-06-11,6.48,0.48,13.500000000000002
1982-06-14,6.28,0.48,13.083333333333334
1982-06-15,6.11,0.48,12.729166666666668
1982-06-16,6.06,0.48,12.625
1982-06-17,6.02,0.48,12.541666666666666
1982-06-18,5.93,0.48,12.354166666666666
1982-06-21,5.87,0.48,12.229166666666668
1982-06-22,5.89,0.48,12.270833333333334
1982-06-23,5.87,0.48,12.229166666666668
1982-06-24,6.04,0.48,12.583333333333334
1982-06-25,6.11,0.48,12.729166666666668
1982-06-28,6.11,0.48,12.729166666666668
1982-06-29,6.08,0.48,12.666666666666668
1982-06-30,6.02,0.48,12.541666666666666
1982-07-01,5.87,0.48,12.229166666666668
1982-07-02,5.82,0.48,12.125000000000002
1982-07-06,5.76,0.48,12.0
1982-07-07,5.71,0.48,11.895833333333334
1982-07-08,5.67,0.48,11.8125
1982-07-09,5.74,0.48,11.958333333333334
1982-07-12,5.89,0.48,12.270833333333334
1982-07-13,6.04,0.48,12.583333333333334
1982-07-14,6.11,0.48,12.729166666666668
1982-07-15,6.21,0.48,12.9375
1982-07-16,6.39,0.48,13.3125
1982-07-19,6.54,0.48,13.625
1982-07-20,6.72,0.48,14.0
1982-07-21,6.78,0.48,14.125000000000002
1982-07-22,6.72,0.48,14.0
1982-07-23,6.67,0.48,13.895833333333334
1982-07-26,6.69,0.48,13.937500000000002
1982-07-27,6.52,0.48,13.583333333333332
1982-07-28,6.41,0.48,13.354166666666668
1982-07-29,6.39,0.48,13.3125
1982-07-30,6.39,0.48,13.3125
1982-08-02,6.65,0.48,13.854166666666668
1982-08-03,6.5,0.48,13.541666666666668
1982-08-04,6.45,0.48,13.4375
1982-08-05,6.26,0.48,13.041666666666666
1982-08-06,6.15,0.48,12.812500000000002
1982-08-09,6.17,0.48,12.854166666666668
1982-08-10,6.17,0.48,12.854166666666668
1982-08-11,6.04,0.48,12.583333333333334
1982-08-12,5.91,0.48,12.3125
1982-08-13,5.84,0.48,12.166666666666666
1982-08-16,5.91,0.48,12.3125
1982-08-17,6.28,0.48,13.083333333333334
1982-08-18,6.54,0.48,13.625
1982-08-19,6.52,0.48,13.583333333333332
1982-08-20,6.8,0.48,14.166666666666666
1982-08-23,7.09,0.48,14.770833333333334
1982-08-24,7.02,0.48,14.625
1982-08-25,7.04,0.48,14.666666666666668
1982-08-26,7.37,0.48,15.354166666666668
1982-08-27,7.26,0.48,15.125
1982-08-30,7.46,0.48,15.541666666666668
1982-08-31,7.68,0.48,16.0
1982-09-01,7.59,0.48,15.8125
1982-09-02,7.76,0.48,16.166666666666668
1982-09-03,8.13,0.48,16.937500000000004
1982-09-07,8.0,0.48,16.666666666666668
1982-09-08,8.11,0.48,16.895833333333332
