date,SYK,SYK_EPS,PE Ratio
2000-11-13,23.75,0.12,197.91666666666669
2000-11-14,24.34,0.12,202.83333333333334
2000-11-15,24.34,0.12,202.83333333333334
2000-11-16,23.63,0.12,196.91666666666666
2000-11-17,24.44,0.12,203.66666666666669
2000-11-20,24.56,0.12,204.66666666666666
2000-11-21,25.5,0.12,212.5
2000-11-22,26.13,0.12,217.75
2000-11-24,25.97,0.12,216.41666666666666
2000-11-27,26.31,0.12,219.25
2000-11-28,25.75,0.12,214.58333333333334
2000-11-29,26.5,0.12,220.83333333333334
2000-11-30,26.66,0.12,222.16666666666669
2000-12-01,26.19,0.12,218.25000000000003
2000-12-04,25.99,0.12,216.58333333333331
2000-12-05,25.97,0.12,216.41666666666666
2000-12-06,27.0,0.12,225.0
2000-12-07,25.5,0.12,212.5
2000-12-08,26.25,0.12,218.75
2000-12-11,26.13,0.12,217.75
2000-12-12,25.75,0.12,214.58333333333334
2000-12-13,26.03,0.12,216.91666666666669
2000-12-14,25.75,0.12,214.58333333333334
2000-12-15,25.63,0.12,213.58333333333334
2000-12-18,26.17,0.12,218.08333333333334
2000-12-19,25.71,0.12,214.25000000000003
2000-12-20,24.78,0.12,206.50000000000003
2000-12-21,24.17,0.12,201.41666666666669
2000-12-22,24.73,0.12,206.08333333333334
2000-12-26,24.48,0.12,204.0
2000-12-27,25.13,0.12,209.41666666666666
2000-12-28,25.0,0.12,208.33333333333334
2000-12-29,25.3,0.12,210.83333333333334
2001-01-02,24.3,0.12,202.5
2001-01-03,24.63,0.12,205.25
2001-01-04,23.2,0.12,193.33333333333334
2001-01-05,22.84,0.12,190.33333333333334
2001-01-08,22.62,0.12,188.50000000000003
2001-01-09,22.97,0.12,191.41666666666666
2001-01-10,23.53,0.12,196.08333333333334
2001-01-11,23.67,0.12,197.25000000000003
2001-01-12,22.89,0.12,190.75
2001-01-16,22.81,0.12,190.08333333333334
2001-01-17,23.03,0.12,191.91666666666669
2001-01-18,22.1,0.12,184.16666666666669
2001-01-19,22.06,0.12,183.83333333333334
2001-01-22,22.91,0.12,190.91666666666669
2001-01-23,22.96,0.12,191.33333333333334
2001-01-24,23.55,0.12,196.25
2001-01-25,23.98,0.12,199.83333333333334
2001-01-26,24.14,0.12,201.16666666666669
2001-01-29,23.48,0.12,195.66666666666669
2001-01-30,23.25,0.12,193.75
2001-01-31,22.6,0.12,188.33333333333334
2001-02-01,22.5,0.12,187.5
2001-02-02,22.62,0.12,188.50000000000003
2001-02-05,23.19,0.12,193.25000000000003
2001-02-06,23.08,0.12,192.33333333333331
2001-02-07,23.75,0.12,197.91666666666669
2001-02-08,23.81,0.12,198.41666666666666
2001-02-09,23.85,0.12,198.75000000000003
2001-02-12,24.99,0.12,208.25
2001-02-13,24.85,0.12,207.08333333333334
2001-02-14,24.88,0.12,207.33333333333334
2001-02-15,24.85,0.12,207.08333333333334
2001-02-16,25.0,0.12,208.33333333333334
2001-02-20,25.12,0.12,209.33333333333334
2001-02-21,25.91,0.12,215.91666666666669
2001-02-22,26.78,0.12,223.16666666666669
2001-02-23,26.97,0.12,224.75
2001-02-26,27.63,0.12,230.25
2001-02-27,27.59,0.12,229.91666666666669
2001-02-28,28.08,0.12,234.0
2001-03-01,28.5,0.12,237.5
2001-03-02,27.96,0.12,233.00000000000003
2001-03-05,28.0,0.12,233.33333333333334
2001-03-06,27.48,0.12,229.0
2001-03-07,26.95,0.12,224.58333333333334
2001-03-08,27.81,0.12,231.75
2001-03-09,27.82,0.12,231.83333333333334
2001-03-12,26.4,0.12,220.0
2001-03-13,26.39,0.12,219.91666666666669
2001-03-14,26.13,0.12,217.75
2001-03-15,26.5,0.12,220.83333333333334
2001-03-16,26.39,0.12,219.91666666666669
2001-03-19,26.18,0.12,218.16666666666669
2001-03-20,25.85,0.12,215.41666666666669
2001-03-21,25.7,0.12,214.16666666666666
2001-03-22,24.0,0.12,200.0
2001-03-23,24.85,0.12,207.08333333333334
2001-03-26,25.99,0.12,216.58333333333331
2001-03-27,26.5,0.12,220.83333333333334
2001-03-28,25.97,0.12,216.41666666666666
2001-03-29,26.1,0.12,217.50000000000003
2001-03-30,26.13,0.12,217.75
2001-04-02,25.61,0.12,213.41666666666666
2001-04-03,24.91,0.12,207.58333333333334
2001-04-04,25.07,0.12,208.91666666666669
2001-04-05,25.83,0.12,215.25
2001-04-06,25.72,0.12,214.33333333333334
2001-04-09,26.2,0.12,218.33333333333334
2001-04-10,26.08,0.12,217.33333333333331
2001-04-11,25.23,0.12,210.25
2001-04-12,26.0,0.12,216.66666666666669
2001-04-16,26.01,0.12,216.75000000000003
2001-04-17,26.9,0.12,224.16666666666666
2001-04-18,27.53,0.12,229.41666666666669
2001-04-19,28.42,0.12,236.83333333333334
2001-04-20,28.3,0.12,235.83333333333334
2001-04-23,27.83,0.12,231.91666666666666
2001-04-24,28.47,0.12,237.25
2001-04-25,29.13,0.12,242.75
2001-04-26,29.12,0.12,242.66666666666669
2001-04-27,29.58,0.12,246.5
2001-04-30,29.65,0.12,247.08333333333334
2001-05-01,29.22,0.12,243.5
2001-05-02,29.35,0.16,183.4375
2001-05-03,29.0,0.16,181.25
2001-05-04,28.92,0.16,180.75
2001-05-07,28.84,0.16,180.25
2001-05-08,28.83,0.16,180.18749999999997
2001-05-09,28.46,0.16,177.875
2001-05-10,28.16,0.16,176.0
2001-05-11,28.08,0.16,175.49999999999997
2001-05-14,28.0,0.16,175.0
2001-05-15,28.48,0.16,178.0
2001-05-16,28.92,0.16,180.75
2001-05-17,29.34,0.16,183.375
2001-05-18,29.01,0.16,181.3125
2001-05-21,29.28,0.16,183.0
2001-05-22,28.78,0.16,179.875
2001-05-23,28.66,0.16,179.125
2001-05-24,28.78,0.16,179.875
2001-05-25,28.66,0.16,179.125
2001-05-29,28.5,0.16,178.125
2001-05-30,28.58,0.16,178.62499999999997
2001-05-31,28.73,0.16,179.5625
2001-06-01,28.99,0.16,181.1875
2001-06-04,28.92,0.16,180.75
2001-06-05,28.8,0.16,180.0
2001-06-06,28.67,0.16,179.1875
2001-06-07,28.69,0.16,179.3125
2001-06-08,28.3,0.16,176.875
2001-06-11,27.64,0.16,172.75
2001-06-12,27.22,0.16,170.125
2001-06-13,27.12,0.16,169.5
2001-06-14,27.15,0.16,169.6875
2001-06-15,27.36,0.16,171.0
2001-06-18,27.28,0.16,170.5
2001-06-19,27.38,0.16,171.125
2001-06-20,28.26,0.16,176.625
2001-06-21,27.99,0.16,174.9375
2001-06-22,27.58,0.16,172.37499999999997
2001-06-25,27.39,0.16,171.1875
2001-06-26,27.52,0.16,172.0
2001-06-27,27.53,0.16,172.0625
2001-06-28,28.07,0.16,175.4375
2001-06-29,27.42,0.16,171.375
2001-07-02,27.28,0.16,170.5
2001-07-03,27.31,0.16,170.6875
2001-07-05,27.28,0.16,170.5
2001-07-06,27.05,0.16,169.0625
2001-07-09,27.43,0.16,171.4375
2001-07-10,27.14,0.16,169.625
2001-07-11,27.5,0.16,171.875
2001-07-12,27.83,0.16,173.93749999999997
2001-07-13,28.27,0.16,176.6875
2001-07-16,28.63,0.16,178.9375
2001-07-17,29.15,0.16,182.1875
2001-07-18,29.04,0.16,181.5
2001-07-19,29.1,0.16,181.875
2001-07-20,29.15,0.16,182.1875
2001-07-23,29.13,0.16,182.0625
2001-07-24,29.25,0.16,182.8125
2001-07-25,29.68,0.16,185.5
2001-07-26,30.5,0.16,190.625
2001-07-27,30.75,0.16,192.1875
2001-07-30,30.39,0.16,189.9375
2001-07-31,29.99,0.16,187.4375
2001-08-01,29.34,0.16,183.375
2001-08-02,28.86,0.16,180.375
2001-08-03,28.68,0.16,179.25
2001-08-06,28.85,0.16,180.3125
2001-08-07,28.85,0.16,180.3125
2001-08-08,28.22,0.16,176.375
2001-08-09,28.2,0.16,176.25
2001-08-10,27.86,0.16,174.125
2001-08-13,27.85,0.16,174.0625
2001-08-14,27.85,0.16,174.0625
2001-08-15,27.6,0.16,172.5
2001-08-16,27.63,0.16,172.6875
2001-08-17,27.54,0.16,172.125
2001-08-20,27.55,0.16,172.1875
2001-08-21,27.68,0.16,173.0
2001-08-22,27.62,0.16,172.625
2001-08-23,27.62,0.16,172.625
2001-08-24,27.58,0.16,172.37499999999997
2001-08-27,27.49,0.16,171.8125
2001-08-28,27.56,0.16,172.25
2001-08-29,27.46,0.16,171.625
2001-08-30,27.57,0.16,172.3125
2001-08-31,27.42,0.16,171.375
2001-09-04,27.62,0.16,172.625
2001-09-05,27.75,0.16,173.4375
2001-09-06,26.75,0.16,167.1875
2001-09-07,25.98,0.16,162.375
2001-09-10,25.8,0.16,161.25
2001-09-17,25.13,0.16,157.0625
2001-09-18,24.98,0.16,156.125
2001-09-19,24.38,0.16,152.375
2001-09-20,23.3,0.16,145.625
2001-09-21,23.32,0.16,145.75
2001-09-24,24.26,0.16,151.625
2001-09-25,24.68,0.16,154.25
2001-09-26,24.78,0.16,154.875
2001-09-27,26.05,0.16,162.8125
2001-09-28,26.45,0.16,165.3125
2001-10-01,26.41,0.16,165.0625
2001-10-02,26.81,0.16,167.5625
2001-10-03,26.65,0.16,166.5625
2001-10-04,26.82,0.16,167.625
2001-10-05,26.2,0.16,163.75
2001-10-08,26.6,0.16,166.25
2001-10-09,26.67,0.16,166.6875
2001-10-10,26.88,0.16,168.0
2001-10-11,27.08,0.16,169.25
2001-10-12,27.13,0.16,169.5625
2001-10-15,27.0,0.16,168.75
2001-10-16,27.26,0.16,170.375
2001-10-17,27.69,0.16,173.0625
2001-10-18,28.39,0.16,177.4375
2001-10-19,28.85,0.16,180.3125
2001-10-22,29.42,0.16,183.875
2001-10-23,28.98,0.16,181.125
2001-10-24,28.9,0.16,180.625
2001-10-25,29.4,0.16,183.75
2001-10-26,29.56,0.16,184.75
2001-10-29,29.09,0.16,181.8125
2001-10-30,28.63,0.16,178.9375
2001-10-31,28.12,0.16,175.75
2001-11-01,28.38,0.16,177.375
2001-11-02,28.26,0.16,176.625
2001-11-05,27.82,0.16,173.875
2001-11-06,27.88,0.16,174.25
2001-11-07,27.48,0.16,171.75
2001-11-08,27.28,0.16,170.5
2001-11-09,26.75,0.16,167.1875
2001-11-12,26.79,0.16,167.4375
2001-11-13,26.88,0.15,179.2
2001-11-14,27.0,0.15,180.0
2001-11-15,27.13,0.15,180.86666666666667
2001-11-16,27.31,0.15,182.06666666666666
2001-11-19,26.62,0.15,177.46666666666667
2001-11-20,27.14,0.15,180.93333333333334
2001-11-21,27.53,0.15,183.53333333333336
2001-11-23,27.8,0.15,185.33333333333334
2001-11-26,28.25,0.15,188.33333333333334
2001-11-27,27.99,0.15,186.6
2001-11-28,27.89,0.15,185.93333333333334
2001-11-29,27.53,0.15,183.53333333333336
2001-11-30,27.46,0.15,183.0666666666667
2001-12-03,27.37,0.15,182.46666666666667
2001-12-04,27.28,0.15,181.86666666666667
2001-12-05,27.7,0.15,184.66666666666666
2001-12-06,27.58,0.15,183.86666666666667
2001-12-07,27.0,0.15,180.0
2001-12-10,26.31,0.15,175.4
2001-12-11,26.9,0.15,179.33333333333334
2001-12-12,26.48,0.15,176.53333333333333
2001-12-13,26.24,0.15,174.93333333333334
2001-12-14,26.53,0.15,176.86666666666667
2001-12-17,26.92,0.15,179.4666666666667
2001-12-18,27.81,0.15,185.4
2001-12-19,28.0,0.15,186.66666666666669
2001-12-20,28.16,0.15,187.73333333333335
2001-12-21,29.4,0.15,196.0
2001-12-24,29.4,0.15,196.0
2001-12-26,28.9,0.15,192.66666666666666
2001-12-27,28.92,0.15,192.8
2001-12-28,29.05,0.15,193.66666666666669
2001-12-31,29.18,0.15,194.53333333333333
2002-01-02,28.62,0.15,190.8
2002-01-03,28.04,0.15,186.93333333333334
2002-01-04,27.82,0.15,185.46666666666667
2002-01-07,27.21,0.15,181.4
2002-01-08,26.96,0.15,179.73333333333335
2002-01-09,26.73,0.15,178.20000000000002
2002-01-10,26.7,0.15,178.0
2002-01-11,27.0,0.15,180.0
2002-01-14,27.09,0.15,180.6
2002-01-15,27.14,0.15,180.93333333333334
2002-01-16,26.95,0.15,179.66666666666666
2002-01-17,27.25,0.15,181.66666666666669
2002-01-18,27.38,0.15,182.53333333333333
2002-01-22,28.05,0.15,187.0
2002-01-23,28.23,0.15,188.20000000000002
2002-01-24,28.25,0.15,188.33333333333334
2002-01-25,27.92,0.15,186.13333333333335
2002-01-28,27.15,0.15,181.0
2002-01-29,28.88,0.15,192.53333333333333
2002-01-30,29.28,0.15,195.20000000000002
2002-01-31,29.37,0.15,195.8
2002-02-01,28.71,0.15,191.4
2002-02-04,29.42,0.15,196.13333333333335
2002-02-05,30.43,0.15,202.86666666666667
2002-02-06,30.0,0.15,200.0
2002-02-07,29.2,0.15,194.66666666666666
2002-02-08,29.57,0.15,197.13333333333335
2002-02-11,30.03,0.15,200.20000000000002
2002-02-12,29.91,0.15,199.4
2002-02-13,29.91,0.15,199.4
2002-02-14,30.0,0.15,200.0
2002-02-15,30.39,0.15,202.60000000000002
2002-02-19,29.98,0.15,199.86666666666667
2002-02-20,30.38,0.15,202.53333333333333
2002-02-21,30.3,0.15,202.0
2002-02-22,30.08,0.15,200.53333333333333
2002-02-25,29.73,0.15,198.20000000000002
2002-02-26,30.57,0.15,203.8
2002-02-27,31.06,0.15,207.06666666666666
2002-02-28,30.75,0.15,205.0
2002-03-01,30.25,0.15,201.66666666666669
2002-03-04,30.11,0.15,200.73333333333335
2002-03-05,29.57,0.15,197.13333333333335
2002-03-06,30.0,0.15,200.0
2002-03-07,29.93,0.15,199.53333333333333
2002-03-08,29.75,0.15,198.33333333333334
2002-03-11,29.3,0.15,195.33333333333334
2002-03-12,29.15,0.15,194.33333333333334
2002-03-13,29.1,0.15,194.00000000000003
2002-03-14,29.31,0.15,195.4
2002-03-15,30.63,0.2,153.14999999999998
2002-03-18,30.94,0.2,154.7
2002-03-19,30.68,0.2,153.39999999999998
2002-03-20,30.23,0.2,151.15
2002-03-21,30.4,0.2,151.99999999999997
2002-03-22,29.48,0.2,147.4
2002-03-25,29.39,0.2,146.95
2002-03-26,29.95,0.2,149.75
2002-03-27,29.79,0.2,148.95
2002-03-28,30.17,0.2,150.85
2002-04-01,29.81,0.2,149.04999999999998
2002-04-02,29.68,0.2,148.39999999999998
2002-04-03,29.54,0.2,147.7
2002-04-04,29.42,0.2,147.1
2002-04-05,28.93,0.2,144.64999999999998
2002-04-08,28.71,0.2,143.54999999999998
2002-04-09,28.8,0.2,144.0
2002-04-10,29.56,0.2,147.79999999999998
2002-04-11,28.73,0.2,143.65
2002-04-12,28.99,0.2,144.95
2002-04-15,29.0,0.2,145.0
2002-04-16,29.4,0.2,146.99999999999997
2002-04-17,28.87,0.2,144.35
2002-04-18,29.06,0.2,145.29999999999998
2002-04-19,28.37,0.2,141.85
2002-04-22,27.75,0.2,138.75
2002-04-23,27.34,0.2,136.7
2002-04-24,27.1,0.2,135.5
2002-04-25,27.02,0.2,135.1
2002-04-26,26.53,0.2,132.65
2002-04-29,26.4,0.2,131.99999999999997
2002-04-30,26.75,0.2,133.75
2002-05-01,27.88,0.2,139.39999999999998
2002-05-02,27.97,0.2,139.85
2002-05-03,27.67,0.2,138.35
2002-05-06,27.07,0.2,135.35
2002-05-07,27.11,0.2,135.54999999999998
2002-05-08,27.5,0.2,137.5
2002-05-09,27.13,0.2,135.64999999999998
2002-05-10,26.39,0.2,131.95
2002-05-13,26.57,0.2,132.85
2002-05-14,26.96,0.2,134.79999999999998
2002-05-15,26.56,0.2,132.79999999999998
2002-05-16,26.99,0.2,134.95
2002-05-17,27.64,0.2,138.2
2002-05-20,27.38,0.2,136.89999999999998
2002-05-21,27.03,0.2,135.15
2002-05-22,26.91,0.2,134.54999999999998
2002-05-23,27.68,0.2,138.39999999999998
2002-05-24,27.83,0.2,139.14999999999998
2002-05-28,27.73,0.2,138.65
2002-05-29,27.71,0.2,138.54999999999998
2002-05-30,27.65,0.2,138.24999999999997
2002-05-31,27.28,0.2,136.4
2002-06-03,26.35,0.2,131.75
2002-06-04,25.75,0.2,128.75
2002-06-05,26.69,0.2,133.45
2002-06-06,26.5,0.2,132.5
2002-06-07,26.63,0.2,133.14999999999998
2002-06-10,27.3,0.2,136.5
2002-06-11,26.86,0.2,134.29999999999998
2002-06-12,26.29,0.2,131.45
2002-06-13,26.36,0.2,131.79999999999998
2002-06-14,26.35,0.2,131.75
2002-06-17,27.09,0.2,135.45
2002-06-18,27.23,0.2,136.15
2002-06-19,27.14,0.2,135.7
2002-06-20,26.98,0.2,134.9
2002-06-21,26.39,0.2,131.95
2002-06-24,26.39,0.2,131.95
2002-06-25,26.02,0.2,130.1
2002-06-26,26.25,0.2,131.25
2002-06-27,26.87,0.2,134.35
2002-06-28,26.75,0.2,133.75
2002-07-01,25.87,0.2,129.35
2002-07-02,24.63,0.2,123.14999999999999
2002-07-03,25.26,0.2,126.3
2002-07-05,26.15,0.2,130.74999999999997
2002-07-08,25.95,0.2,129.75
2002-07-09,24.78,0.2,123.9
2002-07-10,23.5,0.2,117.5
2002-07-11,23.67,0.2,118.35000000000001
2002-07-12,24.5,0.2,122.5
2002-07-15,23.6,0.2,118.0
2002-07-16,23.99,0.2,119.94999999999999
2002-07-17,25.58,0.2,127.89999999999999
2002-07-18,25.0,0.2,125.0
2002-07-19,23.81,0.2,119.04999999999998
2002-07-22,23.59,0.2,117.94999999999999
2002-07-23,22.8,0.2,114.0
2002-07-24,22.72,0.2,113.6
2002-07-25,23.86,0.2,119.3
2002-07-26,24.12,0.2,120.6
2002-07-29,25.23,0.2,126.14999999999999
2002-07-30,25.01,0.2,125.05
2002-07-31,25.31,0.2,126.54999999999998
2002-08-01,24.98,0.2,124.89999999999999
2002-08-02,25.23,0.2,126.14999999999999
2002-08-05,24.39,0.2,121.95
2002-08-06,25.15,0.2,125.74999999999999
2002-08-07,25.83,0.2,129.14999999999998
2002-08-08,26.81,0.2,134.04999999999998
2002-08-09,27.28,0.2,136.4
2002-08-12,26.9,0.21,128.0952380952381
2002-08-13,26.27,0.21,125.0952380952381
2002-08-14,27.02,0.21,128.66666666666666
2002-08-15,26.9,0.21,128.0952380952381
2002-08-16,26.88,0.21,128.0
2002-08-19,27.18,0.21,129.42857142857144
2002-08-20,27.18,0.21,129.42857142857144
2002-08-21,27.53,0.21,131.0952380952381
2002-08-22,27.96,0.21,133.14285714285714
2002-08-23,27.75,0.21,132.14285714285714
2002-08-26,28.25,0.21,134.52380952380952
2002-08-27,27.74,0.21,132.0952380952381
2002-08-28,27.64,0.21,131.61904761904762
2002-08-29,27.96,0.21,133.14285714285714
2002-08-30,28.18,0.21,134.1904761904762
2002-09-03,27.66,0.21,131.71428571428572
2002-09-04,28.15,0.21,134.04761904761904
2002-09-05,28.67,0.21,136.52380952380955
2002-09-06,28.85,0.21,137.38095238095238
2002-09-09,29.31,0.21,139.57142857142858
2002-09-10,29.13,0.21,138.71428571428572
2002-09-11,29.4,0.21,140.0
2002-09-12,28.81,0.21,137.19047619047618
2002-09-13,28.75,0.21,136.9047619047619
2002-09-16,29.4,0.21,140.0
2002-09-17,29.78,0.21,141.80952380952382
2002-09-18,30.01,0.21,142.90476190476193
2002-09-19,29.42,0.21,140.0952380952381
2002-09-20,29.74,0.21,141.61904761904762
2002-09-23,29.63,0.21,141.0952380952381
2002-09-24,27.72,0.21,132.0
2002-09-25,27.94,0.21,133.04761904761907
2002-09-26,28.72,0.21,136.76190476190476
2002-09-27,28.16,0.21,134.0952380952381
2002-09-30,28.8,0.21,137.14285714285714
2002-10-01,29.29,0.21,139.47619047619048
2002-10-02,28.63,0.21,136.33333333333334
2002-10-03,29.67,0.21,141.2857142857143
2002-10-04,29.29,0.21,139.47619047619048
2002-10-07,29.15,0.21,138.8095238095238
2002-10-08,30.24,0.21,144.0
2002-10-09,30.66,0.21,146.0
2002-10-10,31.27,0.21,148.9047619047619
2002-10-11,30.7,0.21,146.1904761904762
2002-10-14,30.75,0.21,146.42857142857144
2002-10-15,30.83,0.21,146.8095238095238
2002-10-16,31.1,0.21,148.0952380952381
2002-10-17,32.35,0.21,154.04761904761907
2002-10-18,31.99,0.21,152.33333333333334
2002-10-21,31.51,0.21,150.04761904761907
2002-10-22,31.25,0.21,148.80952380952382
2002-10-23,30.92,0.21,147.23809523809524
2002-10-24,30.99,0.21,147.57142857142858
2002-10-25,32.01,0.21,152.42857142857142
2002-10-28,31.65,0.21,150.71428571428572
2002-10-29,30.9,0.21,147.14285714285714
2002-10-30,31.07,0.21,147.95238095238096
2002-10-31,31.55,0.21,150.23809523809524
2002-11-01,32.72,0.21,155.8095238095238
2002-11-04,33.04,0.21,157.33333333333334
2002-11-05,32.36,0.21,154.0952380952381
2002-11-06,33.12,0.21,157.7142857142857
2002-11-07,33.62,0.21,160.0952380952381
2002-11-08,32.87,0.21,156.52380952380952
2002-11-11,32.35,0.21,154.04761904761907
2002-11-12,32.29,0.21,153.76190476190476
2002-11-13,32.38,0.21,154.1904761904762
2002-11-14,32.5,0.21,154.76190476190476
2002-11-15,32.38,0.21,154.1904761904762
2002-11-18,32.51,0.21,154.8095238095238
2002-11-19,32.85,0.21,156.42857142857144
2002-11-20,33.4,0.21,159.04761904761904
2002-11-21,33.47,0.21,159.38095238095238
2002-11-22,32.29,0.21,153.76190476190476
2002-11-25,31.67,0.21,150.80952380952382
2002-11-26,30.73,0.21,146.33333333333334
2002-11-27,31.17,0.21,148.42857142857144
2002-11-29,30.92,0.21,147.23809523809524
2002-12-02,31.18,0.21,148.47619047619048
2002-12-03,31.0,0.21,147.61904761904762
2002-12-04,32.22,0.21,153.42857142857142
2002-12-05,32.1,0.21,152.85714285714286
2002-12-06,32.24,0.21,153.52380952380955
2002-12-09,32.58,0.21,155.14285714285714
2002-12-10,32.99,0.21,157.0952380952381
2002-12-11,32.65,0.21,155.47619047619048
2002-12-12,32.4,0.21,154.28571428571428
2002-12-13,31.83,0.21,151.57142857142856
2002-12-16,32.29,0.21,153.76190476190476
2002-12-17,32.25,0.21,153.57142857142858
2002-12-18,32.94,0.21,156.85714285714286
2002-12-19,32.63,0.21,155.3809523809524
2002-12-20,33.2,0.21,158.0952380952381
2002-12-23,33.04,0.21,157.33333333333334
2002-12-24,33.36,0.21,158.85714285714286
2002-12-26,33.33,0.21,158.71428571428572
2002-12-27,32.79,0.21,156.14285714285714
2002-12-30,33.4,0.21,159.04761904761904
2002-12-31,33.56,0.21,159.80952380952382
2003-01-02,34.01,0.21,161.95238095238093
2003-01-03,34.34,0.21,163.52380952380955
2003-01-06,34.08,0.21,162.28571428571428
2003-01-07,34.2,0.21,162.8571428571429
2003-01-08,33.71,0.21,160.52380952380955
2003-01-09,34.33,0.21,163.47619047619048
2003-01-10,34.0,0.21,161.9047619047619
2003-01-13,34.1,0.21,162.38095238095238
2003-01-14,33.76,0.21,160.76190476190476
2003-01-15,33.6,0.21,160.0
2003-01-16,33.67,0.21,160.33333333333334
2003-01-17,33.58,0.21,159.9047619047619
2003-01-21,33.21,0.21,158.14285714285714
2003-01-22,33.08,0.21,157.52380952380952
2003-01-23,33.0,0.21,157.14285714285714
2003-01-24,32.33,0.21,153.95238095238096
2003-01-27,31.65,0.21,150.71428571428572
2003-01-28,30.75,0.21,146.42857142857144
2003-01-29,31.48,0.21,149.90476190476193
2003-01-30,30.54,0.21,145.42857142857142
2003-01-31,30.12,0.21,143.42857142857144
2003-02-03,30.78,0.21,146.57142857142858
2003-02-04,30.78,0.21,146.57142857142858
2003-02-05,31.13,0.21,148.23809523809524
2003-02-06,31.0,0.21,147.61904761904762
2003-02-07,30.96,0.21,147.42857142857144
2003-02-10,30.95,0.21,147.38095238095238
2003-02-11,31.13,0.21,148.23809523809524
2003-02-12,30.96,0.21,147.42857142857144
2003-02-13,30.84,0.21,146.85714285714286
2003-02-14,31.11,0.21,148.14285714285714
2003-02-18,32.15,0.21,153.0952380952381
2003-02-19,32.17,0.21,153.1904761904762
2003-02-20,32.41,0.21,154.33333333333331
2003-02-21,32.45,0.21,154.52380952380955
2003-02-24,31.89,0.21,151.85714285714286
2003-02-25,32.34,0.21,154.00000000000003
2003-02-26,31.88,0.21,151.80952380952382
2003-02-27,32.58,0.21,155.14285714285714
2003-02-28,32.6,0.21,155.23809523809524
2003-03-03,32.56,0.21,155.04761904761907
2003-03-04,32.45,0.21,154.52380952380955
2003-03-05,33.15,0.21,157.85714285714286
2003-03-06,33.35,0.21,158.80952380952382
2003-03-07,33.4,0.21,159.04761904761904
2003-03-10,32.7,0.21,155.71428571428572
2003-03-11,32.46,0.21,154.57142857142858
2003-03-12,32.4,0.21,154.28571428571428
2003-03-13,33.25,0.21,158.33333333333334
2003-03-14,33.63,0.26,129.34615384615384
2003-03-17,35.14,0.26,135.15384615384616
2003-03-18,34.63,0.26,133.1923076923077
2003-03-19,34.6,0.26,133.07692307692307
2003-03-20,34.54,0.26,132.84615384615384
2003-03-21,35.05,0.26,134.8076923076923
2003-03-24,34.33,0.26,132.03846153846152
2003-03-25,34.72,0.26,133.53846153846152
2003-03-26,33.96,0.26,130.6153846153846
2003-03-27,34.45,0.26,132.5
2003-03-28,34.58,0.26,133.0
2003-03-31,34.33,0.26,132.03846153846152
2003-04-01,34.74,0.26,133.6153846153846
2003-04-02,33.34,0.26,128.23076923076923
2003-04-03,33.25,0.26,127.88461538461539
2003-04-04,33.01,0.26,126.96153846153845
2003-04-07,32.32,0.26,124.3076923076923
2003-04-08,33.22,0.26,127.76923076923076
2003-04-09,33.38,0.26,128.3846153846154
2003-04-10,33.55,0.26,129.03846153846152
2003-04-11,33.33,0.26,128.19230769230768
2003-04-14,33.52,0.26,128.92307692307693
2003-04-15,33.25,0.26,127.88461538461539
2003-04-16,31.73,0.26,122.03846153846153
2003-04-17,33.17,0.26,127.57692307692308
2003-04-21,33.03,0.26,127.03846153846153
2003-04-22,33.55,0.26,129.03846153846152
2003-04-23,33.57,0.26,129.1153846153846
2003-04-24,33.58,0.26,129.15384615384613
2003-04-25,33.2,0.26,127.6923076923077
2003-04-28,33.47,0.26,128.73076923076923
2003-04-29,33.21,0.26,127.73076923076923
2003-04-30,33.51,0.26,128.88461538461536
2003-05-01,33.09,0.26,127.26923076923077
2003-05-02,33.29,0.26,128.03846153846152
2003-05-05,33.46,0.26,128.69230769230768
2003-05-06,33.33,0.26,128.19230769230768
2003-05-07,32.74,0.26,125.92307692307692
2003-05-08,32.45,0.26,124.80769230769232
2003-05-09,32.05,0.26,123.26923076923076
2003-05-12,32.67,0.26,125.65384615384616
2003-05-13,32.63,0.26,125.5
2003-05-14,32.13,0.26,123.57692307692308
2003-05-15,32.66,0.26,125.6153846153846
2003-05-16,32.55,0.26,125.19230769230768
2003-05-19,32.21,0.26,123.88461538461539
2003-05-20,31.9,0.26,122.69230769230768
2003-05-21,32.62,0.26,125.46153846153845
2003-05-22,33.03,0.26,127.03846153846153
2003-05-23,33.24,0.26,127.84615384615385
2003-05-27,33.3,0.26,128.07692307692307
2003-05-28,33.0,0.26,126.92307692307692
2003-05-29,33.31,0.26,128.1153846153846
2003-05-30,33.67,0.26,129.5
2003-06-02,33.82,0.26,130.07692307692307
2003-06-03,33.75,0.26,129.8076923076923
2003-06-04,34.46,0.26,132.53846153846155
2003-06-05,34.86,0.26,134.07692307692307
2003-06-06,34.53,0.26,132.80769230769232
2003-06-09,34.75,0.26,133.65384615384616
2003-06-10,35.5,0.26,136.53846153846155
2003-06-11,36.2,0.26,139.23076923076923
2003-06-12,35.83,0.26,137.8076923076923
2003-06-13,35.76,0.26,137.53846153846152
2003-06-16,36.2,0.26,139.23076923076923
2003-06-17,36.6,0.26,140.76923076923077
2003-06-18,35.56,0.26,136.76923076923077
2003-06-19,34.75,0.26,133.65384615384616
