date,BXP,BXP_EPS,PE Ratio
1998-08-27,31.0,0.42,73.80952380952381
1998-08-28,29.75,0.42,70.83333333333334
1998-08-31,28.38,0.42,67.57142857142857
1998-09-01,28.56,0.42,68.0
1998-09-02,27.69,0.42,65.92857142857143
1998-09-03,27.0,0.42,64.28571428571429
1998-09-04,27.0,0.42,64.28571428571429
1998-09-08,27.06,0.42,64.42857142857143
1998-09-09,26.13,0.42,62.214285714285715
1998-09-10,24.56,0.42,58.476190476190474
1998-09-11,23.88,0.42,56.857142857142854
1998-09-14,24.0,0.42,57.142857142857146
1998-09-15,24.81,0.42,59.07142857142857
1998-09-16,26.0,0.42,61.904761904761905
1998-09-17,26.94,0.42,64.14285714285715
1998-09-18,27.5,0.42,65.47619047619048
1998-09-21,29.44,0.42,70.0952380952381
1998-09-22,31.38,0.42,74.71428571428571
1998-09-23,31.44,0.42,74.85714285714286
1998-09-24,30.88,0.42,73.52380952380952
1998-09-25,29.63,0.42,70.54761904761905
1998-09-28,28.88,0.42,68.76190476190476
1998-09-29,28.81,0.42,68.59523809523809
1998-09-30,28.5,0.42,67.85714285714286
1998-10-01,28.13,0.42,66.97619047619048
1998-10-02,27.63,0.42,65.78571428571429
1998-10-05,26.75,0.42,63.69047619047619
1998-10-06,27.31,0.42,65.02380952380952
1998-10-07,27.13,0.42,64.5952380952381
1998-10-08,26.63,0.42,63.404761904761905
1998-10-09,26.94,0.42,64.14285714285715
1998-10-12,28.0,0.42,66.66666666666667
1998-10-13,28.31,0.42,67.4047619047619
1998-10-14,28.38,0.42,67.57142857142857
1998-10-15,28.69,0.42,68.30952380952381
1998-10-16,30.0,0.42,71.42857142857143
1998-10-19,29.94,0.42,71.28571428571429
1998-10-20,29.94,0.42,71.28571428571429
1998-10-21,29.5,0.42,70.23809523809524
1998-10-22,29.19,0.42,69.5
1998-10-23,28.81,0.42,68.59523809523809
1998-10-26,28.81,0.42,68.59523809523809
1998-10-27,28.69,0.42,68.30952380952381
1998-10-28,27.88,0.42,66.38095238095238
1998-10-29,27.81,0.42,66.21428571428571
1998-10-30,28.5,0.42,67.85714285714286
1998-11-02,29.56,0.42,70.38095238095238
1998-11-03,29.0,0.42,69.04761904761905
1998-11-04,30.69,0.42,73.07142857142858
1998-11-05,30.5,0.42,72.61904761904762
1998-11-06,30.38,0.42,72.33333333333333
1998-11-09,31.25,0.42,74.40476190476191
1998-11-10,30.88,0.42,73.52380952380952
1998-11-11,30.31,0.42,72.16666666666667
1998-11-12,29.5,0.42,70.23809523809524
1998-11-13,29.88,0.42,71.14285714285714
1998-11-16,30.31,0.4,75.77499999999999
1998-11-17,30.0,0.4,75.0
1998-11-18,30.0,0.4,75.0
1998-11-19,30.38,0.4,75.94999999999999
1998-11-20,30.94,0.4,77.35
1998-11-23,31.0,0.4,77.5
1998-11-24,31.38,0.4,78.44999999999999
1998-11-25,31.44,0.4,78.6
1998-11-27,31.25,0.4,78.125
1998-11-30,31.56,0.4,78.89999999999999
1998-12-01,31.94,0.4,79.85
1998-12-02,32.13,0.4,80.325
1998-12-03,32.0,0.4,80.0
1998-12-04,32.5,0.4,81.25
1998-12-07,32.19,0.4,80.475
1998-12-08,32.0,0.4,80.0
1998-12-09,31.56,0.4,78.89999999999999
1998-12-10,31.5,0.4,78.75
1998-12-11,31.38,0.4,78.44999999999999
1998-12-14,31.44,0.4,78.6
1998-12-15,31.56,0.4,78.89999999999999
1998-12-16,31.94,0.4,79.85
1998-12-17,31.75,0.4,79.375
1998-12-18,31.75,0.4,79.375
1998-12-21,31.19,0.4,77.975
1998-12-22,30.38,0.4,75.94999999999999
1998-12-23,30.5,0.4,76.25
1998-12-24,30.38,0.4,75.94999999999999
1998-12-28,30.25,0.4,75.625
1998-12-29,30.44,0.4,76.1
1998-12-30,30.63,0.4,76.57499999999999
1998-12-31,30.5,0.4,76.25
1999-01-04,30.31,0.4,75.77499999999999
1999-01-05,31.31,0.4,78.27499999999999
1999-01-06,31.38,0.4,78.44999999999999
1999-01-07,31.44,0.4,78.6
1999-01-08,31.63,0.4,79.07499999999999
1999-01-11,31.69,0.4,79.225
1999-01-12,31.63,0.4,79.07499999999999
1999-01-13,31.63,0.4,79.07499999999999
1999-01-14,31.38,0.4,78.44999999999999
1999-01-15,31.63,0.4,79.07499999999999
1999-01-19,31.75,0.4,79.375
1999-01-20,31.81,0.4,79.52499999999999
1999-01-21,31.94,0.4,79.85
1999-01-22,34.13,0.4,85.325
1999-01-25,34.25,0.4,85.625
1999-01-26,34.69,0.4,86.725
1999-01-27,33.38,0.4,83.45
1999-01-28,32.94,0.4,82.35
1999-01-29,32.5,0.4,81.25
1999-02-01,33.5,0.4,83.75
1999-02-02,34.25,0.4,85.625
1999-02-03,34.06,0.4,85.15
1999-02-04,34.0,0.4,85.0
1999-02-05,33.63,0.4,84.075
1999-02-08,33.63,0.4,84.075
1999-02-09,33.38,0.4,83.45
1999-02-10,32.94,0.4,82.35
1999-02-11,33.13,0.4,82.825
1999-02-12,32.75,0.4,81.875
1999-02-16,32.81,0.4,82.025
1999-02-17,32.56,0.4,81.4
1999-02-18,32.5,0.4,81.25
1999-02-19,32.38,0.4,80.95
1999-02-22,32.56,0.4,81.4
1999-02-23,32.13,0.4,80.325
1999-02-24,32.44,0.4,81.1
1999-02-25,32.69,0.4,81.725
1999-02-26,32.31,0.4,80.775
1999-03-01,32.13,0.4,80.325
1999-03-02,32.75,0.4,81.875
1999-03-03,32.88,0.4,82.2
1999-03-04,32.81,0.4,82.025
1999-03-05,33.13,0.4,82.825
1999-03-08,32.88,0.4,82.2
1999-03-09,32.75,0.4,81.875
1999-03-10,32.81,0.4,82.025
1999-03-11,32.38,0.4,80.95
1999-03-12,32.0,0.4,80.0
1999-03-15,31.94,0.4,79.85
1999-03-16,31.94,0.4,79.85
1999-03-17,32.31,0.4,80.775
1999-03-18,32.13,0.4,80.325
1999-03-19,31.81,0.4,79.52499999999999
1999-03-22,31.0,0.4,77.5
1999-03-23,30.94,0.4,77.35
1999-03-24,31.0,0.4,77.5
1999-03-25,30.75,0.4,76.875
1999-03-26,31.0,0.4,77.5
1999-03-29,31.25,0.4,78.125
1999-03-30,32.0,0.4,80.0
1999-03-31,31.63,0.4,79.07499999999999
1999-04-01,31.94,0.4,79.85
1999-04-05,31.88,0.4,79.69999999999999
1999-04-06,31.5,0.4,78.75
1999-04-07,31.25,0.4,78.125
1999-04-08,31.25,0.4,78.125
1999-04-09,31.25,0.4,78.125
1999-04-12,32.25,0.4,80.625
1999-04-13,32.13,0.4,80.325
1999-04-14,32.63,0.4,81.575
1999-04-15,33.63,0.4,84.075
1999-04-16,34.44,0.4,86.1
1999-04-19,35.44,0.4,88.6
1999-04-20,34.5,0.4,86.25
1999-04-21,35.69,0.4,89.225
1999-04-22,35.81,0.4,89.525
1999-04-23,35.19,0.4,87.975
1999-04-26,35.0,0.4,87.5
1999-04-27,34.88,0.4,87.2
1999-04-28,34.88,0.4,87.2
1999-04-29,35.38,0.4,88.45
1999-04-30,36.31,0.4,90.775
1999-05-03,36.0,0.4,90.0
1999-05-04,36.31,0.4,90.775
1999-05-05,36.5,0.4,91.25
1999-05-06,36.56,0.4,91.4
1999-05-07,36.38,0.4,90.95
1999-05-10,37.13,0.4,92.825
1999-05-11,36.81,0.4,92.025
1999-05-12,36.81,0.4,92.025
1999-05-13,36.69,0.4,91.725
1999-05-14,37.0,0.39,94.87179487179486
1999-05-17,36.94,0.39,94.71794871794872
1999-05-18,36.75,0.39,94.23076923076923
1999-05-19,37.0,0.39,94.87179487179486
1999-05-20,36.75,0.39,94.23076923076923
1999-05-21,36.75,0.39,94.23076923076923
1999-05-24,36.38,0.39,93.28205128205128
1999-05-25,36.38,0.39,93.28205128205128
1999-05-26,36.06,0.39,92.46153846153847
1999-05-27,36.0,0.39,92.3076923076923
1999-05-28,35.94,0.39,92.15384615384615
1999-06-01,35.88,0.39,92.0
1999-06-02,35.88,0.39,92.0
1999-06-03,35.94,0.39,92.15384615384615
1999-06-04,35.75,0.39,91.66666666666666
1999-06-07,35.88,0.39,92.0
1999-06-08,35.69,0.39,91.5128205128205
1999-06-09,35.31,0.39,90.53846153846155
1999-06-10,35.06,0.39,89.8974358974359
1999-06-11,35.0,0.39,89.74358974358974
1999-06-14,34.94,0.39,89.58974358974358
1999-06-15,35.25,0.39,90.38461538461539
1999-06-16,35.5,0.39,91.02564102564102
1999-06-17,35.69,0.39,91.5128205128205
1999-06-18,35.63,0.39,91.35897435897436
1999-06-21,35.63,0.39,91.35897435897436
1999-06-22,35.56,0.39,91.17948717948718
1999-06-23,35.31,0.39,90.53846153846155
1999-06-24,35.31,0.39,90.53846153846155
1999-06-25,35.5,0.39,91.02564102564102
1999-06-28,35.56,0.39,91.17948717948718
1999-06-29,35.69,0.39,91.5128205128205
1999-06-30,35.88,0.39,92.0
1999-07-01,35.44,0.39,90.87179487179486
1999-07-02,35.63,0.39,91.35897435897436
1999-07-06,34.75,0.39,89.1025641025641
1999-07-07,34.06,0.39,87.33333333333334
1999-07-08,33.63,0.39,86.23076923076924
1999-07-09,33.13,0.39,84.94871794871796
1999-07-12,33.75,0.39,86.53846153846153
1999-07-13,33.63,0.39,86.23076923076924
1999-07-14,34.25,0.39,87.82051282051282
1999-07-15,34.81,0.39,89.25641025641026
1999-07-16,34.38,0.39,88.15384615384616
1999-07-19,34.81,0.39,89.25641025641026
1999-07-20,34.75,0.39,89.1025641025641
1999-07-21,34.75,0.39,89.1025641025641
1999-07-22,34.81,0.39,89.25641025641026
1999-07-23,34.81,0.39,89.25641025641026
1999-07-26,34.75,0.39,89.1025641025641
1999-07-27,33.81,0.39,86.6923076923077
1999-07-28,33.69,0.39,86.38461538461537
1999-07-29,33.63,0.39,86.23076923076924
1999-07-30,34.25,0.39,87.82051282051282
1999-08-02,34.31,0.39,87.97435897435898
1999-08-03,34.13,0.39,87.51282051282051
1999-08-04,33.88,0.39,86.87179487179488
1999-08-05,33.44,0.41,81.5609756097561
1999-08-06,33.63,0.41,82.02439024390245
1999-08-09,33.13,0.41,80.8048780487805
1999-08-10,32.94,0.41,80.34146341463415
1999-08-11,33.13,0.41,80.8048780487805
1999-08-12,33.0,0.41,80.48780487804879
1999-08-13,33.44,0.41,81.5609756097561
1999-08-16,33.44,0.41,81.5609756097561
1999-08-17,33.44,0.41,81.5609756097561
1999-08-18,33.19,0.41,80.95121951219512
1999-08-19,33.44,0.41,81.5609756097561
1999-08-20,33.19,0.41,80.95121951219512
1999-08-23,33.38,0.41,81.41463414634147
1999-08-24,33.19,0.41,80.95121951219512
1999-08-25,33.0,0.41,80.48780487804879
1999-08-26,33.06,0.41,80.63414634146342
1999-08-27,33.06,0.41,80.63414634146342
1999-08-30,32.75,0.41,79.87804878048782
1999-08-31,33.31,0.41,81.2439024390244
1999-09-01,33.19,0.41,80.95121951219512
1999-09-02,33.06,0.41,80.63414634146342
1999-09-03,33.13,0.41,80.8048780487805
1999-09-07,33.5,0.41,81.70731707317074
1999-09-08,33.69,0.41,82.17073170731707
1999-09-09,33.63,0.41,82.02439024390245
1999-09-10,33.5,0.41,81.70731707317074
1999-09-13,33.25,0.41,81.09756097560977
1999-09-14,33.31,0.41,81.2439024390244
1999-09-15,33.0,0.41,80.48780487804879
1999-09-16,33.06,0.41,80.63414634146342
1999-09-17,32.88,0.41,80.19512195121952
1999-09-20,32.75,0.41,79.87804878048782
1999-09-21,32.38,0.41,78.97560975609757
1999-09-22,32.0,0.41,78.04878048780488
1999-09-23,30.94,0.41,75.46341463414635
1999-09-24,31.44,0.41,76.6829268292683
1999-09-27,30.75,0.41,75.0
1999-09-28,30.5,0.41,74.39024390243902
1999-09-29,30.31,0.41,73.92682926829268
1999-09-30,30.69,0.41,74.85365853658537
1999-10-01,30.31,0.41,73.92682926829268
1999-10-04,30.38,0.41,74.09756097560975
1999-10-05,30.56,0.41,74.53658536585365
1999-10-06,30.5,0.41,74.39024390243902
1999-10-07,30.5,0.41,74.39024390243902
1999-10-08,30.06,0.41,73.3170731707317
1999-10-11,29.94,0.41,73.02439024390245
1999-10-12,29.81,0.41,72.70731707317073
1999-10-13,29.63,0.41,72.26829268292683
1999-10-14,29.13,0.41,71.04878048780488
1999-10-15,29.25,0.41,71.34146341463415
1999-10-18,29.06,0.41,70.8780487804878
1999-10-19,29.19,0.41,71.19512195121952
1999-10-20,29.25,0.41,71.34146341463415
1999-10-21,28.94,0.41,70.58536585365854
1999-10-22,29.5,0.41,71.95121951219512
1999-10-25,29.56,0.41,72.09756097560975
1999-10-26,29.69,0.41,72.41463414634147
1999-10-27,29.63,0.41,72.26829268292683
1999-10-28,29.63,0.41,72.26829268292683
1999-10-29,29.81,0.41,72.70731707317073
1999-11-01,29.94,0.41,73.02439024390245
1999-11-02,30.44,0.41,74.2439024390244
1999-11-03,30.63,0.41,74.70731707317073
1999-11-04,30.56,0.41,74.53658536585365
1999-11-05,30.25,0.4,75.625
1999-11-08,29.5,0.4,73.75
1999-11-09,29.31,0.4,73.27499999999999
1999-11-10,28.75,0.4,71.875
1999-11-11,28.75,0.4,71.875
1999-11-12,28.63,0.4,71.57499999999999
1999-11-15,28.19,0.4,70.475
1999-11-16,28.38,0.4,70.94999999999999
1999-11-17,28.63,0.4,71.57499999999999
1999-11-18,28.5,0.4,71.25
1999-11-19,28.31,0.4,70.77499999999999
1999-11-22,28.0,0.4,70.0
1999-11-23,27.63,0.4,69.07499999999999
1999-11-24,28.25,0.4,70.625
1999-11-26,28.06,0.4,70.14999999999999
1999-11-29,28.25,0.4,70.625
1999-11-30,28.31,0.4,70.77499999999999
1999-12-01,29.0,0.4,72.5
1999-12-02,29.06,0.4,72.64999999999999
1999-12-03,29.75,0.4,74.375
1999-12-06,29.75,0.4,74.375
1999-12-07,29.5,0.4,73.75
1999-12-08,29.31,0.4,73.27499999999999
1999-12-09,29.38,0.4,73.44999999999999
1999-12-10,29.25,0.4,73.125
1999-12-13,28.75,0.4,71.875
1999-12-14,27.63,0.4,69.07499999999999
1999-12-15,27.5,0.4,68.75
1999-12-16,27.69,0.4,69.225
