date,EMR,EMR_EPS,PE Ratio
1972-10-03,3.67,0.16,22.9375
1972-10-04,3.66,0.16,22.875
1972-10-05,3.66,0.16,22.875
1972-10-06,3.73,0.16,23.3125
1972-10-09,3.71,0.16,23.1875
1972-10-10,3.69,0.16,23.0625
1972-10-11,3.68,0.16,23.0
1972-10-12,3.64,0.16,22.75
1972-10-13,3.6,0.16,22.5
1972-10-16,3.61,0.16,22.5625
1972-10-17,3.69,0.16,23.0625
1972-10-18,3.7,0.16,23.125
1972-10-19,3.7,0.16,23.125
1972-10-20,3.71,0.16,23.1875
1972-10-23,3.69,0.16,23.0625
1972-10-24,3.7,0.16,23.125
1972-10-25,3.71,0.16,23.1875
1972-10-26,3.75,0.16,23.4375
1972-10-27,3.73,0.16,23.3125
1972-10-30,3.71,0.16,23.1875
1972-10-31,3.75,0.16,23.4375
1972-11-01,3.76,0.16,23.499999999999996
1972-11-02,3.79,0.16,23.6875
1972-11-03,3.83,0.16,23.9375
1972-11-06,3.82,0.16,23.875
1972-11-08,3.89,0.16,24.3125
1972-11-09,3.93,0.16,24.5625
1972-11-10,3.95,0.16,24.6875
1972-11-13,3.93,0.16,24.5625
1972-11-14,3.92,0.16,24.5
1972-11-15,3.9,0.16,24.375
1972-11-16,3.9,0.16,24.375
1972-11-17,3.92,0.16,24.5
1972-11-20,3.88,0.16,24.25
1972-11-21,3.88,0.16,24.25
1972-11-22,3.83,0.16,23.9375
1972-11-24,3.78,0.16,23.625
1972-11-27,3.77,0.16,23.5625
1972-11-28,3.77,0.16,23.5625
1972-11-29,3.7,0.16,23.125
1972-11-30,3.71,0.16,23.1875
1972-12-01,3.73,0.16,23.3125
1972-12-04,3.7,0.16,23.125
1972-12-05,3.7,0.16,23.125
1972-12-06,3.73,0.16,23.3125
1972-12-07,3.77,0.16,23.5625
1972-12-08,3.79,0.16,23.6875
1972-12-11,3.82,0.16,23.875
1972-12-12,3.85,0.16,24.0625
1972-12-13,3.85,0.16,24.0625
1972-12-14,3.87,0.16,24.1875
1972-12-15,3.9,0.16,24.375
1972-12-18,3.84,0.16,24.0
1972-12-19,3.8,0.16,23.75
1972-12-20,3.81,0.16,23.8125
1972-12-21,3.78,0.16,23.625
1972-12-22,3.78,0.16,23.625
1972-12-26,3.77,0.16,23.5625
1972-12-27,3.77,0.16,23.5625
1972-12-29,3.8,0.16,23.75
1973-01-02,3.77,0.16,23.5625
1973-01-03,3.75,0.16,23.4375
1973-01-04,3.75,0.16,23.4375
1973-01-05,3.77,0.16,23.5625
1973-01-08,3.83,0.16,23.9375
1973-01-09,3.85,0.16,24.0625
1973-01-10,3.85,0.16,24.0625
1973-01-11,3.93,0.16,24.5625
1973-01-12,3.93,0.16,24.5625
1973-01-15,3.88,0.16,24.25
1973-01-16,3.9,0.16,24.375
1973-01-17,3.84,0.16,24.0
1973-01-18,3.9,0.16,24.375
1973-01-19,3.92,0.16,24.5
1973-01-22,3.96,0.16,24.75
1973-01-23,3.95,0.16,24.6875
1973-01-24,3.94,0.16,24.625
1973-01-26,3.92,0.16,24.5
1973-01-29,3.88,0.16,24.25
1973-01-30,3.88,0.16,24.25
1973-01-31,3.86,0.16,24.125
1973-02-01,3.83,0.16,23.9375
1973-02-02,3.83,0.16,23.9375
1973-02-05,3.81,0.16,23.8125
1973-02-06,3.8,0.16,23.75
1973-02-07,3.86,0.16,24.125
1973-02-08,3.87,0.16,24.1875
1973-02-09,3.9,0.16,24.375
1973-02-12,3.9,0.16,24.375
1973-02-13,3.93,0.16,24.5625
1973-02-14,3.89,0.16,24.3125
1973-02-15,3.9,0.16,24.375
1973-02-16,3.92,0.16,24.5
1973-02-20,3.95,0.16,24.6875
1973-02-21,3.94,0.16,24.625
1973-02-22,3.94,0.16,24.625
1973-02-23,3.93,0.16,24.5625
1973-02-26,3.91,0.16,24.4375
1973-02-27,3.89,0.16,24.3125
1973-02-28,3.83,0.16,23.9375
1973-03-01,3.73,0.16,23.3125
1973-03-02,3.77,0.16,23.5625
1973-03-05,3.75,0.16,23.4375
1973-03-06,3.82,0.16,23.875
1973-03-07,3.81,0.16,23.8125
1973-03-08,3.86,0.16,24.125
1973-03-09,3.89,0.16,24.3125
1973-03-12,3.9,0.16,24.375
1973-03-13,3.96,0.16,24.75
1973-03-14,3.88,0.16,24.25
1973-03-15,3.76,0.16,23.499999999999996
1973-03-16,3.78,0.16,23.625
1973-03-19,3.73,0.16,23.3125
1973-03-20,3.69,0.16,23.0625
1973-03-21,3.6,0.16,22.5
1973-03-22,3.69,0.16,23.0625
1973-03-23,3.7,0.16,23.125
1973-03-26,3.68,0.16,23.0
1973-03-27,3.69,0.16,23.0625
1973-03-28,3.68,0.16,23.0
1973-03-29,3.66,0.16,22.875
1973-03-30,3.63,0.16,22.6875
1973-04-02,3.59,0.16,22.4375
1973-04-03,3.6,0.16,22.5
1973-04-04,3.6,0.16,22.5
1973-04-05,3.63,0.16,22.6875
1973-04-06,3.65,0.16,22.8125
1973-04-09,3.7,0.16,23.125
1973-04-10,3.69,0.16,23.0625
1973-04-11,3.71,0.16,23.1875
1973-04-12,3.71,0.16,23.1875
1973-04-13,3.74,0.16,23.375
1973-04-16,3.7,0.16,23.125
1973-04-17,3.69,0.16,23.0625
1973-04-18,3.68,0.16,23.0
1973-04-19,3.71,0.16,23.1875
1973-04-23,3.72,0.16,23.25
1973-04-24,3.64,0.16,22.75
1973-04-25,3.59,0.16,22.4375
1973-04-26,3.59,0.16,22.4375
1973-04-27,3.53,0.16,22.0625
1973-04-30,3.42,0.16,21.375
1973-05-01,3.36,0.16,21.0
1973-05-02,3.4,0.16,21.25
1973-05-03,3.38,0.16,21.125
1973-05-04,3.52,0.16,22.0
1973-05-07,3.54,0.16,22.125
1973-05-08,3.52,0.16,22.0
1973-05-09,3.55,0.16,22.1875
1973-05-10,3.57,0.16,22.3125
1973-05-11,3.57,0.16,22.3125
1973-05-14,3.53,0.16,22.0625
1973-05-15,3.52,0.16,22.0
1973-05-16,3.43,0.16,21.4375
1973-05-17,3.4,0.16,21.25
1973-05-18,3.37,0.16,21.0625
1973-05-21,3.31,0.16,20.6875
1973-05-22,3.36,0.16,21.0
1973-05-23,3.39,0.16,21.1875
1973-05-24,3.49,0.16,21.8125
1973-05-25,3.63,0.16,22.6875
1973-05-29,3.66,0.16,22.875
1973-05-30,3.64,0.16,22.75
1973-05-31,3.6,0.16,22.5
1973-06-01,3.54,0.16,22.125
1973-06-04,3.49,0.16,21.8125
1973-06-05,3.53,0.16,22.0625
1973-06-06,3.52,0.16,22.0
1973-06-07,3.52,0.16,22.0
1973-06-08,3.54,0.16,22.125
1973-06-11,3.54,0.16,22.125
1973-06-12,3.54,0.16,22.125
1973-06-13,3.52,0.16,22.0
1973-06-14,3.49,0.16,21.8125
1973-06-15,3.46,0.16,21.625
1973-06-18,3.41,0.16,21.3125
1973-06-19,3.39,0.16,21.1875
1973-06-20,3.47,0.16,21.6875
1973-06-21,3.49,0.16,21.8125
1973-06-22,3.52,0.16,22.0
1973-06-25,3.45,0.16,21.5625
1973-06-26,3.47,0.16,21.6875
1973-06-27,3.48,0.16,21.75
1973-06-28,3.6,0.16,22.5
1973-06-29,3.61,0.16,22.5625
1973-07-02,3.5,0.16,21.875
1973-07-03,3.46,0.16,21.625
1973-07-05,3.45,0.16,21.5625
1973-07-06,3.41,0.16,21.3125
1973-07-09,3.5,0.16,21.875
1973-07-10,3.57,0.16,22.3125
1973-07-11,3.65,0.16,22.8125
1973-07-12,3.61,0.16,22.5625
1973-07-13,3.62,0.16,22.625
1973-07-16,3.66,0.16,22.875
1973-07-17,3.71,0.16,23.1875
1973-07-18,3.72,0.16,23.25
1973-07-19,3.71,0.16,23.1875
1973-07-20,3.77,0.16,23.5625
1973-07-23,3.79,0.16,23.6875
1973-07-24,3.76,0.16,23.499999999999996
1973-07-25,3.83,0.16,23.9375
1973-07-26,3.89,0.16,24.3125
1973-07-27,3.86,0.16,24.125
1973-07-30,3.83,0.16,23.9375
1973-07-31,3.75,0.16,23.4375
1973-08-01,3.73,0.16,23.3125
1973-08-02,3.77,0.16,23.5625
1973-08-03,3.79,0.16,23.6875
1973-08-06,3.79,0.16,23.6875
1973-08-07,3.79,0.16,23.6875
1973-08-08,3.76,0.16,23.499999999999996
1973-08-09,3.82,0.16,23.875
1973-08-10,3.83,0.16,23.9375
1973-08-13,3.8,0.16,23.75
1973-08-14,3.79,0.16,23.6875
1973-08-15,3.8,0.16,23.75
1973-08-16,3.74,0.16,23.375
1973-08-17,3.72,0.16,23.25
1973-08-20,3.68,0.16,23.0
1973-08-21,3.64,0.16,22.75
1973-08-22,3.61,0.16,22.5625
1973-08-23,3.73,0.16,23.3125
1973-08-24,3.83,0.16,23.9375
1973-08-27,3.82,0.16,23.875
1973-08-28,3.89,0.16,24.3125
1973-08-29,3.93,0.16,24.5625
1973-08-30,3.91,0.16,24.4375
1973-08-31,3.82,0.16,23.875
1973-09-04,3.86,0.16,24.125
1973-09-05,3.75,0.16,23.4375
1973-09-06,3.89,0.16,24.3125
1973-09-07,3.86,0.16,24.125
1973-09-10,3.77,0.16,23.5625
1973-09-11,3.79,0.16,23.6875
1973-09-12,3.82,0.16,23.875
1973-09-13,3.86,0.16,24.125
1973-09-14,3.86,0.16,24.125
1973-09-17,3.88,0.16,24.25
1973-09-18,3.86,0.16,24.125
1973-09-19,3.82,0.16,23.875
1973-09-20,3.76,0.16,23.499999999999996
1973-09-21,3.89,0.16,24.3125
1973-09-24,3.83,0.16,23.9375
1973-09-25,3.92,0.16,24.5
1973-09-26,3.92,0.16,24.5
1973-09-27,3.96,0.16,24.75
1973-09-28,3.93,0.16,24.5625
1973-10-01,3.99,0.16,24.9375
1973-10-02,4.11,0.16,25.6875
1973-10-03,4.18,0.16,26.124999999999996
1973-10-04,4.11,0.16,25.6875
1973-10-05,4.14,0.16,25.874999999999996
1973-10-08,4.15,0.16,25.9375
1973-10-09,4.18,0.16,26.124999999999996
1973-10-10,4.15,0.16,25.9375
1973-10-11,4.32,0.16,27.0
1973-10-12,4.36,0.16,27.25
1973-10-15,4.4,0.16,27.5
1973-10-16,4.43,0.16,27.687499999999996
1973-10-17,4.42,0.16,27.625
1973-10-18,4.31,0.16,26.937499999999996
1973-10-19,4.33,0.16,27.0625
1973-10-22,4.33,0.16,27.0625
1973-10-23,4.32,0.16,27.0
1973-10-24,4.26,0.16,26.624999999999996
1973-10-25,4.23,0.16,26.437500000000004
1973-10-26,4.14,0.16,25.874999999999996
1973-10-29,4.14,0.16,25.874999999999996
1973-10-30,4.14,0.16,25.874999999999996
1973-10-31,4.18,0.16,26.124999999999996
1973-11-01,4.18,0.16,26.124999999999996
1973-11-02,4.17,0.16,26.0625
1973-11-05,4.11,0.16,25.6875
1973-11-06,4.04,0.16,25.25
1973-11-07,4.08,0.16,25.5
1973-11-08,4.11,0.16,25.6875
1973-11-09,4.02,0.16,25.124999999999996
1973-11-12,4.04,0.16,25.25
1973-11-13,4.04,0.16,25.25
1973-11-14,3.89,0.16,24.3125
1973-11-15,3.82,0.16,23.875
1973-11-16,3.8,0.16,23.75
1973-11-19,3.77,0.16,23.5625
1973-11-20,3.64,0.16,22.75
1973-11-21,3.73,0.16,23.3125
1973-11-23,3.71,0.16,23.1875
1973-11-26,3.6,0.16,22.5
1973-11-27,3.63,0.16,22.6875
1973-11-28,3.74,0.16,23.375
1973-11-29,3.72,0.16,23.25
1973-11-30,3.73,0.16,23.3125
1973-12-03,3.7,0.16,23.125
1973-12-04,3.7,0.16,23.125
1973-12-05,3.73,0.16,23.3125
1973-12-06,3.77,0.16,23.5625
1973-12-07,3.77,0.16,23.5625
1973-12-10,3.77,0.16,23.5625
1973-12-11,3.82,0.16,23.875
1973-12-12,3.73,0.16,23.3125
1973-12-13,3.46,0.16,21.625
1973-12-14,3.25,0.16,20.3125
1973-12-17,3.19,0.16,19.9375
1973-12-18,3.35,0.16,20.9375
1973-12-19,3.32,0.16,20.75
1973-12-20,3.32,0.16,20.75
1973-12-21,3.25,0.16,20.3125
1973-12-24,3.13,0.16,19.5625
1973-12-26,3.2,0.16,20.0
1973-12-27,3.58,0.16,22.375
1973-12-28,3.61,0.16,22.5625
1973-12-31,3.63,0.16,22.6875
1974-01-02,3.61,0.16,22.5625
1974-01-03,3.74,0.16,23.375
1974-01-04,3.69,0.16,23.0625
1974-01-07,3.57,0.16,22.3125
1974-01-08,3.53,0.16,22.0625
1974-01-09,3.49,0.16,21.8125
1974-01-10,3.35,0.16,20.9375
1974-01-11,3.3,0.16,20.625
1974-01-14,3.25,0.16,20.3125
1974-01-15,3.32,0.16,20.75
1974-01-16,3.36,0.16,21.0
1974-01-17,3.44,0.16,21.5
1974-01-18,3.46,0.16,21.625
1974-01-21,3.49,0.16,21.8125
1974-01-22,3.61,0.16,22.5625
1974-01-23,3.68,0.16,23.0
1974-01-24,3.61,0.16,22.5625
1974-01-25,3.68,0.16,23.0
1974-01-28,3.6,0.16,22.5
1974-01-29,3.64,0.16,22.75
1974-01-30,3.63,0.16,22.6875
1974-01-31,3.64,0.16,22.75
1974-02-01,3.58,0.16,22.375
1974-02-04,3.55,0.16,22.1875
1974-02-05,3.55,0.16,22.1875
1974-02-06,3.57,0.16,22.3125
1974-02-07,3.6,0.16,22.5
1974-02-08,3.55,0.16,22.1875
1974-02-11,3.51,0.16,21.937499999999996
1974-02-12,3.53,0.16,22.0625
1974-02-13,3.58,0.16,22.375
1974-02-14,3.44,0.16,21.5
1974-02-15,3.33,0.16,20.8125
1974-02-19,3.23,0.16,20.1875
1974-02-20,3.24,0.16,20.25
1974-02-21,3.25,0.16,20.3125
1974-02-22,3.33,0.16,20.8125
1974-02-25,3.29,0.16,20.5625
1974-02-26,3.3,0.16,20.625
1974-02-27,3.26,0.16,20.375
1974-02-28,3.24,0.16,20.25
1974-03-01,3.2,0.16,20.0
1974-03-04,3.17,0.16,19.8125
1974-03-05,3.25,0.16,20.3125
1974-03-06,3.35,0.16,20.9375
1974-03-07,3.32,0.16,20.75
1974-03-08,3.32,0.16,20.75
1974-03-11,3.33,0.16,20.8125
1974-03-12,3.36,0.16,21.0
1974-03-13,3.46,0.16,21.625
1974-03-14,3.57,0.16,22.3125
1974-03-15,3.61,0.16,22.5625
1974-03-18,3.46,0.16,21.625
1974-03-19,3.44,0.16,21.5
1974-03-20,3.48,0.16,21.75
1974-03-21,3.55,0.16,22.1875
1974-03-22,3.58,0.16,22.375
1974-03-25,3.55,0.16,22.1875
1974-03-26,3.55,0.16,22.1875
1974-03-27,3.51,0.16,21.937499999999996
1974-03-28,3.44,0.16,21.5
1974-03-29,3.48,0.16,21.75
1974-04-01,3.44,0.16,21.5
1974-04-02,3.44,0.16,21.5
1974-04-03,3.5,0.16,21.875
1974-04-04,3.49,0.16,21.8125
1974-04-05,3.39,0.16,21.1875
1974-04-08,3.35,0.16,20.9375
1974-04-09,3.39,0.16,21.1875
1974-04-10,3.43,0.16,21.4375
1974-04-11,3.41,0.16,21.3125
1974-04-15,3.45,0.16,21.5625
1974-04-16,3.51,0.16,21.937499999999996
1974-04-17,3.53,0.16,22.0625
1974-04-18,3.54,0.16,22.125
1974-04-19,3.51,0.16,21.937499999999996
1974-04-22,3.52,0.16,22.0
1974-04-23,3.45,0.16,21.5625
1974-04-24,3.41,0.16,21.3125
1974-04-25,3.47,0.16,21.6875
1974-04-26,3.47,0.16,21.6875
1974-04-29,3.45,0.16,21.5625
1974-04-30,3.44,0.16,21.5
1974-05-01,3.5,0.16,21.875
1974-05-02,3.48,0.16,21.75
1974-05-03,3.46,0.16,21.625
1974-05-06,3.45,0.16,21.5625
1974-05-07,3.45,0.16,21.5625
1974-05-08,3.44,0.16,21.5
1974-05-09,3.32,0.16,20.75
1974-05-10,3.43,0.16,21.4375
1974-05-13,3.41,0.16,21.3125
1974-05-14,3.42,0.16,21.375
1974-05-15,3.39,0.16,21.1875
1974-05-16,3.39,0.16,21.1875
1974-05-17,3.39,0.16,21.1875
1974-05-20,3.32,0.16,20.75
1974-05-21,3.32,0.16,20.75
1974-05-22,3.33,0.16,20.8125
1974-05-23,3.35,0.16,20.9375
1974-05-24,3.33,0.16,20.8125
1974-05-28,3.33,0.16,20.8125
1974-05-29,3.32,0.16,20.75
1974-05-30,3.33,0.16,20.8125
1974-05-31,3.29,0.16,20.5625
1974-06-03,3.22,0.16,20.125
1974-06-04,3.32,0.16,20.75
1974-06-05,3.32,0.16,20.75
1974-06-06,3.39,0.16,21.1875
1974-06-07,3.35,0.16,20.9375
1974-06-10,3.3,0.16,20.625
1974-06-11,3.32,0.16,20.75
1974-06-12,3.29,0.16,20.5625
1974-06-13,3.32,0.16,20.75
1974-06-14,3.32,0.16,20.75
1974-06-17,3.3,0.16,20.625
1974-06-18,3.32,0.16,20.75
1974-06-19,3.32,0.16,20.75
1974-06-20,3.33,0.16,20.8125
1974-06-21,3.24,0.16,20.25
1974-06-24,3.16,0.16,19.75
1974-06-25,3.14,0.16,19.625
1974-06-26,3.14,0.16,19.625
1974-06-27,3.0,0.16,18.75
1974-06-28,2.88,0.16,18.0
1974-07-01,2.86,0.16,17.875
1974-07-02,2.78,0.16,17.375
1974-07-03,2.89,0.16,18.0625
1974-07-05,2.85,0.16,17.8125
1974-07-08,2.75,0.16,17.1875
1974-07-09,2.83,0.16,17.6875
1974-07-10,2.83,0.16,17.6875
1974-07-11,2.83,0.16,17.6875
1974-07-12,3.0,0.16,18.75
1974-07-15,3.01,0.16,18.8125
1974-07-16,2.96,0.16,18.5
1974-07-17,2.97,0.16,18.5625
1974-07-18,2.88,0.16,18.0
1974-07-19,2.94,0.16,18.375
1974-07-22,2.91,0.16,18.1875
1974-07-23,2.96,0.16,18.5
1974-07-24,2.95,0.16,18.4375
1974-07-25,2.94,0.16,18.375
1974-07-26,2.75,0.16,17.1875
1974-07-29,2.64,0.16,16.5
1974-07-30,2.61,0.16,16.3125
1974-07-31,2.61,0.16,16.3125
1974-08-01,2.64,0.16,16.5
1974-08-02,2.64,0.16,16.5
1974-08-05,2.67,0.16,16.6875
1974-08-06,2.67,0.16,16.6875
1974-08-07,2.71,0.16,16.9375
1974-08-08,2.64,0.16,16.5
1974-08-09,2.58,0.16,16.125
1974-08-12,2.53,0.16,15.812499999999998
1974-08-13,2.51,0.16,15.687499999999998
1974-08-14,2.48,0.16,15.5
1974-08-15,2.53,0.16,15.812499999999998
1974-08-16,2.44,0.16,15.25
1974-08-19,2.33,0.16,14.5625
1974-08-20,2.32,0.16,14.499999999999998
1974-08-21,2.08,0.16,13.0
1974-08-22,1.83,0.16,11.4375
1974-08-23,1.89,0.16,11.8125
1974-08-26,1.98,0.16,12.375
1974-08-27,1.98,0.16,12.375
1974-08-28,2.06,0.16,12.875
1974-08-29,2.03,0.16,12.687499999999998
1974-08-30,2.14,0.16,13.375
1974-09-03,2.14,0.16,13.375
1974-09-04,2.07,0.16,12.937499999999998
1974-09-05,2.05,0.16,12.812499999999998
1974-09-06,2.16,0.16,13.5
1974-09-09,2.16,0.16,13.5
1974-09-10,2.21,0.16,13.8125
1974-09-11,2.2,0.16,13.75
1974-09-12,2.07,0.16,12.937499999999998
1974-09-13,1.97,0.16,12.3125
1974-09-16,2.03,0.16,12.687499999999998
1974-09-17,2.04,0.16,12.75
1974-09-18,2.04,0.16,12.75
1974-09-19,2.17,0.16,13.5625
1974-09-20,2.11,0.16,13.187499999999998
1974-09-23,2.07,0.16,12.937499999999998
1974-09-24,2.04,0.16,12.75
1974-09-25,2.01,0.16,12.562499999999998
1974-09-26,1.91,0.16,11.9375
1974-09-27,1.88,0.16,11.749999999999998
1974-09-30,1.91,0.16,11.9375
1974-10-01,1.94,0.16,12.125
1974-10-02,1.92,0.16,12.0
1974-10-03,1.85,0.16,11.5625
1974-10-04,1.81,0.16,11.3125
1974-10-07,1.89,0.16,11.8125
1974-10-08,1.92,0.16,12.0
1974-10-09,2.05,0.16,12.812499999999998
1974-10-10,2.23,0.16,13.9375
1974-10-11,2.35,0.16,14.6875
1974-10-14,2.39,0.16,14.9375
1974-10-15,2.26,0.16,14.124999999999998
1974-10-16,2.23,0.16,13.9375
1974-10-17,2.29,0.16,14.3125
1974-10-18,2.38,0.16,14.874999999999998
1974-10-21,2.5,0.16,15.625
1974-10-22,2.58,0.16,16.125
1974-10-23,2.49,0.16,15.562500000000002
1974-10-24,2.46,0.16,15.375
1974-10-25,2.46,0.16,15.375
1974-10-28,2.39,0.16,14.9375
1974-10-29,2.44,0.16,15.25
1974-10-30,2.6,0.16,16.25
1974-10-31,2.54,0.16,15.875
1974-11-01,2.5,0.16,15.625
1974-11-04,2.42,0.16,15.125
1974-11-05,2.52,0.16,15.75
1974-11-06,2.51,0.16,15.687499999999998
1974-11-07,2.33,0.16,14.5625
1974-11-08,2.44,0.16,15.25
1974-11-11,2.39,0.16,14.9375
1974-11-12,2.35,0.16,14.6875
1974-11-13,2.38,0.16,14.874999999999998
1974-11-14,2.42,0.16,15.125
1974-11-15,2.32,0.16,14.499999999999998
1974-11-18,2.22,0.16,13.875000000000002
1974-11-19,2.17,0.16,13.5625
1974-11-20,2.17,0.16,13.5625
1974-11-21,2.21,0.16,13.8125
1974-11-22,2.23,0.16,13.9375
1974-11-25,2.24,0.16,14.000000000000002
1974-11-26,2.24,0.16,14.000000000000002
1974-11-27,2.24,0.16,14.000000000000002
1974-11-29,2.21,0.16,13.8125
1974-12-02,2.1,0.16,13.125
1974-12-03,2.07,0.16,12.937499999999998
1974-12-04,2.07,0.16,12.937499999999998
1974-12-05,2.01,0.16,12.562499999999998
1974-12-06,1.85,0.16,11.5625
1974-12-09,2.04,0.16,12.75
1974-12-10,2.06,0.16,12.875
1974-12-11,2.06,0.16,12.875
1974-12-12,2.08,0.16,13.0
1974-12-13,2.05,0.16,12.812499999999998
1974-12-16,2.03,0.16,12.687499999999998
1974-12-17,2.0,0.16,12.5
1974-12-18,1.99,0.16,12.4375
1974-12-19,1.98,0.16,12.375
1974-12-20,1.91,0.16,11.9375
1974-12-23,1.92,0.16,12.0
1974-12-24,1.98,0.16,12.375
1974-12-26,1.96,0.16,12.25
1974-12-27,2.0,0.16,12.5
1974-12-30,1.92,0.16,12.0
1974-12-31,2.04,0.16,12.75
1975-01-02,2.07,0.16,12.937499999999998
1975-01-03,2.07,0.16,12.937499999999998
1975-01-06,2.11,0.16,13.187499999999998
1975-01-07,2.17,0.16,13.5625
1975-01-08,2.14,0.16,13.375
1975-01-09,2.23,0.16,13.9375
1975-01-10,2.14,0.16,13.375
1975-01-13,2.06,0.16,12.875
1975-01-14,2.0,0.16,12.5
1975-01-15,2.1,0.16,13.125
1975-01-16,2.1,0.16,13.125
1975-01-17,2.07,0.16,12.937499999999998
1975-01-20,2.04,0.16,12.75
1975-01-21,2.07,0.16,12.937499999999998
1975-01-22,2.04,0.16,12.75
1975-01-23,2.08,0.16,13.0
1975-01-24,2.1,0.16,13.125
1975-01-27,2.23,0.16,13.9375
1975-01-28,2.29,0.16,14.3125
1975-01-29,2.35,0.16,14.6875
1975-01-30,2.33,0.16,14.5625
1975-01-31,2.46,0.16,15.375
1975-02-03,2.42,0.16,15.125
1975-02-04,2.42,0.16,15.125
1975-02-05,2.49,0.16,15.562500000000002
1975-02-06,2.48,0.16,15.5
1975-02-07,2.48,0.16,15.5
1975-02-10,2.5,0.16,15.625
1975-02-11,2.51,0.16,15.687499999999998
1975-02-12,2.52,0.16,15.75
1975-02-13,2.52,0.16,15.75
1975-02-14,2.55,0.16,15.937499999999998
1975-02-18,2.52,0.16,15.75
1975-02-19,2.58,0.16,16.125
1975-02-20,2.7,0.16,16.875
1975-02-21,2.75,0.16,17.1875
1975-02-24,2.82,0.16,17.625
1975-02-25,2.73,0.16,17.0625
1975-02-26,2.69,0.16,16.8125
1975-02-27,2.71,0.16,16.9375
1975-02-28,2.78,0.16,17.375
1975-03-03,2.85,0.16,17.8125
1975-03-04,2.91,0.16,18.1875
1975-03-05,2.86,0.16,17.875
1975-03-06,2.85,0.16,17.8125
1975-03-07,2.85,0.16,17.8125
1975-03-10,2.83,0.16,17.6875
1975-03-11,2.77,0.16,17.3125
1975-03-12,2.76,0.16,17.25
1975-03-13,2.72,0.16,17.0
1975-03-14,2.74,0.16,17.125
1975-03-17,2.75,0.16,17.1875
1975-03-18,2.75,0.16,17.1875
