date,DOV,DOV_EPS,PE Ratio
1990-11-01,5.2,,
1990-11-02,5.32,,
1990-11-05,5.57,,
1990-11-06,5.53,,
1990-11-07,5.45,,
1990-11-08,5.55,,
1990-11-09,5.72,,
1990-11-12,5.74,,
1990-11-13,5.72,,
1990-11-14,5.68,,
1990-11-15,5.61,,
1990-11-16,5.61,,
1990-11-19,5.76,,
1990-11-20,5.68,,
1990-11-21,5.76,,
1990-11-23,5.68,,
1990-11-26,5.66,,
1990-11-27,5.66,,
1990-11-28,5.7,,
1990-11-29,5.74,,
1990-11-30,6.01,,
1990-12-03,5.97,,
1990-12-04,5.95,,
1990-12-05,6.2,,
1990-12-06,6.16,,
1990-12-07,6.14,,
1990-12-10,6.2,,
1990-12-11,6.16,,
1990-12-12,6.22,,
1990-12-13,6.2,,
1990-12-14,6.12,,
1990-12-17,6.16,,
1990-12-18,6.2,,
1990-12-19,6.39,,
1990-12-20,6.41,,
1990-12-21,6.45,,
1990-12-24,6.47,,
1990-12-26,6.58,,
1990-12-27,6.6,,
1990-12-28,6.64,,
1990-12-31,6.66,,
1991-01-02,6.66,,
1991-01-03,6.41,,
1991-01-04,6.41,,
1991-01-07,6.37,,
1991-01-08,6.22,,
1991-01-09,6.22,,
1991-01-10,6.28,,
1991-01-11,6.28,,
1991-01-14,6.37,,
1991-01-15,6.39,,
1991-01-16,6.51,,
1991-01-17,6.49,,
1991-01-18,6.54,,
1991-01-21,6.51,,
1991-01-22,6.43,,
1991-01-23,6.45,,
1991-01-24,6.47,,
1991-01-25,6.54,,
1991-01-28,6.51,,
1991-01-29,6.49,,
1991-01-30,6.45,,
1991-01-31,6.62,,
1991-02-01,6.81,,
1991-02-04,6.79,,
1991-02-05,6.68,,
1991-02-06,6.66,,
1991-02-07,6.7,,
1991-02-08,6.81,,
1991-02-11,7.04,,
1991-02-12,7.04,,
1991-02-13,7.06,,
1991-02-14,6.93,,
1991-02-15,7.04,,
1991-02-19,7.02,,
1991-02-20,6.95,,
1991-02-21,6.93,,
1991-02-22,6.79,,
1991-02-25,6.7,,
1991-02-26,6.7,,
1991-02-27,6.85,,
1991-02-28,6.89,,
1991-03-01,7.0,,
1991-03-04,6.93,,
1991-03-05,7.04,,
1991-03-06,7.04,,
1991-03-07,7.04,,
1991-03-08,7.0,,
1991-03-11,7.04,,
1991-03-12,6.93,,
1991-03-13,7.0,,
1991-03-14,6.95,,
1991-03-15,6.85,,
1991-03-18,6.7,,
1991-03-19,6.77,,
1991-03-20,6.83,,
1991-03-21,6.7,,
1991-03-22,6.68,,
1991-03-25,6.77,,
1991-03-26,6.77,,
1991-03-27,6.72,,
1991-03-28,6.87,,
1991-04-01,6.79,,
1991-04-02,6.93,,
1991-04-03,6.83,,
1991-04-04,6.77,,
1991-04-05,6.7,,
1991-04-08,6.83,,
1991-04-09,6.87,,
1991-04-10,6.77,,
1991-04-11,6.85,,
1991-04-12,7.04,,
1991-04-15,6.85,,
1991-04-16,6.79,,
1991-04-17,6.72,,
1991-04-18,6.66,,
1991-04-19,6.66,,
1991-04-22,6.72,,
1991-04-23,6.77,,
1991-04-24,6.75,,
1991-04-25,6.58,,
1991-04-26,6.58,,
1991-04-29,6.43,,
1991-04-30,6.51,,
1991-05-01,6.72,,
1991-05-02,6.72,,
1991-05-03,6.79,,
1991-05-06,6.83,,
1991-05-07,6.72,,
1991-05-08,6.7,,
1991-05-09,6.87,,
1991-05-10,6.72,,
1991-05-13,6.72,,
1991-05-14,6.56,,
1991-05-15,6.49,,
1991-05-16,6.49,,
1991-05-17,6.58,,
1991-05-20,6.54,,
1991-05-21,6.51,,
1991-05-22,6.49,,
1991-05-23,6.49,,
1991-05-24,6.49,,
1991-05-28,6.68,,
1991-05-29,6.75,,
1991-05-30,6.98,,
1991-05-31,7.33,,
1991-06-03,7.25,,
1991-06-04,7.12,,
1991-06-05,7.04,,
1991-06-06,7.02,,
1991-06-07,7.02,,
1991-06-10,7.0,,
1991-06-11,7.02,,
1991-06-12,6.91,,
1991-06-13,7.02,,
1991-06-14,7.02,,
1991-06-17,7.0,,
1991-06-18,7.04,,
1991-06-19,6.95,,
1991-06-20,6.83,,
1991-06-21,6.83,,
1991-06-24,6.62,,
1991-06-25,6.66,,
1991-06-26,6.56,,
1991-06-27,6.68,,
1991-06-28,6.6,,
1991-07-01,6.68,,
1991-07-02,6.68,,
1991-07-03,6.58,,
1991-07-05,6.58,,
1991-07-08,6.56,,
1991-07-09,6.47,,
1991-07-10,6.45,,
1991-07-11,6.35,,
1991-07-12,6.51,,
1991-07-15,6.49,,
1991-07-16,6.49,,
1991-07-17,6.51,,
1991-07-18,6.56,,
1991-07-19,6.54,,
1991-07-22,6.51,,
1991-07-23,6.49,,
1991-07-24,6.31,,
1991-07-25,6.33,,
1991-07-26,6.24,,
1991-07-29,6.43,,
1991-07-30,6.35,,
1991-07-31,6.41,,
1991-08-01,6.39,,
1991-08-02,6.28,,
1991-08-05,6.26,,
1991-08-06,6.2,,
1991-08-07,6.18,,
1991-08-08,6.07,,
1991-08-09,6.2,,
1991-08-12,6.24,,
1991-08-13,6.2,,
1991-08-14,6.12,,
1991-08-15,6.1,,
1991-08-16,6.12,,
1991-08-19,6.05,,
1991-08-20,5.99,,
1991-08-21,6.14,,
1991-08-22,6.39,,
1991-08-23,6.43,,
1991-08-26,6.37,,
1991-08-27,6.28,,
1991-08-28,6.47,,
1991-08-29,6.43,,
1991-08-30,6.45,,
1991-09-03,6.28,,
1991-09-04,6.33,,
1991-09-05,6.47,,
1991-09-06,6.45,,
1991-09-09,6.45,,
1991-09-10,6.43,,
1991-09-11,6.31,,
1991-09-12,6.37,,
1991-09-13,6.35,,
1991-09-16,6.41,,
1991-09-17,6.41,,
1991-09-18,6.43,,
1991-09-19,6.51,,
1991-09-20,6.49,,
1991-09-23,6.41,,
1991-09-24,6.49,,
1991-09-25,6.54,,
1991-09-26,6.51,,
1991-09-27,6.49,,
1991-09-30,6.49,,
1991-10-01,6.51,,
1991-10-02,6.43,,
1991-10-03,6.39,,
1991-10-04,6.37,,
1991-10-07,6.26,,
1991-10-08,6.28,,
1991-10-09,6.2,,
1991-10-10,6.2,,
1991-10-11,6.12,,
1991-10-14,6.2,,
1991-10-15,6.2,,
1991-10-16,6.41,,
1991-10-17,6.37,,
1991-10-18,6.37,,
1991-10-21,6.39,,
1991-10-22,6.33,,
1991-10-23,6.33,,
1991-10-24,6.28,,
1991-10-25,6.33,,
1991-10-28,6.35,,
1991-10-29,6.33,,
1991-10-30,6.39,,
1991-10-31,6.41,,
1991-11-01,6.43,,
1991-11-04,6.41,,
1991-11-05,6.12,,
1991-11-06,6.22,,
1991-11-07,6.28,,
1991-11-08,6.2,,
1991-11-11,6.2,,
1991-11-12,6.12,,
1991-11-13,6.01,,
1991-11-14,6.01,,
1991-11-15,5.95,,
1991-11-18,5.93,,
1991-11-19,5.82,,
1991-11-20,5.91,,
1991-11-21,5.97,,
1991-11-22,5.89,,
1991-11-25,5.87,,
1991-11-26,5.87,,
1991-11-27,5.87,,
1991-11-29,5.87,,
1991-12-02,6.01,,
1991-12-03,6.14,,
1991-12-04,6.1,,
1991-12-05,5.99,,
1991-12-06,6.07,,
1991-12-09,6.05,,
1991-12-10,6.01,,
1991-12-11,5.87,,
1991-12-12,5.91,,
1991-12-13,5.89,,
1991-12-16,5.91,,
1991-12-17,5.87,,
1991-12-18,5.91,,
1991-12-19,5.95,,
1991-12-20,6.05,,
1991-12-23,6.24,,
1991-12-24,6.54,,
1991-12-26,6.6,,
1991-12-27,6.58,,
1991-12-30,6.87,,
1991-12-31,7.0,,
1992-01-02,6.91,,
1992-01-03,7.06,,
1992-01-06,7.04,,
1992-01-07,6.89,,
1992-01-08,6.95,,
1992-01-09,7.02,,
1992-01-10,6.91,,
1992-01-13,6.7,,
1992-01-14,6.87,,
1992-01-15,7.08,,
1992-01-16,7.08,,
1992-01-17,7.21,,
1992-01-20,7.12,,
1992-01-21,7.06,,
1992-01-22,7.04,,
1992-01-23,7.02,,
1992-01-24,6.98,,
1992-01-27,6.87,,
1992-01-28,6.87,,
1992-01-29,6.81,,
1992-01-30,6.75,,
1992-01-31,6.75,,
1992-02-03,6.7,,
1992-02-04,6.75,,
1992-02-05,6.68,,
1992-02-06,6.58,,
1992-02-07,6.43,,
1992-02-10,6.49,,
1992-02-11,6.62,,
1992-02-12,6.7,,
1992-02-13,6.66,,
1992-02-14,6.66,,
1992-02-18,6.54,,
1992-02-19,6.58,,
1992-02-20,6.7,,
1992-02-21,6.72,,
1992-02-24,6.7,,
1992-02-25,6.6,,
1992-02-26,6.64,,
1992-02-27,6.6,,
1992-02-28,6.43,,
1992-03-02,6.68,,
1992-03-03,6.66,,
1992-03-04,6.66,,
1992-03-05,6.7,,
1992-03-06,6.68,,
1992-03-09,6.64,,
1992-03-10,6.7,,
1992-03-11,6.68,,
1992-03-12,6.7,,
1992-03-13,6.77,,
1992-03-16,6.75,,
1992-03-17,6.85,,
1992-03-18,6.85,,
1992-03-19,6.95,,
1992-03-20,6.87,,
1992-03-23,6.79,,
1992-03-24,6.95,,
1992-03-25,6.87,,
1992-03-26,6.89,,
1992-03-27,6.89,,
1992-03-30,6.93,,
1992-03-31,6.93,,
1992-04-01,6.85,,
1992-04-02,6.81,,
1992-04-03,6.72,,
1992-04-06,6.72,,
1992-04-07,6.66,,
1992-04-08,6.49,,
1992-04-09,6.64,,
1992-04-10,6.62,,
1992-04-13,6.51,,
1992-04-14,6.58,,
1992-04-15,6.7,,
1992-04-16,6.79,,
1992-04-20,6.75,,
1992-04-21,6.72,,
1992-04-22,6.72,,
1992-04-23,6.75,,
1992-04-24,6.72,,
1992-04-27,6.7,,
1992-04-28,6.66,,
1992-04-29,6.66,,
1992-04-30,6.72,,
1992-05-01,6.7,,
1992-05-04,6.72,,
1992-05-05,6.64,,
1992-05-06,6.64,,
1992-05-07,6.66,,
1992-05-08,6.64,,
1992-05-11,6.68,,
1992-05-12,6.6,,
1992-05-13,6.64,,
1992-05-14,6.7,,
1992-05-15,6.6,,
1992-05-18,6.6,,
1992-05-19,6.64,,
1992-05-20,6.56,,
1992-05-21,6.54,,
1992-05-22,6.64,,
1992-05-26,6.62,,
1992-05-27,6.75,,
1992-05-28,6.77,,
1992-05-29,6.81,,
1992-06-01,6.77,,
1992-06-02,6.79,,
1992-06-03,6.77,,
1992-06-04,6.77,,
1992-06-05,6.89,,
1992-06-08,6.87,,
1992-06-09,6.89,,
1992-06-10,6.85,,
1992-06-11,6.85,,
1992-06-12,6.89,,
1992-06-15,6.91,,
1992-06-16,7.0,,
1992-06-17,7.02,,
1992-06-18,6.91,,
1992-06-19,6.87,,
1992-06-22,6.87,,
1992-06-23,6.75,,
1992-06-24,6.79,,
1992-06-25,6.81,,
1992-06-26,6.64,,
1992-06-29,6.75,,
1992-06-30,6.77,,
1992-07-01,6.81,,
1992-07-02,6.79,,
1992-07-06,6.75,,
1992-07-07,6.64,,
1992-07-08,6.56,,
1992-07-09,6.58,,
1992-07-10,6.62,,
1992-07-13,6.62,,
1992-07-14,6.64,,
1992-07-15,6.66,,
1992-07-16,6.72,,
1992-07-17,6.75,,
1992-07-20,6.66,,
1992-07-21,6.7,,
1992-07-22,6.81,,
1992-07-23,6.81,,
1992-07-24,6.77,,
1992-07-27,6.87,,
1992-07-28,6.91,,
1992-07-29,7.04,,
1992-07-30,7.02,,
1992-07-31,7.1,,
1992-08-03,7.16,,
1992-08-04,7.16,,
1992-08-05,7.12,,
1992-08-06,7.14,,
1992-08-07,7.29,,
1992-08-10,7.23,,
1992-08-11,7.25,,
1992-08-12,7.25,,
1992-08-13,7.16,,
1992-08-14,7.21,,
1992-08-17,7.16,,
1992-08-18,7.19,,
1992-08-19,7.08,,
1992-08-20,7.06,,
1992-08-21,7.06,,
1992-08-24,7.06,,
1992-08-25,7.02,,
1992-08-26,6.93,,
1992-08-27,7.02,,
1992-08-28,7.04,,
1992-08-31,7.1,,
1992-09-01,7.16,,
1992-09-02,7.27,,
1992-09-03,7.19,,
1992-09-04,7.14,,
1992-09-08,7.14,,
1992-09-09,7.25,,
1992-09-10,7.31,,
1992-09-11,7.25,,
1992-09-14,7.29,,
1992-09-15,7.21,,
1992-09-16,7.33,,
1992-09-17,7.27,,
1992-09-18,7.29,,
1992-09-21,7.37,,
1992-09-22,7.33,,
1992-09-23,7.33,,
1992-09-24,7.33,,
1992-09-25,7.33,,
1992-09-28,7.39,,
1992-09-29,7.37,,
1992-09-30,7.35,,
1992-10-01,7.37,,
1992-10-02,7.25,,
1992-10-05,7.16,,
1992-10-06,7.14,,
1992-10-07,7.06,,
1992-10-08,7.08,,
1992-10-09,7.12,,
1992-10-12,7.29,,
1992-10-13,7.29,,
1992-10-14,7.27,,
1992-10-15,7.31,,
1992-10-16,7.35,,
1992-10-19,7.35,,
1992-10-20,7.39,,
1992-10-21,7.37,,
1992-10-22,7.46,,
1992-10-23,7.5,,
1992-10-26,7.65,,
1992-10-27,7.65,,
1992-10-28,7.56,,
1992-10-29,7.52,,
1992-10-30,7.52,,
1992-11-02,7.6,,
1992-11-03,7.56,,
1992-11-04,7.56,,
1992-11-05,7.54,,
1992-11-06,7.5,,
1992-11-09,7.46,,
1992-11-10,7.42,,
1992-11-11,7.46,,
1992-11-12,7.37,,
1992-11-13,7.39,,
1992-11-16,7.39,,
1992-11-17,7.37,,
1992-11-18,7.31,,
1992-11-19,7.25,,
1992-11-20,7.35,,
1992-11-23,7.39,,
1992-11-24,7.39,,
1992-11-25,7.42,,
1992-11-27,7.42,,
1992-11-30,7.46,,
1992-12-01,7.46,,
1992-12-02,7.52,,
1992-12-03,7.46,,
1992-12-04,7.46,,
1992-12-07,7.5,,
1992-12-08,7.5,,
1992-12-09,7.54,,
1992-12-10,7.6,,
1992-12-11,7.6,,
1992-12-14,7.63,,
1992-12-15,7.6,,
1992-12-16,7.56,,
1992-12-17,7.6,,
1992-12-18,7.69,,
1992-12-21,7.65,,
1992-12-22,7.81,,
1992-12-23,7.9,,
1992-12-24,7.94,,
1992-12-28,7.86,,
1992-12-29,7.81,,
1992-12-30,7.77,,
1992-12-31,7.69,,
1993-01-04,7.83,,
1993-01-05,7.86,,
1993-01-06,7.92,,
1993-01-07,7.81,,
1993-01-08,7.81,,
1993-01-11,7.86,,
1993-01-12,7.86,,
1993-01-13,7.81,,
1993-01-14,7.79,,
1993-01-15,7.79,,
1993-01-18,7.88,,
1993-01-19,7.81,,
1993-01-20,7.81,,
1993-01-21,7.73,,
1993-01-22,7.67,,
1993-01-25,7.65,,
1993-01-26,7.67,,
1993-01-27,7.67,,
1993-01-28,7.6,,
1993-01-29,7.63,,
1993-02-01,7.63,,
1993-02-02,7.56,,
1993-02-03,7.77,,
1993-02-04,7.86,,
1993-02-05,7.79,,
1993-02-08,7.86,,
1993-02-09,7.86,,
1993-02-10,7.88,,
1993-02-11,7.94,,
1993-02-12,7.98,,
1993-02-16,7.86,,
1993-02-17,7.83,,
1993-02-18,7.81,,
1993-02-19,7.83,,
1993-02-22,7.9,,
1993-02-23,7.83,,
1993-02-24,7.9,,
1993-02-25,7.92,,
1993-02-26,7.94,,
1993-03-01,7.77,,
1993-03-02,7.81,,
1993-03-03,7.86,,
1993-03-04,7.83,,
1993-03-05,7.86,,
1993-03-08,7.98,,
1993-03-09,7.98,,
1993-03-10,8.19,,
1993-03-11,8.17,,
1993-03-12,8.17,,
1993-03-15,8.19,,
1993-03-16,8.21,,
1993-03-17,8.38,,
1993-03-18,8.23,,
1993-03-19,8.17,,
1993-03-22,8.19,,
1993-03-23,8.32,,
1993-03-24,8.25,,
1993-03-25,8.23,,
1993-03-26,8.13,,
1993-03-29,8.13,,
1993-03-30,7.98,,
1993-03-31,8.02,,
1993-04-01,8.06,,
1993-04-02,7.96,,
1993-04-05,8.0,,
1993-04-06,7.98,,
1993-04-07,7.9,,
1993-04-08,7.96,,
1993-04-12,8.04,,
1993-04-13,8.09,,
1993-04-14,8.17,,
1993-04-15,8.21,,
1993-04-16,8.25,,
1993-04-19,8.27,,
1993-04-20,8.17,,
1993-04-21,8.13,,
1993-04-22,8.04,,
1993-04-23,8.04,,
1993-04-26,8.02,,
1993-04-27,8.09,,
1993-04-28,8.02,,
1993-04-29,7.98,,
1993-04-30,7.81,,
1993-05-03,8.02,,
1993-05-04,8.0,,
1993-05-05,7.92,,
1993-05-06,7.96,,
1993-05-07,7.94,,
1993-05-10,7.94,,
1993-05-11,8.0,,
1993-05-12,8.0,,
1993-05-13,7.94,,
1993-05-14,7.96,,
1993-05-17,7.92,,
1993-05-18,7.9,,
1993-05-19,7.88,,
1993-05-20,7.94,,
1993-05-21,7.96,,
1993-05-24,7.96,,
1993-05-25,7.88,,
1993-05-26,8.0,,
1993-05-27,7.98,,
1993-05-28,8.0,,
1993-06-01,7.9,,
1993-06-02,7.94,,
1993-06-03,7.92,,
1993-06-04,7.94,,
1993-06-07,7.94,,
1993-06-08,7.86,,
1993-06-09,7.77,,
1993-06-10,7.77,,
1993-06-11,7.81,,
1993-06-14,7.79,,
1993-06-15,7.92,,
1993-06-16,7.92,,
1993-06-17,7.96,,
1993-06-18,7.96,,
1993-06-21,7.94,,
1993-06-22,7.98,,
1993-06-23,7.81,,
1993-06-24,7.71,,
1993-06-25,7.75,,
1993-06-28,7.86,,
1993-06-29,7.88,,
1993-06-30,7.86,,
1993-07-01,7.88,,
1993-07-02,7.88,,
1993-07-06,7.71,,
1993-07-07,7.79,,
1993-07-08,7.71,,
1993-07-09,7.71,,
1993-07-12,7.73,,
1993-07-13,7.71,,
1993-07-14,7.86,,
1993-07-15,8.13,,
1993-07-16,8.04,,
1993-07-19,8.09,,
1993-07-20,8.04,,
1993-07-21,7.92,,
1993-07-22,7.86,,
1993-07-23,7.96,,
1993-07-26,8.11,,
1993-07-27,8.02,,
1993-07-28,7.94,,
1993-07-29,7.86,,
1993-07-30,7.86,,
1993-08-02,7.94,,
1993-08-03,7.98,,
1993-08-04,8.02,,
1993-08-05,8.09,,
1993-08-06,8.13,,
1993-08-09,8.23,,
1993-08-10,8.44,,
1993-08-11,8.55,,
1993-08-12,8.46,,
1993-08-13,8.4,,
1993-08-16,8.5,,
1993-08-17,8.5,,
1993-08-18,8.5,,
1993-08-19,8.61,,
1993-08-20,8.65,,
1993-08-23,8.63,,
1993-08-24,8.55,,
1993-08-25,8.71,,
1993-08-26,8.78,,
1993-08-27,8.74,,
1993-08-30,8.84,,
1993-08-31,8.78,,
1993-09-01,8.88,,
1993-09-02,8.88,,
1993-09-03,8.92,,
1993-09-07,9.09,,
1993-09-08,9.11,,
1993-09-09,9.09,,
1993-09-10,9.47,,
1993-09-13,9.38,,
1993-09-14,9.24,,
1993-09-15,9.15,,
1993-09-16,9.18,,
1993-09-17,9.3,,
1993-09-20,9.43,,
1993-09-21,9.38,,
1993-09-22,9.38,,
1993-09-23,9.32,,
1993-09-24,9.38,,
1993-09-27,9.53,,
1993-09-28,9.32,,
1993-09-29,9.26,,
1993-09-30,9.13,,
1993-10-01,9.11,,
1993-10-04,9.13,,
1993-10-05,9.15,,
1993-10-06,9.2,,
1993-10-07,9.2,,
1993-10-08,9.13,,
1993-10-11,8.97,,
1993-10-12,8.9,,
1993-10-13,8.76,,
1993-10-14,8.82,,
1993-10-15,9.22,,
1993-10-18,9.3,,
1993-10-19,9.13,,
1993-10-20,9.28,,
1993-10-21,9.43,,
1993-10-22,9.51,,
1993-10-25,9.55,,
1993-10-26,9.62,,
1993-10-27,9.68,,
1993-10-28,9.74,,
1993-10-29,9.64,,
1993-11-01,9.66,,
1993-11-02,9.78,,
1993-11-03,9.72,,
1993-11-04,9.76,,
1993-11-05,9.97,,
1993-11-08,9.95,,
1993-11-09,9.93,,
1993-11-10,9.89,,
1993-11-11,9.89,,
1993-11-12,10.16,,
1993-11-15,10.1,,
1993-11-16,10.22,,
1993-11-17,9.93,,
1993-11-18,9.99,,
1993-11-19,9.8,,
1993-11-22,9.74,,
1993-11-23,9.78,,
1993-11-24,9.74,,
1993-11-26,9.78,,
1993-11-29,9.8,,
1993-11-30,9.93,,
1993-12-01,10.01,,
1993-12-02,10.03,,
1993-12-03,9.97,,
1993-12-06,10.03,,
1993-12-07,10.03,,
1993-12-08,10.12,,
1993-12-09,10.18,,
1993-12-10,10.26,,
1993-12-13,10.29,,
1993-12-14,10.29,,
