date,CBRE,CBRE_EPS,PE Ratio
2005-08-17,15.49,0.22,70.4090909090909
2005-08-18,15.33,0.22,69.68181818181819
2005-08-19,15.4,0.22,70.0
2005-08-22,15.54,0.22,70.63636363636363
2005-08-23,15.45,0.22,70.22727272727272
2005-08-24,15.5,0.22,70.45454545454545
2005-08-25,15.25,0.22,69.31818181818181
2005-08-26,14.43,0.22,65.5909090909091
2005-08-29,14.41,0.22,65.5
2005-08-30,15.4,0.22,70.0
2005-08-31,16.25,0.22,73.86363636363636
2005-09-01,16.37,0.22,74.4090909090909
2005-09-02,16.2,0.22,73.63636363636363
2005-09-06,16.37,0.22,74.4090909090909
2005-09-07,16.54,0.22,75.18181818181817
2005-09-08,16.49,0.22,74.95454545454545
2005-09-09,16.49,0.22,74.95454545454545
2005-09-12,16.32,0.22,74.18181818181819
2005-09-13,16.19,0.22,73.5909090909091
2005-09-14,16.08,0.22,73.09090909090908
2005-09-15,16.17,0.22,73.50000000000001
2005-09-16,15.69,0.22,71.31818181818181
2005-09-19,15.78,0.22,71.72727272727272
2005-09-20,15.71,0.22,71.4090909090909
2005-09-21,15.25,0.22,69.31818181818181
2005-09-22,14.94,0.22,67.9090909090909
2005-09-23,15.13,0.22,68.77272727272728
2005-09-26,14.97,0.22,68.04545454545455
2005-09-27,14.67,0.22,66.68181818181819
2005-09-28,15.6,0.22,70.9090909090909
2005-09-29,16.26,0.22,73.90909090909092
2005-09-30,16.4,0.22,74.54545454545453
2005-10-03,16.84,0.22,76.54545454545455
2005-10-04,16.43,0.22,74.68181818181819
2005-10-05,16.3,0.22,74.0909090909091
2005-10-06,15.93,0.22,72.4090909090909
2005-10-07,15.7,0.22,71.36363636363636
2005-10-10,15.75,0.22,71.5909090909091
2005-10-11,15.64,0.22,71.0909090909091
2005-10-12,15.73,0.22,71.5
2005-10-13,15.75,0.22,71.5909090909091
2005-10-14,16.1,0.22,73.18181818181819
2005-10-17,16.0,0.22,72.72727272727273
2005-10-18,15.41,0.22,70.04545454545455
2005-10-19,15.24,0.22,69.27272727272727
2005-10-20,15.14,0.22,68.81818181818183
2005-10-21,15.29,0.22,69.5
2005-10-24,15.94,0.22,72.45454545454545
2005-10-25,15.54,0.22,70.63636363636363
2005-10-26,15.67,0.22,71.22727272727272
2005-10-27,15.28,0.22,69.45454545454545
2005-10-28,15.64,0.22,71.0909090909091
2005-10-31,16.28,0.22,74.0
2005-11-01,16.53,0.22,75.13636363636364
2005-11-02,18.77,0.22,85.31818181818181
2005-11-03,18.67,0.22,84.86363636363637
2005-11-04,18.02,0.22,81.9090909090909
2005-11-07,18.47,0.22,83.95454545454545
2005-11-08,18.12,0.25,72.48
2005-11-09,17.6,0.25,70.4
2005-11-10,17.98,0.25,71.92
2005-11-11,17.83,0.25,71.32
2005-11-14,17.76,0.25,71.04
2005-11-15,17.28,0.25,69.12
2005-11-16,17.58,0.25,70.32
2005-11-17,17.73,0.25,70.92
2005-11-18,17.78,0.25,71.12
2005-11-21,18.4,0.25,73.6
2005-11-22,18.67,0.25,74.68
2005-11-23,18.71,0.25,74.84
2005-11-25,18.88,0.25,75.52
2005-11-28,18.58,0.25,74.32
2005-11-29,18.5,0.25,74.0
2005-11-30,18.5,0.25,74.0
2005-12-01,18.45,0.25,73.8
2005-12-02,18.5,0.25,74.0
2005-12-05,17.89,0.25,71.56
2005-12-06,17.93,0.25,71.72
2005-12-07,17.55,0.25,70.2
2005-12-08,17.75,0.25,71.0
2005-12-09,17.67,0.25,70.68
2005-12-12,18.22,0.25,72.88
2005-12-13,18.12,0.25,72.48
2005-12-14,18.35,0.25,73.4
2005-12-15,18.83,0.25,75.32
2005-12-16,19.32,0.25,77.28
2005-12-19,18.9,0.25,75.6
2005-12-20,19.04,0.25,76.16
2005-12-21,19.05,0.25,76.2
2005-12-22,19.37,0.25,77.48
2005-12-23,19.46,0.25,77.84
2005-12-27,19.81,0.25,79.24
2005-12-28,19.82,0.25,79.28
2005-12-29,19.73,0.25,78.92
2005-12-30,19.62,0.25,78.48
2006-01-03,20.1,0.25,80.4
2006-01-04,20.32,0.25,81.28
2006-01-05,20.63,0.25,82.52
2006-01-06,20.73,0.25,82.92
2006-01-09,20.92,0.25,83.68
2006-01-10,21.17,0.25,84.68
2006-01-11,21.29,0.25,85.16
2006-01-12,21.26,0.25,85.04
2006-01-13,20.45,0.25,81.8
2006-01-17,20.33,0.25,81.32
2006-01-18,20.55,0.25,82.2
2006-01-19,20.75,0.25,83.0
2006-01-20,20.65,0.25,82.6
2006-01-23,21.06,0.25,84.24
2006-01-24,21.09,0.25,84.36
2006-01-25,20.81,0.25,83.24
2006-01-26,21.16,0.25,84.64
2006-01-27,21.0,0.25,84.0
2006-01-30,21.42,0.25,85.68
2006-01-31,21.04,0.25,84.16
2006-02-01,21.23,0.25,84.92
2006-02-02,23.02,0.25,92.08
2006-02-03,22.75,0.25,91.0
2006-02-06,22.54,0.25,90.16
2006-02-07,22.14,0.25,88.56
2006-02-08,21.91,0.25,87.64
2006-02-09,22.13,0.25,88.52
2006-02-10,21.71,0.25,86.84
2006-02-13,21.73,0.25,86.92
2006-02-14,22.24,0.25,88.96
2006-02-15,22.66,0.25,90.64
2006-02-16,23.18,0.25,92.72
2006-02-17,23.32,0.25,93.28
2006-02-21,22.64,0.25,90.56
2006-02-22,23.05,0.25,92.2
2006-02-23,22.99,0.25,91.96
2006-02-24,23.28,0.25,93.12
2006-02-27,23.71,0.25,94.84
2006-02-28,22.89,0.25,91.56
2006-03-01,23.88,0.25,95.52
2006-03-02,24.11,0.25,96.44
2006-03-03,24.56,0.25,98.24
2006-03-06,24.13,0.25,96.52
2006-03-07,23.42,0.25,93.68
2006-03-08,23.29,0.25,93.16
2006-03-09,23.16,0.25,92.64
2006-03-10,23.6,0.25,94.4
2006-03-13,23.5,0.25,94.0
2006-03-14,24.41,0.25,97.64
2006-03-15,25.28,0.41,61.65853658536586
2006-03-16,24.88,0.41,60.6829268292683
2006-03-17,24.9,0.41,60.73170731707317
2006-03-20,24.88,0.41,60.6829268292683
2006-03-21,24.63,0.41,60.07317073170732
2006-03-22,24.78,0.41,60.43902439024391
2006-03-23,25.12,0.41,61.268292682926834
2006-03-24,25.81,0.41,62.951219512195124
2006-03-27,26.2,0.41,63.90243902439025
2006-03-28,26.81,0.41,65.39024390243902
2006-03-29,27.4,0.41,66.82926829268293
2006-03-30,27.42,0.41,66.87804878048782
2006-03-31,26.9,0.41,65.60975609756098
2006-04-03,26.45,0.41,64.51219512195122
2006-04-04,26.6,0.41,64.87804878048782
2006-04-05,26.9,0.41,65.60975609756098
2006-04-06,27.36,0.41,66.73170731707317
2006-04-07,27.24,0.41,66.4390243902439
2006-04-10,26.96,0.41,65.75609756097562
2006-04-11,27.16,0.41,66.2439024390244
2006-04-12,27.27,0.41,66.51219512195122
2006-04-13,27.25,0.41,66.46341463414635
2006-04-17,26.82,0.41,65.41463414634147
2006-04-18,28.19,0.41,68.75609756097562
2006-04-19,28.51,0.41,69.53658536585367
2006-04-20,28.6,0.41,69.75609756097562
2006-04-21,28.4,0.41,69.26829268292683
2006-04-24,27.8,0.41,67.8048780487805
2006-04-25,27.16,0.41,66.2439024390244
2006-04-26,28.6,0.41,69.75609756097562
2006-04-27,29.0,0.41,70.73170731707317
2006-04-28,29.3,0.41,71.46341463414635
2006-05-01,28.83,0.41,70.3170731707317
2006-05-02,28.15,0.41,68.65853658536585
2006-05-03,28.99,0.41,70.70731707317073
2006-05-04,28.66,0.41,69.90243902439025
2006-05-05,29.02,0.41,70.78048780487805
2006-05-08,29.13,0.41,71.04878048780488
2006-05-09,29.19,0.41,71.19512195121952
2006-05-10,29.01,0.16,181.3125
2006-05-11,28.77,0.16,179.8125
2006-05-12,27.81,0.16,173.8125
2006-05-15,26.54,0.16,165.875
2006-05-16,27.61,0.16,172.5625
2006-05-17,25.98,0.16,162.375
2006-05-18,26.27,0.16,164.1875
2006-05-19,25.8,0.16,161.25
2006-05-22,25.52,0.16,159.5
2006-05-23,25.38,0.16,158.625
2006-05-24,23.86,0.16,149.125
2006-05-25,25.24,0.16,157.75
2006-05-26,25.5,0.16,159.375
2006-05-30,24.86,0.16,155.375
2006-05-31,25.79,0.16,161.1875
2006-06-01,26.1,0.16,163.125
2006-06-02,26.8,0.16,167.5
2006-06-05,25.84,0.16,161.5
2006-06-06,24.46,0.16,152.875
2006-06-07,23.12,0.16,144.5
2006-06-08,23.7,0.16,148.125
2006-06-09,24.26,0.16,151.625
2006-06-12,23.49,0.16,146.8125
2006-06-13,22.76,0.16,142.25
2006-06-14,23.0,0.16,143.75
2006-06-15,23.7,0.16,148.125
2006-06-16,23.46,0.16,146.625
2006-06-19,23.22,0.16,145.125
2006-06-20,22.36,0.16,139.75
2006-06-21,22.72,0.16,142.0
2006-06-22,22.64,0.16,141.5
2006-06-23,22.79,0.16,142.4375
2006-06-26,24.01,0.16,150.0625
2006-06-27,23.77,0.16,148.5625
2006-06-28,23.64,0.16,147.75
2006-06-29,24.9,0.16,155.625
2006-06-30,24.9,0.16,155.625
2006-07-03,25.11,0.16,156.9375
2006-07-05,25.46,0.16,159.125
2006-07-06,25.36,0.16,158.5
2006-07-07,25.06,0.16,156.625
2006-07-10,24.95,0.16,155.9375
2006-07-11,24.7,0.16,154.375
2006-07-12,24.03,0.16,150.1875
2006-07-13,23.6,0.16,147.5
2006-07-14,22.98,0.16,143.625
2006-07-17,22.93,0.16,143.3125
2006-07-18,22.88,0.16,143.0
2006-07-19,23.85,0.16,149.0625
2006-07-20,22.83,0.16,142.6875
2006-07-21,22.0,0.16,137.5
2006-07-24,23.14,0.16,144.625
2006-07-25,24.01,0.16,150.0625
2006-07-26,25.14,0.16,157.125
2006-07-27,22.93,0.16,143.3125
2006-07-28,23.3,0.16,145.625
2006-07-31,23.53,0.16,147.0625
2006-08-01,22.88,0.16,143.0
2006-08-02,22.9,0.16,143.125
2006-08-03,23.7,0.16,148.125
2006-08-04,23.91,0.16,149.4375
2006-08-07,24.04,0.16,150.25
2006-08-08,22.88,0.16,143.0
2006-08-09,21.69,0.33,65.72727272727273
2006-08-10,20.92,0.33,63.3939393939394
2006-08-11,20.6,0.33,62.42424242424242
2006-08-14,20.34,0.33,61.63636363636363
2006-08-15,21.35,0.33,64.6969696969697
2006-08-16,21.17,0.33,64.15151515151516
2006-08-17,21.24,0.33,64.36363636363636
2006-08-18,21.18,0.33,64.18181818181817
2006-08-21,20.85,0.33,63.18181818181818
2006-08-22,21.19,0.33,64.21212121212122
2006-08-23,21.0,0.33,63.63636363636363
2006-08-24,21.05,0.33,63.78787878787879
2006-08-25,21.51,0.33,65.18181818181819
2006-08-28,22.07,0.33,66.87878787878788
2006-08-29,22.25,0.33,67.42424242424242
2006-08-30,22.62,0.33,68.54545454545455
2006-08-31,23.0,0.33,69.69696969696969
2006-09-01,22.84,0.33,69.2121212121212
2006-09-05,23.94,0.33,72.54545454545455
2006-09-06,23.46,0.33,71.0909090909091
2006-09-07,23.7,0.33,71.81818181818181
2006-09-08,23.49,0.33,71.18181818181817
2006-09-11,23.28,0.33,70.54545454545455
2006-09-12,24.58,0.33,74.48484848484847
2006-09-13,24.88,0.33,75.39393939393939
2006-09-14,24.5,0.33,74.24242424242424
2006-09-15,24.9,0.33,75.45454545454545
2006-09-18,24.51,0.33,74.27272727272728
2006-09-19,25.16,0.33,76.24242424242424
2006-09-20,24.69,0.33,74.81818181818181
2006-09-21,25.24,0.33,76.48484848484847
2006-09-22,24.7,0.33,74.84848484848484
2006-09-25,25.17,0.33,76.27272727272728
2006-09-26,25.0,0.33,75.75757575757575
2006-09-27,24.86,0.33,75.33333333333333
2006-09-28,24.9,0.33,75.45454545454545
2006-09-29,24.6,0.33,74.54545454545455
2006-10-02,24.01,0.33,72.75757575757576
2006-10-03,23.86,0.33,72.3030303030303
2006-10-04,24.28,0.33,73.57575757575758
2006-10-05,24.2,0.33,73.33333333333333
2006-10-06,23.7,0.33,71.81818181818181
2006-10-09,24.21,0.33,73.36363636363636
2006-10-10,23.92,0.33,72.48484848484848
2006-10-11,24.23,0.33,73.42424242424242
2006-10-12,25.99,0.33,78.75757575757575
2006-10-13,25.52,0.33,77.33333333333333
2006-10-16,26.25,0.33,79.54545454545455
2006-10-17,26.49,0.33,80.27272727272727
2006-10-18,26.49,0.33,80.27272727272727
2006-10-19,26.15,0.33,79.24242424242424
2006-10-20,25.5,0.33,77.27272727272727
2006-10-23,25.33,0.33,76.75757575757575
2006-10-24,25.38,0.33,76.9090909090909
2006-10-25,25.0,0.33,75.75757575757575
2006-10-26,28.45,0.33,86.2121212121212
2006-10-27,28.72,0.33,87.03030303030302
2006-10-30,28.22,0.33,85.5151515151515
2006-10-31,30.03,0.33,91.0
2006-11-01,28.91,0.33,87.60606060606061
2006-11-02,28.61,0.33,86.69696969696969
2006-11-03,28.39,0.33,86.03030303030303
2006-11-06,29.26,0.33,88.66666666666667
2006-11-07,29.67,0.33,89.9090909090909
2006-11-08,30.18,0.33,91.45454545454545
2006-11-09,31.48,0.39,80.71794871794872
2006-11-10,31.27,0.39,80.17948717948718
2006-11-13,31.6,0.39,81.02564102564102
2006-11-14,31.92,0.39,81.84615384615385
2006-11-15,31.87,0.39,81.71794871794872
2006-11-16,31.98,0.39,82.0
2006-11-17,31.7,0.39,81.28205128205127
2006-11-20,31.4,0.39,80.51282051282051
2006-11-21,33.22,0.39,85.17948717948717
2006-11-22,32.81,0.39,84.12820512820512
2006-11-24,32.61,0.39,83.61538461538461
2006-11-27,31.92,0.39,81.84615384615385
2006-11-28,32.21,0.39,82.58974358974359
2006-11-29,32.66,0.39,83.74358974358974
2006-11-30,32.93,0.39,84.43589743589743
2006-12-01,32.81,0.39,84.12820512820512
2006-12-04,33.51,0.39,85.92307692307692
2006-12-05,33.58,0.39,86.1025641025641
2006-12-06,33.6,0.39,86.15384615384616
2006-12-07,33.08,0.39,84.82051282051282
2006-12-08,33.0,0.39,84.61538461538461
2006-12-11,32.7,0.39,83.84615384615385
2006-12-12,32.96,0.39,84.51282051282051
2006-12-13,32.5,0.39,83.33333333333333
2006-12-14,33.09,0.39,84.84615384615385
2006-12-15,32.94,0.39,84.46153846153845
2006-12-18,32.77,0.39,84.02564102564104
2006-12-19,32.62,0.39,83.64102564102564
2006-12-20,32.66,0.39,83.74358974358974
2006-12-21,32.5,0.39,83.33333333333333
2006-12-22,32.47,0.39,83.25641025641025
2006-12-26,32.76,0.39,83.99999999999999
2006-12-27,33.4,0.39,85.64102564102564
2006-12-28,33.83,0.39,86.74358974358974
2006-12-29,33.2,0.39,85.12820512820514
2007-01-03,33.65,0.39,86.28205128205127
2007-01-04,33.34,0.39,85.48717948717949
2007-01-05,33.1,0.39,84.87179487179488
2007-01-08,33.22,0.39,85.17948717948717
