date,DISCK,DISCK_EPS,PE Ratio
2009-06-03,10.39,0.28,37.107142857142854
2009-06-04,10.27,0.28,36.67857142857142
2009-06-05,10.5,0.28,37.49999999999999
2009-06-08,10.68,0.28,38.14285714285714
2009-06-09,10.79,0.28,38.53571428571428
2009-06-10,10.53,0.28,37.607142857142854
2009-06-11,10.33,0.28,36.89285714285714
2009-06-12,10.09,0.28,36.035714285714285
2009-06-15,9.99,0.28,35.67857142857142
2009-06-16,9.64,0.28,34.42857142857143
2009-06-17,9.62,0.28,34.357142857142854
2009-06-18,9.64,0.28,34.42857142857143
2009-06-19,9.44,0.28,33.71428571428571
2009-06-22,9.21,0.28,32.892857142857146
2009-06-23,9.14,0.28,32.64285714285714
2009-06-24,9.39,0.28,33.535714285714285
2009-06-25,9.6,0.28,34.285714285714285
2009-06-26,10.61,0.28,37.89285714285714
2009-06-29,10.17,0.28,36.32142857142857
2009-06-30,10.27,0.28,36.67857142857142
2009-07-01,10.61,0.28,37.89285714285714
2009-07-02,10.21,0.28,36.464285714285715
2009-07-06,10.06,0.28,35.92857142857142
2009-07-07,9.95,0.28,35.53571428571428
2009-07-08,9.93,0.28,35.46428571428571
2009-07-09,10.21,0.28,36.464285714285715
2009-07-10,10.23,0.28,36.535714285714285
2009-07-13,10.21,0.28,36.464285714285715
2009-07-14,10.49,0.28,37.46428571428571
2009-07-15,10.8,0.28,38.57142857142857
2009-07-16,10.83,0.28,38.67857142857142
2009-07-17,10.65,0.28,38.035714285714285
2009-07-20,10.99,0.28,39.25
2009-07-21,10.95,0.28,39.107142857142854
2009-07-22,10.94,0.28,39.07142857142857
2009-07-23,11.03,0.28,39.39285714285714
2009-07-24,11.09,0.28,39.607142857142854
2009-07-27,11.04,0.28,39.42857142857142
2009-07-28,11.22,0.28,40.07142857142857
2009-07-29,11.04,0.28,39.42857142857142
2009-07-30,11.18,0.28,39.92857142857142
2009-07-31,11.2,0.28,39.99999999999999
2009-08-03,11.56,0.28,41.285714285714285
2009-08-04,11.47,0.72,15.930555555555557
2009-08-05,11.48,0.72,15.944444444444446
2009-08-06,11.48,0.72,15.944444444444446
2009-08-07,11.74,0.72,16.305555555555557
2009-08-10,11.67,0.72,16.208333333333332
2009-08-11,11.47,0.72,15.930555555555557
2009-08-12,11.59,0.72,16.09722222222222
2009-08-13,11.47,0.72,15.930555555555557
2009-08-14,11.42,0.72,15.86111111111111
2009-08-17,11.19,0.72,15.541666666666666
2009-08-18,11.34,0.72,15.75
2009-08-19,11.45,0.72,15.902777777777777
2009-08-20,11.56,0.72,16.055555555555557
2009-08-21,11.76,0.72,16.333333333333332
2009-08-24,11.83,0.72,16.430555555555557
2009-08-25,12.12,0.72,16.833333333333332
2009-08-26,12.1,0.72,16.805555555555557
2009-08-27,11.9,0.72,16.52777777777778
2009-08-28,11.71,0.72,16.26388888888889
2009-08-31,11.69,0.72,16.23611111111111
2009-09-01,11.62,0.72,16.13888888888889
2009-09-02,11.5,0.72,15.972222222222223
2009-09-03,11.59,0.72,16.09722222222222
2009-09-04,11.84,0.72,16.444444444444446
2009-09-08,12.05,0.72,16.736111111111114
2009-09-09,12.3,0.72,17.083333333333336
2009-09-10,12.83,0.72,17.819444444444446
2009-09-11,12.74,0.72,17.694444444444446
2009-09-14,12.71,0.72,17.65277777777778
2009-09-15,12.94,0.72,17.97222222222222
2009-09-16,13.23,0.72,18.375
2009-09-17,13.07,0.72,18.15277777777778
2009-09-18,13.21,0.72,18.347222222222225
2009-09-21,13.09,0.72,18.180555555555557
2009-09-22,13.18,0.72,18.305555555555557
2009-09-23,12.89,0.72,17.90277777777778
2009-09-24,12.77,0.72,17.73611111111111
2009-09-25,12.43,0.72,17.26388888888889
2009-09-28,12.73,0.72,17.680555555555557
2009-09-29,12.84,0.72,17.833333333333332
2009-09-30,13.02,0.72,18.083333333333332
2009-10-01,13.01,0.72,18.069444444444446
2009-10-02,13.05,0.72,18.125
2009-10-05,13.29,0.72,18.458333333333332
2009-10-06,13.58,0.72,18.86111111111111
2009-10-07,13.67,0.72,18.98611111111111
2009-10-08,13.99,0.72,19.430555555555557
2009-10-09,13.82,0.72,19.194444444444446
2009-10-12,13.78,0.72,19.13888888888889
2009-10-13,13.65,0.72,18.958333333333336
2009-10-14,13.73,0.72,19.069444444444446
2009-10-15,13.5,0.72,18.75
2009-10-16,13.48,0.72,18.722222222222225
2009-10-19,13.78,0.72,19.13888888888889
2009-10-20,13.73,0.72,19.069444444444446
2009-10-21,13.23,0.72,18.375
2009-10-22,13.3,0.72,18.472222222222225
2009-10-23,13.18,0.72,18.305555555555557
2009-10-26,13.15,0.72,18.26388888888889
2009-10-27,12.8,0.72,17.77777777777778
2009-10-28,12.26,0.72,17.02777777777778
2009-10-29,12.55,0.72,17.430555555555557
2009-10-30,12.01,0.72,16.680555555555557
2009-11-02,11.91,0.72,16.541666666666668
2009-11-03,12.19,0.94,12.96808510638298
2009-11-04,12.31,0.94,13.095744680851064
2009-11-05,12.84,0.94,13.659574468085108
2009-11-06,13.04,0.94,13.872340425531915
2009-11-09,13.49,0.94,14.351063829787234
2009-11-10,13.41,0.94,14.265957446808512
2009-11-11,13.39,0.94,14.244680851063832
2009-11-12,13.35,0.94,14.202127659574469
2009-11-13,13.5,0.94,14.361702127659575
2009-11-16,13.88,0.94,14.765957446808512
2009-11-17,14.08,0.94,14.97872340425532
2009-11-18,13.85,0.94,14.73404255319149
2009-11-19,13.76,0.94,14.638297872340425
2009-11-20,13.7,0.94,14.574468085106384
2009-11-23,13.86,0.94,14.74468085106383
2009-11-24,14.03,0.94,14.925531914893616
2009-11-25,13.98,0.94,14.872340425531917
2009-11-27,13.85,0.94,14.73404255319149
2009-11-30,14.02,0.94,14.914893617021278
2009-12-01,14.08,0.94,14.97872340425532
2009-12-02,14.02,0.94,14.914893617021278
2009-12-03,13.72,0.94,14.595744680851066
2009-12-04,13.73,0.94,14.606382978723406
2009-12-07,13.84,0.94,14.72340425531915
2009-12-08,13.72,0.94,14.595744680851066
2009-12-09,13.58,0.94,14.446808510638299
2009-12-10,13.91,0.94,14.797872340425533
2009-12-11,13.85,0.94,14.73404255319149
2009-12-14,13.64,0.94,14.510638297872342
2009-12-15,13.43,0.94,14.287234042553193
2009-12-16,13.43,0.94,14.287234042553193
2009-12-17,13.58,0.94,14.446808510638299
2009-12-18,13.55,0.94,14.414893617021278
2009-12-21,13.66,0.94,14.531914893617023
2009-12-22,13.67,0.94,14.542553191489363
2009-12-23,13.4,0.94,14.255319148936172
2009-12-24,13.44,0.94,14.297872340425533
2009-12-28,13.36,0.94,14.212765957446809
2009-12-29,13.3,0.94,14.148936170212767
2009-12-30,13.15,0.94,13.989361702127662
2009-12-31,13.26,0.94,14.106382978723405
2010-01-04,13.4,0.94,14.255319148936172
2010-01-05,13.99,0.94,14.882978723404257
2010-01-06,14.13,0.94,15.031914893617023
2010-01-07,14.26,0.94,15.170212765957448
2010-01-08,14.46,0.94,15.382978723404257
2010-01-11,14.37,0.94,15.287234042553191
2010-01-12,13.98,0.94,14.872340425531917
2010-01-13,13.96,0.94,14.851063829787236
2010-01-14,13.9,0.94,14.787234042553193
2010-01-15,14.22,0.94,15.127659574468087
2010-01-19,14.27,0.94,15.180851063829788
2010-01-20,14.1,0.94,15.0
2010-01-21,13.95,0.94,14.840425531914894
2010-01-22,13.42,0.94,14.276595744680852
2010-01-25,13.39,0.94,14.244680851063832
2010-01-26,13.44,0.94,14.297872340425533
2010-01-27,13.2,0.94,14.042553191489361
2010-01-28,13.31,0.94,14.159574468085108
2010-01-29,13.13,0.94,13.968085106382981
2010-02-01,13.26,0.94,14.106382978723405
2010-02-02,13.25,0.94,14.095744680851064
2010-02-03,13.21,0.94,14.053191489361703
2010-02-04,12.89,0.94,13.712765957446809
2010-02-05,12.82,0.94,13.638297872340427
2010-02-08,12.87,0.94,13.691489361702128
2010-02-09,13.11,0.94,13.946808510638299
2010-02-10,12.67,0.94,13.47872340425532
2010-02-11,12.7,0.94,13.51063829787234
2010-02-12,12.85,0.94,13.670212765957448
2010-02-16,12.92,0.94,13.74468085106383
2010-02-17,13.75,0.94,14.627659574468085
2010-02-18,13.76,0.94,14.638297872340425
2010-02-19,14.01,0.94,14.904255319148938
2010-02-22,14.12,0.0,inf
2010-02-23,14.1,0.0,inf
2010-02-24,14.07,0.0,inf
2010-02-25,13.66,0.0,inf
2010-02-26,13.28,0.0,inf
2010-03-01,13.46,0.0,inf
2010-03-02,13.42,0.0,inf
2010-03-03,13.38,0.0,inf
2010-03-04,13.62,0.0,inf
2010-03-05,13.86,0.0,inf
2010-03-08,13.98,0.0,inf
2010-03-09,14.1,0.0,inf
2010-03-10,14.09,0.0,inf
2010-03-11,14.21,0.0,inf
2010-03-12,14.37,0.0,inf
2010-03-15,14.33,0.0,inf
2010-03-16,14.39,0.0,inf
2010-03-17,14.43,0.0,inf
2010-03-18,14.38,0.0,inf
2010-03-19,14.35,0.0,inf
2010-03-22,14.66,0.0,inf
2010-03-23,14.69,0.0,inf
2010-03-24,14.81,0.0,inf
2010-03-25,14.73,0.0,inf
2010-03-26,14.77,0.0,inf
2010-03-29,14.72,0.0,inf
2010-03-30,14.9,0.0,inf
2010-03-31,14.71,0.0,inf
2010-04-01,14.66,0.0,inf
2010-04-05,14.79,0.0,inf
2010-04-06,14.97,0.0,inf
2010-04-07,14.8,0.0,inf
2010-04-08,14.82,0.0,inf
2010-04-09,15.05,0.0,inf
2010-04-12,14.96,0.0,inf
2010-04-13,15.02,0.0,inf
2010-04-14,15.09,0.0,inf
2010-04-15,15.09,0.0,inf
2010-04-16,15.01,0.0,inf
2010-04-19,15.0,0.0,inf
2010-04-20,15.23,0.0,inf
2010-04-21,15.38,0.0,inf
2010-04-22,15.39,0.0,inf
2010-04-23,15.69,0.0,inf
2010-04-26,15.57,0.0,inf
2010-04-27,15.3,0.0,inf
2010-04-28,15.5,0.0,inf
2010-04-29,16.09,0.0,inf
2010-04-30,16.69,0.4,41.725
2010-05-03,16.79,0.4,41.974999999999994
2010-05-04,16.59,0.4,41.474999999999994
2010-05-05,15.87,0.4,39.675
2010-05-06,15.38,0.4,38.45
2010-05-07,14.94,0.4,37.349999999999994
2010-05-10,15.86,0.4,39.65
2010-05-11,16.23,0.4,40.574999999999996
2010-05-12,16.45,0.4,41.12499999999999
2010-05-13,16.23,0.4,40.574999999999996
2010-05-14,15.88,0.4,39.7
2010-05-17,15.74,0.4,39.35
2010-05-18,15.59,0.4,38.974999999999994
2010-05-19,15.52,0.4,38.8
2010-05-20,15.11,0.4,37.775
2010-05-21,15.35,0.4,38.375
2010-05-24,15.46,0.4,38.65
2010-05-25,15.47,0.4,38.675
2010-05-26,15.71,0.4,39.275
2010-05-27,16.36,0.4,40.9
2010-05-28,15.87,0.4,39.675
2010-06-01,15.62,0.4,39.05
2010-06-02,16.34,0.4,40.849999999999994
2010-06-03,16.42,0.4,41.050000000000004
2010-06-04,15.55,0.4,38.875
2010-06-07,15.06,0.4,37.65
2010-06-08,14.95,0.4,37.37499999999999
2010-06-09,14.85,0.4,37.125
2010-06-10,15.64,0.4,39.1
2010-06-11,16.04,0.4,40.099999999999994
2010-06-14,15.98,0.4,39.949999999999996
2010-06-15,16.39,0.4,40.975
2010-06-16,16.29,0.4,40.724999999999994
2010-06-17,16.49,0.4,41.224999999999994
2010-06-18,16.52,0.4,41.3
2010-06-21,16.82,0.4,42.05
2010-06-22,16.62,0.4,41.55
2010-06-23,16.53,0.4,41.325
2010-06-24,16.1,0.4,40.25
2010-06-25,16.17,0.4,40.425000000000004
2010-06-28,16.37,0.4,40.925
2010-06-29,15.3,0.4,38.25
2010-06-30,15.47,0.4,38.675
2010-07-01,15.7,0.4,39.24999999999999
2010-07-02,15.42,0.4,38.55
2010-07-06,15.57,0.4,38.925
2010-07-07,15.75,0.4,39.375
2010-07-08,15.76,0.4,39.4
2010-07-09,15.74,0.4,39.35
2010-07-12,15.58,0.4,38.949999999999996
2010-07-13,15.94,0.4,39.849999999999994
2010-07-14,16.05,0.4,40.125
2010-07-15,15.95,0.4,39.87499999999999
2010-07-16,15.32,0.4,38.3
2010-07-19,15.42,0.4,38.55
2010-07-20,15.54,0.4,38.849999999999994
2010-07-21,15.17,0.4,37.925
2010-07-22,15.65,0.4,39.125
2010-07-23,16.12,0.4,40.3
2010-07-26,16.84,0.4,42.099999999999994
2010-07-27,16.66,0.4,41.65
2010-07-28,16.62,0.4,41.55
2010-07-29,16.76,0.4,41.9
2010-07-30,17.19,0.4,42.975
2010-08-02,17.43,0.4,43.574999999999996
2010-08-03,17.02,0.25,68.08
2010-08-04,17.01,0.25,68.04
2010-08-05,16.92,0.25,67.68
2010-08-06,16.74,0.25,66.96
2010-08-09,16.68,0.25,66.72
2010-08-10,16.83,0.25,67.32
2010-08-11,16.56,0.25,66.24
2010-08-12,16.35,0.25,65.4
2010-08-13,16.41,0.25,65.64
2010-08-16,16.36,0.25,65.44
2010-08-17,16.8,0.25,67.2
2010-08-18,17.0,0.25,68.0
2010-08-19,16.64,0.25,66.56
2010-08-20,16.79,0.25,67.16
2010-08-23,16.78,0.25,67.12
2010-08-24,16.38,0.25,65.52
2010-08-25,16.37,0.25,65.48
2010-08-26,16.56,0.25,66.24
2010-08-27,16.97,0.25,67.88
2010-08-30,16.87,0.25,67.48
2010-08-31,16.9,0.25,67.6
2010-09-01,17.45,0.25,69.8
2010-09-02,17.68,0.25,70.72
2010-09-03,18.07,0.25,72.28
2010-09-07,17.5,0.25,70.0
2010-09-08,17.33,0.25,69.32
2010-09-09,17.38,0.25,69.52
2010-09-10,17.5,0.25,70.0
2010-09-13,17.61,0.25,70.44
2010-09-14,17.88,0.25,71.52
2010-09-15,18.33,0.25,73.32
2010-09-16,18.54,0.25,74.16
2010-09-17,18.7,0.25,74.8
2010-09-20,19.26,0.25,77.04
2010-09-21,19.11,0.25,76.44
2010-09-22,18.76,0.25,75.04
2010-09-23,18.67,0.25,74.68
2010-09-24,19.05,0.25,76.2
2010-09-27,19.12,0.25,76.48
2010-09-28,19.1,0.25,76.4
2010-09-29,19.13,0.25,76.52
2010-09-30,19.09,0.25,76.36
2010-10-01,18.88,0.25,75.52
2010-10-04,18.69,0.25,74.76
2010-10-05,19.2,0.25,76.8
2010-10-06,18.93,0.25,75.72
2010-10-07,19.17,0.25,76.68
2010-10-08,19.0,0.25,76.0
2010-10-11,18.98,0.25,75.92
2010-10-12,19.08,0.25,76.32
2010-10-13,19.32,0.25,77.28
2010-10-14,19.0,0.25,76.0
2010-10-15,19.0,0.25,76.0
2010-10-18,19.05,0.25,76.2
2010-10-19,18.76,0.25,75.04
2010-10-20,19.08,0.25,76.32
2010-10-21,19.06,0.25,76.24
2010-10-22,19.31,0.25,77.24
2010-10-25,19.45,0.25,77.8
2010-10-26,19.55,0.25,78.2
2010-10-27,19.67,0.25,78.68
2010-10-28,19.54,0.25,78.16
2010-10-29,19.45,0.25,77.8
2010-11-01,19.38,0.25,77.52
2010-11-02,19.35,0.43,45.00000000000001
2010-11-03,18.57,0.43,43.18604651162791
2010-11-04,18.18,0.43,42.27906976744186
2010-11-05,17.82,0.43,41.44186046511628
2010-11-08,17.84,0.43,41.48837209302326
2010-11-09,17.68,0.43,41.116279069767444
2010-11-10,18.01,0.43,41.88372093023256
2010-11-11,17.76,0.43,41.30232558139535
2010-11-12,17.58,0.43,40.883720930232556
2010-11-15,17.55,0.43,40.81395348837209
2010-11-16,17.49,0.43,40.67441860465116
2010-11-17,18.0,0.43,41.86046511627907
2010-11-18,18.45,0.43,42.906976744186046
2010-11-19,18.45,0.43,42.906976744186046
2010-11-22,18.26,0.43,42.46511627906977
2010-11-23,17.9,0.43,41.627906976744185
2010-11-24,18.32,0.43,42.6046511627907
2010-11-26,18.25,0.43,42.44186046511628
2010-11-29,18.03,0.43,41.93023255813954
2010-11-30,17.75,0.43,41.27906976744186
2010-12-01,17.98,0.43,41.81395348837209
2010-12-02,18.38,0.43,42.74418604651163
2010-12-03,18.71,0.43,43.51162790697675
2010-12-06,18.7,0.43,43.48837209302325
2010-12-07,18.69,0.43,43.46511627906977
2010-12-08,18.53,0.43,43.093023255813954
2010-12-09,18.39,0.43,42.76744186046512
2010-12-10,18.51,0.43,43.04651162790698
2010-12-13,18.28,0.43,42.51162790697675
2010-12-14,18.31,0.43,42.581395348837205
2010-12-15,18.22,0.43,42.372093023255815
2010-12-16,18.33,0.43,42.627906976744185
2010-12-17,18.54,0.43,43.116279069767444
2010-12-20,18.5,0.43,43.02325581395349
2010-12-21,18.56,0.43,43.16279069767442
2010-12-22,18.5,0.43,43.02325581395349
2010-12-23,18.4,0.43,42.7906976744186
2010-12-27,18.31,0.43,42.581395348837205
2010-12-28,18.28,0.43,42.51162790697675
2010-12-29,18.37,0.43,42.72093023255814
2010-12-30,18.31,0.43,42.581395348837205
2010-12-31,18.34,0.43,42.651162790697676
2011-01-03,18.38,0.43,42.74418604651163
2011-01-04,18.12,0.43,42.139534883720934
2011-01-05,17.67,0.43,41.09302325581396
2011-01-06,17.43,0.43,40.53488372093023
2011-01-07,17.42,0.43,40.51162790697675
2011-01-10,17.25,0.43,40.116279069767444
2011-01-11,17.38,0.43,40.41860465116279
2011-01-12,17.21,0.43,40.02325581395349
2011-01-13,16.83,0.43,39.13953488372093
2011-01-14,16.64,0.43,38.697674418604656
2011-01-18,16.99,0.43,39.51162790697674
2011-01-19,16.95,0.43,39.41860465116279
2011-01-20,17.16,0.43,39.906976744186046
2011-01-21,17.26,0.43,40.139534883720934
2011-01-24,17.33,0.43,40.302325581395344
2011-01-25,17.09,0.43,39.74418604651163
2011-01-26,17.12,0.43,39.81395348837209
2011-01-27,17.08,0.43,39.72093023255814
2011-01-28,16.79,0.43,39.04651162790697
2011-01-31,16.98,0.43,39.48837209302326
2011-02-01,17.05,0.43,39.651162790697676
2011-02-02,17.45,0.43,40.581395348837205
2011-02-03,18.1,0.43,42.09302325581396
2011-02-04,18.33,0.43,42.627906976744185
2011-02-07,18.66,0.43,43.395348837209305
2011-02-08,18.92,0.43,44.00000000000001
2011-02-09,18.98,0.43,44.139534883720934
2011-02-10,19.13,0.43,44.48837209302325
2011-02-11,19.37,0.43,45.04651162790698
2011-02-14,19.38,0.43,45.06976744186046
2011-02-15,19.5,0.43,45.348837209302324
2011-02-16,19.71,0.43,45.83720930232558
2011-02-17,19.32,0.43,44.93023255813954
2011-02-18,19.53,0.45,43.4
2011-02-22,19.17,0.45,42.6
2011-02-23,18.96,0.45,42.13333333333333
2011-02-24,18.93,0.45,42.06666666666666
2011-02-25,19.07,0.45,42.37777777777778
2011-02-28,19.04,0.45,42.31111111111111
2011-03-01,18.66,0.45,41.46666666666667
2011-03-02,18.81,0.45,41.8
2011-03-03,18.89,0.45,41.97777777777778
2011-03-04,18.56,0.45,41.24444444444444
2011-03-07,18.24,0.45,40.53333333333333
2011-03-08,18.25,0.45,40.55555555555556
2011-03-09,18.14,0.45,40.31111111111111
2011-03-10,17.9,0.45,39.77777777777777
2011-03-11,17.96,0.45,39.91111111111111
2011-03-14,17.67,0.45,39.26666666666667
2011-03-15,17.42,0.45,38.711111111111116
2011-03-16,16.99,0.45,37.75555555555555
2011-03-17,16.96,0.45,37.68888888888889
2011-03-18,17.2,0.45,38.22222222222222
2011-03-21,17.37,0.45,38.6
2011-03-22,17.25,0.45,38.333333333333336
2011-03-23,17.39,0.45,38.644444444444446
2011-03-24,17.32,0.45,38.48888888888889
2011-03-25,17.29,0.45,38.42222222222222
2011-03-28,17.16,0.45,38.13333333333333
2011-03-29,17.0,0.45,37.77777777777778
2011-03-30,17.7,0.45,39.33333333333333
2011-03-31,17.61,0.45,39.13333333333333
2011-04-01,17.73,0.45,39.4
2011-04-04,17.89,0.45,39.75555555555555
2011-04-05,17.8,0.45,39.55555555555556
2011-04-06,17.81,0.45,39.577777777777776
2011-04-07,17.78,0.45,39.51111111111111
2011-04-08,17.73,0.45,39.4
2011-04-11,17.84,0.45,39.644444444444446
2011-04-12,17.83,0.45,39.62222222222222
2011-04-13,17.92,0.45,39.82222222222222
2011-04-14,17.82,0.45,39.6
2011-04-15,17.91,0.45,39.8
2011-04-18,17.83,0.45,39.62222222222222
2011-04-19,18.05,0.45,40.111111111111114
2011-04-20,18.5,0.45,41.11111111111111
2011-04-21,18.48,0.45,41.06666666666667
2011-04-25,18.83,0.45,41.84444444444444
2011-04-26,18.63,0.45,41.4
2011-04-27,18.89,0.45,41.97777777777778
2011-04-28,19.42,0.45,43.15555555555556
2011-04-29,19.73,0.75,26.30666666666667
2011-05-02,19.91,0.75,26.546666666666667
2011-05-03,19.88,0.75,26.506666666666664
2011-05-04,19.65,0.75,26.2
2011-05-05,19.62,0.75,26.16
2011-05-06,19.97,0.75,26.626666666666665
2011-05-09,19.87,0.75,26.493333333333336
2011-05-10,19.95,0.75,26.599999999999998
2011-05-11,19.6,0.75,26.133333333333336
2011-05-12,19.98,0.75,26.64
2011-05-13,19.78,0.75,26.373333333333335
2011-05-16,19.42,0.75,25.893333333333334
2011-05-17,19.37,0.75,25.826666666666668
2011-05-18,19.88,0.75,26.506666666666664
2011-05-19,20.11,0.75,26.813333333333333
2011-05-20,19.89,0.75,26.52
2011-05-23,19.62,0.75,26.16
2011-05-24,19.25,0.75,25.666666666666668
2011-05-25,19.25,0.75,25.666666666666668
2011-05-26,19.28,0.75,25.706666666666667
2011-05-27,19.25,0.75,25.666666666666668
2011-05-31,19.42,0.75,25.893333333333334
2011-06-01,19.11,0.75,25.48
2011-06-02,18.98,0.75,25.30666666666667
2011-06-03,18.71,0.75,24.94666666666667
2011-06-06,18.27,0.75,24.36
2011-06-07,18.42,0.75,24.560000000000002
2011-06-08,18.2,0.75,24.266666666666666
2011-06-09,18.37,0.75,24.493333333333336
2011-06-10,17.9,0.75,23.866666666666664
