date,NVDA,NVDA_EPS,PE Ratio
2010-06-02,12.72,0.23,55.30434782608695
2010-06-03,12.7,0.23,55.21739130434782
2010-06-04,12.1,0.23,52.60869565217391
2010-06-07,11.5,0.23,50.0
2010-06-08,11.18,0.23,48.60869565217391
2010-06-09,10.91,0.23,47.43478260869565
2010-06-10,11.35,0.23,49.347826086956516
2010-06-11,11.61,0.23,50.47826086956521
2010-06-14,11.36,0.23,49.39130434782608
2010-06-15,11.92,0.23,51.826086956521735
2010-06-16,11.77,0.23,51.17391304347826
2010-06-17,12.22,0.23,53.130434782608695
2010-06-18,12.3,0.23,53.47826086956522
2010-06-21,12.01,0.23,52.21739130434782
2010-06-22,11.56,0.23,50.26086956521739
2010-06-23,11.69,0.23,50.826086956521735
2010-06-24,11.11,0.23,48.30434782608695
2010-06-25,11.08,0.23,48.17391304347826
2010-06-28,11.1,0.23,48.26086956521739
2010-06-29,10.48,0.23,45.56521739130435
2010-06-30,10.21,0.23,44.391304347826086
2010-07-01,10.38,0.23,45.130434782608695
2010-07-02,10.25,0.23,44.565217391304344
2010-07-06,10.14,0.23,44.08695652173913
2010-07-07,10.63,0.23,46.21739130434783
2010-07-08,10.31,0.23,44.82608695652174
2010-07-09,10.35,0.23,45.0
2010-07-12,10.54,0.23,45.826086956521735
2010-07-13,10.92,0.23,47.47826086956521
2010-07-14,11.03,0.23,47.95652173913043
2010-07-15,10.72,0.23,46.608695652173914
2010-07-16,10.05,0.23,43.69565217391305
2010-07-19,10.46,0.23,45.47826086956522
2010-07-20,10.72,0.23,46.608695652173914
2010-07-21,10.37,0.23,45.086956521739125
2010-07-22,10.54,0.23,45.826086956521735
2010-07-23,10.36,0.23,45.04347826086956
2010-07-26,10.55,0.23,45.869565217391305
2010-07-27,10.46,0.23,45.47826086956522
2010-07-28,10.13,0.23,44.04347826086957
2010-07-29,9.13,0.23,39.69565217391305
2010-07-30,9.19,0.23,39.95652173913043
2010-08-02,9.18,0.23,39.91304347826087
2010-08-03,8.94,0.23,38.8695652173913
2010-08-04,9.32,0.23,40.52173913043478
2010-08-05,9.44,0.23,41.04347826086956
2010-08-06,9.55,0.23,41.52173913043478
2010-08-09,9.64,0.23,41.91304347826087
2010-08-10,9.24,0.23,40.17391304347826
2010-08-11,8.88,0.23,38.608695652173914
2010-08-12,8.96,0.23,38.95652173913044
2010-08-13,9.39,0.23,40.82608695652174
2010-08-16,9.15,0.23,39.78260869565217
2010-08-17,9.27,0.23,40.30434782608695
2010-08-18,9.32,0.23,40.52173913043478
2010-08-19,9.88,0.23,42.95652173913044
2010-08-20,9.97,0.23,43.34782608695652
2010-08-23,9.82,0.23,42.69565217391304
2010-08-24,9.72,0.23,42.26086956521739
2010-08-25,9.92,0.23,43.130434782608695
2010-08-26,9.8,0.23,42.608695652173914
2010-08-27,10.12,0.23,43.99999999999999
2010-08-30,9.64,-0.24,-40.16666666666667
2010-08-31,9.33,-0.24,-38.875
2010-09-01,9.4,-0.24,-39.16666666666667
2010-09-02,9.57,-0.24,-39.875
2010-09-03,9.9,-0.24,-41.25
2010-09-07,9.99,-0.24,-41.625
2010-09-08,10.32,-0.24,-43.0
2010-09-09,10.18,-0.24,-42.416666666666664
2010-09-10,10.07,-0.24,-41.958333333333336
2010-09-13,10.64,-0.24,-44.333333333333336
2010-09-14,10.54,-0.24,-43.916666666666664
2010-09-15,10.56,-0.24,-44.00000000000001
2010-09-16,10.57,-0.24,-44.04166666666667
2010-09-17,10.55,-0.24,-43.958333333333336
2010-09-20,10.71,-0.24,-44.62500000000001
2010-09-21,11.29,-0.24,-47.041666666666664
2010-09-22,11.39,-0.24,-47.458333333333336
2010-09-23,11.62,-0.24,-48.416666666666664
2010-09-24,12.26,-0.24,-51.083333333333336
2010-09-27,12.0,-0.24,-50.0
2010-09-28,11.97,-0.24,-49.87500000000001
2010-09-29,11.88,-0.24,-49.50000000000001
2010-09-30,11.68,-0.24,-48.666666666666664
2010-10-01,11.35,-0.24,-47.291666666666664
2010-10-04,11.24,-0.24,-46.833333333333336
2010-10-05,11.32,-0.24,-47.16666666666667
2010-10-06,10.78,-0.24,-44.916666666666664
2010-10-07,10.7,-0.24,-44.58333333333333
2010-10-08,10.86,-0.24,-45.25
2010-10-11,10.81,-0.24,-45.04166666666667
2010-10-12,11.02,-0.24,-45.916666666666664
2010-10-13,11.34,-0.24,-47.25
2010-10-14,11.16,-0.24,-46.5
2010-10-15,11.29,-0.24,-47.041666666666664
2010-10-18,11.36,-0.24,-47.333333333333336
2010-10-19,11.29,-0.24,-47.041666666666664
2010-10-20,11.29,-0.24,-47.041666666666664
2010-10-21,11.09,-0.24,-46.208333333333336
2010-10-22,11.8,-0.24,-49.16666666666667
2010-10-25,11.91,-0.24,-49.625
2010-10-26,11.87,-0.24,-49.45833333333333
2010-10-27,12.04,-0.24,-50.166666666666664
2010-10-28,12.05,-0.24,-50.208333333333336
2010-10-29,12.02,-0.24,-50.083333333333336
2010-11-01,12.04,-0.24,-50.166666666666664
2010-11-02,12.29,-0.24,-51.20833333333333
2010-11-03,12.38,-0.24,-51.583333333333336
2010-11-04,12.4,-0.24,-51.66666666666667
2010-11-05,12.61,-0.24,-52.541666666666664
2010-11-08,12.66,-0.24,-52.75
2010-11-09,12.59,-0.24,-52.458333333333336
2010-11-10,12.74,-0.24,-53.083333333333336
2010-11-11,12.61,-0.24,-52.541666666666664
2010-11-12,13.26,-0.24,-55.25
2010-11-15,13.1,-0.24,-54.583333333333336
2010-11-16,12.71,-0.24,-52.958333333333336
2010-11-17,12.92,-0.24,-53.833333333333336
2010-11-18,13.32,-0.24,-55.5
2010-11-19,13.75,-0.24,-57.29166666666667
2010-11-22,13.76,-0.24,-57.333333333333336
2010-11-23,13.44,-0.24,-56.0
2010-11-24,13.77,-0.24,-57.375
2010-11-26,13.6,-0.24,-56.666666666666664
2010-11-29,13.75,-0.24,-57.29166666666667
2010-11-30,13.61,-0.24,-56.708333333333336
2010-12-01,14.21,-0.24,-59.208333333333336
2010-12-02,14.38,-0.24,-59.91666666666667
2010-12-03,14.79,-0.24,-61.625
2010-12-06,14.51,-0.24,-60.458333333333336
2010-12-07,14.98,0.15,99.86666666666667
2010-12-08,15.11,0.15,100.73333333333333
2010-12-09,14.86,0.15,99.06666666666666
2010-12-10,14.95,0.15,99.66666666666667
2010-12-13,14.57,0.15,97.13333333333334
2010-12-14,14.59,0.15,97.26666666666667
2010-12-15,14.27,0.15,95.13333333333334
2010-12-16,14.29,0.15,95.26666666666667
2010-12-17,14.37,0.15,95.8
2010-12-20,14.31,0.15,95.4
2010-12-21,14.87,0.15,99.13333333333333
2010-12-22,15.03,0.15,100.2
2010-12-23,14.92,0.15,99.46666666666667
2010-12-27,15.0,0.15,100.0
2010-12-28,14.94,0.15,99.6
2010-12-29,14.94,0.15,99.6
2010-12-30,14.99,0.15,99.93333333333334
2010-12-31,15.4,0.15,102.66666666666667
2011-01-03,15.82,0.15,105.46666666666667
2011-01-04,15.77,0.15,105.13333333333334
2011-01-05,16.98,0.15,113.2
2011-01-06,19.33,0.15,128.86666666666667
2011-01-07,19.87,0.15,132.46666666666667
2011-01-10,20.63,0.15,137.53333333333333
2011-01-11,20.31,0.15,135.4
2011-01-12,23.35,0.15,155.66666666666669
2011-01-13,23.39,0.15,155.93333333333334
2011-01-14,23.59,0.15,157.26666666666668
2011-01-18,23.04,0.15,153.6
2011-01-19,22.41,0.15,149.4
2011-01-20,22.43,0.15,149.53333333333333
2011-01-21,22.22,0.15,148.13333333333333
2011-01-24,24.73,0.15,164.86666666666667
2011-01-25,23.97,0.15,159.8
2011-01-26,24.54,0.15,163.6
2011-01-27,24.47,0.15,163.13333333333333
2011-01-28,23.76,0.15,158.4
2011-01-31,23.92,0.15,159.4666666666667
2011-02-01,24.47,0.15,163.13333333333333
2011-02-02,25.58,0.15,170.53333333333333
2011-02-03,25.1,0.15,167.33333333333334
2011-02-04,25.67,0.15,171.13333333333335
2011-02-07,24.6,0.15,164.00000000000003
2011-02-08,23.87,0.15,159.13333333333335
2011-02-09,23.29,0.15,155.26666666666668
2011-02-10,22.82,0.15,152.13333333333335
2011-02-11,23.47,0.15,156.46666666666667
2011-02-14,23.11,0.15,154.06666666666666
2011-02-15,22.55,0.15,150.33333333333334
2011-02-16,23.38,0.15,155.86666666666667
2011-02-17,25.68,0.15,171.20000000000002
2011-02-18,25.63,0.15,170.86666666666667
2011-02-22,23.21,0.15,154.73333333333335
2011-02-23,22.11,0.15,147.4
2011-02-24,22.65,0.15,151.0
2011-02-25,23.12,0.15,154.13333333333335
2011-02-28,22.66,0.15,151.06666666666666
2011-03-01,21.65,0.15,144.33333333333334
2011-03-02,20.75,0.15,138.33333333333334
2011-03-03,20.87,0.15,139.13333333333335
2011-03-04,20.76,0.15,138.4
2011-03-07,20.47,0.15,136.46666666666667
2011-03-08,19.55,0.15,130.33333333333334
2011-03-09,19.14,0.15,127.60000000000001
2011-03-10,17.92,0.15,119.46666666666668
2011-03-11,18.05,0.15,120.33333333333334
2011-03-14,18.2,0.15,121.33333333333333
2011-03-15,17.66,0.15,117.73333333333333
2011-03-16,17.53,0.2,87.65
2011-03-17,17.86,0.2,89.3
2011-03-18,17.62,0.2,88.1
2011-03-21,17.76,0.2,88.8
2011-03-22,17.45,0.2,87.24999999999999
2011-03-23,17.81,0.2,89.04999999999998
2011-03-24,19.23,0.2,96.14999999999999
2011-03-25,18.63,0.2,93.14999999999999
2011-03-28,19.32,0.2,96.6
2011-03-29,19.17,0.2,95.85000000000001
2011-03-30,18.45,0.2,92.24999999999999
2011-03-31,18.46,0.2,92.3
2011-04-01,18.2,0.2,90.99999999999999
2011-04-04,17.55,0.2,87.75
2011-04-05,17.58,0.2,87.89999999999999
2011-04-06,17.46,0.2,87.3
2011-04-07,18.1,0.2,90.5
2011-04-08,17.55,0.2,87.75
2011-04-11,17.32,0.2,86.6
2011-04-12,17.37,0.2,86.85
2011-04-13,17.76,0.2,88.8
2011-04-14,18.51,0.2,92.55
2011-04-15,18.71,0.2,93.55
2011-04-18,18.09,0.2,90.44999999999999
2011-04-19,18.02,0.2,90.1
2011-04-20,18.57,0.2,92.85
2011-04-21,18.52,0.2,92.6
2011-04-25,18.81,0.2,94.04999999999998
2011-04-26,19.3,0.2,96.5
2011-04-27,19.3,0.2,96.5
2011-04-28,19.51,0.2,97.55
2011-04-29,20.0,0.2,100.0
2011-05-02,19.73,0.2,98.64999999999999
2011-05-03,18.79,0.2,93.94999999999999
2011-05-04,18.65,0.2,93.24999999999999
2011-05-05,18.66,0.2,93.3
2011-05-06,19.32,0.2,96.6
2011-05-09,19.75,0.2,98.75
2011-05-10,19.78,0.2,98.9
2011-05-11,19.87,0.2,99.35
2011-05-12,20.5,0.2,102.5
2011-05-13,18.26,0.2,91.3
2011-05-16,17.7,0.2,88.49999999999999
2011-05-17,17.63,0.2,88.14999999999999
2011-05-18,18.04,0.2,90.19999999999999
2011-05-19,17.78,0.2,88.9
2011-05-20,18.09,0.2,90.44999999999999
2011-05-23,18.07,0.2,90.35
2011-05-24,18.14,0.2,90.7
2011-05-25,18.36,0.2,91.8
2011-05-26,18.82,0.2,94.1
2011-05-27,19.5,0.22,88.63636363636364
2011-05-31,20.04,0.22,91.0909090909091
2011-06-01,19.14,0.22,87.0
2011-06-02,19.05,0.22,86.5909090909091
2011-06-03,18.46,0.22,83.9090909090909
2011-06-06,18.07,0.22,82.13636363636364
2011-06-07,18.06,0.22,82.09090909090908
2011-06-08,17.57,0.22,79.86363636363636
2011-06-09,17.37,0.22,78.95454545454545
2011-06-10,17.12,0.22,77.81818181818183
2011-06-13,17.0,0.22,77.27272727272727
2011-06-14,17.14,0.22,77.9090909090909
2011-06-15,16.77,0.22,76.22727272727272
2011-06-16,16.19,0.22,73.5909090909091
2011-06-17,15.81,0.22,71.86363636363636
2011-06-20,15.62,0.22,71.0
2011-06-21,15.96,0.22,72.54545454545455
2011-06-22,15.74,0.22,71.54545454545455
2011-06-23,16.21,0.22,73.68181818181819
2011-06-24,15.74,0.22,71.54545454545455
2011-06-27,15.41,0.22,70.04545454545455
2011-06-28,15.5,0.22,70.45454545454545
2011-06-29,15.74,0.22,71.54545454545455
2011-06-30,15.94,0.22,72.45454545454545
2011-07-01,16.15,0.22,73.4090909090909
2011-07-05,15.88,0.22,72.18181818181819
2011-07-06,15.67,0.22,71.22727272727272
2011-07-07,15.73,0.22,71.5
2011-07-08,15.43,0.22,70.13636363636364
2011-07-11,14.89,0.22,67.68181818181819
2011-07-12,14.69,0.22,66.77272727272727
2011-07-13,14.66,0.22,66.63636363636364
2011-07-14,14.08,0.22,64.0
2011-07-15,14.1,0.22,64.0909090909091
2011-07-18,13.8,0.22,62.727272727272734
2011-07-19,14.22,0.22,64.63636363636364
2011-07-20,14.04,0.22,63.81818181818181
2011-07-21,14.7,0.22,66.81818181818181
2011-07-22,15.0,0.22,68.18181818181819
2011-07-25,14.76,0.22,67.0909090909091
2011-07-26,14.4,0.22,65.45454545454545
2011-07-27,13.86,0.22,63.0
2011-07-28,13.83,0.22,62.86363636363637
2011-07-29,13.83,0.22,62.86363636363637
2011-08-01,14.57,0.22,66.22727272727273
2011-08-02,14.42,0.22,65.54545454545455
2011-08-03,14.81,0.22,67.31818181818181
2011-08-04,13.4,0.22,60.909090909090914
2011-08-05,12.95,0.22,58.86363636363636
2011-08-08,11.93,0.22,54.22727272727273
2011-08-09,12.93,0.22,58.77272727272727
2011-08-10,12.34,0.22,56.09090909090909
2011-08-11,13.41,0.22,60.95454545454545
2011-08-12,12.88,0.22,58.54545454545455
2011-08-15,13.37,0.22,60.772727272727266
2011-08-16,12.99,0.22,59.04545454545455
2011-08-17,12.81,0.22,58.22727272727273
2011-08-18,11.94,0.22,54.27272727272727
2011-08-19,11.73,0.22,53.31818181818182
2011-08-22,11.94,0.22,54.27272727272727
2011-08-23,13.23,0.22,60.13636363636364
2011-08-24,13.04,0.22,59.272727272727266
2011-08-25,12.48,0.26,48.0
2011-08-26,13.01,0.26,50.03846153846153
2011-08-29,13.36,0.26,51.38461538461538
2011-08-30,13.68,0.26,52.61538461538461
2011-08-31,13.31,0.26,51.19230769230769
2011-09-01,13.28,0.26,51.07692307692307
2011-09-02,12.92,0.26,49.69230769230769
2011-09-06,13.18,0.26,50.692307692307686
2011-09-07,14.25,0.26,54.80769230769231
2011-09-08,14.18,0.26,54.53846153846153
2011-09-09,13.88,0.26,53.38461538461539
2011-09-12,14.21,0.26,54.65384615384615
2011-09-13,14.53,0.26,55.88461538461538
2011-09-14,15.28,0.26,58.76923076923077
2011-09-15,15.5,0.26,59.61538461538461
2011-09-16,15.46,0.26,59.46153846153846
2011-09-19,15.14,0.26,58.23076923076923
2011-09-20,14.75,0.26,56.730769230769226
2011-09-21,14.47,0.26,55.65384615384615
2011-09-22,13.51,0.26,51.96153846153846
2011-09-23,13.79,0.26,53.03846153846153
2011-09-26,13.82,0.26,53.15384615384615
2011-09-27,13.84,0.26,53.230769230769226
2011-09-28,13.42,0.26,51.61538461538461
2011-09-29,13.09,0.26,50.34615384615385
2011-09-30,12.51,0.26,48.11538461538461
2011-10-03,11.81,0.26,45.42307692307693
2011-10-04,12.9,0.26,49.61538461538461
2011-10-05,13.36,0.26,51.38461538461538
2011-10-06,13.89,0.26,53.42307692307693
2011-10-07,14.15,0.26,54.42307692307692
2011-10-10,14.78,0.26,56.84615384615384
2011-10-11,14.62,0.26,56.230769230769226
2011-10-12,14.61,0.26,56.192307692307686
2011-10-13,15.46,0.26,59.46153846153846
2011-10-14,15.72,0.26,60.46153846153846
2011-10-17,14.94,0.26,57.46153846153846
2011-10-18,15.48,0.26,59.53846153846154
2011-10-19,15.17,0.26,58.34615384615385
2011-10-20,14.41,0.26,55.42307692307692
2011-10-21,14.48,0.26,55.69230769230769
2011-10-24,15.02,0.26,57.76923076923077
2011-10-25,14.45,0.26,55.57692307692307
2011-10-26,14.62,0.26,56.230769230769226
2011-10-27,15.25,0.26,58.65384615384615
2011-10-28,15.6,0.26,60.0
2011-10-31,14.8,0.26,56.92307692307693
2011-11-01,14.06,0.26,54.07692307692308
2011-11-02,13.82,0.26,53.15384615384615
2011-11-03,14.65,0.26,56.34615384615385
2011-11-04,14.82,0.26,57.0
2011-11-07,14.74,0.26,56.69230769230769
2011-11-08,15.08,0.26,58.0
2011-11-09,14.32,0.26,55.07692307692307
2011-11-10,14.47,0.26,55.65384615384615
2011-11-11,14.98,0.26,57.61538461538461
2011-11-14,14.69,0.26,56.49999999999999
2011-11-15,14.88,0.26,57.23076923076923
2011-11-16,14.58,0.26,56.07692307692307
2011-11-17,14.06,0.26,54.07692307692308
2011-11-18,13.93,0.26,53.57692307692307
2011-11-21,14.63,0.26,56.269230769230774
2011-11-22,15.08,0.3,50.266666666666666
2011-11-23,14.44,0.3,48.13333333333333
2011-11-25,14.04,0.3,46.8
2011-11-28,14.83,0.3,49.43333333333334
2011-11-29,14.91,0.3,49.7
2011-11-30,15.63,0.3,52.1
2011-12-01,15.82,0.3,52.733333333333334
2011-12-02,15.72,0.3,52.400000000000006
2011-12-05,15.48,0.3,51.6
2011-12-06,15.26,0.3,50.86666666666667
2011-12-07,15.17,0.3,50.56666666666667
2011-12-08,14.69,0.3,48.96666666666667
2011-12-09,14.9,0.3,49.66666666666667
2011-12-12,14.53,0.3,48.43333333333333
2011-12-13,14.13,0.3,47.1
2011-12-14,13.58,0.3,45.266666666666666
2011-12-15,13.46,0.3,44.866666666666674
2011-12-16,13.51,0.3,45.03333333333333
2011-12-19,13.16,0.3,43.86666666666667
2011-12-20,13.9,0.3,46.333333333333336
2011-12-21,13.72,0.3,45.733333333333334
2011-12-22,14.31,0.3,47.7
2011-12-23,14.17,0.3,47.233333333333334
2011-12-27,14.06,0.3,46.86666666666667
2011-12-28,13.71,0.3,45.7
2011-12-29,13.97,0.3,46.56666666666667
2011-12-30,13.86,0.3,46.2
2012-01-03,14.04,0.3,46.8
2012-01-04,14.2,0.3,47.333333333333336
2012-01-05,14.71,0.3,49.03333333333334
2012-01-06,14.54,0.3,48.46666666666667
2012-01-09,14.54,0.3,48.46666666666667
2012-01-10,14.48,0.3,48.26666666666667
2012-01-11,14.19,0.3,47.3
2012-01-12,14.1,0.3,47.0
2012-01-13,13.73,0.3,45.76666666666667
2012-01-17,13.52,0.3,45.06666666666667
2012-01-18,13.98,0.3,46.6
2012-01-19,14.35,0.3,47.833333333333336
2012-01-20,14.22,0.3,47.400000000000006
2012-01-23,14.61,0.3,48.7
2012-01-24,14.94,0.3,49.8
2012-01-25,14.85,0.3,49.5
2012-01-26,14.71,0.3,49.03333333333334
2012-01-27,14.91,0.3,49.7
2012-01-30,14.8,0.3,49.333333333333336
2012-01-31,14.77,0.3,49.233333333333334
2012-02-01,14.93,0.3,49.766666666666666
2012-02-02,15.49,0.3,51.63333333333333
2012-02-03,15.82,0.3,52.733333333333334
2012-02-06,15.7,0.3,52.333333333333336
2012-02-07,15.74,0.3,52.46666666666667
2012-02-08,16.31,0.3,54.36666666666667
2012-02-09,16.3,0.3,54.333333333333336
2012-02-10,15.9,0.3,53.0
2012-02-13,16.15,0.3,53.83333333333333
2012-02-14,16.24,0.3,54.13333333333333
2012-02-15,16.17,0.3,53.900000000000006
2012-02-16,16.45,0.3,54.833333333333336
2012-02-17,15.85,0.3,52.833333333333336
2012-02-21,15.93,0.3,53.1
2012-02-22,15.82,0.3,52.733333333333334
2012-02-23,15.91,0.3,53.03333333333334
2012-02-24,15.79,0.3,52.63333333333333
2012-02-27,15.47,0.3,51.56666666666667
2012-02-28,15.33,0.3,51.1
2012-02-29,15.15,0.3,50.5
2012-03-01,15.25,0.3,50.833333333333336
2012-03-02,15.38,0.3,51.26666666666667
2012-03-05,14.86,0.3,49.53333333333333
2012-03-06,14.72,0.3,49.06666666666667
2012-03-07,14.81,0.3,49.36666666666667
2012-03-08,14.86,0.3,49.53333333333333
2012-03-09,14.82,0.3,49.400000000000006
2012-03-12,14.59,0.3,48.63333333333333
2012-03-13,14.79,0.21,70.42857142857143
2012-03-14,14.37,0.21,68.42857142857143
2012-03-15,14.58,0.21,69.42857142857143
2012-03-16,14.6,0.21,69.52380952380952
2012-03-19,14.64,0.21,69.71428571428572
2012-03-20,14.4,0.21,68.57142857142857
2012-03-21,14.46,0.21,68.85714285714286
2012-03-22,14.44,0.21,68.76190476190476
2012-03-23,14.55,0.21,69.28571428571429
2012-03-26,14.72,0.21,70.0952380952381
2012-03-27,14.82,0.21,70.57142857142857
2012-03-28,15.16,0.21,72.19047619047619
2012-03-29,15.23,0.21,72.52380952380953
2012-03-30,15.4,0.21,73.33333333333334
2012-04-02,15.33,0.21,73.0
2012-04-03,15.08,0.21,71.80952380952381
2012-04-04,14.65,0.21,69.76190476190476
2012-04-05,14.63,0.21,69.66666666666667
2012-04-09,14.44,0.21,68.76190476190476
2012-04-10,14.16,0.21,67.42857142857143
2012-04-11,14.34,0.21,68.28571428571429
2012-04-12,14.68,0.21,69.90476190476191
2012-04-13,14.16,0.21,67.42857142857143
2012-04-16,13.99,0.21,66.61904761904762
2012-04-17,14.02,0.21,66.76190476190476
2012-04-18,13.87,0.21,66.04761904761905
2012-04-19,13.66,0.21,65.04761904761905
2012-04-20,13.39,0.21,63.761904761904766
2012-04-23,13.23,0.21,63.00000000000001
2012-04-24,12.82,0.21,61.04761904761905
2012-04-25,13.08,0.21,62.28571428571429
2012-04-26,13.09,0.21,62.333333333333336
2012-04-27,12.98,0.21,61.80952380952382
2012-04-30,13.0,0.21,61.904761904761905
2012-05-01,13.23,0.21,63.00000000000001
2012-05-02,12.85,0.21,61.19047619047619
2012-05-03,12.63,0.21,60.142857142857146
2012-05-04,12.26,0.21,58.38095238095238
2012-05-07,12.47,0.21,59.38095238095239
2012-05-08,12.46,0.21,59.33333333333334
2012-05-09,12.51,0.21,59.57142857142857
2012-05-10,12.42,0.21,59.142857142857146
2012-05-11,13.21,0.21,62.90476190476191
2012-05-14,13.13,0.21,62.52380952380953
2012-05-15,13.0,0.21,61.904761904761905
2012-05-16,12.74,0.21,60.66666666666667
2012-05-17,12.65,0.21,60.23809523809524
2012-05-18,12.08,0.21,57.523809523809526
2012-05-21,12.29,0.21,58.52380952380952
2012-05-22,12.14,0.21,57.80952380952382
2012-05-23,12.44,0.1,124.39999999999999
2012-05-24,12.11,0.1,121.1
2012-05-25,12.4,0.1,124.0
2012-05-29,12.72,0.1,127.2
2012-05-30,12.57,0.1,125.7
2012-05-31,12.43,0.1,124.3
2012-06-01,11.98,0.1,119.8
2012-06-04,11.73,0.1,117.3
2012-06-05,12.07,0.1,120.7
2012-06-06,12.39,0.1,123.9
2012-06-07,11.89,0.1,118.9
2012-06-08,12.12,0.1,121.19999999999999
2012-06-11,12.26,0.1,122.6
2012-06-12,12.51,0.1,125.1
2012-06-13,12.18,0.1,121.8
2012-06-14,12.03,0.1,120.29999999999998
2012-06-15,12.29,0.1,122.89999999999999
2012-06-18,12.4,0.1,124.0
2012-06-19,13.24,0.1,132.4
2012-06-20,13.45,0.1,134.49999999999997
2012-06-21,12.84,0.1,128.39999999999998
2012-06-22,13.0,0.1,130.0
2012-06-25,12.59,0.1,125.89999999999999
2012-06-26,12.73,0.1,127.3
2012-06-27,13.14,0.1,131.4
2012-06-28,13.24,0.1,132.4
2012-06-29,13.82,0.1,138.2
2012-07-02,13.45,0.1,134.49999999999997
2012-07-03,13.8,0.1,138.0
2012-07-05,13.66,0.1,136.6
2012-07-06,13.4,0.1,134.0
2012-07-09,13.22,0.1,132.2
2012-07-10,12.82,0.1,128.2
2012-07-11,12.61,0.1,126.1
2012-07-12,12.4,0.1,124.0
2012-07-13,12.56,0.1,125.6
2012-07-16,12.6,0.1,125.99999999999999
2012-07-17,12.37,0.1,123.69999999999999
2012-07-18,13.06,0.1,130.6
2012-07-19,13.19,0.1,131.89999999999998
2012-07-20,12.81,0.1,128.1
2012-07-23,12.98,0.1,129.79999999999998
2012-07-24,12.84,0.1,128.39999999999998
2012-07-25,13.09,0.1,130.89999999999998
2012-07-26,13.15,0.1,131.5
2012-07-27,13.48,0.1,134.79999999999998
2012-07-30,13.33,0.1,133.29999999999998
2012-07-31,13.54,0.1,135.39999999999998
2012-08-01,13.39,0.1,133.9
2012-08-02,13.44,0.1,134.39999999999998
2012-08-03,13.72,0.1,137.2
2012-08-06,14.01,0.1,140.1
2012-08-07,14.15,0.1,141.5
2012-08-08,14.23,0.1,142.29999999999998
2012-08-09,14.71,0.1,147.1
2012-08-10,14.62,0.1,146.2
2012-08-13,14.81,0.1,148.1
2012-08-14,14.59,0.1,145.89999999999998
2012-08-15,14.48,0.1,144.79999999999998
2012-08-16,14.78,0.1,147.79999999999998
2012-08-17,14.65,0.1,146.5
2012-08-20,14.65,0.1,146.5
2012-08-21,14.61,0.1,146.1
2012-08-22,14.64,0.2,73.2
2012-08-23,14.31,0.2,71.55
2012-08-24,14.6,0.2,73.0
2012-08-27,14.35,0.2,71.75
2012-08-28,14.29,0.2,71.44999999999999
2012-08-29,14.32,0.2,71.6
2012-08-30,14.05,0.2,70.25
2012-08-31,14.03,0.2,70.14999999999999
2012-09-04,13.28,0.2,66.39999999999999
2012-09-05,13.32,0.2,66.6
2012-09-06,13.73,0.2,68.64999999999999
2012-09-07,13.4,0.2,67.0
2012-09-10,13.28,0.2,66.39999999999999
2012-09-11,13.44,0.2,67.19999999999999
2012-09-12,13.59,0.2,67.94999999999999
2012-09-13,13.68,0.2,68.39999999999999
2012-09-14,13.84,0.2,69.19999999999999
2012-09-17,13.46,0.2,67.3
2012-09-18,13.55,0.2,67.75
2012-09-19,13.71,0.2,68.55
2012-09-20,13.61,0.2,68.05
2012-09-21,13.67,0.2,68.35
2012-09-24,13.66,0.2,68.3
2012-09-25,13.41,0.2,67.05
2012-09-26,13.18,0.2,65.89999999999999
2012-09-27,13.28,0.2,66.39999999999999
2012-09-28,13.34,0.2,66.69999999999999
2012-10-01,13.12,0.2,65.6
2012-10-02,13.17,0.2,65.85
2012-10-03,13.04,0.2,65.19999999999999
2012-10-04,13.62,0.2,68.1
2012-10-05,13.3,0.2,66.5
2012-10-08,13.17,0.2,65.85
2012-10-09,12.89,0.2,64.45
2012-10-10,12.67,0.2,63.349999999999994
2012-10-11,12.74,0.2,63.699999999999996
2012-10-12,12.63,0.2,63.15
2012-10-15,12.79,0.2,63.949999999999996
2012-10-16,13.16,0.2,65.8
2012-10-17,13.06,0.2,65.3
2012-10-18,12.86,0.2,64.3
2012-10-19,12.11,0.2,60.55
2012-10-22,11.97,0.2,59.85
2012-10-23,12.33,0.2,61.65
2012-10-24,12.17,0.2,60.849999999999994
2012-10-25,12.18,0.2,60.9
2012-10-26,12.05,0.2,60.25
2012-10-31,11.98,0.2,59.9
2012-11-01,12.55,0.2,62.75
2012-11-02,12.49,0.2,62.449999999999996
2012-11-05,13.02,0.2,65.1
2012-11-06,13.01,0.2,65.05
2012-11-07,12.61,0.2,63.05
2012-11-08,12.68,0.2,63.4
2012-11-09,12.19,0.2,60.949999999999996
2012-11-12,11.92,0.2,59.599999999999994
2012-11-13,11.83,0.2,59.15
2012-11-14,11.54,0.2,57.699999999999996
2012-11-15,11.59,0.2,57.949999999999996
2012-11-16,11.38,0.2,56.9
2012-11-19,11.7,0.34,34.41176470588235
2012-11-20,11.49,0.34,33.79411764705882
2012-11-21,11.82,0.34,34.76470588235294
2012-11-23,11.9,0.34,35.0
2012-11-26,12.11,0.34,35.61764705882352
2012-11-27,12.16,0.34,35.76470588235294
2012-11-28,12.26,0.34,36.05882352941176
2012-11-29,12.04,0.34,35.41176470588235
2012-11-30,11.97,0.34,35.205882352941174
2012-12-03,11.75,0.34,34.55882352941176
