date,BKR,BKR_EPS,PE Ratio
1988-01-13,14.38,0.12,119.83333333333334
1988-01-14,14.0,0.12,116.66666666666667
1988-01-15,14.25,0.12,118.75
1988-01-18,14.25,0.12,118.75
1988-01-19,14.0,0.12,116.66666666666667
1988-01-20,13.88,0.12,115.66666666666667
1988-01-21,13.75,0.12,114.58333333333334
1988-01-22,14.0,0.12,116.66666666666667
1988-01-25,14.63,0.12,121.91666666666667
1988-01-26,14.88,0.12,124.00000000000001
1988-01-27,14.75,0.12,122.91666666666667
1988-01-28,15.13,0.12,126.08333333333334
1988-01-29,15.75,0.12,131.25
1988-02-01,14.88,0.12,124.00000000000001
1988-02-02,14.75,0.12,122.91666666666667
1988-02-03,15.38,0.12,128.16666666666669
1988-02-04,15.88,0.12,132.33333333333334
1988-02-05,16.0,0.12,133.33333333333334
1988-02-08,16.0,0.12,133.33333333333334
1988-02-09,16.13,0.12,134.41666666666666
1988-02-10,16.5,0.12,137.5
1988-02-11,16.75,0.12,139.58333333333334
1988-02-12,16.38,0.12,136.5
1988-02-16,16.5,0.12,137.5
1988-02-17,16.5,0.12,137.5
1988-02-18,16.38,0.12,136.5
1988-02-19,16.5,0.12,137.5
1988-02-22,16.75,0.12,139.58333333333334
1988-02-23,16.75,0.12,139.58333333333334
1988-02-24,16.75,0.12,139.58333333333334
1988-02-25,16.38,0.12,136.5
1988-02-26,16.5,0.12,137.5
1988-02-29,16.75,0.12,139.58333333333334
1988-03-01,16.5,0.12,137.5
1988-03-02,15.88,0.12,132.33333333333334
1988-03-03,15.88,0.12,132.33333333333334
1988-03-04,15.88,0.12,132.33333333333334
1988-03-07,16.0,0.12,133.33333333333334
1988-03-08,16.25,0.12,135.41666666666669
1988-03-09,16.5,0.12,137.5
1988-03-10,17.13,0.12,142.75
1988-03-11,17.5,0.12,145.83333333333334
1988-03-14,17.75,0.12,147.91666666666669
1988-03-15,17.38,0.12,144.83333333333334
1988-03-16,17.25,0.12,143.75
1988-03-17,18.13,0.12,151.08333333333334
1988-03-18,18.38,0.12,153.16666666666666
1988-03-21,18.0,0.12,150.0
1988-03-22,18.0,0.12,150.0
1988-03-23,17.63,0.12,146.91666666666666
1988-03-24,17.38,0.12,144.83333333333334
1988-03-25,17.13,0.12,142.75
1988-03-28,17.25,0.12,143.75
1988-03-29,17.5,0.12,145.83333333333334
1988-03-30,17.75,0.12,147.91666666666669
1988-03-31,17.88,0.12,149.0
1988-04-04,17.13,0.12,142.75
1988-04-05,17.75,0.12,147.91666666666669
1988-04-06,18.38,0.12,153.16666666666666
1988-04-07,19.0,0.12,158.33333333333334
1988-04-08,19.0,0.12,158.33333333333334
1988-04-11,19.75,0.12,164.58333333333334
1988-04-12,19.38,0.12,161.5
1988-04-13,19.38,0.12,161.5
1988-04-14,18.25,0.12,152.08333333333334
1988-04-15,17.75,0.12,147.91666666666669
1988-04-18,18.25,0.12,152.08333333333334
1988-04-19,17.63,0.12,146.91666666666666
1988-04-20,17.25,0.12,143.75
1988-04-21,17.13,0.12,142.75
1988-04-22,17.38,0.12,144.83333333333334
1988-04-25,17.25,0.12,143.75
1988-04-26,17.38,0.12,144.83333333333334
1988-04-27,17.75,0.12,147.91666666666669
1988-04-28,17.75,0.12,147.91666666666669
1988-04-29,17.5,0.12,145.83333333333334
1988-05-02,17.13,0.12,142.75
1988-05-03,17.5,0.12,145.83333333333334
1988-05-04,17.0,0.12,141.66666666666669
1988-05-05,17.25,0.12,143.75
1988-05-06,17.5,0.12,145.83333333333334
1988-05-09,17.38,0.12,144.83333333333334
1988-05-10,17.0,0.12,141.66666666666669
1988-05-11,16.63,0.12,138.58333333333334
1988-05-12,16.5,0.12,137.5
1988-05-13,16.88,0.12,140.66666666666666
1988-05-16,17.0,0.12,141.66666666666669
1988-05-17,16.75,0.12,139.58333333333334
1988-05-18,16.25,0.12,135.41666666666669
1988-05-19,16.75,0.12,139.58333333333334
1988-05-20,16.75,0.12,139.58333333333334
1988-05-23,16.63,0.12,138.58333333333334
1988-05-24,16.75,0.12,139.58333333333334
1988-05-25,16.63,0.12,138.58333333333334
1988-05-26,16.63,0.12,138.58333333333334
1988-05-27,16.25,0.12,135.41666666666669
1988-05-31,16.75,0.12,139.58333333333334
1988-06-01,16.25,0.12,135.41666666666669
1988-06-02,16.25,0.12,135.41666666666669
1988-06-03,15.5,0.12,129.16666666666669
1988-06-06,15.25,0.12,127.08333333333334
1988-06-07,15.63,0.12,130.25
1988-06-08,15.88,0.12,132.33333333333334
1988-06-09,16.0,0.12,133.33333333333334
1988-06-10,15.88,0.12,132.33333333333334
1988-06-13,15.75,0.12,131.25
1988-06-14,16.25,0.12,135.41666666666669
1988-06-15,16.25,0.12,135.41666666666669
1988-06-16,15.75,0.12,131.25
1988-06-17,15.75,0.12,131.25
1988-06-20,15.63,0.12,130.25
1988-06-21,15.5,0.12,129.16666666666669
1988-06-22,15.38,0.12,128.16666666666669
1988-06-23,15.25,0.12,127.08333333333334
1988-06-24,15.25,0.12,127.08333333333334
1988-06-27,15.25,0.12,127.08333333333334
1988-06-28,15.5,0.12,129.16666666666669
1988-06-29,15.5,0.12,129.16666666666669
1988-06-30,15.38,0.12,128.16666666666669
1988-07-01,15.0,0.12,125.0
1988-07-05,15.75,0.12,131.25
1988-07-06,15.38,0.12,128.16666666666669
1988-07-07,15.75,0.12,131.25
1988-07-08,15.38,0.12,128.16666666666669
1988-07-11,15.25,0.12,127.08333333333334
1988-07-12,15.13,0.12,126.08333333333334
1988-07-13,14.75,0.12,122.91666666666667
1988-07-14,15.38,0.12,128.16666666666669
1988-07-15,15.5,0.12,129.16666666666669
1988-07-18,15.25,0.12,127.08333333333334
1988-07-19,15.13,0.12,126.08333333333334
1988-07-20,15.25,0.12,127.08333333333334
1988-07-21,15.13,0.12,126.08333333333334
1988-07-22,15.25,0.12,127.08333333333334
1988-07-25,15.13,0.12,126.08333333333334
1988-07-26,15.25,0.12,127.08333333333334
1988-07-27,15.25,0.12,127.08333333333334
1988-07-28,15.0,0.12,125.0
1988-07-29,15.5,0.12,129.16666666666669
1988-08-01,15.25,0.12,127.08333333333334
1988-08-02,14.88,0.12,124.00000000000001
1988-08-03,14.38,0.12,119.83333333333334
1988-08-04,14.13,0.12,117.75000000000001
1988-08-05,14.13,0.12,117.75000000000001
1988-08-08,15.0,0.12,125.0
1988-08-09,14.88,0.12,124.00000000000001
1988-08-10,14.88,0.12,124.00000000000001
1988-08-11,14.75,0.12,122.91666666666667
1988-08-12,14.38,0.12,119.83333333333334
1988-08-15,13.75,0.12,114.58333333333334
1988-08-16,13.75,0.12,114.58333333333334
1988-08-17,13.75,0.12,114.58333333333334
1988-08-18,13.5,0.12,112.5
1988-08-19,13.75,0.12,114.58333333333334
1988-08-22,13.5,0.12,112.5
1988-08-23,13.88,0.12,115.66666666666667
1988-08-24,14.13,0.12,117.75000000000001
1988-08-25,14.13,0.12,117.75000000000001
1988-08-26,14.0,0.12,116.66666666666667
1988-08-29,13.88,0.12,115.66666666666667
1988-08-30,14.0,0.12,116.66666666666667
1988-08-31,13.88,0.12,115.66666666666667
1988-09-01,13.5,0.12,112.5
1988-09-02,13.88,0.12,115.66666666666667
1988-09-06,13.5,0.12,112.5
1988-09-07,13.38,0.12,111.50000000000001
1988-09-08,13.38,0.12,111.50000000000001
1988-09-09,13.25,0.12,110.41666666666667
1988-09-12,13.0,0.12,108.33333333333334
1988-09-13,13.25,0.12,110.41666666666667
1988-09-14,13.75,0.12,114.58333333333334
1988-09-15,13.63,0.12,113.58333333333334
1988-09-16,13.75,0.12,114.58333333333334
1988-09-19,13.5,0.12,112.5
1988-09-20,13.63,0.12,113.58333333333334
1988-09-21,13.25,0.12,110.41666666666667
1988-09-22,13.38,0.12,111.50000000000001
1988-09-23,13.25,0.12,110.41666666666667
1988-09-26,13.5,0.12,112.5
1988-09-27,12.88,0.12,107.33333333333334
1988-09-28,13.25,0.12,110.41666666666667
1988-09-29,13.38,0.12,111.50000000000001
1988-09-30,13.13,0.12,109.41666666666667
1988-10-03,13.0,0.12,108.33333333333334
1988-10-04,12.63,0.12,105.25000000000001
1988-10-05,12.63,0.12,105.25000000000001
1988-10-06,12.75,0.12,106.25
1988-10-07,13.0,0.12,108.33333333333334
1988-10-10,12.63,0.12,105.25000000000001
1988-10-11,12.25,0.12,102.08333333333334
1988-10-12,12.38,0.12,103.16666666666667
1988-10-13,12.38,0.12,103.16666666666667
1988-10-14,12.38,0.12,103.16666666666667
1988-10-17,12.75,0.12,106.25
1988-10-18,12.75,0.12,106.25
1988-10-19,12.88,0.12,107.33333333333334
1988-10-20,13.5,0.12,112.5
1988-10-21,13.88,0.12,115.66666666666667
1988-10-24,13.25,0.12,110.41666666666667
1988-10-25,13.38,0.12,111.50000000000001
1988-10-26,13.5,0.12,112.5
1988-10-27,13.25,0.12,110.41666666666667
1988-10-28,13.13,0.12,109.41666666666667
1988-10-31,13.0,0.12,108.33333333333334
1988-11-01,13.0,0.12,108.33333333333334
1988-11-02,13.25,0.12,110.41666666666667
1988-11-03,13.25,0.12,110.41666666666667
1988-11-04,13.0,0.12,108.33333333333334
1988-11-07,13.0,0.12,108.33333333333334
1988-11-08,13.13,0.12,109.41666666666667
1988-11-09,13.0,0.12,108.33333333333334
1988-11-10,13.0,0.12,108.33333333333334
1988-11-11,12.75,0.12,106.25
1988-11-14,12.88,0.12,107.33333333333334
1988-11-15,13.13,0.12,109.41666666666667
1988-11-16,12.5,0.12,104.16666666666667
1988-11-17,12.63,0.12,105.25000000000001
1988-11-18,12.63,0.12,105.25000000000001
1988-11-21,12.5,0.12,104.16666666666667
1988-11-22,12.13,0.12,101.08333333333334
1988-11-23,12.25,0.12,102.08333333333334
1988-11-25,12.88,0.12,107.33333333333334
1988-11-28,13.0,0.12,108.33333333333334
1988-11-29,13.0,0.12,108.33333333333334
1988-11-30,12.88,0.12,107.33333333333334
1988-12-01,13.0,0.12,108.33333333333334
1988-12-02,12.88,0.12,107.33333333333334
1988-12-05,13.0,0.12,108.33333333333334
1988-12-06,13.25,0.12,110.41666666666667
1988-12-07,13.38,0.12,111.50000000000001
1988-12-08,13.38,0.12,111.50000000000001
1988-12-09,13.75,0.12,114.58333333333334
1988-12-12,13.88,0.12,115.66666666666667
1988-12-13,13.5,0.12,112.5
1988-12-14,13.38,0.12,111.50000000000001
1988-12-15,13.38,0.12,111.50000000000001
1988-12-16,13.75,0.12,114.58333333333334
1988-12-19,13.75,0.12,114.58333333333334
1988-12-20,13.5,0.12,112.5
1988-12-21,13.63,0.12,113.58333333333334
1988-12-22,14.0,0.12,116.66666666666667
1988-12-23,14.0,0.12,116.66666666666667
1988-12-27,14.13,0.12,117.75000000000001
1988-12-28,13.88,0.12,115.66666666666667
1988-12-29,14.0,0.12,116.66666666666667
1988-12-30,14.0,0.12,116.66666666666667
1989-01-03,13.88,0.12,115.66666666666667
1989-01-04,14.0,0.12,116.66666666666667
1989-01-05,14.38,0.12,119.83333333333334
1989-01-06,14.88,0.12,124.00000000000001
1989-01-09,14.63,0.12,121.91666666666667
1989-01-10,14.5,0.12,120.83333333333334
1989-01-11,14.88,0.12,124.00000000000001
1989-01-12,14.88,0.12,124.00000000000001
1989-01-13,14.75,0.12,122.91666666666667
1989-01-16,14.88,0.12,124.00000000000001
1989-01-17,14.88,0.12,124.00000000000001
1989-01-18,15.25,0.12,127.08333333333334
1989-01-19,15.25,0.12,127.08333333333334
1989-01-20,15.25,0.12,127.08333333333334
1989-01-23,15.13,0.12,126.08333333333334
1989-01-24,15.0,0.12,125.0
1989-01-25,14.5,0.12,120.83333333333334
1989-01-26,15.0,0.12,125.0
1989-01-27,15.0,0.12,125.0
1989-01-30,14.88,0.12,124.00000000000001
1989-01-31,14.88,0.12,124.00000000000001
1989-02-01,15.0,0.12,125.0
1989-02-02,15.0,0.12,125.0
1989-02-03,14.75,0.12,122.91666666666667
1989-02-06,14.5,0.12,120.83333333333334
1989-02-07,15.0,0.12,125.0
1989-02-08,14.88,0.12,124.00000000000001
1989-02-09,14.5,0.12,120.83333333333334
1989-02-10,14.5,0.12,120.83333333333334
1989-02-13,14.63,0.12,121.91666666666667
1989-02-14,14.63,0.12,121.91666666666667
1989-02-15,15.0,0.12,125.0
1989-02-16,15.38,0.12,128.16666666666669
1989-02-17,15.88,0.12,132.33333333333334
1989-02-21,15.5,0.12,129.16666666666669
1989-02-22,15.0,0.12,125.0
1989-02-23,15.25,0.12,127.08333333333334
1989-02-24,15.0,0.12,125.0
1989-02-27,15.13,0.12,126.08333333333334
1989-02-28,15.25,0.12,127.08333333333334
1989-03-01,15.25,0.12,127.08333333333334
1989-03-02,15.63,0.12,130.25
1989-03-03,16.13,0.12,134.41666666666666
1989-03-06,16.75,0.12,139.58333333333334
1989-03-07,17.25,0.12,143.75
1989-03-08,17.13,0.12,142.75
1989-03-09,17.13,0.12,142.75
1989-03-10,16.75,0.12,139.58333333333334
1989-03-13,16.63,0.12,138.58333333333334
1989-03-14,16.75,0.12,139.58333333333334
1989-03-15,17.13,0.12,142.75
1989-03-16,17.13,0.12,142.75
1989-03-17,16.63,0.12,138.58333333333334
1989-03-20,16.25,0.12,135.41666666666669
1989-03-21,16.5,0.12,137.5
1989-03-22,16.63,0.12,138.58333333333334
1989-03-23,16.5,0.12,137.5
1989-03-27,16.88,0.12,140.66666666666666
1989-03-28,17.25,0.12,143.75
1989-03-29,17.0,0.12,141.66666666666669
1989-03-30,16.88,0.12,140.66666666666666
1989-03-31,16.88,0.12,140.66666666666666
1989-04-03,16.75,0.12,139.58333333333334
1989-04-04,16.75,0.12,139.58333333333334
1989-04-05,16.88,0.12,140.66666666666666
1989-04-06,16.88,0.12,140.66666666666666
1989-04-07,16.63,0.12,138.58333333333334
1989-04-10,16.88,0.12,140.66666666666666
1989-04-11,17.13,0.12,142.75
1989-04-12,17.13,0.12,142.75
1989-04-13,16.75,0.12,139.58333333333334
1989-04-14,17.25,0.12,143.75
1989-04-17,17.25,0.12,143.75
1989-04-18,17.63,0.12,146.91666666666666
1989-04-19,17.63,0.12,146.91666666666666
1989-04-20,17.5,0.12,145.83333333333334
1989-04-21,17.75,0.12,147.91666666666669
1989-04-24,18.25,0.12,152.08333333333334
1989-04-25,17.5,0.12,145.83333333333334
1989-04-26,17.75,0.12,147.91666666666669
1989-04-27,17.63,0.12,146.91666666666666
1989-04-28,17.63,0.12,146.91666666666666
1989-05-01,17.63,0.12,146.91666666666666
1989-05-02,17.5,0.12,145.83333333333334
1989-05-03,17.63,0.12,146.91666666666666
1989-05-04,17.63,0.12,146.91666666666666
1989-05-05,17.75,0.12,147.91666666666669
1989-05-08,17.5,0.12,145.83333333333334
1989-05-09,17.63,0.12,146.91666666666666
1989-05-10,17.38,0.12,144.83333333333334
1989-05-11,17.0,0.12,141.66666666666669
1989-05-12,17.75,0.12,147.91666666666669
1989-05-15,17.5,0.12,145.83333333333334
1989-05-16,17.5,0.12,145.83333333333334
1989-05-17,17.5,0.12,145.83333333333334
1989-05-18,17.38,0.12,144.83333333333334
1989-05-19,17.25,0.12,143.75
1989-05-22,17.25,0.12,143.75
1989-05-23,17.0,0.12,141.66666666666669
1989-05-24,17.25,0.12,143.75
1989-05-25,17.38,0.12,144.83333333333334
1989-05-26,17.25,0.12,143.75
1989-05-30,17.13,0.12,142.75
1989-05-31,17.0,0.12,141.66666666666669
1989-06-01,17.25,0.12,143.75
1989-06-02,17.5,0.12,145.83333333333334
1989-06-05,17.5,0.12,145.83333333333334
1989-06-06,17.63,0.12,146.91666666666666
1989-06-07,17.88,0.12,149.0
1989-06-08,18.0,0.12,150.0
1989-06-09,18.0,0.12,150.0
1989-06-12,17.88,0.12,149.0
1989-06-13,17.5,0.12,145.83333333333334
1989-06-14,17.5,0.12,145.83333333333334
1989-06-15,17.63,0.12,146.91666666666666
1989-06-16,17.75,0.12,147.91666666666669
1989-06-19,17.75,0.12,147.91666666666669
1989-06-20,17.75,0.12,147.91666666666669
1989-06-21,17.75,0.12,147.91666666666669
1989-06-22,17.25,0.12,143.75
1989-06-23,17.88,0.12,149.0
1989-06-26,17.75,0.12,147.91666666666669
1989-06-27,19.0,0.12,158.33333333333334
1989-06-28,20.0,0.12,166.66666666666669
1989-06-29,19.13,0.12,159.41666666666666
1989-06-30,19.25,0.12,160.41666666666669
1989-07-03,19.38,0.12,161.5
1989-07-05,19.13,0.12,159.41666666666666
1989-07-06,19.25,0.12,160.41666666666669
1989-07-07,19.5,0.12,162.5
1989-07-10,19.75,0.12,164.58333333333334
1989-07-11,19.88,0.12,165.66666666666666
1989-07-12,19.88,0.12,165.66666666666666
1989-07-13,19.5,0.12,162.5
1989-07-14,19.75,0.12,164.58333333333334
1989-07-17,20.13,0.12,167.75
1989-07-18,19.88,0.12,165.66666666666666
1989-07-19,19.63,0.12,163.58333333333334
1989-07-20,19.25,0.12,160.41666666666669
1989-07-21,19.38,0.12,161.5
1989-07-24,18.75,0.12,156.25
1989-07-25,18.75,0.12,156.25
1989-07-26,18.88,0.12,157.33333333333334
1989-07-27,20.0,0.12,166.66666666666669
1989-07-28,19.75,0.12,164.58333333333334
1989-07-31,20.0,0.12,166.66666666666669
1989-08-01,19.88,0.12,165.66666666666666
1989-08-02,20.25,0.12,168.75
1989-08-03,20.0,0.12,166.66666666666669
1989-08-04,20.0,0.12,166.66666666666669
1989-08-07,20.63,0.12,171.91666666666666
1989-08-08,20.38,0.12,169.83333333333334
1989-08-09,20.38,0.12,169.83333333333334
1989-08-10,20.5,0.12,170.83333333333334
1989-08-11,20.0,0.12,166.66666666666669
1989-08-14,19.75,0.12,164.58333333333334
1989-08-15,19.5,0.12,162.5
1989-08-16,19.63,0.12,163.58333333333334
1989-08-17,19.5,0.12,162.5
1989-08-18,19.88,0.12,165.66666666666666
1989-08-21,19.75,0.12,164.58333333333334
1989-08-22,19.88,0.12,165.66666666666666
1989-08-23,21.0,0.12,175.0
1989-08-24,21.38,0.12,178.16666666666666
1989-08-25,21.75,0.12,181.25
1989-08-28,21.75,0.12,181.25
1989-08-29,21.5,0.12,179.16666666666669
1989-08-30,21.5,0.12,179.16666666666669
1989-08-31,22.38,0.12,186.5
1989-09-01,22.5,0.12,187.5
1989-09-05,22.63,0.12,188.58333333333334
1989-09-06,22.38,0.12,186.5
1989-09-07,22.63,0.12,188.58333333333334
1989-09-08,22.88,0.12,190.66666666666666
1989-09-11,22.38,0.12,186.5
1989-09-12,22.38,0.12,186.5
1989-09-13,22.38,0.12,186.5
1989-09-14,21.88,0.12,182.33333333333334
1989-09-15,22.25,0.12,185.41666666666669
1989-09-18,22.38,0.12,186.5
1989-09-19,22.0,0.12,183.33333333333334
1989-09-20,21.63,0.12,180.25
1989-09-21,21.13,0.12,176.08333333333334
1989-09-22,21.5,0.12,179.16666666666669
1989-09-25,21.25,0.12,177.08333333333334
1989-09-26,21.25,0.12,177.08333333333334
1989-09-27,21.38,0.12,178.16666666666666
1989-09-28,21.38,0.12,178.16666666666666
1989-09-29,21.0,0.12,175.0
1989-10-02,21.75,0.12,181.25
1989-10-03,22.25,0.12,185.41666666666669
1989-10-04,22.63,0.12,188.58333333333334
1989-10-05,22.5,0.12,187.5
1989-10-06,23.0,0.12,191.66666666666669
1989-10-09,23.0,0.12,191.66666666666669
1989-10-10,23.0,0.12,191.66666666666669
