date,NTAP,NTAP_EPS,PE Ratio
2009-11-09,29.84,0.15,198.93333333333334
2009-11-10,29.32,0.15,195.46666666666667
2009-11-11,29.18,0.15,194.53333333333333
2009-11-12,28.9,0.15,192.66666666666666
2009-11-13,29.71,0.15,198.0666666666667
2009-11-16,29.66,0.15,197.73333333333335
2009-11-17,29.72,0.15,198.13333333333333
2009-11-18,29.62,0.15,197.46666666666667
2009-11-19,30.83,0.15,205.53333333333333
2009-11-20,30.44,0.15,202.93333333333334
2009-11-23,30.9,0.15,206.0
2009-11-24,30.94,0.15,206.26666666666668
2009-11-25,31.45,0.15,209.66666666666666
2009-11-27,30.83,0.15,205.53333333333333
2009-11-30,30.81,0.15,205.4
2009-12-01,31.65,0.15,211.0
2009-12-02,31.7,0.44,72.04545454545455
2009-12-03,31.51,0.44,71.61363636363636
2009-12-04,32.74,0.44,74.4090909090909
2009-12-07,33.09,0.44,75.20454545454547
2009-12-08,33.35,0.44,75.79545454545455
2009-12-09,33.67,0.44,76.52272727272728
2009-12-10,33.05,0.44,75.11363636363636
2009-12-11,32.91,0.44,74.79545454545453
2009-12-14,33.36,0.44,75.81818181818181
2009-12-15,33.54,0.44,76.22727272727272
2009-12-16,33.66,0.44,76.49999999999999
2009-12-17,33.83,0.44,76.88636363636363
2009-12-18,33.23,0.44,75.52272727272727
2009-12-21,33.53,0.44,76.20454545454545
2009-12-22,33.39,0.44,75.88636363636364
2009-12-23,33.85,0.44,76.93181818181819
2009-12-24,34.16,0.44,77.63636363636363
2009-12-28,34.01,0.44,77.29545454545455
2009-12-29,33.85,0.44,76.93181818181819
2009-12-30,34.54,0.44,78.5
2009-12-31,34.36,0.44,78.0909090909091
2010-01-04,34.19,0.44,77.70454545454545
2010-01-05,33.59,0.44,76.3409090909091
2010-01-06,33.35,0.44,75.79545454545455
2010-01-07,33.27,0.44,75.61363636363637
2010-01-08,33.54,0.44,76.22727272727272
2010-01-11,32.94,0.44,74.86363636363636
2010-01-12,32.45,0.44,73.75
2010-01-13,33.73,0.44,76.6590909090909
2010-01-14,33.65,0.44,76.47727272727272
2010-01-15,33.15,0.44,75.3409090909091
2010-01-19,33.3,0.44,75.68181818181817
2010-01-20,32.5,0.44,73.86363636363636
2010-01-21,31.78,0.44,72.22727272727273
2010-01-22,30.78,0.44,69.95454545454545
2010-01-25,30.93,0.44,70.29545454545455
2010-01-26,30.91,0.44,70.25
2010-01-27,30.93,0.44,70.29545454545455
2010-01-28,29.82,0.44,67.77272727272727
2010-01-29,29.13,0.44,66.20454545454545
2010-02-01,30.11,0.44,68.43181818181819
2010-02-02,30.97,0.44,70.38636363636364
2010-02-03,31.02,0.44,70.5
2010-02-04,29.89,0.44,67.93181818181819
2010-02-05,30.38,0.44,69.04545454545455
2010-02-08,30.52,0.44,69.36363636363636
2010-02-09,31.01,0.44,70.47727272727273
2010-02-10,30.76,0.44,69.9090909090909
2010-02-11,31.54,0.44,71.68181818181817
2010-02-12,31.46,0.44,71.5
2010-02-16,32.3,0.44,73.4090909090909
2010-02-17,32.08,0.44,72.9090909090909
2010-02-18,31.68,0.44,72.0
2010-02-19,31.29,0.44,71.11363636363636
2010-02-22,30.64,0.44,69.63636363636364
2010-02-23,29.9,0.44,67.95454545454545
2010-02-24,29.83,0.44,67.79545454545455
2010-02-25,30.01,0.44,68.20454545454545
2010-02-26,30.01,0.44,68.20454545454545
2010-03-01,31.46,0.76,41.39473684210527
2010-03-02,31.09,0.76,40.9078947368421
2010-03-03,31.24,0.76,41.10526315789473
2010-03-04,31.36,0.76,41.26315789473684
2010-03-05,32.05,0.76,42.171052631578945
2010-03-08,32.51,0.76,42.77631578947368
2010-03-09,32.55,0.76,42.82894736842105
2010-03-10,33.18,0.76,43.6578947368421
2010-03-11,33.32,0.76,43.8421052631579
2010-03-12,32.91,0.76,43.30263157894736
2010-03-15,32.82,0.76,43.18421052631579
2010-03-16,33.19,0.76,43.671052631578945
2010-03-17,33.04,0.76,43.473684210526315
2010-03-18,33.3,0.76,43.815789473684205
2010-03-19,32.46,0.76,42.71052631578947
2010-03-22,32.94,0.76,43.34210526315789
2010-03-23,32.74,0.76,43.078947368421055
2010-03-24,33.17,0.76,43.64473684210527
2010-03-25,32.62,0.76,42.921052631578945
2010-03-26,32.73,0.76,43.065789473684205
2010-03-29,32.54,0.76,42.81578947368421
2010-03-30,32.57,0.76,42.85526315789474
2010-03-31,32.54,0.76,42.81578947368421
2010-04-01,34.26,0.76,45.07894736842105
2010-04-05,34.77,0.76,45.75000000000001
2010-04-06,34.83,0.76,45.82894736842105
2010-04-07,35.12,0.76,46.21052631578947
2010-04-08,34.84,0.76,45.8421052631579
2010-04-09,35.53,0.76,46.75
2010-04-12,34.94,0.76,45.973684210526315
2010-04-13,34.69,0.76,45.64473684210526
2010-04-14,35.86,0.76,47.18421052631579
2010-04-15,35.67,0.76,46.934210526315795
2010-04-16,35.15,0.76,46.25
2010-04-19,34.79,0.76,45.776315789473685
2010-04-20,34.67,0.76,45.61842105263158
2010-04-21,35.19,0.76,46.30263157894736
2010-04-22,35.35,0.76,46.51315789473684
2010-04-23,36.17,0.76,47.5921052631579
2010-04-26,35.89,0.76,47.223684210526315
2010-04-27,34.85,0.76,45.85526315789474
2010-04-28,35.53,0.76,46.75
2010-04-29,35.84,0.76,47.15789473684211
2010-04-30,34.67,0.76,45.61842105263158
2010-05-03,34.88,0.76,45.89473684210527
2010-05-04,34.02,0.76,44.76315789473684
2010-05-05,34.07,0.76,44.828947368421055
2010-05-06,33.01,0.76,43.43421052631579
2010-05-07,31.47,0.76,41.4078947368421
2010-05-10,33.93,0.76,44.64473684210526
2010-05-11,33.46,0.76,44.026315789473685
2010-05-12,34.05,0.76,44.80263157894736
2010-05-13,33.7,0.76,44.3421052631579
2010-05-14,33.75,0.76,44.4078947368421
2010-05-17,33.96,0.76,44.68421052631579
2010-05-18,33.54,0.76,44.13157894736842
2010-05-19,33.55,0.76,44.14473684210526
2010-05-20,32.56,0.76,42.8421052631579
2010-05-21,32.83,0.76,43.19736842105263
2010-05-24,32.4,0.76,42.63157894736842
2010-05-25,33.09,0.76,43.53947368421053
2010-05-26,32.43,0.76,42.671052631578945
2010-05-27,38.17,0.76,50.223684210526315
2010-05-28,37.68,0.76,49.578947368421055
2010-06-01,37.62,0.76,49.49999999999999
2010-06-02,38.95,0.76,51.25
2010-06-03,38.88,0.76,51.15789473684211
2010-06-04,37.88,0.76,49.8421052631579
2010-06-07,37.03,0.76,48.723684210526315
2010-06-08,37.39,0.76,49.19736842105263
2010-06-09,37.51,0.76,49.35526315789473
2010-06-10,38.49,0.76,50.64473684210527
2010-06-11,39.99,0.76,52.61842105263158
2010-06-14,39.92,0.76,52.526315789473685
2010-06-15,41.38,0.76,54.44736842105264
2010-06-16,41.0,0.76,53.94736842105263
2010-06-17,41.78,0.76,54.973684210526315
2010-06-18,41.22,1.18,34.93220338983051
2010-06-21,40.53,1.18,34.347457627118644
2010-06-22,39.77,1.18,33.70338983050848
2010-06-23,40.1,1.18,33.98305084745763
2010-06-24,39.62,1.18,33.57627118644068
2010-06-25,39.76,1.18,33.69491525423729
2010-06-28,39.79,1.18,33.72033898305085
2010-06-29,37.99,1.18,32.194915254237294
2010-06-30,37.31,1.18,31.618644067796613
2010-07-01,38.11,1.18,32.29661016949153
2010-07-02,37.13,1.18,31.46610169491526
2010-07-06,37.12,1.18,31.457627118644066
2010-07-07,39.6,1.18,33.55932203389831
2010-07-08,38.89,1.18,32.95762711864407
2010-07-09,38.76,1.18,32.847457627118644
2010-07-12,38.96,1.18,33.016949152542374
2010-07-13,39.56,1.18,33.525423728813564
2010-07-14,40.32,1.18,34.16949152542373
2010-07-15,40.73,1.18,34.516949152542374
2010-07-16,40.5,1.18,34.32203389830509
2010-07-19,41.02,1.18,34.76271186440678
2010-07-20,41.41,1.18,35.09322033898305
2010-07-21,39.83,1.18,33.75423728813559
2010-07-22,41.97,1.18,35.567796610169495
2010-07-23,43.11,1.18,36.53389830508475
2010-07-26,44.03,1.18,37.3135593220339
2010-07-27,43.75,1.18,37.07627118644068
2010-07-28,43.17,1.18,36.58474576271187
2010-07-29,42.42,1.18,35.949152542372886
2010-07-30,42.3,1.18,35.847457627118644
2010-08-02,44.0,1.18,37.28813559322034
2010-08-03,43.87,1.18,37.17796610169491
2010-08-04,44.63,1.18,37.82203389830509
2010-08-05,43.72,1.18,37.05084745762712
2010-08-06,43.11,1.18,36.53389830508475
2010-08-09,42.91,1.18,36.36440677966102
2010-08-10,41.69,1.18,35.33050847457627
2010-08-11,41.17,1.18,34.88983050847458
2010-08-12,37.58,1.18,31.847457627118644
2010-08-13,38.14,1.18,32.32203389830509
2010-08-16,38.64,1.18,32.74576271186441
2010-08-17,38.65,1.18,32.75423728813559
2010-08-18,39.32,1.18,33.32203389830509
2010-08-19,40.7,1.18,34.49152542372882
2010-08-20,40.53,1.18,34.347457627118644
2010-08-23,40.45,1.18,34.279661016949156
2010-08-24,39.52,1.18,33.49152542372882
2010-08-25,39.3,1.18,33.30508474576271
2010-08-26,39.69,1.18,33.63559322033898
2010-08-27,41.45,0.4,103.625
2010-08-30,40.53,0.4,101.325
2010-08-31,40.38,0.4,100.95
2010-09-01,41.91,0.4,104.77499999999999
2010-09-02,43.07,0.4,107.675
2010-09-03,44.05,0.4,110.12499999999999
2010-09-07,44.78,0.4,111.95
2010-09-08,46.43,0.4,116.07499999999999
2010-09-09,46.33,0.4,115.82499999999999
2010-09-10,46.33,0.4,115.82499999999999
2010-09-13,48.1,0.4,120.25
2010-09-14,48.12,0.4,120.29999999999998
2010-09-15,49.3,0.4,123.24999999999999
2010-09-16,48.68,0.4,121.69999999999999
2010-09-17,49.04,0.4,122.6
2010-09-20,49.67,0.4,124.175
2010-09-21,48.2,0.4,120.5
2010-09-22,48.45,0.4,121.125
2010-09-23,48.29,0.4,120.725
2010-09-24,50.39,0.4,125.975
2010-09-27,49.39,0.4,123.475
2010-09-28,51.0,0.4,127.5
2010-09-29,50.81,0.4,127.025
2010-09-30,49.79,0.4,124.475
2010-10-01,48.64,0.4,121.6
2010-10-04,49.33,0.4,123.32499999999999
2010-10-05,50.92,0.4,127.3
2010-10-06,47.7,0.4,119.25
2010-10-07,48.28,0.4,120.7
2010-10-08,48.76,0.4,121.89999999999999
2010-10-11,48.04,0.4,120.1
2010-10-12,48.77,0.4,121.925
2010-10-13,49.62,0.4,124.04999999999998
2010-10-14,50.39,0.4,125.975
2010-10-15,50.33,0.4,125.82499999999999
2010-10-18,50.3,0.4,125.74999999999999
2010-10-19,51.0,0.4,127.5
2010-10-20,51.67,0.4,129.17499999999998
2010-10-21,50.96,0.4,127.39999999999999
2010-10-22,51.97,0.4,129.92499999999998
2010-10-25,51.9,0.4,129.75
2010-10-26,52.31,0.4,130.775
2010-10-27,53.08,0.4,132.7
2010-10-28,52.81,0.4,132.025
2010-10-29,53.25,0.4,133.125
2010-11-01,53.28,0.4,133.2
2010-11-02,53.6,0.4,134.0
2010-11-03,53.75,0.4,134.375
2010-11-04,54.93,0.4,137.325
2010-11-05,55.1,0.4,137.75
2010-11-08,55.97,0.4,139.92499999999998
2010-11-09,56.63,0.4,141.575
2010-11-10,56.9,0.4,142.25
2010-11-11,55.44,0.4,138.6
2010-11-12,54.11,0.4,135.27499999999998
2010-11-15,53.93,0.4,134.825
2010-11-16,52.69,0.4,131.725
2010-11-17,49.25,0.4,123.125
2010-11-18,53.12,0.4,132.79999999999998
2010-11-19,51.46,0.4,128.65
2010-11-22,52.22,0.4,130.54999999999998
2010-11-23,50.85,0.4,127.125
2010-11-24,51.39,0.4,128.475
2010-11-26,51.05,0.4,127.62499999999999
2010-11-29,50.93,0.4,127.32499999999999
2010-11-30,50.93,0.4,127.32499999999999
2010-12-01,52.19,0.4,130.475
2010-12-02,53.84,0.4,134.6
2010-12-03,54.07,0.4,135.17499999999998
2010-12-06,53.27,0.86,61.941860465116285
2010-12-07,53.63,0.86,62.36046511627907
2010-12-08,55.13,0.86,64.1046511627907
2010-12-09,54.55,0.86,63.43023255813953
2010-12-10,54.15,0.86,62.96511627906977
2010-12-13,55.58,0.86,64.62790697674419
2010-12-14,53.49,0.86,62.197674418604656
2010-12-15,52.67,0.86,61.24418604651163
2010-12-16,53.71,0.86,62.45348837209303
2010-12-17,53.8,0.86,62.55813953488372
2010-12-20,55.35,0.86,64.36046511627907
2010-12-21,55.31,0.86,64.31395348837209
2010-12-22,55.05,0.86,64.01162790697674
2010-12-23,54.79,0.86,63.7093023255814
2010-12-27,55.02,0.86,63.97674418604652
2010-12-28,54.71,0.86,63.616279069767444
2010-12-29,54.71,0.86,63.616279069767444
2010-12-30,54.9,0.86,63.83720930232558
2010-12-31,54.96,0.86,63.906976744186046
2011-01-03,57.41,0.86,66.75581395348837
2011-01-04,57.38,0.86,66.72093023255815
2011-01-05,57.87,0.86,67.29069767441861
2011-01-06,57.49,0.86,66.84883720930233
2011-01-07,57.2,0.86,66.51162790697674
2011-01-10,58.22,0.86,67.69767441860465
2011-01-11,58.28,0.86,67.76744186046511
2011-01-12,58.93,0.86,68.52325581395348
2011-01-13,58.62,0.86,68.16279069767441
2011-01-14,59.48,0.86,69.16279069767441
2011-01-18,58.99,0.86,68.59302325581396
2011-01-19,57.63,0.86,67.01162790697674
2011-01-20,56.22,0.86,65.37209302325581
2011-01-21,55.77,0.86,64.84883720930233
2011-01-24,55.55,0.86,64.59302325581395
2011-01-25,53.7,0.86,62.441860465116285
2011-01-26,55.17,0.86,64.15116279069768
2011-01-27,55.33,0.86,64.33720930232558
2011-01-28,54.03,0.86,62.82558139534884
2011-01-31,54.73,0.86,63.63953488372093
2011-02-01,56.52,0.86,65.72093023255815
2011-02-02,57.11,0.86,66.40697674418605
2011-02-03,57.01,0.86,66.29069767441861
2011-02-04,57.93,0.86,67.36046511627907
2011-02-07,58.64,0.86,68.18604651162791
2011-02-08,59.31,0.86,68.96511627906978
2011-02-09,59.77,0.86,69.5
2011-02-10,60.54,0.86,70.3953488372093
2011-02-11,60.6,0.86,70.46511627906978
2011-02-14,59.62,0.86,69.32558139534883
2011-02-15,58.44,0.86,67.95348837209302
2011-02-16,58.54,0.86,68.06976744186046
2011-02-17,54.77,0.86,63.686046511627914
2011-02-18,53.05,0.86,61.68604651162791
2011-02-22,51.84,0.86,60.27906976744187
2011-02-23,50.64,0.86,58.88372093023256
2011-02-24,50.84,0.86,59.116279069767444
2011-02-25,52.47,0.86,61.01162790697674
2011-02-28,51.66,0.86,60.06976744186046
2011-03-01,50.63,0.86,58.872093023255815
2011-03-02,51.08,0.86,59.395348837209305
2011-03-03,52.46,0.86,61.0
2011-03-04,52.05,0.47,110.74468085106383
2011-03-07,51.13,0.47,108.78723404255321
2011-03-08,51.65,0.47,109.8936170212766
2011-03-09,51.54,0.47,109.65957446808511
2011-03-10,48.41,0.47,103.0
2011-03-11,47.52,0.47,101.10638297872342
2011-03-14,46.38,0.47,98.68085106382979
2011-03-15,46.52,0.47,98.97872340425533
2011-03-16,46.77,0.47,99.51063829787235
2011-03-17,46.98,0.47,99.95744680851064
2011-03-18,48.69,0.47,103.59574468085107
2011-03-21,48.57,0.47,103.3404255319149
2011-03-22,48.11,0.47,102.36170212765958
2011-03-23,47.95,0.47,102.0212765957447
2011-03-24,48.95,0.47,104.14893617021278
2011-03-25,48.61,0.47,103.42553191489363
2011-03-28,47.62,0.47,101.31914893617021
2011-03-29,48.27,0.47,102.70212765957449
2011-03-30,48.01,0.47,102.14893617021276
2011-03-31,48.15,0.47,102.4468085106383
2011-04-01,48.2,0.47,102.55319148936171
2011-04-04,45.7,0.47,97.2340425531915
2011-04-05,46.05,0.47,97.97872340425532
2011-04-06,46.7,0.47,99.36170212765958
2011-04-07,46.67,0.47,99.29787234042554
2011-04-08,46.79,0.47,99.55319148936171
2011-04-11,47.13,0.47,100.27659574468086
2011-04-12,47.83,0.47,101.76595744680851
2011-04-13,48.58,0.47,103.36170212765958
2011-04-14,48.42,0.47,103.0212765957447
2011-04-15,48.56,0.47,103.31914893617022
2011-04-18,48.11,0.47,102.36170212765958
2011-04-19,47.5,0.47,101.06382978723404
2011-04-20,49.0,0.47,104.25531914893618
2011-04-21,51.02,0.47,108.55319148936171
2011-04-25,51.94,0.47,110.51063829787235
2011-04-26,52.28,0.47,111.2340425531915
2011-04-27,52.56,0.47,111.82978723404257
2011-04-28,52.41,0.47,111.51063829787233
2011-04-29,52.11,0.47,110.87234042553192
2011-05-02,51.7,0.47,110.00000000000001
2011-05-03,52.05,0.47,110.74468085106383
2011-05-04,51.88,0.47,110.38297872340426
2011-05-05,51.5,0.47,109.57446808510639
2011-05-06,53.3,0.47,113.40425531914893
2011-05-09,53.17,0.47,113.1276595744681
2011-05-10,54.21,0.47,115.3404255319149
2011-05-11,53.97,0.47,114.82978723404256
2011-05-12,53.99,0.47,114.87234042553193
2011-05-13,53.99,0.47,114.87234042553193
2011-05-16,53.1,0.47,112.97872340425533
2011-05-17,52.28,0.47,111.2340425531915
2011-05-18,53.61,0.47,114.06382978723404
2011-05-19,54.45,0.47,115.85106382978725
2011-05-20,53.7,0.47,114.25531914893618
2011-05-23,52.82,0.47,112.38297872340426
2011-05-24,51.47,0.47,109.51063829787235
2011-05-25,51.73,0.47,110.06382978723404
2011-05-26,55.31,0.47,117.68085106382979
2011-05-27,55.33,0.47,117.72340425531915
2011-05-31,54.77,0.47,116.53191489361703
2011-06-01,53.22,0.47,113.2340425531915
2011-06-02,53.31,0.47,113.42553191489363
2011-06-03,51.94,0.47,110.51063829787235
2011-06-06,50.39,0.47,107.21276595744682
2011-06-07,50.65,0.47,107.76595744680851
2011-06-08,49.98,0.47,106.34042553191489
2011-06-09,50.2,0.47,106.80851063829789
2011-06-10,49.01,0.47,104.27659574468085
2011-06-13,48.84,0.47,103.91489361702129
2011-06-14,49.87,0.47,106.1063829787234
2011-06-15,50.55,0.47,107.55319148936171
2011-06-16,49.65,0.47,105.63829787234043
2011-06-17,49.35,0.47,105.00000000000001
2011-06-20,49.71,0.47,105.76595744680851
2011-06-21,50.91,0.47,108.31914893617021
2011-06-22,50.71,0.47,107.8936170212766
2011-06-23,51.26,0.54,94.92592592592591
2011-06-24,49.22,0.54,91.14814814814814
2011-06-27,50.42,0.54,93.37037037037037
2011-06-28,50.72,0.54,93.92592592592592
2011-06-29,49.96,0.54,92.51851851851852
2011-06-30,52.78,0.54,97.74074074074073
2011-07-01,54.32,0.54,100.59259259259258
2011-07-05,53.94,0.54,99.88888888888887
2011-07-06,53.49,0.54,99.05555555555556
2011-07-07,53.9,0.54,99.81481481481481
2011-07-08,53.48,0.54,99.03703703703702
2011-07-11,52.56,0.54,97.33333333333333
2011-07-12,51.97,0.54,96.24074074074073
2011-07-13,51.23,0.54,94.87037037037035
2011-07-14,49.63,0.54,91.9074074074074
2011-07-15,50.66,0.54,93.8148148148148
2011-07-18,50.18,0.54,92.92592592592592
2011-07-19,51.8,0.54,95.92592592592591
2011-07-20,50.05,0.54,92.68518518518518
2011-07-21,49.75,0.54,92.12962962962962
2011-07-22,51.08,0.54,94.59259259259258
2011-07-25,49.8,0.54,92.22222222222221
2011-07-26,50.18,0.54,92.92592592592592
2011-07-27,47.28,0.54,87.55555555555556
2011-07-28,47.91,0.54,88.72222222222221
2011-07-29,47.52,0.54,88.0
2011-08-01,46.25,0.54,85.64814814814814
2011-08-02,44.94,0.54,83.22222222222221
2011-08-03,45.91,0.54,85.0185185185185
2011-08-04,43.33,0.54,80.24074074074073
2011-08-05,41.87,0.54,77.53703703703702
2011-08-08,39.31,0.54,72.79629629629629
2011-08-09,41.72,0.54,77.25925925925925
2011-08-10,40.96,0.54,75.85185185185185
2011-08-11,42.68,0.54,79.03703703703704
2011-08-12,43.42,0.54,80.4074074074074
2011-08-15,44.31,0.54,82.05555555555556
2011-08-16,43.03,0.54,79.68518518518518
2011-08-17,41.66,0.54,77.14814814814814
2011-08-18,35.81,0.54,66.31481481481481
2011-08-19,35.95,0.54,66.57407407407408
2011-08-22,35.79,0.54,66.27777777777777
2011-08-23,37.79,0.54,69.98148148148148
2011-08-24,38.01,0.54,70.38888888888889
2011-08-25,36.85,0.54,68.24074074074073
2011-08-26,36.54,0.54,67.66666666666666
2011-08-29,37.32,0.54,69.1111111111111
2011-08-30,37.39,0.54,69.24074074074073
2011-08-31,37.62,0.54,69.66666666666666
2011-09-01,37.21,0.38,97.92105263157895
2011-09-02,35.81,0.38,94.23684210526316
2011-09-06,35.27,0.38,92.81578947368422
2011-09-07,36.31,0.38,95.55263157894737
2011-09-08,36.46,0.38,95.94736842105263
2011-09-09,35.68,0.38,93.89473684210526
2011-09-12,36.3,0.38,95.52631578947367
2011-09-13,36.79,0.38,96.8157894736842
2011-09-14,36.68,0.38,96.52631578947368
2011-09-15,38.07,0.38,100.1842105263158
2011-09-16,37.79,0.38,99.44736842105263
2011-09-19,36.35,0.38,95.65789473684211
2011-09-20,35.26,0.38,92.78947368421052
2011-09-21,35.89,0.38,94.44736842105263
2011-09-22,35.04,0.38,92.21052631578947
2011-09-23,35.12,0.38,92.42105263157895
2011-09-26,35.81,0.38,94.23684210526316
2011-09-27,36.04,0.38,94.84210526315789
2011-09-28,34.96,0.38,92.0
2011-09-29,34.97,0.38,92.02631578947368
2011-09-30,33.93,0.38,89.28947368421052
2011-10-03,33.64,0.38,88.52631578947368
2011-10-04,34.83,0.38,91.6578947368421
2011-10-05,36.23,0.38,95.34210526315789
2011-10-06,37.34,0.38,98.26315789473685
2011-10-07,37.29,0.38,98.13157894736841
2011-10-10,38.31,0.38,100.81578947368422
2011-10-11,38.65,0.38,101.71052631578947
2011-10-12,38.89,0.38,102.34210526315789
2011-10-13,38.65,0.38,101.71052631578947
2011-10-14,39.23,0.38,103.23684210526315
2011-10-17,38.05,0.38,100.13157894736841
2011-10-18,39.45,0.38,103.81578947368422
2011-10-19,38.51,0.38,101.34210526315789
2011-10-20,37.72,0.38,99.26315789473684
2011-10-21,38.1,0.38,100.26315789473685
2011-10-24,39.13,0.38,102.97368421052632
2011-10-25,38.17,0.38,100.44736842105263
2011-10-26,38.58,0.38,101.52631578947368
2011-10-27,41.71,0.38,109.76315789473685
2011-10-28,41.59,0.38,109.44736842105264
2011-10-31,40.96,0.38,107.78947368421052
2011-11-01,39.74,0.38,104.57894736842105
2011-11-02,40.25,0.38,105.92105263157895
2011-11-03,41.96,0.38,110.42105263157895
2011-11-04,42.63,0.38,112.1842105263158
2011-11-07,42.84,0.38,112.73684210526316
2011-11-08,43.94,0.38,115.63157894736841
2011-11-09,42.03,0.38,110.60526315789474
2011-11-10,41.89,0.38,110.23684210526316
2011-11-11,42.17,0.38,110.97368421052632
2011-11-14,42.29,0.38,111.28947368421052
2011-11-15,41.9,0.38,110.26315789473684
2011-11-16,40.74,0.38,107.21052631578948
2011-11-17,35.73,0.38,94.02631578947367
2011-11-18,34.74,0.38,91.42105263157895
2011-11-21,34.84,0.38,91.6842105263158
2011-11-22,35.19,0.38,92.60526315789473
2011-11-23,34.66,0.38,91.21052631578947
2011-11-25,34.25,0.38,90.13157894736842
2011-11-28,35.72,0.38,94.0
2011-11-29,35.63,0.38,93.76315789473685
2011-11-30,36.83,0.38,96.92105263157895
2011-12-01,36.92,0.38,97.15789473684211
2011-12-02,36.54,0.38,96.1578947368421
2011-12-05,37.54,0.45,83.42222222222222
2011-12-06,37.28,0.45,82.84444444444445
2011-12-07,37.72,0.45,83.82222222222222
2011-12-08,37.1,0.45,82.44444444444444
2011-12-09,38.01,0.45,84.46666666666665
2011-12-12,37.13,0.45,82.51111111111112
2011-12-13,37.92,0.45,84.26666666666667
2011-12-14,37.13,0.45,82.51111111111112
2011-12-15,36.28,0.45,80.62222222222222
2011-12-16,35.71,0.45,79.35555555555555
2011-12-19,35.16,0.45,78.13333333333333
2011-12-20,36.13,0.45,80.28888888888889
2011-12-21,35.22,0.45,78.26666666666667
2011-12-22,36.08,0.45,80.17777777777778
2011-12-23,36.51,0.45,81.13333333333333
2011-12-27,36.35,0.45,80.77777777777779
2011-12-28,35.94,0.45,79.86666666666666
2011-12-29,36.31,0.45,80.6888888888889
2011-12-30,36.27,0.45,80.60000000000001
2012-01-03,36.78,0.45,81.73333333333333
2012-01-04,35.64,0.45,79.2
2012-01-05,34.67,0.45,77.04444444444445
2012-01-06,35.33,0.45,78.5111111111111
2012-01-09,35.04,0.45,77.86666666666666
2012-01-10,35.13,0.45,78.06666666666668
2012-01-11,34.75,0.45,77.22222222222221
2012-01-12,34.43,0.45,76.5111111111111
2012-01-13,33.98,0.45,75.5111111111111
2012-01-17,33.73,0.45,74.95555555555555
2012-01-18,34.65,0.45,77.0
2012-01-19,37.51,0.45,83.35555555555555
2012-01-20,36.85,0.45,81.88888888888889
2012-01-23,37.24,0.45,82.75555555555556
2012-01-24,37.66,0.45,83.68888888888888
2012-01-25,37.8,0.45,83.99999999999999
2012-01-26,37.56,0.45,83.46666666666667
2012-01-27,37.28,0.45,82.84444444444445
2012-01-30,37.43,0.45,83.17777777777778
2012-01-31,37.74,0.45,83.86666666666667
2012-02-01,39.4,0.45,87.55555555555556
2012-02-02,39.43,0.45,87.62222222222222
2012-02-03,40.35,0.45,89.66666666666667
2012-02-06,39.93,0.45,88.73333333333333
2012-02-07,39.41,0.45,87.57777777777777
2012-02-08,39.78,0.45,88.4
2012-02-09,41.11,0.45,91.35555555555555
2012-02-10,39.69,0.45,88.19999999999999
2012-02-13,38.98,0.45,86.62222222222222
2012-02-14,39.12,0.45,86.93333333333332
2012-02-15,39.88,0.45,88.62222222222222
2012-02-16,42.74,0.45,94.97777777777777
2012-02-17,42.2,0.45,93.77777777777779
2012-02-21,43.0,0.45,95.55555555555556
2012-02-22,42.63,0.45,94.73333333333333
2012-02-23,43.28,0.45,96.17777777777778
2012-02-24,43.08,0.45,95.73333333333333
2012-02-27,43.26,0.45,96.13333333333333
2012-02-28,43.58,0.45,96.84444444444443
2012-02-29,43.0,0.45,95.55555555555556
2012-03-01,43.31,0.45,96.24444444444444
2012-03-02,43.55,0.45,96.77777777777777
2012-03-05,42.32,0.34,124.47058823529412
2012-03-06,40.95,0.34,120.44117647058823
2012-03-07,41.58,0.34,122.29411764705881
2012-03-08,41.84,0.34,123.05882352941177
2012-03-09,42.94,0.34,126.29411764705881
2012-03-12,42.53,0.34,125.08823529411764
2012-03-13,43.51,0.34,127.9705882352941
2012-03-14,42.87,0.34,126.08823529411762
2012-03-15,43.33,0.34,127.44117647058822
2012-03-16,43.39,0.34,127.61764705882352
2012-03-19,44.06,0.34,129.58823529411765
2012-03-20,45.31,0.34,133.26470588235293
2012-03-21,46.02,0.34,135.35294117647058
2012-03-22,45.19,0.34,132.91176470588235
2012-03-23,45.62,0.34,134.17647058823528
2012-03-26,46.33,0.34,136.26470588235293
2012-03-27,46.06,0.34,135.47058823529412
2012-03-28,45.29,0.34,133.20588235294116
2012-03-29,44.67,0.34,131.38235294117646
2012-03-30,44.77,0.34,131.6764705882353
2012-04-02,45.05,0.34,132.49999999999997
2012-04-03,45.47,0.34,133.73529411764704
2012-04-04,44.71,0.34,131.5
2012-04-05,43.72,0.34,128.58823529411762
2012-04-09,42.77,0.34,125.79411764705883
2012-04-10,42.02,0.34,123.58823529411765
2012-04-11,40.87,0.34,120.20588235294116
2012-04-12,40.94,0.34,120.41176470588233
2012-04-13,40.13,0.34,118.02941176470588
2012-04-16,39.79,0.34,117.02941176470587
2012-04-17,40.44,0.34,118.94117647058822
2012-04-18,40.11,0.34,117.9705882352941
2012-04-19,39.67,0.34,116.67647058823529
2012-04-20,38.74,0.34,113.94117647058823
2012-04-23,38.68,0.34,113.76470588235293
2012-04-24,38.68,0.34,113.76470588235293
