date,D,D_EPS,PE Ratio
1982-03-02,4.08,0.42,9.714285714285715
1982-03-03,4.04,0.42,9.619047619047619
1982-03-04,4.08,0.42,9.714285714285715
1982-03-05,4.17,0.42,9.928571428571429
1982-03-08,4.17,0.42,9.928571428571429
1982-03-09,4.17,0.42,9.928571428571429
1982-03-10,4.17,0.42,9.928571428571429
1982-03-11,4.17,0.42,9.928571428571429
1982-03-12,4.13,0.42,9.833333333333334
1982-03-15,4.08,0.42,9.714285714285715
1982-03-16,4.08,0.42,9.714285714285715
1982-03-17,4.08,0.42,9.714285714285715
1982-03-18,4.13,0.42,9.833333333333334
1982-03-19,4.17,0.42,9.928571428571429
1982-03-22,4.17,0.42,9.928571428571429
1982-03-23,4.21,0.42,10.023809523809524
1982-03-24,4.25,0.42,10.119047619047619
1982-03-25,4.25,0.42,10.119047619047619
1982-03-26,4.21,0.42,10.023809523809524
1982-03-29,4.25,0.42,10.119047619047619
1982-03-30,4.25,0.42,10.119047619047619
1982-03-31,4.25,0.42,10.119047619047619
1982-04-01,4.25,0.42,10.119047619047619
1982-04-02,4.25,0.42,10.119047619047619
1982-04-05,4.25,0.42,10.119047619047619
1982-04-06,4.29,0.42,10.214285714285715
1982-04-07,4.29,0.42,10.214285714285715
1982-04-08,4.33,0.42,10.30952380952381
1982-04-12,4.29,0.42,10.214285714285715
1982-04-13,4.33,0.42,10.30952380952381
1982-04-14,4.33,0.42,10.30952380952381
1982-04-15,4.38,0.42,10.428571428571429
1982-04-16,4.38,0.42,10.428571428571429
1982-04-19,4.38,0.42,10.428571428571429
1982-04-20,4.29,0.42,10.214285714285715
1982-04-21,4.42,0.42,10.523809523809524
1982-04-22,4.42,0.42,10.523809523809524
1982-04-23,4.42,0.42,10.523809523809524
1982-04-26,4.46,0.42,10.619047619047619
1982-04-27,4.42,0.42,10.523809523809524
1982-04-28,4.38,0.42,10.428571428571429
1982-04-29,4.38,0.42,10.428571428571429
1982-04-30,4.42,0.42,10.523809523809524
1982-05-03,4.42,0.42,10.523809523809524
1982-05-04,4.5,0.42,10.714285714285715
1982-05-05,4.54,0.42,10.80952380952381
1982-05-06,4.5,0.42,10.714285714285715
1982-05-07,4.54,0.42,10.80952380952381
1982-05-10,4.54,0.42,10.80952380952381
1982-05-11,4.46,0.42,10.619047619047619
1982-05-12,4.54,0.42,10.80952380952381
1982-05-13,4.46,0.42,10.619047619047619
1982-05-14,4.46,0.42,10.619047619047619
1982-05-17,4.46,0.42,10.619047619047619
1982-05-18,4.42,0.42,10.523809523809524
1982-05-19,4.33,0.42,10.30952380952381
1982-05-20,4.25,0.42,10.119047619047619
1982-05-21,4.38,0.42,10.428571428571429
1982-05-24,4.38,0.42,10.428571428571429
1982-05-25,4.38,0.42,10.428571428571429
1982-05-26,4.21,0.42,10.023809523809524
1982-05-27,4.17,0.42,9.928571428571429
1982-05-28,4.21,0.42,10.023809523809524
1982-06-01,4.21,0.42,10.023809523809524
1982-06-02,4.29,0.42,10.214285714285715
1982-06-03,4.29,0.42,10.214285714285715
1982-06-04,4.29,0.42,10.214285714285715
1982-06-07,4.29,0.42,10.214285714285715
1982-06-08,4.25,0.42,10.119047619047619
1982-06-09,4.25,0.42,10.119047619047619
1982-06-10,4.29,0.42,10.214285714285715
1982-06-11,4.25,0.42,10.119047619047619
1982-06-14,4.17,0.42,9.928571428571429
1982-06-15,4.21,0.42,10.023809523809524
1982-06-16,4.21,0.42,10.023809523809524
1982-06-17,4.13,0.42,9.833333333333334
1982-06-18,4.17,0.42,9.928571428571429
1982-06-21,4.13,0.42,9.833333333333334
1982-06-22,4.08,0.42,9.714285714285715
1982-06-23,4.04,0.42,9.619047619047619
1982-06-24,4.04,0.42,9.619047619047619
1982-06-25,4.0,0.42,9.523809523809524
1982-06-28,4.13,0.42,9.833333333333334
1982-06-29,4.17,0.42,9.928571428571429
1982-06-30,4.21,0.42,10.023809523809524
1982-07-01,4.25,0.42,10.119047619047619
1982-07-02,4.25,0.42,10.119047619047619
1982-07-06,4.33,0.42,10.30952380952381
1982-07-07,4.29,0.42,10.214285714285715
1982-07-08,4.21,0.42,10.023809523809524
1982-07-09,4.33,0.42,10.30952380952381
1982-07-12,4.33,0.42,10.30952380952381
1982-07-13,4.29,0.42,10.214285714285715
1982-07-14,4.25,0.42,10.119047619047619
1982-07-15,4.25,0.42,10.119047619047619
1982-07-16,4.25,0.42,10.119047619047619
1982-07-19,4.38,0.42,10.428571428571429
1982-07-20,4.38,0.42,10.428571428571429
1982-07-21,4.42,0.42,10.523809523809524
1982-07-22,4.42,0.42,10.523809523809524
1982-07-23,4.38,0.42,10.428571428571429
1982-07-26,4.33,0.42,10.30952380952381
1982-07-27,4.33,0.42,10.30952380952381
1982-07-28,4.21,0.42,10.023809523809524
1982-07-29,4.29,0.42,10.214285714285715
1982-07-30,4.29,0.42,10.214285714285715
1982-08-02,4.29,0.42,10.214285714285715
1982-08-03,4.42,0.42,10.523809523809524
1982-08-04,4.33,0.42,10.30952380952381
1982-08-05,4.33,0.42,10.30952380952381
1982-08-06,4.38,0.42,10.428571428571429
1982-08-09,4.29,0.42,10.214285714285715
