date,TMO,TMO_EPS,PE Ratio
2010-03-24,50.73,2.06,24.626213592233007
2010-03-25,50.4,2.06,24.466019417475728
2010-03-26,50.01,2.06,24.276699029126213
2010-03-29,50.51,2.06,24.519417475728154
2010-03-30,51.66,2.06,25.077669902912618
2010-03-31,51.44,2.06,24.970873786407765
2010-04-01,51.77,2.06,25.131067961165048
2010-04-05,51.87,2.06,25.179611650485434
2010-04-06,51.7,2.06,25.097087378640776
2010-04-07,51.58,2.06,25.03883495145631
2010-04-08,51.43,2.06,24.966019417475728
2010-04-09,52.28,2.06,25.37864077669903
2010-04-12,52.14,2.06,25.310679611650485
2010-04-13,52.31,2.06,25.393203883495147
2010-04-14,53.68,2.06,26.058252427184467
2010-04-15,54.13,2.06,26.276699029126213
2010-04-16,53.26,2.06,25.854368932038835
2010-04-19,53.41,2.06,25.927184466019416
2010-04-20,54.2,2.06,26.310679611650485
2010-04-21,53.56,2.06,26.0
2010-04-22,53.42,2.06,25.932038834951456
2010-04-23,53.7,2.06,26.067961165048544
2010-04-26,54.01,2.06,26.218446601941746
2010-04-27,53.68,2.06,26.058252427184467
2010-04-28,55.93,2.06,27.150485436893202
2010-04-29,55.94,2.06,27.155339805825243
2010-04-30,55.28,2.06,26.83495145631068
2010-05-03,55.48,2.06,26.932038834951452
2010-05-04,54.49,2.06,26.45145631067961
2010-05-05,54.83,2.06,26.61650485436893
2010-05-06,53.33,0.56,95.23214285714285
2010-05-07,51.41,0.56,91.80357142857142
2010-05-10,54.2,0.56,96.78571428571428
2010-05-11,53.75,0.56,95.98214285714285
2010-05-12,54.85,0.56,97.94642857142857
2010-05-13,53.76,0.56,95.99999999999999
2010-05-14,52.51,0.56,93.76785714285712
2010-05-17,52.81,0.56,94.30357142857143
2010-05-18,52.39,0.56,93.55357142857142
2010-05-19,51.81,0.56,92.51785714285714
2010-05-20,49.83,0.56,88.98214285714285
2010-05-21,50.86,0.56,90.82142857142856
2010-05-24,50.97,0.56,91.01785714285714
2010-05-25,50.67,0.56,90.48214285714285
2010-05-26,50.92,0.56,90.92857142857142
2010-05-27,52.73,0.56,94.16071428571428
2010-05-28,52.06,0.56,92.96428571428571
2010-06-01,50.94,0.56,90.96428571428571
2010-06-02,51.92,0.56,92.71428571428571
2010-06-03,52.12,0.56,93.07142857142856
2010-06-04,49.53,0.56,88.44642857142857
2010-06-07,49.72,0.56,88.78571428571428
2010-06-08,49.59,0.56,88.55357142857143
2010-06-09,49.72,0.56,88.78571428571428
2010-06-10,51.72,0.56,92.35714285714285
2010-06-11,51.95,0.56,92.76785714285714
2010-06-14,52.16,0.56,93.14285714285712
2010-06-15,53.48,0.56,95.49999999999999
2010-06-16,53.43,0.56,95.41071428571428
2010-06-17,53.44,0.56,95.42857142857142
2010-06-18,53.66,0.56,95.82142857142856
2010-06-21,53.63,0.56,95.76785714285714
2010-06-22,52.41,0.56,93.5892857142857
2010-06-23,52.35,0.56,93.48214285714285
2010-06-24,50.97,0.56,91.01785714285714
2010-06-25,50.9,0.56,90.89285714285712
2010-06-28,51.05,0.56,91.16071428571428
2010-06-29,49.75,0.56,88.83928571428571
2010-06-30,49.05,0.56,87.5892857142857
2010-07-01,48.16,0.56,85.99999999999999
2010-07-02,47.58,0.56,84.96428571428571
2010-07-06,48.97,0.56,87.44642857142856
2010-07-07,48.64,0.56,86.85714285714285
2010-07-08,48.88,0.56,87.28571428571428
2010-07-09,49.28,0.56,88.0
2010-07-12,48.22,0.56,86.10714285714285
2010-07-13,49.54,0.56,88.46428571428571
2010-07-14,49.74,0.56,88.82142857142857
2010-07-15,50.16,0.56,89.57142857142856
2010-07-16,49.06,0.56,87.60714285714285
2010-07-19,49.07,0.56,87.62499999999999
2010-07-20,49.45,0.56,88.30357142857143
2010-07-21,48.71,0.56,86.98214285714285
2010-07-22,50.38,0.56,89.96428571428571
2010-07-23,51.09,0.56,91.23214285714286
2010-07-26,50.99,0.56,91.05357142857142
2010-07-27,46.17,0.56,82.44642857142857
2010-07-28,46.0,0.56,82.14285714285714
2010-07-29,44.97,0.56,80.30357142857142
2010-07-30,44.86,0.56,80.10714285714285
2010-08-02,45.01,0.56,80.37499999999999
2010-08-03,44.55,0.56,79.55357142857142
2010-08-04,45.46,1.14,39.877192982456144
2010-08-05,44.99,1.14,39.46491228070176
2010-08-06,45.77,1.14,40.14912280701755
2010-08-09,46.0,1.14,40.35087719298246
2010-08-10,45.84,1.14,40.21052631578948
2010-08-11,45.04,1.14,39.50877192982456
2010-08-12,44.5,1.14,39.03508771929825
2010-08-13,44.3,1.14,38.85964912280702
2010-08-16,44.26,1.14,38.824561403508774
2010-08-17,45.52,1.14,39.929824561403514
2010-08-18,45.17,1.14,39.62280701754386
2010-08-19,44.35,1.14,38.90350877192983
2010-08-20,44.2,1.14,38.77192982456141
2010-08-23,44.02,1.14,38.6140350877193
2010-08-24,42.65,1.14,37.41228070175439
2010-08-25,43.34,1.14,38.01754385964913
2010-08-26,42.88,1.14,37.6140350877193
2010-08-27,43.18,1.14,37.877192982456144
2010-08-30,42.35,1.14,37.14912280701755
2010-08-31,42.12,1.14,36.94736842105263
2010-09-01,43.87,1.14,38.48245614035088
2010-09-02,44.21,1.14,38.780701754385966
2010-09-03,45.19,1.14,39.640350877192986
2010-09-07,44.65,1.14,39.16666666666667
2010-09-08,44.52,1.14,39.05263157894738
2010-09-09,45.79,1.14,40.16666666666667
2010-09-10,45.88,1.14,40.245614035087726
2010-09-13,46.7,1.14,40.96491228070176
2010-09-14,46.88,1.14,41.12280701754386
2010-09-15,46.99,1.14,41.21929824561404
2010-09-16,47.03,1.14,41.25438596491229
2010-09-17,47.31,1.14,41.50000000000001
2010-09-20,47.59,1.14,41.745614035087726
2010-09-21,47.92,1.14,42.035087719298254
2010-09-22,48.15,1.14,42.23684210526316
2010-09-23,47.82,1.14,41.94736842105264
2010-09-24,47.9,1.14,42.01754385964912
2010-09-27,47.72,1.14,41.85964912280702
2010-09-28,48.18,1.14,42.26315789473684
2010-09-29,47.85,1.14,41.97368421052632
2010-09-30,47.88,1.14,42.00000000000001
2010-10-01,47.82,1.14,41.94736842105264
2010-10-04,47.38,1.14,41.56140350877194
2010-10-05,48.4,1.14,42.4561403508772
2010-10-06,47.92,1.14,42.035087719298254
2010-10-07,47.6,1.14,41.75438596491229
2010-10-08,47.46,1.14,41.631578947368425
2010-10-11,47.59,1.14,41.745614035087726
2010-10-12,48.46,1.14,42.50877192982457
2010-10-13,49.36,1.14,43.29824561403509
2010-10-14,48.32,1.14,42.385964912280706
2010-10-15,48.79,1.14,42.79824561403509
2010-10-18,49.49,1.14,43.41228070175439
2010-10-19,47.92,1.14,42.035087719298254
2010-10-20,48.86,1.14,42.85964912280702
2010-10-21,49.68,1.14,43.578947368421055
2010-10-22,49.66,1.14,43.56140350877193
2010-10-25,50.23,1.14,44.06140350877193
2010-10-26,50.32,1.14,44.140350877192986
2010-10-27,51.31,1.14,45.00877192982457
2010-10-28,50.98,1.14,44.719298245614034
2010-10-29,51.42,1.14,45.10526315789474
2010-11-01,51.57,1.14,45.236842105263165
2010-11-02,51.46,1.14,45.140350877192986
2010-11-03,52.03,1.14,45.640350877192986
2010-11-04,52.88,1.14,46.385964912280706
2010-11-05,52.38,1.82,28.78021978021978
2010-11-08,51.96,1.82,28.549450549450547
2010-11-09,51.4,1.82,28.24175824175824
2010-11-10,52.36,1.82,28.769230769230766
2010-11-11,52.58,1.82,28.890109890109887
2010-11-12,52.2,1.82,28.681318681318682
2010-11-15,51.35,1.82,28.214285714285715
2010-11-16,50.27,1.82,27.62087912087912
2010-11-17,50.48,1.82,27.736263736263734
2010-11-18,51.25,1.82,28.159340659340657
2010-11-19,51.2,1.82,28.13186813186813
2010-11-22,51.53,1.82,28.313186813186814
2010-11-23,50.69,1.82,27.85164835164835
2010-11-24,51.76,1.82,28.439560439560438
2010-11-26,51.47,1.82,28.280219780219777
2010-11-29,51.08,1.82,28.065934065934066
2010-11-30,50.86,1.82,27.945054945054945
2010-12-01,51.55,1.82,28.32417582417582
2010-12-02,52.5,1.82,28.846153846153847
2010-12-03,52.85,1.82,29.038461538461537
2010-12-06,52.42,1.82,28.802197802197803
2010-12-07,52.33,1.82,28.752747252747252
2010-12-08,52.1,1.82,28.626373626373628
2010-12-09,52.03,1.82,28.587912087912088
2010-12-10,53.04,1.82,29.142857142857142
2010-12-13,55.56,1.82,30.52747252747253
2010-12-14,55.11,1.82,30.280219780219777
2010-12-15,55.37,1.82,30.42307692307692
2010-12-16,55.37,1.82,30.42307692307692
2010-12-17,55.78,1.82,30.64835164835165
2010-12-20,55.54,1.82,30.516483516483515
2010-12-21,55.53,1.82,30.51098901098901
2010-12-22,55.54,1.82,30.516483516483515
2010-12-23,55.77,1.82,30.642857142857142
2010-12-27,55.82,1.82,30.670329670329668
2010-12-28,55.19,1.82,30.32417582417582
2010-12-29,55.74,1.82,30.626373626373628
2010-12-30,55.67,1.82,30.587912087912088
2010-12-31,55.36,1.82,30.417582417582416
2011-01-03,56.46,1.82,31.021978021978022
2011-01-04,56.72,1.82,31.164835164835164
2011-01-05,56.52,1.82,31.054945054945055
2011-01-06,56.58,1.82,31.087912087912088
2011-01-07,56.37,1.82,30.97252747252747
2011-01-10,56.14,1.82,30.846153846153847
2011-01-11,56.06,1.82,30.802197802197803
2011-01-12,56.64,1.82,31.12087912087912
2011-01-13,56.54,1.82,31.065934065934066
2011-01-14,56.65,1.82,31.126373626373624
2011-01-18,56.83,1.82,31.225274725274723
2011-01-19,56.08,1.82,30.81318681318681
2011-01-20,55.29,1.82,30.379120879120876
2011-01-21,55.51,1.82,30.499999999999996
2011-01-24,56.24,1.82,30.9010989010989
2011-01-25,56.91,1.82,31.269230769230766
2011-01-26,57.57,1.82,31.63186813186813
2011-01-27,57.85,1.82,31.785714285714285
2011-01-28,57.01,1.82,31.32417582417582
2011-01-31,57.27,1.82,31.467032967032967
2011-02-01,57.41,1.82,31.54395604395604
2011-02-02,56.06,1.82,30.802197802197803
2011-02-03,55.92,1.82,30.725274725274726
2011-02-04,55.96,1.82,30.747252747252748
2011-02-07,56.03,1.82,30.785714285714285
2011-02-08,55.88,1.82,30.703296703296704
2011-02-09,56.95,1.82,31.291208791208792
2011-02-10,57.0,1.82,31.318681318681318
2011-02-11,57.85,1.82,31.785714285714285
2011-02-14,57.15,1.82,31.401098901098898
2011-02-15,56.62,1.82,31.109890109890106
2011-02-16,57.17,1.82,31.412087912087912
2011-02-17,57.2,1.82,31.42857142857143
2011-02-18,57.68,1.82,31.69230769230769
2011-02-22,56.15,1.82,30.85164835164835
2011-02-23,54.97,1.82,30.2032967032967
2011-02-24,55.33,0.75,73.77333333333333
2011-02-25,55.56,0.75,74.08
2011-02-28,55.82,0.75,74.42666666666666
2011-03-01,55.65,0.75,74.2
2011-03-02,55.96,0.75,74.61333333333333
2011-03-03,57.21,0.75,76.28
2011-03-04,57.02,0.75,76.02666666666667
2011-03-07,56.61,0.75,75.48
2011-03-08,56.9,0.75,75.86666666666666
2011-03-09,55.9,0.75,74.53333333333333
2011-03-10,54.84,0.75,73.12
2011-03-11,55.25,0.75,73.66666666666667
2011-03-14,54.68,0.75,72.90666666666667
2011-03-15,54.08,0.75,72.10666666666667
2011-03-16,52.92,0.75,70.56
2011-03-17,52.62,0.75,70.16
2011-03-18,52.58,0.75,70.10666666666667
2011-03-21,53.75,0.75,71.66666666666667
2011-03-22,53.95,0.75,71.93333333333334
2011-03-23,53.49,0.75,71.32000000000001
2011-03-24,54.19,0.75,72.25333333333333
2011-03-25,54.39,0.75,72.52
2011-03-28,54.22,0.75,72.29333333333334
2011-03-29,54.63,0.75,72.84
2011-03-30,54.91,0.75,73.21333333333332
2011-03-31,55.55,0.75,74.06666666666666
2011-04-01,55.98,0.75,74.64
2011-04-04,55.85,0.75,74.46666666666667
2011-04-05,54.92,0.75,73.22666666666667
2011-04-06,55.53,0.75,74.04
2011-04-07,55.63,0.75,74.17333333333333
2011-04-08,55.81,0.75,74.41333333333334
2011-04-11,55.98,0.75,74.64
2011-04-12,55.44,0.75,73.92
2011-04-13,55.4,0.75,73.86666666666666
2011-04-14,54.87,0.75,73.16
2011-04-15,55.75,0.75,74.33333333333333
2011-04-18,54.6,0.75,72.8
2011-04-19,54.7,0.75,72.93333333333334
2011-04-20,55.97,0.75,74.62666666666667
2011-04-21,56.9,0.75,75.86666666666666
2011-04-25,56.86,0.75,75.81333333333333
2011-04-26,58.08,0.75,77.44
2011-04-27,59.8,0.75,79.73333333333333
2011-04-28,60.16,0.75,80.21333333333332
2011-04-29,59.99,0.75,79.98666666666666
2011-05-02,61.25,0.75,81.66666666666667
2011-05-03,60.64,0.75,80.85333333333334
2011-05-04,60.45,0.75,80.60000000000001
2011-05-05,59.72,0.75,79.62666666666667
2011-05-06,60.36,0.65,92.86153846153846
2011-05-09,60.77,0.65,93.49230769230769
2011-05-10,61.08,0.65,93.96923076923076
2011-05-11,61.34,0.65,94.36923076923077
2011-05-12,61.67,0.65,94.87692307692308
2011-05-13,61.91,0.65,95.24615384615383
2011-05-16,62.31,0.65,95.86153846153846
2011-05-17,61.88,0.65,95.2
2011-05-18,62.74,0.65,96.52307692307693
2011-05-19,65.38,0.65,100.58461538461538
2011-05-20,65.18,0.65,100.27692307692308
2011-05-23,64.39,0.65,99.06153846153846
2011-05-24,64.49,0.65,99.21538461538461
2011-05-25,64.19,0.65,98.75384615384614
2011-05-26,65.31,0.65,100.47692307692307
2011-05-27,65.15,0.65,100.23076923076924
2011-05-31,65.45,0.65,100.6923076923077
2011-06-01,63.86,0.65,98.24615384615385
2011-06-02,63.78,0.65,98.12307692307692
2011-06-03,62.8,0.65,96.61538461538461
2011-06-06,62.3,0.65,95.84615384615384
2011-06-07,62.49,0.65,96.13846153846154
2011-06-08,62.54,0.65,96.21538461538461
2011-06-09,63.53,0.65,97.73846153846154
2011-06-10,62.84,0.65,96.67692307692307
2011-06-13,62.39,0.65,95.98461538461538
2011-06-14,63.09,0.65,97.06153846153846
2011-06-15,61.33,0.65,94.35384615384615
2011-06-16,60.68,0.65,93.35384615384615
2011-06-17,62.22,0.65,95.72307692307692
2011-06-20,62.8,0.65,96.61538461538461
2011-06-21,63.98,0.65,98.43076923076923
2011-06-22,63.7,0.65,98.0
2011-06-23,63.56,0.65,97.78461538461538
2011-06-24,62.51,0.65,96.16923076923077
2011-06-27,63.32,0.65,97.41538461538461
2011-06-28,64.3,0.65,98.92307692307692
2011-06-29,64.07,0.65,98.56923076923076
2011-06-30,64.39,0.65,99.06153846153846
2011-07-01,65.01,0.65,100.01538461538462
2011-07-05,64.98,0.65,99.96923076923078
2011-07-06,65.25,0.65,100.38461538461539
2011-07-07,65.57,0.65,100.87692307692306
2011-07-08,64.78,0.65,99.66153846153846
2011-07-11,62.76,0.65,96.55384615384615
2011-07-12,62.49,0.65,96.13846153846154
2011-07-13,62.51,0.65,96.16923076923077
2011-07-14,62.34,0.65,95.90769230769232
2011-07-15,63.22,0.65,97.26153846153845
2011-07-18,62.5,0.65,96.15384615384615
2011-07-19,63.53,0.65,97.73846153846154
2011-07-20,63.65,0.65,97.92307692307692
2011-07-21,65.1,0.65,100.15384615384615
2011-07-22,64.93,0.65,99.8923076923077
2011-07-25,64.06,0.65,98.55384615384615
2011-07-26,61.55,0.65,94.69230769230768
2011-07-27,60.03,0.65,92.35384615384615
2011-07-28,60.29,0.65,92.75384615384615
2011-07-29,60.09,0.65,92.44615384615385
2011-08-01,57.63,0.65,88.66153846153846
2011-08-02,56.35,0.65,86.6923076923077
2011-08-03,56.63,0.65,87.12307692307692
2011-08-04,54.25,0.65,83.46153846153845
2011-08-05,53.82,1.36,39.5735294117647
2011-08-08,50.01,1.36,36.772058823529406
2011-08-09,52.04,1.36,38.264705882352935
2011-08-10,50.0,1.36,36.76470588235294
2011-08-11,52.59,1.36,38.669117647058826
2011-08-12,53.64,1.36,39.44117647058823
2011-08-15,54.91,1.36,40.37499999999999
2011-08-16,54.02,1.36,39.720588235294116
2011-08-17,54.37,1.36,39.97794117647059
2011-08-18,51.07,1.36,37.55147058823529
2011-08-19,50.46,1.36,37.10294117647059
2011-08-22,50.11,1.36,36.845588235294116
2011-08-23,52.16,1.36,38.35294117647058
2011-08-24,53.66,1.36,39.455882352941174
2011-08-25,52.62,1.36,38.69117647058823
2011-08-26,53.42,1.36,39.279411764705884
2011-08-29,54.88,1.36,40.35294117647059
2011-08-30,54.77,1.36,40.27205882352941
2011-08-31,54.93,1.36,40.389705882352935
2011-09-01,54.48,1.36,40.05882352941176
2011-09-02,52.34,1.36,38.48529411764706
2011-09-06,52.02,1.36,38.25
2011-09-07,54.22,1.36,39.86764705882353
2011-09-08,52.69,1.36,38.74264705882352
2011-09-09,50.49,1.36,37.125
2011-09-12,51.09,1.36,37.56617647058823
2011-09-13,52.18,1.36,38.36764705882353
2011-09-14,53.25,1.36,39.15441176470588
2011-09-15,54.58,1.36,40.132352941176464
2011-09-16,54.51,1.36,40.080882352941174
2011-09-19,53.21,1.36,39.125
2011-09-20,53.38,1.36,39.25
2011-09-21,51.34,1.36,37.75
2011-09-22,49.77,1.36,36.595588235294116
2011-09-23,50.94,1.36,37.455882352941174
2011-09-26,50.91,1.36,37.43382352941176
2011-09-27,52.01,1.36,38.24264705882352
2011-09-28,50.85,1.36,37.38970588235294
2011-09-29,51.5,1.36,37.86764705882353
2011-09-30,50.64,1.36,37.23529411764706
2011-10-03,49.1,1.36,36.10294117647059
2011-10-04,50.57,1.36,37.18382352941176
2011-10-05,52.82,1.36,38.838235294117645
2011-10-06,53.67,1.36,39.463235294117645
2011-10-07,50.49,1.36,37.125
2011-10-10,52.36,1.36,38.5
2011-10-11,53.76,1.36,39.52941176470588
2011-10-12,54.65,1.36,40.18382352941176
2011-10-13,53.93,1.36,39.65441176470588
2011-10-14,53.29,1.36,39.18382352941176
2011-10-17,51.59,1.36,37.93382352941176
2011-10-18,52.44,1.36,38.55882352941176
2011-10-19,51.11,1.36,37.580882352941174
2011-10-20,51.9,1.36,38.16176470588235
2011-10-21,53.26,1.36,39.16176470588235
2011-10-24,54.47,1.36,40.05147058823529
2011-10-25,53.23,1.36,39.139705882352935
2011-10-26,48.36,1.36,35.55882352941176
2011-10-27,50.65,1.36,37.24264705882353
2011-10-28,51.4,1.36,37.79411764705882
2011-10-31,50.27,1.36,36.963235294117645
2011-11-01,48.61,1.36,35.74264705882353
2011-11-02,49.75,1.36,36.580882352941174
2011-11-03,50.25,1.36,36.9485294117647
2011-11-04,48.86,0.71,68.8169014084507
2011-11-07,49.52,0.71,69.74647887323944
2011-11-08,50.42,0.71,71.01408450704226
2011-11-09,48.55,0.71,68.38028169014085
2011-11-10,47.73,0.71,67.22535211267605
2011-11-11,48.81,0.71,68.74647887323944
2011-11-14,48.65,0.71,68.52112676056338
2011-11-15,49.34,0.71,69.49295774647888
2011-11-16,48.41,0.71,68.1830985915493
2011-11-17,46.8,0.71,65.91549295774648
2011-11-18,45.9,0.71,64.64788732394366
2011-11-21,45.06,0.71,63.464788732394375
2011-11-22,45.11,0.71,63.53521126760564
2011-11-23,44.47,0.71,62.63380281690141
2011-11-25,44.42,0.71,62.563380281690144
2011-11-28,45.6,0.71,64.22535211267606
2011-11-29,46.09,0.71,64.91549295774648
2011-11-30,47.25,0.71,66.54929577464789
2011-12-01,47.04,0.71,66.25352112676056
2011-12-02,46.54,0.71,65.54929577464789
2011-12-05,46.78,0.71,65.88732394366198
2011-12-06,47.18,0.71,66.45070422535211
2011-12-07,46.98,0.71,66.16901408450704
2011-12-08,45.29,0.71,63.7887323943662
2011-12-09,45.64,0.71,64.28169014084507
2011-12-12,45.13,0.71,63.56338028169015
2011-12-13,44.69,0.71,62.943661971830984
2011-12-14,43.75,0.71,61.61971830985916
2011-12-15,44.15,0.71,62.183098591549296
2011-12-16,43.84,0.71,61.74647887323945
2011-12-19,43.54,0.71,61.32394366197183
2011-12-20,44.93,0.71,63.28169014084507
2011-12-21,44.66,0.71,62.901408450704224
2011-12-22,45.61,0.71,64.23943661971832
2011-12-23,45.69,0.71,64.35211267605634
2011-12-27,45.5,0.71,64.08450704225352
2011-12-28,44.23,0.71,62.29577464788732
2011-12-29,44.95,0.71,63.30985915492958
2011-12-30,44.97,0.71,63.33802816901409
2012-01-03,46.9,0.71,66.05633802816901
2012-01-04,45.95,0.71,64.71830985915494
2012-01-05,46.34,0.71,65.26760563380283
2012-01-06,47.62,0.71,67.07042253521126
2012-01-09,47.67,0.71,67.14084507042254
2012-01-10,49.07,0.71,69.11267605633803
2012-01-11,49.97,0.71,70.38028169014085
2012-01-12,49.78,0.71,70.11267605633803
2012-01-13,49.35,0.71,69.50704225352113
2012-01-17,49.86,0.71,70.22535211267606
2012-01-18,51.19,0.71,72.09859154929578
2012-01-19,51.84,0.71,73.01408450704226
2012-01-20,51.14,0.71,72.02816901408451
2012-01-23,51.83,0.71,73.0
2012-01-24,52.48,0.71,73.91549295774648
2012-01-25,53.54,0.71,75.40845070422536
2012-01-26,52.31,0.71,73.67605633802818
2012-01-27,52.46,0.71,73.88732394366198
2012-01-30,52.45,0.71,73.87323943661973
2012-01-31,52.9,0.71,74.50704225352113
2012-02-01,54.71,0.71,77.05633802816902
2012-02-02,54.8,0.71,77.1830985915493
2012-02-03,56.29,0.71,79.28169014084507
2012-02-06,55.74,0.71,78.50704225352113
2012-02-07,55.36,0.71,77.9718309859155
2012-02-08,56.0,0.71,78.87323943661973
2012-02-09,56.07,0.71,78.9718309859155
2012-02-10,55.52,0.71,78.19718309859155
2012-02-13,55.7,0.71,78.45070422535213
2012-02-14,55.85,0.71,78.66197183098592
2012-02-15,55.86,0.71,78.67605633802818
2012-02-16,56.62,0.71,79.74647887323944
2012-02-17,56.38,0.71,79.40845070422536
2012-02-21,55.92,0.71,78.7605633802817
2012-02-22,55.84,0.71,78.64788732394366
2012-02-23,56.12,0.71,79.04225352112677
2012-02-24,56.66,0.71,79.80281690140845
2012-02-27,56.43,0.71,79.47887323943662
2012-02-28,57.24,0.71,80.61971830985917
2012-02-29,56.62,0.77,73.53246753246752
2012-03-01,57.18,0.77,74.25974025974025
2012-03-02,57.25,0.77,74.35064935064935
2012-03-05,56.56,0.77,73.45454545454545
2012-03-06,55.43,0.77,71.98701298701299
2012-03-07,55.25,0.77,71.75324675324676
2012-03-08,56.09,0.77,72.84415584415585
2012-03-09,56.27,0.77,73.07792207792208
2012-03-12,55.39,0.77,71.93506493506493
2012-03-13,57.08,0.77,74.12987012987013
2012-03-14,57.76,0.77,75.01298701298701
2012-03-15,58.0,0.77,75.32467532467533
2012-03-16,57.91,0.77,75.2077922077922
2012-03-19,57.93,0.77,75.23376623376623
2012-03-20,57.25,0.77,74.35064935064935
2012-03-21,56.98,0.77,74.0
2012-03-22,56.45,0.77,73.31168831168831
2012-03-23,56.75,0.77,73.7012987012987
2012-03-26,58.15,0.77,75.51948051948051
2012-03-27,57.63,0.77,74.84415584415585
2012-03-28,56.54,0.77,73.42857142857143
2012-03-29,56.06,0.77,72.8051948051948
2012-03-30,56.38,0.77,73.22077922077922
2012-04-02,56.38,0.77,73.22077922077922
2012-04-03,56.17,0.77,72.94805194805195
2012-04-04,55.58,0.77,72.18181818181817
2012-04-05,55.89,0.77,72.58441558441558
2012-04-09,54.53,0.77,70.81818181818181
2012-04-10,53.11,0.77,68.97402597402598
2012-04-11,53.36,0.77,69.2987012987013
2012-04-12,55.12,0.77,71.58441558441558
2012-04-13,54.1,0.77,70.25974025974025
2012-04-16,53.64,0.77,69.66233766233766
2012-04-17,54.08,0.77,70.23376623376623
2012-04-18,54.52,0.77,70.8051948051948
2012-04-19,54.37,0.77,70.6103896103896
2012-04-20,54.14,0.77,70.31168831168831
2012-04-23,53.75,0.77,69.8051948051948
2012-04-24,52.74,0.77,68.4935064935065
2012-04-25,55.07,0.77,71.51948051948052
2012-04-26,54.91,0.77,71.3116883116883
2012-04-27,54.91,0.77,71.3116883116883
2012-04-30,55.65,0.77,72.27272727272727
2012-05-01,56.11,0.77,72.87012987012987
2012-05-02,55.61,0.77,72.22077922077922
2012-05-03,55.24,0.77,71.74025974025975
2012-05-04,54.03,0.76,71.09210526315789
2012-05-07,54.03,0.76,71.09210526315789
2012-05-08,53.79,0.76,70.77631578947368
2012-05-09,53.34,0.76,70.1842105263158
2012-05-10,53.46,0.76,70.34210526315789
2012-05-11,53.3,0.76,70.13157894736841
2012-05-14,52.54,0.76,69.13157894736842
2012-05-15,51.83,0.76,68.19736842105263
2012-05-16,51.54,0.76,67.8157894736842
2012-05-17,51.15,0.76,67.30263157894737
2012-05-18,50.54,0.76,66.5
2012-05-21,51.92,0.76,68.3157894736842
2012-05-22,51.34,0.76,67.55263157894737
2012-05-23,50.98,0.76,67.07894736842104
2012-05-24,52.21,0.76,68.69736842105263
2012-05-25,51.68,0.76,68.0
2012-05-29,51.72,0.76,68.05263157894737
2012-05-30,51.17,0.76,67.32894736842105
2012-05-31,50.48,0.76,66.42105263157895
2012-06-01,49.13,0.76,64.64473684210526
2012-06-04,48.63,0.76,63.98684210526316
2012-06-05,49.38,0.76,64.97368421052632
2012-06-06,50.11,0.76,65.9342105263158
2012-06-07,50.65,0.76,66.64473684210526
2012-06-08,50.87,0.76,66.93421052631578
2012-06-11,49.72,0.76,65.42105263157895
2012-06-12,50.31,0.76,66.19736842105263
2012-06-13,49.86,0.76,65.60526315789474
2012-06-14,50.64,0.76,66.63157894736842
2012-06-15,51.23,0.76,67.4078947368421
2012-06-18,50.9,0.76,66.97368421052632
2012-06-19,51.92,0.76,68.3157894736842
2012-06-20,51.63,0.76,67.9342105263158
2012-06-21,50.4,0.76,66.3157894736842
2012-06-22,51.04,0.76,67.15789473684211
2012-06-25,49.83,0.76,65.5657894736842
2012-06-26,49.54,0.76,65.18421052631578
2012-06-27,50.89,0.76,66.96052631578948
2012-06-28,50.55,0.76,66.51315789473684
2012-06-29,51.91,0.76,68.30263157894737
2012-07-02,51.38,0.76,67.60526315789474
2012-07-03,52.8,0.76,69.47368421052632
2012-07-05,52.59,0.76,69.19736842105263
2012-07-06,51.43,0.76,67.67105263157895
2012-07-09,51.58,0.76,67.86842105263158
2012-07-10,51.18,0.76,67.34210526315789
2012-07-11,51.72,0.76,68.05263157894737
2012-07-12,51.45,0.76,67.69736842105263
2012-07-13,52.04,0.76,68.47368421052632
2012-07-16,51.9,0.76,68.28947368421052
2012-07-17,52.32,0.76,68.84210526315789
2012-07-18,53.23,0.76,70.03947368421052
2012-07-19,53.03,0.76,69.77631578947368
2012-07-20,52.05,0.76,68.48684210526315
2012-07-23,50.7,0.76,66.71052631578948
2012-07-24,49.78,0.76,65.5
2012-07-25,54.14,0.76,71.23684210526316
2012-07-26,54.69,0.76,71.96052631578947
2012-07-27,56.1,0.76,73.8157894736842
2012-07-30,56.06,0.76,73.76315789473685
2012-07-31,55.67,0.76,73.25
2012-08-01,55.66,0.76,73.23684210526315
2012-08-02,54.39,0.76,71.5657894736842
2012-08-03,56.6,0.63,89.84126984126985
2012-08-06,56.58,0.63,89.80952380952381
2012-08-07,57.15,0.63,90.71428571428571
2012-08-08,57.3,0.63,90.95238095238095
2012-08-09,56.95,0.63,90.3968253968254
2012-08-10,57.07,0.63,90.58730158730158
2012-08-13,56.99,0.63,90.46031746031747
2012-08-14,56.71,0.63,90.01587301587301
2012-08-15,57.56,0.63,91.36507936507937
2012-08-16,56.55,0.63,89.76190476190476
2012-08-17,56.61,0.63,89.85714285714286
2012-08-20,56.56,0.63,89.77777777777779
2012-08-21,56.38,0.63,89.4920634920635
2012-08-22,56.56,0.63,89.77777777777779
2012-08-23,56.31,0.63,89.38095238095238
2012-08-24,56.59,0.63,89.82539682539684
