date,WM,WM_EPS,PE Ratio
1989-05-15,2.38,0.08,29.749999999999996
1989-05-16,2.38,0.08,29.749999999999996
1989-05-17,2.38,0.08,29.749999999999996
1989-05-18,2.38,0.08,29.749999999999996
1989-05-19,2.38,0.08,29.749999999999996
1989-05-22,2.38,0.08,29.749999999999996
1989-05-23,2.38,0.08,29.749999999999996
1989-05-24,2.5,0.08,31.25
1989-05-25,2.5,0.08,31.25
1989-05-26,2.5,0.08,31.25
1989-05-30,2.38,0.08,29.749999999999996
1989-05-31,2.38,0.08,29.749999999999996
1989-06-01,2.38,0.08,29.749999999999996
1989-06-02,2.25,0.08,28.125
1989-06-05,2.25,0.08,28.125
1989-06-06,2.25,0.08,28.125
1989-06-07,2.25,0.08,28.125
1989-06-08,2.25,0.08,28.125
1989-06-09,2.13,0.08,26.624999999999996
1989-06-12,2.13,0.08,26.624999999999996
1989-06-13,2.13,0.08,26.624999999999996
1989-06-14,2.13,0.08,26.624999999999996
1989-06-15,2.13,0.08,26.624999999999996
1989-06-16,2.13,0.08,26.624999999999996
1989-06-19,2.13,0.08,26.624999999999996
1989-06-20,2.13,0.08,26.624999999999996
1989-06-21,1.88,0.08,23.499999999999996
1989-06-22,1.88,0.08,23.499999999999996
1989-06-23,1.88,0.08,23.499999999999996
1989-06-26,1.88,0.08,23.499999999999996
1989-06-27,1.88,0.08,23.499999999999996
1989-06-28,1.88,0.08,23.499999999999996
1989-06-29,1.88,0.08,23.499999999999996
1989-06-30,1.88,0.08,23.499999999999996
1989-07-03,1.88,0.08,23.499999999999996
1989-07-05,1.88,0.08,23.499999999999996
1989-07-06,1.88,0.08,23.499999999999996
1989-07-07,1.88,0.08,23.499999999999996
1989-07-10,1.88,0.08,23.499999999999996
1989-07-11,1.88,0.08,23.499999999999996
1989-07-12,1.88,0.08,23.499999999999996
1989-07-13,2.0,0.08,25.0
1989-07-14,2.0,0.08,25.0
1989-07-17,2.0,0.08,25.0
1989-07-18,2.0,0.08,25.0
1989-07-19,1.88,0.08,23.499999999999996
1989-07-20,1.88,0.08,23.499999999999996
1989-07-21,1.75,0.08,21.875
1989-07-24,1.75,0.08,21.875
1989-07-25,1.75,0.08,21.875
1989-07-26,1.88,0.08,23.499999999999996
1989-07-27,1.88,0.08,23.499999999999996
1989-07-28,1.88,0.08,23.499999999999996
1989-07-31,1.88,0.08,23.499999999999996
1989-08-01,1.88,0.08,23.499999999999996
1989-08-02,1.88,0.08,23.499999999999996
1989-08-03,1.88,0.08,23.499999999999996
1989-08-04,1.88,0.08,23.499999999999996
1989-08-07,1.88,0.08,23.499999999999996
1989-08-08,2.0,0.08,25.0
1989-08-09,1.88,0.08,23.499999999999996
1989-08-10,1.88,0.08,23.499999999999996
1989-08-11,1.88,0.08,23.499999999999996
1989-08-14,1.88,0.08,23.499999999999996
1989-08-15,1.88,0.08,23.499999999999996
1989-08-16,1.75,0.08,21.875
1989-08-17,1.75,0.08,21.875
1989-08-18,1.63,0.08,20.375
1989-08-21,1.75,0.08,21.875
1989-08-22,1.75,0.08,21.875
1989-08-23,1.75,0.08,21.875
1989-08-24,1.63,0.08,20.375
1989-08-25,1.75,0.08,21.875
1989-08-28,1.75,0.08,21.875
1989-08-29,1.75,0.08,21.875
1989-08-30,1.75,0.08,21.875
1989-08-31,1.75,0.08,21.875
1989-09-01,1.75,0.08,21.875
1989-09-05,1.75,0.08,21.875
1989-09-06,1.75,0.08,21.875
1989-09-07,1.75,0.08,21.875
1989-09-08,1.88,0.08,23.499999999999996
1989-09-11,1.88,0.08,23.499999999999996
1989-09-12,1.88,0.08,23.499999999999996
1989-09-13,1.75,0.08,21.875
1989-09-14,1.75,0.08,21.875
1989-09-15,1.75,0.08,21.875
1989-09-18,1.75,0.08,21.875
1989-09-19,1.63,0.08,20.375
1989-09-20,1.63,0.08,20.375
1989-09-21,1.5,0.08,18.75
1989-09-22,1.5,0.08,18.75
1989-09-25,1.63,0.08,20.375
1989-09-26,1.63,0.08,20.375
1989-09-27,1.63,0.08,20.375
1989-09-28,1.63,0.08,20.375
1989-09-29,2.0,0.08,25.0
1989-10-02,2.38,0.08,29.749999999999996
1989-10-03,2.5,0.08,31.25
1989-10-04,2.25,0.08,28.125
1989-10-05,2.25,0.08,28.125
1989-10-06,2.5,0.08,31.25
1989-10-09,2.38,0.08,29.749999999999996
1989-10-10,2.13,0.08,26.624999999999996
1989-10-11,2.13,0.08,26.624999999999996
1989-10-12,2.13,0.08,26.624999999999996
1989-10-13,2.0,0.08,25.0
1989-10-16,1.88,0.08,23.499999999999996
1989-10-17,2.0,0.08,25.0
1989-10-18,2.0,0.08,25.0
1989-10-19,2.13,0.08,26.624999999999996
1989-10-20,2.0,0.08,25.0
1989-10-23,2.0,0.08,25.0
1989-10-24,2.0,0.08,25.0
1989-10-25,2.0,0.08,25.0
1989-10-26,2.0,0.08,25.0
1989-10-27,1.88,0.08,23.499999999999996
1989-10-30,1.88,0.08,23.499999999999996
1989-10-31,1.88,0.08,23.499999999999996
1989-11-01,1.88,0.08,23.499999999999996
1989-11-02,1.88,0.08,23.499999999999996
1989-11-03,1.88,0.08,23.499999999999996
1989-11-06,1.88,0.08,23.499999999999996
1989-11-07,1.88,0.08,23.499999999999996
1989-11-08,1.88,0.08,23.499999999999996
1989-11-09,1.75,0.08,21.875
1989-11-10,1.75,0.08,21.875
1989-11-13,1.75,0.08,21.875
1989-11-14,1.75,0.08,21.875
1989-11-15,1.75,0.08,21.875
1989-11-16,1.75,0.08,21.875
1989-11-17,1.75,0.08,21.875
1989-11-20,1.88,0.08,23.499999999999996
1989-11-21,1.88,0.08,23.499999999999996
1989-11-22,1.88,0.08,23.499999999999996
1989-11-24,1.88,0.08,23.499999999999996
1989-11-27,1.88,0.08,23.499999999999996
1989-11-28,1.88,0.08,23.499999999999996
1989-11-29,2.0,0.08,25.0
1989-11-30,2.0,0.08,25.0
1989-12-01,2.0,0.08,25.0
1989-12-04,2.0,0.08,25.0
1989-12-05,2.0,0.08,25.0
1989-12-06,2.0,0.08,25.0
1989-12-07,2.0,0.08,25.0
1989-12-08,2.0,0.08,25.0
1989-12-11,2.0,0.08,25.0
1989-12-12,2.0,0.08,25.0
1989-12-13,2.0,0.08,25.0
1989-12-14,2.0,0.08,25.0
1989-12-15,1.88,0.08,23.499999999999996
1989-12-18,1.75,0.08,21.875
1989-12-19,1.88,0.08,23.499999999999996
1989-12-20,1.75,0.08,21.875
1989-12-21,1.63,0.08,20.375
1989-12-22,1.5,0.08,18.75
1989-12-26,1.5,0.08,18.75
1989-12-27,1.5,0.08,18.75
1989-12-28,1.5,0.08,18.75
1989-12-29,1.5,0.08,18.75
1990-01-02,1.5,0.08,18.75
1990-01-03,1.5,0.08,18.75
1990-01-04,1.5,0.08,18.75
1990-01-05,1.63,0.08,20.375
1990-01-08,1.63,0.08,20.375
1990-01-09,1.5,0.08,18.75
1990-01-10,1.5,0.08,18.75
1990-01-11,1.5,0.08,18.75
1990-01-12,1.5,0.08,18.75
1990-01-15,1.63,0.08,20.375
1990-01-16,1.5,0.08,18.75
1990-01-17,1.63,0.08,20.375
1990-01-18,1.63,0.08,20.375
1990-01-19,1.63,0.08,20.375
1990-01-22,1.63,0.08,20.375
1990-01-23,1.63,0.08,20.375
1990-01-24,1.5,0.08,18.75
1990-01-25,1.5,0.08,18.75
1990-01-26,1.5,0.08,18.75
1990-01-29,1.5,0.08,18.75
1990-01-30,1.38,0.08,17.25
1990-01-31,1.38,0.08,17.25
1990-02-01,1.38,0.08,17.25
1990-02-02,1.38,0.08,17.25
1990-02-05,1.5,0.08,18.75
1990-02-06,1.38,0.08,17.25
1990-02-07,1.38,0.08,17.25
1990-02-08,1.38,0.08,17.25
1990-02-09,1.38,0.08,17.25
1990-02-12,1.38,0.08,17.25
1990-02-13,1.38,0.08,17.25
1990-02-14,1.38,0.08,17.25
1990-02-15,1.38,0.08,17.25
1990-02-16,1.38,0.08,17.25
1990-02-20,1.38,0.08,17.25
1990-02-21,1.38,0.08,17.25
1990-02-22,1.38,0.08,17.25
1990-02-23,1.38,0.08,17.25
1990-02-26,1.38,0.08,17.25
1990-02-27,1.5,0.08,18.75
1990-02-28,1.5,0.08,18.75
1990-03-01,1.5,0.08,18.75
1990-03-02,1.5,0.08,18.75
1990-03-05,1.5,0.08,18.75
1990-03-06,1.5,0.08,18.75
1990-03-07,1.5,0.08,18.75
1990-03-08,1.5,0.08,18.75
1990-03-09,1.5,0.08,18.75
1990-03-12,1.63,0.08,20.375
1990-03-13,1.75,0.08,21.875
1990-03-14,2.0,0.08,25.0
1990-03-15,2.0,0.08,25.0
1990-03-16,2.0,0.08,25.0
1990-03-19,2.13,0.08,26.624999999999996
1990-03-20,2.13,0.08,26.624999999999996
1990-03-21,2.13,0.08,26.624999999999996
1990-03-22,2.0,0.08,25.0
1990-03-23,1.88,0.08,23.499999999999996
1990-03-26,2.0,0.08,25.0
1990-03-27,2.0,0.08,25.0
1990-03-28,2.0,0.08,25.0
1990-03-29,2.13,0.08,26.624999999999996
1990-03-30,2.25,0.08,28.125
1990-04-02,2.25,0.08,28.125
1990-04-03,2.38,0.08,29.749999999999996
1990-04-04,2.38,0.08,29.749999999999996
1990-04-05,2.63,0.08,32.875
1990-04-06,2.5,0.08,31.25
1990-04-09,2.38,0.08,29.749999999999996
1990-04-10,2.38,0.08,29.749999999999996
1990-04-11,2.38,0.08,29.749999999999996
1990-04-12,2.25,0.08,28.125
1990-04-16,2.13,0.08,26.624999999999996
1990-04-17,2.13,0.08,26.624999999999996
1990-04-18,2.0,0.08,25.0
1990-04-19,2.0,0.08,25.0
1990-04-20,2.0,0.08,25.0
1990-04-23,1.88,0.08,23.499999999999996
1990-04-24,1.88,0.08,23.499999999999996
1990-04-25,1.88,0.08,23.499999999999996
1990-04-26,1.88,0.08,23.499999999999996
1990-04-27,1.88,0.08,23.499999999999996
1990-04-30,1.88,0.08,23.499999999999996
1990-05-01,1.75,0.08,21.875
1990-05-02,1.75,0.08,21.875
1990-05-03,1.75,0.08,21.875
1990-05-04,1.75,0.08,21.875
1990-05-07,1.88,0.08,23.499999999999996
1990-05-08,1.88,0.08,23.499999999999996
1990-05-09,1.88,0.08,23.499999999999996
1990-05-10,1.88,0.08,23.499999999999996
1990-05-11,1.88,0.08,23.499999999999996
1990-05-14,1.88,0.08,23.499999999999996
1990-05-15,2.0,0.08,25.0
1990-05-16,1.88,0.08,23.499999999999996
1990-05-17,1.88,0.08,23.499999999999996
1990-05-18,1.88,0.08,23.499999999999996
1990-05-21,1.88,0.08,23.499999999999996
1990-05-22,1.88,0.08,23.499999999999996
1990-05-23,1.88,0.08,23.499999999999996
1990-05-24,2.0,0.08,25.0
1990-05-25,2.0,0.08,25.0
1990-05-29,1.88,0.08,23.499999999999996
1990-05-30,1.88,0.08,23.499999999999996
1990-05-31,1.88,0.08,23.499999999999996
1990-06-01,2.0,0.08,25.0
1990-06-04,2.13,0.08,26.624999999999996
1990-06-05,2.38,0.08,29.749999999999996
1990-06-06,3.0,0.08,37.5
1990-06-07,2.88,0.08,36.0
1990-06-08,2.88,0.08,36.0
1990-06-11,3.0,0.08,37.5
1990-06-12,3.25,0.08,40.625
1990-06-13,3.38,0.08,42.25
1990-06-14,3.5,0.08,43.75
1990-06-15,3.5,0.08,43.75
1990-06-18,3.63,0.08,45.375
1990-06-19,3.25,0.08,40.625
1990-06-20,3.25,0.08,40.625
1990-06-21,3.13,0.08,39.125
1990-06-22,3.13,0.08,39.125
1990-06-25,3.25,0.08,40.625
1990-06-26,3.25,0.08,40.625
1990-06-27,3.5,0.08,43.75
1990-06-28,3.63,0.08,45.375
1990-06-29,3.88,0.08,48.5
1990-07-02,3.75,0.08,46.875
1990-07-03,3.75,0.08,46.875
1990-07-05,3.63,0.08,45.375
1990-07-06,3.63,0.08,45.375
1990-07-09,3.88,0.08,48.5
1990-07-10,3.75,0.08,46.875
1990-07-11,3.88,0.08,48.5
1990-07-12,4.0,0.08,50.0
1990-07-13,5.38,0.08,67.25
1990-07-16,5.13,0.08,64.125
1990-07-17,4.63,0.08,57.875
1990-07-18,4.5,0.08,56.25
1990-07-19,4.38,0.08,54.75
1990-07-20,4.5,0.08,56.25
1990-07-23,4.63,0.08,57.875
1990-07-24,5.38,0.08,67.25
1990-07-25,5.75,0.08,71.875
1990-07-26,5.75,0.08,71.875
1990-07-27,6.0,0.08,75.0
1990-07-30,6.0,0.08,75.0
1990-07-31,6.0,0.08,75.0
1990-08-01,5.88,0.08,73.5
1990-08-02,5.13,0.08,64.125
1990-08-03,5.0,0.08,62.5
1990-08-06,4.88,0.08,61.0
1990-08-07,4.88,0.08,61.0
1990-08-08,4.88,0.08,61.0
1990-08-09,5.13,0.08,64.125
1990-08-10,5.38,0.08,67.25
1990-08-13,5.38,0.08,67.25
1990-08-14,5.5,0.08,68.75
1990-08-15,5.5,0.08,68.75
1990-08-16,5.25,0.08,65.625
1990-08-17,4.88,0.08,61.0
1990-08-20,4.88,0.08,61.0
1990-08-21,4.75,0.08,59.375
1990-08-22,4.63,0.08,57.875
1990-08-23,4.25,0.08,53.125
1990-08-24,4.13,0.08,51.625
1990-08-27,4.25,0.08,53.125
1990-08-28,4.38,0.08,54.75
1990-08-29,4.5,0.08,56.25
1990-08-30,4.5,0.08,56.25
1990-08-31,4.63,0.08,57.875
1990-09-04,4.38,0.08,54.75
1990-09-05,4.5,0.08,56.25
1990-09-06,4.38,0.08,54.75
1990-09-07,4.38,0.08,54.75
1990-09-10,4.38,0.08,54.75
1990-09-11,4.38,0.08,54.75
1990-09-12,4.5,0.08,56.25
1990-09-13,4.38,0.08,54.75
1990-09-14,4.38,0.08,54.75
1990-09-17,4.38,0.08,54.75
1990-09-18,4.5,0.08,56.25
1990-09-19,4.5,0.08,56.25
1990-09-20,4.5,0.08,56.25
1990-09-21,4.75,0.08,59.375
1990-09-24,4.75,0.08,59.375
1990-09-25,5.13,0.08,64.125
1990-09-26,5.0,0.08,62.5
1990-09-27,4.75,0.08,59.375
1990-09-28,4.75,0.08,59.375
1990-10-01,5.25,0.08,65.625
1990-10-02,5.0,0.08,62.5
1990-10-03,4.75,0.08,59.375
1990-10-04,4.88,0.08,61.0
1990-10-05,5.13,0.08,64.125
1990-10-08,5.0,0.08,62.5
1990-10-09,4.88,0.08,61.0
1990-10-10,4.88,0.08,61.0
1990-10-11,4.75,0.08,59.375
1990-10-12,4.75,0.08,59.375
1990-10-15,4.63,0.08,57.875
1990-10-16,4.63,0.08,57.875
1990-10-17,4.75,0.08,59.375
1990-10-18,4.75,0.08,59.375
1990-10-19,4.75,0.08,59.375
1990-10-22,4.75,0.08,59.375
1990-10-23,5.25,0.08,65.625
1990-10-24,5.13,0.08,64.125
1990-10-25,5.13,0.08,64.125
1990-10-26,5.13,0.08,64.125
1990-10-29,5.13,0.08,64.125
1990-10-30,5.13,0.08,64.125
1990-10-31,5.63,0.08,70.375
1990-11-01,5.63,0.08,70.375
1990-11-02,5.63,0.08,70.375
1990-11-05,5.63,0.08,70.375
1990-11-06,5.63,0.08,70.375
1990-11-07,5.63,0.08,70.375
1990-11-08,5.5,0.08,68.75
1990-11-09,5.5,0.08,68.75
1990-11-12,5.38,0.08,67.25
1990-11-13,5.38,0.08,67.25
1990-11-14,5.38,0.08,67.25
1990-11-15,5.38,0.08,67.25
1990-11-16,5.25,0.08,65.625
1990-11-19,5.25,0.08,65.625
1990-11-20,5.25,0.08,65.625
1990-11-21,5.25,0.08,65.625
1990-11-23,5.25,0.08,65.625
1990-11-26,5.25,0.08,65.625
1990-11-27,5.13,0.08,64.125
1990-11-28,5.13,0.08,64.125
1990-11-29,5.0,0.08,62.5
1990-11-30,5.25,0.08,65.625
1990-12-03,5.25,0.08,65.625
1990-12-04,5.25,0.08,65.625
1990-12-05,5.38,0.08,67.25
1990-12-06,5.38,0.08,67.25
1990-12-07,5.38,0.08,67.25
1990-12-10,5.38,0.08,67.25
1990-12-11,5.38,0.08,67.25
1990-12-12,5.38,0.08,67.25
1990-12-13,5.38,0.08,67.25
1990-12-14,5.38,0.08,67.25
1990-12-17,5.38,0.08,67.25
1990-12-18,5.38,0.08,67.25
1990-12-19,5.38,0.08,67.25
1990-12-20,5.38,0.08,67.25
1990-12-21,5.38,0.08,67.25
1990-12-24,5.38,0.08,67.25
1990-12-26,5.38,0.08,67.25
1990-12-27,5.38,0.08,67.25
1990-12-28,5.38,0.08,67.25
1990-12-31,5.75,0.08,71.875
1991-01-02,5.63,0.08,70.375
1991-01-03,5.63,0.08,70.375
1991-01-04,5.63,0.08,70.375
1991-01-07,5.5,0.08,68.75
1991-01-08,5.5,0.08,68.75
1991-01-09,5.5,0.08,68.75
1991-01-10,5.5,0.08,68.75
1991-01-11,5.5,0.08,68.75
1991-01-14,5.5,0.08,68.75
1991-01-15,5.38,0.08,67.25
1991-01-16,5.38,0.08,67.25
1991-01-17,5.38,0.08,67.25
1991-01-18,5.38,0.08,67.25
1991-01-21,5.38,0.08,67.25
1991-01-22,5.38,0.08,67.25
1991-01-23,5.38,0.08,67.25
1991-01-24,5.38,0.08,67.25
1991-01-25,5.5,0.08,68.75
1991-01-28,5.63,0.08,70.375
1991-01-29,5.63,0.08,70.375
1991-01-30,5.75,0.08,71.875
1991-01-31,5.75,0.08,71.875
1991-02-01,5.63,0.08,70.375
1991-02-04,6.13,0.08,76.625
1991-02-05,6.13,0.08,76.625
1991-02-06,6.0,0.08,75.0
1991-02-07,6.0,0.08,75.0
1991-02-08,5.88,0.08,73.5
1991-02-11,5.88,0.08,73.5
1991-02-12,5.88,0.08,73.5
1991-02-13,5.88,0.08,73.5
1991-02-14,5.88,0.08,73.5
1991-02-15,5.88,0.08,73.5
1991-02-19,5.88,0.08,73.5
1991-02-20,5.88,0.08,73.5
1991-02-21,5.88,0.08,73.5
1991-02-22,5.88,0.08,73.5
1991-02-25,5.88,0.08,73.5
1991-02-26,5.88,0.08,73.5
1991-02-27,5.88,0.08,73.5
1991-02-28,5.88,0.08,73.5
1991-03-01,5.88,0.08,73.5
1991-03-04,6.13,0.08,76.625
1991-03-05,6.5,0.08,81.25
1991-03-06,7.0,0.08,87.5
1991-03-07,7.13,0.08,89.125
1991-03-08,7.0,0.08,87.5
1991-03-11,7.13,0.08,89.125
1991-03-12,7.5,0.08,93.75
1991-03-13,8.88,0.08,111.00000000000001
1991-03-14,8.25,0.08,103.125
1991-03-15,8.25,0.08,103.125
1991-03-18,8.63,0.08,107.87500000000001
1991-03-19,8.88,0.08,111.00000000000001
1991-03-20,9.13,0.08,114.12500000000001
1991-03-21,9.13,0.08,114.12500000000001
1991-03-22,8.88,0.08,111.00000000000001
1991-03-25,9.0,0.08,112.5
1991-03-26,8.88,0.08,111.00000000000001
1991-03-27,9.13,0.08,114.12500000000001
1991-03-28,9.13,0.08,114.12500000000001
1991-04-01,9.0,0.08,112.5
1991-04-02,9.0,0.08,112.5
