date,TAP,TAP_EPS,PE Ratio
1976-08-19,11.5,,
1976-08-20,11.38,,
1976-08-23,11.25,,
1976-08-24,11.25,,
1976-08-25,11.56,,
1976-08-26,11.56,,
1976-08-27,11.5,,
1976-08-30,11.56,,
1976-08-31,11.75,,
1976-09-01,12.19,,
1976-09-02,12.19,,
1976-09-03,12.31,,
1976-09-07,12.25,,
1976-09-08,12.06,,
1976-09-09,11.75,,
1976-09-10,11.81,,
1976-09-13,11.69,,
1976-09-14,11.31,,
1976-09-15,11.44,,
1976-09-16,11.56,,
1976-09-17,11.69,,
1976-09-20,11.63,,
1976-09-21,11.56,,
1976-09-22,11.63,,
1976-09-23,11.63,,
1976-09-24,11.63,,
1976-09-27,11.5,,
1976-09-28,11.0,,
1976-09-29,10.88,,
1976-09-30,11.0,,
1976-10-01,10.88,,
1976-10-04,10.81,,
1976-10-05,10.81,,
1976-10-06,10.81,,
1976-10-07,10.88,,
1976-10-08,10.81,,
1976-10-11,10.63,,
1976-10-12,10.63,,
1976-10-13,10.88,,
1976-10-14,10.88,,
1976-10-15,11.06,,
1976-10-18,11.13,,
1976-10-19,11.19,,
1976-10-20,11.19,,
1976-10-21,11.19,,
1976-10-22,11.13,,
1976-10-25,11.13,,
1976-10-26,11.13,,
1976-10-27,11.06,,
1976-10-28,11.06,,
1976-10-29,11.06,,
1976-11-01,10.94,,
1976-11-03,10.75,,
1976-11-04,10.38,,
1976-11-05,9.88,,
1976-11-08,9.88,,
1976-11-09,9.81,,
1976-11-10,9.69,,
1976-11-11,9.75,,
1976-11-12,9.81,,
1976-11-15,9.94,,
1976-11-16,9.94,,
1976-11-17,10.06,,
1976-11-18,10.25,,
1976-11-19,10.0,,
1976-11-22,9.88,,
1976-11-23,9.63,,
1976-11-24,9.69,,
1976-11-26,9.69,,
1976-11-29,9.56,,
1976-11-30,9.63,,
1976-12-01,9.75,,
1976-12-02,9.75,,
1976-12-03,10.06,,
1976-12-06,9.75,,
1976-12-07,9.81,,
1976-12-08,9.75,,
1976-12-09,9.88,,
1976-12-10,10.0,,
1976-12-13,9.88,,
1976-12-14,9.88,,
1976-12-15,9.94,,
1976-12-16,10.25,,
1976-12-17,9.81,,
1976-12-20,9.69,,
1976-12-21,9.56,,
1976-12-22,9.5,,
1976-12-23,9.38,,
1976-12-27,9.69,,
1976-12-28,9.94,,
1976-12-29,10.0,,
1976-12-30,9.94,,
1976-12-31,10.13,,
1977-01-03,10.56,,
1977-01-04,10.69,,
1977-01-05,10.88,,
1977-01-06,10.88,,
1977-01-07,10.81,,
1977-01-10,10.5,,
1977-01-11,10.19,,
1977-01-12,10.13,,
1977-01-13,10.25,,
1977-01-14,10.25,,
1977-01-17,10.13,,
1977-01-18,10.0,,
1977-01-19,10.06,,
1977-01-20,10.0,,
1977-01-21,10.06,,
1977-01-24,10.06,,
1977-01-25,9.75,,
1977-01-26,9.5,,
1977-01-27,9.25,,
1977-01-28,9.31,,
1977-01-31,9.5,,
1977-02-01,9.75,,
1977-02-02,9.69,,
1977-02-03,9.56,,
1977-02-04,9.56,,
1977-02-07,9.5,,
1977-02-08,9.56,,
1977-02-09,9.38,,
1977-02-10,9.25,,
1977-02-11,9.13,,
1977-02-14,9.19,,
1977-02-15,9.56,,
1977-02-16,9.63,,
1977-02-17,9.63,,
1977-02-18,9.56,,
1977-02-22,9.44,,
1977-02-23,9.13,,
1977-02-24,9.13,,
1977-02-25,9.19,,
1977-02-28,9.31,,
1977-03-01,9.56,,
1977-03-02,9.5,,
1977-03-03,9.69,,
1977-03-04,9.88,,
1977-03-07,10.0,,
1977-03-08,10.0,,
1977-03-09,9.75,,
1977-03-10,9.81,,
1977-03-11,9.88,,
1977-03-14,9.88,,
1977-03-15,9.94,,
1977-03-16,9.94,,
1977-03-17,9.88,,
1977-03-18,9.88,,
1977-03-21,9.69,,
1977-03-22,9.63,,
1977-03-23,9.56,,
1977-03-24,9.63,,
1977-03-25,9.63,,
1977-03-28,9.63,,
1977-03-29,9.44,,
1977-03-30,9.25,,
1977-03-31,8.94,,
1977-04-01,8.88,,
1977-04-04,8.63,,
1977-04-05,8.56,,
1977-04-06,8.63,,
1977-04-07,8.69,,
1977-04-11,8.81,,
1977-04-12,8.88,,
1977-04-13,8.88,,
1977-04-14,9.38,,
1977-04-15,9.25,,
1977-04-18,9.19,,
1977-04-19,9.06,,
1977-04-20,9.06,,
1977-04-21,8.88,,
1977-04-22,8.63,,
1977-04-25,8.63,,
1977-04-26,8.81,,
1977-04-27,9.0,,
1977-04-28,9.25,,
1977-04-29,9.31,,
1977-05-02,9.31,,
1977-05-03,9.5,,
1977-05-04,9.5,,
1977-05-05,9.5,,
1977-05-06,9.5,,
1977-05-09,9.38,,
1977-05-10,9.25,,
1977-05-11,9.06,,
1977-05-12,8.88,,
1977-05-13,8.88,,
1977-05-16,9.13,,
1977-05-17,9.5,,
1977-05-18,9.63,,
1977-05-19,9.56,,
1977-05-20,9.56,,
1977-05-23,9.38,,
1977-05-24,9.44,,
1977-05-25,9.44,,
1977-05-26,9.44,,
1977-05-27,9.19,,
1977-05-31,9.31,,
1977-06-01,9.31,,
1977-06-02,9.31,,
1977-06-03,9.25,,
1977-06-06,9.13,,
1977-06-07,9.0,,
1977-06-08,9.0,,
1977-06-09,8.88,,
1977-06-10,8.94,,
1977-06-13,8.94,,
1977-06-14,9.0,,
1977-06-15,9.06,,
1977-06-16,9.06,,
1977-06-17,9.06,,
1977-06-20,9.13,,
1977-06-21,9.06,,
1977-06-22,8.94,,
1977-06-23,9.0,,
1977-06-24,9.0,,
1977-06-27,9.0,,
1977-06-28,8.81,,
1977-06-29,8.81,,
1977-06-30,8.5,,
1977-07-01,8.38,,
1977-07-05,8.5,,
1977-07-06,8.44,,
1977-07-07,8.31,,
1977-07-08,8.25,,
1977-07-11,8.19,,
1977-07-12,8.19,,
1977-07-13,8.13,,
1977-07-15,8.5,,
1977-07-18,8.63,,
1977-07-19,8.56,,
1977-07-20,8.56,,
1977-07-21,8.56,,
1977-07-22,8.69,,
1977-07-25,8.63,,
1977-07-26,8.38,,
1977-07-27,8.19,,
1977-07-28,8.0,,
1977-07-29,8.13,,
1977-08-01,8.13,,
1977-08-02,8.06,,
1977-08-03,8.06,,
1977-08-04,8.19,,
1977-08-05,8.19,,
1977-08-08,8.13,,
1977-08-09,8.19,,
1977-08-10,8.19,,
1977-08-11,8.0,,
1977-08-12,8.0,,
1977-08-15,7.88,,
1977-08-16,7.81,,
1977-08-17,7.81,,
1977-08-18,7.88,,
1977-08-19,7.88,,
1977-08-22,8.06,,
1977-08-23,7.88,,
1977-08-24,7.81,,
1977-08-25,7.75,,
1977-08-26,7.81,,
1977-08-29,7.81,,
1977-08-30,7.81,,
1977-08-31,7.81,,
1977-09-01,7.81,,
1977-09-02,7.81,,
1977-09-06,7.56,,
1977-09-07,7.88,,
1977-09-08,8.0,,
1977-09-09,7.94,,
1977-09-12,7.88,,
1977-09-13,7.88,,
1977-09-14,7.94,,
1977-09-15,8.0,,
1977-09-16,8.0,,
1977-09-19,7.88,,
1977-09-20,7.81,,
1977-09-21,7.63,,
1977-09-22,7.63,,
1977-09-23,7.63,,
1977-09-26,7.69,,
1977-09-27,7.75,,
1977-09-28,7.81,,
1977-09-29,7.81,,
1977-09-30,7.69,,
1977-10-03,7.69,,
1977-10-04,7.69,,
1977-10-05,7.63,,
1977-10-06,7.63,,
1977-10-07,7.56,,
1977-10-10,7.5,,
1977-10-11,7.5,,
1977-10-12,7.44,,
1977-10-13,7.38,,
1977-10-14,7.38,,
1977-10-17,7.44,,
1977-10-18,7.44,,
1977-10-19,7.13,,
1977-10-20,7.13,,
1977-10-21,7.13,,
1977-10-24,7.06,,
1977-10-25,6.88,,
1977-10-26,6.88,,
1977-10-27,6.88,,
1977-10-28,6.94,,
1977-10-31,7.0,,
1977-11-01,6.88,,
1977-11-02,6.81,,
1977-11-03,6.56,,
1977-11-04,6.56,,
1977-11-07,6.69,,
1977-11-08,6.81,,
1977-11-09,6.94,,
1977-11-10,7.19,,
1977-11-11,7.25,,
1977-11-14,7.19,,
1977-11-15,7.19,,
1977-11-16,7.0,,
1977-11-17,7.0,,
1977-11-18,6.88,,
1977-11-21,6.75,,
1977-11-22,6.81,,
1977-11-23,7.0,,
1977-11-25,7.19,,
1977-11-28,7.13,,
1977-11-29,6.94,,
1977-11-30,6.94,,
1977-12-01,7.0,,
1977-12-02,7.0,,
1977-12-05,6.94,,
1977-12-06,6.94,,
1977-12-07,6.75,,
1977-12-08,6.75,,
1977-12-09,6.75,,
1977-12-12,6.75,,
1977-12-13,7.0,,
1977-12-14,7.0,,
1977-12-15,7.0,,
1977-12-16,6.94,,
1977-12-19,6.75,,
1977-12-20,6.56,,
1977-12-21,6.63,,
1977-12-22,6.69,,
1977-12-23,6.75,,
1977-12-27,6.69,,
1977-12-28,6.56,,
1977-12-29,6.5,,
1977-12-30,6.63,,
1978-01-03,6.5,,
1978-01-04,6.63,,
1978-01-05,6.44,,
1978-01-06,6.38,,
1978-01-09,6.13,,
1978-01-10,6.13,,
1978-01-11,6.19,,
1978-01-12,6.31,,
1978-01-13,6.31,,
1978-01-16,6.31,,
1978-01-17,6.56,,
1978-01-18,6.56,,
1978-01-19,6.63,,
1978-01-20,6.63,,
1978-01-23,6.5,,
1978-01-24,6.5,,
1978-01-25,6.5,,
1978-01-26,6.38,,
1978-01-27,6.31,,
1978-01-30,6.13,,
1978-01-31,6.13,,
1978-02-01,6.25,,
1978-02-02,6.31,,
1978-02-03,6.38,,
1978-02-06,6.38,,
1978-02-07,6.5,,
1978-02-08,6.63,,
1978-02-09,6.5,,
1978-02-10,6.56,,
1978-02-13,6.56,,
1978-02-14,6.63,,
1978-02-15,6.69,,
1978-02-16,6.69,,
1978-02-17,6.81,,
1978-02-21,6.63,,
1978-02-22,6.56,,
1978-02-23,6.56,,
1978-02-24,6.5,,
1978-02-27,6.31,,
1978-02-28,6.13,,
1978-03-01,6.06,,
1978-03-02,6.06,,
1978-03-03,6.0,,
1978-03-06,5.94,,
1978-03-07,5.94,,
1978-03-08,5.94,,
1978-03-09,5.88,,
1978-03-10,5.88,,
1978-03-13,5.88,,
1978-03-14,5.94,,
1978-03-15,5.88,,
1978-03-16,5.94,,
1978-03-17,6.0,,
1978-03-20,6.06,,
1978-03-21,6.13,,
1978-03-22,6.13,,
1978-03-23,6.13,,
1978-03-27,6.13,,
1978-03-28,6.13,,
1978-03-29,6.13,,
1978-03-30,6.13,,
1978-03-31,6.19,,
1978-04-03,6.13,,
1978-04-04,6.13,,
1978-04-05,6.25,,
1978-04-06,6.44,,
1978-04-07,6.5,,
1978-04-10,6.5,,
1978-04-11,6.44,,
1978-04-12,6.38,,
1978-04-13,6.44,,
1978-04-14,6.5,,
1978-04-17,6.56,,
1978-04-18,6.5,,
1978-04-19,6.44,,
1978-04-20,6.44,,
1978-04-21,6.5,,
1978-04-24,6.44,,
1978-04-25,6.44,,
1978-04-26,6.38,,
1978-04-27,6.38,,
1978-04-28,6.38,,
1978-05-01,6.31,,
1978-05-02,6.44,,
1978-05-03,6.5,,
1978-05-04,6.69,,
1978-05-05,6.94,,
1978-05-08,6.81,,
1978-05-09,6.81,,
1978-05-10,7.19,,
1978-05-11,7.19,,
1978-05-12,7.31,,
1978-05-15,7.25,,
1978-05-16,7.25,,
1978-05-17,7.25,,
1978-05-18,7.19,,
1978-05-19,7.0,,
1978-05-22,6.88,,
1978-05-23,6.5,,
1978-05-24,6.5,,
1978-05-25,6.44,,
1978-05-26,6.5,,
1978-05-30,6.5,,
1978-05-31,6.44,,
1978-06-01,6.69,,
1978-06-02,7.38,,
1978-06-05,7.88,,
1978-06-06,7.69,,
1978-06-07,7.69,,
1978-06-08,7.75,,
1978-06-09,7.75,,
1978-06-12,7.44,,
1978-06-13,7.5,,
1978-06-14,7.63,,
1978-06-15,7.63,,
1978-06-16,7.56,,
1978-06-19,7.5,,
1978-06-20,7.44,,
1978-06-21,7.31,,
1978-06-22,7.31,,
1978-06-23,7.31,,
1978-06-26,7.25,,
1978-06-27,7.19,,
1978-06-28,7.19,,
1978-06-29,7.19,,
1978-06-30,7.19,,
1978-07-03,7.19,,
1978-07-05,7.19,,
1978-07-06,7.13,,
1978-07-07,7.13,,
1978-07-10,7.19,,
1978-07-11,7.31,,
1978-07-12,7.38,,
1978-07-13,7.38,,
1978-07-14,7.38,,
1978-07-17,7.44,,
1978-07-18,7.31,,
1978-07-19,7.31,,
1978-07-20,7.25,,
1978-07-21,7.25,,
1978-07-24,7.25,,
1978-07-25,7.25,,
1978-07-26,7.25,,
1978-07-27,7.19,,
1978-07-28,7.19,,
1978-07-31,7.25,,
1978-08-01,7.25,,
1978-08-02,7.25,,
1978-08-03,7.25,,
1978-08-04,7.19,,
1978-08-07,7.19,,
1978-08-08,7.25,,
1978-08-09,7.44,,
1978-08-10,7.44,,
1978-08-11,7.38,,
1978-08-14,7.38,,
1978-08-15,7.31,,
1978-08-16,7.25,,
1978-08-17,7.31,,
1978-08-18,7.5,,
1978-08-21,7.88,,
1978-08-22,7.88,,
1978-08-23,7.94,,
1978-08-24,8.25,,
1978-08-25,8.25,,
1978-08-28,7.94,,
1978-08-29,7.88,,
1978-08-30,7.81,,
1978-08-31,7.81,,
1978-09-01,7.81,,
1978-09-05,8.0,,
1978-09-06,8.13,,
1978-09-07,8.25,,
1978-09-08,8.31,,
1978-09-11,8.44,,
1978-09-12,8.38,,
1978-09-13,8.25,,
1978-09-14,8.25,,
1978-09-15,8.13,,
1978-09-18,8.13,,
1978-09-19,8.0,,
1978-09-20,7.88,,
1978-09-21,7.88,,
1978-09-22,7.63,,
1978-09-25,7.69,,
1978-09-26,7.81,,
1978-09-27,7.81,,
1978-09-28,7.75,,
1978-09-29,7.88,,
1978-10-02,7.88,,
1978-10-03,7.75,,
1978-10-04,7.69,,
1978-10-05,7.69,,
1978-10-06,7.19,,
1978-10-09,7.19,,
1978-10-10,7.19,,
1978-10-11,7.0,,
1978-10-12,7.19,,
1978-10-13,7.19,,
1978-10-16,7.0,,
1978-10-17,6.38,,
1978-10-18,6.25,,
1978-10-19,6.31,,
1978-10-20,6.06,,
1978-10-23,6.0,,
1978-10-24,6.25,,
1978-10-25,6.13,,
1978-10-26,5.75,,
1978-10-27,5.69,,
1978-10-30,5.63,,
1978-10-31,5.69,,
1978-11-01,6.19,,
1978-11-02,6.13,,
1978-11-03,6.38,,
1978-11-06,6.31,,
1978-11-07,6.19,,
1978-11-08,6.31,,
1978-11-09,6.31,,
1978-11-10,6.38,,
1978-11-13,6.38,,
1978-11-14,6.25,,
1978-11-15,6.25,,
1978-11-16,6.31,,
1978-11-17,6.38,,
1978-11-20,6.38,,
1978-11-21,6.31,,
1978-11-22,6.38,,
1978-11-24,6.44,,
1978-11-27,6.38,,
1978-11-28,6.25,,
1978-11-29,6.19,,
1978-11-30,6.13,,
1978-12-01,6.19,,
1978-12-04,6.19,,
1978-12-05,6.19,,
1978-12-06,6.19,,
1978-12-07,6.25,,
1978-12-08,6.25,,
1978-12-11,6.19,,
1978-12-12,6.19,,
1978-12-13,6.13,,
1978-12-14,6.19,,
1978-12-15,6.44,,
1978-12-18,6.25,,
1978-12-19,6.31,,
1978-12-20,6.31,,
1978-12-21,6.38,,
1978-12-22,6.38,,
1978-12-26,6.38,,
1978-12-27,6.38,,
1978-12-28,6.31,,
1978-12-29,6.25,,
1979-01-02,6.25,,
1979-01-03,6.25,,
1979-01-04,6.44,,
1979-01-05,6.5,,
1979-01-08,6.44,,
1979-01-09,6.38,,
1979-01-10,6.31,,
1979-01-11,6.31,,
1979-01-12,6.44,,
1979-01-15,6.5,,
1979-01-16,6.56,,
1979-01-17,6.63,,
1979-01-18,6.94,,
1979-01-19,6.94,,
1979-01-22,6.94,,
1979-01-23,6.94,,
1979-01-24,7.06,,
1979-01-25,7.13,,
1979-01-26,7.06,,
1979-01-29,7.0,,
1979-01-30,6.88,,
1979-01-31,6.75,,
1979-02-01,6.75,,
1979-02-02,6.75,,
1979-02-05,6.69,,
1979-02-06,6.75,,
1979-02-07,6.81,,
1979-02-08,6.81,,
1979-02-09,6.81,,
1979-02-12,6.88,,
1979-02-13,6.88,,
1979-02-14,6.88,,
1979-02-15,6.88,,
1979-02-16,6.88,,
1979-02-20,6.88,,
1979-02-21,6.81,,
1979-02-22,6.75,,
1979-02-23,6.75,,
1979-02-26,6.69,,
1979-02-27,6.5,,
1979-02-28,6.5,,
1979-03-01,6.56,,
1979-03-02,6.56,,
1979-03-05,6.56,,
1979-03-06,6.56,,
1979-03-07,6.69,,
1979-03-08,6.69,,
1979-03-09,6.69,,
1979-03-12,6.69,,
1979-03-13,6.81,,
1979-03-14,6.75,,
1979-03-15,6.75,,
1979-03-16,6.75,,
1979-03-19,6.75,,
1979-03-20,6.63,,
1979-03-21,6.56,,
1979-03-22,6.56,,
1979-03-23,6.56,,
1979-03-26,6.56,,
1979-03-27,6.56,,
1979-03-28,6.56,,
1979-03-29,6.56,,
1979-03-30,6.5,,
1979-04-02,6.38,,
1979-04-03,6.38,,
1979-04-04,6.38,,
1979-04-05,6.5,,
1979-04-06,6.56,,
1979-04-09,6.63,,
1979-04-10,6.63,,
1979-04-11,6.63,,
1979-04-12,6.5,,
1979-04-16,6.44,,
1979-04-17,6.44,,
1979-04-18,6.5,,
1979-04-19,6.56,,
1979-04-20,6.5,,
1979-04-23,6.56,,
1979-04-24,6.63,,
1979-04-25,6.69,,
1979-04-26,6.69,,
1979-04-27,6.88,,
1979-04-30,6.94,,
1979-05-01,6.94,,
1979-05-02,6.88,,
1979-05-03,6.88,,
1979-05-04,6.88,,
1979-05-07,6.69,,
1979-05-08,6.5,,
1979-05-09,6.56,,
1979-05-10,6.5,,
1979-05-11,6.5,,
1979-05-14,6.5,,
1979-05-15,6.63,,
1979-05-16,6.63,,
1979-05-17,6.63,,
1979-05-18,6.63,,
1979-05-21,6.63,,
1979-05-22,6.63,,
1979-05-23,6.63,,
1979-05-24,6.63,,
1979-05-25,6.81,,
1979-05-29,6.94,,
1979-05-30,7.0,,
1979-05-31,6.94,,
1979-06-01,7.19,,
1979-06-04,7.25,,
1979-06-05,7.31,,
1979-06-06,7.38,,
1979-06-07,7.44,,
1979-06-08,7.25,,
1979-06-11,7.25,,
1979-06-12,7.38,,
1979-06-13,7.31,,
1979-06-14,7.25,,
1979-06-15,7.25,,
1979-06-18,7.19,,
1979-06-19,7.25,,
1979-06-20,7.19,,
1979-06-21,7.13,,
1979-06-22,7.13,,
1979-06-25,7.13,,
1979-06-26,7.06,,
1979-06-27,7.06,,
1979-06-28,7.06,,
1979-06-29,7.13,,
1979-07-02,7.13,,
1979-07-03,7.13,,
1979-07-05,7.0,,
1979-07-06,7.0,,
1979-07-09,7.0,,
1979-07-10,6.88,,
1979-07-11,6.88,,
1979-07-12,6.88,,
1979-07-13,6.88,,
1979-07-16,7.0,,
1979-07-17,7.06,,
1979-07-18,7.63,,
1979-07-19,7.81,,
1979-07-20,7.81,,
1979-07-23,8.0,,
1979-07-24,8.06,,
1979-07-25,8.0,,
1979-07-26,7.94,,
1979-07-27,7.88,,
1979-07-30,7.88,,
1979-07-31,7.88,,
1979-08-01,7.88,,
1979-08-02,7.88,,
1979-08-03,7.88,,
1979-08-06,7.88,,
1979-08-07,7.88,,
1979-08-08,7.94,,
1979-08-09,7.94,,
1979-08-10,7.88,,
1979-08-13,7.88,,
1979-08-14,7.94,,
1979-08-15,8.06,,
1979-08-16,8.31,,
1979-08-17,8.38,,
1979-08-20,8.38,,
1979-08-21,8.25,,
1979-08-22,8.25,,
1979-08-23,8.19,,
1979-08-24,8.19,,
1979-08-27,8.19,,
1979-08-28,8.44,,
1979-08-29,8.38,,
1979-08-30,8.38,,
1979-08-31,8.38,,
1979-09-04,8.19,,
1979-09-05,8.13,,
1979-09-06,8.13,,
1979-09-07,8.25,,
1979-09-10,8.31,,
