date,SLG,SLG_EPS,PE Ratio
1998-05-21,22.25,0.33,67.42424242424242
1998-05-22,22.5,0.33,68.18181818181817
1998-05-26,22.5,0.33,68.18181818181817
1998-05-27,22.25,0.33,67.42424242424242
1998-05-28,22.25,0.33,67.42424242424242
1998-05-29,22.69,0.33,68.75757575757576
1998-06-01,22.56,0.33,68.36363636363636
1998-06-02,22.63,0.33,68.57575757575756
1998-06-03,22.88,0.33,69.33333333333333
1998-06-04,22.63,0.33,68.57575757575756
1998-06-05,22.56,0.33,68.36363636363636
1998-06-08,22.56,0.33,68.36363636363636
1998-06-09,22.75,0.33,68.93939393939394
1998-06-10,22.63,0.33,68.57575757575756
1998-06-11,22.38,0.33,67.81818181818181
1998-06-12,22.25,0.33,67.42424242424242
1998-06-15,22.0,0.33,66.66666666666666
1998-06-16,22.19,0.33,67.24242424242425
1998-06-17,22.0,0.33,66.66666666666666
1998-06-18,22.0,0.33,66.66666666666666
1998-06-19,22.25,0.33,67.42424242424242
1998-06-22,22.19,0.33,67.24242424242425
1998-06-23,21.94,0.33,66.48484848484848
1998-06-24,22.31,0.33,67.6060606060606
1998-06-25,22.25,0.33,67.42424242424242
1998-06-26,22.06,0.33,66.84848484848484
1998-06-29,22.38,0.33,67.81818181818181
1998-06-30,22.5,0.33,68.18181818181817
1998-07-01,22.25,0.33,67.42424242424242
1998-07-02,22.5,0.33,68.18181818181817
1998-07-06,22.88,0.33,69.33333333333333
1998-07-07,23.75,0.33,71.96969696969697
1998-07-08,23.94,0.33,72.54545454545455
1998-07-09,24.38,0.33,73.87878787878788
1998-07-10,24.38,0.33,73.87878787878788
1998-07-13,23.81,0.33,72.15151515151514
1998-07-14,24.0,0.33,72.72727272727272
1998-07-15,24.06,0.33,72.9090909090909
1998-07-16,24.06,0.33,72.9090909090909
1998-07-17,23.75,0.33,71.96969696969697
1998-07-20,23.44,0.33,71.03030303030303
1998-07-21,23.25,0.33,70.45454545454545
1998-07-22,22.88,0.33,69.33333333333333
1998-07-23,22.94,0.33,69.51515151515152
1998-07-24,22.88,0.33,69.33333333333333
1998-07-27,22.5,0.33,68.18181818181817
1998-07-28,22.69,0.33,68.75757575757576
1998-07-29,22.13,0.33,67.06060606060605
1998-07-30,21.38,0.33,64.78787878787878
1998-07-31,22.0,0.33,66.66666666666666
1998-08-03,22.06,0.33,66.84848484848484
1998-08-04,21.38,0.33,64.78787878787878
1998-08-05,21.0,0.33,63.63636363636363
1998-08-06,20.75,0.33,62.878787878787875
1998-08-07,21.5,0.33,65.15151515151514
1998-08-10,22.0,0.33,66.66666666666666
1998-08-11,21.19,0.33,64.21212121212122
1998-08-12,21.56,0.33,65.33333333333333
1998-08-13,21.63,0.33,65.54545454545453
1998-08-14,21.63,0.28,77.24999999999999
1998-08-17,21.69,0.28,77.46428571428571
1998-08-18,21.63,0.28,77.24999999999999
1998-08-19,21.94,0.28,78.35714285714286
1998-08-20,21.56,0.28,76.99999999999999
1998-08-21,21.25,0.28,75.89285714285714
1998-08-24,20.56,0.28,73.42857142857142
1998-08-25,20.44,0.28,73.0
1998-08-26,20.31,0.28,72.53571428571428
1998-08-27,19.88,0.28,70.99999999999999
1998-08-28,19.56,0.28,69.85714285714285
1998-08-31,19.25,0.28,68.75
1998-09-01,19.0,0.28,67.85714285714285
1998-09-02,18.88,0.28,67.42857142857142
1998-09-03,18.44,0.28,65.85714285714286
1998-09-04,18.19,0.28,64.96428571428571
1998-09-08,19.31,0.28,68.96428571428571
1998-09-09,19.06,0.28,68.07142857142856
1998-09-10,18.63,0.28,66.53571428571428
1998-09-11,18.69,0.28,66.75
1998-09-14,17.88,0.28,63.85714285714285
1998-09-15,18.0,0.28,64.28571428571428
1998-09-16,18.06,0.28,64.49999999999999
1998-09-17,18.0,0.28,64.28571428571428
1998-09-18,19.0,0.28,67.85714285714285
1998-09-21,20.25,0.28,72.32142857142857
1998-09-22,21.5,0.28,76.78571428571428
1998-09-23,21.75,0.28,77.67857142857142
1998-09-24,21.0,0.28,74.99999999999999
1998-09-25,20.56,0.28,73.42857142857142
1998-09-28,20.06,0.28,71.64285714285712
1998-09-29,20.38,0.28,72.78571428571428
1998-09-30,21.0,0.28,74.99999999999999
1998-10-01,20.0,0.28,71.42857142857142
1998-10-02,19.94,0.28,71.21428571428571
1998-10-05,19.5,0.28,69.64285714285714
1998-10-06,18.94,0.28,67.64285714285714
1998-10-07,19.25,0.28,68.75
1998-10-08,18.0,0.28,64.28571428571428
1998-10-09,17.94,0.28,64.07142857142857
1998-10-12,17.63,0.28,62.96428571428571
1998-10-13,17.63,0.28,62.96428571428571
1998-10-14,17.48,0.28,62.42857142857142
1998-10-15,18.44,0.28,65.85714285714286
1998-10-16,18.69,0.28,66.75
1998-10-19,18.25,0.28,65.17857142857142
1998-10-20,18.75,0.28,66.96428571428571
1998-10-21,19.0,0.28,67.85714285714285
1998-10-22,19.0,0.28,67.85714285714285
1998-10-23,18.81,0.28,67.17857142857142
1998-10-26,18.81,0.28,67.17857142857142
1998-10-27,18.94,0.28,67.64285714285714
1998-10-28,19.0,0.28,67.85714285714285
1998-10-29,18.94,0.28,67.64285714285714
1998-10-30,18.94,0.28,67.64285714285714
1998-11-02,18.5,0.28,66.07142857142857
1998-11-03,18.75,0.28,66.96428571428571
1998-11-04,19.25,0.28,68.75
1998-11-05,19.69,0.28,70.32142857142857
1998-11-06,20.06,0.28,71.64285714285712
1998-11-09,19.88,0.28,70.99999999999999
1998-11-10,19.5,0.28,69.64285714285714
1998-11-11,19.5,0.28,69.64285714285714
1998-11-12,20.5,0.28,73.21428571428571
1998-11-13,19.81,0.28,70.74999999999999
1998-11-16,20.0,0.33,60.6060606060606
1998-11-17,19.69,0.33,59.666666666666664
1998-11-18,20.0,0.33,60.6060606060606
1998-11-19,20.5,0.33,62.12121212121212
1998-11-20,20.69,0.33,62.696969696969695
1998-11-23,21.13,0.33,64.03030303030303
1998-11-24,21.06,0.33,63.81818181818181
1998-11-25,21.75,0.33,65.9090909090909
1998-11-27,21.63,0.33,65.54545454545453
1998-11-30,21.38,0.33,64.78787878787878
1998-12-01,21.0,0.33,63.63636363636363
1998-12-02,20.75,0.33,62.878787878787875
1998-12-03,21.0,0.33,63.63636363636363
1998-12-04,21.06,0.33,63.81818181818181
1998-12-07,21.5,0.33,65.15151515151514
1998-12-08,21.06,0.33,63.81818181818181
1998-12-09,20.63,0.33,62.51515151515151
1998-12-10,20.44,0.33,61.93939393939394
1998-12-11,20.38,0.33,61.75757575757575
1998-12-14,20.56,0.33,62.3030303030303
1998-12-15,20.94,0.33,63.45454545454545
1998-12-16,21.0,0.33,63.63636363636363
1998-12-17,21.13,0.33,64.03030303030303
1998-12-18,20.94,0.33,63.45454545454545
1998-12-21,20.88,0.33,63.272727272727266
1998-12-22,21.06,0.33,63.81818181818181
1998-12-23,20.94,0.33,63.45454545454545
1998-12-24,20.63,0.33,62.51515151515151
1998-12-28,20.25,0.33,61.36363636363636
1998-12-29,20.75,0.33,62.878787878787875
1998-12-30,21.31,0.33,64.57575757575756
1998-12-31,21.63,0.33,65.54545454545453
1999-01-04,22.0,0.33,66.66666666666666
1999-01-05,22.19,0.33,67.24242424242425
1999-01-06,21.94,0.33,66.48484848484848
1999-01-07,21.81,0.33,66.09090909090908
1999-01-08,21.69,0.33,65.72727272727273
1999-01-11,21.19,0.33,64.21212121212122
1999-01-12,21.94,0.33,66.48484848484848
1999-01-13,22.0,0.33,66.66666666666666
1999-01-14,21.25,0.33,64.39393939393939
1999-01-15,21.75,0.33,65.9090909090909
1999-01-19,21.5,0.33,65.15151515151514
1999-01-20,20.81,0.33,63.060606060606055
1999-01-21,20.5,0.33,62.12121212121212
1999-01-22,20.0,0.33,60.6060606060606
1999-01-25,20.0,0.33,60.6060606060606
1999-01-26,20.44,0.33,61.93939393939394
1999-01-27,20.5,0.33,62.12121212121212
1999-01-28,20.75,0.33,62.878787878787875
1999-01-29,20.25,0.33,61.36363636363636
1999-02-01,19.94,0.33,60.42424242424242
1999-02-02,19.75,0.33,59.848484848484844
1999-02-03,19.88,0.33,60.242424242424235
1999-02-04,20.56,0.33,62.3030303030303
1999-02-05,20.69,0.33,62.696969696969695
1999-02-08,20.69,0.33,62.696969696969695
1999-02-09,20.31,0.33,61.54545454545454
1999-02-10,20.19,0.33,61.18181818181818
1999-02-11,20.06,0.33,60.78787878787878
1999-02-12,20.25,0.33,61.36363636363636
1999-02-16,19.69,0.33,59.666666666666664
1999-02-17,19.69,0.33,59.666666666666664
1999-02-18,19.31,0.33,58.51515151515151
1999-02-19,19.63,0.33,59.48484848484848
1999-02-22,20.13,0.33,60.99999999999999
1999-02-23,19.88,0.33,60.242424242424235
1999-02-24,19.88,0.33,60.242424242424235
1999-02-25,19.38,0.33,58.72727272727272
1999-02-26,19.31,0.33,58.51515151515151
1999-03-01,19.31,0.33,58.51515151515151
1999-03-02,19.44,0.33,58.909090909090914
1999-03-03,19.13,0.33,57.96969696969696
1999-03-04,19.13,0.33,57.96969696969696
1999-03-05,19.19,0.33,58.151515151515156
1999-03-08,19.31,0.33,58.51515151515151
1999-03-09,18.94,0.33,57.3939393939394
1999-03-10,18.5,0.33,56.060606060606055
1999-03-11,18.19,0.33,55.121212121212125
1999-03-12,17.88,0.33,54.18181818181817
1999-03-15,17.81,0.33,53.96969696969696
1999-03-16,18.19,0.33,55.121212121212125
1999-03-17,17.94,0.33,54.36363636363637
1999-03-18,17.88,0.33,54.18181818181817
1999-03-19,17.75,0.33,53.78787878787878
1999-03-22,18.06,0.33,54.72727272727272
1999-03-23,18.13,0.33,54.93939393939393
1999-03-24,17.94,0.33,54.36363636363637
1999-03-25,18.06,0.33,54.72727272727272
1999-03-26,18.19,0.33,55.121212121212125
1999-03-29,18.06,0.33,54.72727272727272
1999-03-30,17.81,0.33,53.96969696969696
1999-03-31,18.81,0.33,56.99999999999999
1999-04-01,18.06,0.33,54.72727272727272
1999-04-05,18.25,0.33,55.3030303030303
1999-04-06,18.31,0.33,55.48484848484848
1999-04-07,17.69,0.33,53.60606060606061
1999-04-08,17.75,0.33,53.78787878787878
1999-04-09,17.88,0.33,54.18181818181817
1999-04-12,18.25,0.33,55.3030303030303
1999-04-13,18.0,0.33,54.54545454545454
1999-04-14,18.19,0.33,55.121212121212125
1999-04-15,18.94,0.33,57.3939393939394
1999-04-16,19.44,0.33,58.909090909090914
1999-04-19,19.69,0.33,59.666666666666664
1999-04-20,19.88,0.33,60.242424242424235
1999-04-21,19.63,0.33,59.48484848484848
1999-04-22,20.0,0.33,60.6060606060606
1999-04-23,20.0,0.33,60.6060606060606
1999-04-26,19.88,0.33,60.242424242424235
1999-04-27,19.81,0.33,60.030303030303024
1999-04-28,20.13,0.33,60.99999999999999
1999-04-29,19.88,0.33,60.242424242424235
1999-04-30,19.88,0.33,60.242424242424235
1999-05-03,20.0,0.33,60.6060606060606
1999-05-04,20.0,0.33,60.6060606060606
1999-05-05,20.31,0.33,61.54545454545454
1999-05-06,20.13,0.33,60.99999999999999
1999-05-07,20.63,0.33,62.51515151515151
1999-05-10,21.19,0.33,64.21212121212122
1999-05-11,21.44,0.33,64.96969696969697
1999-05-12,21.94,0.33,66.48484848484848
1999-05-13,21.56,0.33,65.33333333333333
1999-05-14,21.13,0.34,62.147058823529406
1999-05-17,21.0,0.34,61.764705882352935
1999-05-18,20.81,0.34,61.20588235294117
1999-05-19,21.38,0.34,62.882352941176464
1999-05-20,21.5,0.34,63.23529411764705
1999-05-21,21.63,0.34,63.61764705882352
1999-05-24,22.0,0.34,64.70588235294117
1999-05-25,22.25,0.34,65.44117647058823
1999-05-26,21.81,0.34,64.1470588235294
1999-05-27,21.88,0.34,64.35294117647058
1999-05-28,21.75,0.34,63.970588235294116
1999-06-01,21.94,0.34,64.52941176470588
1999-06-02,21.94,0.34,64.52941176470588
1999-06-03,21.94,0.34,64.52941176470588
1999-06-04,21.81,0.34,64.1470588235294
1999-06-07,21.56,0.34,63.41176470588235
1999-06-08,21.44,0.34,63.05882352941176
1999-06-09,21.81,0.34,64.1470588235294
1999-06-10,21.63,0.34,63.61764705882352
1999-06-11,21.25,0.34,62.49999999999999
1999-06-14,20.19,0.34,59.38235294117647
1999-06-15,20.38,0.34,59.941176470588225
1999-06-16,20.69,0.34,60.85294117647059
1999-06-17,20.69,0.34,60.85294117647059
1999-06-18,20.56,0.34,60.47058823529411
1999-06-21,20.56,0.34,60.47058823529411
1999-06-22,20.06,0.34,58.99999999999999
1999-06-23,20.13,0.34,59.20588235294117
1999-06-24,20.31,0.34,59.73529411764705
1999-06-25,20.38,0.34,59.941176470588225
1999-06-28,20.31,0.34,59.73529411764705
1999-06-29,20.31,0.34,59.73529411764705
1999-06-30,20.44,0.34,60.11764705882353
1999-07-01,20.94,0.34,61.588235294117645
1999-07-02,20.63,0.34,60.67647058823529
1999-07-06,20.63,0.34,60.67647058823529
1999-07-07,20.56,0.34,60.47058823529411
1999-07-08,20.56,0.34,60.47058823529411
1999-07-09,21.06,0.34,61.941176470588225
1999-07-12,20.88,0.34,61.41176470588235
1999-07-13,20.63,0.34,60.67647058823529
1999-07-14,20.63,0.34,60.67647058823529
1999-07-15,21.06,0.34,61.941176470588225
1999-07-16,21.19,0.34,62.3235294117647
1999-07-19,21.31,0.34,62.67647058823528
1999-07-20,21.38,0.34,62.882352941176464
1999-07-21,21.63,0.34,63.61764705882352
1999-07-22,21.31,0.34,62.67647058823528
1999-07-23,21.13,0.34,62.147058823529406
1999-07-26,20.94,0.34,61.588235294117645
1999-07-27,21.0,0.34,61.764705882352935
1999-07-28,20.94,0.34,61.588235294117645
1999-07-29,20.5,0.34,60.29411764705882
1999-07-30,20.69,0.34,60.85294117647059
1999-08-02,21.13,0.34,62.147058823529406
1999-08-03,21.06,0.34,61.941176470588225
1999-08-04,21.0,0.34,61.764705882352935
1999-08-05,21.0,0.34,61.764705882352935
1999-08-06,20.81,0.34,61.20588235294117
1999-08-09,20.75,0.34,61.02941176470588
1999-08-10,20.63,0.34,60.67647058823529
1999-08-11,20.69,0.34,60.85294117647059
1999-08-12,20.69,0.34,60.85294117647059
1999-08-13,20.69,0.34,60.85294117647059
1999-08-16,20.69,0.34,60.85294117647059
1999-08-17,20.63,0.34,60.67647058823529
1999-08-18,20.63,0.34,60.67647058823529
1999-08-19,20.75,0.34,61.02941176470588
1999-08-20,20.69,0.34,60.85294117647059
1999-08-23,20.63,0.34,60.67647058823529
1999-08-24,20.63,0.34,60.67647058823529
1999-08-25,20.69,0.34,60.85294117647059
1999-08-26,20.88,0.34,61.41176470588235
1999-08-27,21.19,0.34,62.3235294117647
1999-08-30,21.0,0.34,61.764705882352935
1999-08-31,20.81,0.34,61.20588235294117
1999-09-01,20.81,0.34,61.20588235294117
1999-09-02,20.88,0.34,61.41176470588235
1999-09-03,20.88,0.34,61.41176470588235
1999-09-07,21.13,0.34,62.147058823529406
1999-09-08,20.94,0.34,61.588235294117645
1999-09-09,20.88,0.34,61.41176470588235
1999-09-10,21.06,0.34,61.941176470588225
1999-09-13,20.81,0.34,61.20588235294117
1999-09-14,20.75,0.34,61.02941176470588
1999-09-15,20.69,0.34,60.85294117647059
1999-09-16,20.63,0.34,60.67647058823529
1999-09-17,20.44,0.34,60.11764705882353
1999-09-20,20.5,0.34,60.29411764705882
1999-09-21,20.13,0.34,59.20588235294117
1999-09-22,20.19,0.34,59.38235294117647
1999-09-23,20.31,0.34,59.73529411764705
1999-09-24,20.25,0.34,59.55882352941176
1999-09-27,20.13,0.34,59.20588235294117
1999-09-28,19.5,0.34,57.35294117647059
1999-09-29,19.69,0.34,57.911764705882355
1999-09-30,20.5,0.34,60.29411764705882
1999-10-01,19.81,0.34,58.264705882352935
1999-10-04,19.88,0.34,58.47058823529411
1999-10-05,20.0,0.34,58.8235294117647
1999-10-06,19.75,0.34,58.088235294117645
1999-10-07,19.63,0.34,57.73529411764705
1999-10-08,19.25,0.34,56.61764705882352
1999-10-11,19.75,0.34,58.088235294117645
1999-10-12,19.69,0.34,57.911764705882355
1999-10-13,19.5,0.34,57.35294117647059
1999-10-14,19.38,0.34,56.99999999999999
1999-10-15,19.25,0.34,56.61764705882352
1999-10-18,18.81,0.34,55.323529411764696
1999-10-19,18.94,0.34,55.705882352941174
1999-10-20,18.94,0.34,55.705882352941174
1999-10-21,18.38,0.34,54.05882352941176
1999-10-22,18.38,0.34,54.05882352941176
1999-10-25,18.0,0.34,52.94117647058823
1999-10-26,17.88,0.34,52.58823529411764
1999-10-27,17.94,0.34,52.76470588235294
1999-10-28,18.0,0.34,52.94117647058823
1999-10-29,18.19,0.34,53.5
1999-11-01,18.81,0.34,55.323529411764696
1999-11-02,19.5,0.34,57.35294117647059
1999-11-03,20.44,0.34,60.11764705882353
1999-11-04,20.06,0.34,58.99999999999999
1999-11-05,20.13,0.34,59.20588235294117
1999-11-08,20.31,0.34,59.73529411764705
1999-11-09,20.19,0.34,59.38235294117647
1999-11-10,20.38,0.34,59.941176470588225
1999-11-11,20.0,0.34,58.8235294117647
1999-11-12,20.13,0.34,59.20588235294117
1999-11-15,19.88,0.33,60.242424242424235
1999-11-16,20.13,0.33,60.99999999999999
1999-11-17,20.06,0.33,60.78787878787878
1999-11-18,20.38,0.33,61.75757575757575
1999-11-19,20.31,0.33,61.54545454545454
1999-11-22,20.25,0.33,61.36363636363636
1999-11-23,19.94,0.33,60.42424242424242
1999-11-24,20.19,0.33,61.18181818181818
1999-11-26,20.25,0.33,61.36363636363636
1999-11-29,20.19,0.33,61.18181818181818
1999-11-30,20.19,0.33,61.18181818181818
1999-12-01,20.13,0.33,60.99999999999999
1999-12-02,20.19,0.33,61.18181818181818
1999-12-03,20.38,0.33,61.75757575757575
1999-12-06,20.5,0.33,62.12121212121212
1999-12-07,20.75,0.33,62.878787878787875
1999-12-08,20.88,0.33,63.272727272727266
1999-12-09,20.69,0.33,62.696969696969695
1999-12-10,20.69,0.33,62.696969696969695
1999-12-13,20.75,0.33,62.878787878787875
1999-12-14,20.75,0.33,62.878787878787875
1999-12-15,20.56,0.33,62.3030303030303
1999-12-16,20.5,0.33,62.12121212121212
1999-12-17,20.63,0.33,62.51515151515151
1999-12-20,20.94,0.33,63.45454545454545
1999-12-21,20.75,0.33,62.878787878787875
1999-12-22,20.88,0.33,63.272727272727266
1999-12-23,20.81,0.33,63.060606060606055
1999-12-27,21.06,0.33,63.81818181818181
1999-12-28,21.5,0.33,65.15151515151514
1999-12-29,21.56,0.33,65.33333333333333
1999-12-30,22.0,0.33,66.66666666666666
1999-12-31,21.75,0.33,65.9090909090909
2000-01-03,21.56,0.33,65.33333333333333
2000-01-04,21.25,0.33,64.39393939393939
2000-01-05,21.06,0.33,63.81818181818181
2000-01-06,21.44,0.33,64.96969696969697
2000-01-07,22.19,0.33,67.24242424242425
2000-01-10,22.56,0.33,68.36363636363636
2000-01-11,22.69,0.33,68.75757575757576
2000-01-12,22.75,0.33,68.93939393939394
2000-01-13,23.0,0.33,69.69696969696969
2000-01-14,22.38,0.33,67.81818181818181
2000-01-18,22.5,0.33,68.18181818181817
2000-01-19,22.19,0.33,67.24242424242425
2000-01-20,22.44,0.33,68.0
2000-01-21,22.31,0.33,67.6060606060606
2000-01-24,22.06,0.33,66.84848484848484
2000-01-25,21.94,0.33,66.48484848484848
2000-01-26,22.06,0.33,66.84848484848484
2000-01-27,22.06,0.33,66.84848484848484
2000-01-28,22.0,0.33,66.66666666666666
2000-01-31,21.75,0.33,65.9090909090909
2000-02-01,21.81,0.33,66.09090909090908
2000-02-02,21.75,0.33,65.9090909090909
2000-02-03,22.0,0.33,66.66666666666666
2000-02-04,22.31,0.33,67.6060606060606
2000-02-07,22.25,0.33,67.42424242424242
2000-02-08,22.63,0.33,68.57575757575756
2000-02-09,22.69,0.33,68.75757575757576
2000-02-10,22.5,0.33,68.18181818181817
2000-02-11,22.31,0.33,67.6060606060606
2000-02-14,21.63,0.33,65.54545454545453
2000-02-15,21.81,0.33,66.09090909090908
2000-02-16,21.56,0.33,65.33333333333333
2000-02-17,22.06,0.33,66.84848484848484
2000-02-18,22.13,0.33,67.06060606060605
2000-02-22,22.63,0.33,68.57575757575756
