date,RL,RL_EPS,PE Ratio
1998-11-10,18.81,0.5,37.62
1998-11-11,18.75,0.5,37.5
1998-11-12,18.75,0.5,37.5
1998-11-13,19.0,0.5,38.0
1998-11-16,19.0,0.5,38.0
1998-11-17,18.31,0.5,36.62
1998-11-18,19.06,0.5,38.12
1998-11-19,19.81,0.5,39.62
1998-11-20,20.25,0.5,40.5
1998-11-23,20.5,0.5,41.0
1998-11-24,19.94,0.5,39.88
1998-11-25,19.5,0.5,39.0
1998-11-27,19.5,0.5,39.0
1998-11-30,18.63,0.5,37.26
1998-12-01,19.0,0.5,38.0
1998-12-02,18.56,0.5,37.12
1998-12-03,18.75,0.5,37.5
1998-12-04,18.13,0.5,36.26
1998-12-07,18.0,0.5,36.0
1998-12-08,17.44,0.5,34.88
1998-12-09,17.0,0.5,34.0
1998-12-10,17.56,0.5,35.12
1998-12-11,17.06,0.5,34.12
1998-12-14,16.81,0.5,33.62
1998-12-15,16.69,0.5,33.38
1998-12-16,16.56,0.5,33.12
1998-12-17,16.38,0.5,32.76
1998-12-18,16.13,0.5,32.26
1998-12-21,16.0,0.5,32.0
1998-12-22,17.56,0.5,35.12
1998-12-23,17.13,0.5,34.26
1998-12-24,17.19,0.5,34.38
1998-12-28,18.13,0.5,36.26
1998-12-29,18.88,0.5,37.76
1998-12-30,19.63,0.5,39.26
1998-12-31,19.19,0.5,38.38
1999-01-04,18.81,0.5,37.62
1999-01-05,18.44,0.5,36.88
1999-01-06,20.25,0.5,40.5
1999-01-07,22.38,0.5,44.76
1999-01-08,22.44,0.5,44.88
1999-01-11,21.75,0.5,43.5
1999-01-12,21.06,0.5,42.12
1999-01-13,20.38,0.5,40.76
1999-01-14,20.19,0.5,40.38
1999-01-15,21.0,0.5,42.0
1999-01-19,21.94,0.5,43.88
1999-01-20,23.0,0.5,46.0
1999-01-21,22.63,0.5,45.26
1999-01-22,23.25,0.5,46.5
1999-01-25,23.31,0.5,46.62
1999-01-26,22.75,0.5,45.5
1999-01-27,22.5,0.5,45.0
1999-01-28,23.75,0.5,47.5
1999-01-29,24.88,0.5,49.76
1999-02-01,24.56,0.5,49.12
1999-02-02,23.25,0.5,46.5
1999-02-03,21.75,0.5,43.5
1999-02-04,20.75,0.5,41.5
1999-02-05,20.25,0.5,40.5
1999-02-08,20.44,0.5,40.88
1999-02-09,20.13,0.25,80.52
1999-02-10,20.13,0.25,80.52
1999-02-11,20.13,0.25,80.52
1999-02-12,20.13,0.25,80.52
1999-02-16,21.0,0.25,84.0
1999-02-17,20.44,0.25,81.76
1999-02-18,20.31,0.25,81.24
1999-02-19,20.31,0.25,81.24
1999-02-22,20.38,0.25,81.52
1999-02-23,20.75,0.25,83.0
1999-02-24,20.69,0.25,82.76
1999-02-25,19.88,0.25,79.52
1999-02-26,19.94,0.25,79.76
1999-03-01,19.5,0.25,78.0
1999-03-02,20.06,0.25,80.24
1999-03-03,19.63,0.25,78.52
1999-03-04,20.69,0.25,82.76
1999-03-05,21.13,0.25,84.52
1999-03-08,21.5,0.25,86.0
1999-03-09,21.25,0.25,85.0
1999-03-10,21.13,0.25,84.52
1999-03-11,21.0,0.25,84.0
1999-03-12,20.88,0.25,83.52
1999-03-15,20.69,0.25,82.76
1999-03-16,20.88,0.25,83.52
1999-03-17,20.88,0.25,83.52
1999-03-18,20.25,0.25,81.0
1999-03-19,19.75,0.25,79.0
1999-03-22,19.5,0.25,78.0
1999-03-23,19.81,0.25,79.24
1999-03-24,19.75,0.25,79.0
1999-03-25,20.0,0.25,80.0
1999-03-26,19.88,0.25,79.52
1999-03-29,19.81,0.25,79.24
1999-03-30,19.63,0.25,78.52
1999-03-31,19.88,0.25,79.52
1999-04-01,19.56,0.25,78.24
1999-04-05,21.13,0.25,84.52
1999-04-06,20.44,0.25,81.76
1999-04-07,20.94,0.25,83.76
1999-04-08,22.88,0.25,91.52
1999-04-09,23.56,0.25,94.24
1999-04-12,23.38,0.25,93.52
1999-04-13,23.06,0.25,92.24
1999-04-14,23.06,0.25,92.24
1999-04-15,23.0,0.25,92.0
1999-04-16,23.5,0.25,94.0
1999-04-19,23.0,0.25,92.0
1999-04-20,22.63,0.25,90.52
1999-04-21,22.25,0.25,89.0
1999-04-22,21.75,0.25,87.0
1999-04-23,22.25,0.25,89.0
1999-04-26,22.63,0.25,90.52
1999-04-27,23.63,0.25,94.52
1999-04-28,23.38,0.25,93.52
1999-04-29,22.19,0.25,88.76
1999-04-30,22.25,0.25,89.0
1999-05-03,21.63,0.25,86.52
1999-05-04,23.88,0.25,95.52
1999-05-05,23.0,0.25,92.0
1999-05-06,23.13,0.25,92.52
1999-05-07,22.69,0.25,90.76
1999-05-10,23.25,0.25,93.0
1999-05-11,22.94,0.25,91.76
1999-05-12,22.75,0.25,91.0
1999-05-13,23.38,0.25,93.52
1999-05-14,23.13,0.25,92.52
1999-05-17,22.81,0.25,91.24
1999-05-18,22.88,0.25,91.52
1999-05-19,23.88,0.25,95.52
1999-05-20,23.81,0.25,95.24
1999-05-21,24.63,0.25,98.52
1999-05-24,23.88,0.25,95.52
1999-05-25,21.38,0.25,85.52
1999-05-26,21.06,0.25,84.24
1999-05-27,21.0,0.25,84.0
1999-05-28,20.63,0.25,82.52
1999-06-01,19.94,0.25,79.76
1999-06-02,19.75,0.25,79.0
1999-06-03,19.25,0.25,77.0
1999-06-04,19.38,0.25,77.52
1999-06-07,18.88,0.25,75.52
1999-06-08,18.75,0.25,75.0
1999-06-09,19.13,0.25,76.52
1999-06-10,19.56,0.25,78.24
1999-06-11,19.0,0.25,76.0
1999-06-14,19.38,0.25,77.52
1999-06-15,18.94,0.25,75.76
1999-06-16,19.44,0.25,77.76
1999-06-17,19.5,0.25,78.0
1999-06-18,19.25,0.25,77.0
1999-06-21,19.44,0.25,77.76
1999-06-22,19.31,0.25,77.24
1999-06-23,18.63,0.25,74.52
1999-06-24,18.94,0.25,75.76
1999-06-25,19.0,0.25,76.0
1999-06-28,18.75,0.25,75.0
1999-06-29,18.5,0.25,74.0
1999-06-30,19.0,0.25,76.0
1999-07-01,18.88,0.25,75.52
1999-07-02,18.81,0.25,75.24
1999-07-06,18.88,0.25,75.52
1999-07-07,18.25,0.25,73.0
1999-07-08,18.0,0.25,72.0
1999-07-09,18.0,0.25,72.0
1999-07-12,18.88,0.25,75.52
1999-07-13,18.81,0.25,75.24
1999-07-14,19.0,0.25,76.0
1999-07-15,20.13,0.25,80.52
1999-07-16,20.0,0.25,80.0
1999-07-19,20.25,0.25,81.0
1999-07-20,19.88,0.25,79.52
1999-07-21,19.88,0.25,79.52
1999-07-22,19.5,0.25,78.0
1999-07-23,20.0,0.25,80.0
1999-07-26,19.75,0.25,79.0
1999-07-27,19.94,0.25,79.76
1999-07-28,20.19,0.25,80.76
1999-07-29,19.56,0.25,78.24
1999-07-30,19.5,0.25,78.0
1999-08-02,19.5,0.25,78.0
1999-08-03,19.56,0.25,78.24
1999-08-04,19.06,0.25,76.24
1999-08-05,19.0,0.25,76.0
1999-08-06,19.0,0.25,76.0
1999-08-09,18.25,0.25,73.0
1999-08-10,19.0,0.25,76.0
1999-08-11,19.5,0.25,78.0
1999-08-12,19.56,0.25,78.24
1999-08-13,19.13,0.25,76.52
1999-08-16,19.25,0.25,77.0
1999-08-17,18.88,0.28,67.42857142857142
1999-08-18,19.31,0.28,68.96428571428571
1999-08-19,19.06,0.28,68.07142857142856
1999-08-20,19.81,0.28,70.74999999999999
1999-08-23,20.56,0.28,73.42857142857142
1999-08-24,20.56,0.28,73.42857142857142
1999-08-25,20.0,0.28,71.42857142857142
1999-08-26,19.63,0.28,70.10714285714285
1999-08-27,19.94,0.28,71.21428571428571
1999-08-30,19.88,0.28,70.99999999999999
1999-08-31,19.38,0.28,69.21428571428571
1999-09-01,19.13,0.28,68.32142857142856
1999-09-02,19.0,0.28,67.85714285714285
1999-09-03,19.5,0.28,69.64285714285714
1999-09-07,19.38,0.28,69.21428571428571
1999-09-08,18.94,0.28,67.64285714285714
1999-09-09,18.94,0.28,67.64285714285714
1999-09-10,20.25,0.28,72.32142857142857
1999-09-13,19.69,0.28,70.32142857142857
1999-09-14,19.25,0.28,68.75
1999-09-15,18.56,0.28,66.28571428571428
1999-09-16,18.63,0.28,66.53571428571428
1999-09-17,18.75,0.28,66.96428571428571
1999-09-20,18.56,0.28,66.28571428571428
1999-09-21,18.0,0.28,64.28571428571428
1999-09-22,18.13,0.28,64.74999999999999
1999-09-23,17.75,0.28,63.39285714285714
1999-09-24,17.63,0.28,62.96428571428571
1999-09-27,18.13,0.28,64.74999999999999
1999-09-28,18.0,0.28,64.28571428571428
1999-09-29,17.81,0.28,63.60714285714285
1999-09-30,17.94,0.28,64.07142857142857
1999-10-01,17.5,0.28,62.49999999999999
1999-10-04,19.0,0.28,67.85714285714285
1999-10-05,19.38,0.28,69.21428571428571
1999-10-06,19.06,0.28,68.07142857142856
1999-10-07,18.69,0.28,66.75
1999-10-08,18.75,0.28,66.96428571428571
1999-10-11,18.44,0.28,65.85714285714286
1999-10-12,17.75,0.28,63.39285714285714
1999-10-13,17.63,0.28,62.96428571428571
1999-10-14,17.88,0.28,63.85714285714285
1999-10-15,17.56,0.28,62.7142857142857
1999-10-18,18.44,0.28,65.85714285714286
1999-10-19,18.0,0.28,64.28571428571428
1999-10-20,18.38,0.28,65.64285714285714
1999-10-21,18.94,0.28,67.64285714285714
1999-10-22,19.38,0.28,69.21428571428571
1999-10-25,20.25,0.28,72.32142857142857
1999-10-26,18.63,0.28,66.53571428571428
1999-10-27,18.56,0.28,66.28571428571428
1999-10-28,18.81,0.28,67.17857142857142
1999-10-29,18.5,0.28,66.07142857142857
1999-11-01,18.38,0.28,65.64285714285714
1999-11-02,18.13,0.28,64.74999999999999
1999-11-03,17.63,0.28,62.96428571428571
1999-11-04,17.19,0.28,61.39285714285714
1999-11-05,17.44,0.28,62.285714285714285
1999-11-08,17.25,0.28,61.607142857142854
1999-11-09,17.19,0.28,61.39285714285714
1999-11-10,16.38,0.28,58.49999999999999
1999-11-11,16.75,0.28,59.82142857142856
1999-11-12,16.94,0.28,60.5
1999-11-15,17.0,0.28,60.71428571428571
1999-11-16,17.0,0.56,30.357142857142854
1999-11-17,16.88,0.56,30.14285714285714
1999-11-18,16.88,0.56,30.14285714285714
1999-11-19,16.56,0.56,29.571428571428566
1999-11-22,17.25,0.56,30.803571428571427
1999-11-23,16.94,0.56,30.25
1999-11-24,16.75,0.56,29.91071428571428
1999-11-26,17.63,0.56,31.482142857142854
1999-11-29,17.5,0.56,31.249999999999996
1999-11-30,17.38,0.56,31.03571428571428
1999-12-01,17.88,0.56,31.928571428571423
1999-12-02,17.25,0.56,30.803571428571427
1999-12-03,17.5,0.56,31.249999999999996
1999-12-06,17.44,0.56,31.142857142857142
1999-12-07,17.44,0.56,31.142857142857142
1999-12-08,17.0,0.56,30.357142857142854
1999-12-09,16.75,0.56,29.91071428571428
1999-12-10,16.81,0.56,30.01785714285714
1999-12-13,16.44,0.56,29.357142857142858
1999-12-14,16.63,0.56,29.696428571428566
1999-12-15,16.5,0.56,29.46428571428571
1999-12-16,16.5,0.56,29.46428571428571
1999-12-17,16.44,0.56,29.357142857142858
1999-12-20,16.88,0.56,30.14285714285714
1999-12-21,16.63,0.56,29.696428571428566
1999-12-22,16.88,0.56,30.14285714285714
1999-12-23,17.25,0.56,30.803571428571427
1999-12-27,17.19,0.56,30.69642857142857
1999-12-28,17.0,0.56,30.357142857142854
1999-12-29,17.0,0.56,30.357142857142854
1999-12-30,17.31,0.56,30.91071428571428
