date,EVRG,EVRG_EPS,PE Ratio
1974-06-14,8.38,1.0,8.38
1974-06-17,8.5,1.0,8.5
1974-06-18,8.44,1.0,8.44
1974-06-19,8.44,1.0,8.44
1974-06-20,8.38,1.0,8.38
1974-06-21,8.31,1.0,8.31
1974-06-24,8.13,1.0,8.13
1974-06-25,8.25,1.0,8.25
1974-06-26,8.13,1.0,8.13
1974-06-27,8.0,1.0,8.0
1974-06-28,7.81,1.0,7.81
1974-07-01,7.81,1.0,7.81
1974-07-02,8.31,1.0,8.31
1974-07-03,8.06,1.0,8.06
1974-07-05,8.13,1.0,8.13
1974-07-08,8.06,1.0,8.06
1974-07-09,8.0,1.0,8.0
1974-07-10,8.0,1.0,8.0
1974-07-11,8.0,1.0,8.0
1974-07-12,8.0,1.0,8.0
1974-07-15,7.94,1.0,7.94
1974-07-16,8.0,1.0,8.0
1974-07-17,8.0,1.0,8.0
1974-07-18,7.88,1.0,7.88
1974-07-19,8.0,1.0,8.0
1974-07-22,7.88,1.0,7.88
1974-07-23,8.0,1.0,8.0
1974-07-24,8.13,1.0,8.13
1974-07-25,8.0,1.0,8.0
1974-07-26,7.94,1.0,7.94
1974-07-29,7.94,1.0,7.94
1974-07-30,7.88,1.0,7.88
1974-07-31,7.94,1.0,7.94
1974-08-01,7.94,1.0,7.94
1974-08-02,7.88,1.0,7.88
1974-08-05,8.0,1.0,8.0
1974-08-06,7.94,1.0,7.94
1974-08-07,7.94,1.0,7.94
1974-08-08,7.94,1.0,7.94
1974-08-09,8.0,1.0,8.0
1974-08-12,8.0,1.0,8.0
1974-08-13,7.94,1.0,7.94
1974-08-14,8.0,1.0,8.0
1974-08-15,7.94,1.0,7.94
1974-08-16,7.94,1.0,7.94
1974-08-19,7.94,1.0,7.94
1974-08-20,8.0,1.0,8.0
1974-08-21,7.94,1.0,7.94
1974-08-22,8.0,1.0,8.0
1974-08-23,8.0,1.0,8.0
1974-08-26,7.88,1.0,7.88
1974-08-27,7.94,1.0,7.94
1974-08-28,7.88,1.0,7.88
1974-08-29,7.69,1.0,7.69
1974-08-30,7.63,1.0,7.63
1974-09-03,7.81,1.0,7.81
1974-09-04,7.75,1.0,7.75
1974-09-05,8.0,1.0,8.0
1974-09-06,8.0,1.0,8.0
1974-09-09,7.94,1.0,7.94
1974-09-10,7.88,1.0,7.88
1974-09-11,7.75,1.0,7.75
1974-09-12,7.56,1.0,7.56
1974-09-13,7.44,1.0,7.44
1974-09-16,7.38,1.0,7.38
1974-09-17,7.44,1.0,7.44
1974-09-18,7.38,1.0,7.38
1974-09-19,7.31,1.0,7.31
1974-09-20,7.44,1.0,7.44
1974-09-23,7.5,1.0,7.5
1974-09-24,7.31,1.0,7.31
1974-09-25,7.5,1.0,7.5
1974-09-26,7.5,1.0,7.5
1974-09-27,7.5,1.0,7.5
1974-09-30,7.44,1.0,7.44
1974-10-01,7.38,1.0,7.38
1974-10-02,7.5,1.0,7.5
1974-10-03,7.44,1.0,7.44
1974-10-04,7.38,1.0,7.38
1974-10-07,7.5,1.0,7.5
1974-10-08,7.63,1.0,7.63
1974-10-09,7.5,1.0,7.5
1974-10-10,7.63,1.0,7.63
1974-10-11,8.0,1.0,8.0
1974-10-14,8.31,1.0,8.31
1974-10-15,8.25,1.0,8.25
1974-10-16,8.19,1.0,8.19
1974-10-17,7.94,1.0,7.94
1974-10-18,7.94,1.0,7.94
1974-10-21,7.94,1.0,7.94
1974-10-22,8.0,1.0,8.0
1974-10-23,7.94,1.0,7.94
1974-10-24,7.88,1.0,7.88
1974-10-25,7.94,1.0,7.94
1974-10-28,7.94,1.0,7.94
1974-10-29,8.0,1.0,8.0
1974-10-30,7.94,1.0,7.94
1974-10-31,7.88,1.0,7.88
1974-11-01,7.88,1.0,7.88
1974-11-04,8.0,1.0,8.0
1974-11-05,7.94,1.0,7.94
1974-11-06,7.94,1.0,7.94
1974-11-07,8.0,1.0,8.0
1974-11-08,8.0,1.0,8.0
1974-11-11,7.94,1.0,7.94
1974-11-12,8.13,1.0,8.13
1974-11-13,8.06,1.0,8.06
1974-11-14,8.19,1.0,8.19
1974-11-15,8.25,1.0,8.25
1974-11-18,8.0,1.0,8.0
1974-11-19,8.06,1.0,8.06
1974-11-20,7.94,1.0,7.94
1974-11-21,7.94,1.0,7.94
1974-11-22,7.75,1.0,7.75
1974-11-25,7.88,1.0,7.88
1974-11-26,7.94,1.0,7.94
1974-11-27,7.94,1.0,7.94
1974-11-29,7.94,1.0,7.94
1974-12-02,7.75,1.0,7.75
1974-12-03,7.75,1.0,7.75
1974-12-04,7.63,1.0,7.63
1974-12-05,7.75,1.0,7.75
1974-12-06,7.75,1.0,7.75
1974-12-09,7.69,1.0,7.69
1974-12-10,8.06,1.0,8.06
1974-12-11,8.13,1.0,8.13
1974-12-12,8.0,1.0,8.0
1974-12-13,8.0,1.0,8.0
1974-12-16,8.0,1.0,8.0
1974-12-17,7.88,1.0,7.88
1974-12-18,7.81,1.0,7.81
1974-12-19,7.88,1.0,7.88
1974-12-20,7.88,1.0,7.88
1974-12-23,8.13,1.0,8.13
1974-12-24,8.06,1.0,8.06
1974-12-26,8.19,1.0,8.19
1974-12-27,8.06,1.0,8.06
1974-12-30,8.06,1.0,8.06
1974-12-31,8.25,1.0,8.25
1975-01-02,8.44,1.0,8.44
1975-01-03,8.63,1.0,8.63
1975-01-06,8.88,1.0,8.88
1975-01-07,8.94,1.0,8.94
1975-01-08,8.94,1.0,8.94
1975-01-09,8.94,1.0,8.94
1975-01-10,8.94,1.0,8.94
1975-01-13,9.0,1.0,9.0
1975-01-14,9.06,1.0,9.06
1975-01-15,9.0,1.0,9.0
1975-01-16,9.0,1.0,9.0
1975-01-17,9.06,1.0,9.06
1975-01-20,9.0,1.0,9.0
1975-01-21,9.0,1.0,9.0
1975-01-22,9.0,1.0,9.0
1975-01-23,9.0,1.0,9.0
1975-01-24,8.88,1.0,8.88
1975-01-27,9.0,1.0,9.0
1975-01-28,9.13,1.0,9.13
1975-01-29,9.0,1.0,9.0
1975-01-30,9.0,1.0,9.0
1975-01-31,9.0,1.0,9.0
1975-02-03,8.75,1.0,8.75
1975-02-04,8.69,1.0,8.69
1975-02-05,8.63,1.0,8.63
1975-02-06,8.75,1.0,8.75
1975-02-07,8.69,1.0,8.69
1975-02-10,8.63,1.0,8.63
1975-02-11,8.75,1.0,8.75
1975-02-12,8.75,1.0,8.75
1975-02-13,8.88,1.0,8.88
1975-02-14,9.0,1.0,9.0
1975-02-18,9.13,1.0,9.13
1975-02-19,8.81,1.0,8.81
1975-02-20,8.75,1.0,8.75
1975-02-21,8.81,1.0,8.81
1975-02-24,8.63,1.0,8.63
1975-02-25,8.81,1.0,8.81
1975-02-26,8.63,1.0,8.63
1975-02-27,8.75,1.0,8.75
1975-02-28,8.81,1.0,8.81
1975-03-03,8.63,1.0,8.63
1975-03-04,8.63,1.0,8.63
1975-03-05,8.5,1.0,8.5
1975-03-06,8.56,1.0,8.56
1975-03-07,8.5,1.0,8.5
1975-03-10,8.63,1.0,8.63
1975-03-11,8.56,1.0,8.56
1975-03-12,8.5,1.0,8.5
1975-03-13,8.5,1.0,8.5
1975-03-14,8.94,1.0,8.94
1975-03-17,8.63,1.0,8.63
1975-03-18,8.56,1.0,8.56
1975-03-19,8.56,1.0,8.56
1975-03-20,8.19,1.0,8.19
1975-03-21,8.25,1.0,8.25
1975-03-24,8.13,1.0,8.13
1975-03-25,8.06,1.0,8.06
1975-03-26,8.0,1.0,8.0
1975-03-27,7.88,1.0,7.88
1975-03-31,8.0,1.0,8.0
1975-04-01,8.31,1.0,8.31
1975-04-02,8.19,1.0,8.19
1975-04-03,8.25,1.0,8.25
1975-04-04,8.25,1.0,8.25
1975-04-07,7.94,1.0,7.94
1975-04-08,7.88,1.0,7.88
1975-04-09,7.88,1.0,7.88
1975-04-10,8.0,1.0,8.0
1975-04-11,8.0,1.0,8.0
1975-04-14,8.06,1.0,8.06
1975-04-15,8.0,1.0,8.0
1975-04-16,7.94,1.0,7.94
1975-04-17,8.13,1.0,8.13
1975-04-18,8.13,1.0,8.13
1975-04-21,8.06,1.0,8.06
1975-04-22,7.94,1.0,7.94
1975-04-23,7.88,1.0,7.88
1975-04-24,7.94,1.0,7.94
1975-04-25,8.0,1.0,8.0
1975-04-28,8.0,1.0,8.0
1975-04-29,7.88,1.0,7.88
1975-04-30,7.88,1.0,7.88
1975-05-01,7.88,1.0,7.88
1975-05-02,7.81,1.0,7.81
1975-05-05,7.88,1.0,7.88
1975-05-06,7.75,1.0,7.75
1975-05-07,7.81,1.0,7.81
1975-05-08,7.88,1.0,7.88
1975-05-09,7.94,1.0,7.94
1975-05-12,8.44,1.0,8.44
1975-05-13,8.38,1.0,8.38
1975-05-14,8.31,1.0,8.31
1975-05-15,8.25,1.0,8.25
1975-05-16,8.13,1.0,8.13
1975-05-19,8.38,1.0,8.38
1975-05-20,8.44,1.0,8.44
1975-05-21,8.25,1.0,8.25
1975-05-22,8.31,1.0,8.31
1975-05-23,8.31,1.0,8.31
1975-05-27,8.31,1.0,8.31
1975-05-28,8.44,1.0,8.44
1975-05-29,8.44,1.0,8.44
1975-05-30,8.5,1.0,8.5
1975-06-02,8.56,1.0,8.56
1975-06-03,8.56,1.0,8.56
1975-06-04,9.0,1.0,9.0
1975-06-05,9.0,1.0,9.0
1975-06-06,8.94,1.0,8.94
1975-06-09,9.0,1.0,9.0
1975-06-10,9.0,1.0,9.0
1975-06-11,8.94,1.0,8.94
1975-06-12,9.0,1.0,9.0
1975-06-13,9.06,1.0,9.06
1975-06-16,9.13,1.0,9.13
1975-06-17,9.38,1.0,9.38
1975-06-18,9.13,1.0,9.13
1975-06-19,9.25,1.0,9.25
1975-06-20,9.25,1.0,9.25
1975-06-23,9.31,1.0,9.31
1975-06-24,9.44,1.0,9.44
1975-06-25,9.25,1.0,9.25
1975-06-26,8.94,1.0,8.94
1975-06-27,8.88,1.0,8.88
1975-06-30,8.88,1.0,8.88
1975-07-01,8.81,1.0,8.81
1975-07-02,9.06,1.0,9.06
1975-07-03,9.0,1.0,9.0
1975-07-07,8.88,1.0,8.88
1975-07-08,9.0,1.0,9.0
1975-07-09,9.13,1.0,9.13
1975-07-10,9.19,1.0,9.19
1975-07-11,9.06,1.0,9.06
1975-07-14,9.19,1.0,9.19
1975-07-15,9.25,1.0,9.25
1975-07-16,9.25,1.0,9.25
1975-07-17,9.31,1.0,9.31
1975-07-18,9.25,1.0,9.25
1975-07-21,9.38,1.0,9.38
1975-07-22,9.25,1.0,9.25
1975-07-23,9.13,1.0,9.13
1975-07-24,8.63,1.0,8.63
1975-07-25,8.63,1.0,8.63
1975-07-28,8.44,1.0,8.44
1975-07-29,8.5,1.0,8.5
1975-07-30,8.44,1.0,8.44
1975-07-31,8.5,1.0,8.5
1975-08-01,8.63,1.0,8.63
1975-08-04,8.75,1.0,8.75
1975-08-05,8.5,1.0,8.5
1975-08-06,8.44,1.0,8.44
1975-08-07,8.44,1.0,8.44
1975-08-08,8.38,1.0,8.38
1975-08-11,8.38,1.0,8.38
1975-08-12,8.25,1.0,8.25
1975-08-13,8.44,1.0,8.44
1975-08-14,8.31,1.0,8.31
1975-08-15,8.31,1.0,8.31
1975-08-18,8.31,1.0,8.31
1975-08-19,8.25,1.0,8.25
1975-08-20,8.25,1.0,8.25
1975-08-21,8.13,1.0,8.13
1975-08-22,8.38,1.0,8.38
1975-08-25,8.44,1.0,8.44
1975-08-26,8.25,1.0,8.25
1975-08-27,8.0,1.0,8.0
1975-08-28,8.06,1.0,8.06
1975-08-29,8.25,1.0,8.25
1975-09-02,8.19,1.0,8.19
1975-09-03,8.25,1.0,8.25
1975-09-04,8.25,1.0,8.25
1975-09-05,8.19,1.0,8.19
1975-09-08,8.25,1.0,8.25
1975-09-09,8.19,1.0,8.19
1975-09-10,8.19,1.0,8.19
1975-09-11,8.06,1.0,8.06
1975-09-12,8.06,1.0,8.06
1975-09-15,8.19,1.0,8.19
1975-09-16,8.38,1.0,8.38
1975-09-17,8.19,1.0,8.19
1975-09-18,8.13,1.0,8.13
1975-09-19,8.25,1.0,8.25
1975-09-22,8.25,1.0,8.25
1975-09-23,8.19,1.0,8.19
1975-09-24,8.31,1.0,8.31
1975-09-25,8.31,1.0,8.31
1975-09-26,8.13,1.0,8.13
1975-09-29,8.31,1.0,8.31
1975-09-30,8.25,1.0,8.25
1975-10-01,8.13,1.0,8.13
1975-10-02,8.13,1.0,8.13
1975-10-03,8.13,1.0,8.13
1975-10-06,8.06,1.0,8.06
1975-10-07,8.38,1.0,8.38
1975-10-08,8.38,1.0,8.38
1975-10-09,8.25,1.0,8.25
1975-10-10,8.25,1.0,8.25
1975-10-13,8.25,1.0,8.25
1975-10-14,8.19,1.0,8.19
1975-10-15,8.19,1.0,8.19
1975-10-16,8.38,1.0,8.38
1975-10-17,8.38,1.0,8.38
1975-10-20,8.38,1.0,8.38
1975-10-21,8.5,1.0,8.5
1975-10-22,8.56,1.0,8.56
1975-10-23,8.5,1.0,8.5
1975-10-24,8.31,1.0,8.31
1975-10-27,8.44,1.0,8.44
1975-10-28,8.5,1.0,8.5
1975-10-29,8.44,1.0,8.44
1975-10-30,8.44,1.0,8.44
1975-10-31,8.5,1.0,8.5
1975-11-03,8.56,1.0,8.56
1975-11-04,8.56,1.0,8.56
1975-11-05,8.5,1.0,8.5
1975-11-06,8.56,1.0,8.56
1975-11-07,8.56,1.0,8.56
1975-11-10,8.69,1.0,8.69
1975-11-11,8.75,1.0,8.75
1975-11-12,8.56,1.0,8.56
1975-11-13,8.56,1.0,8.56
1975-11-14,8.69,1.0,8.69
1975-11-17,8.75,1.0,8.75
1975-11-18,8.81,1.0,8.81
1975-11-19,8.88,1.0,8.88
1975-11-20,8.94,1.0,8.94
1975-11-21,8.94,1.0,8.94
1975-11-24,8.75,1.0,8.75
1975-11-25,8.69,1.0,8.69
1975-11-26,8.75,1.0,8.75
1975-11-28,8.69,1.0,8.69
1975-12-01,8.5,1.0,8.5
1975-12-02,8.31,1.0,8.31
1975-12-03,8.31,1.0,8.31
1975-12-04,8.31,1.0,8.31
1975-12-05,8.31,1.0,8.31
1975-12-08,8.31,1.0,8.31
1975-12-09,8.19,1.0,8.19
1975-12-10,8.19,1.0,8.19
1975-12-11,8.25,1.0,8.25
1975-12-12,8.0,1.0,8.0
1975-12-15,8.06,1.0,8.06
1975-12-16,8.13,1.0,8.13
1975-12-17,8.13,1.0,8.13
1975-12-18,8.13,1.0,8.13
1975-12-19,8.25,1.0,8.25
1975-12-22,8.38,1.0,8.38
1975-12-23,8.75,1.0,8.75
1975-12-24,9.19,1.0,9.19
1975-12-26,9.13,1.0,9.13
1975-12-29,9.06,1.0,9.06
1975-12-30,9.0,1.0,9.0
1975-12-31,9.06,1.0,9.06
1976-01-02,9.13,1.0,9.13
1976-01-05,9.13,1.0,9.13
1976-01-06,9.25,1.0,9.25
1976-01-07,9.31,1.0,9.31
1976-01-08,9.44,1.0,9.44
1976-01-09,9.31,1.0,9.31
1976-01-12,9.44,1.0,9.44
1976-01-13,9.31,1.0,9.31
1976-01-14,9.31,1.0,9.31
1976-01-15,9.44,1.0,9.44
