date,LLY,LLY_EPS,PE Ratio
1973-01-08,4.95,0.19,26.05263157894737
1973-01-09,4.94,0.19,26.0
1973-01-10,4.95,0.19,26.05263157894737
1973-01-11,4.93,0.19,25.94736842105263
1973-01-12,4.93,0.19,25.94736842105263
1973-01-15,4.88,0.19,25.684210526315788
1973-01-16,4.83,0.19,25.42105263157895
1973-01-17,4.82,0.19,25.36842105263158
1973-01-18,4.83,0.19,25.42105263157895
1973-01-19,4.81,0.19,25.31578947368421
1973-01-22,4.8,0.19,25.263157894736842
1973-01-23,4.77,0.19,25.105263157894733
1973-01-24,4.74,0.19,24.947368421052634
1973-01-26,4.67,0.19,24.57894736842105
1973-01-29,4.55,0.19,23.94736842105263
1973-01-30,4.53,0.19,23.842105263157897
1973-01-31,4.56,0.19,23.999999999999996
1973-02-01,4.7,0.19,24.736842105263158
1973-02-02,4.71,0.19,24.789473684210527
1973-02-05,4.73,0.19,24.894736842105264
1973-02-06,4.75,0.19,25.0
1973-02-07,4.81,0.19,25.31578947368421
1973-02-08,4.84,0.19,25.473684210526315
1973-02-09,4.93,0.19,25.94736842105263
1973-02-12,5.0,0.19,26.31578947368421
1973-02-13,5.17,0.19,27.210526315789473
1973-02-14,5.09,0.19,26.789473684210524
1973-02-15,5.16,0.19,27.157894736842106
1973-02-16,5.3,0.19,27.89473684210526
1973-02-20,5.31,0.19,27.94736842105263
1973-02-21,5.27,0.19,27.736842105263154
1973-02-22,5.34,0.19,28.105263157894736
1973-02-23,5.29,0.19,27.842105263157894
1973-02-26,5.2,0.19,27.36842105263158
1973-02-27,5.2,0.19,27.36842105263158
1973-02-28,5.26,0.19,27.684210526315788
1973-03-01,5.3,0.19,27.89473684210526
1973-03-02,5.38,0.19,28.31578947368421
1973-03-05,5.38,0.19,28.31578947368421
1973-03-06,5.42,0.19,28.526315789473685
1973-03-07,5.61,0.19,29.526315789473685
1973-03-08,5.52,0.19,29.052631578947366
1973-03-09,5.45,0.19,28.68421052631579
1973-03-12,5.54,0.19,29.157894736842106
1973-03-13,5.52,0.19,29.052631578947366
1973-03-14,5.59,0.19,29.421052631578945
1973-03-15,5.63,0.19,29.63157894736842
1973-03-16,5.59,0.19,29.421052631578945
1973-03-19,5.44,0.19,28.63157894736842
1973-03-20,5.38,0.19,28.31578947368421
1973-03-21,5.23,0.19,27.526315789473685
1973-03-22,4.98,0.19,26.210526315789476
1973-03-23,5.09,0.19,26.789473684210524
1973-03-26,5.28,0.19,27.789473684210527
1973-03-27,5.34,0.19,28.105263157894736
1973-03-28,5.33,0.19,28.05263157894737
1973-03-29,5.47,0.19,28.789473684210524
1973-03-30,5.36,0.19,28.210526315789476
1973-04-02,5.34,0.19,28.105263157894736
1973-04-03,5.3,0.19,27.89473684210526
1973-04-04,5.17,0.19,27.210526315789473
1973-04-05,5.14,0.19,27.052631578947366
1973-04-06,5.21,0.19,27.421052631578945
1973-04-09,5.31,0.19,27.94736842105263
1973-04-10,5.31,0.19,27.94736842105263
1973-04-11,5.3,0.19,27.89473684210526
1973-04-12,5.25,0.19,27.63157894736842
1973-04-13,5.23,0.19,27.526315789473685
1973-04-16,5.21,0.19,27.421052631578945
1973-04-17,5.22,0.19,27.473684210526315
1973-04-18,5.25,0.19,27.63157894736842
1973-04-19,5.27,0.19,27.736842105263154
1973-04-23,5.26,0.19,27.684210526315788
1973-04-24,5.24,0.19,27.578947368421055
1973-04-25,5.13,0.19,27.0
1973-04-26,5.08,0.19,26.736842105263158
1973-04-27,4.99,0.19,26.263157894736842
1973-04-30,5.02,0.19,26.421052631578945
1973-05-01,5.05,0.19,26.57894736842105
1973-05-02,5.22,0.19,27.473684210526315
1973-05-03,5.3,0.19,27.89473684210526
1973-05-04,5.3,0.19,27.89473684210526
1973-05-07,5.25,0.19,27.63157894736842
1973-05-08,5.33,0.19,28.05263157894737
1973-05-09,5.32,0.19,28.0
1973-05-10,5.3,0.19,27.89473684210526
1973-05-11,5.23,0.19,27.526315789473685
1973-05-14,5.16,0.19,27.157894736842106
1973-05-15,5.23,0.19,27.526315789473685
1973-05-16,5.32,0.19,28.0
1973-05-17,5.3,0.19,27.89473684210526
1973-05-18,5.22,0.19,27.473684210526315
1973-05-21,5.09,0.19,26.789473684210524
1973-05-22,5.15,0.19,27.10526315789474
1973-05-23,5.25,0.19,27.63157894736842
1973-05-24,5.41,0.19,28.473684210526315
1973-05-25,5.47,0.19,28.789473684210524
1973-05-29,5.43,0.19,28.57894736842105
1973-05-30,5.38,0.19,28.31578947368421
1973-05-31,5.41,0.19,28.473684210526315
1973-06-01,5.29,0.19,27.842105263157894
1973-06-04,5.23,0.19,27.526315789473685
1973-06-05,5.3,0.19,27.89473684210526
1973-06-06,5.25,0.19,27.63157894736842
1973-06-07,5.26,0.19,27.684210526315788
1973-06-08,5.38,0.19,28.31578947368421
1973-06-11,5.33,0.19,28.05263157894737
1973-06-12,5.5,0.19,28.94736842105263
1973-06-13,5.52,0.19,29.052631578947366
1973-06-14,5.52,0.19,29.052631578947366
1973-06-15,5.38,0.19,28.31578947368421
1973-06-18,5.38,0.19,28.31578947368421
1973-06-19,5.44,0.19,28.63157894736842
1973-06-20,5.41,0.19,28.473684210526315
1973-06-21,5.3,0.19,27.89473684210526
1973-06-22,5.36,0.19,28.210526315789476
1973-06-25,5.15,0.19,27.10526315789474
1973-06-26,5.12,0.19,26.94736842105263
1973-06-27,5.09,0.19,26.789473684210524
1973-06-28,5.2,0.19,27.36842105263158
1973-06-29,5.22,0.19,27.473684210526315
1973-07-02,5.25,0.19,27.63157894736842
1973-07-03,5.16,0.19,27.157894736842106
1973-07-05,5.07,0.19,26.68421052631579
1973-07-06,4.93,0.19,25.94736842105263
1973-07-09,4.91,0.19,25.842105263157894
1973-07-10,5.0,0.19,26.31578947368421
1973-07-11,5.19,0.19,27.315789473684212
1973-07-12,5.27,0.19,27.736842105263154
1973-07-13,5.32,0.19,28.0
1973-07-16,5.33,0.19,28.05263157894737
1973-07-17,5.38,0.19,28.31578947368421
1973-07-18,5.34,0.19,28.105263157894736
1973-07-19,5.38,0.19,28.31578947368421
1973-07-20,5.34,0.19,28.105263157894736
1973-07-23,5.38,0.19,28.31578947368421
1973-07-24,5.55,0.19,29.210526315789473
1973-07-25,5.73,0.19,30.157894736842106
1973-07-26,5.7,0.19,30.0
1973-07-27,5.63,0.19,29.63157894736842
1973-07-30,5.59,0.19,29.421052631578945
1973-07-31,5.52,0.19,29.052631578947366
1973-08-01,5.41,0.19,28.473684210526315
1973-08-02,5.52,0.19,29.052631578947366
1973-08-03,5.55,0.19,29.210526315789473
1973-08-06,5.23,0.19,27.526315789473685
1973-08-07,5.27,0.19,27.736842105263154
1973-08-08,5.26,0.19,27.684210526315788
1973-08-09,5.27,0.19,27.736842105263154
1973-08-10,5.23,0.19,27.526315789473685
1973-08-13,5.18,0.19,27.26315789473684
1973-08-14,5.13,0.19,27.0
1973-08-15,5.08,0.19,26.736842105263158
1973-08-16,4.95,0.19,26.05263157894737
1973-08-17,4.88,0.19,25.684210526315788
1973-08-20,4.84,0.19,25.473684210526315
1973-08-21,4.8,0.19,25.263157894736842
1973-08-22,4.86,0.19,25.578947368421055
1973-08-23,4.97,0.19,26.157894736842103
1973-08-24,5.11,0.19,26.894736842105264
1973-08-27,5.13,0.19,27.0
1973-08-28,5.16,0.19,27.157894736842106
1973-08-29,5.0,0.19,26.31578947368421
1973-08-30,4.86,0.19,25.578947368421055
1973-08-31,4.75,0.19,25.0
1973-09-04,4.7,0.19,24.736842105263158
1973-09-05,4.68,0.19,24.631578947368418
1973-09-06,4.63,0.19,24.36842105263158
1973-09-07,4.47,0.19,23.52631578947368
1973-09-10,4.51,0.19,23.736842105263158
1973-09-11,4.63,0.19,24.36842105263158
1973-09-12,4.72,0.19,24.842105263157894
1973-09-13,4.83,0.19,25.42105263157895
1973-09-14,4.8,0.19,25.263157894736842
1973-09-17,4.77,0.19,25.105263157894733
1973-09-18,4.75,0.19,25.0
1973-09-19,5.05,0.19,26.57894736842105
1973-09-20,5.0,0.19,26.31578947368421
1973-09-21,4.88,0.19,25.684210526315788
1973-09-24,5.0,0.19,26.31578947368421
1973-09-25,4.91,0.19,25.842105263157894
1973-09-26,4.88,0.19,25.684210526315788
1973-09-27,5.0,0.19,26.31578947368421
1973-09-28,5.0,0.19,26.31578947368421
1973-10-01,4.9,0.19,25.789473684210527
1973-10-02,4.91,0.19,25.842105263157894
1973-10-03,4.8,0.19,25.263157894736842
1973-10-04,4.73,0.19,24.894736842105264
1973-10-05,4.83,0.19,25.42105263157895
1973-10-08,4.91,0.19,25.842105263157894
1973-10-09,5.0,0.19,26.31578947368421
1973-10-10,4.94,0.19,26.0
1973-10-11,5.0,0.19,26.31578947368421
1973-10-12,4.98,0.19,26.210526315789476
1973-10-15,5.08,0.19,26.736842105263158
1973-10-16,5.05,0.19,26.57894736842105
1973-10-17,5.05,0.19,26.57894736842105
1973-10-18,5.05,0.19,26.57894736842105
1973-10-19,5.22,0.19,27.473684210526315
1973-10-22,5.19,0.19,27.315789473684212
1973-10-23,5.23,0.19,27.526315789473685
1973-10-24,5.22,0.19,27.473684210526315
1973-10-25,5.32,0.19,28.0
1973-10-26,5.37,0.19,28.263157894736842
1973-10-29,5.3,0.19,27.89473684210526
1973-10-30,5.16,0.19,27.157894736842106
1973-10-31,5.13,0.19,27.0
1973-11-01,5.13,0.19,27.0
1973-11-02,5.12,0.19,26.94736842105263
1973-11-05,5.11,0.19,26.894736842105264
1973-11-06,5.11,0.19,26.894736842105264
1973-11-07,5.12,0.19,26.94736842105263
1973-11-08,5.16,0.19,27.157894736842106
1973-11-09,5.19,0.19,27.315789473684212
1973-11-12,5.19,0.19,27.315789473684212
1973-11-13,5.23,0.19,27.526315789473685
1973-11-14,5.27,0.19,27.736842105263154
1973-11-15,5.29,0.19,27.842105263157894
1973-11-16,5.36,0.19,28.210526315789476
1973-11-19,5.2,0.19,27.36842105263158
1973-11-20,5.05,0.19,26.57894736842105
1973-11-21,5.12,0.19,26.94736842105263
1973-11-23,5.05,0.19,26.57894736842105
1973-11-26,4.94,0.19,26.0
1973-11-27,4.88,0.19,25.684210526315788
1973-11-28,4.8,0.19,25.263157894736842
1973-11-29,4.75,0.19,25.0
1973-11-30,4.83,0.19,25.42105263157895
1973-12-03,4.73,0.19,24.894736842105264
1973-12-04,4.73,0.19,24.894736842105264
1973-12-05,4.7,0.19,24.736842105263158
1973-12-06,4.84,0.19,25.473684210526315
1973-12-07,4.95,0.19,26.05263157894737
1973-12-10,4.98,0.19,26.210526315789476
1973-12-11,4.83,0.19,25.42105263157895
1973-12-12,4.66,0.19,24.526315789473685
1973-12-13,4.38,0.19,23.052631578947366
1973-12-14,4.45,0.19,23.42105263157895
1973-12-17,4.59,0.19,24.157894736842103
1973-12-18,4.75,0.19,25.0
1973-12-19,4.8,0.19,25.263157894736842
1973-12-20,4.52,0.19,23.789473684210524
1973-12-21,4.48,0.19,23.578947368421055
1973-12-24,4.41,0.19,23.210526315789473
1973-12-26,4.61,0.19,24.263157894736842
1973-12-27,4.7,0.19,24.736842105263158
1973-12-28,4.63,0.19,24.36842105263158
1973-12-31,4.63,0.19,24.36842105263158
1974-01-02,4.59,0.19,24.157894736842103
1974-01-03,4.59,0.19,24.157894736842103
1974-01-04,4.5,0.19,23.684210526315788
1974-01-07,4.38,0.19,23.052631578947366
1974-01-08,4.34,0.19,22.842105263157894
1974-01-09,4.2,0.19,22.105263157894736
1974-01-10,4.09,0.19,21.526315789473685
1974-01-11,4.12,0.19,21.68421052631579
1974-01-14,4.13,0.19,21.736842105263158
1974-01-15,4.13,0.19,21.736842105263158
1974-01-16,4.13,0.19,21.736842105263158
1974-01-17,4.27,0.19,22.473684210526315
1974-01-18,4.37,0.19,23.0
1974-01-21,4.38,0.19,23.052631578947366
1974-01-22,4.47,0.19,23.52631578947368
1974-01-23,4.52,0.19,23.789473684210524
1974-01-24,4.55,0.19,23.94736842105263
1974-01-25,4.48,0.19,23.578947368421055
1974-01-28,4.47,0.19,23.52631578947368
1974-01-29,4.38,0.19,23.052631578947366
1974-01-30,4.45,0.19,23.42105263157895
1974-01-31,4.47,0.19,23.52631578947368
1974-02-01,4.4,0.19,23.157894736842106
1974-02-04,4.3,0.19,22.63157894736842
1974-02-05,4.23,0.19,22.263157894736842
1974-02-06,4.22,0.19,22.210526315789473
1974-02-07,4.13,0.19,21.736842105263158
1974-02-08,4.11,0.19,21.63157894736842
1974-02-11,3.95,0.19,20.789473684210527
1974-02-12,3.88,0.19,20.421052631578945
1974-02-13,3.84,0.19,20.210526315789473
1974-02-14,3.75,0.19,19.736842105263158
1974-02-15,3.79,0.19,19.94736842105263
1974-02-19,3.95,0.19,20.789473684210527
1974-02-20,4.13,0.19,21.736842105263158
1974-02-21,4.3,0.19,22.63157894736842
1974-02-22,4.22,0.19,22.210526315789473
1974-02-25,4.2,0.19,22.105263157894736
1974-02-26,4.33,0.19,22.789473684210527
1974-02-27,4.3,0.19,22.63157894736842
1974-02-28,4.27,0.19,22.473684210526315
1974-03-01,4.19,0.19,22.05263157894737
1974-03-04,4.3,0.19,22.63157894736842
1974-03-05,4.34,0.19,22.842105263157894
1974-03-06,4.38,0.19,23.052631578947366
1974-03-07,4.29,0.19,22.57894736842105
1974-03-08,4.37,0.19,23.0
1974-03-11,4.38,0.19,23.052631578947366
1974-03-12,4.41,0.19,23.210526315789473
1974-03-13,4.48,0.19,23.578947368421055
1974-03-14,4.59,0.19,24.157894736842103
1974-03-15,4.55,0.19,23.94736842105263
1974-03-18,4.54,0.19,23.894736842105264
1974-03-19,4.52,0.19,23.789473684210524
1974-03-20,4.61,0.19,24.263157894736842
1974-03-21,4.59,0.19,24.157894736842103
1974-03-22,4.61,0.19,24.263157894736842
1974-03-25,4.57,0.19,24.05263157894737
1974-03-26,4.61,0.19,24.263157894736842
1974-03-27,4.63,0.19,24.36842105263158
1974-03-28,4.45,0.19,23.42105263157895
1974-03-29,4.41,0.19,23.210526315789473
1974-04-01,4.38,0.19,23.052631578947366
1974-04-02,4.36,0.19,22.947368421052634
1974-04-03,4.44,0.19,23.368421052631582
1974-04-04,4.52,0.19,23.789473684210524
1974-04-05,4.5,0.19,23.684210526315788
1974-04-08,4.45,0.19,23.42105263157895
1974-04-09,4.51,0.19,23.736842105263158
1974-04-10,4.59,0.19,24.157894736842103
1974-04-11,4.55,0.19,23.94736842105263
1974-04-15,4.63,0.19,24.36842105263158
1974-04-16,4.62,0.19,24.315789473684212
1974-04-17,4.68,0.19,24.631578947368418
1974-04-18,4.73,0.19,24.894736842105264
1974-04-19,4.63,0.19,24.36842105263158
1974-04-22,4.63,0.19,24.36842105263158
1974-04-23,4.54,0.19,23.894736842105264
1974-04-24,4.38,0.19,23.052631578947366
1974-04-25,4.4,0.19,23.157894736842106
1974-04-26,4.52,0.19,23.789473684210524
1974-04-29,4.58,0.19,24.105263157894736
1974-04-30,4.65,0.19,24.47368421052632
1974-05-01,4.75,0.19,25.0
1974-05-02,4.73,0.19,24.894736842105264
1974-05-03,4.63,0.19,24.36842105263158
1974-05-06,4.59,0.19,24.157894736842103
1974-05-07,4.73,0.19,24.894736842105264
1974-05-08,4.8,0.19,25.263157894736842
1974-05-09,4.88,0.19,25.684210526315788
1974-05-10,4.84,0.19,25.473684210526315
1974-05-13,4.7,0.19,24.736842105263158
1974-05-14,4.8,0.19,25.263157894736842
1974-05-15,4.8,0.19,25.263157894736842
1974-05-16,4.72,0.19,24.842105263157894
1974-05-17,4.69,0.19,24.68421052631579
1974-05-20,4.66,0.19,24.526315789473685
1974-05-21,4.73,0.19,24.894736842105264
1974-05-22,4.73,0.19,24.894736842105264
1974-05-23,4.73,0.19,24.894736842105264
1974-05-24,4.77,0.19,25.105263157894733
1974-05-28,4.77,0.19,25.105263157894733
1974-05-29,4.75,0.19,25.0
1974-05-30,4.7,0.19,24.736842105263158
1974-05-31,4.7,0.19,24.736842105263158
1974-06-03,4.72,0.19,24.842105263157894
1974-06-04,4.79,0.19,25.210526315789473
1974-06-05,4.88,0.19,25.684210526315788
1974-06-06,4.95,0.19,26.05263157894737
1974-06-07,4.98,0.19,26.210526315789476
1974-06-10,4.94,0.19,26.0
1974-06-11,4.98,0.19,26.210526315789476
1974-06-12,5.0,0.19,26.31578947368421
1974-06-13,5.13,0.19,27.0
1974-06-14,5.05,0.19,26.57894736842105
1974-06-17,5.02,0.19,26.421052631578945
1974-06-18,5.05,0.19,26.57894736842105
1974-06-19,5.09,0.19,26.789473684210524
1974-06-20,5.04,0.19,26.526315789473685
1974-06-21,5.02,0.19,26.421052631578945
1974-06-24,5.0,0.19,26.31578947368421
1974-06-25,5.08,0.19,26.736842105263158
1974-06-26,5.02,0.19,26.421052631578945
1974-06-27,4.98,0.19,26.210526315789476
1974-06-28,4.88,0.19,25.684210526315788
1974-07-01,4.84,0.19,25.473684210526315
1974-07-02,4.77,0.19,25.105263157894733
1974-07-03,4.77,0.19,25.105263157894733
1974-07-05,4.66,0.19,24.526315789473685
1974-07-08,4.59,0.19,24.157894736842103
1974-07-09,4.5,0.19,23.684210526315788
1974-07-10,4.38,0.19,23.052631578947366
1974-07-11,4.38,0.19,23.052631578947366
1974-07-12,4.52,0.19,23.789473684210524
1974-07-15,4.65,0.19,24.47368421052632
1974-07-16,4.59,0.19,24.157894736842103
1974-07-17,4.61,0.19,24.263157894736842
1974-07-18,4.72,0.19,24.842105263157894
1974-07-19,4.73,0.19,24.894736842105264
1974-07-22,4.69,0.19,24.68421052631579
1974-07-23,4.75,0.19,25.0
1974-07-24,4.65,0.19,24.47368421052632
1974-07-25,4.58,0.19,24.105263157894736
1974-07-26,4.48,0.19,23.578947368421055
1974-07-29,4.33,0.19,22.789473684210527
1974-07-30,4.27,0.19,22.473684210526315
1974-07-31,4.16,0.19,21.894736842105264
1974-08-01,4.15,0.19,21.842105263157897
1974-08-02,4.09,0.19,21.526315789473685
1974-08-05,4.16,0.19,21.894736842105264
1974-08-06,4.29,0.19,22.57894736842105
1974-08-07,4.3,0.19,22.63157894736842
1974-08-08,4.2,0.19,22.105263157894736
1974-08-09,4.08,0.19,21.473684210526315
1974-08-12,4.13,0.19,21.736842105263158
1974-08-13,4.0,0.19,21.05263157894737
1974-08-14,3.91,0.19,20.578947368421055
1974-08-15,3.83,0.19,20.157894736842106
1974-08-16,3.76,0.19,19.789473684210524
1974-08-19,3.66,0.19,19.263157894736842
1974-08-20,3.75,0.19,19.736842105263158
1974-08-21,3.75,0.19,19.736842105263158
1974-08-22,3.66,0.19,19.263157894736842
1974-08-23,3.68,0.19,19.36842105263158
1974-08-26,3.77,0.19,19.842105263157894
1974-08-27,3.7,0.19,19.473684210526315
1974-08-28,3.73,0.19,19.63157894736842
1974-08-29,3.77,0.19,19.842105263157894
1974-08-30,3.94,0.19,20.736842105263158
1974-09-03,3.91,0.19,20.578947368421055
1974-09-04,3.8,0.19,20.0
1974-09-05,4.07,0.19,21.42105263157895
1974-09-06,4.08,0.19,21.473684210526315
1974-09-09,3.94,0.19,20.736842105263158
1974-09-10,3.95,0.19,20.789473684210527
1974-09-11,3.93,0.19,20.68421052631579
1974-09-12,3.8,0.19,20.0
1974-09-13,3.57,0.19,18.789473684210524
1974-09-16,3.7,0.19,19.473684210526315
1974-09-17,3.93,0.19,20.68421052631579
1974-09-18,3.88,0.19,20.421052631578945
1974-09-19,3.91,0.19,20.578947368421055
1974-09-20,4.02,0.19,21.157894736842103
1974-09-23,4.05,0.19,21.31578947368421
1974-09-24,4.0,0.19,21.05263157894737
1974-09-25,3.98,0.19,20.94736842105263
1974-09-26,3.8,0.19,20.0
1974-09-27,3.65,0.19,19.210526315789473
1974-09-30,3.52,0.19,18.526315789473685
1974-10-01,3.58,0.19,18.842105263157894
1974-10-02,3.66,0.19,19.263157894736842
1974-10-03,3.61,0.19,19.0
1974-10-04,3.59,0.19,18.894736842105264
1974-10-07,3.66,0.19,19.263157894736842
1974-10-08,3.59,0.19,18.894736842105264
1974-10-09,3.77,0.19,19.842105263157894
1974-10-10,3.88,0.19,20.421052631578945
1974-10-11,3.91,0.19,20.578947368421055
1974-10-14,4.18,0.19,22.0
1974-10-15,4.13,0.19,21.736842105263158
1974-10-16,4.02,0.19,21.157894736842103
1974-10-17,4.08,0.19,21.473684210526315
1974-10-18,4.11,0.19,21.63157894736842
1974-10-21,4.22,0.19,22.210526315789473
1974-10-22,4.3,0.19,22.63157894736842
1974-10-23,4.12,0.19,21.68421052631579
1974-10-24,4.09,0.19,21.526315789473685
1974-10-25,4.18,0.19,22.0
1974-10-28,4.2,0.19,22.105263157894736
1974-10-29,4.41,0.19,23.210526315789473
1974-10-30,4.5,0.19,23.684210526315788
1974-10-31,4.52,0.19,23.789473684210524
1974-11-01,4.4,0.19,23.157894736842106
1974-11-04,4.37,0.19,23.0
