date,EL,EL_EPS,PE Ratio
1996-04-02,8.91,0.06,148.5
1996-04-03,8.78,0.06,146.33333333333331
1996-04-04,8.78,0.06,146.33333333333331
1996-04-08,8.69,0.06,144.83333333333334
1996-04-09,8.69,0.06,144.83333333333334
1996-04-10,8.66,0.06,144.33333333333334
1996-04-11,8.66,0.06,144.33333333333334
1996-04-12,8.75,0.06,145.83333333333334
1996-04-15,8.84,0.06,147.33333333333334
1996-04-16,8.88,0.06,148.00000000000003
1996-04-17,8.63,0.06,143.83333333333334
1996-04-18,8.44,0.06,140.66666666666666
1996-04-19,8.59,0.06,143.16666666666666
1996-04-22,8.66,0.06,144.33333333333334
1996-04-23,8.5,0.06,141.66666666666669
1996-04-24,8.31,0.06,138.5
1996-04-25,8.34,0.06,139.0
1996-04-26,9.41,0.06,156.83333333333334
1996-04-29,9.5,0.06,158.33333333333334
1996-04-30,9.16,0.06,152.66666666666669
1996-05-01,9.13,0.06,152.16666666666669
1996-05-02,9.16,0.06,152.66666666666669
1996-05-03,9.13,0.06,152.16666666666669
1996-05-06,9.16,0.06,152.66666666666669
1996-05-07,9.09,0.06,151.5
1996-05-08,9.22,0.06,153.66666666666669
1996-05-09,9.31,0.06,155.16666666666669
1996-05-10,9.28,0.06,154.66666666666666
1996-05-13,9.22,0.06,153.66666666666669
1996-05-14,9.13,0.06,152.16666666666669
1996-05-15,9.0,0.06,150.0
1996-05-16,9.47,0.06,157.83333333333334
1996-05-17,9.47,0.06,157.83333333333334
1996-05-20,9.41,0.06,156.83333333333334
1996-05-21,9.16,0.06,152.66666666666669
1996-05-22,9.09,0.06,151.5
1996-05-23,9.06,0.06,151.0
1996-05-24,9.13,0.06,152.16666666666669
1996-05-28,9.44,0.06,157.33333333333334
1996-05-29,9.41,0.06,156.83333333333334
1996-05-30,9.59,0.06,159.83333333333334
1996-05-31,9.5,0.06,158.33333333333334
1996-06-03,9.44,0.06,157.33333333333334
1996-06-04,9.44,0.06,157.33333333333334
1996-06-05,9.88,0.06,164.66666666666669
1996-06-06,10.0,0.06,166.66666666666669
1996-06-07,10.0,0.06,166.66666666666669
1996-06-10,9.94,0.06,165.66666666666666
1996-06-11,10.09,0.06,168.16666666666666
1996-06-12,10.19,0.06,169.83333333333334
1996-06-13,10.16,0.06,169.33333333333334
1996-06-14,10.0,0.06,166.66666666666669
1996-06-17,9.47,0.06,157.83333333333334
1996-06-18,9.47,0.06,157.83333333333334
1996-06-19,9.44,0.06,157.33333333333334
1996-06-20,9.47,0.06,157.83333333333334
1996-06-21,9.75,0.06,162.5
1996-06-24,9.75,0.06,162.5
1996-06-25,9.97,0.06,166.16666666666669
1996-06-26,10.25,0.06,170.83333333333334
1996-06-27,10.53,0.06,175.5
1996-06-28,10.56,0.06,176.00000000000003
1996-07-01,10.69,0.06,178.16666666666666
1996-07-02,10.63,0.06,177.16666666666669
1996-07-03,10.44,0.06,174.0
1996-07-05,10.47,0.06,174.50000000000003
1996-07-08,10.34,0.06,172.33333333333334
1996-07-09,10.44,0.06,174.0
1996-07-10,10.34,0.06,172.33333333333334
1996-07-11,9.91,0.06,165.16666666666669
1996-07-12,9.75,0.06,162.5
1996-07-15,9.19,0.06,153.16666666666666
1996-07-16,9.44,0.06,157.33333333333334
1996-07-17,9.34,0.06,155.66666666666666
1996-07-18,9.78,0.06,163.0
1996-07-19,9.69,0.06,161.5
1996-07-22,9.78,0.06,163.0
1996-07-23,9.75,0.06,162.5
1996-07-24,9.41,0.06,156.83333333333334
1996-07-25,9.53,0.06,158.83333333333331
1996-07-26,9.56,0.06,159.33333333333334
1996-07-29,9.5,0.06,158.33333333333334
1996-07-30,9.66,0.06,161.0
1996-07-31,9.63,0.06,160.50000000000003
1996-08-01,9.81,0.06,163.50000000000003
1996-08-02,9.59,0.06,159.83333333333334
1996-08-05,9.56,0.06,159.33333333333334
1996-08-06,9.59,0.06,159.83333333333334
1996-08-07,9.59,0.06,159.83333333333334
1996-08-08,9.56,0.06,159.33333333333334
1996-08-09,9.5,0.06,158.33333333333334
1996-08-12,9.63,0.06,160.50000000000003
1996-08-13,10.06,0.06,167.66666666666669
1996-08-14,10.19,0.06,169.83333333333334
1996-08-15,10.63,0.06,177.16666666666669
1996-08-16,10.41,0.06,173.5
1996-08-19,10.63,0.06,177.16666666666669
1996-08-20,10.97,0.06,182.83333333333334
1996-08-21,10.78,0.06,179.66666666666666
1996-08-22,10.75,0.06,179.16666666666669
1996-08-23,10.69,0.06,178.16666666666666
1996-08-26,10.72,0.06,178.66666666666669
1996-08-27,10.75,0.06,179.16666666666669
1996-08-28,10.94,0.06,182.33333333333334
1996-08-29,10.84,0.06,180.66666666666666
1996-08-30,10.75,0.06,179.16666666666669
1996-09-03,10.56,0.06,176.00000000000003
1996-09-04,10.5,0.06,175.0
1996-09-05,10.66,0.06,177.66666666666669
1996-09-06,11.06,0.06,184.33333333333334
1996-09-09,11.69,0.06,194.83333333333334
1996-09-10,11.5,0.06,191.66666666666669
1996-09-11,10.97,0.06,182.83333333333334
1996-09-12,10.88,0.06,181.33333333333334
1996-09-13,10.81,0.06,180.16666666666669
1996-09-16,10.66,0.06,177.66666666666669
1996-09-17,10.72,0.06,178.66666666666669
1996-09-18,10.59,0.06,176.5
1996-09-19,10.5,0.06,175.0
1996-09-20,10.56,0.06,176.00000000000003
1996-09-23,10.53,0.06,175.5
1996-09-24,10.94,0.06,182.33333333333334
1996-09-25,10.81,0.06,180.16666666666669
1996-09-26,10.88,0.06,181.33333333333334
1996-09-27,11.22,0.06,187.00000000000003
1996-09-30,11.22,0.06,187.00000000000003
1996-10-01,11.0,0.06,183.33333333333334
1996-10-02,11.0,0.06,183.33333333333334
1996-10-03,11.03,0.06,183.83333333333334
1996-10-04,11.22,0.06,187.00000000000003
1996-10-07,11.0,0.06,183.33333333333334
1996-10-08,11.09,0.06,184.83333333333334
1996-10-09,10.72,0.06,178.66666666666669
1996-10-10,10.91,0.06,181.83333333333334
1996-10-11,11.03,0.06,183.83333333333334
1996-10-14,11.25,0.06,187.5
1996-10-15,11.25,0.06,187.5
1996-10-16,11.25,0.06,187.5
1996-10-17,11.22,0.06,187.00000000000003
1996-10-18,11.28,0.06,188.0
1996-10-21,11.22,0.06,187.00000000000003
1996-10-22,11.19,0.06,186.5
1996-10-23,11.0,0.06,183.33333333333334
1996-10-24,11.06,0.06,184.33333333333334
1996-10-25,11.06,0.06,184.33333333333334
1996-10-28,11.13,0.06,185.50000000000003
1996-10-29,10.97,0.06,182.83333333333334
1996-10-30,10.72,0.1,107.2
1996-10-31,10.75,0.1,107.5
1996-11-01,10.94,0.1,109.39999999999999
1996-11-04,10.88,0.1,108.8
1996-11-05,10.97,0.1,109.7
1996-11-06,11.28,0.1,112.79999999999998
1996-11-07,11.59,0.1,115.89999999999999
1996-11-08,11.66,0.1,116.6
1996-11-11,11.66,0.1,116.6
1996-11-12,11.59,0.1,115.89999999999999
1996-11-13,11.69,0.1,116.89999999999999
1996-11-14,11.72,0.1,117.2
1996-11-15,11.59,0.1,115.89999999999999
1996-11-18,12.0,0.1,120.0
1996-11-19,12.59,0.1,125.89999999999999
1996-11-20,12.0,0.1,120.0
1996-11-21,12.56,0.1,125.6
1996-11-22,12.5,0.1,125.0
1996-11-25,12.47,0.1,124.7
1996-11-26,12.31,0.1,123.1
1996-11-27,12.5,0.1,125.0
1996-11-29,12.5,0.1,125.0
1996-12-02,12.34,0.1,123.39999999999999
1996-12-03,12.34,0.1,123.39999999999999
1996-12-04,12.16,0.1,121.6
1996-12-05,12.0,0.1,120.0
1996-12-06,11.94,0.1,119.39999999999999
1996-12-09,12.13,0.1,121.3
1996-12-10,12.16,0.1,121.6
1996-12-11,12.0,0.1,120.0
1996-12-12,12.16,0.1,121.6
1996-12-13,12.0,0.1,120.0
1996-12-16,11.97,0.1,119.7
1996-12-17,11.69,0.1,116.89999999999999
1996-12-18,11.91,0.1,119.1
1996-12-19,11.88,0.1,118.8
1996-12-20,11.91,0.1,119.1
1996-12-23,11.56,0.1,115.6
1996-12-24,11.53,0.1,115.29999999999998
1996-12-26,11.72,0.1,117.2
1996-12-27,11.84,0.1,118.39999999999999
1996-12-30,12.13,0.1,121.3
1996-12-31,12.72,0.1,127.2
1997-01-02,12.5,0.1,125.0
1997-01-03,12.47,0.1,124.7
1997-01-06,12.25,0.1,122.5
1997-01-07,12.38,0.1,123.8
1997-01-08,12.13,0.1,121.3
1997-01-09,12.22,0.1,122.2
1997-01-10,12.19,0.1,121.89999999999999
1997-01-13,12.19,0.1,121.89999999999999
1997-01-14,12.28,0.1,122.79999999999998
1997-01-15,12.03,0.1,120.29999999999998
1997-01-16,11.97,0.1,119.7
1997-01-17,12.25,0.1,122.5
1997-01-20,12.28,0.1,122.79999999999998
1997-01-21,12.59,0.1,125.89999999999999
1997-01-22,13.06,0.1,130.6
1997-01-23,12.72,0.1,127.2
1997-01-24,12.81,0.1,128.1
1997-01-27,12.59,0.1,125.89999999999999
1997-01-28,12.28,0.14,87.71428571428571
1997-01-29,12.38,0.14,88.42857142857143
1997-01-30,12.09,0.14,86.35714285714285
1997-01-31,11.97,0.14,85.5
1997-02-03,11.78,0.14,84.14285714285712
1997-02-04,11.75,0.14,83.92857142857142
1997-02-05,11.88,0.14,84.85714285714286
1997-02-06,12.0,0.14,85.71428571428571
1997-02-07,11.91,0.14,85.07142857142857
1997-02-10,11.84,0.14,84.57142857142857
1997-02-11,11.78,0.14,84.14285714285712
1997-02-12,11.72,0.14,83.71428571428571
1997-02-13,11.72,0.14,83.71428571428571
1997-02-14,11.75,0.14,83.92857142857142
1997-02-18,11.81,0.14,84.35714285714285
1997-02-19,11.94,0.14,85.28571428571428
1997-02-20,11.88,0.14,84.85714285714286
1997-02-21,11.88,0.14,84.85714285714286
1997-02-24,12.06,0.14,86.14285714285714
1997-02-25,12.0,0.14,85.71428571428571
1997-02-26,11.88,0.14,84.85714285714286
1997-02-27,11.53,0.14,82.35714285714285
1997-02-28,11.63,0.14,83.07142857142857
1997-03-03,11.75,0.14,83.92857142857142
1997-03-04,11.56,0.14,82.57142857142857
1997-03-05,11.88,0.14,84.85714285714286
1997-03-06,12.03,0.14,85.92857142857142
1997-03-07,12.19,0.14,87.07142857142856
1997-03-10,12.41,0.14,88.64285714285714
1997-03-11,12.38,0.14,88.42857142857143
1997-03-12,12.28,0.14,87.71428571428571
1997-03-13,12.41,0.14,88.64285714285714
1997-03-14,12.53,0.14,89.49999999999999
1997-03-17,12.56,0.14,89.71428571428571
1997-03-18,12.5,0.14,89.28571428571428
1997-03-19,12.69,0.14,90.64285714285712
1997-03-20,12.5,0.14,89.28571428571428
1997-03-21,12.41,0.14,88.64285714285714
1997-03-24,12.19,0.14,87.07142857142856
1997-03-25,12.5,0.14,89.28571428571428
1997-03-26,12.22,0.14,87.28571428571428
1997-03-27,12.28,0.14,87.71428571428571
1997-03-31,12.09,0.14,86.35714285714285
1997-04-01,12.13,0.14,86.64285714285714
1997-04-02,12.19,0.14,87.07142857142856
1997-04-03,11.72,0.14,83.71428571428571
1997-04-04,11.84,0.14,84.57142857142857
1997-04-07,11.94,0.14,85.28571428571428
1997-04-08,11.88,0.14,84.85714285714286
1997-04-09,11.94,0.14,85.28571428571428
1997-04-10,11.38,0.14,81.28571428571428
1997-04-11,11.44,0.14,81.71428571428571
1997-04-14,10.78,0.14,76.99999999999999
1997-04-15,10.56,0.14,75.42857142857143
1997-04-16,10.88,0.14,77.71428571428571
1997-04-17,10.78,0.14,76.99999999999999
1997-04-18,10.41,0.14,74.35714285714285
1997-04-21,10.19,0.14,72.78571428571428
1997-04-22,10.59,0.14,75.64285714285714
1997-04-23,10.53,0.14,75.21428571428571
1997-04-24,10.44,0.14,74.57142857142856
1997-04-25,10.69,0.14,76.35714285714285
1997-04-28,10.97,0.14,78.35714285714286
1997-04-29,11.25,0.07,160.7142857142857
1997-04-30,11.44,0.07,163.42857142857142
1997-05-01,11.75,0.07,167.85714285714283
1997-05-02,12.0,0.07,171.42857142857142
1997-05-05,12.06,0.07,172.28571428571428
1997-05-06,12.0,0.07,171.42857142857142
1997-05-07,11.97,0.07,171.0
1997-05-08,12.06,0.07,172.28571428571428
1997-05-09,12.34,0.07,176.28571428571428
1997-05-12,12.38,0.07,176.85714285714286
1997-05-13,12.38,0.07,176.85714285714286
1997-05-14,12.13,0.07,173.28571428571428
1997-05-15,12.22,0.07,174.57142857142856
1997-05-16,12.22,0.07,174.57142857142856
1997-05-19,12.22,0.07,174.57142857142856
1997-05-20,12.28,0.07,175.42857142857142
1997-05-21,12.19,0.07,174.1428571428571
1997-05-22,12.16,0.07,173.7142857142857
1997-05-23,12.47,0.07,178.14285714285714
1997-05-27,12.63,0.07,180.42857142857142
1997-05-28,12.59,0.07,179.85714285714283
1997-05-29,12.72,0.07,181.7142857142857
1997-05-30,13.03,0.07,186.1428571428571
1997-06-02,12.72,0.07,181.7142857142857
1997-06-03,12.63,0.07,180.42857142857142
1997-06-04,12.72,0.07,181.7142857142857
1997-06-05,12.88,0.07,184.0
1997-06-06,12.91,0.07,184.42857142857142
1997-06-09,12.81,0.07,183.0
1997-06-10,12.69,0.07,181.28571428571425
1997-06-11,12.59,0.07,179.85714285714283
1997-06-12,12.53,0.07,178.99999999999997
1997-06-13,12.81,0.07,183.0
1997-06-16,12.69,0.07,181.28571428571425
1997-06-17,12.69,0.07,181.28571428571425
1997-06-18,12.69,0.07,181.28571428571425
1997-06-19,12.66,0.07,180.85714285714283
1997-06-20,12.66,0.07,180.85714285714283
1997-06-23,12.34,0.07,176.28571428571428
1997-06-24,11.72,0.07,167.42857142857142
1997-06-25,11.58,0.07,165.42857142857142
1997-06-26,11.63,0.07,166.14285714285714
1997-06-27,11.88,0.07,169.71428571428572
1997-06-30,12.56,0.07,179.42857142857142
1997-07-01,12.38,0.07,176.85714285714286
1997-07-02,12.11,0.07,172.99999999999997
1997-07-03,12.33,0.07,176.14285714285714
1997-07-07,12.31,0.07,175.85714285714286
1997-07-08,12.08,0.07,172.57142857142856
1997-07-09,11.67,0.07,166.7142857142857
1997-07-10,11.56,0.07,165.14285714285714
1997-07-11,11.58,0.07,165.42857142857142
1997-07-14,11.34,0.07,161.99999999999997
1997-07-15,11.97,0.07,171.0
1997-07-16,12.14,0.07,173.42857142857142
1997-07-17,12.02,0.07,171.7142857142857
1997-07-18,11.78,0.07,168.28571428571425
1997-07-21,11.55,0.07,165.0
1997-07-22,11.58,0.07,165.42857142857142
1997-07-23,11.59,0.07,165.57142857142856
1997-07-24,11.81,0.07,168.7142857142857
1997-07-25,11.75,0.07,167.85714285714283
1997-07-28,11.84,0.07,169.14285714285714
1997-07-29,11.45,0.07,163.57142857142856
1997-07-30,11.47,0.07,163.85714285714286
1997-07-31,11.52,0.07,164.57142857142856
1997-08-01,11.77,0.07,168.1428571428571
1997-08-04,11.72,0.07,167.42857142857142
1997-08-05,11.83,0.07,168.99999999999997
1997-08-06,11.92,0.07,170.28571428571428
1997-08-07,12.14,0.07,173.42857142857142
1997-08-08,12.02,0.07,171.7142857142857
1997-08-11,11.75,0.07,167.85714285714283
1997-08-12,12.27,0.07,175.28571428571425
1997-08-13,12.44,0.07,177.7142857142857
1997-08-14,12.47,0.07,178.14285714285714
1997-08-15,12.22,0.07,174.57142857142856
1997-08-18,12.25,0.07,174.99999999999997
1997-08-19,11.94,0.07,170.57142857142856
1997-08-20,11.97,0.07,171.0
1997-08-21,12.0,0.07,171.42857142857142
1997-08-22,11.88,0.07,169.71428571428572
1997-08-25,12.0,0.07,171.42857142857142
1997-08-26,11.94,0.07,170.57142857142856
1997-08-27,11.91,0.07,170.14285714285714
1997-08-28,11.88,0.07,169.71428571428572
1997-08-29,11.88,0.07,169.71428571428572
1997-09-02,12.14,0.07,173.42857142857142
1997-09-03,12.47,0.07,178.14285714285714
1997-09-04,12.31,0.07,175.85714285714286
1997-09-05,12.39,0.07,177.0
1997-09-08,12.7,0.07,181.4285714285714
1997-09-09,12.61,0.07,180.1428571428571
1997-09-10,12.36,0.07,176.57142857142856
1997-09-11,12.16,0.07,173.7142857142857
1997-09-12,11.88,0.07,169.71428571428572
1997-09-15,12.03,0.07,171.85714285714283
1997-09-16,11.69,0.07,166.99999999999997
1997-09-17,11.67,0.07,166.7142857142857
1997-09-18,11.47,0.07,163.85714285714286
1997-09-19,11.66,0.07,166.57142857142856
1997-09-22,11.72,0.07,167.42857142857142
1997-09-23,11.56,0.07,165.14285714285714
1997-09-24,11.61,0.07,165.85714285714283
1997-09-25,11.55,0.07,165.0
1997-09-26,11.61,0.07,165.85714285714283
1997-09-29,11.52,0.07,164.57142857142856
1997-09-30,11.56,0.07,165.14285714285714
1997-10-01,11.64,0.07,166.28571428571428
1997-10-02,11.61,0.07,165.85714285714283
1997-10-03,11.66,0.07,166.57142857142856
1997-10-06,11.73,0.07,167.57142857142856
1997-10-07,11.84,0.07,169.14285714285714
1997-10-08,11.66,0.07,166.57142857142856
1997-10-09,11.48,0.07,164.0
1997-10-10,11.48,0.07,164.0
1997-10-13,11.34,0.07,161.99999999999997
1997-10-14,11.28,0.07,161.1428571428571
1997-10-15,11.5,0.07,164.28571428571428
1997-10-16,11.38,0.07,162.57142857142856
1997-10-17,11.31,0.07,161.57142857142856
1997-10-20,11.41,0.07,163.0
1997-10-21,11.5,0.07,164.28571428571428
1997-10-22,11.17,0.07,159.57142857142856
1997-10-23,10.75,0.07,153.57142857142856
1997-10-24,10.59,0.07,151.28571428571428
1997-10-27,9.95,0.07,142.1428571428571
1997-10-28,11.25,0.12,93.75
1997-10-29,11.03,0.12,91.91666666666667
1997-10-30,10.83,0.12,90.25
1997-10-31,11.11,0.12,92.58333333333333
1997-11-03,11.14,0.12,92.83333333333334
1997-11-04,11.42,0.12,95.16666666666667
1997-11-05,11.34,0.12,94.5
1997-11-06,11.42,0.12,95.16666666666667
1997-11-07,11.3,0.12,94.16666666666667
1997-11-10,11.41,0.12,95.08333333333334
1997-11-11,11.45,0.12,95.41666666666666
1997-11-12,11.36,0.12,94.66666666666667
1997-11-13,11.33,0.12,94.41666666666667
1997-11-14,11.72,0.12,97.66666666666667
1997-11-17,12.17,0.12,101.41666666666667
1997-11-18,11.89,0.12,99.08333333333334
1997-11-19,12.2,0.12,101.66666666666667
1997-11-20,12.83,0.12,106.91666666666667
1997-11-21,13.45,0.12,112.08333333333333
1997-11-24,13.14,0.12,109.50000000000001
1997-11-25,13.27,0.12,110.58333333333333
1997-11-26,13.33,0.12,111.08333333333334
1997-11-28,13.39,0.12,111.58333333333334
1997-12-01,13.61,0.12,113.41666666666667
1997-12-02,13.67,0.12,113.91666666666667
1997-12-03,13.7,0.12,114.16666666666667
1997-12-04,13.41,0.12,111.75
1997-12-05,13.45,0.12,112.08333333333333
1997-12-08,13.42,0.12,111.83333333333334
1997-12-09,13.45,0.12,112.08333333333333
1997-12-10,13.59,0.12,113.25
1997-12-11,13.58,0.12,113.16666666666667
1997-12-12,13.5,0.12,112.5
1997-12-15,13.64,0.12,113.66666666666667
1997-12-16,13.52,0.12,112.66666666666667
1997-12-17,13.55,0.12,112.91666666666667
1997-12-18,13.14,0.12,109.50000000000001
1997-12-19,12.75,0.12,106.25
1997-12-22,12.47,0.12,103.91666666666667
1997-12-23,12.36,0.12,103.0
1997-12-24,12.3,0.12,102.50000000000001
1997-12-26,12.25,0.12,102.08333333333334
1997-12-29,12.83,0.12,106.91666666666667
1997-12-30,12.77,0.12,106.41666666666667
1997-12-31,12.86,0.12,107.16666666666667
1998-01-02,12.83,0.12,106.91666666666667
1998-01-05,13.02,0.12,108.5
1998-01-06,13.0,0.12,108.33333333333334
1998-01-07,12.66,0.12,105.5
1998-01-08,12.72,0.12,106.00000000000001
1998-01-09,12.52,0.12,104.33333333333333
1998-01-12,12.38,0.12,103.16666666666667
1998-01-13,12.63,0.12,105.25000000000001
1998-01-14,12.7,0.12,105.83333333333333
1998-01-15,12.56,0.12,104.66666666666667
1998-01-16,12.63,0.12,105.25000000000001
1998-01-20,13.16,0.12,109.66666666666667
1998-01-21,12.98,0.12,108.16666666666667
1998-01-22,12.64,0.12,105.33333333333334
1998-01-23,12.44,0.12,103.66666666666667
1998-01-26,12.47,0.12,103.91666666666667
1998-01-27,13.0,0.17,76.47058823529412
1998-01-28,13.75,0.17,80.88235294117646
1998-01-29,13.67,0.17,80.41176470588235
1998-01-30,13.73,0.17,80.76470588235294
1998-02-02,14.63,0.17,86.05882352941177
1998-02-03,14.91,0.17,87.70588235294117
1998-02-04,14.72,0.17,86.58823529411764
1998-02-05,14.72,0.17,86.58823529411764
1998-02-06,14.69,0.17,86.41176470588235
1998-02-09,14.59,0.17,85.8235294117647
1998-02-10,14.72,0.17,86.58823529411764
1998-02-11,14.59,0.17,85.8235294117647
1998-02-12,14.61,0.17,85.94117647058823
1998-02-13,14.61,0.17,85.94117647058823
1998-02-17,14.69,0.17,86.41176470588235
1998-02-18,14.8,0.17,87.05882352941177
1998-02-19,14.94,0.17,87.88235294117646
1998-02-20,14.88,0.17,87.52941176470588
1998-02-23,14.67,0.17,86.29411764705881
1998-02-24,14.38,0.17,84.58823529411765
1998-02-25,14.27,0.17,83.94117647058823
1998-02-26,14.55,0.17,85.58823529411765
1998-02-27,14.63,0.17,86.05882352941177
1998-03-02,14.97,0.17,88.05882352941177
1998-03-03,15.11,0.17,88.88235294117646
1998-03-04,15.28,0.17,89.88235294117646
1998-03-05,15.23,0.17,89.58823529411764
1998-03-06,15.31,0.17,90.05882352941177
1998-03-09,15.58,0.17,91.6470588235294
1998-03-10,16.0,0.17,94.11764705882352
1998-03-11,15.8,0.17,92.94117647058823
1998-03-12,15.84,0.17,93.17647058823529
1998-03-13,16.19,0.17,95.23529411764706
1998-03-16,16.2,0.17,95.29411764705881
1998-03-17,16.28,0.17,95.76470588235294
1998-03-18,16.38,0.17,96.35294117647058
1998-03-19,16.42,0.17,96.58823529411765
1998-03-20,16.34,0.17,96.11764705882352
1998-03-23,16.33,0.17,96.05882352941175
1998-03-24,16.33,0.17,96.05882352941175
1998-03-25,16.75,0.17,98.52941176470587
1998-03-26,17.06,0.17,100.35294117647058
1998-03-27,16.83,0.17,98.99999999999999
1998-03-30,16.92,0.17,99.52941176470588
1998-03-31,16.97,0.17,99.8235294117647
1998-04-01,17.22,0.17,101.29411764705881
1998-04-02,17.84,0.17,104.94117647058823
1998-04-03,17.94,0.17,105.52941176470588
1998-04-06,17.91,0.17,105.35294117647058
1998-04-07,17.56,0.17,103.29411764705881
1998-04-08,17.48,0.17,102.8235294117647
1998-04-09,17.72,0.17,104.23529411764704
1998-04-13,17.78,0.17,104.58823529411765
1998-04-14,17.47,0.17,102.76470588235293
1998-04-15,17.66,0.17,103.88235294117646
1998-04-16,18.36,0.17,107.99999999999999
1998-04-17,18.27,0.17,107.4705882352941
1998-04-20,18.25,0.17,107.35294117647058
1998-04-21,18.28,0.17,107.52941176470588
1998-04-22,17.88,0.17,105.17647058823528
1998-04-23,18.0,0.17,105.88235294117646
1998-04-24,17.7,0.17,104.11764705882352
1998-04-27,17.28,0.17,101.6470588235294
1998-04-28,16.72,0.08,208.99999999999997
1998-04-29,16.38,0.08,204.74999999999997
1998-04-30,16.61,0.08,207.625
1998-05-01,17.23,0.08,215.375
1998-05-04,17.27,0.08,215.875
1998-05-05,16.94,0.08,211.75
1998-05-06,16.63,0.08,207.87499999999997
1998-05-07,16.48,0.08,206.0
1998-05-08,16.33,0.08,204.12499999999997
1998-05-11,16.5,0.08,206.25
1998-05-12,16.3,0.08,203.75
1998-05-13,16.2,0.08,202.5
1998-05-14,15.97,0.08,199.625
