date,DOW,DOW_EPS,PE Ratio
2019-11-25,55.2,0.78213,70.57650262744046
2019-11-26,55.37,0.78213,70.79385779857569
2019-11-27,54.28,0.78213,69.40022758364978
2019-11-29,53.37,0.78213,68.23673813816117
2019-12-02,53.16,0.78213,67.96824057381765
2019-12-03,51.82,0.78213,66.25497040133993
2019-12-04,52.28,0.78213,66.84310792323527
2019-12-05,52.0,0.78213,66.48511117077723
2019-12-06,53.22,0.78213,68.04495416363008
2019-12-09,53.27,0.78213,68.10888215514045
2019-12-10,53.13,0.78213,67.92988377891143
2019-12-11,53.1,0.78213,67.89152698400522
2019-12-12,54.45,0.78213,69.61758275478502
2019-12-13,53.28,0.78213,68.12166775344252
2019-12-16,54.17,0.78213,69.25958600232698
2019-12-17,54.66,0.78213,69.88608031912852
2019-12-18,54.25,0.78213,69.36187078874356
2019-12-19,54.52,0.78213,69.70708194289952
2019-12-20,54.61,0.78213,69.82215232761817
2019-12-23,54.93,0.78213,70.23129147328449
2019-12-24,54.9,0.78213,70.19293467837828
2019-12-26,55.22,0.78213,70.6020738240446
2019-12-27,54.83,0.78213,70.10343549026376
2019-12-30,54.34,0.78213,69.47694117346222
2019-12-31,54.73,0.78213,69.97557950724304
2020-01-02,53.75,0.78213,68.72259087363993
2020-01-03,52.42,0.78213,67.02210629946428
2020-01-06,52.21,0.78213,66.75360873512076
2020-01-07,52.19,0.78213,66.72803753851662
2020-01-08,52.73,0.78213,67.41845984682853
2020-01-09,52.19,0.78213,66.72803753851662
2020-01-10,51.5,0.78213,65.84583125567362
2020-01-13,52.35,0.78213,66.93260711134978
2020-01-14,52.24,0.78213,66.79196553002699
2020-01-15,52.27,0.78213,66.8303223249332
2020-01-16,52.48,0.78213,67.09881988927671
2020-01-17,53.34,0.78213,68.19838134325497
2020-01-21,52.6,0.78213,67.2522470689016
2020-01-22,50.87,0.78213,65.04033856264303
2020-01-23,50.25,0.78213,64.24763146791454
2020-01-24,48.49,0.78213,61.99736616674978
2020-01-27,47.18,0.78213,60.32245278917827
2020-01-28,47.16,0.78213,60.296881592574124
2020-01-29,49.67,0.78213,63.50606676639433
2020-01-30,48.47,0.78213,61.97179497014563
2020-01-31,46.07,0.78213,58.90325137764822
2020-02-03,46.74,0.78213,59.75988646388708
2020-02-04,48.05,0.78213,61.43479984145858
2020-02-05,49.61,0.78213,63.4293531765819
2020-02-06,49.2,0.78213,62.905143646196926
2020-02-07,48.03,-0.54392,-88.3034269745551
2020-02-10,48.19,-0.54392,-88.59758788057067
2020-02-11,48.79,-0.54392,-89.70069127812914
2020-02-12,49.38,-0.54392,-90.78540961906164
2020-02-13,48.3,-0.54392,-88.7998235034564
2020-02-14,48.63,-0.54392,-89.40653037211355
2020-02-18,47.74,-0.54392,-87.77026033240183
2020-02-19,47.56,-0.54392,-87.4393293131343
2020-02-20,48.76,-0.54392,-89.64553610825122
2020-02-21,48.3,-0.54392,-88.7998235034564
2020-02-24,46.24,-0.54392,-85.01250183850567
2020-02-25,43.95,-0.54392,-80.80232387115754
2020-02-26,43.05,-0.54392,-79.14766877481982
2020-02-27,39.55,-0.54392,-72.71289895572879
2020-02-28,40.41,-0.54392,-74.29401382556259
2020-03-02,41.42,-0.54392,-76.150904544786
2020-03-03,40.56,-0.54392,-74.5697896749522
2020-03-04,41.91,-0.54392,-77.05177231945875
2020-03-05,40.1,-0.54392,-73.72407707015738
2020-03-06,38.97,-0.54392,-71.64656567142227
2020-03-09,30.53,-0.54392,-56.12957787909988
2020-03-10,31.4,-0.54392,-57.72907780555964
2020-03-11,27.99,-0.54392,-51.45977349610237
2020-03-12,23.67,-0.54392,-43.51742903368143
2020-03-13,25.69,-0.54392,-47.23121047212826
2020-03-16,22.0,-0.54392,-40.447124577143704
2020-03-17,26.6,-0.54392,-48.90425062509193
2020-03-18,26.44,-0.54392,-48.61008971907634
2020-03-19,28.12,-0.54392,-51.69877923224004
2020-03-20,27.44,-0.54392,-50.44859538167378
2020-03-23,26.58,-0.54392,-48.86748051183998
2020-03-24,28.47,-0.54392,-52.34225621414914
2020-03-25,30.38,-0.54392,-55.85380202971025
2020-03-26,29.68,-0.54392,-54.566848065892046
2020-03-27,28.56,-0.54392,-52.50772172378291
2020-03-30,28.65,-0.54392,-52.673187233416684
2020-03-31,29.24,-0.54392,-53.757905574349174
2020-04-01,27.04,-0.54392,-49.7131931166348
2020-04-02,28.03,-0.54392,-51.53331372260627
2020-04-03,27.97,-0.54392,-51.42300338285042
2020-04-06,30.54,-0.54392,-56.14796293572584
2020-04-07,32.33,-0.54392,-59.43888807177526
2020-04-08,34.79,-0.54392,-63.96161200176497
2020-04-09,36.56,-0.54392,-67.21576702456244
2020-04-13,35.23,-0.54392,-64.77055449330784
2020-04-14,35.37,-0.54392,-65.02794528607149
2020-04-15,32.23,-0.54392,-59.25503750551552
2020-04-16,31.63,-0.54392,-58.151934107957054
2020-04-17,33.42,-0.54392,-61.44285924400648
2020-04-20,31.53,-0.54392,-57.96808354169732
2020-04-21,30.88,-0.54392,-56.77305486100897
2020-04-22,31.84,-0.54392,-58.53802029710252
2020-04-23,32.56,-0.54392,-59.86174437417268
2020-04-24,33.12,-0.54392,-60.89130754522724
2020-04-27,34.44,-0.54392,-63.31813501985586
2020-04-28,35.87,-0.54392,-65.9471981173702
2020-04-29,37.47,-0.54392,-68.8888071775261
2020-04-30,36.69,-0.54392,-67.45477276070011
2020-05-01,33.93,0.46347,73.2086219172762
2020-05-04,33.06,0.46347,71.33147776555117
2020-05-05,33.37,0.46347,72.00034522191295
2020-05-06,31.96,0.46347,68.95807711394481
2020-05-07,32.85,0.46347,70.87837400478996
2020-05-08,34.33,0.46347,74.0716766996785
2020-05-11,33.9,0.46347,73.14389280859602
2020-05-12,33.79,0.46347,72.90655274343538
2020-05-13,32.35,0.46347,69.79955552678706
2020-05-14,33.51,0.46347,72.30241439575377
2020-05-15,33.56,0.46347,72.41029624355407
2020-05-18,36.74,0.46347,79.27158176365245
2020-05-19,35.64,0.46347,76.89818111204609
2020-05-20,36.18,0.46347,78.06330506828921
2020-05-21,35.82,0.46347,77.28655576412713
2020-05-22,36.12,0.46347,77.93384685092886
2020-05-26,38.79,0.46347,83.6947375234643
2020-05-27,39.82,0.46347,85.91710358815025
2020-05-28,38.71,0.46347,83.52212656698384
2020-05-29,38.6,0.46347,83.2847865018232
2020-06-01,38.61,0.46347,83.30636287138326
2020-06-02,40.6,0.46347,87.60006041383477
2020-06-03,41.63,0.46347,89.82242647852073
2020-06-04,42.71,0.46347,92.15267439100697
2020-06-05,43.97,0.46347,94.87129695557425
2020-06-08,45.9,0.46347,99.03553628066541
2020-06-09,44.41,0.46347,95.82065721621679
2020-06-10,43.58,0.46347,94.029818542732
2020-06-11,39.26,0.46347,84.70882689278702
2020-06-12,41.23,0.46347,88.95937169611841
2020-06-15,41.98,0.46347,90.57759941312274
2020-06-16,42.25,0.46347,91.16016139124432
2020-06-17,41.169998,0.46347,88.82990916348415
2020-06-18,41.580002,0.46347,89.71454894599435
2020-06-19,41.650002,0.46347,89.86558353291475
2020-06-22,41.740002,0.46347,90.05977085895526
2020-06-23,41.349998,0.46347,89.21828381556519
2020-06-24,38.450001,0.46347,82.96114311605929
2020-06-25,39.98,0.46347,86.26232550111118
2020-06-26,39.799999,0.46347,85.87394869139318
2020-06-29,40.98,0.46347,88.41996245711697
2020-06-30,40.759998,0.46347,87.9452780115218
2020-07-01,40.75,0.46347,87.92370595723564
2020-07-02,41.59,0.46347,89.7361210002805
2020-07-06,42.450001,0.46347,91.59169094008243
2020-07-07,41.689999,0.46347,89.95188253824412
2020-07-08,40.349998,0.46347,87.06064685955941
2020-07-09,39.439999,0.46347,85.0971993872311
2020-07-10,40.759998,0.46347,87.9452780115218
2020-07-13,41.240002,0.46347,88.98095238095237
2020-07-14,42.439999,0.46347,91.57011025524845
2020-07-15,43.330002,0.46347,93.49041361900447
2020-07-16,43.830002,0.46347,94.56923209700736
2020-07-17,43.669998,0.46347,94.22400155349861
2020-07-20,42.299999,0.46347,91.26804108140765
2020-07-21,43.040001,0.46347,92.86469674412582
2020-07-22,44.34,0.46347,95.6696226292964
2020-07-23,42.82,0.46347,92.3900144561676
2020-07-24,42.610001,-0.25862,-164.75910989095968
2020-07-27,44.0,-0.25862,-170.13378702343206
2020-07-28,42.619999,-0.25862,-164.7977689273838
2020-07-29,43.52,-0.25862,-168.27778207408554
2020-07-30,41.73,-0.25862,-161.35643028381406
2020-07-31,41.060001,-0.25862,-158.76576057536153
2020-08-03,40.09,-0.25862,-155.01508004021343
2020-08-04,41.32,-0.25862,-159.77109272291392
2020-08-05,41.990002,-0.25862,-162.3617740313974
2020-08-06,42.049999,-0.25862,-162.5937630500348
2020-08-07,42.630001,-0.25862,-164.8364434305158
2020-08-10,44.799999,-0.25862,-173.2271247389993
2020-08-11,44.5,-0.25862,-172.06712551233468
2020-08-12,44.279999,-0.25862,-171.21645271054055
2020-08-13,44.43,-0.25862,-171.79645812388833
2020-08-14,44.869999,-0.25862,-173.49779212744565
2020-08-17,44.459999,-0.25862,-171.9124545665455
2020-08-18,44.709999,-0.25862,-172.87912381099684
2020-08-19,44.639999,-0.25862,-172.60845642255046
2020-08-20,43.689999,-0.25862,-168.93511329363545
2020-08-21,43.59,-0.25862,-168.5484494625319
