date,RE,RE_EPS,PE Ratio
2015-08-14,185.7,4.73,39.26004228329809
2015-08-17,185.96,4.73,39.31501057082452
2015-08-18,186.24,4.73,39.374207188160675
2015-08-19,184.73,4.73,39.05496828752642
2015-08-20,182.26,4.73,38.532769556025364
2015-08-21,179.64,4.73,37.97885835095137
2015-08-24,169.81,4.73,35.90063424947146
2015-08-25,167.74,4.73,35.4630021141649
2015-08-26,170.77,4.73,36.10359408033827
2015-08-27,175.36,4.73,37.07399577167019
2015-08-28,174.93,4.73,36.9830866807611
2015-08-31,175.81,4.73,37.169133192389005
2015-09-01,172.97,4.73,36.56871035940803
2015-09-02,174.55,4.73,36.90274841437632
2015-09-03,174.91,4.73,36.97885835095137
2015-09-04,172.95,4.73,36.5644820295983
2015-09-08,175.87,4.73,37.18181818181818
2015-09-09,174.94,4.73,36.98520084566596
2015-09-10,176.22,4.73,37.25581395348837
2015-09-11,177.25,4.73,37.473572938689216
2015-09-14,177.16,4.73,37.45454545454545
2015-09-15,176.65,4.73,37.346723044397464
2015-09-16,176.81,4.73,37.38054968287526
2015-09-17,176.06,4.73,37.221987315010566
2015-09-18,172.85,4.73,36.54334038054968
2015-09-21,174.62,4.73,36.917547568710354
2015-09-22,172.63,4.73,36.4968287526427
2015-09-23,172.96,4.73,36.56659619450317
2015-09-24,173.32,4.73,36.64270613107822
2015-09-25,173.83,4.73,36.75052854122622
2015-09-28,170.96,4.73,36.143763213530654
2015-09-29,172.04,4.73,36.37209302325581
2015-09-30,173.34,4.73,36.64693446088795
2015-10-01,172.19,4.73,36.403805496828745
2015-10-02,173.66,4.73,36.714587737843544
2015-10-05,175.28,4.73,37.05708245243129
2015-10-06,175.34,4.73,37.06976744186046
2015-10-07,177.01,4.73,37.42283298097251
2015-10-08,178.96,4.73,37.835095137420716
2015-10-09,176.88,4.73,37.3953488372093
2015-10-12,178.28,4.73,37.69133192389006
2015-10-13,176.45,4.73,37.304439746300204
2015-10-14,176.99,4.73,37.41860465116279
2015-10-15,178.21,4.73,37.676532769556026
2015-10-16,178.51,4.73,37.739957716701895
2015-10-19,177.24,4.73,37.471458773784356
2015-10-20,179.67,4.73,37.98520084566596
2015-10-21,179.21,4.73,37.887949260042284
2015-10-22,181.62,4.73,38.397463002114165
2015-10-23,179.27,4.73,37.90063424947146
2015-10-26,180.8,4.73,38.22410147991543
2015-10-27,181.64,4.73,38.401691331923885
2015-10-28,182.19,4.73,38.51797040169133
2015-10-29,182.0,4.73,38.477801268498936
2015-10-30,177.97,4.73,37.62579281183932
2015-11-02,178.33,4.73,37.701902748414376
2015-11-03,177.78,4.73,37.58562367864693
2015-11-04,179.2,4.73,37.885835095137416
2015-11-05,179.97,4.73,38.04862579281183
2015-11-06,181.09,4.73,38.28541226215645
2015-11-09,180.41,2.05,88.0048780487805
2015-11-10,181.03,2.05,88.30731707317074
2015-11-11,181.68,2.05,88.62439024390245
2015-11-12,181.57,2.05,88.57073170731708
2015-11-13,181.13,2.05,88.35609756097561
2015-11-16,182.08,2.05,88.81951219512196
2015-11-17,181.06,2.05,88.3219512195122
2015-11-18,184.11,2.05,89.80975609756099
2015-11-19,186.06,2.05,90.7609756097561
2015-11-20,185.61,2.05,90.54146341463417
2015-11-23,185.19,2.05,90.33658536585367
2015-11-24,184.8,2.05,90.14634146341464
2015-11-25,184.67,2.05,90.08292682926829
2015-11-27,185.42,2.05,90.44878048780488
2015-11-30,184.44,2.05,89.97073170731709
2015-12-01,186.85,2.05,91.14634146341464
2015-12-02,184.52,2.05,90.009756097561
2015-12-03,183.76,2.05,89.6390243902439
2015-12-04,186.91,2.05,91.17560975609757
2015-12-07,188.82,2.05,92.10731707317073
2015-12-08,187.21,2.05,91.3219512195122
2015-12-09,185.39,2.05,90.43414634146342
2015-12-10,184.39,2.05,89.94634146341464
2015-12-11,182.96,2.05,89.2487804878049
2015-12-14,184.18,2.05,89.8439024390244
2015-12-15,183.7,2.05,89.60975609756098
2015-12-16,181.86,2.05,88.71219512195124
2015-12-17,181.91,2.05,88.73658536585367
2015-12-18,181.11,2.05,88.34634146341465
2015-12-21,182.43,2.05,88.99024390243903
2015-12-22,184.68,2.05,90.08780487804879
2015-12-23,184.51,2.05,90.0048780487805
2015-12-24,185.07,2.05,90.27804878048781
2015-12-28,185.28,2.05,90.38048780487806
2015-12-29,187.33,2.05,91.38048780487806
2015-12-30,186.06,2.05,90.7609756097561
2015-12-31,183.09,2.05,89.31219512195123
2016-01-04,181.08,2.05,88.33170731707318
2016-01-05,180.37,2.05,87.98536585365855
2016-01-06,178.86,2.05,87.2487804878049
2016-01-07,176.98,2.05,86.33170731707317
2016-01-08,175.09,2.05,85.40975609756099
2016-01-11,175.65,2.05,85.6829268292683
2016-01-12,175.66,2.05,85.68780487804878
2016-01-13,172.78,2.05,84.2829268292683
2016-01-14,174.55,2.05,85.14634146341464
2016-01-15,173.21,2.05,84.49268292682927
2016-01-19,171.24,2.05,83.53170731707318
2016-01-20,169.72,2.05,82.79024390243903
2016-01-21,169.35,2.05,82.60975609756098
2016-01-22,172.44,2.05,84.11707317073171
2016-01-25,170.36,2.05,83.10243902439026
2016-01-26,173.01,2.05,84.39512195121951
2016-01-27,172.28,2.05,84.03902439024391
2016-01-28,174.46,2.05,85.10243902439025
2016-01-29,178.94,2.05,87.28780487804879
2016-02-01,180.62,2.05,88.10731707317075
2016-02-02,176.71,2.05,86.20000000000002
2016-02-03,177.7,2.05,86.6829268292683
2016-02-04,182.56,2.05,89.05365853658537
2016-02-05,180.01,2.05,87.80975609756098
2016-02-08,187.35,2.05,91.39024390243902
2016-02-09,187.91,2.05,91.66341463414635
2016-02-10,184.59,2.05,90.0439024390244
2016-02-11,182.92,2.05,89.22926829268293
2016-02-12,185.66,2.05,90.5658536585366
2016-02-16,184.69,2.05,90.09268292682927
2016-02-17,185.32,2.05,90.4
2016-02-18,185.93,2.05,90.69756097560976
2016-02-19,186.55,2.05,91.00000000000001
2016-02-22,186.06,2.05,90.7609756097561
2016-02-23,186.51,2.05,90.98048780487805
2016-02-24,187.65,2.05,91.53658536585367
2016-02-25,189.29,2.05,92.33658536585367
2016-02-26,186.87,2.05,91.15609756097562
2016-02-29,186.13,8.25,22.561212121212122
2016-03-01,190.94,8.25,23.144242424242425
2016-03-02,191.85,8.25,23.254545454545454
2016-03-03,191.98,8.25,23.27030303030303
2016-03-04,193.6,8.25,23.466666666666665
2016-03-07,193.8,8.25,23.490909090909092
2016-03-08,192.39,8.25,23.319999999999997
2016-03-09,193.35,8.25,23.436363636363637
2016-03-10,193.62,8.25,23.46909090909091
2016-03-11,196.08,8.25,23.76727272727273
2016-03-14,195.81,8.25,23.734545454545454
2016-03-15,193.17,8.25,23.414545454545454
2016-03-16,195.12,8.25,23.650909090909092
2016-03-17,194.74,8.25,23.604848484848485
2016-03-18,191.29,8.25,23.186666666666667
2016-03-21,193.91,8.25,23.504242424242424
2016-03-22,193.51,8.25,23.455757575757573
2016-03-23,193.33,8.25,23.433939393939397
2016-03-24,191.36,8.25,23.195151515151515
2016-03-28,194.41,8.25,23.564848484848483
2016-03-29,195.78,8.25,23.73090909090909
2016-03-30,196.8,8.25,23.854545454545455
2016-03-31,197.43,8.25,23.930909090909093
2016-04-01,199.27,8.25,24.153939393939396
2016-04-04,197.8,8.25,23.975757575757576
2016-04-05,195.68,8.25,23.71878787878788
2016-04-06,195.92,8.25,23.747878787878786
2016-04-07,195.23,8.25,23.664242424242424
2016-04-08,194.88,8.25,23.62181818181818
2016-04-11,194.86,8.25,23.61939393939394
2016-04-12,197.22,8.25,23.905454545454546
2016-04-13,199.06,8.25,24.12848484848485
2016-04-14,197.63,8.25,23.955151515151513
2016-04-15,197.68,8.25,23.96121212121212
2016-04-18,197.87,8.25,23.984242424242424
2016-04-19,197.89,8.25,23.986666666666665
2016-04-20,197.6,8.25,23.95151515151515
2016-04-21,191.59,8.25,23.223030303030303
2016-04-22,193.37,8.25,23.438787878787878
2016-04-25,193.43,8.25,23.446060606060605
2016-04-26,185.83,8.25,22.524848484848487
2016-04-27,184.8,8.25,22.400000000000002
2016-04-28,184.34,8.25,22.344242424242424
2016-04-29,184.9,8.25,22.412121212121214
2016-05-02,186.06,8.25,22.552727272727275
2016-05-03,184.71,8.25,22.38909090909091
2016-05-04,182.75,8.25,22.151515151515152
2016-05-05,183.17,8.25,22.20242424242424
2016-05-06,181.53,8.25,22.003636363636364
2016-05-09,180.75,8.25,21.90909090909091
2016-05-10,183.26,4.03,45.47394540942928
2016-05-11,182.58,4.03,45.30521091811414
2016-05-12,184.08,4.03,45.67741935483871
2016-05-13,183.39,4.03,45.506203473945405
2016-05-16,184.27,4.03,45.72456575682382
2016-05-17,182.15,4.03,45.1985111662531
2016-05-18,181.94,4.03,45.14640198511166
2016-05-19,179.89,4.03,44.63771712158808
2016-05-20,180.06,4.03,44.67990074441687
2016-05-23,178.24,4.03,44.22828784119107
2016-05-24,179.6,4.03,44.56575682382134
2016-05-25,179.09,4.03,44.439205955334984
2016-05-26,179.08,4.03,44.436724565756826
2016-05-27,178.53,4.03,44.30024813895781
2016-05-31,179.11,4.03,44.44416873449131
2016-06-01,178.99,4.03,44.41439205955335
2016-06-02,177.85,4.03,44.13151364764268
2016-06-03,177.86,4.03,44.13399503722084
2016-06-06,177.64,4.03,44.07940446650124
2016-06-07,176.31,4.03,43.749379652605455
2016-06-08,180.14,4.03,44.69975186104218
2016-06-09,180.42,4.03,44.76923076923077
2016-06-10,179.11,4.03,44.44416873449131
2016-06-13,175.66,4.03,43.58808933002481
2016-06-14,173.66,4.03,43.091811414392055
2016-06-15,171.73,4.03,42.61290322580645
2016-06-16,172.92,4.03,42.90818858560794
2016-06-17,175.39,4.03,43.52109181141439
2016-06-20,175.09,4.03,43.44665012406948
2016-06-21,175.34,4.03,43.50868486352357
2016-06-22,175.54,4.03,43.558312655086844
2016-06-23,177.42,4.03,44.024813895781634
2016-06-24,172.51,4.03,42.806451612903224
2016-06-27,169.21,4.03,41.98759305210918
2016-06-28,174.01,4.03,43.17866004962779
2016-06-29,173.88,4.03,43.14640198511166
2016-06-30,182.67,4.03,45.32754342431761
2016-07-01,181.52,4.03,45.04218362282879
2016-07-05,179.66,4.03,44.58064516129032
2016-07-06,180.77,4.03,44.8560794044665
2016-07-07,180.87,4.03,44.88089330024814
2016-07-08,181.72,4.03,45.091811414392055
2016-07-11,181.2,4.03,44.962779156327535
2016-07-12,182.2,4.03,45.210918114143915
2016-07-13,181.28,4.03,44.98263027295285
2016-07-14,180.96,4.03,44.903225806451616
2016-07-15,179.76,4.03,44.605459057071954
2016-07-18,177.74,4.03,44.10421836228288
2016-07-19,179.12,4.03,44.44665012406948
2016-07-20,179.62,4.03,44.57071960297767
2016-07-21,178.58,4.03,44.312655086848636
2016-07-22,181.26,4.03,44.977667493796524
2016-07-25,181.44,4.03,45.02233250620347
2016-07-26,184.78,4.03,45.85111662531017
2016-07-27,186.0,4.03,46.15384615384615
2016-07-28,189.03,4.03,46.90570719602977
2016-07-29,189.01,4.03,46.900744416873444
2016-08-01,189.66,4.03,47.06203473945409
2016-08-02,189.92,4.03,47.12655086848635
2016-08-03,190.35,4.03,47.23325062034739
2016-08-04,190.27,4.03,47.21339950372209
2016-08-05,190.9,4.03,47.3697270471464
2016-08-08,190.58,4.03,47.29032258064516
2016-08-09,190.97,3.7,51.61351351351351
2016-08-10,191.13,3.7,51.65675675675676
2016-08-11,189.47,3.7,51.20810810810811
2016-08-12,189.8,3.7,51.2972972972973
2016-08-15,190.13,3.7,51.38648648648648
2016-08-16,189.66,3.7,51.25945945945946
2016-08-17,188.64,3.7,50.98378378378378
2016-08-18,189.28,3.7,51.15675675675676
2016-08-19,188.92,3.7,51.059459459459454
2016-08-22,189.15,3.7,51.12162162162162
2016-08-23,188.22,3.7,50.87027027027027
2016-08-24,189.34,3.7,51.17297297297297
2016-08-25,190.09,3.7,51.37567567567567
2016-08-26,190.08,3.7,51.372972972972974
2016-08-29,191.35,3.7,51.71621621621621
2016-08-30,192.84,3.7,52.118918918918915
2016-08-31,193.38,3.7,52.26486486486486
2016-09-01,192.6,3.7,52.05405405405405
2016-09-02,192.63,3.7,52.06216216216216
2016-09-06,192.77,3.7,52.1
2016-09-07,195.08,3.7,52.72432432432433
2016-09-08,193.24,3.7,52.22702702702703
2016-09-09,189.31,3.7,51.16486486486486
2016-09-12,190.91,3.7,51.597297297297295
2016-09-13,190.1,3.7,51.37837837837837
2016-09-14,188.9,3.7,51.054054054054056
2016-09-15,190.49,3.7,51.483783783783785
2016-09-16,188.21,3.7,50.86756756756757
2016-09-19,190.43,3.7,51.46756756756756
2016-09-20,191.29,3.7,51.699999999999996
2016-09-21,193.69,3.7,52.34864864864865
2016-09-22,195.15,3.7,52.74324324324324
2016-09-23,192.27,3.7,51.964864864864865
2016-09-26,191.48,3.7,51.751351351351346
2016-09-27,191.6,3.7,51.78378378378378
2016-09-28,193.13,3.7,52.1972972972973
2016-09-29,190.4,3.7,51.45945945945946
2016-09-30,189.97,3.7,51.34324324324324
2016-10-03,188.15,3.7,50.85135135135135
2016-10-04,190.12,3.7,51.383783783783784
2016-10-05,185.63,3.7,50.170270270270265
2016-10-06,184.24,3.7,49.79459459459459
2016-10-07,189.81,3.7,51.3
2016-10-10,191.41,3.7,51.73243243243243
2016-10-11,190.2,3.7,51.405405405405396
2016-10-12,191.82,3.7,51.843243243243236
2016-10-13,193.38,3.7,52.26486486486486
2016-10-14,194.46,3.7,52.556756756756755
2016-10-17,195.56,3.7,52.85405405405405
2016-10-18,195.34,3.7,52.79459459459459
2016-10-19,195.62,3.7,52.87027027027027
2016-10-20,192.6,3.7,52.05405405405405
2016-10-21,192.92,3.7,52.140540540540535
2016-10-24,194.14,3.7,52.47027027027026
2016-10-25,201.73,3.7,54.52162162162162
2016-10-26,203.59,3.7,55.024324324324326
2016-10-27,201.28,3.7,54.4
2016-10-28,201.08,3.7,54.34594594594595
2016-10-31,203.52,3.7,55.005405405405405
2016-11-01,203.84,3.7,55.09189189189189
2016-11-02,204.67,3.7,55.31621621621621
2016-11-03,205.76,3.7,55.610810810810804
2016-11-04,205.45,3.7,55.527027027027025
2016-11-07,207.1,3.7,55.97297297297297
2016-11-08,207.93,3.7,56.1972972972973
2016-11-09,207.88,7.07,29.403111739745402
2016-11-10,209.51,7.07,29.63366336633663
2016-11-11,211.53,7.07,29.91937765205092
2016-11-14,212.07,7.07,29.995756718528995
2016-11-15,212.07,7.07,29.995756718528995
2016-11-16,213.07,7.07,30.137199434229135
2016-11-17,212.86,7.07,30.107496463932108
2016-11-18,211.48,7.07,29.91230551626591
2016-11-21,210.88,7.07,29.827439886845827
2016-11-22,208.5,7.07,29.49080622347949
2016-11-23,209.67,7.07,29.656294200848652
2016-11-25,209.15,7.07,29.582743988684584
2016-11-28,208.66,7.07,29.513437057991514
2016-11-29,211.91,7.07,29.973125884016973
2016-11-30,210.55,7.07,29.780763790664782
2016-12-01,210.61,7.07,29.78925035360679
2016-12-02,209.95,7.07,29.695898161244692
2016-12-05,209.57,7.07,29.64214992927864
2016-12-06,210.83,7.07,29.82036775106082
2016-12-07,211.68,7.07,29.94059405940594
2016-12-08,213.3,7.07,30.16973125884017
2016-12-09,214.37,7.07,30.32107496463932
2016-12-12,217.35,7.07,30.74257425742574
2016-12-13,216.82,7.07,30.667609618104667
2016-12-14,216.65,7.07,30.643564356435643
2016-12-15,213.45,7.07,30.19094766619519
2016-12-16,214.3,7.07,30.31117397454031
2016-12-19,218.38,7.07,30.888260254596887
2016-12-20,217.06,7.07,30.7015558698727
2016-12-21,216.48,7.07,30.619519094766616
2016-12-22,217.23,7.07,30.725601131541723
2016-12-23,217.46,7.07,30.758132956152757
2016-12-27,217.41,7.07,30.751060820367748
2016-12-28,215.58,7.07,30.492220650636494
2016-12-29,216.12,7.07,30.56859971711457
2016-12-30,216.4,7.07,30.60820367751061
2017-01-03,216.04,7.07,30.557284299858555
2017-01-04,217.8,7.07,30.806223479490807
2017-01-05,217.78,7.07,30.803394625176804
2017-01-06,218.82,7.07,30.950495049504948
2017-01-09,216.97,7.07,30.688826025459687
2017-01-10,219.42,7.07,31.03536067892503
2017-01-11,220.09,7.07,31.13012729844413
2017-01-12,219.78,7.07,31.086280056577085
2017-01-13,219.25,7.07,31.01131541725601
2017-01-17,217.87,7.07,30.816124469589816
2017-01-18,221.18,7.07,31.284299858557283
2017-01-19,219.39,7.07,31.03111739745403
2017-01-20,218.62,7.07,30.922206506364923
2017-01-23,219.15,7.07,30.997171145685996
2017-01-24,218.38,7.07,30.888260254596887
2017-01-25,219.9,7.07,31.103253182461103
2017-01-26,221.86,7.07,31.38048090523338
2017-01-27,221.12,7.07,31.275813295615276
2017-01-30,220.44,7.07,31.17963224893918
2017-01-31,219.93,7.07,31.107496463932108
2017-02-01,219.5,7.07,31.046676096181045
2017-02-02,222.19,7.07,31.427157001414425
2017-02-03,221.61,7.07,31.345120226308346
2017-02-06,222.1,7.07,31.414427157001413
2017-02-07,227.85,7.07,32.227722772277225
2017-02-08,229.46,7.07,32.45544554455446
2017-02-09,229.79,7.07,32.5021216407355
2017-02-10,230.71,7.07,32.63224893917963
2017-02-13,233.08,7.07,32.967468175388966
2017-02-14,233.57,7.07,33.03677510608203
2017-02-15,234.11,7.07,33.113154172560115
2017-02-16,235.51,7.07,33.31117397454031
2017-02-17,235.12,7.07,33.256011315417254
2017-02-21,233.94,7.07,33.089108910891085
2017-02-22,234.91,7.07,33.22630834512022
2017-02-23,235.38,7.07,33.292786421499294
2017-02-24,235.03,7.07,33.243281471004245
2017-02-27,233.03,7.07,32.96039603960396
2017-02-28,235.14,7.07,33.25884016973126
2017-03-01,239.15,9.05,26.425414364640883
2017-03-02,237.18,9.05,26.207734806629833
2017-03-03,235.62,9.05,26.035359116022097
2017-03-06,232.66,9.05,25.708287292817676
2017-03-07,231.43,9.05,25.572375690607732
2017-03-08,233.05,9.05,25.751381215469614
2017-03-09,232.74,9.05,25.717127071823203
2017-03-10,234.99,9.05,25.96574585635359
2017-03-13,235.0,9.05,25.966850828729278
2017-03-14,234.71,9.05,25.934806629834252
2017-03-15,236.28,9.05,26.10828729281768
2017-03-16,235.67,9.05,26.04088397790055
2017-03-17,235.99,9.05,26.076243093922653
2017-03-20,235.17,9.05,25.985635359116017
2017-03-21,233.47,9.05,25.797790055248615
2017-03-22,234.43,9.05,25.903867403314916
2017-03-23,234.04,9.05,25.86077348066298
2017-03-24,233.4,9.05,25.790055248618785
2017-03-27,231.77,9.05,25.609944751381214
2017-03-28,233.81,9.05,25.835359116022097
2017-03-29,233.43,9.05,25.793370165745856
2017-03-30,234.89,9.05,25.95469613259668
2017-03-31,233.81,9.05,25.835359116022097
2017-04-03,233.8,9.05,25.834254143646408
2017-04-04,236.11,9.05,26.08950276243094
2017-04-05,233.8,9.05,25.834254143646408
2017-04-06,233.64,9.05,25.816574585635355
2017-04-07,232.62,9.05,25.703867403314916
2017-04-10,233.66,9.05,25.818784530386736
2017-04-11,234.35,9.05,25.89502762430939
2017-04-12,233.35,9.05,25.78453038674033
2017-04-13,230.63,9.05,25.483977900552485
2017-04-17,234.56,9.05,25.918232044198895
2017-04-18,233.91,9.05,25.846408839779002
2017-04-19,233.21,9.05,25.76906077348066
2017-04-20,234.95,9.05,25.961325966850826
2017-04-21,233.73,9.05,25.82651933701657
2017-04-24,239.38,9.05,26.450828729281767
2017-04-25,251.92,9.05,27.836464088397786
2017-04-26,256.91,9.05,28.387845303867405
2017-04-27,253.91,9.05,28.056353591160217
2017-04-28,251.71,9.05,27.813259668508287
2017-05-01,250.33,9.05,27.660773480662982
2017-05-02,247.99,9.05,27.40220994475138
2017-05-03,248.68,9.05,27.478453038674033
2017-05-04,248.38,9.05,27.44530386740331
2017-05-05,246.42,9.05,27.22872928176795
2017-05-08,246.19,9.05,27.20331491712707
2017-05-09,243.06,9.05,26.85745856353591
2017-05-10,244.0,7.12,34.26966292134831
2017-05-11,244.42,7.12,34.328651685393254
2017-05-12,243.95,7.12,34.2626404494382
2017-05-15,244.7,7.12,34.36797752808989
2017-05-16,244.54,7.12,34.34550561797753
2017-05-17,241.65,7.12,33.93960674157304
2017-05-18,243.85,7.12,34.24859550561798
2017-05-19,243.94,7.12,34.26123595505618
2017-05-22,243.97,7.12,34.265449438202246
2017-05-23,246.27,7.12,34.58848314606742
2017-05-24,247.6,7.12,34.7752808988764
2017-05-25,249.01,7.12,34.973314606741575
2017-05-26,248.66,7.12,34.924157303370784
2017-05-30,248.27,7.12,34.86938202247191
2017-05-31,254.65,7.12,35.765449438202246
2017-06-01,255.6,7.12,35.89887640449438
2017-06-02,255.53,7.12,35.889044943820224
2017-06-05,254.08,7.12,35.68539325842697
2017-06-06,252.08,7.12,35.40449438202247
2017-06-07,252.43,7.12,35.45365168539326
2017-06-08,253.17,7.12,35.55758426966292
2017-06-09,255.57,7.12,35.89466292134831
2017-06-12,258.12,7.12,36.252808988764045
2017-06-13,255.26,7.12,35.85112359550562
2017-06-14,252.38,7.12,35.44662921348314
2017-06-15,252.09,7.12,35.40589887640449
2017-06-16,255.59,7.12,35.89747191011236
2017-06-19,257.32,7.12,36.140449438202246
2017-06-20,254.86,7.12,35.794943820224724
2017-06-21,256.58,7.12,36.03651685393258
2017-06-22,256.74,7.12,36.05898876404495
2017-06-23,253.98,7.12,35.67134831460674
2017-06-26,254.15,7.12,35.69522471910113
2017-06-27,253.41,7.12,35.59129213483146
2017-06-28,255.07,7.12,35.82443820224719
2017-06-29,255.16,7.12,35.837078651685395
2017-06-30,254.59,7.12,35.75702247191011
2017-07-03,263.95,7.12,37.07162921348314
2017-07-05,262.75,7.12,36.90308988764045
2017-07-06,261.32,7.12,36.70224719101123
2017-07-07,263.21,7.12,36.96769662921348
2017-07-10,265.58,7.12,37.300561797752806
2017-07-11,262.24,7.12,36.831460674157306
2017-07-12,262.72,7.12,36.89887640449439
2017-07-13,263.83,7.12,37.05477528089887
2017-07-14,263.75,7.12,37.043539325842694
2017-07-17,264.86,7.12,37.199438202247194
2017-07-18,267.33,7.12,37.54634831460674
2017-07-19,269.04,7.12,37.78651685393259
2017-07-20,269.11,7.12,37.796348314606746
2017-07-21,270.12,7.12,37.938202247191015
2017-07-24,271.12,7.12,38.07865168539326
2017-07-25,266.73,7.12,37.462078651685395
2017-07-26,260.02,7.12,36.51966292134831
2017-07-27,259.53,7.12,36.45084269662921
2017-07-28,259.86,7.12,36.497191011235955
2017-07-31,262.39,7.12,36.852528089887635
2017-08-01,263.99,7.12,37.07724719101124
2017-08-02,265.34,7.12,37.26685393258427
2017-08-03,266.06,7.12,37.36797752808989
2017-08-04,265.67,7.12,37.313202247191015
2017-08-07,265.59,7.12,37.30196629213483
2017-08-08,266.19,7.12,37.38623595505618
2017-08-09,268.72,5.98,44.93645484949833
2017-08-10,269.3,5.98,45.03344481605351
2017-08-11,265.07,5.98,44.326086956521735
2017-08-14,268.94,5.98,44.97324414715719
2017-08-15,267.41,5.98,44.71739130434783
2017-08-16,266.91,5.98,44.63377926421405
2017-08-17,262.5,5.98,43.89632107023411
2017-08-18,263.02,5.98,43.98327759197324
2017-08-21,262.47,5.98,43.891304347826086
2017-08-22,263.68,5.98,44.09364548494983
2017-08-23,262.79,5.98,43.94481605351171
2017-08-24,257.61,5.98,43.07859531772575
2017-08-25,260.24,5.98,43.51839464882943
2017-08-28,252.89,5.98,42.28929765886287
2017-08-29,252.49,5.98,42.22240802675585
2017-08-30,251.75,5.98,42.098662207357854
2017-08-31,252.48,5.98,42.220735785953174
2017-09-01,248.38,5.98,41.53511705685619
2017-09-05,231.19,5.98,38.66053511705685
2017-09-06,227.38,5.98,38.02341137123746
2017-09-07,211.94,5.98,35.441471571906355
2017-09-08,222.48,5.98,37.204013377926415
2017-09-11,231.96,5.98,38.78929765886287
2017-09-12,233.25,5.98,39.00501672240802
2017-09-13,233.32,5.98,39.01672240802675
2017-09-14,229.29,5.98,38.34280936454849
2017-09-15,231.66,5.98,38.7391304347826
2017-09-18,226.67,5.98,37.904682274247484
2017-09-19,225.88,5.98,37.77257525083612
2017-09-20,224.82,5.98,37.5953177257525
2017-09-21,227.3,5.98,38.01003344481605
2017-09-22,226.26,5.98,37.83612040133779
2017-09-25,223.94,5.98,37.448160535117054
2017-09-26,220.27,5.98,36.83444816053512
2017-09-27,221.08,5.98,36.969899665551836
2017-09-28,222.88,5.98,37.27090301003344
2017-09-29,228.39,5.98,38.192307692307686
2017-10-02,229.28,5.98,38.34113712374582
2017-10-03,229.32,5.98,38.347826086956516
2017-10-04,227.7,5.98,38.07692307692307
2017-10-05,226.75,5.98,37.9180602006689
2017-10-06,225.01,5.98,37.62709030100334
2017-10-09,226.02,5.98,37.79598662207358
2017-10-10,224.77,5.98,37.58695652173913
2017-10-11,222.51,5.98,37.209030100334445
2017-10-12,226.81,5.98,37.92809364548495
2017-10-13,240.51,5.98,40.2190635451505
2017-10-16,238.12,5.98,39.819397993311036
2017-10-17,236.4,5.98,39.531772575250834
2017-10-18,235.0,5.98,39.297658862876254
2017-10-19,237.25,5.98,39.67391304347826
2017-10-20,236.67,5.98,39.57692307692307
2017-10-23,235.85,5.98,39.43979933110368
2017-10-24,234.28,5.98,39.17725752508361
2017-10-25,232.94,5.98,38.95317725752508
2017-10-26,234.95,5.98,39.28929765886287
2017-10-27,236.95,5.98,39.62374581939799
2017-10-30,239.12,5.98,39.986622073578594
2017-10-31,237.45,5.98,39.70735785953177
2017-11-01,234.79,5.98,39.26254180602006
2017-11-02,227.44,5.98,38.03344481605351
2017-11-03,227.84,5.98,38.10033444816053
2017-11-06,228.46,5.98,38.20401337792642
2017-11-07,227.03,5.98,37.96488294314381
2017-11-08,228.36,5.98,38.187290969899664
2017-11-09,230.79,-15.61,-14.784753363228699
2017-11-10,231.14,-15.61,-14.807174887892376
2017-11-13,228.55,-15.61,-14.641255605381167
2017-11-14,226.13,-15.61,-14.486226777706598
2017-11-15,229.27,-15.61,-14.687379884689303
2017-11-16,225.47,-15.61,-14.443946188340808
2017-11-17,226.32,-15.61,-14.498398462524023
2017-11-20,223.84,-15.61,-14.33952594490711
2017-11-21,222.25,-15.61,-14.237668161434978
2017-11-22,219.24,-15.61,-14.044843049327355
2017-11-24,217.67,-15.61,-13.944266495836002
2017-11-27,223.07,-15.61,-14.290198590647021
2017-11-28,225.01,-15.61,-14.414477898782831
2017-11-29,222.74,-15.61,-14.269058295964127
2017-11-30,219.6,-15.61,-14.067905188981422
2017-12-01,218.06,-15.61,-13.969250480461243
2017-12-04,213.56,-15.61,-13.680973734785395
2017-12-05,212.15,-15.61,-13.590647021140295
2017-12-06,211.06,-15.61,-13.5208199871877
2017-12-07,210.36,-15.61,-13.475976937860347
2017-12-08,212.28,-15.61,-13.598975016015375
2017-12-11,217.47,-15.61,-13.931454196028188
2017-12-12,219.82,-15.61,-14.08199871877002
2017-12-13,216.92,-15.61,-13.896220371556694
2017-12-14,217.7,-15.61,-13.946188340807174
2017-12-15,222.11,-15.61,-14.228699551569509
2017-12-18,219.22,-15.61,-14.043561819346573
2017-12-19,218.88,-15.61,-14.021780909673286
2017-12-20,216.51,-15.61,-13.869955156950672
2017-12-21,218.44,-15.61,-13.993593850096092
2017-12-22,218.95,-15.61,-14.026265214606022
2017-12-26,219.73,-15.61,-14.076233183856502
2017-12-27,219.98,-15.61,-14.092248558616271
2017-12-28,222.57,-15.61,-14.258167841127483
2017-12-29,221.26,-15.61,-14.174247277386291
2018-01-02,216.47,-15.61,-13.86739269698911
2018-01-03,219.77,-15.61,-14.078795643818067
2018-01-04,221.77,-15.61,-14.206918641896221
2018-01-05,222.35,-15.61,-14.244074311338885
2018-01-08,218.75,-15.61,-14.013452914798206
