date,DFS,DFS_EPS,PE Ratio
2008-02-11,15.17,1.35,11.237037037037036
2008-02-12,14.98,1.35,11.096296296296297
2008-02-13,15.28,1.35,11.318518518518518
2008-02-14,14.81,1.35,10.97037037037037
2008-02-15,14.23,1.35,10.540740740740741
2008-02-19,13.97,1.35,10.348148148148148
2008-02-20,14.57,1.35,10.792592592592593
2008-02-21,14.16,1.35,10.488888888888889
2008-02-22,15.1,1.35,11.185185185185183
2008-02-25,15.5,1.35,11.481481481481481
2008-02-26,16.19,1.35,11.992592592592592
2008-02-27,16.1,1.23,13.089430894308945
2008-02-28,15.76,1.23,12.8130081300813
2008-02-29,15.09,1.23,12.268292682926829
2008-03-03,14.98,1.23,12.178861788617887
2008-03-04,14.73,1.23,11.975609756097562
2008-03-05,14.72,1.23,11.96747967479675
2008-03-06,13.8,1.23,11.219512195121952
2008-03-07,14.15,1.23,11.504065040650406
2008-03-10,13.3,1.23,10.813008130081302
2008-03-11,15.03,1.23,12.21951219512195
2008-03-12,15.28,1.23,12.422764227642276
2008-03-13,15.75,1.23,12.804878048780488
2008-03-14,15.47,1.23,12.577235772357724
2008-03-17,15.18,1.23,12.341463414634147
2008-03-18,17.4,1.23,14.146341463414632
2008-03-19,15.2,1.23,12.357723577235772
2008-03-20,16.76,1.23,13.626016260162602
2008-03-24,16.68,1.23,13.560975609756097
2008-03-25,17.22,1.23,14.0
2008-03-26,15.99,1.23,13.0
2008-03-27,16.22,1.23,13.186991869918698
2008-03-28,15.98,1.23,12.991869918699187
2008-03-31,16.37,1.23,13.308943089430896
2008-04-01,17.73,1.23,14.414634146341465
2008-04-02,17.47,1.23,14.203252032520325
2008-04-03,17.68,1.23,14.373983739837398
2008-04-04,17.14,1.23,13.934959349593496
2008-04-07,18.09,1.23,14.707317073170731
2008-04-08,18.37,1.23,14.934959349593496
2008-04-09,17.7,1.23,14.390243902439025
2008-04-10,17.8,1.23,14.471544715447155
2008-04-11,17.55,1.23,14.26829268292683
2008-04-14,17.04,0.5,34.08
2008-04-15,17.02,0.5,34.04
2008-04-16,17.95,0.5,35.9
2008-04-17,18.21,0.5,36.42
2008-04-18,18.48,0.5,36.96
2008-04-21,18.48,0.5,36.96
2008-04-22,18.06,0.5,36.12
2008-04-23,17.96,0.5,35.92
2008-04-24,18.31,0.5,36.62
2008-04-25,18.85,0.5,37.7
2008-04-28,18.92,0.5,37.84
2008-04-29,18.66,0.5,37.32
2008-04-30,18.21,0.5,36.42
2008-05-01,19.25,0.5,38.5
2008-05-02,18.7,0.5,37.4
2008-05-05,18.84,0.5,37.68
2008-05-06,19.23,0.5,38.46
2008-05-07,18.24,0.5,36.48
2008-05-08,17.99,0.5,35.98
2008-05-09,17.52,0.5,35.04
2008-05-12,17.99,0.5,35.98
2008-05-13,18.17,0.5,36.34
2008-05-14,18.44,0.5,36.88
2008-05-15,18.68,0.5,37.36
2008-05-16,18.41,0.5,36.82
2008-05-19,18.67,0.5,37.34
2008-05-20,17.9,0.5,35.8
2008-05-21,17.08,0.5,34.16
2008-05-22,17.16,0.5,34.32
2008-05-23,16.84,0.5,33.68
2008-05-27,17.15,0.5,34.3
2008-05-28,17.16,0.5,34.32
2008-05-29,17.25,0.5,34.5
2008-05-30,17.15,0.5,34.3
2008-06-02,16.3,0.5,32.6
2008-06-03,15.8,0.5,31.6
2008-06-04,15.94,0.5,31.88
2008-06-05,16.87,0.5,33.74
2008-06-06,15.7,0.5,31.4
2008-06-09,15.33,0.5,30.66
2008-06-10,15.2,0.5,30.4
2008-06-11,14.52,0.5,29.04
2008-06-12,15.3,0.5,30.6
2008-06-13,15.65,0.5,31.3
2008-06-16,16.13,0.5,32.26
2008-06-17,15.48,0.5,30.96
2008-06-18,15.25,0.5,30.5
2008-06-19,14.82,0.5,29.64
2008-06-20,14.41,0.5,28.82
2008-06-23,14.56,0.5,29.12
2008-06-24,15.04,0.5,30.08
2008-06-25,14.33,0.5,28.66
2008-06-26,13.15,0.5,26.3
2008-06-27,13.57,0.5,27.14
2008-06-30,13.17,0.5,26.34
2008-07-01,14.0,0.5,28.0
2008-07-02,13.76,0.5,27.52
2008-07-03,13.78,0.5,27.56
2008-07-07,13.42,0.5,26.84
2008-07-08,14.17,0.5,28.34
2008-07-09,13.9,0.5,27.8
2008-07-10,13.95,0.92,15.163043478260867
2008-07-11,14.02,0.92,15.239130434782608
2008-07-14,12.93,0.92,14.054347826086955
2008-07-15,13.43,0.92,14.597826086956522
2008-07-16,14.77,0.92,16.054347826086957
2008-07-17,16.16,0.92,17.565217391304348
2008-07-18,16.33,0.92,17.749999999999996
2008-07-21,15.19,0.92,16.51086956521739
2008-07-22,14.62,0.92,15.891304347826086
2008-07-23,15.32,0.92,16.652173913043477
2008-07-24,13.82,0.92,15.021739130434783
2008-07-25,14.05,0.92,15.271739130434783
2008-07-28,13.35,0.92,14.51086956521739
2008-07-29,14.61,0.92,15.880434782608694
2008-07-30,14.92,0.92,16.217391304347824
2008-07-31,14.65,0.92,15.92391304347826
2008-08-01,14.99,0.92,16.293478260869566
2008-08-04,14.51,0.92,15.771739130434781
2008-08-05,15.34,0.92,16.67391304347826
2008-08-06,15.06,0.92,16.369565217391305
2008-08-07,14.29,0.92,15.532608695652172
2008-08-08,14.97,0.92,16.27173913043478
2008-08-11,15.39,0.92,16.72826086956522
2008-08-12,14.34,0.92,15.586956521739129
2008-08-13,14.2,0.92,15.43478260869565
2008-08-14,14.63,0.92,15.902173913043478
2008-08-15,15.61,0.92,16.967391304347824
2008-08-18,15.07,0.92,16.380434782608695
2008-08-19,14.38,0.92,15.630434782608695
2008-08-20,14.59,0.92,15.858695652173912
2008-08-21,15.21,0.92,16.532608695652176
2008-08-22,15.6,0.92,16.956521739130434
2008-08-25,15.15,0.92,16.467391304347824
2008-08-26,15.5,0.92,16.84782608695652
2008-08-27,15.57,0.92,16.92391304347826
2008-08-28,16.26,0.92,17.67391304347826
2008-08-29,16.45,0.92,17.880434782608695
2008-09-02,17.11,0.92,18.59782608695652
2008-09-03,17.0,0.92,18.478260869565215
2008-09-04,16.13,0.92,17.532608695652172
2008-09-05,16.42,0.92,17.847826086956523
2008-09-08,17.34,0.92,18.84782608695652
2008-09-09,16.41,0.92,17.83695652173913
2008-09-10,16.81,0.92,18.27173913043478
2008-09-11,17.08,0.92,18.565217391304344
2008-09-12,17.63,0.92,19.163043478260867
2008-09-15,15.81,0.92,17.184782608695652
2008-09-16,15.46,0.92,16.804347826086957
2008-09-17,14.15,0.92,15.380434782608695
2008-09-18,14.67,0.92,15.945652173913043
2008-09-19,16.0,0.92,17.391304347826086
2008-09-22,15.29,0.92,16.6195652173913
2008-09-23,15.5,0.92,16.84782608695652
2008-09-24,15.22,0.92,16.543478260869566
2008-09-25,14.82,0.92,16.108695652173914
2008-09-26,13.92,0.92,15.130434782608695
2008-09-29,13.5,0.92,14.67391304347826
2008-09-30,13.82,0.92,15.021739130434783
2008-10-01,13.78,0.92,14.978260869565217
2008-10-02,12.96,0.92,14.08695652173913
2008-10-03,11.07,0.92,12.032608695652174
2008-10-06,10.7,0.92,11.630434782608694
2008-10-07,9.74,0.92,10.58695652173913
2008-10-08,9.99,0.92,10.858695652173912
2008-10-09,9.63,1.29,7.465116279069768
2008-10-10,9.57,1.29,7.4186046511627906
2008-10-13,10.6,1.29,8.217054263565892
2008-10-14,11.76,1.29,9.116279069767442
2008-10-15,10.02,1.29,7.767441860465116
2008-10-16,10.31,1.29,7.992248062015504
2008-10-17,10.74,1.29,8.325581395348838
2008-10-20,11.8,1.29,9.147286821705427
2008-10-21,10.97,1.29,8.503875968992249
2008-10-22,10.29,1.29,7.976744186046511
2008-10-23,10.52,1.29,8.155038759689923
2008-10-24,10.14,1.29,7.86046511627907
2008-10-27,9.68,1.29,7.503875968992248
2008-10-28,11.65,1.29,9.031007751937985
2008-10-29,11.14,1.29,8.635658914728682
2008-10-30,11.28,1.29,8.744186046511627
2008-10-31,12.25,1.29,9.496124031007751
2008-11-03,11.99,1.29,9.294573643410853
2008-11-04,12.5,1.29,9.689922480620154
2008-11-05,12.07,1.29,9.356589147286822
2008-11-06,11.77,1.29,9.124031007751938
2008-11-07,11.83,1.29,9.170542635658915
2008-11-10,11.0,1.29,8.527131782945736
2008-11-11,10.05,1.29,7.790697674418605
2008-11-12,9.07,1.29,7.0310077519379846
2008-11-13,9.58,1.29,7.426356589147287
2008-11-14,9.47,1.29,7.34108527131783
2008-11-17,8.97,1.29,6.953488372093023
2008-11-18,8.06,1.29,6.248062015503876
2008-11-19,7.41,1.29,5.7441860465116275
2008-11-20,6.67,1.29,5.170542635658914
2008-11-21,7.65,1.29,5.930232558139535
2008-11-24,9.74,1.29,7.550387596899225
2008-11-25,9.67,1.29,7.496124031007752
2008-11-26,10.21,1.29,7.914728682170543
2008-11-28,10.23,1.29,7.930232558139535
2008-12-01,9.4,1.29,7.286821705426357
2008-12-02,9.97,1.29,7.728682170542636
2008-12-03,10.4,1.29,8.062015503875969
2008-12-04,10.02,1.29,7.767441860465116
2008-12-05,10.88,1.29,8.434108527131784
2008-12-08,11.12,1.29,8.62015503875969
2008-12-09,10.35,1.29,8.023255813953488
2008-12-10,10.18,1.29,7.891472868217054
2008-12-11,9.11,1.29,7.062015503875968
2008-12-12,8.97,1.29,6.953488372093023
2008-12-15,8.73,1.29,6.767441860465117
2008-12-16,9.06,1.29,7.023255813953488
2008-12-17,8.58,1.29,6.651162790697675
2008-12-18,9.26,1.29,7.17829457364341
2008-12-19,9.33,1.29,7.232558139534883
2008-12-22,8.75,1.29,6.782945736434108
2008-12-23,8.67,1.29,6.720930232558139
2008-12-24,8.57,1.29,6.6434108527131785
2008-12-26,8.37,1.29,6.488372093023255
2008-12-29,8.57,1.29,6.6434108527131785
2008-12-30,8.98,1.29,6.961240310077519
2008-12-31,9.53,1.29,7.387596899224805
2009-01-02,9.51,1.29,7.372093023255814
2009-01-05,9.75,1.29,7.558139534883721
2009-01-06,9.71,1.29,7.5271317829457365
2009-01-07,8.93,1.29,6.922480620155039
2009-01-08,8.9,1.29,6.89922480620155
2009-01-09,8.71,1.29,6.7519379844961245
2009-01-12,8.66,1.29,6.713178294573643
2009-01-13,8.61,1.29,6.674418604651162
2009-01-14,7.94,1.29,6.155038759689923
2009-01-15,7.61,1.29,5.89922480620155
2009-01-16,7.6,1.29,5.891472868217054
2009-01-20,7.43,1.29,5.75968992248062
2009-01-21,7.94,1.29,6.155038759689923
2009-01-22,7.39,1.29,5.728682170542635
2009-01-23,7.5,1.29,5.813953488372093
2009-01-26,7.41,1.29,5.7441860465116275
2009-01-27,7.44,1.29,5.767441860465117
2009-01-28,7.91,2.22,3.563063063063063
2009-01-29,7.46,2.22,3.3603603603603602
2009-01-30,7.15,2.22,3.2207207207207205
2009-02-02,7.36,2.22,3.315315315315315
2009-02-03,7.22,2.22,3.252252252252252
2009-02-04,7.18,2.22,3.2342342342342336
2009-02-05,7.14,2.22,3.216216216216216
2009-02-06,7.68,2.22,3.459459459459459
2009-02-09,7.96,2.22,3.5855855855855854
2009-02-10,7.01,2.22,3.157657657657657
2009-02-11,7.21,2.22,3.2477477477477477
2009-02-12,7.14,2.22,3.216216216216216
2009-02-13,7.01,2.22,3.157657657657657
2009-02-17,6.1,2.22,2.747747747747747
2009-02-18,6.3,2.22,2.8378378378378377
2009-02-19,5.56,2.22,2.5045045045045042
2009-02-20,5.74,2.22,2.5855855855855854
2009-02-23,5.57,2.22,2.509009009009009
2009-02-24,6.19,2.22,2.788288288288288
2009-02-25,6.0,2.22,2.7027027027027026
2009-02-26,6.18,2.22,2.7837837837837833
2009-02-27,5.73,2.22,2.581081081081081
2009-03-02,5.14,2.22,2.3153153153153148
2009-03-03,5.28,2.22,2.378378378378378
2009-03-04,5.52,2.22,2.486486486486486
2009-03-05,4.89,2.22,2.202702702702702
2009-03-06,4.95,2.22,2.22972972972973
2009-03-09,5.21,2.22,2.3468468468468466
2009-03-10,6.06,2.22,2.7297297297297294
2009-03-11,5.94,2.22,2.6756756756756754
2009-03-12,6.62,2.22,2.9819819819819817
2009-03-13,6.23,2.22,2.8063063063063063
2009-03-16,6.25,2.22,2.815315315315315
2009-03-17,6.57,2.22,2.959459459459459
2009-03-18,7.24,2.22,3.2612612612612613
2009-03-19,6.28,2.22,2.828828828828829
2009-03-20,5.51,2.22,2.4819819819819817
2009-03-23,6.54,2.22,2.9459459459459456
2009-03-24,6.03,2.22,2.7162162162162162
2009-03-25,6.47,2.22,2.914414414414414
2009-03-26,7.14,2.22,3.216216216216216
2009-03-27,6.8,2.22,3.063063063063063
2009-03-30,5.78,2.22,2.6036036036036037
2009-03-31,6.31,2.22,2.842342342342342
2009-04-01,6.47,2.22,2.914414414414414
2009-04-02,6.59,2.22,2.968468468468468
2009-04-03,6.75,2.22,3.0405405405405403
2009-04-06,6.56,2.22,2.9549549549549545
2009-04-07,6.4,2.22,2.8828828828828827
2009-04-08,6.83,0.25,27.32
2009-04-09,8.19,0.25,32.76
2009-04-13,8.45,0.25,33.8
2009-04-14,7.57,0.25,30.28
2009-04-15,8.15,0.25,32.6
2009-04-16,8.36,0.25,33.44
2009-04-17,8.55,0.25,34.2
2009-04-20,7.49,0.25,29.96
2009-04-21,8.23,0.25,32.92
2009-04-22,8.03,0.25,32.12
2009-04-23,8.51,0.25,34.04
2009-04-24,9.09,0.25,36.36
2009-04-27,8.08,0.25,32.32
2009-04-28,8.33,0.25,33.32
2009-04-29,8.48,0.25,33.92
2009-04-30,8.13,0.25,32.52
2009-05-01,8.12,0.25,32.48
2009-05-04,8.98,0.25,35.92
2009-05-05,9.11,0.25,36.44
2009-05-06,10.33,0.25,41.32
2009-05-07,10.36,0.25,41.44
2009-05-08,10.66,0.25,42.64
2009-05-11,9.68,0.25,38.72
2009-05-12,9.15,0.25,36.6
2009-05-13,8.54,0.25,34.16
2009-05-14,8.75,0.25,35.0
2009-05-15,8.59,0.25,34.36
2009-05-18,9.22,0.25,36.88
2009-05-19,8.83,0.25,35.32
2009-05-20,8.68,0.25,34.72
2009-05-21,8.59,0.25,34.36
2009-05-22,8.36,0.25,33.44
2009-05-26,8.89,0.25,35.56
2009-05-27,8.62,0.25,34.48
2009-05-28,9.1,0.25,36.4
2009-05-29,9.56,0.25,38.24
2009-06-01,10.09,0.25,40.36
2009-06-02,9.64,0.25,38.56
2009-06-03,9.41,0.25,37.64
2009-06-04,9.44,0.25,37.76
2009-06-05,9.41,0.25,37.64
2009-06-08,9.18,0.25,36.72
2009-06-09,9.67,0.25,38.68
2009-06-10,9.74,0.25,38.96
2009-06-11,9.65,0.25,38.6
2009-06-12,9.3,0.25,37.2
2009-06-15,9.48,0.25,37.92
2009-06-16,9.1,0.25,36.4
2009-06-17,8.91,0.25,35.64
2009-06-18,9.27,0.25,37.08
2009-06-19,9.32,0.25,37.28
2009-06-22,9.31,0.25,37.24
2009-06-23,9.18,0.25,36.72
2009-06-24,9.63,0.25,38.52
2009-06-25,10.22,0.25,40.88
2009-06-26,9.9,0.25,39.6
2009-06-29,10.69,0.25,42.76
2009-06-30,10.27,0.25,41.08
2009-07-01,10.27,0.69,14.884057971014494
2009-07-02,10.14,0.69,14.695652173913045
2009-07-06,10.5,0.69,15.217391304347828
2009-07-07,9.37,0.69,13.579710144927537
2009-07-08,9.12,0.69,13.217391304347826
2009-07-09,9.57,0.69,13.869565217391306
2009-07-10,9.61,0.69,13.927536231884059
2009-07-13,10.14,0.69,14.695652173913045
2009-07-14,10.22,0.69,14.811594202898553
2009-07-15,10.85,0.69,15.724637681159422
2009-07-16,11.08,0.69,16.057971014492754
2009-07-17,10.92,0.69,15.82608695652174
2009-07-20,11.35,0.69,16.44927536231884
2009-07-21,11.23,0.69,16.275362318840582
2009-07-22,11.39,0.69,16.507246376811597
2009-07-23,11.66,0.69,16.898550724637683
2009-07-24,12.06,0.69,17.47826086956522
2009-07-27,12.03,0.69,17.434782608695652
2009-07-28,11.93,0.69,17.28985507246377
2009-07-29,11.67,0.69,16.91304347826087
2009-07-30,11.99,0.69,17.3768115942029
2009-07-31,11.88,0.69,17.217391304347828
2009-08-03,12.23,0.69,17.72463768115942
2009-08-04,12.4,0.69,17.971014492753625
2009-08-05,12.53,0.69,18.159420289855074
2009-08-06,12.58,0.69,18.231884057971016
2009-08-07,12.76,0.69,18.492753623188406
2009-08-10,12.4,0.69,17.971014492753625
2009-08-11,12.28,0.69,17.797101449275363
2009-08-12,12.5,0.69,18.115942028985508
2009-08-13,12.6,0.69,18.26086956521739
2009-08-14,12.48,0.69,18.086956521739133
2009-08-17,12.13,0.69,17.57971014492754
2009-08-18,12.46,0.69,18.057971014492757
2009-08-19,12.52,0.69,18.144927536231886
2009-08-20,13.12,0.69,19.014492753623188
2009-08-21,13.51,0.69,19.57971014492754
2009-08-24,13.72,0.69,19.884057971014496
2009-08-25,13.62,0.69,19.73913043478261
2009-08-26,14.01,0.69,20.304347826086957
2009-08-27,13.98,0.69,20.260869565217394
2009-08-28,14.23,0.69,20.623188405797105
2009-08-31,13.75,0.69,19.92753623188406
2009-09-01,13.06,0.69,18.92753623188406
2009-09-02,12.98,0.69,18.811594202898554
2009-09-03,13.64,0.69,19.768115942028988
2009-09-04,13.55,0.69,19.637681159420293
2009-09-08,13.75,0.69,19.92753623188406
2009-09-09,14.3,0.69,20.72463768115942
2009-09-10,14.47,0.69,20.971014492753625
2009-09-11,14.71,0.69,21.318840579710148
2009-09-14,15.03,0.69,21.782608695652176
2009-09-15,15.14,0.69,21.94202898550725
2009-09-16,15.32,0.69,22.20289855072464
2009-09-17,15.52,0.69,22.492753623188406
2009-09-18,16.06,0.69,23.27536231884058
2009-09-21,16.03,0.69,23.23188405797102
2009-09-22,16.21,0.69,23.49275362318841
2009-09-23,15.94,0.69,23.10144927536232
2009-09-24,15.9,0.69,23.043478260869566
2009-09-25,15.36,0.69,22.26086956521739
2009-09-28,16.41,0.69,23.782608695652176
2009-09-29,15.97,0.69,23.144927536231886
2009-09-30,16.23,0.69,23.521739130434785
2009-10-01,16.0,0.69,23.188405797101453
2009-10-02,15.33,0.69,22.217391304347828
2009-10-05,16.12,0.69,23.362318840579714
2009-10-06,16.66,0.69,24.144927536231886
2009-10-07,16.89,1.81,9.331491712707182
2009-10-08,17.08,1.81,9.43646408839779
2009-10-09,16.2,1.81,8.950276243093922
2009-10-12,16.33,1.81,9.022099447513812
2009-10-13,16.22,1.81,8.961325966850827
2009-10-14,16.26,1.81,8.98342541436464
2009-10-15,16.1,1.81,8.895027624309392
2009-10-16,15.08,1.81,8.331491712707182
2009-10-19,15.62,1.81,8.629834254143645
2009-10-20,15.09,1.81,8.337016574585634
2009-10-21,14.87,1.81,8.215469613259668
2009-10-22,15.42,1.81,8.519337016574585
2009-10-23,15.03,1.81,8.303867403314916
2009-10-26,15.06,1.81,8.320441988950277
2009-10-27,14.87,1.81,8.215469613259668
2009-10-28,14.27,1.81,7.883977900552486
2009-10-29,14.95,1.81,8.259668508287293
2009-10-30,14.14,1.81,7.8121546961325965
2009-11-02,14.24,1.81,7.8674033149171265
2009-11-03,14.19,1.81,7.8397790055248615
2009-11-04,13.95,1.81,7.707182320441988
2009-11-05,14.53,1.81,8.027624309392264
2009-11-06,14.53,1.81,8.027624309392264
2009-11-09,15.38,1.81,8.497237569060774
2009-11-10,15.4,1.81,8.508287292817679
2009-11-11,15.4,1.81,8.508287292817679
2009-11-12,15.4,1.81,8.508287292817679
2009-11-13,15.4,1.81,8.508287292817679
2009-11-16,16.11,1.81,8.900552486187845
2009-11-17,15.92,1.81,8.795580110497237
2009-11-18,15.99,1.81,8.834254143646408
2009-11-19,15.42,1.81,8.519337016574585
2009-11-20,15.35,1.81,8.480662983425415
2009-11-23,15.48,1.81,8.552486187845304
2009-11-24,15.34,1.81,8.47513812154696
2009-11-25,15.7,1.81,8.67403314917127
2009-11-27,15.13,1.81,8.359116022099448
2009-11-30,15.46,1.81,8.541436464088399
2009-12-01,15.45,1.81,8.535911602209945
2009-12-02,15.27,1.81,8.43646408839779
2009-12-03,14.83,1.81,8.193370165745856
2009-12-04,15.18,1.81,8.386740331491712
2009-12-07,15.41,1.81,8.513812154696133
2009-12-08,15.1,1.81,8.342541436464089
2009-12-09,15.44,1.81,8.53038674033149
2009-12-10,15.6,1.81,8.61878453038674
2009-12-11,16.13,1.81,8.91160220994475
2009-12-14,16.49,1.81,9.11049723756906
2009-12-15,16.01,1.81,8.845303867403315
2009-12-16,16.42,1.81,9.071823204419891
2009-12-17,14.92,1.81,8.243093922651934
2009-12-18,14.95,1.81,8.259668508287293
2009-12-21,14.7,1.81,8.121546961325967
2009-12-22,14.64,1.81,8.088397790055248
2009-12-23,14.68,1.81,8.11049723756906
2009-12-24,14.93,1.81,8.248618784530386
2009-12-28,14.82,1.81,8.187845303867404
2009-12-29,14.76,1.81,8.154696132596685
2009-12-30,14.81,1.81,8.182320441988951
2009-12-31,14.71,1.81,8.127071823204421
2010-01-04,14.61,1.81,8.07182320441989
2010-01-05,15.1,1.81,8.342541436464089
2010-01-06,15.0,1.81,8.287292817679559
2010-01-07,15.09,1.81,8.337016574585634
2010-01-08,15.03,1.81,8.303867403314916
2010-01-11,14.84,1.81,8.198895027624308
2010-01-12,14.91,1.81,8.237569060773481
2010-01-13,15.01,1.81,8.292817679558011
2010-01-14,14.97,1.81,8.2707182320442
2010-01-15,14.76,1.81,8.154696132596685
2010-01-19,14.86,1.81,8.209944751381215
2010-01-20,14.82,1.81,8.187845303867404
2010-01-21,14.23,1.81,7.861878453038674
2010-01-22,13.46,1.81,7.43646408839779
2010-01-25,13.48,1.81,7.447513812154696
2010-01-26,13.47,1.81,7.441988950276243
2010-01-27,13.82,1.81,7.6353591160221
2010-01-28,13.51,2.42,5.582644628099174
2010-01-29,13.68,2.42,5.652892561983471
