date,GWW,GWW_EPS,PE Ratio
2004-05-13,51.96,0.69,75.30434782608697
2004-05-14,52.66,0.69,76.31884057971014
2004-05-17,51.1,0.69,74.05797101449276
2004-05-18,51.69,0.69,74.91304347826087
2004-05-19,51.97,0.69,75.31884057971016
2004-05-20,51.8,0.69,75.07246376811594
2004-05-21,52.36,0.69,75.8840579710145
2004-05-24,52.56,0.69,76.17391304347827
2004-05-25,53.14,0.69,77.0144927536232
2004-05-26,53.43,0.69,77.43478260869566
2004-05-27,54.0,0.69,78.26086956521739
2004-05-28,54.45,0.69,78.91304347826087
2004-06-01,54.83,0.69,79.46376811594203
2004-06-02,54.98,0.69,79.68115942028986
2004-06-03,53.84,0.69,78.02898550724639
2004-06-04,53.59,0.69,77.66666666666667
2004-06-07,54.48,0.69,78.95652173913044
2004-06-08,55.65,0.69,80.65217391304348
2004-06-09,54.89,0.69,79.55072463768117
2004-06-10,55.98,0.69,81.1304347826087
2004-06-14,54.72,0.69,79.30434782608697
2004-06-15,55.91,0.69,81.02898550724638
2004-06-16,55.45,0.69,80.36231884057972
2004-06-17,55.15,0.69,79.92753623188406
2004-06-18,55.4,0.69,80.28985507246377
2004-06-21,55.47,0.69,80.3913043478261
2004-06-22,55.95,0.69,81.08695652173914
2004-06-23,56.39,0.69,81.72463768115942
2004-06-24,55.71,0.69,80.73913043478261
2004-06-25,56.2,0.69,81.44927536231886
2004-06-28,56.02,0.69,81.18840579710147
2004-06-29,57.08,0.69,82.72463768115942
2004-06-30,57.5,0.69,83.33333333333334
2004-07-01,56.47,0.69,81.84057971014494
2004-07-02,55.88,0.69,80.98550724637683
2004-07-06,55.65,0.69,80.65217391304348
2004-07-07,55.87,0.69,80.97101449275362
2004-07-08,54.59,0.69,79.11594202898551
2004-07-09,55.67,0.69,80.68115942028986
2004-07-12,55.93,0.69,81.05797101449276
2004-07-13,56.14,0.69,81.36231884057972
2004-07-14,55.66,0.69,80.66666666666667
2004-07-15,56.0,0.69,81.15942028985508
2004-07-16,57.22,0.69,82.92753623188406
2004-07-19,55.89,0.69,81.0
2004-07-20,55.5,0.69,80.43478260869566
2004-07-21,54.15,0.69,78.47826086956522
2004-07-22,53.81,0.69,77.98550724637683
2004-07-23,53.33,0.69,77.28985507246377
2004-07-26,53.17,0.69,77.05797101449276
2004-07-27,53.2,0.69,77.10144927536233
2004-07-28,52.62,0.69,76.26086956521739
2004-07-29,53.0,0.69,76.81159420289856
2004-07-30,52.95,0.69,76.73913043478262
2004-08-02,52.66,0.69,76.31884057971014
2004-08-03,52.5,0.69,76.08695652173914
2004-08-04,52.48,0.69,76.05797101449275
2004-08-05,51.08,0.69,74.02898550724638
2004-08-06,50.65,1.43,35.41958041958042
2004-08-09,50.89,1.43,35.58741258741259
2004-08-10,52.09,1.43,36.426573426573434
2004-08-11,51.71,1.43,36.16083916083916
2004-08-12,50.91,1.43,35.6013986013986
2004-08-13,50.88,1.43,35.58041958041959
2004-08-16,52.16,1.43,36.47552447552447
2004-08-17,51.8,1.43,36.22377622377623
2004-08-18,52.84,1.43,36.95104895104895
2004-08-19,52.01,1.43,36.37062937062937
2004-08-20,53.09,1.43,37.12587412587413
2004-08-23,53.02,1.43,37.07692307692308
2004-08-24,53.25,1.43,37.23776223776224
2004-08-25,53.36,1.43,37.31468531468531
2004-08-26,53.45,1.43,37.37762237762238
2004-08-27,53.8,1.43,37.62237762237762
2004-08-30,53.65,1.43,37.51748251748252
2004-08-31,53.41,1.43,37.34965034965035
2004-09-01,53.23,1.43,37.22377622377622
2004-09-02,53.8,1.43,37.62237762237762
2004-09-03,53.21,1.43,37.209790209790214
2004-09-07,53.02,1.43,37.07692307692308
2004-09-08,52.44,1.43,36.67132867132867
2004-09-09,52.06,1.43,36.40559440559441
2004-09-10,53.67,1.43,37.53146853146853
2004-09-13,55.41,1.43,38.74825174825175
2004-09-14,55.43,1.43,38.76223776223777
2004-09-15,55.78,1.43,39.00699300699301
2004-09-16,55.86,1.43,39.06293706293707
2004-09-17,56.17,1.43,39.27972027972028
2004-09-20,55.76,1.43,38.99300699300699
2004-09-21,56.14,1.43,39.25874125874126
2004-09-22,55.36,1.43,38.71328671328671
2004-09-23,55.02,1.43,38.47552447552448
2004-09-24,55.2,1.43,38.60139860139861
2004-09-27,55.08,1.43,38.51748251748252
2004-09-28,55.4,1.43,38.74125874125874
2004-09-29,56.56,1.43,39.55244755244755
2004-09-30,57.65,1.43,40.31468531468531
2004-10-01,57.97,1.43,40.53846153846154
2004-10-04,59.0,1.43,41.25874125874126
2004-10-05,59.25,1.43,41.43356643356643
2004-10-06,59.4,1.43,41.53846153846154
2004-10-07,59.76,1.43,41.79020979020979
2004-10-08,58.33,1.43,40.79020979020979
2004-10-11,58.39,1.43,40.83216783216783
2004-10-12,57.34,1.43,40.0979020979021
2004-10-13,57.31,1.43,40.07692307692308
2004-10-14,56.74,1.43,39.67832167832168
2004-10-15,57.77,1.43,40.3986013986014
2004-10-18,58.0,1.43,40.55944055944056
2004-10-19,56.95,1.43,39.82517482517483
2004-10-20,57.67,1.43,40.328671328671334
2004-10-21,57.87,1.43,40.46853146853147
2004-10-22,57.54,1.43,40.23776223776224
2004-10-25,57.12,1.43,39.94405594405595
2004-10-26,57.13,1.43,39.95104895104895
2004-10-27,56.93,1.43,39.81118881118881
2004-10-28,58.11,1.43,40.63636363636364
2004-10-29,58.59,1.43,40.97202797202797
2004-11-01,58.21,1.43,40.70629370629371
2004-11-02,57.92,1.43,40.50349650349651
2004-11-03,57.88,1.43,40.47552447552448
2004-11-04,59.47,2.18,27.279816513761464
2004-11-05,59.6,2.18,27.339449541284402
2004-11-08,59.45,2.18,27.27064220183486
2004-11-09,59.86,2.18,27.458715596330272
2004-11-10,59.6,2.18,27.339449541284402
2004-11-11,59.96,2.18,27.5045871559633
2004-11-12,60.06,2.18,27.550458715596328
2004-11-15,61.3,2.18,28.11926605504587
2004-11-16,61.25,2.18,28.096330275229356
2004-11-17,60.87,2.18,27.92201834862385
2004-11-18,61.9,2.18,28.394495412844034
2004-11-19,60.42,2.18,27.71559633027523
2004-11-22,61.57,2.18,28.243119266055043
2004-11-23,61.17,2.18,28.059633027522935
2004-11-24,61.84,2.18,28.36697247706422
2004-11-26,61.88,2.18,28.38532110091743
2004-11-29,61.9,2.18,28.394495412844034
2004-11-30,61.86,2.18,28.376146788990823
2004-12-01,62.0,2.18,28.44036697247706
2004-12-02,62.05,2.18,28.463302752293576
2004-12-03,61.75,2.18,28.325688073394492
2004-12-06,61.45,2.18,28.18807339449541
2004-12-07,61.26,2.18,28.10091743119266
2004-12-08,61.12,2.18,28.036697247706417
2004-12-09,61.0,2.18,27.981651376146786
2004-12-10,60.81,2.18,27.894495412844037
2004-12-13,61.83,2.18,28.362385321100916
2004-12-14,62.92,2.18,28.862385321100916
2004-12-15,63.34,2.18,29.05504587155963
2004-12-16,64.52,2.18,29.596330275229352
2004-12-17,63.99,2.18,29.35321100917431
2004-12-20,65.4,2.18,30.0
2004-12-21,66.19,2.18,30.362385321100913
2004-12-22,65.47,2.18,30.032110091743117
2004-12-23,65.4,2.18,30.0
2004-12-27,65.33,2.18,29.96788990825688
2004-12-28,66.19,2.18,30.362385321100913
2004-12-29,66.01,2.18,30.279816513761467
2004-12-30,66.22,2.18,30.376146788990823
2004-12-31,66.62,2.18,30.559633027522935
2005-01-03,65.1,2.18,29.862385321100913
2005-01-04,64.0,2.18,29.357798165137613
2005-01-05,63.06,2.18,28.926605504587155
2005-01-06,62.54,2.18,28.68807339449541
2005-01-07,62.02,2.18,28.44954128440367
2005-01-10,61.86,2.18,28.376146788990823
2005-01-11,61.92,2.18,28.40366972477064
2005-01-12,62.04,2.18,28.458715596330272
2005-01-13,61.08,2.18,28.018348623853207
2005-01-14,62.7,2.18,28.761467889908257
2005-01-18,62.94,2.18,28.87155963302752
2005-01-19,62.27,2.18,28.56422018348624
2005-01-20,61.61,2.18,28.261467889908253
2005-01-21,60.81,2.18,27.894495412844037
2005-01-24,60.02,2.18,27.532110091743117
2005-01-25,60.09,2.18,27.56422018348624
2005-01-26,60.4,2.18,27.706422018348622
2005-01-27,60.69,2.18,27.839449541284402
2005-01-28,60.18,2.18,27.605504587155963
2005-01-31,61.21,2.18,28.077981651376145
2005-02-01,61.76,2.18,28.330275229357795
2005-02-02,62.18,2.18,28.52293577981651
2005-02-03,62.1,2.18,28.48623853211009
2005-02-04,63.73,2.18,29.233944954128436
2005-02-07,63.8,2.18,29.266055045871557
2005-02-08,63.4,2.18,29.082568807339445
2005-02-09,62.78,2.18,28.798165137614678
2005-02-10,63.26,2.18,29.018348623853207
2005-02-11,63.41,2.18,29.08715596330275
2005-02-14,63.36,2.18,29.064220183486235
2005-02-15,62.86,2.18,28.8348623853211
2005-02-16,62.44,2.18,28.642201834862384
2005-02-17,61.85,2.18,28.371559633027523
2005-02-18,61.38,2.18,28.155963302752294
2005-02-22,60.7,2.18,27.844036697247706
2005-02-23,61.4,2.18,28.165137614678898
2005-02-24,62.26,2.18,28.55963302752293
2005-02-25,63.2,2.18,28.990825688073393
2005-02-28,62.78,3.18,19.742138364779873
2005-03-01,63.22,3.18,19.880503144654085
2005-03-02,63.64,3.18,20.0125786163522
2005-03-03,63.25,3.18,19.88993710691824
2005-03-04,64.71,3.18,20.349056603773583
2005-03-07,65.43,3.18,20.57547169811321
2005-03-08,65.1,3.18,20.471698113207545
2005-03-09,65.17,3.18,20.4937106918239
2005-03-10,65.0,3.18,20.440251572327043
2005-03-11,66.02,3.18,20.761006289308174
2005-03-14,65.82,3.18,20.698113207547166
2005-03-15,65.0,3.18,20.440251572327043
2005-03-16,63.76,3.18,20.050314465408803
2005-03-17,63.9,3.18,20.09433962264151
2005-03-18,64.35,3.18,20.235849056603772
2005-03-21,63.86,3.18,20.081761006289305
2005-03-22,63.55,3.18,19.984276729559745
2005-03-23,63.32,3.18,19.91194968553459
2005-03-24,63.34,3.18,19.91823899371069
2005-03-28,62.22,3.18,19.566037735849054
2005-03-29,61.89,3.18,19.462264150943394
2005-03-30,62.04,3.18,19.50943396226415
2005-03-31,62.27,3.18,19.58176100628931
2005-04-01,62.62,3.18,19.691823899371066
2005-04-04,62.31,3.18,19.59433962264151
2005-04-05,62.5,3.18,19.654088050314463
2005-04-06,62.13,3.18,19.537735849056602
2005-04-07,62.42,3.18,19.628930817610062
2005-04-08,61.92,3.18,19.471698113207548
2005-04-11,61.1,3.18,19.21383647798742
2005-04-12,61.76,3.18,19.42138364779874
2005-04-13,60.93,3.18,19.160377358490564
2005-04-14,59.74,3.18,18.78616352201258
2005-04-15,55.25,3.18,17.374213836477985
2005-04-18,54.08,3.18,17.0062893081761
2005-04-19,55.07,3.18,17.31761006289308
2005-04-20,53.59,3.18,16.852201257861637
2005-04-21,55.0,3.18,17.29559748427673
2005-04-22,54.2,3.18,17.044025157232703
2005-04-25,54.25,3.18,17.059748427672954
2005-04-26,52.29,3.18,16.443396226415093
2005-04-27,54.58,3.18,17.163522012578614
2005-04-28,54.51,3.18,17.141509433962263
2005-04-29,55.29,3.18,17.38679245283019
2005-05-02,55.61,3.18,17.4874213836478
2005-05-03,54.91,0.81,67.79012345679011
2005-05-04,56.15,0.81,69.32098765432099
2005-05-05,55.75,0.81,68.82716049382715
2005-05-06,56.34,0.81,69.55555555555556
2005-05-09,55.8,0.81,68.88888888888889
2005-05-10,55.55,0.81,68.58024691358024
2005-05-11,56.03,0.81,69.17283950617283
2005-05-12,54.49,0.81,67.27160493827161
2005-05-13,53.84,0.81,66.46913580246914
2005-05-16,54.9,0.81,67.77777777777777
2005-05-17,54.85,0.81,67.71604938271605
2005-05-18,55.54,0.81,68.5679012345679
2005-05-19,54.45,0.81,67.22222222222221
2005-05-20,54.07,0.81,66.75308641975309
2005-05-23,54.42,0.81,67.18518518518518
2005-05-24,54.56,0.81,67.35802469135803
2005-05-25,54.25,0.81,66.9753086419753
2005-05-26,54.45,0.81,67.22222222222221
2005-05-27,54.77,0.81,67.61728395061728
2005-05-31,54.39,0.81,67.14814814814814
2005-06-01,54.78,0.81,67.62962962962963
2005-06-02,54.52,0.81,67.30864197530865
2005-06-03,54.57,0.81,67.37037037037037
2005-06-06,54.0,0.81,66.66666666666666
2005-06-07,54.2,0.81,66.91358024691358
2005-06-08,54.56,0.81,67.35802469135803
2005-06-09,54.52,0.81,67.30864197530865
2005-06-10,54.5,0.81,67.28395061728395
2005-06-13,54.63,0.81,67.44444444444444
2005-06-14,55.16,0.81,68.09876543209876
2005-06-15,55.4,0.81,68.39506172839505
2005-06-16,55.03,0.81,67.93827160493827
2005-06-17,56.06,0.81,69.20987654320987
2005-06-20,56.19,0.81,69.37037037037037
2005-06-21,56.15,0.81,69.32098765432099
2005-06-22,56.03,0.81,69.17283950617283
2005-06-23,55.52,0.81,68.54320987654322
2005-06-24,54.57,0.81,67.37037037037037
2005-06-27,54.25,0.81,66.9753086419753
2005-06-28,54.71,0.81,67.5432098765432
2005-06-29,55.12,0.81,68.04938271604938
2005-06-30,54.79,0.81,67.64197530864197
2005-07-01,55.39,0.81,68.38271604938271
2005-07-05,55.1,0.81,68.02469135802468
2005-07-06,54.25,0.81,66.9753086419753
2005-07-07,54.37,0.81,67.12345679012346
2005-07-08,55.7,0.81,68.76543209876543
2005-07-11,55.9,0.81,69.01234567901234
2005-07-12,55.03,0.81,67.93827160493827
2005-07-13,57.17,0.81,70.58024691358024
2005-07-14,57.25,0.81,70.67901234567901
2005-07-15,61.56,0.81,76.0
2005-07-18,63.67,0.81,78.60493827160494
2005-07-19,62.54,0.81,77.20987654320987
2005-07-20,62.74,0.81,77.45679012345678
2005-07-21,62.13,0.81,76.7037037037037
2005-07-22,62.43,0.81,77.07407407407406
2005-07-25,61.83,0.81,76.33333333333333
2005-07-26,61.98,0.81,76.5185185185185
2005-07-27,62.46,0.81,77.1111111111111
2005-07-28,62.52,0.81,77.18518518518519
2005-07-29,62.32,0.81,76.93827160493827
2005-08-01,61.84,0.81,76.34567901234568
2005-08-02,62.37,1.72,36.26162790697674
2005-08-03,62.28,1.72,36.2093023255814
2005-08-04,62.05,1.72,36.075581395348834
2005-08-05,62.0,1.72,36.04651162790698
2005-08-08,62.12,1.72,36.116279069767444
2005-08-09,62.1,1.72,36.1046511627907
2005-08-10,62.83,1.72,36.52906976744186
2005-08-11,64.07,1.72,37.25
2005-08-12,63.66,1.72,37.01162790697674
2005-08-15,64.0,1.72,37.2093023255814
2005-08-16,62.43,1.72,36.29651162790698
2005-08-17,62.45,1.72,36.30813953488372
2005-08-18,62.29,1.72,36.21511627906977
2005-08-19,62.32,1.72,36.23255813953489
2005-08-22,62.17,1.72,36.145348837209305
2005-08-23,62.22,1.72,36.174418604651166
2005-08-24,61.54,1.72,35.77906976744186
2005-08-25,61.96,1.72,36.02325581395349
2005-08-26,62.43,1.72,36.29651162790698
2005-08-29,63.25,1.72,36.77325581395349
2005-08-30,62.48,1.72,36.325581395348834
2005-08-31,64.32,1.72,37.3953488372093
2005-09-01,64.5,1.72,37.5
2005-09-02,64.22,1.72,37.33720930232558
2005-09-06,64.78,1.72,37.66279069767442
2005-09-07,64.38,1.72,37.43023255813953
2005-09-08,64.78,1.72,37.66279069767442
2005-09-09,64.63,1.72,37.575581395348834
2005-09-12,65.76,1.72,38.23255813953489
2005-09-13,65.36,1.72,38.0
2005-09-14,64.8,1.72,37.67441860465116
2005-09-15,64.22,1.72,37.33720930232558
2005-09-16,64.63,1.72,37.575581395348834
2005-09-19,63.44,1.72,36.883720930232556
2005-09-20,62.66,1.72,36.43023255813954
2005-09-21,61.82,1.72,35.94186046511628
2005-09-22,62.0,1.72,36.04651162790698
2005-09-23,62.34,1.72,36.24418604651163
2005-09-26,62.2,1.72,36.162790697674424
2005-09-27,62.0,1.72,36.04651162790698
2005-09-28,61.79,1.72,35.924418604651166
2005-09-29,62.59,1.72,36.389534883720934
2005-09-30,62.92,1.72,36.58139534883721
2005-10-03,63.15,1.72,36.71511627906977
2005-10-04,63.1,1.72,36.68604651162791
2005-10-05,62.16,1.72,36.13953488372093
2005-10-06,61.28,1.72,35.627906976744185
2005-10-07,61.94,1.72,36.01162790697674
2005-10-10,61.68,1.72,35.86046511627907
2005-10-11,61.69,1.72,35.866279069767444
2005-10-12,62.33,1.72,36.23837209302326
2005-10-13,62.04,1.72,36.06976744186046
2005-10-14,63.86,1.72,37.127906976744185
2005-10-17,65.02,1.72,37.802325581395344
2005-10-18,64.6,1.72,37.558139534883715
2005-10-19,65.56,1.72,38.116279069767444
2005-10-20,64.29,1.72,37.37790697674419
2005-10-21,64.76,1.72,37.651162790697676
2005-10-24,66.25,1.72,38.51744186046512
2005-10-25,65.2,1.72,37.906976744186046
2005-10-26,65.18,1.72,37.895348837209305
2005-10-27,64.58,1.72,37.54651162790697
2005-10-28,66.11,1.72,38.43604651162791
2005-10-31,66.98,1.72,38.941860465116285
2005-11-01,67.65,1.72,39.33139534883721
2005-11-02,67.7,2.7,25.074074074074073
2005-11-03,67.66,2.7,25.059259259259257
2005-11-04,67.15,2.7,24.87037037037037
2005-11-07,67.07,2.7,24.84074074074074
2005-11-08,66.85,2.7,24.759259259259256
2005-11-09,67.51,2.7,25.003703703703703
2005-11-10,68.24,2.7,25.274074074074072
2005-11-11,68.88,2.7,25.51111111111111
2005-11-14,68.82,2.7,25.488888888888884
2005-11-15,68.62,2.7,25.414814814814815
2005-11-16,69.05,2.7,25.574074074074073
2005-11-17,71.08,2.7,26.325925925925922
2005-11-18,70.95,2.7,26.27777777777778
2005-11-21,71.26,2.7,26.392592592592592
2005-11-22,70.76,2.7,26.20740740740741
2005-11-23,70.86,2.7,26.244444444444444
2005-11-25,70.2,2.7,26.0
2005-11-28,69.36,2.7,25.688888888888886
2005-11-29,70.15,2.7,25.98148148148148
2005-11-30,70.23,2.7,26.01111111111111
2005-12-01,71.83,2.7,26.6037037037037
2005-12-02,71.92,2.7,26.637037037037036
2005-12-05,71.35,2.7,26.425925925925924
2005-12-06,70.67,2.7,26.174074074074074
2005-12-07,70.08,2.7,25.955555555555552
2005-12-08,70.09,2.7,25.95925925925926
2005-12-09,70.35,2.7,26.05555555555555
2005-12-12,70.74,2.7,26.199999999999996
2005-12-13,70.48,2.7,26.103703703703705
2005-12-14,71.2,2.7,26.37037037037037
2005-12-15,70.46,2.7,26.09629629629629
2005-12-16,70.49,2.7,26.107407407407404
2005-12-19,70.05,2.7,25.944444444444443
2005-12-20,70.65,2.7,26.166666666666668
2005-12-21,71.08,2.7,26.325925925925922
2005-12-22,71.61,2.7,26.52222222222222
2005-12-23,71.97,2.7,26.655555555555555
2005-12-27,71.38,2.7,26.437037037037033
2005-12-28,71.59,2.7,26.514814814814816
2005-12-29,71.74,2.7,26.570370370370366
2005-12-30,71.1,2.7,26.33333333333333
2006-01-03,71.8,2.7,26.592592592592588
2006-01-04,71.49,2.7,26.477777777777774
2006-01-05,71.39,2.7,26.44074074074074
2006-01-06,74.57,2.7,27.618518518518513
2006-01-09,75.16,2.7,27.837037037037035
2006-01-10,74.93,2.7,27.751851851851853
2006-01-11,74.5,2.7,27.59259259259259
2006-01-12,74.65,2.7,27.64814814814815
2006-01-13,75.02,2.7,27.78518518518518
2006-01-17,75.0,2.7,27.777777777777775
2006-01-18,74.84,2.7,27.71851851851852
2006-01-19,74.68,2.7,27.65925925925926
2006-01-20,72.62,2.7,26.896296296296295
2006-01-23,73.3,2.7,27.148148148148145
2006-01-24,74.4,2.7,27.555555555555557
2006-01-25,74.37,2.7,27.544444444444444
2006-01-26,73.3,2.7,27.148148148148145
2006-01-27,71.55,2.7,26.499999999999996
2006-01-30,71.6,2.7,26.518518518518515
2006-01-31,70.93,2.7,26.270370370370372
2006-02-01,71.31,2.7,26.41111111111111
2006-02-02,71.95,2.7,26.64814814814815
2006-02-03,71.12,2.7,26.340740740740742
2006-02-06,72.03,2.7,26.677777777777777
2006-02-07,71.18,2.7,26.362962962962964
2006-02-08,71.5,2.7,26.48148148148148
2006-02-09,71.86,2.7,26.614814814814814
2006-02-10,72.33,2.7,26.788888888888888
2006-02-13,71.75,2.7,26.574074074074073
2006-02-14,70.54,2.7,26.125925925925927
2006-02-15,71.67,2.7,26.544444444444444
2006-02-16,72.19,2.7,26.737037037037034
2006-02-17,72.28,2.7,26.77037037037037
2006-02-21,71.74,2.7,26.570370370370366
2006-02-22,73.91,2.7,27.37407407407407
2006-02-23,73.57,2.7,27.248148148148143
2006-02-24,73.96,2.7,27.39259259259259
2006-02-27,74.25,2.7,27.499999999999996
2006-02-28,74.04,2.7,27.422222222222224
2006-03-01,75.4,2.7,27.925925925925927
2006-03-02,73.47,2.7,27.21111111111111
2006-03-03,73.69,2.7,27.29259259259259
2006-03-06,72.67,2.7,26.914814814814815
2006-03-07,72.5,2.7,26.85185185185185
2006-03-08,71.1,2.7,26.33333333333333
2006-03-09,71.51,2.7,26.485185185185184
2006-03-10,72.3,2.7,26.777777777777775
2006-03-13,71.79,2.7,26.58888888888889
2006-03-14,74.41,2.7,27.559259259259257
2006-03-15,74.03,2.7,27.418518518518518
2006-03-16,75.08,2.7,27.807407407407403
2006-03-17,75.07,2.7,27.8037037037037
2006-03-20,75.62,2.7,28.007407407407406
2006-03-21,74.66,2.7,27.65185185185185
2006-03-22,76.0,2.7,28.148148148148145
2006-03-23,75.25,2.7,27.87037037037037
2006-03-24,75.25,2.7,27.87037037037037
2006-03-27,74.8,2.7,27.703703703703702
2006-03-28,74.92,2.7,27.748148148148147
2006-03-29,75.63,2.7,28.01111111111111
2006-03-30,75.76,2.7,28.05925925925926
2006-03-31,75.35,2.7,27.907407407407405
2006-04-03,75.68,2.7,28.029629629629632
2006-04-04,76.51,2.7,28.33703703703704
2006-04-05,77.4,2.7,28.666666666666668
2006-04-06,76.81,2.7,28.448148148148146
2006-04-07,75.4,2.7,27.925925925925927
2006-04-10,73.45,2.7,27.203703703703702
2006-04-11,72.52,2.7,26.859259259259257
2006-04-12,72.86,2.7,26.985185185185184
2006-04-13,73.7,2.7,27.296296296296294
2006-04-17,74.37,2.7,27.544444444444444
2006-04-18,78.39,2.7,29.03333333333333
2006-04-19,79.69,2.7,29.514814814814812
2006-04-20,79.26,2.7,29.355555555555554
2006-04-21,78.35,2.7,29.018518518518515
2006-04-24,77.01,2.7,28.522222222222222
2006-04-25,76.61,2.7,28.374074074074073
2006-04-26,77.69,2.7,28.774074074074072
2006-04-27,76.88,2.7,28.47407407407407
2006-04-28,76.92,2.7,28.488888888888887
2006-05-01,77.9,2.7,28.85185185185185
2006-05-02,78.61,0.24,327.5416666666667
2006-05-03,78.64,0.24,327.6666666666667
2006-05-04,78.7,0.24,327.9166666666667
2006-05-05,79.73,0.24,332.20833333333337
2006-05-08,79.28,0.24,330.33333333333337
2006-05-09,78.96,0.24,329.0
2006-05-10,78.36,0.24,326.5
2006-05-11,77.4,0.24,322.50000000000006
2006-05-12,76.09,0.24,317.0416666666667
2006-05-15,75.19,0.24,313.2916666666667
2006-05-16,75.17,0.24,313.20833333333337
2006-05-17,73.62,0.24,306.75000000000006
2006-05-18,73.36,0.24,305.6666666666667
2006-05-19,73.65,0.24,306.87500000000006
2006-05-22,73.37,0.24,305.70833333333337
2006-05-23,73.9,0.24,307.9166666666667
2006-05-24,71.75,0.24,298.95833333333337
2006-05-25,71.4,0.24,297.50000000000006
2006-05-26,72.15,0.24,300.62500000000006
2006-05-30,71.51,0.24,297.95833333333337
2006-05-31,72.16,0.24,300.6666666666667
2006-06-01,73.48,0.24,306.1666666666667
2006-06-02,73.6,0.24,306.66666666666663
2006-06-05,71.99,0.24,299.9583333333333
2006-06-06,71.89,0.24,299.5416666666667
2006-06-07,71.0,0.24,295.83333333333337
2006-06-08,70.65,0.24,294.37500000000006
2006-06-09,70.8,0.24,295.0
2006-06-12,69.48,0.24,289.5
2006-06-13,69.4,0.24,289.1666666666667
2006-06-14,70.1,0.24,292.0833333333333
2006-06-15,71.88,0.24,299.5
2006-06-16,71.21,0.24,296.7083333333333
2006-06-19,70.63,0.24,294.2916666666667
2006-06-20,70.29,0.24,292.87500000000006
2006-06-21,70.67,0.24,294.45833333333337
2006-06-22,70.5,0.24,293.75
2006-06-23,71.25,0.24,296.875
2006-06-26,72.22,0.24,300.9166666666667
2006-06-27,72.56,0.24,302.33333333333337
2006-06-28,72.85,0.24,303.54166666666663
2006-06-29,74.34,0.24,309.75
2006-06-30,75.23,0.24,313.45833333333337
2006-07-03,75.96,0.24,316.5
2006-07-05,75.27,0.24,313.625
2006-07-06,75.66,0.24,315.25
2006-07-07,75.07,0.24,312.79166666666663
2006-07-10,75.8,0.24,315.8333333333333
2006-07-11,75.77,0.24,315.7083333333333
2006-07-12,73.95,0.24,308.125
2006-07-13,72.57,0.24,302.375
2006-07-14,73.0,0.24,304.1666666666667
2006-07-17,63.0,0.24,262.5
2006-07-18,61.0,0.24,254.16666666666669
2006-07-19,61.48,0.24,256.1666666666667
2006-07-20,60.62,0.24,252.58333333333334
2006-07-21,62.6,0.24,260.83333333333337
2006-07-24,62.91,0.24,262.125
2006-07-25,63.02,0.24,262.58333333333337
2006-07-26,61.85,0.24,257.70833333333337
2006-07-27,61.65,0.24,256.875
2006-07-28,62.08,0.24,258.6666666666667
2006-07-31,62.09,0.24,258.70833333333337
2006-08-01,61.75,0.24,257.2916666666667
2006-08-02,62.38,0.53,117.69811320754717
2006-08-03,63.05,0.53,118.96226415094338
2006-08-04,63.3,0.53,119.43396226415094
2006-08-07,62.33,0.53,117.60377358490565
2006-08-08,62.02,0.53,117.01886792452831
2006-08-09,61.6,0.53,116.22641509433961
2006-08-10,61.12,0.53,115.32075471698113
2006-08-11,61.09,0.53,115.26415094339623
2006-08-14,61.25,0.53,115.56603773584905
2006-08-15,63.0,0.53,118.86792452830188
2006-08-16,64.08,0.53,120.90566037735849
2006-08-17,63.9,0.53,120.56603773584905
2006-08-18,63.47,0.53,119.75471698113206
2006-08-21,63.0,0.53,118.86792452830188
2006-08-22,62.92,0.53,118.71698113207547
2006-08-23,63.3,0.53,119.43396226415094
2006-08-24,63.57,0.53,119.94339622641509
2006-08-25,64.08,0.53,120.90566037735849
2006-08-28,65.2,0.53,123.0188679245283
2006-08-29,65.85,0.53,124.24528301886791
2006-08-30,66.11,0.53,124.73584905660377
2006-08-31,66.8,0.53,126.03773584905659
2006-09-01,66.88,0.53,126.188679245283
2006-09-05,66.75,0.53,125.94339622641509
2006-09-06,65.4,0.53,123.39622641509435
2006-09-07,64.75,0.53,122.1698113207547
2006-09-08,64.91,0.53,122.47169811320754
2006-09-11,64.74,0.53,122.1509433962264
2006-09-12,65.59,0.53,123.75471698113208
2006-09-13,66.43,0.53,125.33962264150944
2006-09-14,66.77,0.53,125.98113207547168
2006-09-15,68.49,0.53,129.22641509433961
2006-09-18,68.21,0.53,128.69811320754715
2006-09-19,69.29,0.53,130.73584905660377
2006-09-20,69.65,0.53,131.41509433962264
2006-09-21,68.61,0.53,129.45283018867923
2006-09-22,68.32,0.53,128.90566037735846
2006-09-25,68.75,0.53,129.71698113207546
2006-09-26,67.93,0.53,128.16981132075472
2006-09-27,68.26,0.53,128.7924528301887
2006-09-28,67.98,0.53,128.26415094339623
2006-09-29,67.02,0.53,126.45283018867923
2006-10-02,66.44,0.53,125.35849056603773
2006-10-03,67.0,0.53,126.41509433962264
2006-10-04,67.88,0.53,128.0754716981132
2006-10-05,68.66,0.53,129.54716981132074
2006-10-06,68.62,0.53,129.47169811320754
2006-10-09,68.32,0.53,128.90566037735846
2006-10-10,68.88,0.53,129.96226415094338
2006-10-11,68.92,0.53,130.0377358490566
2006-10-12,69.69,0.53,131.49056603773585
2006-10-13,70.52,0.53,133.0566037735849
2006-10-16,72.7,0.53,137.16981132075472
