date,HSIC,HSIC_EPS,PE Ratio
1996-06-04,7.45,0.03,248.33333333333334
1996-06-05,7.72,0.03,257.3333333333333
1996-06-06,7.99,0.03,266.33333333333337
1996-06-07,8.03,0.03,267.66666666666663
1996-06-10,7.94,0.03,264.6666666666667
1996-06-11,8.53,0.03,284.3333333333333
1996-06-12,8.43,0.03,281.0
1996-06-13,8.09,0.03,269.6666666666667
1996-06-14,8.28,0.03,276.0
1996-06-17,7.77,0.03,259.0
1996-06-18,7.5,0.03,250.0
1996-06-19,7.3,0.03,243.33333333333334
1996-06-20,6.91,0.03,230.33333333333334
1996-06-21,6.91,0.03,230.33333333333334
1996-06-24,6.86,0.03,228.66666666666669
1996-06-25,6.89,0.03,229.66666666666666
1996-06-26,6.76,0.03,225.33333333333334
1996-06-27,6.99,0.03,233.00000000000003
1996-06-28,7.5,0.03,250.0
1996-07-01,7.89,0.03,263.0
1996-07-02,7.6,0.03,253.33333333333334
1996-07-03,7.55,0.03,251.66666666666666
1996-07-05,7.6,0.03,253.33333333333334
1996-07-08,7.21,0.03,240.33333333333334
1996-07-09,6.84,0.03,228.0
1996-07-10,6.96,0.03,232.0
1996-07-11,6.76,0.03,225.33333333333334
1996-07-12,6.32,0.03,210.66666666666669
1996-07-15,6.2,0.03,206.66666666666669
1996-07-16,6.27,0.03,209.0
1996-07-17,6.64,0.03,221.33333333333334
1996-07-18,7.06,0.03,235.33333333333334
1996-07-19,7.16,0.03,238.66666666666669
1996-07-22,7.11,0.03,237.00000000000003
1996-07-23,7.16,0.03,238.66666666666669
1996-07-24,6.96,0.03,232.0
1996-07-25,6.91,0.03,230.33333333333334
1996-07-26,7.11,0.03,237.00000000000003
1996-07-29,6.96,0.03,232.0
1996-07-30,7.25,0.03,241.66666666666669
1996-07-31,7.18,0.03,239.33333333333334
1996-08-01,7.11,0.03,237.00000000000003
1996-08-02,6.76,0.03,225.33333333333334
1996-08-05,6.57,0.03,219.00000000000003
1996-08-06,6.54,0.03,218.0
1996-08-07,6.72,0.03,224.0
1996-08-08,6.57,0.03,219.00000000000003
1996-08-09,6.57,0.03,219.00000000000003
1996-08-12,6.86,0.03,228.66666666666669
1996-08-13,6.86,0.05,137.2
1996-08-14,6.91,0.05,138.2
1996-08-15,6.54,0.05,130.79999999999998
1996-08-16,6.62,0.05,132.4
1996-08-19,6.5,0.05,130.0
1996-08-20,6.52,0.05,130.39999999999998
1996-08-21,6.52,0.05,130.39999999999998
1996-08-22,6.42,0.05,128.39999999999998
1996-08-23,6.52,0.05,130.39999999999998
1996-08-26,6.67,0.05,133.39999999999998
1996-08-27,6.81,0.05,136.2
1996-08-28,6.81,0.05,136.2
1996-08-29,6.67,0.05,133.39999999999998
1996-08-30,6.52,0.05,130.39999999999998
1996-09-03,6.37,0.05,127.39999999999999
1996-09-04,6.47,0.05,129.39999999999998
1996-09-05,6.57,0.05,131.4
1996-09-06,6.76,0.05,135.2
1996-09-09,7.16,0.05,143.2
1996-09-10,6.86,0.05,137.2
1996-09-11,6.86,0.05,137.2
1996-09-12,6.86,0.05,137.2
1996-09-13,6.62,0.05,132.4
1996-09-16,6.86,0.05,137.2
1996-09-17,6.81,0.05,136.2
1996-09-18,7.16,0.05,143.2
1996-09-19,7.77,0.05,155.39999999999998
1996-09-20,7.6,0.05,151.99999999999997
1996-09-23,7.55,0.05,151.0
1996-09-24,7.4,0.05,148.0
1996-09-25,7.21,0.05,144.2
1996-09-26,7.21,0.05,144.2
1996-09-27,7.4,0.05,148.0
1996-09-30,7.55,0.05,151.0
1996-10-01,7.5,0.05,150.0
1996-10-02,7.7,0.05,154.0
1996-10-03,7.75,0.05,155.0
1996-10-04,7.79,0.05,155.79999999999998
1996-10-07,7.89,0.05,157.79999999999998
1996-10-08,7.65,0.05,153.0
1996-10-09,7.7,0.05,154.0
1996-10-10,7.79,0.05,155.79999999999998
1996-10-11,7.6,0.05,151.99999999999997
1996-10-14,7.65,0.05,153.0
1996-10-15,7.38,0.05,147.6
1996-10-16,7.32,0.05,146.4
1996-10-17,7.4,0.05,148.0
1996-10-18,7.4,0.05,148.0
1996-10-21,7.25,0.05,145.0
1996-10-22,7.21,0.05,144.2
1996-10-23,7.16,0.05,143.2
1996-10-24,7.3,0.05,146.0
1996-10-25,7.06,0.05,141.2
1996-10-28,7.06,0.05,141.2
1996-10-29,7.35,0.05,146.99999999999997
1996-10-30,7.3,0.05,146.0
1996-10-31,7.79,0.05,155.79999999999998
1996-11-01,7.55,0.05,151.0
1996-11-04,7.11,0.05,142.2
1996-11-05,7.35,0.05,146.99999999999997
1996-11-06,7.21,0.05,144.2
1996-11-07,7.4,0.05,148.0
1996-11-08,7.3,0.05,146.0
1996-11-11,7.65,0.05,153.0
1996-11-12,7.51,0.06,125.16666666666667
1996-11-13,7.45,0.06,124.16666666666667
1996-11-14,7.21,0.06,120.16666666666667
1996-11-15,7.06,0.06,117.66666666666667
1996-11-18,7.11,0.06,118.50000000000001
1996-11-19,6.81,0.06,113.5
1996-11-20,6.86,0.06,114.33333333333334
1996-11-21,6.67,0.06,111.16666666666667
1996-11-22,6.94,0.06,115.66666666666667
1996-11-25,7.6,0.06,126.66666666666667
1996-11-26,8.04,0.06,134.0
1996-11-27,7.84,0.06,130.66666666666666
1996-11-29,7.99,0.06,133.16666666666669
1996-12-02,7.94,0.06,132.33333333333334
1996-12-03,7.79,0.06,129.83333333333334
1996-12-04,7.79,0.06,129.83333333333334
1996-12-05,7.77,0.06,129.5
1996-12-06,7.82,0.06,130.33333333333334
1996-12-09,7.77,0.06,129.5
1996-12-10,7.72,0.06,128.66666666666666
1996-12-11,7.55,0.06,125.83333333333333
1996-12-12,7.4,0.06,123.33333333333334
1996-12-13,6.91,0.06,115.16666666666667
1996-12-16,6.84,0.06,114.0
1996-12-17,6.84,0.06,114.0
1996-12-18,6.81,0.06,113.5
1996-12-19,6.72,0.06,112.0
1996-12-20,6.72,0.06,112.0
1996-12-23,6.91,0.06,115.16666666666667
1996-12-24,6.86,0.06,114.33333333333334
1996-12-26,6.76,0.06,112.66666666666667
1996-12-27,6.76,0.06,112.66666666666667
1996-12-30,6.79,0.06,113.16666666666667
1996-12-31,6.74,0.06,112.33333333333334
1997-01-02,6.69,0.06,111.50000000000001
1997-01-03,6.57,0.06,109.50000000000001
1997-01-06,6.69,0.06,111.50000000000001
1997-01-07,6.69,0.06,111.50000000000001
1997-01-08,6.72,0.06,112.0
1997-01-09,6.74,0.06,112.33333333333334
1997-01-10,7.03,0.06,117.16666666666667
1997-01-13,7.16,0.06,119.33333333333334
1997-01-14,7.25,0.06,120.83333333333334
1997-01-15,7.55,0.06,125.83333333333333
1997-01-16,7.4,0.06,123.33333333333334
1997-01-17,7.33,0.06,122.16666666666667
1997-01-20,7.33,0.06,122.16666666666667
1997-01-21,7.16,0.06,119.33333333333334
1997-01-22,6.96,0.06,116.0
1997-01-23,6.72,0.06,112.0
1997-01-24,6.81,0.06,113.5
1997-01-27,6.72,0.06,112.0
1997-01-28,6.52,0.06,108.66666666666666
1997-01-29,6.37,0.06,106.16666666666667
1997-01-30,6.5,0.06,108.33333333333334
1997-01-31,6.62,0.06,110.33333333333334
1997-02-03,6.74,0.06,112.33333333333334
1997-02-04,6.69,0.06,111.50000000000001
1997-02-05,6.81,0.06,113.5
1997-02-06,6.67,0.06,111.16666666666667
1997-02-07,6.69,0.06,111.50000000000001
1997-02-10,6.72,0.06,112.0
1997-02-11,6.59,0.06,109.83333333333333
1997-02-12,6.74,0.06,112.33333333333334
1997-02-13,6.54,0.06,109.0
1997-02-14,6.2,0.06,103.33333333333334
1997-02-18,6.05,0.06,100.83333333333333
1997-02-19,6.23,0.06,103.83333333333334
1997-02-20,6.08,0.06,101.33333333333334
1997-02-21,6.09,0.06,101.5
1997-02-24,6.05,0.06,100.83333333333333
1997-02-25,5.86,0.06,97.66666666666667
1997-02-26,5.2,0.06,86.66666666666667
1997-02-27,5.39,0.06,89.83333333333333
1997-02-28,5.29,0.06,88.16666666666667
1997-03-03,5.34,0.06,89.0
1997-03-04,5.49,0.06,91.5
1997-03-05,5.54,0.06,92.33333333333334
1997-03-06,5.59,0.06,93.16666666666667
1997-03-07,5.61,0.06,93.50000000000001
1997-03-10,5.39,0.06,89.83333333333333
1997-03-11,5.34,0.06,89.0
1997-03-12,4.95,0.06,82.5
1997-03-13,4.82,0.06,80.33333333333334
1997-03-14,5.05,0.06,84.16666666666667
1997-03-17,5.05,0.06,84.16666666666667
1997-03-18,5.05,0.06,84.16666666666667
1997-03-19,5.02,0.06,83.66666666666666
1997-03-20,5.1,0.06,85.0
1997-03-21,5.22,0.06,87.0
1997-03-24,5.27,0.06,87.83333333333333
1997-03-25,5.49,0.06,91.5
1997-03-26,5.64,0.06,94.0
1997-03-27,5.71,0.06,95.16666666666667
1997-03-31,5.69,0.06,94.83333333333334
1997-04-01,5.78,0.06,96.33333333333334
1997-04-02,5.69,0.06,94.83333333333334
1997-04-03,5.61,0.06,93.50000000000001
1997-04-04,5.69,0.06,94.83333333333334
1997-04-07,5.69,0.06,94.83333333333334
1997-04-08,5.69,0.06,94.83333333333334
1997-04-09,5.69,0.06,94.83333333333334
1997-04-10,5.69,0.06,94.83333333333334
1997-04-11,5.69,0.06,94.83333333333334
1997-04-14,5.64,0.06,94.0
1997-04-15,5.44,0.06,90.66666666666667
1997-04-16,5.34,0.06,89.0
1997-04-17,5.34,0.06,89.0
1997-04-18,5.34,0.06,89.0
1997-04-21,5.29,0.06,88.16666666666667
1997-04-22,5.27,0.06,87.83333333333333
1997-04-23,5.29,0.06,88.16666666666667
1997-04-24,5.49,0.06,91.5
1997-04-25,5.74,0.06,95.66666666666667
1997-04-28,5.74,0.06,95.66666666666667
1997-04-29,5.59,0.06,93.16666666666667
1997-04-30,5.44,0.06,90.66666666666667
1997-05-01,5.56,0.06,92.66666666666666
1997-05-02,6.15,0.06,102.50000000000001
1997-05-05,6.62,0.06,110.33333333333334
1997-05-06,6.08,0.06,101.33333333333334
1997-05-07,6.13,0.06,102.16666666666667
1997-05-08,6.1,0.06,101.66666666666667
1997-05-09,6.37,0.06,106.16666666666667
1997-05-12,6.42,0.06,107.0
1997-05-13,6.59,0.03,219.66666666666666
1997-05-14,6.57,0.03,219.00000000000003
1997-05-15,6.45,0.03,215.0
1997-05-16,6.57,0.03,219.00000000000003
1997-05-19,6.47,0.03,215.66666666666666
1997-05-20,6.42,0.03,214.0
1997-05-21,6.57,0.03,219.00000000000003
1997-05-22,6.56,0.03,218.66666666666666
1997-05-23,6.62,0.03,220.66666666666669
1997-05-27,6.72,0.03,224.0
1997-05-28,6.62,0.03,220.66666666666669
1997-05-29,6.67,0.03,222.33333333333334
1997-05-30,6.54,0.03,218.0
1997-06-02,6.67,0.03,222.33333333333334
1997-06-03,6.67,0.03,222.33333333333334
1997-06-04,6.79,0.03,226.33333333333334
1997-06-05,6.83,0.03,227.66666666666669
1997-06-06,6.79,0.03,226.33333333333334
1997-06-09,6.78,0.03,226.00000000000003
1997-06-10,6.81,0.03,227.0
1997-06-11,6.96,0.03,232.0
1997-06-12,6.96,0.03,232.0
1997-06-13,6.95,0.03,231.66666666666669
1997-06-16,6.96,0.03,232.0
1997-06-17,6.67,0.03,222.33333333333334
1997-06-18,6.32,0.03,210.66666666666669
1997-06-19,6.3,0.03,210.0
1997-06-20,6.15,0.03,205.00000000000003
1997-06-23,6.13,0.03,204.33333333333334
1997-06-24,5.98,0.03,199.33333333333334
1997-06-25,6.23,0.03,207.66666666666669
1997-06-26,6.03,0.03,201.00000000000003
1997-06-27,5.99,0.03,199.66666666666669
1997-06-30,6.13,0.03,204.33333333333334
1997-07-01,6.36,0.03,212.00000000000003
1997-07-02,6.81,0.03,227.0
1997-07-03,6.91,0.03,230.33333333333334
1997-07-07,7.11,0.03,237.00000000000003
1997-07-08,7.03,0.03,234.33333333333334
1997-07-09,7.03,0.03,234.33333333333334
1997-07-10,7.03,0.03,234.33333333333334
1997-07-11,7.05,0.03,235.0
1997-07-14,7.07,0.03,235.66666666666669
1997-07-15,7.16,0.03,238.66666666666669
1997-07-16,7.23,0.03,241.00000000000003
1997-07-17,7.43,0.03,247.66666666666666
1997-07-18,7.55,0.03,251.66666666666666
1997-07-21,7.38,0.03,246.0
1997-07-22,7.37,0.03,245.66666666666669
1997-07-23,7.33,0.03,244.33333333333334
1997-07-24,7.29,0.03,243.0
1997-07-25,7.27,0.03,242.33333333333331
1997-07-28,7.24,0.03,241.33333333333334
1997-07-29,7.28,0.03,242.66666666666669
1997-07-30,7.25,0.03,241.66666666666669
1997-07-31,7.25,0.03,241.66666666666669
1997-08-01,7.65,0.03,255.00000000000003
1997-08-04,7.9,0.03,263.33333333333337
1997-08-05,7.84,0.03,261.3333333333333
1997-08-06,7.6,0.03,253.33333333333334
1997-08-07,7.6,0.03,253.33333333333334
1997-08-08,7.43,0.03,247.66666666666666
1997-08-11,7.08,0.03,236.0
1997-08-12,7.06,0.05,141.2
1997-08-13,7.03,0.05,140.6
1997-08-14,6.94,0.05,138.8
1997-08-15,6.81,0.05,136.2
1997-08-18,6.91,0.05,138.2
1997-08-19,6.89,0.05,137.79999999999998
1997-08-20,7.01,0.05,140.2
1997-08-21,6.91,0.05,138.2
1997-08-22,7.01,0.05,140.2
1997-08-25,7.06,0.05,141.2
1997-08-26,7.03,0.05,140.6
1997-08-27,7.06,0.05,141.2
1997-08-28,7.0,0.05,140.0
1997-08-29,6.99,0.05,139.79999999999998
1997-09-02,7.03,0.05,140.6
1997-09-03,6.99,0.05,139.79999999999998
1997-09-04,7.01,0.05,140.2
1997-09-05,6.94,0.05,138.8
1997-09-08,6.91,0.05,138.2
1997-09-09,6.96,0.05,139.2
1997-09-10,6.62,0.05,132.4
1997-09-11,6.73,0.05,134.6
1997-09-12,6.7,0.05,134.0
1997-09-15,6.89,0.05,137.79999999999998
1997-09-16,7.11,0.05,142.2
1997-09-17,7.21,0.05,144.2
1997-09-18,7.06,0.05,141.2
1997-09-19,6.94,0.05,138.8
1997-09-22,7.03,0.05,140.6
1997-09-23,6.96,0.05,139.2
1997-09-24,6.91,0.05,138.2
1997-09-25,6.95,0.05,139.0
1997-09-26,6.96,0.05,139.2
1997-09-29,7.0,0.05,140.0
1997-09-30,7.01,0.05,140.2
1997-10-01,7.01,0.05,140.2
1997-10-02,6.96,0.05,139.2
1997-10-03,6.94,0.05,138.8
1997-10-06,6.94,0.05,138.8
1997-10-07,6.94,0.05,138.8
1997-10-08,6.94,0.05,138.8
1997-10-09,7.03,0.05,140.6
1997-10-10,7.06,0.05,141.2
1997-10-13,7.01,0.05,140.2
1997-10-14,7.16,0.05,143.2
1997-10-15,7.16,0.05,143.2
1997-10-16,7.08,0.05,141.6
1997-10-17,7.06,0.05,141.2
1997-10-20,7.11,0.05,142.2
1997-10-21,7.28,0.05,145.6
1997-10-22,7.3,0.05,146.0
1997-10-23,7.11,0.05,142.2
1997-10-24,7.06,0.05,141.2
1997-10-27,6.94,0.05,138.8
1997-10-28,6.57,0.05,131.4
1997-10-29,6.54,0.05,130.79999999999998
1997-10-30,6.38,0.05,127.6
1997-10-31,6.45,0.05,129.0
1997-11-03,6.73,0.05,134.6
1997-11-04,6.94,0.05,138.8
1997-11-05,6.96,0.05,139.2
1997-11-06,7.01,0.05,140.2
1997-11-07,6.96,0.05,139.2
1997-11-10,6.97,0.05,139.39999999999998
1997-11-11,6.96,0.05,139.2
1997-11-12,6.89,0.03,229.66666666666666
1997-11-13,6.85,0.03,228.33333333333334
1997-11-14,6.78,0.03,226.00000000000003
1997-11-17,6.57,0.03,219.00000000000003
1997-11-18,6.63,0.03,221.0
1997-11-19,6.52,0.03,217.33333333333331
1997-11-20,6.59,0.03,219.66666666666666
1997-11-21,6.96,0.03,232.0
1997-11-24,7.14,0.03,238.0
1997-11-25,6.91,0.03,230.33333333333334
1997-11-26,6.91,0.03,230.33333333333334
1997-11-28,6.91,0.03,230.33333333333334
1997-12-01,6.86,0.03,228.66666666666669
1997-12-02,6.81,0.03,227.0
1997-12-03,6.91,0.03,230.33333333333334
1997-12-04,6.86,0.03,228.66666666666669
1997-12-05,6.76,0.03,225.33333333333334
1997-12-08,6.91,0.03,230.33333333333334
1997-12-09,6.85,0.03,228.33333333333334
1997-12-10,6.84,0.03,228.0
1997-12-11,6.91,0.03,230.33333333333334
1997-12-12,6.9,0.03,230.00000000000003
1997-12-15,6.91,0.03,230.33333333333334
1997-12-16,6.84,0.03,228.0
1997-12-17,6.7,0.03,223.33333333333334
1997-12-18,6.59,0.03,219.66666666666666
1997-12-19,6.57,0.03,219.00000000000003
1997-12-22,6.45,0.03,215.0
1997-12-23,6.37,0.03,212.33333333333334
1997-12-24,6.57,0.03,219.00000000000003
1997-12-26,6.59,0.03,219.66666666666666
1997-12-29,6.61,0.03,220.33333333333334
1997-12-30,6.83,0.03,227.66666666666669
1997-12-31,6.86,0.03,228.66666666666669
1998-01-02,6.91,0.03,230.33333333333334
1998-01-05,6.67,0.03,222.33333333333334
1998-01-06,6.74,0.03,224.66666666666669
1998-01-07,6.76,0.03,225.33333333333334
1998-01-08,6.72,0.03,224.0
1998-01-09,6.37,0.03,212.33333333333334
1998-01-12,5.91,0.03,197.0
1998-01-13,6.05,0.03,201.66666666666666
1998-01-14,6.03,0.03,201.00000000000003
1998-01-15,6.08,0.03,202.66666666666669
1998-01-16,6.42,0.03,214.0
1998-01-20,6.74,0.03,224.66666666666669
1998-01-21,6.67,0.03,222.33333333333334
1998-01-22,6.74,0.03,224.66666666666669
1998-01-23,6.79,0.03,226.33333333333334
1998-01-26,6.65,0.03,221.66666666666669
1998-01-27,6.5,0.03,216.66666666666669
1998-01-28,6.54,0.03,218.0
1998-01-29,6.67,0.03,222.33333333333334
1998-01-30,6.47,0.03,215.66666666666666
1998-02-02,6.25,0.03,208.33333333333334
1998-02-03,6.52,0.03,217.33333333333331
1998-02-04,6.57,0.03,219.00000000000003
1998-02-05,6.72,0.03,224.0
1998-02-06,6.62,0.03,220.66666666666669
1998-02-09,6.79,0.03,226.33333333333334
1998-02-10,6.86,0.03,228.66666666666669
1998-02-11,7.07,0.03,235.66666666666669
1998-02-12,7.07,0.03,235.66666666666669
1998-02-13,7.08,0.03,236.0
1998-02-17,7.11,0.03,237.00000000000003
1998-02-18,7.28,0.03,242.66666666666669
1998-02-19,7.5,0.03,250.0
1998-02-20,7.6,0.03,253.33333333333334
1998-02-23,7.59,0.03,253.0
1998-02-24,7.62,0.03,254.0
1998-02-25,7.65,0.03,255.00000000000003
1998-02-26,7.7,0.03,256.6666666666667
1998-02-27,7.99,0.03,266.33333333333337
1998-03-02,7.89,0.03,263.0
1998-03-03,7.95,0.03,265.0
1998-03-04,7.93,0.03,264.3333333333333
1998-03-05,7.81,0.03,260.3333333333333
1998-03-06,7.81,0.03,260.3333333333333
1998-03-09,7.75,0.03,258.33333333333337
1998-03-10,7.79,0.03,259.6666666666667
1998-03-11,7.82,0.03,260.6666666666667
1998-03-12,7.72,0.03,257.3333333333333
1998-03-13,7.72,0.03,257.3333333333333
1998-03-16,7.82,0.03,260.6666666666667
1998-03-17,7.82,0.03,260.6666666666667
1998-03-18,7.84,0.03,261.3333333333333
1998-03-19,7.82,0.03,260.6666666666667
1998-03-20,7.65,0.03,255.00000000000003
1998-03-23,7.65,0.03,255.00000000000003
1998-03-24,7.7,0.03,256.6666666666667
1998-03-25,7.65,0.03,255.00000000000003
1998-03-26,7.57,0.03,252.33333333333334
1998-03-27,7.57,0.03,252.33333333333334
1998-03-30,7.67,0.03,255.66666666666669
1998-03-31,8.14,0.03,271.33333333333337
1998-04-01,8.26,0.03,275.3333333333333
1998-04-02,8.63,0.03,287.6666666666667
1998-04-03,8.41,0.03,280.33333333333337
1998-04-06,8.48,0.03,282.6666666666667
1998-04-07,8.58,0.03,286.0
1998-04-08,8.44,0.03,281.3333333333333
1998-04-09,8.24,0.03,274.6666666666667
1998-04-13,8.14,0.03,271.33333333333337
1998-04-14,8.04,0.03,268.0
1998-04-15,8.14,0.03,271.33333333333337
1998-04-16,8.24,0.03,274.6666666666667
1998-04-17,8.24,0.03,274.6666666666667
1998-04-20,8.19,0.03,273.0
1998-04-21,7.87,0.03,262.33333333333337
1998-04-22,7.93,0.03,264.3333333333333
1998-04-23,7.62,0.03,254.0
1998-04-24,7.56,0.03,252.0
1998-04-27,7.4,0.03,246.66666666666669
1998-04-28,7.4,0.03,246.66666666666669
1998-04-29,7.65,0.03,255.00000000000003
1998-04-30,7.65,0.03,255.00000000000003
1998-05-01,7.79,0.03,259.6666666666667
1998-05-04,7.89,0.03,263.0
1998-05-05,7.87,0.03,262.33333333333337
1998-05-06,7.84,0.03,261.3333333333333
1998-05-07,7.66,0.03,255.33333333333334
1998-05-08,7.87,0.03,262.33333333333337
1998-05-11,7.79,0.03,259.6666666666667
1998-05-12,7.87,0.05,157.4
1998-05-13,7.87,0.05,157.4
1998-05-14,7.92,0.05,158.39999999999998
1998-05-15,7.99,0.05,159.79999999999998
1998-05-18,8.09,0.05,161.79999999999998
1998-05-19,8.38,0.05,167.6
1998-05-20,8.41,0.05,168.2
1998-05-21,8.19,0.05,163.79999999999998
1998-05-22,8.09,0.05,161.79999999999998
1998-05-26,7.87,0.05,157.4
