date,SYY,SYY_EPS,PE Ratio
2015-03-26,37.88,0.27,140.2962962962963
2015-03-27,38.16,0.27,141.33333333333331
2015-03-30,38.26,0.27,141.7037037037037
2015-03-31,37.73,0.27,139.74074074074073
2015-04-01,37.53,0.27,139.0
2015-04-02,37.64,0.27,139.4074074074074
2015-04-06,37.83,0.27,140.1111111111111
2015-04-07,37.97,0.27,140.62962962962962
2015-04-08,38.15,0.27,141.29629629629628
2015-04-09,38.17,0.27,141.37037037037038
2015-04-10,38.17,0.27,141.37037037037038
2015-04-13,37.61,0.27,139.29629629629628
2015-04-14,37.8,0.27,139.99999999999997
2015-04-15,37.66,0.27,139.48148148148147
2015-04-16,37.32,0.27,138.2222222222222
2015-04-17,37.33,0.27,138.25925925925924
2015-04-20,37.3,0.27,138.14814814814812
2015-04-21,37.6,0.27,139.25925925925927
2015-04-22,37.63,0.27,139.37037037037038
2015-04-23,37.95,0.27,140.55555555555554
2015-04-24,37.93,0.27,140.48148148148147
2015-04-27,37.77,0.27,139.88888888888889
2015-04-28,37.72,0.27,139.7037037037037
2015-04-29,37.43,0.27,138.62962962962962
2015-04-30,37.03,0.27,137.14814814814815
2015-05-01,37.16,0.27,137.62962962962962
2015-05-04,36.67,0.27,135.8148148148148
2015-05-05,36.12,0.3,120.39999999999999
2015-05-06,35.97,0.3,119.9
2015-05-07,36.37,0.3,121.23333333333333
2015-05-08,36.61,0.3,122.03333333333333
2015-05-11,36.49,0.3,121.63333333333334
2015-05-12,36.61,0.3,122.03333333333333
2015-05-13,36.85,0.3,122.83333333333334
2015-05-14,37.43,0.3,124.76666666666667
2015-05-15,37.27,0.3,124.23333333333335
2015-05-18,37.49,0.3,124.96666666666668
2015-05-19,38.3,0.3,127.66666666666666
2015-05-20,38.07,0.3,126.9
2015-05-21,38.1,0.3,127.00000000000001
2015-05-22,37.67,0.3,125.56666666666668
2015-05-26,37.48,0.3,124.93333333333332
2015-05-27,37.55,0.3,125.16666666666666
2015-05-28,37.25,0.3,124.16666666666667
2015-05-29,37.16,0.3,123.86666666666666
2015-06-01,37.23,0.3,124.1
2015-06-02,37.3,0.3,124.33333333333333
2015-06-03,37.57,0.3,125.23333333333333
2015-06-04,37.52,0.3,125.06666666666668
2015-06-05,37.09,0.3,123.63333333333335
2015-06-08,37.06,0.3,123.53333333333335
2015-06-09,37.1,0.3,123.66666666666667
2015-06-10,37.23,0.3,124.1
2015-06-11,37.13,0.3,123.76666666666668
2015-06-12,36.92,0.3,123.06666666666668
2015-06-15,37.01,0.3,123.36666666666666
2015-06-16,37.25,0.3,124.16666666666667
2015-06-17,37.31,0.3,124.36666666666667
2015-06-18,37.4,0.3,124.66666666666667
2015-06-19,37.38,0.3,124.60000000000001
2015-06-22,37.6,0.3,125.33333333333334
2015-06-23,37.59,0.3,125.30000000000001
2015-06-24,38.75,0.3,129.16666666666669
2015-06-25,38.3,0.3,127.66666666666666
2015-06-26,38.37,0.3,127.89999999999999
2015-06-29,37.54,0.3,125.13333333333334
2015-06-30,36.1,0.3,120.33333333333334
2015-07-01,35.99,0.3,119.96666666666668
2015-07-02,35.92,0.3,119.73333333333335
2015-07-06,35.68,0.3,118.93333333333334
2015-07-07,36.03,0.3,120.10000000000001
2015-07-08,36.05,0.3,120.16666666666666
2015-07-09,36.0,0.3,120.0
2015-07-10,36.05,0.3,120.16666666666666
2015-07-13,36.12,0.3,120.39999999999999
2015-07-14,36.17,0.3,120.56666666666668
2015-07-15,36.03,0.3,120.10000000000001
2015-07-16,36.14,0.3,120.46666666666667
2015-07-17,36.35,0.3,121.16666666666667
2015-07-20,36.27,0.3,120.90000000000002
2015-07-21,36.3,0.3,121.0
2015-07-22,36.22,0.3,120.73333333333333
2015-07-23,36.14,0.3,120.46666666666667
2015-07-24,36.0,0.3,120.0
2015-07-27,35.78,0.3,119.26666666666668
2015-07-28,36.02,0.3,120.06666666666668
2015-07-29,36.25,0.3,120.83333333333334
2015-07-30,36.06,0.3,120.20000000000002
2015-07-31,36.31,0.3,121.03333333333335
2015-08-03,36.27,0.3,120.90000000000002
2015-08-04,36.45,0.3,121.50000000000001
2015-08-05,36.76,0.3,122.53333333333333
2015-08-06,36.25,0.3,120.83333333333334
2015-08-07,36.93,0.3,123.10000000000001
2015-08-10,37.59,0.3,125.30000000000001
2015-08-11,37.97,0.3,126.56666666666666
2015-08-12,38.63,0.3,128.76666666666668
2015-08-13,38.52,0.3,128.4
2015-08-14,41.38,0.3,137.93333333333334
2015-08-17,41.15,0.3,137.16666666666666
2015-08-18,41.15,0.3,137.16666666666666
2015-08-19,40.96,0.3,136.53333333333333
2015-08-20,40.55,0.3,135.16666666666666
2015-08-21,39.7,0.3,132.33333333333334
2015-08-24,39.26,0.3,130.86666666666667
2015-08-25,39.04,0.73,53.47945205479452
2015-08-26,39.95,0.73,54.72602739726028
2015-08-27,40.3,0.73,55.20547945205479
2015-08-28,39.91,0.73,54.671232876712324
2015-08-31,39.87,0.73,54.61643835616438
2015-09-01,39.08,0.73,53.534246575342465
2015-09-02,39.77,0.73,54.47945205479453
2015-09-03,39.91,0.73,54.671232876712324
2015-09-04,39.57,0.73,54.205479452054796
2015-09-08,40.07,0.73,54.89041095890411
2015-09-09,39.6,0.73,54.24657534246575
2015-09-10,39.37,0.73,53.93150684931506
2015-09-11,39.95,0.73,54.72602739726028
2015-09-14,39.88,0.73,54.63013698630137
2015-09-15,39.46,0.73,54.05479452054795
2015-09-16,39.53,0.73,54.15068493150685
2015-09-17,39.51,0.73,54.12328767123287
2015-09-18,39.48,0.73,54.082191780821915
2015-09-21,39.85,0.73,54.589041095890416
2015-09-22,39.35,0.73,53.9041095890411
2015-09-23,39.45,0.73,54.041095890410965
2015-09-24,39.71,0.73,54.397260273972606
2015-09-25,39.73,0.73,54.42465753424657
2015-09-28,38.72,0.73,53.04109589041096
2015-09-29,38.93,0.73,53.32876712328767
2015-09-30,38.97,0.73,53.38356164383561
2015-10-01,38.61,0.73,52.89041095890411
2015-10-02,39.4,0.73,53.97260273972603
2015-10-05,40.21,0.73,55.08219178082192
2015-10-06,40.08,0.73,54.90410958904109
2015-10-07,40.56,0.73,55.561643835616444
2015-10-08,40.95,0.73,56.09589041095891
2015-10-09,40.93,0.73,56.06849315068493
2015-10-12,41.24,0.73,56.493150684931514
2015-10-13,41.24,0.73,56.493150684931514
2015-10-14,40.45,0.73,55.41095890410959
2015-10-15,40.79,0.73,55.87671232876713
2015-10-16,41.43,0.73,56.75342465753425
2015-10-19,41.42,0.73,56.73972602739726
2015-10-20,41.09,0.73,56.28767123287672
2015-10-21,41.54,0.73,56.9041095890411
2015-10-22,41.71,0.73,57.136986301369866
2015-10-23,41.76,0.73,57.205479452054796
2015-10-26,41.49,0.73,56.83561643835617
2015-10-27,41.63,0.73,57.02739726027398
2015-10-28,41.57,0.73,56.945205479452056
2015-10-29,41.79,0.73,57.24657534246575
2015-10-30,41.25,0.73,56.50684931506849
2015-11-02,41.04,0.73,56.21917808219178
2015-11-03,40.96,0.41,99.90243902439025
2015-11-04,40.79,0.41,99.48780487804878
2015-11-05,41.06,0.41,100.14634146341464
2015-11-06,40.93,0.41,99.82926829268293
2015-11-09,40.47,0.41,98.70731707317073
2015-11-10,40.53,0.41,98.85365853658537
2015-11-11,40.36,0.41,98.4390243902439
2015-11-12,40.22,0.41,98.09756097560975
2015-11-13,39.97,0.41,97.48780487804878
2015-11-16,40.59,0.41,99.00000000000001
2015-11-17,40.48,0.41,98.73170731707317
2015-11-18,41.15,0.41,100.3658536585366
2015-11-19,41.4,0.41,100.97560975609757
2015-11-20,40.92,0.41,99.8048780487805
2015-11-23,41.4,0.41,100.97560975609757
2015-11-24,41.32,0.41,100.78048780487805
2015-11-25,41.5,0.41,101.21951219512195
2015-11-27,41.55,0.41,101.34146341463415
2015-11-30,41.1,0.41,100.2439024390244
2015-12-01,41.04,0.41,100.09756097560977
2015-12-02,41.01,0.41,100.02439024390245
2015-12-03,40.51,0.41,98.8048780487805
2015-12-04,41.1,0.41,100.2439024390244
2015-12-07,41.07,0.41,100.17073170731707
2015-12-08,41.17,0.41,100.41463414634147
2015-12-09,41.13,0.41,100.31707317073172
2015-12-10,41.11,0.41,100.26829268292683
2015-12-11,40.91,0.41,99.78048780487805
2015-12-14,41.21,0.41,100.51219512195122
2015-12-15,41.14,0.41,100.34146341463415
2015-12-16,41.54,0.41,101.31707317073172
2015-12-17,41.25,0.41,100.60975609756098
2015-12-18,40.55,0.41,98.90243902439025
2015-12-21,40.86,0.41,99.65853658536585
2015-12-22,41.27,0.41,100.65853658536587
2015-12-23,41.55,0.41,101.34146341463415
2015-12-24,41.3,0.41,100.73170731707317
2015-12-28,41.51,0.41,101.2439024390244
2015-12-29,41.53,0.41,101.29268292682927
2015-12-30,41.46,0.41,101.1219512195122
2015-12-31,41.0,0.41,100.0
2016-01-04,40.61,0.41,99.04878048780488
2016-01-05,40.64,0.41,99.1219512195122
2016-01-06,40.19,0.41,98.02439024390245
2016-01-07,39.79,0.41,97.04878048780488
2016-01-08,39.8,0.41,97.07317073170732
2016-01-11,40.12,0.41,97.85365853658537
2016-01-12,40.7,0.41,99.26829268292684
2016-01-13,40.04,0.41,97.65853658536585
2016-01-14,40.13,0.41,97.87804878048782
2016-01-15,39.86,0.41,97.21951219512195
2016-01-19,39.96,0.41,97.46341463414635
2016-01-20,39.66,0.41,96.73170731707317
2016-01-21,39.4,0.41,96.09756097560975
2016-01-22,39.59,0.41,96.56097560975611
2016-01-25,39.1,0.41,95.3658536585366
2016-01-26,39.25,0.41,95.73170731707317
2016-01-27,39.31,0.41,95.87804878048782
2016-01-28,39.5,0.41,96.34146341463415
2016-01-29,39.81,0.41,97.09756097560977
2016-02-01,43.15,0.41,105.2439024390244
2016-02-02,42.79,0.48,89.14583333333333
2016-02-03,43.23,0.48,90.0625
2016-02-04,43.44,0.48,90.5
2016-02-05,43.07,0.48,89.72916666666667
2016-02-08,43.12,0.48,89.83333333333333
2016-02-09,42.61,0.48,88.77083333333333
2016-02-10,42.71,0.48,88.97916666666667
2016-02-11,42.61,0.48,88.77083333333333
2016-02-12,43.21,0.48,90.02083333333334
2016-02-16,43.76,0.48,91.16666666666667
2016-02-17,44.38,0.48,92.45833333333334
2016-02-18,44.52,0.48,92.75000000000001
2016-02-19,44.99,0.48,93.72916666666667
2016-02-22,42.79,0.48,89.14583333333333
2016-02-23,42.9,0.48,89.375
2016-02-24,43.1,0.48,89.79166666666667
2016-02-25,43.56,0.48,90.75000000000001
2016-02-26,43.26,0.48,90.125
2016-02-29,44.13,0.48,91.93750000000001
2016-03-01,44.57,0.48,92.85416666666667
2016-03-02,45.03,0.48,93.8125
2016-03-03,45.0,0.48,93.75
2016-03-04,45.02,0.48,93.79166666666667
2016-03-07,45.09,0.48,93.93750000000001
2016-03-08,44.87,0.48,93.47916666666667
2016-03-09,45.04,0.48,93.83333333333333
2016-03-10,45.1,0.48,93.95833333333334
2016-03-11,45.84,0.48,95.50000000000001
2016-03-14,45.8,0.48,95.41666666666666
2016-03-15,45.87,0.48,95.5625
2016-03-16,46.04,0.48,95.91666666666667
2016-03-17,46.11,0.48,96.0625
2016-03-18,46.63,0.48,97.14583333333334
2016-03-21,46.35,0.48,96.5625
2016-03-22,46.34,0.48,96.54166666666667
2016-03-23,46.35,0.48,96.5625
2016-03-24,46.24,0.48,96.33333333333334
2016-03-28,46.24,0.48,96.33333333333334
2016-03-29,46.46,0.48,96.79166666666667
2016-03-30,46.63,0.48,97.14583333333334
2016-03-31,46.73,0.48,97.35416666666666
2016-04-01,47.08,0.48,98.08333333333333
2016-04-04,46.99,0.48,97.89583333333334
2016-04-05,46.7,0.48,97.29166666666667
2016-04-06,46.98,0.48,97.875
2016-04-07,46.76,0.48,97.41666666666667
2016-04-08,46.94,0.48,97.79166666666667
2016-04-11,46.71,0.48,97.3125
2016-04-12,46.95,0.48,97.81250000000001
2016-04-13,47.1,0.48,98.125
2016-04-14,46.61,0.48,97.10416666666667
2016-04-15,46.82,0.48,97.54166666666667
2016-04-18,46.88,0.48,97.66666666666667
2016-04-19,46.98,0.48,97.875
2016-04-20,46.75,0.48,97.39583333333334
2016-04-21,45.58,0.48,94.95833333333333
2016-04-22,45.77,0.48,95.35416666666667
2016-04-25,46.3,0.48,96.45833333333333
2016-04-26,46.3,0.48,96.45833333333333
2016-04-27,46.41,0.48,96.6875
2016-04-28,46.26,0.48,96.375
2016-04-29,46.07,0.48,95.97916666666667
2016-05-02,48.61,0.48,101.27083333333334
2016-05-03,48.51,0.38,127.6578947368421
2016-05-04,48.52,0.38,127.6842105263158
2016-05-05,48.87,0.38,128.60526315789474
2016-05-06,49.37,0.38,129.92105263157893
2016-05-09,49.72,0.38,130.8421052631579
2016-05-10,50.17,0.38,132.0263157894737
2016-05-11,50.22,0.38,132.1578947368421
2016-05-12,50.18,0.38,132.05263157894737
2016-05-13,50.15,0.38,131.9736842105263
2016-05-16,50.21,0.38,132.1315789473684
2016-05-17,49.3,0.38,129.73684210526315
2016-05-18,48.7,0.38,128.1578947368421
2016-05-19,49.07,0.38,129.1315789473684
2016-05-20,48.55,0.38,127.76315789473684
2016-05-23,48.39,0.38,127.34210526315789
2016-05-24,48.71,0.38,128.18421052631578
2016-05-25,48.59,0.38,127.86842105263159
2016-05-26,48.84,0.38,128.5263157894737
2016-05-27,48.66,0.38,128.05263157894737
2016-05-31,48.11,0.38,126.60526315789474
2016-06-01,48.81,0.38,128.44736842105263
2016-06-02,48.76,0.38,128.3157894736842
2016-06-03,48.9,0.38,128.68421052631578
2016-06-06,48.78,0.38,128.3684210526316
2016-06-07,48.68,0.38,128.10526315789474
2016-06-08,48.68,0.38,128.10526315789474
2016-06-09,49.0,0.38,128.94736842105263
2016-06-10,48.78,0.38,128.3684210526316
2016-06-13,48.43,0.38,127.44736842105263
2016-06-14,48.47,0.38,127.55263157894737
2016-06-15,48.66,0.38,128.05263157894737
2016-06-16,49.76,0.38,130.94736842105263
2016-06-17,49.8,0.38,131.05263157894737
2016-06-20,49.95,0.38,131.44736842105263
2016-06-21,50.07,0.38,131.76315789473685
2016-06-22,49.97,0.38,131.5
2016-06-23,50.29,0.38,132.3421052631579
2016-06-24,49.92,0.38,131.3684210526316
2016-06-27,49.71,0.38,130.81578947368422
2016-06-28,49.51,0.38,130.28947368421052
2016-06-29,50.22,0.38,132.1578947368421
2016-06-30,50.74,0.38,133.5263157894737
2016-07-01,50.73,0.38,133.5
2016-07-05,51.2,0.38,134.73684210526315
2016-07-06,51.27,0.38,134.92105263157896
2016-07-07,51.19,0.38,134.71052631578948
2016-07-08,51.59,0.38,135.76315789473685
2016-07-11,51.64,0.38,135.89473684210526
2016-07-12,51.08,0.38,134.42105263157893
2016-07-13,52.03,0.38,136.92105263157896
2016-07-14,51.97,0.38,136.76315789473685
2016-07-15,52.02,0.38,136.89473684210526
2016-07-18,51.96,0.38,136.73684210526315
2016-07-19,52.15,0.38,137.23684210526315
2016-07-20,51.81,0.38,136.3421052631579
2016-07-21,51.74,0.38,136.1578947368421
2016-07-22,52.09,0.38,137.07894736842107
2016-07-25,52.13,0.38,137.18421052631578
2016-07-26,51.96,0.38,136.73684210526315
2016-07-27,51.58,0.38,135.73684210526315
2016-07-28,51.83,0.38,136.39473684210526
2016-07-29,51.79,0.38,136.28947368421052
2016-08-01,51.92,0.38,136.6315789473684
2016-08-02,51.94,0.38,136.68421052631578
2016-08-03,51.33,0.38,135.07894736842104
2016-08-04,51.5,0.38,135.52631578947367
2016-08-05,51.25,0.38,134.8684210526316
2016-08-08,51.21,0.38,134.76315789473685
2016-08-09,51.82,0.38,136.3684210526316
2016-08-10,51.82,0.38,136.3684210526316
2016-08-11,51.76,0.38,136.21052631578948
2016-08-12,52.21,0.38,137.39473684210526
2016-08-15,52.18,0.38,137.31578947368422
2016-08-16,52.09,0.38,137.07894736842107
2016-08-17,52.24,0.38,137.47368421052633
2016-08-18,52.46,0.38,138.05263157894737
2016-08-19,52.48,0.38,138.10526315789474
2016-08-22,52.92,0.38,139.26315789473685
2016-08-23,52.77,0.38,138.8684210526316
2016-08-24,52.42,0.38,137.94736842105263
2016-08-25,52.46,0.38,138.05263157894737
2016-08-26,52.12,0.38,137.1578947368421
2016-08-29,52.42,0.38,137.94736842105263
2016-08-30,51.93,0.42,123.64285714285715
2016-08-31,51.86,0.42,123.47619047619048
2016-09-01,52.06,0.42,123.95238095238096
2016-09-02,53.24,0.42,126.76190476190477
2016-09-06,53.46,0.42,127.28571428571429
2016-09-07,53.09,0.42,126.40476190476191
2016-09-08,52.61,0.42,125.26190476190476
2016-09-09,49.8,0.42,118.57142857142857
2016-09-12,50.36,0.42,119.90476190476191
2016-09-13,49.53,0.42,117.92857142857143
2016-09-14,49.62,0.42,118.14285714285714
2016-09-15,49.58,0.42,118.04761904761905
2016-09-16,49.38,0.42,117.57142857142858
2016-09-19,49.25,0.42,117.26190476190476
2016-09-20,49.11,0.42,116.92857142857143
2016-09-21,49.69,0.42,118.30952380952381
2016-09-22,50.02,0.42,119.0952380952381
2016-09-23,49.55,0.42,117.97619047619047
2016-09-26,48.88,0.42,116.3809523809524
2016-09-27,49.24,0.42,117.23809523809524
2016-09-28,49.44,0.42,117.71428571428571
2016-09-29,49.03,0.42,116.73809523809524
2016-09-30,49.01,0.42,116.69047619047619
2016-10-03,48.92,0.42,116.47619047619048
2016-10-04,48.11,0.42,114.54761904761905
2016-10-05,47.77,0.42,113.73809523809526
2016-10-06,48.28,0.42,114.95238095238096
2016-10-07,48.07,0.42,114.45238095238096
2016-10-10,48.21,0.42,114.78571428571429
2016-10-11,48.01,0.42,114.30952380952381
2016-10-12,48.61,0.42,115.73809523809524
2016-10-13,48.86,0.42,116.33333333333334
2016-10-14,48.32,0.42,115.04761904761905
2016-10-17,48.26,0.42,114.9047619047619
2016-10-18,48.27,0.42,114.92857142857144
2016-10-19,47.93,0.42,114.11904761904762
2016-10-20,47.59,0.42,113.30952380952382
2016-10-21,47.49,0.42,113.07142857142858
2016-10-24,47.74,0.42,113.66666666666667
2016-10-25,47.44,0.42,112.95238095238095
2016-10-26,47.26,0.42,112.52380952380952
2016-10-27,47.45,0.42,112.97619047619048
2016-10-28,47.99,0.42,114.26190476190477
2016-10-31,48.12,0.42,114.57142857142857
2016-11-01,48.08,0.42,114.47619047619048
2016-11-02,47.77,0.42,113.73809523809526
2016-11-03,47.85,0.42,113.92857142857143
2016-11-04,48.04,0.42,114.38095238095238
2016-11-07,52.76,0.42,125.61904761904762
2016-11-08,54.19,0.65,83.36923076923077
2016-11-09,54.16,0.65,83.32307692307691
2016-11-10,53.22,0.65,81.87692307692308
2016-11-11,53.13,0.65,81.73846153846154
2016-11-14,53.49,0.65,82.29230769230769
2016-11-15,53.5,0.65,82.3076923076923
2016-11-16,53.13,0.65,81.73846153846154
2016-11-17,53.36,0.65,82.09230769230768
2016-11-18,53.14,0.65,81.75384615384615
2016-11-21,53.73,0.65,82.66153846153846
2016-11-22,54.1,0.65,83.23076923076923
2016-11-23,53.56,0.65,82.4
2016-11-25,53.93,0.65,82.96923076923076
2016-11-28,53.71,0.65,82.63076923076923
2016-11-29,53.89,0.65,82.9076923076923
2016-11-30,53.25,0.65,81.92307692307692
2016-12-01,53.1,0.65,81.6923076923077
2016-12-02,53.59,0.65,82.44615384615385
2016-12-05,53.48,0.65,82.27692307692307
2016-12-06,53.95,0.65,83.0
2016-12-07,54.53,0.65,83.8923076923077
2016-12-08,54.33,0.65,83.58461538461538
2016-12-09,55.15,0.65,84.84615384615384
2016-12-12,55.02,0.65,84.64615384615385
2016-12-13,55.62,0.65,85.56923076923076
2016-12-14,55.51,0.65,85.39999999999999
2016-12-15,55.95,0.65,86.07692307692308
2016-12-16,56.36,0.65,86.7076923076923
2016-12-19,56.61,0.65,87.09230769230768
2016-12-20,56.47,0.65,86.87692307692308
2016-12-21,56.26,0.65,86.55384615384615
2016-12-22,56.25,0.65,86.53846153846153
2016-12-23,56.23,0.65,86.5076923076923
2016-12-27,56.17,0.65,86.41538461538461
2016-12-28,55.73,0.65,85.73846153846154
2016-12-29,55.92,0.65,86.03076923076922
2016-12-30,55.37,0.65,85.18461538461538
2017-01-03,55.0,0.65,84.61538461538461
2017-01-04,55.17,0.65,84.87692307692308
2017-01-05,54.99,0.65,84.6
2017-01-06,55.38,0.65,85.2
2017-01-09,55.68,0.65,85.66153846153846
2017-01-10,55.33,0.65,85.12307692307692
2017-01-11,55.29,0.65,85.06153846153846
2017-01-12,54.9,0.65,84.46153846153845
2017-01-13,54.97,0.65,84.56923076923077
2017-01-17,54.88,0.65,84.43076923076923
2017-01-18,55.25,0.65,85.0
2017-01-19,53.62,0.65,82.49230769230769
2017-01-20,53.81,0.65,82.78461538461538
2017-01-23,53.52,0.65,82.33846153846154
2017-01-24,53.52,0.65,82.33846153846154
2017-01-25,53.05,0.65,81.61538461538461
2017-01-26,53.03,0.65,81.58461538461539
2017-01-27,52.7,0.65,81.07692307692308
2017-01-30,52.74,0.65,81.13846153846154
2017-01-31,52.46,0.65,80.70769230769231
2017-02-01,52.05,0.65,80.07692307692307
2017-02-02,52.38,0.65,80.58461538461539
2017-02-03,52.54,0.65,80.83076923076922
2017-02-06,51.2,0.65,78.76923076923077
2017-02-07,52.23,0.58,90.05172413793103
2017-02-08,51.83,0.58,89.36206896551724
2017-02-09,52.25,0.58,90.08620689655173
2017-02-10,52.62,0.58,90.72413793103449
2017-02-13,52.81,0.58,91.05172413793105
2017-02-14,52.73,0.58,90.91379310344827
2017-02-15,52.75,0.58,90.94827586206897
2017-02-16,52.63,0.58,90.74137931034484
2017-02-17,52.35,0.58,90.25862068965517
2017-02-21,52.81,0.58,91.05172413793105
2017-02-22,52.75,0.58,90.94827586206897
2017-02-23,52.89,0.58,91.1896551724138
2017-02-24,53.2,0.58,91.72413793103449
2017-02-27,52.85,0.58,91.12068965517243
2017-02-28,52.72,0.58,90.89655172413794
2017-03-01,53.15,0.58,91.63793103448276
2017-03-02,52.78,0.58,91.00000000000001
2017-03-03,52.19,0.58,89.98275862068965
2017-03-06,52.16,0.58,89.93103448275862
2017-03-07,52.3,0.58,90.17241379310344
2017-03-08,52.33,0.58,90.22413793103449
2017-03-09,52.42,0.58,90.3793103448276
2017-03-10,52.16,0.58,89.93103448275862
2017-03-13,51.88,0.58,89.44827586206898
2017-03-14,51.87,0.58,89.43103448275862
2017-03-15,52.58,0.58,90.65517241379311
2017-03-16,52.31,0.58,90.18965517241381
2017-03-17,52.74,0.58,90.93103448275863
2017-03-20,52.12,0.58,89.86206896551724
2017-03-21,51.8,0.58,89.3103448275862
2017-03-22,52.53,0.58,90.56896551724138
2017-03-23,52.65,0.58,90.77586206896552
2017-03-24,52.81,0.58,91.05172413793105
2017-03-27,52.04,0.58,89.72413793103449
2017-03-28,52.2,0.58,90.00000000000001
2017-03-29,51.81,0.58,89.32758620689656
2017-03-30,52.02,0.58,89.68965517241381
2017-03-31,51.92,0.58,89.51724137931035
2017-04-03,51.69,0.58,89.12068965517241
2017-04-04,51.61,0.58,88.98275862068967
2017-04-05,51.56,0.58,88.89655172413794
2017-04-06,51.64,0.58,89.0344827586207
2017-04-07,51.79,0.58,89.29310344827587
2017-04-10,52.03,0.58,89.70689655172414
2017-04-11,52.08,0.58,89.79310344827587
2017-04-12,52.21,0.58,90.01724137931035
2017-04-13,51.9,0.58,89.48275862068967
2017-04-17,52.12,0.58,89.86206896551724
2017-04-18,52.4,0.58,90.3448275862069
2017-04-19,52.11,0.58,89.8448275862069
2017-04-20,52.45,0.58,90.43103448275863
2017-04-21,52.2,0.58,90.00000000000001
2017-04-24,52.86,0.58,91.13793103448276
2017-04-25,53.13,0.58,91.60344827586208
2017-04-26,53.21,0.58,91.74137931034484
2017-04-27,53.43,0.58,92.12068965517241
2017-04-28,52.87,0.58,91.15517241379311
2017-05-01,52.85,0.58,91.12068965517243
2017-05-02,52.87,0.58,91.15517241379311
2017-05-03,52.91,0.58,91.22413793103448
2017-05-04,54.6,0.58,94.13793103448276
2017-05-05,55.31,0.58,95.36206896551725
2017-05-08,54.9,0.58,94.65517241379311
2017-05-09,54.91,0.52,105.59615384615384
2017-05-10,54.54,0.52,104.88461538461537
2017-05-11,55.01,0.52,105.78846153846153
2017-05-12,53.95,0.52,103.75
2017-05-15,54.04,0.52,103.92307692307692
2017-05-16,54.19,0.52,104.21153846153845
2017-05-17,54.4,0.52,104.61538461538461
2017-05-18,54.43,0.52,104.67307692307692
2017-05-19,54.58,0.52,104.96153846153845
2017-05-22,54.95,0.52,105.67307692307692
2017-05-23,54.23,0.52,104.28846153846153
2017-05-24,54.22,0.52,104.26923076923076
2017-05-25,54.28,0.52,104.38461538461539
2017-05-26,54.43,0.52,104.67307692307692
2017-05-30,54.2,0.52,104.23076923076923
2017-05-31,54.56,0.52,104.92307692307692
2017-06-01,55.4,0.52,106.53846153846153
2017-06-02,55.73,0.52,107.17307692307692
2017-06-05,55.47,0.52,106.67307692307692
2017-06-06,55.1,0.52,105.96153846153847
2017-06-07,54.75,0.52,105.28846153846153
2017-06-08,54.99,0.52,105.75
2017-06-09,55.19,0.52,106.13461538461537
2017-06-12,55.32,0.52,106.38461538461539
2017-06-13,55.38,0.52,106.5
2017-06-14,55.42,0.52,106.57692307692308
2017-06-15,55.53,0.52,106.78846153846153
2017-06-16,54.38,0.52,104.57692307692308
2017-06-19,54.5,0.52,104.8076923076923
2017-06-20,53.86,0.52,103.57692307692307
2017-06-21,53.35,0.52,102.59615384615384
2017-06-22,52.78,0.52,101.5
2017-06-23,49.92,0.52,96.0
2017-06-26,49.95,0.52,96.0576923076923
2017-06-27,49.27,0.52,94.75
2017-06-28,49.87,0.52,95.90384615384615
2017-06-29,49.86,0.52,95.88461538461539
2017-06-30,50.33,0.52,96.78846153846153
2017-07-03,50.54,0.52,97.1923076923077
2017-07-05,49.38,0.52,94.96153846153847
2017-07-06,49.11,0.52,94.4423076923077
2017-07-07,49.45,0.52,95.09615384615385
2017-07-10,49.37,0.52,94.94230769230768
2017-07-11,49.24,0.52,94.6923076923077
2017-07-12,50.2,0.52,96.53846153846155
2017-07-13,50.39,0.52,96.90384615384615
2017-07-14,50.57,0.52,97.25
2017-07-17,50.72,0.52,97.53846153846153
2017-07-18,50.39,0.52,96.90384615384615
2017-07-19,51.0,0.52,98.07692307692308
2017-07-20,50.82,0.52,97.73076923076923
2017-07-21,51.08,0.52,98.23076923076923
2017-07-24,51.55,0.52,99.13461538461537
2017-07-25,51.97,0.52,99.9423076923077
2017-07-26,52.11,0.52,100.21153846153845
2017-07-27,52.56,0.52,101.07692307692308
2017-07-28,52.25,0.52,100.48076923076923
2017-07-31,52.62,0.52,101.19230769230768
2017-08-01,52.58,0.52,101.11538461538461
2017-08-02,52.68,0.52,101.3076923076923
2017-08-03,52.1,0.52,100.1923076923077
2017-08-04,52.33,0.52,100.63461538461537
2017-08-07,52.48,0.52,100.92307692307692
2017-08-08,52.08,0.52,100.15384615384615
2017-08-09,51.32,0.52,98.6923076923077
2017-08-10,50.87,0.52,97.82692307692307
2017-08-11,51.58,0.52,99.19230769230768
2017-08-14,51.09,0.52,98.25
2017-08-15,51.59,0.52,99.21153846153847
2017-08-16,51.19,0.52,98.44230769230768
2017-08-17,51.19,0.52,98.44230769230768
2017-08-18,51.17,0.52,98.40384615384616
2017-08-21,51.17,0.52,98.40384615384616
2017-08-22,51.61,0.52,99.25
2017-08-23,51.66,0.52,99.34615384615384
2017-08-24,51.22,0.52,98.5
2017-08-25,52.32,0.52,100.61538461538461
2017-08-28,52.14,0.52,100.26923076923077
2017-08-29,52.29,0.52,100.5576923076923
2017-08-30,52.71,0.65,81.09230769230768
