date,KHC,KHC_EPS,PE Ratio
2015-11-04,75.82,-0.66,-114.87878787878786
2015-11-05,75.42,-0.66,-114.27272727272727
2015-11-06,72.01,-0.21,-342.9047619047619
2015-11-09,71.24,-0.21,-339.23809523809524
2015-11-10,72.08,-0.21,-343.23809523809524
2015-11-11,72.11,-0.21,-343.3809523809524
2015-11-12,70.9,-0.21,-337.61904761904765
2015-11-13,70.77,-0.21,-337.0
2015-11-16,71.65,-0.21,-341.1904761904762
2015-11-17,71.45,-0.21,-340.23809523809524
2015-11-18,72.58,-0.21,-345.61904761904765
2015-11-19,73.34,-0.21,-349.23809523809524
2015-11-20,73.65,-0.21,-350.7142857142858
2015-11-23,74.07,-0.21,-352.7142857142857
2015-11-24,74.47,-0.21,-354.61904761904765
2015-11-25,74.64,-0.21,-355.42857142857144
2015-11-27,74.61,-0.21,-355.2857142857143
2015-11-30,73.69,-0.21,-350.9047619047619
2015-12-01,74.47,-0.21,-354.61904761904765
2015-12-02,73.04,-0.21,-347.80952380952385
2015-12-03,71.46,-0.21,-340.2857142857143
2015-12-04,72.22,-0.21,-343.9047619047619
2015-12-07,71.43,-0.21,-340.14285714285717
2015-12-08,71.53,-0.21,-340.61904761904765
2015-12-09,70.9,-0.21,-337.61904761904765
2015-12-10,70.84,-0.21,-337.33333333333337
2015-12-11,69.69,-0.21,-331.85714285714283
2015-12-14,70.97,-0.21,-337.95238095238096
2015-12-15,72.01,-0.21,-342.9047619047619
2015-12-16,73.01,-0.21,-347.6666666666667
2015-12-17,71.92,-0.21,-342.4761904761905
2015-12-18,70.67,-0.21,-336.5238095238095
2015-12-21,71.38,-0.21,-339.90476190476187
2015-12-22,72.93,-0.21,-347.28571428571433
2015-12-23,74.51,-0.21,-354.80952380952385
2015-12-24,73.96,-0.21,-352.19047619047615
2015-12-28,73.42,-0.21,-349.61904761904765
2015-12-29,74.69,-0.21,-355.6666666666667
2015-12-30,73.75,-0.21,-351.1904761904762
2015-12-31,72.76,-0.21,-346.47619047619054
2016-01-04,72.7,-0.21,-346.1904761904762
2016-01-05,73.39,-0.21,-349.4761904761905
2016-01-06,73.53,-0.21,-350.14285714285717
2016-01-07,71.9,-0.21,-342.3809523809524
2016-01-08,71.18,-0.21,-338.952380952381
2016-01-11,72.27,-0.21,-344.1428571428571
2016-01-12,73.23,-0.21,-348.7142857142857
2016-01-13,70.81,-0.21,-337.1904761904762
2016-01-14,70.74,-0.21,-336.85714285714283
2016-01-15,69.2,-0.21,-329.5238095238096
2016-01-19,70.17,-0.21,-334.14285714285717
2016-01-20,71.17,-0.21,-338.9047619047619
2016-01-21,73.05,-0.21,-347.85714285714283
2016-01-22,74.39,-0.21,-354.23809523809524
2016-01-25,74.03,-0.21,-352.5238095238095
2016-01-26,75.98,-0.21,-361.80952380952385
2016-01-27,75.97,-0.21,-361.76190476190476
2016-01-28,76.16,-0.21,-362.6666666666667
2016-01-29,78.06,-0.21,-371.7142857142857
2016-02-01,77.01,-0.21,-366.7142857142858
2016-02-02,75.97,-0.21,-361.76190476190476
2016-02-03,74.89,-0.21,-356.61904761904765
2016-02-04,74.15,-0.21,-353.09523809523813
2016-02-05,72.78,-0.21,-346.5714285714286
2016-02-08,71.22,-0.21,-339.14285714285717
2016-02-09,71.51,-0.21,-340.5238095238096
2016-02-10,72.11,-0.21,-343.3809523809524
2016-02-11,71.44,-0.21,-340.1904761904762
2016-02-12,71.92,-0.21,-342.4761904761905
2016-02-16,72.31,-0.21,-344.33333333333337
2016-02-17,74.24,-0.21,-353.5238095238095
2016-02-18,73.45,-0.21,-349.7619047619048
2016-02-19,73.52,-0.21,-350.0952380952381
2016-02-22,73.33,-0.21,-349.1904761904762
2016-02-23,72.82,-0.21,-346.76190476190476
2016-02-24,72.99,-0.21,-347.57142857142856
2016-02-25,74.96,-0.21,-356.95238095238096
2016-02-26,77.84,-0.21,-370.6666666666667
2016-02-29,77.02,-0.21,-366.76190476190476
2016-03-01,77.66,-0.21,-369.8095238095238
2016-03-02,77.49,-0.21,-369.0
2016-03-03,77.37,0.53,145.9811320754717
2016-03-04,77.2,0.53,145.66037735849056
2016-03-07,76.5,0.53,144.33962264150944
2016-03-08,76.29,0.53,143.9433962264151
2016-03-09,76.63,0.53,144.58490566037733
2016-03-10,76.22,0.53,143.81132075471697
2016-03-11,76.95,0.53,145.18867924528303
2016-03-14,77.57,0.53,146.35849056603772
2016-03-15,77.78,0.53,146.75471698113208
2016-03-16,78.03,0.53,147.22641509433961
2016-03-17,78.01,0.53,147.18867924528303
2016-03-18,77.31,0.53,145.86792452830187
2016-03-21,76.59,0.53,144.50943396226415
2016-03-22,76.44,0.53,144.22641509433961
2016-03-23,76.81,0.53,144.9245283018868
2016-03-24,76.46,0.53,144.2641509433962
2016-03-28,77.76,0.53,146.71698113207546
2016-03-29,78.8,0.53,148.67924528301884
2016-03-30,78.9,0.53,148.8679245283019
2016-03-31,78.56,0.53,148.22641509433961
2016-04-01,79.08,0.53,149.2075471698113
2016-04-04,78.85,0.53,148.77358490566036
2016-04-05,78.01,0.53,147.18867924528303
2016-04-06,78.36,0.53,147.8490566037736
2016-04-07,77.5,0.53,146.22641509433961
2016-04-08,78.47,0.53,148.0566037735849
2016-04-11,77.91,0.53,147.0
2016-04-12,78.33,0.53,147.79245283018867
2016-04-13,77.4,0.53,146.03773584905662
2016-04-14,77.17,0.53,145.60377358490567
2016-04-15,78.05,0.53,147.2641509433962
2016-04-18,78.34,0.53,147.81132075471697
2016-04-19,78.3,0.53,147.73584905660377
2016-04-20,77.92,0.53,147.0188679245283
2016-04-21,76.74,0.53,144.79245283018867
2016-04-22,78.1,0.53,147.35849056603772
2016-04-25,78.73,0.53,148.54716981132074
2016-04-26,78.7,0.53,148.49056603773585
2016-04-27,79.1,0.53,149.2452830188679
2016-04-28,78.36,0.53,147.8490566037736
2016-04-29,78.07,0.53,147.30188679245282
2016-05-02,79.52,0.53,150.0377358490566
2016-05-03,78.68,0.53,148.45283018867926
2016-05-04,79.98,0.53,150.9056603773585
2016-05-05,82.97,0.74,112.12162162162163
2016-05-06,84.0,0.74,113.51351351351352
2016-05-09,84.26,0.74,113.86486486486487
2016-05-10,86.14,0.74,116.4054054054054
2016-05-11,85.2,0.74,115.13513513513514
2016-05-12,86.34,0.74,116.67567567567568
2016-05-13,85.13,0.74,115.04054054054053
2016-05-16,85.87,0.74,116.04054054054055
2016-05-17,82.16,0.74,111.02702702702702
2016-05-18,81.18,0.74,109.70270270270271
2016-05-19,83.0,0.74,112.16216216216216
2016-05-20,82.42,0.74,111.37837837837839
2016-05-23,82.81,0.74,111.9054054054054
2016-05-24,84.22,0.74,113.8108108108108
2016-05-25,84.27,0.74,113.87837837837837
2016-05-26,83.81,0.74,113.25675675675676
2016-05-27,84.1,0.74,113.64864864864865
2016-05-31,83.19,0.74,112.41891891891892
2016-06-01,83.95,0.74,113.44594594594595
2016-06-02,84.78,0.74,114.56756756756756
2016-06-03,85.3,0.74,115.27027027027027
2016-06-06,84.99,0.74,114.85135135135134
2016-06-07,84.75,0.74,114.52702702702703
2016-06-08,85.18,0.74,115.10810810810811
2016-06-09,85.62,0.74,115.70270270270271
2016-06-10,85.34,0.74,115.32432432432434
2016-06-13,84.95,0.74,114.7972972972973
2016-06-14,84.88,0.74,114.7027027027027
2016-06-15,84.84,0.74,114.64864864864866
2016-06-16,85.28,0.74,115.24324324324324
2016-06-17,84.82,0.74,114.62162162162161
2016-06-20,85.5,0.74,115.54054054054055
2016-06-21,85.69,0.74,115.79729729729729
2016-06-22,85.21,0.74,115.14864864864865
2016-06-23,86.37,0.74,116.71621621621622
2016-06-24,83.73,0.74,113.14864864864866
2016-06-27,83.63,0.74,113.01351351351352
2016-06-28,84.77,0.74,114.55405405405405
2016-06-29,86.1,0.74,116.35135135135134
2016-06-30,88.48,0.74,119.56756756756758
2016-07-01,88.24,0.74,119.24324324324324
2016-07-05,88.74,0.74,119.91891891891892
2016-07-06,89.74,0.74,121.27027027027026
2016-07-07,89.31,0.74,120.6891891891892
2016-07-08,89.85,0.74,121.41891891891892
2016-07-11,89.84,0.74,121.40540540540542
2016-07-12,87.8,0.74,118.64864864864865
2016-07-13,89.02,0.74,120.29729729729729
2016-07-14,88.34,0.74,119.37837837837839
2016-07-15,88.86,0.74,120.08108108108108
2016-07-18,89.1,0.74,120.4054054054054
2016-07-19,88.97,0.74,120.22972972972973
2016-07-20,88.17,0.74,119.14864864864865
2016-07-21,87.64,0.74,118.43243243243244
2016-07-22,88.16,0.74,119.13513513513513
2016-07-25,88.41,0.74,119.47297297297297
2016-07-26,87.06,0.74,117.64864864864866
2016-07-27,85.63,0.74,115.71621621621621
2016-07-28,85.96,0.74,116.16216216216216
2016-07-29,86.39,0.74,116.74324324324324
2016-08-01,85.97,0.74,116.17567567567568
2016-08-02,85.15,0.74,115.06756756756758
2016-08-03,84.9,0.74,114.72972972972974
2016-08-04,85.54,0.74,115.59459459459461
2016-08-05,88.79,0.63,140.93650793650795
2016-08-08,88.75,0.63,140.87301587301587
2016-08-09,89.78,0.63,142.5079365079365
2016-08-10,89.35,0.63,141.8253968253968
2016-08-11,89.44,0.63,141.96825396825398
2016-08-12,89.56,0.63,142.15873015873015
2016-08-15,89.08,0.63,141.3968253968254
2016-08-16,88.96,0.63,141.2063492063492
2016-08-17,89.41,0.63,141.9206349206349
2016-08-18,89.76,0.63,142.47619047619048
2016-08-19,89.92,0.63,142.73015873015873
2016-08-22,89.97,0.63,142.8095238095238
2016-08-23,89.47,0.63,142.015873015873
2016-08-24,88.95,0.63,141.1904761904762
2016-08-25,88.9,0.63,141.11111111111111
2016-08-26,88.17,0.63,139.95238095238096
2016-08-29,88.57,0.63,140.58730158730157
2016-08-30,87.97,0.63,139.63492063492063
2016-08-31,89.49,0.63,142.04761904761904
2016-09-01,89.48,0.63,142.03174603174602
2016-09-02,89.61,0.63,142.23809523809524
2016-09-06,89.74,0.63,142.44444444444443
2016-09-07,89.79,0.63,142.52380952380955
2016-09-08,89.19,0.63,141.57142857142856
2016-09-09,85.97,0.63,136.46031746031747
2016-09-12,88.56,0.63,140.57142857142858
2016-09-13,88.27,0.63,140.11111111111111
2016-09-14,87.68,0.63,139.1746031746032
2016-09-15,89.17,0.63,141.53968253968253
2016-09-16,88.94,0.63,141.17460317460316
2016-09-19,86.97,0.63,138.04761904761904
2016-09-20,87.12,0.63,138.2857142857143
2016-09-21,87.91,0.63,139.53968253968253
2016-09-22,89.05,0.63,141.34920634920636
2016-09-23,88.83,0.63,141.0
2016-09-26,88.53,0.63,140.52380952380952
2016-09-27,89.23,0.63,141.63492063492063
2016-09-28,89.55,0.63,142.14285714285714
2016-09-29,88.57,0.63,140.58730158730157
2016-09-30,89.51,0.63,142.0793650793651
2016-10-03,89.08,0.63,141.3968253968254
2016-10-04,88.02,0.63,139.7142857142857
2016-10-05,87.38,0.63,138.69841269841268
2016-10-06,87.49,0.63,138.87301587301587
2016-10-07,87.4,0.63,138.73015873015873
2016-10-10,88.5,0.63,140.47619047619048
2016-10-11,87.24,0.63,138.47619047619045
2016-10-12,87.14,0.63,138.31746031746033
2016-10-13,87.05,0.63,138.17460317460316
2016-10-14,88.53,0.63,140.52380952380952
2016-10-17,88.83,0.63,141.0
2016-10-18,88.93,0.63,141.15873015873018
2016-10-19,88.08,0.63,139.8095238095238
2016-10-20,87.96,0.63,139.61904761904762
2016-10-21,87.92,0.63,139.55555555555557
2016-10-24,88.91,0.63,141.12698412698413
2016-10-25,88.36,0.63,140.25396825396825
2016-10-26,88.08,0.63,139.8095238095238
2016-10-27,87.69,0.63,139.19047619047618
2016-10-28,88.08,0.63,139.8095238095238
2016-10-31,88.95,0.63,141.1904761904762
2016-11-01,88.37,0.63,140.26984126984127
2016-11-02,88.15,0.63,139.92063492063494
2016-11-03,86.25,0.63,136.9047619047619
2016-11-04,84.05,0.69,121.81159420289856
2016-11-07,86.03,0.69,124.68115942028987
2016-11-08,88.34,0.69,128.0289855072464
2016-11-09,84.94,0.69,123.10144927536233
2016-11-10,81.42,0.69,118.00000000000001
2016-11-11,81.21,0.69,117.69565217391305
2016-11-14,80.08,0.69,116.05797101449276
2016-11-15,81.14,0.69,117.59420289855073
2016-11-16,82.4,0.69,119.42028985507248
2016-11-17,82.84,0.69,120.05797101449276
2016-11-18,82.53,0.69,119.60869565217392
2016-11-21,83.64,0.69,121.21739130434784
2016-11-22,84.09,0.69,121.86956521739131
2016-11-23,82.44,0.69,119.47826086956522
2016-11-25,82.95,0.69,120.21739130434784
2016-11-28,83.22,0.69,120.60869565217392
2016-11-29,84.0,0.69,121.73913043478262
2016-11-30,81.65,0.69,118.33333333333336
2016-12-01,80.49,0.69,116.65217391304348
2016-12-02,80.91,0.69,117.26086956521739
2016-12-05,80.28,0.69,116.34782608695653
2016-12-06,79.96,0.69,115.8840579710145
2016-12-07,82.95,0.69,120.21739130434784
2016-12-08,82.31,0.69,119.28985507246378
2016-12-09,83.78,0.69,121.42028985507247
2016-12-12,84.2,0.69,122.02898550724639
2016-12-13,84.94,0.69,123.10144927536233
2016-12-14,84.36,0.69,122.2608695652174
2016-12-15,85.37,0.69,123.72463768115944
2016-12-16,86.46,0.69,125.30434782608695
2016-12-19,86.6,0.69,125.5072463768116
2016-12-20,85.98,0.69,124.60869565217394
2016-12-21,86.61,0.69,125.5217391304348
2016-12-22,87.28,0.69,126.49275362318842
2016-12-23,87.57,0.69,126.91304347826087
2016-12-27,87.58,0.69,126.92753623188406
2016-12-28,87.31,0.69,126.53623188405798
2016-12-29,87.93,0.69,127.43478260869567
2016-12-30,87.32,0.69,126.55072463768116
2017-01-03,87.53,0.69,126.85507246376812
2017-01-04,87.03,0.69,126.1304347826087
2017-01-05,86.53,0.69,125.40579710144928
2017-01-06,86.31,0.69,125.08695652173914
2017-01-09,86.07,0.69,124.73913043478261
2017-01-10,85.91,0.69,124.5072463768116
2017-01-11,86.76,0.69,125.73913043478262
2017-01-12,87.42,0.69,126.69565217391306
2017-01-13,87.03,0.69,126.1304347826087
2017-01-17,87.92,0.69,127.42028985507248
2017-01-18,88.35,0.69,128.04347826086956
2017-01-19,87.85,0.69,127.31884057971014
2017-01-20,88.95,0.69,128.91304347826087
2017-01-23,88.8,0.69,128.69565217391306
2017-01-24,88.69,0.69,128.53623188405797
2017-01-25,88.84,0.69,128.7536231884058
2017-01-26,89.41,0.69,129.57971014492753
2017-01-27,89.43,0.69,129.60869565217394
2017-01-30,89.08,0.69,129.1014492753623
2017-01-31,89.29,0.69,129.40579710144928
2017-02-01,88.41,0.69,128.1304347826087
2017-02-02,88.61,0.69,128.42028985507247
2017-02-03,89.27,0.69,129.3768115942029
2017-02-06,88.7,0.69,128.55072463768118
2017-02-07,88.81,0.69,128.71014492753625
2017-02-08,89.19,0.69,129.2608695652174
2017-02-09,89.78,0.69,130.11594202898553
2017-02-10,90.2,0.69,130.72463768115944
2017-02-13,90.58,0.69,131.2753623188406
2017-02-14,90.81,0.69,131.60869565217394
2017-02-15,91.1,0.69,132.02898550724638
2017-02-16,87.28,0.69,126.49275362318842
2017-02-17,96.65,0.69,140.07246376811597
2017-02-21,94.87,0.69,137.49275362318843
2017-02-22,93.36,0.69,135.30434782608697
2017-02-23,92.94,0.78,119.15384615384615
2017-02-24,93.08,0.78,119.33333333333333
2017-02-27,90.61,0.78,116.16666666666666
2017-02-28,91.51,0.78,117.32051282051282
2017-03-01,91.43,0.78,117.21794871794873
2017-03-02,91.28,0.78,117.02564102564102
2017-03-03,91.5,0.78,117.3076923076923
2017-03-06,91.16,0.78,116.87179487179486
2017-03-07,90.8,0.78,116.41025641025641
2017-03-08,90.9,0.78,116.53846153846155
2017-03-09,91.53,0.78,117.34615384615384
2017-03-10,91.51,0.78,117.32051282051282
2017-03-13,91.18,0.78,116.8974358974359
2017-03-14,91.06,0.78,116.74358974358974
2017-03-15,91.84,0.78,117.74358974358974
2017-03-16,92.77,0.78,118.93589743589743
2017-03-17,91.98,0.78,117.92307692307692
2017-03-20,92.36,0.78,118.41025641025641
2017-03-21,91.9,0.78,117.82051282051282
2017-03-22,92.29,0.78,118.32051282051282
2017-03-23,92.01,0.78,117.96153846153847
2017-03-24,91.68,0.78,117.53846153846155
2017-03-27,91.25,0.78,116.98717948717949
2017-03-28,91.41,0.78,117.19230769230768
2017-03-29,91.49,0.78,117.29487179487178
2017-03-30,91.1,0.78,116.79487179487178
2017-03-31,90.81,0.78,116.42307692307692
2017-04-03,91.06,0.78,116.74358974358974
2017-04-04,91.22,0.78,116.94871794871794
2017-04-05,91.42,0.78,117.2051282051282
2017-04-06,90.95,0.78,116.6025641025641
2017-04-07,90.7,0.78,116.28205128205128
2017-04-10,90.89,0.78,116.52564102564102
2017-04-11,90.83,0.78,116.44871794871794
2017-04-12,91.93,0.78,117.85897435897436
2017-04-13,91.5,0.78,117.3076923076923
2017-04-17,91.58,0.78,117.41025641025641
2017-04-18,92.5,0.78,118.58974358974359
2017-04-19,91.85,0.78,117.75641025641025
2017-04-20,92.04,0.78,118.0
2017-04-21,91.6,0.78,117.43589743589743
2017-04-24,92.56,0.78,118.66666666666667
2017-04-25,92.29,0.78,118.32051282051282
2017-04-26,90.92,0.78,116.56410256410257
2017-04-27,90.83,0.78,116.44871794871794
2017-04-28,90.39,0.78,115.88461538461539
2017-05-01,89.47,0.78,114.7051282051282
2017-05-02,89.0,0.78,114.1025641025641
2017-05-03,89.14,0.78,114.28205128205128
2017-05-04,89.7,0.73,122.87671232876713
2017-05-05,89.63,0.73,122.78082191780821
2017-05-08,89.48,0.73,122.57534246575344
2017-05-09,89.2,0.73,122.19178082191782
2017-05-10,89.33,0.73,122.36986301369863
2017-05-11,89.28,0.73,122.3013698630137
2017-05-12,88.95,0.73,121.84931506849315
2017-05-15,89.45,0.73,122.53424657534248
2017-05-16,89.11,0.73,122.06849315068493
2017-05-17,89.51,0.73,122.6164383561644
2017-05-18,90.16,0.73,123.5068493150685
2017-05-19,90.28,0.73,123.67123287671234
2017-05-22,91.18,0.73,124.90410958904111
2017-05-23,91.87,0.73,125.84931506849315
2017-05-24,92.59,0.73,126.83561643835617
2017-05-25,92.81,0.73,127.13698630136987
2017-05-26,92.99,0.73,127.3835616438356
2017-05-30,92.46,0.73,126.65753424657534
2017-05-31,92.2,0.73,126.3013698630137
2017-06-01,92.73,0.73,127.02739726027399
2017-06-02,93.54,0.73,128.1369863013699
2017-06-05,93.44,0.73,128.0
2017-06-06,93.21,0.73,127.68493150684931
2017-06-07,93.77,0.73,128.45205479452054
2017-06-08,92.57,0.73,126.80821917808218
2017-06-09,90.83,0.73,124.42465753424658
2017-06-12,91.25,0.73,125.0
2017-06-13,91.59,0.73,125.46575342465754
2017-06-14,91.46,0.73,125.2876712328767
2017-06-15,91.65,0.73,125.54794520547946
2017-06-16,89.41,0.73,122.47945205479452
2017-06-19,89.85,0.73,123.08219178082192
2017-06-20,89.28,0.73,122.3013698630137
2017-06-21,89.4,0.73,122.46575342465755
2017-06-22,89.1,0.73,122.05479452054794
2017-06-23,88.85,0.73,121.71232876712328
2017-06-26,88.94,0.73,121.83561643835617
2017-06-27,87.51,0.73,119.87671232876713
2017-06-28,87.82,0.73,120.30136986301369
2017-06-29,85.76,0.73,117.47945205479454
2017-06-30,85.64,0.73,117.31506849315069
2017-07-03,84.47,0.73,115.7123287671233
2017-07-05,83.79,0.73,114.78082191780823
2017-07-06,82.82,0.73,113.45205479452054
2017-07-07,83.04,0.73,113.75342465753425
2017-07-10,82.77,0.73,113.38356164383562
2017-07-11,83.75,0.73,114.72602739726028
2017-07-12,84.7,0.73,116.02739726027399
2017-07-13,84.85,0.73,116.23287671232876
2017-07-14,85.65,0.73,117.32876712328768
2017-07-17,85.6,0.73,117.26027397260273
2017-07-18,85.6,0.73,117.26027397260273
2017-07-19,85.69,0.73,117.38356164383562
2017-07-20,85.9,0.73,117.67123287671234
2017-07-21,86.16,0.73,118.02739726027397
2017-07-24,86.22,0.73,118.10958904109589
2017-07-25,87.42,0.73,119.75342465753425
2017-07-26,87.66,0.73,120.08219178082192
2017-07-27,88.19,0.73,120.8082191780822
2017-07-28,87.64,0.73,120.05479452054794
2017-07-31,87.46,0.73,119.80821917808218
2017-08-01,86.67,0.73,118.72602739726028
2017-08-02,86.87,0.73,119.00000000000001
2017-08-03,86.51,0.73,118.50684931506851
2017-08-04,86.66,0.96,90.27083333333333
2017-08-07,87.02,0.96,90.64583333333333
2017-08-08,86.16,0.96,89.75
2017-08-09,86.46,0.96,90.0625
2017-08-10,85.89,0.96,89.46875
2017-08-11,86.47,0.96,90.07291666666667
2017-08-14,87.02,0.96,90.64583333333333
2017-08-15,86.74,0.96,90.35416666666667
2017-08-16,86.5,0.96,90.10416666666667
2017-08-17,85.11,0.96,88.65625
2017-08-18,84.49,0.96,88.01041666666667
2017-08-21,84.55,0.96,88.07291666666667
2017-08-22,85.05,0.96,88.59375
2017-08-23,84.75,0.96,88.28125
2017-08-24,82.8,0.96,86.25
2017-08-25,82.6,0.96,86.04166666666666
2017-08-28,82.14,0.96,85.5625
2017-08-29,81.44,0.96,84.83333333333333
2017-08-30,81.93,0.96,85.34375000000001
2017-08-31,80.75,0.96,84.11458333333334
2017-09-01,80.85,0.96,84.21875
2017-09-05,81.15,0.96,84.53125000000001
2017-09-06,81.33,0.96,84.71875
2017-09-07,81.46,0.96,84.85416666666666
2017-09-08,81.72,0.96,85.125
2017-09-11,82.55,0.96,85.98958333333333
2017-09-12,82.18,0.96,85.60416666666667
2017-09-13,81.91,0.96,85.32291666666667
2017-09-14,81.28,0.96,84.66666666666667
2017-09-15,81.43,0.96,84.82291666666667
2017-09-18,81.4,0.96,84.79166666666667
2017-09-19,80.83,0.96,84.19791666666667
2017-09-20,79.87,0.96,83.19791666666667
2017-09-21,79.01,0.96,82.30208333333334
2017-09-22,77.52,0.96,80.75
2017-09-25,78.42,0.96,81.6875
2017-09-26,78.59,0.96,81.86458333333334
2017-09-27,78.23,0.96,81.48958333333334
2017-09-28,77.97,0.96,81.21875
2017-09-29,77.55,0.96,80.78125
2017-10-02,77.85,0.96,81.09375
2017-10-03,77.82,0.96,81.0625
2017-10-04,77.77,0.96,81.01041666666667
2017-10-05,78.25,0.96,81.51041666666667
2017-10-06,78.18,0.96,81.43750000000001
2017-10-09,77.33,0.96,80.55208333333333
2017-10-10,78.14,0.96,81.39583333333334
2017-10-11,78.19,0.96,81.44791666666667
2017-10-12,78.15,0.96,81.40625000000001
2017-10-13,77.74,0.96,80.97916666666667
2017-10-16,77.65,0.96,80.88541666666667
2017-10-17,77.54,0.96,80.77083333333334
2017-10-18,77.1,0.96,80.3125
2017-10-19,76.47,0.96,79.65625
2017-10-20,76.71,0.96,79.90625
2017-10-23,77.06,0.96,80.27083333333334
2017-10-24,77.22,0.96,80.4375
2017-10-25,77.33,0.96,80.55208333333333
2017-10-26,77.3,0.96,80.52083333333333
2017-10-27,77.3,0.96,80.52083333333333
2017-10-30,75.27,0.96,78.40625
2017-10-31,77.33,0.96,80.55208333333333
2017-11-01,77.7,0.96,80.9375
2017-11-02,78.03,0.96,81.28125
2017-11-03,78.0,0.96,81.25
2017-11-06,77.0,0.96,80.20833333333334
2017-11-07,78.18,0.77,101.53246753246754
2017-11-08,79.58,0.77,103.35064935064935
2017-11-09,79.41,0.77,103.12987012987013
2017-11-10,79.72,0.77,103.53246753246754
2017-11-13,79.85,0.77,103.7012987012987
