date,KHC,KHC_EPS,PE Ratio
2020-04-16,29.23,0.15,194.86666666666667
2020-04-17,29.33,0.15,195.53333333333333
2020-04-20,29.17,0.15,194.4666666666667
2020-04-21,28.47,0.15,189.8
2020-04-22,28.76,0.15,191.73333333333335
2020-04-23,28.53,0.15,190.20000000000002
2020-04-24,29.23,0.15,194.86666666666667
2020-04-27,30.19,0.15,201.26666666666668
2020-04-28,30.43,0.15,202.86666666666667
2020-04-29,30.53,0.15,203.53333333333336
2020-04-30,30.33,0.15,202.2
2020-05-01,29.38,0.31,94.77419354838709
2020-05-04,28.93,0.31,93.3225806451613
2020-05-05,28.94,0.31,93.35483870967742
2020-05-06,29.4,0.31,94.83870967741935
2020-05-07,28.83,0.31,93.0
2020-05-08,29.56,0.31,95.35483870967741
2020-05-11,29.33,0.31,94.61290322580645
2020-05-12,29.38,0.31,94.77419354838709
2020-05-13,28.76,0.31,92.7741935483871
2020-05-14,28.8,0.31,92.90322580645162
2020-05-15,29.2,0.31,94.19354838709677
2020-05-18,30.87,0.31,99.58064516129032
2020-05-19,29.91,0.31,96.48387096774194
2020-05-20,30.24,0.31,97.54838709677419
2020-05-21,29.71,0.31,95.83870967741936
2020-05-22,29.95,0.31,96.61290322580645
2020-05-26,30.22,0.31,97.48387096774194
2020-05-27,31.03,0.31,100.0967741935484
2020-05-28,30.39,0.31,98.03225806451613
2020-05-29,30.47,0.31,98.29032258064515
2020-06-01,30.42,0.31,98.12903225806453
2020-06-02,31.43,0.31,101.38709677419355
2020-06-03,31.31,0.31,101.0
2020-06-04,31.49,0.31,101.58064516129032
2020-06-05,32.62,0.31,105.2258064516129
2020-06-08,33.97,0.31,109.58064516129032
2020-06-09,33.1,0.31,106.7741935483871
2020-06-10,32.5,0.31,104.83870967741936
2020-06-11,31.18,0.31,100.58064516129032
2020-06-12,31.8,0.31,102.58064516129032
2020-06-15,32.119999,0.31,103.6129
2020-06-16,32.73,0.31,105.58064516129032
2020-06-17,32.799999,0.31,105.80644838709678
2020-06-18,33.18,0.31,107.03225806451613
2020-06-19,33.48,0.31,107.99999999999999
2020-06-22,33.150002,0.31,106.93549032258065
2020-06-23,32.400002,0.31,104.51613548387097
2020-06-24,32.130001,0.31,103.64516451612903
2020-06-25,31.879999,0.31,102.83870645161291
2020-06-26,30.9,0.31,99.6774193548387
2020-06-29,31.639999,0.31,102.0645129032258
2020-06-30,31.889999,0.31,102.87096451612904
2020-07-01,31.67,0.31,102.16129032258065
2020-07-02,31.809999,0.31,102.61290000000001
2020-07-06,32.0,0.31,103.22580645161291
2020-07-07,32.049999,0.31,103.3870935483871
2020-07-08,31.860001,0.31,102.77419677419356
2020-07-09,31.370001,0.31,101.19355161290322
2020-07-10,32.279999,0.31,104.12902903225806
2020-07-13,32.509998,0.31,104.8709612903226
2020-07-14,33.310001,0.31,107.45161612903226
2020-07-15,33.150002,0.31,106.93549032258065
2020-07-16,34.400002,0.31,110.96774838709678
2020-07-17,35.009998,0.31,112.93547741935485
2020-07-20,34.119999,0.31,110.0645129032258
2020-07-21,34.529999,0.31,111.38709354838709
2020-07-22,34.900002,0.31,112.58065161290322
2020-07-23,34.860001,0.31,112.45161612903225
2020-07-24,34.68,0.31,111.87096774193549
2020-07-27,34.84,0.31,112.38709677419357
2020-07-28,35.25,0.31,113.70967741935483
2020-07-29,35.57,0.31,114.74193548387098
2020-07-30,34.389999,0.31,110.9354806451613
2020-07-31,34.380001,-1.35,-25.466667407407407
2020-08-03,34.790001,-1.35,-25.770371111111107
2020-08-04,35.080002,-1.35,-25.985186666666664
2020-08-05,34.779999,-1.35,-25.762962222222217
2020-08-06,35.279999,-1.35,-26.133332592592588
