date,NWSA,NWSA_EPS,PE Ratio
2013-12-31,18.02,0.05,360.4
2014-01-02,17.95,0.05,358.99999999999994
2014-01-03,17.82,0.05,356.4
2014-01-06,17.58,0.05,351.59999999999997
2014-01-07,17.4,0.05,347.99999999999994
2014-01-08,17.29,0.05,345.79999999999995
2014-01-09,17.34,0.05,346.79999999999995
2014-01-10,17.4,0.05,347.99999999999994
2014-01-13,17.15,0.05,342.99999999999994
2014-01-14,17.3,0.05,346.0
2014-01-15,17.21,0.05,344.2
2014-01-16,17.08,0.05,341.59999999999997
2014-01-17,17.08,0.05,341.59999999999997
2014-01-21,16.76,0.05,335.2
2014-01-22,16.65,0.05,332.99999999999994
2014-01-23,16.53,0.05,330.6
2014-01-24,16.17,0.05,323.40000000000003
2014-01-27,16.39,0.05,327.8
2014-01-28,16.24,0.05,324.79999999999995
2014-01-29,16.22,0.05,324.4
2014-01-30,16.2,0.05,323.99999999999994
2014-01-31,15.96,0.05,319.2
2014-02-03,15.52,0.05,310.4
2014-02-04,15.52,0.05,310.4
2014-02-05,15.61,0.05,312.2
2014-02-06,16.02,0.05,320.4
2014-02-07,17.41,0.26,66.96153846153845
2014-02-10,17.51,0.26,67.34615384615385
2014-02-11,17.93,0.26,68.96153846153845
2014-02-12,17.65,0.26,67.88461538461537
2014-02-13,17.66,0.26,67.92307692307692
2014-02-14,17.68,0.26,68.0
2014-02-18,17.75,0.26,68.26923076923077
2014-02-19,17.59,0.26,67.65384615384615
2014-02-20,17.5,0.26,67.3076923076923
2014-02-21,17.68,0.26,68.0
2014-02-24,17.94,0.26,69.0
2014-02-25,17.96,0.26,69.07692307692308
2014-02-26,18.03,0.26,69.34615384615385
2014-02-27,18.02,0.26,69.3076923076923
2014-02-28,18.33,0.26,70.49999999999999
2014-03-03,18.12,0.26,69.6923076923077
2014-03-04,18.4,0.26,70.76923076923076
2014-03-05,18.3,0.26,70.38461538461539
2014-03-06,18.28,0.26,70.3076923076923
2014-03-07,17.91,0.26,68.88461538461539
2014-03-10,17.76,0.26,68.3076923076923
2014-03-11,17.71,0.26,68.11538461538461
2014-03-12,17.83,0.26,68.57692307692307
2014-03-13,17.34,0.26,66.6923076923077
2014-03-14,17.43,0.26,67.03846153846153
2014-03-17,17.39,0.26,66.88461538461539
2014-03-18,17.71,0.26,68.11538461538461
2014-03-19,17.55,0.26,67.5
2014-03-20,17.51,0.26,67.34615384615385
2014-03-21,17.58,0.26,67.61538461538461
2014-03-24,17.47,0.26,67.19230769230768
2014-03-25,17.36,0.26,66.76923076923076
2014-03-26,17.03,0.26,65.5
2014-03-27,17.02,0.26,65.46153846153845
2014-03-28,17.03,0.26,65.5
2014-03-31,17.22,0.26,66.23076923076923
2014-04-01,17.44,0.26,67.07692307692308
2014-04-02,17.44,0.26,67.07692307692308
2014-04-03,17.11,0.26,65.8076923076923
2014-04-04,17.12,0.26,65.84615384615385
2014-04-07,17.08,0.26,65.69230769230768
2014-04-08,17.05,0.26,65.57692307692308
2014-04-09,17.2,0.26,66.15384615384615
2014-04-10,16.83,0.26,64.73076923076923
2014-04-11,16.54,0.26,63.61538461538461
2014-04-14,16.77,0.26,64.5
2014-04-15,16.63,0.26,63.96153846153845
2014-04-16,16.79,0.26,64.57692307692307
2014-04-17,16.88,0.26,64.92307692307692
2014-04-21,16.95,0.26,65.1923076923077
2014-04-22,17.01,0.26,65.42307692307692
2014-04-23,17.23,0.26,66.26923076923077
2014-04-24,17.28,0.26,66.46153846153847
2014-04-25,17.13,0.26,65.88461538461537
2014-04-28,17.13,0.26,65.88461538461537
2014-04-29,17.21,0.26,66.1923076923077
2014-04-30,17.02,0.26,65.46153846153845
2014-05-01,17.3,0.26,66.53846153846153
2014-05-02,17.31,0.26,66.57692307692307
2014-05-05,17.4,0.26,66.92307692307692
2014-05-06,17.14,0.26,65.92307692307692
2014-05-07,17.08,0.26,65.69230769230768
2014-05-08,17.11,0.26,65.8076923076923
2014-05-09,18.0,0.08,225.0
2014-05-12,17.85,0.08,223.125
2014-05-13,17.72,0.08,221.49999999999997
2014-05-14,17.19,0.08,214.875
2014-05-15,16.87,0.08,210.875
2014-05-16,17.05,0.08,213.125
2014-05-19,17.03,0.08,212.875
2014-05-20,16.75,0.08,209.375
2014-05-21,16.91,0.08,211.375
2014-05-22,17.17,0.08,214.62500000000003
2014-05-23,17.09,0.08,213.625
2014-05-27,17.22,0.08,215.24999999999997
2014-05-28,17.11,0.08,213.875
2014-05-29,17.12,0.08,214.0
2014-05-30,17.06,0.08,213.24999999999997
2014-06-02,17.26,0.08,215.75000000000003
2014-06-03,17.37,0.08,217.125
2014-06-04,17.47,0.08,218.37499999999997
2014-06-05,17.72,0.08,221.49999999999997
2014-06-06,17.69,0.08,221.125
2014-06-09,17.66,0.08,220.75
2014-06-10,17.61,0.08,220.125
2014-06-11,17.63,0.08,220.37499999999997
2014-06-12,17.3,0.08,216.25
2014-06-13,17.23,0.08,215.375
2014-06-16,17.12,0.08,214.0
2014-06-17,17.25,0.08,215.625
2014-06-18,17.58,0.08,219.74999999999997
2014-06-19,17.67,0.08,220.87500000000003
2014-06-20,17.63,0.08,220.37499999999997
2014-06-23,17.37,0.08,217.125
2014-06-24,17.49,0.08,218.62499999999997
2014-06-25,17.71,0.08,221.375
2014-06-26,18.02,0.08,225.25
2014-06-27,17.98,0.08,224.75
2014-06-30,17.94,0.08,224.25
2014-07-01,18.1,0.08,226.25
2014-07-02,18.26,0.08,228.25000000000003
2014-07-03,18.28,0.08,228.5
2014-07-07,18.12,0.08,226.5
2014-07-08,18.14,0.08,226.75
2014-07-09,18.22,0.08,227.74999999999997
2014-07-10,17.99,0.08,224.87499999999997
2014-07-11,18.09,0.08,226.125
2014-07-14,18.18,0.08,227.25
2014-07-15,18.27,0.08,228.375
2014-07-16,18.23,0.08,227.875
2014-07-17,18.05,0.08,225.625
2014-07-18,18.22,0.08,227.74999999999997
2014-07-21,18.13,0.08,226.62499999999997
2014-07-22,18.1,0.08,226.25
2014-07-23,18.11,0.08,226.375
2014-07-24,18.29,0.08,228.62499999999997
2014-07-25,18.14,0.08,226.75
2014-07-28,18.06,0.08,225.74999999999997
2014-07-29,17.87,0.08,223.375
2014-07-30,17.85,0.08,223.125
2014-07-31,17.65,0.08,220.62499999999997
2014-08-01,17.77,0.08,222.125
2014-08-04,17.84,0.08,223.0
2014-08-05,17.65,0.08,220.62499999999997
2014-08-06,17.63,0.08,220.37499999999997
2014-08-07,17.42,0.08,217.75000000000003
2014-08-08,17.15,0.08,214.37499999999997
2014-08-11,17.34,0.08,216.75
2014-08-12,17.25,0.08,215.625
2014-08-13,17.11,0.08,213.875
2014-08-14,17.31,0.02,865.4999999999999
2014-08-15,17.25,0.02,862.5
2014-08-18,17.2,0.02,860.0
2014-08-19,17.15,0.02,857.4999999999999
2014-08-20,17.45,0.02,872.5
2014-08-21,17.58,0.02,878.9999999999999
2014-08-22,17.49,0.02,874.4999999999999
2014-08-25,17.66,0.02,883.0
2014-08-26,17.62,0.02,881.0
2014-08-27,17.68,0.02,884.0
2014-08-28,17.67,0.02,883.5000000000001
2014-08-29,17.63,0.02,881.4999999999999
2014-09-02,17.43,0.02,871.5
2014-09-03,17.6,0.02,880.0
2014-09-04,17.6,0.02,880.0
2014-09-05,17.75,0.02,887.5
2014-09-08,17.62,0.02,881.0
2014-09-09,17.29,0.02,864.4999999999999
2014-09-10,17.47,0.02,873.4999999999999
2014-09-11,17.28,0.02,864.0
2014-09-12,17.12,0.02,856.0
2014-09-15,17.05,0.02,852.5
2014-09-16,17.04,0.02,851.9999999999999
2014-09-17,17.04,0.02,851.9999999999999
2014-09-18,17.03,0.02,851.5
2014-09-19,17.22,0.02,860.9999999999999
2014-09-22,17.05,0.02,852.5
2014-09-23,16.92,0.02,846.0000000000001
2014-09-24,16.91,0.02,845.5
2014-09-25,16.71,0.02,835.5
2014-09-26,16.98,0.02,849.0
2014-09-29,16.8,0.02,840.0
2014-09-30,16.35,0.02,817.5
2014-10-01,15.98,0.02,799.0
2014-10-02,15.81,0.02,790.5
2014-10-03,15.91,0.02,795.5
2014-10-06,15.93,0.02,796.5
2014-10-07,15.47,0.02,773.5
2014-10-08,15.98,0.02,799.0
2014-10-09,15.48,0.02,774.0
2014-10-10,15.11,0.02,755.5
2014-10-13,14.64,0.02,732.0
2014-10-14,14.79,0.02,739.4999999999999
2014-10-15,14.7,0.02,735.0
2014-10-16,14.6,0.02,730.0
2014-10-17,14.71,0.02,735.5
2014-10-20,14.9,0.02,745.0
2014-10-21,15.41,0.02,770.5
2014-10-22,15.26,0.02,763.0
2014-10-23,15.51,0.02,775.5
2014-10-24,15.73,0.02,786.5
2014-10-27,15.46,0.02,773.0
2014-10-28,15.53,0.02,776.5
2014-10-29,15.53,0.02,776.5
2014-10-30,15.49,0.02,774.5
2014-10-31,15.48,0.02,774.0
2014-11-03,15.56,0.02,778.0
2014-11-04,15.15,0.02,757.5
2014-11-05,15.3,0.02,765.0
2014-11-06,15.33,0.11,139.36363636363637
2014-11-07,15.15,0.11,137.72727272727272
2014-11-10,15.24,0.11,138.54545454545453
2014-11-11,15.24,0.11,138.54545454545453
2014-11-12,15.27,0.11,138.8181818181818
2014-11-13,14.99,0.11,136.27272727272728
2014-11-14,15.2,0.11,138.1818181818182
2014-11-17,15.04,0.11,136.72727272727272
2014-11-18,15.01,0.11,136.45454545454544
2014-11-19,15.19,0.11,138.0909090909091
2014-11-20,15.14,0.11,137.63636363636365
2014-11-21,15.17,0.11,137.9090909090909
2014-11-24,15.46,0.11,140.54545454545456
2014-11-25,15.45,0.11,140.45454545454544
2014-11-26,15.68,0.11,142.54545454545453
2014-11-28,15.52,0.11,141.0909090909091
2014-12-01,15.56,0.11,141.45454545454547
2014-12-02,15.74,0.11,143.0909090909091
2014-12-03,15.79,0.11,143.54545454545453
2014-12-04,15.71,0.11,142.8181818181818
2014-12-05,15.82,0.11,143.8181818181818
2014-12-08,15.5,0.11,140.9090909090909
2014-12-09,15.69,0.11,142.63636363636363
2014-12-10,15.34,0.11,139.45454545454544
2014-12-11,15.33,0.11,139.36363636363637
2014-12-12,15.05,0.11,136.8181818181818
2014-12-15,14.76,0.11,134.1818181818182
2014-12-16,14.63,0.11,133.0
2014-12-17,14.89,0.11,135.36363636363637
2014-12-18,15.02,0.11,136.54545454545453
2014-12-19,15.22,0.11,138.36363636363637
2014-12-22,15.38,0.11,139.8181818181818
2014-12-23,15.61,0.11,141.9090909090909
2014-12-24,15.48,0.11,140.72727272727272
2014-12-26,15.57,0.11,141.54545454545456
2014-12-29,15.74,0.11,143.0909090909091
2014-12-30,15.77,0.11,143.36363636363635
2014-12-31,15.69,0.11,142.63636363636363
2015-01-02,15.59,0.11,141.72727272727272
2015-01-05,15.12,0.11,137.45454545454544
2015-01-06,14.91,0.11,135.54545454545453
2015-01-07,14.87,0.11,135.1818181818182
2015-01-08,15.34,0.11,139.45454545454544
2015-01-09,15.41,0.11,140.0909090909091
2015-01-12,15.28,0.11,138.9090909090909
2015-01-13,15.23,0.11,138.45454545454547
2015-01-14,15.1,0.11,137.27272727272728
2015-01-15,15.01,0.11,136.45454545454544
2015-01-16,15.06,0.11,136.9090909090909
2015-01-20,14.93,0.11,135.72727272727272
2015-01-21,14.95,0.11,135.9090909090909
2015-01-22,15.2,0.11,138.1818181818182
2015-01-23,15.18,0.11,138.0
2015-01-26,15.54,0.11,141.27272727272725
2015-01-27,15.45,0.11,140.45454545454544
2015-01-28,15.14,0.11,137.63636363636365
2015-01-29,14.93,0.11,135.72727272727272
2015-01-30,14.89,0.11,135.36363636363637
2015-02-02,14.94,0.11,135.8181818181818
2015-02-03,15.61,0.11,141.9090909090909
2015-02-04,15.59,0.11,141.72727272727272
2015-02-05,15.73,0.11,143.0
2015-02-06,16.26,0.25,65.04
2015-02-09,16.72,0.25,66.88
2015-02-10,16.77,0.25,67.08
2015-02-11,16.76,0.25,67.04
2015-02-12,16.84,0.25,67.36
2015-02-13,16.89,0.25,67.56
2015-02-17,17.11,0.25,68.44
2015-02-18,16.96,0.25,67.84
2015-02-19,17.04,0.25,68.16
2015-02-20,17.14,0.25,68.56
2015-02-23,17.32,0.25,69.28
2015-02-24,17.29,0.25,69.16
2015-02-25,17.44,0.25,69.76
2015-02-26,17.33,0.25,69.32
2015-02-27,17.27,0.25,69.08
2015-03-02,17.44,0.25,69.76
2015-03-03,17.21,0.25,68.84
2015-03-04,17.09,0.25,68.36
2015-03-05,17.1,0.25,68.4
2015-03-06,16.83,0.25,67.32
2015-03-09,16.68,0.25,66.72
2015-03-10,16.23,0.25,64.92
2015-03-11,16.4,0.25,65.6
2015-03-12,16.75,0.25,67.0
2015-03-13,16.7,0.25,66.8
2015-03-16,16.92,0.25,67.68
2015-03-17,16.75,0.25,67.0
2015-03-18,16.89,0.25,67.56
2015-03-19,16.69,0.25,66.76
2015-03-20,16.84,0.25,67.36
2015-03-23,16.88,0.25,67.52
2015-03-24,16.77,0.25,67.08
2015-03-25,16.42,0.25,65.68
2015-03-26,16.18,0.25,64.72
2015-03-27,16.15,0.25,64.6
2015-03-30,16.22,0.25,64.88
2015-03-31,16.01,0.25,64.04
2015-04-01,16.11,0.25,64.44
2015-04-02,16.18,0.25,64.72
2015-04-06,16.25,0.25,65.0
2015-04-07,16.12,0.25,64.48
2015-04-08,16.06,0.25,64.24
2015-04-09,15.94,0.25,63.76
2015-04-10,15.92,0.25,63.68
2015-04-13,16.07,0.25,64.28
2015-04-14,15.98,0.25,63.92
2015-04-15,15.95,0.25,63.8
2015-04-16,15.89,0.25,63.56
2015-04-17,15.59,0.25,62.36
2015-04-20,15.65,0.25,62.6
2015-04-21,15.52,0.25,62.08
2015-04-22,15.56,0.25,62.24
2015-04-23,15.56,0.25,62.24
2015-04-24,15.53,0.25,62.12
2015-04-27,15.57,0.25,62.28
2015-04-28,15.97,0.25,63.88
2015-04-29,15.79,0.25,63.16
2015-04-30,15.78,0.25,63.12
2015-05-01,16.05,0.25,64.2
2015-05-04,16.17,0.25,64.68
2015-05-05,16.02,0.25,64.08
2015-05-06,14.99,0.04,374.75
2015-05-07,14.97,0.04,374.25
2015-05-08,15.14,0.04,378.5
2015-05-11,15.71,0.04,392.75
2015-05-12,15.35,0.04,383.75
2015-05-13,15.26,0.04,381.5
2015-05-14,15.39,0.04,384.75
2015-05-15,15.55,0.04,388.75
2015-05-18,15.68,0.04,392.0
2015-05-19,15.68,0.04,392.0
2015-05-20,15.63,0.04,390.75
2015-05-21,15.63,0.04,390.75
2015-05-22,15.54,0.04,388.49999999999994
2015-05-26,15.34,0.04,383.5
2015-05-27,15.44,0.04,386.0
2015-05-28,15.35,0.04,383.75
2015-05-29,15.15,0.04,378.75
2015-06-01,15.23,0.04,380.75
2015-06-02,15.16,0.04,379.0
2015-06-03,15.22,0.04,380.5
2015-06-04,15.0,0.04,375.0
2015-06-05,15.0,0.04,375.0
2015-06-08,14.84,0.04,371.0
2015-06-09,14.56,0.04,364.0
2015-06-10,14.65,0.04,366.25
2015-06-11,14.58,0.04,364.5
2015-06-12,14.41,0.04,360.25
2015-06-15,14.2,0.04,355.0
2015-06-16,14.2,0.04,355.0
2015-06-17,14.22,0.04,355.5
2015-06-18,14.54,0.04,363.49999999999994
2015-06-19,14.97,0.04,374.25
2015-06-22,15.05,0.04,376.25
2015-06-23,14.99,0.04,374.75
2015-06-24,14.83,0.04,370.75
2015-06-25,14.75,0.04,368.75
2015-06-26,15.2,0.04,380.0
2015-06-29,14.45,0.04,361.25
2015-06-30,14.59,0.04,364.75
2015-07-01,14.64,0.04,366.0
2015-07-02,14.6,0.04,365.0
2015-07-06,14.3,0.04,357.5
2015-07-07,14.35,0.04,358.75
2015-07-08,14.16,0.04,354.0
2015-07-09,14.18,0.04,354.5
2015-07-10,14.25,0.04,356.25
2015-07-13,14.43,0.04,360.75
2015-07-14,14.43,0.04,360.75
2015-07-15,14.43,0.04,360.75
2015-07-16,14.66,0.04,366.5
2015-07-17,14.81,0.04,370.25
2015-07-20,14.9,0.04,372.5
2015-07-21,14.58,0.04,364.5
2015-07-22,14.61,0.04,365.25
2015-07-23,14.72,0.04,368.0
2015-07-24,14.86,0.04,371.5
2015-07-27,14.83,0.04,370.75
2015-07-28,14.79,0.04,369.74999999999994
2015-07-29,14.83,0.04,370.75
2015-07-30,14.8,0.04,370.0
2015-07-31,14.73,0.04,368.25
2015-08-03,14.54,0.04,363.49999999999994
2015-08-04,14.56,0.04,364.0
2015-08-05,14.6,0.04,365.0
2015-08-06,14.02,0.04,350.5
2015-08-07,14.11,0.04,352.75
2015-08-10,14.35,0.04,358.75
2015-08-11,13.96,0.04,349.0
2015-08-12,14.12,0.04,353.0
2015-08-13,15.19,-0.66,-23.015151515151512
2015-08-14,15.18,-0.66,-23.0
2015-08-17,15.25,-0.66,-23.106060606060606
2015-08-18,15.13,-0.66,-22.924242424242426
2015-08-19,15.03,-0.66,-22.77272727272727
2015-08-20,14.26,-0.66,-21.606060606060606
2015-08-21,13.91,-0.66,-21.075757575757574
2015-08-24,13.04,-0.66,-19.757575757575754
2015-08-25,12.94,-0.66,-19.606060606060606
2015-08-26,13.22,-0.66,-20.03030303030303
2015-08-27,13.62,-0.66,-20.636363636363633
2015-08-28,13.8,-0.66,-20.90909090909091
2015-08-31,13.63,-0.66,-20.651515151515152
2015-09-01,13.07,-0.66,-19.8030303030303
2015-09-02,13.13,-0.66,-19.893939393939394
2015-09-03,13.32,-0.66,-20.18181818181818
2015-09-04,12.82,-0.66,-19.424242424242422
2015-09-08,13.35,-0.66,-20.227272727272727
2015-09-09,13.22,-0.66,-20.03030303030303
2015-09-10,13.01,-0.66,-19.71212121212121
2015-09-11,13.05,-0.66,-19.772727272727273
2015-09-14,12.81,-0.66,-19.40909090909091
2015-09-15,12.94,-0.66,-19.606060606060606
2015-09-16,13.04,-0.66,-19.757575757575754
2015-09-17,13.21,-0.66,-20.015151515151516
2015-09-18,12.92,-0.66,-19.575757575757574
2015-09-21,12.93,-0.66,-19.59090909090909
2015-09-22,12.79,-0.66,-19.378787878787875
2015-09-23,12.75,-0.66,-19.318181818181817
2015-09-24,12.83,-0.66,-19.439393939393938
2015-09-25,12.75,-0.66,-19.318181818181817
2015-09-28,12.29,-0.66,-18.621212121212118
2015-09-29,12.26,-0.66,-18.575757575757574
2015-09-30,12.62,-0.66,-19.121212121212118
2015-10-01,12.73,-0.66,-19.28787878787879
2015-10-02,13.04,-0.66,-19.757575757575754
2015-10-05,13.41,-0.66,-20.318181818181817
2015-10-06,13.5,-0.66,-20.454545454545453
2015-10-07,13.63,-0.66,-20.651515151515152
2015-10-08,14.05,-0.66,-21.28787878787879
2015-10-09,13.96,-0.66,-21.151515151515152
2015-10-12,13.91,-0.66,-21.075757575757574
2015-10-13,13.91,-0.66,-21.075757575757574
2015-10-14,13.98,-0.66,-21.18181818181818
2015-10-15,14.29,-0.66,-21.65151515151515
2015-10-16,14.59,-0.66,-22.106060606060606
2015-10-19,14.58,-0.66,-22.09090909090909
2015-10-20,14.57,-0.66,-22.075757575757574
2015-10-21,14.24,-0.66,-21.575757575757574
2015-10-22,14.69,-0.66,-22.257575757575754
2015-10-23,15.0,-0.66,-22.727272727272727
2015-10-26,14.71,-0.66,-22.28787878787879
2015-10-27,14.69,-0.66,-22.257575757575754
2015-10-28,15.0,-0.66,-22.727272727272727
2015-10-29,15.12,-0.66,-22.909090909090907
2015-10-30,15.4,-0.66,-23.333333333333332
2015-11-02,15.63,-0.66,-23.681818181818183
2015-11-03,15.41,-0.66,-23.348484848484848
2015-11-04,15.44,-0.66,-23.39393939393939
2015-11-05,15.35,-0.66,-23.257575757575754
2015-11-06,14.88,0.3,49.6
2015-11-09,14.42,0.3,48.06666666666667
2015-11-10,14.44,0.3,48.13333333333333
2015-11-11,14.38,0.3,47.93333333333334
2015-11-12,14.11,0.3,47.03333333333333
2015-11-13,13.78,0.3,45.93333333333333
2015-11-16,14.14,0.3,47.13333333333334
2015-11-17,14.14,0.3,47.13333333333334
2015-11-18,14.27,0.3,47.56666666666667
2015-11-19,14.19,0.3,47.3
2015-11-20,14.26,0.3,47.53333333333333
2015-11-23,14.32,0.3,47.733333333333334
2015-11-24,14.43,0.3,48.1
2015-11-25,14.43,0.3,48.1
2015-11-27,14.25,0.3,47.5
2015-11-30,14.35,0.3,47.833333333333336
2015-12-01,14.63,0.3,48.76666666666667
2015-12-02,14.41,0.3,48.03333333333334
2015-12-03,13.78,0.3,45.93333333333333
2015-12-04,14.06,0.3,46.86666666666667
2015-12-07,13.87,0.3,46.233333333333334
2015-12-08,13.5,0.3,45.0
2015-12-09,13.5,0.3,45.0
2015-12-10,13.75,0.3,45.833333333333336
2015-12-11,13.32,0.3,44.400000000000006
2015-12-14,13.26,0.3,44.2
2015-12-15,13.46,0.3,44.866666666666674
2015-12-16,13.67,0.3,45.56666666666667
2015-12-17,13.36,0.3,44.53333333333333
2015-12-18,13.18,0.3,43.93333333333334
2015-12-21,13.36,0.3,44.53333333333333
2015-12-22,13.31,0.3,44.36666666666667
2015-12-23,13.7,0.3,45.666666666666664
2015-12-24,13.62,0.3,45.4
2015-12-28,13.52,0.3,45.06666666666667
2015-12-29,13.72,0.3,45.733333333333334
2015-12-30,13.52,0.3,45.06666666666667
2015-12-31,13.36,0.3,44.53333333333333
2016-01-04,13.21,0.3,44.03333333333334
2016-01-05,12.77,0.3,42.56666666666667
2016-01-06,12.71,0.3,42.366666666666674
2016-01-07,12.42,0.3,41.4
2016-01-08,12.58,0.3,41.93333333333334
2016-01-11,12.21,0.3,40.7
2016-01-12,12.43,0.3,41.43333333333334
2016-01-13,12.19,0.3,40.63333333333333
2016-01-14,12.71,0.3,42.366666666666674
2016-01-15,12.51,0.3,41.7
2016-01-19,12.35,0.3,41.166666666666664
2016-01-20,12.15,0.3,40.5
2016-01-21,12.37,0.3,41.233333333333334
2016-01-22,12.7,0.3,42.333333333333336
2016-01-25,12.5,0.3,41.66666666666667
2016-01-26,12.8,0.3,42.66666666666667
2016-01-27,12.7,0.3,42.333333333333336
2016-01-28,12.84,0.3,42.800000000000004
2016-01-29,12.97,0.3,43.233333333333334
2016-02-01,12.7,0.3,42.333333333333336
2016-02-02,12.12,0.3,40.4
2016-02-03,12.24,0.3,40.800000000000004
2016-02-04,12.21,0.3,40.7
2016-02-05,11.1,0.11,100.9090909090909
2016-02-08,10.56,0.11,96.0
2016-02-09,10.49,0.11,95.36363636363636
2016-02-10,10.6,0.11,96.36363636363636
2016-02-11,10.4,0.11,94.54545454545455
2016-02-12,10.75,0.11,97.72727272727273
2016-02-16,10.94,0.11,99.45454545454545
2016-02-17,11.0,0.11,100.0
2016-02-18,10.85,0.11,98.63636363636363
2016-02-19,10.92,0.11,99.27272727272727
2016-02-22,11.1,0.11,100.9090909090909
2016-02-23,10.89,0.11,99.0
2016-02-24,10.79,0.11,98.09090909090908
2016-02-25,10.87,0.11,98.81818181818181
2016-02-26,10.92,0.11,99.27272727272727
2016-02-29,10.82,0.11,98.36363636363636
2016-03-01,10.77,0.11,97.9090909090909
2016-03-02,10.89,0.11,99.0
2016-03-03,10.91,0.11,99.18181818181819
2016-03-04,11.0,0.11,100.0
2016-03-07,11.31,0.11,102.81818181818183
2016-03-08,10.92,0.11,99.27272727272727
2016-03-09,11.09,0.11,100.81818181818181
2016-03-10,11.09,0.11,100.81818181818181
2016-03-11,11.75,0.11,106.81818181818181
2016-03-14,11.56,0.11,105.0909090909091
2016-03-15,11.57,0.11,105.18181818181819
2016-03-16,12.06,0.11,109.63636363636364
2016-03-17,12.44,0.11,113.09090909090908
2016-03-18,12.31,0.11,111.9090909090909
2016-03-21,12.38,0.11,112.54545454545455
