date,UAL,UAL_EPS,PE Ratio
2006-04-07,38.82,0.0,inf
2006-04-10,37.76,0.0,inf
2006-04-11,38.3,0.0,inf
2006-04-12,38.88,0.0,inf
2006-04-13,39.43,0.0,inf
2006-04-17,38.61,0.0,inf
2006-04-18,37.87,0.0,inf
2006-04-19,38.04,0.0,inf
2006-04-20,36.79,0.0,inf
2006-04-21,34.44,0.0,inf
2006-04-24,36.07,0.0,inf
2006-04-25,35.9,0.0,inf
2006-04-26,35.76,0.0,inf
2006-04-27,36.83,0.0,inf
2006-04-28,36.01,0.0,inf
2006-05-01,35.28,0.0,inf
2006-05-02,36.01,0.0,inf
2006-05-03,37.62,0.0,inf
2006-05-04,38.63,0.0,inf
2006-05-05,38.97,0.0,inf
2006-05-08,35.5,0.0,inf
2006-05-09,35.2,0.0,inf
2006-05-10,34.61,-1.95,-17.74871794871795
2006-05-11,33.68,-1.95,-17.27179487179487
2006-05-12,33.5,-1.95,-17.17948717948718
2006-05-15,33.83,-1.95,-17.348717948717947
2006-05-16,32.69,-1.95,-16.764102564102565
2006-05-17,32.81,-1.95,-16.825641025641026
2006-05-18,32.44,-1.95,-16.635897435897434
2006-05-19,32.92,-1.95,-16.882051282051282
2006-05-22,32.15,-1.95,-16.487179487179485
2006-05-23,31.57,-1.95,-16.18974358974359
2006-05-24,30.39,-1.95,-15.584615384615386
2006-05-25,30.6,-1.95,-15.692307692307693
2006-05-26,31.05,-1.95,-15.923076923076923
2006-05-30,28.99,-1.95,-14.866666666666665
2006-05-31,29.43,-1.95,-15.092307692307692
2006-06-01,29.85,-1.95,-15.307692307692308
2006-06-02,28.92,-1.95,-14.830769230769231
2006-06-05,27.47,-1.95,-14.087179487179487
2006-06-06,27.68,-1.95,-14.194871794871794
2006-06-07,28.05,-1.95,-14.384615384615385
2006-06-08,27.6,-1.95,-14.153846153846155
2006-06-09,27.59,-1.95,-14.148717948717948
2006-06-12,26.77,-1.95,-13.72820512820513
2006-06-13,27.03,-1.95,-13.861538461538462
2006-06-14,27.81,-1.95,-14.26153846153846
2006-06-15,30.42,-1.95,-15.600000000000001
2006-06-16,31.48,-1.95,-16.143589743589743
2006-06-19,31.6,-1.95,-16.205128205128208
2006-06-20,31.8,-1.95,-16.30769230769231
2006-06-21,32.25,-1.95,-16.53846153846154
2006-06-22,32.5,-1.95,-16.666666666666668
2006-06-23,32.54,-1.95,-16.68717948717949
2006-06-26,31.88,-1.95,-16.348717948717947
2006-06-27,30.12,-1.95,-15.446153846153846
2006-06-28,29.8,-1.95,-15.282051282051283
2006-06-29,30.03,-1.95,-15.4
2006-06-30,31.02,-1.95,-15.907692307692308
2006-07-03,30.97,-1.95,-15.882051282051282
2006-07-05,31.05,-1.95,-15.923076923076923
2006-07-06,31.4,-1.95,-16.102564102564102
2006-07-07,31.15,-1.95,-15.974358974358974
2006-07-10,31.48,-1.95,-16.143589743589743
2006-07-11,30.82,-1.95,-15.805128205128206
2006-07-12,30.77,-1.95,-15.77948717948718
2006-07-13,28.62,-1.95,-14.676923076923078
2006-07-14,26.76,-1.95,-13.723076923076924
2006-07-17,26.68,-1.95,-13.682051282051281
2006-07-18,26.8,-1.95,-13.743589743589745
2006-07-19,28.56,-1.95,-14.646153846153846
2006-07-20,27.67,-1.95,-14.18974358974359
2006-07-21,26.95,-1.95,-13.820512820512821
2006-07-24,28.2,-1.95,-14.461538461538462
2006-07-25,27.51,-1.95,-14.107692307692309
2006-07-26,27.38,-1.95,-14.04102564102564
2006-07-27,26.99,-1.95,-13.84102564102564
2006-07-28,27.52,-1.95,-14.112820512820512
2006-07-31,26.14,-1.95,-13.405128205128205
2006-08-01,25.15,-1.95,-12.897435897435898
2006-08-02,24.25,-0.94,-25.797872340425535
2006-08-03,25.37,-0.94,-26.989361702127663
2006-08-04,24.61,-0.94,-26.180851063829788
2006-08-07,24.95,-0.94,-26.54255319148936
2006-08-08,24.78,-0.94,-26.361702127659576
2006-08-09,23.83,-0.94,-25.351063829787233
2006-08-10,23.52,-0.94,-25.02127659574468
2006-08-11,22.33,-0.94,-23.75531914893617
2006-08-14,22.75,-0.94,-24.20212765957447
2006-08-15,23.31,-0.94,-24.79787234042553
2006-08-16,24.62,-0.94,-26.19148936170213
2006-08-17,24.71,-0.94,-26.287234042553195
2006-08-18,24.88,-0.94,-26.46808510638298
2006-08-21,24.01,-0.94,-25.542553191489365
2006-08-22,24.22,-0.94,-25.76595744680851
2006-08-23,24.78,-0.94,-26.361702127659576
2006-08-24,24.28,-0.94,-25.829787234042556
2006-08-25,23.72,-0.94,-25.23404255319149
2006-08-28,24.48,-0.94,-26.042553191489365
2006-08-29,24.74,-0.94,-26.319148936170212
2006-08-30,25.2,-0.94,-26.80851063829787
2006-08-31,25.0,-0.94,-26.595744680851066
2006-09-01,24.83,-0.94,-26.414893617021278
2006-09-05,25.21,-0.94,-26.819148936170215
2006-09-06,24.89,-0.94,-26.478723404255323
2006-09-07,24.94,-0.94,-26.531914893617024
2006-09-08,25.09,-0.94,-26.69148936170213
2006-09-11,25.11,-0.94,-26.71276595744681
2006-09-12,26.45,-0.94,-28.138297872340427
2006-09-13,26.7,-0.94,-28.404255319148938
2006-09-14,27.62,-0.94,-29.382978723404257
2006-09-15,27.6,-0.94,-29.361702127659576
2006-09-18,26.58,-0.94,-28.27659574468085
2006-09-19,27.8,-0.94,-29.574468085106385
2006-09-20,28.75,-0.94,-30.585106382978726
2006-09-21,27.91,-0.94,-29.69148936170213
2006-09-22,27.82,-0.94,-29.595744680851066
2006-09-25,28.45,-0.94,-30.26595744680851
2006-09-26,28.3,-0.94,-30.106382978723406
2006-09-27,27.41,-0.94,-29.159574468085108
2006-09-28,26.82,-0.94,-28.531914893617024
2006-09-29,26.57,-0.94,-28.265957446808514
2006-10-02,27.9,-0.94,-29.680851063829788
2006-10-03,29.4,-0.94,-31.27659574468085
2006-10-04,29.75,-0.94,-31.648936170212767
2006-10-05,30.1,-0.94,-32.02127659574469
2006-10-06,30.04,-0.94,-31.95744680851064
2006-10-09,29.77,-0.94,-31.670212765957448
2006-10-10,30.49,-0.94,-32.43617021276596
2006-10-11,31.01,-0.94,-32.98936170212766
2006-10-12,31.42,-0.94,-33.42553191489362
2006-10-13,30.95,-0.94,-32.92553191489362
2006-10-16,30.23,-0.94,-32.15957446808511
2006-10-17,30.31,-0.94,-32.24468085106383
2006-10-18,32.48,-0.94,-34.5531914893617
2006-10-19,33.9,-0.94,-36.06382978723404
2006-10-20,35.4,-0.94,-37.659574468085104
2006-10-23,35.41,-0.94,-37.670212765957444
2006-10-24,34.99,-0.94,-37.22340425531915
2006-10-25,34.49,-0.94,-36.69148936170213
2006-10-26,35.71,-0.94,-37.98936170212766
2006-10-27,35.3,-0.94,-37.5531914893617
2006-10-30,36.77,-0.94,-39.11702127659575
2006-10-31,35.94,-0.94,-38.234042553191486
2006-11-01,35.24,-0.94,-37.48936170212767
2006-11-02,35.03,-0.94,-37.265957446808514
2006-11-03,34.77,-0.94,-36.98936170212767
2006-11-06,35.67,-0.94,-37.9468085106383
2006-11-07,35.5,-0.94,-37.765957446808514
2006-11-08,34.94,0.69,50.63768115942029
2006-11-09,34.75,0.69,50.36231884057971
2006-11-10,35.63,0.69,51.637681159420296
2006-11-13,37.0,0.69,53.62318840579711
2006-11-14,36.7,0.69,53.18840579710146
2006-11-15,39.99,0.69,57.956521739130444
2006-11-16,41.5,0.69,60.14492753623189
2006-11-17,40.45,0.69,58.62318840579711
2006-11-20,40.19,0.69,58.2463768115942
2006-11-21,42.28,0.69,61.275362318840585
2006-11-22,44.0,0.69,63.76811594202899
2006-11-24,44.44,0.69,64.40579710144928
2006-11-27,41.63,0.69,60.33333333333334
2006-11-28,40.51,0.69,58.710144927536234
2006-11-29,41.02,0.69,59.44927536231885
2006-11-30,40.58,0.69,58.811594202898554
2006-12-01,40.47,0.69,58.652173913043484
2006-12-04,41.85,0.69,60.652173913043484
2006-12-05,41.92,0.69,60.753623188405804
2006-12-06,42.25,0.69,61.23188405797102
2006-12-07,42.6,0.69,61.739130434782616
2006-12-08,42.94,0.69,62.231884057971016
2006-12-11,44.53,0.69,64.53623188405798
2006-12-12,43.23,0.69,62.65217391304348
2006-12-13,45.24,0.69,65.56521739130436
2006-12-14,44.55,0.69,64.56521739130434
2006-12-15,44.41,0.69,64.3623188405797
2006-12-18,44.71,0.69,64.79710144927537
2006-12-19,45.18,0.69,65.47826086956522
2006-12-20,43.85,0.69,63.550724637681164
2006-12-21,43.38,0.69,62.86956521739131
2006-12-22,42.82,0.69,62.05797101449276
2006-12-26,44.0,0.69,63.76811594202899
2006-12-27,43.99,0.69,63.753623188405804
2006-12-28,43.64,0.69,63.24637681159421
2006-12-29,44.0,0.69,63.76811594202899
2007-01-03,46.36,0.69,67.18840579710145
2007-01-04,47.35,0.69,68.62318840579711
2007-01-05,46.55,0.69,67.46376811594203
2007-01-08,46.8,0.69,67.82608695652173
2007-01-09,46.84,0.69,67.8840579710145
2007-01-10,48.85,0.69,70.79710144927537
2007-01-11,50.08,0.69,72.57971014492755
2007-01-12,50.16,0.69,72.69565217391305
2007-01-16,51.21,0.69,74.21739130434783
2007-01-17,49.1,0.69,71.15942028985508
2007-01-18,49.61,0.69,71.89855072463769
2007-01-19,49.15,0.69,71.23188405797102
2007-01-22,48.75,0.69,70.65217391304348
2007-01-23,44.81,0.69,64.94202898550725
2007-01-24,45.68,0.69,66.20289855072464
2007-01-25,45.19,0.69,65.4927536231884
2007-01-26,43.55,0.69,63.11594202898551
2007-01-29,45.03,0.69,65.2608695652174
2007-01-30,43.05,0.69,62.391304347826086
2007-01-31,43.2,0.69,62.60869565217392
2007-02-01,44.18,0.69,64.02898550724638
2007-02-02,44.31,0.69,64.21739130434783
2007-02-05,44.38,0.69,64.31884057971016
2007-02-06,45.12,0.69,65.3913043478261
2007-02-07,45.36,0.69,65.73913043478261
2007-02-08,44.9,0.69,65.07246376811594
2007-02-09,44.42,0.69,64.3768115942029
2007-02-12,44.76,0.69,64.86956521739131
2007-02-13,44.71,0.69,64.79710144927537
2007-02-14,44.87,0.69,65.02898550724638
2007-02-15,44.5,0.69,64.4927536231884
2007-02-16,44.65,0.69,64.71014492753623
2007-02-20,45.17,0.69,65.46376811594203
2007-02-21,44.59,0.69,64.62318840579711
2007-02-22,43.39,0.69,62.8840579710145
2007-02-23,42.74,0.69,61.94202898550726
2007-02-26,42.15,0.69,61.08695652173913
2007-02-27,40.02,0.69,58.00000000000001
2007-02-28,39.99,0.69,57.956521739130444
2007-03-01,39.98,0.69,57.94202898550725
2007-03-02,39.07,0.69,56.62318840579711
2007-03-05,38.45,0.69,55.72463768115943
2007-03-06,39.2,0.69,56.81159420289856
2007-03-07,38.83,0.69,56.27536231884058
2007-03-08,38.21,0.69,55.376811594202906
2007-03-09,38.45,0.69,55.72463768115943
2007-03-12,39.98,0.69,57.94202898550725
2007-03-13,38.87,0.69,56.333333333333336
2007-03-14,37.82,0.69,54.811594202898554
2007-03-15,38.9,0.69,56.3768115942029
2007-03-16,38.46,0.14,274.7142857142857
2007-03-19,39.81,0.14,284.35714285714283
2007-03-20,40.21,0.14,287.21428571428567
2007-03-21,41.47,0.14,296.21428571428567
2007-03-22,39.7,0.14,283.57142857142856
2007-03-23,39.41,0.14,281.49999999999994
2007-03-26,38.32,0.14,273.71428571428567
2007-03-27,38.36,0.14,273.99999999999994
2007-03-28,38.11,0.14,272.21428571428567
2007-03-29,38.04,0.14,271.71428571428567
2007-03-30,38.17,0.14,272.6428571428571
2007-04-02,38.35,0.14,273.9285714285714
2007-04-03,40.17,0.14,286.9285714285714
2007-04-04,40.05,0.14,286.0714285714285
2007-04-05,40.94,0.14,292.4285714285714
2007-04-09,42.31,0.14,302.2142857142857
2007-04-10,41.9,0.14,299.2857142857142
2007-04-11,42.57,0.14,304.07142857142856
2007-04-12,42.25,0.14,301.7857142857143
2007-04-13,42.17,0.14,301.2142857142857
2007-04-16,42.77,0.14,305.5
2007-04-17,43.33,0.14,309.49999999999994
2007-04-18,44.23,0.14,315.9285714285714
2007-04-19,42.78,0.14,305.57142857142856
2007-04-20,40.85,0.14,291.7857142857143
2007-04-23,39.4,0.14,281.4285714285714
2007-04-24,39.16,0.14,279.71428571428567
2007-04-25,38.28,0.14,273.4285714285714
2007-04-26,36.95,0.14,263.92857142857144
2007-04-27,34.01,0.14,242.9285714285714
2007-04-30,33.4,0.14,238.57142857142853
2007-05-01,33.2,0.14,237.14285714285714
2007-05-02,33.76,0.14,241.1428571428571
2007-05-03,33.55,0.14,239.6428571428571
2007-05-04,35.57,0.14,254.07142857142856
2007-05-07,35.47,0.14,253.35714285714283
2007-05-08,35.78,0.14,255.57142857142856
2007-05-09,35.25,-1.32,-26.704545454545453
2007-05-10,34.61,-1.32,-26.21969696969697
2007-05-11,34.72,-1.32,-26.3030303030303
2007-05-14,33.77,-1.32,-25.583333333333336
2007-05-15,33.3,-1.32,-25.227272727272723
2007-05-16,34.62,-1.32,-26.227272727272723
2007-05-17,35.63,-1.32,-26.992424242424242
2007-05-18,35.78,-1.32,-27.106060606060606
2007-05-21,35.61,-1.32,-26.977272727272727
2007-05-22,36.8,-1.32,-27.878787878787875
2007-05-23,37.08,-1.32,-28.09090909090909
2007-05-24,37.77,-1.32,-28.613636363636363
2007-05-25,38.12,-1.32,-28.878787878787875
2007-05-29,38.98,-1.32,-29.530303030303028
2007-05-30,39.32,-1.32,-29.787878787878785
2007-05-31,39.26,-1.32,-29.74242424242424
2007-06-01,38.78,-1.32,-29.37878787878788
2007-06-04,36.21,-1.32,-27.43181818181818
2007-06-05,36.77,-1.32,-27.856060606060606
2007-06-06,36.36,-1.32,-27.545454545454543
2007-06-07,35.11,-1.32,-26.598484848484848
2007-06-08,36.07,-1.32,-27.325757575757574
2007-06-11,35.4,-1.32,-26.818181818181817
2007-06-12,34.6,-1.32,-26.21212121212121
2007-06-13,35.03,-1.32,-26.53787878787879
2007-06-14,35.79,-1.32,-27.113636363636363
2007-06-15,35.76,-1.32,-27.090909090909086
2007-06-18,35.33,-1.32,-26.765151515151512
2007-06-19,37.93,-1.32,-28.734848484848484
2007-06-20,38.67,-1.32,-29.295454545454547
2007-06-21,39.35,-1.32,-29.81060606060606
2007-06-22,39.37,-1.32,-29.82575757575757
2007-06-25,38.96,-1.32,-29.515151515151516
2007-06-26,38.61,-1.32,-29.249999999999996
2007-06-27,38.95,-1.32,-29.507575757575758
2007-06-28,40.63,-1.32,-30.78030303030303
2007-06-29,40.59,-1.32,-30.75
2007-07-02,41.13,-1.32,-31.15909090909091
2007-07-03,42.1,-1.32,-31.893939393939394
2007-07-05,44.2,-1.32,-33.484848484848484
2007-07-06,44.94,-1.32,-34.04545454545454
2007-07-09,44.86,-1.32,-33.984848484848484
2007-07-10,43.64,-1.32,-33.06060606060606
2007-07-11,42.94,-1.32,-32.530303030303024
2007-07-12,43.06,-1.32,-32.621212121212125
2007-07-13,43.08,-1.32,-32.63636363636363
2007-07-16,44.5,-1.32,-33.71212121212121
2007-07-17,45.77,-1.32,-34.67424242424242
2007-07-18,47.28,-1.32,-35.81818181818182
2007-07-19,46.93,-1.32,-35.553030303030305
2007-07-20,47.18,-1.32,-35.74242424242424
2007-07-23,47.24,-1.32,-35.78787878787879
2007-07-24,49.23,-1.32,-37.29545454545454
2007-07-25,48.22,-1.32,-36.53030303030303
2007-07-26,46.56,-1.32,-35.27272727272727
2007-07-27,45.55,-1.32,-34.50757575757575
2007-07-30,45.3,-1.32,-34.31818181818181
2007-07-31,44.14,1.0,44.14
2007-08-01,44.44,1.0,44.44
2007-08-02,45.64,1.0,45.64
2007-08-03,44.81,1.0,44.81
2007-08-06,43.48,1.0,43.48
2007-08-07,43.45,1.0,43.45
2007-08-08,46.12,1.0,46.12
2007-08-09,43.82,1.0,43.82
2007-08-10,42.63,1.0,42.63
2007-08-13,42.46,1.0,42.46
2007-08-14,41.67,1.0,41.67
2007-08-15,38.12,1.0,38.12
2007-08-16,38.56,1.0,38.56
2007-08-17,40.64,1.0,40.64
2007-08-20,40.44,1.0,40.44
2007-08-21,42.84,1.0,42.84
2007-08-22,43.83,1.0,43.83
2007-08-23,43.71,1.0,43.71
2007-08-24,45.51,1.0,45.51
2007-08-27,44.24,1.0,44.24
2007-08-28,43.8,1.0,43.8
2007-08-29,45.31,1.0,45.31
2007-08-30,46.09,1.0,46.09
2007-08-31,47.47,1.0,47.47
2007-09-04,47.85,1.0,47.85
2007-09-05,46.95,1.0,46.95
2007-09-06,45.89,1.0,45.89
2007-09-07,44.68,1.0,44.68
2007-09-10,44.65,1.0,44.65
2007-09-11,45.71,1.0,45.71
2007-09-12,44.2,1.0,44.2
2007-09-13,45.02,1.0,45.02
2007-09-14,45.86,1.0,45.86
2007-09-17,44.89,1.0,44.89
2007-09-18,46.12,1.0,46.12
2007-09-19,47.79,1.0,47.79
2007-09-20,46.83,1.0,46.83
2007-09-21,46.01,1.0,46.01
2007-09-24,43.23,1.0,43.23
2007-09-25,44.11,1.0,44.11
2007-09-26,45.77,1.0,45.77
2007-09-27,45.77,1.0,45.77
2007-09-28,46.53,1.0,46.53
2007-10-01,47.78,1.0,47.78
2007-10-02,48.79,1.0,48.79
2007-10-03,48.26,1.0,48.26
2007-10-04,47.11,1.0,47.11
2007-10-05,48.4,1.0,48.4
2007-10-08,48.6,1.0,48.6
2007-10-09,49.04,1.0,49.04
2007-10-10,48.7,1.0,48.7
2007-10-11,47.61,1.0,47.61
2007-10-12,47.82,1.0,47.82
2007-10-15,46.58,1.0,46.58
2007-10-16,47.79,1.0,47.79
2007-10-17,49.66,1.0,49.66
2007-10-18,49.03,1.0,49.03
2007-10-19,47.87,1.0,47.87
2007-10-22,48.13,1.0,48.13
2007-10-23,51.49,1.0,51.49
2007-10-24,50.27,1.0,50.27
2007-10-25,48.61,1.0,48.61
2007-10-26,47.28,1.0,47.28
2007-10-29,46.62,1.0,46.62
2007-10-30,48.18,1.0,48.18
2007-10-31,47.9,3.82,12.539267015706807
2007-11-01,47.08,3.82,12.324607329842932
2007-11-02,45.53,3.82,11.918848167539268
2007-11-05,45.33,3.82,11.866492146596858
2007-11-06,43.48,3.82,11.38219895287958
2007-11-07,42.01,3.82,10.997382198952879
2007-11-08,41.44,3.82,10.848167539267015
2007-11-09,40.31,3.82,10.55235602094241
2007-11-12,41.02,3.82,10.73821989528796
2007-11-13,43.5,3.82,11.387434554973822
2007-11-14,44.17,3.82,11.56282722513089
2007-11-15,43.26,3.82,11.324607329842932
2007-11-16,42.91,3.82,11.232984293193716
2007-11-19,40.76,3.82,10.670157068062828
2007-11-20,38.19,3.82,9.997382198952879
2007-11-21,39.0,3.82,10.209424083769633
2007-11-23,40.23,3.82,10.531413612565444
2007-11-26,39.78,3.82,10.413612565445026
2007-11-27,40.61,3.82,10.63089005235602
2007-11-28,41.5,3.82,10.863874345549739
2007-11-29,40.12,3.82,10.502617801047121
2007-11-30,40.94,3.82,10.717277486910994
2007-12-03,39.81,3.82,10.42146596858639
2007-12-04,39.98,3.82,10.465968586387435
2007-12-05,40.13,3.82,10.505235602094242
2007-12-06,40.63,3.82,10.636125654450263
2007-12-07,42.39,3.82,11.096858638743456
2007-12-10,41.93,3.82,10.976439790575917
2007-12-11,38.99,3.82,10.206806282722514
2007-12-12,36.48,3.82,9.549738219895287
2007-12-13,36.56,3.82,9.570680628272253
2007-12-14,36.77,3.82,9.62565445026178
2007-12-17,34.81,3.82,9.11256544502618
2007-12-18,34.62,3.82,9.06282722513089
2007-12-19,36.5,3.82,9.55497382198953
2007-12-20,35.54,3.82,9.303664921465968
2007-12-21,35.75,3.82,9.358638743455497
2007-12-24,36.97,3.82,9.678010471204189
2007-12-26,36.13,3.82,9.458115183246074
2007-12-27,34.8,3.82,9.109947643979057
2007-12-28,34.49,3.82,9.028795811518325
2007-12-31,35.66,3.82,9.335078534031414
2008-01-02,31.99,3.82,8.37434554973822
2008-01-03,31.75,3.82,8.31151832460733
2008-01-04,33.15,3.82,8.678010471204189
2008-01-07,29.18,3.82,7.638743455497383
2008-01-08,24.39,3.82,6.384816753926702
2008-01-09,26.03,3.82,6.814136125654451
2008-01-10,32.19,3.82,8.426701570680628
2008-01-11,32.07,3.82,8.395287958115183
2008-01-14,32.93,3.82,8.620418848167539
2008-01-15,34.57,3.82,9.04973821989529
2008-01-16,34.64,3.82,9.068062827225132
2008-01-17,33.42,3.82,8.74869109947644
2008-01-18,32.94,3.82,8.62303664921466
2008-01-22,31.87,3.82,8.342931937172775
2008-01-23,36.41,3.82,9.531413612565444
2008-01-24,34.47,3.82,9.023560209424083
2008-01-25,34.87,3.82,9.1282722513089
2008-01-28,35.63,3.82,9.327225130890053
2008-01-29,35.67,3.82,9.337696335078535
2008-01-30,36.0,3.82,9.424083769633508
2008-01-31,37.95,3.82,9.93455497382199
2008-02-01,41.14,3.82,10.769633507853404
2008-02-04,38.58,3.82,10.099476439790577
2008-02-05,36.66,3.82,9.596858638743456
2008-02-06,37.67,3.82,9.861256544502618
2008-02-07,39.55,3.82,10.353403141361257
2008-02-08,39.96,3.82,10.460732984293195
2008-02-11,40.11,3.82,10.5
2008-02-12,38.83,3.82,10.164921465968586
2008-02-13,38.59,3.82,10.102094240837697
2008-02-14,37.03,3.82,9.693717277486911
2008-02-15,37.35,3.82,9.777486910994766
2008-02-19,35.81,3.82,9.374345549738221
2008-02-20,37.14,3.82,9.722513089005236
2008-02-21,35.91,3.82,9.400523560209423
2008-02-22,35.49,3.82,9.290575916230367
2008-02-25,35.25,3.82,9.227748691099476
2008-02-26,34.95,3.82,9.149214659685866
2008-02-27,33.23,3.82,8.698952879581151
2008-02-28,31.94,3.82,8.361256544502618
2008-02-29,30.3,3.34,9.07185628742515
2008-03-03,29.34,3.34,8.784431137724551
2008-03-04,28.4,3.34,8.502994011976048
2008-03-05,30.17,3.34,9.032934131736528
2008-03-06,28.31,3.34,8.476047904191617
2008-03-07,28.09,3.34,8.410179640718564
2008-03-10,26.49,3.34,7.931137724550898
2008-03-11,26.83,3.34,8.032934131736527
2008-03-12,24.29,3.34,7.272455089820359
2008-03-13,24.05,3.34,7.20059880239521
2008-03-14,22.68,3.34,6.790419161676647
2008-03-17,20.91,3.34,6.2604790419161676
2008-03-18,22.57,3.34,6.757485029940121
2008-03-19,23.18,3.34,6.9401197604790426
2008-03-20,23.17,3.34,6.937125748502995
2008-03-24,23.64,3.34,7.077844311377246
2008-03-25,24.13,3.34,7.224550898203593
2008-03-26,21.99,3.34,6.583832335329341
2008-03-27,21.25,3.34,6.362275449101797
2008-03-28,21.19,3.34,6.34431137724551
2008-03-31,21.53,3.34,6.446107784431138
2008-04-01,23.13,3.34,6.925149700598802
2008-04-02,22.04,3.34,6.598802395209581
2008-04-03,21.79,3.34,6.523952095808383
2008-04-04,21.2,3.34,6.347305389221557
2008-04-07,22.18,3.34,6.640718562874252
2008-04-08,22.73,3.34,6.8053892215568865
2008-04-09,21.16,3.34,6.335329341317365
2008-04-10,22.4,3.34,6.706586826347305
2008-04-11,22.9,3.34,6.8562874251497
2008-04-14,23.61,3.34,7.068862275449102
2008-04-15,22.32,3.34,6.682634730538923
2008-04-16,22.86,3.34,6.844311377245509
2008-04-17,22.4,3.34,6.706586826347305
2008-04-18,22.85,3.34,6.841317365269462
2008-04-21,21.43,3.34,6.416167664670659
2008-04-22,13.55,3.34,4.0568862275449105
2008-04-23,13.95,3.34,4.176646706586826
2008-04-24,15.4,3.34,4.610778443113773
2008-04-25,15.21,3.34,4.553892215568863
2008-04-28,14.81,3.34,4.434131736526947
2008-04-29,14.93,3.34,4.470059880239521
2008-04-30,14.9,3.34,4.461077844311378
2008-05-01,16.1,3.34,4.820359281437127
2008-05-02,15.89,3.34,4.757485029940121
2008-05-05,15.0,3.34,4.491017964071856
2008-05-06,14.15,3.34,4.236526946107785
2008-05-07,13.82,3.34,4.137724550898204
2008-05-08,13.54,3.34,4.053892215568863
2008-05-09,13.71,-4.45,-3.0808988764044947
2008-05-12,14.0,-4.45,-3.1460674157303368
2008-05-13,13.71,-4.45,-3.0808988764044947
2008-05-14,14.17,-4.45,-3.184269662921348
2008-05-15,14.38,-4.45,-3.2314606741573035
2008-05-16,13.81,-4.45,-3.103370786516854
2008-05-19,12.42,-4.45,-2.791011235955056
2008-05-20,11.56,-4.45,-2.5977528089887643
2008-05-21,8.15,-4.45,-1.8314606741573034
2008-05-22,8.15,-4.45,-1.8314606741573034
2008-05-23,7.52,-4.45,-1.689887640449438
2008-05-27,8.18,-4.45,-1.838202247191011
2008-05-28,7.91,-4.45,-1.7775280898876404
2008-05-29,8.39,-4.45,-1.8853932584269664
2008-05-30,8.54,-4.45,-1.9191011235955053
2008-06-02,7.88,-4.45,-1.7707865168539325
2008-06-03,8.53,-4.45,-1.9168539325842695
2008-06-04,9.14,-4.45,-2.053932584269663
2008-06-05,10.11,-4.45,-2.27191011235955
2008-06-06,8.64,-4.45,-1.9415730337078652
2008-06-09,8.28,-4.45,-1.8606741573033705
