date,T,T_EPS,PE Ratio
1984-07-06,4.67,0.22,21.227272727272727
1984-07-09,4.71,0.22,21.40909090909091
1984-07-10,4.72,0.22,21.454545454545453
1984-07-11,4.78,0.22,21.727272727272727
1984-07-12,4.84,0.22,22.0
1984-07-13,4.9,0.22,22.272727272727273
1984-07-16,4.9,0.22,22.272727272727273
1984-07-17,4.94,0.22,22.454545454545457
1984-07-18,4.97,0.22,22.59090909090909
1984-07-19,4.95,0.22,22.5
1984-07-20,4.96,0.22,22.545454545454547
1984-07-23,4.96,0.22,22.545454545454547
1984-07-24,5.0,0.22,22.727272727272727
1984-07-25,5.06,0.22,22.999999999999996
1984-07-26,5.04,0.22,22.90909090909091
1984-07-27,4.99,0.22,22.681818181818183
1984-07-30,4.99,0.22,22.681818181818183
1984-07-31,5.06,0.22,22.999999999999996
1984-08-01,5.19,0.22,23.590909090909093
1984-08-02,5.35,0.22,24.318181818181817
1984-08-03,5.31,0.22,24.136363636363633
1984-08-06,5.17,0.22,23.5
1984-08-07,5.17,0.22,23.5
1984-08-08,5.15,0.22,23.40909090909091
1984-08-09,5.2,0.22,23.636363636363637
1984-08-10,5.23,0.22,23.772727272727273
1984-08-13,5.23,0.22,23.772727272727273
1984-08-14,5.22,0.22,23.727272727272727
1984-08-15,5.21,0.22,23.68181818181818
1984-08-16,5.23,0.22,23.772727272727273
1984-08-17,5.23,0.22,23.772727272727273
1984-08-20,5.3,0.22,24.09090909090909
1984-08-21,5.36,0.22,24.363636363636363
1984-08-22,5.35,0.22,24.318181818181817
1984-08-23,5.32,0.22,24.181818181818183
1984-08-24,5.3,0.22,24.09090909090909
1984-08-27,5.28,0.22,24.0
1984-08-28,5.29,0.22,24.045454545454547
1984-08-29,5.29,0.22,24.045454545454547
1984-08-30,5.28,0.22,24.0
1984-08-31,5.29,0.22,24.045454545454547
1984-09-04,5.27,0.22,23.954545454545453
1984-09-05,5.23,0.22,23.772727272727273
1984-09-06,5.29,0.22,24.045454545454547
1984-09-07,5.27,0.22,23.954545454545453
1984-09-10,5.29,0.22,24.045454545454547
1984-09-11,5.26,0.22,23.909090909090907
1984-09-12,5.28,0.22,24.0
1984-09-13,5.33,0.22,24.227272727272727
1984-09-14,5.36,0.22,24.363636363636363
1984-09-17,5.35,0.22,24.318181818181817
1984-09-18,5.34,0.22,24.272727272727273
1984-09-19,5.41,0.22,24.59090909090909
1984-09-20,5.45,0.22,24.772727272727273
1984-09-21,5.47,0.22,24.863636363636363
1984-09-24,5.35,0.22,24.318181818181817
1984-09-25,5.36,0.22,24.363636363636363
1984-09-26,5.36,0.22,24.363636363636363
1984-09-27,5.36,0.22,24.363636363636363
1984-09-28,5.39,0.22,24.5
1984-10-01,5.39,0.22,24.5
1984-10-02,5.39,0.22,24.5
1984-10-03,5.36,0.22,24.363636363636363
1984-10-04,5.36,0.22,24.363636363636363
1984-10-05,5.33,0.22,24.227272727272727
1984-10-08,5.29,0.22,24.045454545454547
1984-10-09,5.28,0.22,24.0
1984-10-10,5.29,0.22,24.045454545454547
1984-10-11,5.31,0.22,24.136363636363633
1984-10-12,5.38,0.22,24.454545454545453
1984-10-15,5.46,0.22,24.818181818181817
1984-10-16,5.5,0.22,25.0
1984-10-17,5.56,0.22,25.27272727272727
1984-10-18,5.66,0.22,25.727272727272727
1984-10-19,5.73,0.22,26.045454545454547
1984-10-22,5.66,0.22,25.727272727272727
1984-10-23,5.47,0.22,24.863636363636363
1984-10-24,5.42,0.22,24.636363636363637
1984-10-25,5.5,0.22,25.0
1984-10-26,5.46,0.22,24.818181818181817
1984-10-29,5.47,0.22,24.863636363636363
1984-10-30,5.46,0.22,24.818181818181817
1984-10-31,5.46,0.22,24.818181818181817
1984-11-01,5.46,0.22,24.818181818181817
1984-11-02,5.48,0.22,24.90909090909091
1984-11-05,5.47,0.22,24.863636363636363
1984-11-06,5.53,0.22,25.136363636363637
1984-11-07,5.5,0.22,25.0
1984-11-08,5.46,0.22,24.818181818181817
1984-11-09,5.44,0.22,24.72727272727273
1984-11-12,5.42,0.22,24.636363636363637
1984-11-13,5.36,0.22,24.363636363636363
1984-11-14,5.36,0.22,24.363636363636363
1984-11-15,5.43,0.22,24.68181818181818
1984-11-16,5.44,0.22,24.72727272727273
1984-11-19,5.41,0.22,24.59090909090909
1984-11-20,5.46,0.22,24.818181818181817
1984-11-21,5.49,0.22,24.954545454545457
1984-11-23,5.65,0.22,25.681818181818183
1984-11-26,5.65,0.22,25.681818181818183
1984-11-27,5.68,0.22,25.818181818181817
1984-11-28,5.66,0.22,25.727272727272727
1984-11-29,5.61,0.22,25.5
1984-11-30,5.55,0.22,25.227272727272727
1984-12-03,5.57,0.22,25.31818181818182
1984-12-04,5.54,0.22,25.181818181818183
1984-12-05,5.54,0.22,25.181818181818183
1984-12-06,5.54,0.22,25.181818181818183
1984-12-07,5.53,0.22,25.136363636363637
1984-12-10,5.55,0.22,25.227272727272727
1984-12-11,5.57,0.22,25.31818181818182
1984-12-12,5.55,0.22,25.227272727272727
1984-12-13,5.55,0.22,25.227272727272727
1984-12-14,5.65,0.22,25.681818181818183
1984-12-17,5.74,0.22,26.090909090909093
1984-12-18,5.91,0.22,26.863636363636363
1984-12-19,5.9,0.22,26.81818181818182
1984-12-20,5.82,0.22,26.454545454545457
1984-12-21,5.83,0.22,26.5
1984-12-24,5.86,0.22,26.636363636363637
1984-12-26,5.88,0.22,26.727272727272727
1984-12-27,5.85,0.22,26.59090909090909
1984-12-28,5.84,0.22,26.545454545454543
1984-12-31,5.9,0.22,26.81818181818182
1985-01-02,5.9,0.22,26.81818181818182
1985-01-03,5.88,0.22,26.727272727272727
1985-01-04,5.77,0.22,26.227272727272727
1985-01-07,5.73,0.22,26.045454545454547
1985-01-08,5.72,0.22,26.0
1985-01-09,5.72,0.22,26.0
1985-01-10,5.74,0.22,26.090909090909093
1985-01-11,5.73,0.22,26.045454545454547
1985-01-14,5.76,0.22,26.18181818181818
1985-01-15,5.77,0.22,26.227272727272727
1985-01-16,5.75,0.22,26.136363636363637
1985-01-17,5.73,0.22,26.045454545454547
1985-01-18,5.73,0.22,26.045454545454547
1985-01-21,5.75,0.22,26.136363636363637
1985-01-22,5.73,0.22,26.045454545454547
1985-01-23,5.74,0.22,26.090909090909093
1985-01-24,5.74,0.22,26.090909090909093
1985-01-25,5.82,0.22,26.454545454545457
1985-01-28,5.89,0.22,26.77272727272727
1985-01-29,5.97,0.22,27.136363636363637
1985-01-30,6.04,0.22,27.454545454545453
1985-01-31,6.06,0.22,27.545454545454543
1985-02-01,6.0,0.22,27.272727272727273
1985-02-04,6.02,0.22,27.363636363636363
1985-02-05,6.02,0.22,27.363636363636363
1985-02-06,6.03,0.22,27.40909090909091
1985-02-07,6.07,0.22,27.590909090909093
1985-02-08,6.07,0.22,27.590909090909093
1985-02-11,6.08,0.22,27.636363636363637
1985-02-12,6.18,0.22,28.09090909090909
1985-02-13,6.27,0.22,28.499999999999996
1985-02-14,6.22,0.22,28.27272727272727
1985-02-15,6.22,0.22,28.27272727272727
1985-02-19,6.23,0.22,28.31818181818182
1985-02-20,6.22,0.22,28.27272727272727
1985-02-21,6.19,0.22,28.136363636363637
1985-02-22,6.07,0.22,27.590909090909093
1985-02-25,6.06,0.22,27.545454545454543
1985-02-26,6.18,0.22,28.09090909090909
1985-02-27,6.21,0.22,28.227272727272727
1985-02-28,6.17,0.22,28.045454545454547
1985-03-01,6.2,0.22,28.181818181818183
1985-03-04,6.18,0.22,28.09090909090909
1985-03-05,6.11,0.22,27.772727272727273
1985-03-06,6.05,0.22,27.5
1985-03-07,6.09,0.22,27.68181818181818
1985-03-08,6.06,0.22,27.545454545454543
1985-03-11,6.06,0.22,27.545454545454543
1985-03-12,6.14,0.22,27.909090909090907
1985-03-13,6.16,0.22,28.0
1985-03-14,6.17,0.22,28.045454545454547
1985-03-15,6.19,0.22,28.136363636363637
1985-03-18,6.19,0.22,28.136363636363637
1985-03-19,6.19,0.22,28.136363636363637
1985-03-20,6.17,0.22,28.045454545454547
1985-03-21,6.19,0.22,28.136363636363637
1985-03-22,6.22,0.22,28.27272727272727
1985-03-25,6.18,0.22,28.09090909090909
1985-03-26,6.19,0.22,28.136363636363637
1985-03-27,6.21,0.22,28.227272727272727
1985-03-28,6.18,0.22,28.09090909090909
1985-03-29,6.23,0.22,28.31818181818182
1985-04-01,6.27,0.22,28.499999999999996
1985-04-02,6.32,0.22,28.72727272727273
1985-04-03,6.15,0.22,27.954545454545457
1985-04-04,6.16,0.22,28.0
1985-04-08,6.11,0.22,27.772727272727273
1985-04-09,6.08,0.22,27.636363636363637
1985-04-10,6.19,0.22,28.136363636363637
1985-04-11,6.25,0.22,28.40909090909091
1985-04-12,6.27,0.22,28.499999999999996
1985-04-15,6.3,0.22,28.636363636363637
1985-04-16,6.35,0.22,28.863636363636363
1985-04-17,6.32,0.22,28.72727272727273
1985-04-18,6.27,0.22,28.499999999999996
1985-04-19,6.26,0.22,28.454545454545453
1985-04-22,6.25,0.22,28.40909090909091
1985-04-23,6.31,0.22,28.68181818181818
1985-04-24,6.35,0.22,28.863636363636363
1985-04-25,6.49,0.22,29.5
1985-04-26,6.46,0.22,29.363636363636363
1985-04-29,6.38,0.22,29.0
1985-04-30,6.27,0.22,28.499999999999996
1985-05-01,6.14,0.22,27.909090909090907
1985-05-02,6.21,0.22,28.227272727272727
1985-05-03,6.23,0.22,28.31818181818182
1985-05-06,6.21,0.22,28.227272727272727
1985-05-07,6.23,0.22,28.31818181818182
1985-05-08,6.26,0.22,28.454545454545453
1985-05-09,6.3,0.22,28.636363636363637
1985-05-10,6.43,0.22,29.227272727272727
1985-05-13,6.45,0.22,29.31818181818182
1985-05-14,6.43,0.22,29.227272727272727
1985-05-15,6.48,0.22,29.454545454545457
1985-05-16,6.54,0.22,29.727272727272727
1985-05-17,6.63,0.22,30.136363636363637
1985-05-20,6.66,0.22,30.272727272727273
1985-05-21,6.6,0.22,30.0
1985-05-22,6.61,0.22,30.045454545454547
1985-05-23,6.6,0.22,30.0
1985-05-24,6.61,0.22,30.045454545454547
1985-05-28,6.63,0.22,30.136363636363637
1985-05-29,6.59,0.22,29.954545454545453
1985-05-30,6.63,0.22,30.136363636363637
1985-05-31,6.68,0.22,30.363636363636363
1985-06-03,6.73,0.22,30.590909090909093
1985-06-04,6.75,0.22,30.681818181818183
1985-06-05,6.79,0.22,30.863636363636363
1985-06-06,6.82,0.22,31.0
1985-06-07,6.79,0.22,30.863636363636363
1985-06-10,6.73,0.22,30.590909090909093
1985-06-11,6.64,0.22,30.18181818181818
1985-06-12,6.63,0.22,30.136363636363637
1985-06-13,6.6,0.22,30.0
1985-06-14,6.6,0.22,30.0
1985-06-17,6.58,0.22,29.90909090909091
1985-06-18,6.63,0.22,30.136363636363637
1985-06-19,6.66,0.22,30.272727272727273
1985-06-20,6.68,0.22,30.363636363636363
1985-06-21,6.76,0.22,30.727272727272727
1985-06-24,6.79,0.22,30.863636363636363
1985-06-25,6.82,0.22,31.0
1985-06-26,6.88,0.22,31.272727272727273
1985-06-27,6.93,0.22,31.5
1985-06-28,7.0,0.22,31.818181818181817
1985-07-01,7.07,0.22,32.13636363636364
1985-07-02,7.07,0.22,32.13636363636364
1985-07-03,6.95,0.22,31.59090909090909
1985-07-05,6.96,0.22,31.636363636363637
1985-07-08,6.98,0.22,31.72727272727273
1985-07-09,6.97,0.22,31.68181818181818
1985-07-10,7.03,0.22,31.954545454545457
1985-07-11,7.11,0.22,32.31818181818182
1985-07-12,7.27,0.22,33.04545454545455
1985-07-15,7.33,0.22,33.31818181818182
1985-07-16,7.33,0.22,33.31818181818182
1985-07-17,7.32,0.22,33.27272727272727
1985-07-18,7.23,0.22,32.86363636363637
1985-07-19,7.08,0.22,32.18181818181818
1985-07-22,6.99,0.22,31.772727272727273
1985-07-23,6.73,0.22,30.590909090909093
1985-07-24,6.73,0.22,30.590909090909093
1985-07-25,6.72,0.22,30.545454545454543
1985-07-26,6.75,0.22,30.681818181818183
1985-07-29,6.71,0.22,30.5
1985-07-30,6.77,0.22,30.77272727272727
1985-07-31,6.78,0.22,30.81818181818182
1985-08-01,6.86,0.22,31.181818181818183
1985-08-02,6.73,0.22,30.590909090909093
1985-08-05,6.68,0.22,30.363636363636363
1985-08-06,6.58,0.22,29.90909090909091
1985-08-07,6.57,0.22,29.863636363636363
1985-08-08,6.75,0.22,30.681818181818183
1985-08-09,6.76,0.22,30.727272727272727
1985-08-12,6.73,0.22,30.590909090909093
1985-08-13,6.76,0.22,30.727272727272727
1985-08-14,6.79,0.22,30.863636363636363
1985-08-15,6.8,0.22,30.909090909090907
1985-08-16,6.77,0.22,30.77272727272727
1985-08-19,6.78,0.22,30.81818181818182
1985-08-20,6.82,0.22,31.0
1985-08-21,6.86,0.22,31.181818181818183
1985-08-22,6.88,0.22,31.272727272727273
1985-08-23,6.83,0.22,31.045454545454547
1985-08-26,6.83,0.22,31.045454545454547
1985-08-27,6.91,0.22,31.40909090909091
1985-08-28,6.92,0.22,31.454545454545453
1985-08-29,6.89,0.22,31.318181818181817
1985-08-30,6.83,0.22,31.045454545454547
1985-09-03,6.83,0.22,31.045454545454547
1985-09-04,6.83,0.22,31.045454545454547
1985-09-05,6.77,0.22,30.77272727272727
1985-09-06,6.82,0.22,31.0
1985-09-09,6.81,0.22,30.954545454545453
1985-09-10,6.67,0.22,30.318181818181817
1985-09-11,6.58,0.22,29.90909090909091
1985-09-12,6.5,0.22,29.545454545454547
1985-09-13,6.47,0.22,29.409090909090907
1985-09-16,6.51,0.22,29.59090909090909
1985-09-17,6.57,0.22,29.863636363636363
1985-09-18,6.57,0.22,29.863636363636363
1985-09-19,6.68,0.22,30.363636363636363
1985-09-20,6.66,0.22,30.272727272727273
1985-09-23,6.68,0.22,30.363636363636363
1985-09-24,6.67,0.22,30.318181818181817
1985-09-25,6.52,0.22,29.636363636363633
1985-09-26,6.49,0.22,29.5
1985-09-30,6.5,0.22,29.545454545454547
1985-10-01,6.61,0.22,30.045454545454547
1985-10-02,6.57,0.22,29.863636363636363
1985-10-03,6.57,0.22,29.863636363636363
1985-10-04,6.41,0.22,29.136363636363637
1985-10-07,6.38,0.22,29.0
1985-10-08,6.41,0.22,29.136363636363637
1985-10-09,6.4,0.22,29.090909090909093
1985-10-10,6.42,0.22,29.18181818181818
1985-10-11,6.46,0.22,29.363636363636363
1985-10-14,6.48,0.22,29.454545454545457
1985-10-15,6.47,0.22,29.409090909090907
1985-10-16,6.47,0.22,29.409090909090907
1985-10-17,6.4,0.22,29.090909090909093
1985-10-18,6.31,0.22,28.68181818181818
1985-10-21,6.36,0.22,28.90909090909091
1985-10-22,6.42,0.22,29.18181818181818
1985-10-23,6.49,0.22,29.5
1985-10-24,6.46,0.22,29.363636363636363
1985-10-25,6.43,0.22,29.227272727272727
1985-10-28,6.48,0.22,29.454545454545457
1985-10-29,6.55,0.22,29.772727272727273
1985-10-30,6.56,0.22,29.818181818181817
1985-10-31,6.51,0.22,29.59090909090909
1985-11-01,6.57,0.22,29.863636363636363
1985-11-04,6.56,0.22,29.818181818181817
1985-11-05,6.54,0.22,29.727272727272727
1985-11-06,6.56,0.22,29.818181818181817
1985-11-07,6.57,0.22,29.863636363636363
1985-11-08,6.67,0.22,30.318181818181817
1985-11-11,6.74,0.22,30.636363636363637
1985-11-12,6.79,0.22,30.863636363636363
1985-11-13,6.75,0.22,30.681818181818183
1985-11-14,6.75,0.22,30.681818181818183
1985-11-15,6.65,0.22,30.22727272727273
1985-11-18,6.61,0.22,30.045454545454547
1985-11-19,6.65,0.22,30.22727272727273
1985-11-20,6.63,0.22,30.136363636363637
1985-11-21,6.64,0.22,30.18181818181818
1985-11-22,6.65,0.22,30.22727272727273
1985-11-25,6.65,0.22,30.22727272727273
1985-11-26,6.67,0.22,30.318181818181817
1985-11-27,6.68,0.22,30.363636363636363
1985-11-29,6.69,0.22,30.40909090909091
1985-12-02,6.63,0.22,30.136363636363637
1985-12-03,6.6,0.22,30.0
1985-12-04,6.66,0.22,30.272727272727273
1985-12-05,6.72,0.22,30.545454545454543
1985-12-06,6.74,0.22,30.636363636363637
1985-12-09,6.79,0.22,30.863636363636363
1985-12-10,6.91,0.22,31.40909090909091
1985-12-11,6.99,0.22,31.772727272727273
1985-12-12,6.95,0.22,31.59090909090909
1985-12-13,7.04,0.22,32.0
1985-12-16,7.14,0.22,32.45454545454545
1985-12-17,7.08,0.22,32.18181818181818
1985-12-18,7.1,0.22,32.27272727272727
1985-12-19,7.07,0.22,32.13636363636364
1985-12-20,7.1,0.22,32.27272727272727
1985-12-23,7.04,0.22,32.0
1985-12-24,7.02,0.22,31.909090909090907
1985-12-26,7.0,0.22,31.818181818181817
1985-12-27,7.04,0.22,32.0
1985-12-30,7.06,0.22,32.090909090909086
1985-12-31,7.13,0.22,32.40909090909091
1986-01-02,7.1,0.22,32.27272727272727
1986-01-03,7.15,0.22,32.5
1986-01-06,7.0,0.22,31.818181818181817
1986-01-07,7.08,0.22,32.18181818181818
1986-01-08,6.91,0.22,31.40909090909091
1986-01-09,6.73,0.22,30.590909090909093
1986-01-10,6.75,0.22,30.681818181818183
1986-01-13,6.71,0.22,30.5
1986-01-14,6.63,0.22,30.136363636363637
1986-01-15,6.65,0.22,30.22727272727273
1986-01-16,6.68,0.22,30.363636363636363
1986-01-17,6.69,0.22,30.40909090909091
1986-01-20,6.69,0.22,30.40909090909091
1986-01-21,6.68,0.22,30.363636363636363
1986-01-22,6.72,0.22,30.545454545454543
1986-01-23,6.75,0.22,30.681818181818183
1986-01-24,6.8,0.22,30.909090909090907
1986-01-27,6.9,0.22,31.363636363636367
1986-01-28,7.14,0.22,32.45454545454545
1986-01-29,7.13,0.22,32.40909090909091
1986-01-30,7.05,0.22,32.04545454545455
1986-01-31,7.11,0.22,32.31818181818182
1986-02-03,7.14,0.22,32.45454545454545
1986-02-04,7.15,0.22,32.5
1986-02-05,7.17,0.22,32.59090909090909
1986-02-06,7.15,0.22,32.5
1986-02-07,7.1,0.22,32.27272727272727
1986-02-10,7.08,0.22,32.18181818181818
1986-02-11,7.06,0.22,32.090909090909086
1986-02-12,7.1,0.22,32.27272727272727
1986-02-13,7.14,0.22,32.45454545454545
1986-02-14,7.21,0.22,32.77272727272727
1986-02-18,7.35,0.22,33.40909090909091
1986-02-19,7.2,0.22,32.72727272727273
1986-02-20,7.26,0.22,33.0
1986-02-21,7.34,0.22,33.36363636363636
1986-02-24,7.39,0.22,33.590909090909086
1986-02-25,7.27,0.22,33.04545454545455
1986-02-26,7.29,0.22,33.13636363636363
1986-02-27,7.31,0.22,33.22727272727273
1986-02-28,7.35,0.22,33.40909090909091
1986-03-03,7.38,0.22,33.54545454545455
1986-03-04,7.46,0.22,33.90909090909091
1986-03-05,7.5,0.22,34.09090909090909
1986-03-06,7.6,0.22,34.54545454545455
1986-03-07,7.77,0.22,35.31818181818181
1986-03-10,7.72,0.22,35.090909090909086
1986-03-11,7.81,0.22,35.5
1986-03-12,7.85,0.22,35.68181818181818
1986-03-13,7.82,0.22,35.54545454545455
1986-03-14,7.84,0.22,35.63636363636363
1986-03-17,7.73,0.22,35.13636363636364
1986-03-18,7.72,0.22,35.090909090909086
1986-03-19,7.63,0.22,34.68181818181818
1986-03-20,7.61,0.22,34.59090909090909
1986-03-21,7.58,0.22,34.45454545454545
1986-03-24,7.66,0.22,34.81818181818182
1986-03-25,7.6,0.22,34.54545454545455
1986-03-26,7.65,0.22,34.77272727272727
1986-03-27,7.69,0.22,34.95454545454545
1986-03-31,7.74,0.22,35.18181818181818
1986-04-01,7.78,0.22,35.36363636363637
1986-04-02,7.81,0.22,35.5
1986-04-03,7.84,0.22,35.63636363636363
1986-04-04,7.58,0.22,34.45454545454545
1986-04-07,7.48,0.22,34.0
1986-04-08,7.64,0.22,34.72727272727273
1986-04-09,7.59,0.22,34.5
1986-04-10,7.61,0.22,34.59090909090909
1986-04-11,7.56,0.22,34.36363636363636
1986-04-14,7.61,0.22,34.59090909090909
1986-04-15,7.63,0.22,34.68181818181818
1986-04-16,7.82,0.22,35.54545454545455
1986-04-17,7.71,0.22,35.04545454545455
1986-04-18,7.6,0.22,34.54545454545455
1986-04-21,7.6,0.22,34.54545454545455
1986-04-22,7.63,0.22,34.68181818181818
1986-04-23,7.61,0.22,34.59090909090909
1986-04-24,7.67,0.22,34.86363636363636
1986-04-25,7.71,0.22,35.04545454545455
1986-04-28,7.73,0.22,35.13636363636364
1986-04-29,7.68,0.22,34.90909090909091
1986-04-30,7.65,0.22,34.77272727272727
