date,STZ,STZ_EPS,PE Ratio
1993-06-10,2.31,0.01,231.0
1993-06-11,2.38,0.01,237.99999999999997
1993-06-14,2.38,0.01,237.99999999999997
1993-06-15,2.34,0.01,233.99999999999997
1993-06-16,2.3,0.01,229.99999999999997
1993-06-17,2.31,0.01,231.0
1993-06-18,2.34,0.01,233.99999999999997
1993-06-21,2.33,0.01,233.0
1993-06-22,2.34,0.01,233.99999999999997
1993-06-23,2.31,0.01,231.0
1993-06-24,2.28,0.01,227.99999999999997
1993-06-25,2.25,0.01,225.0
1993-06-28,2.28,0.01,227.99999999999997
1993-06-29,2.27,0.01,227.0
1993-06-30,2.31,0.01,231.0
1993-07-01,2.3,0.01,229.99999999999997
1993-07-02,2.58,0.01,258.0
1993-07-06,2.69,0.01,269.0
1993-07-07,2.66,0.01,266.0
1993-07-08,2.72,0.01,272.0
1993-07-09,2.75,0.01,275.0
1993-07-12,2.78,0.01,278.0
1993-07-13,2.88,0.01,288.0
1993-07-14,2.73,0.01,273.0
1993-07-15,2.72,0.01,272.0
1993-07-16,2.72,0.01,272.0
1993-07-19,2.72,0.01,272.0
1993-07-20,2.72,0.01,272.0
1993-07-21,2.66,0.01,266.0
1993-07-22,2.64,0.01,264.0
1993-07-23,2.66,0.01,266.0
1993-07-26,2.72,0.01,272.0
1993-07-27,2.75,0.01,275.0
1993-07-28,2.72,0.01,272.0
1993-07-29,2.75,0.01,275.0
1993-07-30,2.73,0.01,273.0
1993-08-02,2.91,0.01,291.0
1993-08-03,2.88,0.01,288.0
1993-08-04,2.88,0.01,288.0
1993-08-05,2.84,0.01,284.0
1993-08-06,2.81,0.01,281.0
1993-08-09,2.81,0.01,281.0
1993-08-10,2.81,0.01,281.0
1993-08-11,2.81,0.01,281.0
1993-08-12,2.81,0.01,281.0
1993-08-13,2.91,0.01,291.0
1993-08-16,2.94,0.01,294.0
1993-08-17,2.97,0.01,297.0
1993-08-18,2.94,0.01,294.0
1993-08-19,2.91,0.01,291.0
1993-08-20,2.88,0.01,288.0
1993-08-23,2.88,0.01,288.0
1993-08-24,2.88,0.01,288.0
1993-08-25,2.88,0.01,288.0
1993-08-26,2.84,0.01,284.0
1993-08-27,2.84,0.01,284.0
1993-08-30,2.78,0.01,278.0
1993-08-31,2.78,0.01,278.0
1993-09-01,2.78,0.01,278.0
1993-09-02,2.72,0.01,272.0
1993-09-03,2.78,0.01,278.0
1993-09-07,2.78,0.01,278.0
1993-09-08,2.69,0.01,269.0
1993-09-09,2.69,0.01,269.0
1993-09-10,2.75,0.01,275.0
1993-09-13,2.78,0.01,278.0
1993-09-14,2.78,0.01,278.0
1993-09-15,2.78,0.01,278.0
1993-09-16,2.89,0.01,289.0
1993-09-17,2.88,0.01,288.0
1993-09-20,2.83,0.01,283.0
1993-09-21,2.75,0.01,275.0
1993-09-22,2.78,0.01,278.0
1993-09-23,2.78,0.01,278.0
1993-09-24,2.75,0.01,275.0
1993-09-27,2.75,0.01,275.0
1993-09-28,2.75,0.01,275.0
1993-09-29,2.8,0.01,280.0
1993-09-30,2.84,0.01,284.0
1993-10-01,2.88,0.01,288.0
1993-10-04,2.84,0.01,284.0
1993-10-05,2.86,0.01,286.0
1993-10-06,2.86,0.01,286.0
1993-10-07,2.86,0.01,286.0
1993-10-08,2.86,0.01,286.0
1993-10-11,2.86,0.01,286.0
1993-10-12,2.86,0.01,286.0
1993-10-13,2.97,0.01,297.0
1993-10-14,2.97,0.01,297.0
1993-10-15,3.13,0.01,313.0
1993-10-18,3.13,0.01,313.0
1993-10-19,2.91,0.01,291.0
1993-10-20,2.84,0.01,284.0
1993-10-21,2.84,0.01,284.0
1993-10-22,2.84,0.01,284.0
1993-10-25,2.88,0.01,288.0
1993-10-26,2.89,0.01,289.0
1993-10-27,2.97,0.01,297.0
1993-10-28,2.97,0.01,297.0
1993-10-29,2.91,0.01,291.0
1993-11-01,2.91,0.01,291.0
1993-11-02,2.91,0.01,291.0
1993-11-03,2.88,0.01,288.0
1993-11-04,2.88,0.01,288.0
1993-11-05,2.78,0.01,278.0
1993-11-08,2.92,0.01,292.0
1993-11-09,2.97,0.01,297.0
1993-11-10,2.97,0.01,297.0
1993-11-11,2.95,0.01,295.0
1993-11-12,3.06,0.01,306.0
1993-11-15,3.0,0.01,300.0
1993-11-16,3.03,0.01,303.0
1993-11-17,3.05,0.01,305.0
1993-11-18,3.16,0.01,316.0
1993-11-19,3.13,0.01,313.0
1993-11-22,3.06,0.01,306.0
1993-11-23,3.09,0.01,309.0
1993-11-24,3.03,0.01,303.0
1993-11-26,3.13,0.01,313.0
1993-11-29,3.13,0.01,313.0
1993-11-30,3.19,0.01,319.0
1993-12-01,3.34,0.01,334.0
1993-12-02,3.42,0.01,342.0
1993-12-03,3.42,0.01,342.0
1993-12-06,3.47,0.01,347.0
1993-12-07,3.44,0.01,344.0
1993-12-08,3.52,0.01,352.0
1993-12-09,3.63,0.01,363.0
1993-12-10,3.47,0.01,347.0
1993-12-13,3.55,0.01,355.0
1993-12-14,3.56,0.01,356.0
1993-12-15,3.56,0.01,356.0
1993-12-16,3.56,0.01,356.0
1993-12-17,3.59,0.01,359.0
1993-12-20,3.59,0.01,359.0
1993-12-21,3.66,0.01,366.0
1993-12-22,3.75,0.01,375.0
1993-12-23,3.81,0.01,381.0
1993-12-27,3.91,0.01,391.0
1993-12-28,3.91,0.01,391.0
1993-12-29,3.97,0.01,397.0
1993-12-30,3.91,0.01,391.0
1993-12-31,3.94,0.01,394.0
1994-01-03,3.78,0.01,378.0
1994-01-04,3.72,0.01,372.0
1994-01-05,3.75,0.01,375.0
1994-01-06,3.75,0.01,375.0
1994-01-07,3.78,0.01,378.0
1994-01-10,3.78,0.01,378.0
1994-01-11,3.78,0.01,378.0
1994-01-12,3.78,0.01,378.0
1994-01-13,3.66,0.05,73.2
1994-01-14,3.55,0.05,70.99999999999999
1994-01-17,3.41,0.05,68.2
1994-01-18,3.5,0.05,70.0
1994-01-19,3.47,0.05,69.4
1994-01-20,3.52,0.05,70.39999999999999
1994-01-21,3.53,0.05,70.6
1994-01-24,3.52,0.05,70.39999999999999
1994-01-25,3.59,0.05,71.8
1994-01-26,3.63,0.05,72.6
1994-01-27,3.59,0.05,71.8
1994-01-28,3.59,0.05,71.8
1994-01-31,3.63,0.05,72.6
1994-02-01,3.59,0.05,71.8
1994-02-02,3.59,0.05,71.8
1994-02-03,3.59,0.05,71.8
1994-02-04,3.47,0.05,69.4
1994-02-07,3.41,0.05,68.2
1994-02-08,3.33,0.05,66.6
1994-02-09,3.44,0.05,68.8
1994-02-10,3.34,0.05,66.8
1994-02-11,3.3,0.05,65.99999999999999
1994-02-14,3.38,0.05,67.6
1994-02-15,3.34,0.05,66.8
1994-02-16,3.47,0.05,69.4
1994-02-17,3.41,0.05,68.2
1994-02-18,3.41,0.05,68.2
1994-02-22,3.44,0.05,68.8
1994-02-23,3.44,0.05,68.8
1994-02-24,3.36,0.05,67.19999999999999
1994-02-25,3.41,0.05,68.2
1994-02-28,3.44,0.05,68.8
1994-03-01,3.44,0.05,68.8
1994-03-02,3.41,0.05,68.2
1994-03-03,3.53,0.05,70.6
1994-03-04,3.53,0.05,70.6
1994-03-07,3.53,0.05,70.6
1994-03-08,3.53,0.05,70.6
1994-03-09,3.59,0.05,71.8
1994-03-10,3.5,0.05,70.0
1994-03-11,3.53,0.05,70.6
1994-03-14,3.66,0.05,73.2
1994-03-15,3.77,0.05,75.39999999999999
1994-03-16,3.78,0.05,75.6
1994-03-17,3.78,0.05,75.6
1994-03-18,3.72,0.05,74.4
1994-03-21,3.75,0.05,75.0
1994-03-22,3.78,0.05,75.6
1994-03-23,3.75,0.05,75.0
1994-03-24,3.75,0.05,75.0
1994-03-25,3.81,0.05,76.2
1994-03-28,3.59,0.05,71.8
1994-03-29,3.5,0.05,70.0
1994-03-30,3.41,0.05,68.2
1994-03-31,3.44,0.05,68.8
1994-04-04,3.39,0.05,67.8
1994-04-05,3.5,0.05,70.0
1994-04-06,3.5,0.05,70.0
1994-04-07,3.56,0.05,71.2
1994-04-08,3.63,0.05,72.6
1994-04-11,3.63,0.05,72.6
1994-04-12,3.63,0.04,90.75
1994-04-13,3.47,0.04,86.75
1994-04-14,3.31,0.04,82.75
1994-04-15,3.31,0.04,82.75
1994-04-18,3.19,0.04,79.75
1994-04-19,3.22,0.04,80.5
1994-04-20,3.05,0.04,76.25
1994-04-21,3.06,0.04,76.5
1994-04-22,3.06,0.04,76.5
1994-04-25,3.06,0.04,76.5
1994-04-26,3.09,0.04,77.25
1994-04-28,3.09,0.04,77.25
1994-04-29,3.09,0.04,77.25
1994-05-02,3.09,0.04,77.25
1994-05-03,3.09,0.04,77.25
1994-05-04,3.06,0.04,76.5
1994-05-05,3.11,0.04,77.75
1994-05-06,3.09,0.04,77.25
1994-05-09,3.09,0.04,77.25
1994-05-10,3.03,0.04,75.75
1994-05-11,2.83,0.04,70.75
1994-05-12,2.81,0.04,70.25
1994-05-13,2.84,0.04,71.0
1994-05-16,2.66,0.04,66.5
1994-05-17,2.66,0.04,66.5
1994-05-18,2.98,0.04,74.5
1994-05-19,2.92,0.04,73.0
1994-05-20,2.92,0.04,73.0
1994-05-23,2.91,0.04,72.75
1994-05-24,2.89,0.04,72.25
1994-05-25,2.84,0.04,71.0
1994-05-26,2.84,0.04,71.0
1994-05-27,2.88,0.04,72.0
1994-05-31,2.88,0.04,72.0
1994-06-01,2.84,0.04,71.0
1994-06-02,2.84,0.04,71.0
1994-06-03,2.88,0.04,72.0
1994-06-06,2.89,0.04,72.25
1994-06-07,2.89,0.04,72.25
1994-06-08,2.91,0.04,72.75
1994-06-09,2.89,0.04,72.25
1994-06-10,2.88,0.04,72.0
1994-06-13,2.91,0.04,72.75
1994-06-14,2.88,0.04,72.0
1994-06-15,2.91,0.04,72.75
1994-06-16,2.81,0.04,70.25
1994-06-17,2.84,0.04,71.0
1994-06-20,2.91,0.04,72.75
1994-06-21,3.03,0.04,75.75
1994-06-22,3.19,0.04,79.75
1994-06-23,3.03,0.04,75.75
1994-06-24,3.08,0.04,77.0
1994-06-27,3.05,0.04,76.25
1994-06-28,2.98,0.04,74.5
1994-06-29,3.03,0.04,75.75
1994-06-30,3.13,0.04,78.25
1994-07-01,3.25,0.04,81.25
1994-07-05,3.25,0.04,81.25
1994-07-06,3.34,0.04,83.5
1994-07-07,3.34,0.04,83.5
1994-07-08,3.34,0.05,66.8
1994-07-11,3.31,0.05,66.2
1994-07-12,3.28,0.05,65.6
1994-07-13,3.19,0.05,63.8
1994-07-14,3.22,0.05,64.4
1994-07-15,3.22,0.05,64.4
1994-07-18,3.2,0.05,64.0
1994-07-19,3.16,0.05,63.2
1994-07-20,3.09,0.05,61.8
1994-07-21,3.09,0.05,61.8
1994-07-22,3.09,0.05,61.8
1994-07-25,3.03,0.05,60.599999999999994
1994-07-26,3.09,0.05,61.8
1994-07-27,3.08,0.05,61.6
1994-07-28,3.09,0.05,61.8
1994-07-29,3.2,0.05,64.0
1994-08-01,3.28,0.05,65.6
1994-08-02,3.28,0.05,65.6
1994-08-03,3.38,0.05,67.6
1994-08-04,3.45,0.05,69.0
1994-08-05,3.61,0.05,72.19999999999999
1994-08-08,3.61,0.05,72.19999999999999
1994-08-09,3.66,0.05,73.2
1994-08-10,3.58,0.05,71.6
1994-08-11,3.66,0.05,73.2
1994-08-12,3.75,0.05,75.0
1994-08-15,3.72,0.05,74.4
1994-08-16,3.69,0.05,73.8
1994-08-17,3.59,0.05,71.8
1994-08-18,3.63,0.05,72.6
1994-08-19,3.63,0.05,72.6
1994-08-22,3.66,0.05,73.2
1994-08-23,3.63,0.05,72.6
1994-08-24,3.78,0.05,75.6
1994-08-25,3.75,0.05,75.0
1994-08-26,3.78,0.05,75.6
1994-08-29,3.78,0.05,75.6
1994-08-30,3.81,0.05,76.2
1994-08-31,3.81,0.05,76.2
1994-09-01,3.78,0.05,75.6
1994-09-02,3.75,0.05,75.0
1994-09-06,3.81,0.05,76.2
1994-09-07,3.81,0.05,76.2
1994-09-08,4.03,0.05,80.6
1994-09-09,4.06,0.05,81.19999999999999
1994-09-12,3.98,0.05,79.6
1994-09-13,3.97,0.05,79.4
1994-09-14,4.0,0.05,80.0
1994-09-15,4.22,0.05,84.39999999999999
1994-09-16,4.2,0.05,84.0
1994-09-19,4.2,0.05,84.0
1994-09-20,4.13,0.05,82.6
1994-09-21,4.19,0.05,83.8
1994-09-22,4.16,0.05,83.2
1994-09-23,4.11,0.05,82.2
1994-09-26,4.25,0.05,85.0
1994-09-27,4.2,0.05,84.0
1994-09-28,4.16,0.05,83.2
1994-09-29,4.06,0.05,81.19999999999999
1994-09-30,4.19,0.05,83.8
1994-10-03,4.09,0.05,81.8
1994-10-04,4.13,0.05,82.6
1994-10-05,4.23,0.05,84.60000000000001
1994-10-06,4.22,0.05,84.39999999999999
1994-10-07,4.28,0.05,85.6
1994-10-10,4.25,0.05,85.0
1994-10-11,4.25,0.05,85.0
1994-10-12,4.23,0.05,84.60000000000001
1994-10-13,4.25,0.05,85.0
1994-10-14,4.23,0.05,84.60000000000001
1994-10-17,4.28,0.05,85.6
1994-10-18,4.25,0.05,85.0
1994-10-19,4.22,0.05,84.39999999999999
1994-10-20,4.22,0.05,84.39999999999999
1994-10-21,4.19,0.05,83.8
1994-10-24,4.13,0.05,82.6
1994-10-25,4.14,0.05,82.79999999999998
1994-10-26,4.16,0.05,83.2
1994-10-27,4.14,0.05,82.79999999999998
1994-10-28,4.13,0.05,82.6
1994-10-31,4.11,0.05,82.2
1994-11-01,4.08,0.05,81.6
1994-11-02,4.22,0.05,84.39999999999999
1994-11-03,4.23,0.05,84.60000000000001
1994-11-04,4.25,0.05,85.0
1994-11-07,4.25,0.05,85.0
1994-11-08,4.13,0.05,82.6
1994-11-09,4.2,0.05,84.0
1994-11-10,4.19,0.05,83.8
1994-11-11,4.19,0.05,83.8
1994-11-14,4.19,0.05,83.8
1994-11-15,4.19,0.05,83.8
1994-11-16,4.16,0.05,83.2
1994-11-17,4.19,0.05,83.8
1994-11-18,4.16,0.05,83.2
1994-11-21,4.16,0.05,83.2
1994-11-22,4.13,0.05,82.6
1994-11-23,4.16,0.05,83.2
1994-11-25,4.16,0.05,83.2
1994-11-28,4.16,0.05,83.2
1994-11-29,4.19,0.05,83.8
1994-11-30,4.16,0.05,83.2
1994-12-01,4.16,0.05,83.2
1994-12-02,4.33,0.05,86.6
1994-12-05,4.5,0.05,90.0
1994-12-06,4.47,0.05,89.39999999999999
1994-12-07,4.34,0.05,86.8
1994-12-08,4.38,0.05,87.6
1994-12-09,4.45,0.05,89.0
1994-12-12,4.5,0.05,90.0
1994-12-13,4.47,0.05,89.39999999999999
1994-12-14,4.53,0.05,90.6
1994-12-15,4.56,0.05,91.19999999999999
1994-12-16,4.56,0.05,91.19999999999999
1994-12-19,4.53,0.05,90.6
1994-12-20,4.5,0.05,90.0
1994-12-21,4.53,0.05,90.6
1994-12-22,4.5,0.05,90.0
1994-12-23,4.69,0.05,93.8
1994-12-27,4.63,0.05,92.6
1994-12-28,4.64,0.05,92.79999999999998
1994-12-29,4.75,0.05,95.0
1994-12-30,4.75,0.05,95.0
1995-01-03,4.63,0.05,92.6
1995-01-04,4.56,0.05,91.19999999999999
1995-01-05,4.58,0.05,91.6
1995-01-06,4.66,0.05,93.2
1995-01-09,4.67,0.05,93.39999999999999
1995-01-10,4.78,0.05,95.6
1995-01-11,4.81,0.05,96.19999999999999
