date,FANG,FANG_EPS,PE Ratio
2013-07-08,36.1,0.15,240.66666666666669
2013-07-09,36.5,0.15,243.33333333333334
2013-07-10,37.16,0.15,247.73333333333332
2013-07-11,37.6,0.15,250.66666666666669
2013-07-12,37.25,0.15,248.33333333333334
2013-07-15,37.27,0.15,248.4666666666667
2013-07-16,37.71,0.15,251.4
2013-07-17,37.66,0.15,251.06666666666666
2013-07-18,38.08,0.15,253.86666666666667
2013-07-19,39.36,0.15,262.40000000000003
2013-07-22,39.47,0.15,263.1333333333333
2013-07-23,38.79,0.15,258.6
2013-07-24,37.41,0.15,249.39999999999998
2013-07-25,37.75,0.15,251.66666666666669
2013-07-26,37.47,0.15,249.8
2013-07-29,37.67,0.15,251.13333333333335
2013-07-30,37.83,0.15,252.2
2013-07-31,38.18,0.15,254.53333333333333
2013-08-01,42.61,0.15,284.06666666666666
2013-08-02,42.65,0.15,284.3333333333333
2013-08-05,43.1,0.15,287.33333333333337
2013-08-06,42.2,0.15,281.33333333333337
2013-08-07,42.24,0.15,281.6
2013-08-08,42.09,0.37,113.75675675675677
2013-08-09,42.24,0.37,114.16216216216218
2013-08-12,42.08,0.37,113.72972972972973
2013-08-13,42.09,0.37,113.75675675675677
2013-08-14,40.45,0.37,109.32432432432434
2013-08-15,39.79,0.37,107.54054054054053
2013-08-16,40.5,0.37,109.45945945945947
2013-08-19,39.35,0.37,106.35135135135135
2013-08-20,39.28,0.37,106.16216216216216
2013-08-21,39.22,0.37,106.0
2013-08-22,39.35,0.37,106.35135135135135
2013-08-23,40.12,0.37,108.43243243243242
2013-08-26,40.0,0.37,108.10810810810811
2013-08-27,39.89,0.37,107.8108108108108
2013-08-28,41.5,0.37,112.16216216216216
2013-08-29,40.44,0.37,109.29729729729729
2013-08-30,40.24,0.37,108.75675675675676
2013-09-03,41.66,0.37,112.59459459459458
2013-09-04,43.35,0.37,117.16216216216216
2013-09-05,43.62,0.37,117.89189189189189
2013-09-06,43.42,0.37,117.35135135135135
2013-09-09,44.32,0.37,119.78378378378379
2013-09-10,44.38,0.37,119.94594594594595
2013-09-11,45.53,0.37,123.05405405405406
2013-09-12,46.63,0.37,126.02702702702703
2013-09-13,46.0,0.37,124.32432432432432
2013-09-16,44.82,0.37,121.13513513513514
2013-09-17,44.59,0.37,120.51351351351353
2013-09-18,44.67,0.37,120.72972972972974
2013-09-19,44.02,0.37,118.97297297297298
2013-09-20,42.78,0.37,115.62162162162163
2013-09-23,43.55,0.37,117.7027027027027
2013-09-24,43.63,0.37,117.91891891891893
2013-09-25,43.76,0.37,118.27027027027026
2013-09-26,43.98,0.37,118.86486486486486
2013-09-27,43.15,0.37,116.62162162162161
2013-09-30,42.64,0.37,115.24324324324324
2013-10-01,43.42,0.37,117.35135135135135
2013-10-02,43.22,0.37,116.8108108108108
2013-10-03,43.83,0.37,118.45945945945945
2013-10-04,46.01,0.37,124.35135135135135
2013-10-07,45.76,0.37,123.67567567567568
2013-10-08,44.56,0.37,120.43243243243244
2013-10-09,43.38,0.37,117.24324324324326
2013-10-10,43.68,0.37,118.05405405405405
2013-10-11,44.7,0.37,120.81081081081082
2013-10-14,46.52,0.37,125.72972972972974
2013-10-15,46.85,0.37,126.62162162162163
2013-10-16,49.52,0.37,133.83783783783784
2013-10-17,50.18,0.37,135.6216216216216
2013-10-18,52.18,0.37,141.02702702702703
2013-10-21,52.75,0.37,142.56756756756758
2013-10-22,50.32,0.37,136.0
2013-10-23,49.1,0.37,132.7027027027027
2013-10-24,54.0,0.37,145.94594594594594
2013-10-25,53.32,0.37,144.1081081081081
2013-10-28,53.52,0.37,144.64864864864865
2013-10-29,54.07,0.37,146.13513513513513
2013-10-30,53.71,0.37,145.16216216216216
2013-10-31,51.65,0.37,139.59459459459458
2013-11-01,50.64,0.37,136.86486486486487
2013-11-04,53.16,0.37,143.67567567567568
2013-11-05,55.14,0.33,167.0909090909091
2013-11-06,53.46,0.33,162.0
2013-11-07,54.0,0.33,163.63636363636363
2013-11-08,53.47,0.33,162.03030303030303
2013-11-11,53.29,0.33,161.48484848484847
2013-11-12,52.5,0.33,159.0909090909091
2013-11-13,53.15,0.33,161.06060606060606
2013-11-14,53.12,0.33,160.96969696969694
2013-11-15,53.53,0.33,162.21212121212122
2013-11-18,50.21,0.33,152.15151515151516
2013-11-19,48.82,0.33,147.93939393939394
2013-11-20,48.76,0.33,147.75757575757575
2013-11-21,51.74,0.33,156.78787878787878
2013-11-22,51.53,0.33,156.15151515151516
2013-11-25,50.88,0.33,154.1818181818182
2013-11-26,51.61,0.33,156.39393939393938
2013-11-27,50.06,0.33,151.6969696969697
2013-11-29,49.74,0.33,150.72727272727272
2013-12-02,50.37,0.33,152.63636363636363
2013-12-03,50.23,0.33,152.2121212121212
2013-12-04,50.45,0.33,152.87878787878788
2013-12-05,49.2,0.33,149.0909090909091
2013-12-06,46.18,0.33,139.93939393939394
2013-12-09,45.07,0.33,136.57575757575756
2013-12-10,46.0,0.33,139.39393939393938
2013-12-11,45.11,0.33,136.6969696969697
2013-12-12,44.96,0.33,136.24242424242425
2013-12-13,44.73,0.33,135.54545454545453
2013-12-16,45.49,0.33,137.84848484848484
2013-12-17,46.12,0.33,139.75757575757575
2013-12-18,46.34,0.33,140.42424242424244
2013-12-19,49.8,0.33,150.9090909090909
2013-12-20,50.79,0.33,153.9090909090909
2013-12-23,52.1,0.33,157.87878787878788
2013-12-24,52.02,0.33,157.63636363636363
2013-12-26,52.73,0.33,159.78787878787878
2013-12-27,53.34,0.33,161.63636363636363
2013-12-30,51.93,0.33,157.36363636363635
2013-12-31,52.88,0.33,160.24242424242425
2014-01-02,51.16,0.33,155.030303030303
2014-01-03,49.18,0.33,149.03030303030303
2014-01-06,48.57,0.33,147.1818181818182
2014-01-07,48.39,0.33,146.63636363636363
2014-01-08,47.61,0.33,144.27272727272725
2014-01-09,45.52,0.33,137.93939393939394
2014-01-10,46.97,0.33,142.33333333333331
2014-01-13,44.43,0.33,134.63636363636363
2014-01-14,47.01,0.33,142.45454545454544
2014-01-15,48.02,0.33,145.51515151515153
2014-01-16,48.61,0.33,147.30303030303028
2014-01-17,48.51,0.33,147.0
2014-01-21,49.08,0.33,148.72727272727272
2014-01-22,51.22,0.33,155.2121212121212
2014-01-23,50.44,0.33,152.84848484848484
2014-01-24,48.87,0.33,148.09090909090907
2014-01-27,47.54,0.33,144.06060606060606
2014-01-28,49.8,0.33,150.9090909090909
2014-01-29,48.59,0.33,147.24242424242425
2014-01-30,51.37,0.33,155.66666666666666
2014-01-31,51.98,0.33,157.5151515151515
2014-02-03,50.08,0.33,151.75757575757575
2014-02-04,51.64,0.33,156.48484848484847
2014-02-05,52.96,0.33,160.48484848484847
2014-02-06,53.77,0.33,162.93939393939394
2014-02-07,56.72,0.33,171.87878787878788
2014-02-10,57.52,0.33,174.3030303030303
2014-02-11,58.91,0.33,178.5151515151515
2014-02-12,57.97,0.33,175.66666666666666
2014-02-13,58.89,0.33,178.45454545454544
2014-02-14,59.65,0.33,180.75757575757575
2014-02-18,61.02,0.33,184.9090909090909
2014-02-19,61.04,0.45,135.64444444444445
2014-02-20,62.67,0.45,139.26666666666668
2014-02-21,63.99,0.45,142.2
2014-02-24,64.8,0.45,144.0
2014-02-25,63.74,0.45,141.64444444444445
2014-02-26,64.54,0.45,143.42222222222225
2014-02-27,63.89,0.45,141.9777777777778
2014-02-28,64.33,0.45,142.95555555555555
2014-03-03,64.41,0.45,143.13333333333333
2014-03-04,65.48,0.45,145.51111111111112
2014-03-05,64.04,0.45,142.31111111111113
2014-03-06,62.76,0.45,139.46666666666667
2014-03-07,63.88,0.45,141.95555555555555
2014-03-10,63.03,0.45,140.06666666666666
2014-03-11,62.01,0.45,137.79999999999998
2014-03-12,63.16,0.45,140.35555555555555
2014-03-13,63.36,0.45,140.79999999999998
2014-03-14,63.58,0.45,141.2888888888889
2014-03-17,63.93,0.45,142.06666666666666
2014-03-18,65.68,0.45,145.95555555555558
2014-03-19,64.4,0.45,143.11111111111111
2014-03-20,65.19,0.45,144.86666666666665
2014-03-21,64.22,0.45,142.7111111111111
2014-03-24,64.14,0.45,142.53333333333333
2014-03-25,64.29,0.45,142.86666666666667
2014-03-26,64.89,0.45,144.2
2014-03-27,68.04,0.45,151.20000000000002
2014-03-28,69.7,0.45,154.88888888888889
2014-03-31,67.31,0.45,149.57777777777778
2014-04-01,66.41,0.45,147.57777777777775
2014-04-02,68.97,0.45,153.26666666666665
2014-04-03,67.91,0.45,150.9111111111111
2014-04-04,67.25,0.45,149.44444444444443
2014-04-07,65.17,0.45,144.82222222222222
2014-04-08,66.6,0.45,147.99999999999997
2014-04-09,68.06,0.45,151.24444444444444
2014-04-10,65.63,0.45,145.84444444444443
2014-04-11,67.6,0.45,150.2222222222222
2014-04-14,70.12,0.45,155.82222222222222
2014-04-15,69.08,0.45,153.5111111111111
2014-04-16,70.49,0.45,156.64444444444442
2014-04-17,73.34,0.45,162.9777777777778
2014-04-21,74.52,0.45,165.6
2014-04-22,74.26,0.45,165.02222222222224
2014-04-23,73.89,0.45,164.2
2014-04-24,75.42,0.45,167.6
2014-04-25,71.44,0.45,158.75555555555556
2014-04-28,70.96,0.45,157.68888888888887
2014-04-29,72.22,0.45,160.48888888888888
2014-04-30,71.94,0.45,159.86666666666665
2014-05-01,71.27,0.45,158.37777777777777
2014-05-02,73.77,0.45,163.9333333333333
2014-05-05,73.63,0.45,163.6222222222222
2014-05-06,73.25,0.45,162.77777777777777
2014-05-07,75.72,0.45,168.26666666666665
2014-05-08,71.76,0.45,159.46666666666667
2014-05-09,71.24,0.49,145.3877551020408
2014-05-12,72.72,0.49,148.40816326530611
2014-05-13,73.73,0.49,150.46938775510205
2014-05-14,72.02,0.49,146.9795918367347
2014-05-15,69.43,0.49,141.69387755102042
2014-05-16,70.67,0.49,144.22448979591837
2014-05-19,71.15,0.49,145.20408163265307
2014-05-20,70.16,0.49,143.18367346938774
2014-05-21,72.71,0.49,148.3877551020408
2014-05-22,73.03,0.49,149.04081632653063
2014-05-23,72.78,0.49,148.53061224489795
2014-05-27,71.47,0.49,145.85714285714286
2014-05-28,71.39,0.49,145.69387755102042
2014-05-29,75.02,0.49,153.10204081632654
2014-05-30,75.48,0.49,154.04081632653063
2014-06-02,76.11,0.49,155.3265306122449
2014-06-03,78.3,0.49,159.79591836734693
2014-06-04,78.54,0.49,160.2857142857143
2014-06-05,79.24,0.49,161.7142857142857
2014-06-06,81.09,0.49,165.48979591836735
2014-06-09,82.0,0.49,167.3469387755102
2014-06-10,82.33,0.49,168.0204081632653
2014-06-11,83.84,0.49,171.10204081632654
2014-06-12,84.69,0.49,172.83673469387756
2014-06-13,87.95,0.49,179.48979591836735
2014-06-16,89.9,0.49,183.46938775510205
2014-06-17,90.26,0.49,184.20408163265307
2014-06-18,90.34,0.49,184.3673469387755
2014-06-19,89.05,0.49,181.73469387755102
2014-06-20,89.79,0.49,183.2448979591837
2014-06-23,91.41,0.49,186.55102040816325
2014-06-24,87.69,0.49,178.9591836734694
2014-06-25,90.56,0.49,184.81632653061226
2014-06-26,89.29,0.49,182.22448979591837
2014-06-27,88.69,0.49,181.0
2014-06-30,88.8,0.49,181.22448979591837
2014-07-01,89.77,0.49,183.20408163265304
2014-07-02,88.29,0.49,180.18367346938777
2014-07-03,88.81,0.49,181.24489795918367
2014-07-07,87.31,0.49,178.18367346938777
2014-07-08,85.97,0.49,175.44897959183675
2014-07-09,87.29,0.49,178.14285714285717
2014-07-10,85.72,0.49,174.9387755102041
2014-07-11,84.21,0.49,171.85714285714286
2014-07-14,86.59,0.49,176.71428571428572
2014-07-15,83.36,0.49,170.12244897959184
2014-07-16,85.49,0.49,174.46938775510202
2014-07-17,84.71,0.49,172.87755102040816
2014-07-18,86.66,0.49,176.85714285714286
2014-07-21,87.99,0.49,179.57142857142856
2014-07-22,86.56,0.49,176.65306122448982
2014-07-23,87.85,0.49,179.28571428571428
2014-07-24,88.01,0.49,179.6122448979592
2014-07-25,85.7,0.49,174.89795918367346
2014-07-28,84.8,0.49,173.0612244897959
2014-07-29,85.59,0.49,174.67346938775512
2014-07-30,84.75,0.49,172.9591836734694
2014-07-31,82.23,0.49,167.81632653061226
2014-08-01,80.02,0.49,163.30612244897958
2014-08-04,81.61,0.49,166.55102040816325
2014-08-05,78.93,0.49,161.08163265306123
2014-08-06,78.52,0.49,160.24489795918367
2014-08-07,76.58,0.54,141.8148148148148
2014-08-08,77.45,0.54,143.42592592592592
2014-08-11,77.49,0.54,143.49999999999997
2014-08-12,76.04,0.54,140.8148148148148
2014-08-13,77.18,0.54,142.92592592592592
2014-08-14,75.86,0.54,140.48148148148147
2014-08-15,78.45,0.54,145.27777777777777
2014-08-18,79.78,0.54,147.74074074074073
2014-08-19,80.0,0.54,148.14814814814815
2014-08-20,80.24,0.54,148.59259259259258
2014-08-21,80.74,0.54,149.5185185185185
2014-08-22,79.98,0.54,148.11111111111111
2014-08-25,81.4,0.54,150.74074074074073
2014-08-26,83.88,0.54,155.33333333333331
2014-08-27,82.6,0.54,152.96296296296293
2014-08-28,83.2,0.54,154.07407407407408
2014-08-29,86.35,0.54,159.9074074074074
2014-09-02,83.23,0.54,154.12962962962962
2014-09-03,83.84,0.54,155.25925925925927
2014-09-04,79.5,0.54,147.2222222222222
2014-09-05,79.25,0.54,146.75925925925924
2014-09-08,77.42,0.54,143.37037037037035
2014-09-09,76.46,0.54,141.59259259259258
2014-09-10,76.8,0.54,142.2222222222222
2014-09-11,77.87,0.54,144.2037037037037
2014-09-12,76.56,0.54,141.77777777777777
2014-09-15,76.24,0.54,141.18518518518516
2014-09-16,78.22,0.54,144.85185185185185
2014-09-17,77.7,0.54,143.88888888888889
2014-09-18,76.18,0.54,141.07407407407408
2014-09-19,75.55,0.54,139.9074074074074
2014-09-22,73.46,0.54,136.037037037037
2014-09-23,72.84,0.54,134.88888888888889
2014-09-24,74.3,0.54,137.59259259259258
2014-09-25,72.6,0.54,134.44444444444443
2014-09-26,73.64,0.54,136.37037037037035
2014-09-29,76.76,0.54,142.14814814814815
2014-09-30,74.78,0.54,138.48148148148147
2014-10-01,74.41,0.54,137.79629629629628
2014-10-02,75.28,0.54,139.4074074074074
2014-10-03,73.0,0.54,135.1851851851852
2014-10-06,73.97,0.54,136.98148148148147
2014-10-07,71.45,0.54,132.3148148148148
2014-10-08,73.12,0.54,135.40740740740742
2014-10-09,69.27,0.54,128.27777777777777
2014-10-10,64.75,0.54,119.9074074074074
2014-10-13,59.21,0.54,109.64814814814814
2014-10-14,58.44,0.54,108.22222222222221
2014-10-15,59.98,0.54,111.07407407407406
2014-10-16,63.12,0.54,116.88888888888887
2014-10-17,63.35,0.54,117.31481481481481
2014-10-20,64.28,0.54,119.03703703703704
2014-10-21,67.49,0.54,124.98148148148147
2014-10-22,64.2,0.54,118.88888888888889
2014-10-23,67.22,0.54,124.48148148148147
2014-10-24,67.24,0.54,124.5185185185185
2014-10-27,64.13,0.54,118.75925925925924
2014-10-28,67.78,0.54,125.51851851851852
2014-10-29,69.08,0.54,127.92592592592591
2014-10-30,67.68,0.54,125.33333333333334
2014-10-31,68.44,0.54,126.74074074074073
2014-11-03,67.39,0.54,124.79629629629629
2014-11-04,63.64,0.54,117.85185185185185
2014-11-05,65.01,0.54,120.38888888888889
2014-11-06,65.82,0.82,80.26829268292683
2014-11-07,69.49,0.82,84.7439024390244
2014-11-10,66.6,0.82,81.21951219512195
2014-11-11,67.5,0.82,82.31707317073172
2014-11-12,64.81,0.82,79.03658536585367
2014-11-13,64.76,0.82,78.97560975609757
2014-11-14,67.79,0.82,82.67073170731709
2014-11-17,63.72,0.82,77.70731707317073
2014-11-18,64.37,0.82,78.50000000000001
2014-11-19,65.13,0.82,79.42682926829268
2014-11-20,67.21,0.82,81.96341463414633
2014-11-21,69.74,0.82,85.04878048780488
2014-11-24,68.09,0.82,83.03658536585367
2014-11-25,67.03,0.82,81.7439024390244
2014-11-26,64.88,0.82,79.1219512195122
2014-11-28,56.4,0.82,68.78048780487805
2014-12-01,55.81,0.82,68.0609756097561
2014-12-02,57.84,0.82,70.53658536585367
2014-12-03,59.86,0.82,73.0
2014-12-04,58.48,0.82,71.3170731707317
2014-12-05,58.79,0.82,71.69512195121952
2014-12-08,54.8,0.82,66.82926829268293
2014-12-09,56.68,0.82,69.1219512195122
2014-12-10,53.65,0.82,65.42682926829268
2014-12-11,53.11,0.82,64.76829268292683
2014-12-12,52.47,0.82,63.987804878048784
2014-12-15,53.41,0.82,65.13414634146342
2014-12-16,55.84,0.82,68.09756097560977
2014-12-17,58.97,0.82,71.91463414634147
2014-12-18,59.58,0.82,72.65853658536585
2014-12-19,62.56,0.82,76.29268292682927
2014-12-22,61.07,0.82,74.47560975609757
2014-12-23,61.7,0.82,75.2439024390244
2014-12-24,60.18,0.82,73.39024390243902
2014-12-26,60.41,0.82,73.67073170731707
2014-12-29,60.38,0.82,73.63414634146342
2014-12-30,59.87,0.82,73.01219512195122
2014-12-31,59.78,0.82,72.90243902439025
2015-01-02,59.93,0.82,73.08536585365854
2015-01-05,57.28,0.82,69.85365853658537
2015-01-06,57.37,0.82,69.96341463414635
2015-01-07,58.25,0.82,71.03658536585367
2015-01-08,61.09,0.82,74.50000000000001
2015-01-09,61.84,0.82,75.41463414634147
2015-01-12,59.47,0.82,72.52439024390245
2015-01-13,61.24,0.82,74.6829268292683
2015-01-14,65.3,0.82,79.63414634146342
2015-01-15,63.45,0.82,77.37804878048782
2015-01-16,65.63,0.82,80.03658536585365
2015-01-20,62.81,0.82,76.59756097560977
2015-01-21,68.54,0.82,83.58536585365854
2015-01-22,67.98,0.82,82.90243902439025
2015-01-23,67.0,0.82,81.70731707317074
2015-01-26,68.51,0.82,83.54878048780489
2015-01-27,68.97,0.82,84.10975609756098
2015-01-28,66.08,0.82,80.58536585365854
2015-01-29,68.64,0.82,83.70731707317074
2015-01-30,68.99,0.82,84.1341463414634
2015-02-02,69.74,0.82,85.04878048780488
2015-02-03,69.68,0.82,84.97560975609757
2015-02-04,67.13,0.82,81.86585365853658
2015-02-05,69.06,0.82,84.21951219512196
2015-02-06,70.83,0.82,86.3780487804878
2015-02-09,70.13,0.82,85.52439024390245
2015-02-10,69.4,0.82,84.63414634146342
2015-02-11,68.78,0.82,83.87804878048782
2015-02-12,72.97,0.82,88.98780487804878
2015-02-13,73.46,0.82,89.58536585365853
2015-02-17,73.57,0.82,89.71951219512195
2015-02-18,73.8,0.82,90.0
2015-02-19,75.86,0.82,92.51219512195122
2015-02-20,75.09,1.82,41.25824175824176
2015-02-23,74.36,1.82,40.857142857142854
2015-02-24,74.08,1.82,40.7032967032967
2015-02-25,74.96,1.82,41.18681318681318
2015-02-26,73.17,1.82,40.2032967032967
2015-02-27,71.21,1.82,39.12637362637362
2015-03-02,70.98,1.82,39.0
2015-03-03,71.69,1.82,39.39010989010989
2015-03-04,71.81,1.82,39.456043956043956
2015-03-05,71.18,1.82,39.10989010989011
2015-03-06,69.86,1.82,38.38461538461538
2015-03-09,69.61,1.82,38.247252747252745
2015-03-10,68.09,1.82,37.41208791208791
2015-03-11,70.05,1.82,38.489010989010985
2015-03-12,69.94,1.82,38.42857142857142
2015-03-13,69.68,1.82,38.285714285714285
2015-03-16,70.0,1.82,38.46153846153846
2015-03-17,70.47,1.82,38.71978021978022
2015-03-18,72.65,1.82,39.917582417582416
2015-03-19,71.49,1.82,39.280219780219774
2015-03-20,72.34,1.82,39.747252747252745
2015-03-23,71.58,1.82,39.32967032967033
2015-03-24,73.77,1.82,40.53296703296703
2015-03-25,74.92,1.82,41.16483516483517
2015-03-26,76.85,1.82,42.22527472527472
2015-03-27,75.17,1.82,41.3021978021978
2015-03-30,77.63,1.82,42.65384615384615
2015-03-31,76.84,1.82,42.21978021978022
2015-04-01,77.4,1.82,42.527472527472526
2015-04-02,78.88,1.82,43.340659340659336
2015-04-06,79.47,1.82,43.66483516483516
2015-04-07,79.96,1.82,43.93406593406593
2015-04-08,78.06,1.82,42.89010989010989
2015-04-09,80.72,1.82,44.35164835164835
2015-04-10,80.75,1.82,44.36813186813187
2015-04-13,79.86,1.82,43.879120879120876
2015-04-14,80.39,1.82,44.17032967032967
2015-04-15,82.41,1.82,45.280219780219774
2015-04-16,83.32,1.82,45.780219780219774
2015-04-17,82.57,1.82,45.36813186813186
2015-04-20,84.07,1.82,46.192307692307686
2015-04-21,82.81,1.82,45.5
2015-04-22,81.98,1.82,45.043956043956044
2015-04-23,81.96,1.82,45.03296703296703
2015-04-24,79.83,1.82,43.86263736263736
2015-04-27,79.73,1.82,43.80769230769231
2015-04-28,80.23,1.82,44.082417582417584
2015-04-29,82.96,1.82,45.58241758241758
2015-04-30,82.57,1.82,45.36813186813186
2015-05-01,81.88,1.82,44.989010989010985
2015-05-04,82.94,1.82,45.57142857142857
2015-05-05,79.76,1.82,43.824175824175825
2015-05-06,78.67,1.82,43.22527472527472
2015-05-07,75.34,0.1,753.4
2015-05-08,77.01,0.1,770.1
2015-05-11,78.33,0.1,783.3
2015-05-12,79.59,0.1,795.9
2015-05-13,79.42,0.1,794.1999999999999
2015-05-14,77.2,0.1,772.0
2015-05-15,78.93,0.1,789.3000000000001
2015-05-18,79.23,0.1,792.3
2015-05-19,77.47,0.1,774.6999999999999
2015-05-20,78.53,0.1,785.3
