date,A,A_EPS,PE Ratio
2000-03-06,113.73,0.3,379.1
2000-03-07,101.57,0.3,338.56666666666666
2000-03-08,108.73,0.3,362.43333333333334
2000-03-09,109.44,0.3,364.8
2000-03-10,101.57,0.3,338.56666666666666
2000-03-13,93.88,0.3,312.93333333333334
2000-03-14,86.82,0.3,289.4
2000-03-15,81.72,0.2,408.59999999999997
2000-03-16,84.45,0.2,422.25
2000-03-17,86.64,0.2,433.2
2000-03-20,81.37,0.2,406.85
2000-03-21,82.26,0.2,411.3
2000-03-22,85.43,0.2,427.15000000000003
2000-03-23,85.61,0.2,428.04999999999995
2000-03-24,85.84,0.2,429.2
2000-03-27,81.72,0.2,408.59999999999997
2000-03-28,85.21,0.2,426.04999999999995
2000-03-29,80.11,0.2,400.54999999999995
2000-03-30,75.11,0.2,375.54999999999995
2000-03-31,74.39,0.2,371.95
2000-04-03,70.1,0.2,350.49999999999994
2000-04-04,66.88,0.2,334.4
2000-04-05,69.34,0.2,346.7
2000-04-06,75.11,0.2,375.54999999999995
2000-04-07,87.27,0.2,436.34999999999997
2000-04-10,76.63,0.2,383.15
2000-04-11,72.2,0.2,361.0
2000-04-12,61.52,0.2,307.6
2000-04-13,64.38,0.2,321.9
2000-04-14,59.15,0.2,295.75
2000-04-17,56.87,0.2,284.34999999999997
2000-04-18,62.23,0.2,311.15
2000-04-19,62.41,0.2,312.04999999999995
2000-04-20,64.33,0.2,321.65
2000-04-24,65.54,0.2,327.7
2000-04-25,64.38,0.2,321.9
2000-04-26,65.72,0.2,328.59999999999997
2000-04-27,64.91,0.2,324.54999999999995
2000-04-28,63.39,0.2,316.95
2000-05-01,68.22,0.2,341.09999999999997
2000-05-02,72.08,0.2,360.4
2000-05-03,65.45,0.2,327.25
2000-05-04,64.56,0.2,322.8
2000-05-05,65.41,0.2,327.04999999999995
2000-05-08,60.62,0.2,303.09999999999997
2000-05-09,57.36,0.2,286.79999999999995
2000-05-10,55.08,0.2,275.4
2000-05-11,54.77,0.2,273.85
2000-05-12,64.78,0.2,323.9
2000-05-15,63.08,0.2,315.4
2000-05-16,63.3,0.2,316.49999999999994
2000-05-17,55.79,0.2,278.95
2000-05-18,50.79,0.2,253.95
2000-05-19,47.66,0.2,238.29999999999998
2000-05-22,44.62,0.2,223.09999999999997
2000-05-23,41.49,0.2,207.45
2000-05-24,42.2,0.2,211.0
2000-05-25,49.18,0.2,245.89999999999998
2000-05-26,46.49,0.2,232.45
2000-05-30,53.92,0.2,269.59999999999997
2000-05-31,52.66,0.2,263.29999999999995
2000-06-01,52.22,0.2,261.09999999999997
2000-06-02,58.48,0.2,292.4
2000-06-05,56.51,0.2,282.54999999999995
2000-06-06,50.79,0.2,253.95
2000-06-07,47.93,0.2,239.64999999999998
2000-06-08,49.45,0.2,247.25
2000-06-09,50.7,0.2,253.5
2000-06-12,47.21,0.31,152.29032258064515
2000-06-13,49.4,0.31,159.3548387096774
2000-06-14,48.46,0.31,156.32258064516128
2000-06-15,47.17,0.31,152.16129032258064
2000-06-16,44.8,0.31,144.51612903225805
2000-06-19,48.64,0.31,156.90322580645162
2000-06-20,52.66,0.31,169.8709677419355
2000-06-21,56.15,0.31,181.1290322580645
2000-06-22,54.18,0.31,174.7741935483871
2000-06-23,53.74,0.31,173.35483870967744
2000-06-26,53.74,0.31,173.35483870967744
2000-06-27,53.96,0.31,174.06451612903226
2000-06-28,56.87,0.31,183.4516129032258
2000-06-29,54.27,0.31,175.06451612903226
2000-06-30,52.75,0.31,170.16129032258064
2000-07-03,52.71,0.31,170.03225806451613
2000-07-05,50.25,0.31,162.09677419354838
2000-07-06,49.45,0.31,159.51612903225808
2000-07-07,48.28,0.31,155.74193548387098
2000-07-10,49.0,0.31,158.06451612903226
2000-07-11,48.15,0.31,155.32258064516128
2000-07-12,49.36,0.31,159.2258064516129
2000-07-13,50.79,0.31,163.83870967741936
2000-07-14,55.12,0.31,177.80645161290323
2000-07-17,55.97,0.31,180.54838709677418
2000-07-18,54.81,0.31,176.80645161290323
2000-07-19,52.98,0.31,170.90322580645162
2000-07-20,38.63,0.31,124.61290322580646
2000-07-21,34.38,0.31,110.90322580645162
2000-07-24,35.41,0.31,114.2258064516129
2000-07-25,32.01,0.31,103.25806451612902
2000-07-26,30.76,0.31,99.22580645161291
2000-07-27,29.15,0.31,94.03225806451613
2000-07-28,29.51,0.31,95.19354838709678
2000-07-31,29.15,0.31,94.03225806451613
2000-08-01,28.97,0.31,93.45161290322581
2000-08-02,28.7,0.31,92.58064516129032
2000-08-03,29.33,0.31,94.61290322580645
2000-08-04,28.66,0.31,92.45161290322581
2000-08-07,28.43,0.31,91.70967741935483
2000-08-08,27.76,0.31,89.54838709677419
2000-08-09,28.12,0.31,90.70967741935485
2000-08-10,27.9,0.31,90.0
2000-08-11,29.06,0.31,93.74193548387096
2000-08-14,31.12,0.31,100.38709677419355
2000-08-15,30.4,0.31,98.06451612903226
2000-08-16,31.12,0.31,100.38709677419355
2000-08-17,33.26,0.31,107.29032258064515
2000-08-18,40.33,0.31,130.09677419354838
2000-08-21,43.28,0.31,139.61290322580646
2000-08-22,43.28,0.31,139.61290322580646
2000-08-23,43.28,0.31,139.61290322580646
2000-08-24,42.74,0.31,137.8709677419355
2000-08-25,41.85,0.31,135.0
2000-08-28,41.93,0.31,135.25806451612902
2000-08-29,45.06,0.31,145.35483870967744
2000-08-30,43.9,0.31,141.61290322580643
2000-08-31,43.63,0.31,140.74193548387098
2000-09-01,44.26,0.31,142.7741935483871
2000-09-05,44.21,0.31,142.61290322580646
2000-09-06,42.92,0.31,138.45161290322582
2000-09-07,44.26,0.31,142.7741935483871
2000-09-08,42.38,0.31,136.70967741935485
2000-09-11,40.59,0.31,130.93548387096774
2000-09-12,39.34,0.31,126.90322580645163
2000-09-13,39.34,0.31,126.90322580645163
2000-09-14,39.88,0.31,128.6451612903226
2000-09-15,40.77,0.31,131.51612903225808
2000-09-18,38.63,0.31,124.61290322580646
2000-09-19,38.54,0.31,124.3225806451613
2000-09-20,37.55,0.31,121.12903225806451
2000-09-21,34.33,0.31,110.74193548387096
2000-09-22,35.77,0.31,115.38709677419357
2000-09-25,34.56,0.31,111.48387096774195
2000-09-26,32.32,0.31,104.25806451612904
2000-09-27,32.9,0.31,106.12903225806451
2000-09-28,34.3,0.31,110.64516129032258
2000-09-29,35.01,0.31,112.93548387096773
2000-10-02,36.17,0.31,116.67741935483872
2000-10-03,38.0,0.31,122.58064516129032
2000-10-04,41.4,0.31,133.54838709677418
2000-10-05,39.43,0.31,127.19354838709677
2000-10-06,37.33,0.31,120.41935483870968
2000-10-09,36.26,0.31,116.96774193548387
2000-10-10,35.45,0.31,114.35483870967742
2000-10-11,32.77,0.31,105.70967741935485
2000-10-12,32.01,0.31,103.25806451612902
2000-10-13,31.74,0.31,102.38709677419354
2000-10-16,33.22,0.31,107.16129032258064
2000-10-17,30.98,0.31,99.93548387096774
2000-10-18,29.24,0.31,94.32258064516128
2000-10-19,31.29,0.31,100.93548387096774
2000-10-20,33.31,0.31,107.45161290322581
2000-10-23,36.53,0.31,117.83870967741936
2000-10-24,34.38,0.31,110.90322580645162
2000-10-25,30.49,0.31,98.35483870967741
2000-10-26,31.47,0.31,101.51612903225806
2000-10-27,32.73,0.31,105.58064516129032
2000-10-30,32.55,0.31,104.99999999999999
2000-10-31,33.13,0.31,106.87096774193549
2000-11-01,33.49,0.31,108.03225806451614
2000-11-02,34.42,0.31,111.03225806451614
2000-11-03,33.49,0.31,108.03225806451614
2000-11-06,33.17,0.31,107.0
2000-11-07,32.86,0.31,106.0
2000-11-08,31.74,0.31,102.38709677419354
2000-11-09,31.16,0.31,100.51612903225806
2000-11-10,28.21,0.31,91.0
2000-11-13,28.12,0.31,90.70967741935485
2000-11-14,30.49,0.31,98.35483870967741
2000-11-15,31.03,0.31,100.0967741935484
2000-11-16,29.77,0.31,96.03225806451613
2000-11-17,33.89,0.31,109.3225806451613
2000-11-20,31.92,0.31,102.96774193548387
2000-11-21,34.78,0.31,112.19354838709678
2000-11-22,34.33,0.31,110.74193548387096
2000-11-24,36.44,0.31,117.54838709677419
2000-11-27,36.12,0.31,116.51612903225806
2000-11-28,36.26,0.31,116.96774193548387
2000-11-29,38.54,0.31,124.3225806451613
2000-11-30,37.33,0.31,120.41935483870968
2000-12-01,37.91,0.31,122.29032258064515
2000-12-04,36.48,0.31,117.6774193548387
2000-12-05,39.39,0.31,127.06451612903226
2000-12-06,37.2,0.31,120.00000000000001
2000-12-07,38.63,0.31,124.61290322580646
2000-12-08,42.52,0.31,137.16129032258067
2000-12-11,41.31,0.31,133.25806451612905
2000-12-12,40.95,0.31,132.09677419354838
2000-12-13,41.62,0.31,134.25806451612902
2000-12-14,42.38,0.31,136.70967741935485
2000-12-15,40.68,0.31,131.2258064516129
2000-12-18,40.77,0.31,131.51612903225808
2000-12-19,40.82,0.31,131.67741935483872
2000-12-20,37.55,0.31,121.12903225806451
2000-12-21,36.75,0.31,118.54838709677419
2000-12-22,39.12,0.31,126.19354838709677
2000-12-26,38.27,0.31,123.45161290322582
2000-12-27,40.01,0.31,129.06451612903226
2000-12-28,39.57,0.31,127.64516129032258
2000-12-29,39.16,0.31,126.32258064516128
2001-01-02,36.39,0.31,117.38709677419355
2001-01-03,40.15,0.31,129.51612903225805
2001-01-04,41.67,0.31,134.4193548387097
2001-01-05,39.39,0.31,127.06451612903226
2001-01-08,38.09,0.31,122.8709677419355
2001-01-09,37.91,0.31,122.29032258064515
2001-01-10,39.57,0.31,127.64516129032258
2001-01-11,41.17,0.31,132.80645161290323
2001-01-12,40.15,0.31,129.51612903225805
2001-01-16,41.62,0.31,134.25806451612902
2001-01-17,44.3,0.31,142.90322580645162
2001-01-18,48.33,0.31,155.90322580645162
2001-01-19,46.9,0.31,151.29032258064515
2001-01-22,44.89,0.31,144.80645161290323
2001-01-23,44.89,0.31,144.80645161290323
2001-01-24,41.49,0.31,133.83870967741936
2001-01-25,39.52,0.31,127.48387096774195
2001-01-26,39.07,0.31,126.03225806451613
2001-01-29,38.93,0.31,125.58064516129032
2001-01-30,39.16,0.31,126.32258064516128
2001-01-31,39.02,0.31,125.8709677419355
2001-02-01,38.48,0.31,124.12903225806451
2001-02-02,37.34,0.31,120.45161290322582
2001-02-05,35.19,0.31,113.51612903225806
2001-02-06,36.46,0.31,117.61290322580645
2001-02-07,35.87,0.31,115.70967741935483
2001-02-08,38.78,0.31,125.0967741935484
2001-02-09,37.55,0.31,121.12903225806451
2001-02-12,36.57,0.31,117.96774193548387
2001-02-13,33.88,0.31,109.29032258064517
2001-02-14,34.33,0.31,110.74193548387096
2001-02-15,38.52,0.31,124.25806451612904
2001-02-16,35.77,0.31,115.38709677419357
2001-02-20,31.47,0.31,101.51612903225806
2001-02-21,28.76,0.31,92.7741935483871
2001-02-22,27.95,0.31,90.16129032258064
2001-02-23,27.4,0.31,88.38709677419354
2001-02-26,27.4,0.31,88.38709677419354
2001-02-27,27.29,0.31,88.03225806451613
2001-02-28,25.75,0.31,83.06451612903226
2001-03-01,27.4,0.31,88.38709677419354
2001-03-02,27.2,0.31,87.74193548387096
2001-03-05,27.22,0.31,87.80645161290322
2001-03-06,29.04,0.31,93.6774193548387
2001-03-07,29.3,0.31,94.51612903225806
2001-03-08,28.61,0.31,92.29032258064515
2001-03-09,26.5,0.31,85.48387096774194
2001-03-12,25.04,0.31,80.77419354838709
2001-03-13,26.17,0.31,84.41935483870968
2001-03-14,25.25,0.31,81.45161290322581
2001-03-15,24.93,0.31,80.41935483870968
2001-03-16,24.86,0.31,80.19354838709677
2001-03-19,26.46,0.37,71.51351351351352
2001-03-20,24.54,0.37,66.32432432432432
2001-03-21,22.6,0.37,61.08108108108109
2001-03-22,24.89,0.37,67.27027027027027
2001-03-23,27.06,0.37,73.13513513513513
2001-03-26,26.52,0.37,71.67567567567568
2001-03-27,26.42,0.37,71.40540540540542
2001-03-28,23.39,0.37,63.21621621621622
2001-03-29,21.46,0.37,58.0
2001-03-30,21.98,0.37,59.40540540540541
2001-04-02,22.07,0.37,59.64864864864865
2001-04-03,21.1,0.37,57.02702702702703
2001-04-04,20.09,0.37,54.2972972972973
2001-04-05,21.9,0.37,59.189189189189186
2001-04-06,19.89,0.37,53.75675675675676
2001-04-09,19.74,0.37,53.35135135135135
2001-04-10,21.35,0.37,57.70270270270271
2001-04-11,22.66,0.37,61.24324324324324
2001-04-12,24.29,0.37,65.64864864864865
2001-04-16,23.83,0.37,64.4054054054054
2001-04-17,23.84,0.37,64.43243243243244
2001-04-18,27.17,0.37,73.43243243243244
2001-04-19,27.89,0.37,75.37837837837839
2001-04-20,28.9,0.37,78.1081081081081
2001-04-23,28.61,0.37,77.32432432432432
2001-04-24,26.62,0.37,71.94594594594595
2001-04-25,27.78,0.37,75.08108108108108
2001-04-26,27.19,0.37,73.48648648648648
2001-04-27,27.75,0.37,75.0
2001-04-30,27.9,0.37,75.4054054054054
2001-05-01,28.04,0.37,75.78378378378378
2001-05-02,28.41,0.37,76.78378378378379
2001-05-03,27.5,0.37,74.32432432432432
2001-05-04,27.45,0.37,74.1891891891892
2001-05-07,27.71,0.37,74.8918918918919
2001-05-08,27.48,0.37,74.27027027027027
2001-05-09,27.9,0.37,75.4054054054054
2001-05-10,28.05,0.37,75.8108108108108
2001-05-11,28.39,0.37,76.72972972972973
2001-05-14,27.72,0.37,74.91891891891892
2001-05-15,26.79,0.37,72.4054054054054
2001-05-16,27.54,0.37,74.43243243243244
2001-05-17,27.7,0.37,74.86486486486487
2001-05-18,25.75,0.37,69.5945945945946
2001-05-21,27.18,0.37,73.45945945945945
2001-05-22,28.08,0.37,75.89189189189189
2001-05-23,27.13,0.37,73.32432432432432
2001-05-24,25.97,0.37,70.1891891891892
2001-05-25,26.96,0.37,72.86486486486487
2001-05-29,25.72,0.37,69.51351351351352
2001-05-30,23.51,0.37,63.54054054054055
2001-05-31,23.99,0.37,64.83783783783784
2001-06-01,24.3,0.37,65.67567567567568
2001-06-04,23.96,0.37,64.75675675675676
2001-06-05,24.39,0.37,65.91891891891892
2001-06-06,24.51,0.37,66.24324324324324
2001-06-07,25.64,0.37,69.2972972972973
2001-06-08,25.04,0.37,67.67567567567568
2001-06-11,24.16,0.37,65.2972972972973
2001-06-12,23.82,0.37,64.37837837837839
2001-06-13,23.35,0.37,63.10810810810811
2001-06-14,22.25,0.18,123.61111111111111
2001-06-15,21.79,0.18,121.05555555555556
2001-06-18,21.46,0.18,119.22222222222223
2001-06-19,20.97,0.18,116.5
2001-06-20,20.33,0.18,112.94444444444444
2001-06-21,21.16,0.18,117.55555555555556
2001-06-22,21.03,0.18,116.83333333333334
2001-06-25,21.21,0.18,117.83333333333334
2001-06-26,20.89,0.18,116.05555555555556
2001-06-27,21.35,0.18,118.61111111111113
2001-06-28,22.67,0.18,125.94444444444446
2001-06-29,23.25,0.18,129.16666666666669
2001-07-02,23.67,0.18,131.50000000000003
2001-07-03,23.26,0.18,129.22222222222223
2001-07-05,23.01,0.18,127.83333333333334
2001-07-06,21.57,0.18,119.83333333333334
2001-07-09,21.39,0.18,118.83333333333334
2001-07-10,20.24,0.18,112.44444444444444
2001-07-11,19.22,0.18,106.77777777777777
2001-07-12,21.99,0.18,122.16666666666666
2001-07-13,21.67,0.18,120.3888888888889
2001-07-16,20.67,0.18,114.83333333333334
2001-07-17,21.1,0.18,117.22222222222223
2001-07-18,20.38,0.18,113.22222222222221
2001-07-19,20.72,0.18,115.11111111111111
2001-07-20,20.67,0.18,114.83333333333334
2001-07-23,19.82,0.18,110.11111111111111
2001-07-24,19.64,0.18,109.11111111111111
2001-07-25,19.91,0.18,110.61111111111111
2001-07-26,20.89,0.18,116.05555555555556
2001-07-27,21.53,0.18,119.61111111111113
2001-07-30,21.04,0.18,116.88888888888889
2001-07-31,20.46,0.18,113.66666666666667
2001-08-01,22.71,0.18,126.16666666666667
2001-08-02,22.71,0.18,126.16666666666667
2001-08-03,22.39,0.18,124.3888888888889
2001-08-06,22.05,0.18,122.50000000000001
2001-08-07,22.2,0.18,123.33333333333333
2001-08-08,20.71,0.18,115.05555555555557
2001-08-09,20.49,0.18,113.83333333333333
2001-08-10,20.45,0.18,113.61111111111111
2001-08-13,20.69,0.18,114.94444444444446
2001-08-14,21.13,0.18,117.38888888888889
2001-08-15,19.92,0.18,110.66666666666669
2001-08-16,19.67,0.18,109.27777777777779
2001-08-17,18.92,0.18,105.11111111111113
2001-08-20,18.66,0.18,103.66666666666667
2001-08-21,18.92,0.18,105.11111111111113
2001-08-22,18.87,0.18,104.83333333333334
2001-08-23,18.72,0.18,104.0
2001-08-24,19.88,0.18,110.44444444444444
2001-08-27,19.43,0.18,107.94444444444444
2001-08-28,19.67,0.18,109.27777777777779
2001-08-29,19.42,0.18,107.8888888888889
2001-08-30,18.63,0.18,103.5
2001-08-31,18.96,0.18,105.33333333333334
2001-09-04,18.48,0.18,102.66666666666667
2001-09-05,17.6,0.18,97.77777777777779
2001-09-06,17.17,0.18,95.3888888888889
2001-09-07,16.7,0.18,92.77777777777777
2001-09-10,16.49,0.18,91.6111111111111
2001-09-14,,-0.48,
2001-09-17,15.56,-0.48,-32.41666666666667
2001-09-18,15.54,-0.48,-32.375
2001-09-19,16.27,-0.48,-33.895833333333336
2001-09-20,14.89,-0.48,-31.020833333333336
2001-09-21,14.41,-0.48,-30.020833333333336
2001-09-24,15.02,-0.48,-31.291666666666668
2001-09-25,14.15,-0.48,-29.479166666666668
2001-09-26,13.81,-0.48,-28.770833333333336
2001-09-27,13.76,-0.48,-28.666666666666668
2001-09-28,13.98,-0.48,-29.125000000000004
2001-10-01,13.49,-0.48,-28.104166666666668
2001-10-02,14.36,-0.48,-29.916666666666668
2001-10-03,15.2,-0.48,-31.666666666666668
2001-10-04,15.52,-0.48,-32.333333333333336
2001-10-05,15.09,-0.48,-31.4375
2001-10-08,15.32,-0.48,-31.916666666666668
2001-10-09,14.86,-0.48,-30.958333333333332
2001-10-10,15.69,-0.48,-32.6875
2001-10-11,17.25,-0.48,-35.9375
2001-10-12,16.71,-0.48,-34.8125
2001-10-15,16.62,-0.48,-34.625
2001-10-16,17.03,-0.48,-35.47916666666667
2001-10-17,16.9,-0.48,-35.20833333333333
2001-10-18,16.24,-0.48,-33.83333333333333
2001-10-19,16.71,-0.48,-34.8125
2001-10-22,16.89,-0.48,-35.1875
2001-10-23,17.06,-0.48,-35.541666666666664
2001-10-24,17.32,-0.48,-36.083333333333336
2001-10-25,17.26,-0.48,-35.958333333333336
2001-10-26,17.41,-0.48,-36.270833333333336
2001-10-29,16.4,-0.48,-34.166666666666664
2001-10-30,15.88,-0.48,-33.083333333333336
2001-10-31,15.93,-0.48,-33.1875
2001-11-01,16.38,-0.48,-34.125
2001-11-02,16.67,-0.48,-34.72916666666667
2001-11-05,17.51,-0.48,-36.47916666666667
2001-11-06,18.23,-0.48,-37.97916666666667
2001-11-07,17.67,-0.48,-36.81250000000001
2001-11-08,17.7,-0.48,-36.875
2001-11-09,17.74,-0.48,-36.95833333333333
2001-11-12,17.63,-0.48,-36.729166666666664
2001-11-13,17.85,-0.48,-37.18750000000001
2001-11-14,18.1,-0.48,-37.708333333333336
2001-11-15,17.9,-0.48,-37.291666666666664
2001-11-16,17.26,-0.48,-35.958333333333336
2001-11-19,17.46,-0.48,-36.375
2001-11-20,17.01,-0.48,-35.43750000000001
2001-11-21,17.4,-0.48,-36.25
2001-11-23,17.95,-0.48,-37.395833333333336
2001-11-26,18.78,-0.48,-39.12500000000001
2001-11-27,19.31,-0.48,-40.229166666666664
2001-11-28,19.28,-0.48,-40.16666666666667
2001-11-29,19.43,-0.48,-40.479166666666664
2001-11-30,19.51,-0.48,-40.645833333333336
2001-12-03,19.68,-0.48,-41.0
2001-12-04,20.14,-0.48,-41.958333333333336
2001-12-05,21.41,-0.48,-44.60416666666667
2001-12-06,21.29,-0.48,-44.354166666666664
2001-12-07,21.57,-0.48,-44.9375
2001-12-10,21.42,-0.48,-44.62500000000001
2001-12-11,20.95,-0.48,-43.645833333333336
2001-12-12,21.97,-0.48,-45.770833333333336
2001-12-13,20.4,-0.48,-42.5
2001-12-14,20.62,-0.48,-42.958333333333336
2001-12-17,20.68,-0.48,-43.083333333333336
2001-12-18,20.62,-0.48,-42.958333333333336
2001-12-19,20.42,-0.48,-42.54166666666667
2001-12-20,19.81,-0.48,-41.270833333333336
2001-12-21,19.99,-0.48,-41.64583333333333
2001-12-24,20.39,-0.48,-42.47916666666667
2001-12-26,20.1,-0.48,-41.87500000000001
2001-12-27,20.63,-0.48,-42.979166666666664
2001-12-28,20.71,-0.48,-43.145833333333336
2001-12-31,20.39,-0.48,-42.47916666666667
2002-01-02,20.92,-0.48,-43.583333333333336
2002-01-03,22.25,-0.48,-46.35416666666667
2002-01-04,23.45,-0.48,-48.854166666666664
2002-01-07,23.35,-0.48,-48.645833333333336
2002-01-08,23.43,-0.48,-48.8125
2002-01-09,22.87,-0.48,-47.645833333333336
2002-01-10,22.69,-0.48,-47.270833333333336
2002-01-11,22.2,-0.48,-46.25
2002-01-14,21.76,-0.48,-45.333333333333336
2002-01-15,21.78,-0.48,-45.37500000000001
2002-01-16,20.64,-0.48,-43.0
2002-01-17,21.01,-0.48,-43.770833333333336
2002-01-18,20.37,-0.48,-42.43750000000001
2002-01-22,19.43,-0.86,-22.593023255813954
2002-01-23,20.03,-0.86,-23.290697674418606
2002-01-24,20.59,-0.86,-23.941860465116278
2002-01-25,20.79,-0.86,-24.174418604651162
2002-01-28,21.19,-0.86,-24.63953488372093
2002-01-29,20.92,-0.86,-24.32558139534884
2002-01-30,21.06,-0.86,-24.488372093023255
2002-01-31,21.71,-0.86,-25.24418604651163
2002-02-01,21.18,-0.86,-24.627906976744185
2002-02-04,20.44,-0.86,-23.76744186046512
2002-02-05,19.43,-0.86,-22.593023255813954
2002-02-06,19.3,-0.86,-22.44186046511628
2002-02-07,18.88,-0.86,-21.953488372093023
2002-02-08,18.58,-0.86,-21.604651162790695
2002-02-11,19.13,-0.86,-22.244186046511626
2002-02-12,18.71,-0.86,-21.755813953488374
2002-02-13,19.21,-0.86,-22.337209302325583
2002-02-14,19.53,-0.86,-22.709302325581397
2002-02-15,19.67,-0.86,-22.872093023255815
2002-02-19,18.63,-0.86,-21.662790697674417
2002-02-20,20.64,-0.86,-24.0
2002-02-21,20.14,-0.86,-23.41860465116279
2002-02-22,20.21,-0.86,-23.5
2002-02-25,20.74,-0.86,-24.11627906976744
2002-02-26,21.25,-0.86,-24.709302325581397
2002-02-27,21.92,-0.86,-25.48837209302326
2002-02-28,22.28,-0.86,-25.90697674418605
2002-03-01,23.6,-0.86,-27.44186046511628
2002-03-04,25.01,-0.86,-29.081395348837212
2002-03-05,24.96,-0.86,-29.02325581395349
2002-03-06,24.62,-0.6,-41.03333333333334
2002-03-07,24.89,-0.6,-41.483333333333334
2002-03-08,25.82,-0.6,-43.03333333333334
2002-03-11,25.9,-0.6,-43.166666666666664
2002-03-12,25.76,-0.6,-42.93333333333334
2002-03-13,25.53,-0.6,-42.550000000000004
2002-03-14,25.51,-0.6,-42.51666666666667
2002-03-15,26.69,-0.6,-44.483333333333334
2002-03-18,26.51,-0.6,-44.18333333333334
2002-03-19,26.18,-0.6,-43.63333333333333
2002-03-20,24.58,-0.6,-40.96666666666667
2002-03-21,25.26,-0.6,-42.1
2002-03-22,24.59,-0.6,-40.983333333333334
2002-03-25,23.88,-0.6,-39.8
2002-03-26,23.98,-0.6,-39.96666666666667
2002-03-27,23.78,-0.6,-39.63333333333334
2002-03-28,25.01,-0.6,-41.68333333333334
2002-04-01,26.13,-0.6,-43.55
2002-04-02,25.54,-0.6,-42.56666666666667
2002-04-03,25.07,-0.6,-41.78333333333334
2002-04-04,24.42,-0.6,-40.7
2002-04-05,24.24,-0.6,-40.4
2002-04-08,24.46,-0.6,-40.76666666666667
2002-04-09,23.46,-0.6,-39.1
2002-04-10,23.73,-0.6,-39.550000000000004
2002-04-11,23.0,-0.6,-38.333333333333336
2002-04-12,23.14,-0.6,-38.56666666666667
2002-04-15,23.2,-0.6,-38.666666666666664
2002-04-16,24.25,-0.6,-40.41666666666667
2002-04-17,25.01,-0.6,-41.68333333333334
2002-04-18,24.75,-0.6,-41.25
2002-04-19,25.04,-0.6,-41.733333333333334
2002-04-22,24.14,-0.6,-40.233333333333334
2002-04-23,23.11,-0.6,-38.516666666666666
2002-04-24,22.27,-0.6,-37.11666666666667
2002-04-25,22.14,-0.6,-36.900000000000006
