date,A,A_EPS,PE Ratio
2010-05-25,22.35,0.35,63.85714285714287
2010-05-26,22.53,0.35,64.37142857142858
2010-05-27,23.43,0.35,66.94285714285715
2010-05-28,23.15,0.35,66.14285714285714
2010-06-01,22.52,0.35,64.34285714285714
2010-06-02,23.05,0.35,65.85714285714286
2010-06-03,23.18,0.35,66.22857142857143
2010-06-04,21.7,0.35,62.0
2010-06-07,21.53,0.4,53.825
2010-06-08,21.34,0.4,53.349999999999994
2010-06-09,21.12,0.4,52.8
2010-06-10,21.78,0.4,54.45
2010-06-11,21.98,0.4,54.949999999999996
2010-06-14,22.5,0.4,56.25
2010-06-15,23.03,0.4,57.575
2010-06-16,23.34,0.4,58.349999999999994
2010-06-17,23.23,0.4,58.074999999999996
2010-06-18,23.33,0.4,58.324999999999996
2010-06-21,23.2,0.4,57.99999999999999
2010-06-22,22.9,0.4,57.24999999999999
2010-06-23,22.87,0.4,57.175
2010-06-24,22.0,0.4,55.0
2010-06-25,21.95,0.4,54.87499999999999
2010-06-28,21.87,0.4,54.675
2010-06-29,20.89,0.4,52.225
2010-06-30,20.34,0.4,50.849999999999994
2010-07-01,20.23,0.4,50.574999999999996
2010-07-02,19.88,0.4,49.699999999999996
2010-07-06,19.85,0.4,49.625
2010-07-07,20.44,0.4,51.1
2010-07-08,20.61,0.4,51.525
2010-07-09,20.49,0.4,51.224999999999994
2010-07-12,20.17,0.4,50.425000000000004
2010-07-13,20.57,0.4,51.425
2010-07-14,20.52,0.4,51.3
2010-07-15,20.31,0.4,50.77499999999999
2010-07-16,19.33,0.4,48.324999999999996
2010-07-19,19.7,0.4,49.24999999999999
2010-07-20,19.69,0.4,49.225
2010-07-21,19.73,0.4,49.324999999999996
2010-07-22,20.54,0.4,51.349999999999994
2010-07-23,20.96,0.4,52.4
2010-07-26,21.2,0.4,52.99999999999999
2010-07-27,20.65,0.4,51.62499999999999
2010-07-28,20.59,0.4,51.474999999999994
2010-07-29,20.14,0.4,50.35
2010-07-30,19.98,0.4,49.949999999999996
2010-08-02,20.62,0.4,51.55
2010-08-03,19.91,0.4,49.775
2010-08-04,20.24,0.4,50.599999999999994
2010-08-05,20.36,0.4,50.9
2010-08-06,20.55,0.4,51.375
2010-08-09,21.33,0.4,53.324999999999996
2010-08-10,21.07,0.4,52.675
2010-08-11,20.19,0.4,50.475
2010-08-12,19.69,0.4,49.225
2010-08-13,19.56,0.4,48.89999999999999
2010-08-16,19.43,0.4,48.574999999999996
2010-08-17,20.94,0.4,52.35
2010-08-18,21.06,0.4,52.64999999999999
2010-08-19,20.41,0.4,51.025
2010-08-20,20.43,0.4,51.074999999999996
2010-08-23,20.0,0.4,50.0
2010-08-24,19.57,0.4,48.925
2010-08-25,19.81,0.4,49.52499999999999
2010-08-26,19.68,0.4,49.199999999999996
2010-08-27,20.0,0.4,50.0
2010-08-30,19.8,0.4,49.5
2010-08-31,19.29,0.4,48.224999999999994
2010-09-01,20.24,0.4,50.599999999999994
2010-09-02,20.89,0.4,52.225
2010-09-03,21.35,0.4,53.375
2010-09-07,20.74,0.0,inf
2010-09-08,20.63,0.0,inf
2010-09-09,20.69,0.0,inf
2010-09-10,20.68,0.0,inf
2010-09-13,20.84,0.0,inf
2010-09-14,20.87,0.0,inf
2010-09-15,21.04,0.0,inf
2010-09-16,21.49,0.0,inf
2010-09-17,21.85,0.0,inf
2010-09-20,22.2,0.0,inf
2010-09-21,22.28,0.0,inf
2010-09-22,22.0,0.0,inf
2010-09-23,21.86,0.0,inf
2010-09-24,22.95,0.0,inf
2010-09-27,22.89,0.0,inf
2010-09-28,23.13,0.0,inf
2010-09-29,23.3,0.0,inf
2010-09-30,23.87,0.0,inf
2010-10-01,24.13,0.0,inf
2010-10-04,23.31,0.0,inf
2010-10-05,23.63,0.0,inf
2010-10-06,23.37,0.0,inf
2010-10-07,23.75,0.0,inf
2010-10-08,24.18,0.0,inf
2010-10-11,24.14,0.0,inf
2010-10-12,24.09,0.0,inf
2010-10-13,24.54,0.0,inf
2010-10-14,24.48,0.0,inf
2010-10-15,24.66,0.0,inf
2010-10-18,24.79,0.0,inf
2010-10-19,24.33,0.0,inf
2010-10-20,24.79,0.0,inf
2010-10-21,24.86,0.0,inf
2010-10-22,24.86,0.0,inf
2010-10-25,24.96,0.0,inf
2010-10-26,24.89,0.0,inf
2010-10-27,24.74,0.0,inf
2010-10-28,24.98,0.0,inf
2010-10-29,24.89,0.0,inf
2010-11-01,24.86,0.0,inf
2010-11-02,25.08,0.0,inf
2010-11-03,25.11,0.0,inf
2010-11-04,25.74,0.0,inf
2010-11-05,26.02,0.0,inf
2010-11-08,25.88,0.0,inf
2010-11-09,25.38,0.0,inf
2010-11-10,25.22,0.0,inf
2010-11-11,25.56,0.0,inf
2010-11-12,26.01,0.0,inf
2010-11-15,25.89,0.0,inf
2010-11-16,25.06,0.0,inf
2010-11-17,25.19,0.0,inf
2010-11-18,25.92,0.0,inf
2010-11-19,26.08,0.0,inf
2010-11-22,25.95,0.0,inf
2010-11-23,25.34,0.0,inf
2010-11-24,25.99,0.0,inf
2010-11-26,26.0,0.0,inf
2010-11-29,25.5,0.0,inf
2010-11-30,25.05,0.0,inf
2010-12-01,25.84,0.0,inf
2010-12-02,26.27,0.0,inf
2010-12-03,26.81,0.0,inf
2010-12-06,26.56,0.0,inf
2010-12-07,26.88,0.0,inf
2010-12-08,26.94,0.0,inf
2010-12-09,27.22,0.0,inf
2010-12-10,27.57,0.0,inf
2010-12-13,27.68,0.0,inf
2010-12-14,27.83,0.0,inf
2010-12-15,27.53,0.0,inf
2010-12-16,28.43,0.0,inf
2010-12-17,29.0,0.0,inf
2010-12-20,29.06,0.82,35.4390243902439
2010-12-21,29.21,0.82,35.6219512195122
2010-12-22,29.37,0.82,35.81707317073171
2010-12-23,29.38,0.82,35.829268292682926
2010-12-27,29.99,0.82,36.573170731707314
2010-12-28,29.69,0.82,36.207317073170735
2010-12-29,29.82,0.82,36.36585365853659
2010-12-30,29.75,0.82,36.28048780487805
2010-12-31,29.64,0.82,36.146341463414636
2011-01-03,29.96,0.82,36.53658536585366
2011-01-04,29.68,0.82,36.19512195121951
2011-01-05,29.61,0.82,36.109756097560975
2011-01-06,29.67,0.82,36.1829268292683
2011-01-07,29.77,0.82,36.30487804878049
2011-01-10,30.2,0.82,36.829268292682926
2011-01-11,30.72,0.82,37.46341463414634
2011-01-12,30.85,0.82,37.6219512195122
2011-01-13,30.74,0.82,37.48780487804878
2011-01-14,30.94,0.82,37.73170731707317
2011-01-18,31.72,0.82,38.6829268292683
2011-01-19,30.35,0.82,37.01219512195122
2011-01-20,30.25,0.82,36.890243902439025
2011-01-21,30.12,0.82,36.73170731707317
2011-01-24,30.59,0.82,37.30487804878049
2011-01-25,30.54,0.82,37.24390243902439
2011-01-26,30.45,0.82,37.13414634146341
2011-01-27,30.36,0.82,37.02439024390244
2011-01-28,29.31,0.82,35.74390243902439
2011-01-31,29.92,0.82,36.487804878048784
2011-02-01,30.08,0.82,36.68292682926829
2011-02-02,29.49,0.82,35.96341463414634
2011-02-03,29.32,0.82,35.75609756097561
2011-02-04,30.75,0.82,37.5
2011-02-07,31.79,0.82,38.768292682926834
2011-02-08,31.6,0.82,38.53658536585366
2011-02-09,31.07,0.82,37.890243902439025
2011-02-10,31.47,0.82,38.37804878048781
2011-02-11,32.2,0.82,39.268292682926834
2011-02-14,32.04,0.82,39.07317073170732
2011-02-15,30.51,0.82,37.207317073170735
2011-02-16,31.17,0.82,38.01219512195122
2011-02-17,31.42,0.82,38.31707317073171
2011-02-18,31.42,0.82,38.31707317073171
2011-02-22,30.39,0.82,37.0609756097561
2011-02-23,28.93,0.82,35.28048780487805
2011-02-24,29.43,0.82,35.890243902439025
2011-02-25,30.3,0.82,36.951219512195124
2011-02-28,30.1,0.82,36.707317073170735
2011-03-01,29.1,0.82,35.487804878048784
2011-03-02,29.66,0.82,36.170731707317074
2011-03-03,30.63,0.82,37.353658536585364
2011-03-04,33.44,0.82,40.78048780487805
2011-03-07,32.81,0.82,40.01219512195122
2011-03-08,32.88,0.82,40.09756097560976
2011-03-09,32.94,0.62,53.12903225806451
2011-03-10,32.1,0.62,51.774193548387096
2011-03-11,32.43,0.62,52.306451612903224
2011-03-14,32.07,0.62,51.725806451612904
2011-03-15,31.34,0.62,50.54838709677419
2011-03-16,30.28,0.62,48.83870967741936
2011-03-17,30.36,0.62,48.96774193548387
2011-03-18,30.72,0.62,49.54838709677419
2011-03-21,31.44,0.62,50.70967741935484
2011-03-22,30.89,0.62,49.82258064516129
2011-03-23,31.24,0.62,50.387096774193544
2011-03-24,31.41,0.62,50.66129032258065
2011-03-25,31.5,0.62,50.806451612903224
2011-03-28,31.44,0.62,50.70967741935484
2011-03-29,31.87,0.62,51.403225806451616
2011-03-30,32.25,0.62,52.016129032258064
2011-03-31,32.03,0.62,51.66129032258065
2011-04-01,32.29,0.62,52.08064516129032
2011-04-04,32.07,0.62,51.725806451612904
2011-04-05,32.43,0.62,52.306451612903224
2011-04-06,32.4,0.62,52.25806451612903
2011-04-07,32.1,0.62,51.774193548387096
2011-04-08,32.11,0.62,51.79032258064516
2011-04-11,32.18,0.62,51.903225806451616
2011-04-12,32.15,0.62,51.854838709677416
2011-04-13,33.33,0.62,53.75806451612903
2011-04-14,33.35,0.62,53.79032258064517
2011-04-15,33.98,0.62,54.806451612903224
2011-04-18,33.32,0.62,53.74193548387097
2011-04-19,33.43,0.62,53.91935483870968
2011-04-20,34.79,0.62,56.11290322580645
2011-04-21,35.29,0.62,56.91935483870968
2011-04-25,34.46,0.62,55.58064516129033
2011-04-26,35.34,0.62,57.00000000000001
2011-04-27,35.79,0.62,57.725806451612904
2011-04-28,35.99,0.62,58.0483870967742
2011-04-29,35.7,0.62,57.58064516129033
2011-05-02,36.08,0.62,58.19354838709677
2011-05-03,36.19,0.62,58.37096774193548
2011-05-04,35.41,0.62,57.11290322580645
2011-05-05,35.17,0.62,56.725806451612904
2011-05-06,35.57,0.62,57.37096774193549
2011-05-09,35.68,0.62,57.54838709677419
2011-05-10,36.24,0.62,58.45161290322581
2011-05-11,35.79,0.62,57.725806451612904
2011-05-12,36.0,0.62,58.064516129032256
2011-05-13,37.61,0.62,60.66129032258065
2011-05-16,37.42,0.62,60.35483870967742
2011-05-17,36.6,0.62,59.032258064516135
2011-05-18,37.0,0.62,59.67741935483871
2011-05-19,36.6,0.62,59.032258064516135
2011-05-20,36.27,0.62,58.50000000000001
2011-05-23,35.12,0.62,56.64516129032258
2011-05-24,34.83,0.62,56.177419354838705
2011-05-25,35.06,0.62,56.5483870967742
2011-05-26,35.33,0.62,56.983870967741936
2011-05-27,35.48,0.62,57.2258064516129
2011-05-31,35.67,0.62,57.532258064516135
2011-06-01,34.33,0.62,55.37096774193548
2011-06-02,34.46,0.62,55.58064516129033
2011-06-03,33.93,0.62,54.725806451612904
2011-06-06,33.66,0.62,54.29032258064515
2011-06-07,34.12,0.62,55.03225806451613
2011-06-08,34.15,0.62,55.08064516129032
2011-06-09,34.84,0.62,56.19354838709678
2011-06-10,34.47,0.62,55.596774193548384
2011-06-13,34.0,0.62,54.83870967741935
2011-06-14,35.03,0.62,56.5
2011-06-15,33.88,0.62,54.645161290322584
2011-06-16,33.66,0.62,54.29032258064515
2011-06-17,33.93,0.62,54.725806451612904
2011-06-20,34.61,0.62,55.82258064516129
2011-06-21,35.64,0.62,57.483870967741936
2011-06-22,35.01,0.62,56.467741935483865
2011-06-23,35.32,0.62,56.96774193548387
2011-06-24,34.69,0.62,55.9516129032258
2011-06-27,34.94,0.62,56.354838709677416
2011-06-28,36.11,0.62,58.24193548387097
2011-06-29,36.19,0.62,58.37096774193548
2011-06-30,36.56,0.62,58.96774193548387
2011-07-01,37.2,0.62,60.00000000000001
2011-07-05,36.95,0.62,59.59677419354839
2011-07-06,37.07,0.62,59.79032258064516
2011-07-07,37.47,0.62,60.435483870967744
2011-07-08,35.93,0.62,57.95161290322581
2011-07-11,35.11,0.62,56.62903225806451
2011-07-12,34.38,0.62,55.45161290322581
2011-07-13,34.43,0.62,55.53225806451613
2011-07-14,33.86,0.62,54.61290322580645
2011-07-15,33.68,0.62,54.32258064516129
2011-07-18,32.52,0.62,52.451612903225815
2011-07-19,33.58,0.62,54.16129032258064
2011-07-20,33.56,0.62,54.12903225806452
2011-07-21,33.56,0.62,54.12903225806452
2011-07-22,33.54,0.62,54.096774193548384
2011-07-25,33.19,0.62,53.53225806451613
2011-07-26,32.07,0.62,51.725806451612904
2011-07-27,30.37,0.62,48.983870967741936
2011-07-28,30.17,0.62,48.66129032258065
2011-07-29,30.16,0.62,48.645161290322584
2011-08-01,29.18,0.62,47.064516129032256
2011-08-02,27.85,0.62,44.91935483870968
2011-08-03,28.04,0.62,45.225806451612904
2011-08-04,26.4,0.62,42.58064516129032
2011-08-05,26.17,0.62,42.20967741935484
2011-08-08,23.29,0.62,37.564516129032256
2011-08-09,24.47,0.62,39.46774193548387
2011-08-10,22.78,0.62,36.74193548387097
2011-08-11,24.69,0.62,39.822580645161295
2011-08-12,25.9,0.62,41.774193548387096
2011-08-15,26.82,0.62,43.25806451612903
2011-08-16,26.2,0.62,42.25806451612903
2011-08-17,25.61,0.62,41.306451612903224
2011-08-18,23.05,0.62,37.17741935483871
2011-08-19,22.23,0.62,35.85483870967742
2011-08-22,21.82,0.62,35.193548387096776
2011-08-23,22.79,0.62,36.75806451612903
2011-08-24,23.66,0.62,38.16129032258065
2011-08-25,23.63,0.62,38.11290322580645
2011-08-26,24.94,0.62,40.225806451612904
2011-08-29,26.27,0.62,42.37096774193548
2011-08-30,26.19,0.62,42.24193548387097
2011-08-31,26.37,0.62,42.53225806451613
2011-09-01,25.64,0.62,41.35483870967742
2011-09-02,24.61,0.62,39.693548387096776
2011-09-06,24.26,0.62,39.12903225806452
2011-09-07,25.53,0.86,29.686046511627907
2011-09-08,24.42,0.86,28.395348837209305
2011-09-09,23.86,0.86,27.74418604651163
2011-09-12,23.9,0.86,27.790697674418603
2011-09-13,24.88,0.86,28.930232558139533
2011-09-14,26.17,0.86,30.430232558139537
2011-09-15,26.49,0.86,30.802325581395348
2011-09-16,26.01,0.86,30.24418604651163
2011-09-19,25.01,0.86,29.081395348837212
2011-09-20,25.07,0.86,29.151162790697676
2011-09-21,23.07,0.86,26.825581395348838
2011-09-22,22.38,0.86,26.023255813953487
2011-09-23,22.66,0.86,26.348837209302324
2011-09-26,23.17,0.86,26.94186046511628
2011-09-27,24.01,0.86,27.91860465116279
2011-09-28,22.63,0.86,26.313953488372093
2011-09-29,23.26,0.86,27.04651162790698
2011-09-30,22.35,0.86,25.98837209302326
2011-10-03,21.03,0.86,24.453488372093027
2011-10-04,22.18,0.86,25.790697674418606
2011-10-05,22.98,0.86,26.72093023255814
2011-10-06,23.99,0.86,27.8953488372093
2011-10-07,22.44,0.86,26.093023255813954
2011-10-10,23.83,0.86,27.709302325581394
2011-10-11,24.27,0.86,28.22093023255814
2011-10-12,24.16,0.86,28.093023255813954
2011-10-13,23.23,0.86,27.011627906976745
2011-10-14,23.85,0.86,27.732558139534884
2011-10-17,23.66,0.86,27.511627906976745
2011-10-18,23.95,0.86,27.848837209302324
2011-10-19,23.6,0.86,27.44186046511628
2011-10-20,24.13,0.86,28.058139534883722
2011-10-21,25.23,0.86,29.337209302325583
2011-10-24,26.85,0.86,31.220930232558143
2011-10-25,25.7,0.86,29.883720930232556
2011-10-26,25.6,0.86,29.76744186046512
2011-10-27,28.61,0.86,33.26744186046512
2011-10-28,29.25,0.86,34.01162790697674
2011-10-31,26.52,0.86,30.837209302325583
2011-11-01,25.24,0.86,29.348837209302324
2011-11-02,25.87,0.86,30.081395348837212
2011-11-03,26.56,0.86,30.883720930232556
2011-11-04,26.4,0.86,30.69767441860465
2011-11-07,27.0,0.86,31.3953488372093
2011-11-08,27.72,0.86,32.23255813953488
2011-11-09,25.8,0.86,30.0
2011-11-10,26.37,0.86,30.66279069767442
2011-11-11,26.8,0.86,31.16279069767442
2011-11-14,26.86,0.86,31.232558139534884
2011-11-15,27.36,0.86,31.813953488372093
2011-11-16,27.6,0.86,32.093023255813954
2011-11-17,26.62,0.86,30.953488372093023
2011-11-18,26.33,0.86,30.61627906976744
2011-11-21,25.6,0.86,29.76744186046512
2011-11-22,25.45,0.86,29.593023255813954
2011-11-23,24.03,0.86,27.94186046511628
2011-11-25,24.2,0.86,28.13953488372093
2011-11-28,25.15,0.86,29.244186046511626
2011-11-29,25.05,0.86,29.12790697674419
2011-11-30,26.82,0.86,31.186046511627907
2011-12-01,27.05,0.86,31.453488372093023
2011-12-02,26.29,0.86,30.569767441860463
2011-12-05,26.51,0.86,30.825581395348838
2011-12-06,26.45,0.86,30.75581395348837
2011-12-07,26.22,0.86,30.488372093023255
2011-12-08,24.62,0.86,28.62790697674419
2011-12-09,25.27,0.86,29.38372093023256
2011-12-12,24.13,0.86,28.058139534883722
2011-12-13,23.71,0.86,27.569767441860467
2011-12-14,23.56,0.86,27.3953488372093
2011-12-15,23.93,0.86,27.825581395348838
2011-12-16,23.93,0.92,26.01086956521739
2011-12-19,23.77,0.92,25.83695652173913
2011-12-20,24.74,0.92,26.891304347826082
2011-12-21,24.58,0.92,26.717391304347824
2011-12-22,24.92,0.92,27.086956521739133
2011-12-23,25.29,0.92,27.489130434782606
2011-12-27,25.21,0.92,27.402173913043477
2011-12-28,24.4,0.92,26.52173913043478
2011-12-29,25.08,0.92,27.260869565217387
2011-12-30,24.99,0.92,27.163043478260867
2012-01-03,26.09,0.92,28.35869565217391
2012-01-04,25.89,0.92,28.141304347826086
2012-01-05,26.47,0.92,28.77173913043478
2012-01-06,26.75,0.92,29.07608695652174
2012-01-09,27.45,0.92,29.83695652173913
2012-01-10,27.97,0.92,30.402173913043477
2012-01-11,27.84,0.92,30.26086956521739
2012-01-12,28.27,0.92,30.728260869565215
2012-01-13,27.94,0.92,30.369565217391305
2012-01-17,28.61,0.92,31.09782608695652
2012-01-18,29.52,0.92,32.086956521739125
2012-01-19,29.94,0.92,32.54347826086956
2012-01-20,29.33,0.92,31.880434782608692
2012-01-23,29.33,0.92,31.880434782608692
2012-01-24,30.47,0.92,33.119565217391305
2012-01-25,31.51,0.92,34.25
2012-01-26,30.52,0.92,33.17391304347826
2012-01-27,30.53,0.92,33.18478260869565
2012-01-30,30.87,0.92,33.55434782608695
2012-01-31,30.38,0.92,33.02173913043478
2012-02-01,31.61,0.92,34.358695652173914
2012-02-02,31.27,0.92,33.98913043478261
2012-02-03,32.39,0.92,35.20652173913044
2012-02-06,31.95,0.92,34.72826086956522
2012-02-07,31.9,0.92,34.67391304347826
2012-02-08,32.17,0.92,34.96739130434783
2012-02-09,32.25,0.92,35.05434782608695
2012-02-10,31.57,0.92,34.315217391304344
2012-02-13,31.36,0.92,34.086956521739125
2012-02-14,31.32,0.92,34.04347826086956
2012-02-15,31.22,0.92,33.93478260869565
2012-02-16,31.35,0.92,34.07608695652174
2012-02-17,30.86,0.92,33.54347826086956
2012-02-21,30.48,0.92,33.130434782608695
2012-02-22,30.56,0.92,33.21739130434782
2012-02-23,31.05,0.92,33.75
2012-02-24,30.77,0.92,33.44565217391304
2012-02-27,31.01,0.92,33.70652173913044
2012-02-28,31.21,0.92,33.92391304347826
2012-02-29,31.2,0.92,33.91304347826087
2012-03-01,31.59,0.92,34.336956521739125
2012-03-02,31.27,0.92,33.98913043478261
2012-03-05,30.6,0.63,48.57142857142858
2012-03-06,30.24,0.63,48.0
2012-03-07,31.09,0.63,49.34920634920635
2012-03-08,31.67,0.63,50.26984126984127
2012-03-09,31.87,0.63,50.58730158730159
2012-03-12,31.2,0.63,49.523809523809526
2012-03-13,32.27,0.63,51.22222222222223
2012-03-14,32.17,0.63,51.06349206349206
2012-03-15,32.8,0.63,52.063492063492056
2012-03-16,32.63,0.63,51.7936507936508
2012-03-19,32.45,0.63,51.50793650793651
2012-03-20,32.07,0.63,50.904761904761905
2012-03-21,31.99,0.63,50.77777777777777
2012-03-22,31.27,0.63,49.63492063492063
2012-03-23,31.69,0.63,50.301587301587304
2012-03-26,32.22,0.63,51.14285714285714
2012-03-27,32.67,0.63,51.85714285714286
2012-03-28,31.9,0.63,50.63492063492063
2012-03-29,31.8,0.63,50.476190476190474
2012-03-30,31.84,0.63,50.53968253968254
2012-04-02,32.1,0.63,50.952380952380956
2012-04-03,32.07,0.63,50.904761904761905
2012-04-04,31.29,0.63,49.666666666666664
2012-04-05,32.02,0.63,50.82539682539683
2012-04-09,31.15,0.63,49.44444444444444
2012-04-10,30.26,0.63,48.03174603174603
2012-04-11,30.38,0.63,48.22222222222222
2012-04-12,31.14,0.63,49.42857142857143
2012-04-13,30.21,0.63,47.952380952380956
2012-04-16,30.04,0.63,47.682539682539684
2012-04-17,30.51,0.63,48.42857142857143
2012-04-18,30.27,0.63,48.047619047619044
2012-04-19,29.99,0.63,47.6031746031746
2012-04-20,30.11,0.63,47.79365079365079
2012-04-23,29.52,0.63,46.857142857142854
2012-04-24,28.47,0.63,45.19047619047619
2012-04-25,29.46,0.63,46.761904761904766
2012-04-26,30.04,0.63,47.682539682539684
2012-04-27,30.44,0.63,48.317460317460316
2012-04-30,30.17,0.63,47.88888888888889
2012-05-01,30.74,0.63,48.79365079365079
2012-05-02,30.79,0.63,48.87301587301587
2012-05-03,30.19,0.63,47.920634920634924
2012-05-04,29.33,0.63,46.55555555555555
2012-05-07,29.23,0.63,46.3968253968254
2012-05-08,28.81,0.63,45.73015873015873
2012-05-09,28.56,0.63,45.33333333333333
2012-05-10,28.43,0.63,45.12698412698413
2012-05-11,28.22,0.63,44.79365079365079
2012-05-14,27.83,0.63,44.17460317460317
2012-05-15,28.98,0.63,46.0
2012-05-16,28.44,0.63,45.142857142857146
2012-05-17,28.35,0.63,45.0
2012-05-18,27.7,0.63,43.96825396825397
2012-05-21,28.61,0.63,45.41269841269841
2012-05-22,28.96,0.63,45.96825396825397
2012-05-23,29.16,0.63,46.285714285714285
2012-05-24,29.34,0.63,46.57142857142857
2012-05-25,29.33,0.63,46.55555555555555
2012-05-29,30.17,0.63,47.88888888888889
2012-05-30,29.58,0.63,46.95238095238095
2012-05-31,29.08,0.63,46.15873015873016
2012-06-01,27.34,0.63,43.3968253968254
2012-06-04,27.07,0.73,37.08219178082192
2012-06-05,27.39,0.73,37.52054794520548
2012-06-06,28.45,0.73,38.97260273972603
2012-06-07,28.58,0.73,39.150684931506845
2012-06-08,28.33,0.73,38.80821917808219
2012-06-11,27.88,0.73,38.19178082191781
2012-06-12,28.23,0.73,38.67123287671233
2012-06-13,27.9,0.73,38.21917808219178
2012-06-14,28.15,0.73,38.56164383561644
2012-06-15,28.62,0.73,39.205479452054796
2012-06-18,28.72,0.73,39.342465753424655
2012-06-19,29.43,0.73,40.31506849315068
2012-06-20,29.07,0.73,39.821917808219176
2012-06-21,27.98,0.73,38.328767123287676
2012-06-22,27.92,0.73,38.24657534246575
2012-06-25,26.94,0.73,36.9041095890411
2012-06-26,27.17,0.73,37.21917808219178
2012-06-27,27.43,0.73,37.57534246575342
2012-06-28,26.98,0.73,36.95890410958904
2012-06-29,28.07,0.73,38.45205479452055
2012-07-02,27.83,0.73,38.12328767123287
2012-07-03,28.28,0.73,38.73972602739726
2012-07-05,28.16,0.73,38.57534246575342
2012-07-06,27.16,0.73,37.205479452054796
2012-07-09,26.91,0.73,36.86301369863014
2012-07-10,26.82,0.73,36.73972602739726
2012-07-11,26.6,0.73,36.43835616438356
2012-07-12,26.12,0.73,35.78082191780822
2012-07-13,26.49,0.73,36.28767123287671
2012-07-16,26.34,0.73,36.082191780821915
2012-07-17,26.71,0.73,36.589041095890416
2012-07-18,27.44,0.73,37.589041095890416
2012-07-19,27.51,0.73,37.68493150684932
2012-07-20,26.87,0.73,36.8082191780822
2012-07-23,26.24,0.73,35.945205479452056
2012-07-24,25.47,0.73,34.890410958904106
2012-07-25,25.85,0.73,35.41095890410959
2012-07-26,26.19,0.73,35.87671232876713
2012-07-27,27.14,0.73,37.178082191780824
2012-07-30,27.31,0.73,37.41095890410959
2012-07-31,27.39,0.73,37.52054794520548
2012-08-01,27.31,0.73,37.41095890410959
2012-08-02,27.0,0.73,36.986301369863014
2012-08-03,27.98,0.73,38.328767123287676
2012-08-06,28.06,0.73,38.43835616438356
2012-08-07,28.79,0.73,39.43835616438356
2012-08-08,29.08,0.73,39.83561643835616
2012-08-09,29.18,0.73,39.97260273972603
2012-08-10,28.99,0.73,39.71232876712329
2012-08-13,28.88,0.73,39.56164383561644
2012-08-14,28.96,0.73,39.67123287671233
2012-08-15,28.96,0.73,39.67123287671233
2012-08-16,26.57,0.73,36.397260273972606
2012-08-17,26.62,0.73,36.465753424657535
2012-08-20,26.24,0.73,35.945205479452056
2012-08-21,26.56,0.73,36.38356164383561
2012-08-22,26.8,0.73,36.71232876712329
2012-08-23,26.8,0.73,36.71232876712329
2012-08-24,27.07,0.73,37.08219178082192
2012-08-27,26.78,0.73,36.68493150684932
2012-08-28,26.43,0.73,36.205479452054796
2012-08-29,26.58,0.73,36.410958904109584
2012-08-30,26.49,0.73,36.28767123287671
2012-08-31,26.58,0.73,36.410958904109584
2012-09-04,26.5,0.73,36.3013698630137
2012-09-05,26.28,0.69,38.08695652173913
2012-09-06,26.81,0.69,38.85507246376812
2012-09-07,27.48,0.69,39.82608695652174
2012-09-10,27.37,0.69,39.66666666666667
2012-09-11,27.06,0.69,39.21739130434783
2012-09-12,26.82,0.69,38.869565217391305
2012-09-13,27.45,0.69,39.78260869565218
2012-09-14,28.42,0.69,41.18840579710145
2012-09-17,28.35,0.69,41.08695652173913
2012-09-18,28.29,0.69,41.0
2012-09-19,28.53,0.69,41.34782608695652
2012-09-20,28.06,0.69,40.66666666666667
2012-09-21,27.9,0.69,40.434782608695656
2012-09-24,27.68,0.69,40.11594202898551
2012-09-25,27.41,0.69,39.72463768115942
2012-09-26,27.37,0.69,39.66666666666667
2012-09-27,27.6,0.69,40.00000000000001
2012-09-28,27.5,0.69,39.85507246376812
2012-10-01,27.8,0.69,40.28985507246377
2012-10-02,27.8,0.69,40.28985507246377
2012-10-03,27.88,0.69,40.405797101449274
2012-10-04,28.04,0.69,40.63768115942029
2012-10-05,27.8,0.69,40.28985507246377
2012-10-08,27.65,0.69,40.072463768115945
2012-10-09,27.29,0.69,39.550724637681164
2012-10-10,26.76,0.69,38.78260869565218
2012-10-11,26.92,0.69,39.014492753623195
2012-10-12,26.62,0.69,38.57971014492754
2012-10-15,26.6,0.69,38.550724637681164
2012-10-16,27.12,0.69,39.30434782608696
2012-10-17,27.22,0.69,39.44927536231884
2012-10-18,26.21,0.69,37.98550724637681
2012-10-19,25.57,0.69,37.05797101449276
2012-10-22,25.75,0.69,37.31884057971015
2012-10-23,25.4,0.69,36.811594202898554
2012-10-24,25.64,0.69,37.15942028985508
2012-10-25,25.83,0.69,37.434782608695656
2012-10-26,25.71,0.69,37.2608695652174
2012-10-31,25.74,0.69,37.30434782608696
2012-11-01,26.54,0.69,38.46376811594203
2012-11-02,26.47,0.69,38.36231884057971
2012-11-05,26.9,0.69,38.98550724637681
2012-11-06,27.38,0.69,39.68115942028986
2012-11-07,26.88,0.69,38.95652173913044
2012-11-08,26.38,0.69,38.231884057971016
2012-11-09,26.4,0.69,38.26086956521739
2012-11-12,26.34,0.69,38.173913043478265
2012-11-13,25.99,0.69,37.666666666666664
2012-11-14,25.85,0.69,37.46376811594203
2012-11-15,25.57,0.69,37.05797101449276
2012-11-16,25.62,0.69,37.1304347826087
2012-11-19,26.83,0.69,38.88405797101449
2012-11-20,25.95,0.69,37.608695652173914
2012-11-21,25.64,0.69,37.15942028985508
2012-11-23,26.38,0.69,38.231884057971016
