date,UA,UA_EPS,PE Ratio
2015-08-05,101.04,0.07,1443.4285714285713
2015-08-06,98.19,0.07,1402.7142857142856
2015-08-07,97.93,0.07,1399.0
2015-08-10,98.75,0.07,1410.7142857142856
2015-08-11,99.09,0.07,1415.5714285714284
2015-08-12,97.77,0.07,1396.7142857142856
2015-08-13,99.4,0.07,1420.0
2015-08-14,100.25,0.07,1432.142857142857
2015-08-17,100.74,0.07,1439.1428571428569
2015-08-18,100.36,0.07,1433.7142857142856
2015-08-19,100.06,0.07,1429.4285714285713
2015-08-20,96.65,0.07,1380.7142857142856
2015-08-21,90.03,0.07,1286.142857142857
2015-08-24,85.44,0.07,1220.5714285714284
2015-08-25,87.02,0.07,1243.1428571428569
2015-08-26,90.76,0.07,1296.5714285714284
2015-08-27,95.69,0.07,1366.9999999999998
2015-08-28,96.41,0.07,1377.285714285714
2015-08-31,95.53,0.07,1364.7142857142856
2015-09-01,93.16,0.07,1330.8571428571427
2015-09-02,95.64,0.07,1366.2857142857142
2015-09-03,95.63,0.07,1366.1428571428569
2015-09-04,95.0,0.07,1357.142857142857
2015-09-08,97.07,0.07,1386.7142857142856
2015-09-09,95.11,0.07,1358.7142857142856
2015-09-10,96.17,0.07,1373.8571428571427
2015-09-11,96.59,0.07,1379.8571428571427
2015-09-14,96.15,0.07,1373.5714285714284
2015-09-15,98.68,0.07,1409.7142857142858
2015-09-16,103.36,0.07,1476.5714285714284
2015-09-17,104.1,0.07,1487.1428571428569
2015-09-18,101.8,0.07,1454.285714285714
2015-09-21,103.07,0.07,1472.428571428571
2015-09-22,101.89,0.07,1455.5714285714284
2015-09-23,101.43,0.07,1449.0
2015-09-24,102.19,0.07,1459.8571428571427
2015-09-25,103.71,0.07,1481.5714285714284
2015-09-28,100.79,0.07,1439.857142857143
2015-09-29,93.96,0.07,1342.285714285714
2015-09-30,96.78,0.07,1382.5714285714284
2015-10-01,98.84,0.07,1412.0
2015-10-02,100.25,0.07,1432.142857142857
2015-10-05,101.86,0.07,1455.1428571428569
2015-10-06,99.86,0.07,1426.5714285714284
2015-10-07,99.06,0.07,1415.142857142857
2015-10-08,101.14,0.07,1444.8571428571427
2015-10-09,102.32,0.07,1461.7142857142856
2015-10-12,103.35,0.07,1476.428571428571
2015-10-13,101.3,0.07,1447.1428571428569
2015-10-14,97.28,0.07,1389.7142857142856
2015-10-15,99.49,0.07,1421.285714285714
2015-10-16,100.08,0.07,1429.7142857142856
2015-10-19,100.45,0.07,1435.0
2015-10-20,99.97,0.07,1428.1428571428569
2015-10-21,99.15,0.07,1416.4285714285713
2015-10-22,93.81,0.07,1340.142857142857
2015-10-23,92.02,0.07,1314.5714285714284
2015-10-26,94.06,0.07,1343.7142857142856
2015-10-27,94.73,0.07,1353.2857142857142
2015-10-28,96.54,0.07,1379.142857142857
2015-10-29,96.36,0.07,1376.5714285714284
2015-10-30,95.08,0.07,1358.2857142857142
2015-11-02,95.7,0.07,1367.142857142857
2015-11-03,96.4,0.07,1377.142857142857
2015-11-04,95.3,0.47,202.76595744680853
2015-11-05,96.03,0.47,204.31914893617022
2015-11-06,96.01,0.47,204.27659574468086
2015-11-10,95.48,0.47,203.14893617021278
2015-11-11,93.57,0.47,199.08510638297872
2015-11-12,92.36,0.47,196.51063829787236
2015-11-13,87.43,0.47,186.0212765957447
2015-11-16,90.0,0.47,191.48936170212767
2015-11-17,84.99,0.47,180.82978723404256
2015-11-18,87.3,0.47,185.74468085106383
2015-11-19,89.25,0.47,189.8936170212766
2015-11-20,92.01,0.47,195.76595744680853
2015-11-23,92.16,0.47,196.08510638297872
2015-11-24,92.08,0.47,195.91489361702128
2015-11-25,92.1,0.47,195.95744680851064
2015-11-27,89.68,0.47,190.8085106382979
2015-11-30,86.22,0.47,183.4468085106383
2015-12-01,87.18,0.47,185.4893617021277
2015-12-02,86.92,0.47,184.93617021276597
2015-12-03,84.15,0.47,179.0425531914894
2015-12-04,87.31,0.47,185.76595744680853
2015-12-07,86.58,0.47,184.2127659574468
2015-12-08,87.23,0.47,185.59574468085108
2015-12-09,86.31,0.47,183.63829787234044
2015-12-10,85.67,0.47,182.27659574468086
2015-12-11,82.56,0.47,175.6595744680851
2015-12-15,81.52,0.47,173.4468085106383
2015-12-16,83.11,0.47,176.82978723404256
2015-12-17,81.27,0.47,172.91489361702128
2015-12-18,80.87,0.47,172.06382978723406
2015-12-21,80.97,0.47,172.27659574468086
2015-12-22,80.37,0.47,171.00000000000003
2015-12-23,81.99,0.47,174.4468085106383
2015-12-24,81.2,0.47,172.76595744680853
2015-12-28,81.22,0.47,172.8085106382979
2015-12-29,82.25,0.47,175.0
2015-12-30,80.96,0.47,172.25531914893617
2015-12-31,80.61,0.47,171.51063829787236
2016-01-04,79.66,0.47,169.48936170212767
2016-01-05,80.15,0.47,170.53191489361706
2016-01-06,79.87,0.47,169.93617021276597
2016-01-07,78.0,0.47,165.95744680851064
2016-01-08,75.0,0.47,159.5744680851064
2016-01-11,69.96,0.47,148.85106382978722
2016-01-12,72.15,0.47,153.51063829787236
2016-01-13,71.87,0.47,152.9148936170213
2016-01-14,69.87,0.47,148.6595744680851
2016-01-15,68.63,0.47,146.02127659574467
2016-01-19,67.11,0.47,142.7872340425532
2016-01-20,67.34,0.47,143.27659574468086
2016-01-21,69.06,0.47,146.93617021276597
2016-01-22,70.79,0.47,150.61702127659578
2016-01-25,68.16,0.47,145.0212765957447
2016-01-26,67.36,0.47,143.31914893617022
2016-01-27,68.58,0.47,145.91489361702128
2016-01-28,84.07,0.47,178.87234042553192
2016-01-29,85.43,0.47,181.76595744680853
2016-02-01,85.13,0.47,181.12765957446808
2016-02-02,82.0,0.47,174.468085106383
2016-02-03,80.9,0.47,172.1276595744681
2016-02-04,80.54,0.47,171.36170212765958
2016-02-05,77.33,0.47,164.53191489361703
2016-02-09,72.35,0.47,153.93617021276594
2016-02-10,74.48,0.47,158.468085106383
2016-02-11,72.58,0.47,154.4255319148936
2016-02-12,76.29,0.47,162.31914893617022
2016-02-16,79.94,0.47,170.08510638297872
2016-02-17,82.97,0.47,176.53191489361703
2016-02-18,81.03,0.47,172.40425531914894
2016-02-19,80.64,0.47,171.5744680851064
2016-02-22,,0.49,
2016-02-23,80.5,0.49,164.28571428571428
2016-02-24,82.15,0.49,167.65306122448982
2016-02-25,83.06,0.49,169.51020408163265
2016-02-26,83.81,0.49,171.04081632653063
2016-02-29,83.69,0.49,170.79591836734693
2016-03-01,84.93,0.49,173.3265306122449
2016-03-02,83.93,0.49,171.2857142857143
2016-03-03,83.09,0.49,169.57142857142858
2016-03-04,84.0,0.49,171.42857142857144
2016-03-07,83.2,0.49,169.79591836734696
2016-03-08,81.3,0.49,165.91836734693877
2016-03-09,80.3,0.49,163.87755102040816
2016-03-10,81.03,0.49,165.3673469387755
2016-03-11,82.45,0.49,168.26530612244898
2016-03-14,81.81,0.49,166.9591836734694
2016-03-15,81.02,0.49,165.3469387755102
2016-03-16,81.0,0.49,165.3061224489796
2016-03-17,83.14,0.49,169.67346938775512
2016-03-18,84.28,0.49,172.0
2016-03-22,84.45,0.49,172.3469387755102
2016-03-23,41.21,0.49,84.10204081632654
2016-03-24,40.58,0.49,82.81632653061224
2016-03-28,40.58,0.49,82.81632653061224
2016-03-29,40.58,0.49,82.81632653061224
2016-03-30,41.7,0.49,85.10204081632654
2016-03-31,41.43,0.49,84.55102040816327
2016-04-01,40.8,0.49,83.26530612244898
2016-04-04,40.8,0.49,83.26530612244898
2016-04-05,40.8,0.49,83.26530612244898
2016-04-06,41.51,0.49,84.71428571428571
2016-04-07,41.27,0.49,84.22448979591837
2016-04-08,43.71,0.49,89.20408163265307
2016-04-11,41.17,0.49,84.02040816326532
2016-04-12,41.36,0.49,84.40816326530613
2016-04-13,41.51,0.49,84.71428571428571
2016-04-14,41.93,0.49,85.57142857142857
2016-04-15,41.7,0.49,85.10204081632654
2016-04-18,42.12,0.49,85.95918367346938
2016-04-19,42.7,0.49,87.14285714285715
2016-04-20,42.46,0.49,86.6530612244898
2016-04-21,45.41,0.49,92.67346938775509
2016-04-22,44.74,0.49,91.3061224489796
2016-04-25,43.95,0.49,89.69387755102042
2016-04-26,43.64,0.49,89.06122448979592
2016-04-27,41.86,0.49,85.42857142857143
2016-04-28,41.6,0.49,84.89795918367348
2016-04-29,40.51,0.04,1012.7499999999999
2016-05-02,39.99,0.04,999.75
2016-05-03,39.84,0.04,996.0000000000001
2016-05-04,37.13,0.04,928.25
2016-05-05,37.23,0.04,930.7499999999999
2016-05-06,36.12,0.04,902.9999999999999
2016-05-09,36.05,0.04,901.2499999999999
2016-05-10,36.29,0.04,907.25
2016-05-11,34.98,0.04,874.4999999999999
2016-05-12,34.94,0.04,873.4999999999999
2016-05-13,34.47,0.04,861.75
2016-05-16,34.3,0.04,857.4999999999999
2016-05-17,34.23,0.04,855.7499999999999
2016-05-18,33.98,0.04,849.4999999999999
2016-05-19,34.6,0.04,865.0
2016-05-20,35.33,0.04,883.2499999999999
2016-05-23,34.58,0.04,864.4999999999999
2016-05-24,35.33,0.04,883.2499999999999
2016-05-25,35.23,0.04,880.7499999999999
2016-05-26,34.67,0.04,866.75
2016-05-27,34.81,0.04,870.25
2016-05-31,34.72,0.04,868.0
2016-06-01,33.48,0.04,836.9999999999999
2016-06-02,33.98,0.04,849.4999999999999
2016-06-03,33.92,0.04,848.0
2016-06-06,34.16,0.04,853.9999999999999
2016-06-07,34.95,0.04,873.75
2016-06-08,36.18,0.04,904.5
2016-06-09,35.89,0.04,897.25
2016-06-10,35.54,0.04,888.5
2016-06-13,34.68,0.04,867.0
2016-06-14,34.4,0.04,860.0
2016-06-15,34.77,0.04,869.2500000000001
2016-06-16,33.48,0.04,836.9999999999999
2016-06-17,34.14,0.04,853.5
2016-06-20,34.77,0.04,869.2500000000001
2016-06-21,34.92,0.04,873.0
2016-06-22,34.32,0.04,858.0
2016-06-23,34.67,0.04,866.75
2016-06-24,33.5,0.04,837.5
2016-06-27,31.9,0.04,797.5
2016-06-28,33.9,0.04,847.5
2016-06-29,35.91,0.04,897.7499999999999
2016-06-30,36.4,0.04,910.0
2016-07-01,36.84,0.04,921.0000000000001
2016-07-05,35.51,0.04,887.7499999999999
2016-07-06,36.26,0.04,906.4999999999999
2016-07-07,36.88,0.04,922.0
2016-07-08,36.78,0.04,919.5
2016-07-11,36.57,0.04,914.25
2016-07-12,37.87,0.04,946.7499999999999
2016-07-13,37.22,0.04,930.5
2016-07-14,37.02,0.04,925.5000000000001
2016-07-15,37.23,0.04,930.7499999999999
2016-07-18,37.2,0.04,930.0
2016-07-19,36.95,0.04,923.75
2016-07-20,36.79,0.04,919.75
2016-07-21,37.27,0.04,931.7500000000001
2016-07-22,37.48,0.04,936.9999999999999
2016-07-25,38.78,0.04,969.5
2016-07-26,37.5,0.04,937.5
2016-07-27,35.93,0.04,898.25
2016-07-28,35.75,0.04,893.75
2016-07-29,35.7,0.04,892.5
2016-08-01,35.5,0.04,887.5
2016-08-02,34.39,0.04,859.75
2016-08-03,35.27,0.15,235.13333333333335
2016-08-04,35.14,0.15,234.26666666666668
2016-08-05,36.17,0.15,241.13333333333335
2016-08-08,35.93,0.15,239.53333333333333
2016-08-09,35.57,0.15,237.13333333333335
2016-08-10,35.43,0.15,236.20000000000002
2016-08-11,37.02,0.15,246.80000000000004
2016-08-12,37.1,0.15,247.33333333333334
2016-08-15,38.04,0.15,253.6
2016-08-16,38.65,0.15,257.6666666666667
2016-08-17,37.92,0.15,252.8
2016-08-18,37.95,0.15,253.00000000000003
2016-08-19,38.76,0.15,258.4
2016-08-22,38.8,0.15,258.6666666666667
2016-08-23,39.28,0.15,261.8666666666667
2016-08-24,38.88,0.15,259.20000000000005
2016-08-25,38.26,0.15,255.06666666666666
2016-08-26,38.0,0.15,253.33333333333334
2016-08-29,37.9,0.15,252.66666666666666
2016-08-30,37.36,0.15,249.06666666666666
2016-08-31,35.65,0.15,237.66666666666666
2016-09-01,35.7,0.15,238.00000000000003
2016-09-02,34.58,0.15,230.53333333333333
2016-09-06,34.76,0.15,231.73333333333332
2016-09-07,35.58,0.15,237.2
2016-09-08,35.05,0.15,233.66666666666666
2016-09-09,34.01,0.15,226.73333333333332
2016-09-12,34.8,0.15,232.0
2016-09-13,33.89,0.15,225.93333333333334
2016-09-14,33.79,0.15,225.26666666666668
2016-09-15,33.86,0.15,225.73333333333335
2016-09-16,34.21,0.15,228.0666666666667
2016-09-19,33.83,0.15,225.53333333333333
2016-09-20,33.46,0.15,223.0666666666667
2016-09-21,34.3,0.15,228.66666666666666
2016-09-22,34.7,0.15,231.33333333333337
2016-09-23,34.28,0.15,228.53333333333336
2016-09-26,33.58,0.15,223.86666666666667
2016-09-27,33.97,0.15,226.46666666666667
2016-09-28,34.37,0.15,229.13333333333333
2016-09-29,33.68,0.15,224.53333333333333
2016-09-30,33.86,0.15,225.73333333333335
2016-10-03,34.05,0.15,227.0
2016-10-04,33.7,0.15,224.66666666666669
2016-10-05,33.38,0.15,222.53333333333336
2016-10-06,32.9,0.15,219.33333333333334
2016-10-07,32.85,0.15,219.00000000000003
2016-10-10,33.27,0.15,221.80000000000004
2016-10-11,33.21,0.15,221.4
2016-10-12,33.76,0.15,225.06666666666666
2016-10-13,33.39,0.15,222.60000000000002
2016-10-14,33.62,0.15,224.13333333333333
2016-10-17,32.76,0.15,218.4
2016-10-18,33.31,0.15,222.0666666666667
2016-10-19,34.02,0.15,226.80000000000004
2016-10-20,33.42,0.15,222.8
2016-10-21,32.96,0.15,219.73333333333335
2016-10-24,32.9,0.15,219.33333333333334
2016-10-25,28.37,0.15,189.13333333333335
2016-10-26,27.46,0.15,183.0666666666667
2016-10-27,26.49,0.15,176.6
2016-10-28,25.91,0.15,172.73333333333335
2016-10-31,25.86,0.15,172.4
2016-11-01,25.51,0.15,170.0666666666667
2016-11-02,25.35,0.3,84.50000000000001
2016-11-03,25.3,0.3,84.33333333333334
2016-11-04,25.61,0.3,85.36666666666667
2016-11-07,25.94,0.3,86.46666666666667
2016-11-08,26.09,0.3,86.96666666666667
2016-11-09,25.9,0.3,86.33333333333333
2016-11-10,25.61,0.3,85.36666666666667
2016-11-11,25.61,0.3,85.36666666666667
2016-11-14,24.88,0.3,82.93333333333334
2016-11-15,25.36,0.3,84.53333333333333
2016-11-16,25.32,0.3,84.4
2016-11-17,25.27,0.3,84.23333333333333
2016-11-18,23.75,0.3,79.16666666666667
2016-11-21,23.8,0.3,79.33333333333334
2016-11-22,24.01,0.3,80.03333333333335
2016-11-23,23.93,0.3,79.76666666666667
2016-11-25,24.14,0.3,80.46666666666667
2016-11-28,26.29,0.3,87.63333333333334
2016-11-29,25.86,0.3,86.2
2016-11-30,25.78,0.3,85.93333333333334
2016-12-01,25.2,0.3,84.0
2016-12-02,24.77,0.3,82.56666666666666
2016-12-05,25.06,0.3,83.53333333333333
2016-12-06,25.41,0.3,84.7
2016-12-07,27.03,0.3,90.10000000000001
2016-12-08,28.82,0.3,96.06666666666668
2016-12-09,28.81,0.3,96.03333333333333
2016-12-12,27.61,0.3,92.03333333333333
2016-12-13,27.34,0.3,91.13333333333334
2016-12-14,26.57,0.3,88.56666666666668
2016-12-15,25.8,0.3,86.0
2016-12-16,25.48,0.3,84.93333333333334
2016-12-19,25.37,0.3,84.56666666666668
2016-12-20,25.69,0.3,85.63333333333334
2016-12-21,26.05,0.3,86.83333333333334
2016-12-22,25.48,0.3,84.93333333333334
2016-12-23,25.23,0.3,84.10000000000001
2016-12-27,25.18,0.3,83.93333333333334
2016-12-28,25.23,0.3,84.10000000000001
2016-12-29,25.12,0.3,83.73333333333333
2016-12-30,25.17,0.3,83.9
2017-01-03,25.76,0.3,85.86666666666667
2017-01-04,26.57,0.3,88.56666666666668
2017-01-05,26.21,0.3,87.36666666666667
2017-01-06,27.04,0.3,90.13333333333334
2017-01-09,27.02,0.3,90.06666666666666
2017-01-10,27.32,0.3,91.06666666666668
2017-01-11,26.98,0.3,89.93333333333334
2017-01-12,26.84,0.3,89.46666666666667
2017-01-13,26.5,0.3,88.33333333333334
2017-01-17,26.2,0.3,87.33333333333333
2017-01-18,25.35,0.3,84.50000000000001
2017-01-19,25.26,0.3,84.2
2017-01-20,25.16,0.3,83.86666666666667
2017-01-23,24.96,0.3,83.2
2017-01-24,25.12,0.3,83.73333333333333
2017-01-25,25.69,0.3,85.63333333333334
2017-01-26,25.5,0.3,85.0
2017-01-27,25.52,0.3,85.06666666666666
2017-01-30,25.09,0.3,83.63333333333334
2017-01-31,19.22,0.3,64.06666666666666
2017-02-01,18.8,0.3,62.66666666666667
2017-02-02,18.12,0.3,60.400000000000006
2017-02-03,18.19,0.3,60.63333333333334
2017-02-06,18.14,0.3,60.46666666666667
2017-02-07,17.79,0.3,59.3
2017-02-08,18.3,0.3,61.00000000000001
2017-02-09,19.3,0.3,64.33333333333334
2017-02-10,19.04,0.3,63.46666666666667
2017-02-13,18.65,0.3,62.166666666666664
2017-02-14,19.41,0.3,64.7
2017-02-15,19.86,0.3,66.2
2017-02-16,19.63,0.3,65.43333333333334
2017-02-17,19.75,0.3,65.83333333333334
2017-02-21,19.69,0.3,65.63333333333334
2017-02-22,19.78,0.3,65.93333333333334
2017-02-23,19.64,0.23,85.39130434782608
2017-02-24,19.83,0.23,86.21739130434781
2017-02-27,19.28,0.23,83.82608695652173
2017-02-28,18.56,0.23,80.69565217391303
2017-03-01,18.58,0.23,80.78260869565216
2017-03-02,18.96,0.23,82.43478260869566
2017-03-03,18.64,0.23,81.04347826086956
2017-03-06,18.31,0.23,79.6086956521739
2017-03-07,18.11,0.23,78.73913043478261
2017-03-08,17.75,0.23,77.17391304347825
2017-03-09,17.69,0.23,76.91304347826087
2017-03-10,17.75,0.23,77.17391304347825
2017-03-13,17.56,0.23,76.34782608695652
2017-03-14,17.62,0.23,76.60869565217392
2017-03-15,17.83,0.23,77.52173913043477
2017-03-16,18.17,0.23,79.0
2017-03-17,18.08,0.23,78.6086956521739
2017-03-20,18.26,0.23,79.3913043478261
2017-03-21,17.52,0.23,76.17391304347825
2017-03-22,17.51,0.23,76.1304347826087
2017-03-23,17.44,0.23,75.82608695652173
2017-03-24,18.16,0.23,78.95652173913044
2017-03-27,18.3,0.23,79.56521739130434
2017-03-28,18.49,0.23,80.39130434782608
2017-03-29,18.84,0.23,81.91304347826086
2017-03-30,18.37,0.23,79.86956521739131
2017-03-31,18.3,0.23,79.56521739130434
2017-04-03,18.35,0.23,79.78260869565217
2017-04-04,18.02,0.23,78.34782608695652
2017-04-05,18.56,0.23,80.69565217391303
2017-04-06,19.04,0.23,82.78260869565217
2017-04-07,18.43,0.23,80.13043478260869
2017-04-10,18.19,0.23,79.08695652173913
2017-04-11,18.04,0.23,78.43478260869564
2017-04-12,17.86,0.23,77.65217391304347
2017-04-13,17.76,0.23,77.21739130434783
2017-04-17,17.79,0.23,77.34782608695652
2017-04-18,17.76,0.23,77.21739130434783
2017-04-19,17.93,0.23,77.95652173913044
2017-04-20,18.11,0.23,78.73913043478261
2017-04-21,17.53,0.23,76.21739130434783
2017-04-24,17.93,0.23,77.95652173913044
2017-04-25,17.97,0.23,78.13043478260869
2017-04-26,18.14,0.23,78.8695652173913
2017-04-27,19.82,0.23,86.17391304347827
2017-04-28,19.41,0.23,84.39130434782608
2017-05-01,19.02,0.23,82.69565217391303
2017-05-02,18.73,0.23,81.43478260869566
2017-05-03,18.69,0.23,81.26086956521739
2017-05-04,18.81,0.23,81.78260869565216
2017-05-05,19.09,0.23,83.0
2017-05-08,19.12,0.23,83.1304347826087
2017-05-09,19.81,-0.01,-1980.9999999999998
2017-05-10,19.65,-0.01,-1964.9999999999998
2017-05-11,19.45,-0.01,-1945.0
2017-05-12,18.9,-0.01,-1889.9999999999998
2017-05-15,18.65,-0.01,-1864.9999999999998
2017-05-16,17.97,-0.01,-1796.9999999999998
2017-05-17,17.7,-0.01,-1770.0
2017-05-18,17.63,-0.01,-1762.9999999999998
2017-05-19,17.86,-0.01,-1786.0
2017-05-22,17.92,-0.01,-1792.0000000000002
2017-05-23,18.04,-0.01,-1803.9999999999998
2017-05-24,18.11,-0.01,-1811.0
2017-05-25,18.01,-0.01,-1801.0000000000002
2017-05-26,18.07,-0.01,-1807.0
2017-05-30,18.01,-0.01,-1801.0000000000002
2017-05-31,17.83,-0.01,-1782.9999999999998
2017-06-01,18.39,-0.01,-1839.0
2017-06-02,18.72,-0.01,-1871.9999999999998
2017-06-05,18.95,-0.01,-1895.0
2017-06-06,18.97,-0.01,-1896.9999999999998
2017-06-07,19.22,-0.01,-1921.9999999999998
2017-06-08,19.6,-0.01,-1960.0
2017-06-09,20.21,-0.01,-2021.0
2017-06-12,21.2,-0.01,-2120.0
2017-06-13,21.25,-0.01,-2125.0
2017-06-14,21.09,-0.01,-2109.0
2017-06-15,20.33,-0.01,-2032.9999999999998
2017-06-16,19.68,-0.01,-1968.0
2017-06-19,19.67,-0.01,-1967.0000000000002
2017-06-20,19.01,-0.01,-1901.0000000000002
2017-06-21,18.75,-0.01,-1875.0
2017-06-22,19.24,-0.01,-1923.9999999999998
2017-06-23,19.65,-0.01,-1964.9999999999998
2017-06-26,19.92,-0.01,-1992.0000000000002
2017-06-27,19.9,-0.01,-1989.9999999999998
2017-06-28,20.0,-0.01,-2000.0
2017-06-29,19.8,-0.01,-1980.0
2017-06-30,20.16,-0.01,-2016.0
2017-07-03,20.52,-0.01,-2052.0
2017-07-05,20.4,-0.01,-2039.9999999999998
2017-07-06,19.1,-0.01,-1910.0
2017-07-07,19.22,-0.01,-1921.9999999999998
2017-07-10,19.13,-0.01,-1912.9999999999998
2017-07-11,18.92,-0.01,-1892.0000000000002
2017-07-12,18.58,-0.01,-1857.9999999999998
2017-07-13,18.63,-0.01,-1862.9999999999998
2017-07-14,18.93,-0.01,-1893.0
2017-07-17,18.82,-0.01,-1882.0
2017-07-18,18.68,-0.01,-1868.0
2017-07-19,18.91,-0.01,-1891.0
2017-07-20,19.05,-0.01,-1905.0
2017-07-21,18.84,-0.01,-1884.0
2017-07-24,18.26,-0.01,-1826.0000000000002
2017-07-25,18.12,-0.01,-1812.0
2017-07-26,17.55,-0.01,-1755.0
2017-07-27,17.37,-0.01,-1737.0
2017-07-28,17.36,-0.01,-1736.0
2017-07-31,18.11,-0.01,-1811.0
2017-08-01,16.23,-0.01,-1623.0
2017-08-02,16.47,-0.01,-1646.9999999999998
2017-08-03,16.34,-0.01,-1634.0
2017-08-04,16.61,-0.01,-1661.0
2017-08-07,16.63,-0.01,-1662.9999999999998
2017-08-08,17.21,-0.02,-860.5
2017-08-09,17.17,-0.02,-858.5000000000001
2017-08-10,16.82,-0.02,-841.0
2017-08-11,16.8,-0.02,-840.0
2017-08-14,17.11,-0.02,-855.5
2017-08-15,16.66,-0.02,-833.0
2017-08-16,16.68,-0.02,-834.0
2017-08-17,16.28,-0.02,-814.0
2017-08-18,15.64,-0.02,-782.0
2017-08-21,15.15,-0.02,-757.5
2017-08-22,15.42,-0.02,-771.0
2017-08-23,15.55,-0.02,-777.5
2017-08-24,15.73,-0.02,-786.5
2017-08-25,15.94,-0.02,-797.0
2017-08-28,15.78,-0.02,-789.0
2017-08-29,15.34,-0.02,-767.0
2017-08-30,15.18,-0.02,-759.0
2017-08-31,15.1,-0.02,-755.0
2017-09-01,15.39,-0.02,-769.5
2017-09-05,15.62,-0.02,-781.0
2017-09-06,15.8,-0.02,-790.0
2017-09-07,15.98,-0.02,-799.0
2017-09-08,16.12,-0.02,-806.0
2017-09-11,16.34,-0.02,-817.0
2017-09-12,16.25,-0.02,-812.5
2017-09-13,16.87,-0.02,-843.5
2017-09-14,16.52,-0.02,-826.0
2017-09-15,16.46,-0.02,-823.0
2017-09-18,16.14,-0.02,-807.0
2017-09-19,15.7,-0.02,-785.0
2017-09-20,15.24,-0.02,-762.0
2017-09-21,15.13,-0.02,-756.5
2017-09-22,15.04,-0.02,-751.9999999999999
2017-09-25,15.39,-0.02,-769.5
2017-09-26,15.14,-0.02,-757.0
2017-09-27,15.06,-0.02,-753.0
2017-09-28,15.07,-0.02,-753.5
2017-09-29,15.02,-0.02,-751.0
2017-10-02,15.08,-0.02,-754.0
2017-10-03,15.26,-0.02,-763.0
2017-10-04,15.03,-0.02,-751.5
2017-10-05,15.03,-0.02,-751.5
2017-10-06,15.46,-0.02,-773.0
2017-10-09,15.3,-0.02,-765.0
2017-10-10,15.51,-0.02,-775.5
2017-10-11,15.15,-0.02,-757.5
2017-10-12,15.22,-0.02,-761.0
2017-10-13,14.95,-0.02,-747.5
2017-10-16,14.98,-0.02,-749.0
2017-10-17,15.11,-0.02,-755.5
2017-10-18,14.98,-0.02,-749.0
2017-10-19,15.02,-0.02,-751.0
2017-10-20,15.91,-0.02,-795.5
2017-10-23,15.22,-0.02,-761.0
2017-10-24,14.83,-0.02,-741.5
2017-10-25,14.65,-0.02,-732.5
2017-10-26,14.65,-0.02,-732.5
2017-10-27,14.4,-0.02,-720.0
2017-10-30,14.74,-0.02,-737.0
2017-10-31,11.53,-0.02,-576.5
2017-11-01,11.29,-0.02,-564.5
2017-11-02,10.84,-0.02,-542.0
2017-11-03,10.59,-0.02,-529.5
2017-11-06,10.97,-0.02,-548.5
2017-11-07,10.74,-0.02,-537.0
2017-11-08,10.83,-0.02,-541.5
2017-11-09,10.99,0.12,91.58333333333334
2017-11-10,11.37,0.12,94.75
2017-11-13,10.95,0.12,91.25
2017-11-14,10.92,0.12,91.0
2017-11-15,11.11,0.12,92.58333333333333
2017-11-16,11.28,0.12,94.0
2017-11-17,11.73,0.12,97.75000000000001
2017-11-20,12.07,0.12,100.58333333333334
2017-11-21,11.36,0.12,94.66666666666667
