date,UA,UA_EPS,PE Ratio
2020-05-13,6.93,0.2,34.65
2020-05-14,6.91,0.2,34.55
2020-05-15,6.91,0.2,34.55
2020-05-18,7.3,0.2,36.5
2020-05-19,7.08,0.2,35.4
2020-05-20,7.47,0.2,37.349999999999994
2020-05-21,7.7,0.2,38.5
2020-05-22,7.38,0.2,36.9
2020-05-26,7.86,0.2,39.3
2020-05-27,8.51,0.2,42.55
2020-05-28,8.12,0.2,40.599999999999994
2020-05-29,7.86,0.2,39.3
2020-06-01,8.26,0.2,41.3
2020-06-02,8.41,0.2,42.05
2020-06-03,9.19,0.2,45.949999999999996
2020-06-04,9.3,0.2,46.5
2020-06-05,9.84,0.2,49.199999999999996
2020-06-08,10.22,0.2,51.1
2020-06-09,9.71,0.2,48.550000000000004
2020-06-10,9.42,0.2,47.099999999999994
2020-06-11,8.52,0.2,42.599999999999994
2020-06-12,8.68,0.2,43.4
2020-06-15,8.8,0.2,44.0
2020-06-16,9.28,0.2,46.39999999999999
2020-06-17,8.85,0.2,44.24999999999999
2020-06-18,8.81,0.2,44.05
2020-06-19,8.6,0.2,42.99999999999999
2020-06-22,8.58,0.2,42.9
2020-06-23,8.93,0.2,44.65
2020-06-24,8.58,0.2,42.9
2020-06-25,8.67,0.2,43.349999999999994
2020-06-26,8.26,0.2,41.3
2020-06-29,8.88,0.2,44.4
2020-06-30,8.84,0.2,44.199999999999996
2020-07-01,8.65,0.2,43.25
2020-07-02,8.68,0.2,43.4
2020-07-06,9.0,0.2,45.0
2020-07-07,8.6,0.2,42.99999999999999
2020-07-08,8.64,0.2,43.2
2020-07-09,8.29,0.2,41.449999999999996
2020-07-10,8.63,0.2,43.15
2020-07-13,8.46,0.2,42.300000000000004
2020-07-14,8.49,0.2,42.449999999999996
2020-07-15,9.18,0.2,45.9
2020-07-16,9.19,0.2,45.949999999999996
2020-07-17,9.13,0.2,45.65
2020-07-20,8.82,0.2,44.1
2020-07-21,9.44,0.2,47.199999999999996
2020-07-22,9.42,0.2,47.099999999999994
2020-07-23,9.78,0.2,48.89999999999999
2020-07-24,9.83,0.2,49.15
2020-07-27,9.95,0.2,49.74999999999999
2020-07-28,10.03,0.2,50.14999999999999
2020-07-29,10.33,0.2,51.65
2020-07-30,10.18,0.2,50.9
2020-07-31,9.49,0.2,47.449999999999996
2020-08-03,8.79,0.2,43.949999999999996
2020-08-04,8.94,0.2,44.699999999999996
2020-08-05,9.44,0.2,47.199999999999996
2020-08-06,9.03,0.2,45.14999999999999
