date,COO,COO_EPS,PE Ratio
2009-01-16,20.44,1.46,14.000000000000002
2009-01-20,19.03,1.46,13.034246575342467
2009-01-21,20.27,1.46,13.883561643835616
2009-01-22,19.55,1.46,13.390410958904111
2009-01-23,19.18,1.46,13.136986301369863
2009-01-26,19.3,1.46,13.219178082191782
2009-01-27,19.5,1.46,13.356164383561644
2009-01-28,19.6,1.46,13.424657534246577
2009-01-29,18.85,1.46,12.91095890410959
2009-01-30,18.97,1.46,12.993150684931507
2009-02-02,18.95,1.46,12.979452054794521
2009-02-03,19.06,1.46,13.054794520547945
2009-02-04,19.17,1.46,13.130136986301371
2009-02-05,19.31,1.46,13.226027397260273
2009-02-06,19.67,1.46,13.472602739726028
2009-02-09,19.33,1.46,13.239726027397259
2009-02-10,18.78,1.46,12.863013698630137
2009-02-11,20.86,1.46,14.287671232876713
2009-02-12,21.58,1.46,14.780821917808218
2009-02-13,22.76,1.46,15.589041095890412
2009-02-17,21.8,1.46,14.931506849315069
2009-02-18,22.01,1.46,15.075342465753426
2009-02-19,22.36,1.46,15.315068493150685
2009-02-20,21.43,1.46,14.678082191780822
2009-02-23,21.0,1.46,14.383561643835616
2009-02-24,21.99,1.46,15.061643835616438
2009-02-25,22.35,1.46,15.308219178082194
2009-02-26,22.81,1.46,15.623287671232877
2009-02-27,21.99,1.46,15.061643835616438
2009-03-02,19.13,1.46,13.102739726027396
2009-03-03,19.21,1.46,13.157534246575343
2009-03-04,20.16,1.46,13.808219178082192
2009-03-05,19.21,1.46,13.157534246575343
2009-03-06,18.33,0.53,34.58490566037735
2009-03-09,19.75,0.53,37.264150943396224
2009-03-10,21.04,0.53,39.698113207547166
2009-03-11,20.67,0.53,39.0
2009-03-12,20.9,0.53,39.43396226415094
2009-03-13,21.63,0.53,40.81132075471698
2009-03-16,21.44,0.53,40.45283018867924
2009-03-17,22.08,0.53,41.660377358490564
2009-03-18,23.21,0.53,43.79245283018868
2009-03-19,23.84,0.53,44.9811320754717
2009-03-20,24.07,0.53,45.41509433962264
2009-03-23,25.21,0.53,47.56603773584906
2009-03-24,24.64,0.53,46.490566037735846
2009-03-25,25.74,0.53,48.56603773584905
2009-03-26,26.82,0.53,50.60377358490566
2009-03-27,26.43,0.53,49.867924528301884
2009-03-30,25.95,0.53,48.96226415094339
2009-03-31,26.44,0.53,49.886792452830186
2009-04-01,26.44,0.53,49.886792452830186
2009-04-02,27.28,0.53,51.471698113207545
2009-04-03,26.75,0.53,50.471698113207545
2009-04-06,26.49,0.53,49.98113207547169
2009-04-07,25.54,0.53,48.18867924528301
2009-04-08,25.95,0.53,48.96226415094339
2009-04-09,26.74,0.53,50.452830188679236
2009-04-13,26.67,0.53,50.320754716981135
2009-04-14,26.31,0.53,49.64150943396226
2009-04-15,25.98,0.53,49.0188679245283
2009-04-16,26.32,0.53,49.660377358490564
2009-04-17,27.29,0.53,51.490566037735846
2009-04-20,27.26,0.53,51.43396226415094
2009-04-21,28.2,0.53,53.20754716981131
2009-04-22,29.14,0.53,54.9811320754717
2009-04-23,29.03,0.53,54.77358490566038
2009-04-24,29.01,0.53,54.735849056603776
2009-04-27,29.51,0.53,55.679245283018865
2009-04-28,29.17,0.53,55.0377358490566
2009-04-29,29.96,0.53,56.52830188679245
2009-04-30,28.75,0.53,54.24528301886792
2009-05-01,29.72,0.53,56.075471698113205
2009-05-04,29.68,0.53,56.0
2009-05-05,29.64,0.53,55.92452830188679
2009-05-06,28.8,0.53,54.339622641509436
2009-05-07,28.77,0.53,54.283018867924525
2009-05-08,29.0,0.53,54.71698113207547
2009-05-11,28.14,0.53,53.094339622641506
2009-05-12,27.39,0.53,51.679245283018865
2009-05-13,27.06,0.53,51.056603773584904
2009-05-14,27.56,0.53,51.99999999999999
2009-05-15,27.09,0.53,51.11320754716981
2009-05-18,27.57,0.53,52.0188679245283
2009-05-19,27.86,0.53,52.56603773584905
2009-05-20,27.97,0.53,52.77358490566037
2009-05-21,27.14,0.53,51.20754716981132
2009-05-22,26.85,0.53,50.660377358490564
2009-05-26,27.02,0.53,50.98113207547169
2009-05-27,26.49,0.53,49.98113207547169
2009-05-28,25.94,0.53,48.943396226415096
2009-05-29,26.51,0.53,50.0188679245283
2009-06-01,27.28,0.53,51.471698113207545
2009-06-02,28.9,0.53,54.52830188679245
2009-06-03,28.59,0.53,53.94339622641509
2009-06-04,29.09,0.53,54.886792452830186
2009-06-05,28.95,1.07,27.056074766355138
2009-06-08,27.5,1.07,25.700934579439252
2009-06-09,26.91,1.07,25.149532710280372
2009-06-10,26.9,1.07,25.14018691588785
2009-06-11,27.26,1.07,25.476635514018692
2009-06-12,27.45,1.07,25.654205607476634
2009-06-15,27.23,1.07,25.44859813084112
2009-06-16,26.38,1.07,24.654205607476634
2009-06-17,27.08,1.07,25.308411214953267
2009-06-18,27.72,1.07,25.906542056074763
2009-06-19,27.45,1.07,25.654205607476634
2009-06-22,26.88,1.07,25.121495327102803
2009-06-23,26.28,1.07,24.560747663551403
2009-06-24,26.6,1.07,24.85981308411215
2009-06-25,27.25,1.07,25.467289719626166
2009-06-26,27.47,1.07,25.67289719626168
2009-06-29,25.5,1.07,23.83177570093458
2009-06-30,24.73,1.07,23.11214953271028
2009-07-01,25.45,1.07,23.78504672897196
2009-07-02,25.14,1.07,23.49532710280374
2009-07-06,24.85,1.07,23.22429906542056
2009-07-07,24.49,1.07,22.887850467289717
2009-07-08,24.27,1.07,22.682242990654203
2009-07-09,23.98,1.07,22.411214953271028
2009-07-10,24.21,1.07,22.626168224299064
2009-07-13,24.78,1.07,23.1588785046729
2009-07-14,25.16,1.07,23.514018691588785
2009-07-15,25.8,1.07,24.11214953271028
2009-07-16,26.11,1.07,24.4018691588785
2009-07-17,26.0,1.07,24.299065420560748
2009-07-20,26.08,1.07,24.373831775700932
2009-07-21,26.35,1.07,24.626168224299064
2009-07-22,26.13,1.07,24.42056074766355
2009-07-23,25.98,1.07,24.2803738317757
2009-07-24,26.58,1.07,24.8411214953271
2009-07-27,27.47,1.07,25.67289719626168
2009-07-28,27.81,1.07,25.990654205607473
2009-07-29,28.22,1.07,26.373831775700932
2009-07-30,27.47,1.07,25.67289719626168
2009-07-31,27.44,1.07,25.64485981308411
2009-08-03,27.49,1.07,25.691588785046726
2009-08-04,27.86,1.07,26.037383177570092
2009-08-05,27.94,1.07,26.11214953271028
2009-08-06,27.65,1.07,25.8411214953271
2009-08-07,28.12,1.07,26.2803738317757
2009-08-10,27.48,1.07,25.682242990654206
2009-08-11,27.28,1.07,25.49532710280374
2009-08-12,27.73,1.07,25.91588785046729
2009-08-13,27.84,1.07,26.018691588785046
2009-08-14,27.73,1.07,25.91588785046729
2009-08-17,26.95,1.07,25.186915887850464
2009-08-18,27.12,1.07,25.345794392523363
2009-08-19,27.49,1.07,25.691588785046726
2009-08-20,28.22,1.07,26.373831775700932
2009-08-21,28.45,1.07,26.58878504672897
2009-08-24,28.31,1.07,26.457943925233643
2009-08-25,29.08,1.07,27.17757009345794
2009-08-26,28.11,1.07,26.271028037383175
2009-08-27,28.67,1.07,26.794392523364486
2009-08-28,27.87,1.07,26.046728971962615
2009-08-31,27.32,1.07,25.53271028037383
2009-09-01,26.25,1.07,24.53271028037383
2009-09-02,26.36,1.07,24.635514018691588
2009-09-03,26.67,1.07,24.925233644859812
2009-09-04,25.66,1.56,16.44871794871795
2009-09-08,26.32,1.56,16.871794871794872
2009-09-09,27.38,1.56,17.55128205128205
2009-09-10,27.29,1.56,17.49358974358974
2009-09-11,28.18,1.56,18.064102564102562
2009-09-14,29.35,1.56,18.814102564102566
2009-09-15,29.21,1.56,18.724358974358974
2009-09-16,29.5,1.56,18.91025641025641
2009-09-17,29.49,1.56,18.903846153846153
2009-09-18,29.85,1.56,19.134615384615383
2009-09-21,30.21,1.56,19.365384615384617
2009-09-22,30.19,1.56,19.352564102564102
2009-09-23,30.05,1.56,19.26282051282051
2009-09-24,29.74,1.56,19.064102564102562
2009-09-25,28.94,1.56,18.55128205128205
2009-09-28,30.08,1.56,19.28205128205128
2009-09-29,30.44,1.56,19.512820512820515
2009-09-30,29.73,1.56,19.057692307692307
2009-10-01,28.73,1.56,18.416666666666668
2009-10-02,28.55,1.56,18.30128205128205
2009-10-05,28.76,1.56,18.435897435897438
2009-10-06,29.48,1.56,18.897435897435898
2009-10-07,29.46,1.56,18.884615384615383
2009-10-08,29.75,1.56,19.07051282051282
2009-10-09,29.79,1.56,19.096153846153847
2009-10-12,30.99,1.56,19.865384615384613
2009-10-13,30.32,1.56,19.435897435897434
2009-10-14,30.91,1.56,19.814102564102562
2009-10-15,31.31,1.56,20.070512820512818
2009-10-16,31.04,1.56,19.897435897435898
2009-10-19,31.35,1.56,20.096153846153847
2009-10-20,30.97,1.56,19.852564102564102
2009-10-21,30.61,1.56,19.621794871794872
2009-10-22,30.8,1.56,19.743589743589745
2009-10-23,30.44,1.56,19.512820512820515
2009-10-26,29.67,1.56,19.01923076923077
2009-10-27,29.27,1.56,18.76282051282051
2009-10-28,28.19,1.56,18.07051282051282
2009-10-29,28.54,1.56,18.294871794871792
2009-10-30,28.01,1.56,17.955128205128204
2009-11-02,28.45,1.56,18.237179487179485
2009-11-03,28.57,1.56,18.314102564102562
2009-11-04,29.3,1.56,18.78205128205128
2009-11-05,30.32,1.56,19.435897435897434
2009-11-06,30.56,1.56,19.589743589743588
2009-11-09,31.32,1.56,20.076923076923077
2009-11-10,31.38,1.56,20.115384615384613
2009-11-11,31.5,1.56,20.19230769230769
2009-11-12,31.46,1.56,20.166666666666668
2009-11-13,31.51,1.56,20.19871794871795
2009-11-16,32.2,1.56,20.641025641025642
2009-11-17,31.81,1.56,20.39102564102564
2009-11-18,31.95,1.56,20.48076923076923
2009-11-19,31.71,1.56,20.326923076923077
2009-11-20,31.45,1.56,20.16025641025641
2009-11-23,32.08,1.56,20.564102564102562
2009-11-24,34.05,1.56,21.826923076923073
2009-11-25,34.17,1.56,21.903846153846153
2009-11-27,33.63,1.56,21.55769230769231
2009-11-30,33.49,1.56,21.46794871794872
2009-12-01,34.08,1.56,21.846153846153843
2009-12-02,34.57,1.56,22.16025641025641
2009-12-03,34.08,1.56,21.846153846153843
2009-12-04,34.07,1.56,21.839743589743588
2009-12-07,33.92,1.56,21.743589743589745
2009-12-08,33.92,1.56,21.743589743589745
2009-12-09,36.54,1.56,23.423076923076923
2009-12-10,36.38,1.56,23.32051282051282
2009-12-11,36.45,1.56,23.365384615384617
2009-12-14,37.6,1.56,24.102564102564102
2009-12-15,37.91,1.56,24.301282051282048
2009-12-16,38.01,1.56,24.365384615384613
2009-12-17,37.4,1.56,23.97435897435897
2009-12-18,37.71,1.56,24.173076923076923
2009-12-21,37.5,2.23,16.816143497757846
2009-12-22,38.43,2.23,17.233183856502244
2009-12-23,38.04,2.23,17.05829596412556
2009-12-24,38.19,2.23,17.12556053811659
2009-12-28,38.14,2.23,17.103139013452914
2009-12-29,38.6,2.23,17.309417040358746
2009-12-30,38.27,2.23,17.161434977578477
2009-12-31,38.12,2.23,17.094170403587444
2010-01-04,37.75,2.23,16.928251121076233
2010-01-05,38.19,2.23,17.12556053811659
2010-01-06,38.17,2.23,17.116591928251122
2010-01-07,38.57,2.23,17.295964125560538
2010-01-08,37.95,2.23,17.017937219730943
2010-01-11,38.0,2.23,17.04035874439462
2010-01-12,37.63,2.23,16.87443946188341
2010-01-13,38.66,2.23,17.336322869955154
2010-01-14,38.52,2.23,17.273542600896864
2010-01-15,37.69,2.23,16.90134529147982
2010-01-19,38.25,2.23,17.152466367713004
2010-01-20,38.07,2.23,17.071748878923767
2010-01-21,37.04,2.23,16.609865470852018
2010-01-22,36.67,2.23,16.443946188340806
2010-01-25,36.44,2.23,16.340807174887892
2010-01-26,36.16,2.23,16.215246636771298
2010-01-27,35.83,2.23,16.067264573991032
2010-01-28,35.43,2.23,15.887892376681615
2010-01-29,35.32,2.23,15.838565022421525
2010-02-01,35.15,2.23,15.762331838565022
2010-02-02,35.8,2.23,16.053811659192824
2010-02-03,35.26,2.23,15.811659192825111
2010-02-04,36.45,2.23,16.34529147982063
2010-02-05,36.17,2.23,16.219730941704036
2010-02-08,36.2,2.23,16.233183856502244
2010-02-09,36.65,2.23,16.434977578475337
2010-02-10,36.97,2.23,16.57847533632287
2010-02-11,37.66,2.23,16.887892376681613
2010-02-12,38.33,2.23,17.18834080717489
2010-02-16,38.14,2.23,17.103139013452914
2010-02-17,38.73,2.23,17.367713004484305
2010-02-18,38.42,2.23,17.22869955156951
2010-02-19,38.44,2.23,17.237668161434975
2010-02-22,39.18,2.23,17.569506726457398
2010-02-23,39.18,2.23,17.569506726457398
2010-02-24,40.08,2.23,17.973094170403588
2010-02-25,40.2,2.23,18.026905829596416
2010-02-26,40.06,2.23,17.96412556053812
2010-03-01,40.71,2.23,18.25560538116592
2010-03-02,40.96,2.23,18.367713004484305
2010-03-03,39.77,2.23,17.834080717488792
2010-03-04,40.2,2.23,18.026905829596416
2010-03-05,38.51,0.45,85.57777777777777
2010-03-08,39.25,0.45,87.22222222222221
2010-03-09,39.08,0.45,86.84444444444443
2010-03-10,39.75,0.45,88.33333333333333
2010-03-11,39.47,0.45,87.71111111111111
2010-03-12,38.87,0.45,86.37777777777777
2010-03-15,38.99,0.45,86.64444444444445
2010-03-16,39.04,0.45,86.75555555555555
2010-03-17,39.64,0.45,88.08888888888889
2010-03-18,39.88,0.45,88.62222222222222
2010-03-19,40.07,0.45,89.04444444444444
2010-03-22,41.01,0.45,91.13333333333333
2010-03-23,40.68,0.45,90.39999999999999
2010-03-24,40.25,0.45,89.44444444444444
2010-03-25,39.69,0.45,88.19999999999999
2010-03-26,38.02,0.45,84.4888888888889
2010-03-29,38.51,0.45,85.57777777777777
2010-03-30,38.72,0.45,86.04444444444444
2010-03-31,38.88,0.45,86.4
2010-04-01,38.97,0.45,86.6
2010-04-05,39.16,0.45,87.02222222222221
2010-04-06,38.39,0.45,85.31111111111112
2010-04-07,38.05,0.45,84.55555555555554
2010-04-08,38.25,0.45,85.0
2010-04-09,38.76,0.45,86.13333333333333
2010-04-12,39.45,0.45,87.66666666666667
2010-04-13,39.17,0.45,87.04444444444445
2010-04-14,38.8,0.45,86.22222222222221
2010-04-15,38.57,0.45,85.71111111111111
2010-04-16,38.12,0.45,84.71111111111111
2010-04-19,38.01,0.45,84.46666666666665
2010-04-20,39.24,0.45,87.2
2010-04-21,39.0,0.45,86.66666666666667
2010-04-22,38.65,0.45,85.88888888888889
2010-04-23,38.85,0.45,86.33333333333333
2010-04-26,39.06,0.45,86.8
2010-04-27,38.83,0.45,86.28888888888888
2010-04-28,39.04,0.45,86.75555555555555
2010-04-29,39.4,0.45,87.55555555555556
2010-04-30,38.89,0.45,86.42222222222222
2010-05-03,38.89,0.45,86.42222222222222
2010-05-04,37.61,0.45,83.57777777777777
2010-05-05,37.7,0.45,83.77777777777779
2010-05-06,37.23,0.45,82.73333333333332
2010-05-07,36.25,0.45,80.55555555555556
2010-05-10,36.73,0.45,81.62222222222222
2010-05-11,36.58,0.45,81.28888888888888
2010-05-12,37.09,0.45,82.42222222222223
2010-05-13,37.27,0.45,82.82222222222222
2010-05-14,36.4,0.45,80.88888888888889
2010-05-17,36.62,0.45,81.37777777777777
2010-05-18,36.6,0.45,81.33333333333333
2010-05-19,36.29,0.45,80.64444444444445
2010-05-20,35.09,0.45,77.97777777777779
2010-05-21,34.85,0.45,77.44444444444444
2010-05-24,35.8,0.45,79.55555555555554
2010-05-25,35.57,0.45,79.04444444444444
2010-05-26,35.46,0.45,78.8
2010-05-27,37.02,0.45,82.26666666666667
2010-05-28,36.86,0.45,81.91111111111111
2010-06-01,36.05,0.45,80.1111111111111
2010-06-02,37.13,0.45,82.51111111111112
2010-06-03,37.96,0.45,84.35555555555555
2010-06-04,37.22,0.55,67.67272727272727
2010-06-07,37.03,0.55,67.32727272727273
2010-06-08,35.7,0.55,64.9090909090909
2010-06-09,36.0,0.55,65.45454545454545
2010-06-10,36.15,0.55,65.72727272727272
2010-06-11,36.8,0.55,66.90909090909089
2010-06-14,36.92,0.55,67.12727272727273
2010-06-15,38.36,0.55,69.74545454545454
2010-06-16,38.56,0.55,70.10909090909091
2010-06-17,38.86,0.55,70.65454545454544
2010-06-18,39.8,0.55,72.36363636363635
2010-06-21,40.9,0.55,74.36363636363636
2010-06-22,40.9,0.55,74.36363636363636
2010-06-23,40.26,0.55,73.19999999999999
2010-06-24,39.96,0.55,72.65454545454546
2010-06-25,41.57,0.55,75.58181818181818
2010-06-28,41.54,0.55,75.52727272727272
2010-06-29,40.03,0.55,72.78181818181818
2010-06-30,39.79,0.55,72.34545454545454
2010-07-01,39.38,0.55,71.6
2010-07-02,39.2,0.55,71.27272727272727
2010-07-06,39.1,0.55,71.0909090909091
2010-07-07,39.61,0.55,72.01818181818182
2010-07-08,39.56,0.55,71.92727272727272
2010-07-09,39.78,0.55,72.32727272727273
2010-07-12,39.56,0.55,71.92727272727272
2010-07-13,40.02,0.55,72.76363636363637
2010-07-14,39.83,0.55,72.41818181818181
2010-07-15,39.29,0.55,71.43636363636362
2010-07-16,38.63,0.55,70.23636363636363
2010-07-19,38.19,0.55,69.43636363636362
2010-07-20,38.27,0.55,69.58181818181818
2010-07-21,37.88,0.55,68.87272727272727
2010-07-22,38.78,0.55,70.5090909090909
2010-07-23,39.07,0.55,71.03636363636363
2010-07-26,39.88,0.55,72.5090909090909
2010-07-27,39.47,0.55,71.76363636363635
2010-07-28,38.85,0.55,70.63636363636364
2010-07-29,38.94,0.55,70.8
2010-07-30,38.86,0.55,70.65454545454544
2010-08-02,39.59,0.55,71.98181818181818
2010-08-03,39.76,0.55,72.29090909090908
2010-08-04,40.68,0.55,73.96363636363635
2010-08-05,40.43,0.55,73.5090909090909
2010-08-06,41.19,0.55,74.89090909090908
2010-08-09,41.02,0.55,74.58181818181818
2010-08-10,40.95,0.55,74.45454545454545
2010-08-11,40.2,0.55,73.0909090909091
2010-08-12,40.5,0.55,73.63636363636363
2010-08-13,40.1,0.55,72.9090909090909
2010-08-16,40.94,0.55,74.43636363636362
2010-08-17,41.9,0.55,76.18181818181817
2010-08-18,41.4,0.55,75.27272727272727
2010-08-19,40.86,0.55,74.29090909090908
2010-08-20,40.81,0.55,74.2
2010-08-23,41.24,0.55,74.98181818181818
2010-08-24,41.17,0.55,74.85454545454544
2010-08-25,40.65,0.55,73.9090909090909
2010-08-26,40.02,0.55,72.76363636363637
2010-08-27,39.85,0.55,72.45454545454545
2010-08-30,39.83,0.55,72.41818181818181
2010-08-31,40.34,0.55,73.34545454545454
2010-09-01,40.81,0.55,74.2
2010-09-02,41.26,0.55,75.0181818181818
2010-09-03,44.18,-2.99,-14.775919732441471
2010-09-07,43.67,-2.99,-14.60535117056856
2010-09-08,43.66,-2.99,-14.602006688963208
2010-09-09,44.0,-2.99,-14.71571906354515
2010-09-10,44.05,-2.99,-14.732441471571905
2010-09-13,46.15,-2.99,-15.43478260869565
2010-09-14,45.32,-2.99,-15.157190635451505
2010-09-15,46.26,-2.99,-15.471571906354514
2010-09-16,46.24,-2.99,-15.464882943143813
2010-09-17,46.49,-2.99,-15.54849498327759
2010-09-20,46.52,-2.99,-15.558528428093645
2010-09-21,46.19,-2.99,-15.448160535117054
2010-09-22,45.27,-2.99,-15.14046822742475
2010-09-23,44.89,-2.99,-15.013377926421404
2010-09-24,45.82,-2.99,-15.324414715719062
2010-09-27,46.42,-2.99,-15.525083612040133
2010-09-28,46.38,-2.99,-15.511705685618729
2010-09-29,46.84,-2.99,-15.665551839464882
2010-09-30,46.22,-2.99,-15.458193979933109
2010-10-01,46.91,-2.99,-15.688963210702338
2010-10-04,46.68,-2.99,-15.612040133779264
2010-10-05,47.5,-2.99,-15.88628762541806
2010-10-06,47.51,-2.99,-15.88963210702341
2010-10-07,48.23,-2.99,-16.130434782608692
2010-10-08,48.28,-2.99,-16.14715719063545
2010-10-11,48.82,-2.99,-16.327759197324415
2010-10-12,49.36,-2.99,-16.508361204013376
2010-10-13,50.58,-2.99,-16.91638795986622
2010-10-14,50.78,-2.99,-16.983277591973245
2010-10-15,50.5,-2.99,-16.88963210702341
2010-10-18,50.82,-2.99,-16.996655518394647
2010-10-19,49.84,-2.99,-16.668896321070235
2010-10-20,50.82,-2.99,-16.996655518394647
2010-10-21,50.8,-2.99,-16.989966555183944
2010-10-22,50.66,-2.99,-16.943143812709028
2010-10-25,50.04,-2.99,-16.735785953177256
2010-10-26,49.6,-2.99,-16.588628762541806
2010-10-27,49.93,-2.99,-16.698996655518393
2010-10-28,49.88,-2.99,-16.682274247491637
2010-10-29,49.34,-2.99,-16.501672240802677
2010-11-01,49.57,-2.99,-16.57859531772575
2010-11-02,50.48,-2.99,-16.882943143812707
2010-11-03,50.05,-2.99,-16.739130434782606
2010-11-04,50.03,-2.99,-16.732441471571907
2010-11-05,50.18,-2.99,-16.782608695652172
2010-11-08,49.62,-2.99,-16.595317725752505
2010-11-09,49.4,-2.99,-16.52173913043478
2010-11-10,49.89,-2.99,-16.68561872909699
2010-11-11,49.66,-2.99,-16.60869565217391
2010-11-12,49.52,-2.99,-16.561872909698998
2010-11-15,49.79,-2.99,-16.652173913043477
2010-11-16,49.13,-2.99,-16.4314381270903
2010-11-17,48.98,-2.99,-16.38127090301003
2010-11-18,50.48,-2.99,-16.882943143812707
2010-11-19,50.87,-2.99,-17.013377926421402
2010-11-22,52.15,-2.99,-17.44147157190635
2010-11-23,51.72,-2.99,-17.297658862876254
2010-11-24,53.0,-2.99,-17.725752508361204
2010-11-26,52.29,-2.99,-17.48829431438127
2010-11-29,52.12,-2.99,-17.4314381270903
2010-11-30,53.5,-2.99,-17.892976588628763
2010-12-01,54.36,-2.99,-18.18060200668896
2010-12-02,53.79,-2.99,-17.989966555183944
2010-12-03,53.55,-2.99,-17.909698996655518
2010-12-06,53.5,-2.99,-17.892976588628763
2010-12-07,53.56,-2.99,-17.913043478260867
2010-12-08,56.93,-2.99,-19.040133779264213
2010-12-09,57.67,-2.99,-19.2876254180602
2010-12-10,57.84,-2.99,-19.34448160535117
2010-12-13,58.07,-2.99,-19.421404682274247
2010-12-14,58.3,-2.99,-19.498327759197323
2010-12-15,58.29,-2.99,-19.49498327759197
2010-12-16,58.53,-2.99,-19.5752508361204
2010-12-17,58.35,2.48,23.528225806451612
2010-12-20,57.65,2.48,23.245967741935484
2010-12-21,57.25,2.48,23.08467741935484
2010-12-22,56.93,2.48,22.955645161290324
2010-12-23,56.66,2.48,22.846774193548384
2010-12-27,56.4,2.48,22.741935483870968
2010-12-28,56.58,2.48,22.814516129032256
2010-12-29,56.38,2.48,22.733870967741936
2010-12-30,56.65,2.48,22.842741935483872
2010-12-31,56.34,2.48,22.717741935483872
2011-01-03,56.85,2.48,22.923387096774196
2011-01-04,56.39,2.48,22.737903225806452
2011-01-05,56.06,2.48,22.60483870967742
2011-01-06,56.06,2.48,22.60483870967742
2011-01-07,56.07,2.48,22.608870967741936
2011-01-10,56.6,2.48,22.822580645161292
2011-01-11,57.73,2.48,23.278225806451612
2011-01-12,57.74,2.48,23.28225806451613
2011-01-13,57.38,2.48,23.137096774193548
2011-01-14,57.35,2.48,23.125
2011-01-18,57.46,2.48,23.169354838709676
2011-01-19,57.39,2.48,23.141129032258064
2011-01-20,57.45,2.48,23.165322580645164
2011-01-21,56.39,2.48,22.737903225806452
2011-01-24,57.15,2.48,23.044354838709676
2011-01-25,57.6,2.48,23.225806451612904
2011-01-26,57.94,2.48,23.362903225806452
2011-01-27,58.18,2.48,23.45967741935484
2011-01-28,56.93,2.48,22.955645161290324
2011-01-31,57.34,2.48,23.120967741935484
2011-02-01,57.48,2.48,23.177419354838708
2011-02-02,57.75,2.48,23.286290322580644
2011-02-03,58.27,2.48,23.495967741935484
2011-02-04,58.65,2.48,23.649193548387096
2011-02-07,59.35,2.48,23.931451612903228
2011-02-08,59.63,2.48,24.04435483870968
2011-02-09,59.75,2.48,24.092741935483872
2011-02-10,60.02,2.48,24.201612903225808
2011-02-11,61.71,2.48,24.883064516129032
2011-02-14,62.0,2.48,25.0
2011-02-15,61.24,2.48,24.693548387096776
2011-02-16,61.75,2.48,24.899193548387096
2011-02-17,61.78,2.48,24.911290322580644
2011-02-18,61.66,2.48,24.862903225806452
2011-02-22,60.85,2.48,24.536290322580648
2011-02-23,59.09,2.48,23.826612903225808
2011-02-24,59.47,2.48,23.97983870967742
2011-02-25,61.56,2.48,24.822580645161292
2011-02-28,61.82,2.48,24.92741935483871
2011-03-01,61.77,2.48,24.90725806451613
2011-03-02,61.62,2.48,24.846774193548388
2011-03-03,63.62,2.48,25.653225806451612
2011-03-04,70.1,0.99,70.8080808080808
2011-03-07,69.33,0.99,70.03030303030303
2011-03-08,70.5,0.99,71.21212121212122
2011-03-09,70.56,0.99,71.27272727272728
2011-03-10,68.89,0.99,69.58585858585859
2011-03-11,68.98,0.99,69.67676767676768
2011-03-14,68.7,0.99,69.39393939393939
2011-03-15,66.15,0.99,66.81818181818183
2011-03-16,65.48,0.99,66.14141414141415
2011-03-17,65.03,0.99,65.68686868686869
2011-03-18,65.52,0.99,66.18181818181817
2011-03-21,67.22,0.99,67.8989898989899
2011-03-22,66.69,0.99,67.36363636363636
2011-03-23,67.0,0.99,67.67676767676768
2011-03-24,67.79,0.99,68.47474747474749
2011-03-25,69.35,0.99,70.05050505050505
2011-03-28,68.81,0.99,69.5050505050505
2011-03-29,69.15,0.99,69.84848484848486
2011-03-30,68.69,0.99,69.38383838383838
2011-03-31,69.45,0.99,70.15151515151516
2011-04-01,69.6,0.99,70.3030303030303
2011-04-04,69.53,0.99,70.23232323232324
2011-04-05,69.16,0.99,69.85858585858585
2011-04-06,69.39,0.99,70.0909090909091
2011-04-07,73.51,0.99,74.25252525252526
2011-04-08,72.67,0.99,73.4040404040404
2011-04-11,72.58,0.99,73.31313131313131
2011-04-12,72.5,0.99,73.23232323232324
2011-04-13,72.62,0.99,73.35353535353536
2011-04-14,73.62,0.99,74.36363636363637
2011-04-15,73.58,0.99,74.32323232323232
2011-04-18,73.36,0.99,74.1010101010101
2011-04-19,73.7,0.99,74.44444444444444
2011-04-20,74.3,0.99,75.05050505050505
2011-04-21,74.23,0.99,74.97979797979798
2011-04-25,72.63,0.99,73.36363636363636
2011-04-26,74.13,0.99,74.87878787878788
2011-04-27,73.55,0.99,74.29292929292929
2011-04-28,74.19,0.99,74.93939393939394
2011-04-29,74.9,0.99,75.65656565656566
2011-05-02,75.21,0.99,75.96969696969697
2011-05-03,74.54,0.99,75.2929292929293
2011-05-04,73.7,0.99,74.44444444444444
2011-05-05,73.34,0.99,74.08080808080808
2011-05-06,73.93,0.99,74.67676767676768
2011-05-09,75.2,0.99,75.95959595959596
2011-05-10,75.41,0.99,76.17171717171716
2011-05-11,75.2,0.99,75.95959595959596
2011-05-12,76.06,0.99,76.82828282828284
2011-05-13,75.31,0.99,76.07070707070707
2011-05-16,75.56,0.99,76.32323232323233
2011-05-17,74.98,0.99,75.73737373737374
2011-05-18,75.32,0.99,76.08080808080807
2011-05-19,75.68,0.99,76.44444444444446
2011-05-20,74.34,0.99,75.0909090909091
2011-05-23,73.38,0.99,74.12121212121211
2011-05-24,72.11,0.99,72.83838383838383
2011-05-25,73.58,0.99,74.32323232323232
2011-05-26,74.44,0.99,75.1919191919192
2011-05-27,74.36,0.99,75.11111111111111
2011-05-31,74.91,0.99,75.66666666666666
2011-06-01,73.58,0.99,74.32323232323232
2011-06-02,72.69,0.99,73.42424242424242
2011-06-03,73.7,0.75,98.26666666666667
2011-06-06,73.7,0.75,98.26666666666667
2011-06-07,74.11,0.75,98.81333333333333
2011-06-08,73.86,0.75,98.48
2011-06-09,73.89,0.75,98.52
