date,MSI,MSI_EPS,PE Ratio
2005-12-27,92.78,0.12,773.1666666666667
2005-12-28,92.57,0.12,771.4166666666666
2005-12-29,92.17,0.12,768.0833333333334
2005-12-30,91.32,0.12,761.0
2006-01-03,93.5,0.12,779.1666666666667
2006-01-04,94.59,0.12,788.2500000000001
2006-01-05,95.08,0.12,792.3333333333334
2006-01-06,98.39,0.12,819.9166666666667
2006-01-09,99.16,0.12,826.3333333333334
2006-01-10,96.94,0.12,807.8333333333334
2006-01-11,96.7,0.12,805.8333333333334
2006-01-12,96.45,0.12,803.75
2006-01-13,97.14,0.12,809.5
2006-01-17,95.08,0.12,792.3333333333334
2006-01-18,95.44,0.12,795.3333333333334
2006-01-19,98.43,0.12,820.2500000000001
2006-01-20,90.88,0.12,757.3333333333334
2006-01-23,89.66,0.12,747.1666666666666
2006-01-24,91.16,0.12,759.6666666666666
2006-01-25,91.72,0.12,764.3333333333334
2006-01-26,92.78,0.12,773.1666666666667
2006-01-27,90.96,0.12,758.0
2006-01-30,91.4,0.12,761.6666666666667
2006-01-31,91.81,0.12,765.0833333333334
2006-02-01,92.17,0.12,768.0833333333334
2006-02-02,88.21,0.12,735.0833333333333
2006-02-03,85.58,0.12,713.1666666666666
2006-02-06,82.99,0.12,691.5833333333334
2006-02-07,84.89,0.12,707.4166666666667
2006-02-08,87.68,0.12,730.6666666666667
2006-02-09,87.36,0.12,728.0
2006-02-10,87.32,0.12,727.6666666666666
2006-02-13,87.48,0.12,729.0000000000001
2006-02-14,89.82,0.12,748.5
2006-02-15,90.71,0.12,755.9166666666666
2006-02-16,89.74,0.12,747.8333333333334
2006-02-17,86.87,0.12,723.9166666666667
2006-02-21,87.2,0.12,726.6666666666667
2006-02-22,88.01,0.12,733.4166666666667
2006-02-23,88.21,0.12,735.0833333333333
2006-02-24,87.68,0.12,730.6666666666667
2006-02-27,87.92,0.12,732.6666666666667
2006-02-28,86.51,0.12,720.9166666666667
2006-03-01,89.3,0.12,744.1666666666666
2006-03-02,89.7,1.82,49.285714285714285
2006-03-03,88.85,1.82,48.818681318681314
2006-03-06,88.85,1.82,48.818681318681314
2006-03-07,87.68,1.82,48.175824175824175
2006-03-08,86.02,1.82,47.26373626373626
2006-03-09,86.02,1.82,47.26373626373626
2006-03-10,84.41,1.82,46.379120879120876
2006-03-13,84.49,1.82,46.42307692307692
2006-03-14,86.19,1.82,47.357142857142854
2006-03-15,88.69,1.82,48.730769230769226
2006-03-16,89.58,1.82,49.21978021978022
2006-03-17,89.95,1.82,49.42307692307692
2006-03-20,88.85,1.82,48.818681318681314
2006-03-21,87.64,1.82,48.15384615384615
2006-03-22,88.17,1.82,48.44505494505494
2006-03-23,89.06,1.82,48.934065934065934
2006-03-24,90.27,1.82,49.598901098901095
2006-03-27,89.62,1.82,49.24175824175824
2006-03-28,88.69,1.82,48.730769230769226
2006-03-29,92.05,1.82,50.57692307692307
2006-03-30,92.82,1.82,50.99999999999999
2006-03-31,92.61,1.82,50.88461538461538
2006-04-03,94.27,1.82,51.79670329670329
2006-04-04,94.47,1.82,51.9065934065934
2006-04-05,94.15,1.82,51.73076923076923
2006-04-06,96.09,1.82,52.7967032967033
2006-04-07,95.08,1.82,52.24175824175824
2006-04-10,93.91,1.82,51.598901098901095
2006-04-11,95.28,1.82,52.35164835164835
2006-04-12,96.94,1.82,53.26373626373626
2006-04-13,97.1,1.82,53.35164835164834
2006-04-17,95.32,1.82,52.373626373626365
2006-04-18,97.34,1.82,53.48351648351648
2006-04-19,90.92,1.82,49.956043956043956
2006-04-20,91.24,1.82,50.131868131868124
2006-04-21,89.22,1.82,49.02197802197802
2006-04-24,90.31,1.82,49.62087912087912
2006-04-25,88.93,1.82,48.862637362637365
2006-04-26,89.34,1.82,49.08791208791209
2006-04-27,88.81,1.82,48.7967032967033
2006-04-28,86.31,1.82,47.42307692307692
2006-05-01,85.54,1.82,47.0
2006-05-02,85.9,1.82,47.1978021978022
2006-05-03,88.53,0.28,316.1785714285714
2006-05-04,88.73,0.28,316.8928571428571
2006-05-05,90.15,0.28,321.9642857142857
2006-05-08,91.12,0.28,325.4285714285714
2006-05-09,92.41,0.28,330.0357142857142
2006-05-10,90.15,0.28,321.9642857142857
2006-05-11,86.75,0.28,309.82142857142856
2006-05-12,87.48,0.28,312.4285714285714
2006-05-15,87.04,0.28,310.85714285714283
2006-05-16,86.87,0.28,310.25
2006-05-17,84.85,0.28,303.0357142857142
2006-05-18,82.71,0.28,295.3928571428571
2006-05-19,82.55,0.28,294.82142857142856
2006-05-22,83.84,0.28,299.4285714285714
2006-05-23,83.56,0.28,298.4285714285714
2006-05-24,82.67,0.28,295.25
2006-05-25,85.09,0.28,303.8928571428571
2006-05-26,86.02,0.28,307.21428571428567
2006-05-30,85.09,0.28,303.8928571428571
2006-05-31,85.26,0.28,304.5
2006-06-01,87.36,0.28,311.99999999999994
2006-06-02,87.96,0.28,314.1428571428571
2006-06-05,87.36,0.28,311.99999999999994
2006-06-06,87.12,0.28,311.1428571428571
2006-06-07,85.62,0.28,305.7857142857143
2006-06-08,84.45,0.28,301.60714285714283
2006-06-09,83.24,0.28,297.2857142857142
2006-06-12,79.76,0.28,284.85714285714283
2006-06-13,79.84,0.28,285.1428571428571
2006-06-14,81.42,0.28,290.7857142857143
2006-06-15,82.18,0.28,293.5
2006-06-16,81.17,0.28,289.8928571428571
2006-06-19,80.93,0.28,289.0357142857143
2006-06-20,80.16,0.28,286.2857142857142
2006-06-21,80.85,0.28,288.74999999999994
2006-06-22,79.56,0.28,284.1428571428571
2006-06-23,80.36,0.28,286.99999999999994
2006-06-26,80.65,0.28,288.0357142857143
2006-06-27,79.56,0.28,284.1428571428571
2006-06-28,78.06,0.28,278.7857142857143
2006-06-29,80.81,0.28,288.60714285714283
2006-06-30,81.46,0.28,290.9285714285714
2006-07-03,81.94,0.28,292.6428571428571
2006-07-05,80.61,0.28,287.8928571428571
2006-07-06,81.25,0.28,290.1785714285714
2006-07-07,80.08,0.28,285.99999999999994
2006-07-10,78.26,0.28,279.5
2006-07-11,78.1,0.28,278.9285714285714
2006-07-12,76.81,0.28,274.32142857142856
2006-07-13,77.01,0.28,275.0357142857143
2006-07-14,75.55,0.28,269.82142857142856
2006-07-17,77.13,0.28,275.46428571428567
2006-07-18,76.32,0.28,272.5714285714285
2006-07-19,77.82,0.28,277.9285714285714
2006-07-20,83.28,0.28,297.4285714285714
2006-07-21,82.47,0.28,294.5357142857143
2006-07-24,85.38,0.28,304.9285714285714
2006-07-25,87.32,0.28,311.8571428571428
2006-07-26,88.33,0.28,315.46428571428567
2006-07-27,89.38,0.28,319.21428571428567
2006-07-28,90.92,0.28,324.71428571428567
2006-07-31,92.01,0.28,328.60714285714283
2006-08-01,90.88,0.28,324.5714285714285
2006-08-02,93.79,0.28,334.9642857142857
2006-08-03,94.35,0.08,1179.375
2006-08-04,93.38,0.08,1167.25
2006-08-07,93.38,0.08,1167.25
2006-08-08,92.21,0.08,1152.625
2006-08-09,92.33,0.08,1154.125
2006-08-10,93.18,0.08,1164.75
2006-08-11,91.72,0.08,1146.5
2006-08-14,93.06,0.08,1163.25
2006-08-15,95.16,0.08,1189.5
2006-08-16,96.25,0.08,1203.125
2006-08-17,95.89,0.08,1198.625
2006-08-18,96.21,0.08,1202.625
2006-08-21,95.52,0.08,1194.0
2006-08-22,94.27,0.08,1178.375
2006-08-23,91.72,0.08,1146.5
2006-08-24,92.17,0.08,1152.125
2006-08-25,91.93,0.08,1149.125
2006-08-28,93.62,0.08,1170.25
2006-08-29,94.76,0.08,1184.5
2006-08-30,96.45,0.08,1205.625
2006-08-31,94.51,0.08,1181.375
2006-09-01,94.63,0.08,1182.875
2006-09-05,95.0,0.08,1187.5
2006-09-06,91.81,0.08,1147.625
2006-09-07,93.14,0.08,1164.25
2006-09-08,95.81,0.08,1197.625
2006-09-11,96.9,0.08,1211.25
2006-09-12,98.6,0.08,1232.5
2006-09-13,97.06,0.08,1213.25
2006-09-14,99.04,0.08,1238.0
2006-09-15,100.46,0.08,1255.75
2006-09-18,100.86,0.08,1260.75
2006-09-19,100.78,0.08,1259.75
2006-09-20,102.07,0.08,1275.875
2006-09-21,101.59,0.08,1269.875
2006-09-22,100.25,0.08,1253.125
2006-09-25,102.15,0.08,1276.875
2006-09-26,100.98,0.08,1262.25
2006-09-27,99.32,0.08,1241.5
2006-09-28,100.62,0.08,1257.75
2006-09-29,101.06,0.08,1263.25
2006-10-02,101.06,0.08,1263.25
2006-10-03,101.55,0.08,1269.375
2006-10-04,102.56,0.08,1282.0
2006-10-05,104.01,0.08,1300.125
2006-10-06,103.65,0.08,1295.625
2006-10-09,102.72,0.08,1284.0
2006-10-10,101.99,0.08,1274.875
2006-10-11,101.18,0.08,1264.75
2006-10-12,103.41,0.08,1292.625
2006-10-13,105.91,0.08,1323.875
2006-10-16,103.04,0.08,1288.0
2006-10-17,100.46,0.08,1255.75
2006-10-18,95.56,0.08,1194.5
2006-10-19,94.84,0.08,1185.5
2006-10-20,95.44,0.08,1193.0
2006-10-23,94.27,0.08,1178.375
2006-10-24,94.43,0.08,1180.375
2006-10-25,95.24,0.08,1190.5
2006-10-26,95.36,0.08,1192.0
2006-10-27,93.66,0.08,1170.75
2006-10-30,93.42,0.08,1167.75
2006-10-31,93.22,0.08,1165.25
2006-11-01,92.05,0.08,1150.625
2006-11-02,91.36,0.13,702.7692307692307
2006-11-03,90.79,0.13,698.3846153846154
2006-11-06,92.29,0.13,709.9230769230769
2006-11-07,88.61,0.13,681.6153846153846
2006-11-08,86.79,0.13,667.6153846153846
2006-11-09,85.7,0.13,659.2307692307693
2006-11-10,86.43,0.13,664.8461538461539
2006-11-13,85.58,0.13,658.3076923076923
2006-11-14,87.64,0.13,674.1538461538462
2006-11-15,89.99,0.13,692.2307692307692
2006-11-16,91.4,0.13,703.0769230769231
2006-11-17,90.47,0.13,695.9230769230769
2006-11-20,91.04,0.13,700.3076923076924
2006-11-21,89.06,0.13,685.0769230769231
2006-11-22,90.35,0.13,694.9999999999999
2006-11-24,90.79,0.13,698.3846153846154
2006-11-27,88.29,0.13,679.1538461538462
2006-11-28,87.8,0.13,675.3846153846154
2006-11-29,88.73,0.13,682.5384615384615
2006-11-30,89.62,0.13,689.3846153846154
2006-12-01,88.37,0.13,679.7692307692308
2006-12-04,88.81,0.13,683.1538461538462
2006-12-05,89.02,0.13,684.7692307692307
2006-12-06,88.85,0.13,683.4615384615383
2006-12-07,86.67,0.13,666.6923076923077
2006-12-08,85.26,0.13,655.8461538461538
2006-12-11,85.82,0.13,660.1538461538461
2006-12-12,84.12,0.13,647.0769230769231
2006-12-13,83.48,0.13,642.1538461538462
2006-12-14,83.64,0.13,643.3846153846154
2006-12-15,83.72,0.13,644.0
2006-12-18,83.92,0.13,645.5384615384615
2006-12-19,82.83,0.13,637.1538461538461
2006-12-20,82.51,0.13,634.6923076923077
2006-12-21,82.14,0.13,631.8461538461538
2006-12-22,81.9,0.13,630.0
2006-12-26,82.79,0.13,636.8461538461539
2006-12-27,83.07,0.13,638.9999999999999
2006-12-28,83.07,0.13,638.9999999999999
2006-12-29,83.11,0.13,639.3076923076923
2007-01-03,83.15,0.13,639.6153846153846
2007-01-04,83.07,0.13,638.9999999999999
2007-01-05,76.56,0.13,588.9230769230769
2007-01-08,75.19,0.13,578.3846153846154
2007-01-09,73.82,0.13,567.8461538461538
2007-01-10,73.41,0.13,564.6923076923076
2007-01-11,73.57,0.13,565.9230769230769
2007-01-12,72.81,0.13,560.0769230769231
2007-01-16,73.37,0.13,564.3846153846154
2007-01-17,74.66,0.13,574.3076923076923
2007-01-18,75.64,0.13,581.8461538461538
2007-01-19,77.9,0.13,599.2307692307693
2007-01-22,75.68,0.13,582.1538461538462
2007-01-23,74.91,0.13,576.2307692307692
2007-01-24,75.07,0.13,577.4615384615383
2007-01-25,75.15,0.13,578.0769230769231
2007-01-26,74.3,0.13,571.5384615384615
2007-01-29,74.02,0.13,569.3846153846154
2007-01-30,79.15,0.13,608.8461538461539
2007-01-31,80.24,0.13,617.2307692307692
2007-02-01,80.65,0.13,620.3846153846154
2007-02-02,80.24,0.13,617.2307692307692
2007-02-05,80.32,0.13,617.8461538461538
2007-02-06,79.76,0.13,613.5384615384615
2007-02-07,80.49,0.13,619.1538461538461
2007-02-08,80.28,0.13,617.5384615384615
2007-02-09,79.11,0.13,608.5384615384615
2007-02-12,77.37,0.13,595.1538461538462
2007-02-13,78.18,0.13,601.3846153846155
2007-02-14,77.66,0.13,597.3846153846154
2007-02-15,77.78,0.13,598.3076923076923
2007-02-16,77.86,0.13,598.9230769230769
2007-02-20,77.49,0.13,596.076923076923
2007-02-21,76.4,0.13,587.6923076923077
2007-02-22,76.65,0.13,589.6153846153846
2007-02-23,77.41,0.13,595.4615384615385
2007-02-26,77.82,0.13,598.6153846153845
2007-02-27,75.19,0.13,578.3846153846154
2007-02-28,74.87,1.3,57.59230769230769
2007-03-01,76.12,1.3,58.55384615384615
2007-03-02,75.35,1.3,57.96153846153845
2007-03-05,74.79,1.3,57.53076923076923
2007-03-06,76.16,1.3,58.58461538461538
2007-03-07,76.85,1.3,59.115384615384606
2007-03-08,75.31,1.3,57.93076923076923
2007-03-09,74.66,1.3,57.43076923076923
2007-03-12,74.95,1.3,57.65384615384615
2007-03-13,73.74,1.3,56.72307692307692
2007-03-14,74.38,1.3,57.21538461538461
2007-03-15,74.06,1.3,56.96923076923077
2007-03-16,73.53,1.3,56.56153846153846
2007-03-19,73.94,1.3,56.87692307692307
2007-03-20,76.08,1.3,58.52307692307692
2007-03-21,75.76,1.3,58.276923076923076
2007-03-22,70.74,1.3,54.41538461538461
2007-03-23,71.75,1.3,55.19230769230769
2007-03-26,72.4,1.3,55.69230769230769
2007-03-27,71.84,1.3,55.261538461538464
2007-03-28,71.67,1.3,55.13076923076923
2007-03-29,71.59,1.3,55.06923076923077
2007-03-30,71.43,1.3,54.94615384615385
2007-04-02,70.99,1.3,54.607692307692304
2007-04-03,71.43,1.3,54.94615384615385
2007-04-04,71.63,1.3,55.099999999999994
2007-04-05,71.11,1.3,54.699999999999996
2007-04-09,71.35,1.3,54.88461538461538
2007-04-10,71.47,1.3,54.97692307692307
2007-04-11,70.7,1.3,54.38461538461539
2007-04-12,70.82,1.3,54.47692307692307
2007-04-13,71.71,1.3,55.161538461538456
2007-04-16,72.04,1.3,55.41538461538462
2007-04-17,72.56,1.3,55.815384615384616
2007-04-18,73.65,1.3,56.65384615384615
2007-04-19,73.09,1.3,56.223076923076924
2007-04-20,73.61,1.3,56.62307692307692
2007-04-23,72.32,1.3,55.630769230769225
2007-04-24,71.31,1.3,54.853846153846156
2007-04-25,72.4,1.3,55.69230769230769
2007-04-26,72.36,1.3,55.66153846153846
2007-04-27,71.03,1.3,54.638461538461534
2007-04-30,70.06,1.3,53.89230769230769
2007-05-01,70.58,1.3,54.29230769230769
2007-05-02,70.99,1.3,54.607692307692304
2007-05-03,71.67,1.3,55.13076923076923
2007-05-04,73.09,1.3,56.223076923076924
2007-05-07,73.09,1.3,56.223076923076924
2007-05-08,71.55,0.05,1430.9999999999998
2007-05-09,72.36,0.05,1447.1999999999998
2007-05-10,72.56,0.05,1451.2
2007-05-11,74.06,0.05,1481.2
2007-05-14,73.41,0.05,1468.1999999999998
2007-05-15,72.44,0.05,1448.8
2007-05-16,73.65,0.05,1473.0
2007-05-17,75.19,0.05,1503.8
2007-05-18,75.96,0.05,1519.1999999999998
2007-05-21,76.4,0.05,1528.0
2007-05-22,76.48,0.05,1529.6
2007-05-23,75.51,0.05,1510.2
2007-05-24,73.82,0.05,1476.3999999999999
2007-05-25,74.34,0.05,1486.8
2007-05-29,73.98,0.05,1479.6
2007-05-30,73.9,0.05,1478.0
2007-05-31,73.53,0.05,1470.6
2007-06-01,74.22,0.05,1484.3999999999999
2007-06-04,73.98,0.05,1479.6
2007-06-05,74.02,0.05,1480.3999999999999
2007-06-06,73.29,0.05,1465.8
2007-06-07,71.51,0.05,1430.2
2007-06-08,72.32,0.05,1446.3999999999999
2007-06-11,72.0,0.05,1440.0
2007-06-12,71.84,0.05,1436.8
2007-06-13,73.05,0.05,1460.9999999999998
2007-06-14,73.86,0.05,1477.1999999999998
2007-06-15,74.18,0.05,1483.6000000000001
2007-06-18,73.29,0.05,1465.8
2007-06-19,73.09,0.05,1461.8
2007-06-20,72.4,0.05,1448.0
2007-06-21,73.37,0.05,1467.4
2007-06-22,72.32,0.05,1446.3999999999999
2007-06-25,72.04,0.05,1440.8
2007-06-26,71.92,0.05,1438.3999999999999
2007-06-27,72.04,0.05,1440.8
2007-06-28,72.08,0.05,1441.6
2007-06-29,71.55,0.05,1430.9999999999998
2007-07-02,72.12,0.05,1442.4
2007-07-03,72.28,0.05,1445.6
2007-07-05,71.96,0.05,1439.1999999999998
2007-07-06,72.12,0.05,1442.4
2007-07-09,71.96,0.05,1439.1999999999998
2007-07-10,71.23,0.05,1424.6
2007-07-11,72.56,0.05,1451.2
2007-07-12,73.09,0.05,1461.8
2007-07-13,72.36,0.05,1447.1999999999998
2007-07-16,73.41,0.05,1468.1999999999998
2007-07-17,72.52,0.05,1450.3999999999999
2007-07-18,72.76,0.05,1455.2
2007-07-19,73.65,0.05,1473.0
2007-07-20,72.56,0.05,1451.2
2007-07-23,72.08,0.05,1441.6
2007-07-24,71.59,0.05,1431.8
2007-07-25,71.47,0.05,1429.3999999999999
2007-07-26,70.14,0.05,1402.8
2007-07-27,68.52,0.05,1370.3999999999999
2007-07-30,68.6,0.05,1371.9999999999998
2007-07-31,68.68,0.05,1373.6000000000001
2007-08-01,67.47,0.05,1349.3999999999999
2007-08-02,68.28,0.1,682.8
2007-08-03,66.09,0.1,660.9
2007-08-06,66.82,0.1,668.1999999999999
2007-08-07,66.54,0.1,665.4
2007-08-08,69.13,0.1,691.3
2007-08-09,67.95,0.1,679.5
2007-08-10,67.15,0.1,671.5
2007-08-13,68.12,0.1,681.2
2007-08-14,66.74,0.1,667.3999999999999
2007-08-15,65.53,0.1,655.3
2007-08-16,64.92,0.1,649.1999999999999
2007-08-17,65.93,0.1,659.3000000000001
2007-08-20,65.97,0.1,659.6999999999999
2007-08-21,66.46,0.1,664.5999999999999
2007-08-22,66.86,0.1,668.5999999999999
2007-08-23,67.11,0.1,671.0999999999999
2007-08-24,67.67,0.1,676.6999999999999
2007-08-27,67.39,0.1,673.9
2007-08-28,65.37,0.1,653.7
2007-08-29,66.58,0.1,665.8
2007-08-30,67.71,0.1,677.0999999999999
2007-08-31,68.52,0.1,685.1999999999999
2007-09-04,69.53,0.1,695.3
2007-09-05,69.49,0.1,694.8999999999999
2007-09-06,70.42,0.1,704.1999999999999
2007-09-07,69.25,0.1,692.5
2007-09-10,68.8,0.1,687.9999999999999
2007-09-11,69.98,0.1,699.8
2007-09-12,69.69,0.1,696.9
2007-09-13,69.49,0.1,694.8999999999999
2007-09-14,68.6,0.1,685.9999999999999
2007-09-17,68.04,0.1,680.4
2007-09-18,69.65,0.1,696.5
2007-09-19,70.14,0.1,701.4
2007-09-20,72.04,0.1,720.4
2007-09-21,72.32,0.1,723.1999999999999
2007-09-24,72.97,0.1,729.6999999999999
2007-09-25,75.27,0.1,752.6999999999999
2007-09-26,75.68,0.1,756.8000000000001
2007-09-27,75.55,0.1,755.4999999999999
2007-09-28,74.91,0.1,749.0999999999999
2007-10-01,75.92,0.1,759.1999999999999
2007-10-02,75.68,0.1,756.8000000000001
2007-10-03,75.92,0.1,759.1999999999999
2007-10-04,75.92,0.1,759.1999999999999
2007-10-05,76.04,0.1,760.4
2007-10-08,75.72,0.1,757.1999999999999
2007-10-09,75.72,0.1,757.1999999999999
2007-10-10,75.59,0.1,755.9
2007-10-11,76.36,0.1,763.5999999999999
2007-10-12,77.33,0.1,773.3
2007-10-15,78.18,0.1,781.8000000000001
2007-10-16,77.45,0.1,774.5
2007-10-17,78.02,0.1,780.1999999999999
2007-10-18,78.06,0.1,780.6
2007-10-19,75.59,0.1,755.9
2007-10-22,75.88,0.1,758.8
2007-10-23,76.61,0.1,766.0999999999999
2007-10-24,74.99,0.1,749.8999999999999
2007-10-25,78.02,0.1,780.1999999999999
2007-10-26,77.78,0.1,777.8
2007-10-29,76.61,0.1,766.0999999999999
2007-10-30,75.59,0.1,755.9
2007-10-31,75.96,0.1,759.5999999999999
2007-11-01,72.97,0.1,729.6999999999999
2007-11-02,72.56,0.1,725.6
2007-11-05,71.59,0.1,715.9
2007-11-06,71.71,0.15,478.06666666666666
2007-11-07,68.8,0.15,458.6666666666667
2007-11-08,68.72,0.15,458.1333333333333
2007-11-09,66.62,0.15,444.1333333333334
2007-11-12,66.26,0.15,441.7333333333334
2007-11-13,68.28,0.15,455.20000000000005
2007-11-14,67.27,0.15,448.46666666666664
2007-11-15,66.54,0.15,443.6000000000001
2007-11-16,67.15,0.15,447.66666666666674
2007-11-19,64.84,0.15,432.2666666666667
2007-11-20,63.79,0.15,425.26666666666665
2007-11-21,61.97,0.15,413.1333333333333
2007-11-23,63.51,0.15,423.4
2007-11-26,61.61,0.15,410.73333333333335
2007-11-27,61.97,0.15,413.1333333333333
2007-11-28,62.9,0.15,419.3333333333333
2007-11-29,63.27,0.15,421.8
2007-11-30,64.56,0.15,430.40000000000003
2007-12-03,62.38,0.15,415.8666666666667
2007-12-04,63.35,0.15,422.33333333333337
2007-12-05,63.67,0.15,424.4666666666667
2007-12-06,65.93,0.15,439.5333333333334
2007-12-07,65.89,0.15,439.2666666666667
2007-12-10,66.62,0.15,444.1333333333334
2007-12-11,65.41,0.15,436.06666666666666
2007-12-12,65.45,0.15,436.33333333333337
2007-12-13,65.57,0.15,437.1333333333333
2007-12-14,64.68,0.15,431.20000000000005
2007-12-17,64.28,0.15,428.53333333333336
2007-12-18,64.8,0.15,432.0
2007-12-19,64.68,0.15,431.20000000000005
2007-12-20,65.21,0.15,434.7333333333333
2007-12-21,65.89,0.15,439.2666666666667
2007-12-24,66.09,0.15,440.6
2007-12-26,66.94,0.15,446.26666666666665
2007-12-27,66.05,0.15,440.3333333333333
2007-12-28,65.81,0.15,438.73333333333335
2007-12-31,64.84,0.15,432.2666666666667
2008-01-02,64.96,0.15,433.06666666666666
2008-01-03,64.88,0.15,432.5333333333333
2008-01-04,60.92,0.15,406.1333333333334
2008-01-07,60.56,0.15,403.73333333333335
2008-01-08,60.03,0.15,400.20000000000005
2008-01-09,59.79,0.15,398.6
2008-01-10,60.35,0.15,402.33333333333337
2008-01-11,59.18,0.15,394.53333333333336
2008-01-14,59.06,0.15,393.73333333333335
2008-01-15,57.85,0.15,385.6666666666667
2008-01-16,56.64,0.15,377.6
2008-01-17,54.21,0.15,361.40000000000003
2008-01-18,53.89,0.15,359.2666666666667
2008-01-22,49.8,0.15,332.0
2008-01-23,40.47,0.15,269.8
2008-01-24,40.95,0.15,273.00000000000006
2008-01-25,43.38,0.15,289.20000000000005
2008-01-28,45.44,0.15,302.93333333333334
2008-01-29,45.72,0.15,304.8
2008-01-30,45.64,0.15,304.2666666666667
2008-01-31,46.49,0.15,309.93333333333334
2008-02-01,51.3,0.15,342.0
2008-02-04,49.4,0.15,329.3333333333333
2008-02-05,46.53,0.15,310.20000000000005
2008-02-06,46.37,0.15,309.1333333333333
2008-02-07,46.17,0.15,307.8
2008-02-08,45.52,0.15,303.4666666666667
2008-02-11,46.77,0.15,311.8
2008-02-12,46.73,0.15,311.5333333333333
2008-02-13,47.42,0.15,316.1333333333334
2008-02-14,46.53,0.15,310.20000000000005
2008-02-15,45.6,0.15,304.0
2008-02-19,45.64,0.15,304.2666666666667
2008-02-20,46.33,0.15,308.8666666666667
2008-02-21,45.6,0.15,304.0
2008-02-22,45.92,0.15,306.1333333333334
2008-02-25,45.11,0.15,300.73333333333335
2008-02-26,44.51,0.15,296.73333333333335
2008-02-27,43.98,0.15,293.2
2008-02-28,42.04,-0.05,-840.8
2008-02-29,40.3,-0.05,-805.9999999999999
2008-03-03,39.66,-0.05,-793.1999999999999
2008-03-04,40.14,-0.05,-802.8
2008-03-05,40.51,-0.05,-810.1999999999999
2008-03-06,40.18,-0.05,-803.5999999999999
2008-03-07,39.7,-0.05,-794.0
2008-03-10,38.57,-0.05,-771.4
2008-03-11,40.47,-0.05,-809.4
2008-03-12,40.47,-0.05,-809.4
2008-03-13,39.86,-0.05,-797.1999999999999
2008-03-14,38.61,-0.05,-772.1999999999999
2008-03-17,37.39,-0.05,-747.8
2008-03-18,39.37,-0.05,-787.3999999999999
2008-03-19,37.72,-0.05,-754.4
2008-03-20,37.39,-0.05,-747.8
2008-03-24,39.17,-0.05,-783.4
2008-03-25,39.45,-0.05,-789.0
2008-03-26,40.51,-0.05,-810.1999999999999
2008-03-27,38.4,-0.05,-767.9999999999999
2008-03-28,37.23,-0.05,-744.5999999999999
2008-03-31,37.6,-0.05,-752.0
2008-04-01,38.28,-0.05,-765.6
2008-04-02,38.85,-0.05,-777.0
2008-04-03,39.5,-0.05,-790.0
2008-04-04,39.09,-0.05,-781.8000000000001
2008-04-07,39.78,-0.05,-795.6
2008-04-08,38.36,-0.05,-767.1999999999999
2008-04-09,37.64,-0.05,-752.8
2008-04-10,36.83,-0.05,-736.5999999999999
2008-04-11,36.54,-0.05,-730.8
2008-04-14,36.22,-0.05,-724.4
2008-04-15,36.3,-0.05,-725.9999999999999
2008-04-16,37.19,-0.05,-743.8
2008-04-17,36.58,-0.05,-731.5999999999999
2008-04-18,37.39,-0.05,-747.8
2008-04-21,37.64,-0.05,-752.8
2008-04-22,36.99,-0.05,-739.8
2008-04-23,38.61,-0.05,-772.1999999999999
2008-04-24,37.39,-0.05,-747.8
2008-04-25,37.35,-0.05,-747.0
2008-04-28,38.24,-0.05,-764.8
2008-04-29,40.42,-0.05,-808.4
2008-04-30,40.26,-0.05,-805.1999999999999
2008-05-01,40.71,-0.05,-814.1999999999999
2008-05-02,40.55,-0.05,-810.9999999999999
2008-05-05,40.02,-0.05,-800.4
2008-05-06,41.48,-0.05,-829.5999999999999
2008-05-07,39.98,0.05,799.5999999999999
2008-05-08,40.1,0.05,802.0
2008-05-09,39.45,0.05,789.0
2008-05-12,40.02,0.05,800.4
2008-05-13,39.5,0.05,790.0
2008-05-14,40.02,0.05,800.4
2008-05-15,40.95,0.05,819.0
2008-05-16,40.71,0.05,814.1999999999999
2008-05-19,41.23,0.05,824.5999999999999
2008-05-20,39.7,0.05,794.0
2008-05-21,37.92,0.05,758.4
2008-05-22,37.72,0.05,754.4
2008-05-23,36.79,0.05,735.8
2008-05-27,37.03,0.05,740.6
2008-05-28,37.31,0.05,746.2
2008-05-29,37.8,0.05,755.9999999999999
2008-05-30,37.72,0.05,754.4
2008-06-02,36.91,0.05,738.1999999999999
2008-06-03,36.79,0.05,735.8
2008-06-04,37.11,0.05,742.1999999999999
2008-06-05,37.39,0.05,747.8
2008-06-06,36.1,0.05,722.0
2008-06-09,36.06,0.05,721.2
2008-06-10,36.42,0.05,728.4
2008-06-11,35.98,0.05,719.5999999999999
2008-06-12,36.22,0.05,724.4
2008-06-13,36.91,0.05,738.1999999999999
2008-06-16,36.87,0.05,737.3999999999999
2008-06-17,36.34,0.05,726.8000000000001
2008-06-18,34.77,0.05,695.4
2008-06-19,32.7,0.05,654.0
2008-06-20,32.1,0.05,642.0
2008-06-23,30.08,0.05,601.5999999999999
2008-06-24,29.71,0.05,594.1999999999999
2008-06-25,30.4,0.05,607.9999999999999
2008-06-26,29.51,0.05,590.2
2008-06-27,29.71,0.05,594.1999999999999
2008-06-30,29.67,0.05,593.4
2008-07-01,29.79,0.05,595.8
2008-07-02,28.9,0.05,577.9999999999999
2008-07-03,28.54,0.05,570.8
2008-07-07,28.7,0.05,574.0
