date,ALLE,ALLE_EPS,PE Ratio
2014-05-21,50.71,0.37,137.05405405405406
2014-05-22,51.49,0.37,139.16216216216216
2014-05-23,52.46,0.37,141.78378378378378
2014-05-27,52.47,0.37,141.8108108108108
2014-05-28,52.94,0.37,143.08108108108107
2014-05-29,53.52,0.37,144.64864864864865
2014-05-30,52.39,0.37,141.5945945945946
2014-06-02,52.07,0.37,140.72972972972974
2014-06-03,52.41,0.37,141.64864864864865
2014-06-04,53.15,0.37,143.64864864864865
2014-06-05,54.31,0.37,146.7837837837838
2014-06-06,55.83,0.37,150.8918918918919
2014-06-09,56.35,0.37,152.2972972972973
2014-06-10,56.73,0.37,153.32432432432432
2014-06-11,56.34,0.37,152.2702702702703
2014-06-12,56.12,0.37,151.67567567567568
2014-06-13,56.09,0.37,151.5945945945946
2014-06-16,57.13,0.37,154.40540540540542
2014-06-17,57.25,0.37,154.72972972972974
2014-06-18,57.34,0.37,154.972972972973
2014-06-19,57.27,0.37,154.7837837837838
2014-06-20,57.62,0.37,155.7297297297297
2014-06-23,57.56,0.37,155.56756756756758
2014-06-24,56.68,0.37,153.1891891891892
2014-06-25,56.69,0.37,153.21621621621622
2014-06-26,56.32,0.37,152.21621621621622
2014-06-27,55.58,0.37,150.21621621621622
2014-06-30,56.68,0.37,153.1891891891892
2014-07-01,57.06,0.37,154.21621621621622
2014-07-02,57.37,0.37,155.05405405405403
2014-07-03,57.16,0.37,154.48648648648648
2014-07-07,56.04,0.37,151.45945945945945
2014-07-08,55.51,0.37,150.02702702702703
2014-07-09,55.61,0.37,150.2972972972973
2014-07-10,55.6,0.37,150.2702702702703
2014-07-11,56.03,0.37,151.43243243243245
2014-07-14,55.98,0.37,151.2972972972973
2014-07-15,55.61,0.37,150.2972972972973
2014-07-16,55.43,0.37,149.8108108108108
2014-07-17,54.27,0.37,146.67567567567568
2014-07-18,54.89,0.37,148.35135135135135
2014-07-21,54.76,0.37,148.0
2014-07-22,54.9,0.37,148.3783783783784
2014-07-23,54.45,0.37,147.16216216216216
2014-07-24,54.97,0.37,148.56756756756758
2014-07-25,55.1,0.37,148.91891891891893
2014-07-28,53.57,0.37,144.78378378378378
2014-07-29,52.45,0.37,141.75675675675677
2014-07-30,53.66,0.45,119.24444444444444
2014-07-31,51.43,0.45,114.28888888888889
2014-08-01,50.36,0.45,111.91111111111111
2014-08-04,50.12,0.45,111.37777777777777
2014-08-05,50.4,0.45,112.0
2014-08-06,50.12,0.45,111.37777777777777
2014-08-07,49.87,0.45,110.82222222222221
2014-08-08,50.61,0.45,112.46666666666667
2014-08-11,50.36,0.45,111.91111111111111
2014-08-12,50.96,0.45,113.24444444444444
2014-08-13,52.24,0.45,116.08888888888889
2014-08-14,52.02,0.45,115.60000000000001
2014-08-15,52.26,0.45,116.13333333333333
2014-08-18,52.64,0.45,116.97777777777777
2014-08-19,52.61,0.45,116.91111111111111
2014-08-20,52.52,0.45,116.71111111111111
2014-08-21,52.14,0.45,115.86666666666666
2014-08-22,51.97,0.45,115.48888888888888
2014-08-25,52.47,0.45,116.6
2014-08-26,52.38,0.45,116.4
2014-08-27,52.01,0.45,115.57777777777777
2014-08-28,51.55,0.45,114.55555555555554
2014-08-29,51.43,0.45,114.28888888888889
2014-09-02,52.27,0.45,116.15555555555557
2014-09-03,52.19,0.45,115.97777777777777
2014-09-04,52.33,0.45,116.28888888888888
2014-09-05,52.48,0.45,116.6222222222222
2014-09-08,52.22,0.45,116.04444444444444
2014-09-09,51.74,0.45,114.97777777777777
2014-09-10,51.95,0.45,115.44444444444444
2014-09-11,52.06,0.45,115.6888888888889
2014-09-12,50.87,0.45,113.04444444444444
2014-09-15,50.8,0.45,112.88888888888889
2014-09-16,51.1,0.45,113.55555555555556
2014-09-17,51.06,0.45,113.46666666666667
2014-09-18,50.62,0.45,112.48888888888888
2014-09-19,49.86,0.45,110.8
2014-09-22,49.2,0.45,109.33333333333334
2014-09-23,48.92,0.45,108.71111111111111
2014-09-24,49.0,0.45,108.88888888888889
2014-09-25,48.21,0.45,107.13333333333333
2014-09-26,48.4,0.45,107.55555555555554
2014-09-29,48.0,0.45,106.66666666666666
2014-09-30,47.64,0.45,105.86666666666666
2014-10-01,47.77,0.45,106.15555555555557
2014-10-02,47.87,0.45,106.37777777777777
2014-10-03,49.14,0.45,109.2
2014-10-06,48.59,0.45,107.97777777777779
2014-10-07,46.59,0.45,103.53333333333333
2014-10-08,47.24,0.45,104.97777777777777
2014-10-09,46.7,0.45,103.77777777777779
2014-10-10,46.25,0.45,102.77777777777777
2014-10-13,45.32,0.45,100.71111111111111
2014-10-14,45.06,0.45,100.13333333333334
2014-10-15,45.72,0.45,101.6
2014-10-16,46.33,0.45,102.95555555555555
2014-10-17,46.75,0.45,103.88888888888889
2014-10-20,46.9,0.45,104.22222222222221
2014-10-21,48.23,0.45,107.17777777777776
2014-10-22,47.1,0.45,104.66666666666667
2014-10-23,48.45,0.45,107.66666666666667
2014-10-24,49.12,0.45,109.15555555555555
2014-10-27,49.15,0.45,109.22222222222221
2014-10-28,50.2,0.45,111.55555555555556
2014-10-29,50.29,0.45,111.75555555555555
2014-10-30,52.64,0.63,83.55555555555556
2014-10-31,53.09,0.63,84.26984126984128
2014-11-03,53.43,0.63,84.80952380952381
2014-11-04,53.12,0.63,84.31746031746032
2014-11-05,53.05,0.63,84.2063492063492
2014-11-06,53.42,0.63,84.7936507936508
2014-11-07,52.96,0.63,84.06349206349206
2014-11-10,52.68,0.63,83.61904761904762
2014-11-11,52.52,0.63,83.36507936507937
2014-11-12,52.5,0.63,83.33333333333333
2014-11-13,52.12,0.63,82.73015873015872
2014-11-14,52.27,0.63,82.96825396825398
2014-11-17,52.84,0.63,83.87301587301587
2014-11-18,53.87,0.63,85.5079365079365
2014-11-19,54.0,0.63,85.71428571428571
2014-11-20,54.09,0.63,85.85714285714286
2014-11-21,54.2,0.63,86.03174603174604
2014-11-24,53.95,0.63,85.63492063492063
2014-11-25,53.57,0.63,85.03174603174602
2014-11-26,53.06,0.63,84.22222222222223
2014-11-28,53.85,0.63,85.47619047619048
2014-12-01,53.7,0.63,85.23809523809524
2014-12-02,54.36,0.63,86.28571428571428
2014-12-03,54.69,0.63,86.80952380952381
2014-12-04,54.59,0.63,86.65079365079366
2014-12-05,55.55,0.63,88.17460317460316
2014-12-08,54.91,0.63,87.15873015873015
2014-12-09,55.0,0.63,87.3015873015873
2014-12-10,54.15,0.63,85.95238095238095
2014-12-11,54.19,0.63,86.01587301587301
2014-12-12,53.81,0.63,85.41269841269842
2014-12-15,53.7,0.63,85.23809523809524
2014-12-16,53.43,0.63,84.80952380952381
2014-12-17,54.11,0.63,85.88888888888889
2014-12-18,54.95,0.63,87.22222222222223
2014-12-19,54.99,0.63,87.28571428571429
2014-12-22,55.61,0.63,88.26984126984127
2014-12-23,55.68,0.63,88.38095238095238
2014-12-24,55.73,0.63,88.46031746031746
2014-12-26,55.65,0.63,88.33333333333333
2014-12-29,55.91,0.63,88.74603174603175
2014-12-30,55.66,0.63,88.34920634920634
2014-12-31,55.46,0.63,88.03174603174604
2015-01-02,55.05,0.63,87.38095238095238
2015-01-05,54.94,0.63,87.2063492063492
2015-01-06,54.85,0.63,87.06349206349206
2015-01-07,55.6,0.63,88.25396825396825
2015-01-08,56.35,0.63,89.44444444444444
2015-01-09,55.88,0.63,88.6984126984127
2015-01-12,54.99,0.63,87.28571428571429
2015-01-13,55.1,0.63,87.46031746031746
2015-01-14,55.33,0.63,87.82539682539682
2015-01-15,53.8,0.63,85.39682539682539
2015-01-16,53.37,0.63,84.71428571428571
2015-01-20,52.79,0.63,83.7936507936508
2015-01-21,52.92,0.63,84.0
2015-01-22,54.36,0.63,86.28571428571428
2015-01-23,54.48,0.63,86.47619047619047
2015-01-26,53.91,0.63,85.57142857142857
2015-01-27,53.8,0.63,85.39682539682539
2015-01-28,54.35,0.63,86.26984126984127
2015-01-29,54.79,0.63,86.96825396825396
2015-01-30,54.01,0.63,85.73015873015872
2015-02-02,54.49,0.63,86.4920634920635
2015-02-03,55.05,0.63,87.38095238095238
2015-02-04,55.63,0.63,88.3015873015873
2015-02-05,57.0,0.63,90.47619047619048
2015-02-06,57.55,0.63,91.34920634920634
2015-02-09,56.91,0.63,90.33333333333333
2015-02-10,56.88,0.63,90.28571428571429
2015-02-11,56.72,0.63,90.03174603174602
2015-02-12,57.76,0.63,91.68253968253968
2015-02-13,58.66,0.63,93.1111111111111
2015-02-17,58.56,0.63,92.95238095238095
2015-02-18,56.0,0.63,88.88888888888889
2015-02-19,57.62,0.63,91.46031746031746
2015-02-20,58.6,0.63,93.01587301587301
2015-02-23,58.34,0.63,92.60317460317461
2015-02-24,58.4,0.63,92.6984126984127
2015-02-25,58.55,0.63,92.93650793650794
2015-02-26,58.29,0.63,92.52380952380952
2015-02-27,57.73,0.37,156.02702702702703
2015-03-02,58.82,0.37,158.97297297297297
2015-03-03,58.5,0.37,158.1081081081081
2015-03-04,58.45,0.37,157.97297297297297
2015-03-05,58.11,0.37,157.05405405405406
2015-03-06,57.45,0.37,155.2702702702703
2015-03-09,57.99,0.37,156.72972972972974
2015-03-10,57.61,0.37,155.7027027027027
2015-03-11,57.91,0.37,156.51351351351352
2015-03-12,58.4,0.37,157.83783783783784
2015-03-13,58.16,0.37,157.1891891891892
2015-03-16,58.74,0.37,158.75675675675677
2015-03-17,58.34,0.37,157.67567567567568
2015-03-18,59.84,0.37,161.72972972972974
2015-03-19,60.01,0.37,162.1891891891892
2015-03-20,61.14,0.37,165.24324324324326
2015-03-23,60.9,0.37,164.59459459459458
2015-03-24,60.9,0.37,164.59459459459458
2015-03-25,60.31,0.37,163.0
2015-03-26,60.51,0.37,163.54054054054055
2015-03-27,61.23,0.37,165.48648648648648
2015-03-30,61.91,0.37,167.32432432432432
2015-03-31,61.17,0.37,165.32432432432432
2015-04-01,61.08,0.37,165.08108108108107
2015-04-02,61.45,0.37,166.0810810810811
2015-04-06,61.65,0.37,166.6216216216216
2015-04-07,61.57,0.37,166.40540540540542
2015-04-08,61.69,0.37,166.7297297297297
2015-04-09,61.44,0.37,166.05405405405406
2015-04-10,61.24,0.37,165.51351351351352
2015-04-13,60.28,0.37,162.91891891891893
2015-04-14,59.97,0.37,162.08108108108107
2015-04-15,60.49,0.37,163.48648648648648
2015-04-16,60.16,0.37,162.59459459459458
2015-04-17,59.1,0.37,159.72972972972974
2015-04-20,59.31,0.37,160.29729729729732
2015-04-21,59.81,0.37,161.64864864864865
2015-04-22,60.36,0.37,163.13513513513513
2015-04-23,59.74,0.37,161.45945945945948
2015-04-24,60.96,0.37,164.75675675675677
2015-04-27,60.59,0.37,163.75675675675677
2015-04-28,60.81,0.37,164.35135135135135
2015-04-29,60.55,0.37,163.64864864864865
2015-04-30,61.15,0.47,130.10638297872342
2015-05-01,61.45,0.47,130.74468085106383
2015-05-04,62.25,0.47,132.4468085106383
2015-05-05,61.5,0.47,130.85106382978725
2015-05-06,61.28,0.47,130.38297872340428
2015-05-07,61.49,0.47,130.82978723404256
2015-05-08,62.38,0.47,132.72340425531917
2015-05-11,63.18,0.47,134.4255319148936
2015-05-12,61.78,0.47,131.4468085106383
2015-05-13,61.74,0.47,131.36170212765958
2015-05-14,61.87,0.47,131.63829787234042
2015-05-15,61.79,0.47,131.46808510638297
2015-05-18,61.89,0.47,131.6808510638298
2015-05-19,61.83,0.47,131.5531914893617
2015-05-20,61.54,0.47,130.93617021276597
2015-05-21,61.4,0.47,130.63829787234042
2015-05-22,61.26,0.47,130.3404255319149
2015-05-26,60.89,0.47,129.55319148936172
2015-05-27,61.82,0.47,131.53191489361703
2015-05-28,61.94,0.47,131.7872340425532
2015-05-29,62.44,0.47,132.85106382978725
2015-06-01,62.04,0.47,132.0
2015-06-02,62.39,0.47,132.74468085106383
2015-06-03,62.81,0.47,133.63829787234044
2015-06-04,61.83,0.47,131.5531914893617
2015-06-05,61.9,0.47,131.70212765957447
2015-06-08,61.4,0.47,130.63829787234042
2015-06-09,60.95,0.47,129.6808510638298
2015-06-10,61.62,0.47,131.10638297872342
2015-06-11,61.65,0.47,131.17021276595744
2015-06-12,61.1,0.47,130.0
2015-06-15,60.86,0.47,129.48936170212767
2015-06-16,60.61,0.47,128.95744680851064
2015-06-17,61.17,0.47,130.14893617021278
2015-06-18,61.41,0.47,130.6595744680851
2015-06-19,61.67,0.47,131.2127659574468
2015-06-22,62.08,0.47,132.08510638297872
2015-06-23,62.08,0.47,132.08510638297872
2015-06-24,62.05,0.47,132.0212765957447
2015-06-25,61.73,0.47,131.3404255319149
2015-06-26,61.63,0.47,131.1276595744681
2015-06-29,59.9,0.47,127.4468085106383
2015-06-30,60.14,0.47,127.95744680851065
2015-07-01,60.21,0.47,128.10638297872342
2015-07-02,59.77,0.47,127.17021276595746
2015-07-06,59.56,0.47,126.72340425531917
2015-07-07,59.65,0.47,126.91489361702128
2015-07-08,58.48,0.47,124.42553191489361
2015-07-09,59.19,0.47,125.93617021276596
2015-07-10,60.27,0.47,128.2340425531915
2015-07-13,60.99,0.47,129.76595744680853
2015-07-14,61.52,0.47,130.8936170212766
2015-07-15,60.89,0.47,129.55319148936172
2015-07-16,61.27,0.47,130.36170212765958
2015-07-17,61.39,0.47,130.61702127659575
2015-07-20,61.67,0.47,131.2127659574468
2015-07-21,60.82,0.47,129.40425531914894
2015-07-22,61.07,0.47,129.93617021276597
2015-07-23,61.08,0.47,129.95744680851064
2015-07-24,61.43,0.47,130.70212765957447
2015-07-27,61.2,0.47,130.21276595744683
2015-07-28,62.39,0.47,132.74468085106383
2015-07-29,63.75,0.47,135.63829787234044
2015-07-30,63.2,0.67,94.32835820895522
2015-07-31,63.22,0.67,94.35820895522387
2015-08-03,62.69,0.67,93.56716417910447
2015-08-04,62.63,0.67,93.4776119402985
2015-08-05,62.88,0.67,93.85074626865672
2015-08-06,62.29,0.67,92.97014925373134
2015-08-07,62.67,0.67,93.53731343283582
2015-08-10,63.38,0.67,94.59701492537313
2015-08-11,63.16,0.67,94.2686567164179
2015-08-12,63.07,0.67,94.13432835820895
2015-08-13,63.29,0.67,94.46268656716417
2015-08-14,63.6,0.67,94.92537313432835
2015-08-17,64.68,0.67,96.53731343283583
2015-08-18,64.57,0.67,96.37313432835819
2015-08-19,64.23,0.67,95.86567164179104
2015-08-20,62.6,0.67,93.43283582089552
2015-08-21,60.38,0.67,90.11940298507463
2015-08-24,58.56,0.67,87.40298507462687
2015-08-25,56.95,0.67,85.0
2015-08-26,59.02,0.67,88.08955223880596
2015-08-27,60.51,0.67,90.31343283582089
2015-08-28,60.27,0.67,89.95522388059702
2015-08-31,59.61,0.67,88.97014925373134
2015-09-01,58.56,0.67,87.40298507462687
2015-09-02,59.32,0.67,88.53731343283582
2015-09-03,59.79,0.67,89.23880597014924
2015-09-04,58.72,0.67,87.64179104477611
2015-09-08,60.36,0.67,90.08955223880596
2015-09-09,60.2,0.67,89.85074626865672
2015-09-10,60.3,0.67,89.99999999999999
2015-09-11,60.63,0.67,90.49253731343283
2015-09-14,60.72,0.67,90.62686567164178
2015-09-15,61.64,0.67,92.0
2015-09-16,61.81,0.67,92.25373134328358
2015-09-17,62.04,0.67,92.59701492537313
2015-09-18,61.12,0.67,91.22388059701491
2015-09-21,61.72,0.67,92.11940298507461
2015-09-22,60.37,0.67,90.10447761194028
2015-09-23,60.59,0.67,90.43283582089552
2015-09-24,60.18,0.67,89.82089552238806
2015-09-25,59.64,0.67,89.01492537313432
2015-09-28,57.26,0.67,85.46268656716417
2015-09-29,56.07,0.67,83.6865671641791
2015-09-30,57.66,0.67,86.0597014925373
2015-10-01,58.56,0.67,87.40298507462687
2015-10-02,58.08,0.67,86.6865671641791
2015-10-05,59.01,0.67,88.07462686567163
2015-10-06,58.65,0.67,87.53731343283582
2015-10-07,59.64,0.67,89.01492537313432
2015-10-08,59.74,0.67,89.16417910447761
2015-10-09,59.67,0.67,89.05970149253731
2015-10-12,59.14,0.67,88.26865671641791
2015-10-13,58.86,0.67,87.8507462686567
2015-10-14,58.83,0.67,87.80597014925372
2015-10-15,60.34,0.67,90.05970149253731
2015-10-16,60.32,0.67,90.02985074626865
2015-10-19,59.98,0.67,89.52238805970148
2015-10-20,61.99,0.67,92.52238805970148
2015-10-21,61.27,0.67,91.44776119402985
2015-10-22,64.0,0.67,95.52238805970148
2015-10-23,63.73,0.67,95.11940298507461
2015-10-26,64.07,0.67,95.62686567164178
2015-10-27,64.5,0.67,96.26865671641791
2015-10-28,65.2,0.67,97.31343283582089
2015-10-29,64.51,-0.28,-230.39285714285714
2015-10-30,65.17,-0.28,-232.74999999999997
2015-11-02,66.75,-0.28,-238.3928571428571
2015-11-03,65.33,-0.28,-233.32142857142856
2015-11-04,64.7,-0.28,-231.07142857142856
2015-11-05,64.16,-0.28,-229.1428571428571
2015-11-06,64.27,-0.28,-229.53571428571425
2015-11-09,63.68,-0.28,-227.42857142857142
2015-11-10,63.33,-0.28,-226.1785714285714
2015-11-11,65.01,-0.28,-232.17857142857142
2015-11-12,64.68,-0.28,-231.0
2015-11-13,63.69,-0.28,-227.4642857142857
2015-11-16,64.72,-0.28,-231.1428571428571
2015-11-17,64.59,-0.28,-230.67857142857142
2015-11-18,65.85,-0.28,-235.1785714285714
2015-11-19,66.68,-0.28,-238.14285714285714
2015-11-20,66.51,-0.28,-237.53571428571428
2015-11-23,65.69,-0.28,-234.60714285714283
2015-11-24,65.18,-0.28,-232.78571428571428
2015-11-25,66.4,-0.28,-237.14285714285714
2015-11-27,67.13,-0.28,-239.74999999999997
2015-11-30,67.21,-0.28,-240.03571428571425
2015-12-01,68.03,-0.28,-242.9642857142857
2015-12-02,67.31,-0.28,-240.39285714285714
2015-12-03,66.1,-0.28,-236.07142857142853
2015-12-04,67.12,-0.28,-239.7142857142857
2015-12-07,66.39,-0.28,-237.10714285714283
2015-12-08,65.85,-0.28,-235.1785714285714
2015-12-09,65.18,-0.28,-232.78571428571428
2015-12-10,65.39,-0.28,-233.53571428571428
2015-12-11,64.59,-0.28,-230.67857142857142
2015-12-14,64.91,-0.28,-231.82142857142853
2015-12-15,65.43,-0.28,-233.67857142857144
2015-12-16,66.46,-0.28,-237.3571428571428
2015-12-17,65.62,-0.28,-234.35714285714286
2015-12-18,64.65,-0.28,-230.89285714285714
2015-12-21,64.76,-0.28,-231.28571428571428
2015-12-22,65.17,-0.28,-232.74999999999997
2015-12-23,65.82,-0.28,-235.07142857142853
2015-12-24,65.61,-0.28,-234.32142857142856
2015-12-28,66.31,-0.28,-236.82142857142856
2015-12-29,66.96,-0.28,-239.1428571428571
2015-12-30,66.61,-0.28,-237.8928571428571
2015-12-31,65.92,-0.28,-235.42857142857142
2016-01-04,64.53,-0.28,-230.4642857142857
2016-01-05,64.46,-0.28,-230.21428571428567
2016-01-06,62.77,-0.28,-224.17857142857142
2016-01-07,60.96,-0.28,-217.7142857142857
2016-01-08,59.77,-0.28,-213.4642857142857
2016-01-11,59.49,-0.28,-212.4642857142857
2016-01-12,60.11,-0.28,-214.67857142857142
2016-01-13,58.81,-0.28,-210.03571428571428
2016-01-14,60.23,-0.28,-215.10714285714283
2016-01-15,58.68,-0.28,-209.57142857142856
2016-01-19,58.01,-0.28,-207.1785714285714
2016-01-20,57.41,-0.28,-205.03571428571425
2016-01-21,57.21,-0.28,-204.32142857142856
2016-01-22,59.96,-0.28,-214.14285714285714
2016-01-25,59.19,-0.28,-211.3928571428571
2016-01-26,59.94,-0.28,-214.07142857142856
2016-01-27,59.73,-0.28,-213.32142857142853
2016-01-28,59.22,-0.28,-211.49999999999997
2016-01-29,60.56,-0.28,-216.28571428571428
2016-02-01,60.45,-0.28,-215.89285714285714
2016-02-02,58.73,-0.28,-209.74999999999997
2016-02-03,59.38,-0.28,-212.07142857142856
2016-02-04,59.8,-0.28,-213.57142857142853
2016-02-05,56.27,-0.28,-200.9642857142857
2016-02-08,53.77,-0.28,-192.03571428571428
2016-02-09,54.28,-0.28,-193.85714285714283
2016-02-10,54.85,-0.28,-195.89285714285714
2016-02-11,56.74,-0.28,-202.64285714285714
2016-02-12,57.5,-0.28,-205.35714285714283
2016-02-16,58.5,-0.28,-208.92857142857142
2016-02-17,58.81,-0.28,-210.03571428571428
2016-02-18,58.59,-0.28,-209.25
2016-02-19,58.76,-0.28,-209.85714285714283
2016-02-22,61.07,-0.28,-218.10714285714283
2016-02-23,61.11,-0.28,-218.24999999999997
2016-02-24,62.63,-0.28,-223.67857142857142
2016-02-25,63.8,-0.28,-227.85714285714283
2016-02-26,63.88,0.74,86.32432432432432
2016-02-29,63.0,0.74,85.13513513513513
2016-03-01,64.83,0.74,87.60810810810811
2016-03-02,64.64,0.74,87.35135135135135
2016-03-03,64.84,0.74,87.62162162162163
2016-03-04,63.94,0.74,86.4054054054054
2016-03-07,63.49,0.74,85.7972972972973
2016-03-08,62.95,0.74,85.06756756756758
2016-03-09,63.32,0.74,85.56756756756756
2016-03-10,63.1,0.74,85.27027027027027
2016-03-11,63.75,0.74,86.14864864864865
2016-03-14,64.17,0.74,86.71621621621622
2016-03-15,63.64,0.74,86.0
2016-03-16,63.76,0.74,86.16216216216216
2016-03-17,64.37,0.74,86.9864864864865
2016-03-18,64.56,0.74,87.24324324324324
2016-03-21,64.49,0.74,87.14864864864865
2016-03-22,64.22,0.74,86.78378378378379
2016-03-23,63.36,0.74,85.62162162162163
2016-03-24,63.14,0.74,85.32432432432432
2016-03-28,63.37,0.74,85.63513513513513
2016-03-29,63.64,0.74,86.0
2016-03-30,63.84,0.74,86.27027027027027
2016-03-31,63.71,0.74,86.0945945945946
2016-04-01,65.38,0.74,88.35135135135134
2016-04-04,64.86,0.74,87.64864864864865
2016-04-05,64.7,0.74,87.43243243243244
2016-04-06,66.21,0.74,89.47297297297297
2016-04-07,63.97,0.74,86.44594594594595
2016-04-08,64.06,0.74,86.56756756756756
2016-04-11,63.41,0.74,85.68918918918918
2016-04-12,63.41,0.74,85.68918918918918
2016-04-13,64.28,0.74,86.86486486486487
2016-04-14,63.7,0.74,86.08108108108108
2016-04-15,63.77,0.74,86.17567567567568
2016-04-18,64.25,0.74,86.82432432432432
2016-04-19,63.88,0.74,86.32432432432432
2016-04-20,63.91,0.74,86.36486486486486
2016-04-21,63.24,0.74,85.45945945945947
2016-04-22,64.24,0.74,86.8108108108108
2016-04-25,64.7,0.74,87.43243243243244
2016-04-26,65.67,0.74,88.74324324324324
2016-04-27,66.83,0.74,90.3108108108108
2016-04-28,65.24,0.6,108.73333333333333
2016-04-29,65.45,0.6,109.08333333333334
2016-05-02,66.5,0.6,110.83333333333334
2016-05-03,65.69,0.6,109.48333333333333
2016-05-04,65.46,0.6,109.1
2016-05-05,65.37,0.6,108.95000000000002
2016-05-06,66.01,0.6,110.01666666666668
2016-05-09,66.17,0.6,110.28333333333335
2016-05-10,66.94,0.6,111.56666666666666
2016-05-11,65.94,0.6,109.9
2016-05-12,66.13,0.6,110.21666666666667
2016-05-13,66.01,0.6,110.01666666666668
2016-05-16,66.34,0.6,110.56666666666668
2016-05-17,66.83,0.6,111.38333333333334
2016-05-18,67.18,0.6,111.96666666666668
2016-05-19,67.21,0.6,112.01666666666667
2016-05-20,67.36,0.6,112.26666666666667
2016-05-23,67.22,0.6,112.03333333333333
2016-05-24,68.12,0.6,113.53333333333335
2016-05-25,67.95,0.6,113.25000000000001
2016-05-26,67.73,0.6,112.88333333333334
2016-05-27,67.99,0.6,113.31666666666666
2016-05-31,67.64,0.6,112.73333333333333
2016-06-01,68.19,0.6,113.65
2016-06-02,68.13,0.6,113.55
2016-06-03,67.89,0.6,113.15
2016-06-06,67.9,0.6,113.16666666666669
2016-06-07,67.75,0.6,112.91666666666667
2016-06-08,69.01,0.6,115.01666666666668
2016-06-09,68.98,0.6,114.96666666666668
2016-06-10,67.91,0.6,113.18333333333334
2016-06-13,67.49,0.6,112.48333333333333
2016-06-14,67.63,0.6,112.71666666666667
2016-06-15,68.16,0.6,113.6
2016-06-16,68.2,0.6,113.66666666666667
2016-06-17,67.69,0.6,112.81666666666666
2016-06-20,68.95,0.6,114.91666666666667
