date,C,C_EPS,PE Ratio
2008-09-19,206.5,0.73,282.87671232876716
2008-09-22,200.1,0.73,274.1095890410959
2008-09-23,199.9,0.73,273.83561643835617
2008-09-24,189.6,0.73,259.7260273972603
2008-09-25,194.1,0.73,265.8904109589041
2008-09-26,201.5,0.73,276.027397260274
2008-09-29,177.5,0.73,243.15068493150685
2008-09-30,205.1,0.73,280.958904109589
2008-10-01,230.0,0.73,315.06849315068496
2008-10-02,225.0,0.73,308.2191780821918
2008-10-03,183.5,0.73,251.36986301369865
2008-10-06,174.1,0.73,238.4931506849315
2008-10-07,151.5,0.73,207.53424657534248
2008-10-08,144.0,0.73,197.26027397260273
2008-10-09,129.3,0.73,177.1232876712329
2008-10-10,141.1,0.73,193.2876712328767
2008-10-13,157.5,0.73,215.75342465753425
2008-10-14,186.2,0.73,255.06849315068493
2008-10-15,162.3,0.73,222.3287671232877
2008-10-16,159.0,0.73,217.8082191780822
2008-10-17,148.8,0.73,203.8356164383562
2008-10-20,150.9,0.73,206.7123287671233
2008-10-21,141.8,0.73,194.24657534246577
2008-10-22,133.2,0.73,182.46575342465752
2008-10-23,131.1,0.73,179.5890410958904
2008-10-24,121.4,0.73,166.30136986301372
2008-10-27,117.3,0.73,160.68493150684932
2008-10-28,134.1,0.73,183.6986301369863
2008-10-29,129.1,0.73,176.84931506849315
2008-10-30,131.1,0.73,179.5890410958904
2008-10-31,136.5,-2.26,-60.39823008849558
2008-11-03,139.9,-2.26,-61.90265486725664
2008-11-04,146.8,-2.26,-64.95575221238938
2008-11-05,126.3,-2.26,-55.88495575221239
2008-11-06,115.2,-2.26,-50.97345132743364
2008-11-07,118.2,-2.26,-52.30088495575222
2008-11-10,112.1,-2.26,-49.60176991150443
2008-11-11,108.0,-2.26,-47.78761061946903
2008-11-12,96.4,-2.26,-42.654867256637175
2008-11-13,94.5,-2.26,-41.814159292035406
2008-11-14,95.2,-2.26,-42.12389380530974
2008-11-17,88.9,-2.26,-39.33628318584071
2008-11-18,83.6,-2.26,-36.991150442477874
2008-11-19,64.0,-2.26,-28.31858407079646
2008-11-20,47.1,-2.26,-20.840707964601773
2008-11-21,37.7,-2.26,-16.681415929203542
2008-11-24,59.5,-2.26,-26.327433628318587
2008-11-25,60.8,-2.26,-26.90265486725664
2008-11-26,70.5,-2.26,-31.194690265486727
2008-11-28,82.9,-2.26,-36.681415929203546
2008-12-01,64.5,-2.26,-28.53982300884956
2008-12-02,72.2,-2.26,-31.946902654867262
2008-12-03,78.2,-2.26,-34.60176991150443
2008-12-04,74.0,-2.26,-32.74336283185841
2008-12-05,77.1,-2.26,-34.11504424778761
2008-12-08,84.7,-2.26,-37.47787610619469
2008-12-09,85.4,-2.26,-37.787610619469035
2008-12-10,83.0,-2.26,-36.72566371681416
2008-12-11,75.7,-2.26,-33.495575221238944
2008-12-12,77.0,-2.26,-34.07079646017699
2008-12-15,74.0,-2.26,-32.74336283185841
2008-12-16,82.3,-2.26,-36.415929203539825
2008-12-17,78.3,-2.26,-34.64601769911505
2008-12-18,74.3,-2.26,-32.876106194690266
2008-12-19,70.2,-2.26,-31.06194690265487
2008-12-22,67.5,-2.26,-29.867256637168143
2008-12-23,65.2,-2.26,-28.8495575221239
2008-12-24,67.8,-2.26,-30.0
2008-12-26,67.3,-2.26,-29.778761061946906
2008-12-29,65.7,-2.26,-29.070796460176997
2008-12-30,68.0,-2.26,-30.08849557522124
2008-12-31,67.1,-2.26,-29.690265486725664
2009-01-02,71.4,-2.26,-31.592920353982308
2009-01-05,70.8,-2.26,-31.327433628318587
2009-01-06,74.6,-2.26,-33.008849557522126
2009-01-07,71.5,-2.26,-31.637168141592923
2009-01-08,71.6,-2.26,-31.681415929203542
2009-01-09,67.5,-2.26,-29.867256637168143
2009-01-12,56.0,-2.26,-24.778761061946906
2009-01-13,59.0,-2.26,-26.10619469026549
2009-01-14,45.3,-2.26,-20.04424778761062
2009-01-15,38.3,-2.26,-16.946902654867255
2009-01-16,35.0,-2.26,-15.486725663716816
2009-01-20,28.0,-2.26,-12.389380530973453
2009-01-21,36.7,-2.26,-16.238938053097346
2009-01-22,31.1,-2.26,-13.761061946902657
2009-01-23,34.7,-2.26,-15.353982300884958
2009-01-26,33.3,-2.26,-14.734513274336283
2009-01-27,35.5,-2.26,-15.707964601769913
2009-01-28,42.1,-2.26,-18.628318584070797
2009-01-29,39.0,-2.26,-17.256637168141594
2009-01-30,35.5,-2.26,-15.707964601769913
2009-02-02,36.5,-2.26,-16.15044247787611
2009-02-03,34.6,-2.26,-15.30973451327434
2009-02-04,34.9,-2.26,-15.442477876106196
2009-02-05,35.3,-2.26,-15.619469026548673
2009-02-06,39.1,-2.26,-17.300884955752213
2009-02-09,39.5,-2.26,-17.477876106194692
2009-02-10,33.5,-2.26,-14.823008849557523
2009-02-11,36.9,-2.26,-16.327433628318584
2009-02-12,36.1,-2.26,-15.973451327433631
2009-02-13,34.9,-2.26,-15.442477876106196
2009-02-17,30.6,-2.26,-13.53982300884956
2009-02-18,29.1,-2.26,-12.876106194690268
2009-02-19,25.1,-2.26,-11.106194690265488
2009-02-20,19.5,-2.26,-8.628318584070797
2009-02-23,21.4,-2.26,-9.469026548672566
2009-02-24,26.0,-2.26,-11.504424778761063
2009-02-25,25.2,-2.26,-11.150442477876107
2009-02-26,24.6,-2.26,-10.884955752212392
2009-02-27,15.0,-6.42,-2.336448598130841
2009-03-02,12.0,-6.42,-1.8691588785046729
2009-03-03,12.2,-6.42,-1.9003115264797508
2009-03-04,11.3,-6.42,-1.7601246105919004
2009-03-05,10.2,-6.42,-1.588785046728972
2009-03-06,10.3,-6.42,-1.604361370716511
2009-03-09,10.5,-6.42,-1.6355140186915889
2009-03-10,14.5,-6.42,-2.2585669781931466
2009-03-11,15.4,-6.42,-2.398753894080997
2009-03-12,16.7,-6.42,-2.601246105919003
2009-03-13,17.8,-6.42,-2.7725856697819315
2009-03-16,23.3,-6.42,-3.6292834890965735
2009-03-17,25.1,-6.42,-3.9096573208722742
2009-03-18,30.8,-6.42,-4.797507788161994
2009-03-19,26.0,-6.42,-4.049844236760125
2009-03-20,26.2,-6.42,-4.080996884735202
2009-03-23,31.3,-6.42,-4.8753894080996885
2009-03-24,30.1,-6.42,-4.688473520249222
2009-03-25,29.5,-6.42,-4.595015576323988
2009-03-26,28.1,-6.42,-4.376947040498442
2009-03-27,26.2,-6.42,-4.080996884735202
2009-03-30,23.1,-6.42,-3.5981308411214954
2009-03-31,25.3,-6.42,-3.9408099688473524
2009-04-01,26.8,-6.42,-4.174454828660436
2009-04-02,27.4,-6.42,-4.26791277258567
2009-04-03,28.5,-6.42,-4.4392523364485985
2009-04-06,27.2,-6.42,-4.2367601246105915
2009-04-07,27.6,-6.42,-4.299065420560748
2009-04-08,27.0,-6.42,-4.205607476635514
2009-04-09,30.4,-6.42,-4.735202492211838
2009-04-13,38.0,-6.42,-5.919003115264798
2009-04-14,40.1,-6.42,-6.246105919003115
2009-04-15,39.7,-6.42,-6.18380062305296
2009-04-16,40.1,-6.42,-6.246105919003115
2009-04-17,36.5,-6.42,-5.685358255451713
2009-04-20,29.4,-6.42,-4.579439252336448
2009-04-21,32.4,-6.42,-5.046728971962617
2009-04-22,32.5,-6.42,-5.062305295950156
2009-04-23,32.0,-6.42,-4.984423676012461
2009-04-24,31.9,-6.42,-4.968847352024922
2009-04-27,30.7,-6.42,-4.781931464174455
2009-04-28,28.9,-6.42,-4.501557632398754
2009-04-29,31.2,-6.42,-4.859813084112149
2009-04-30,30.5,-6.42,-4.750778816199377
2009-05-01,29.7,-6.42,-4.626168224299065
2009-05-04,32.0,-6.42,-4.984423676012461
2009-05-05,33.1,-6.42,-5.15576323987539
2009-05-06,38.6,-6.42,-6.012461059190032
2009-05-07,38.1,-6.42,-5.934579439252337
2009-05-08,40.2,-6.42,-6.261682242990655
2009-05-11,38.6,-0.18,-214.44444444444446
2009-05-12,36.6,-0.18,-203.33333333333334
2009-05-13,34.1,-0.18,-189.44444444444446
2009-05-14,35.5,-0.18,-197.22222222222223
2009-05-15,34.8,-0.18,-193.33333333333331
2009-05-18,36.4,-0.18,-202.22222222222223
2009-05-19,37.7,-0.18,-209.44444444444446
2009-05-20,36.9,-0.18,-205.0
2009-05-21,37.2,-0.18,-206.66666666666669
2009-05-22,36.7,-0.18,-203.8888888888889
2009-05-26,37.7,-0.18,-209.44444444444446
2009-05-27,37.0,-0.18,-205.55555555555557
2009-05-28,36.7,-0.18,-203.8888888888889
2009-05-29,37.2,-0.18,-206.66666666666669
2009-06-01,36.9,-0.18,-205.0
2009-06-02,35.1,-0.18,-195.00000000000003
2009-06-03,33.9,-0.18,-188.33333333333334
2009-06-04,35.7,-0.18,-198.33333333333334
2009-06-05,34.6,-0.18,-192.22222222222223
2009-06-08,34.2,-0.18,-190.00000000000003
2009-06-09,34.1,-0.18,-189.44444444444446
2009-06-10,34.8,-0.18,-193.33333333333331
2009-06-11,34.8,-0.18,-193.33333333333331
2009-06-12,34.7,-0.18,-192.7777777777778
2009-06-15,33.7,-0.18,-187.22222222222226
2009-06-16,32.5,-0.18,-180.55555555555557
2009-06-17,30.8,-0.18,-171.11111111111111
2009-06-18,31.3,-0.18,-173.88888888888889
2009-06-19,31.7,-0.18,-176.11111111111111
2009-06-22,30.0,-0.18,-166.66666666666669
2009-06-23,30.1,-0.18,-167.22222222222223
2009-06-24,30.4,-0.18,-168.88888888888889
2009-06-25,30.3,-0.18,-168.33333333333334
2009-06-26,30.3,-0.18,-168.33333333333334
2009-06-29,30.2,-0.18,-167.77777777777777
2009-06-30,29.7,-0.18,-165.0
2009-07-01,29.7,-0.18,-165.0
2009-07-02,28.8,-0.18,-160.0
2009-07-06,27.9,-0.18,-155.0
2009-07-07,26.9,-0.18,-149.44444444444443
2009-07-08,26.2,-0.18,-145.55555555555554
2009-07-09,26.9,-0.18,-149.44444444444443
2009-07-10,25.9,-0.18,-143.88888888888889
2009-07-13,27.8,-0.18,-154.44444444444446
2009-07-14,29.2,-0.18,-162.22222222222223
2009-07-15,31.7,-0.18,-176.11111111111111
2009-07-16,30.3,-0.18,-168.33333333333334
2009-07-17,30.2,-0.18,-167.77777777777777
2009-07-20,27.9,-0.18,-155.0
2009-07-21,26.5,-0.18,-147.22222222222223
2009-07-22,28.0,-0.18,-155.55555555555557
2009-07-23,27.7,-0.18,-153.88888888888889
2009-07-24,27.3,-0.18,-151.66666666666669
2009-07-27,26.9,-0.18,-149.44444444444443
2009-07-28,29.7,-0.18,-165.0
2009-07-29,32.2,-0.18,-178.8888888888889
2009-07-30,31.4,-0.18,-174.44444444444446
2009-07-31,31.7,-0.18,-176.11111111111111
2009-08-03,31.8,-0.18,-176.66666666666669
2009-08-04,32.5,-0.18,-180.55555555555557
2009-08-05,35.8,-0.18,-198.88888888888889
2009-08-06,38.0,-0.18,-211.11111111111111
2009-08-07,38.5,0.0,inf
2009-08-10,39.4,0.0,inf
2009-08-11,36.9,0.0,inf
2009-08-12,39.8,0.0,inf
2009-08-13,40.6,0.0,inf
2009-08-14,40.4,0.0,inf
2009-08-17,40.0,0.0,inf
2009-08-18,41.4,0.0,inf
2009-08-19,41.3,0.0,inf
2009-08-20,44.8,0.0,inf
2009-08-21,47.0,0.0,inf
2009-08-24,48.2,0.0,inf
2009-08-25,47.5,0.0,inf
2009-08-26,46.3,0.0,inf
2009-08-27,50.5,0.0,inf
2009-08-28,52.3,0.0,inf
2009-08-31,50.0,0.0,inf
2009-09-01,45.4,0.0,inf
2009-09-02,45.6,0.0,inf
2009-09-03,47.7,0.0,inf
2009-09-04,48.5,0.0,inf
2009-09-08,46.8,0.0,inf
2009-09-09,46.6,0.0,inf
2009-09-10,47.5,0.0,inf
2009-09-11,46.1,0.0,inf
2009-09-14,45.2,0.0,inf
2009-09-15,41.2,0.0,inf
2009-09-16,42.0,0.0,inf
2009-09-17,44.2,0.0,inf
2009-09-18,42.6,0.0,inf
2009-09-21,44.3,0.0,inf
2009-09-22,46.5,0.0,inf
2009-09-23,45.2,0.0,inf
2009-09-24,44.3,0.0,inf
2009-09-25,43.8,0.0,inf
2009-09-28,45.7,0.0,inf
2009-09-29,47.0,0.0,inf
2009-09-30,48.4,0.0,inf
2009-10-01,45.3,0.0,inf
2009-10-02,45.2,0.0,inf
2009-10-05,46.7,0.0,inf
2009-10-06,46.7,0.0,inf
2009-10-07,46.4,0.0,inf
2009-10-08,46.5,0.0,inf
2009-10-09,46.3,0.0,inf
2009-10-12,47.7,0.0,inf
2009-10-13,48.3,0.0,inf
2009-10-14,50.0,0.0,inf
2009-10-15,47.5,0.0,inf
2009-10-16,45.9,0.0,inf
2009-10-19,45.4,0.0,inf
2009-10-20,44.3,0.0,inf
2009-10-21,44.2,0.0,inf
2009-10-22,44.6,0.0,inf
2009-10-23,44.6,0.0,inf
2009-10-26,42.7,0.0,inf
2009-10-27,42.7,0.0,inf
2009-10-28,40.8,0.0,inf
2009-10-29,43.1,0.0,inf
2009-10-30,40.9,0.0,inf
2009-11-02,39.9,0.0,inf
2009-11-03,40.4,0.0,inf
2009-11-04,39.7,0.0,inf
2009-11-05,40.6,0.0,inf
2009-11-06,40.6,0.0,inf
2009-11-09,41.9,0.0,inf
2009-11-10,41.8,0.0,inf
2009-11-11,41.6,0.0,inf
2009-11-12,40.6,0.0,inf
2009-11-13,40.5,0.0,inf
2009-11-16,41.8,0.0,inf
2009-11-17,42.4,0.0,inf
2009-11-18,42.9,0.0,inf
2009-11-19,42.6,0.0,inf
2009-11-20,42.0,0.0,inf
2009-11-23,42.8,0.0,inf
2009-11-24,42.1,0.0,inf
2009-11-25,41.7,0.0,inf
2009-11-27,40.6,0.0,inf
2009-11-30,41.1,0.0,inf
2009-12-01,41.0,0.0,inf
2009-12-02,41.0,0.0,inf
2009-12-03,40.5,0.0,inf
2009-12-04,40.6,0.0,inf
2009-12-07,40.3,0.0,inf
2009-12-08,39.1,0.0,inf
2009-12-09,38.6,0.0,inf
2009-12-10,38.7,0.0,inf
2009-12-11,39.5,0.0,inf
2009-12-14,37.0,0.0,inf
2009-12-15,35.6,0.0,inf
2009-12-16,34.5,0.0,inf
2009-12-17,32.0,0.0,inf
2009-12-18,34.0,0.0,inf
2009-12-21,34.2,0.0,inf
2009-12-22,33.4,0.0,inf
2009-12-23,32.9,0.0,inf
2009-12-24,33.5,0.0,inf
2009-12-28,33.9,0.0,inf
2009-12-29,33.7,0.0,inf
2009-12-30,33.2,0.0,inf
2009-12-31,33.1,0.0,inf
2010-01-04,34.0,0.0,inf
2010-01-05,35.3,0.0,inf
2010-01-06,36.4,0.0,inf
2010-01-07,36.5,0.0,inf
2010-01-08,35.9,0.0,inf
2010-01-11,36.3,0.0,inf
2010-01-12,35.2,0.0,inf
2010-01-13,35.0,0.0,inf
2010-01-14,35.1,0.0,inf
2010-01-15,34.2,0.0,inf
2010-01-19,35.4,0.0,inf
2010-01-20,34.6,0.0,inf
2010-01-21,32.7,0.0,inf
2010-01-22,32.5,0.0,inf
2010-01-25,32.3,0.0,inf
2010-01-26,31.5,0.0,inf
2010-01-27,32.0,0.0,inf
2010-01-28,32.4,0.0,inf
2010-01-29,33.2,0.0,inf
2010-02-01,33.4,0.0,inf
2010-02-02,34.1,0.0,inf
2010-02-03,33.7,0.0,inf
2010-02-04,31.8,0.0,inf
2010-02-05,32.2,0.0,inf
2010-02-08,31.5,0.0,inf
2010-02-09,31.8,0.0,inf
2010-02-10,32.0,0.0,inf
2010-02-11,32.1,0.0,inf
2010-02-12,31.8,0.0,inf
2010-02-16,33.1,0.0,inf
2010-02-17,34.1,0.0,inf
2010-02-18,34.3,0.0,inf
2010-02-19,34.2,0.0,inf
2010-02-22,34.6,0.0,inf
2010-02-23,33.5,0.0,inf
2010-02-24,34.5,0.0,inf
2010-02-25,33.9,0.0,inf
2010-02-26,34.0,-0.76,-44.73684210526316
2010-03-01,33.9,-0.76,-44.60526315789473
2010-03-02,34.0,-0.76,-44.73684210526316
2010-03-03,34.0,-0.76,-44.73684210526316
2010-03-04,34.3,-0.76,-45.13157894736842
2010-03-05,35.0,-0.76,-46.05263157894737
2010-03-08,35.6,-0.76,-46.8421052631579
2010-03-09,38.2,-0.76,-50.26315789473684
2010-03-10,39.6,-0.76,-52.10526315789474
2010-03-11,41.8,-0.76,-54.99999999999999
2010-03-12,39.7,-0.76,-52.23684210526316
2010-03-15,38.9,-0.76,-51.18421052631579
2010-03-16,40.5,-0.76,-53.28947368421053
2010-03-17,40.5,-0.76,-53.28947368421053
2010-03-18,40.2,-0.76,-52.89473684210527
2010-03-19,39.0,-0.76,-51.31578947368421
2010-03-22,40.4,-0.76,-53.1578947368421
2010-03-23,41.3,-0.76,-54.34210526315789
2010-03-24,41.5,-0.76,-54.60526315789473
2010-03-25,42.7,-0.76,-56.184210526315795
2010-03-26,43.1,-0.76,-56.71052631578947
2010-03-29,41.8,-0.76,-54.99999999999999
2010-03-30,40.9,-0.76,-53.815789473684205
2010-03-31,40.5,-0.76,-53.28947368421053
2010-04-01,41.8,-0.76,-54.99999999999999
2010-04-05,42.6,-0.76,-56.05263157894737
2010-04-06,42.9,-0.76,-56.44736842105263
2010-04-07,43.6,-0.76,-57.36842105263158
2010-04-08,44.7,-0.76,-58.81578947368421
2010-04-09,45.5,-0.76,-59.868421052631575
2010-04-12,46.4,-0.76,-61.05263157894736
2010-04-13,46.2,-0.76,-60.78947368421053
2010-04-14,49.3,-0.76,-64.86842105263158
2010-04-15,48.1,-0.76,-63.28947368421053
2010-04-16,45.6,-0.76,-60.0
2010-04-19,48.8,-0.76,-64.21052631578947
2010-04-20,49.7,-0.76,-65.39473684210526
2010-04-21,49.3,-0.76,-64.86842105263158
2010-04-22,48.7,-0.76,-64.07894736842105
2010-04-23,48.6,-0.76,-63.94736842105263
2010-04-26,46.1,-0.76,-60.65789473684211
2010-04-27,43.4,-0.76,-57.10526315789473
2010-04-28,44.5,-0.76,-58.55263157894737
2010-04-29,45.6,-0.76,-60.0
2010-04-30,43.7,-0.76,-57.5
2010-05-03,44.1,-0.76,-58.026315789473685
2010-05-04,42.6,-0.76,-56.05263157894737
2010-05-05,41.8,-0.76,-54.99999999999999
2010-05-06,40.4,-0.76,-53.1578947368421
2010-05-07,40.0,0.15,266.6666666666667
2010-05-10,42.2,0.15,281.33333333333337
2010-05-11,41.7,0.15,278.00000000000006
2010-05-12,41.8,0.15,278.6666666666667
2010-05-13,40.9,0.15,272.6666666666667
2010-05-14,39.8,0.15,265.3333333333333
2010-05-17,38.6,0.15,257.33333333333337
2010-05-18,37.3,0.15,248.66666666666666
2010-05-19,38.1,0.15,254.00000000000003
2010-05-20,36.3,0.15,242.0
2010-05-21,37.5,0.15,250.0
2010-05-24,37.8,0.15,252.0
2010-05-25,37.8,0.15,252.0
2010-05-26,38.6,0.15,257.33333333333337
2010-05-27,40.2,0.15,268.00000000000006
2010-05-28,39.6,0.15,264.0
2010-06-01,38.5,0.15,256.6666666666667
2010-06-02,39.2,0.15,261.33333333333337
2010-06-03,39.6,0.15,264.0
2010-06-04,37.9,0.15,252.66666666666666
2010-06-07,36.4,0.15,242.66666666666666
2010-06-08,37.2,0.15,248.00000000000003
2010-06-09,38.7,0.15,258.00000000000006
2010-06-10,39.0,0.15,260.0
2010-06-11,38.8,0.15,258.6666666666667
2010-06-14,38.8,0.15,258.6666666666667
2010-06-15,39.9,0.15,266.0
2010-06-16,39.9,0.15,266.0
2010-06-17,39.6,0.15,264.0
2010-06-18,40.1,0.15,267.33333333333337
2010-06-21,40.2,0.15,268.00000000000006
2010-06-22,39.4,0.15,262.6666666666667
2010-06-23,38.9,0.15,259.3333333333333
2010-06-24,37.8,0.15,252.0
2010-06-25,39.4,0.15,262.6666666666667
2010-06-28,40.0,0.15,266.6666666666667
2010-06-29,37.3,0.15,248.66666666666666
2010-06-30,37.6,0.15,250.66666666666669
2010-07-01,37.8,0.15,252.0
2010-07-02,37.9,0.15,252.66666666666666
2010-07-06,37.9,0.15,252.66666666666666
2010-07-07,39.0,0.15,260.0
2010-07-08,39.7,0.15,264.6666666666667
2010-07-09,40.4,0.15,269.3333333333333
2010-07-12,41.1,0.15,274.0
2010-07-13,43.0,0.15,286.6666666666667
2010-07-14,42.1,0.15,280.6666666666667
2010-07-15,41.6,0.15,277.33333333333337
2010-07-16,39.0,0.15,260.0
2010-07-19,39.8,0.15,265.3333333333333
2010-07-20,39.9,0.15,266.0
2010-07-21,39.4,0.15,262.6666666666667
2010-07-22,40.9,0.15,272.6666666666667
2010-07-23,40.2,0.15,268.00000000000006
2010-07-26,41.5,0.15,276.6666666666667
2010-07-27,41.6,0.15,277.33333333333337
2010-07-28,40.9,0.15,272.6666666666667
2010-07-29,41.2,0.15,274.6666666666667
2010-07-30,41.0,0.15,273.33333333333337
2010-08-02,41.9,0.15,279.3333333333333
2010-08-03,41.3,0.15,275.3333333333333
2010-08-04,41.4,0.15,276.0
2010-08-05,41.0,0.15,273.33333333333337
2010-08-06,40.6,0.24,169.16666666666669
2010-08-09,40.8,0.24,170.0
2010-08-10,40.0,0.24,166.66666666666669
2010-08-11,38.5,0.24,160.41666666666669
2010-08-12,38.7,0.24,161.25000000000003
2010-08-13,38.8,0.24,161.66666666666666
2010-08-16,38.7,0.24,161.25000000000003
2010-08-17,38.5,0.24,160.41666666666669
2010-08-18,38.6,0.24,160.83333333333334
2010-08-19,37.9,0.24,157.91666666666666
2010-08-20,37.5,0.24,156.25
2010-08-23,37.5,0.24,156.25
2010-08-24,37.1,0.24,154.58333333333334
2010-08-25,36.8,0.24,153.33333333333331
2010-08-26,36.6,0.24,152.5
2010-08-27,37.6,0.24,156.66666666666669
2010-08-30,36.7,0.24,152.91666666666669
2010-08-31,37.1,0.24,154.58333333333334
2010-09-01,38.5,0.24,160.41666666666669
2010-09-02,38.8,0.24,161.66666666666666
2010-09-03,39.1,0.24,162.91666666666669
2010-09-07,38.3,0.24,159.58333333333331
2010-09-08,38.4,0.24,160.0
2010-09-09,39.1,0.24,162.91666666666669
2010-09-10,39.1,0.24,162.91666666666669
2010-09-13,39.9,0.24,166.25
2010-09-14,39.4,0.24,164.16666666666666
2010-09-15,39.2,0.24,163.33333333333334
2010-09-16,39.7,0.24,165.41666666666669
2010-09-17,39.5,0.24,164.58333333333334
2010-09-20,39.9,0.24,166.25
2010-09-21,39.4,0.24,164.16666666666666
2010-09-22,38.8,0.24,161.66666666666666
2010-09-23,38.0,0.24,158.33333333333334
2010-09-24,39.0,0.24,162.5
2010-09-27,38.7,0.24,161.25000000000003
2010-09-28,38.8,0.24,161.66666666666666
2010-09-29,39.2,0.24,163.33333333333334
2010-09-30,39.1,0.24,162.91666666666669
2010-10-01,40.9,0.24,170.41666666666666
2010-10-04,40.3,0.24,167.91666666666666
2010-10-05,41.3,0.24,172.08333333333331
2010-10-06,41.0,0.24,170.83333333333334
2010-10-07,41.8,0.24,174.16666666666666
2010-10-08,41.9,0.24,174.58333333333334
2010-10-11,41.8,0.24,174.16666666666666
2010-10-12,42.4,0.24,176.66666666666666
2010-10-13,42.5,0.24,177.08333333333334
2010-10-14,40.6,0.24,169.16666666666669
2010-10-15,39.5,0.24,164.58333333333334
2010-10-18,41.7,0.24,173.75000000000003
2010-10-19,40.6,0.24,169.16666666666669
2010-10-20,41.1,0.24,171.25
2010-10-21,40.7,0.24,169.58333333333334
2010-10-22,41.1,0.24,171.25
2010-10-25,42.1,0.24,175.41666666666669
2010-10-26,41.8,0.24,174.16666666666666
2010-10-27,41.7,0.24,173.75000000000003
2010-10-28,41.7,0.24,173.75000000000003
2010-10-29,41.7,0.24,173.75000000000003
2010-11-01,41.5,0.24,172.91666666666669
2010-11-02,41.7,0.24,173.75000000000003
2010-11-03,41.9,0.24,174.58333333333334
2010-11-04,43.3,0.24,180.41666666666666
2010-11-05,44.9,0.32,140.3125
2010-11-08,44.4,0.32,138.75
2010-11-09,43.0,0.32,134.375
2010-11-10,44.2,0.32,138.125
2010-11-11,43.6,0.32,136.25
2010-11-12,42.9,0.32,134.0625
2010-11-15,43.2,0.32,135.0
2010-11-16,42.2,0.32,131.875
2010-11-17,41.9,0.32,130.9375
2010-11-18,43.0,0.32,134.375
2010-11-19,42.7,0.32,133.4375
2010-11-22,41.8,0.32,130.625
2010-11-23,41.0,0.32,128.125
2010-11-24,41.7,0.32,130.3125
2010-11-26,41.1,0.32,128.4375
2010-11-29,41.5,0.32,129.6875
2010-11-30,42.0,0.32,131.25
2010-12-01,43.0,0.32,134.375
2010-12-02,44.2,0.32,138.125
2010-12-03,44.5,0.32,139.0625
2010-12-06,44.5,0.32,139.0625
2010-12-07,46.2,0.32,144.375
2010-12-08,46.4,0.32,145.0
2010-12-09,46.9,0.32,146.5625
2010-12-10,47.7,0.32,149.0625
2010-12-13,48.1,0.32,150.3125
2010-12-14,46.9,0.32,146.5625
2010-12-15,45.9,0.32,143.4375
2010-12-16,45.9,0.32,143.4375
2010-12-17,47.0,0.32,146.875
2010-12-20,47.1,0.32,147.1875
2010-12-21,47.4,0.32,148.125
2010-12-22,47.3,0.32,147.8125
2010-12-23,46.8,0.32,146.25
2010-12-27,47.7,0.32,149.0625
2010-12-28,47.8,0.32,149.375
2010-12-29,47.7,0.32,149.0625
2010-12-30,47.6,0.32,148.75
2010-12-31,47.3,0.32,147.8125
2011-01-03,49.0,0.32,153.125
2011-01-04,49.0,0.32,153.125
2011-01-05,49.7,0.32,155.3125
2011-01-06,49.5,0.32,154.6875
2011-01-07,49.4,0.32,154.375
2011-01-10,49.1,0.32,153.4375
2011-01-11,49.4,0.32,154.375
2011-01-12,50.8,0.32,158.75
2011-01-13,50.4,0.32,157.5
2011-01-14,51.3,0.32,160.3125
2011-01-18,48.0,0.32,150.0
2011-01-19,47.6,0.32,148.75
2011-01-20,48.0,0.32,150.0
2011-01-21,48.9,0.32,152.8125
2011-01-24,48.6,0.32,151.875
2011-01-25,48.2,0.32,150.625
2011-01-26,48.1,0.32,150.3125
2011-01-27,48.3,0.32,150.9375
2011-01-28,47.2,0.32,147.5
2011-01-31,48.2,0.32,150.625
2011-02-01,49.0,0.32,153.125
2011-02-02,48.5,0.32,151.5625
2011-02-03,48.1,0.32,150.3125
2011-02-04,48.2,0.32,150.625
2011-02-07,49.0,0.32,153.125
2011-02-08,48.9,0.32,152.8125
2011-02-09,48.4,0.32,151.25
2011-02-10,47.8,0.32,149.375
2011-02-11,48.8,0.32,152.5
2011-02-14,49.1,0.32,153.4375
2011-02-15,49.1,0.32,153.4375
2011-02-16,49.0,0.32,153.125
2011-02-17,49.4,0.32,154.375
2011-02-18,49.1,0.32,153.4375
2011-02-22,46.9,0.32,146.5625
2011-02-23,47.0,0.32,146.875
2011-02-24,46.9,0.32,146.5625
2011-02-25,47.0,0.37,127.02702702702703
2011-02-28,46.8,0.37,126.48648648648648
2011-03-01,45.7,0.37,123.51351351351352
2011-03-02,46.0,0.37,124.32432432432432
2011-03-03,46.8,0.37,126.48648648648648
2011-03-04,45.4,0.37,122.7027027027027
2011-03-07,45.2,0.37,122.16216216216218
2011-03-08,46.4,0.37,125.4054054054054
2011-03-09,46.5,0.37,125.67567567567568
2011-03-10,45.4,0.37,122.7027027027027
2011-03-11,45.7,0.37,123.51351351351352
2011-03-14,45.4,0.37,122.7027027027027
2011-03-15,44.4,0.37,120.0
2011-03-16,43.9,0.37,118.64864864864865
2011-03-17,44.5,0.37,120.27027027027027
2011-03-18,45.0,0.37,121.62162162162163
2011-03-21,44.3,0.37,119.72972972972973
2011-03-22,44.2,0.37,119.45945945945947
2011-03-23,44.0,0.37,118.91891891891892
2011-03-24,44.3,0.37,119.72972972972973
2011-03-25,44.6,0.37,120.54054054054055
2011-03-28,44.3,0.37,119.72972972972973
