date,BDX,BDX_EPS,PE Ratio
2009-03-04,65.01,1.29,50.395348837209305
2009-03-05,63.95,1.29,49.57364341085271
2009-03-06,64.15,1.29,49.72868217054264
2009-03-09,62.34,1.29,48.32558139534884
2009-03-10,62.78,1.29,48.666666666666664
2009-03-11,61.57,1.29,47.72868217054263
2009-03-12,63.95,1.29,49.57364341085271
2009-03-13,65.18,1.29,50.52713178294574
2009-03-16,65.07,1.29,50.44186046511627
2009-03-17,65.66,1.29,50.899224806201545
2009-03-18,65.77,1.29,50.984496124031004
2009-03-19,63.9,1.29,49.53488372093023
2009-03-20,64.57,1.29,50.05426356589147
2009-03-23,66.42,1.29,51.48837209302326
2009-03-24,66.05,1.29,51.201550387596896
2009-03-25,66.41,1.29,51.48062015503876
2009-03-26,66.27,1.29,51.37209302325581
2009-03-27,68.2,1.29,52.86821705426357
2009-03-30,66.38,1.29,51.45736434108527
2009-03-31,67.24,1.29,52.12403100775193
2009-04-01,66.4,1.29,51.47286821705427
2009-04-02,66.8,1.29,51.78294573643411
2009-04-03,65.97,1.29,51.13953488372093
2009-04-06,65.46,1.29,50.74418604651162
2009-04-07,65.39,1.29,50.689922480620154
2009-04-08,66.42,1.29,51.48837209302326
2009-04-09,67.24,1.29,52.12403100775193
2009-04-13,67.25,1.29,52.13178294573643
2009-04-14,68.3,1.29,52.945736434108525
2009-04-15,67.48,1.29,52.310077519379846
2009-04-16,67.9,1.29,52.63565891472869
2009-04-17,68.28,1.29,52.93023255813954
2009-04-20,68.41,1.29,53.03100775193798
2009-04-21,67.71,1.29,52.48837209302325
2009-04-22,66.97,1.29,51.91472868217054
2009-04-23,64.03,1.29,49.63565891472868
2009-04-24,62.47,1.29,48.42635658914728
2009-04-27,64.89,1.29,50.30232558139535
2009-04-28,62.16,1.29,48.1860465116279
2009-04-29,60.92,1.29,47.224806201550386
2009-04-30,60.48,1.29,46.883720930232556
2009-05-01,61.18,1.29,47.42635658914728
2009-05-04,60.87,1.29,47.1860465116279
2009-05-05,62.16,1.29,48.1860465116279
2009-05-06,61.46,2.38,25.823529411764707
2009-05-07,61.6,2.38,25.88235294117647
2009-05-08,62.82,2.38,26.39495798319328
2009-05-11,62.54,2.38,26.27731092436975
2009-05-12,64.08,2.38,26.92436974789916
2009-05-13,65.33,2.38,27.449579831932773
2009-05-14,65.89,2.38,27.684873949579835
2009-05-15,65.16,2.38,27.3781512605042
2009-05-18,64.93,2.38,27.28151260504202
2009-05-19,64.57,2.38,27.130252100840334
2009-05-20,65.06,2.38,27.336134453781515
2009-05-21,65.03,2.38,27.323529411764707
2009-05-22,65.9,2.38,27.689075630252105
2009-05-26,67.13,2.38,28.205882352941178
2009-05-27,67.13,2.38,28.205882352941178
2009-05-28,67.0,2.38,28.151260504201684
2009-05-29,67.68,2.38,28.436974789915972
2009-06-01,68.01,2.38,28.575630252100844
2009-06-02,68.81,2.38,28.911764705882355
2009-06-03,68.94,2.38,28.96638655462185
2009-06-04,67.52,2.38,28.369747899159663
2009-06-05,67.32,2.38,28.285714285714285
2009-06-08,67.24,2.38,28.252100840336134
2009-06-09,68.01,2.38,28.575630252100844
2009-06-10,67.59,2.38,28.39915966386555
2009-06-11,68.28,2.38,28.689075630252102
2009-06-12,68.35,2.38,28.718487394957982
2009-06-15,67.13,2.38,28.205882352941178
2009-06-16,66.96,2.38,28.134453781512605
2009-06-17,68.07,2.38,28.600840336134453
2009-06-18,69.31,2.38,29.1218487394958
2009-06-19,69.15,2.38,29.0546218487395
2009-06-22,68.23,2.38,28.66806722689076
2009-06-23,68.25,2.38,28.676470588235297
2009-06-24,68.5,2.38,28.781512605042018
2009-06-25,70.91,2.38,29.794117647058822
2009-06-26,70.94,2.38,29.80672268907563
2009-06-29,71.71,2.38,30.130252100840334
2009-06-30,71.31,2.38,29.96218487394958
2009-07-01,70.7,2.38,29.705882352941178
2009-07-02,69.05,2.38,29.01260504201681
2009-07-06,70.33,2.38,29.550420168067227
2009-07-07,69.41,2.38,29.16386554621849
2009-07-08,68.67,2.38,28.85294117647059
2009-07-09,68.15,2.38,28.634453781512608
2009-07-10,67.73,2.38,28.457983193277315
2009-07-13,69.08,2.38,29.025210084033613
2009-07-14,69.73,2.38,29.298319327731097
2009-07-15,70.83,2.38,29.76050420168067
2009-07-16,70.89,2.38,29.78571428571429
2009-07-17,69.49,2.38,29.197478991596636
2009-07-20,69.66,2.38,29.26890756302521
2009-07-21,69.98,2.38,29.403361344537817
2009-07-22,69.91,2.38,29.373949579831933
2009-07-23,71.42,2.38,30.00840336134454
2009-07-24,71.74,2.38,30.142857142857142
2009-07-27,72.3,2.38,30.3781512605042
2009-07-28,72.05,2.38,30.27310924369748
2009-07-29,73.6,2.38,30.92436974789916
2009-07-30,67.39,2.38,28.31512605042017
2009-07-31,65.15,2.38,27.373949579831937
2009-08-03,65.49,2.38,27.516806722689076
2009-08-04,65.55,2.38,27.54201680672269
2009-08-05,65.16,2.38,27.3781512605042
2009-08-06,63.75,2.38,26.78571428571429
2009-08-07,64.42,2.38,27.067226890756306
2009-08-10,65.71,3.77,17.42970822281167
2009-08-11,66.0,3.77,17.50663129973475
2009-08-12,67.27,3.77,17.843501326259947
2009-08-13,65.79,3.77,17.450928381962868
2009-08-14,66.39,3.77,17.610079575596817
2009-08-17,66.3,3.77,17.586206896551722
2009-08-18,65.65,3.77,17.413793103448278
2009-08-19,65.66,3.77,17.416445623342174
2009-08-20,67.74,3.77,17.96816976127321
2009-08-21,68.85,3.77,18.26259946949602
2009-08-24,68.66,3.77,18.212201591511935
2009-08-25,68.92,3.77,18.281167108753316
2009-08-26,69.83,3.77,18.52254641909814
2009-08-27,69.9,3.77,18.54111405835544
2009-08-28,70.51,3.77,18.70291777188329
2009-08-31,69.62,3.77,18.46684350132626
2009-09-01,68.28,3.77,18.111405835543767
2009-09-02,68.34,3.77,18.127320954907162
2009-09-03,69.0,3.77,18.30238726790451
2009-09-04,70.3,3.77,18.647214854111404
2009-09-08,69.18,3.77,18.350132625994696
2009-09-09,70.35,3.77,18.6604774535809
2009-09-10,70.95,3.77,18.819628647214856
2009-09-11,71.34,3.77,18.923076923076923
2009-09-14,70.76,3.77,18.76923076923077
2009-09-15,70.5,3.77,18.70026525198939
2009-09-16,70.43,3.77,18.681697612732098
2009-09-17,69.95,3.77,18.554376657824935
2009-09-18,70.26,3.77,18.63660477453581
2009-09-21,70.54,3.77,18.71087533156499
2009-09-22,70.22,3.77,18.625994694960212
2009-09-23,69.34,3.77,18.392572944297083
2009-09-24,68.71,3.77,18.22546419098143
2009-09-25,68.5,3.77,18.16976127320955
2009-09-28,70.5,3.77,18.70026525198939
2009-09-29,70.37,3.77,18.665782493368702
2009-09-30,69.75,3.77,18.50132625994695
2009-10-01,68.29,3.77,18.114058355437667
2009-10-02,67.3,3.77,17.851458885941643
2009-10-05,67.26,3.77,17.84084880636605
2009-10-06,67.56,3.77,17.920424403183024
2009-10-07,67.72,3.77,17.96286472148541
2009-10-08,68.46,3.77,18.15915119363395
2009-10-09,68.75,3.77,18.23607427055703
2009-10-12,68.61,3.77,18.19893899204244
2009-10-13,68.81,3.77,18.251989389920425
2009-10-14,68.56,3.77,18.185676392572944
2009-10-15,68.35,3.77,18.12997347480106
2009-10-16,69.26,3.77,18.37135278514589
2009-10-19,68.9,3.77,18.27586206896552
2009-10-20,67.52,3.77,17.909814323607424
2009-10-21,67.48,3.77,17.899204244031832
2009-10-22,68.04,3.77,18.047745358090186
2009-10-23,67.5,3.77,17.90450928381963
2009-10-26,67.5,3.77,17.90450928381963
2009-10-27,67.44,3.77,17.888594164456233
2009-10-28,66.6,3.77,17.6657824933687
2009-10-29,68.07,3.77,18.05570291777188
2009-10-30,68.36,3.77,18.13262599469496
2009-11-02,68.95,3.77,18.289124668435015
2009-11-03,69.91,3.77,18.543766578249336
2009-11-04,68.51,3.77,18.17241379310345
2009-11-05,68.85,3.77,18.26259946949602
2009-11-06,70.54,3.77,18.71087533156499
2009-11-09,71.64,3.77,19.0026525198939
2009-11-10,71.87,3.77,19.06366047745358
2009-11-11,72.82,3.77,19.315649867374002
2009-11-12,72.2,3.77,19.151193633952257
2009-11-13,72.72,3.77,19.28912466843501
2009-11-16,73.29,3.77,19.44031830238727
2009-11-17,73.81,3.77,19.578249336870027
2009-11-18,73.57,3.77,19.514588859416445
2009-11-19,73.46,3.77,19.48541114058355
2009-11-20,73.7,3.77,19.549071618037136
2009-11-23,75.25,3.77,19.960212201591514
2009-11-24,75.63,3.77,20.06100795755968
2009-11-25,75.53,5.04,14.98611111111111
2009-11-27,74.72,5.04,14.825396825396824
2009-11-30,74.8,5.04,14.84126984126984
2009-12-01,76.0,5.04,15.079365079365079
2009-12-02,76.5,5.04,15.178571428571429
2009-12-03,77.31,5.04,15.339285714285715
2009-12-04,78.05,5.04,15.48611111111111
2009-12-07,78.0,5.04,15.476190476190476
2009-12-08,77.37,5.04,15.351190476190476
2009-12-09,76.98,5.04,15.273809523809524
2009-12-10,77.66,5.04,15.408730158730158
2009-12-11,77.45,5.04,15.367063492063492
2009-12-14,77.56,5.04,15.38888888888889
2009-12-15,77.65,5.04,15.406746031746033
2009-12-16,77.14,5.04,15.305555555555555
2009-12-17,75.48,5.04,14.976190476190476
2009-12-18,74.86,5.04,14.853174603174603
2009-12-21,76.19,5.04,15.117063492063492
2009-12-22,78.38,5.04,15.5515873015873
2009-12-23,79.15,5.04,15.70436507936508
2009-12-24,79.21,5.04,15.71626984126984
2009-12-28,79.56,5.04,15.785714285714286
2009-12-29,79.72,5.04,15.817460317460316
2009-12-30,79.69,5.04,15.811507936507937
2009-12-31,78.86,5.04,15.646825396825397
2010-01-04,78.6,5.04,15.595238095238093
2010-01-05,77.87,5.04,15.450396825396826
2010-01-06,77.66,5.04,15.408730158730158
2010-01-07,77.64,5.04,15.404761904761905
2010-01-08,77.91,5.04,15.458333333333332
2010-01-11,78.41,5.04,15.557539682539682
2010-01-12,77.25,5.04,15.327380952380953
2010-01-13,77.5,5.04,15.376984126984127
2010-01-14,77.04,5.04,15.285714285714286
2010-01-15,76.29,5.04,15.136904761904763
2010-01-19,77.29,5.04,15.335317460317462
2010-01-20,76.79,5.04,15.236111111111112
2010-01-21,76.15,5.04,15.109126984126986
2010-01-22,75.08,5.04,14.896825396825397
2010-01-25,75.78,5.04,15.035714285714286
2010-01-26,75.57,5.04,14.994047619047617
2010-01-27,76.0,5.04,15.079365079365079
2010-01-28,76.48,5.04,15.174603174603176
2010-01-29,75.37,5.04,14.95436507936508
2010-02-01,75.71,5.04,15.021825396825395
2010-02-02,77.02,5.04,15.281746031746032
2010-02-03,76.64,5.04,15.206349206349206
2010-02-04,74.71,5.04,14.823412698412698
2010-02-05,74.89,5.04,14.859126984126984
2010-02-08,74.68,1.33,56.150375939849624
2010-02-09,75.26,1.33,56.58646616541353
2010-02-10,74.64,1.33,56.1203007518797
2010-02-11,75.22,1.33,56.556390977443606
2010-02-12,75.84,1.33,57.02255639097744
2010-02-16,76.91,1.33,57.827067669172926
2010-02-17,77.36,1.33,58.16541353383458
2010-02-18,77.96,1.33,58.616541353383454
2010-02-19,77.54,1.33,58.30075187969925
2010-02-22,77.5,1.33,58.27067669172932
2010-02-23,77.87,1.33,58.54887218045113
2010-02-24,78.82,1.33,59.263157894736835
2010-02-25,78.52,1.33,59.0375939849624
2010-02-26,77.87,1.33,58.54887218045113
2010-03-01,79.02,1.33,59.41353383458646
2010-03-02,79.14,1.33,59.503759398496236
2010-03-03,78.68,1.33,59.15789473684211
2010-03-04,78.5,1.33,59.02255639097744
2010-03-05,78.6,1.33,59.09774436090225
2010-03-08,77.95,1.33,58.609022556390975
2010-03-09,78.47,1.33,58.99999999999999
2010-03-10,78.92,1.33,59.338345864661655
2010-03-11,78.46,1.33,58.99248120300751
2010-03-12,78.37,1.33,58.92481203007519
2010-03-15,79.0,1.33,59.3984962406015
2010-03-16,79.03,1.33,59.421052631578945
2010-03-17,79.24,1.33,59.57894736842105
2010-03-18,79.39,1.33,59.691729323308266
2010-03-19,79.1,1.33,59.47368421052631
2010-03-22,80.14,1.33,60.25563909774436
2010-03-23,79.71,1.33,59.93233082706766
2010-03-24,79.01,1.33,59.40601503759399
2010-03-25,78.87,1.33,59.30075187969925
2010-03-26,78.51,1.33,59.03007518796993
2010-03-29,79.0,1.33,59.3984962406015
2010-03-30,79.05,1.33,59.4360902255639
2010-03-31,78.73,1.33,59.19548872180451
2010-04-01,78.96,1.33,59.36842105263157
2010-04-05,78.51,1.33,59.03007518796993
2010-04-06,78.43,1.33,58.96992481203008
2010-04-07,78.5,1.33,59.02255639097744
2010-04-08,78.63,1.33,59.12030075187969
2010-04-09,78.91,1.33,59.33082706766917
2010-04-12,79.0,1.33,59.3984962406015
2010-04-13,78.72,1.33,59.18796992481202
2010-04-14,78.49,1.33,59.01503759398496
2010-04-15,78.05,1.33,58.68421052631579
2010-04-16,77.74,1.33,58.451127819548866
2010-04-19,78.46,1.33,58.99248120300751
2010-04-20,79.66,1.33,59.89473684210526
2010-04-21,78.56,1.33,59.06766917293233
2010-04-22,77.27,1.33,58.09774436090225
2010-04-23,77.55,1.33,58.30827067669173
2010-04-26,76.4,1.33,57.443609022556394
2010-04-27,76.04,1.33,57.17293233082707
2010-04-28,76.7,1.33,57.669172932330824
2010-04-29,76.6,1.33,57.593984962406005
2010-04-30,76.37,1.33,57.421052631578945
2010-05-03,76.22,1.33,57.30827067669173
2010-05-04,75.44,1.33,56.721804511278194
2010-05-05,75.61,1.33,56.849624060150376
2010-05-06,74.88,0.18,416.0
2010-05-07,73.66,0.18,409.22222222222223
2010-05-10,75.57,0.18,419.8333333333333
2010-05-11,74.75,0.18,415.27777777777777
2010-05-12,75.1,0.18,417.22222222222223
2010-05-13,74.47,0.18,413.72222222222223
2010-05-14,73.26,0.18,407.00000000000006
2010-05-17,73.78,0.18,409.8888888888889
2010-05-18,74.3,0.18,412.77777777777777
2010-05-19,73.73,0.18,409.61111111111114
2010-05-20,71.65,0.18,398.0555555555556
2010-05-21,71.49,0.18,397.16666666666663
2010-05-24,71.33,0.18,396.27777777777777
2010-05-25,71.44,0.18,396.8888888888889
2010-05-26,70.66,0.18,392.55555555555554
2010-05-27,72.21,0.18,401.16666666666663
2010-05-28,71.3,0.18,396.1111111111111
2010-06-01,70.71,0.18,392.8333333333333
2010-06-02,72.4,0.18,402.2222222222223
2010-06-03,72.39,0.18,402.1666666666667
2010-06-04,70.08,0.18,389.3333333333333
2010-06-07,69.29,0.18,384.9444444444445
2010-06-08,68.92,0.18,382.8888888888889
2010-06-09,68.64,0.18,381.33333333333337
2010-06-10,69.76,0.18,387.5555555555556
2010-06-11,69.69,0.18,387.1666666666667
2010-06-14,70.19,0.18,389.94444444444446
2010-06-15,71.11,0.18,395.05555555555554
2010-06-16,72.05,0.18,400.27777777777777
2010-06-17,71.92,0.18,399.5555555555556
2010-06-18,71.32,0.18,396.2222222222222
2010-06-21,71.48,0.18,397.11111111111114
2010-06-22,71.16,0.18,395.3333333333333
2010-06-23,70.05,0.18,389.1666666666667
2010-06-24,69.42,0.18,385.6666666666667
2010-06-25,69.05,0.18,383.6111111111111
2010-06-28,69.16,0.18,384.22222222222223
2010-06-29,67.45,0.18,374.72222222222223
2010-06-30,67.62,0.18,375.6666666666667
2010-07-01,67.29,0.18,373.83333333333337
2010-07-02,67.97,0.18,377.61111111111114
2010-07-06,68.18,0.18,378.7777777777778
2010-07-07,70.28,0.18,390.44444444444446
2010-07-08,69.96,0.18,388.66666666666663
2010-07-09,69.46,0.18,385.88888888888886
2010-07-12,69.08,0.18,383.77777777777777
2010-07-13,69.52,0.18,386.22222222222223
2010-07-14,69.59,0.18,386.61111111111114
2010-07-15,69.36,0.18,385.33333333333337
2010-07-16,67.75,0.18,376.3888888888889
2010-07-19,68.06,0.18,378.11111111111114
2010-07-20,68.13,0.18,378.5
2010-07-21,66.92,0.18,371.7777777777778
2010-07-22,67.4,0.18,374.4444444444445
2010-07-23,66.89,0.18,371.61111111111114
2010-07-26,68.55,0.18,380.8333333333333
2010-07-27,68.27,0.18,379.27777777777777
2010-07-28,68.33,0.18,379.61111111111114
2010-07-29,67.54,0.18,375.2222222222223
2010-07-30,68.8,0.18,382.22222222222223
2010-08-02,70.4,0.18,391.11111111111114
2010-08-03,70.46,0.18,391.4444444444444
2010-08-04,71.19,0.0,inf
2010-08-05,71.61,0.0,inf
2010-08-06,71.68,0.0,inf
2010-08-09,71.88,0.0,inf
2010-08-10,72.39,0.0,inf
2010-08-11,71.1,0.0,inf
2010-08-12,71.06,0.0,inf
2010-08-13,70.96,0.0,inf
2010-08-16,70.63,0.0,inf
2010-08-17,71.98,0.0,inf
2010-08-18,72.33,0.0,inf
2010-08-19,71.31,0.0,inf
2010-08-20,70.82,0.0,inf
2010-08-23,71.01,0.0,inf
2010-08-24,69.3,0.0,inf
2010-08-25,69.76,0.0,inf
2010-08-26,68.83,0.0,inf
2010-08-27,69.72,0.0,inf
2010-08-30,69.26,0.0,inf
2010-08-31,68.19,0.0,inf
2010-09-01,69.52,0.0,inf
2010-09-02,70.27,0.0,inf
2010-09-03,70.62,0.0,inf
2010-09-07,69.83,0.0,inf
2010-09-08,69.71,0.0,inf
2010-09-09,70.83,0.0,inf
2010-09-10,71.27,0.0,inf
2010-09-13,71.19,0.0,inf
2010-09-14,71.59,0.0,inf
2010-09-15,72.55,0.0,inf
2010-09-16,72.75,0.0,inf
2010-09-17,73.48,0.0,inf
2010-09-20,73.58,0.0,inf
2010-09-21,73.71,0.0,inf
2010-09-22,73.48,0.0,inf
2010-09-23,73.11,0.0,inf
2010-09-24,74.28,0.0,inf
2010-09-27,74.22,0.0,inf
2010-09-28,74.82,0.0,inf
2010-09-29,74.17,0.0,inf
2010-09-30,74.1,0.0,inf
2010-10-01,74.3,0.0,inf
2010-10-04,73.67,0.0,inf
2010-10-05,74.87,0.0,inf
2010-10-06,75.13,0.0,inf
2010-10-07,74.52,0.0,inf
2010-10-08,74.75,0.0,inf
2010-10-11,74.92,0.0,inf
2010-10-12,75.55,0.0,inf
2010-10-13,76.02,0.0,inf
2010-10-14,76.08,0.0,inf
2010-10-15,76.13,0.0,inf
2010-10-18,76.82,0.0,inf
2010-10-19,76.35,0.0,inf
2010-10-20,76.9,0.0,inf
2010-10-21,77.0,0.0,inf
2010-10-22,76.4,0.0,inf
2010-10-25,76.91,0.0,inf
2010-10-26,76.73,0.0,inf
2010-10-27,76.15,0.0,inf
2010-10-28,76.39,0.0,inf
2010-10-29,75.52,0.0,inf
2010-11-01,75.29,0.0,inf
2010-11-02,75.38,0.0,inf
2010-11-03,75.54,0.0,inf
2010-11-04,78.25,0.0,inf
2010-11-05,77.54,0.0,inf
2010-11-08,77.56,0.0,inf
2010-11-09,77.78,0.0,inf
2010-11-10,78.18,0.0,inf
2010-11-11,78.27,0.0,inf
2010-11-12,77.27,0.0,inf
2010-11-15,77.39,0.0,inf
2010-11-16,76.61,0.0,inf
2010-11-17,76.78,0.0,inf
2010-11-18,77.69,0.0,inf
2010-11-19,77.84,0.0,inf
2010-11-22,77.62,0.0,inf
2010-11-23,76.64,0.0,inf
2010-11-24,78.12,0.0,inf
2010-11-26,78.16,0.0,inf
2010-11-29,78.05,0.0,inf
2010-11-30,77.93,0.0,inf
2010-12-01,79.82,0.0,inf
2010-12-02,80.76,0.0,inf
2010-12-03,81.53,0.0,inf
2010-12-06,80.85,0.0,inf
2010-12-07,81.38,0.0,inf
2010-12-08,81.05,0.0,inf
2010-12-09,81.46,0.0,inf
2010-12-10,82.03,0.0,inf
2010-12-13,82.42,0.0,inf
2010-12-14,83.39,0.0,inf
2010-12-15,83.04,0.0,inf
2010-12-16,84.78,0.0,inf
2010-12-17,85.21,0.0,inf
2010-12-20,83.85,0.0,inf
2010-12-21,83.81,0.0,inf
2010-12-22,84.38,0.0,inf
2010-12-23,84.64,0.0,inf
2010-12-27,84.11,0.0,inf
2010-12-28,85.32,0.0,inf
2010-12-29,84.98,0.0,inf
2010-12-30,85.14,0.0,inf
2010-12-31,84.52,0.0,inf
2011-01-03,84.73,0.0,inf
2011-01-04,83.35,0.0,inf
2011-01-05,83.37,0.0,inf
2011-01-06,83.25,0.0,inf
2011-01-07,83.23,0.0,inf
2011-01-10,83.06,0.0,inf
2011-01-11,83.98,0.0,inf
2011-01-12,83.64,0.0,inf
2011-01-13,83.13,0.0,inf
2011-01-14,82.7,0.0,inf
2011-01-18,83.97,0.0,inf
2011-01-19,83.0,0.0,inf
2011-01-20,83.09,0.0,inf
2011-01-21,83.2,0.0,inf
2011-01-24,83.66,0.0,inf
2011-01-25,84.61,0.0,inf
2011-01-26,84.13,0.0,inf
2011-01-27,83.55,0.0,inf
2011-01-28,82.56,0.0,inf
2011-01-31,82.95,0.0,inf
2011-02-01,83.82,0.0,inf
2011-02-02,83.72,0.0,inf
2011-02-03,84.16,0.0,inf
2011-02-04,84.5,0.0,inf
2011-02-07,85.64,0.0,inf
2011-02-08,81.03,0.0,inf
2011-02-09,81.38,0.0,inf
2011-02-10,81.2,0.0,inf
2011-02-11,81.29,0.0,inf
2011-02-14,81.59,0.0,inf
2011-02-15,80.44,0.0,inf
2011-02-16,80.0,0.0,inf
2011-02-17,80.26,0.0,inf
2011-02-18,81.28,0.0,inf
2011-02-22,79.68,0.0,inf
2011-02-23,79.09,0.0,inf
2011-02-24,79.08,0.0,inf
2011-02-25,80.17,0.0,inf
2011-02-28,80.0,0.0,inf
2011-03-01,79.2,0.0,inf
2011-03-02,79.47,0.0,inf
2011-03-03,81.07,0.0,inf
2011-03-04,80.21,0.0,inf
2011-03-07,79.41,0.0,inf
2011-03-08,79.94,0.0,inf
2011-03-09,79.65,0.0,inf
2011-03-10,78.33,0.0,inf
2011-03-11,78.87,0.0,inf
2011-03-14,77.67,0.0,inf
2011-03-15,76.96,0.0,inf
2011-03-16,76.53,0.0,inf
2011-03-17,76.51,0.0,inf
2011-03-18,76.9,0.0,inf
2011-03-21,77.91,0.0,inf
2011-03-22,78.05,0.0,inf
2011-03-23,77.62,0.0,inf
2011-03-24,77.98,0.0,inf
2011-03-25,78.65,0.0,inf
2011-03-28,78.62,0.0,inf
2011-03-29,79.49,0.0,inf
2011-03-30,79.49,0.0,inf
2011-03-31,79.62,0.0,inf
2011-04-01,80.57,0.0,inf
2011-04-04,81.02,0.0,inf
2011-04-05,80.39,0.0,inf
2011-04-06,80.99,0.0,inf
2011-04-07,80.96,0.0,inf
2011-04-08,80.76,0.0,inf
2011-04-11,81.5,0.0,inf
2011-04-12,81.37,0.0,inf
2011-04-13,81.87,0.0,inf
2011-04-14,81.81,0.0,inf
2011-04-15,83.45,0.0,inf
2011-04-18,83.07,0.0,inf
2011-04-19,83.35,0.0,inf
2011-04-20,83.98,0.0,inf
2011-04-21,84.0,0.0,inf
2011-04-25,83.92,0.0,inf
2011-04-26,84.89,0.0,inf
2011-04-27,85.5,0.0,inf
2011-04-28,85.56,0.0,inf
2011-04-29,85.94,0.0,inf
2011-05-02,86.85,0.0,inf
2011-05-03,86.83,0.0,inf
2011-05-04,86.42,0.0,inf
2011-05-05,85.94,0.0,inf
2011-05-06,86.42,0.0,inf
2011-05-09,86.95,0.0,inf
2011-05-10,87.75,0.0,inf
2011-05-11,88.07,0.0,inf
2011-05-12,88.71,0.0,inf
2011-05-13,88.11,0.0,inf
2011-05-16,87.92,0.0,inf
2011-05-17,88.0,0.0,inf
2011-05-18,89.47,0.0,inf
2011-05-19,89.58,0.0,inf
2011-05-20,88.9,0.0,inf
2011-05-23,87.47,0.0,inf
2011-05-24,86.74,0.0,inf
2011-05-25,86.75,0.0,inf
2011-05-26,86.63,0.0,inf
2011-05-27,87.04,0.0,inf
2011-05-31,87.55,0.0,inf
2011-06-01,87.14,0.0,inf
2011-06-02,86.34,0.0,inf
2011-06-03,85.76,0.0,inf
2011-06-06,85.21,0.0,inf
2011-06-07,84.97,0.0,inf
2011-06-08,85.51,0.0,inf
2011-06-09,86.3,0.0,inf
2011-06-10,84.92,0.0,inf
2011-06-13,85.06,0.0,inf
2011-06-14,86.25,0.0,inf
2011-06-15,84.91,0.0,inf
2011-06-16,84.88,0.0,inf
2011-06-17,85.13,0.0,inf
2011-06-20,85.96,0.0,inf
2011-06-21,86.53,0.0,inf
2011-06-22,86.39,0.0,inf
2011-06-23,85.68,0.0,inf
2011-06-24,84.84,0.0,inf
2011-06-27,85.25,0.0,inf
2011-06-28,86.11,0.0,inf
2011-06-29,85.84,0.0,inf
2011-06-30,86.17,0.0,inf
2011-07-01,89.3,0.0,inf
2011-07-05,89.17,0.0,inf
2011-07-06,89.28,0.0,inf
2011-07-07,89.74,0.0,inf
2011-07-08,89.3,0.0,inf
2011-07-11,87.37,0.0,inf
2011-07-12,87.57,0.0,inf
2011-07-13,87.77,0.0,inf
2011-07-14,87.54,0.0,inf
2011-07-15,87.09,0.0,inf
2011-07-18,86.67,0.0,inf
2011-07-19,87.89,0.0,inf
2011-07-20,87.68,0.0,inf
2011-07-21,88.97,0.0,inf
2011-07-22,87.16,0.0,inf
2011-07-25,86.62,0.0,inf
2011-07-26,84.96,0.0,inf
2011-07-27,83.49,0.0,inf
2011-07-28,82.94,0.0,inf
2011-07-29,83.61,0.0,inf
2011-08-01,82.3,0.0,inf
2011-08-02,79.98,0.0,inf
2011-08-03,80.18,0.0,inf
2011-08-04,77.61,0.0,inf
2011-08-05,79.23,0.0,inf
2011-08-08,76.42,0.0,inf
2011-08-09,78.81,0.0,inf
2011-08-10,76.42,0.0,inf
2011-08-11,78.67,0.0,inf
2011-08-12,80.28,0.0,inf
2011-08-15,81.1,0.0,inf
2011-08-16,80.28,0.0,inf
2011-08-17,79.81,0.0,inf
2011-08-18,77.47,0.0,inf
2011-08-19,76.92,0.0,inf
2011-08-22,76.85,0.0,inf
2011-08-23,79.08,0.0,inf
2011-08-24,79.64,0.0,inf
2011-08-25,78.16,0.0,inf
2011-08-26,79.73,0.0,inf
2011-08-29,80.84,0.0,inf
2011-08-30,80.73,0.0,inf
2011-08-31,81.38,0.0,inf
2011-09-01,80.44,0.0,inf
2011-09-02,78.49,0.0,inf
2011-09-06,78.43,0.0,inf
2011-09-07,80.04,0.0,inf
2011-09-08,78.53,0.0,inf
2011-09-09,76.02,0.0,inf
2011-09-12,76.38,0.0,inf
2011-09-13,76.44,0.0,inf
2011-09-14,77.26,0.0,inf
2011-09-15,77.5,0.0,inf
2011-09-16,77.25,0.0,inf
2011-09-19,75.56,0.0,inf
2011-09-20,75.44,0.0,inf
2011-09-21,73.7,0.0,inf
2011-09-22,73.4,0.0,inf
2011-09-23,73.74,0.0,inf
2011-09-26,74.09,0.0,inf
2011-09-27,76.15,0.0,inf
2011-09-28,73.25,0.0,inf
2011-09-29,74.34,0.0,inf
2011-09-30,73.32,0.0,inf
2011-10-03,70.84,0.0,inf
2011-10-04,72.34,0.0,inf
2011-10-05,72.92,0.0,inf
2011-10-06,73.21,0.0,inf
2011-10-07,72.86,0.0,inf
2011-10-10,74.45,0.0,inf
2011-10-11,73.42,0.0,inf
2011-10-12,74.2,0.0,inf
2011-10-13,73.87,0.0,inf
2011-10-14,74.29,0.0,inf
2011-10-17,72.79,0.0,inf
2011-10-18,73.49,0.0,inf
2011-10-19,73.86,0.0,inf
2011-10-20,73.47,0.0,inf
2011-10-21,76.43,0.0,inf
2011-10-24,78.23,0.0,inf
2011-10-25,76.72,0.0,inf
2011-10-26,76.72,0.0,inf
2011-10-27,78.67,0.0,inf
2011-10-28,79.64,0.0,inf
2011-10-31,78.23,0.0,inf
2011-11-01,76.11,0.0,inf
2011-11-02,72.6,0.0,inf
2011-11-03,72.38,0.0,inf
2011-11-04,72.68,0.0,inf
