date,FTNT,FTNT_EPS,PE Ratio
2010-06-16,8.13,0.03,271.00000000000006
2010-06-17,8.25,0.03,275.0
2010-06-18,8.57,0.03,285.6666666666667
2010-06-21,8.53,0.03,284.3333333333333
2010-06-22,8.49,0.03,283.0
2010-06-23,8.39,0.03,279.6666666666667
2010-06-24,8.55,0.03,285.00000000000006
2010-06-25,8.78,0.03,292.66666666666663
2010-06-28,8.74,0.03,291.33333333333337
2010-06-29,8.54,0.03,284.66666666666663
2010-06-30,8.22,0.03,274.00000000000006
2010-07-01,8.13,0.03,271.00000000000006
2010-07-02,8.1,0.03,270.0
2010-07-06,8.14,0.03,271.33333333333337
2010-07-07,8.35,0.03,278.3333333333333
2010-07-08,8.51,0.03,283.6666666666667
2010-07-09,8.49,0.03,283.0
2010-07-12,8.33,0.03,277.6666666666667
2010-07-13,8.43,0.03,281.0
2010-07-14,8.43,0.03,281.0
2010-07-15,8.3,0.03,276.6666666666667
2010-07-16,8.14,0.03,271.33333333333337
2010-07-19,8.07,0.03,269.0
2010-07-20,8.06,0.03,268.6666666666667
2010-07-21,8.0,0.03,266.6666666666667
2010-07-22,8.66,0.03,288.6666666666667
2010-07-23,8.91,0.03,297.0
2010-07-26,9.04,0.03,301.3333333333333
2010-07-27,8.97,0.03,299.00000000000006
2010-07-28,8.86,0.03,295.3333333333333
2010-07-29,8.9,0.03,296.6666666666667
2010-07-30,9.01,0.03,300.3333333333333
2010-08-02,9.08,0.03,302.6666666666667
2010-08-03,9.1,0.03,303.3333333333333
2010-08-04,9.21,0.03,307.00000000000006
2010-08-05,8.99,0.03,299.6666666666667
2010-08-06,9.1,0.05,181.99999999999997
2010-08-09,9.09,0.05,181.79999999999998
2010-08-10,8.94,0.05,178.79999999999998
2010-08-11,8.61,0.05,172.2
2010-08-12,8.68,0.05,173.6
2010-08-13,8.78,0.05,175.59999999999997
2010-08-16,8.85,0.05,176.99999999999997
2010-08-17,9.04,0.05,180.79999999999998
2010-08-18,9.11,0.05,182.2
2010-08-19,8.9,0.05,178.0
2010-08-20,9.19,0.05,183.79999999999998
2010-08-23,9.21,0.05,184.20000000000002
2010-08-24,9.22,0.05,184.4
2010-08-25,9.3,0.05,186.0
2010-08-26,9.42,0.05,188.39999999999998
2010-08-27,10.0,0.05,200.0
2010-08-30,10.02,0.05,200.39999999999998
2010-08-31,10.19,0.05,203.79999999999998
2010-09-01,10.49,0.05,209.79999999999998
2010-09-02,10.92,0.05,218.39999999999998
2010-09-03,10.59,0.05,211.79999999999998
2010-09-07,10.24,0.05,204.79999999999998
2010-09-08,10.44,0.05,208.79999999999998
2010-09-09,11.01,0.05,220.2
2010-09-10,10.76,0.05,215.2
2010-09-13,10.95,0.05,218.99999999999997
2010-09-14,11.46,0.05,229.20000000000002
2010-09-15,11.2,0.05,223.99999999999997
2010-09-16,11.4,0.05,228.0
2010-09-17,12.5,0.05,250.0
2010-09-20,12.56,0.05,251.2
2010-09-21,12.34,0.05,246.79999999999998
2010-09-22,11.91,0.05,238.2
2010-09-23,11.84,0.05,236.79999999999998
2010-09-24,12.0,0.05,240.0
2010-09-27,12.34,0.05,246.79999999999998
2010-09-28,12.18,0.05,243.6
2010-09-29,12.61,0.05,252.2
2010-09-30,12.5,0.05,250.0
2010-10-01,12.5,0.05,250.0
2010-10-04,12.77,0.05,255.39999999999998
2010-10-05,12.77,0.05,255.39999999999998
2010-10-06,12.1,0.05,241.99999999999997
2010-10-07,12.04,0.05,240.79999999999998
2010-10-08,12.1,0.05,241.99999999999997
2010-10-11,12.5,0.05,250.0
2010-10-12,12.5,0.05,250.0
2010-10-13,12.51,0.05,250.2
2010-10-14,12.64,0.05,252.8
2010-10-15,13.02,0.05,260.4
2010-10-18,13.06,0.05,261.2
2010-10-19,12.59,0.05,251.79999999999998
2010-10-20,12.58,0.05,251.6
2010-10-21,12.35,0.05,246.99999999999997
2010-10-22,14.82,0.05,296.4
2010-10-25,15.13,0.05,302.6
2010-10-26,15.69,0.05,313.79999999999995
2010-10-27,15.67,0.05,313.4
2010-10-28,15.0,0.05,300.0
2010-10-29,15.0,0.05,300.0
2010-11-01,15.94,0.05,318.79999999999995
2010-11-02,15.5,0.05,310.0
2010-11-03,15.5,0.05,310.0
2010-11-04,15.28,0.05,305.59999999999997
2010-11-05,15.65,0.09,173.88888888888889
2010-11-08,15.49,0.09,172.11111111111111
2010-11-09,15.6,0.09,173.33333333333334
2010-11-10,15.49,0.09,172.11111111111111
2010-11-11,15.22,0.09,169.11111111111111
2010-11-12,15.16,0.09,168.44444444444446
2010-11-15,15.5,0.09,172.22222222222223
2010-11-16,15.69,0.09,174.33333333333334
2010-11-17,15.64,0.09,173.7777777777778
2010-11-18,16.28,0.09,180.8888888888889
2010-11-19,15.97,0.09,177.44444444444446
2010-11-22,15.83,0.09,175.88888888888889
2010-11-23,15.72,0.09,174.66666666666669
2010-11-24,15.94,0.09,177.11111111111111
2010-11-26,15.85,0.09,176.11111111111111
2010-11-29,15.76,0.09,175.11111111111111
2010-11-30,15.94,0.09,177.11111111111111
2010-12-01,16.1,0.09,178.8888888888889
2010-12-02,16.22,0.09,180.22222222222223
2010-12-03,16.63,0.09,184.77777777777777
2010-12-06,16.46,0.09,182.8888888888889
2010-12-07,16.36,0.09,181.77777777777777
2010-12-08,16.34,0.09,181.55555555555557
2010-12-09,16.73,0.09,185.8888888888889
2010-12-10,16.67,0.09,185.22222222222226
2010-12-13,15.96,0.09,177.33333333333334
2010-12-14,15.54,0.09,172.66666666666666
2010-12-15,15.71,0.09,174.55555555555557
2010-12-16,15.89,0.09,176.55555555555557
2010-12-17,16.05,0.09,178.33333333333334
2010-12-20,16.01,0.09,177.8888888888889
2010-12-21,15.99,0.09,177.66666666666669
2010-12-22,15.84,0.09,176.0
2010-12-23,15.68,0.09,174.22222222222223
2010-12-27,16.25,0.09,180.55555555555557
2010-12-28,15.83,0.09,175.88888888888889
2010-12-29,16.09,0.09,178.77777777777777
2010-12-30,16.09,0.09,178.77777777777777
2010-12-31,16.17,0.09,179.66666666666669
2011-01-03,16.55,0.09,183.8888888888889
2011-01-04,17.49,0.09,194.33333333333331
2011-01-05,18.25,0.09,202.77777777777777
2011-01-06,18.19,0.09,202.11111111111114
2011-01-07,17.62,0.09,195.7777777777778
2011-01-10,18.0,0.09,200.0
2011-01-11,18.03,0.09,200.33333333333334
2011-01-12,18.29,0.09,203.22222222222223
2011-01-13,18.4,0.09,204.44444444444443
2011-01-14,18.68,0.09,207.55555555555557
2011-01-18,18.33,0.09,203.66666666666666
2011-01-19,17.8,0.09,197.7777777777778
2011-01-20,17.48,0.09,194.22222222222223
2011-01-21,17.55,0.09,195.00000000000003
2011-01-24,17.25,0.09,191.66666666666669
2011-01-25,16.96,0.09,188.44444444444446
2011-01-26,19.83,0.09,220.33333333333331
2011-01-27,18.9,0.09,210.0
2011-01-28,18.48,0.09,205.33333333333334
2011-01-31,19.23,0.09,213.66666666666669
2011-02-01,19.73,0.09,219.22222222222223
2011-02-02,19.5,0.09,216.66666666666669
2011-02-03,19.44,0.09,216.00000000000003
2011-02-04,20.43,0.09,227.0
2011-02-07,19.88,0.09,220.88888888888889
2011-02-08,20.24,0.09,224.88888888888889
2011-02-09,20.08,0.09,223.11111111111111
2011-02-10,20.33,0.09,225.88888888888889
2011-02-11,20.32,0.09,225.7777777777778
2011-02-14,20.5,0.09,227.7777777777778
2011-02-15,20.23,0.09,224.7777777777778
2011-02-16,20.63,0.09,229.22222222222223
2011-02-17,20.66,0.09,229.55555555555557
2011-02-18,20.85,0.09,231.66666666666669
2011-02-22,19.81,0.09,220.11111111111111
2011-02-23,19.94,0.09,221.55555555555557
2011-02-24,20.39,0.09,226.55555555555557
2011-02-25,20.75,0.1,207.5
2011-02-28,20.42,0.1,204.20000000000002
2011-03-01,19.83,0.1,198.29999999999998
2011-03-02,20.18,0.1,201.79999999999998
2011-03-03,21.12,0.1,211.2
2011-03-04,21.63,0.1,216.29999999999998
2011-03-07,21.56,0.1,215.59999999999997
2011-03-08,21.64,0.1,216.4
2011-03-09,21.61,0.1,216.1
2011-03-10,21.08,0.1,210.79999999999998
2011-03-11,21.5,0.1,215.0
2011-03-14,21.81,0.1,218.09999999999997
2011-03-15,21.12,0.1,211.2
2011-03-16,20.51,0.1,205.1
2011-03-17,20.73,0.1,207.29999999999998
2011-03-18,21.15,0.1,211.49999999999997
2011-03-21,21.89,0.1,218.9
2011-03-22,21.15,0.1,211.49999999999997
2011-03-23,20.51,0.1,205.1
2011-03-24,20.86,0.1,208.6
2011-03-25,21.53,0.1,215.3
2011-03-28,21.16,0.1,211.6
2011-03-29,21.7,0.1,216.99999999999997
2011-03-30,21.5,0.1,215.0
2011-03-31,22.08,0.1,220.79999999999998
2011-04-01,20.39,0.1,203.9
2011-04-04,21.75,0.1,217.5
2011-04-05,22.25,0.1,222.5
2011-04-06,21.0,0.1,210.0
2011-04-07,19.91,0.1,199.1
2011-04-08,19.78,0.1,197.8
2011-04-11,19.53,0.1,195.3
2011-04-12,18.94,0.1,189.4
2011-04-13,20.15,0.1,201.49999999999997
2011-04-14,20.08,0.1,200.79999999999998
2011-04-15,20.3,0.1,203.0
2011-04-18,19.62,0.1,196.2
2011-04-19,19.39,0.1,193.9
2011-04-20,20.15,0.1,201.49999999999997
2011-04-21,20.21,0.1,202.1
2011-04-25,20.43,0.1,204.29999999999998
2011-04-26,20.58,0.1,205.79999999999998
2011-04-27,20.87,0.1,208.7
2011-04-28,23.89,0.1,238.9
2011-04-29,24.35,0.1,243.5
2011-05-02,23.13,0.1,231.29999999999998
2011-05-03,22.62,0.1,226.2
2011-05-04,22.08,0.1,220.79999999999998
2011-05-05,23.09,0.08,288.625
2011-05-06,23.25,0.08,290.625
2011-05-09,23.72,0.08,296.5
2011-05-10,23.61,0.08,295.125
2011-05-11,23.04,0.08,288.0
2011-05-12,23.5,0.08,293.75
2011-05-13,23.48,0.08,293.5
2011-05-16,23.4,0.08,292.5
2011-05-17,23.33,0.08,291.625
2011-05-18,23.66,0.08,295.75
2011-05-19,24.32,0.08,304.0
2011-05-20,24.26,0.08,303.25
2011-05-23,23.42,0.08,292.75
2011-05-24,23.24,0.08,290.5
2011-05-25,23.96,0.08,299.5
2011-05-26,23.66,0.08,295.75
2011-05-27,23.93,0.08,299.125
2011-05-31,24.25,0.08,303.125
2011-06-01,24.85,0.08,310.625
2011-06-02,23.51,0.08,293.875
2011-06-03,23.44,0.08,293.0
2011-06-06,23.7,0.08,296.25
2011-06-07,24.2,0.08,302.5
2011-06-08,23.95,0.08,299.375
2011-06-09,23.79,0.08,297.375
2011-06-10,22.66,0.08,283.25
2011-06-13,22.75,0.08,284.375
2011-06-14,22.89,0.08,286.125
2011-06-15,22.31,0.08,278.875
2011-06-16,23.17,0.08,289.625
2011-06-17,22.66,0.08,283.25
2011-06-20,22.72,0.08,284.0
2011-06-21,24.64,0.08,308.0
2011-06-22,24.66,0.08,308.25
2011-06-23,25.12,0.08,314.0
2011-06-24,25.85,0.08,323.125
2011-06-27,26.01,0.08,325.125
2011-06-28,26.71,0.08,333.875
2011-06-29,26.91,0.08,336.375
2011-06-30,27.29,0.08,341.125
2011-07-01,27.58,0.08,344.74999999999994
2011-07-05,27.9,0.08,348.75
2011-07-06,28.17,0.08,352.125
2011-07-07,27.59,0.08,344.875
2011-07-08,28.05,0.08,350.625
2011-07-11,27.35,0.08,341.875
2011-07-12,26.86,0.08,335.75
2011-07-13,27.48,0.08,343.5
2011-07-14,26.98,0.08,337.25
2011-07-15,26.85,0.08,335.625
2011-07-18,26.53,0.08,331.625
2011-07-19,26.78,0.08,334.75
2011-07-20,21.61,0.08,270.125
2011-07-21,20.7,0.08,258.75
2011-07-22,21.09,0.08,263.625
2011-07-25,20.59,0.08,257.375
2011-07-26,20.69,0.08,258.625
2011-07-27,19.81,0.08,247.62499999999997
2011-07-28,19.8,0.08,247.5
2011-07-29,20.32,0.08,254.0
2011-08-01,20.24,0.08,252.99999999999997
2011-08-02,20.13,0.08,251.62499999999997
2011-08-03,21.08,0.08,263.5
2011-08-04,20.8,0.09,231.11111111111111
2011-08-05,19.62,0.09,218.00000000000003
2011-08-08,18.0,0.09,200.0
2011-08-09,19.19,0.09,213.22222222222226
2011-08-10,18.17,0.09,201.8888888888889
2011-08-11,19.46,0.09,216.22222222222223
2011-08-12,19.71,0.09,219.00000000000003
2011-08-15,20.6,0.09,228.8888888888889
2011-08-16,20.32,0.09,225.7777777777778
2011-08-17,20.84,0.09,231.55555555555557
2011-08-18,18.7,0.09,207.77777777777777
2011-08-19,17.54,0.09,194.88888888888889
2011-08-22,17.26,0.09,191.7777777777778
2011-08-23,18.48,0.09,205.33333333333334
2011-08-24,17.84,0.09,198.22222222222223
2011-08-25,17.49,0.09,194.33333333333331
2011-08-26,18.61,0.09,206.77777777777777
2011-08-29,19.06,0.09,211.77777777777777
2011-08-30,18.82,0.09,209.11111111111111
2011-08-31,19.13,0.09,212.55555555555554
2011-09-01,19.06,0.09,211.77777777777777
2011-09-02,18.4,0.09,204.44444444444443
2011-09-06,18.2,0.09,202.22222222222223
2011-09-07,18.85,0.09,209.44444444444446
2011-09-08,18.46,0.09,205.11111111111111
2011-09-09,17.63,0.09,195.88888888888889
2011-09-12,17.45,0.09,193.88888888888889
2011-09-13,17.49,0.09,194.33333333333331
2011-09-14,18.62,0.09,206.8888888888889
2011-09-15,18.91,0.09,210.11111111111111
2011-09-16,18.15,0.09,201.66666666666666
2011-09-19,18.38,0.09,204.22222222222223
2011-09-20,17.39,0.09,193.22222222222223
2011-09-21,17.52,0.09,194.66666666666666
2011-09-22,16.6,0.09,184.44444444444446
2011-09-23,16.25,0.09,180.55555555555557
2011-09-26,17.53,0.09,194.7777777777778
2011-09-27,17.35,0.09,192.7777777777778
2011-09-28,16.96,0.09,188.44444444444446
2011-09-29,16.8,0.09,186.66666666666669
2011-09-30,16.8,0.09,186.66666666666669
2011-10-03,16.53,0.09,183.66666666666669
2011-10-04,16.63,0.09,184.77777777777777
2011-10-05,17.03,0.09,189.22222222222223
2011-10-06,17.87,0.09,198.55555555555557
2011-10-07,17.94,0.09,199.33333333333334
2011-10-10,18.56,0.09,206.22222222222223
2011-10-11,18.27,0.09,203.0
2011-10-12,17.72,0.09,196.88888888888889
2011-10-13,18.57,0.09,206.33333333333334
2011-10-14,19.81,0.09,220.11111111111111
2011-10-17,19.27,0.09,214.11111111111111
2011-10-18,19.65,0.09,218.33333333333331
2011-10-19,18.5,0.09,205.55555555555557
2011-10-20,18.22,0.09,202.44444444444443
2011-10-21,17.64,0.09,196.0
2011-10-24,19.12,0.09,212.44444444444446
2011-10-25,21.46,0.09,238.44444444444446
2011-10-26,20.78,0.09,230.8888888888889
2011-10-27,21.73,0.09,241.44444444444446
2011-10-28,23.06,0.09,256.22222222222223
2011-10-31,23.06,0.09,256.22222222222223
2011-11-01,22.57,0.09,250.7777777777778
2011-11-02,22.96,0.09,255.11111111111114
2011-11-03,25.0,0.09,277.77777777777777
2011-11-04,24.69,0.11,224.45454545454547
2011-11-07,23.96,0.11,217.8181818181818
2011-11-08,24.21,0.11,220.0909090909091
2011-11-09,23.27,0.11,211.54545454545453
2011-11-10,24.97,0.11,227.0
2011-11-11,24.56,0.11,223.27272727272725
2011-11-14,24.52,0.11,222.9090909090909
2011-11-15,25.76,0.11,234.1818181818182
2011-11-16,25.54,0.11,232.1818181818182
2011-11-17,24.48,0.11,222.54545454545456
2011-11-18,24.28,0.11,220.72727272727275
2011-11-21,23.69,0.11,215.36363636363637
2011-11-22,23.6,0.11,214.54545454545456
2011-11-23,22.82,0.11,207.45454545454547
2011-11-25,22.79,0.11,207.1818181818182
2011-11-28,23.53,0.11,213.9090909090909
2011-11-29,23.13,0.11,210.27272727272725
2011-11-30,23.99,0.11,218.09090909090907
2011-12-01,24.02,0.11,218.36363636363635
2011-12-02,24.39,0.11,221.72727272727272
2011-12-05,25.6,0.11,232.72727272727275
2011-12-06,24.57,0.11,223.36363636363637
2011-12-07,23.67,0.11,215.1818181818182
2011-12-08,23.45,0.11,213.1818181818182
2011-12-09,24.54,0.11,223.0909090909091
2011-12-12,23.95,0.11,217.72727272727272
2011-12-13,23.31,0.11,211.9090909090909
2011-12-14,22.16,0.11,201.45454545454547
2011-12-15,21.85,0.11,198.63636363636365
2011-12-16,22.17,0.11,201.54545454545456
2011-12-19,21.58,0.11,196.18181818181816
2011-12-20,21.36,0.11,194.1818181818182
2011-12-21,20.05,0.11,182.27272727272728
2011-12-22,20.62,0.11,187.45454545454547
2011-12-23,20.83,0.11,189.36363636363635
2011-12-27,21.14,0.11,192.1818181818182
2011-12-28,21.34,0.11,194.0
2011-12-29,21.66,0.11,196.9090909090909
2011-12-30,21.81,0.11,198.27272727272725
2012-01-03,20.77,0.11,188.8181818181818
2012-01-04,20.11,0.11,182.8181818181818
2012-01-05,20.2,0.11,183.63636363636363
2012-01-06,20.41,0.11,185.54545454545453
2012-01-09,20.17,0.11,183.36363636363637
2012-01-10,19.9,0.11,180.9090909090909
2012-01-11,20.62,0.11,187.45454545454547
2012-01-12,21.06,0.11,191.45454545454544
2012-01-13,20.9,0.11,190.0
2012-01-17,21.62,0.11,196.54545454545456
2012-01-18,22.07,0.11,200.63636363636363
2012-01-19,22.51,0.11,204.63636363636365
2012-01-20,22.75,0.11,206.8181818181818
2012-01-23,22.36,0.11,203.27272727272728
2012-01-24,22.32,0.11,202.9090909090909
2012-01-25,22.96,0.11,208.72727272727275
2012-01-26,22.86,0.11,207.8181818181818
2012-01-27,22.78,0.11,207.0909090909091
2012-01-30,22.49,0.11,204.45454545454544
2012-01-31,22.81,0.11,207.36363636363635
2012-02-01,25.04,0.11,227.63636363636363
2012-02-02,25.53,0.11,232.0909090909091
2012-02-03,25.38,0.11,230.72727272727272
2012-02-06,25.13,0.11,228.45454545454544
2012-02-07,24.85,0.11,225.90909090909093
2012-02-08,25.27,0.11,229.72727272727272
2012-02-09,26.22,0.11,238.36363636363635
2012-02-10,25.58,0.11,232.54545454545453
2012-02-13,26.38,0.11,239.8181818181818
2012-02-14,26.7,0.11,242.72727272727272
2012-02-15,25.82,0.11,234.72727272727272
2012-02-16,26.31,0.11,239.18181818181816
2012-02-17,25.96,0.11,236.0
2012-02-21,26.2,0.11,238.1818181818182
2012-02-22,26.13,0.11,237.54545454545453
2012-02-23,26.25,0.11,238.63636363636363
2012-02-24,26.99,0.11,245.36363636363635
2012-02-27,26.88,0.11,244.36363636363635
2012-02-28,27.4,0.1,273.99999999999994
2012-02-29,27.05,0.1,270.5
2012-03-01,27.83,0.1,278.29999999999995
2012-03-02,27.54,0.1,275.4
2012-03-05,26.25,0.1,262.5
2012-03-06,25.64,0.1,256.4
2012-03-07,26.07,0.1,260.7
2012-03-08,26.31,0.1,263.09999999999997
2012-03-09,26.59,0.1,265.9
2012-03-12,27.24,0.1,272.4
2012-03-13,27.81,0.1,278.09999999999997
2012-03-14,27.17,0.1,271.7
2012-03-15,27.43,0.1,274.29999999999995
2012-03-16,27.12,0.1,271.2
2012-03-19,27.47,0.1,274.7
2012-03-20,27.22,0.1,272.2
2012-03-21,27.17,0.1,271.7
2012-03-22,26.59,0.1,265.9
2012-03-23,27.03,0.1,270.3
2012-03-26,27.66,0.1,276.59999999999997
2012-03-27,27.12,0.1,271.2
2012-03-28,26.66,0.1,266.59999999999997
2012-03-29,27.28,0.1,272.8
2012-03-30,27.65,0.1,276.49999999999994
2012-04-02,28.42,0.1,284.2
2012-04-03,28.42,0.1,284.2
2012-04-04,28.2,0.1,282.0
2012-04-05,28.44,0.1,284.4
2012-04-09,27.88,0.1,278.79999999999995
2012-04-10,27.26,0.1,272.6
2012-04-11,27.28,0.1,272.8
2012-04-12,27.79,0.1,277.9
2012-04-13,27.5,0.1,275.0
2012-04-16,27.05,0.1,270.5
2012-04-17,27.55,0.1,275.5
2012-04-18,27.66,0.1,276.59999999999997
2012-04-19,27.48,0.1,274.8
2012-04-20,27.1,0.1,271.0
2012-04-23,26.42,0.1,264.2
2012-04-24,25.74,0.1,257.4
2012-04-25,26.44,0.1,264.4
2012-04-26,25.98,0.1,259.8
2012-04-27,26.22,0.1,262.2
2012-04-30,26.12,0.1,261.2
2012-05-01,26.41,0.1,264.09999999999997
2012-05-02,26.36,0.1,263.59999999999997
2012-05-03,26.04,0.1,260.4
2012-05-04,25.3,0.1,253.0
2012-05-07,25.21,0.08,315.125
2012-05-08,24.92,0.08,311.5
2012-05-09,24.7,0.08,308.75
2012-05-10,23.94,0.08,299.25
2012-05-11,24.19,0.08,302.375
2012-05-14,23.77,0.08,297.125
2012-05-15,24.02,0.08,300.25
2012-05-16,24.23,0.08,302.875
2012-05-17,23.29,0.08,291.125
2012-05-18,22.44,0.08,280.5
2012-05-21,23.06,0.08,288.25
2012-05-22,23.26,0.08,290.75
2012-05-23,23.17,0.08,289.625
2012-05-24,21.43,0.08,267.875
2012-05-25,21.84,0.08,273.0
2012-05-29,21.81,0.08,272.625
