date,LYV,LYV_EPS,PE Ratio
2016-10-24,27.38,0.13,210.6153846153846
2016-10-25,27.79,0.13,213.76923076923075
2016-10-26,27.67,0.13,212.84615384615384
2016-10-27,27.06,0.13,208.15384615384613
2016-10-28,27.42,0.13,210.92307692307693
2016-10-31,27.67,0.13,212.84615384615384
2016-11-01,27.01,0.13,207.76923076923077
2016-11-02,26.73,0.13,205.6153846153846
2016-11-03,26.9,0.13,206.9230769230769
2016-11-04,26.81,0.13,206.23076923076923
2016-11-07,27.69,0.51,54.294117647058826
2016-11-08,27.91,0.51,54.72549019607843
2016-11-09,27.96,0.51,54.82352941176471
2016-11-10,28.78,0.51,56.431372549019606
2016-11-11,28.56,0.51,56.0
2016-11-14,28.47,0.51,55.8235294117647
2016-11-15,27.9,0.51,54.705882352941174
2016-11-16,27.85,0.51,54.6078431372549
2016-11-17,28.56,0.51,56.0
2016-11-18,28.05,0.51,55.0
2016-11-21,28.13,0.51,55.15686274509804
2016-11-22,27.85,0.51,54.6078431372549
2016-11-23,27.7,0.51,54.31372549019608
2016-11-25,27.74,0.51,54.3921568627451
2016-11-28,27.77,0.51,54.45098039215686
2016-11-29,28.12,0.51,55.13725490196079
2016-11-30,27.68,0.51,54.27450980392157
2016-12-01,27.51,0.51,53.94117647058824
2016-12-02,27.07,0.51,53.07843137254902
2016-12-05,27.33,0.51,53.588235294117645
2016-12-06,27.54,0.51,54.0
2016-12-07,28.04,0.51,54.98039215686274
2016-12-08,28.27,0.51,55.431372549019606
2016-12-09,27.9,0.51,54.705882352941174
2016-12-12,26.89,0.51,52.72549019607843
2016-12-13,27.16,0.51,53.254901960784316
2016-12-14,27.27,0.51,53.470588235294116
2016-12-15,26.84,0.51,52.627450980392155
2016-12-16,26.72,0.51,52.3921568627451
2016-12-19,26.64,0.51,52.23529411764706
2016-12-20,27.29,0.51,53.509803921568626
2016-12-21,27.2,0.51,53.33333333333333
2016-12-22,27.1,0.51,53.13725490196079
2016-12-23,27.24,0.51,53.41176470588235
2016-12-27,27.2,0.51,53.33333333333333
2016-12-28,26.87,0.51,52.68627450980392
2016-12-29,26.81,0.51,52.56862745098039
2016-12-30,26.6,0.51,52.15686274509804
2017-01-03,27.4,0.51,53.725490196078425
2017-01-04,27.63,0.51,54.17647058823529
2017-01-05,27.5,0.51,53.92156862745098
2017-01-06,27.68,0.51,54.27450980392157
2017-01-09,27.29,0.51,53.509803921568626
2017-01-10,27.65,0.51,54.2156862745098
2017-01-11,27.47,0.51,53.86274509803921
2017-01-12,27.44,0.51,53.80392156862745
2017-01-13,27.72,0.51,54.35294117647059
2017-01-17,27.66,0.51,54.23529411764706
2017-01-18,27.51,0.51,53.94117647058824
2017-01-19,27.34,0.51,53.6078431372549
2017-01-20,27.43,0.51,53.78431372549019
2017-01-23,27.53,0.51,53.98039215686275
2017-01-24,27.88,0.51,54.666666666666664
2017-01-25,28.07,0.51,55.03921568627451
2017-01-26,27.91,0.51,54.72549019607843
2017-01-27,28.1,0.51,55.09803921568628
2017-01-30,28.22,0.51,55.33333333333333
2017-01-31,28.62,0.51,56.11764705882353
2017-02-01,28.47,0.51,55.8235294117647
2017-02-02,28.62,0.51,56.11764705882353
2017-02-03,28.71,0.51,56.294117647058826
2017-02-06,28.67,0.51,56.21568627450981
2017-02-07,28.67,0.51,56.21568627450981
2017-02-08,28.57,0.51,56.01960784313725
2017-02-09,28.87,0.51,56.6078431372549
2017-02-10,28.88,0.51,56.627450980392155
2017-02-13,29.01,0.51,56.88235294117647
2017-02-14,29.03,0.51,56.92156862745098
2017-02-15,29.17,0.51,57.19607843137255
2017-02-16,29.29,0.51,57.431372549019606
2017-02-17,29.69,0.51,58.21568627450981
2017-02-21,30.47,0.51,59.745098039215684
2017-02-22,30.72,0.51,60.23529411764706
2017-02-23,29.76,-0.58,-51.31034482758621
2017-02-24,28.84,-0.58,-49.724137931034484
2017-02-27,28.93,-0.58,-49.87931034482759
2017-02-28,28.41,-0.58,-48.98275862068966
2017-03-01,28.83,-0.58,-49.706896551724135
2017-03-02,28.34,-0.58,-48.862068965517246
2017-03-03,28.41,-0.58,-48.98275862068966
2017-03-06,28.57,-0.58,-49.258620689655174
2017-03-07,28.35,-0.58,-48.879310344827594
2017-03-08,28.33,-0.58,-48.8448275862069
2017-03-09,28.39,-0.58,-48.94827586206897
2017-03-10,28.27,-0.58,-48.74137931034483
2017-03-13,28.67,-0.58,-49.431034482758626
2017-03-14,28.6,-0.58,-49.31034482758621
2017-03-15,28.86,-0.58,-49.758620689655174
2017-03-16,29.03,-0.58,-50.05172413793104
2017-03-17,29.25,-0.58,-50.431034482758626
2017-03-20,29.06,-0.58,-50.10344827586207
2017-03-21,28.95,-0.58,-49.91379310344828
2017-03-22,28.75,-0.58,-49.56896551724138
2017-03-23,29.3,-0.58,-50.51724137931035
2017-03-24,29.56,-0.58,-50.96551724137931
2017-03-27,29.65,-0.58,-51.12068965517241
2017-03-28,30.0,-0.58,-51.724137931034484
2017-03-29,30.07,-0.58,-51.844827586206904
2017-03-30,30.08,-0.58,-51.862068965517246
2017-03-31,30.37,-0.58,-52.362068965517246
2017-04-03,30.67,-0.58,-52.879310344827594
2017-04-04,30.97,-0.58,-53.396551724137936
2017-04-05,31.34,-0.58,-54.03448275862069
2017-04-06,31.26,-0.58,-53.896551724137936
2017-04-07,31.22,-0.58,-53.827586206896555
2017-04-10,31.25,-0.58,-53.87931034482759
2017-04-11,31.22,-0.58,-53.827586206896555
2017-04-12,30.92,-0.58,-53.31034482758621
2017-04-13,30.67,-0.58,-52.879310344827594
2017-04-17,30.89,-0.58,-53.258620689655174
2017-04-18,30.84,-0.58,-53.17241379310345
2017-04-19,31.28,-0.58,-53.931034482758626
2017-04-20,31.5,-0.58,-54.31034482758621
2017-04-21,31.25,-0.58,-53.87931034482759
2017-04-24,31.38,-0.58,-54.10344827586207
2017-04-25,31.85,-0.58,-54.913793103448285
2017-04-26,32.06,-0.58,-55.27586206896552
2017-04-27,32.22,-0.58,-55.55172413793104
2017-04-28,32.16,-0.58,-55.44827586206896
2017-05-01,32.3,-0.58,-55.689655172413794
2017-05-02,32.59,-0.58,-56.1896551724138
2017-05-03,32.13,-0.58,-55.396551724137936
2017-05-04,31.92,-0.22,-145.0909090909091
2017-05-05,34.55,-0.22,-157.04545454545453
2017-05-08,34.0,-0.22,-154.54545454545453
2017-05-09,33.98,-0.22,-154.45454545454544
2017-05-10,34.02,-0.22,-154.63636363636365
2017-05-11,34.0,-0.22,-154.54545454545453
2017-05-12,33.69,-0.22,-153.13636363636363
2017-05-15,34.15,-0.22,-155.22727272727272
2017-05-16,34.41,-0.22,-156.4090909090909
2017-05-17,33.79,-0.22,-153.5909090909091
2017-05-18,33.98,-0.22,-154.45454545454544
2017-05-19,33.86,-0.22,-153.9090909090909
2017-05-22,33.92,-0.22,-154.1818181818182
2017-05-23,33.61,-0.22,-152.77272727272728
2017-05-24,33.6,-0.22,-152.72727272727272
2017-05-25,34.2,-0.22,-155.45454545454547
2017-05-26,34.25,-0.22,-155.6818181818182
2017-05-30,34.19,-0.22,-155.4090909090909
2017-05-31,34.49,-0.22,-156.77272727272728
2017-06-01,34.77,-0.22,-158.04545454545456
2017-06-02,35.39,-0.22,-160.86363636363637
2017-06-05,35.02,-0.22,-159.1818181818182
2017-06-06,35.17,-0.22,-159.86363636363637
2017-06-07,35.5,-0.22,-161.36363636363637
2017-06-08,35.79,-0.22,-162.6818181818182
2017-06-09,35.93,-0.22,-163.3181818181818
2017-06-12,35.45,-0.22,-161.13636363636365
2017-06-13,35.86,-0.22,-163.0
2017-06-14,36.12,-0.22,-164.18181818181816
2017-06-15,36.14,-0.22,-164.27272727272728
2017-06-16,36.42,-0.22,-165.54545454545456
2017-06-19,35.67,-0.22,-162.13636363636365
2017-06-20,34.8,-0.22,-158.18181818181816
2017-06-21,34.65,-0.22,-157.5
2017-06-22,34.39,-0.22,-156.3181818181818
2017-06-23,34.84,-0.22,-158.36363636363637
2017-06-26,34.86,-0.22,-158.45454545454544
2017-06-27,34.66,-0.22,-157.54545454545453
2017-06-28,34.8,-0.22,-158.18181818181816
2017-06-29,34.63,-0.22,-157.4090909090909
2017-06-30,34.85,-0.22,-158.4090909090909
2017-07-03,34.52,-0.22,-156.90909090909093
2017-07-05,34.46,-0.22,-156.63636363636363
2017-07-06,34.01,-0.22,-154.5909090909091
2017-07-07,34.23,-0.22,-155.59090909090907
2017-07-10,34.66,-0.22,-157.54545454545453
2017-07-11,34.65,-0.22,-157.5
2017-07-12,35.11,-0.22,-159.5909090909091
2017-07-13,35.5,-0.22,-161.36363636363637
2017-07-14,35.48,-0.22,-161.27272727272725
2017-07-17,35.58,-0.22,-161.72727272727272
2017-07-18,35.7,-0.22,-162.27272727272728
2017-07-19,36.39,-0.22,-165.4090909090909
2017-07-20,36.38,-0.22,-165.36363636363637
2017-07-21,36.66,-0.22,-166.63636363636363
2017-07-24,36.86,-0.22,-167.54545454545453
2017-07-25,36.63,-0.22,-166.5
2017-07-26,36.7,-0.22,-166.81818181818184
2017-07-27,37.06,-0.22,-168.45454545454547
2017-07-28,37.48,-0.22,-170.36363636363635
2017-07-31,37.27,-0.22,-169.40909090909093
2017-08-01,37.54,-0.22,-170.63636363636363
2017-08-02,37.16,-0.22,-168.9090909090909
2017-08-03,37.32,-0.22,-169.63636363636363
2017-08-04,37.36,-0.22,-169.8181818181818
2017-08-07,37.89,-0.22,-172.22727272727272
2017-08-08,37.86,-0.22,-172.0909090909091
2017-08-09,37.5,0.3,125.0
2017-08-10,39.61,0.3,132.03333333333333
2017-08-11,38.34,0.3,127.80000000000001
2017-08-14,39.37,0.3,131.23333333333332
2017-08-15,39.79,0.3,132.63333333333333
2017-08-16,39.75,0.3,132.5
2017-08-17,39.04,0.3,130.13333333333333
2017-08-18,38.38,0.3,127.93333333333335
2017-08-21,38.98,0.3,129.93333333333334
2017-08-22,39.35,0.3,131.16666666666669
2017-08-23,39.23,0.3,130.76666666666665
2017-08-24,39.27,0.3,130.9
2017-08-25,39.28,0.3,130.93333333333334
2017-08-28,38.94,0.3,129.8
2017-08-29,38.9,0.3,129.66666666666666
2017-08-30,39.48,0.3,131.6
2017-08-31,39.96,0.3,133.20000000000002
2017-09-01,40.1,0.3,133.66666666666669
2017-09-05,40.24,0.3,134.13333333333335
2017-09-06,40.22,0.3,134.06666666666666
2017-09-07,40.18,0.3,133.93333333333334
2017-09-08,40.61,0.3,135.36666666666667
2017-09-11,41.16,0.3,137.2
2017-09-12,41.52,0.3,138.4
2017-09-13,41.45,0.3,138.16666666666669
2017-09-14,41.48,0.3,138.26666666666665
2017-09-15,42.09,0.3,140.3
2017-09-18,42.17,0.3,140.5666666666667
2017-09-19,43.19,0.3,143.96666666666667
2017-09-20,43.12,0.3,143.73333333333332
2017-09-21,43.58,0.3,145.26666666666668
2017-09-22,43.5,0.3,145.0
2017-09-25,42.84,0.3,142.8
2017-09-26,42.59,0.3,141.9666666666667
2017-09-27,43.01,0.3,143.36666666666667
2017-09-28,43.16,0.3,143.86666666666667
2017-09-29,43.55,0.3,145.16666666666666
2017-10-02,42.81,0.3,142.70000000000002
2017-10-03,42.66,0.3,142.2
2017-10-04,43.05,0.3,143.5
2017-10-05,42.88,0.3,142.93333333333334
2017-10-06,42.82,0.3,142.73333333333335
2017-10-09,42.85,0.3,142.83333333333334
2017-10-10,42.78,0.3,142.60000000000002
2017-10-11,42.79,0.3,142.63333333333333
2017-10-12,42.19,0.3,140.63333333333333
2017-10-13,41.97,0.3,139.9
2017-10-16,41.78,0.3,139.26666666666668
2017-10-17,41.41,0.3,138.03333333333333
2017-10-18,42.6,0.3,142.0
2017-10-19,43.1,0.3,143.66666666666669
2017-10-20,43.2,0.3,144.00000000000003
2017-10-23,43.14,0.3,143.8
2017-10-24,42.97,0.3,143.23333333333335
2017-10-25,42.25,0.3,140.83333333333334
2017-10-26,42.26,0.3,140.86666666666667
2017-10-27,43.19,0.3,143.96666666666667
2017-10-30,43.11,0.3,143.70000000000002
2017-10-31,43.78,0.3,145.93333333333334
2017-11-01,42.47,0.3,141.56666666666666
2017-11-02,40.92,0.57,71.78947368421053
2017-11-03,43.82,0.57,76.87719298245615
2017-11-06,44.48,0.57,78.03508771929825
2017-11-07,45.45,0.57,79.73684210526316
2017-11-08,45.45,0.57,79.73684210526316
2017-11-09,44.85,0.57,78.6842105263158
2017-11-10,44.77,0.57,78.54385964912282
2017-11-13,44.93,0.57,78.82456140350878
2017-11-14,46.16,0.57,80.98245614035088
2017-11-15,45.32,0.57,79.50877192982456
2017-11-16,45.36,0.57,79.57894736842105
2017-11-17,45.34,0.57,79.54385964912282
2017-11-20,43.97,0.57,77.14035087719299
2017-11-21,43.89,0.57,77.00000000000001
2017-11-22,44.42,0.57,77.92982456140352
2017-11-24,45.26,0.57,79.40350877192982
2017-11-27,45.39,0.57,79.63157894736842
2017-11-28,46.41,0.57,81.42105263157895
2017-11-29,45.69,0.57,80.15789473684211
2017-11-30,45.38,0.57,79.61403508771932
2017-12-01,44.7,0.57,78.42105263157896
2017-12-04,43.66,0.57,76.59649122807018
2017-12-05,43.35,0.57,76.05263157894738
2017-12-06,42.73,0.57,74.96491228070175
2017-12-07,43.59,0.57,76.47368421052633
2017-12-08,43.35,0.57,76.05263157894738
2017-12-11,43.59,0.57,76.47368421052633
2017-12-12,42.92,0.57,75.2982456140351
2017-12-13,42.69,0.57,74.89473684210526
2017-12-14,42.81,0.57,75.10526315789475
2017-12-15,42.63,0.57,74.78947368421053
2017-12-18,43.56,0.57,76.42105263157896
2017-12-19,44.06,0.57,77.2982456140351
2017-12-20,43.37,0.57,76.08771929824562
2017-12-21,43.1,0.57,75.6140350877193
2017-12-22,42.07,0.57,73.80701754385966
2017-12-26,42.41,0.57,74.40350877192982
2017-12-27,42.4,0.57,74.38596491228071
2017-12-28,42.61,0.57,74.75438596491229
2017-12-29,42.57,0.57,74.6842105263158
2018-01-02,42.65,0.57,74.82456140350878
2018-01-03,42.51,0.57,74.57894736842105
2018-01-04,42.27,0.57,74.15789473684212
2018-01-05,43.32,0.57,76.0
2018-01-08,43.05,0.57,75.52631578947368
2018-01-09,43.72,0.57,76.70175438596492
2018-01-10,43.59,0.57,76.47368421052633
2018-01-11,43.76,0.57,76.77192982456141
2018-01-12,44.43,0.57,77.94736842105264
2018-01-16,43.66,0.57,76.59649122807018
2018-01-17,42.07,0.57,73.80701754385966
2018-01-18,43.19,0.57,75.77192982456141
2018-01-19,43.7,0.57,76.66666666666667
2018-01-22,43.46,0.57,76.24561403508773
2018-01-23,44.0,0.57,77.19298245614036
2018-01-24,44.99,0.57,78.92982456140352
2018-01-25,45.16,0.57,79.2280701754386
2018-01-26,45.41,0.57,79.66666666666667
2018-01-29,45.03,0.57,79.00000000000001
2018-01-30,45.33,0.57,79.52631578947368
2018-01-31,45.06,0.57,79.05263157894738
2018-02-01,45.97,0.57,80.64912280701755
2018-02-02,44.73,0.57,78.47368421052632
2018-02-05,43.69,0.57,76.64912280701755
2018-02-06,43.94,0.57,77.08771929824562
2018-02-07,44.22,0.57,77.57894736842105
2018-02-08,43.1,0.57,75.6140350877193
2018-02-09,42.74,0.57,74.98245614035089
2018-02-12,43.41,0.57,76.15789473684211
2018-02-13,44.16,0.57,77.47368421052632
2018-02-14,45.31,0.57,79.49122807017545
2018-02-15,46.93,0.57,82.33333333333334
2018-02-16,46.95,0.57,82.36842105263159
2018-02-20,46.86,0.57,82.21052631578948
2018-02-21,47.36,0.57,83.08771929824562
2018-02-22,47.83,0.57,83.91228070175438
2018-02-23,48.27,0.57,84.68421052631581
2018-02-26,48.59,0.57,85.24561403508773
2018-02-27,47.75,-1.13,-42.256637168141594
2018-02-28,44.8,-1.13,-39.64601769911504
2018-03-01,42.09,-1.13,-37.247787610619476
2018-03-02,43.89,-1.13,-38.840707964601776
2018-03-05,44.03,-1.13,-38.96460176991151
2018-03-06,44.12,-1.13,-39.04424778761062
2018-03-07,43.89,-1.13,-38.840707964601776
2018-03-08,44.51,-1.13,-39.389380530973455
2018-03-09,45.05,-1.13,-39.86725663716814
2018-03-12,45.48,-1.13,-40.24778761061947
2018-03-13,45.15,-1.13,-39.955752212389385
2018-03-14,44.81,-1.13,-39.654867256637175
2018-03-15,45.35,-1.13,-40.13274336283186
2018-03-16,44.94,-1.13,-39.76991150442478
2018-03-19,44.05,-1.13,-38.982300884955755
2018-03-20,44.42,-1.13,-39.30973451327434
2018-03-21,43.09,-1.13,-38.13274336283187
2018-03-22,42.5,-1.13,-37.61061946902655
2018-03-23,41.9,-1.13,-37.07964601769912
2018-03-26,43.31,-1.13,-38.32743362831859
2018-03-27,42.04,-1.13,-37.20353982300885
2018-03-28,41.92,-1.13,-37.09734513274337
2018-03-29,42.14,-1.13,-37.29203539823009
2018-04-02,38.17,-1.13,-33.77876106194691
2018-04-03,36.61,-1.13,-32.39823008849558
2018-04-04,38.43,-1.13,-34.008849557522126
2018-04-05,38.97,-1.13,-34.48672566371682
2018-04-06,37.75,-1.13,-33.4070796460177
2018-04-09,37.32,-1.13,-33.02654867256638
2018-04-10,38.31,-1.13,-33.90265486725664
2018-04-11,37.99,-1.13,-33.61946902654868
2018-04-12,38.03,-1.13,-33.654867256637175
2018-04-13,37.78,-1.13,-33.43362831858408
2018-04-16,38.49,-1.13,-34.061946902654874
2018-04-17,38.97,-1.13,-34.48672566371682
2018-04-18,39.38,-1.13,-34.8495575221239
2018-04-19,39.47,-1.13,-34.929203539823014
2018-04-20,39.25,-1.13,-34.73451327433629
2018-04-23,40.11,-1.13,-35.495575221238944
2018-04-24,39.8,-1.13,-35.2212389380531
2018-04-25,39.47,-1.13,-34.929203539823014
2018-04-26,40.27,-1.13,-35.63716814159292
2018-04-27,39.56,-1.13,-35.008849557522126
2018-04-30,39.47,-1.13,-34.929203539823014
2018-05-01,39.75,-1.13,-35.17699115044248
2018-05-02,40.11,-1.13,-35.495575221238944
2018-05-03,40.43,-0.24,-168.45833333333334
2018-05-04,45.5,-0.24,-189.58333333333334
2018-05-07,45.07,-0.24,-187.79166666666669
2018-05-08,43.04,-0.24,-179.33333333333334
2018-05-09,42.87,-0.24,-178.625
2018-05-10,42.8,-0.24,-178.33333333333331
2018-05-11,42.52,-0.24,-177.16666666666669
2018-05-14,42.72,-0.24,-178.0
2018-05-15,43.9,-0.24,-182.91666666666666
2018-05-16,43.83,-0.24,-182.625
2018-05-17,44.43,-0.24,-185.125
2018-05-18,44.31,-0.24,-184.62500000000003
2018-05-21,44.86,-0.24,-186.91666666666666
2018-05-22,44.44,-0.24,-185.16666666666666
2018-05-23,44.06,-0.24,-183.58333333333334
2018-05-24,43.5,-0.24,-181.25
2018-05-25,43.37,-0.24,-180.70833333333334
2018-05-29,42.91,-0.24,-178.79166666666666
2018-05-30,43.33,-0.24,-180.54166666666666
2018-05-31,42.63,-0.24,-177.62500000000003
2018-06-01,43.57,-0.24,-181.54166666666669
2018-06-04,43.52,-0.24,-181.33333333333334
2018-06-05,43.66,-0.24,-181.91666666666666
2018-06-06,44.88,-0.24,-187.00000000000003
2018-06-07,45.16,-0.24,-188.16666666666666
2018-06-08,45.86,-0.24,-191.08333333333334
2018-06-11,46.11,-0.24,-192.125
2018-06-12,46.18,-0.24,-192.41666666666669
2018-06-13,46.48,-0.24,-193.66666666666666
2018-06-14,46.55,-0.24,-193.95833333333334
2018-06-15,46.93,-0.24,-195.54166666666669
2018-06-18,46.97,-0.24,-195.70833333333334
2018-06-19,46.96,-0.24,-195.66666666666669
2018-06-20,47.11,-0.24,-196.29166666666669
2018-06-21,47.03,-0.24,-195.95833333333334
2018-06-22,48.73,-0.24,-203.04166666666666
2018-06-25,47.77,-0.24,-199.04166666666669
2018-06-26,47.76,-0.24,-199.0
2018-06-27,46.98,-0.24,-195.75
2018-06-28,48.69,-0.24,-202.875
2018-06-29,48.57,-0.24,-202.375
2018-07-02,49.17,-0.24,-204.87500000000003
2018-07-03,48.22,-0.24,-200.91666666666666
2018-07-05,49.08,-0.24,-204.5
2018-07-06,49.69,-0.24,-207.04166666666666
2018-07-09,50.04,-0.24,-208.5
2018-07-10,49.96,-0.24,-208.16666666666669
2018-07-11,49.77,-0.24,-207.37500000000003
2018-07-12,51.18,-0.24,-213.25
2018-07-13,51.54,-0.24,-214.75
2018-07-16,51.24,-0.24,-213.50000000000003
2018-07-17,51.44,-0.24,-214.33333333333334
2018-07-18,51.77,-0.24,-215.70833333333334
2018-07-19,51.27,-0.24,-213.62500000000003
2018-07-20,51.27,-0.24,-213.62500000000003
2018-07-23,51.01,-0.24,-212.54166666666666
2018-07-24,51.81,-0.24,-215.87500000000003
2018-07-25,52.41,-0.24,-218.375
2018-07-26,51.6,0.25,206.4
2018-07-27,50.35,0.25,201.4
2018-07-30,48.85,0.25,195.4
2018-07-31,49.28,0.25,197.12
2018-08-01,49.12,0.25,196.48
2018-08-02,49.48,0.25,197.92
2018-08-03,49.02,0.25,196.08
2018-08-06,49.53,0.25,198.12
2018-08-07,49.7,0.25,198.8
2018-08-08,49.49,0.25,197.96
2018-08-09,49.26,0.25,197.04
2018-08-10,49.2,0.25,196.8
2018-08-13,48.93,0.25,195.72
2018-08-14,49.17,0.25,196.68
2018-08-15,48.49,0.25,193.96
2018-08-16,48.69,0.25,194.76
2018-08-17,48.15,0.25,192.6
2018-08-20,48.21,0.25,192.84
2018-08-21,49.2,0.25,196.8
2018-08-22,49.56,0.25,198.24
2018-08-23,49.2,0.25,196.8
2018-08-24,49.48,0.25,197.92
2018-08-27,49.58,0.25,198.32
2018-08-28,49.69,0.25,198.76
2018-08-29,49.65,0.25,198.6
2018-08-30,49.39,0.25,197.56
2018-08-31,49.68,0.25,198.72
2018-09-04,50.31,0.25,201.24
2018-09-05,49.41,0.25,197.64
2018-09-06,49.47,0.25,197.88
2018-09-07,49.92,0.25,199.68
2018-09-10,50.29,0.25,201.16
2018-09-11,51.46,0.25,205.84
2018-09-12,52.83,0.25,211.32
2018-09-13,54.58,0.25,218.32
2018-09-14,54.71,0.25,218.84
2018-09-17,53.47,0.25,213.88
2018-09-18,53.67,0.25,214.68
2018-09-19,52.73,0.25,210.92
2018-09-20,52.39,0.25,209.56
2018-09-21,53.41,0.25,213.64
2018-09-24,53.52,0.25,214.08
2018-09-25,53.67,0.25,214.68
2018-09-26,53.49,0.25,213.96
2018-09-27,53.9,0.25,215.6
2018-09-28,54.47,0.25,217.88
2018-10-01,54.1,0.25,216.4
2018-10-02,54.58,0.25,218.32
2018-10-03,54.83,0.25,219.32
2018-10-04,52.68,0.25,210.72
2018-10-05,52.29,0.25,209.16
2018-10-08,51.8,0.25,207.2
2018-10-09,50.62,0.25,202.48
2018-10-10,49.58,0.25,198.32
2018-10-11,49.5,0.25,198.0
2018-10-12,51.42,0.25,205.68
2018-10-15,51.94,0.25,207.76
2018-10-16,53.85,0.25,215.4
2018-10-17,53.48,0.25,213.92
2018-10-18,52.6,0.25,210.4
2018-10-19,51.68,0.25,206.72
2018-10-22,52.61,0.25,210.44
2018-10-23,51.37,0.25,205.48
2018-10-24,49.28,0.25,197.12
2018-10-25,50.7,0.25,202.8
2018-10-26,50.06,0.25,200.24
2018-10-29,49.09,0.25,196.36
2018-10-30,50.23,0.25,200.92
2018-10-31,52.3,0.25,209.2
2018-11-01,53.19,0.73,72.86301369863014
2018-11-02,54.85,0.73,75.13698630136987
2018-11-05,55.13,0.73,75.52054794520548
2018-11-06,55.4,0.73,75.89041095890411
2018-11-07,56.64,0.73,77.58904109589041
2018-11-08,57.43,0.73,78.67123287671232
2018-11-09,56.4,0.73,77.26027397260275
2018-11-12,55.44,0.73,75.94520547945206
2018-11-13,55.86,0.73,76.52054794520548
2018-11-14,53.57,0.73,73.38356164383562
2018-11-15,54.5,0.73,74.65753424657534
2018-11-16,54.37,0.73,74.47945205479452
2018-11-19,53.03,0.73,72.64383561643837
2018-11-20,51.38,0.73,70.38356164383562
2018-11-21,52.69,0.73,72.17808219178082
2018-11-23,53.36,0.73,73.0958904109589
2018-11-26,54.63,0.73,74.83561643835617
2018-11-27,53.02,0.73,72.63013698630138
2018-11-28,55.13,0.73,75.52054794520548
2018-11-29,55.91,0.73,76.58904109589041
2018-11-30,55.68,0.73,76.27397260273973
2018-12-03,55.44,0.73,75.94520547945206
2018-12-04,54.37,0.73,74.47945205479452
2018-12-06,56.5,0.73,77.3972602739726
2018-12-07,55.11,0.73,75.4931506849315
2018-12-10,54.34,0.73,74.43835616438356
2018-12-11,54.16,0.73,74.1917808219178
2018-12-12,54.69,0.73,74.91780821917808
2018-12-13,54.62,0.73,74.82191780821918
2018-12-14,53.9,0.73,73.83561643835617
2018-12-17,52.36,0.73,71.72602739726028
2018-12-18,52.62,0.73,72.08219178082192
2018-12-19,51.14,0.73,70.05479452054794
2018-12-20,50.06,0.73,68.57534246575342
2018-12-21,48.76,0.73,66.79452054794521
2018-12-24,46.2,0.73,63.28767123287672
2018-12-26,48.56,0.73,66.52054794520548
2018-12-27,48.82,0.73,66.87671232876713
2018-12-28,48.24,0.73,66.08219178082192
2018-12-31,49.25,0.73,67.46575342465754
2019-01-02,48.31,0.73,66.17808219178083
2019-01-03,47.69,0.73,65.32876712328768
2019-01-04,50.0,0.73,68.4931506849315
2019-01-07,50.9,0.73,69.72602739726027
2019-01-08,52.11,0.73,71.38356164383562
2019-01-09,52.74,0.73,72.24657534246576
2019-01-10,53.01,0.73,72.61643835616438
2019-01-11,53.47,0.73,73.24657534246576
2019-01-14,53.95,0.73,73.9041095890411
2019-01-15,54.14,0.73,74.16438356164385
2019-01-16,52.52,0.73,71.94520547945206
2019-01-17,53.12,0.73,72.76712328767123
2019-01-18,54.04,0.73,74.02739726027397
2019-01-22,52.87,0.73,72.42465753424658
2019-01-23,52.8,0.73,72.32876712328768
2019-01-24,52.88,0.73,72.43835616438356
2019-01-25,53.39,0.73,73.13698630136986
2019-01-28,52.83,0.73,72.36986301369863
2019-01-29,52.56,0.73,72.0
2019-01-30,53.23,0.73,72.91780821917808
2019-01-31,53.51,0.73,73.3013698630137
2019-02-01,52.77,0.73,72.28767123287672
2019-02-04,53.17,0.73,72.83561643835617
2019-02-05,53.34,0.73,73.06849315068494
2019-02-06,53.15,0.73,72.8082191780822
2019-02-07,53.49,0.73,73.27397260273973
2019-02-08,54.2,0.73,74.24657534246576
2019-02-11,54.02,0.73,74.0
2019-02-12,55.07,0.73,75.43835616438356
2019-02-13,55.15,0.73,75.54794520547945
2019-02-14,55.37,0.73,75.84931506849315
2019-02-15,56.34,0.73,77.17808219178083
2019-02-19,55.69,0.73,76.2876712328767
2019-02-20,55.65,0.73,76.23287671232876
2019-02-21,55.87,0.73,76.53424657534246
2019-02-22,56.86,0.73,77.89041095890411
2019-02-25,56.77,0.73,77.76712328767124
2019-02-26,56.35,0.73,77.19178082191782
2019-02-27,56.35,0.73,77.19178082191782
2019-02-28,56.56,-0.83,-68.14457831325302
2019-03-01,61.04,-0.83,-73.5421686746988
2019-03-04,60.76,-0.83,-73.20481927710844
2019-03-05,61.04,-0.83,-73.5421686746988
2019-03-06,60.93,-0.83,-73.40963855421687
2019-03-07,60.78,-0.83,-73.2289156626506
2019-03-08,60.79,-0.83,-73.24096385542168
2019-03-11,62.24,-0.83,-74.98795180722892
2019-03-12,63.13,-0.83,-76.06024096385543
2019-03-13,62.68,-0.83,-75.51807228915663
2019-03-14,63.56,-0.83,-76.57831325301206
2019-03-15,63.46,-0.83,-76.45783132530121
2019-03-18,63.08,-0.83,-76.0
2019-03-19,62.64,-0.83,-75.46987951807229
2019-03-20,63.15,-0.83,-76.08433734939759
2019-03-21,64.28,-0.83,-77.44578313253012
2019-03-22,62.95,-0.83,-75.84337349397592
