date,INTU,INTU_EPS,PE Ratio
1993-06-25,2.73,0.02,136.5
1993-06-28,2.75,0.02,137.5
1993-06-29,2.67,0.02,133.5
1993-06-30,2.71,0.02,135.5
1993-07-01,2.6,0.02,130.0
1993-07-02,2.67,0.02,133.5
1993-07-06,2.63,0.02,131.5
1993-07-07,2.63,0.02,131.5
1993-07-08,2.68,0.02,134.0
1993-07-09,2.67,0.02,133.5
1993-07-12,2.67,0.02,133.5
1993-07-13,2.71,0.02,135.5
1993-07-14,2.66,0.02,133.0
1993-07-15,2.71,0.02,135.5
1993-07-16,2.69,0.02,134.5
1993-07-19,2.65,0.02,132.5
1993-07-20,2.63,0.02,131.5
1993-07-21,2.52,0.02,126.0
1993-07-22,2.43,0.02,121.5
1993-07-23,2.42,0.02,121.0
1993-07-26,2.44,0.02,122.0
1993-07-27,2.44,0.02,122.0
1993-07-28,2.35,0.02,117.5
1993-07-29,2.4,0.02,120.0
1993-07-30,2.4,0.02,120.0
1993-08-02,2.44,0.02,122.0
1993-08-03,2.4,0.02,120.0
1993-08-04,2.42,0.02,121.0
1993-08-05,2.52,0.02,126.0
1993-08-06,2.52,0.02,126.0
1993-08-09,2.6,0.02,130.0
1993-08-10,2.67,0.02,133.5
1993-08-11,2.69,0.02,134.5
1993-08-12,2.67,0.02,133.5
1993-08-13,2.7,0.02,135.0
1993-08-16,2.67,0.02,133.5
1993-08-17,2.67,0.02,133.5
1993-08-18,2.71,0.02,135.5
1993-08-19,2.67,0.02,133.5
1993-08-20,2.69,0.02,134.5
1993-08-23,2.71,0.02,135.5
1993-08-24,2.59,0.02,129.5
1993-08-25,2.67,0.02,133.5
1993-08-26,2.6,0.02,130.0
1993-08-27,2.63,0.02,131.5
1993-08-30,2.63,0.02,131.5
1993-08-31,2.6,0.02,130.0
1993-09-01,2.69,0.02,134.5
1993-09-02,2.68,0.02,134.0
1993-09-03,2.67,0.02,133.5
1993-09-07,2.75,0.02,137.5
1993-09-08,2.79,0.02,139.5
1993-09-09,2.92,0.02,146.0
1993-09-10,3.04,0.02,152.0
1993-09-13,3.13,0.02,156.5
1993-09-14,3.15,0.02,157.5
1993-09-15,3.15,0.02,157.5
1993-09-16,3.15,0.02,157.5
1993-09-17,3.14,0.02,157.0
1993-09-20,2.96,0.02,148.0
1993-09-21,2.88,0.02,144.0
1993-09-22,2.81,0.02,140.5
1993-09-23,2.77,0.02,138.5
1993-09-24,2.65,0.02,132.5
1993-09-27,2.7,0.02,135.0
1993-09-28,2.9,0.02,145.0
1993-09-29,2.96,0.02,148.0
1993-09-30,2.94,0.02,147.0
1993-10-01,2.88,0.02,144.0
1993-10-04,2.85,0.02,142.5
1993-10-05,2.75,0.02,137.5
1993-10-06,2.77,0.02,138.5
1993-10-07,2.83,0.02,141.5
1993-10-08,2.76,0.02,138.0
1993-10-11,2.79,0.02,139.5
1993-10-12,2.81,0.02,140.5
1993-10-13,2.83,0.02,141.5
1993-10-14,2.92,0.02,146.0
1993-10-15,2.96,0.02,148.0
1993-10-18,3.0,0.02,150.0
1993-10-19,2.94,0.02,147.0
1993-10-20,2.9,0.02,145.0
1993-10-21,2.92,0.02,146.0
1993-10-22,2.88,0.02,144.0
1993-10-25,2.85,0.02,142.5
1993-10-26,2.81,0.02,140.5
1993-10-27,2.79,0.02,139.5
1993-10-28,2.78,0.02,139.0
1993-10-29,2.82,0.02,141.0
1993-11-01,3.0,0.02,150.0
1993-11-02,3.19,0.02,159.5
1993-11-03,3.23,0.02,161.5
1993-11-04,3.19,0.02,159.5
1993-11-05,3.19,0.02,159.5
1993-11-08,3.15,0.02,157.5
1993-11-09,3.63,0.02,181.5
1993-11-10,3.73,0.02,186.5
1993-11-11,3.83,0.02,191.5
1993-11-12,3.79,0.02,189.5
1993-11-15,3.63,0.02,181.5
1993-11-16,3.52,0.02,176.0
1993-11-17,3.46,0.02,173.0
1993-11-18,3.47,0.02,173.5
1993-11-19,3.5,0.02,175.0
1993-11-22,3.42,0.02,171.0
1993-11-23,3.46,0.02,173.0
1993-11-24,3.42,0.02,171.0
1993-11-26,3.46,0.02,173.0
1993-11-29,3.33,0.02,166.5
1993-11-30,3.23,0.02,161.5
1993-12-01,3.48,0.02,174.0
1993-12-02,3.43,0.02,171.5
1993-12-03,3.31,0.02,165.5
1993-12-06,3.42,0.02,171.0
1993-12-07,3.33,0.02,166.5
1993-12-08,3.38,0.02,169.0
1993-12-09,3.31,0.02,165.5
1993-12-10,3.17,0.02,158.5
1993-12-13,3.23,0.02,161.5
1993-12-14,3.23,0.02,161.5
1993-12-15,3.23,0.02,161.5
1993-12-16,3.13,0.02,156.5
1993-12-17,3.35,0.02,167.5
1993-12-20,3.48,0.02,174.0
1993-12-21,3.54,0.02,177.0
1993-12-22,3.52,0.02,176.0
1993-12-23,3.52,0.02,176.0
1993-12-27,3.56,0.02,178.0
1993-12-28,3.56,0.02,178.0
1993-12-29,3.58,0.02,179.0
1993-12-30,3.58,0.02,179.0
1993-12-31,3.55,0.02,177.5
1994-01-03,3.48,0.02,174.0
1994-01-04,3.45,0.02,172.5
1994-01-05,3.35,0.02,167.5
1994-01-06,3.45,0.02,172.5
1994-01-07,3.44,0.02,172.0
1994-01-10,3.47,0.02,173.5
1994-01-11,3.46,0.02,173.0
1994-01-12,3.5,0.02,175.0
1994-01-13,3.58,0.02,179.0
1994-01-14,3.68,0.02,184.0
1994-01-17,3.75,0.02,187.5
1994-01-18,3.86,0.02,193.0
1994-01-19,3.83,0.02,191.5
1994-01-20,3.84,0.02,192.0
1994-01-21,3.83,0.02,191.5
1994-01-24,3.9,0.02,195.0
1994-01-25,3.88,0.02,194.0
1994-01-26,3.81,0.02,190.5
1994-01-27,3.78,0.02,189.0
1994-01-28,3.88,0.02,194.0
1994-01-31,3.89,0.02,194.5
1994-02-01,3.96,0.02,198.0
1994-02-02,3.96,0.02,198.0
1994-02-03,4.05,0.02,202.5
1994-02-04,3.95,0.02,197.5
1994-02-07,3.92,0.02,196.0
1994-02-08,4.0,0.02,200.0
1994-02-09,3.85,0.02,192.5
1994-02-10,3.9,0.02,195.0
1994-02-11,3.88,0.02,194.0
1994-02-14,3.9,0.02,195.0
1994-02-15,3.92,0.02,196.0
1994-02-16,3.92,0.02,196.0
1994-02-17,3.94,0.02,197.0
1994-02-18,3.85,0.02,192.5
1994-02-22,3.9,0.02,195.0
1994-02-23,3.88,0.02,194.0
1994-02-24,3.8,0.02,190.0
1994-02-25,3.75,0.02,187.5
1994-02-28,3.75,0.02,187.5
1994-03-01,3.75,0.02,187.5
1994-03-02,3.81,0.02,190.5
1994-03-03,3.81,0.02,190.5
1994-03-04,3.78,0.02,189.0
1994-03-07,3.82,0.02,191.0
1994-03-08,3.8,0.02,190.0
1994-03-09,3.81,0.02,190.5
1994-03-10,3.79,0.02,189.5
1994-03-11,3.75,0.02,187.5
1994-03-14,3.75,0.02,187.5
1994-03-15,3.77,0.02,188.5
1994-03-16,3.69,0.02,184.5
1994-03-17,3.58,0.02,179.0
1994-03-18,3.58,0.02,179.0
1994-03-21,3.52,0.02,176.0
1994-03-22,3.56,0.02,178.0
1994-03-23,3.65,0.02,182.5
1994-03-24,3.52,0.02,176.0
1994-03-25,3.31,0.02,165.5
1994-03-28,3.17,0.02,158.5
1994-03-29,3.08,0.02,154.0
1994-03-30,3.11,0.02,155.5
1994-03-31,3.03,0.02,151.5
1994-04-04,2.92,0.02,146.0
1994-04-05,3.04,0.02,152.0
1994-04-06,2.93,0.02,146.5
1994-04-07,2.86,0.02,143.0
1994-04-08,2.66,0.02,133.0
1994-04-11,2.73,0.02,136.5
1994-04-12,2.79,0.02,139.5
1994-04-13,2.68,0.02,134.0
1994-04-14,2.63,0.02,131.5
1994-04-15,2.6,0.02,130.0
1994-04-18,2.57,0.02,128.5
1994-04-19,2.42,0.02,121.0
1994-04-20,2.33,0.02,116.5
1994-04-21,2.44,0.02,122.0
1994-04-22,2.5,0.02,125.0
1994-04-25,2.67,0.02,133.5
1994-04-26,2.84,0.02,142.0
1994-04-28,2.96,0.02,148.0
1994-04-29,3.0,0.02,150.0
1994-05-02,2.95,0.02,147.5
1994-05-03,2.9,0.02,145.0
1994-05-04,2.83,0.02,141.5
1994-05-05,2.58,0.02,129.0
1994-05-06,2.54,0.02,127.0
1994-05-09,2.44,0.02,122.0
1994-05-10,2.44,0.02,122.0
1994-05-11,2.27,0.02,113.5
1994-05-12,2.5,0.02,125.0
1994-05-13,2.56,0.02,128.0
1994-05-16,2.52,0.02,126.0
1994-05-17,2.46,0.02,123.0
1994-05-18,2.64,0.02,132.0
1994-05-19,2.79,0.02,139.5
1994-05-20,2.69,0.02,134.5
1994-05-23,2.77,0.02,138.5
1994-05-24,2.75,0.02,137.5
1994-05-25,2.71,0.02,135.5
1994-05-26,2.68,0.02,134.0
1994-05-27,2.79,0.02,139.5
1994-05-31,2.9,0.02,145.0
1994-06-01,2.9,0.02,145.0
1994-06-02,3.0,0.02,150.0
1994-06-03,3.0,0.02,150.0
1994-06-06,3.04,0.02,152.0
1994-06-07,2.91,0.02,145.5
1994-06-08,2.79,0.02,139.5
1994-06-09,2.69,0.02,134.5
1994-06-10,2.79,0.02,139.5
1994-06-13,2.81,0.02,140.5
1994-06-14,2.92,0.02,146.0
1994-06-15,2.93,0.02,146.5
1994-06-16,2.78,0.02,139.0
1994-06-17,2.79,0.02,139.5
1994-06-20,2.73,0.02,136.5
1994-06-21,2.65,0.02,132.5
1994-06-22,2.67,0.02,133.5
1994-06-23,2.53,0.02,126.49999999999999
1994-06-24,2.61,0.02,130.5
1994-06-27,2.6,0.02,130.0
1994-06-28,2.7,0.02,135.0
1994-06-29,2.82,0.02,141.0
1994-06-30,2.77,0.02,138.5
1994-07-01,2.81,0.02,140.5
1994-07-05,2.79,0.02,139.5
1994-07-06,2.85,0.02,142.5
1994-07-07,2.82,0.02,141.0
1994-07-08,2.88,0.02,144.0
1994-07-11,2.92,0.02,146.0
1994-07-12,2.92,0.02,146.0
1994-07-13,3.15,0.02,157.5
1994-07-14,3.23,0.02,161.5
1994-07-15,3.17,0.02,158.5
1994-07-18,3.14,0.02,157.0
1994-07-19,3.07,0.02,153.5
1994-07-20,2.91,0.02,145.5
1994-07-21,2.86,0.02,143.0
1994-07-22,2.91,0.02,145.5
1994-07-25,2.92,0.02,146.0
1994-07-26,2.94,0.02,147.0
1994-07-27,2.97,0.02,148.5
1994-07-28,2.96,0.02,148.0
1994-07-29,3.0,0.02,150.0
1994-08-01,3.05,0.02,152.5
1994-08-02,3.13,0.02,156.5
1994-08-03,3.15,0.02,157.5
1994-08-04,2.96,0.02,148.0
1994-08-05,2.92,0.02,146.0
1994-08-08,2.96,0.02,148.0
1994-08-09,3.04,0.02,152.0
1994-08-10,3.1,0.02,155.0
1994-08-11,3.25,0.02,162.5
1994-08-12,3.31,0.02,165.5
1994-08-15,3.29,0.02,164.5
1994-08-16,3.44,0.02,172.0
1994-08-17,3.46,0.02,173.0
1994-08-18,3.33,0.02,166.5
1994-08-19,3.33,0.02,166.5
1994-08-22,3.48,0.02,174.0
1994-08-23,3.59,0.02,179.5
1994-08-24,3.69,0.02,184.5
1994-08-25,3.67,0.02,183.5
1994-08-26,3.67,0.02,183.5
1994-08-29,3.68,0.02,184.0
1994-08-30,3.58,0.02,179.0
1994-08-31,3.56,0.02,178.0
1994-09-01,3.54,0.02,177.0
1994-09-02,3.56,0.02,178.0
1994-09-06,3.63,0.02,181.5
1994-09-07,3.63,0.02,181.5
1994-09-08,3.69,0.02,184.5
1994-09-09,3.58,0.02,179.0
1994-09-12,3.56,0.02,178.0
1994-09-13,3.52,0.02,176.0
1994-09-14,3.51,0.02,175.49999999999997
1994-09-15,3.48,0.02,174.0
1994-09-16,3.34,0.02,167.0
1994-09-19,3.41,0.02,170.5
1994-09-20,3.38,0.02,169.0
1994-09-21,3.31,0.02,165.5
1994-09-22,3.34,0.02,167.0
1994-09-23,3.24,0.02,162.0
1994-09-26,3.31,0.02,165.5
1994-09-27,3.46,0.02,173.0
1994-09-28,3.69,0.02,184.5
1994-09-29,3.65,0.02,182.5
1994-09-30,3.65,0.02,182.5
1994-10-03,3.6,0.02,180.0
1994-10-04,3.46,0.02,173.0
1994-10-05,3.44,0.02,172.0
1994-10-06,3.4,0.02,170.0
1994-10-07,3.5,0.02,175.0
1994-10-10,3.56,0.02,178.0
1994-10-11,3.72,0.02,186.0
1994-10-12,3.92,0.02,196.0
1994-10-13,4.19,0.02,209.50000000000003
1994-10-14,5.61,0.02,280.5
1994-10-17,5.5,0.02,275.0
1994-10-18,5.52,0.02,276.0
1994-10-19,5.6,0.02,280.0
1994-10-20,5.69,0.02,284.5
1994-10-21,5.67,0.02,283.5
1994-10-24,5.54,0.02,277.0
1994-10-25,5.49,0.02,274.5
1994-10-26,5.66,0.02,283.0
1994-10-27,5.67,0.02,283.5
1994-10-28,5.72,0.02,286.0
1994-10-31,5.88,0.02,294.0
1994-11-01,5.79,0.02,289.5
1994-11-02,5.79,0.02,289.5
1994-11-03,5.75,0.02,287.5
1994-11-04,5.65,0.02,282.5
1994-11-07,5.58,0.02,279.0
1994-11-08,5.67,0.02,283.5
1994-11-09,5.67,0.02,283.5
1994-11-10,5.63,0.02,281.5
1994-11-11,5.52,0.02,276.0
1994-11-14,5.63,0.02,281.5
1994-11-15,5.69,0.02,284.5
1994-11-16,5.67,0.02,283.5
1994-11-17,5.75,0.02,287.5
1994-11-18,5.68,0.02,284.0
1994-11-21,5.71,0.02,285.5
1994-11-22,5.52,0.02,276.0
1994-11-23,5.48,0.02,274.0
1994-11-25,5.57,0.02,278.5
1994-11-28,5.71,0.02,285.5
1994-11-29,5.76,0.02,288.0
1994-11-30,5.81,0.02,290.5
1994-12-01,5.79,0.02,289.5
1994-12-02,5.6,0.02,280.0
1994-12-05,5.56,0.02,278.0
1994-12-06,5.56,0.02,278.0
1994-12-07,5.56,0.02,278.0
1994-12-08,5.45,0.02,272.5
1994-12-09,5.4,0.02,270.0
1994-12-12,5.46,0.02,273.0
1994-12-13,5.6,0.02,280.0
1994-12-14,5.63,0.02,281.5
1994-12-15,5.69,0.02,284.5
1994-12-16,5.69,0.02,284.5
1994-12-19,5.73,0.02,286.5
1994-12-20,5.5,0.02,275.0
1994-12-21,5.63,0.02,281.5
1994-12-22,5.56,0.02,278.0
1994-12-23,5.6,0.02,280.0
1994-12-27,5.58,0.02,279.0
1994-12-28,5.54,0.02,277.0
1994-12-29,5.56,0.02,278.0
1994-12-30,5.56,0.02,278.0
1995-01-03,5.58,0.02,279.0
1995-01-04,5.58,0.02,279.0
1995-01-05,5.67,0.02,283.5
1995-01-06,5.71,0.02,285.5
1995-01-09,5.71,0.02,285.5
1995-01-10,5.73,0.02,286.5
1995-01-11,5.73,0.02,286.5
1995-01-12,5.68,0.02,284.0
1995-01-13,5.79,0.02,289.5
1995-01-16,5.77,0.02,288.5
1995-01-17,5.81,0.02,290.5
1995-01-18,5.77,0.02,288.5
1995-01-19,5.71,0.02,285.5
1995-01-20,5.56,0.02,278.0
1995-01-23,5.56,0.02,278.0
1995-01-24,5.54,0.02,277.0
1995-01-25,5.54,0.02,277.0
1995-01-26,5.52,0.02,276.0
1995-01-27,5.52,0.02,276.0
1995-01-30,5.48,0.02,274.0
1995-01-31,5.5,0.02,275.0
1995-02-01,5.5,0.02,275.0
1995-02-02,5.46,0.02,273.0
1995-02-03,5.49,0.02,274.5
1995-02-06,5.52,0.02,276.0
1995-02-07,5.5,0.02,275.0
1995-02-08,5.52,0.02,276.0
1995-02-09,5.56,0.02,278.0
1995-02-10,5.73,0.02,286.5
1995-02-13,5.67,0.02,283.5
1995-02-14,5.71,0.02,285.5
1995-02-15,5.46,0.02,273.0
1995-02-16,5.4,0.02,270.0
1995-02-17,5.35,0.02,267.5
1995-02-21,5.23,0.02,261.5
1995-02-22,5.35,0.02,267.5
1995-02-23,5.38,0.02,269.0
1995-02-24,5.48,0.02,274.0
1995-02-27,5.5,0.02,275.0
1995-02-28,5.52,0.02,276.0
1995-03-01,5.52,0.02,276.0
1995-03-02,5.51,0.02,275.5
1995-03-03,5.58,0.02,279.0
1995-03-06,5.6,0.02,280.0
1995-03-07,5.75,0.02,287.5
1995-03-08,5.79,0.02,289.5
1995-03-09,5.85,0.02,292.5
1995-03-10,5.92,0.02,296.0
1995-03-13,5.98,0.02,299.0
1995-03-14,6.29,0.02,314.5
1995-03-15,6.13,0.02,306.5
1995-03-16,6.17,0.02,308.5
1995-03-17,6.17,0.02,308.5
1995-03-20,6.25,0.02,312.5
1995-03-21,6.29,0.02,314.5
1995-03-22,6.29,0.02,314.5
1995-03-23,6.46,0.02,323.0
1995-03-24,6.5,0.02,325.0
1995-03-27,6.5,0.02,325.0
1995-03-28,6.5,0.02,325.0
1995-03-29,6.5,0.02,325.0
1995-03-30,6.46,0.02,323.0
1995-03-31,6.5,0.02,325.0
1995-04-03,6.4,0.02,320.0
1995-04-04,6.25,0.02,312.5
1995-04-05,6.17,0.02,308.5
1995-04-06,6.13,0.02,306.5
1995-04-07,6.1,0.02,305.0
1995-04-10,6.19,0.02,309.5
1995-04-11,6.21,0.02,310.5
1995-04-12,6.13,0.02,306.5
1995-04-13,6.15,0.02,307.5
1995-04-17,6.48,0.02,324.0
1995-04-18,6.42,0.02,321.0
1995-04-19,6.46,0.02,323.0
1995-04-20,6.35,0.02,317.5
1995-04-21,6.31,0.02,315.5
1995-04-24,6.96,0.02,348.0
1995-04-25,6.98,0.02,349.0
1995-04-26,6.92,0.02,346.0
1995-04-27,6.06,0.02,303.0
1995-04-28,5.65,0.02,282.5
1995-05-01,5.84,0.02,292.0
1995-05-02,5.73,0.02,286.5
1995-05-03,5.85,0.02,292.5
1995-05-04,5.9,0.02,295.0
1995-05-05,5.97,0.02,298.5
1995-05-08,5.94,0.02,297.0
1995-05-09,5.97,0.02,298.5
1995-05-10,6.17,0.02,308.5
1995-05-11,6.17,0.02,308.5
1995-05-12,6.18,0.02,309.0
1995-05-15,6.29,0.02,314.5
1995-05-16,6.33,0.02,316.5
1995-05-17,6.42,0.02,321.0
1995-05-18,6.21,0.02,310.5
1995-05-19,6.21,0.02,310.5
1995-05-22,5.17,0.02,258.5
1995-05-23,5.35,0.02,267.5
1995-05-24,5.36,0.02,268.0
1995-05-25,5.35,0.02,267.5
1995-05-26,5.25,0.02,262.5
1995-05-30,5.24,0.02,262.0
1995-05-31,5.27,0.02,263.5
1995-06-01,5.31,0.02,265.5
1995-06-02,5.33,0.02,266.5
1995-06-05,5.48,0.02,274.0
1995-06-06,5.42,0.02,271.0
1995-06-07,5.43,0.02,271.5
1995-06-08,5.53,0.02,276.5
1995-06-09,5.65,0.02,282.5
1995-06-12,5.65,0.02,282.5
1995-06-13,5.66,0.02,283.0
1995-06-14,5.86,0.02,293.0
1995-06-15,5.98,0.02,299.0
1995-06-16,6.27,0.02,313.5
1995-06-19,6.52,0.02,326.0
1995-06-20,6.46,0.02,323.0
1995-06-21,6.38,0.02,319.0
1995-06-22,6.52,0.02,326.0
1995-06-23,6.32,0.02,316.0
1995-06-26,6.19,0.02,309.5
1995-06-27,6.14,0.02,307.0
1995-06-28,6.08,0.02,304.0
1995-06-29,6.23,0.02,311.5
1995-06-30,6.33,0.02,316.5
1995-07-03,6.29,0.02,314.5
1995-07-05,6.3,0.02,315.0
1995-07-06,6.33,0.02,316.5
1995-07-07,6.45,0.02,322.5
1995-07-10,6.42,0.02,321.0
1995-07-11,6.48,0.02,324.0
1995-07-12,6.52,0.02,326.0
1995-07-13,6.92,0.02,346.0
1995-07-14,7.15,0.02,357.5
1995-07-17,7.13,0.02,356.5
1995-07-18,6.88,0.02,344.0
1995-07-19,6.69,0.02,334.5
1995-07-20,6.69,0.02,334.5
1995-07-21,6.65,0.02,332.5
1995-07-24,6.9,0.02,345.0
1995-07-25,7.17,0.02,358.5
1995-07-26,7.15,0.02,357.5
1995-07-27,7.29,0.02,364.5
1995-07-28,7.13,0.02,356.5
1995-07-31,7.19,0.02,359.5
1995-08-01,7.22,0.02,361.0
1995-08-02,7.21,0.02,360.5
1995-08-03,7.33,0.02,366.5
1995-08-04,7.35,0.02,367.5
1995-08-07,7.44,0.02,372.0
1995-08-08,7.43,0.02,371.5
1995-08-09,7.46,0.02,373.0
1995-08-10,7.38,0.02,369.0
1995-08-11,7.4,0.02,370.0
1995-08-14,7.43,0.02,371.5
1995-08-15,7.48,0.02,374.0
1995-08-16,7.4,0.02,370.0
1995-08-17,7.48,0.02,374.0
1995-08-18,7.46,0.02,373.0
1995-08-21,7.5,0.02,375.0
1995-08-22,7.42,0.02,371.0
1995-08-23,7.5,0.02,375.0
1995-08-24,7.46,0.02,373.0
1995-08-25,7.29,0.02,364.5
1995-08-28,7.0,0.02,350.0
1995-08-29,6.77,0.02,338.5
1995-08-30,6.92,0.02,346.0
1995-08-31,7.18,0.02,359.0
1995-09-01,7.09,0.02,354.5
1995-09-05,7.0,0.02,350.0
1995-09-06,7.0,0.02,350.0
1995-09-07,7.1,0.02,355.0
1995-09-08,7.38,0.02,369.0
1995-09-11,7.29,0.02,364.5
1995-09-12,7.27,0.02,363.49999999999994
1995-09-13,7.21,0.02,360.5
1995-09-14,7.83,0.02,391.5
1995-09-15,7.65,0.02,382.5
1995-09-18,8.08,0.02,404.0
1995-09-19,8.54,0.02,426.99999999999994
1995-09-20,8.27,0.02,413.49999999999994
1995-09-21,8.54,0.02,426.99999999999994
1995-09-22,8.54,0.02,426.99999999999994
1995-09-25,8.46,0.02,423.00000000000006
1995-09-26,8.33,0.02,416.5
1995-09-27,8.0,0.02,400.0
1995-09-28,8.0,0.02,400.0
1995-09-29,7.83,0.02,391.5
1995-10-02,7.88,0.02,394.0
1995-10-03,7.54,0.02,377.0
1995-10-04,7.33,0.02,366.5
1995-10-05,7.5,0.02,375.0
1995-10-06,7.52,0.02,375.99999999999994
1995-10-09,7.38,0.02,369.0
1995-10-10,7.38,0.02,369.0
1995-10-11,7.83,0.02,391.5
1995-10-12,7.98,0.02,399.0
1995-10-13,8.02,0.02,400.99999999999994
1995-10-16,8.08,0.02,404.0
1995-10-17,8.15,0.02,407.5
1995-10-18,8.96,0.02,448.00000000000006
1995-10-19,9.42,0.02,471.0
1995-10-20,9.46,0.02,473.00000000000006
1995-10-23,9.46,0.02,473.00000000000006
1995-10-24,10.0,0.02,500.0
1995-10-25,10.63,0.02,531.5
1995-10-26,10.92,0.02,546.0
1995-10-27,11.42,0.02,571.0
1995-10-30,11.92,0.02,596.0
1995-10-31,12.0,0.02,600.0
1995-11-01,13.13,0.02,656.5
1995-11-02,13.79,0.02,689.4999999999999
1995-11-03,13.38,0.02,669.0
1995-11-06,12.83,0.02,641.5
1995-11-07,12.83,0.02,641.5
1995-11-08,13.15,0.02,657.5
1995-11-09,13.58,0.02,679.0
1995-11-10,13.83,0.02,691.5
1995-11-13,13.71,0.02,685.5
1995-11-14,13.38,0.02,669.0
1995-11-15,13.38,0.02,669.0
1995-11-16,13.46,0.02,673.0
1995-11-17,13.5,0.02,675.0
1995-11-20,12.21,0.02,610.5
1995-11-21,11.46,0.02,573.0
1995-11-22,12.04,0.02,602.0
1995-11-24,12.33,0.02,616.5
1995-11-27,12.42,0.02,621.0
1995-11-28,13.38,0.02,669.0
1995-11-29,13.67,0.02,683.5
1995-11-30,14.0,0.02,700.0
1995-12-01,14.04,0.02,701.9999999999999
1995-12-04,14.5,0.02,725.0
1995-12-05,14.08,0.02,704.0
1995-12-06,13.9,0.02,695.0
1995-12-07,13.29,0.02,664.5
1995-12-08,12.96,0.02,648.0
1995-12-11,13.21,0.02,660.5
1995-12-12,12.92,0.02,646.0
1995-12-13,12.96,0.02,648.0
1995-12-14,12.42,0.02,621.0
1995-12-15,12.29,0.02,614.5
1995-12-18,11.33,0.02,566.5
1995-12-19,12.54,0.02,627.0
1995-12-20,12.29,0.02,614.5
1995-12-21,12.75,0.02,637.5
1995-12-22,13.0,0.02,650.0
1995-12-26,12.94,0.02,647.0
1995-12-27,12.98,0.02,649.0
1995-12-28,12.63,0.02,631.5
1995-12-29,13.0,0.02,650.0
1996-01-02,12.5,0.02,625.0
1996-01-03,11.92,0.02,596.0
1996-01-04,11.33,0.02,566.5
1996-01-05,11.21,0.02,560.5
1996-01-08,11.0,0.02,550.0
1996-01-09,9.92,0.02,496.0
1996-01-10,9.6,0.02,480.0
1996-01-11,10.33,0.02,516.5
1996-01-12,10.92,0.02,546.0
1996-01-15,10.04,0.02,501.99999999999994
1996-01-16,10.23,0.02,511.5
1996-01-17,8.88,0.02,444.00000000000006
1996-01-18,9.04,0.02,451.99999999999994
1996-01-19,9.08,0.02,454.0
1996-01-22,9.5,0.02,475.0
1996-01-23,9.75,0.02,487.5
1996-01-24,9.63,0.02,481.50000000000006
1996-01-25,9.63,0.02,481.50000000000006
