date,WST,WST_EPS,PE Ratio
2014-01-21,50.16,-0.51,-98.35294117647058
2014-01-22,49.81,-0.51,-97.66666666666667
2014-01-23,49.63,-0.51,-97.31372549019608
2014-01-24,48.21,-0.51,-94.52941176470588
2014-01-27,47.33,-0.51,-92.80392156862744
2014-01-28,48.2,-0.51,-94.50980392156863
2014-01-29,47.42,-0.51,-92.98039215686275
2014-01-30,48.17,-0.51,-94.45098039215686
2014-01-31,47.45,-0.51,-93.03921568627452
2014-02-03,46.32,-0.51,-90.82352941176471
2014-02-04,45.91,-0.51,-90.01960784313725
2014-02-05,45.84,-0.51,-89.88235294117648
2014-02-06,46.25,-0.51,-90.68627450980392
2014-02-07,47.05,-0.51,-92.25490196078431
2014-02-10,47.49,-0.51,-93.11764705882354
2014-02-11,47.85,-0.51,-93.82352941176471
2014-02-12,47.61,-0.51,-93.35294117647058
2014-02-13,48.49,-0.51,-95.07843137254902
2014-02-14,48.11,-0.51,-94.33333333333333
2014-02-18,48.69,-0.51,-95.47058823529412
2014-02-19,47.74,-0.51,-93.6078431372549
2014-02-20,48.42,-0.51,-94.94117647058823
2014-02-21,48.12,-0.51,-94.35294117647058
2014-02-24,47.34,-0.51,-92.82352941176471
2014-02-25,46.42,-0.51,-91.01960784313725
2014-02-26,46.2,-0.51,-90.58823529411765
2014-02-27,45.8,0.33,138.78787878787878
2014-02-28,45.58,0.33,138.1212121212121
2014-03-03,45.1,0.33,136.66666666666666
2014-03-04,46.62,0.33,141.27272727272725
2014-03-05,46.62,0.33,141.27272727272725
2014-03-06,46.81,0.33,141.84848484848484
2014-03-07,46.52,0.33,140.96969696969697
2014-03-10,46.3,0.33,140.30303030303028
2014-03-11,45.55,0.33,138.030303030303
2014-03-12,45.91,0.33,139.1212121212121
2014-03-13,45.49,0.33,137.84848484848484
2014-03-14,44.75,0.33,135.6060606060606
2014-03-17,45.2,0.33,136.96969696969697
2014-03-18,45.52,0.33,137.93939393939394
2014-03-19,45.22,0.33,137.03030303030303
2014-03-20,45.12,0.33,136.72727272727272
2014-03-21,44.47,0.33,134.75757575757575
2014-03-24,43.49,0.33,131.78787878787878
2014-03-25,43.79,0.33,132.6969696969697
2014-03-26,42.86,0.33,129.87878787878788
2014-03-27,42.48,0.33,128.72727272727272
2014-03-28,41.68,0.33,126.3030303030303
2014-03-31,44.05,0.33,133.48484848484847
2014-04-01,44.83,0.33,135.84848484848484
2014-04-02,45.22,0.33,137.03030303030303
2014-04-03,45.01,0.33,136.39393939393938
2014-04-04,44.5,0.33,134.84848484848484
2014-04-07,43.91,0.33,133.06060606060603
2014-04-08,44.18,0.33,133.87878787878788
2014-04-09,45.46,0.33,137.75757575757575
2014-04-10,43.91,0.33,133.06060606060603
2014-04-11,42.82,0.33,129.75757575757575
2014-04-14,43.05,0.33,130.45454545454544
2014-04-15,43.03,0.33,130.3939393939394
2014-04-16,43.03,0.33,130.3939393939394
2014-04-17,43.76,0.33,132.6060606060606
2014-04-21,43.51,0.33,131.84848484848484
2014-04-22,43.56,0.33,132.0
2014-04-23,42.8,0.33,129.6969696969697
2014-04-24,42.54,0.33,128.9090909090909
2014-04-25,42.05,0.33,127.42424242424241
2014-04-28,42.91,0.33,130.030303030303
2014-04-29,42.93,0.33,130.0909090909091
2014-04-30,43.38,0.33,131.45454545454547
2014-05-01,42.78,0.33,129.63636363636363
2014-05-02,43.58,0.33,132.06060606060606
2014-05-05,43.5,0.33,131.8181818181818
2014-05-06,43.1,0.33,130.6060606060606
2014-05-07,43.18,0.33,130.84848484848484
2014-05-08,42.45,0.38,111.71052631578948
2014-05-09,43.04,0.38,113.26315789473684
2014-05-12,44.07,0.38,115.97368421052632
2014-05-13,42.95,0.38,113.02631578947368
2014-05-14,42.0,0.38,110.52631578947368
2014-05-15,41.93,0.38,110.34210526315789
2014-05-16,42.1,0.38,110.78947368421053
2014-05-19,42.86,0.38,112.78947368421052
2014-05-20,41.7,0.38,109.73684210526316
2014-05-21,42.26,0.38,111.21052631578947
2014-05-22,42.21,0.38,111.07894736842105
2014-05-23,42.87,0.38,112.8157894736842
2014-05-27,43.78,0.38,115.21052631578948
2014-05-28,42.99,0.38,113.13157894736842
2014-05-29,42.58,0.38,112.05263157894736
2014-05-30,42.09,0.38,110.76315789473685
2014-06-02,42.19,0.38,111.02631578947367
2014-06-03,41.74,0.38,109.8421052631579
2014-06-04,41.95,0.38,110.39473684210527
2014-06-05,42.77,0.38,112.55263157894737
2014-06-06,42.68,0.38,112.3157894736842
2014-06-09,42.91,0.38,112.92105263157893
2014-06-10,42.72,0.38,112.42105263157895
2014-06-11,42.47,0.38,111.76315789473684
2014-06-12,41.68,0.38,109.68421052631578
2014-06-13,41.28,0.38,108.63157894736842
2014-06-16,41.45,0.38,109.07894736842105
2014-06-17,41.44,0.38,109.05263157894736
2014-06-18,41.83,0.38,110.07894736842104
2014-06-19,42.18,0.38,111.0
2014-06-20,42.59,0.38,112.07894736842105
2014-06-23,42.27,0.38,111.23684210526316
2014-06-24,41.55,0.38,109.34210526315789
2014-06-25,41.78,0.38,109.94736842105263
2014-06-26,41.8,0.38,109.99999999999999
2014-06-27,42.15,0.38,110.92105263157895
2014-06-30,42.18,0.38,111.0
2014-07-01,43.5,0.38,114.47368421052632
2014-07-02,42.87,0.38,112.8157894736842
2014-07-03,43.42,0.38,114.26315789473685
2014-07-07,42.8,0.38,112.63157894736841
2014-07-08,42.33,0.38,111.39473684210526
2014-07-09,42.25,0.38,111.1842105263158
2014-07-10,42.13,0.38,110.86842105263159
2014-07-11,42.42,0.38,111.63157894736842
2014-07-14,42.04,0.38,110.63157894736841
2014-07-15,41.26,0.38,108.57894736842104
2014-07-16,40.35,0.38,106.1842105263158
2014-07-17,39.71,0.38,104.5
2014-07-18,40.33,0.38,106.13157894736841
2014-07-21,40.04,0.38,105.36842105263158
2014-07-22,40.6,0.38,106.84210526315789
2014-07-23,40.76,0.38,107.26315789473684
2014-07-24,40.45,0.38,106.44736842105264
2014-07-25,40.34,0.38,106.15789473684211
2014-07-28,40.28,0.38,106.0
2014-07-29,40.1,0.38,105.52631578947368
2014-07-30,40.28,0.38,106.0
2014-07-31,40.75,0.38,107.23684210526315
2014-08-01,40.24,0.54,74.51851851851852
2014-08-04,40.49,0.54,74.98148148148148
2014-08-05,40.68,0.54,75.33333333333333
2014-08-06,40.92,0.54,75.77777777777777
2014-08-07,40.18,0.54,74.4074074074074
2014-08-08,40.13,0.54,74.31481481481481
2014-08-11,39.94,0.54,73.96296296296295
2014-08-12,39.26,0.54,72.7037037037037
2014-08-13,40.5,0.54,75.0
2014-08-14,41.5,0.54,76.85185185185185
2014-08-15,42.02,0.54,77.81481481481481
2014-08-18,42.74,0.54,79.14814814814815
2014-08-19,43.45,0.54,80.46296296296296
2014-08-20,43.94,0.54,81.37037037037037
2014-08-21,44.05,0.54,81.57407407407406
2014-08-22,43.67,0.54,80.87037037037037
2014-08-25,44.16,0.54,81.77777777777777
2014-08-26,44.68,0.54,82.74074074074073
2014-08-27,43.84,0.54,81.18518518518519
2014-08-28,43.45,0.54,80.46296296296296
2014-08-29,43.43,0.54,80.42592592592592
2014-09-02,43.97,0.54,81.42592592592592
2014-09-03,44.11,0.54,81.68518518518518
2014-09-04,43.85,0.54,81.2037037037037
2014-09-05,43.98,0.54,81.44444444444443
2014-09-08,44.16,0.54,81.77777777777777
2014-09-09,43.56,0.54,80.66666666666667
2014-09-10,43.68,0.54,80.88888888888889
2014-09-11,43.9,0.54,81.29629629629629
2014-09-12,43.62,0.54,80.77777777777777
2014-09-15,43.37,0.54,80.31481481481481
2014-09-16,43.58,0.54,80.7037037037037
2014-09-17,44.01,0.54,81.49999999999999
2014-09-18,44.89,0.54,83.12962962962962
2014-09-19,44.79,0.54,82.94444444444444
2014-09-22,44.5,0.54,82.4074074074074
2014-09-23,44.32,0.54,82.07407407407408
2014-09-24,44.39,0.54,82.2037037037037
2014-09-25,44.17,0.54,81.79629629629629
2014-09-26,44.5,0.54,82.4074074074074
2014-09-29,44.95,0.54,83.24074074074075
2014-09-30,44.76,0.54,82.88888888888889
2014-10-01,44.05,0.54,81.57407407407406
2014-10-02,44.4,0.54,82.22222222222221
2014-10-03,44.9,0.54,83.14814814814814
2014-10-06,44.75,0.54,82.87037037037037
2014-10-07,43.77,0.54,81.05555555555556
2014-10-08,44.77,0.54,82.9074074074074
2014-10-09,44.61,0.54,82.6111111111111
2014-10-10,44.29,0.54,82.0185185185185
2014-10-13,44.56,0.54,82.51851851851852
2014-10-14,45.37,0.54,84.0185185185185
2014-10-15,44.75,0.54,82.87037037037037
2014-10-16,44.28,0.54,82.0
2014-10-17,44.43,0.54,82.27777777777777
2014-10-20,44.97,0.54,83.27777777777777
2014-10-21,45.15,0.54,83.6111111111111
2014-10-22,44.73,0.54,82.83333333333333
2014-10-23,45.1,0.54,83.51851851851852
2014-10-24,45.48,0.54,84.22222222222221
2014-10-27,45.88,0.54,84.96296296296296
2014-10-28,47.67,0.54,88.27777777777777
2014-10-29,47.31,0.54,87.61111111111111
2014-10-30,50.18,0.54,92.92592592592592
2014-10-31,51.25,0.54,94.9074074074074
2014-11-03,50.5,0.43,117.44186046511628
2014-11-04,50.77,0.43,118.06976744186048
2014-11-05,50.8,0.43,118.13953488372093
2014-11-06,50.85,0.43,118.25581395348837
2014-11-07,49.99,0.43,116.25581395348838
2014-11-10,50.34,0.43,117.06976744186048
2014-11-11,51.46,0.43,119.67441860465117
2014-11-12,52.46,0.43,122.0
2014-11-13,52.14,0.43,121.25581395348837
2014-11-14,51.35,0.43,119.4186046511628
2014-11-17,51.69,0.43,120.20930232558139
2014-11-18,51.75,0.43,120.34883720930233
2014-11-19,50.7,0.43,117.90697674418605
2014-11-20,50.98,0.43,118.55813953488372
2014-11-21,50.89,0.43,118.34883720930233
2014-11-24,52.26,0.43,121.53488372093022
2014-11-25,51.94,0.43,120.7906976744186
2014-11-26,52.11,0.43,121.18604651162791
2014-11-28,52.01,0.43,120.95348837209302
2014-12-01,51.76,0.43,120.37209302325581
2014-12-02,53.03,0.43,123.32558139534885
2014-12-03,53.66,0.43,124.7906976744186
2014-12-04,53.37,0.43,124.11627906976744
2014-12-05,53.94,0.43,125.44186046511628
2014-12-08,53.58,0.43,124.6046511627907
2014-12-09,54.86,0.43,127.5813953488372
2014-12-10,53.26,0.43,123.86046511627907
2014-12-11,53.86,0.43,125.25581395348837
2014-12-12,53.35,0.43,124.06976744186046
2014-12-15,52.29,0.43,121.6046511627907
2014-12-16,52.35,0.43,121.74418604651163
2014-12-17,54.19,0.43,126.02325581395348
2014-12-18,55.08,0.43,128.09302325581396
2014-12-19,54.67,0.43,127.13953488372094
2014-12-22,54.54,0.43,126.83720930232558
2014-12-23,53.58,0.43,124.6046511627907
2014-12-24,53.94,0.43,125.44186046511628
2014-12-26,53.9,0.43,125.34883720930232
2014-12-29,53.77,0.43,125.04651162790698
2014-12-30,53.38,0.43,124.13953488372094
2014-12-31,53.24,0.43,123.81395348837209
2015-01-02,52.16,0.43,121.30232558139534
2015-01-05,51.44,0.43,119.62790697674419
2015-01-06,50.56,0.43,117.58139534883722
2015-01-07,51.38,0.43,119.48837209302326
2015-01-08,52.39,0.43,121.83720930232559
2015-01-09,51.79,0.43,120.44186046511628
2015-01-12,51.88,0.43,120.65116279069768
2015-01-13,52.48,0.43,122.04651162790697
2015-01-14,51.63,0.43,120.06976744186048
2015-01-15,50.83,0.43,118.20930232558139
2015-01-16,51.86,0.43,120.6046511627907
2015-01-20,51.6,0.43,120.0
2015-01-21,51.0,0.43,118.6046511627907
2015-01-22,51.0,0.43,118.6046511627907
2015-01-23,50.7,0.43,117.90697674418605
2015-01-26,51.39,0.43,119.51162790697674
2015-01-27,50.76,0.43,118.04651162790698
2015-01-28,49.81,0.43,115.83720930232559
2015-01-29,50.19,0.43,116.72093023255813
2015-01-30,49.31,0.43,114.67441860465117
2015-02-02,49.19,0.43,114.3953488372093
2015-02-03,49.88,0.43,116.00000000000001
2015-02-04,50.12,0.43,116.55813953488372
2015-02-05,51.38,0.43,119.48837209302326
2015-02-06,50.97,0.43,118.53488372093024
2015-02-09,49.83,0.43,115.88372093023256
2015-02-10,50.6,0.43,117.67441860465117
2015-02-11,51.05,0.43,118.72093023255813
2015-02-12,50.78,0.43,118.09302325581396
2015-02-13,51.35,0.43,119.4186046511628
2015-02-17,51.53,0.43,119.83720930232559
2015-02-18,52.36,0.43,121.76744186046511
2015-02-19,53.65,0.43,124.76744186046511
2015-02-20,53.75,0.43,125.0
2015-02-23,54.14,0.43,125.90697674418605
2015-02-24,54.73,0.43,127.27906976744185
2015-02-25,54.91,0.44,124.79545454545453
2015-02-26,54.95,0.44,124.88636363636364
2015-02-27,54.72,0.44,124.36363636363636
2015-03-02,55.31,0.44,125.70454545454545
2015-03-03,54.71,0.44,124.3409090909091
2015-03-04,54.52,0.44,123.90909090909092
2015-03-05,54.79,0.44,124.52272727272727
2015-03-06,53.92,0.44,122.54545454545455
2015-03-09,54.28,0.44,123.36363636363636
2015-03-10,53.87,0.44,122.43181818181817
2015-03-11,54.16,0.44,123.09090909090908
2015-03-12,54.38,0.44,123.5909090909091
2015-03-13,54.21,0.44,123.20454545454545
2015-03-16,55.64,0.44,126.45454545454545
2015-03-17,55.92,0.44,127.0909090909091
2015-03-18,56.28,0.44,127.9090909090909
2015-03-19,56.76,0.44,129.0
2015-03-20,57.91,0.44,131.61363636363635
2015-03-23,57.91,0.44,131.61363636363635
2015-03-24,58.33,0.44,132.5681818181818
2015-03-25,57.91,0.44,131.61363636363635
2015-03-26,57.66,0.44,131.04545454545453
2015-03-27,58.36,0.44,132.63636363636363
2015-03-30,59.7,0.44,135.6818181818182
2015-03-31,60.21,0.44,136.8409090909091
2015-04-01,56.89,0.44,129.29545454545453
2015-04-02,56.68,0.44,128.8181818181818
2015-04-06,56.04,0.44,127.36363636363636
2015-04-07,55.89,0.44,127.02272727272728
2015-04-08,56.23,0.44,127.79545454545453
2015-04-09,56.05,0.44,127.38636363636363
2015-04-10,56.4,0.44,128.1818181818182
2015-04-13,56.57,0.44,128.5681818181818
2015-04-14,56.61,0.44,128.6590909090909
2015-04-15,56.92,0.44,129.36363636363637
2015-04-16,56.11,0.44,127.52272727272727
2015-04-17,55.58,0.44,126.31818181818181
2015-04-20,56.37,0.44,128.11363636363635
2015-04-21,56.57,0.44,128.5681818181818
2015-04-22,56.13,0.44,127.56818181818183
2015-04-23,56.6,0.44,128.63636363636363
2015-04-24,57.38,0.44,130.4090909090909
2015-04-27,55.93,0.44,127.11363636363636
2015-04-28,56.01,0.44,127.29545454545455
2015-04-29,55.33,0.44,125.75
2015-04-30,53.28,0.44,121.0909090909091
2015-05-01,53.61,0.44,121.8409090909091
2015-05-04,53.93,0.44,122.56818181818181
2015-05-05,53.09,0.44,120.65909090909092
2015-05-06,53.44,0.46,116.17391304347825
2015-05-07,53.96,0.46,117.30434782608695
2015-05-08,54.03,0.46,117.45652173913044
2015-05-11,53.98,0.46,117.34782608695652
2015-05-12,53.63,0.46,116.58695652173913
2015-05-13,53.9,0.46,117.17391304347825
2015-05-14,54.47,0.46,118.41304347826086
2015-05-15,54.2,0.46,117.82608695652173
2015-05-18,54.89,0.46,119.32608695652173
2015-05-19,54.73,0.46,118.9782608695652
2015-05-20,54.8,0.46,119.13043478260869
2015-05-21,54.68,0.46,118.8695652173913
2015-05-22,55.13,0.46,119.84782608695652
2015-05-26,54.0,0.46,117.39130434782608
2015-05-27,55.49,0.46,120.63043478260869
2015-05-28,54.96,0.46,119.47826086956522
2015-05-29,54.14,0.46,117.69565217391305
2015-06-01,54.7,0.46,118.91304347826087
2015-06-02,54.9,0.46,119.34782608695652
2015-06-03,56.28,0.46,122.34782608695652
2015-06-04,55.03,0.46,119.63043478260869
2015-06-05,55.43,0.46,120.5
2015-06-08,55.22,0.46,120.04347826086956
2015-06-09,55.24,0.46,120.08695652173913
2015-06-10,55.97,0.46,121.67391304347825
2015-06-11,56.08,0.46,121.91304347826086
2015-06-12,56.31,0.46,122.41304347826087
2015-06-15,55.68,0.46,121.04347826086956
2015-06-16,56.91,0.46,123.71739130434781
2015-06-17,56.92,0.46,123.73913043478261
2015-06-18,58.33,0.46,126.80434782608695
2015-06-19,58.52,0.46,127.21739130434783
2015-06-22,59.23,0.46,128.76086956521738
2015-06-23,59.22,0.46,128.7391304347826
2015-06-24,58.34,0.46,126.82608695652173
2015-06-25,58.89,0.46,128.02173913043478
2015-06-26,58.63,0.46,127.45652173913044
2015-06-29,57.89,0.46,125.84782608695652
2015-06-30,58.08,0.46,126.26086956521738
2015-07-01,58.32,0.46,126.78260869565217
2015-07-02,57.55,0.46,125.1086956521739
2015-07-06,57.78,0.46,125.6086956521739
2015-07-07,60.65,0.46,131.8478260869565
2015-07-08,60.31,0.46,131.1086956521739
2015-07-09,59.76,0.46,129.91304347826085
2015-07-10,59.92,0.46,130.26086956521738
2015-07-13,60.38,0.46,131.2608695652174
2015-07-14,60.82,0.46,132.2173913043478
2015-07-15,60.59,0.46,131.7173913043478
2015-07-16,61.21,0.46,133.06521739130434
2015-07-17,61.04,0.46,132.69565217391303
2015-07-20,61.36,0.46,133.3913043478261
2015-07-21,61.2,0.46,133.04347826086956
2015-07-22,61.5,0.46,133.69565217391303
2015-07-23,60.82,0.46,132.2173913043478
2015-07-24,59.8,0.46,130.0
2015-07-27,59.73,0.46,129.8478260869565
2015-07-28,59.81,0.46,130.02173913043478
2015-07-29,60.61,0.46,131.76086956521738
2015-07-30,59.78,0.46,129.95652173913044
2015-07-31,59.87,0.46,130.15217391304347
2015-08-03,59.84,0.38,157.47368421052633
2015-08-04,60.31,0.38,158.71052631578948
2015-08-05,60.7,0.38,159.73684210526315
2015-08-06,59.81,0.38,157.39473684210526
2015-08-07,59.69,0.38,157.07894736842104
2015-08-10,59.86,0.38,157.52631578947367
2015-08-11,59.64,0.38,156.94736842105263
2015-08-12,59.33,0.38,156.1315789473684
2015-08-13,59.3,0.38,156.05263157894737
2015-08-14,59.39,0.38,156.28947368421052
2015-08-17,60.11,0.38,158.18421052631578
2015-08-18,60.13,0.38,158.23684210526315
2015-08-19,59.31,0.38,156.07894736842107
2015-08-20,57.16,0.38,150.42105263157893
2015-08-21,56.08,0.38,147.57894736842104
2015-08-24,54.63,0.38,143.76315789473685
2015-08-25,55.25,0.38,145.39473684210526
2015-08-26,57.76,0.38,152.0
2015-08-27,57.09,0.38,150.23684210526318
2015-08-28,56.86,0.38,149.6315789473684
2015-08-31,55.85,0.38,146.97368421052633
2015-09-01,54.69,0.38,143.92105263157893
2015-09-02,55.65,0.38,146.44736842105263
2015-09-03,55.34,0.38,145.63157894736844
2015-09-04,55.04,0.38,144.8421052631579
2015-09-08,56.59,0.38,148.92105263157896
2015-09-09,55.92,0.38,147.1578947368421
2015-09-10,56.76,0.38,149.36842105263156
2015-09-11,57.48,0.38,151.26315789473682
2015-09-14,56.91,0.38,149.76315789473682
2015-09-15,57.24,0.38,150.6315789473684
2015-09-16,56.96,0.38,149.89473684210526
2015-09-17,57.5,0.38,151.31578947368422
2015-09-18,56.9,0.38,149.73684210526315
2015-09-21,56.64,0.38,149.05263157894737
2015-09-22,56.23,0.38,147.9736842105263
2015-09-23,56.65,0.38,149.07894736842104
2015-09-24,57.87,0.38,152.28947368421052
2015-09-25,55.66,0.38,146.4736842105263
2015-09-28,54.33,0.38,142.9736842105263
2015-09-29,54.3,0.38,142.89473684210526
2015-09-30,54.12,0.38,142.42105263157893
2015-10-01,53.83,0.38,141.6578947368421
2015-10-02,54.41,0.38,143.18421052631578
2015-10-05,55.09,0.38,144.97368421052633
2015-10-06,53.7,0.38,141.31578947368422
2015-10-07,54.43,0.38,143.23684210526315
2015-10-08,54.55,0.38,143.55263157894737
2015-10-09,54.89,0.38,144.44736842105263
2015-10-12,55.63,0.38,146.39473684210526
2015-10-13,54.99,0.38,144.71052631578948
2015-10-14,54.79,0.38,144.18421052631578
2015-10-15,56.09,0.38,147.60526315789474
2015-10-16,56.35,0.38,148.28947368421052
2015-10-19,55.88,0.38,147.05263157894737
2015-10-20,55.42,0.38,145.8421052631579
2015-10-21,55.1,0.38,145.0
2015-10-22,55.51,0.38,146.07894736842104
2015-10-23,57.02,0.38,150.05263157894737
2015-10-26,57.15,0.38,150.39473684210526
2015-10-27,57.61,0.38,151.60526315789474
2015-10-28,59.96,0.38,157.78947368421052
2015-10-29,60.11,0.38,158.18421052631578
2015-10-30,60.01,0.38,157.92105263157893
2015-11-02,60.84,0.02,3042.0
2015-11-03,61.11,0.02,3055.5
2015-11-04,62.03,0.02,3101.5
2015-11-05,62.54,0.02,3127.0
2015-11-06,63.64,0.02,3182.0
2015-11-09,63.25,0.02,3162.5
2015-11-10,63.1,0.02,3155.0
2015-11-11,62.56,0.02,3128.0
2015-11-12,61.54,0.02,3077.0
2015-11-13,61.98,0.02,3099.0
2015-11-16,62.58,0.02,3129.0
2015-11-17,63.05,0.02,3152.5
2015-11-18,62.99,0.02,3149.5
2015-11-19,62.3,0.02,3115.0
2015-11-20,62.24,0.02,3112.0
2015-11-23,62.67,0.02,3133.5
2015-11-24,63.69,0.02,3184.5
2015-11-25,63.62,0.02,3181.0
2015-11-27,64.13,0.02,3206.4999999999995
2015-11-30,63.05,0.02,3152.5
2015-12-01,63.96,0.02,3198.0
2015-12-02,63.73,0.02,3186.5
2015-12-03,61.98,0.02,3099.0
2015-12-04,62.8,0.02,3140.0
2015-12-07,62.15,0.02,3107.5
2015-12-08,63.43,0.02,3171.5
2015-12-09,62.83,0.02,3141.5
2015-12-10,63.04,0.02,3152.0
2015-12-11,61.58,0.02,3079.0
2015-12-14,61.42,0.02,3071.0
2015-12-15,61.87,0.02,3093.5
2015-12-16,62.64,0.02,3132.0
2015-12-17,62.05,0.02,3102.5
2015-12-18,60.62,0.02,3031.0
2015-12-21,60.74,0.02,3037.0
2015-12-22,61.07,0.02,3053.5
2015-12-23,60.92,0.02,3046.0
2015-12-24,61.62,0.02,3081.0
2015-12-28,62.08,0.02,3104.0
2015-12-29,62.18,0.02,3109.0
2015-12-30,61.98,0.02,3099.0
2015-12-31,60.22,0.02,3011.0
2016-01-04,57.6,0.02,2880.0
2016-01-05,56.87,0.02,2843.5
2016-01-06,57.25,0.02,2862.5
2016-01-07,55.99,0.02,2799.5
2016-01-08,55.44,0.02,2772.0
2016-01-11,55.2,0.02,2760.0
2016-01-12,56.06,0.02,2803.0
2016-01-13,55.8,0.02,2790.0
2016-01-14,56.81,0.02,2840.5
2016-01-15,56.23,0.02,2811.5
2016-01-19,57.03,0.02,2851.5
2016-01-20,58.21,0.02,2910.5
2016-01-21,56.8,0.02,2840.0
2016-01-22,57.94,0.02,2897.0
2016-01-25,57.24,0.02,2862.0
2016-01-26,57.27,0.02,2863.5
2016-01-27,56.81,0.02,2840.5
2016-01-28,55.04,0.02,2752.0
2016-01-29,57.22,0.02,2861.0
2016-02-01,57.09,0.02,2854.5
2016-02-02,56.88,0.02,2844.0
2016-02-03,56.86,0.02,2843.0
2016-02-04,56.04,0.02,2802.0
2016-02-05,54.66,0.02,2732.9999999999995
2016-02-08,55.8,0.02,2790.0
2016-02-09,55.54,0.02,2777.0
2016-02-10,55.66,0.02,2782.9999999999995
2016-02-11,54.64,0.02,2732.0
2016-02-12,55.18,0.02,2759.0
2016-02-16,56.31,0.02,2815.5
2016-02-17,56.87,0.02,2843.5
2016-02-18,56.19,0.02,2809.5
2016-02-19,59.21,0.02,2960.5
2016-02-22,59.45,0.02,2972.5
2016-02-23,59.64,0.02,2982.0
2016-02-24,61.74,0.02,3087.0
2016-02-25,62.5,0.02,3125.0
2016-02-26,62.91,0.47,133.85106382978722
2016-02-29,62.02,0.47,131.95744680851064
2016-03-01,63.6,0.47,135.31914893617022
2016-03-02,63.82,0.47,135.7872340425532
2016-03-03,64.15,0.47,136.48936170212767
2016-03-04,64.5,0.47,137.2340425531915
2016-03-07,64.86,0.47,138.0
2016-03-08,63.94,0.47,136.04255319148936
2016-03-09,64.16,0.47,136.51063829787233
2016-03-10,63.89,0.47,135.93617021276597
2016-03-11,65.12,0.47,138.55319148936172
2016-03-14,64.86,0.47,138.0
2016-03-15,64.67,0.47,137.59574468085108
2016-03-16,64.7,0.47,137.6595744680851
2016-03-17,64.75,0.47,137.76595744680853
2016-03-18,65.48,0.47,139.31914893617022
2016-03-21,65.4,0.47,139.14893617021278
2016-03-22,66.37,0.47,141.21276595744683
2016-03-23,65.37,0.47,139.08510638297875
2016-03-24,65.35,0.47,139.04255319148936
2016-03-28,66.44,0.47,141.36170212765958
2016-03-29,68.87,0.47,146.53191489361703
2016-03-30,68.46,0.47,145.6595744680851
2016-03-31,69.32,0.47,147.48936170212767
2016-04-01,70.57,0.47,150.14893617021275
2016-04-04,69.97,0.47,148.87234042553192
2016-04-05,69.38,0.47,147.61702127659575
2016-04-06,69.82,0.47,148.5531914893617
2016-04-07,68.89,0.47,146.5744680851064
2016-04-08,69.3,0.47,147.4468085106383
2016-04-11,68.67,0.47,146.10638297872342
2016-04-12,70.11,0.47,149.17021276595744
2016-04-13,71.01,0.47,151.08510638297875
2016-04-14,71.14,0.47,151.36170212765958
2016-04-15,71.3,0.47,151.70212765957447
2016-04-18,71.59,0.47,152.31914893617022
2016-04-19,71.96,0.47,153.1063829787234
2016-04-20,71.95,0.47,153.08510638297875
2016-04-21,71.77,0.47,152.70212765957447
2016-04-22,72.37,0.47,153.97872340425533
2016-04-25,72.27,0.47,153.7659574468085
2016-04-26,71.95,0.47,153.08510638297875
2016-04-27,72.1,0.47,153.40425531914894
2016-04-28,72.27,0.47,153.7659574468085
2016-04-29,71.2,0.47,151.48936170212767
2016-05-02,71.85,0.47,152.87234042553192
2016-05-03,70.73,0.47,150.48936170212767
2016-05-04,70.01,0.47,148.95744680851067
2016-05-05,70.69,0.47,150.40425531914894
2016-05-06,70.39,0.31,227.06451612903226
2016-05-09,71.25,0.31,229.83870967741936
2016-05-10,71.83,0.31,231.70967741935485
2016-05-11,72.28,0.31,233.16129032258064
2016-05-12,71.27,0.31,229.90322580645162
2016-05-13,71.66,0.31,231.16129032258064
2016-05-16,73.24,0.31,236.25806451612902
2016-05-17,71.13,0.31,229.4516129032258
2016-05-18,71.2,0.31,229.67741935483872
2016-05-19,71.26,0.31,229.87096774193552
2016-05-20,72.73,0.31,234.61290322580646
2016-05-23,72.3,0.31,233.2258064516129
2016-05-24,74.03,0.31,238.80645161290323
2016-05-25,73.8,0.31,238.06451612903226
2016-05-26,73.7,0.31,237.74193548387098
2016-05-27,74.58,0.31,240.5806451612903
2016-05-31,75.08,0.31,242.19354838709677
2016-06-01,75.19,0.31,242.54838709677418
2016-06-02,75.73,0.31,244.29032258064518
2016-06-03,75.25,0.31,242.74193548387098
2016-06-06,75.38,0.31,243.16129032258064
2016-06-07,76.27,0.31,246.03225806451613
2016-06-08,77.07,0.31,248.61290322580643
2016-06-09,77.42,0.31,249.74193548387098
2016-06-10,76.63,0.31,247.19354838709677
2016-06-13,75.83,0.31,244.61290322580643
2016-06-14,75.38,0.31,243.16129032258064
2016-06-15,74.89,0.31,241.58064516129033
2016-06-16,75.04,0.31,242.06451612903228
2016-06-17,73.89,0.31,238.3548387096774
2016-06-20,74.85,0.31,241.4516129032258
2016-06-21,74.64,0.31,240.7741935483871
2016-06-22,75.13,0.31,242.3548387096774
2016-06-23,75.76,0.31,244.38709677419357
2016-06-24,72.85,0.31,234.99999999999997
2016-06-27,71.59,0.31,230.93548387096774
2016-06-28,74.04,0.31,238.8387096774194
2016-06-29,74.28,0.31,239.61290322580646
2016-06-30,75.88,0.31,244.77419354838707
2016-07-01,76.64,0.31,247.2258064516129
