date,VRSN,VRSN_EPS,PE Ratio
2000-04-14,97.8,0.02,4890.0
2000-04-17,110.75,0.02,5537.5
2000-04-18,139.5,0.02,6975.0
2000-04-19,130.92,0.02,6545.999999999999
2000-04-20,118.5,0.02,5925.0
2000-04-24,99.38,0.02,4969.0
2000-04-25,111.0,0.02,5550.0
2000-04-26,107.03,0.02,5351.5
2000-04-27,126.3,0.02,6315.0
2000-04-28,139.38,0.02,6969.0
2000-05-01,136.0,0.02,6800.0
2000-05-02,126.5,0.02,6325.0
2000-05-03,128.48,0.02,6423.999999999999
2000-05-04,129.81,0.02,6490.5
2000-05-05,138.5,0.02,6925.0
2000-05-08,132.06,0.02,6603.0
2000-05-09,129.81,0.02,6490.5
2000-05-10,121.0,0.02,6050.0
2000-05-11,116.75,0.02,5837.5
2000-05-12,117.25,-0.54,-217.12962962962962
2000-05-15,129.81,-0.54,-240.38888888888889
2000-05-16,139.56,-0.54,-258.44444444444446
2000-05-17,133.06,-0.54,-246.4074074074074
2000-05-18,130.5,-0.54,-241.66666666666666
2000-05-19,125.0,-0.54,-231.48148148148147
2000-05-22,117.88,-0.54,-218.29629629629628
2000-05-23,108.0,-0.54,-200.0
2000-05-24,117.31,-0.54,-217.24074074074073
2000-05-25,122.13,-0.54,-226.16666666666666
2000-05-26,120.86,-0.54,-223.8148148148148
2000-05-30,135.0,-0.54,-249.99999999999997
2000-05-31,135.38,-0.54,-250.70370370370367
2000-06-01,154.56,-0.54,-286.22222222222223
2000-06-02,182.38,-0.54,-337.7407407407407
2000-06-05,177.69,-0.54,-329.05555555555554
2000-06-06,171.05,-0.54,-316.75925925925924
2000-06-07,190.81,-0.54,-353.35185185185185
2000-06-08,196.38,-0.54,-363.66666666666663
2000-06-09,196.0,-0.54,-362.96296296296293
2000-06-12,172.94,-0.54,-320.25925925925924
2000-06-13,167.06,-0.54,-309.3703703703704
2000-06-14,166.13,-0.54,-307.6481481481481
2000-06-15,172.44,-0.54,-319.3333333333333
2000-06-16,164.56,-0.54,-304.7407407407407
2000-06-19,173.5,-0.54,-321.29629629629625
2000-06-20,175.63,-0.54,-325.2407407407407
2000-06-21,167.88,-0.54,-310.88888888888886
2000-06-22,161.0,-0.54,-298.14814814814815
2000-06-23,149.25,-0.54,-276.38888888888886
2000-06-26,161.94,-0.54,-299.88888888888886
2000-06-27,156.94,-0.54,-290.6296296296296
2000-06-28,171.75,-0.54,-318.05555555555554
2000-06-29,175.56,-0.54,-325.1111111111111
2000-06-30,176.5,-0.54,-326.85185185185185
2000-07-03,183.38,-0.54,-339.59259259259255
2000-07-05,166.5,-0.54,-308.3333333333333
2000-07-06,175.5,-0.54,-325.0
2000-07-07,172.88,-0.54,-320.1481481481481
2000-07-10,172.94,-0.54,-320.25925925925924
2000-07-11,166.0,-0.54,-307.4074074074074
2000-07-12,177.69,-0.54,-329.05555555555554
2000-07-13,192.88,-0.54,-357.18518518518516
2000-07-14,192.0,-0.54,-355.55555555555554
2000-07-17,187.06,-0.54,-346.4074074074074
2000-07-18,179.13,-0.54,-331.7222222222222
2000-07-19,172.0,-0.54,-318.5185185185185
2000-07-20,186.5,-0.54,-345.3703703703703
2000-07-21,180.44,-0.54,-334.1481481481481
2000-07-24,184.63,-0.54,-341.9074074074074
2000-07-25,181.88,-0.54,-336.8148148148148
2000-07-26,179.19,-0.54,-331.8333333333333
2000-07-27,175.63,-0.54,-325.2407407407407
