date,ZTS,ZTS_EPS,PE Ratio
2013-05-22,33.55,0.28,119.82142857142856
2013-05-23,32.84,0.28,117.28571428571429
2013-05-24,33.46,0.28,119.49999999999999
2013-05-28,34.26,0.28,122.35714285714283
2013-05-29,32.95,0.28,117.67857142857143
2013-05-30,32.24,0.28,115.14285714285714
2013-05-31,32.0,0.28,114.28571428571428
2013-06-03,32.75,0.28,116.96428571428571
2013-06-04,32.4,0.28,115.7142857142857
2013-06-05,32.17,0.28,114.89285714285714
2013-06-06,32.08,0.28,114.57142857142856
2013-06-07,31.5,0.28,112.49999999999999
2013-06-10,32.01,0.28,114.32142857142856
2013-06-11,31.7,0.28,113.2142857142857
2013-06-12,31.53,0.28,112.60714285714285
2013-06-13,31.17,0.28,111.32142857142857
2013-06-14,30.8,0.28,109.99999999999999
2013-06-17,30.96,0.28,110.57142857142857
2013-06-18,31.18,0.28,111.35714285714285
2013-06-19,31.0,0.28,110.71428571428571
2013-06-20,30.19,0.28,107.82142857142857
2013-06-21,30.6,0.28,109.28571428571428
2013-06-24,30.38,0.28,108.49999999999999
2013-06-25,31.49,0.28,112.4642857142857
2013-06-26,30.97,0.28,110.60714285714285
2013-06-27,30.87,0.28,110.25
2013-06-28,30.89,0.28,110.32142857142857
2013-07-01,30.61,0.28,109.32142857142856
2013-07-02,29.7,0.28,106.07142857142856
2013-07-03,29.28,0.28,104.57142857142857
2013-07-05,30.17,0.28,107.75
2013-07-08,30.94,0.28,110.5
2013-07-09,30.98,0.28,110.64285714285714
2013-07-10,31.04,0.28,110.85714285714285
2013-07-11,30.92,0.28,110.42857142857143
2013-07-12,31.35,0.28,111.96428571428571
2013-07-15,31.58,0.28,112.78571428571426
2013-07-16,31.16,0.28,111.28571428571428
2013-07-17,30.99,0.28,110.67857142857142
2013-07-18,30.82,0.28,110.07142857142856
2013-07-19,30.24,0.28,107.99999999999999
2013-07-22,30.27,0.28,108.10714285714285
2013-07-23,30.06,0.28,107.35714285714285
2013-07-24,29.9,0.28,106.78571428571426
2013-07-25,30.52,0.28,108.99999999999999
2013-07-26,30.43,0.28,108.67857142857142
2013-07-29,30.09,0.28,107.46428571428571
2013-07-30,30.04,0.28,107.28571428571428
2013-07-31,29.81,0.28,106.4642857142857
2013-08-01,30.16,0.28,107.71428571428571
2013-08-02,30.94,0.28,110.5
2013-08-05,31.25,0.28,111.60714285714285
2013-08-06,31.13,0.28,111.17857142857142
2013-08-07,31.24,0.28,111.57142857142856
2013-08-08,31.24,0.28,111.57142857142856
2013-08-09,30.91,0.28,110.39285714285714
2013-08-12,30.33,0.28,108.32142857142856
2013-08-13,30.45,0.28,108.74999999999999
2013-08-14,30.14,0.26,115.92307692307692
2013-08-15,30.02,0.26,115.46153846153845
2013-08-16,30.0,0.26,115.38461538461539
2013-08-19,29.87,0.26,114.88461538461539
2013-08-20,30.23,0.26,116.26923076923077
2013-08-21,29.85,0.26,114.8076923076923
2013-08-22,29.87,0.26,114.88461538461539
2013-08-23,30.2,0.26,116.15384615384615
2013-08-26,29.8,0.26,114.61538461538461
2013-08-27,29.2,0.26,112.3076923076923
2013-08-28,29.57,0.26,113.73076923076923
2013-08-29,29.47,0.26,113.34615384615384
2013-08-30,29.15,0.26,112.1153846153846
2013-09-03,29.43,0.26,113.1923076923077
2013-09-04,29.69,0.26,114.1923076923077
2013-09-05,30.33,0.26,116.65384615384615
2013-09-06,30.61,0.26,117.73076923076923
2013-09-09,30.59,0.26,117.65384615384615
2013-09-10,30.95,0.26,119.03846153846153
2013-09-11,31.33,0.26,120.49999999999999
2013-09-12,31.08,0.26,119.53846153846153
2013-09-13,31.05,0.26,119.42307692307692
2013-09-16,31.85,0.26,122.5
2013-09-17,32.38,0.26,124.53846153846155
2013-09-18,32.72,0.26,125.84615384615384
2013-09-19,32.51,0.26,125.03846153846153
2013-09-20,32.19,0.26,123.80769230769229
2013-09-23,31.58,0.26,121.46153846153845
2013-09-24,31.48,0.26,121.07692307692308
2013-09-25,31.06,0.26,119.46153846153845
2013-09-26,31.58,0.26,121.46153846153845
2013-09-27,31.15,0.26,119.80769230769229
2013-09-30,31.12,0.26,119.6923076923077
2013-10-01,31.78,0.26,122.23076923076923
2013-10-02,32.0,0.26,123.07692307692307
2013-10-03,31.48,0.26,121.07692307692308
2013-10-04,32.05,0.26,123.26923076923076
2013-10-07,31.93,0.26,122.8076923076923
2013-10-08,31.53,0.26,121.26923076923077
2013-10-09,31.43,0.26,120.88461538461537
2013-10-10,32.36,0.26,124.46153846153845
2013-10-11,32.4,0.26,124.6153846153846
2013-10-14,32.29,0.26,124.19230769230768
2013-10-15,32.07,0.26,123.34615384615384
2013-10-16,32.89,0.26,126.5
2013-10-17,33.03,0.26,127.03846153846153
2013-10-18,33.22,0.26,127.76923076923076
2013-10-21,32.77,0.26,126.03846153846155
2013-10-22,32.51,0.26,125.03846153846153
2013-10-23,32.6,0.26,125.38461538461539
2013-10-24,32.74,0.26,125.92307692307692
2013-10-25,32.47,0.26,124.88461538461537
2013-10-28,31.98,0.26,123.0
2013-10-29,32.03,0.26,123.1923076923077
2013-10-30,32.06,0.26,123.3076923076923
2013-10-31,31.66,0.26,121.76923076923076
2013-11-01,31.84,0.26,122.46153846153845
2013-11-04,31.93,0.26,122.8076923076923
2013-11-05,31.69,0.26,121.88461538461539
2013-11-06,31.27,0.26,120.26923076923076
2013-11-07,31.04,0.26,119.38461538461537
2013-11-08,31.59,0.26,121.5
2013-11-11,31.77,0.26,122.1923076923077
2013-11-12,31.84,0.26,122.46153846153845
2013-11-13,31.72,0.26,121.99999999999999
2013-11-14,31.68,0.26,121.84615384615384
2013-11-15,31.81,0.26,122.34615384615384
2013-11-18,31.62,0.26,121.61538461538461
2013-11-19,31.42,0.26,120.84615384615385
2013-11-20,31.37,0.26,120.65384615384616
2013-11-21,31.58,0.26,121.46153846153845
2013-11-22,31.36,0.26,120.61538461538461
2013-11-25,31.29,0.26,120.34615384615384
2013-11-26,31.42,0.26,120.84615384615385
2013-11-27,31.28,0.26,120.3076923076923
2013-11-29,31.15,0.26,119.80769230769229
2013-12-02,31.15,0.26,119.80769230769229
2013-12-03,31.09,0.26,119.57692307692307
2013-12-04,31.21,0.26,120.03846153846153
2013-12-05,31.44,0.26,120.92307692307692
2013-12-06,31.54,0.26,121.3076923076923
2013-12-09,31.75,0.26,122.11538461538461
2013-12-10,31.36,0.26,120.61538461538461
2013-12-11,31.09,0.26,119.57692307692307
2013-12-12,31.17,0.26,119.88461538461539
2013-12-13,31.58,0.26,121.46153846153845
2013-12-16,32.0,0.26,123.07692307692307
2013-12-17,31.64,0.26,121.6923076923077
2013-12-18,32.17,0.26,123.73076923076923
2013-12-19,32.31,0.26,124.26923076923077
2013-12-20,32.38,0.26,124.53846153846155
2013-12-23,32.37,0.26,124.49999999999999
2013-12-24,32.37,0.26,124.49999999999999
2013-12-26,32.59,0.26,125.34615384615385
2013-12-27,32.67,0.26,125.65384615384616
2013-12-30,32.67,0.26,125.65384615384616
2013-12-31,32.69,0.26,125.73076923076921
2014-01-02,32.36,0.26,124.46153846153845
2014-01-03,32.05,0.26,123.26923076923076
2014-01-06,31.98,0.26,123.0
2014-01-07,32.1,0.26,123.46153846153847
2014-01-08,31.74,0.26,122.07692307692307
2014-01-09,31.96,0.26,122.92307692307692
2014-01-10,32.54,0.26,125.15384615384615
2014-01-13,31.78,0.26,122.23076923076923
2014-01-14,31.85,0.26,122.5
2014-01-15,31.81,0.26,122.34615384615384
2014-01-16,32.0,0.26,123.07692307692307
2014-01-17,31.73,0.26,122.03846153846153
2014-01-21,31.27,0.26,120.26923076923076
2014-01-22,31.46,0.26,121.0
2014-01-23,31.74,0.26,122.07692307692307
2014-01-24,31.46,0.26,121.0
2014-01-27,31.36,0.26,120.61538461538461
2014-01-28,31.44,0.26,120.92307692307692
2014-01-29,30.78,0.26,118.38461538461539
2014-01-30,30.67,0.26,117.96153846153847
2014-01-31,30.36,0.26,116.76923076923076
2014-02-03,30.37,0.26,116.8076923076923
2014-02-04,30.23,0.26,116.26923076923077
2014-02-05,30.13,0.26,115.88461538461537
2014-02-06,30.05,0.26,115.57692307692308
2014-02-07,30.7,0.26,118.07692307692307
2014-02-10,31.14,0.26,119.76923076923077
2014-02-11,29.13,0.26,112.03846153846153
2014-02-12,30.0,0.26,115.38461538461539
2014-02-13,29.67,0.26,114.11538461538461
2014-02-14,29.88,0.26,114.92307692307692
2014-02-18,30.27,0.26,116.42307692307692
2014-02-19,29.75,0.26,114.42307692307692
2014-02-20,29.97,0.26,115.26923076923076
2014-02-21,29.61,0.26,113.88461538461537
2014-02-24,29.7,0.26,114.23076923076923
2014-02-25,30.13,0.26,115.88461538461537
2014-02-26,30.4,0.26,116.92307692307692
2014-02-27,30.72,0.26,118.15384615384615
2014-02-28,31.02,0.26,119.3076923076923
2014-03-03,30.99,0.26,119.19230769230768
2014-03-04,30.89,0.26,118.8076923076923
2014-03-05,30.72,0.26,118.15384615384615
2014-03-06,30.78,0.26,118.38461538461539
2014-03-07,30.58,0.26,117.6153846153846
2014-03-10,30.35,0.26,116.73076923076923
2014-03-11,30.28,0.26,116.46153846153847
2014-03-12,29.7,0.26,114.23076923076923
2014-03-13,29.25,0.26,112.5
2014-03-14,29.42,0.26,113.15384615384616
2014-03-17,29.38,0.26,112.99999999999999
2014-03-18,29.28,0.26,112.61538461538461
2014-03-19,29.91,0.26,115.03846153846153
2014-03-20,30.09,0.26,115.73076923076923
2014-03-21,29.26,0.26,112.53846153846155
2014-03-24,29.14,0.26,112.07692307692308
2014-03-25,29.26,0.26,112.53846153846155
2014-03-26,29.21,0.21,139.0952380952381
2014-03-27,29.3,0.21,139.52380952380952
2014-03-28,29.01,0.21,138.14285714285717
2014-03-31,28.94,0.21,137.80952380952382
2014-04-01,29.35,0.21,139.7619047619048
2014-04-02,29.62,0.21,141.04761904761907
2014-04-03,29.62,0.21,141.04761904761907
2014-04-04,29.32,0.21,139.61904761904762
2014-04-07,29.0,0.21,138.0952380952381
2014-04-08,29.15,0.21,138.8095238095238
2014-04-09,29.06,0.21,138.38095238095238
2014-04-10,28.86,0.21,137.42857142857144
2014-04-11,28.4,0.21,135.23809523809524
2014-04-14,28.48,0.21,135.61904761904762
2014-04-15,28.55,0.21,135.95238095238096
2014-04-16,28.53,0.21,135.85714285714286
2014-04-17,28.6,0.21,136.1904761904762
2014-04-21,29.03,0.21,138.23809523809524
2014-04-22,29.89,0.21,142.33333333333334
2014-04-23,29.39,0.21,139.95238095238096
2014-04-24,29.89,0.21,142.33333333333334
2014-04-25,30.16,0.21,143.61904761904762
2014-04-28,30.4,0.21,144.76190476190476
2014-04-29,30.53,0.21,145.38095238095238
2014-04-30,30.26,0.21,144.0952380952381
2014-05-01,30.31,0.21,144.33333333333334
2014-05-02,30.64,0.21,145.90476190476193
2014-05-05,30.53,0.21,145.38095238095238
2014-05-06,30.89,0.21,147.0952380952381
2014-05-07,30.65,0.21,145.95238095238096
2014-05-08,30.48,0.21,145.14285714285714
2014-05-09,30.54,0.21,145.42857142857142
2014-05-12,30.81,0.21,146.71428571428572
2014-05-13,30.73,0.31,99.12903225806451
2014-05-14,30.64,0.31,98.83870967741936
2014-05-15,30.46,0.31,98.25806451612904
2014-05-16,30.6,0.31,98.70967741935485
2014-05-19,30.46,0.31,98.25806451612904
2014-05-20,30.28,0.31,97.67741935483872
2014-05-21,30.42,0.31,98.12903225806453
2014-05-22,30.33,0.31,97.83870967741935
2014-05-23,30.53,0.31,98.48387096774194
2014-05-27,30.7,0.31,99.03225806451613
2014-05-28,30.48,0.31,98.3225806451613
2014-05-29,30.72,0.31,99.09677419354838
2014-05-30,30.7,0.31,99.03225806451613
2014-06-02,30.92,0.31,99.74193548387098
2014-06-03,31.25,0.31,100.80645161290323
2014-06-04,31.37,0.31,101.19354838709678
2014-06-05,31.61,0.31,101.96774193548387
2014-06-06,31.74,0.31,102.38709677419354
2014-06-09,32.01,0.31,103.25806451612902
2014-06-10,32.5,0.31,104.83870967741936
2014-06-11,32.13,0.31,103.64516129032259
2014-06-12,31.99,0.31,103.19354838709677
2014-06-13,32.12,0.31,103.61290322580645
2014-06-16,32.13,0.31,103.64516129032259
2014-06-17,32.81,0.31,105.83870967741936
2014-06-18,32.89,0.31,106.09677419354838
2014-06-19,32.55,0.31,104.99999999999999
2014-06-20,32.46,0.31,104.70967741935485
2014-06-23,32.64,0.31,105.29032258064517
2014-06-24,32.37,0.31,104.41935483870967
2014-06-25,32.37,0.31,104.41935483870967
2014-06-26,32.24,0.31,104.00000000000001
2014-06-27,32.38,0.31,104.45161290322582
2014-06-30,32.27,0.31,104.0967741935484
2014-07-01,32.51,0.31,104.87096774193547
2014-07-02,32.74,0.31,105.61290322580646
2014-07-03,32.91,0.31,106.16129032258064
2014-07-07,32.56,0.31,105.03225806451614
2014-07-08,32.48,0.31,104.77419354838709
2014-07-09,32.46,0.31,104.70967741935485
2014-07-10,32.52,0.31,104.90322580645163
2014-07-11,32.37,0.31,104.41935483870967
2014-07-14,32.73,0.31,105.58064516129032
2014-07-15,32.39,0.31,104.48387096774194
2014-07-16,32.63,0.31,105.25806451612904
2014-07-17,32.21,0.31,103.90322580645162
2014-07-18,32.69,0.31,105.4516129032258
2014-07-21,32.85,0.31,105.96774193548387
2014-07-22,32.87,0.31,106.03225806451613
2014-07-23,32.84,0.31,105.93548387096776
2014-07-24,32.89,0.31,106.09677419354838
2014-07-25,32.82,0.31,105.87096774193549
2014-07-28,32.86,0.31,106.0
2014-07-29,33.03,0.31,106.54838709677419
2014-07-30,33.14,0.31,106.90322580645162
2014-07-31,32.91,0.31,106.16129032258064
2014-08-01,32.74,0.31,105.61290322580646
2014-08-04,33.24,0.31,107.22580645161291
2014-08-05,32.21,0.31,103.90322580645162
2014-08-06,32.3,0.31,104.19354838709677
2014-08-07,31.79,0.31,102.54838709677419
2014-08-08,32.32,0.31,104.25806451612904
2014-08-11,32.6,0.31,105.16129032258065
2014-08-12,32.45,0.27,120.18518518518519
2014-08-13,32.87,0.27,121.74074074074072
2014-08-14,33.07,0.27,122.48148148148148
2014-08-15,33.69,0.27,124.77777777777776
2014-08-18,33.93,0.27,125.66666666666666
2014-08-19,34.52,0.27,127.85185185185186
2014-08-20,34.79,0.27,128.85185185185185
2014-08-21,34.89,0.27,129.22222222222223
2014-08-22,34.89,0.27,129.22222222222223
2014-08-25,34.9,0.27,129.25925925925924
2014-08-26,35.13,0.27,130.11111111111111
2014-08-27,35.34,0.27,130.88888888888889
2014-08-28,35.33,0.27,130.85185185185185
2014-08-29,35.44,0.27,131.25925925925924
2014-09-02,35.48,0.27,131.4074074074074
2014-09-03,35.76,0.27,132.44444444444443
2014-09-04,35.51,0.27,131.5185185185185
2014-09-05,36.04,0.27,133.48148148148147
2014-09-08,36.28,0.27,134.37037037037035
2014-09-09,36.18,0.27,134.0
2014-09-10,36.24,0.27,134.22222222222223
2014-09-11,36.27,0.27,134.33333333333334
2014-09-12,36.18,0.27,134.0
2014-09-15,36.27,0.27,134.33333333333334
2014-09-16,36.49,0.27,135.14814814814815
2014-09-17,36.65,0.27,135.74074074074073
2014-09-18,36.7,0.27,135.92592592592592
2014-09-19,37.2,0.27,137.77777777777777
2014-09-22,36.62,0.27,135.62962962962962
2014-09-23,35.88,0.27,132.88888888888889
2014-09-24,36.58,0.27,135.48148148148147
2014-09-25,36.3,0.27,134.44444444444443
2014-09-26,36.63,0.27,135.66666666666666
2014-09-29,36.79,0.27,136.25925925925924
2014-09-30,36.95,0.27,136.85185185185185
2014-10-01,36.45,0.27,135.0
2014-10-02,36.91,0.27,136.7037037037037
2014-10-03,37.67,0.27,139.5185185185185
2014-10-06,37.66,0.27,139.48148148148147
2014-10-07,36.71,0.27,135.96296296296296
2014-10-08,37.55,0.27,139.07407407407405
2014-10-09,37.02,0.27,137.11111111111111
2014-10-10,36.68,0.27,135.85185185185185
2014-10-13,35.57,0.27,131.74074074074073
2014-10-14,35.87,0.27,132.85185185185185
2014-10-15,35.26,0.27,130.59259259259258
2014-10-16,35.07,0.27,129.88888888888889
2014-10-17,35.37,0.27,130.99999999999997
2014-10-20,35.41,0.27,131.14814814814812
2014-10-21,36.09,0.27,133.66666666666666
2014-10-22,35.89,0.27,132.92592592592592
2014-10-23,36.11,0.27,133.74074074074073
2014-10-24,36.58,0.27,135.48148148148147
2014-10-27,36.57,0.27,135.44444444444443
2014-10-28,37.01,0.27,137.07407407407405
2014-10-29,36.62,0.27,135.62962962962962
2014-10-30,37.32,0.27,138.2222222222222
2014-10-31,37.16,0.27,137.62962962962962
2014-11-03,37.72,0.27,139.7037037037037
2014-11-04,39.12,0.27,144.88888888888886
2014-11-05,39.27,0.27,145.44444444444446
2014-11-06,39.71,0.27,147.07407407407408
2014-11-07,40.23,0.27,148.99999999999997
2014-11-10,40.16,0.33,121.69696969696967
2014-11-11,43.72,0.33,132.48484848484847
2014-11-12,42.64,0.33,129.21212121212122
2014-11-13,43.24,0.33,131.03030303030303
2014-11-14,43.14,0.33,130.72727272727272
2014-11-17,44.23,0.33,134.030303030303
2014-11-18,44.19,0.33,133.9090909090909
2014-11-19,43.4,0.33,131.5151515151515
2014-11-20,43.15,0.33,130.75757575757575
2014-11-21,43.87,0.33,132.93939393939394
2014-11-24,44.58,0.33,135.0909090909091
2014-11-25,43.91,0.33,133.06060606060603
2014-11-26,44.67,0.33,135.36363636363637
2014-11-28,44.93,0.33,136.15151515151516
2014-12-01,44.37,0.33,134.45454545454544
2014-12-02,44.74,0.33,135.57575757575756
2014-12-03,44.88,0.33,136.0
2014-12-04,44.0,0.33,133.33333333333331
2014-12-05,43.98,0.33,133.27272727272725
2014-12-08,44.1,0.33,133.63636363636363
2014-12-09,43.82,0.33,132.78787878787878
2014-12-10,42.77,0.33,129.60606060606062
2014-12-11,42.88,0.33,129.93939393939394
2014-12-12,41.77,0.33,126.57575757575758
2014-12-15,41.74,0.33,126.48484848484848
2014-12-16,40.85,0.33,123.78787878787878
2014-12-17,41.13,0.33,124.63636363636364
2014-12-18,43.15,0.33,130.75757575757575
2014-12-19,43.51,0.33,131.84848484848484
2014-12-22,43.41,0.33,131.54545454545453
2014-12-23,42.97,0.33,130.2121212121212
2014-12-24,43.84,0.33,132.84848484848484
2014-12-26,44.2,0.33,133.93939393939394
2014-12-29,44.01,0.33,133.36363636363635
2014-12-30,43.35,0.33,131.36363636363637
2014-12-31,43.03,0.33,130.3939393939394
2015-01-02,43.31,0.33,131.24242424242425
2015-01-05,43.05,0.33,130.45454545454544
2015-01-06,42.63,0.33,129.1818181818182
2015-01-07,43.51,0.33,131.84848484848484
2015-01-08,44.18,0.33,133.87878787878788
2015-01-09,44.25,0.33,134.0909090909091
2015-01-12,43.42,0.33,131.57575757575756
2015-01-13,42.81,0.33,129.72727272727272
2015-01-14,43.03,0.33,130.3939393939394
2015-01-15,42.94,0.33,130.1212121212121
2015-01-16,44.22,0.33,134.0
2015-01-20,43.56,0.33,132.0
2015-01-21,44.25,0.33,134.0909090909091
2015-01-22,44.51,0.33,134.87878787878788
2015-01-23,44.12,0.33,133.6969696969697
2015-01-26,44.09,0.33,133.60606060606062
2015-01-27,43.3,0.33,131.2121212121212
2015-01-28,43.11,0.33,130.63636363636363
2015-01-29,43.32,0.33,131.27272727272728
2015-01-30,42.73,0.33,129.48484848484847
2015-02-02,43.38,0.33,131.45454545454547
2015-02-03,43.5,0.33,131.8181818181818
2015-02-04,43.46,0.33,131.6969696969697
2015-02-05,43.4,0.33,131.5151515151515
2015-02-06,43.66,0.33,132.30303030303028
2015-02-09,42.87,0.33,129.9090909090909
2015-02-10,43.91,0.33,133.06060606060603
2015-02-11,45.77,0.33,138.6969696969697
2015-02-12,45.79,0.33,138.75757575757575
2015-02-13,45.46,0.33,137.75757575757575
2015-02-17,46.2,0.33,140.0
2015-02-18,45.85,0.33,138.93939393939394
2015-02-19,45.65,0.33,138.33333333333331
2015-02-20,45.6,0.33,138.1818181818182
2015-02-23,45.58,0.33,138.1212121212121
2015-02-24,45.4,0.33,137.57575757575756
2015-02-25,45.72,0.33,138.54545454545453
2015-02-26,46.62,0.33,141.27272727272725
2015-02-27,46.09,0.25,184.36
2015-03-02,47.31,0.25,189.24
2015-03-03,46.54,0.25,186.16
2015-03-04,46.23,0.25,184.92
2015-03-05,46.46,0.25,185.84
2015-03-06,45.78,0.25,183.12
2015-03-09,46.29,0.25,185.16
2015-03-10,45.7,0.25,182.8
2015-03-11,46.01,0.25,184.04
2015-03-12,46.84,0.25,187.36
2015-03-13,46.45,0.25,185.8
2015-03-16,46.98,0.25,187.92
2015-03-17,47.15,0.25,188.6
2015-03-18,47.51,0.25,190.04
2015-03-19,47.41,0.25,189.64
2015-03-20,47.34,0.25,189.36
2015-03-23,47.15,0.25,188.6
2015-03-24,47.02,0.25,188.08
2015-03-25,46.27,0.25,185.08
2015-03-26,46.11,0.25,184.44
2015-03-27,46.22,0.25,184.88
2015-03-30,46.92,0.25,187.68
2015-03-31,46.29,0.25,185.16
2015-04-01,46.27,0.25,185.08
2015-04-02,46.5,0.25,186.0
2015-04-06,46.33,0.25,185.32
2015-04-07,46.36,0.25,185.44
2015-04-08,46.21,0.25,184.84
2015-04-09,46.55,0.25,186.2
2015-04-10,47.17,0.25,188.68
2015-04-13,46.66,0.25,186.64
2015-04-14,46.9,0.25,187.6
2015-04-15,47.0,0.25,188.0
2015-04-16,47.14,0.25,188.56
2015-04-17,46.77,0.25,187.08
2015-04-20,47.04,0.25,188.16
2015-04-21,47.54,0.25,190.16
2015-04-22,47.03,0.25,188.12
2015-04-23,47.05,0.25,188.2
2015-04-24,47.91,0.25,191.64
2015-04-27,46.83,0.25,187.32
2015-04-28,45.73,0.25,182.92
2015-04-29,45.22,0.25,180.88
2015-04-30,44.42,0.25,177.68
2015-05-01,44.61,0.25,178.44
2015-05-04,45.4,0.25,181.6
2015-05-05,45.68,0.25,182.72
2015-05-06,45.29,0.25,181.16
2015-05-07,45.56,0.33,138.06060606060606
2015-05-08,45.9,0.33,139.0909090909091
2015-05-11,46.09,0.33,139.66666666666666
2015-05-12,45.58,0.33,138.1212121212121
2015-05-13,45.62,0.33,138.24242424242422
2015-05-14,46.28,0.33,140.24242424242425
2015-05-15,46.49,0.33,140.87878787878788
2015-05-18,46.73,0.33,141.6060606060606
2015-05-19,47.45,0.33,143.78787878787878
2015-05-20,47.28,0.33,143.27272727272728
2015-05-21,47.8,0.33,144.84848484848484
2015-05-22,47.63,0.33,144.33333333333334
2015-05-26,47.95,0.33,145.3030303030303
2015-05-27,49.45,0.33,149.84848484848484
2015-05-28,49.11,0.33,148.8181818181818
2015-05-29,49.77,0.33,150.8181818181818
2015-06-01,49.78,0.33,150.84848484848484
2015-06-02,49.58,0.33,150.24242424242422
2015-06-03,49.55,0.33,150.15151515151513
2015-06-04,48.9,0.33,148.18181818181816
2015-06-05,49.01,0.33,148.5151515151515
2015-06-08,48.8,0.33,147.87878787878788
2015-06-09,49.24,0.33,149.21212121212122
2015-06-10,49.69,0.33,150.57575757575756
2015-06-11,49.87,0.33,151.1212121212121
2015-06-12,49.08,0.33,148.72727272727272
2015-06-15,49.27,0.33,149.3030303030303
2015-06-16,49.71,0.33,150.63636363636363
2015-06-17,50.17,0.33,152.03030303030303
2015-06-18,50.5,0.33,153.03030303030303
2015-06-19,50.24,0.33,152.24242424242425
2015-06-22,50.22,0.33,152.18181818181816
2015-06-23,50.47,0.33,152.93939393939394
2015-06-24,49.71,0.33,150.63636363636363
2015-06-25,55.38,0.33,167.8181818181818
2015-06-26,48.62,0.33,147.33333333333331
2015-06-29,47.07,0.33,142.63636363636363
2015-06-30,48.22,0.33,146.12121212121212
2015-07-01,48.43,0.33,146.75757575757575
2015-07-02,48.31,0.33,146.3939393939394
2015-07-06,48.4,0.33,146.66666666666666
2015-07-07,47.88,0.33,145.0909090909091
2015-07-08,46.48,0.33,140.84848484848484
2015-07-09,46.57,0.33,141.12121212121212
2015-07-10,46.96,0.33,142.3030303030303
2015-07-13,47.04,0.33,142.54545454545453
2015-07-14,47.46,0.33,143.8181818181818
2015-07-15,47.11,0.33,142.75757575757575
2015-07-16,48.0,0.33,145.45454545454544
2015-07-17,47.8,0.33,144.84848484848484
2015-07-20,48.98,0.33,148.4242424242424
2015-07-21,49.12,0.33,148.84848484848484
2015-07-22,50.02,0.33,151.5757575757576
2015-07-23,49.85,0.33,151.06060606060606
2015-07-24,49.49,0.33,149.96969696969697
2015-07-27,49.48,0.33,149.9393939393939
2015-07-28,48.85,0.33,148.03030303030303
2015-07-29,48.4,0.33,146.66666666666666
2015-07-30,48.55,0.33,147.1212121212121
2015-07-31,48.98,0.33,148.4242424242424
2015-08-03,48.48,0.33,146.9090909090909
2015-08-04,48.85,0.33,148.03030303030303
2015-08-05,48.61,0.33,147.30303030303028
2015-08-06,48.28,-0.07,-689.7142857142857
2015-08-07,48.31,-0.07,-690.1428571428571
2015-08-10,48.39,-0.07,-691.2857142857142
2015-08-11,48.21,-0.07,-688.7142857142857
2015-08-12,47.86,-0.07,-683.7142857142857
2015-08-13,47.66,-0.07,-680.8571428571428
2015-08-14,47.47,-0.07,-678.1428571428571
2015-08-17,48.69,-0.07,-695.5714285714284
2015-08-18,47.73,-0.07,-681.8571428571428
2015-08-19,47.91,-0.07,-684.4285714285713
2015-08-20,46.38,-0.07,-662.5714285714286
2015-08-21,45.02,-0.07,-643.1428571428571
2015-08-24,43.53,-0.07,-621.8571428571428
2015-08-25,42.56,-0.07,-608.0
2015-08-26,44.25,-0.07,-632.1428571428571
2015-08-27,45.86,-0.07,-655.1428571428571
