date,ZTS,ZTS_EPS,PE Ratio
2018-02-22,80.76,0.16,504.75
2018-02-23,82.79,0.16,517.4375
2018-02-26,83.3,0.16,520.625
2018-02-27,81.67,0.16,510.4375
2018-02-28,80.86,0.16,505.375
2018-03-01,80.44,0.16,502.75
2018-03-02,81.28,0.16,508.0
2018-03-05,81.89,0.16,511.8125
2018-03-06,81.51,0.16,509.4375
2018-03-07,81.76,0.16,511.0
2018-03-08,82.54,0.16,515.875
2018-03-09,84.52,0.16,528.25
2018-03-12,84.41,0.16,527.5625
2018-03-13,84.59,0.16,528.6875
2018-03-14,84.35,0.16,527.1875
2018-03-15,84.69,0.16,529.3125
2018-03-16,84.6,0.16,528.75
2018-03-19,83.15,0.16,519.6875
2018-03-20,84.66,0.16,529.125
2018-03-21,84.1,0.16,525.625
2018-03-22,82.06,0.16,512.875
2018-03-23,80.6,0.16,503.74999999999994
2018-03-26,83.73,0.16,523.3125
2018-03-27,81.86,0.16,511.625
2018-03-28,81.0,0.16,506.25
2018-03-29,83.51,0.16,521.9375
2018-04-02,81.21,0.16,507.56249999999994
2018-04-03,82.87,0.16,517.9375
2018-04-04,82.85,0.16,517.8125
2018-04-05,83.52,0.16,522.0
2018-04-06,80.97,0.16,506.0625
2018-04-09,81.87,0.16,511.6875
2018-04-10,83.09,0.16,519.3125
2018-04-11,83.07,0.16,519.1875
2018-04-12,83.96,0.16,524.75
2018-04-13,83.57,0.16,522.3125
2018-04-16,84.4,0.16,527.5
2018-04-17,85.67,0.16,535.4375
2018-04-18,85.97,0.16,537.3125
2018-04-19,85.41,0.16,533.8125
2018-04-20,85.45,0.16,534.0625
2018-04-23,85.3,0.16,533.125
2018-04-24,84.35,0.16,527.1875
2018-04-25,84.57,0.16,528.5625
2018-04-26,84.73,0.16,529.5625
2018-04-27,84.84,0.16,530.25
2018-04-30,83.48,0.16,521.75
2018-05-01,83.4,0.16,521.25
2018-05-02,79.9,0.72,110.97222222222223
2018-05-03,80.38,0.72,111.63888888888889
2018-05-04,81.56,0.72,113.27777777777779
2018-05-07,82.15,0.72,114.09722222222223
2018-05-08,82.0,0.72,113.8888888888889
2018-05-09,82.33,0.72,114.34722222222223
2018-05-10,83.46,0.72,115.91666666666666
2018-05-11,84.45,0.72,117.29166666666667
2018-05-14,84.06,0.72,116.75000000000001
2018-05-15,83.02,0.72,115.30555555555556
2018-05-16,82.85,0.72,115.06944444444444
2018-05-17,82.95,0.72,115.20833333333334
2018-05-18,84.4,0.72,117.22222222222223
2018-05-21,85.38,0.72,118.58333333333333
2018-05-22,84.38,0.72,117.19444444444444
2018-05-23,84.88,0.72,117.88888888888889
2018-05-24,84.75,0.72,117.70833333333334
2018-05-25,83.67,0.72,116.20833333333334
2018-05-29,83.15,0.72,115.48611111111113
2018-05-30,84.45,0.72,117.29166666666667
2018-05-31,83.7,0.72,116.25000000000001
2018-06-01,85.42,0.72,118.6388888888889
2018-06-04,85.39,0.72,118.59722222222223
2018-06-05,84.76,0.72,117.72222222222223
2018-06-06,85.47,0.72,118.70833333333334
2018-06-07,85.66,0.72,118.97222222222223
2018-06-08,86.78,0.72,120.52777777777779
2018-06-11,87.06,0.72,120.91666666666667
2018-06-12,87.15,0.72,121.04166666666669
2018-06-13,87.36,0.72,121.33333333333334
2018-06-14,88.15,0.72,122.43055555555557
2018-06-15,89.2,0.72,123.8888888888889
2018-06-18,88.93,0.72,123.5138888888889
2018-06-19,87.25,0.72,121.18055555555556
2018-06-20,87.0,0.72,120.83333333333334
2018-06-21,87.02,0.72,120.86111111111111
2018-06-22,85.82,0.72,119.19444444444444
2018-06-25,84.7,0.72,117.6388888888889
2018-06-26,84.01,0.72,116.68055555555557
2018-06-27,83.36,0.72,115.77777777777779
2018-06-28,84.83,0.72,117.81944444444444
2018-06-29,85.19,0.72,118.31944444444444
2018-07-02,85.65,0.72,118.95833333333334
2018-07-03,86.07,0.72,119.54166666666666
2018-07-05,86.15,0.72,119.65277777777779
2018-07-06,86.86,0.72,120.63888888888889
2018-07-09,87.49,0.72,121.51388888888889
2018-07-10,86.22,0.72,119.75
2018-07-11,84.5,0.72,117.36111111111111
2018-07-12,85.47,0.72,118.70833333333334
2018-07-13,86.14,0.72,119.6388888888889
2018-07-16,84.58,0.72,117.47222222222223
2018-07-17,85.77,0.72,119.125
2018-07-18,85.95,0.72,119.37500000000001
2018-07-19,85.42,0.72,118.6388888888889
2018-07-20,85.29,0.72,118.45833333333334
2018-07-23,83.96,0.72,116.6111111111111
2018-07-24,83.5,0.72,115.97222222222223
2018-07-25,85.64,0.72,118.94444444444444
2018-07-26,85.54,0.72,118.80555555555557
2018-07-27,85.2,0.72,118.33333333333334
2018-07-30,84.49,0.72,117.34722222222221
2018-07-31,86.48,0.72,120.11111111111111
2018-08-01,86.02,0.72,119.47222222222221
2018-08-02,91.43,0.8,114.28750000000001
2018-08-03,91.63,0.8,114.5375
2018-08-06,92.58,0.8,115.725
2018-08-07,92.49,0.8,115.61249999999998
2018-08-08,93.23,0.8,116.5375
2018-08-09,92.4,0.8,115.5
2018-08-10,91.7,0.8,114.625
2018-08-13,91.26,0.8,114.075
2018-08-14,91.37,0.8,114.2125
2018-08-15,90.85,0.8,113.56249999999999
2018-08-16,91.54,0.8,114.425
2018-08-17,91.47,0.8,114.33749999999999
2018-08-20,92.16,0.8,115.19999999999999
2018-08-21,92.09,0.8,115.1125
2018-08-22,89.67,0.8,112.08749999999999
2018-08-23,89.67,0.8,112.08749999999999
2018-08-24,89.6,0.8,111.99999999999999
2018-08-27,89.38,0.8,111.725
2018-08-28,89.55,0.8,111.93749999999999
2018-08-29,89.83,0.8,112.2875
2018-08-30,89.81,0.8,112.2625
2018-08-31,90.6,0.8,113.24999999999999
2018-09-04,89.97,0.8,112.46249999999999
2018-09-05,89.06,0.8,111.325
2018-09-06,89.74,0.8,112.17499999999998
2018-09-07,89.43,0.8,111.78750000000001
2018-09-10,88.87,0.8,111.0875
2018-09-11,88.24,0.8,110.29999999999998
2018-09-12,88.79,0.8,110.9875
2018-09-13,89.7,0.8,112.125
2018-09-14,89.01,0.8,111.2625
2018-09-17,88.3,0.8,110.37499999999999
2018-09-18,89.18,0.8,111.47500000000001
2018-09-19,89.08,0.8,111.35
2018-09-20,90.06,0.8,112.575
2018-09-21,89.83,0.8,112.2875
2018-09-24,89.65,0.8,112.0625
2018-09-25,90.26,0.8,112.825
2018-09-26,90.36,0.8,112.94999999999999
2018-09-27,91.2,0.8,114.0
2018-09-28,91.56,0.8,114.45
2018-10-01,91.66,0.8,114.57499999999999
2018-10-02,91.83,0.8,114.7875
2018-10-03,93.53,0.8,116.9125
2018-10-04,91.07,0.8,113.83749999999999
2018-10-05,91.95,0.8,114.9375
2018-10-08,91.47,0.8,114.33749999999999
2018-10-09,92.55,0.8,115.68749999999999
2018-10-10,89.63,0.8,112.0375
2018-10-11,87.0,0.8,108.75
2018-10-12,88.9,0.8,111.125
2018-10-15,90.08,0.8,112.6
2018-10-16,91.81,0.8,114.7625
2018-10-17,92.79,0.8,115.9875
2018-10-18,91.83,0.8,114.7875
2018-10-19,91.47,0.8,114.33749999999999
2018-10-22,92.8,0.8,115.99999999999999
2018-10-23,91.47,0.8,114.33749999999999
2018-10-24,88.77,0.8,110.96249999999999
2018-10-25,90.47,0.8,113.08749999999999
2018-10-26,88.85,0.8,111.06249999999999
2018-10-29,89.65,0.8,112.0625
2018-10-30,90.18,0.8,112.72500000000001
2018-10-31,90.15,0.8,112.6875
2018-11-01,94.25,0.72,130.90277777777777
2018-11-02,92.77,0.72,128.84722222222223
2018-11-05,92.72,0.72,128.77777777777777
2018-11-06,92.76,0.72,128.83333333333334
2018-11-07,95.19,0.72,132.20833333333334
2018-11-08,94.9,0.72,131.80555555555557
2018-11-09,95.27,0.72,132.31944444444446
2018-11-12,94.43,0.72,131.1527777777778
2018-11-13,94.17,0.72,130.79166666666669
2018-11-14,92.48,0.72,128.44444444444446
2018-11-15,91.62,0.72,127.25000000000001
2018-11-16,92.27,0.72,128.15277777777777
2018-11-19,90.1,0.72,125.13888888888889
2018-11-20,88.41,0.72,122.79166666666667
2018-11-21,88.68,0.72,123.16666666666669
2018-11-23,89.24,0.72,123.94444444444444
2018-11-26,89.52,0.72,124.33333333333333
2018-11-27,90.2,0.72,125.27777777777779
2018-11-28,92.8,0.72,128.88888888888889
2018-11-29,92.77,0.72,128.84722222222223
2018-11-30,93.87,0.72,130.375
2018-12-03,93.57,0.72,129.95833333333334
2018-12-04,90.57,0.72,125.79166666666666
2018-12-06,90.41,0.72,125.56944444444444
2018-12-07,88.09,0.72,122.34722222222223
2018-12-10,88.92,0.72,123.5
2018-12-11,89.8,0.72,124.72222222222223
2018-12-12,90.73,0.72,126.0138888888889
2018-12-13,90.94,0.72,126.30555555555556
2018-12-14,88.45,0.72,122.84722222222223
2018-12-17,84.94,0.72,117.97222222222223
2018-12-18,84.99,0.72,118.04166666666666
2018-12-19,83.44,0.72,115.88888888888889
2018-12-20,82.42,0.72,114.47222222222223
2018-12-21,81.68,0.72,113.44444444444446
2018-12-24,79.28,0.72,110.11111111111111
2018-12-26,82.92,0.72,115.16666666666667
2018-12-27,84.33,0.72,117.125
2018-12-28,84.49,0.72,117.34722222222221
2018-12-31,85.54,0.72,118.80555555555557
2019-01-02,84.48,0.72,117.33333333333334
2019-01-03,81.56,0.72,113.27777777777779
2019-01-04,84.76,0.72,117.72222222222223
2019-01-07,85.27,0.72,118.43055555555556
2019-01-08,86.54,0.72,120.19444444444446
2019-01-09,86.23,0.72,119.7638888888889
2019-01-10,85.9,0.72,119.30555555555557
2019-01-11,86.06,0.72,119.52777777777779
2019-01-14,84.5,0.72,117.36111111111111
2019-01-15,84.81,0.72,117.79166666666667
2019-01-16,83.21,0.72,115.56944444444444
2019-01-17,84.25,0.72,117.0138888888889
2019-01-18,84.59,0.72,117.48611111111111
2019-01-22,84.09,0.72,116.79166666666667
2019-01-23,83.69,0.72,116.23611111111111
2019-01-24,83.66,0.72,116.19444444444444
2019-01-25,84.69,0.72,117.625
2019-01-28,83.65,0.72,116.18055555555557
2019-01-29,84.41,0.72,117.23611111111111
2019-01-30,85.09,0.72,118.18055555555557
2019-01-31,86.16,0.72,119.66666666666667
2019-02-01,87.14,0.72,121.02777777777779
2019-02-04,86.97,0.72,120.79166666666667
2019-02-05,87.37,0.72,121.34722222222223
2019-02-06,87.58,0.72,121.63888888888889
2019-02-07,86.21,0.72,119.7361111111111
2019-02-08,86.83,0.72,120.59722222222223
2019-02-11,86.27,0.72,119.81944444444444
2019-02-12,87.51,0.72,121.54166666666667
2019-02-13,88.25,0.72,122.56944444444444
2019-02-14,93.26,0.72,129.5277777777778
2019-02-15,95.37,0.72,132.45833333333334
2019-02-19,94.91,0.72,131.81944444444446
2019-02-20,94.39,0.72,131.09722222222223
2019-02-21,93.47,0.72,129.81944444444446
2019-02-22,94.61,0.72,131.40277777777777
2019-02-25,94.39,0.72,131.09722222222223
2019-02-26,93.49,0.72,129.84722222222223
2019-02-27,93.8,0.72,130.27777777777777
2019-02-28,94.23,0.72,130.875
2019-03-01,95.75,0.72,132.98611111111111
2019-03-04,95.87,0.72,133.1527777777778
2019-03-05,95.78,0.72,133.02777777777777
2019-03-06,94.17,0.72,130.79166666666669
2019-03-07,92.55,0.72,128.54166666666666
2019-03-08,92.41,0.72,128.34722222222223
2019-03-11,94.73,0.72,131.56944444444446
2019-03-12,95.75,0.72,132.98611111111111
2019-03-13,96.93,0.72,134.62500000000003
2019-03-14,96.2,0.72,133.61111111111111
2019-03-15,96.91,0.72,134.59722222222223
2019-03-18,97.77,0.72,135.79166666666666
2019-03-19,98.72,0.72,137.11111111111111
2019-03-20,98.5,0.72,136.80555555555557
2019-03-21,99.64,0.72,138.38888888888889
2019-03-22,97.93,0.72,136.0138888888889
2019-03-25,97.93,0.72,136.0138888888889
2019-03-26,98.82,0.72,137.25
2019-03-27,98.52,0.72,136.83333333333334
2019-03-28,99.39,0.72,138.04166666666669
2019-03-29,100.67,0.72,139.81944444444446
2019-04-01,101.54,0.72,141.0277777777778
2019-04-02,102.04,0.72,141.72222222222223
2019-04-03,102.12,0.72,141.83333333333334
2019-04-04,101.98,0.72,141.63888888888889
2019-04-05,102.12,0.72,141.83333333333334
2019-04-08,102.23,0.72,141.98611111111111
2019-04-09,101.46,0.72,140.91666666666666
2019-04-10,101.33,0.72,140.73611111111111
2019-04-11,101.06,0.72,140.36111111111111
2019-04-12,101.67,0.72,141.20833333333334
2019-04-15,101.26,0.72,140.6388888888889
2019-04-16,99.17,0.72,137.73611111111111
2019-04-17,97.98,0.72,136.08333333333334
2019-04-18,99.03,0.72,137.54166666666669
2019-04-22,100.12,0.72,139.05555555555557
2019-04-23,101.97,0.72,141.625
2019-04-24,101.1,0.72,140.41666666666666
2019-04-25,101.83,0.72,141.43055555555557
2019-04-26,103.35,0.72,143.54166666666666
2019-04-29,101.26,0.72,140.6388888888889
2019-04-30,101.84,0.72,141.44444444444446
2019-05-01,101.79,0.72,141.375
2019-05-02,103.15,0.65,158.6923076923077
2019-05-03,103.75,0.65,159.6153846153846
2019-05-06,103.33,0.65,158.96923076923076
2019-05-07,101.37,0.65,155.95384615384614
2019-05-08,101.86,0.65,156.7076923076923
2019-05-09,101.67,0.65,156.41538461538462
2019-05-10,102.29,0.65,157.36923076923077
2019-05-13,101.35,0.65,155.9230769230769
2019-05-14,101.25,0.65,155.76923076923077
2019-05-15,101.84,0.65,156.6769230769231
2019-05-16,102.93,0.65,158.35384615384615
2019-05-17,101.97,0.65,156.87692307692308
2019-05-20,102.22,0.65,157.26153846153846
2019-05-21,102.38,0.65,157.5076923076923
2019-05-22,102.94,0.65,158.36923076923077
2019-05-23,102.89,0.65,158.2923076923077
2019-05-24,102.4,0.65,157.53846153846155
2019-05-28,102.02,0.65,156.95384615384614
2019-05-29,101.15,0.65,155.6153846153846
2019-05-30,102.33,0.65,157.43076923076922
2019-05-31,101.05,0.65,155.46153846153845
2019-06-03,103.95,0.65,159.92307692307693
2019-06-04,108.12,0.65,166.33846153846153
2019-06-05,108.5,0.65,166.9230769230769
2019-06-06,108.89,0.65,167.52307692307693
2019-06-07,110.06,0.65,169.3230769230769
2019-06-10,110.22,0.65,169.56923076923076
2019-06-11,110.16,0.65,169.47692307692307
2019-06-12,111.44,0.65,171.44615384615383
2019-06-13,110.03,0.65,169.27692307692308
2019-06-14,110.79,0.65,170.44615384615386
2019-06-17,110.81,0.65,170.47692307692307
2019-06-18,113.38,0.65,174.43076923076922
2019-06-19,114.28,0.65,175.8153846153846
2019-06-20,112.97,0.65,173.79999999999998
2019-06-21,112.88,0.65,173.66153846153844
2019-06-24,113.47,0.65,174.56923076923076
2019-06-25,113.86,0.65,175.16923076923075
2019-06-26,113.05,0.65,173.9230769230769
2019-06-27,112.76,0.65,173.47692307692307
2019-06-28,113.49,0.65,174.6
2019-07-01,113.57,0.65,174.72307692307692
2019-07-02,114.59,0.65,176.2923076923077
2019-07-03,115.34,0.65,177.44615384615383
2019-07-05,114.18,0.65,175.66153846153847
2019-07-08,114.1,0.65,175.53846153846152
2019-07-09,113.26,0.65,174.24615384615385
2019-07-10,114.57,0.65,176.26153846153844
2019-07-11,114.35,0.65,175.9230769230769
2019-07-12,113.31,0.65,174.3230769230769
2019-07-15,113.57,0.65,174.72307692307692
2019-07-16,113.48,0.65,174.58461538461538
2019-07-17,113.68,0.65,174.8923076923077
2019-07-18,114.94,0.65,176.83076923076922
2019-07-19,114.09,0.65,175.52307692307693
2019-07-22,115.94,0.65,178.36923076923077
2019-07-23,115.94,0.65,178.36923076923077
2019-07-24,115.44,0.65,177.6
2019-07-25,114.65,0.65,176.3846153846154
2019-07-26,115.11,0.65,177.09230769230768
2019-07-29,115.55,0.65,177.76923076923075
2019-07-30,115.79,0.65,178.13846153846154
2019-07-31,114.89,0.65,176.75384615384615
2019-08-01,115.7,0.65,178.0
2019-08-02,116.36,0.65,179.01538461538462
2019-08-05,112.57,0.65,173.18461538461537
2019-08-06,121.17,-0.65,-186.41538461538462
2019-08-07,120.89,-0.65,-185.98461538461538
2019-08-08,124.11,-0.65,-190.93846153846152
2019-08-09,125.07,-0.65,-192.4153846153846
2019-08-12,123.96,-0.65,-190.7076923076923
2019-08-13,124.7,-0.65,-191.84615384615384
2019-08-14,121.79,-0.65,-187.36923076923077
2019-08-15,123.68,-0.65,-190.27692307692308
2019-08-16,125.37,-0.65,-192.87692307692308
2019-08-19,126.75,-0.65,-195.0
2019-08-20,126.05,-0.65,-193.9230769230769
2019-08-21,127.64,-0.65,-196.36923076923077
2019-08-22,126.64,-0.65,-194.83076923076922
2019-08-23,123.07,-0.65,-189.33846153846153
2019-08-26,126.2,-0.65,-194.15384615384616
2019-08-27,125.24,-0.65,-192.67692307692306
2019-08-28,125.77,-0.65,-193.4923076923077
2019-08-29,126.68,-0.65,-194.8923076923077
2019-08-30,126.42,-0.65,-194.4923076923077
2019-09-03,127.04,-0.65,-195.44615384615386
2019-09-04,127.59,-0.65,-196.2923076923077
2019-09-05,128.07,-0.65,-197.0307692307692
2019-09-06,128.43,-0.65,-197.58461538461538
2019-09-09,126.66,-0.65,-194.86153846153846
2019-09-10,123.03,-0.65,-189.27692307692308
2019-09-11,120.7,-0.65,-185.69230769230768
2019-09-12,121.69,-0.65,-187.2153846153846
2019-09-13,121.02,-0.65,-186.18461538461537
2019-09-16,119.64,-0.65,-184.06153846153845
2019-09-17,122.42,-0.65,-188.33846153846153
2019-09-18,123.24,-0.65,-189.6
2019-09-19,124.27,-0.65,-191.18461538461537
2019-09-20,125.62,-0.65,-193.26153846153846
2019-09-23,125.08,-0.65,-192.43076923076922
2019-09-24,125.05,-0.65,-192.3846153846154
2019-09-25,124.78,-0.65,-191.96923076923076
2019-09-26,126.06,-0.65,-193.93846153846152
2019-09-27,123.9,-0.65,-190.6153846153846
2019-09-30,124.59,-0.65,-191.6769230769231
2019-10-01,125.12,-0.65,-192.4923076923077
2019-10-02,122.29,-0.65,-188.13846153846154
2019-10-03,124.28,-0.65,-191.2
2019-10-04,127.05,-0.65,-195.46153846153845
2019-10-07,126.07,-0.65,-193.95384615384614
2019-10-08,125.38,-0.65,-192.89230769230767
2019-10-09,126.43,-0.65,-194.5076923076923
2019-10-10,127.41,-0.65,-196.0153846153846
2019-10-11,128.47,-0.65,-197.64615384615385
2019-10-14,126.59,-0.65,-194.75384615384615
2019-10-15,128.71,-0.65,-198.01538461538462
2019-10-16,127.93,-0.65,-196.81538461538463
2019-10-17,128.47,-0.65,-197.64615384615385
2019-10-18,128.12,-0.65,-197.1076923076923
2019-10-21,126.45,-0.65,-194.53846153846155
2019-10-22,122.81,-0.65,-188.93846153846152
2019-10-23,121.8,-0.65,-187.3846153846154
2019-10-24,122.95,-0.65,-189.15384615384616
2019-10-25,124.36,-0.65,-191.3230769230769
2019-10-28,125.13,-0.65,-192.50769230769228
2019-10-29,126.16,-0.65,-194.09230769230768
2019-10-30,127.6,-0.65,-196.3076923076923
2019-10-31,127.92,-0.65,-196.79999999999998
2019-11-01,125.34,-0.65,-192.83076923076922
2019-11-04,124.76,-0.65,-191.93846153846155
2019-11-05,120.25,-0.65,-185.0
2019-11-06,121.47,-0.65,-186.87692307692308
2019-11-07,121.03,2.33,51.94420600858369
2019-11-08,117.86,2.33,50.58369098712446
2019-11-11,117.03,2.33,50.227467811158796
2019-11-12,117.2,2.33,50.30042918454936
2019-11-13,116.45,2.33,49.97854077253219
2019-11-14,116.25,2.33,49.892703862660944
2019-11-15,117.92,2.33,50.60944206008583
2019-11-18,118.8,2.33,50.98712446351931
2019-11-19,120.33,2.33,51.64377682403433
2019-11-20,119.56,2.33,51.31330472103004
2019-11-21,120.22,2.33,51.59656652360515
2019-11-22,119.81,2.33,51.4206008583691
2019-11-25,120.61,2.33,51.763948497854074
2019-11-26,121.89,2.33,52.31330472103004
2019-11-27,121.63,2.33,52.20171673819742
2019-11-29,120.52,2.33,51.72532188841201
2019-12-02,119.91,2.33,51.463519313304715
2019-12-03,120.53,2.33,51.72961373390558
2019-12-04,119.74,2.33,51.39055793991416
2019-12-05,120.11,2.33,51.54935622317596
2019-12-06,121.72,2.33,52.24034334763948
2019-12-09,121.23,2.33,52.03004291845494
2019-12-10,122.78,2.33,52.69527896995708
2019-12-11,123.56,2.33,53.03004291845493
2019-12-12,124.33,2.33,53.36051502145923
2019-12-13,124.45,2.33,53.412017167381975
2019-12-16,126.46,2.33,54.27467811158798
2019-12-17,127.1,2.33,54.54935622317596
2019-12-18,126.99,2.33,54.50214592274678
2019-12-19,128.74,2.33,55.25321888412017
2019-12-20,132.68,2.33,56.94420600858369
2019-12-23,132.37,2.33,56.81115879828326
2019-12-24,132.92,2.33,57.04721030042918
2019-12-26,133.03,2.33,57.09442060085837
2019-12-27,133.25,2.33,57.188841201716734
2019-12-30,132.21,2.33,56.742489270386265
2019-12-31,132.35,2.33,56.802575107296136
2020-01-02,134.14,2.33,57.57081545064377
2020-01-03,134.16,2.33,57.5793991416309
2020-01-06,133.13,2.33,57.13733905579399
2020-01-07,133.58,2.33,57.3304721030043
2020-01-08,133.29,2.33,57.20600858369098
2020-01-09,135.06,2.33,57.9656652360515
2020-01-10,135.57,2.33,58.18454935622317
2020-01-13,136.51,2.33,58.58798283261802
2020-01-14,137.27,2.33,58.91416309012876
2020-01-15,138.54,2.33,59.459227467811154
2020-01-16,139.24,2.33,59.75965665236052
2020-01-17,140.16,2.33,60.154506437768234
2020-01-21,141.93,2.33,60.91416309012876
2020-01-22,141.5,2.33,60.72961373390558
2020-01-23,138.34,2.33,59.37339055793991
2020-01-24,136.31,2.33,58.50214592274678
2020-01-27,135.96,2.33,58.351931330472105
2020-01-28,138.26,2.33,59.33905579399141
2020-01-29,138.51,2.33,59.44635193133047
2020-01-30,138.03,2.33,59.24034334763948
2020-01-31,134.21,2.33,57.60085836909872
2020-02-03,135.52,2.33,58.163090128755364
2020-02-04,138.97,2.33,59.64377682403433
2020-02-05,137.89,2.33,59.180257510729604
2020-02-06,138.97,2.33,59.64377682403433
2020-02-07,138.9,2.33,59.6137339055794
2020-02-10,142.55,2.33,61.18025751072962
2020-02-11,144.03,2.33,61.81545064377682
2020-02-12,142.98,2.33,61.36480686695278
2020-02-13,144.94,3.14,46.159235668789805
2020-02-14,144.17,3.14,45.9140127388535
2020-02-18,143.65,3.14,45.7484076433121
2020-02-19,144.06,3.14,45.87898089171974
2020-02-20,143.55,3.14,45.71656050955414
2020-02-21,142.23,3.14,45.29617834394904
2020-02-24,138.39,3.14,44.073248407643305
2020-02-25,134.82,3.14,42.93630573248407
2020-02-26,136.15,3.14,43.359872611464965
2020-02-27,133.95,3.14,42.659235668789805
2020-02-28,133.23,3.14,42.42993630573248
2020-03-02,138.91,3.14,44.23885350318471
2020-03-03,137.24,3.14,43.70700636942675
2020-03-04,143.62,3.14,45.738853503184714
2020-03-05,139.56,3.14,44.445859872611464
2020-03-06,137.05,3.14,43.646496815286625
2020-03-09,129.72,3.14,41.31210191082803
2020-03-10,132.72,3.14,42.267515923566876
2020-03-11,130.27,3.14,41.48726114649682
2020-03-12,120.28,3.14,38.30573248407643
2020-03-13,125.48,3.14,39.961783439490446
2020-03-16,107.04,3.14,34.089171974522294
2020-03-17,111.05,3.14,35.366242038216555
2020-03-18,105.82,3.14,33.70063694267515
2020-03-19,102.33,3.14,32.589171974522294
2020-03-20,100.94,3.14,32.146496815286625
2020-03-23,92.66,3.14,29.509554140127385
2020-03-24,103.76,3.14,33.044585987261144
2020-03-25,108.21,3.14,34.46178343949044
2020-03-26,117.91,3.14,37.55095541401273
2020-03-27,111.77,3.14,35.595541401273884
2020-03-30,116.68,3.14,37.15923566878981
2020-03-31,117.69,3.14,37.48089171974522
2020-04-01,111.92,3.14,35.64331210191083
2020-04-02,116.03,3.14,36.952229299363054
2020-04-03,114.61,3.14,36.5
2020-04-06,126.79,3.14,40.37898089171975
2020-04-07,126.11,3.14,40.16242038216561
2020-04-08,127.25,3.14,40.52547770700637
2020-04-09,128.75,3.14,41.003184713375795
2020-04-13,122.95,3.14,39.15605095541401
2020-04-14,127.82,3.14,40.70700636942675
2020-04-15,123.81,3.14,39.42993630573248
2020-04-16,127.45,3.14,40.589171974522294
2020-04-17,130.72,3.14,41.63057324840764
2020-04-20,127.39,3.14,40.57006369426752
2020-04-21,124.7,3.14,39.71337579617834
2020-04-22,125.81,3.14,40.066878980891715
2020-04-23,123.64,3.14,39.37579617834395
2020-04-24,125.91,3.14,40.09872611464968
2020-04-27,127.42,3.14,40.5796178343949
2020-04-28,123.0,3.14,39.17197452229299
2020-04-29,125.55,3.14,39.98407643312102
2020-04-30,129.31,3.14,41.181528662420384
2020-05-01,127.53,3.14,40.61464968152866
2020-05-04,127.44,3.14,40.58598726114649
2020-05-05,131.3,3.14,41.81528662420382
2020-05-06,125.69,0.89,141.22471910112358
2020-05-07,124.24,0.89,139.59550561797752
2020-05-08,125.47,0.89,140.97752808988764
2020-05-11,126.39,0.89,142.01123595505618
2020-05-12,124.01,0.89,139.3370786516854
2020-05-13,123.03,0.89,138.23595505617976
2020-05-14,126.03,0.89,141.6067415730337
2020-05-15,127.49,0.89,143.24719101123594
2020-05-18,131.42,0.89,147.6629213483146
2020-05-19,134.34,0.89,150.9438202247191
2020-05-20,133.34,0.89,149.82022471910113
2020-05-21,130.33,0.89,146.43820224719101
2020-05-22,130.11,0.89,146.19101123595507
2020-05-26,130.45,0.89,146.57303370786516
2020-05-27,135.64,0.89,152.40449438202245
2020-05-28,138.11,0.89,155.1797752808989
2020-05-29,139.39,0.89,156.61797752808988
2020-06-01,138.34,0.89,155.43820224719101
2020-06-02,141.48,0.89,158.96629213483143
2020-06-03,142.53,0.89,160.14606741573033
2020-06-04,140.52,0.89,157.8876404494382
2020-06-05,141.01,0.89,158.438202247191
2020-06-08,141.3,0.89,158.76404494382024
2020-06-09,138.8,0.89,155.95505617977528
2020-06-10,139.91,0.89,157.20224719101122
2020-06-11,131.06,0.89,147.25842696629215
2020-06-12,134.07,0.89,150.64044943820224
2020-06-15,133.300003,0.89,149.77528426966293
2020-06-16,136.240005,0.89,153.0786573033708
2020-06-17,136.789993,0.89,153.6966213483146
2020-06-18,137.399994,0.89,154.38201573033706
2020-06-19,137.399994,0.89,154.38201573033706
2020-06-22,136.940002,0.89,153.86517078651684
2020-06-23,138.110001,0.89,155.1797764044944
2020-06-24,134.300003,0.89,150.8988797752809
2020-06-25,135.309998,0.89,152.03370561797755
2020-06-26,132.660004,0.89,149.0561842696629
2020-06-29,131.979996,0.89,148.29213033707865
2020-06-30,137.039993,0.89,153.97752022471911
2020-07-01,137.190002,0.89,154.14606966292135
2020-07-02,137.660004,0.89,154.6741617977528
2020-07-06,138.600006,0.89,155.73034382022473
2020-07-07,138.440002,0.89,155.5505640449438
2020-07-08,138.809998,0.89,155.96628988764044
2020-07-09,137.679993,0.89,154.6966213483146
2020-07-10,137.100006,0.89,154.04495056179775
2020-07-13,138.309998,0.89,155.40449213483146
2020-07-14,140.399994,0.89,157.752802247191
2020-07-15,142.919998,0.89,160.58426741573032
2020-07-16,142.940002,0.89,160.60674382022472
2020-07-17,144.660004,0.89,162.53933033707864
2020-07-20,145.970001,0.89,164.01123707865167
2020-07-21,145.009995,0.89,162.9325786516854
2020-07-22,145.110001,0.89,163.04494494382024
2020-07-23,144.070007,0.89,161.87641235955056
2020-07-24,144.220001,0.89,162.0449449438202
2020-07-27,146.919998,0.89,165.07864943820223
2020-07-28,145.979996,0.89,164.02246741573035
2020-07-29,147.589996,0.89,165.8314561797753
2020-07-30,149.110001,0.89,167.53932696629215
2020-07-31,151.679993,0.89,170.42695842696628
