date,PEG,PEG_EPS,PE Ratio
1982-06-17,6.63,,
1982-06-18,6.58,,
1982-06-21,6.63,,
1982-06-22,6.63,,
1982-06-23,6.58,,
1982-06-24,6.58,,
1982-06-25,6.63,,
1982-06-28,6.58,,
1982-06-29,6.54,,
1982-06-30,6.58,,
1982-07-01,6.54,,
1982-07-02,6.5,,
1982-07-06,6.54,,
1982-07-07,6.46,,
1982-07-08,6.46,,
1982-07-09,6.63,,
1982-07-12,6.71,,
1982-07-13,6.63,,
1982-07-14,6.63,,
1982-07-15,6.63,,
1982-07-16,6.67,,
1982-07-19,6.75,,
1982-07-20,7.0,,
1982-07-21,6.96,,
1982-07-22,6.96,,
1982-07-23,6.88,,
1982-07-26,6.79,,
1982-07-27,6.67,,
1982-07-28,6.63,,
1982-07-29,6.67,,
1982-07-30,6.63,,
1982-08-02,6.83,,
1982-08-03,6.83,,
1982-08-04,6.67,,
1982-08-05,6.67,,
1982-08-06,6.75,,
1982-08-09,6.63,,
1982-08-10,6.71,,
1982-08-11,6.75,,
1982-08-12,6.79,,
1982-08-13,7.0,,
1982-08-16,7.13,,
1982-08-17,7.33,,
1982-08-18,7.5,,
1982-08-19,7.46,,
1982-08-20,7.58,,
1982-08-23,7.67,,
1982-08-24,7.67,,
1982-08-25,7.58,,
1982-08-26,7.5,,
1982-08-27,7.46,,
1982-08-30,7.5,,
1982-08-31,7.21,,
1982-09-01,7.04,,
1982-09-02,7.13,,
1982-09-03,7.29,,
1982-09-07,7.25,,
1982-09-08,7.17,,
1982-09-09,7.13,,
1982-09-10,7.04,,
1982-09-13,7.17,,
1982-09-14,7.25,,
1982-09-15,7.29,,
1982-09-16,7.25,,
1982-09-17,7.08,,
1982-09-20,7.13,,
1982-09-21,7.33,,
1982-09-22,7.54,,
1982-09-23,7.46,,
1982-09-24,7.38,,
1982-09-27,7.33,,
1982-09-28,7.25,,
1982-09-29,7.08,,
1982-09-30,7.08,,
1982-10-01,7.21,,
1982-10-04,7.29,,
1982-10-05,7.29,,
1982-10-06,7.38,,
1982-10-07,7.5,,
1982-10-08,7.71,,
1982-10-11,7.75,,
1982-10-12,7.71,,
1982-10-13,7.71,,
1982-10-14,7.67,,
1982-10-15,7.5,,
1982-10-18,7.58,,
1982-10-19,7.67,,
1982-10-20,7.58,,
1982-10-21,7.63,,
1982-10-22,7.63,,
1982-10-25,7.63,,
1982-10-26,7.5,,
1982-10-27,7.5,,
1982-10-28,7.46,,
1982-10-29,7.5,,
1982-11-01,7.54,,
1982-11-02,7.54,,
1982-11-03,7.67,,
1982-11-04,7.46,,
1982-11-05,7.58,,
1982-11-08,7.5,,
1982-11-09,7.54,,
1982-11-10,7.54,,
1982-11-11,7.54,,
1982-11-12,7.58,,
1982-11-15,7.63,,
1982-11-16,7.58,,
1982-11-17,7.67,,
1982-11-18,7.58,,
1982-11-19,7.63,,
1982-11-22,7.58,,
1982-11-23,7.46,,
1982-11-24,7.38,,
1982-11-26,7.29,,
1982-11-29,7.33,,
1982-11-30,7.25,,
1982-12-01,7.08,,
1982-12-02,7.08,,
1982-12-03,7.29,,
1982-12-06,7.29,,
1982-12-07,7.33,,
1982-12-08,7.33,,
1982-12-09,7.33,,
1982-12-10,7.33,,
1982-12-13,7.25,,
1982-12-14,7.33,,
1982-12-15,7.33,,
1982-12-16,7.33,,
1982-12-17,7.33,,
1982-12-20,7.25,,
1982-12-21,7.21,,
1982-12-22,7.29,,
1982-12-23,7.54,,
1982-12-27,7.63,,
1982-12-28,7.58,,
1982-12-29,7.67,,
1982-12-30,7.67,,
1982-12-31,7.75,,
1983-01-03,7.67,,
1983-01-04,7.79,,
1983-01-05,7.88,,
1983-01-06,7.83,,
1983-01-07,7.83,,
1983-01-10,7.88,,
1983-01-11,7.96,,
1983-01-12,8.0,,
1983-01-13,8.08,,
1983-01-14,7.92,,
1983-01-17,7.83,,
1983-01-18,7.83,,
1983-01-19,7.96,,
1983-01-20,7.88,,
1983-01-21,7.79,,
1983-01-24,7.67,,
1983-01-25,7.71,,
1983-01-26,7.88,,
1983-01-27,7.92,,
1983-01-28,7.83,,
1983-01-31,7.83,,
1983-02-01,7.83,,
1983-02-02,7.88,,
1983-02-03,7.83,,
1983-02-04,7.96,,
1983-02-07,8.0,,
1983-02-08,7.96,,
1983-02-09,7.92,,
1983-02-10,8.0,,
1983-02-11,8.04,,
1983-02-14,8.04,,
1983-02-15,8.13,,
1983-02-16,8.13,,
1983-02-17,8.08,,
1983-02-18,8.0,,
1983-02-22,8.08,,
1983-02-23,8.08,,
1983-02-24,8.08,,
1983-02-25,8.04,,
1983-02-28,7.83,,
1983-03-01,7.75,,
1983-03-02,7.75,,
1983-03-03,7.96,,
1983-03-04,8.04,,
1983-03-07,8.0,,
1983-03-08,7.88,,
1983-03-09,7.88,,
1983-03-10,7.75,,
1983-03-11,7.75,,
1983-03-14,7.79,,
1983-03-15,7.83,,
1983-03-16,7.75,,
1983-03-17,7.67,,
1983-03-18,7.71,,
1983-03-21,7.71,,
1983-03-22,7.75,,
1983-03-23,7.83,,
1983-03-24,7.83,,
1983-03-25,7.75,,
1983-03-28,7.63,,
1983-03-29,7.58,,
1983-03-30,7.5,,
1983-03-31,7.46,,
1983-04-04,7.46,,
1983-04-05,7.54,,
1983-04-06,7.5,,
1983-04-07,7.5,,
1983-04-08,7.58,,
1983-04-11,7.67,,
1983-04-12,7.75,,
1983-04-13,7.67,,
1983-04-14,7.67,,
1983-04-15,7.67,,
1983-04-18,7.63,,
1983-04-19,7.79,,
1983-04-20,7.88,,
1983-04-21,7.75,,
1983-04-22,7.71,,
1983-04-25,7.75,,
1983-04-26,7.71,,
1983-04-27,7.79,,
1983-04-28,7.88,,
1983-04-29,7.88,,
1983-05-02,7.92,,
1983-05-03,8.0,,
1983-05-04,8.0,,
1983-05-05,8.04,,
1983-05-06,8.04,,
1983-05-09,8.0,,
1983-05-10,7.96,,
1983-05-11,8.0,,
1983-05-12,8.0,,
1983-05-13,8.04,,
1983-05-16,8.04,,
1983-05-17,8.08,,
1983-05-18,8.17,,
1983-05-19,8.13,,
1983-05-20,8.13,,
1983-05-23,8.13,,
1983-05-24,8.25,,
1983-05-25,8.25,,
1983-05-26,8.08,,
1983-05-27,8.17,,
1983-05-31,7.79,,
1983-06-01,7.79,,
1983-06-02,7.79,,
1983-06-03,7.75,,
1983-06-06,7.67,,
1983-06-07,7.58,,
1983-06-08,7.54,,
1983-06-09,7.5,,
1983-06-10,7.46,,
1983-06-13,7.54,,
1983-06-14,7.5,,
1983-06-15,7.54,,
1983-06-16,7.54,,
1983-06-17,7.42,,
1983-06-20,7.33,,
1983-06-21,7.42,,
1983-06-22,7.42,,
1983-06-23,7.38,,
1983-06-24,7.25,,
1983-06-27,7.25,,
1983-06-28,7.33,,
1983-06-29,7.33,,
1983-06-30,7.33,,
1983-07-01,7.5,,
1983-07-05,7.46,,
1983-07-06,7.46,,
1983-07-07,7.42,,
1983-07-08,7.38,,
1983-07-11,7.58,,
1983-07-12,7.54,,
1983-07-13,7.63,,
1983-07-14,7.58,,
1983-07-15,7.54,,
1983-07-18,7.58,,
1983-07-19,7.67,,
1983-07-20,7.83,,
1983-07-21,7.83,,
1983-07-22,7.67,,
1983-07-25,7.75,,
1983-07-26,7.79,,
1983-07-27,7.79,,
1983-07-28,7.79,,
1983-07-29,7.79,,
1983-08-01,7.71,,
1983-08-02,7.71,,
1983-08-03,7.71,,
1983-08-04,7.75,,
1983-08-05,7.75,,
1983-08-08,7.63,,
1983-08-09,7.67,,
1983-08-10,7.63,,
1983-08-11,7.71,,
1983-08-12,7.67,,
1983-08-15,7.71,,
1983-08-16,7.75,,
1983-08-17,7.75,,
1983-08-18,7.71,,
1983-08-19,7.71,,
1983-08-22,7.79,,
1983-08-23,7.79,,
1983-08-24,7.88,,
1983-08-25,8.0,,
1983-08-26,7.92,,
1983-08-29,7.92,,
1983-08-30,7.83,,
1983-08-31,7.54,,
1983-09-01,7.54,,
1983-09-02,7.54,,
1983-09-06,7.54,,
1983-09-07,7.54,,
1983-09-08,7.58,,
1983-09-09,7.67,,
1983-09-12,7.75,,
1983-09-13,7.67,,
1983-09-14,7.67,,
1983-09-15,7.67,,
1983-09-16,7.71,,
1983-09-19,7.71,,
1983-09-20,7.75,,
1983-09-21,7.79,,
1983-09-22,7.75,,
1983-09-23,7.75,,
1983-09-26,7.83,,
1983-09-27,7.83,,
1983-09-28,7.88,,
1983-09-29,7.83,,
1983-09-30,7.83,,
1983-10-03,7.96,,
1983-10-04,8.13,,
1983-10-05,8.25,,
1983-10-06,8.29,,
1983-10-07,8.29,,
1983-10-10,8.21,,
1983-10-11,8.25,,
1983-10-12,8.13,,
1983-10-13,8.04,,
1983-10-14,8.08,,
1983-10-17,8.17,,
1983-10-18,8.17,,
1983-10-19,8.17,,
1983-10-20,8.17,,
1983-10-21,8.17,,
1983-10-24,8.21,,
1983-10-25,8.21,,
1983-10-26,8.33,,
1983-10-27,8.38,,
1983-10-28,8.46,,
1983-10-31,8.46,,
1983-11-01,8.42,,
1983-11-02,8.58,,
1983-11-03,8.54,,
1983-11-04,8.5,,
1983-11-07,8.33,,
1983-11-08,8.42,,
1983-11-09,8.42,,
1983-11-10,8.46,,
1983-11-11,8.46,,
1983-11-14,8.54,,
1983-11-15,8.54,,
1983-11-16,8.63,,
1983-11-17,8.63,,
1983-11-18,8.67,,
1983-11-21,8.67,,
1983-11-22,8.83,,
1983-11-23,8.71,,
1983-11-25,8.79,,
1983-11-28,8.79,,
1983-11-29,8.71,,
1983-11-30,8.42,,
1983-12-01,8.29,,
1983-12-02,8.17,,
1983-12-05,8.21,,
1983-12-06,8.25,,
1983-12-07,8.42,,
1983-12-08,8.46,,
1983-12-09,8.38,,
1983-12-12,8.5,,
1983-12-13,8.46,,
1983-12-14,8.25,,
1983-12-15,8.08,,
1983-12-16,8.0,,
1983-12-19,8.0,,
1983-12-20,8.04,,
1983-12-21,8.0,,
1983-12-22,7.46,,
1983-12-23,7.58,,
1983-12-27,7.58,,
1983-12-28,7.63,,
1983-12-29,7.63,,
1983-12-30,7.58,,
1984-01-03,7.58,,
1984-01-04,7.83,,
1984-01-05,7.96,,
1984-01-06,8.13,,
1984-01-09,8.08,,
1984-01-10,8.04,,
1984-01-11,8.13,,
1984-01-12,8.04,,
1984-01-13,8.0,,
1984-01-16,7.75,,
1984-01-17,7.67,,
1984-01-18,7.5,,
1984-01-19,7.38,,
1984-01-20,7.5,,
1984-01-23,7.5,,
1984-01-24,7.5,,
1984-01-25,7.5,,
1984-01-26,7.58,,
1984-01-27,7.67,,
1984-01-30,7.71,,
1984-01-31,7.79,,
1984-02-01,7.88,,
1984-02-02,7.96,,
1984-02-03,7.88,,
1984-02-06,7.71,,
1984-02-07,7.79,,
1984-02-08,7.75,,
1984-02-09,7.54,,
1984-02-10,7.42,,
1984-02-13,7.33,,
1984-02-14,7.29,,
1984-02-15,7.25,,
1984-02-16,7.17,,
1984-02-17,7.17,,
1984-02-21,7.17,,
1984-02-22,7.13,,
1984-02-23,7.04,,
1984-02-24,7.21,,
1984-02-27,7.21,,
1984-02-28,7.08,,
1984-02-29,6.92,,
1984-03-01,7.0,,
1984-03-02,7.04,,
1984-03-05,7.0,,
1984-03-06,6.96,,
1984-03-07,6.75,,
1984-03-08,6.75,,
1984-03-09,6.75,,
1984-03-12,6.79,,
1984-03-13,6.92,,
1984-03-14,6.96,,
1984-03-15,7.0,,
1984-03-16,7.04,,
1984-03-19,7.08,,
1984-03-20,7.08,,
1984-03-21,7.08,,
1984-03-22,6.92,,
1984-03-23,6.79,,
1984-03-26,6.92,,
1984-03-27,6.88,,
1984-03-28,6.92,,
