date,ANSS,ANSS_EPS,PE Ratio
1997-01-29,2.31,0.02,115.5
1997-01-30,2.34,0.02,116.99999999999999
1997-01-31,2.38,0.02,118.99999999999999
1997-02-03,2.38,0.02,118.99999999999999
1997-02-04,2.31,0.02,115.5
1997-02-05,2.25,0.02,112.5
1997-02-06,2.25,0.02,112.5
1997-02-07,2.22,0.02,111.00000000000001
1997-02-10,2.22,0.02,111.00000000000001
1997-02-11,2.19,0.02,109.5
1997-02-12,2.31,0.02,115.5
1997-02-13,2.34,0.02,116.99999999999999
1997-02-14,2.25,0.02,112.5
1997-02-18,2.28,0.02,113.99999999999999
1997-02-19,2.16,0.02,108.0
1997-02-20,2.16,0.02,108.0
1997-02-21,2.03,0.02,101.49999999999999
1997-02-24,2.0,0.02,100.0
1997-02-25,2.06,0.02,103.0
1997-02-26,2.09,0.02,104.49999999999999
1997-02-27,2.09,0.02,104.49999999999999
1997-02-28,2.06,0.02,103.0
1997-03-03,1.97,0.02,98.5
1997-03-04,1.97,0.02,98.5
1997-03-05,2.0,0.02,100.0
1997-03-06,2.0,0.02,100.0
1997-03-07,2.0,0.02,100.0
1997-03-10,2.03,0.02,101.49999999999999
1997-03-11,2.13,0.02,106.49999999999999
1997-03-12,2.13,0.02,106.49999999999999
1997-03-13,2.19,0.02,109.5
1997-03-14,2.16,0.02,108.0
1997-03-17,2.19,0.02,109.5
1997-03-18,2.09,0.02,104.49999999999999
1997-03-19,2.06,0.02,103.0
1997-03-20,2.16,0.02,108.0
1997-03-21,2.0,0.02,100.0
1997-03-24,1.97,0.02,98.5
1997-03-25,1.94,0.02,97.0
1997-03-26,2.0,0.02,100.0
1997-03-27,2.06,0.02,103.0
1997-03-31,2.03,0.02,101.49999999999999
1997-04-01,1.78,0.02,89.0
1997-04-02,1.72,0.02,86.0
1997-04-03,1.78,0.02,89.0
1997-04-04,1.75,0.02,87.5
1997-04-07,1.72,0.02,86.0
1997-04-08,1.75,0.02,87.5
1997-04-09,1.72,0.02,86.0
1997-04-10,1.72,0.02,86.0
1997-04-11,1.66,0.02,83.0
1997-04-14,1.59,0.02,79.5
1997-04-15,1.63,0.02,81.5
1997-04-16,1.63,0.02,81.5
1997-04-17,1.5,0.02,75.0
1997-04-18,1.5,0.02,75.0
1997-04-21,1.53,0.02,76.5
1997-04-22,1.41,0.02,70.5
1997-04-23,1.41,0.01,141.0
1997-04-24,1.53,0.01,153.0
1997-04-25,1.53,0.01,153.0
1997-04-28,1.53,0.01,153.0
1997-04-29,1.56,0.01,156.0
1997-04-30,1.72,0.01,172.0
1997-05-01,1.69,0.01,169.0
1997-05-02,1.66,0.01,166.0
1997-05-05,1.59,0.01,159.0
1997-05-06,1.59,0.01,159.0
1997-05-07,1.59,0.01,159.0
1997-05-08,1.56,0.01,156.0
1997-05-09,1.59,0.01,159.0
1997-05-12,1.59,0.01,159.0
1997-05-13,1.59,0.01,159.0
1997-05-14,1.63,0.01,163.0
1997-05-15,1.59,0.01,159.0
1997-05-16,1.66,0.01,166.0
1997-05-19,1.69,0.01,169.0
1997-05-20,1.81,0.01,181.0
1997-05-21,2.0,0.01,200.0
1997-05-22,1.88,0.01,187.99999999999997
1997-05-23,1.94,0.01,194.0
1997-05-27,1.94,0.01,194.0
1997-05-28,2.0,0.01,200.0
1997-05-29,2.03,0.01,202.99999999999997
1997-05-30,2.16,0.01,216.0
1997-06-02,2.22,0.01,222.00000000000003
1997-06-03,2.25,0.01,225.0
1997-06-04,2.28,0.01,227.99999999999997
1997-06-05,2.13,0.01,212.99999999999997
1997-06-06,2.22,0.01,222.00000000000003
1997-06-09,2.19,0.01,219.0
1997-06-10,2.19,0.01,219.0
1997-06-11,2.16,0.01,216.0
1997-06-12,2.06,0.01,206.0
1997-06-13,2.16,0.01,216.0
1997-06-16,2.16,0.01,216.0
1997-06-17,2.08,0.01,208.0
1997-06-18,1.97,0.01,197.0
1997-06-19,2.03,0.01,202.99999999999997
1997-06-20,2.03,0.01,202.99999999999997
1997-06-23,1.88,0.01,187.99999999999997
1997-06-24,1.69,0.01,169.0
1997-06-25,1.81,0.01,181.0
1997-06-26,1.91,0.01,191.0
1997-06-27,1.94,0.01,194.0
1997-06-30,1.97,0.01,197.0
1997-07-01,2.03,0.01,202.99999999999997
1997-07-02,2.06,0.01,206.0
1997-07-03,2.0,0.01,200.0
1997-07-07,2.03,0.01,202.99999999999997
1997-07-08,2.06,0.01,206.0
1997-07-09,2.06,0.01,206.0
1997-07-10,2.06,0.01,206.0
1997-07-11,2.06,0.01,206.0
1997-07-14,1.97,0.01,197.0
1997-07-15,2.03,0.01,202.99999999999997
1997-07-16,2.09,0.01,208.99999999999997
1997-07-17,2.09,0.01,208.99999999999997
1997-07-18,2.03,0.01,202.99999999999997
1997-07-21,2.09,0.01,208.99999999999997
1997-07-22,2.09,0.01,208.99999999999997
1997-07-23,2.03,0.01,202.99999999999997
1997-07-24,2.03,0.01,202.99999999999997
1997-07-25,2.0,0.01,200.0
1997-07-28,2.06,0.01,206.0
1997-07-29,2.0,0.01,200.0
1997-07-30,2.03,0.01,202.99999999999997
1997-07-31,2.0,0.01,200.0
1997-08-01,2.0,0.01,200.0
1997-08-04,1.94,0.01,194.0
1997-08-05,1.84,0.01,184.0
1997-08-06,1.78,0.01,178.0
1997-08-07,1.81,0.01,181.0
1997-08-08,1.94,0.01,194.0
1997-08-11,1.98,0.03,66.0
1997-08-12,2.03,0.03,67.66666666666666
1997-08-13,2.09,0.03,69.66666666666667
1997-08-14,2.22,0.03,74.00000000000001
1997-08-15,2.25,0.03,75.0
1997-08-18,2.22,0.03,74.00000000000001
1997-08-19,2.28,0.03,76.0
1997-08-20,2.41,0.03,80.33333333333334
1997-08-21,2.38,0.03,79.33333333333333
1997-08-22,2.5,0.03,83.33333333333334
1997-08-25,2.56,0.03,85.33333333333334
1997-08-26,2.63,0.03,87.66666666666667
1997-08-27,2.75,0.03,91.66666666666667
1997-08-28,2.73,0.03,91.0
1997-08-29,2.75,0.03,91.66666666666667
1997-09-02,2.75,0.03,91.66666666666667
1997-09-03,2.72,0.03,90.66666666666667
1997-09-04,2.66,0.03,88.66666666666667
1997-09-05,2.56,0.03,85.33333333333334
1997-09-08,2.66,0.03,88.66666666666667
1997-09-09,2.63,0.03,87.66666666666667
1997-09-10,2.5,0.03,83.33333333333334
1997-09-11,2.59,0.03,86.33333333333333
1997-09-12,2.59,0.03,86.33333333333333
1997-09-15,2.5,0.03,83.33333333333334
1997-09-16,2.5,0.03,83.33333333333334
1997-09-17,2.44,0.03,81.33333333333333
1997-09-18,2.41,0.03,80.33333333333334
1997-09-19,2.41,0.03,80.33333333333334
1997-09-22,2.34,0.03,78.0
1997-09-23,2.38,0.03,79.33333333333333
1997-09-24,2.47,0.03,82.33333333333334
1997-09-25,2.5,0.03,83.33333333333334
1997-09-26,2.5,0.03,83.33333333333334
1997-09-29,2.52,0.03,84.0
1997-09-30,2.66,0.03,88.66666666666667
1997-10-01,2.38,0.03,79.33333333333333
1997-10-02,2.34,0.03,78.0
1997-10-03,2.08,0.03,69.33333333333334
1997-10-06,2.03,0.03,67.66666666666666
1997-10-07,2.02,0.03,67.33333333333334
1997-10-08,1.97,0.03,65.66666666666667
1997-10-09,2.02,0.03,67.33333333333334
1997-10-10,2.05,0.03,68.33333333333333
1997-10-13,2.08,0.03,69.33333333333334
1997-10-14,2.41,0.03,80.33333333333334
1997-10-15,2.47,0.03,82.33333333333334
1997-10-16,2.44,0.03,81.33333333333333
1997-10-17,2.47,0.03,82.33333333333334
1997-10-20,2.45,0.03,81.66666666666667
1997-10-21,2.5,0.03,83.33333333333334
1997-10-22,2.59,0.03,86.33333333333333
1997-10-23,2.38,0.03,79.33333333333333
1997-10-24,2.38,0.03,79.33333333333333
1997-10-27,2.38,0.03,79.33333333333333
1997-10-28,2.31,0.03,77.0
1997-10-29,2.38,0.03,79.33333333333333
1997-10-30,2.31,0.03,77.0
1997-10-31,2.31,0.03,77.0
1997-11-03,2.3,0.03,76.66666666666666
1997-11-04,2.25,0.03,75.0
1997-11-05,2.25,0.03,75.0
1997-11-06,2.23,0.03,74.33333333333333
1997-11-07,2.19,0.03,73.0
1997-11-10,2.2,0.03,73.33333333333334
1997-11-11,2.16,0.03,72.00000000000001
1997-11-12,2.19,0.03,73.0
1997-11-13,2.16,0.03,72.00000000000001
1997-11-14,2.09,0.03,69.66666666666667
1997-11-17,2.13,0.03,71.0
1997-11-18,2.09,0.03,69.66666666666667
1997-11-19,2.0,0.03,66.66666666666667
1997-11-20,2.03,0.03,67.66666666666666
1997-11-21,2.06,0.03,68.66666666666667
1997-11-24,2.0,0.03,66.66666666666667
1997-11-25,2.0,0.03,66.66666666666667
1997-11-26,1.97,0.03,65.66666666666667
1997-11-28,1.97,0.03,65.66666666666667
1997-12-01,2.0,0.03,66.66666666666667
1997-12-02,1.98,0.03,66.0
1997-12-03,1.94,0.03,64.66666666666667
1997-12-04,1.88,0.03,62.666666666666664
1997-12-05,1.84,0.03,61.333333333333336
1997-12-08,1.97,0.03,65.66666666666667
1997-12-09,1.97,0.03,65.66666666666667
1997-12-10,1.97,0.03,65.66666666666667
1997-12-11,1.97,0.03,65.66666666666667
1997-12-12,1.86,0.03,62.00000000000001
1997-12-15,1.92,0.03,64.0
1997-12-16,1.89,0.03,63.0
1997-12-17,1.89,0.03,63.0
1997-12-18,1.88,0.03,62.666666666666664
1997-12-19,1.86,0.03,62.00000000000001
1997-12-22,1.72,0.03,57.333333333333336
1997-12-23,1.69,0.03,56.333333333333336
1997-12-24,1.78,0.03,59.333333333333336
1997-12-26,1.72,0.03,57.333333333333336
1997-12-29,1.72,0.03,57.333333333333336
1997-12-30,1.75,0.03,58.333333333333336
1997-12-31,1.81,0.03,60.333333333333336
1998-01-02,1.75,0.03,58.333333333333336
1998-01-05,1.78,0.03,59.333333333333336
1998-01-06,1.86,0.03,62.00000000000001
1998-01-07,1.86,0.03,62.00000000000001
1998-01-08,1.86,0.03,62.00000000000001
1998-01-09,1.92,0.03,64.0
1998-01-12,1.88,0.03,62.666666666666664
1998-01-13,1.88,0.03,62.666666666666664
1998-01-14,1.94,0.03,64.66666666666667
1998-01-15,2.05,0.03,68.33333333333333
1998-01-16,2.09,0.03,69.66666666666667
1998-01-20,2.05,0.03,68.33333333333333
1998-01-21,2.09,0.03,69.66666666666667
1998-01-22,2.03,0.03,67.66666666666666
1998-01-23,2.05,0.03,68.33333333333333
1998-01-26,2.02,0.03,67.33333333333334
1998-01-27,2.14,0.03,71.33333333333334
1998-01-28,2.16,0.03,72.00000000000001
1998-01-29,2.22,0.03,74.00000000000001
1998-01-30,2.13,0.03,71.0
1998-02-02,2.14,0.03,71.33333333333334
1998-02-03,2.16,0.03,72.00000000000001
1998-02-04,2.31,0.03,77.0
1998-02-05,2.25,0.03,75.0
1998-02-06,2.33,0.03,77.66666666666667
1998-02-09,2.28,0.03,76.0
1998-02-10,2.25,0.03,75.0
1998-02-11,2.25,0.03,75.0
1998-02-12,2.23,0.03,74.33333333333333
1998-02-13,2.17,0.03,72.33333333333333
1998-02-17,2.16,0.03,72.00000000000001
1998-02-18,2.09,0.03,69.66666666666667
1998-02-19,2.08,0.03,69.33333333333334
1998-02-20,2.13,0.03,71.0
1998-02-23,2.13,0.03,71.0
1998-02-24,2.14,0.03,71.33333333333334
1998-02-25,2.13,0.03,71.0
1998-02-26,2.06,0.03,68.66666666666667
1998-02-27,2.06,0.03,68.66666666666667
1998-03-02,2.06,0.03,68.66666666666667
1998-03-03,2.06,0.03,68.66666666666667
1998-03-04,2.13,0.03,71.0
1998-03-05,2.11,0.03,70.33333333333333
1998-03-06,2.23,0.03,74.33333333333333
1998-03-09,2.28,0.03,76.0
1998-03-10,2.27,0.03,75.66666666666667
1998-03-11,2.31,0.03,77.0
1998-03-12,2.34,0.03,78.0
1998-03-13,2.61,0.03,87.0
1998-03-16,2.56,0.03,85.33333333333334
1998-03-17,2.53,0.03,84.33333333333333
1998-03-18,2.53,0.03,84.33333333333333
1998-03-19,2.5,0.03,83.33333333333334
1998-03-20,2.5,0.03,83.33333333333334
1998-03-23,2.38,0.03,79.33333333333333
1998-03-24,2.55,0.03,85.0
1998-03-25,2.53,0.03,84.33333333333333
1998-03-26,2.48,0.03,82.66666666666667
1998-03-27,2.47,0.03,82.33333333333334
1998-03-30,2.47,0.03,82.33333333333334
1998-03-31,2.5,0.03,83.33333333333334
1998-04-01,2.58,0.03,86.0
1998-04-02,2.63,0.03,87.66666666666667
1998-04-03,2.69,0.03,89.66666666666667
1998-04-06,2.7,0.03,90.00000000000001
1998-04-07,2.56,0.03,85.33333333333334
1998-04-08,2.38,0.03,79.33333333333333
1998-04-09,2.44,0.03,81.33333333333333
1998-04-13,2.41,0.03,80.33333333333334
1998-04-14,2.34,0.03,78.0
1998-04-15,2.52,0.03,84.0
1998-04-16,2.5,0.03,83.33333333333334
1998-04-17,2.5,0.03,83.33333333333334
1998-04-20,2.69,0.03,89.66666666666667
1998-04-21,2.94,0.03,98.0
1998-04-22,2.88,0.03,96.0
1998-04-23,2.75,0.03,91.66666666666667
1998-04-24,2.53,0.03,84.33333333333333
1998-04-27,2.53,0.04,63.24999999999999
1998-04-28,2.59,0.04,64.75
1998-04-29,2.56,0.04,64.0
1998-04-30,2.59,0.04,64.75
1998-05-01,2.66,0.04,66.5
1998-05-04,2.63,0.04,65.75
1998-05-05,2.75,0.04,68.75
1998-05-06,2.66,0.04,66.5
1998-05-07,2.66,0.04,66.5
1998-05-08,2.75,0.04,68.75
1998-05-11,2.69,0.04,67.25
1998-05-12,2.78,0.04,69.5
1998-05-13,2.83,0.04,70.75
1998-05-14,2.77,0.04,69.25
1998-05-15,2.75,0.04,68.75
1998-05-18,2.69,0.04,67.25
1998-05-19,2.53,0.04,63.24999999999999
1998-05-20,2.56,0.04,64.0
1998-05-21,2.5,0.04,62.5
1998-05-22,2.44,0.04,61.0
1998-05-26,2.47,0.04,61.75000000000001
1998-05-27,2.5,0.04,62.5
1998-05-28,2.63,0.04,65.75
1998-05-29,2.56,0.04,64.0
1998-06-01,2.47,0.04,61.75000000000001
1998-06-02,2.41,0.04,60.25
1998-06-03,2.47,0.04,61.75000000000001
1998-06-04,2.38,0.04,59.49999999999999
1998-06-05,2.41,0.04,60.25
1998-06-08,2.3,0.04,57.49999999999999
1998-06-09,2.28,0.04,56.99999999999999
1998-06-10,2.33,0.04,58.25
1998-06-11,2.33,0.04,58.25
1998-06-12,2.25,0.04,56.25
1998-06-15,2.28,0.04,56.99999999999999
1998-06-16,2.47,0.04,61.75000000000001
1998-06-17,2.56,0.04,64.0
1998-06-18,2.53,0.04,63.24999999999999
1998-06-19,2.5,0.04,62.5
1998-06-22,2.47,0.04,61.75000000000001
1998-06-23,2.47,0.04,61.75000000000001
1998-06-24,2.47,0.04,61.75000000000001
1998-06-25,2.47,0.04,61.75000000000001
1998-06-26,2.47,0.04,61.75000000000001
1998-06-29,2.45,0.04,61.25
1998-06-30,2.47,0.04,61.75000000000001
1998-07-01,2.66,0.04,66.5
1998-07-02,2.78,0.04,69.5
1998-07-06,2.81,0.04,70.25
1998-07-07,2.78,0.04,69.5
1998-07-08,2.56,0.04,64.0
1998-07-09,2.53,0.04,63.24999999999999
1998-07-10,2.63,0.04,65.75
1998-07-13,2.75,0.04,68.75
1998-07-14,2.78,0.04,69.5
1998-07-15,2.69,0.04,67.25
1998-07-16,2.66,0.04,66.5
1998-07-17,2.41,0.04,60.25
1998-07-20,2.52,0.04,63.0
1998-07-21,2.53,0.04,63.24999999999999
1998-07-22,2.5,0.04,62.5
1998-07-23,2.5,0.04,62.5
1998-07-24,2.44,0.04,61.0
1998-07-27,2.39,0.04,59.75
1998-07-28,2.34,0.04,58.49999999999999
1998-07-29,2.31,0.04,57.75
1998-07-30,2.19,0.04,54.75
1998-07-31,2.25,0.04,56.25
1998-08-03,2.19,0.04,54.75
1998-08-04,2.16,0.04,54.0
1998-08-05,2.22,0.04,55.50000000000001
1998-08-06,2.25,0.04,56.25
1998-08-07,2.19,0.04,54.75
1998-08-10,2.16,0.04,54.0
1998-08-11,2.09,0.04,52.24999999999999
1998-08-12,2.03,0.04,50.74999999999999
1998-08-13,2.09,0.04,52.24999999999999
1998-08-14,2.06,0.04,51.5
1998-08-17,2.09,0.04,52.24999999999999
1998-08-18,2.28,0.04,56.99999999999999
1998-08-19,2.08,0.04,52.0
1998-08-20,2.11,0.04,52.74999999999999
1998-08-21,2.13,0.04,53.24999999999999
1998-08-24,2.06,0.04,51.5
1998-08-25,2.09,0.04,52.24999999999999
1998-08-26,2.16,0.04,54.0
1998-08-27,1.91,0.04,47.75
1998-08-28,1.94,0.04,48.5
1998-08-31,1.72,0.04,43.0
1998-09-01,1.72,0.04,43.0
1998-09-02,1.78,0.04,44.5
1998-09-03,1.66,0.04,41.5
1998-09-04,1.56,0.04,39.0
1998-09-08,1.63,0.04,40.75
1998-09-09,1.72,0.04,43.0
1998-09-10,1.63,0.04,40.75
1998-09-11,1.56,0.04,39.0
1998-09-14,1.63,0.04,40.75
1998-09-15,1.66,0.04,41.5
1998-09-16,1.72,0.04,43.0
1998-09-17,1.69,0.04,42.25
1998-09-18,1.66,0.04,41.5
1998-09-21,1.56,0.04,39.0
1998-09-22,1.66,0.04,41.5
1998-09-23,1.75,0.04,43.75
1998-09-24,1.75,0.04,43.75
1998-09-25,1.84,0.04,46.0
1998-09-28,1.84,0.04,46.0
1998-09-29,1.88,0.04,46.99999999999999
1998-09-30,1.81,0.04,45.25
1998-10-01,1.75,0.04,43.75
1998-10-02,1.72,0.04,43.0
1998-10-05,1.81,0.04,45.25
1998-10-06,1.75,0.04,43.75
1998-10-07,1.66,0.04,41.5
1998-10-08,1.5,0.04,37.5
1998-10-09,1.63,0.04,40.75
1998-10-12,1.56,0.04,39.0
1998-10-13,1.59,0.04,39.75
1998-10-14,1.5,0.04,37.5
1998-10-15,1.44,0.04,36.0
1998-10-16,1.5,0.04,37.5
1998-10-19,1.56,0.04,39.0
1998-10-20,1.75,0.04,43.75
1998-10-21,1.78,0.04,44.5
1998-10-22,1.81,0.04,45.25
1998-10-23,1.81,0.04,45.25
1998-10-26,1.88,0.04,46.99999999999999
1998-10-27,1.81,0.04,45.25
1998-10-28,1.75,0.04,43.75
1998-10-29,1.75,0.04,43.75
1998-10-30,1.8,0.04,45.0
1998-11-02,1.81,0.04,45.25
1998-11-03,1.76,0.04,44.0
1998-11-04,1.88,0.04,46.99999999999999
1998-11-05,1.88,0.04,46.99999999999999
1998-11-06,1.94,0.04,48.5
1998-11-09,2.0,0.04,50.0
1998-11-10,1.94,0.04,48.5
1998-11-11,1.95,0.04,48.75
1998-11-12,2.05,0.04,51.24999999999999
1998-11-13,2.13,0.04,53.24999999999999
1998-11-16,2.11,0.04,52.74999999999999
1998-11-17,2.13,0.04,53.24999999999999
1998-11-18,2.16,0.04,54.0
1998-11-19,2.13,0.04,53.24999999999999
1998-11-20,2.31,0.04,57.75
1998-11-23,2.59,0.04,64.75
1998-11-24,2.47,0.04,61.75000000000001
1998-11-25,2.47,0.04,61.75000000000001
1998-11-27,2.41,0.04,60.25
1998-11-30,2.5,0.04,62.5
1998-12-01,2.47,0.04,61.75000000000001
1998-12-02,2.44,0.04,61.0
1998-12-03,2.44,0.04,61.0
1998-12-04,2.72,0.04,68.0
1998-12-07,2.88,0.04,72.0
1998-12-08,2.72,0.04,68.0
1998-12-09,2.59,0.04,64.75
1998-12-10,2.47,0.04,61.75000000000001
1998-12-11,2.34,0.04,58.49999999999999
1998-12-14,2.25,0.04,56.25
1998-12-15,2.36,0.04,58.99999999999999
1998-12-16,2.64,0.04,66.0
1998-12-17,2.44,0.04,61.0
1998-12-18,2.5,0.04,62.5
1998-12-21,2.69,0.04,67.25
1998-12-22,2.63,0.04,65.75
1998-12-23,2.61,0.04,65.25
1998-12-24,2.59,0.04,64.75
1998-12-28,2.72,0.04,68.0
1998-12-29,2.72,0.04,68.0
1998-12-30,2.69,0.04,67.25
1998-12-31,2.75,0.04,68.75
1999-01-04,2.73,0.04,68.25
1999-01-05,2.72,0.04,68.0
1999-01-06,2.59,0.04,64.75
1999-01-07,2.44,0.04,61.0
1999-01-08,2.48,0.04,62.0
1999-01-11,2.31,0.04,57.75
1999-01-12,2.38,0.04,59.49999999999999
1999-01-13,2.56,0.04,64.0
1999-01-14,2.5,0.04,62.5
1999-01-15,2.56,0.04,64.0
1999-01-19,2.5,0.04,62.5
1999-01-20,2.59,0.04,64.75
1999-01-21,2.59,0.04,64.75
1999-01-22,2.53,0.04,63.24999999999999
1999-01-25,2.5,0.04,62.5
1999-01-26,2.47,0.04,61.75000000000001
1999-01-27,2.31,0.04,57.75
1999-01-28,2.31,0.04,57.75
1999-01-29,2.31,0.04,57.75
1999-02-01,2.41,0.04,60.25
1999-02-02,2.38,0.04,59.49999999999999
1999-02-03,2.28,0.04,56.99999999999999
1999-02-04,2.31,0.04,57.75
1999-02-05,2.38,0.04,59.49999999999999
1999-02-08,2.25,0.04,56.25
1999-02-09,2.22,0.04,55.50000000000001
1999-02-10,2.2,0.04,55.0
1999-02-11,2.06,0.04,51.5
1999-02-12,2.0,0.04,50.0
1999-02-16,2.03,0.04,50.74999999999999
1999-02-17,1.97,0.04,49.25
1999-02-18,1.97,0.04,49.25
1999-02-19,2.0,0.04,50.0
1999-02-22,2.03,0.04,50.74999999999999
1999-02-23,1.97,0.04,49.25
1999-02-24,2.0,0.04,50.0
1999-02-25,2.13,0.04,53.24999999999999
1999-02-26,2.16,0.04,54.0
