date,JNPR,JNPR_EPS,PE Ratio
2000-03-02,130.13,0.0,inf
2000-03-03,132.22,0.0,inf
2000-03-06,135.31,0.0,inf
2000-03-07,139.34,0.0,inf
2000-03-08,137.31,0.0,inf
2000-03-09,138.0,0.0,inf
2000-03-10,141.22,0.0,inf
2000-03-13,131.94,0.0,inf
2000-03-14,122.78,0.0,inf
2000-03-15,114.88,0.0,inf
2000-03-16,118.5,0.0,inf
2000-03-17,124.97,0.0,inf
2000-03-20,117.53,0.0,inf
2000-03-21,128.5,0.0,inf
2000-03-22,133.13,0.0,inf
2000-03-23,135.0,0.0,inf
2000-03-24,134.5,0.0,inf
2000-03-27,138.22,0.0,inf
2000-03-28,153.5,0.0,inf
2000-03-29,144.0,0.0,inf
2000-03-30,133.5,0.0,inf
2000-03-31,131.78,0.0,inf
2000-04-03,116.5,0.0,inf
2000-04-04,105.25,0.0,inf
2000-04-05,109.38,0.0,inf
2000-04-06,120.63,0.0,inf
2000-04-07,134.71,0.0,inf
2000-04-10,119.0,0.0,inf
2000-04-11,111.63,0.0,inf
2000-04-12,102.06,0.0,inf
2000-04-13,87.5,0.0,inf
2000-04-14,79.03,0.0,inf
2000-04-17,86.28,0.0,inf
2000-04-18,99.0,0.0,inf
2000-04-19,91.38,0.0,inf
2000-04-20,93.06,0.0,inf
2000-04-24,87.28,0.0,inf
2000-04-25,96.25,0.0,inf
2000-04-26,97.81,0.0,inf
2000-04-27,104.47,0.0,inf
2000-04-28,106.34,0.0,inf
2000-05-01,109.47,0.0,inf
2000-05-02,98.94,0.0,inf
2000-05-03,97.44,0.0,inf
2000-05-04,91.5,0.0,inf
2000-05-05,96.69,0.0,inf
2000-05-08,94.5,0.0,inf
2000-05-09,88.5,0.0,inf
2000-05-10,78.19,0.0,inf
2000-05-11,74.0,0.0,inf
2000-05-12,81.69,0.03,2723.0
2000-05-15,84.34,0.03,2811.3333333333335
2000-05-16,87.53,0.03,2917.666666666667
2000-05-17,83.91,0.03,2797.0
2000-05-18,85.03,0.03,2834.3333333333335
2000-05-19,81.5,0.03,2716.666666666667
2000-05-22,84.5,0.03,2816.666666666667
2000-05-23,75.69,0.03,2523.0
2000-05-24,78.5,0.03,2616.666666666667
2000-05-25,77.66,0.03,2588.6666666666665
2000-05-26,76.5,0.03,2550.0
2000-05-30,87.19,0.03,2906.3333333333335
2000-05-31,87.59,0.03,2919.666666666667
2000-06-01,94.75,0.03,3158.3333333333335
2000-06-02,107.25,0.03,3575.0
2000-06-05,107.5,0.03,3583.3333333333335
2000-06-06,100.69,0.03,3356.3333333333335
2000-06-07,112.34,0.03,3744.666666666667
2000-06-08,119.0,0.03,3966.666666666667
2000-06-09,112.03,0.03,3734.3333333333335
2000-06-12,117.16,0.03,3905.3333333333335
2000-06-13,118.5,0.03,3950.0
2000-06-14,113.31,0.03,3777.0
2000-06-15,115.53,0.03,3851.0
2000-06-16,113.0,0.03,3766.666666666667
2000-06-19,125.25,0.03,4175.0
2000-06-20,128.0,0.03,4266.666666666667
2000-06-21,131.56,0.03,4385.333333333334
2000-06-22,128.94,0.03,4298.0
2000-06-23,122.81,0.03,4093.666666666667
2000-06-26,129.31,0.03,4310.333333333334
2000-06-27,126.44,0.03,4214.666666666667
2000-06-28,136.44,0.03,4548.0
2000-06-29,147.94,0.03,4931.333333333333
2000-06-30,145.56,0.03,4852.0
2000-07-03,145.0,0.03,4833.333333333334
2000-07-05,141.38,0.03,4712.666666666667
2000-07-06,140.31,0.03,4677.0
2000-07-07,147.31,0.03,4910.333333333334
2000-07-10,147.56,0.03,4918.666666666667
2000-07-11,148.75,0.03,4958.333333333334
2000-07-12,151.94,0.03,5064.666666666667
2000-07-13,169.5,0.03,5650.0
2000-07-14,174.75,0.03,5825.0
2000-07-17,174.13,0.03,5804.333333333333
2000-07-18,162.56,0.03,5418.666666666667
2000-07-19,156.06,0.03,5202.0
2000-07-20,168.94,0.03,5631.333333333333
2000-07-21,160.81,0.03,5360.333333333334
2000-07-24,149.67,0.03,4989.0
2000-07-25,162.75,0.03,5425.0
2000-07-26,160.31,0.03,5343.666666666667
2000-07-27,144.31,0.03,4810.333333333334
2000-07-28,134.5,0.03,4483.333333333334
2000-07-31,142.44,0.03,4748.0
2000-08-01,138.38,0.03,4612.666666666667
2000-08-02,127.0,0.03,4233.333333333334
2000-08-03,139.13,0.03,4637.666666666667
2000-08-04,144.38,0.03,4812.666666666667
2000-08-07,152.25,0.03,5075.0
2000-08-08,158.94,0.03,5298.0
2000-08-09,165.69,0.03,5523.0
2000-08-10,162.25,0.08,2028.125
2000-08-11,159.94,0.08,1999.25
2000-08-14,170.0,0.08,2125.0
2000-08-15,169.75,0.08,2121.875
2000-08-16,166.31,0.08,2078.875
2000-08-17,172.19,0.08,2152.375
2000-08-18,170.81,0.08,2135.125
2000-08-21,173.81,0.08,2172.625
2000-08-22,186.44,0.08,2330.5
2000-08-23,186.75,0.08,2334.375
2000-08-24,189.94,0.08,2374.25
2000-08-25,190.94,0.08,2386.75
2000-08-28,199.06,0.08,2488.25
2000-08-29,196.13,0.08,2451.625
2000-08-30,203.88,0.08,2548.5
2000-08-31,213.75,0.08,2671.875
2000-09-01,221.63,0.08,2770.375
2000-09-05,220.13,0.08,2751.625
2000-09-06,209.69,0.08,2621.125
2000-09-07,214.88,0.08,2686.0
2000-09-08,197.63,0.08,2470.375
2000-09-11,183.06,0.08,2288.25
2000-09-12,189.75,0.08,2371.875
2000-09-13,198.63,0.08,2482.875
2000-09-14,198.88,0.08,2486.0
2000-09-15,201.69,0.08,2521.125
2000-09-18,192.0,0.08,2400.0
2000-09-19,209.92,0.08,2624.0
2000-09-20,220.06,0.08,2750.75
2000-09-21,211.11,0.08,2638.875
2000-09-22,225.64,0.08,2820.4999999999995
2000-09-25,227.88,0.08,2848.5
2000-09-26,230.5,0.08,2881.25
2000-09-27,225.0,0.08,2812.5
2000-09-28,228.0,0.08,2850.0
2000-09-29,218.94,0.08,2736.75
2000-10-02,206.13,0.08,2576.625
2000-10-03,201.44,0.08,2518.0
2000-10-04,207.95,0.08,2599.375
2000-10-05,197.94,0.08,2474.25
2000-10-06,189.75,0.08,2371.875
2000-10-09,199.56,0.08,2494.5
2000-10-10,205.94,0.08,2574.25
2000-10-11,206.0,0.08,2575.0
2000-10-12,199.61,0.08,2495.125
2000-10-13,228.5,0.08,2856.25
2000-10-16,243.0,0.08,3037.5
2000-10-17,229.19,0.08,2864.875
2000-10-18,213.88,0.08,2673.5
2000-10-19,232.58,0.08,2907.25
2000-10-20,232.0,0.08,2900.0
2000-10-23,224.88,0.08,2811.0
2000-10-24,218.13,0.08,2726.625
2000-10-25,195.63,0.08,2445.375
2000-10-26,190.13,0.08,2376.625
2000-10-27,181.0,0.08,2262.5
2000-10-30,166.38,0.08,2079.75
2000-10-31,195.0,0.08,2437.5
2000-11-01,183.38,0.08,2292.25
2000-11-02,194.88,0.08,2436.0
2000-11-03,216.13,0.08,2701.625
2000-11-06,218.81,0.08,2735.125
2000-11-07,210.69,0.08,2633.625
2000-11-08,188.19,0.08,2352.375
2000-11-09,179.63,0.17,1056.6470588235293
2000-11-10,170.94,0.17,1005.5294117647057
2000-11-13,164.55,0.17,967.9411764705883
2000-11-14,184.0,0.17,1082.3529411764705
2000-11-15,177.5,0.17,1044.1176470588234
2000-11-16,161.81,0.17,951.8235294117646
2000-11-17,154.38,0.17,908.1176470588234
2000-11-20,121.88,0.17,716.9411764705882
2000-11-21,113.56,0.17,668.0
2000-11-22,119.63,0.17,703.7058823529411
2000-11-24,132.38,0.17,778.7058823529411
2000-11-27,123.75,0.17,727.9411764705882
2000-11-28,106.06,0.17,623.8823529411765
2000-11-29,115.75,0.17,680.8823529411765
2000-11-30,124.63,0.17,733.1176470588234
2000-12-01,131.88,0.17,775.7647058823528
2000-12-04,129.48,0.17,761.6470588235293
2000-12-05,156.0,0.17,917.6470588235294
2000-12-06,140.3,0.17,825.2941176470588
2000-12-07,148.88,0.17,875.7647058823528
2000-12-08,159.25,0.17,936.7647058823529
2000-12-11,164.0,0.17,964.7058823529411
2000-12-12,161.06,0.17,947.4117647058823
2000-12-13,155.0,0.17,911.7647058823529
2000-12-14,136.25,0.17,801.470588235294
2000-12-15,128.88,0.17,758.1176470588234
2000-12-18,128.88,0.17,758.1176470588234
2000-12-19,113.75,0.17,669.1176470588235
2000-12-20,98.19,0.17,577.5882352941176
2000-12-21,93.94,0.17,552.5882352941176
2000-12-22,123.13,0.17,724.2941176470588
2000-12-26,117.06,0.17,688.5882352941176
2000-12-27,128.06,0.17,753.2941176470588
2000-12-28,138.63,0.17,815.470588235294
2000-12-29,126.06,0.17,741.5294117647059
2001-01-02,102.56,0.17,603.2941176470588
2001-01-03,132.0,0.17,776.470588235294
2001-01-04,125.31,0.17,737.1176470588235
2001-01-05,109.81,0.17,645.9411764705882
2001-01-08,115.48,0.17,679.2941176470588
2001-01-09,117.19,0.17,689.3529411764705
2001-01-10,119.31,0.17,701.8235294117646
2001-01-11,132.31,0.17,778.2941176470588
2001-01-12,131.5,0.17,773.5294117647059
2001-01-16,128.0,0.17,752.9411764705882
2001-01-17,136.19,0.17,801.1176470588234
2001-01-18,136.63,0.17,803.7058823529411
2001-01-19,134.31,0.17,790.0588235294117
2001-01-22,127.56,0.17,750.3529411764705
2001-01-23,135.67,0.17,798.0588235294116
2001-01-24,134.0,0.17,788.235294117647
2001-01-25,126.44,0.17,743.7647058823529
2001-01-26,118.75,0.17,698.5294117647059
2001-01-29,116.25,0.17,683.8235294117646
2001-01-30,112.44,0.17,661.4117647058823
2001-01-31,105.94,0.17,623.1764705882352
2001-02-01,108.31,0.17,637.1176470588235
2001-02-02,100.69,0.17,592.2941176470588
2001-02-05,104.75,0.17,616.1764705882352
2001-02-06,102.19,0.17,601.1176470588234
2001-02-07,94.38,0.17,555.1764705882352
2001-02-08,93.06,0.17,547.4117647058823
2001-02-09,83.88,0.17,493.41176470588226
2001-02-12,79.88,0.17,469.8823529411764
2001-02-13,78.88,0.17,463.99999999999994
2001-02-14,89.38,0.17,525.7647058823529
2001-02-15,92.19,0.17,542.2941176470588
2001-02-16,80.0,0.17,470.5882352941176
2001-02-20,74.75,0.17,439.70588235294116
2001-02-21,74.88,0.17,440.4705882352941
2001-02-22,68.47,0.17,402.7647058823529
2001-02-23,74.75,0.17,439.70588235294116
2001-02-26,72.13,0.17,424.2941176470588
2001-02-27,62.86,0.17,369.7647058823529
2001-02-28,64.56,0.17,379.7647058823529
2001-03-01,61.81,0.17,363.5882352941176
2001-03-02,53.61,0.17,315.35294117647055
2001-03-05,58.63,0.17,344.88235294117646
2001-03-06,64.06,0.17,376.8235294117647
2001-03-07,60.94,0.17,358.4705882352941
2001-03-08,61.75,0.17,363.235294117647
2001-03-09,54.88,0.17,322.8235294117647
2001-03-12,49.69,0.17,292.2941176470588
2001-03-13,58.63,0.17,344.88235294117646
2001-03-14,57.25,0.17,336.7647058823529
2001-03-15,55.5,0.17,326.4705882352941
2001-03-16,53.06,0.17,312.11764705882354
2001-03-19,58.44,0.17,343.7647058823529
2001-03-20,52.44,0.17,308.4705882352941
2001-03-21,52.88,0.17,311.05882352941177
2001-03-22,57.38,0.17,337.52941176470586
2001-03-23,55.44,0.17,326.1176470588235
2001-03-26,51.49,0.17,302.88235294117646
2001-03-27,52.74,0.17,310.2352941176471
2001-03-28,43.89,0.17,258.1764705882353
2001-03-29,39.4,0.17,231.76470588235293
2001-03-30,37.96,0.17,223.2941176470588
2001-04-02,35.84,0.17,210.82352941176472
2001-04-03,30.6,0.17,180.0
2001-04-04,29.19,0.17,171.70588235294116
2001-04-05,37.16,0.17,218.58823529411762
2001-04-06,33.8,0.17,198.82352941176467
2001-04-09,33.19,0.17,195.23529411764704
2001-04-10,40.47,0.17,238.05882352941174
2001-04-11,42.76,0.17,251.52941176470586
2001-04-12,50.38,0.17,296.3529411764706
2001-04-16,48.38,0.17,284.5882352941176
2001-04-17,50.87,0.17,299.235294117647
2001-04-18,57.41,0.17,337.70588235294116
2001-04-19,65.58,0.17,385.7647058823529
2001-04-20,65.35,0.17,384.4117647058823
2001-04-23,59.43,0.17,349.5882352941176
2001-04-24,57.0,0.17,335.2941176470588
2001-04-25,57.86,0.17,340.35294117647055
2001-04-26,51.8,0.17,304.70588235294116
2001-04-27,55.02,0.17,323.6470588235294
2001-04-30,59.03,0.17,347.235294117647
2001-05-01,63.25,0.17,372.0588235294117
2001-05-02,65.11,0.17,382.99999999999994
2001-05-03,60.82,0.17,357.7647058823529
2001-05-04,61.13,0.17,359.5882352941176
2001-05-07,57.08,0.17,335.7647058823529
2001-05-08,58.9,0.22,267.7272727272727
2001-05-09,57.37,0.22,260.77272727272725
2001-05-10,53.61,0.22,243.6818181818182
2001-05-11,54.26,0.22,246.63636363636363
2001-05-14,53.77,0.22,244.40909090909093
2001-05-15,53.15,0.22,241.5909090909091
2001-05-16,57.89,0.22,263.1363636363636
2001-05-17,53.44,0.22,242.9090909090909
2001-05-18,54.81,0.22,249.13636363636365
2001-05-21,56.53,0.22,256.95454545454544
2001-05-22,56.94,0.22,258.8181818181818
2001-05-23,53.31,0.22,242.31818181818184
2001-05-24,54.57,0.22,248.04545454545453
2001-05-25,52.16,0.22,237.09090909090907
2001-05-29,46.39,0.22,210.86363636363637
2001-05-30,40.21,0.22,182.77272727272728
2001-05-31,42.53,0.22,193.3181818181818
2001-06-01,42.79,0.22,194.5
2001-06-04,44.44,0.22,202.0
2001-06-05,46.58,0.22,211.72727272727272
2001-06-06,44.69,0.22,203.13636363636363
2001-06-07,46.63,0.22,211.95454545454547
2001-06-08,38.02,0.22,172.81818181818184
2001-06-11,35.33,0.22,160.5909090909091
2001-06-12,35.63,0.22,161.95454545454547
2001-06-13,33.15,0.22,150.6818181818182
2001-06-14,32.3,0.22,146.8181818181818
2001-06-15,31.14,0.22,141.54545454545456
2001-06-18,28.3,0.22,128.63636363636363
2001-06-19,28.55,0.22,129.77272727272728
2001-06-20,31.06,0.22,141.1818181818182
2001-06-21,29.86,0.22,135.72727272727272
2001-06-22,28.99,0.22,131.77272727272725
2001-06-25,30.5,0.22,138.63636363636363
2001-06-26,29.49,0.22,134.04545454545453
2001-06-27,30.22,0.22,137.36363636363635
2001-06-28,30.24,0.22,137.45454545454544
2001-06-29,31.1,0.22,141.36363636363637
2001-07-02,31.76,0.22,144.36363636363637
2001-07-03,31.27,0.22,142.13636363636363
2001-07-05,28.5,0.22,129.54545454545453
2001-07-06,26.65,0.22,121.13636363636363
2001-07-09,28.05,0.22,127.5
2001-07-10,25.17,0.22,114.40909090909092
2001-07-11,24.53,0.22,111.5
2001-07-12,28.47,0.22,129.4090909090909
2001-07-13,27.44,0.22,124.72727272727273
2001-07-16,25.18,0.22,114.45454545454545
2001-07-17,25.98,0.22,118.0909090909091
2001-07-18,23.97,0.22,108.95454545454545
2001-07-19,24.49,0.22,111.31818181818181
2001-07-20,24.82,0.22,112.81818181818181
2001-07-23,24.6,0.22,111.81818181818183
2001-07-24,24.96,0.22,113.45454545454545
2001-07-25,23.25,0.22,105.68181818181819
2001-07-26,24.99,0.22,113.59090909090908
2001-07-27,25.81,0.22,117.31818181818181
2001-07-30,25.22,0.22,114.63636363636363
2001-07-31,25.69,0.22,116.77272727272728
2001-08-01,27.5,0.22,125.0
2001-08-02,27.93,0.22,126.95454545454545
2001-08-03,27.7,0.22,125.9090909090909
2001-08-06,26.63,0.01,2663.0
2001-08-07,25.9,0.01,2590.0
2001-08-08,23.47,0.01,2347.0
2001-08-09,23.59,0.01,2359.0
2001-08-10,22.75,0.01,2275.0
2001-08-13,22.85,0.01,2285.0
2001-08-14,23.49,0.01,2349.0
2001-08-15,22.07,0.01,2207.0
2001-08-16,20.02,0.01,2002.0
2001-08-17,18.51,0.01,1851.0000000000002
2001-08-20,17.9,0.01,1789.9999999999998
2001-08-21,17.15,0.01,1714.9999999999998
2001-08-22,16.32,0.01,1632.0
2001-08-23,16.2,0.01,1620.0
2001-08-24,17.28,0.01,1728.0
2001-08-27,17.17,0.01,1717.0000000000002
2001-08-28,16.7,0.01,1670.0
2001-08-29,15.54,0.01,1553.9999999999998
2001-08-30,14.43,0.01,1443.0
2001-08-31,14.0,0.01,1400.0
2001-09-04,13.49,0.01,1349.0
2001-09-05,12.71,0.01,1271.0
2001-09-06,12.7,0.01,1270.0
2001-09-07,12.79,0.01,1279.0
2001-09-10,12.5,0.01,1250.0
2001-09-17,11.52,0.01,1152.0
2001-09-18,9.95,0.01,994.9999999999999
2001-09-19,10.75,0.01,1075.0
2001-09-20,10.95,0.01,1095.0
2001-09-21,11.1,0.01,1110.0
2001-09-24,12.29,0.01,1229.0
2001-09-25,10.93,0.01,1093.0
2001-09-26,10.23,0.01,1023.0
2001-09-27,9.83,0.01,983.0
2001-09-28,9.7,0.01,969.9999999999999
2001-10-01,9.29,0.01,928.9999999999999
2001-10-02,9.53,0.01,952.9999999999999
2001-10-03,12.0,0.01,1200.0
2001-10-04,13.27,0.01,1327.0
2001-10-05,15.08,0.01,1508.0
2001-10-08,15.24,0.01,1524.0
2001-10-09,14.85,0.01,1485.0
2001-10-10,15.0,0.01,1500.0
2001-10-11,16.64,0.01,1664.0
2001-10-12,21.06,0.01,2106.0
2001-10-15,20.52,0.01,2052.0
2001-10-16,22.95,0.01,2295.0
2001-10-17,21.13,0.01,2113.0
2001-10-18,23.0,0.01,2300.0
2001-10-19,23.66,0.01,2366.0
2001-10-22,23.25,0.01,2325.0
2001-10-23,23.89,0.01,2389.0
2001-10-24,27.01,0.01,2701.0
2001-10-25,26.38,0.01,2638.0
2001-10-26,25.0,0.01,2500.0
2001-10-29,24.0,0.01,2400.0
2001-10-30,22.99,0.01,2299.0
2001-10-31,22.19,0.01,2219.0
2001-11-01,21.92,-0.03,-730.6666666666667
2001-11-02,19.48,-0.03,-649.3333333333334
2001-11-05,22.58,-0.03,-752.6666666666666
2001-11-06,22.43,-0.03,-747.6666666666666
2001-11-07,23.02,-0.03,-767.3333333333334
2001-11-08,22.43,-0.03,-747.6666666666666
2001-11-09,23.44,-0.03,-781.3333333333334
2001-11-12,23.99,-0.03,-799.6666666666666
2001-11-13,23.88,-0.03,-796.0
2001-11-14,25.26,-0.03,-842.0000000000001
2001-11-15,25.12,-0.03,-837.3333333333334
2001-11-16,25.6,-0.03,-853.3333333333334
2001-11-19,26.57,-0.03,-885.6666666666667
2001-11-20,25.02,-0.03,-834.0
2001-11-21,25.24,-0.03,-841.3333333333333
2001-11-23,25.85,-0.03,-861.6666666666667
2001-11-26,26.39,-0.03,-879.6666666666667
2001-11-27,26.3,-0.03,-876.6666666666667
2001-11-28,24.17,-0.03,-805.6666666666667
2001-11-29,24.74,-0.03,-824.6666666666666
2001-11-30,24.58,-0.03,-819.3333333333333
2001-12-03,23.22,-0.03,-774.0
2001-12-04,25.24,-0.03,-841.3333333333333
2001-12-05,25.65,-0.03,-855.0
2001-12-06,26.91,-0.03,-897.0
2001-12-07,25.57,-0.03,-852.3333333333334
2001-12-10,24.33,-0.03,-811.0
2001-12-11,24.52,-0.03,-817.3333333333334
2001-12-12,23.93,-0.03,-797.6666666666667
2001-12-13,21.18,-0.03,-706.0
2001-12-14,20.25,-0.03,-675.0
2001-12-17,21.09,-0.03,-703.0
2001-12-18,23.26,-0.03,-775.3333333333334
2001-12-19,22.93,-0.03,-764.3333333333334
2001-12-20,18.85,-0.03,-628.3333333333334
2001-12-21,20.01,-0.03,-667.0000000000001
2001-12-24,19.73,-0.03,-657.6666666666667
2001-12-26,19.22,-0.03,-640.6666666666666
2001-12-27,19.35,-0.03,-645.0000000000001
2001-12-28,19.37,-0.03,-645.6666666666667
2001-12-31,18.95,-0.03,-631.6666666666666
2002-01-02,20.79,-0.03,-693.0
2002-01-03,21.99,-0.03,-733.0
2002-01-04,21.53,-0.03,-717.6666666666667
2002-01-07,21.64,-0.03,-721.3333333333334
2002-01-08,21.4,-0.03,-713.3333333333333
2002-01-09,21.12,-0.03,-704.0000000000001
2002-01-10,20.38,-0.03,-679.3333333333334
2002-01-11,19.26,-0.03,-642.0000000000001
2002-01-14,18.1,-0.03,-603.3333333333334
2002-01-15,17.96,-0.03,-598.6666666666667
2002-01-16,16.96,-0.03,-565.3333333333334
2002-01-17,17.52,-0.03,-584.0
2002-01-18,17.0,-0.03,-566.6666666666667
