date,EOG,EOG_EPS,PE Ratio
1992-11-17,3.63,,
1992-11-18,3.64,,
1992-11-19,3.5,,
1992-11-20,3.59,,
1992-11-23,3.63,,
1992-11-24,3.59,,
1992-11-25,3.59,,
1992-11-27,3.63,,
1992-11-30,3.55,,
1992-12-01,3.53,,
1992-12-02,3.58,,
1992-12-03,3.44,,
1992-12-04,3.5,,
1992-12-07,3.5,,
1992-12-08,3.48,,
1992-12-09,3.53,,
1992-12-10,3.61,,
1992-12-11,3.67,,
1992-12-14,3.66,,
1992-12-15,3.63,,
1992-12-16,3.59,,
1992-12-17,3.56,,
1992-12-18,3.59,,
1992-12-21,3.55,,
1992-12-22,3.55,,
1992-12-23,3.52,,
1992-12-24,3.59,,
1992-12-28,3.55,,
1992-12-29,3.56,,
1992-12-30,3.55,,
1992-12-31,3.67,,
1993-01-04,3.61,,
1993-01-05,3.69,,
1993-01-06,3.61,,
1993-01-07,3.58,,
1993-01-08,3.47,,
1993-01-11,3.39,,
1993-01-12,3.41,,
1993-01-13,3.47,,
1993-01-14,3.34,,
1993-01-15,3.39,,
1993-01-18,3.38,,
1993-01-19,3.45,,
1993-01-20,3.47,,
1993-01-21,3.5,,
1993-01-22,3.59,,
1993-01-25,3.69,,
1993-01-26,3.78,,
1993-01-27,3.75,,
1993-01-28,3.91,,
1993-01-29,3.97,,
1993-02-01,4.06,,
1993-02-02,4.09,,
1993-02-03,4.3,,
1993-02-04,4.44,,
1993-02-05,4.5,,
1993-02-08,4.5,,
1993-02-09,4.42,,
1993-02-10,4.38,,
1993-02-11,4.48,,
1993-02-12,4.48,,
1993-02-16,4.34,,
1993-02-17,4.39,,
1993-02-18,4.44,,
1993-02-19,4.5,,
1993-02-22,4.56,,
1993-02-23,4.55,,
1993-02-24,4.48,,
1993-02-25,4.36,,
1993-02-26,4.41,,
1993-03-01,4.44,,
1993-03-02,4.45,,
1993-03-03,4.78,,
1993-03-04,4.73,,
1993-03-05,4.69,,
1993-03-08,4.78,,
1993-03-09,4.78,,
1993-03-10,4.81,,
1993-03-11,4.89,,
1993-03-12,4.84,,
1993-03-15,4.88,,
1993-03-16,4.86,,
1993-03-17,4.98,,
1993-03-18,5.0,,
1993-03-19,4.97,,
1993-03-22,4.98,,
1993-03-23,4.97,,
1993-03-24,4.97,,
1993-03-25,4.84,,
1993-03-26,4.91,,
1993-03-29,4.98,,
1993-03-30,5.03,,
1993-03-31,5.02,,
1993-04-01,5.0,,
1993-04-02,4.89,,
1993-04-05,4.91,,
1993-04-06,4.88,,
1993-04-07,4.88,,
1993-04-08,4.88,,
1993-04-12,4.97,,
1993-04-13,4.88,,
1993-04-14,4.84,,
1993-04-15,4.81,,
1993-04-16,4.84,,
1993-04-19,4.88,,
1993-04-20,4.98,,
1993-04-21,4.88,,
1993-04-22,4.67,,
1993-04-23,4.5,,
1993-04-26,4.63,,
1993-04-27,4.64,,
1993-04-28,4.64,,
1993-04-29,4.75,,
1993-04-30,4.92,,
1993-05-03,4.95,,
1993-05-04,4.92,,
1993-05-05,4.92,,
1993-05-06,4.94,,
1993-05-07,4.92,,
1993-05-10,4.81,,
1993-05-11,4.94,,
1993-05-12,4.95,,
1993-05-13,5.06,,
1993-05-14,5.17,,
1993-05-17,5.2,,
1993-05-18,5.3,,
1993-05-19,5.23,,
1993-05-20,5.23,,
1993-05-21,5.22,,
1993-05-24,5.23,,
1993-05-25,5.19,,
1993-05-26,5.2,,
1993-05-27,5.31,,
1993-05-28,5.31,,
1993-06-01,5.41,,
1993-06-02,5.56,,
1993-06-03,5.52,,
1993-06-04,5.5,,
1993-06-07,5.5,,
1993-06-08,5.44,,
1993-06-09,5.5,,
1993-06-10,5.44,,
1993-06-11,5.23,,
1993-06-14,5.13,,
1993-06-15,5.13,,
1993-06-16,5.2,,
1993-06-17,5.25,,
1993-06-18,5.27,,
1993-06-21,5.34,,
1993-06-22,5.27,,
1993-06-23,5.3,,
1993-06-24,5.13,,
1993-06-25,5.13,,
1993-06-28,5.14,,
1993-06-29,5.05,,
1993-06-30,5.09,,
1993-07-01,5.05,,
1993-07-02,5.05,,
1993-07-06,5.0,,
1993-07-07,5.08,,
1993-07-08,5.19,,
1993-07-09,5.25,,
1993-07-12,5.31,,
1993-07-13,5.28,,
1993-07-14,5.28,,
1993-07-15,5.25,,
1993-07-16,5.25,,
1993-07-19,5.28,,
1993-07-20,5.31,,
1993-07-21,5.31,,
1993-07-22,5.3,,
1993-07-23,5.31,,
1993-07-26,5.3,,
1993-07-27,5.25,,
1993-07-28,5.27,,
1993-07-29,5.3,,
1993-07-30,5.33,,
1993-08-02,5.47,,
1993-08-03,5.56,,
1993-08-04,5.63,,
1993-08-05,5.63,,
1993-08-06,5.59,,
1993-08-09,5.69,,
1993-08-10,5.75,,
1993-08-11,6.0,,
1993-08-12,6.02,,
1993-08-13,5.94,,
1993-08-16,5.98,,
1993-08-17,6.25,,
1993-08-18,6.42,,
1993-08-19,6.31,,
1993-08-20,6.45,,
1993-08-23,6.7,,
1993-08-24,6.56,,
1993-08-25,6.45,,
1993-08-26,6.3,,
1993-08-27,6.13,,
1993-08-30,6.22,,
1993-08-31,6.28,,
1993-09-01,6.38,,
1993-09-02,6.28,,
1993-09-03,6.3,,
1993-09-07,6.13,,
1993-09-08,5.95,,
1993-09-09,5.97,,
1993-09-10,5.98,,
1993-09-13,5.92,,
1993-09-14,5.94,,
1993-09-15,6.0,,
1993-09-16,6.0,,
1993-09-17,5.94,,
1993-09-20,5.97,,
1993-09-21,6.02,,
1993-09-22,5.97,,
1993-09-23,5.98,,
1993-09-24,5.97,,
1993-09-27,5.98,,
1993-09-28,5.94,,
1993-09-29,6.45,,
1993-09-30,6.63,,
1993-10-01,6.72,,
1993-10-04,6.64,,
1993-10-05,6.58,,
1993-10-06,6.53,,
1993-10-07,6.48,,
1993-10-08,6.42,,
1993-10-11,6.25,,
1993-10-12,6.13,,
1993-10-13,5.98,,
1993-10-14,6.03,,
1993-10-15,5.88,,
1993-10-18,5.75,,
1993-10-19,5.83,,
1993-10-20,5.31,,
1993-10-21,5.5,,
1993-10-22,5.38,,
1993-10-25,5.28,,
1993-10-26,5.03,,
1993-10-27,5.19,,
1993-10-28,5.45,,
1993-10-29,5.34,,
1993-11-01,5.45,,
1993-11-02,5.56,,
1993-11-03,5.63,,
1993-11-04,5.63,,
1993-11-05,5.56,,
1993-11-08,5.47,,
1993-11-09,5.22,,
1993-11-10,5.27,,
1993-11-11,5.22,,
1993-11-12,5.2,,
1993-11-15,5.14,,
1993-11-16,4.94,,
1993-11-17,5.2,,
1993-11-18,5.3,,
1993-11-19,5.27,,
1993-11-22,5.08,,
1993-11-23,5.09,,
1993-11-24,5.16,,
1993-11-26,5.03,,
1993-11-29,4.83,,
1993-11-30,4.83,,
1993-12-01,4.86,,
1993-12-02,4.86,,
1993-12-03,4.88,,
1993-12-06,4.89,,
1993-12-07,4.91,,
1993-12-08,4.86,,
1993-12-09,4.78,,
1993-12-10,4.83,,
1993-12-13,4.77,,
1993-12-14,4.81,,
1993-12-15,4.73,,
1993-12-16,4.78,,
1993-12-17,4.75,,
1993-12-20,4.52,,
1993-12-21,4.44,,
1993-12-22,4.73,,
1993-12-23,4.75,,
1993-12-27,4.86,,
1993-12-28,4.81,,
1993-12-29,4.86,,
1993-12-30,4.86,,
