date,K,K_EPS,PE Ratio
2012-05-29,50.48,1.0,50.48
2012-05-30,49.36,1.0,49.36
2012-05-31,48.78,1.0,48.78
2012-06-01,48.22,1.0,48.22
2012-06-04,48.26,1.0,48.26
2012-06-05,48.22,1.0,48.22
2012-06-06,48.37,1.0,48.37
2012-06-07,48.4,1.0,48.4
2012-06-08,48.63,1.0,48.63
2012-06-11,48.52,1.0,48.52
2012-06-12,48.39,1.0,48.39
2012-06-13,48.38,1.0,48.38
2012-06-14,49.13,1.0,49.13
2012-06-15,49.25,1.0,49.25
2012-06-18,49.4,1.0,49.4
2012-06-19,49.6,1.0,49.6
2012-06-20,49.44,1.0,49.44
2012-06-21,48.81,1.0,48.81
2012-06-22,48.97,1.0,48.97
2012-06-25,48.73,1.0,48.73
2012-06-26,48.44,1.0,48.44
2012-06-27,48.7,1.0,48.7
2012-06-28,48.89,1.0,48.89
2012-06-29,49.33,1.0,49.33
2012-07-02,49.45,1.0,49.45
2012-07-03,49.54,1.0,49.54
2012-07-05,49.49,1.0,49.49
2012-07-06,49.12,1.0,49.12
2012-07-09,48.65,1.0,48.65
2012-07-10,48.98,1.0,48.98
2012-07-11,49.48,1.0,49.48
2012-07-12,49.13,1.0,49.13
2012-07-13,49.5,1.0,49.5
2012-07-16,48.35,1.0,48.35
2012-07-17,48.38,1.0,48.38
2012-07-18,48.06,1.0,48.06
2012-07-19,48.07,1.0,48.07
2012-07-20,47.64,1.0,47.64
2012-07-23,47.15,1.0,47.15
2012-07-24,46.53,1.0,46.53
2012-07-25,46.51,1.0,46.51
2012-07-26,46.61,1.0,46.61
2012-07-27,47.19,1.0,47.19
2012-07-30,47.4,1.0,47.4
2012-07-31,47.7,1.0,47.7
2012-08-01,47.81,1.0,47.81
2012-08-02,49.44,1.0,49.44
2012-08-03,50.35,1.0,50.35
2012-08-06,50.07,1.0,50.07
2012-08-07,50.25,0.85,59.11764705882353
2012-08-08,50.66,0.85,59.599999999999994
2012-08-09,50.75,0.85,59.70588235294118
2012-08-10,50.98,0.85,59.976470588235294
2012-08-13,50.7,0.85,59.64705882352942
2012-08-14,50.81,0.85,59.7764705882353
2012-08-15,50.97,0.85,59.964705882352945
2012-08-16,51.11,0.85,60.129411764705885
2012-08-17,51.1,0.85,60.117647058823536
2012-08-20,51.38,0.85,60.44705882352942
2012-08-21,51.39,0.85,60.45882352941177
2012-08-22,51.07,0.85,60.082352941176474
2012-08-23,51.16,0.85,60.188235294117646
2012-08-24,51.48,0.85,60.56470588235294
2012-08-27,51.65,0.85,60.76470588235294
2012-08-28,51.66,0.85,60.77647058823529
2012-08-29,51.42,0.85,60.49411764705883
2012-08-30,50.56,0.85,59.48235294117647
2012-08-31,50.65,0.85,59.588235294117645
2012-09-04,50.65,0.85,59.588235294117645
2012-09-05,50.19,0.85,59.04705882352941
2012-09-06,50.4,0.85,59.294117647058826
2012-09-07,50.39,0.85,59.28235294117647
2012-09-10,50.27,0.85,59.14117647058824
2012-09-11,50.43,0.85,59.32941176470588
2012-09-12,50.37,0.85,59.258823529411764
2012-09-13,50.82,0.85,59.78823529411765
2012-09-14,50.19,0.85,59.04705882352941
2012-09-17,50.47,0.85,59.37647058823529
2012-09-18,50.3,0.85,59.17647058823529
2012-09-19,50.94,0.85,59.92941176470588
2012-09-20,51.27,0.85,60.31764705882353
2012-09-21,51.45,0.85,60.529411764705884
2012-09-24,51.73,0.85,60.858823529411765
2012-09-25,51.86,0.85,61.01176470588236
2012-09-26,51.7,0.85,60.82352941176471
2012-09-27,51.65,0.85,60.76470588235294
2012-09-28,51.66,0.85,60.77647058823529
2012-10-01,51.93,0.85,61.09411764705882
2012-10-02,51.9,0.85,61.05882352941177
2012-10-03,51.81,0.85,60.952941176470596
2012-10-04,51.88,0.85,61.03529411764706
2012-10-05,51.95,0.85,61.117647058823536
2012-10-08,51.88,0.85,61.03529411764706
2012-10-09,51.58,0.85,60.68235294117647
2012-10-10,51.43,0.85,60.50588235294118
2012-10-11,51.6,0.85,60.70588235294118
2012-10-12,51.73,0.85,60.858823529411765
2012-10-15,51.7,0.85,60.82352941176471
2012-10-16,52.07,0.85,61.258823529411764
2012-10-17,52.85,0.85,62.1764705882353
2012-10-18,52.5,0.85,61.76470588235294
2012-10-19,52.09,0.85,61.28235294117648
2012-10-22,52.01,0.85,61.188235294117646
2012-10-23,51.65,0.85,60.76470588235294
2012-10-24,51.82,0.85,60.964705882352945
2012-10-25,52.56,0.85,61.83529411764707
2012-10-26,52.9,0.85,62.23529411764706
2012-10-31,52.32,0.85,61.55294117647059
2012-11-01,53.5,0.85,62.94117647058824
2012-11-02,53.69,0.85,63.16470588235294
2012-11-05,53.99,0.82,65.84146341463415
2012-11-06,54.76,0.82,66.78048780487805
2012-11-07,54.16,0.82,66.04878048780488
2012-11-08,53.67,0.82,65.45121951219512
2012-11-09,53.48,0.82,65.21951219512195
2012-11-12,53.67,0.82,65.45121951219512
2012-11-13,53.82,0.82,65.63414634146342
2012-11-14,53.68,0.82,65.46341463414635
2012-11-15,53.89,0.82,65.71951219512195
2012-11-16,54.17,0.82,66.0609756097561
2012-11-19,54.74,0.82,66.75609756097562
2012-11-20,54.82,0.82,66.85365853658537
2012-11-21,55.05,0.82,67.13414634146342
2012-11-23,55.26,0.82,67.39024390243902
2012-11-26,55.39,0.82,67.54878048780488
2012-11-27,55.45,0.82,67.6219512195122
2012-11-28,55.78,0.82,68.02439024390245
2012-11-29,55.6,0.82,67.8048780487805
2012-11-30,55.46,0.82,67.63414634146342
2012-12-03,55.26,0.82,67.39024390243902
2012-12-04,55.23,0.82,67.35365853658537
2012-12-05,55.65,0.82,67.8658536585366
2012-12-06,55.74,0.82,67.97560975609757
2012-12-07,55.97,0.82,68.25609756097562
2012-12-10,56.13,0.82,68.45121951219512
2012-12-11,56.66,0.82,69.09756097560975
2012-12-12,56.6,0.82,69.02439024390245
2012-12-13,56.75,0.82,69.20731707317074
2012-12-14,56.72,0.82,69.17073170731707
2012-12-17,56.86,0.82,69.34146341463415
2012-12-18,56.6,0.82,69.02439024390245
2012-12-19,56.15,0.82,68.47560975609757
2012-12-20,56.59,0.82,69.01219512195122
2012-12-21,56.18,0.82,68.51219512195122
2012-12-24,56.14,0.82,68.46341463414635
2012-12-26,55.77,0.82,68.01219512195122
2012-12-27,55.74,0.82,67.97560975609757
2012-12-28,55.33,0.82,67.47560975609757
2012-12-31,55.85,0.82,68.10975609756098
2013-01-02,56.91,0.82,69.40243902439025
2013-01-03,56.52,0.82,68.92682926829269
2013-01-04,56.64,0.82,69.07317073170732
2013-01-07,56.66,0.82,69.09756097560975
2013-01-08,56.85,0.82,69.32926829268293
2013-01-09,56.99,0.82,69.5
2013-01-10,57.31,0.82,69.89024390243902
2013-01-11,57.02,0.82,69.53658536585367
2013-01-14,57.38,0.82,69.97560975609757
2013-01-15,57.12,0.82,69.65853658536585
2013-01-16,57.03,0.82,69.54878048780489
2013-01-17,57.76,0.82,70.4390243902439
2013-01-18,58.21,0.82,70.98780487804879
2013-01-22,58.19,0.82,70.96341463414635
2013-01-23,58.17,0.82,70.93902439024392
2013-01-24,58.59,0.82,71.45121951219512
2013-01-25,58.84,0.82,71.75609756097562
2013-01-28,58.41,0.82,71.23170731707317
2013-01-29,58.82,0.82,71.73170731707317
2013-01-30,58.71,0.82,71.59756097560977
2013-01-31,58.5,0.82,71.34146341463415
2013-02-01,58.65,0.82,71.52439024390245
2013-02-04,58.1,0.82,70.85365853658537
2013-02-05,58.5,0.82,71.34146341463415
2013-02-06,58.99,0.82,71.93902439024392
2013-02-07,59.0,0.82,71.95121951219512
2013-02-08,58.91,0.82,71.84146341463415
2013-02-11,59.12,0.82,72.09756097560975
2013-02-12,59.25,0.82,72.25609756097562
2013-02-13,59.29,0.82,72.3048780487805
2013-02-14,59.58,0.82,72.65853658536585
2013-02-15,59.77,0.82,72.89024390243904
2013-02-19,60.14,0.82,73.34146341463415
2013-02-20,59.77,0.82,72.89024390243904
2013-02-21,59.67,0.82,72.76829268292684
2013-02-22,60.01,0.82,73.1829268292683
2013-02-25,59.03,0.82,71.98780487804879
2013-02-26,59.95,0.01,5995.0
2013-02-27,60.49,0.01,6049.0
2013-02-28,60.5,0.01,6050.0
2013-03-01,60.58,0.01,6058.0
2013-03-04,61.05,0.01,6105.0
2013-03-05,61.42,0.01,6142.0
2013-03-06,61.42,0.01,6142.0
2013-03-07,61.47,0.01,6147.0
2013-03-08,61.52,0.01,6152.0
2013-03-11,61.63,0.01,6163.0
2013-03-12,61.73,0.01,6173.0
2013-03-13,62.0,0.01,6200.0
2013-03-14,62.23,0.01,6223.0
2013-03-15,62.2,0.01,6220.0
2013-03-18,62.28,0.01,6228.0
2013-03-19,62.47,0.01,6247.0
2013-03-20,63.25,0.01,6325.0
2013-03-21,62.69,0.01,6269.0
2013-03-22,63.39,0.01,6339.0
2013-03-25,63.36,0.01,6336.0
2013-03-26,64.0,0.01,6400.0
2013-03-27,64.6,0.01,6459.999999999999
2013-03-28,64.43,0.01,6443.000000000001
2013-04-01,63.93,0.01,6393.0
2013-04-02,64.29,0.01,6429.000000000001
2013-04-03,63.43,0.01,6343.0
2013-04-04,64.01,0.01,6401.0
2013-04-05,63.64,0.01,6364.0
2013-04-08,63.97,0.01,6397.0
2013-04-09,63.87,0.01,6387.0
2013-04-10,64.62,0.01,6462.0
2013-04-11,64.28,0.01,6428.0
2013-04-12,64.7,0.01,6470.0
2013-04-15,63.7,0.01,6370.0
2013-04-16,64.94,0.01,6494.0
2013-04-17,64.6,0.01,6459.999999999999
2013-04-18,64.9,0.01,6490.0
2013-04-19,66.1,0.01,6609.999999999999
2013-04-22,66.19,0.01,6619.0
2013-04-23,66.51,0.01,6651.0
2013-04-24,65.43,0.01,6543.000000000001
2013-04-25,65.8,0.01,6580.0
2013-04-26,65.7,0.01,6570.0
2013-04-29,65.48,0.01,6548.0
2013-04-30,65.04,0.01,6504.000000000001
2013-05-01,64.61,0.01,6461.0
2013-05-02,63.42,0.01,6342.0
2013-05-03,63.66,0.01,6365.999999999999
2013-05-06,63.44,0.01,6344.0
2013-05-07,63.9,0.86,74.30232558139535
2013-05-08,64.22,0.86,74.67441860465117
2013-05-09,63.91,0.86,74.31395348837209
2013-05-10,64.29,0.86,74.75581395348838
2013-05-13,64.42,0.86,74.90697674418605
2013-05-14,65.28,0.86,75.90697674418605
2013-05-15,65.9,0.86,76.6279069767442
2013-05-16,65.82,0.86,76.53488372093022
2013-05-17,65.66,0.86,76.34883720930232
2013-05-20,64.88,0.86,75.44186046511628
2013-05-21,65.43,0.86,76.08139534883722
2013-05-22,65.1,0.86,75.69767441860465
2013-05-23,64.69,0.86,75.22093023255813
2013-05-24,64.45,0.86,74.94186046511628
2013-05-28,64.72,0.86,75.25581395348837
2013-05-29,63.61,0.86,73.96511627906976
2013-05-30,62.95,0.86,73.19767441860465
2013-05-31,62.05,0.86,72.15116279069767
2013-06-03,62.63,0.86,72.82558139534883
2013-06-04,63.05,0.86,73.31395348837209
2013-06-05,61.79,0.86,71.84883720930233
2013-06-06,62.04,0.86,72.13953488372093
2013-06-07,63.39,0.86,73.70930232558139
2013-06-10,63.07,0.86,73.33720930232558
2013-06-11,63.0,0.86,73.25581395348837
2013-06-12,62.84,0.86,73.06976744186046
2013-06-13,64.23,0.86,74.68604651162791
2013-06-14,64.24,0.86,74.69767441860465
2013-06-17,64.68,0.86,75.2093023255814
2013-06-18,64.92,0.86,75.48837209302326
2013-06-19,63.87,0.86,74.26744186046511
2013-06-20,62.57,0.86,72.75581395348837
2013-06-21,63.25,0.86,73.54651162790698
2013-06-24,63.26,0.86,73.55813953488372
2013-06-25,63.18,0.86,73.46511627906976
2013-06-26,63.52,0.86,73.86046511627907
2013-06-27,64.42,0.86,74.90697674418605
2013-06-28,64.23,0.86,74.68604651162791
2013-07-01,64.89,0.86,75.45348837209302
2013-07-02,65.11,0.86,75.70930232558139
2013-07-03,65.06,0.86,75.65116279069768
2013-07-05,65.34,0.86,75.97674418604652
2013-07-08,65.73,0.86,76.43023255813954
2013-07-09,65.92,0.86,76.65116279069768
2013-07-10,65.97,0.86,76.70930232558139
2013-07-11,66.53,0.86,77.36046511627907
2013-07-12,66.5,0.86,77.32558139534883
2013-07-15,66.52,0.86,77.34883720930232
2013-07-16,66.31,0.86,77.1046511627907
2013-07-17,66.18,0.86,76.95348837209303
2013-07-18,66.64,0.86,77.48837209302326
2013-07-19,67.32,0.86,78.27906976744185
2013-07-22,67.46,0.86,78.44186046511628
2013-07-23,67.23,0.86,78.17441860465117
2013-07-24,66.87,0.86,77.75581395348838
2013-07-25,66.97,0.86,77.87209302325581
2013-07-26,66.98,0.86,77.88372093023257
2013-07-29,66.89,0.86,77.77906976744187
2013-07-30,66.45,0.86,77.26744186046513
2013-07-31,66.24,0.86,77.02325581395348
2013-08-01,65.42,0.86,76.06976744186046
2013-08-02,65.23,0.86,75.84883720930233
2013-08-05,65.18,0.86,75.79069767441861
2013-08-06,65.8,0.96,68.54166666666667
2013-08-07,65.53,0.96,68.26041666666667
2013-08-08,65.66,0.96,68.39583333333333
2013-08-09,65.68,0.96,68.41666666666667
2013-08-12,65.73,0.96,68.46875
2013-08-13,65.9,0.96,68.64583333333334
2013-08-14,65.42,0.96,68.14583333333334
2013-08-15,64.46,0.96,67.14583333333333
2013-08-16,62.95,0.96,65.57291666666667
2013-08-19,62.8,0.96,65.41666666666667
2013-08-20,62.61,0.96,65.21875
2013-08-21,62.04,0.96,64.625
2013-08-22,62.42,0.96,65.02083333333334
2013-08-23,62.73,0.96,65.34375
2013-08-26,61.7,0.96,64.27083333333334
2013-08-27,61.63,0.96,64.19791666666667
2013-08-28,61.08,0.96,63.625
2013-08-29,60.59,0.96,63.114583333333336
2013-08-30,60.71,0.96,63.239583333333336
2013-09-03,60.75,0.96,63.28125
2013-09-04,60.79,0.96,63.32291666666667
2013-09-05,60.42,0.96,62.93750000000001
2013-09-06,60.23,0.96,62.739583333333336
2013-09-09,60.26,0.96,62.770833333333336
2013-09-10,59.46,0.96,61.9375
2013-09-11,60.08,0.96,62.583333333333336
2013-09-12,60.12,0.96,62.625
2013-09-13,60.64,0.96,63.16666666666667
2013-09-16,60.98,0.96,63.520833333333336
2013-09-17,60.64,0.96,63.16666666666667
2013-09-18,61.21,0.96,63.76041666666667
2013-09-19,61.08,0.96,63.625
2013-09-20,60.57,0.96,63.09375
2013-09-23,60.24,0.96,62.75000000000001
2013-09-24,59.96,0.96,62.458333333333336
2013-09-25,59.88,0.96,62.37500000000001
2013-09-26,59.85,0.96,62.34375000000001
2013-09-27,59.02,0.96,61.47916666666667
2013-09-30,58.73,0.96,61.177083333333336
2013-10-01,58.75,0.96,61.19791666666667
2013-10-02,58.89,0.96,61.34375
2013-10-03,58.89,0.96,61.34375
2013-10-04,59.36,0.96,61.833333333333336
2013-10-07,59.52,0.96,62.00000000000001
2013-10-08,59.6,0.96,62.083333333333336
2013-10-09,59.61,0.96,62.09375
2013-10-10,60.66,0.96,63.1875
2013-10-11,60.76,0.96,63.291666666666664
2013-10-14,60.29,0.96,62.802083333333336
2013-10-15,59.99,0.96,62.489583333333336
2013-10-16,60.67,0.96,63.19791666666667
2013-10-17,60.96,0.96,63.5
2013-10-18,61.45,0.96,64.01041666666667
2013-10-21,61.05,0.96,63.59375
2013-10-22,61.89,0.96,64.46875
2013-10-23,62.32,0.96,64.91666666666667
2013-10-24,62.13,0.96,64.71875
2013-10-25,62.43,0.96,65.03125
2013-10-28,63.45,0.96,66.09375
2013-10-29,64.28,0.96,66.95833333333334
2013-10-30,63.79,0.96,66.44791666666667
2013-10-31,63.25,0.96,65.88541666666667
2013-11-01,62.29,0.96,64.88541666666667
2013-11-04,62.72,0.96,65.33333333333333
2013-11-05,63.09,0.9,70.10000000000001
2013-11-06,63.35,0.9,70.38888888888889
2013-11-07,62.08,0.9,68.97777777777777
2013-11-08,62.19,0.9,69.1
2013-11-11,61.94,0.9,68.82222222222222
2013-11-12,62.05,0.9,68.94444444444444
2013-11-13,62.47,0.9,69.41111111111111
2013-11-14,63.3,0.9,70.33333333333333
2013-11-15,62.61,0.9,69.56666666666666
2013-11-18,62.37,0.9,69.3
2013-11-19,61.71,0.9,68.56666666666666
2013-11-20,61.14,0.9,67.93333333333334
2013-11-21,61.74,0.9,68.6
2013-11-22,62.47,0.9,69.41111111111111
2013-11-25,62.13,0.9,69.03333333333333
2013-11-26,61.73,0.9,68.58888888888889
2013-11-27,60.88,0.9,67.64444444444445
2013-11-29,60.64,0.9,67.37777777777778
2013-12-02,60.59,0.9,67.32222222222222
2013-12-03,61.13,0.9,67.92222222222222
2013-12-04,60.9,0.9,67.66666666666666
2013-12-05,60.58,0.9,67.3111111111111
2013-12-06,61.64,0.9,68.4888888888889
2013-12-09,61.94,0.9,68.82222222222222
2013-12-10,61.09,0.9,67.87777777777778
2013-12-11,61.04,0.9,67.82222222222222
2013-12-12,60.64,0.9,67.37777777777778
2013-12-13,60.5,0.9,67.22222222222221
2013-12-16,60.43,0.9,67.14444444444445
2013-12-17,60.34,0.9,67.04444444444445
2013-12-18,60.53,0.9,67.25555555555556
2013-12-19,60.6,0.9,67.33333333333333
2013-12-20,60.52,0.9,67.24444444444444
2013-12-23,60.34,0.9,67.04444444444445
2013-12-24,60.25,0.9,66.94444444444444
2013-12-26,60.72,0.9,67.46666666666667
2013-12-27,60.98,0.9,67.75555555555555
2013-12-30,61.26,0.9,68.06666666666666
2013-12-31,61.07,0.9,67.85555555555555
2014-01-02,60.81,0.9,67.56666666666666
2014-01-03,60.58,0.9,67.3111111111111
2014-01-06,60.25,0.9,66.94444444444444
2014-01-07,60.8,0.9,67.55555555555556
2014-01-08,60.18,0.9,66.86666666666666
2014-01-09,60.28,0.9,66.97777777777777
2014-01-10,60.78,0.9,67.53333333333333
2014-01-13,60.43,0.9,67.14444444444445
2014-01-14,60.89,0.9,67.65555555555555
2014-01-15,61.1,0.9,67.88888888888889
2014-01-16,61.29,0.9,68.1
2014-01-17,60.47,0.9,67.18888888888888
2014-01-21,60.76,0.9,67.5111111111111
2014-01-22,61.01,0.9,67.78888888888889
2014-01-23,60.5,0.9,67.22222222222221
2014-01-24,59.83,0.9,66.47777777777777
2014-01-27,59.86,0.9,66.5111111111111
2014-01-28,60.03,0.9,66.7
2014-01-29,58.37,0.9,64.85555555555555
2014-01-30,58.13,0.9,64.58888888888889
2014-01-31,57.98,0.9,64.42222222222222
2014-02-03,56.9,0.9,63.22222222222222
2014-02-04,57.26,0.9,63.62222222222222
2014-02-05,57.37,0.9,63.74444444444444
2014-02-06,57.74,0.9,64.15555555555555
2014-02-07,58.36,0.9,64.84444444444445
2014-02-10,59.33,0.9,65.92222222222222
2014-02-11,59.87,0.9,66.52222222222221
2014-02-12,59.41,0.9,66.0111111111111
2014-02-13,59.48,0.9,66.08888888888889
2014-02-14,60.19,0.9,66.87777777777778
2014-02-18,60.12,0.9,66.8
2014-02-19,59.73,0.9,66.36666666666666
2014-02-20,60.24,0.9,66.93333333333334
2014-02-21,59.95,0.9,66.61111111111111
2014-02-24,60.71,2.26,26.862831858407084
2014-02-25,60.82,2.26,26.911504424778762
2014-02-26,60.33,2.26,26.694690265486727
2014-02-27,60.16,2.26,26.619469026548675
2014-02-28,60.69,2.26,26.853982300884958
2014-03-03,60.67,2.26,26.845132743362836
2014-03-04,61.26,2.26,27.10619469026549
2014-03-05,61.28,2.26,27.115044247787612
2014-03-06,61.43,2.26,27.181415929203542
2014-03-07,61.6,2.26,27.256637168141594
2014-03-10,61.68,2.26,27.29203539823009
2014-03-11,61.7,2.26,27.300884955752217
2014-03-12,62.07,2.26,27.464601769911507
2014-03-13,61.98,2.26,27.424778761061948
2014-03-14,60.9,2.26,26.94690265486726
2014-03-17,60.85,2.26,26.92477876106195
2014-03-18,61.85,2.26,27.367256637168143
2014-03-19,61.73,2.26,27.3141592920354
2014-03-20,61.88,2.26,27.380530973451332
2014-03-21,61.58,2.26,27.247787610619472
2014-03-24,61.4,2.26,27.168141592920357
2014-03-25,61.63,2.26,27.269911504424783
2014-03-26,61.69,2.26,27.29646017699115
2014-03-27,61.76,2.26,27.327433628318587
2014-03-28,62.13,2.26,27.49115044247788
2014-03-31,62.71,2.26,27.747787610619472
2014-04-01,62.62,2.26,27.707964601769913
2014-04-02,62.65,2.26,27.721238938053098
2014-04-03,66.39,2.26,29.37610619469027
2014-04-04,63.77,2.26,28.21681415929204
2014-04-07,65.06,2.26,28.78761061946903
2014-04-08,64.36,2.26,28.477876106194692
2014-04-09,66.1,2.26,29.24778761061947
2014-04-10,65.61,2.26,29.030973451327437
2014-04-11,65.68,2.26,29.061946902654874
2014-04-14,65.54,2.26,29.000000000000007
2014-04-15,65.21,2.26,28.853982300884955
2014-04-16,65.98,2.26,29.19469026548673
2014-04-17,66.34,2.26,29.35398230088496
2014-04-21,65.98,2.26,29.19469026548673
2014-04-22,66.28,2.26,29.327433628318587
2014-04-23,66.54,2.26,29.4424778761062
2014-04-24,66.53,2.26,29.438053097345136
2014-04-25,66.71,2.26,29.51769911504425
2014-04-28,67.29,2.26,29.774336283185846
2014-04-29,67.02,2.26,29.654867256637168
2014-04-30,66.83,2.26,29.570796460176993
2014-05-01,65.37,2.26,28.92477876106195
2014-05-02,65.6,2.26,29.02654867256637
2014-05-05,65.05,1.13,57.56637168141593
2014-05-06,65.34,1.13,57.82300884955753
2014-05-07,66.07,1.13,58.469026548672566
2014-05-08,66.03,1.13,58.43362831858408
2014-05-09,67.21,1.13,59.47787610619469
2014-05-12,68.42,1.13,60.548672566371685
2014-05-13,68.11,1.13,60.274336283185846
2014-05-14,67.58,1.13,59.80530973451328
2014-05-15,67.23,1.13,59.495575221238944
2014-05-16,67.54,1.13,59.76991150442479
2014-05-19,67.6,1.13,59.823008849557525
2014-05-20,67.79,1.13,59.99115044247789
2014-05-21,67.79,1.13,59.99115044247789
2014-05-22,67.65,1.13,59.867256637168154
2014-05-23,67.56,1.13,59.787610619469035
2014-05-27,67.98,1.13,60.15929203539824
2014-05-28,68.02,1.13,60.19469026548673
2014-05-29,68.73,1.13,60.82300884955753
2014-05-30,68.98,1.13,61.04424778761063
2014-06-02,69.12,1.13,61.168141592920364
2014-06-03,69.08,1.13,61.13274336283186
2014-06-04,69.39,1.13,61.407079646017706
2014-06-05,68.84,1.13,60.920353982300895
2014-06-06,68.91,1.13,60.982300884955755
2014-06-09,68.12,1.13,60.28318584070797
2014-06-10,68.06,1.13,60.23008849557523
2014-06-11,67.61,1.13,59.83185840707965
2014-06-12,67.23,1.13,59.495575221238944
2014-06-13,67.21,1.13,59.47787610619469
2014-06-16,67.44,1.13,59.681415929203546
2014-06-17,66.7,1.13,59.02654867256638
2014-06-18,66.84,1.13,59.15044247787611
2014-06-19,66.93,1.13,59.23008849557523
2014-06-20,67.24,1.13,59.50442477876106
2014-06-23,66.43,1.13,58.787610619469035
2014-06-24,65.87,1.13,58.2920353982301
2014-06-25,64.9,1.13,57.433628318584084
2014-06-26,64.82,1.13,57.36283185840708
2014-06-27,64.96,1.13,57.48672566371681
2014-06-30,65.7,1.13,58.14159292035399
2014-07-01,65.86,1.13,58.28318584070797
2014-07-02,66.05,1.13,58.45132743362832
2014-07-03,66.41,1.13,58.76991150442478
2014-07-07,65.86,1.13,58.28318584070797
2014-07-08,66.06,1.13,58.46017699115045
2014-07-09,66.1,1.13,58.49557522123894
2014-07-10,65.88,1.13,58.30088495575222
2014-07-11,65.95,1.13,58.36283185840709
2014-07-14,66.2,1.13,58.58407079646018
2014-07-15,65.56,1.13,58.01769911504425
2014-07-16,66.02,1.13,58.42477876106195
2014-07-17,65.91,1.13,58.32743362831859
2014-07-18,66.17,1.13,58.55752212389381
2014-07-21,66.1,1.13,58.49557522123894
2014-07-22,66.27,1.13,58.64601769911505
2014-07-23,65.44,1.13,57.91150442477876
2014-07-24,65.68,1.13,58.12389380530975
2014-07-25,65.37,1.13,57.8495575221239
2014-07-28,65.44,1.13,57.91150442477876
2014-07-29,64.89,1.13,57.42477876106195
2014-07-30,63.73,1.13,56.39823008849558
2014-07-31,59.83,1.13,52.94690265486726
2014-08-01,61.44,1.13,54.37168141592921
2014-08-04,62.06,0.82,75.6829268292683
2014-08-05,61.4,0.82,74.8780487804878
2014-08-06,62.78,0.82,76.5609756097561
2014-08-07,62.38,0.82,76.07317073170732
2014-08-08,63.24,0.82,77.1219512195122
2014-08-11,63.81,0.82,77.81707317073172
2014-08-12,63.45,0.82,77.37804878048782
2014-08-13,63.98,0.82,78.02439024390245
2014-08-14,64.0,0.82,78.04878048780488
2014-08-15,64.28,0.82,78.39024390243902
2014-08-18,64.3,0.82,78.41463414634147
2014-08-19,64.47,0.82,78.6219512195122
2014-08-20,64.82,0.82,79.04878048780488
2014-08-21,64.88,0.82,79.1219512195122
2014-08-22,64.3,0.82,78.41463414634147
2014-08-25,64.85,0.82,79.08536585365853
2014-08-26,64.75,0.82,78.96341463414635
2014-08-27,65.28,0.82,79.60975609756098
2014-08-28,64.75,0.82,78.96341463414635
2014-08-29,64.97,0.82,79.23170731707317
2014-09-02,64.79,0.82,79.01219512195124
2014-09-03,64.79,0.82,79.01219512195124
2014-09-04,64.93,0.82,79.18292682926831
2014-09-05,65.2,0.82,79.51219512195122
2014-09-08,64.44,0.82,78.58536585365854
2014-09-09,64.32,0.82,78.4390243902439
2014-09-10,64.44,0.82,78.58536585365854
2014-09-11,64.69,0.82,78.89024390243902
2014-09-12,63.89,0.82,77.91463414634147
2014-09-15,63.73,0.82,77.71951219512195
2014-09-16,63.87,0.82,77.89024390243902
2014-09-17,62.8,0.82,76.58536585365854
2014-09-18,62.89,0.82,76.69512195121952
2014-09-19,62.66,0.82,76.41463414634147
2014-09-22,62.29,0.82,75.96341463414635
2014-09-23,61.62,0.82,75.14634146341463
2014-09-24,62.35,0.82,76.03658536585367
2014-09-25,61.68,0.82,75.21951219512195
2014-09-26,61.75,0.82,75.3048780487805
2014-09-29,61.81,0.82,75.37804878048782
2014-09-30,61.6,0.82,75.1219512195122
2014-10-01,60.65,0.82,73.96341463414635
2014-10-02,60.72,0.82,74.04878048780488
2014-10-03,61.19,0.82,74.6219512195122
2014-10-06,60.95,0.82,74.32926829268294
2014-10-07,60.18,0.82,73.39024390243902
2014-10-08,61.12,0.82,74.53658536585365
2014-10-09,60.67,0.82,73.98780487804879
2014-10-10,60.3,0.82,73.53658536585365
2014-10-13,59.7,0.82,72.8048780487805
2014-10-14,60.19,0.82,73.40243902439025
2014-10-15,59.91,0.82,73.0609756097561
2014-10-16,59.75,0.82,72.8658536585366
2014-10-17,60.92,0.82,74.29268292682927
2014-10-20,61.76,0.82,75.3170731707317
2014-10-21,61.7,0.82,75.2439024390244
2014-10-22,62.04,0.82,75.65853658536585
2014-10-23,61.74,0.82,75.29268292682927
2014-10-24,61.94,0.82,75.53658536585365
2014-10-27,62.1,0.82,75.73170731707317
2014-10-28,62.75,0.82,76.52439024390245
2014-10-29,62.47,0.82,76.1829268292683
2014-10-30,64.04,0.82,78.09756097560977
2014-10-31,63.96,0.82,78.0
2014-11-03,64.1,0.82,78.17073170731707
2014-11-04,63.7,0.63,101.11111111111111
2014-11-05,63.84,0.63,101.33333333333334
2014-11-06,64.53,0.63,102.42857142857143
2014-11-07,63.66,0.63,101.04761904761904
2014-11-10,63.9,0.63,101.42857142857143
2014-11-11,63.75,0.63,101.19047619047619
2014-11-12,63.68,0.63,101.07936507936508
2014-11-13,63.8,0.63,101.26984126984127
2014-11-14,63.81,0.63,101.28571428571429
2014-11-17,65.14,0.63,103.39682539682539
2014-11-18,65.6,0.63,104.12698412698411
2014-11-19,65.89,0.63,104.58730158730158
2014-11-20,65.64,0.63,104.19047619047619
